t,L,V,Y,S,f_eff,L_eff,f_int
1.68,-2.388319473627973e+79,-3.5387481062341846e+93,3.8899606139767863e+204,5.624137950378036e-194,6.829102557169478e+161,-9.203102013919666e-76,-1.5461199472863662e+93
1.69,-5064513.902359997,-8.912768871992586e+83,2.792589009221355e+204,2.612193726506344e+235,-7.313154236200348e+233,3.647591409992196e-304,1.30923518063421e-309
1.7,8.22940598752636e+62,1.9113252578316872e-297,2.0986408298555067e+106,2.1030147797316972e-297,-3.5583636067882685e+231,3.64766790841791e-304,1.30923692136171e-309
1.71,3.105749859694868e+231,5.249612043639018e-302,1.2436684861182927e+164,4.7800975098973974e-297,-3.581866539863165e+231,3.875605866746046e-304,1.303806684414794e-309
1.72,2.4184050709659456e+24,1.0321154501168767e-296,1.1988695435887512e+87,1.3160487545850505e-292,-3.7524338280259316e+231,3.648554474811132e-304,1.309258058751683e-309
1.73,4.461174196414127e+43,1.0321154501177458e-296,4.746750034033987e+202,3.634227560947964e-292,-6.955580375545431e+250,3.648637916407073e-304,1.303828153380525e-309
1.74,2.4606285563283564e+260,3.488859217064172e-288,5.418384200728174e+43,5.33860660053195e-288,-3.937399421031244e+231,3.649406273894816e-304,1.309278367224405e-309
1.75,4.539058538103184e+279,5.351709639700777e-297,2.2344916445105536e+159,1.6432201435997266e-287,-3.957872706385542e+231,3.649496668899615e-304,1.309280522409265e-309
1.76,7.882212565476748e+115,5.160577250635839e-297,2.8148143874404194e-287,1.1430374115028005e+46,-1.5385142274546198e-192,-8.630386353760536e-149,-1.7399139059222795e+84
1.77,3.513764193199606e-16,1.7857847736336002e-184,6.935105547937697e+101,2.9564375858829122e-208,-1.6259431185835221e-115,1.1543649908737996e+46,-1.5935235083276692e-192
1.78,-1.823859101461378e-148,4.475519959937513e+166,-5.766594153808008e-265,-1.14188094073666e-149,-1.115973883132332e-307,2.2419107760891815e-231,7.547926464935764e+168
1.79,1.5e-323,2.54639494916e-313,5.89377964953233e-309,2.876317828e-314,2.8536772386613385e-82,1.086475e-318,1.67863303609014e-309
1.8,7.197809722954204e-309,9.242324679e-314,7.197809722954204e-309,3.90826e-319,2.8764100324e-314,2.261935619102301e-53,7.229475734293038e+221
1.81,4.38893e-319,1.67863303609014e-309,2.5549718001683603e+130,3.5e-323,3.029215e-318,1.5403522793447815e-284,3.069325251834127e-309
1.82,6.653787044573817e+91,3.7313130333103176e+101,2.635549535141114e-82,3.90845e-319,2.1201548046245e-310,2.40965264225e-313,1.857306523983428e-308
1.83,2.7996809277222553e+101,2.799680980250252e+101,6.136366946842809e-92,1.540352279344783e-284,2.799694746974319e+101,2.799680980331733e+101,6.1363669470214e-92
1.84,2.799710766877091e+101,2.088097469027855e-53,2.180075438084174e-106,3.90826e-319,7.876008631339752e+91,6.653787044588287e+91,6.65378704457569e+91
1.85,7.1978097229606e-309,4.97196e-318,2.4096256892e-313,7.061194239840715e+91,6.65378704457568e+91,1.554183669236261e-308,2.744428559292e-311
1.86,6.65378704553906e+91,1.5541836692362607e-308,3.90826e-319,2.0880977800570754e-53,6.13636683162216e-92,2.912580165972884e-284,3.080704558689563e-284
1.87,6.136397120788027e-92,1.7740604567612326e-120,3.248823820735244e-284,2.4096256892e-313,6.653787044573817e+91,7.061194239842596e+91,6.65378704457568e+91
1.8800000000000001,1.4151165530795636e-308,1.67858355216104e-309,9.328895571413862e-92,2.799694746974325e+101,2.2181360776364596e+130,5.4e-323,4.32438e-318
1.8900000000000001,3.68282316377e-313,1.857306523983428e-308,2.7996809277222553e+101,2.799680980168771e+101,2.088097469331713e-53,6.518515124270358e+91,6.653787045539072e+91
1.9000000000000001,1.5541836692362647e-308,3.90826e-319,2.7677705129924e-311,7.14617e-319,2.5613205443e-314,1.467919015608014e-120,1.5608273728e-313
1.9100000000000001,2.6917092209236286e-308,2.7996809277222553e+101,6.518515247425341e+91,7.1462e-319,2.7698925087834e-311,2.7550385706257e-311,6.65378704553906e+91
1.92,6.653787044575706e+91,6.653787044575708e+91,7.061194239842606e+91,7.19780972296056e-309,7.061194239857389e+91,7.197809722960617e-309,1.5541836692413125e-308
1.93,4.761920267374288e-284,4.9300420945470587e-284,5.09816392192824e-284,1.9606568477977353e-284,6.136397120788027e-92,5.2662857493094217e-284,2.8340248474e-313
1.94,7.061194239840715e+91,8.52163980367921e-53,6.136366831622161e-92,2.7996813970553473e+101,6.136366947557176e-92,2.7997080968932963e+101,2.799680981024325e+101
1.95,6.136366947557176e-92,2.635577575640439e-82,3.90845e-319,2.12185240125727e-310,2.744428656429e-311,2.74655065222e-311,2.748672648011e-311
1.96,7.876008630391183e+91,2.44453915125533e-310,7.876008630865468e+91,2.4445391512561e-310,2.12227680041547e-310,2.752916639593e-311,2.721086605591e-311
1.97,7.876008630865468e+91,6.653787044588297e+91,7.87600863037641e+91,1.415116553079563e-308,2.12312559873185e-310,2.7550385706257e-311,2.7507945466647e-311
1.98,7.876008631434609e+91,7.061194239855179e+91,6.65378704457568e+91,1.554183669236261e-308,2.1207914033618e-310,2.4479845091890373e+68,1.8698008352081503e-308
1.99,1.333603321009346e+241,5.965032024201382e-308,1.3336029136285986e+241,6.2174476675727e-311,5.001207187146521e-162,7.09708123525e-313,2.0088679513577675e-308
2.0,1.3336029633091776e+241,8.933602279972e-311,7.967382715534491e-220,4.1262871279e-313,3.400625574795166e-309,1.333602993117525e+241,1.5995604272307e-310
2.0100000000000002,1.7767857187508414e-176,6.03608333977e-313,3.399539112927298e-308,1.3336030129897565e+241,5.130985822602e-311,1.9608225203740443e+243,1.6214573050904958e+243
2.02,5.40217688464176e-310,2.0932955286910908e+137,2.15266526138e-312,8.208436531186234e-307,3.326532406931106e-111,8.990635835777212e+146,2.21632513511e-312
2.0300000000000002,6.187400207262813e-309,1.3004401447351445e-41,1.3849571565514043e+219,3.037299238614074e+180,1.3994303606750763e-306,-3.2293190025784565e+185,3.282045965279752e-207
2.04,5.118929814109424e-60,1.4474578019417637e-115,8.100978748235088e-34,-1.2021431852292178e-254,1.6092228812706027e-291,-1.3123667650918302e-134,-1.1080388270843395e-76
2.05,4.5769756444480216e-64,1.277163526406508e+156,2.309366795406947e-131,6.829102423091391e+161,-2.6979537902812038e-134,-2.7702551484000912e-77,1.0264088173089996e-23
2.06,4.492891446523555e-112,2.9676877665983057e-242,1.6331097912544617e+110,-1.8670815536909324e+79,7.977134721229267e+247,1.2292208987816015e-174,6.829102691247055e+161
2.07,-2.970791988157707e-225,-2.7156974247713157e+82,4.372013949936496e+186,6.015782263587062e-146,-1.1941597837427024e+79,-1.1678388144727426e+79,7.746449607262881e+189
2.08,5.023501802794977e+201,-2.085820221924285e+84,2.9444561117182876e+296,7.645302412273125e-298,7.774322264116355e+38,1.1949974003229204e-297,-2.325550713242098e+236
2.09,-9.65371904136764e-269,7.673793918062163e+89,1.0038334102134559e-295,1.1407657119337074e+124,1.8699843536311913e-49,-2.0509523797885952e+40,-5.134894832379219e-307
2.1,2.5338098909794608e-202,2.131247151970318e-45,2.0076968454066914e-295,-7.20943848109213e+83,-2.350224702660216e+45,-1.3026294522932535e+79,1.5830764223122031e+209
2.11,3.606531221911793e-213,-4.1437649112789416e+136,4.174314679863808e+239,-40.29551025854324,2.363913490451244e+105,-9.208015577809604e+83,1.2273042553214093e+219
2.12,3.827762208415445e+283,5.487382306625024e+303,1.1945781152521894e-297,1.3728095099106006e+58,1.816616590354627e-297,-2.3315140883638506e+236,3.875487657522267e-304
2.13,1.309236092173785e-309,7.88220498855872e+115,2.962553397714669e-297,2.014818119411752e+159,3.250323867383981e-297,-2.337473923319837e+236,3.647681800646904e-304
2.14,1.30380535815857e-309,2.4606262007425614e+260,5.351709639617858e-297,4.261305980303384e+19,7.206479489091882e-293,-3.741818528544143e+231,3.64851623061149e-304
2.15,1.309257229833165e-309,1.202729037157643e+111,1.8789087334905306e-292,3.241311389343541e+154,2.005775783428504e-292,-3.7600120999382917e+231,3.648599672154382e-304
2.16,1.309259219234574e-309,3.1057587554293894e+231,5.511466573958618e-292,1.0196221268808766e+299,7.769539261023994e-292,-1.107854135574971e+246,3.877222535233841e-304
2.17,1.309277538013715e-309,1.2557077100505355e+58,7.798625794466789e-288,3.551548374185618e+101,8.62349804137983e-288,-3.9457379677461444e+231,3.649458424699973e-304
2.18,1.309279693490746e-309,2.125038277404159e+183,2.3806325191549742e-287,6.040371582133614e+226,2.546205713833194e-287,-3.966205723997401e+231,1.320145400077623e-309
2.19,-5.113226402372999e-302,6.008640550214681e-17,9.228208143186684e+200,-7.679534514239816e-38,4.625644062278184e+34,1.6928033384947615e+98,-9.654197299156842e-269
2.2,1.3560625576090667e+162,8.898333190760106e-171,-5.404871285914576e-302,4.577170642874089e+65,2.090074289743571e-208,-2.3251446743854897e+117,4.003498855040788e+123
2.21,-6.974887112251356e-308,7.126429768593274e-188,2.129333907498581e+239,-9.653943127810692e-269,1.689446338781323e-285,2.2643774559024673e+170,2.5e-323
2.22,2.54639494916e-313,1.83041234932875e-309,2.193891757031229e+53,2.235476426773973e+130,2e-323,1.0229038275090564e-308,6.518515124270356e+91
2.23,3.90845e-319,2.034926558465586e+236,3.029225e-318,1.67859059617432e-309,2.17292368994844e-310,6.505733527705626e-308,1.44010545751354e-308
2.24,2.218135755296652e+130,2e-323,3.849768568232819e-58,9.137500663115264e+221,9.098245393876567e+91,8.28341582564326e+91,9.098230216189663e+91
2.25,8.283415825643272e+91,2.6898145255318925e+130,6.4e-323,2.561325983e-314,2.367617778561319e-307,5.473376213825139e+103,2.1974265404e-313
2.2600000000000002,6.057024785731273e-309,2.7996809277222553e+101,3.1838257120078985e+101,7.880401386315463e+115,1.4946751476358017e+92,7.876008728203452e+91,4.646265452623546e-58
2.27,8.638305687145286e+91,3.9247592940046736e+101,1.4562977790407277e-284,2.0447216094915772e-284,2.1201564516449e-310,2.7359407704025e-311,2.7380627014353e-311
2.2800000000000002,8.227523982830388e+62,1.4032241430383344e+188,1.1622758036320043e+214,1.008398756303502e+261,2.645216841364635e+185,2.584676559937436e+161,1.7887962178561836e+161
2.29,1.6749482891991409e+243,2.9586361900407e-311,7.352682493149293e+228,6.2180974983866e-311,-1.0779070859416644e-241,5.104651162356421e-110,-5.254016563342475e+127
2.3000000000000003,2.4262993992281224e-308,1.333602938468888e+241,3.9970880227217856e-237,3.8727924634704213e+233,2.9948109070640835e+238,7.274259880182158e+199,7.501673193308555e+247
2.31,7.492325147005612e+247,8.037572783937549e+165,9.279303791874375e+199,1.0814542045380497e-75,1.1430349339848533e+243,1.087858737287151e-306,1.3336033508176934e+241
2.32,5.130561423401e-310,2.9302797841087805e+238,2.1174726915194862e+214,1.3988901202274915e+248,6.013469302926936e-154,1.3042160667690445e-307,1.3336033955302145e+241
2.33,3.734712592603e-312,-3.34311557067044e+178,1.2036890609828003e-173,1.584939197218674e+172,-3.0670064829587667e-231,3.1000113031198882e-207,1.7724669734025417e-184
2.34,5.016358352603293e+201,5.390564782946418e-189,101107190.01321453,2.8080520573418662e-248,-5.583746349699993e-270,9.503522942850467e-164,5.893966925117062e+84
2.35,-1.0899975496591153e-38,-6.086022239461188e-32,2.723890969908165e+146,2.2527292196397205e+158,-3.603176289496165e+79,2.7373809490094523e+262,1.8081990968720216e-301
2.36,9.593950025026213e-298,-2.327219604982687e+117,1.7415762540207246e+46,1.4173635929439337e+75,-7.147121531765442e-268,-2.867320940604773e+92,6.696666255040193e+241
2.37,3.4694631182564e-311,0.0,1.629692768726e-311,7.476248189364235e-306,1.714e-321,1.816199545697248e-297,6.55696700063e-312
2.38,4.678243590980209e-307,3.0622712483838875e-302,4.672655104886453e-307,3.0622712483841527e-302,3.062271249538651e-302,5.648893400321907e-283,5.648893400322641e-283
2.39,1.1788315442266733e-259,6.987711030103416e-309,1.1788315712567419e-259,6.400699085017424e-308,6.987711030103416e-309,2.7813635e-316,2.9092562294134e-311
2.4,3.062271248213687e-302,2.770626367601764e-302,2.79e-321,1.0687268255e-313,9.303e-321,6.971414433990645e-309,1.19901319982e-311
2.41,2.811644423029e-311,1.0703846347e-313,1.0712135393e-313,9.5489811248e-313,7.03116966970016e-309,7.036601978908177e-309,7.042034122352127e-309
2.42,8.065892822893183e-308,6.971414433990645e-309,1.5905080446799811e-288,1.527e-321,5.1175570065453115e-283,5.569564156622351e-308,1.26145230657e-312
2.43,7.572639059484786e-309,1.3336029732452934e+241,1.0020064124943e-310,6.590464515506465e-244,8.794677868e-313,7.355346690500115e-308,4.271974795074137e+96
2.44,7.911615155113256e-308,3.3265311677016936e-111,1.086901179887308e+171,4.772605558008029e+180,5.22402680249686e+257,3.3265323821670116e-111,9.860581329387267e+165
2.45,6.011105120111407e+175,1.176924362078539e-306,1.3336034054663303e+241,5.72811543813625e-310,1.7904302143929049e-280,1.0361544428482767e-308,6.013470016988173e-154
2.46,9.9712254001933e+276,2.577064419575e-312,1.87115466851622e-309,2.499567815636575e-60,6.851612663421953e-247,1.8158554163286263e+162,-5.113226404792535e-302
2.47,2.1223907826040846e-208,-2.325144674385488e+117,1.6349932979615837e+186,3.129018813394938e+239,-7.54909804757595e-38,1.1377945277197377e-227,-1.931046452851003e+117
2.48,2.336907431704667e-155,-8.562254707382639e-34,6.591474352247421e+119,-3.64774383414873e+98,6.250536681410143e+257,4.442557483555688e-304,1.309234351445023e-309
2.49,563078807175211.1,1.3857105043218226e-297,2.643203217030451e+77,2.48558578499535e-297,-2.3354885877447237e+236,3.875515471157698e-304,1.309236755545373e-309
2.5,1.7577904507289276e+159,4.58718007194434e-297,6.603169175426653e+250,8.031153405932316e-297,-3.589447310282339e+231,3.876308166398716e-304,1.30382342830048e-309
2.5100000000000002,5.393223528151007e+67,6.263030623599918e-293,2.672038161127766e+77,1.0026728677765488e-292,-3.753950063079894e+231,3.876391607994657e-304,1.309257727174663e-309
2.52,1.1322189840597528e-72,1.8241063624580933e-292,6.194788938305836e+26,-2.2315083507378675e-308,5.5412527387637e-302,0.0,3.1315131441745866e-294
2.5300000000000002,1.081140277405e-312,1.12356165e-316,2.770815498709404e-302,6.970714008954063e-309,1.8173719524663052e-297,1.0636465468e-313,2.79e-321
2.54,9.07323799443632e+227,4.701024591538567e+180,1.338568636296828e-152,1.3793095763298936e+267,9.195965806269754e+170,2.9589775350884e-311,1.333602943442859e+241
2.5500000000000003,1.173580866532612e-275,4.639822458667319e-303,1.3561731876887836e+248,1.3042159602531776e-307,1.3336033806260408e+241,4.26521154033e-312,-5.101189530392749e+173
2.56,1.5765511290793605e-286,2.5073636159304547e+181,3.882694716889585e+22,2.835888670930168e-106,5.37798613334896e-310,0.0,4.17201348729133e-309
2.57,-1.557377013021491e-207,2.9765315421708715e+48,7.447698599932147e-309,2.088097429759528e-53,3.75375841440235e+255,1.0229429513406245e-308,6.518515124270356e+91
2.58,4.460017634435394e-309,3.399807845334594e+101,1.77302738194e-313,1.67858355048517e-309,3.574787903317235e+101,3.665434e-318,0.0
2.59,8.687640152195281e+91,9.909907269992895e+91,1.2639490666510591e+87,6.4e-323,0.0,1.4563144687049608e-284,4.683311023e-314
2.6,1.2639490665754644e+87,7.4e-323,0.0,1.67863303609014e-309,2.235464940884907e+130,8.4e-323,2.691711732838873e-308
2.61,2.7996809277222553e+101,3.9084e-319,2.382221481502507e+130,1e-322,1.67858355216104e-309,1.0554658495772466e+116,7.412971631167908e+91
2.62,2.21813607763255e+130,1.14e-322,3.5048057117900447e-289,3.90826e-319,3.753999272063187e+255,1.2640470655891016e+87,1.24e-322
2.63,0.0,4.39319441e-315,3.315618423e-315,2.7997914087313935e+101,8.846087e-318,0.0,3.044972155262124e-53
2.64,1.4916681462400417e-154,6.0095724191e-313,0.0,2.7996809277222553e+101,3.183847072204184e+101,3.1861843567765475e-58,2.1472831904109943e-307
2.65,1.495677375097479e-154,1.0152614e-317,2.5230221628548125e-53,7.229475734293042e+221,3.302529761285357e-135,2.1090797185205219e+214,1.4403396858893642e+214
2.66,1.1483686213762134e+21,1.1449029906991773e+243,-3.6300235886205e+125,1.00209045705394e-310,2.7319797071867066e-285,3.564535878557241e+175,2.341403346387288e-258
2.67,1.5755202818292182e+217,2.290436446324171e+159,7.749470832397904e+228,5.5009343403455976e+247,1.26146342207e-312,4.652374906187028e+199,1.1949010666914385e+190
2.68,7.30356920953936e-310,5.039613029028107e-266,2.513131037475001e+180,1.6852472957136608e+246,1.1949010673265777e+190,1.950451625502694e+246,9.76515890649315e+199
2.69,5.556035925801941e+180,3.66175709643231e+151,1.628298893830022e+219,2.34364488257e-312,2.3537109409559896e-306,5.874938374255703e+170,3.356578819757926e-261
2.7,3.997278497473487e+252,6.0541542950814e-310,2.852926838375e-312,5.498224473613746e+247,6.552191302697193e-307,-3.384607877119625e+125,1.3336033557943935e+241
2.71,6.814577283112e-310,3.771181197571671e-263,6.013470014209724e-154,3.0119874546629e-310,5.815435999446134e+180,-9.858551965902887e-196,8.739906551990448e+245
2.72,4.413608422436319e-285,1.837439446702081e-285,6.11897397389294e-217,1.593323431468466e-256,1.0911776688598393e-250,-1.3791003196724595e+117,3.0917558654674225e-212
2.73,7.434517285690261e+27,7.015217969494127e+67,1.795742610580196e-285,-1.9334250342199595e+98,-2.225791465879687e-302,3.630851520797214e-275,-1.7437221577746447e-172
2.74,7.160293413972726e-135,1.8375934996440282e-67,1.2483448187356392e-168,5.272182743152465e+55,-6.17021940275037e-191,5.409378365384566e-282,-3.5427738429210847e-264
2.75,8.250868039032024e-246,2.4161487024871476e+70,-7.419606646562508e-269,-1.1862612811687089e-224,1.5238836451989893e-226,2.3576987446468703e-308,1.2706294156497197e-227
2.7600000000000002,2.2117521416502145e-185,5.588830588149401e-32,7.1866029327e-314,0.0,6.3659873764e-314,6.755638843483527e+91,2.6936059046893937e+130
2.77,1.5e-323,6.7035e-320,6.65642132106151e+232,1.12897886706e-313,0.0,6.518515124270356e+91,3.9084e-319
2.7800000000000002,1.018021819301179e-308,0.0,0.0,1.9852276061e-313,7.30581993620898e-58,3.90836e-319,3.341623e-318
2.79,0.0,3.06925471205217e-309,2.8215534349700854e+101,4.31301e-318,0.0,2.9144660659021535e-53,1.4916681462400417e-154
2.8000000000000003,3.25097465294e-313,0.0,7.880401239278896e+115,8.280232956945158e+91,1.2017836620564129e+87,8.4e-323,0.0
2.81,4.39319441e-315,3.8259984751434996e-111,2.4386084985928358e-152,3.6806590670658977e+180,1.0631788427414718e+248,8.021467558143324e+165,7.266075105612276e+223
2.82,4.824065617759751e+228,4.0008086598970436e+242,2.3365599823646e+180,5.3093096416483054e+228,3.4254125228185087e+214,-3.384607271923737e+125,-2.903600347999371e+127
2.83,3.513791044501427e+260,4.7667757661437545e+96,1.4397992864756704e+214,6.014305463956825e+175,2.4102600159899403e-269,6.7743068958043895e-307,1.333603415402446e+241
2.84,2.7403453644602e-310,3.00686030089352e-51,1.15532723963e-312,6.013287214533032e-154,1.3042160667690445e-307,7.1994961682111065e+252,-6.188313365356878e-138
2.85,8.73990749619171e+245,3.993303853983262e-285,1.832167946248372e-285,3.2323887195320363e-265,1.1346611607266515e+75,-1.0034191871015638e-268,3.1382836829418e-96
2.86,3.190250068159623e-213,-9.032804092559709e-275,1.0526673129011879e-173,-3.6721084421571426e-230,3.3070033650370274e+60,1.0773128517083727e+51,3.12067043852775e-310
2.87,4.168652247954018e+199,6.766794535949731e+226,5.40269280456703e-310,0.0,6.4758e-319,-1.5573744950962598e-207,1.3606284160694947e+241
2.88,2.1562512437241705e-183,1.3420723671774997e+241,2.1013605657507777e-53,1.333602886575971e+241,4.65765765223932e-111,7.698437393334476e+218,7.706678529880618e-304
2.89,1.14945756e-316,4.778309726736481e-299,-8.739899975140275e+245,2.770957903436641e-302,3.4969833e-317,4.674675242858122e-307,1.8e-321
2.9,5.35195482996428e-297,0.0,1.858871065655e-311,5.110903552387917e-283,3.66531675e-316,4.67728275128606e-307,6.86e-321
2.91,9.872614167286165e-278,0.0,4.0317947559827e-311,1.438591458378798e-268,6.9809352e-316,4.6807594291899775e-307,1.1917e-320
2.92,1.8211758649474449e-258,0.0,6.2047184458047e-311,2.1951163610516328e-273,1.02965536e-315,4.681628598665957e-307,1.6976e-320
2.93,3.3594765522968846e-239,0.0,8.377642136512e-311,1.739150357911193e-244,1.3612172e-315,4.685105276569874e-307,2.2035e-320
2.94,6.197140457759293e-220,0.0,1.055056582684e-310,4.895273064893821e-230,1.692779045e-315,4.6877127849978125e-307,2.7095e-320
2.95,1.1431706498647582e-200,0.0,1.2723489517294e-310,9.03018493990201e-211,2.024340887e-315,4.69118946290173e-307,3.2154e-320
2.96,2.1087776590184447e-181,0.0,1.48964132077486e-310,1.6657751052463863e-191,2.35590273e-315,4.6946661408056475e-307,3.7213e-320
2.97,3.890008211548646e-162,0.0,1.7069336898203e-310,3.072812705083668e-172,2.68746457e-315,4.698142818709565e-307,4.227e-320
2.98,7.17579860758133e-143,0.0,1.9242260588278e-310,2.0137985344036327e-167,3.019026414e-315,4.698142818709565e-307,4.733e-320
2.99,1.3237011902969342e-123,0.0,2.14151842784793e-310,1.0235339749133126e-306,1.282672282185e-312,1.693576723948922e-307,1.3336032017759565e+241
3.0,3.500868655936e-310,1236950582295.125,1.452406650363e-312,2.608377597421234e-307,1.3336032464884776e+241,2.9580621326417e-311,2.7584919762148975e+55
3.0100000000000002,1.62216631364e-312,3.3871534478994628e-307,1.333603281264883e+241,5.6742167450807e-311,9.386661788959558e+93,1.791925976917e-312,4.994247808994783e-307
3.02,1.333603321009346e+241,4.85894596215663e-310,-1.3800233864661269e+127,1.6609960596178008e+151,2.1642013170774235e+29,8.607941896155732e-71,1.1464622756274608e+151
3.0300000000000002,-2.363087131720405e+127,6.475929042850153e-295,2.7526739536265336e-285,2.3365603722714403e+180,1.193378707927127e+190,4.238445303841258e-290,2.0265672544121664e-70
3.04,9.365244610332853e+168,-2.955175862088179e+126,6.913545088821999e+218,4.2327903925370696e-290,1.0155829207215348e-70,1.6379270212011035e+151,4.2409282091414526e-290
3.0500000000000003,1.1500892206322171e-65,2.2766329401848693e+106,-1.717510186058623e+127,5.567534656051665e+96,1.3311677405634719e+185,-3.4522804302530296e+126,2.780590230914759e-285
3.06,2.732661835257386e-285,7.88109430919e-312,-3.384607259302324e+125,6.681592861105291e+151,7.698437394259247e+218,2.5517265639187743e+151,7.916586489752552e-304
3.0700000000000003,-2.3412345834e-314,2.58956273624681e-272,-1.1597460489824668e+116,6.80939771602841e-218,1.826385035327644e-197,-9.499250817499702e-270,7.910306432448035e-287
3.08,-8.961419015797131e-251,1.6970958420615919e-267,-1.307503572230548e+116,6.807184554161992e-218,1.1421444630271149e-192,-1.139583132524215e-269,7.912886799364452e-287
3.09,-8.961412329790998e-251,1.6970958420615916e-267,-1.2089985566821347e+116,4.461881678295569e-213,1.6591645285199247e-197,-1.0445692510020797e-269,7.914169466961952e-287
3.1,-8.961405643783674e-251,1.697095834840814e-267,-1.2089985567050697e+116,4.4611564694154344e-213,3.8630434510296326e-207,-1.0920761903528393e-269,7.910311442945388e-287
3.11,-8.961412329790204e-251,1.6970958348408141e-267,-1.2089985567050697e+116,2.924614049579801e-208,1.742776695625215e-197,-1.092261045077544e-269,7.909038796113235e-287
3.12,-5.872959930885769e-246,5.54125273876363e-302,0.0,3.131513155840382e-294,2.1919138944684e-311,4.673806075868974e-307,4.05e-322
3.13,0.0,1.8162695329256355e-297,1.9233219e-316,0.0,4.5204956521249664e-302,2.3469300974504e-311,0.0
3.14,0.0,3.1734219299475764e-278,0.0,0.0,4.677282769470155e-307,1.0524e-320,0.0
3.15,3.350425924275518e-278,8.55455876e-316,0.0,4.5204956521249664e-302,6.692777477853e-311,0.0,0.0
3.16,1.0798595398635972e-239,0.0,0.0,4.680759447374072e-307,2.064e-320,0.0,6.180444956303226e-259
3.17,1.51857956e-315,0.0,4.5204956521249664e-302,1.1038624858256e-310,0.0,0.0,3.674571650337348e-201
3.18,0.0,0.0,4.68423612527799e-307,3.076e-320,0.0,1.1400908637057463e-239,2.181703246e-315
3.19,0.0,4.5204956521249664e-302,1.5384472238659e-310,0.0,0.0,1.250391955158215e-162,0.0
3.2,0.0,4.687712803181907e-307,4.088e-320,0.0,8.90327471611932e-308,1.8643857773961e-310,0.0
3.21,0.0,9.906625801386766e-134,0.0,0.0,4.690320311609845e-307,4.847e-320,0.0
3.22,5.919690210063605e-206,3.342169694e-315,0.0,4.5204956521249664e-302,2.29897051543637e-310,0.0,0.0
3.23,3.3710501205438726e-95,0.0,0.0,4.693796989513763e-307,5.8586e-320,0.0,1.0919901030068725e-186
3.24,4.00529338e-315,0.0,4.5204956521249664e-302,2.73355525347665e-310,0.0,0.0,1.1471089292206923e-56
3.25,0.0,0.0,4.6972736674176804e-307,6.8705e-320,0.0,2.014366196119151e-167,4.668417063e-315
3.2600000000000002,0.0,4.5204956521249664e-302,3.16813999151693e-310,0.0,0.0,3.903409467212393e-18,0.0
3.27,0.0,4.700750345321598e-307,7.8823e-320,0.0,3.71584976905418e-148,5.33154075e-315,0.0
3.2800000000000002,4.5204956521249664e-302,3.6027247295572e-310,0.0,0.0,1.3282612803827188e+21,0.0,0.0
3.29,3.8200170981179e-310,0.0,0.0,5.994664433e-315,0.0,4.672655102865123e-307,9.4e-320
3.3000000000000003,0.0,4.519838904780844e+59,0.0,0.0,4.2546018361076e-310,0.0,0.0
3.31,5.564064045988495e-308,3.63808761648e-312,2.0965758431895777e-305,1.333603753230383e+241,9.5850549877988e-310,-1.0682513738498936e-65,3.807821978334e-312
3.3200000000000003,3.0539138708245045e-305,1.333603792974846e+241,1.001963972578886e-309,-3.635071059978019e-27,3.97758164161e-312,4.193151686381228e-305,1.3336038327193093e+241
3.33,1.045422446377895e-309,-1236950584343.125,4.14734130489e-312,6.107827741653154e-305,1.3336038724637724e+241,1.088880920176903e-309,-4.2091247264807264e+50
3.34,4.317100968166e-312,1.847053021388907e+241,1.12147477552616e-309,-3.33481217898305e+79,4.444420715624e-312,1.8829687527753472e-305,8.739906761841214e+245
3.35,1.3042159602531776e-307,3.109968502927721e+175,9.235353449417575e+242,6.256489671655099e-85,2.3303600582369173e-99,1.293248676995e-311,-1.283674304619177e+116
3.36,4.251709370693024e-118,2.3248644970961246e-231,4.449786131440886e-280,6.572229465541612e-217,1.926881242476645e-270,1.5302180269901735e-226,8.208406594943211e-261
3.37,4.3071853676483504e-212,3.5689608771821314e-251,1.5302212475645583e-226,1.514183757098671e-241,1.5302228578517507e-226,6.503369716873199e-232,6.5722640461957546e-217
3.38,2.816140090821821e-222,1.0028489627573522e-221,1.2045914634710738e-212,4.3072080304258493e-212,5.216042165571621e-203,1.5302292990005203e-226,2.2129820402195657e-193
3.39,1.5302309092877127e-226,9.504685489378391e-184,6.572298626849897e-217,4.115793353689289e-174,6.572305542980726e-217,1.7677197851189658e-164,4.307230693203348e-212
3.4,7.623254165369952e-155,1.002856349982053e-221,3.247572161088509e-145,1.0028574052998674e-221,1.4808104365043777e-135,1.0028584606176819e-221,5.990713251650357e-126
3.41,1.0028595159354963e-221,2.57299174955521e-116,1.0028605712533107e-221,1.105091541721745e-106,1.0028616265711251e-221,4.746332030781115e-97,1.5302470121596367e-226
3.42,2.0301884985817834e-87,4.3072669536473464e-212,8.827125265952599e-78,1.5302502327340215e-226,3.745036765472681e-68,1.0028658478423827e-221,1.6150930976268622e-58
3.43,1.0028669031601971e-221,6.936772034302708e-49,1.5302550635955987e-226,2.967123814767644e-39,1.002869013795826e-221,1.2796085841444764e-29,1.0028700691136404e-221
3.44,5.49587702058139e-20,1.0028711244314548e-221,2.360461206623499e-10,1.0028721797492692e-221,1.0138103685924627,4.578112262254333e-246,-3.81411307726458e+232
