t,BMK1,MRNA,NFATc,NFATn,NFATpc,NFATpn,GSK3betac,GSK3betan,CaNc,CaNc_star,CaNn_star,CaNn,CaM,CaMCa,MCIP,MCIPp,MCIPpp,Comp1,Comp2,Comp3,P1433,MCIP_BMK1,MCIPp_CaNc_star,MCIPp_GSK3betac,MCIPpp_CaNc_star,NFATpc_CaNc_star,NFATc_GSK3betac,NFATpn_CaNn_star,NFATn_GSK3betan
2.08,0.012010855029068703,0.0003466637399301064,0.00024389426886845333,0.0005537826040908463,0.004697653682150393,9.537039206178091e-05,0.16980032406876142,0.3390824138463494,0.5164232511342381,0.37573709536199995,0.09848404784793653,-0.38787674886576246,24.806276235949706,0.00014780318452256217,3.70887973219369e-05,0.010247469795618086,0.07758012793979464,0.005743603176606944,0.2823629340361086,0.013948286538209898,0.7086887794256824,1.0544970931289684e-05,0.0004129033398894492,0.001213837328257692,0.0036990174465067194,0.00029811346808847957,4.016295010052561e-06,2.738224689018546e-06,8.536846162149668e-05
2.09,0.012010895905530086,0.00034674378931080687,0.0002455280217926947,0.0005545835739076092,0.004695770357274005,9.5446035038618e-05,0.16979861245230676,0.339082654889691,0.5145874521556676,0.3771679123315343,0.09885873135149634,-0.38971254784433307,24.80443988648334,0.00014835367231785332,3.707680969164144e-05,0.01026902327928748,0.07756226554555852,0.005747325655044811,0.28235544558121867,0.01394765267210002,0.7086969017466823,1.0504094469907997e-05,0.00041593623707725794,0.0012152592700532087,0.0037207995172846378,0.00029986862958046064,4.047766926101994e-06,2.744122271387107e-06,8.538562102293747e-05
2.1,0.01201093654443841,0.00034682373131448196,0.0002471639775216492,0.0005553907445103945,0.004693882921272755,9.552180419182459e-05,0.16979689279392632,0.33908289385919543,0.5127523556509939,0.37859650100473924,0.09923483744772375,-0.39154764434900685,24.802604236103406,0.00014890754758043205,3.7065599021209844e-05,0.010290645382899697,0.07754436422667643,0.005751070320769842,0.282347904437349,0.01394701425053502,0.708705081312117,1.0463455561582584e-05,0.00041898587539777594,0.0012166908911422248,0.003742642109644097,0.0003016275236278918,4.079437093231822e-06,2.7500670618856576e-06,8.540301864286267e-05
2.11,0.012010976946749225,0.0003469035642739612,0.0002488021009881266,0.0005562041215685023,0.004691991406709951,9.559770114584178e-05,0.16979516510165157,0.3390831307462154,0.5109179649783533,0.3800228616370403,0.0996123628143435,-0.3933820350216473,24.800769288137182,0.00014946484116127294,3.70551557459151e-05,0.010312335785830148,0.07752642430359574,0.005754837247267577,0.28234031054114783,0.013946371267449758,0.7087133181914034,1.0423053250768083e-05,0.00042205228628360963,0.001218132190647224,0.0037645448644395155,0.00030339011300576616,4.111305376430111e-06,2.7560592262462967e-06,8.542065610945909e-05
2.12,0.012011017113417698,0.0003469832865236676,0.00025044235729234103,0.0005570237105976063,0.004690095846028038,9.567372752555285e-05,0.1697934293838117,0.33908336554211255,0.5090842835226006,0.38144699445358926,0.09999130413170021,-0.39521571647740006,24.79893504593837,0.0001500255842195886,3.704547042215781e-05,0.01033409416776789,0.07750844609505357,0.005758626507979386,0.2823326638305795,0.013945723716883662,0.7087216124525378,1.0382886582295842e-05,0.0004251355011761901,0.001219583167391101,0.0037865074233680135,0.0003051563606175861,4.1433716344069725e-06,2.762098930111231e-06,8.543853505027934e-05
2.13,0.01201105704539862,0.0003470628963996182,0.0002520847117019098,0.0005578495169597542,0.0046881962715486,9.574988495628338e-05,0.16979168564903338,0.3390835982382577,0.5072513146953087,0.3828688996492638,0.10037165808275826,-0.39704868530469195,24.797101512887078,0.00015058980822282947,3.7036533727466244e-05,0.010355920208715615,0.07749042991807689,0.005762438176302467,0.2823249642449242,0.013945071592980739,0.708729964162096,1.034295460137393e-05,0.0004282355515257719,0.001221043819897161,0.0038085294289694075,0.00030692622949536293,4.175635719594543e-06,2.7681863390327765e-06,8.545665709224179e-05
2.14,0.012011096743646405,0.00034714239223942333,0.0002537291296518544,0.0005586815458633672,0.004686292715472362,9.582617506380117e-05,0.1697899339062409,0.3390838288260303,0.5054190619347685,0.3842885773886681,0.10075342135310192,-0.3988809380652321,24.795268692389815,0.00015115754494668396,3.702833646049627e-05,0.010377813588989659,0.07747237608798242,0.005766272325589848,0.2823172117247781,0.013944414889989577,0.7087383733852333,1.0303256353587119e-05,0.000431352468791434,0.00122251414638912,0.0038306105246262165,0.00030869968279961763,4.208097478147004e-06,2.7743216184733607e-06,8.547502386163054e-05
2.15,0.012011136209115097,0.0003472217723822873,0.00025537557674459995,0.0005595198023632399,0.004684385209879187,9.590259947431633e-05,0.1697881741646561,0.3390840572968188,0.5035875287059897,0.3857060278061321,0.1011365906309352,-0.400712471294011,24.793436587879505,0.00015172882647507832,3.702086954103141e-05,0.010399773989219988,0.07745428491837669,0.005770129029150381,0.28230940621205325,0.013943753602263341,0.7087468401856843,1.026379088489691e-05,0.00043448628444107897,0.0012239941447911044,0.0038527503545636556,0.00031047668381937966,4.240756749940568e-06,2.7805049338055185e-06,8.549363698409552e-05
2.16,0.012011175442758351,0.0003473010351690079,0.0002570240187499754,0.000560364291360541,0.004682473786728076,9.597915981448116e-05,0.16978640643379847,0.3390842836420207,0.5017567185006996,0.3871212510057122,0.10152116260708205,-0.4025432814993011,24.79160520281549,0.00015230368520017688,3.701412400998282e-05,0.010421801090350213,0.07743615672115603,0.005774008360248748,0.28230154764997784,0.013943087724259768,0.7087553646257634,1.0224557241641504e-05,0.00043763702995143396,0.0012254838127276515,0.0038749485638496428,0.0003122571959721882,4.273613368573486e-06,2.7867364503118964e-06,8.551249808465232e-05
2.17,0.012011214445529458,0.0003473801789419768,0.00025867442160521333,0.0005612150176028124,0.004680558477857173,9.605585771139026e-05,0.16978463072348499,0.33908450785304234,0.49992663483734434,0.38853424706119066,0.1019071339749861,-0.4043733651626563,24.789774540683513,0.00015288215382238164,3.700809102938929e-05,0.010443894573637582,0.07741799180650652,0.005777910392105461,0.2822936359830958,0.013942417250541178,0.708763946766364,1.018555447053583e-05,0.00044080473680804957,0.0012269831475237092,0.0038972047983947913,0.00031404118280409124,4.306667161366042e-06,2.7930163331852487e-06,8.553160878768235e-05
2.18,0.012011253218381321,0.00034745920204517925,0.00026032675141495035,0.00056207198568397,0.004678639314983755,9.61326947925805e-05,0.1697828470438303,0.33908472992129884,0.49809728126108793,0.38994501601607623,0.10229450143071095,-0.4062027187389127,24.78794460499573,0.00015346426535033274,3.700276188241725e-05,0.010466054120652981,0.07739979048290407,0.005781835197896858,0.2822856711572672,0.013941742175774466,0.7087725866669593,1.0146781618671518e-05,0.0004439894365053009,0.0012284921462046362,0.003919518704952418,0.0003158286079896461,4.339917949360562e-06,2.7993447475284404e-06,8.55509707169328e-05
2.19,0.012011291762292257,0.00034753810293833986,0.000261980972490254,0.0005629352024744051,0.004676716331050735,9.620967250588045e-05,0.16978105539755284,0.3390849498393034,0.49626866237626516,0.39135355697380303,0.10268326155191072,-0.4080313376237355,24.786115400313726,0.0001540500625319008,3.6998101901114446e-05,0.010488279416452544,0.07738155308912945,0.005785782867079615,0.28227765309421465,0.013941062493195473,0.7087812844125908,1.0108237707734681e-05,0.00044719115080888306,0.001230010812121,0.003941889923848283,0.0003176194343804269,4.3733656892370895e-06,2.805721871623981e-06,8.557058533365971e-05
2.2,0.012011330078210519,0.0003476168799513498,0.00026363705156745717,0.0005638046718928661,0.00467478955732981,9.628679250698604e-05,0.1697792557965272,0.339085167598324,0.4944407816251646,0.3927598700550746,0.10307341105821231,-0.4098592183748361,24.784286930047593,0.00015463957756436158,3.699410655820713e-05,0.010510570142754255,0.07736327992539109,0.005789753470270219,0.2822695817462837,0.013940378197912736,0.7087900400558045,1.0069921789473776e-05,0.00045040991270506477,0.0012315391406959948,0.003964318104621809,0.00031941362605206414,4.4070101679961705e-06,2.8121478683859634e-06,8.559045428484666e-05
2.21,0.012011368167077884,0.0003476955313887109,0.00026529495601385284,0.000564680397130021,0.004672859024653528,9.636405649462141e-05,0.1697774482547443,0.3390853831893807,0.49261364223273085,0.3941639555653893,0.10346494670047254,-0.4116863577672698,24.782459197391997,0.00015523284072382538,3.699077761079768e-05,0.010532925980839996,0.07734497128261916,0.005793747074182012,0.2822614570731527,0.013939689285502392,0.7087988536413459,1.0031832922108683e-05,0.0004536457574907979,0.0012330771254871812,0.003986802899373736,0.00032121114743362126,4.440851132812765e-06,2.8186228975017903e-06,8.561057925510456e-05
2.22,0.012011406029847752,0.00034777405560962207,0.0002669546524518413,0.0005655623823534594,0.004670924764359993,9.644146608414218e-05,0.1697756327829133,0.3390855966040085,0.49078724793095074,0.3955658133567082,0.10385786517586214,-0.4135127520690499,24.780632206043958,0.0001558298869821898,3.698810480761189e-05,0.010555346613780808,0.07732662746492788,0.005797763753078763,0.28225327902397446,0.013938995750930728,0.7088077252250957,9.9939701522414e-06,0.0004568987159417128,0.0012346247628345639,0.004009343957665193,0.0003230119626400118,4.474888390606838e-06,2.8251471247423152e-06,8.563096185310994e-05
2.23,0.012011443667473167,0.00034785245097498566,0.0002686161076693451,0.0005664506315794758,0.00466898680766774,9.651902289117336e-05,0.16977380939203357,0.3390858078337527,0.48896160247952014,0.3969654432498457,0.1042521631840555,-0.4153383975204805,24.778805959727883,0.00015643075162863804,3.6986077993490404e-05,0.010577831724964407,0.07730824877475195,0.005801803581195728,0.28224504754919333,0.01393829758926714,0.7088166548615406,9.95633252682591e-06,0.00046016881883292107,0.0012361820487849136,0.004031940929893029,0.0003248160359137453,4.509121742156534e-06,2.831720715801231e-06,8.565160368674981e-05
2.24,0.012011481080906833,0.00034793071584744424,0.000270279288619173,0.0005673451486738588,0.004667045185676175,9.659672853155093e-05,0.16977197809339212,0.3390860168701688,0.4871367096661786,0.39836284503417424,0.1046478374271915,-0.41716329033382205,24.776980462195898,0.0001570354702727002,3.698468710092591e-05,0.010600380998096228,0.07728983551285701,0.005805866632744956,0.2822367626005368,0.013937594795683628,0.7088256426037806,9.918919093159802e-06,0.0004634560969358568,0.0012377489790939174,0.004054593467287463,0.000326623331624619,4.543550982144254e-06,2.8383438362993793e-06,8.56725063630691e-05
2.25,0.012011518271101116,0.0003480088485914175,0.0002719441624183829,0.0005682459373526793,0.004665099929366006,9.667458462126334e-05,0.16977013889856127,0.33908622370482305,0.48531257330704486,0.3997580184673289,0.10504488460983409,-0.4189874266929558,24.775155717228188,0.00015764407884731453,3.698392214160029e-05,0.01062299411720044,0.07727138797834994,0.005809952981920577,0.2822284241310076,0.013936887365454297,0.708834688503539,9.881728898875914e-06,0.00046676058101511404,0.0012393255492283296,0.004077301221909711,0.0003284338142694085,4.578175899202705e-06,2.8450166517890534e-06,8.569367148821817e-05
2.2600000000000002,0.012011555239008058,0.0003480868475731396,0.0002736106963476461,0.0005691530011830797,0.0046631510695996845,9.675259277639302e-05,0.16976829181939593,0.33908642832929264,0.48348919724695155,0.40115096327491223,0.10544330143893313,-0.4208108027530491,24.77333172863333,0.00015825661361188858,3.698377319792175e-05,0.010645670766620981,0.07725290646868936,0.005814062702904111,0.2822200320948752,0.013936175293954864,0.7088437926111709,9.844760991933952e-06,0.00047008230182528756,0.001240911754368122,0.004100063846649643,0.0003302474484715597,4.612996275960981e-06,2.8517393277583103e-06,8.571510066740024e-05
2.27,0.01201159198557938,0.00034816471116069623,0.0002752788578506097,0.0005700663435840623,0.004661198637121842,9.683075461305796e-05,0.16976643686803136,0.33908663073516615,0.48166658535978085,0.4025416791501987,0.105843084623785,-0.4226334146402198,24.771508500248615,0.0001588731111553605,3.698423041456202e-05,0.010668410631022593,0.0772343912796959,0.0058181958698697595,0.2822115864476672,0.013935458576662157,0.7088529549756716,9.808014420612131e-06,0.0004734212901078109,0.0012425075894086336,0.004122880995223407,0.0003320641989808787,4.648011889090611e-06,2.858512029635275e-06,8.573679550481887e-05
2.2800000000000002,0.012011628511766494,0.0003482424377240612,0.00027694861453326147,0.0005709859678272787,0.004659242662559725,9.690907174735319e-05,0.16976457405688042,0.33908683091404396,0.479844741548799,0.4039301657538396,0.10624423087599343,-0.42445525845120163,24.769686035940392,0.0001594936083992602,3.6985283989993474e-05,0.010691213395391842,0.07721584270556273,0.005822352556989711,0.2822030871461619,0.013934737209153612,0.7088621756446855,9.7714882334988e-06,0.00047677757658779683,0.0012441130489627221,0.00414575232217108,0.0003338840306732244,4.683222509351642e-06,2.8653349227924478e-06,8.57587576036254e-05
2.29,0.012011664818518434,0.000348320025642892,0.0002786199339510594,0.0005719118772827436,0.004657283176572931,9.698754577746779e-05,0.16976270339787689,0.33908702885764147,0.47802366987969724,0.4053164226049377,0.10664673689527927,-0.4262763301203034,24.76786433973446,0.00016011814523015402,3.698693107762806e-05,0.010714078745246713,0.07719726104216855,0.005826532830512282,0.2821945341458877,0.013934011186952571,0.7088714546671607,9.735181481557827e-06,0.00048015119098110073,0.001245728128015791,0.004168677481957952,0.0003357069084376497,4.718627915754496e-06,2.8722081739640646e-06,8.578098855024041e-05
2.3000000000000003,0.012011700906766766,0.0003483974733630743,0.00028029278206239555,0.0005728440772036603,0.004655320210941325,9.70661781537926e-05,0.16976082489697802,0.3390872245585397,0.47620337554755,0.40670044828949214,0.10705059926636695,-0.42809662445245067,24.766043416763885,0.00016074678365513123,3.6989226106884044e-05,0.010737006368156797,0.07717864661114548,0.005830736691025875,0.2821859273829666,0.013933280504404524,0.7088807921126299,9.69909323322542e-06,0.00048354215478164486,0.001247352826683505,0.0041916561224431565,0.00033753279635628976,4.754227998425609e-06,2.8791319615430734e-06,8.58034898004814e-05
2.31,0.012011736777475567,0.0003484747792097963,0.00028196712834273904,0.0005737825688245311,0.004653353794967432,9.714497060843097e-05,0.1697589385723424,0.33908741800770353,0.4743838616789712,0.408082243078072,0.10745581479997793,-0.4299161383210295,24.764223270134526,0.0001613795444369933,3.699211425402696e-05,0.010759995948718026,0.07715999968029306,0.005834964264507773,0.2821772668341525,0.01393254515839303,0.7088901880074555,9.663222524424599e-06,0.0004869505051117221,0.0012489871344796423,0.004214687906479255,0.0003393616604164626,4.790022418463853e-06,2.886106441531029e-06,8.58262630560954e-05
2.32,0.012011772431593817,0.0003485519415657227,0.00028364294091067876,0.0005747273549859707,0.004651383958905061,9.722392474585017e-05,0.16975704443700523,0.3390876091968471,0.4725651323796483,0.40946180643114166,0.10786238020785809,-0.43173486762035235,24.762403903912166,0.00016201646747371148,3.699559009328047e-05,0.010783047173342714,0.07714132053942739,0.005839215620304736,0.282168552459611,0.01393180514479825,0.7088996423955918,9.627568406174658e-06,0.0004903762719914467,0.0012506310453097567,0.00423777249132772,0.00034119346592599825,4.826010932116537e-06,2.89313177998917e-06,8.584930990589909e-05
2.33,0.012011807870070118,0.0003486289588160069,0.00028532018803260385,0.0005756784383982928,0.00464941073290081,9.730304216924834e-05,0.16975514250422677,0.33908779811770345,0.4707471917934304,0.41083913776925246,0.10827029220310698,-0.4335528082065703,24.760585322200267,0.0001626575931518596,3.699964858010426e-05,0.010806159728781312,0.0771226094769657,0.005843490827363804,0.28215978422058324,0.013931060459590205,0.7089091553198276,9.592129929874157e-06,0.0004938194853558427,0.0012522845528426087,0.004260909535014181,0.00034302817831121177,4.862193290705175e-06,2.900208143020263e-06,8.587263193655814e-05
2.34,0.012011843093852694,0.00034870582934834373,0.00028699883812164284,0.0005766358216427889,0.004647434146994806,9.738232448046039e-05,0.169753232787488,0.3390879847620253,0.46893004410292827,0.4122142364725304,0.10867954750011015,-0.4353699558970724,24.758767529140563,0.0001633029623549282,3.700428505653493e-05,0.010829333302123852,0.0771038667799434,0.005847789954221749,0.2821509620793728,0.01393031109882798,0.7089187268218002,9.556906147296696e-06,0.0004972801750497055,0.0012539476505136202,0.004284098696324277,0.00034486576311636955,4.898569240699746e-06,2.9073356967757306e-06,8.589623073250333e-05
2.35,0.012011878103889404,0.000348782551553022,0.00028867885973660396,0.0005775995071730063,0.004645454231121437,9.746177327986386e-05,0.16975131530048682,0.33908816912158535,0.46711369353011434,0.4135871018801642,0.10909014281447173,-0.4371863064698863,24.756950528913634,0.0001639526164716387,3.700949525652684e-05,0.010852567580801397,0.07708509273403102,0.00585211306899455,0.2821420859993323,0.013929557058658915,0.7089283569420098,9.521896110586684e-06,0.0005007583708224649,0.0012556203315283302,0.00430733963479951,0.00034670618600315587,4.935138523792963e-06,2.9145146074627853e-06,8.592010787584686e-05
2.36,0.012011912901127736,0.00034885912382297697,0.00029036022158091386,0.000578569497316026,0.004643471015110087,9.754139016628488e-05,0.1697493900571339,0.3390883511881771,0.4652981443369233,0.41495773328989244,0.1095020748629467,-0.43900185566307737,24.75513432573951,0.00016460659740425725,3.701527531129297e-05,0.010875862252587479,0.07706628762355128,0.005856460239366845,0.2821331559448503,0.013928798335317799,0.708938045719833,9.487098872255122e-06,0.0005042541023230456,0.0012573025888658474,0.004330632010733084,0.0003485494127501388,4.971900876974536e-06,2.921745041351556e-06,8.59442649462986e-05
2.37,0.012011947486514817,0.00034893554455384297,0.0002920428925015577,0.0005795457942737406,0.004641484528685872,9.762117673690413e-05,0.16974745707154887,0.33908853095361524,0.463483400825852,0.41632612995749174,0.10991534036337357,-0.44081659917414867,24.753318923878265,0.00016526494757690917,3.702162175464581e-05,0.01089921700559956,0.07704745173149594,0.0058608315325813995,0.28212417188133776,0.013928034925126056,0.7089477931935373,9.452513485175365e-06,0.0005077673990947307,0.0012589944152823066,0.0043539754851657664,0.00035039540925223695,5.008856032605438e-06,2.929027164782221e-06,8.596870352108232e-05
2.38,0.012011981860997412,0.0003490118121440058,0.000293726841488018,0.0005805284001241328,0.004639494801470376,9.770113458716264e-05,0.1697455163580561,0.3390887084097363,0.4616694673405602,0.417692291096264,0.11032993603460653,-0.44263053265944047,24.751504327630606,0.00016592770994389278,3.702853152833819e-05,0.010922631528300463,0.07702858533954293,0.005865227015428566,0.28211513377521535,0.013927266824490955,0.7089575994002948,9.418139002578911e-06,0.0005112982905700221,0.001260695803314323,0.004377369719881728,0.0003522441415201854,5.046003718492165e-06,2.9363611441721353e-06,8.599342517485192e-05
2.39,0.01201201602552194,0.00034908792499465556,0.000295412037671215,0.0005815173168225534,0.004637501862982385,9.778126531066782e-05,0.1697435679311808,0.3390888835483993,0.45985634826647004,0.4190562158765245,0.11074585859644821,-0.4444436517335306,24.749690541338463,0.0001665949279979936,3.7036001987404154e-05,0.010946105509499827,0.07700968872807329,0.005869646754235748,0.2821060415938997,0.013926494029904785,0.7089674643761965,9.383974478051158e-06,0.0005148468060655042,0.0012624067452824464,0.0044008143774044,0.00035409557568000255,5.083343657961009e-06,2.943747146022964e-06,8.601843147960773e-05
2.4,0.012012049981034464,0.0003491638815098389,0.0002970984503224451,0.0005825125462029992,0.004635505742638624,9.786157049909931e-05,0.1697416118056451,0.33908905636148584,0.45804404803136717,0.42041790342508906,0.11116310476958186,-0.4462559519686335,24.74787756938558,0.00016726664577879847,3.7044030905499866e-05,0.010969638638355546,0.07699076217618811,0.0058740908148568576,0.2820968953057904,0.013925716537944059,0.7089773881562665,9.350018965527194e-06,0.0005184129747767037,0.0012641272332946157,0.004424309120992313,0.00035594967797245546,5.120875569932315e-06,2.9511853369278085e-06,8.604372400461268e-05
2.41,0.012012083728480704,0.0003492396800965118,0.00029878604885232143,0.0005835140899793913,0.004633506469754491,9.794205174211491e-05,0.1697396479963638,0.33908922684090137,0.45623257110600013,0.4217773528247622,0.11158167127550399,-0.44806742889400053,24.74606541619811,0.0001679429078810096,3.705261648024441e-05,0.010993230604375228,0.07697180596172558,0.005878559262661787,0.2820876948802567,0.013924934345268706,0.7089873707744756,9.316271519287562e-06,0.0005219968257729539,0.0012658572592496144,0.004447853614634961,0.0003578064147525274,5.158599168994751e-06,2.9586758835783414e-06,8.606930431630861e-05
2.42,0.01201211726858156,0.0003493153189938324,0.00030047480245521703,0.0005845219499257384,0.004631504073841089,9.802271061811034e-05,0.16973767651814042,0.3390893949785689,0.4544219225386698,0.42313456254476484,0.1120015547978012,-0.44987807746133085,24.74425408677061,0.00016862376805060734,3.706167815548175e-05,0.011016881096213519,0.07695282036489554,0.005883052240386267,0.28207844028671036,0.013924147448515826,0.7089974122647748,9.28273141843031e-06,0.000525598387077908,0.0012675968151421484,0.004471447520134017,0.00035966575218212616,5.196514173523523e-06,2.9662189546942888e-06,8.609517397510964e-05
2.43,0.012012150602349387,0.0003493907966659349,0.0003021646809234912,0.0005855361274660056,0.004629498583924524,9.810354871515996e-05,0.16973569738635355,0.33908956076644414,0.4526121067277357,0.4244895317489739,0.11242275207098452,-0.45168789327226494,24.742443585458282,0.0001693092694424022,3.707123873581056e-05,0.011040589804442825,0.0769338056599766,0.005887569789054096,0.2820691314966943,0.013923355844541373,0.7090075126587653,9.249397650605046e-06,0.0005292176877672625,0.0012693458923726116,0.004495090503802382,0.00036152765693504607,5.234620287254756e-06,2.973814716609431e-06,8.612133454250044e-05
2.44,0.01201218373077035,0.00034946611156035773,0.00030385565414481797,0.0005865566239285149,0.004627490028965901,9.818456761798082e-05,0.16973371061652792,0.3390897241965075,0.45080312817781004,0.42584225949019094,0.11284525982572428,-0.4534968718221906,24.74063391672102,0.000169999456780145,3.708131234795685e-05,0.01106435641985094,0.07691476212045195,0.005892111958138986,0.2820597684825762,0.013922559530270159,0.7090176719871546,9.216269229642404e-06,0.0005328547566698184,0.0012711044821773375,0.004518782232335839,0.00036339209576237257,5.27291721074194e-06,2.9814633359988656e-06,8.614778757653383e-05
2.45,0.012012216654770728,0.0003495412620824498,0.00030554769204788485,0.0005875834405740899,0.004625478437906554,9.826576890646508e-05,0.16973171622428548,0.33908988526076334,0.44899499158055584,0.42719274462416407,0.1132690747829771,-0.4553050084194448,24.73882508520289,0.0001706943776546346,3.70918925537535e-05,0.011088180633261656,0.07689569001956977,0.005896678817247738,0.28205035121739785,0.013921758502679203,0.709027890279924,9.183345229263478e-06,0.0005365096222250204,0.0012728725756773539,0.0045425223723711715,0.0003652590354458785,5.311404642638309e-06,2.989164980174851e-06,8.617453463127777e-05
2.46,0.01201224937527495,0.0003496162466395695,0.0003072407646929797,0.0005886165785510865,0.004623463839592189,9.834715415795027e-05,0.16972971422541894,0.33909004395124204,0.4471877016772361,0.4285409859561943,0.11369419366391177,-0.45711229832276457,24.737017095596915,0.00017139408031181802,3.710297282665575e-05,0.011112062135847502,0.0768765896294248,0.00590127043598048,0.2820408796750984,0.013920952758824195,0.7090381675660784,9.15062472504183e-06,0.0005401823127142034,0.0012746501638038596,0.004566310591235522,0.0003671284428767949,5.3500822776914955e-06,2.996919816596952e-06,8.620157725753916e-05
2.47,0.012012281893205537,0.000349691063641095,0.00030893484227084245,0.0005896560388967156,0.004621446262773685,9.842872494712308e-05,0.16972770463588763,0.3390902002600011,0.445381263259446,0.4298869822404821,0.1141206131898323,-0.45891873674055467,24.735209952645775,0.0001720986136632348,3.711454653744198e-05,0.011136000619130901,0.07685746122097643,0.005905886883939441,0.2820313538305007,0.013920142295838652,0.7090485038736616,9.118106794454944e-06,0.0005438728562552288,0.0012764372373017543,0.004590146556941523,0.00036900028505520256,5.388949806819803e-06,3.004728012879646e-06,8.622891700277917e-05
2.48,0.012012314209483056,0.00034976571149843437,0.00031062989510151644,0.0005907018225383658,0.004619425736107908,9.851048284592302e-05,0.16972568747181355,0.33909035417912514,0.4435756811698459,0.43123073217947383,0.11454833008210055,-0.46072431883015474,24.73340366114254,0.00017280802729646106,3.7126606939914516e-05,0.011159995774985299,0.0768383050640664,0.005910528230737723,0.28202177365929804,0.013919327110933095,0.7090588992297698,9.085790516935674e-06,0.0005475812807971183,0.001278233786733166,0.0046140299381824176,0.000370874529089421,5.42800691718845e-06,3.0125897367999297e-06,8.62565554110288e-05
2.49,0.012012346325026067,0.0003498401886250357,0.0003123258936332005,0.000591753930294925,0.004617402288158514,9.859242942344596e-05,0.1697236627494772,0.3390905057007268,0.44177096030289364,0.43257223442320847,0.11497734106205929,-0.462529039697107,24.7315982259314,0.0001735223714855539,3.7139147156600326e-05,0.011184047295636332,0.07681912142743683,0.005915194546008083,0.2820121391380404,0.013918507201394207,0.7090693536605663,9.053674973923697e-06,0.0005513076141146904,0.0012800398024809829,0.004637960404327195,0.00037275114219539966,5.467253292285848e-06,3.020505156304928e-06,8.628449402280429e-05
2.5,0.012012378240751074,0.00034991449343639753,0.0003140228084410997,0.0005928123628781036,0.004615375947396765,9.867456624584784e-05,0.16972163048531352,0.33909065481694717,0.4399671056055778,0.4339114875686638,0.11540764285095491,-0.4643328943944229,24.729793651908366,0.00017424169720149516,3.715216016445184e-05,0.011208154873662963,0.076799910578748,0.005919885899411696,0.2820024502441213,0.013917682564584009,0.7090798671912957,9.021759248916968e-06,0.0005550518838031948,0.0012818552747523807,0.004661937625415705,0.0003746300916961073,5.506688611999841e-06,3.028474439519496e-06,8.631273437502262e-05
2.5100000000000002,0.012012409957572467,0.0003499886243500787,0.0003157206102262779,0.0005938771208937572,0.00461334674220233,9.875689487624834e-05,0.1697195906959078,0.3390908015199563,0.4381641220781496,0.43524849015910344,0.11583923216986042,-0.46613587792185107,24.727989944022017,0.0001749660561226361,3.7165638780547684e-05,0.01123231820199863,0.07678067278459634,0.005924602360646939,0.2819927069557641,0.013916853197939023,0.7090904398462978,8.990042427523163e-06,0.0005588141172729479,0.001283680193582354,0.004685961272153798,0.00037651134502092313,5.546312552693986e-06,3.036497754753833e-06,8.634127800091701e-05
2.52,0.01201244147640248,0.00035006257978570897,0.0003174192698145083,0.0005949482048432079,0.004611314700864102,9.883941687463447e-05,0.16971754339799164,0.339090945801954,0.4363620147748564,0.4365832406834227,0.1162721057395981,-0.46793798522514424,24.726187107274203,0.00017569550064514117,3.717957564779345e-05,0.011256536973932396,0.0767614083105322,0.00592934399945816,0.2819829092520086,0.013916019098969435,0.7091010716490229,8.958523597511144e-06,0.0005625943417439674,0.0012855145488372447,0.0047100310159084394,0.000378394869705026,5.586124787283795e-06,3.0445752705110826e-06,8.637012642995231e-05
2.5300000000000002,0.012012472798151128,0.00035013635816499877,0.0003191187581551259,0.0005960256151245682,0.004609279851581,9.892213379776428e-05,0.1697154886084388,0.33909108765516993,0.4345607888046738,0.43791573757549584,0.11670626028066261,-0.46973921119532686,24.72438514672077,0.0001764300838934324,3.719396322062248e-05,0.011280810883110098,0.07674211742107787,0.005934110885644454,0.28197305711269766,0.013915180265258275,0.709111762622045,8.927201848862397e-06,0.0005663925842406086,0.001287358330218271,0.004734146528702845,0.00038028063338878563,5.6261249853130106e-06,3.0527071554949453e-06,8.639928118774058e-05
2.54,0.01201250392361684,0.0003502099577852644,0.00032081904688112785,0.0005971093511947384,0.0046072422221081055,9.90050472627511e-05,0.16971342634702108,0.3390912270714534,0.4327604491977627,0.43924597936929205,0.11714169253715241,-0.471539550802238,24.72258406734713,0.0001771698506232382,3.720884681291332e-05,0.011305139621629361,0.07672280036955681,0.005938903038992375,0.2819631505276635,0.013914336694994499,0.7091225127773431,8.896076383150584e-06,0.0005702088747708197,0.001289211524907163,0.004758307484401637,0.0003821686040187799,5.666312763053383e-06,3.0608935744232695e-06,8.642874385541253e-05
2.5500000000000003,0.012012534853603119,0.0003502833769544768,0.0003225201077088219,0.0005981994124668131,0.004605201840136131,9.908815887898024e-05,0.16971135663345757,0.3390913640427125,0.4309610010495579,0.44057396453191855,0.11757839925106045,-0.47333899895044274,24.720783874202596,0.00017791484695531972,3.7224267933147214e-05,0.011329522882075789,0.0767034574089892,0.005943720482747164,0.2819531894868921,0.013913488386402138,0.7091333221267068,8.865146396871597e-06,0.0005740432429207971,0.0012910741200870383,0.004782513557435466,0.00038405874963192284,5.706687736937068e-06,3.0691346925132935e-06,8.64585160060563e-05
