t,G,I,beta
6.8100000000000005,587.5006883867154,0.0,0.0
6.82,587.5006785653155,0.0,0.0
6.83,587.5006688833878,0.0,0.0
6.84,587.5006593389573,0.0,0.0
6.8500000000000005,587.5006499300918,0.0,0.0
6.86,587.5006406549005,0.0,0.0
6.87,587.5006315115352,0.0,0.0
6.88,587.5006224981894,0.0,0.0
6.890000000000001,587.5006136130988,0.0,0.0
6.9,587.5006048545414,0.0,0.0
6.91,587.5005962208371,0.0,0.0
6.92,587.5005877103478,0.0,0.0
6.93,587.5005793214776,0.0,0.0
6.94,587.5005710526727,0.0,0.0
6.95,587.5005629024214,0.0,0.0
6.96,587.500554869254,0.0,0.0
6.97,587.5005469517428,0.0,0.0
6.98,587.5005391485023,0.0,0.0
6.99,587.5005314581894,0.0,0.0
7.0,587.5005228783644,0.0,0.0
7.01,587.5005155357925,0.0,0.0
7.0200000000000005,587.5005082859022,0.0,0.0
7.03,587.5005011280267,0.0,0.0
7.04,587.5004940614989,0.0,0.0
7.05,587.5004870856516,0.0,0.0
7.0600000000000005,587.5004801998178,0.0,0.0
7.07,587.5004734033306,0.0,0.0
7.08,587.5004666955228,0.0,0.0
7.09,587.5004600757273,0.0,0.0
7.1000000000000005,587.5004535432772,0.0,0.0
7.11,587.5004470975053,0.0,0.0
7.12,587.5004407377446,0.0,0.0
7.13,587.500434463328,0.0,0.0
7.140000000000001,587.5004282735886,0.0,0.0
7.15,587.5004221678591,0.0,0.0
7.16,587.5004161454726,0.0,0.0
7.17,587.500410205762,0.0,0.0
7.18,587.5004043480603,0.0,0.0
7.19,587.5003985717004,0.0,0.0
7.2,587.5003928760152,0.0,0.0
7.21,587.5003872603377,0.0,0.0
7.22,587.5003817240008,0.0,0.0
7.23,587.5003762663375,0.0,0.0
7.24,587.5003708866807,0.0,0.0
7.25,587.5003655843634,0.0,0.0
7.26,587.5003603587185,0.0,0.0
7.2700000000000005,587.5003552090789,0.0,0.0
7.28,587.5003501347776,0.0,0.0
7.29,587.5003451351474,0.0,0.0
7.3,587.5003402094176,0.0,0.0
7.3100000000000005,587.5003353546792,0.0,0.0
7.32,587.5003305692325,0.0,0.0
7.33,587.5003258522441,0.0,0.0
7.34,587.5003212028813,0.0,0.0
7.3500000000000005,587.5003166203109,0.0,0.0
7.36,587.5003121036996,0.0,0.0
7.37,587.5003076522146,0.0,0.0
7.38,587.5003032650229,0.0,0.0
7.390000000000001,587.5002989412912,0.0,0.0
7.4,587.5002946801867,0.0,0.0
7.41,587.5002904808762,0.0,0.0
7.42,587.5002863425266,0.0,0.0
7.43,587.5002822643049,0.0,0.0
7.44,587.5002782453781,0.0,0.0
7.45,587.5002742849132,0.0,0.0
7.46,587.5002703820769,0.0,0.0
7.47,587.5002665360364,0.0,0.0
7.48,587.5002627459585,0.0,0.0
7.49,587.5002590110101,0.0,0.0
7.5,587.5002553303583,0.0,0.0
7.51,587.50025170317,0.0,0.0
7.5200000000000005,587.500248128612,0.0,0.0
7.53,587.5002446058515,0.0,0.0
7.54,587.5002411340553,0.0,0.0
7.55,587.5002377123902,0.0,0.0
7.5600000000000005,587.5002343400234,0.0,0.0
7.57,587.5002310161217,0.0,0.0
7.58,587.5002277398521,0.0,0.0
7.59,587.5002245103816,0.0,0.0
7.6000000000000005,587.500221326877,0.0,0.0
7.61,587.5002181885053,0.0,0.0
7.62,587.5002150944334,0.0,0.0
7.63,587.5002120438284,0.0,0.0
7.640000000000001,587.5002090358571,0.0,0.0
7.65,587.5002060696866,0.0,0.0
7.66,587.5002031444835,0.0,0.0
7.67,587.5002002594152,0.0,0.0
7.68,587.5001974136555,0.0,0.0
7.69,587.5001946085633,0.0,0.0
7.7,587.5001918451812,0.0,0.0
7.71,587.5001891228782,0.0,0.0
7.72,587.5001864410233,0.0,0.0
7.73,587.5001837989856,0.0,0.0
7.74,587.5001811961343,0.0,0.0
7.75,587.5001786318385,0.0,0.0
7.76,587.5001761054671,0.0,0.0
7.7700000000000005,587.5001736163892,0.0,0.0
7.78,587.500171163974,0.0,0.0
7.79,587.5001687475905,0.0,0.0
7.8,587.5001663666077,0.0,0.0
7.8100000000000005,587.5001640203949,0.0,0.0
7.82,587.5001617083209,0.0,0.0
7.83,587.500159429755,0.0,0.0
7.84,587.5001571840661,0.0,0.0
7.8500000000000005,587.5001549706234,0.0,0.0
7.86,587.500152788796,0.0,0.0
7.87,587.5001506379527,0.0,0.0
7.88,587.500148517463,0.0,0.0
7.890000000000001,587.5001464266957,0.0,0.0
7.9,587.5001443650199,0.0,0.0
7.91,587.5001423318047,0.0,0.0
7.92,587.5001403264191,0.0,0.0
7.930000000000001,587.5001383482323,0.0,0.0
7.94,587.5001363966135,0.0,0.0
7.95,587.5001344709315,0.0,0.0
7.96,587.5001325705554,0.0,0.0
7.97,587.5001306948544,0.0,0.0
7.98,587.5001288431976,0.0,0.0
7.99,587.5001270149539,0.0,0.0
8.0,587.5001252094926,0.0,0.0
8.01,587.5001234261825,0.0,0.0
8.02,587.500121664393,0.0,0.0
8.03,587.5001199234929,0.0,0.0
8.040000000000001,587.5001182028515,0.0,0.0
8.05,587.5001165018376,0.0,0.0
8.06,587.5001148198205,0.0,0.0
8.07,587.5001131584507,0.0,0.0
8.08,587.5001115210185,0.0,0.0
8.09,587.5001099072596,0.0,0.0
8.1,587.5001083168562,0.0,0.0
8.11,587.5001067494909,0.0,0.0
8.120000000000001,587.5001052048461,0.0,0.0
8.13,587.5001036826043,0.0,0.0
8.14,587.5001021824478,0.0,0.0
8.15,587.5001007040592,0.0,0.0
8.16,587.5000992471207,0.0,0.0
8.17,587.500097811315,0.0,0.0
8.18,587.5000963963244,0.0,0.0
8.19,587.5000950018313,0.0,0.0
8.2,587.5000936275181,0.0,0.0
8.21,587.5000922730675,0.0,0.0
8.22,587.5000909381616,0.0,0.0
8.23,587.5000896224831,0.0,0.0
8.24,587.5000883257142,0.0,0.0
8.25,587.5000870475375,0.0,0.0
8.26,587.5000857876355,0.0,0.0
8.27,587.5000845456904,0.0,0.0
8.28,587.5000833213847,0.0,0.0
8.290000000000001,587.500082114401,0.0,0.0
8.3,587.5000809244217,0.0,0.0
8.31,587.5000797511291,0.0,0.0
8.32,587.5000785942057,0.0,0.0
8.33,587.5000774533339,0.0,0.0
8.34,587.5000763281962,0.0,0.0
8.35,587.500075218475,0.0,0.0
8.36,587.5000741238528,0.0,0.0
8.370000000000001,587.5000730440119,0.0,0.0
8.38,587.5000719786348,0.0,0.0
8.39,587.500070927404,0.0,0.0
8.4,587.5000698900018,0.0,0.0
8.41,587.5000688661107,0.0,0.0
8.42,587.5000678554132,0.0,0.0
8.43,587.5000668575918,0.0,0.0
8.44,587.5000658723287,0.0,0.0
8.45,587.5000632692971,0.0,0.0
8.46,587.500062438184,0.0,0.0
8.47,587.5000616146621,0.0,0.0
8.48,587.5000607987315,0.0,0.0
8.49,587.5000599903921,0.0,0.0
8.5,587.5000591896438,0.0,0.0
8.51,587.5000583964869,0.0,0.0
8.52,587.5000576109212,0.0,0.0
8.53,587.5000568329468,0.0,0.0
8.540000000000001,587.5000560625635,0.0,0.0
8.55,587.5000552997716,0.0,0.0
8.56,587.5000545445708,0.0,0.0
8.57,587.5000537969613,0.0,0.0
8.58,587.500053056943,0.0,0.0
8.59,587.500052324516,0.0,0.0
8.6,587.5000515996802,0.0,0.0
8.61,587.5000508824356,0.0,0.0
8.620000000000001,587.5000501727823,0.0,0.0
8.63,587.5000494707202,0.0,0.0
8.64,587.5000487762494,0.0,0.0
8.65,587.5000480893698,0.0,0.0
8.66,587.5000474100814,0.0,0.0
8.67,587.5000467383842,0.0,0.0
8.68,587.5000460742783,0.0,0.0
8.69,587.5000454177637,0.0,0.0
8.700000000000001,587.5000447688402,0.0,0.0
8.71,587.5000441275081,0.0,0.0
8.72,587.5000434937671,0.0,0.0
8.73,587.5000428676174,0.0,0.0
8.74,587.5000422490589,0.0,0.0
8.75,587.5000416380917,0.0,0.0
8.76,587.5000410347157,0.0,0.0
8.77,587.5000404389309,0.0,0.0
8.78,587.5000398507374,0.0,0.0
8.790000000000001,587.5000392701351,0.0,0.0
8.8,587.5000386971241,0.0,0.0
8.81,587.5000381317043,0.0,0.0
8.82,587.5000375738757,0.0,0.0
8.83,587.5000370235143,0.0,0.0
8.84,587.500036479807,0.0,0.0
8.85,587.5000359426057,0.0,0.0
8.86,587.5000354119103,0.0,0.0
8.870000000000001,587.5000348877207,0.0,0.0
8.88,587.500034370037,0.0,0.0
8.89,587.5000338588594,0.0,0.0
8.9,587.5000333541876,0.0,0.0
8.91,587.5000328560218,0.0,0.0
8.92,587.5000323643618,0.0,0.0
8.93,587.5000318792079,0.0,0.0
8.94,587.5000314005598,0.0,0.0
8.950000000000001,587.5000309284176,0.0,0.0
8.96,587.5000304627813,0.0,0.0
8.97,587.500030003651,0.0,0.0
8.98,587.5000295510266,0.0,0.0
8.99,587.5000291049081,0.0,0.0
9.0,587.5000286652955,0.0,0.0
9.01,587.5000282321889,0.0,0.0
9.02,587.5000278055882,0.0,0.0
9.03,587.5000273854934,0.0,0.0
9.040000000000001,587.5000269719045,0.0,0.0
9.05,587.5000265648215,0.0,0.0
9.06,587.5000261642446,0.0,0.0
9.07,587.5000257701734,0.0,0.0
9.08,587.5000253826082,0.0,0.0
9.09,587.5000250015489,0.0,0.0
9.1,587.5000246269956,0.0,0.0
9.11,587.5000242589481,0.0,0.0
9.120000000000001,587.5000238974065,0.0,0.0
9.13,587.500023542371,0.0,0.0
9.14,587.5000231938413,0.0,0.0
9.15,587.5000228518176,0.0,0.0
9.16,587.5000225162997,0.0,0.0
9.17,587.5000221872879,0.0,0.0
9.18,587.5000218647818,0.0,0.0
9.19,587.5000215487818,0.0,0.0
9.200000000000001,587.5000212392875,0.0,0.0
9.21,587.5000209362994,0.0,0.0
9.22,587.5000206398171,0.0,0.0
9.23,587.5000203493796,0.0,0.0
9.24,587.5000200626841,0.0,0.0
9.25,587.5000197794151,0.0,0.0
9.26,587.5000194995723,0.0,0.0
9.27,587.500019223156,0.0,0.0
9.28,587.500018950166,0.0,0.0
9.290000000000001,587.5000186806022,0.0,0.0
9.3,587.500018414465,0.0,0.0
9.31,587.500018151754,0.0,0.0
9.32,587.5000178924694,0.0,0.0
9.33,587.5000176366112,0.0,0.0
9.34,587.5000173841793,0.0,0.0
9.35,587.5000171351738,0.0,0.0
9.36,587.5000168895946,0.0,0.0
9.370000000000001,587.5000166474418,0.0,0.0
9.38,587.5000164087153,0.0,0.0
9.39,587.5000161734152,0.0,0.0
9.4,587.5000159415415,0.0,0.0
9.41,587.5000157130941,0.0,0.0
9.42,587.500015488073,0.0,0.0
9.43,587.5000152664784,0.0,0.0
9.44,587.50001504831,0.0,0.0
9.450000000000001,587.5000148335681,0.0,0.0
9.46,587.5000146222525,0.0,0.0
9.47,587.5000144143632,0.0,0.0
9.48,587.5000142099003,0.0,0.0
9.49,587.5000140088638,0.0,0.0
9.5,587.5000138112537,0.0,0.0
9.51,587.5000136170698,0.0,0.0
9.52,587.5000134263123,0.0,0.0
9.53,587.5000132389813,0.0,0.0
9.540000000000001,587.5000130550765,0.0,0.0
9.55,587.500012874598,0.0,0.0
9.56,587.500012697546,0.0,0.0
9.57,587.5000125239204,0.0,0.0
9.58,587.500012353721,0.0,0.0
9.59,587.5000121869481,0.0,0.0
9.6,587.5000120236015,0.0,0.0
9.61,587.5000118636812,0.0,0.0
9.620000000000001,587.5000117071872,0.0,0.0
9.63,587.5000115537731,0.0,0.0
9.64,587.5000114020961,0.0,0.0
9.65,587.5000112520223,0.0,0.0
9.66,587.5000111035519,0.0,0.0
9.67,587.5000109566846,0.0,0.0
9.68,587.5000108114206,0.0,0.0
9.69,587.5000106677597,0.0,0.0
9.700000000000001,587.5000105257021,0.0,0.0
9.71,587.5000103852478,0.0,0.0
9.72,587.5000102463968,0.0,0.0
9.73,587.5000101091489,0.0,0.0
9.74,587.5000099735042,0.0,0.0
9.75,587.5000098394629,0.0,0.0
9.76,587.5000097070248,0.0,0.0
9.77,587.5000095761899,0.0,0.0
9.78,587.5000094469582,0.0,0.0
9.790000000000001,587.5000093193298,0.0,0.0
9.8,587.5000091933047,0.0,0.0
9.81,587.5000090688827,0.0,0.0
9.82,587.500008946064,0.0,0.0
9.83,587.5000088248486,0.0,0.0
9.84,587.5000087052363,0.0,0.0
9.85,587.5000085872273,0.0,0.0
9.86,587.5000084708216,0.0,0.0
9.870000000000001,587.5000083560191,0.0,0.0
9.88,587.5000082428198,0.0,0.0
9.89,587.5000081312238,0.0,0.0
9.9,587.500008021231,0.0,0.0
9.91,587.5000079128414,0.0,0.0
9.92,587.5000078060551,0.0,0.0
9.93,587.5000077008721,0.0,0.0
9.94,587.5000075972922,0.0,0.0
9.950000000000001,587.5000074953156,0.0,0.0
9.96,587.5000073949423,0.0,0.0
9.97,587.5000072961722,0.0,0.0
9.98,587.5000071990053,0.0,0.0
9.99,587.5000071034416,0.0,0.0
