t,v_c,v_n,mcln2_c,mcln2_n,mclb5_c,mclb5_n,sbf_n,sbfwhi5p_n,whi5_n,sbfwhi5_n,cln3_c,cln2_c,cdk1_c,cdk1cln2_c,clb5_c,cdk1clb5_c,cdk1_n,cln3_n,cdk1cln3_n,cdk1cln2_n,cdk1clb5sic1_c,sic1_c,cdk1clb5_n,cdk1clb5sic1p_n,cdk1cln3far1_n,far1_n,cdk1cln3far1p_n,cdk1clb5sic1_n,whi5_c,far1_c,whi5p_c,whi5p_n,sic1P_n,far1P_n
3.02,0.5077606115843678,0.5,7.894438991391988e-07,1.347756200316624e-06,7.894438991391988e-07,1.347756200316624e-06,4.537486825552358e-05,7.10829459990102e-06,0.0010701805585331316,0.02549151683714458,0.00048573693769683913,1.332019799788521e-07,0.32378537795498374,6.029643647844393e-08,1.1345345140681221e-07,2.344050368899344e-08,0.012380516913335221,7.023346818130303e-06,9.959647238059823e-08,3.5831905991184944e-09,2.6157656951141024e-08,0.03869074129472851,1.8356379268766725e-10,5.5060537780941845e-14,1.5524039133422133e-07,5.5931866480758234e-05,6.315582489304001e-13,1.5236351066186596e-08,0.06934855111250593,0.0036922965968019996,2.604981533386416e-08,7.1519862713427664e-06,1.6352586911744182e-14,2.1534695218609514e-13
3.0300000000000002,0.507786508035941,0.5,7.96439095441943e-07,1.3556640086473992e-06,7.96439095441943e-07,1.3556640086473992e-06,4.556931995090024e-05,7.148732062304644e-06,0.001073590236347239,0.0254912819479868,0.0004857393043343464,1.3470926127215654e-07,0.3237556680753735,6.112266818259353e-08,1.1467321761708787e-07,2.3721447751869234e-08,0.012396831330483561,7.0454021614962885e-06,9.998205463230734e-08,3.645248675570879e-09,2.6519321479126093e-08,0.03868895796530229,1.864477656447848e-10,5.717615922655744e-14,1.5676052745863972e-07,5.6112220958494524e-05,6.506136380625941e-13,1.550582342669034e-08,0.06933501341523536,0.0036919744775819733,2.6403687449107e-08,7.222028569237487e-06,1.7041648670310058e-14,2.2263095949623902e-13
3.04,0.5078124058082669,0.5,8.034719686376748e-07,1.363592725627151e-06,8.034719686376748e-07,1.363592725627151e-06,4.5764143414449944e-05,7.189207232400359e-06,0.0010769990346469853,0.025491046649353154,0.00048574167049620785,1.3622825608142472e-07,0.32372597025145766,6.195714504046022e-08,1.1590155057301658e-07,2.400466829261355e-08,0.01241314490584673,7.067447915935492e-06,1.0036761493073568e-07,3.70815445340111e-09,2.6884512025934907e-08,0.03868717473389993,1.893662756749393e-10,5.935634158216784e-14,1.5828944713330417e-07,5.6292541823157754e-05,6.70140145383864e-13,1.5779011369837195e-08,0.0693214784387656,0.003691652423101334,2.676098797866973e-08,7.29246410063776e-06,1.775321588373571e-14,2.3011423836642553e-13
3.0500000000000003,0.5078383049014128,0.5,8.105425942133289e-07,1.3715423519103816e-06,8.105425942133289e-07,1.3715423519103816e-06,4.59593390104018e-05,7.229719650029581e-06,0.0010804069534648744,0.025490810941339575,0.00048574403618251963,1.3775901252318742e-07,0.3236962844782216,6.279991425940552e-08,1.1713847789949767e-07,2.4290174511901993e-08,0.012429457639922144,7.089484065291412e-06,1.0075315516786751e-07,3.7719149605269345e-09,2.7253247141313725e-08,0.03868539160046686,1.9231957027936729e-10,6.160204141878772e-14,1.5982716558195384e-07,5.6472829064951596e-05,6.901439552773568e-13,1.6055945578154866e-08,0.06930794618254649,0.0036913304333469924,2.7121735286209767e-08,7.363293308132104e-06,1.848763353109193e-14,2.377995649628012e-13
3.06,0.5078642053154457,0.5,8.176510476558383e-07,1.3795128881515916e-06,8.176510476558383e-07,1.3795128881515916e-06,4.615490710298491e-05,7.270268855033723e-06,0.0010838139928334093,0.025490574824041986,0.0004857464013933779,1.3930157871397518e-07,0.3236666107506505,6.365102304679078e-08,1.1838402722143024e-07,2.4577975610410117e-08,0.01244576953320722,7.111510593407548e-06,1.0113867723568703e-07,3.836537224866088e-09,2.7625545375008742e-08,0.03868360856494853,1.9530789695930451e-10,6.391421530743134e-14,1.6137369802832752e-07,5.6653082674079674e-05,7.10631252126216e-13,1.6336656734171027e-08,0.0692944166460279,0.003691008508305858,2.7485947735384477e-08,7.434516634309025e-06,1.924524659144938e-14,2.456897154515109e-13
3.0700000000000003,0.507890107050433,0.5,8.247974044521378e-07,1.3875043350052832e-06,8.247974044521378e-07,1.3875043350052832e-06,4.63508480564284e-05,7.3108543872542e-06,0.0010872201527850939,0.025490338297556325,0.0004857487661288789,1.408560027703188e-07,0.32363694906372975,6.45105186099775e-08,1.1963822616371366e-07,2.4868080788813524e-08,0.012462080586199372,7.133527484127398e-06,1.0152418302617848e-07,3.902028274336319e-09,2.8001425276766222e-08,0.03868182562729036,1.9833150321598748e-10,6.62938198191134e-14,1.6292905969616443e-07,5.683330264074563e-05,7.31608220313589e-13,1.6621175520413383e-08,0.06928088982865968,0.0036906866479648405,2.785364368985128e-08,7.506134521757043e-06,2.002640004387886e-14,2.537874659987011e-13
3.08,0.507916010106442,0.5,8.319817400891603e-07,1.3955166931259569e-06,8.319817400891603e-07,1.3955166931259569e-06,4.654716223496136e-05,7.351475786532425e-06,0.0010906254333524314,0.02549010136197851,0.00048575113038911875,1.4242233280874885e-07,0.32360729941244454,6.537844815632704e-08,1.20901102351247e-07,2.5160499247787774e-08,0.01247839079939602,7.15553472129446e-06,1.0190967443132606e-07,3.9683951368553645e-09,2.838090539633236e-08,0.03868004278743781,2.0139063655065203e-10,6.874181152484814e-14,1.6449326580920334e-07,5.7013488955153104e-05,7.530810442226189e-13,1.69095326194096e-08,0.06926736572989171,0.0036903648523108506,2.8224841513267534e-08,7.578147413064662e-06,2.083143886745103e-14,2.620955927705167e-13
3.09,0.50794191448354,0.5,8.3920413005384e-07,1.4035499631681145e-06,8.3920413005384e-07,1.4035499631681145e-06,4.67438500028129e-05,7.392132592709813e-06,0.0010940298345679252,0.025489864017404485,0.0004857534941741937,1.4400061694579604e-07,0.3235776617917801,6.625485889320087e-08,1.2217268340892954e-07,2.5455240188008458e-08,0.012494700173294578,7.177532288752235e-06,1.0229515334311403e-07,4.035644840340968e-09,2.8764004283453408e-08,0.038678260045336296,2.0448554446453447e-10,7.125914699565016e-14,1.6606633159118335e-07,5.719364160750574e-05,7.750559082364521e-13,1.7201758713687382e-08,0.06925384434917387,0.003690043121330798,2.8599559569290645e-08,7.6505557508204e-06,2.1660708041236654e-14,2.7061687193310386e-13
3.1,0.5079678201817941,0.5,8.464646498331113e-07,1.4116041457862576e-06,8.464646498331113e-07,1.4116041457862576e-06,4.694091172421215e-05,7.43282434562778e-06,0.0010974333564640793,0.025489626263930167,0.0004857558574841998,1.4559090329799113e-07,0.3235480361967217,6.713979802796044e-08,1.2345299696166054e-07,2.5752312810151165e-08,0.012511008708392463,7.199520170344221e-06,1.026806216535266e-07,4.103784412710874e-09,2.9150740487875603e-08,0.03867647740093127,2.0761647445887105e-10,7.384678280253403e-14,1.676482722658435e-07,5.737376058800718e-05,7.975389967382349e-13,1.7497884485774426e-08,0.06924032568595599,0.003689721455011592,2.8977816221578026e-08,7.72335997761277e-06,2.2514552544306494e-14,2.7935407965260857e-13
3.11,0.5079937272012716,0.5,8.537633749139072e-07,1.419679241634887e-06,8.537633749139072e-07,1.419679241634887e-06,4.7138347763388204e-05,7.473550585127737e-06,0.0011008359990733966,0.02548938810165149,0.0004857582203192333,1.4719323998186464e-07,0.32351842262225466,6.803331276796711e-08,1.2474207063433914e-07,2.605172631489146e-08,0.012527316405187092,7.2214983499139164e-06,1.0306608125454798e-07,4.17282088188282e-09,2.9541132559345147e-08,0.03867469485416816,2.1078367403489767e-10,7.650567551651403e-14,1.6923910305692263e-07,5.755384588686106e-05,8.205364941111106e-13,1.7797940618198396e-08,0.06922680973968795,0.0036893998533401432,2.935962983378703e-08,7.79656053603028e-06,2.3393317355731213e-14,2.8830999209517576e-13
3.12,0.5080196355420398,0.5,8.611003807831623e-07,1.4277752513685049e-06,8.611003807831623e-07,1.4277752513685049e-06,4.733615848457017e-05,7.514310851051101e-06,0.0011042377624283807,0.025489149530664387,0.0004857605826793904,1.4880767511394738e-07,0.32348882106336424,6.89354503205824e-08,1.2603993205186465e-07,2.635348990290494e-08,0.012543623264175881,7.24346681130482e-06,1.0345153403816242e-07,4.242761275774553e-09,2.99351990476083e-08,0.03867291240499242,2.1398739069385076e-10,7.923678170860484e-14,1.7083883918815988e-07,5.773389749427103e-05,8.440545847382265e-13,1.810195779348701e-08,0.06921329650981961,0.0036890783163033613,2.974501876957508e-08,7.87015786866145e-06,2.4297347454581613e-14,2.97487385426952e-13
3.13,0.508045545204166,0.5,8.684757429278098e-07,1.4358921756416116e-06,8.684757429278098e-07,1.4358921756416116e-06,4.7534344251987156e-05,7.555104683239284e-06,0.001107638646561535,0.02548891055106478,0.0004857629445647672,1.504342568107699e-07,0.32345923151503564,6.984625789316765e-08,1.2734660883913618e-07,2.6657612774867158e-08,0.012559929285856248,7.265425538360431e-06,1.0383698189635412e-07,4.313612622303808e-09,3.0332958502411264e-08,0.03867113005334947,2.172278719369662e-10,8.204105794982072e-14,1.7244749588329411e-07,5.791391540044072e-05,8.68099453002726e-13,1.8409966694167925e-08,0.06919978599580084,0.003688756843888156,3.013400139259954e-08,7.944152418094783e-06,2.5226987819928346e-14,3.068890358140821e-13
3.14,0.5080714561877173,0.5,8.758895368347842e-07,1.4440300151087093e-06,8.758895368347842e-07,1.4440300151087093e-06,4.773290542986828e-05,7.5959316215337026e-06,0.0011110386515053633,0.025488671162948603,0.00048576530597545996,1.5207303318886296e-07,0.3234296539722542,7.076578269308437e-08,1.2866212862105306e-07,2.696410413145373e-08,0.012576234470725606,7.287374514924248e-06,1.0422242672110733e-07,4.385381949388335e-09,3.0734429473500295e-08,0.03866934779918475,2.2050536526548036e-10,8.491946081117638e-14,1.7406508836606444e-07,5.8093899595573775e-05,8.926772832877562e-13,1.8721998002768858e-08,0.06918627819708151,0.0036884354360814373,3.052659606651783e-08,8.0185446269188e-06,2.6182583430842225e-14,3.165177194227126e-13
3.15,0.5080973684927611,0.5,8.833418379910187e-07,1.4521887704242987e-06,8.833418379910187e-07,1.4521887704242987e-06,4.7931842382442635e-05,7.636791205775768e-06,0.0011144377772923687,0.02548843136641179,0.0004857676669115648,1.5372405236475715e-07,0.3234000884300051,7.169407192769391e-08,1.2998651902251441e-07,2.72729731733402e-08,0.012592538819281374,7.3093137248397695e-06,1.0460787040440624e-07,4.458076284945869e-09,3.113963051062159e-08,0.0386675656424437,2.2382011818062917e-10,8.787294686368604e-14,1.756916318602097e-07,5.8273850069873836e-05,9.177942599764607e-13,1.903808240181747e-08,0.06917277311311147,0.003688114092870116,3.0922821154987314e-08,8.093334937722006e-06,2.7164479266393887e-14,3.2637621241898836e-13
3.16,0.5081232821193647,0.5,8.908327218834479e-07,1.460368442242882e-06,8.908327218834479e-07,1.460368442242882e-06,4.813115547393935e-05,7.677682975806897e-06,0.001117836023955055,0.02548819116155026,0.00048577002737317784,1.5538736245498327e-07,0.3233705348832737,7.263117280435777e-08,1.3131980766841954e-07,2.758422910120218e-08,0.012608842332020968,7.331243151950496e-06,1.0499331483823511e-07,4.5317026568941575e-09,3.154858016352141e-08,0.038665783583071774,2.2717237818364903e-10,9.090247267836443e-14,1.7732714158946904e-07,5.8453766813544544e-05,9.434565674519865e-13,1.9358250573841476e-08,0.06915927074334058,0.0036877928142411004,3.13226950216654e-08,8.16852379309292e-06,2.817302030565416e-14,3.364672909690559e-13
3.17,0.5081491970675952,0.5,8.983622639990048e-07,1.4685690312189595e-06,8.983622639990048e-07,1.4685690312189595e-06,4.8330845068587515e-05,7.718606471468502e-06,0.0011212333915259253,0.02548795054845995,0.00048577238736039537,1.5706301157607184e-07,0.32334099332704525,7.357713253043731e-08,1.3266202218366755e-07,2.7897881115715224e-08,0.012625145009441802,7.353162780099924e-06,1.0537876191457813e-07,4.6062680931509365e-09,3.196129698194596e-08,0.03866400162101439,2.305623927757758e-10,9.400899482622579e-14,1.7897163277758129e-07,5.8633649816789535e-05,9.69670390097477e-13,1.9682533201368542e-08,0.06914577108721873,0.003687471600181302,3.172623603020947e-08,8.244111635620047e-06,2.920855152769367e-14,3.467937312390601e-13
3.18,0.50817511333752,0.5,9.059305398246241e-07,1.4767905380070335e-06,9.059305398246241e-07,1.4767905380070335e-06,4.853091153061626e-05,7.759561232602e-06,0.0011246298800374832,0.025487709527236786,0.0004857747468733135,1.5875104784455366e-07,0.32331146375630493,7.453199831329405e-08,1.3401319019315781e-07,2.8213938417554934e-08,0.012641446852041298,7.3750725931315534e-06,1.0576421352541956e-07,4.6817796216339546e-09,3.23777995156415e-08,0.03866221975621698,2.339904094582459e-10,9.719346987828485e-14,1.806251206482856e-07,5.881349906981246e-05,9.964419122960798e-13,2.0010960966926378e-08,0.06913227414419575,0.00368715045067763,3.2133462544276924e-08,8.320098907891908e-06,3.0271417911583255e-14,3.573583093951475e-13
3.19,0.5082010309292062,0.5,9.135376248472388e-07,1.4850329632616049e-06,9.135376248472388e-07,1.4850329632616049e-06,4.8731355224254666e-05,7.8005467990488e-06,0.0011280254895222324,0.025487468097976702,0.0004857771059120284,1.6045151937695927e-07,0.32328194616603806,7.549581736028932e-08,1.353733393217894e-07,2.853241020739687e-08,0.012657747860316869,7.396972574888883e-06,1.061496715627436e-07,4.758244270260947e-09,3.279810631435421e-08,0.03866043798862501,2.374566757322953e-10,1.004568544055558e-13,1.8228762042532078e-07,5.8993314562816945e-05,1.0237773184309379e-12,2.0343564553042644e-08,0.06911877991372152,0.003686829365716994,3.2544392927525134e-08,8.39648605249701e-06,3.136196443639354e-14,3.681638016034629e-13
3.2,0.5082269498427212,0.5,9.211835945537836e-07,1.4932963076371752e-06,9.211835945537836e-07,1.4932963076371752e-06,4.893217651373187e-05,7.841562710650321e-06,0.0011314202200126762,0.025487226260775625,0.00048577946447663623,1.621644742898195e-07,0.32325244055122987,7.646863687878464e-08,1.3674249719446164e-07,2.8853305685916635e-08,0.01267404803476593,7.418862709215412e-06,1.0653513791853451e-07,4.835669066949662e-09,3.322223592783038e-08,0.03865865631818389,2.4096143909916026e-10,1.038001049790534e-13,1.83959147332426e-07,5.9173096286006645e-05,1.0516827928851986e-12,2.0680374642245064e-08,0.06910528839524592,0.0036865083452863046,3.295904554361152e-08,8.473273512023868e-06,3.2480536081195354e-14,3.7921298403015294e-13
3.21,0.5082528700781322,0.5,9.288685244311916e-07,1.5015805717882454e-06,9.288685244311916e-07,1.5015805717882454e-06,4.9133375763276965e-05,7.882608507247974e-06,0.0011348140715413178,0.02548698401572948,0.00048578182256723326,1.6388996069966487e-07,0.3232229469068657,7.745050407614135e-08,1.3812069143607364e-07,2.917663405378978e-08,0.012690347375885898,7.440742979954638e-06,1.0692061448477645e-07,4.914061039617834e-09,3.365020690581618e-08,0.038656874744839066,2.4450494706007676e-10,1.0722417816979186e-13,1.856397165933401e-07,5.935284422958519e-05,1.0801645200420053e-12,2.1021421917061292e-08,0.06909179958821879,0.003686187389372472,3.3377438756193444e-08,8.55046172906099e-06,3.3627477825059325e-14,3.905086328413623e-13
3.22,0.5082787916355065,0.5,9.365924899663974e-07,1.5098857563693175e-06,9.365924899663974e-07,1.5098857563693175e-06,4.9334953337119065e-05,7.923683728683178e-06,0.001138207044140661,0.025486741362934204,0.00048578418018391554,1.6562802672302618e-07,0.3231934652279308,7.844146615972097e-08,1.3950794967152474e-07,2.950240451169192e-08,0.012706645884174193,7.462613370950061e-06,1.073061031534537e-07,4.993427216183214e-09,3.4082037798057895e-08,0.03865509326853598,2.480874471162812e-10,1.1073003054878593e-13,1.8732934343180223e-07,5.953255838375623e-05,1.1092286842845054e-12,2.1366737060019048e-08,0.06907831349209,0.0036858664979624047,3.379959092892833e-08,8.628051146196896e-06,3.480313464705629e-14,4.0205352420323777e-13
3.23,0.5083047145149113,0.5,9.443555666463341e-07,1.5182118620348924e-06,9.443555666463341e-07,1.5182118620348924e-06,4.9536909599487265e-05,7.964787914797341e-06,0.0011415991378432092,0.02548649830248572,0.0004857865373267793,1.6737872047643395e-07,0.32316399550941033,7.944157033688484e-08,1.4090429952571404e-07,2.98306262602986e-08,0.012722943560128227,7.48447386604518e-06,1.0769160581655046e-07,5.073774624563536e-09,3.451774715430171e-08,0.03865331188922007,2.517091867690095e-10,1.1431861868704978e-13,1.8902804307155116e-07,5.971223873872339e-05,1.1388814699958418e-12,2.1716350753645986e-08,0.06906483010630941,0.003685545671043014,3.422552042547353e-08,8.706042206020091e-06,3.6007851526256864e-14,4.138504342819239e-13
3.24,0.508330638716414,0.5,9.521578226448005e-07,1.5265589015191603e-06,9.521578226448005e-07,1.5265589015191603e-06,4.973924494655695e-05,8.005919587196459e-06,0.001144990352674109,0.02548625483546625,0.00048578889399592033,1.691420913812527e-07,0.32313453774631945,8.045086639902241e-08,1.4230976859034828e-07,3.016130836459682e-08,0.012739240404237748,7.506324444583431e-06,1.0807715802762972e-07,5.1551110205333785e-09,3.495735500253901e-08,0.038651530606833066,2.5537043361954867e-10,1.1799177813030274e-13,1.9073580158737845e-07,5.9891885313926565e-05,1.1691330540547091e-12,2.207029606398455e-08,0.0690513494303289,0.003685224908601257,3.465524663533206e-08,8.784435386978407e-06,3.724210154247534e-14,4.2590282652393876e-13
3.25,0.5083565642400832,0.5,9.5999915530429e-07,1.534927169731999e-06,9.5999915530429e-07,1.534927169731999e-06,4.994196052075235e-05,8.047053482000051e-06,0.0011483806884866508,0.025486010985997253,0.00048579125019142634,1.709182193391303e-07,0.3231050919343687,8.146946449916454e-08,1.437243836817704e-07,3.049445671995341e-08,0.012755536416813311,7.528164980788953e-06,1.0846358165843423e-07,5.237461162250473e-09,3.540091590185144e-08,0.03864974942123031,2.5907192479663807e-10,1.2177187684774773e-13,1.9245192414877313e-07,6.007149881174989e-05,1.200086876102536e-12,2.2428661734827068e-08,0.06903787146364727,0.0036849042106252084,3.508881291126336e-08,8.863232005175942e-06,3.8509350146865234e-14,4.38230218912487e-13
3.2600000000000002,0.5083824910859872,0.5,9.678795355593146e-07,1.543316840025482e-06,9.678795355593146e-07,1.543316840025482e-06,5.014505714302292e-05,8.088174581821713e-06,0.0011517701452081594,0.02548576676827516,0.0004857936059133884,1.7270717112118476e-07,0.3230756580689691,8.249744878729188e-08,1.4514817195034067e-07,3.083007858716845e-08,0.012771831598242666,7.549995394169984e-06,1.0885135984453778e-07,5.320842483455693e-09,3.584846953575311e-08,0.03864796833230434,2.628141951623845e-10,1.2567243769391206e-13,1.941760092508266e-07,6.025107964037354e-05,1.2318061993333884e-12,2.2791512524678273e-08,0.06902439620574312,0.0036845835771024613,3.5526252282951724e-08,8.942433015864813e-06,3.9811773713931664e-14,4.50845213334475e-13
3.27,0.5084084192541936,0.5,9.757990010953491e-07,1.5517279754937927e-06,9.757990010953491e-07,1.5517279754937927e-06,5.034853534272731e-05,8.12927716326331e-06,0.0011551587228331099,0.025485522187494013,0.0004857959611619009,1.7450900158860724e-07,0.3230462361452597,8.35348798275571e-08,1.4658116084938617e-07,3.116818246554569e-08,0.012788125948983578,7.571815645309281e-06,1.0924066847398497e-07,5.4052657743449004e-09,3.630004209501113e-08,0.03864618733998148,2.6659759611480396e-10,1.296989606433443e-13,1.959079214469217e-07,6.04306279411227e-05,1.264317845263974e-12,2.3158891436408134e-08,0.06901092365607667,0.0036842630080201723,3.596758841663089e-08,9.022039046989648e-06,4.115037937305256e-14,4.637541384952197e-13
3.2800000000000002,0.5084343487447698,0.5,9.837575895978697e-07,1.5601606392311167e-06,9.837575895978697e-07,1.5601606392311167e-06,5.0552395649224185e-05,8.17035550292671e-06,0.0011585464213559778,0.025485277248847853,0.00048579831593705816,1.7632376560258917e-07,0.32301682615837973,8.458181818411302e-08,1.4802337783223424e-07,3.15087768543889e-08,0.012804419469493813,7.593625694789604e-06,1.0963168343482051e-07,5.490741825113971e-09,3.6755659770392733e-08,0.03864440644418805,2.7042247905191295e-10,1.3385694567059378e-13,1.9764752529044153e-07,6.061014385532255e-05,1.2976486354110065e-12,2.3530841472886685e-08,0.06899745381410818,0.0036839425033654994,3.6412844978534706e-08,9.102050726495097e-06,4.2526174253606037e-14,4.769633231000404e-13
3.29,0.5084602795577834,0.5,9.91755338752351e-07,1.568614894331637e-06,9.91755338752351e-07,1.568614894331637e-06,5.0756638591872205e-05,8.211403877413778e-06,0.001161933240771238,0.025485031957530716,0.0004858006702389546,1.7815151802432167e-07,0.3229874281034684,8.563832442111229e-08,1.494748503522119e-07,3.185187025300182e-08,0.012820712160231134,7.6154255031937095e-06,1.1002458061508903e-07,5.577281425958762e-09,3.7215348752665044e-08,0.03864262564485036,2.742891953717274e-10,1.3815189275020905e-13,1.9939468533476888e-07,6.078962752429826e-05,1.3318253912911937e-12,2.390740563698389e-08,0.06898398667929792,0.003683622063125599,3.6862045634896895e-08,9.182468682325786e-06,4.394016548497003e-14,4.904790958542539e-13
3.3000000000000003,0.5084862116933022,0.5,9.997922862442688e-07,1.577090803889539e-06,9.997922862442688e-07,1.577090803889539e-06,5.096126470003003e-05,8.252416563326386e-06,0.0011653191810733665,0.025484786318736647,0.0004858030240676845,1.7999231371499622e-07,0.3229580419756649,8.670445910270774e-08,1.5093560586264656e-07,3.219747116068821e-08,0.012837004021653308,7.637215031104357e-06,1.1041953590283523e-07,5.664895367075151e-09,3.7679135232595263e-08,0.03864084494189473,2.7819809647226385e-10,1.4258930185673944e-13,2.0114926613328684e-07,6.0969079089375015e-05,1.3668749344212491e-12,2.428862693156978e-08,0.0689705222511061,0.0036833016872876282,3.73152140519513e-08,9.26329354242636e-06,4.539336019652266e-14,5.043077854631796e-13
3.31,0.5085121451513935,0.5,1.0078684697590982e-06,1.5855884309990064e-06,1.0078684697590982e-06,1.5855884309990064e-06,5.116627450305632e-05,8.293387837266399e-06,0.001168704242256838,0.02548454033765968,0.0004858053774233423,1.8184620753580393e-07,0.32292866777010837,8.778028279305201e-08,1.5240567181686525e-07,3.254558807675182e-08,0.012853295054218103,7.658994239104305e-06,1.1081672518610373e-07,5.753594438658998e-09,3.814704540095053e-08,0.038639064335247476,2.8214953375153827e-10,1.4717467296473353e-13,2.0291113223937825e-07,6.114849869187799e-05,1.4028240863178804e-12,2.4674548359514322e-08,0.06895706052899299,0.003682981375838744,3.777237389593166e-08,9.34452593474145e-06,4.6886765517641834e-14,5.184557206321341e-13
3.3200000000000003,0.5085380799321252,0.5,1.015983926982315e-06,1.594107838754224e-06,1.015983926982315e-06,1.594107838754224e-06,5.1371668530309744e-05,8.334311975835683e-06,0.0011720884243161286,0.02548429401949386,0.0004858077303060223,1.837132543479363e-07,0.322899305481938,8.886585605629796e-08,1.5388507566819532e-07,3.2896229500496425e-08,0.012869585258383281,7.680763087776311e-06,1.1121632435293922e-07,5.8433894309061765e-09,3.861910544849806e-08,0.03863728382483491,2.861438586075672e-10,1.5191350604874064e-13,2.046801482064262e-07,6.132788647313237e-05,1.4396996684978014e-12,2.5065212923687554e-08,0.06894360151241884,0.0036826611287661035,3.823354883307181e-08,9.426166487215701e-06,4.842138857770571e-14,5.329292300664371e-13
3.33,0.5085640160355646,0.5,1.024138695599394e-06,1.6026490902493755e-06,1.024138695599394e-06,1.6026490902493755e-06,5.157744731114894e-05,8.375183255636106e-06,0.001175471727245713,0.02548404736943322,0.00048581008271581893,1.855935090125844e-07,0.32286995510629296,8.996123945659819e-08,1.553738448699638e-07,3.3249403931225754e-08,0.012885874634606609,7.702521537703134e-06,1.1161850929138634e-07,5.934291134012547e-09,3.909534156600498e-08,0.03863550341058336,2.901814224383665e-10,1.568113010833093e-13,2.0645617858781349e-07,6.150724257446332e-05,1.4775285024777196e-12,2.5460663626959435e-08,0.06893014520084388,0.0036823409460568636,3.869876252960549e-08,9.508215827793743e-06,4.999823650609218e-14,5.477346424714051e-13
3.34,0.5085899534617793,0.5,1.0323328132958108e-06,1.6112122485786456e-06,1.0323328132958108e-06,1.6112122485786456e-06,5.178361137493259e-05,8.415995953269536e-06,0.001178854151040067,0.025483800392671802,0.00048581243465282644,1.8748702639093964e-07,0.32284061663831237,9.106649355810553e-08,1.5687200687549802e-07,3.3605119868243576e-08,0.01290216318334585,7.72426954946753e-06,1.1202345588948978e-07,6.026310338173982e-09,3.957577994423847e-08,0.03863372309241914,2.9426257664195266e-10,1.6187355804298868e-13,2.0823908793692314e-07,6.168656713719603e-05,1.516337409774347e-12,2.5860943472199988e-08,0.06891669159372839,0.003682020827698181,3.9168038651766504e-08,9.590674584420218e-06,5.1618316432179314e-14,5.628782865523569e-13
3.35,0.5086158922108369,0.5,1.0405663177570413e-06,1.619797376836219e-06,1.0405663177570413e-06,1.619797376836219e-06,5.199016125101935e-05,8.45674434533784e-06,0.0011822356956936659,0.025483553094403647,0.0004858147861171393,1.8939386134419338e-07,0.3228112900731355,9.218167892497274e-08,1.583795891381252e-07,3.3963385810853654e-08,0.012918450905058774,7.746007083652263e-06,1.1243134003529418e-07,6.119457833586352e-09,4.006044677396574e-08,0.038631942870268554,2.9838767261634204e-10,1.6710577690232794e-13,2.100287408071382e-07,6.186586030265567e-05,1.5561532119043963e-12,2.626609546227922e-08,0.06890324069053258,0.0036817007736772134,3.9641400865788665e-08,9.673543385039764e-06,5.328263548534524e-14,5.783664910146114e-13
3.36,0.5086418322828051,0.5,1.04883924666856e-06,1.6284045381162795e-06,1.04883924666856e-06,1.6284045381162795e-06,5.2197097468767874e-05,8.497422708442886e-06,0.0011856163612009847,0.025483305479822794,0.00048581713710885177,1.9131406873353675e-07,0.3227819754059015,9.330685612135247e-08,1.5989661911117243e-07,3.4324210258359724e-08,0.012934737800203145,7.767734100840084e-06,1.128423376168442e-07,6.2137444104455175e-09,4.05493682459539e-08,0.038630162744057936,3.025570617595505e-10,1.7251345763587557e-13,2.1182500175184144e-07,6.204512221216742e-05,1.5970027303845747e-12,2.6676162600067107e-08,0.06888979249071672,0.0036813807839811176,4.011887283790571e-08,9.756822857597013e-06,5.4992200794967814e-14,5.942055845634851e-13
3.37,0.5086677736777514,0.5,1.0571516659373937e-06,1.6370337465261997e-06,1.0571516659373937e-06,1.6370337465261997e-06,5.240441989093275e-05,8.538031332144773e-06,0.001188996147567796,0.025483057548776927,0.0004858194876280586,1.932476991374908e-07,0.3227526726317264,9.444208090900788e-08,1.6142312101738754e-07,3.468760211544308e-08,0.012951023869265832,7.789450587968919e-06,1.1325644949221633e-07,6.309180929471051e-09,4.1042563456263636e-08,0.038628382713718275,3.0677108252915143e-10,1.7810142616812926e-13,2.1362788404598075e-07,6.22243528579086e-05,1.6389067984740058e-12,2.7091190271057394e-08,0.06887634699373935,0.00368106085859701,4.060047480225013e-08,9.840512962373616e-06,5.674859250576876e-14,6.104051490473075e-13
3.38,0.5086937163957427,0.5,1.065503908718441e-06,1.6456845522859628e-06,1.065503908718441e-06,1.6456845522859628e-06,5.2612122067769105e-05,8.578627446542497e-06,0.0011923750549068485,0.025482809250485693,0.0004858218376748572,1.9519476257923716e-07,0.3227233817455074,9.558736357280929e-08,1.6295908848709924e-07,3.505357412556346e-08,0.012967309113009327,7.811156781550531e-06,1.1367201904901566e-07,6.4057789192164365e-09,4.153998431665154e-08,0.03862660277922493,3.1102995084140305e-10,1.8386812541347475e-13,2.154388093039136e-07,6.240355081968006e-05,1.6818295427990408e-12,2.7511246423328396e-08,0.06886290419904265,0.003680740997511617,4.108619449219629e-08,9.924607337124242e-06,5.855881701045084e-14,6.270055724016962e-13
