t,T_1,T
5.8,1.584976133057567e-05,999.9999966140921
5.8100000000000005,1.585082377100089e-05,999.9999966071912
5.82,1.5851886282644488e-05,999.9999966002919
5.83,1.5852948865511232e-05,999.9999965933941
5.84,1.5854011519605884e-05,999.9999965864978
5.8500000000000005,1.585507424493321e-05,999.9999965796031
5.86,1.585613704149796e-05,999.99999657271
5.87,1.585719990930491e-05,999.9999965658183
5.88,1.5858262848358814e-05,999.9999965589283
5.89,1.5859325858664435e-05,999.9999965520396
5.9,1.5860388940226536e-05,999.9999965451526
5.91,1.586145209304988e-05,999.9999965382672
5.92,1.586251531713923e-05,999.9999965313832
5.93,1.586357861249934e-05,999.9999965245007
5.94,1.5864641979134985e-05,999.9999965176198
5.95,1.586570541705092e-05,999.9999965107405
5.96,1.5866768926251905e-05,999.9999965038627
5.97,1.5867832506742704e-05,999.9999964969865
5.98,1.5868896158528083e-05,999.9999964901116
5.99,1.58699598816128e-05,999.9999964832384
6.0,1.5871023676001617e-05,999.9999964763667
6.01,1.5872087541699296e-05,999.9999964694965
6.0200000000000005,1.5873151478710602e-05,999.9999964626279
6.03,1.5874215487040295e-05,999.9999964557608
6.04,1.587527956669314e-05,999.9999964488952
6.05,1.5876343717673893e-05,999.9999964420311
6.0600000000000005,1.587740793998732e-05,999.9999964351687
6.07,1.5878472233638183e-05,999.9999964283077
6.08,1.5879536598631246e-05,999.9999964214481
6.09,1.5880601034971267e-05,999.9999964145902
6.1000000000000005,1.588166554266301e-05,999.9999964077338
6.11,1.5882730121711237e-05,999.9999964008789
6.12,1.5883794772120712e-05,999.9999963940255
6.13,1.5884859493896193e-05,999.9999963871737
6.140000000000001,1.5885924287042446e-05,999.9999963803234
6.15,1.588698915156423e-05,999.9999963734746
6.16,1.588805408746631e-05,999.9999963666273
6.17,1.5889119094753448e-05,999.9999963597816
6.18,1.58901841734304e-05,999.9999963529374
6.19,1.589124932350194e-05,999.9999963460946
6.2,1.5892314544972818e-05,999.9999963392535
6.21,1.5893379837847802e-05,999.9999963324137
6.22,1.589444520213165e-05,999.9999963255756
6.23,1.5895510637829133e-05,999.999996318739
6.24,1.5896576144945007e-05,999.9999963119038
6.25,1.589764172348403e-05,999.9999963050702
6.26,1.589870737345097e-05,999.9999962982382
6.2700000000000005,1.5899773094850593e-05,999.9999962914077
6.28,1.590083888768765e-05,999.9999962845786
6.29,1.590190475196691e-05,999.999996277751
6.3,1.5902970687693136e-05,999.9999962709251
6.3100000000000005,1.590403669487109e-05,999.9999962641006
6.32,1.5905102773505527e-05,999.9999962572775
6.33,1.590616892360122e-05,999.9999962504561
6.34,1.590723514516292e-05,999.9999962436361
6.3500000000000005,1.5908301438195396e-05,999.9999962368178
6.36,1.590936780270341e-05,999.9999962300008
6.37,1.5910434238691722e-05,999.9999962231853
6.38,1.5911500746165094e-05,999.9999962163715
6.390000000000001,1.591256732512829e-05,999.9999962095591
6.4,1.591363397558607e-05,999.9999962027482
6.41,1.5914700697543198e-05,999.9999961959388
6.42,1.5915767491004434e-05,999.9999961891309
6.43,1.5916834355974544e-05,999.9999961823246
6.44,1.5917901292458286e-05,999.9999961755198
6.45,1.5918968300460422e-05,999.9999961687164
6.46,1.5920035379985718e-05,999.9999961619146
6.47,1.5921102531038932e-05,999.9999961551143
6.48,1.592216975362483e-05,999.9999961483155
6.49,1.592323704774817e-05,999.9999961415182
6.5,1.5924304413413715e-05,999.9999961347223
6.51,1.5925371850626233e-05,999.9999961279281
6.5200000000000005,1.5926439359390476e-05,999.9999961211353
6.53,1.5927506939711212e-05,999.999996114344
6.54,1.5928574591593205e-05,999.9999961075541
6.55,1.5929642315041215e-05,999.9999961007659
6.5600000000000005,1.593071011006e-05,999.9999960939791
6.57,1.5931777976654327e-05,999.9999960871938
6.58,1.5932845914828957e-05,999.99999608041
6.59,1.5933913924588655e-05,999.9999960736278
6.6000000000000005,1.5934982005938175e-05,999.999996066847
6.61,1.5936050158882288e-05,999.9999960600677
6.62,1.593711838342575e-05,999.9999960532899
6.63,1.5938186679573325e-05,999.9999960465136
6.640000000000001,1.5939255047329777e-05,999.9999960397389
6.65,1.5940323486699866e-05,999.9999960329656
6.66,1.5941391997688353e-05,999.9999960261938
6.67,1.5942460580300005e-05,999.9999960194235
6.68,1.5943529234539578e-05,999.9999960126547
6.69,1.594459796041184e-05,999.9999960058874
6.7,1.5945666757921547e-05,999.9999959991217
6.71,1.5946735627073466e-05,999.9999959923573
6.72,1.5947804567872356e-05,999.9999959855945
6.73,1.594887358032298e-05,999.9999959788332
6.74,1.5949942664430102e-05,999.9999959720734
6.75,1.595101182019848e-05,999.9999959653151
6.76,1.595208104763288e-05,999.9999959585582
6.7700000000000005,1.5953150346738065e-05,999.9999959518029
6.78,1.5954219717518793e-05,999.999995945049
6.79,1.5955289159979827e-05,999.9999959382967
6.8,1.595635867412593e-05,999.9999959315458
6.8100000000000005,1.5957428259961866e-05,999.9999959247964
6.82,1.5958497917492395e-05,999.9999959180485
6.83,1.5959567646722278e-05,999.9999959113021
6.84,1.5960637447656278e-05,999.9999959045572
6.8500000000000005,1.596170732029916e-05,999.9999958978137
6.86,1.596277726465568e-05,999.9999958910719
6.87,1.5963847280730605e-05,999.9999958843314
6.88,1.5964917368528697e-05,999.9999958775925
6.890000000000001,1.5965987528054716e-05,999.999995870855
6.9,1.5967057759313427e-05,999.999995864119
6.91,1.5968128062309587e-05,999.9999958573844
6.92,1.5969198437047965e-05,999.9999958506514
6.93,1.5970268883533316e-05,999.9999958439199
6.94,1.5971339401771695e-05,999.9999958371898
6.95,1.5972409991770117e-05,999.9999958304612
6.96,1.5973480653533428e-05,999.9999958237341
6.97,1.5974551387066437e-05,999.9999958170085
6.98,1.5975622192373952e-05,999.9999958102844
6.99,1.5976693069460788e-05,999.9999958035618
7.0,1.5977764018331748e-05,999.9999957968406
7.01,1.5978835038991647e-05,999.9999957901209
7.0200000000000005,1.5979906131445292e-05,999.9999957834027
7.03,1.5980977295697496e-05,999.999995776686
7.04,1.5982048531753063e-05,999.9999957699707
7.05,1.598311983961681e-05,999.9999957632571
7.0600000000000005,1.598419121929354e-05,999.9999957565448
7.07,1.5985262670788068e-05,999.9999957498339
7.08,1.5986334194105202e-05,999.9999957431246
7.09,1.598740578924975e-05,999.9999957364168
7.1000000000000005,1.5988477456226523e-05,999.9999957297105
7.11,1.598954919504033e-05,999.9999957230056
7.12,1.5990621005695985e-05,999.9999957163021
7.13,1.599169288819829e-05,999.9999957096002
7.140000000000001,1.599276484255206e-05,999.9999957028997
7.15,1.5993836868762105e-05,999.9999956962008
7.16,1.5994908966833232e-05,999.9999956895033
7.17,1.5995981136770253e-05,999.9999956828073
7.18,1.599705337857798e-05,999.9999956761127
7.19,1.5998125692261217e-05,999.9999956694196
7.2,1.5999198077824776e-05,999.999995662728
7.21,1.6000270535273467e-05,999.9999956560379
7.22,1.60013430646121e-05,999.9999956493491
7.23,1.6002415665845487e-05,999.9999956426619
7.24,1.6003488338978436e-05,999.9999956359762
7.25,1.6004561084015754e-05,999.9999956292919
7.26,1.6005633900962253e-05,999.9999956226092
7.2700000000000005,1.6006706789822743e-05,999.9999956159278
7.28,1.6007779750602033e-05,999.999995609248
7.29,1.6008852783304933e-05,999.9999956025696
7.3,1.6009925887936255e-05,999.9999955958926
7.3100000000000005,1.6010999064500807e-05,999.9999955892172
7.32,1.6012072313003396e-05,999.9999955825432
7.33,1.6013145633448837e-05,999.9999955758707
7.34,1.6014219025841934e-05,999.9999955691997
7.3500000000000005,1.60152924901875e-05,999.9999955625301
7.36,1.6016366026490347e-05,999.9999955558619
7.37,1.6017439634755283e-05,999.9999955491953
7.38,1.6018513314987113e-05,999.9999955425301
7.390000000000001,1.6019587067190654e-05,999.9999955358664
7.4,1.6020660891370712e-05,999.9999955292042
7.41,1.6021734787532097e-05,999.9999955225434
7.42,1.6022808755679618e-05,999.9999955158839
7.43,1.6023882795818084e-05,999.9999955092261
7.44,1.6024956907952312e-05,999.9999955025696
7.45,1.60260310920871e-05,999.9999954959147
7.46,1.6027105348227267e-05,999.9999954892612
7.47,1.602817967637762e-05,999.9999954826092
7.48,1.602925407654297e-05,999.9999954759586
7.49,1.6030328548728124e-05,999.9999954693095
7.5,1.6031403092937893e-05,999.9999954626618
7.51,1.6032477709177085e-05,999.9999954560157
7.5200000000000005,1.6033552397450512e-05,999.9999954493709
7.53,1.6034627157762984e-05,999.9999954427276
7.54,1.603570199011931e-05,999.9999954360857
7.55,1.6036776894524302e-05,999.9999954294453
7.5600000000000005,1.6037851870982764e-05,999.9999954228064
7.57,1.603892691949951e-05,999.999995416169
7.58,1.604000204007935e-05,999.999995409533
7.59,1.604107723272709e-05,999.9999954028983
7.6000000000000005,1.6042152497447548e-05,999.9999953962653
7.61,1.6043227834245524e-05,999.9999953896336
7.62,1.6044303243125835e-05,999.9999953830034
7.63,1.6045378724093285e-05,999.9999953763746
7.640000000000001,1.6046454277152687e-05,999.9999953697474
7.65,1.6047529902308848e-05,999.9999953631215
7.66,1.6048605599566584e-05,999.999995356497
7.67,1.60496813689307e-05,999.9999953498741
7.68,1.6050757210406004e-05,999.9999953432526
7.69,1.605183312399731e-05,999.9999953366325
7.7,1.6052909109709426e-05,999.9999953300139
7.71,1.605398516754716e-05,999.9999953233968
7.72,1.6055061297515327e-05,999.9999953167811
7.73,1.605613749961873e-05,999.9999953101668
7.74,1.6057213773862184e-05,999.999995303554
7.75,1.6058290120250497e-05,999.9999952969426
7.76,1.6059366538788477e-05,999.9999952903328
7.7700000000000005,1.6060443029480935e-05,999.9999952837243
7.78,1.6061519592332682e-05,999.9999952771173
7.79,1.6062596227348525e-05,999.9999952705116
7.8,1.6063672934533277e-05,999.9999952639075
7.8100000000000005,1.6064749713891748e-05,999.9999952573048
7.82,1.6065826565428742e-05,999.9999952507035
7.83,1.6066903489149074e-05,999.9999952441037
7.84,1.6067980485057555e-05,999.9999952375053
7.8500000000000005,1.606905755315899e-05,999.9999952309084
7.86,1.607013469345819e-05,999.9999952243129
7.87,1.607121190595997e-05,999.9999952177188
7.88,1.607228919066913e-05,999.9999952111262
7.890000000000001,1.6073366547590488e-05,999.999995204535
7.9,1.607444397672885e-05,999.9999951979453
7.91,1.6075521478089027e-05,999.999995191357
7.92,1.607659905167583e-05,999.9999951847701
7.930000000000001,1.6077676697494066e-05,999.9999951781847
7.94,1.6078754415548547e-05,999.9999951716007
7.95,1.607983220584408e-05,999.9999951650182
7.96,1.6080910068385477e-05,999.9999951584371
7.97,1.6081988003177546e-05,999.9999951518574
7.98,1.60830660102251e-05,999.9999951452792
7.99,1.6084144089532946e-05,999.9999951387024
8.0,1.6085222241105895e-05,999.999995132127
8.01,1.6086300464948757e-05,999.999995125553
8.02,1.6087378761066338e-05,999.9999951189806
8.03,1.6088457129463452e-05,999.9999951124095
8.040000000000001,1.608953557014491e-05,999.9999951058398
8.05,1.6090614083115514e-05,999.9999950992716
8.06,1.6091692668380084e-05,999.9999950927048
8.07,1.609277132594342e-05,999.9999950861395
8.08,1.609385005581034e-05,999.9999950795756
8.09,1.609492885798565e-05,999.9999950730131
8.1,1.609600773247416e-05,999.999995066452
8.11,1.6097086679280678e-05,999.9999950598924
8.120000000000001,1.6098165698410014e-05,999.9999950533341
8.13,1.6099244789866982e-05,999.9999950467774
8.14,1.610032395365639e-05,999.9999950402221
8.15,1.6101403189783044e-05,999.9999950336681
8.16,1.6102482498251757e-05,999.9999950271156
8.17,1.610356187906734e-05,999.9999950205646
8.18,1.61046413322346e-05,999.9999950140149
8.19,1.6105720857758348e-05,999.9999950074667
8.2,1.6106800455643393e-05,999.9999950009199
8.21,1.6107880125894545e-05,999.9999949943746
8.22,1.6108959868516612e-05,999.9999949878305
8.23,1.611003968351441e-05,999.9999949812881
8.24,1.611111957089274e-05,999.999994974747
8.25,1.611219953065642e-05,999.9999949682073
8.26,1.6113279562810252e-05,999.999994961669
8.27,1.6114359667359052e-05,999.9999949551321
8.28,1.6115439844307627e-05,999.9999949485967
8.290000000000001,1.611652009366079e-05,999.9999949420627
8.3,1.611760041542334e-05,999.9999949355301
8.31,1.6118680809600102e-05,999.9999949289991
8.32,1.6119761276195876e-05,999.9999949224692
8.33,1.6120841815215475e-05,999.999994915941
8.34,1.612192242666371e-05,999.999994909414
8.35,1.6123003110545385e-05,999.9999949028886
8.36,1.6124083866865313e-05,999.9999948963645
8.370000000000001,1.6125164695628306e-05,999.9999948898418
8.38,1.6126245596839172e-05,999.9999948833206
8.39,1.612732657050272e-05,999.9999948768008
8.4,1.6128407616623762e-05,999.9999948702823
8.41,1.6129488735207104e-05,999.9999948637653
8.42,1.6130569926263003e-05,999.9999948572498
8.43,1.6131651189855922e-05,999.9999948507357
8.44,1.6132732526007175e-05,999.9999948442229
8.45,1.6133813934721678e-05,999.9999948377117
8.46,1.613489541600435e-05,999.9999948312019
8.47,1.6135976969860108e-05,999.9999948246934
8.48,1.6137058596293875e-05,999.9999948181866
8.49,1.6138140295310573e-05,999.9999948116811
8.5,1.613922206691511e-05,999.9999948051769
8.51,1.614030391111242e-05,999.9999947986744
8.52,1.6141385827907414e-05,999.9999947921732
8.53,1.6142467817305015e-05,999.9999947856734
8.540000000000001,1.6143549879310137e-05,999.999994779175
8.55,1.6144632013927704e-05,999.9999947726782
8.56,1.6145714221162635e-05,999.9999947661828
8.57,1.614679650101985e-05,999.9999947596888
8.58,1.6147878853504267e-05,999.9999947531961
8.59,1.6148961278620806e-05,999.999994746705
8.6,1.6150043776374384e-05,999.9999947402154
8.61,1.6151126346769925e-05,999.999994733727
8.620000000000001,1.6152208989812347e-05,999.9999947272402
8.63,1.6153291705506568e-05,999.9999947207548
8.64,1.615437449385751e-05,999.9999947142708
8.65,1.6155457354870088e-05,999.9999947077882
8.66,1.6156540288549224e-05,999.9999947013072
8.67,1.615762329489984e-05,999.9999946948275
8.68,1.615870637392685e-05,999.9999946883491
8.69,1.615978952563518e-05,999.9999946818724
8.700000000000001,1.616087275002974e-05,999.9999946753969
8.71,1.616195604711546e-05,999.999994668923
8.72,1.6163039416897254e-05,999.9999946624505
8.73,1.6164122859380045e-05,999.9999946559793
8.74,1.6165206374568746e-05,999.9999946495096
8.75,1.6166289962468283e-05,999.9999946430414
8.76,1.616737362308357e-05,999.9999946365746
8.77,1.616845735641953e-05,999.9999946301092
8.78,1.616954116248108e-05,999.9999946236452
8.790000000000001,1.6170625041273143e-05,999.9999946171827
8.8,1.6171708992800638e-05,999.9999946107215
8.81,1.617279301706848e-05,999.9999946042618
8.82,1.617387711408159e-05,999.9999945978036
8.83,1.6174961283844895e-05,999.9999945913466
8.84,1.61760455263633e-05,999.9999945848913
8.85,1.617712984164174e-05,999.9999945784373
8.86,1.6178214229685125e-05,999.9999945719846
8.870000000000001,1.6179298690498376e-05,999.9999945655335
8.88,1.6180383224086414e-05,999.9999945590838
8.89,1.6181467830454155e-05,999.9999945526355
8.9,1.6182552509606522e-05,999.9999945461885
8.91,1.6183637261548436e-05,999.999994539743
8.92,1.618472208628481e-05,999.999994533299
8.93,1.6185806983820572e-05,999.9999945268563
8.94,1.6186891954160634e-05,999.9999945204152
8.950000000000001,1.6187976997309917e-05,999.9999945139754
8.96,1.6189062113273343e-05,999.9999945075369
8.97,1.6190147302055833e-05,999.9999945011
8.98,1.61912325636623e-05,999.9999944946644
8.99,1.6192317898097667e-05,999.9999944882303
9.0,1.6193403305366858e-05,999.9999944817976
9.01,1.6194488785474783e-05,999.9999944753663
9.02,1.619557433842637e-05,999.9999944689364
9.03,1.6196659964226533e-05,999.9999944625079
9.040000000000001,1.6197745662880194e-05,999.9999944560808
9.05,1.619883143439227e-05,999.9999944496552
9.06,1.6199917278767684e-05,999.9999944432309
9.07,1.6201003196011353e-05,999.9999944368082
9.08,1.6202089186128197e-05,999.9999944303867
9.09,1.6203175249123136e-05,999.9999944239668
9.1,1.620426138500109e-05,999.9999944175481
9.11,1.6205347593766976e-05,999.999994411131
9.120000000000001,1.6206433875425717e-05,999.9999944047152
9.13,1.620752022998223e-05,999.9999943983008
9.14,1.6208606657441433e-05,999.9999943918879
9.15,1.620969315780825e-05,999.9999943854764
9.16,1.6210779731087594e-05,999.9999943790663
9.17,1.6211866377284392e-05,999.9999943726575
9.18,1.621295309640356e-05,999.9999943662502
9.19,1.6214039888450017e-05,999.9999943598443
9.200000000000001,1.621512675342868e-05,999.9999943534398
9.21,1.621621369134447e-05,999.9999943470367
9.22,1.6217300702202312e-05,999.999994340635
9.23,1.621838778600712e-05,999.9999943342348
9.24,1.6219474942763813e-05,999.9999943278359
9.25,1.6220562172477312e-05,999.9999943214384
9.26,1.6221649475152535e-05,999.9999943150424
9.27,1.6222736850794405e-05,999.9999943086477
9.28,1.622382429940784e-05,999.9999943022544
9.290000000000001,1.6224911820997758e-05,999.9999942958626
9.3,1.6225999415569076e-05,999.9999942894722
9.31,1.622708708312672e-05,999.9999942830831
9.32,1.6228174823675608e-05,999.9999942766955
9.33,1.6229262637220653e-05,999.9999942703092
9.34,1.623035052376678e-05,999.9999942639243
9.35,1.623143848331891e-05,999.999994257541
9.36,1.623252651588196e-05,999.9999942511589
9.370000000000001,1.6233614621460845e-05,999.9999942447782
9.38,1.6234702800060492e-05,999.999994238399
9.39,1.623579105168582e-05,999.9999942320212
9.4,1.623687937634174e-05,999.9999942256447
9.41,1.623796777403318e-05,999.9999942192698
9.42,1.6239056244765056e-05,999.999994212896
9.43,1.6240144788542287e-05,999.9999942065239
9.44,1.6241233405369796e-05,999.999994200153
9.450000000000001,1.62423220952525e-05,999.9999941937836
9.46,1.6243410858195315e-05,999.9999941874154
9.47,1.6244499694203166e-05,999.9999941810488
9.48,1.624558860328097e-05,999.9999941746835
9.49,1.624667758543365e-05,999.9999941683196
9.5,1.624776664066612e-05,999.9999941619571
9.51,1.62488557689833e-05,999.999994155596
9.52,1.624994497039011e-05,999.9999941492364
9.53,1.6251034244891476e-05,999.999994142878
9.540000000000001,1.625212359249231e-05,999.9999941365211
9.55,1.6253213013197533e-05,999.9999941301656
9.56,1.6254302507012065e-05,999.9999941238115
9.57,1.6255392073940825e-05,999.9999941174588
9.58,1.625648171398873e-05,999.9999941111074
9.59,1.6257571427160707e-05,999.9999941047574
9.6,1.6258661213461668e-05,999.9999940984088
9.61,1.625975107289654e-05,999.9999940920617
9.620000000000001,1.6260841005470234e-05,999.9999940857159
9.63,1.626193101118767e-05,999.9999940793715
9.64,1.6263021090053776e-05,999.9999940730285
9.65,1.6264111242073464e-05,999.9999940666868
9.66,1.6265201467251655e-05,999.9999940603466
9.67,1.626629176559327e-05,999.9999940540077
9.68,1.6267382137103226e-05,999.9999940476703
9.69,1.6268472581786445e-05,999.9999940413342
9.700000000000001,1.6269563099647846e-05,999.9999940349994
9.71,1.6270653690692347e-05,999.9999940286662
9.72,1.627174435492487e-05,999.9999940223342
9.73,1.6272835092350332e-05,999.9999940160037
9.74,1.627392590297365e-05,999.9999940096745
9.75,1.627501678679975e-05,999.9999940033467
9.76,1.6276107743833547e-05,999.9999939970203
9.77,1.6277198774079963e-05,999.9999939906953
9.78,1.6278289877543914e-05,999.9999939843717
9.790000000000001,1.6279381054230322e-05,999.9999939780494
9.8,1.6280472304144105e-05,999.9999939717285
9.81,1.6281563627290184e-05,999.999993965409
9.82,1.628265502367348e-05,999.999993959091
9.83,1.6283746493298907e-05,999.9999939527742
9.84,1.6284838036171388e-05,999.9999939464589
9.85,1.6285929652295843e-05,999.9999939401448
9.86,1.6287021341677193e-05,999.9999939338322
9.870000000000001,1.628811310432035e-05,999.999993927521
9.88,1.6289204940230242e-05,999.9999939212112
9.89,1.6290296849411786e-05,999.9999939149027
9.9,1.6291388831869897e-05,999.9999939085956
9.91,1.62924808876095e-05,999.9999939022899
9.92,1.6293573016635512e-05,999.9999938959855
9.93,1.6294665218952853e-05,999.9999938896826
9.94,1.629575749456644e-05,999.999993883381
9.950000000000001,1.62968498434812e-05,999.9999938770808
9.96,1.6297942265702042e-05,999.999993870782
9.97,1.6299034761233894e-05,999.9999938644844
9.98,1.630012733008167e-05,999.9999938581883
9.99,1.6301219972250293e-05,999.9999938518936
