t,Vm,Vt,m,h,n
2.73,-94.99995824408794,-94.99996573383052,0.0013967513159228674,0.9963396554029902,0.0008276633029396053
2.74,-94.99995812291614,-94.99996560903169,0.0013967513394202847,0.9963345277147532,0.0008293841369618678
2.75,-94.99995800180275,-94.9999654842933,0.0013967513630357556,0.9963294316846053,0.0008310984249272157
2.7600000000000002,-94.99995788074776,-94.99996535961532,0.0013967513867788775,0.996324367126657,0.0008328061912787931
2.77,-94.9999577597511,-94.9999652349977,0.001396751410034646,0.9963193333440293,0.0008345074863706646
2.7800000000000002,-94.99995763881276,-94.9999651104404,0.0013967514331541156,0.9963143304336041,0.0008362023202237557
2.79,-94.9999575179327,-94.9999649859434,0.0013967514562815268,0.9963093583239676,0.0008378907113708181
2.8000000000000003,-94.9999573971109,-94.99996486150667,0.0013967514794162514,0.9963044168262212,0.0008395726842767507
2.81,-94.99995727634733,-94.99996473713016,0.001396751502557569,0.9962995057527355,0.0008412482633092386
2.82,-94.99995715564195,-94.99996461281386,0.0013967515257046678,0.996294624917151,0.0008429174727387549
2.83,-94.99995703499472,-94.99996448855772,0.0013967515488566445,0.9962897741343775,0.0008445803367385597
2.84,-94.99995691440564,-94.99996436436172,0.0013967515720125032,0.9962849532205943,0.0008462368793847
2.85,-94.99995679387466,-94.99996424022581,0.001396751595171157,0.9962801619932502,0.0008478871246560106
2.86,-94.99995667340175,-94.99996411614997,0.0013967516183314272,0.9962754002710639,0.0008495310964341132
2.87,-94.99995655298689,-94.99996399213416,0.0013967516414920432,0.996270667874023,0.0008511688185034169
2.88,-94.99995643263003,-94.99996386817836,0.0013967516646516426,0.9962659646233852,0.0008528003145511177
2.89,-94.99995631233115,-94.99996374428251,0.0013967516878087719,0.9962612903416777,0.0008544256081671995
2.9,-94.99995619209021,-94.99996362044661,0.001396751710961885,0.9962566448526966,0.0008560447228444328
2.91,-94.9999560719072,-94.9999634966706,0.0013967517341093446,0.9962520279815082,0.0008576576819783756
2.92,-94.99995595178208,-94.99996337295447,0.0013967517572494217,0.9962474395544484,0.0008592645088673731
2.93,-94.99995583171481,-94.99996324929816,0.0013967517803802952,0.9962428793991218,0.000860865226712558
2.94,-94.99995571170538,-94.99996312570167,0.0013967518035000526,0.9962383473444035,0.0008624598586178498
2.95,-94.99995559175373,-94.99996300216493,0.00139675182660669,0.9962338432204376,0.0008640484275899554
2.96,-94.99995547185986,-94.99996287868794,0.0013967518496981106,0.9962293668586377,0.0008656309565383692
2.97,-94.99995535202372,-94.99996275527066,0.0013967518727886967,0.9962249180067199,0.0008672074721068064
2.98,-94.9999552322453,-94.99996263191302,0.0013967518959017357,0.9962204963675263,0.0008687780029224952
2.99,-94.99995511252455,-94.99996250861504,0.0013967519190028288,0.9962161019405184,0.0008703425641972654
3.0,-94.99995499286143,-94.99996238537665,0.0013967519420902857,0.9962117345582278,0.0008719011786303374
3.0100000000000002,-94.99995487325594,-94.99996226219784,0.0013967519651623473,0.9962073940543339,0.0008734538688292075
3.02,-94.99995475370804,-94.99996213907856,0.0013967519882171872,0.9962030802636643,0.0008750006573096467
3.0300000000000002,-94.9999546342177,-94.9999620160188,0.001396752011252911,0.9961987930221939,0.0008765415664957019
3.04,-94.99995451478487,-94.9999618930185,0.0013967520342675558,0.9961945321670457,0.0008780766187196949
3.0500000000000003,-94.99995439540956,-94.99996177007765,0.0013967520572590912,0.9961902975364906,0.0008796058362222232
3.06,-94.9999542760917,-94.9999616471962,0.0013967520802254188,0.996186088969947,0.0008811292411521592
3.0700000000000003,-94.99995415683128,-94.99996152437414,0.0013967521031643716,0.9961819063079814,0.0008826468555666514
3.08,-94.99995403762826,-94.99996140161142,0.0013967521260737155,0.9961777493923083,0.0008841587014311228
3.09,-94.99995391848262,-94.99996127890802,0.0013967521489511479,0.9961736180657895,0.0008856648006192724
3.1,-94.99995379939432,-94.9999611562639,0.001396752171794298,0.996169512172435,0.000887165174913074
3.11,-94.99995368036335,-94.99996103367901,0.0013967521946007277,0.9961654315574026,0.0008886598460027774
3.12,-94.99995356138966,-94.99996091115335,0.00139675221736793,0.9961613760669976,0.0008901488354869072
3.13,-94.99995344247323,-94.99996078868686,0.001396752240093331,0.9961573455486737,0.0008916321648722635
3.14,-94.99995332361402,-94.99996066627955,0.001396752262774288,0.9961533398510322,0.0008931098555739217
3.15,-94.99995320481202,-94.99996054393134,0.0013967522854080906,0.9961493588238216,0.0008945819289152329
3.16,-94.99995308606718,-94.99996042164221,0.0013967523079919603,0.9961454023179392,0.0008960484061278232
3.17,-94.99995296737949,-94.99996029941215,0.0013967523305230506,0.9961414701854296,0.0008975093083515939
3.18,-94.9999528487489,-94.9999601772411,0.0013967523532010784,0.9961375621000795,0.0008989646648988989
3.19,-94.9999527301754,-94.99996005512905,0.0013967523759005004,0.9961336780247421,0.0009004144917276331
3.2,-94.99995261165893,-94.99995993307597,0.0013967523985847143,0.996129817844612,0.000901858808334117
3.21,-94.99995249319947,-94.99995981108181,0.001396752421254075,0.9961259814132496,0.0009032976356330324
3.22,-94.99995237479702,-94.99995968914654,0.0013967524439089758,0.9961221685852701,0.0009047309944516224
3.23,-94.99995225645154,-94.99995956727012,0.0013967524665498457,0.9961183792163433,0.0009061589055296913
3.24,-94.99995213816297,-94.99995944545256,0.001396752489177152,0.9961146131631938,0.0009075813895196048
3.25,-94.99995201993131,-94.99995932369379,0.0013967525117913981,0.996110870283601,0.0009089984669862899
3.2600000000000002,-94.99995190175653,-94.99995920199379,0.0013967525343931255,0.9961071504363992,0.0009104101584072345
3.27,-94.9999517836386,-94.99995908035253,0.001396752556982912,0.9961034534814773,0.0009118164841724883
3.2800000000000002,-94.99995166557747,-94.99995895876998,0.0013967525795613729,0.9960997792797792,0.0009132174645846618
3.29,-94.99995154757312,-94.9999588372461,0.0013967526021291601,0.9960961276933035,0.0009146131198589267
3.3000000000000003,-94.99995142962554,-94.99995871578086,0.0013967526246869636,0.9960924985851032,0.0009160034701230163
3.31,-94.99995131173468,-94.99995859437423,0.0013967526472355093,0.9960888918192867,0.0009173885354172251
3.3200000000000003,-94.99995119390051,-94.99995847302618,0.0013967526697755612,0.996085307261017,0.0009187683356944086
3.33,-94.99995107612303,-94.9999583517367,0.0013967526923079196,0.9960817447765116,0.0009201428908199836
3.34,-94.99995095840218,-94.99995823050571,0.0013967527148334225,0.9960782042330429,0.0009215122205719283
3.35,-94.99995084073794,-94.99995810933322,0.001396752737352945,0.9960746854989383,0.0009228763446407822
3.36,-94.99995072313027,-94.9999579882192,0.0013967527598673986,0.9960711884435799,0.0009242352826296457
3.37,-94.99995060557917,-94.99995786716359,0.0013967527823777325,0.9960677129374044,0.000925589054054181
3.38,-94.9999504880846,-94.99995774616637,0.001396752804896574,0.9960642589156586,0.0009269376750438569
3.39,-94.99995037064649,-94.99995762522751,0.0013967528273441305,0.9960608258082806,0.0009282811878404255
3.4,-94.99995025326486,-94.99995750434698,0.001396752849783008,0.996057413825944,0.0009296195942567773
3.41,-94.99995013593966,-94.99995738352476,0.0013967528722134584,0.99605402283867,0.0009309529136986523
3.42,-94.99995001867086,-94.99995726276079,0.001396752894635767,0.9960506527175206,0.0009322811654850227
3.43,-94.99994990145845,-94.99995714205507,0.0013967529170502537,0.9960473033345949,0.0009336043688483777
3.44,-94.99994978430237,-94.99995702140755,0.0013967529394572705,0.9960439745630224,0.0009349225429350092
3.45,-94.99994966720263,-94.9999569008182,0.0013967529618572015,0.996040666276958,0.0009362357068052968
3.46,-94.99994955015917,-94.99995678028701,0.0013967529842504618,0.9960373783515764,0.0009375438794339931
3.47,-94.99994943317198,-94.99995665981392,0.0013967530066374952,0.9960341106630665,0.000938847079710509
3.48,-94.99994931624101,-94.99995653939892,0.0013967530290187752,0.9960308630886258,0.0009401453264391986
3.49,-94.99994919936626,-94.99995641904196,0.0013967530513948022,0.9960276355064553,0.0009414386383396449
3.5,-94.99994908254767,-94.99995629874304,0.001396753073766104,0.9960244277957536,0.0009427270340469444
3.5100000000000002,-94.99994896578524,-94.9999561785021,0.0013967530961332337,0.9960212398367114,0.0009440105321119931
3.52,-94.99994884907892,-94.99995605831911,0.0013967531184967692,0.9960180715105064,0.0009452891510017712
3.5300000000000002,-94.99994873242869,-94.99995593819408,0.0013967531408573114,0.9960149226992969,0.0009465629090996282
3.54,-94.99994861583453,-94.99995581812692,0.001396753163215485,0.9960117932862176,0.0009478318247055685
3.5500000000000003,-94.99994849929638,-94.99995569811765,0.0013967531855719358,0.9960086831553728,0.0009490959160365365
3.56,-94.99994838281425,-94.9999555781662,0.0013967532079273298,0.9960055921918317,0.0009503552012267019
3.5700000000000003,-94.9999482663881,-94.99995545827257,0.0013967532302823532,0.9960025202816226,0.0009516096983277446
3.58,-94.99994815001789,-94.9999553384367,0.0013967532526377106,0.9959994673117273,0.0009528594253091401
3.59,-94.9999480337036,-94.99995521865858,0.0013967532749350313,0.9959964328661394,0.0009541044169403596
3.6,-94.9999479174452,-94.99995509893819,0.0013967532972158911,0.9959934170437726,0.0009553446793607533
3.61,-94.99994780124264,-94.99995497927546,0.0013967533194885102,0.995990419772831,0.0009565802281623136
3.62,-94.99994768509593,-94.9999548596704,0.0013967533417528857,0.9959874409400881,0.0009578110812089229
3.63,-94.99994756900502,-94.99995474012294,0.0013967533640089993,0.9959844804330897,0.0009590372562922382
3.64,-94.99994745296988,-94.99995462063309,0.0013967533862568144,0.9959815381401458,0.0009602587711321212
3.65,-94.99994733699049,-94.9999545012008,0.0013967534084962751,0.9959786139503217,0.0009614756433770675
3.66,-94.99994722106682,-94.99995438182606,0.0013967534307273049,0.9959757077534309,0.0009626878906046364
3.67,-94.99994710519884,-94.99995426250881,0.0013967534529498043,0.9959728194400262,0.0009638955303218806
3.68,-94.99994698938652,-94.99995414324903,0.0013967534751636505,0.9959699489013922,0.0009650985799657758
3.69,-94.99994687362982,-94.99995402404669,0.0013967534973686952,0.9959670960295367,0.00096629705690365
3.7,-94.99994675792875,-94.99995390490177,0.0013967535195647629,0.9959642607171828,0.0009674909784336142
3.71,-94.99994664228325,-94.99995378581423,0.0013967535417516495,0.9959614428577608,0.0009686803617849903
3.72,-94.9999465266933,-94.99995366678404,0.0013967535639291216,0.9959586423454001,0.0009698652241187425
3.73,-94.99994641115886,-94.99995354781117,0.001396753586096914,0.9959558590749208,0.0009710455825279058
3.74,-94.99994629567992,-94.9999534288956,0.0013967536082547282,0.9959530929418263,0.0009722214540380162
3.75,-94.99994618025643,-94.99995331003728,0.0013967536304022316,0.9959503438422942,0.0009733928556075398
3.7600000000000002,-94.99994606488839,-94.9999531912362,0.0013967536525390557,0.9959476116731691,0.0009745598041283032
3.77,-94.99994594957576,-94.99995307249233,0.001396753674664794,0.995944896331954,0.0009757223164259224
3.7800000000000002,-94.99994583431851,-94.99995295380563,0.0013967536967790016,0.995942197716802,0.000976880409260233
3.79,-94.99994571911661,-94.99995283517607,0.0013967537188811926,0.995939515726509,0.0009780340993257193
3.8000000000000003,-94.99994560397002,-94.99995271660363,0.0013967537409708389,0.9959368502605045,0.0009791834032519444
3.81,-94.99994548887874,-94.99995259808826,0.0013967537630473694,0.9959342012188444,0.0009803283376039796
3.8200000000000003,-94.99994537384273,-94.99995247962995,0.0013967537851101676,0.9959315685022022,0.0009814689188828343
3.83,-94.99994525886196,-94.99995236122867,0.0013967538071585704,0.9959289520118618,0.0009826051635258852
3.84,-94.99994514393639,-94.99995224288438,0.0013967538291918668,0.9959263516497083,0.0009837370879073062
3.85,-94.99994502906601,-94.99995212459706,0.0013967538512092957,0.9959237673182205,0.000984864708338498
3.86,-94.99994491425079,-94.99995200636667,0.0013967538732100459,0.9959211989204628,0.0009859880410685179
3.87,-94.99994479949069,-94.99995188819318,0.0013967538952426633,0.9959186462749184,0.0009871071081389066
3.88,-94.9999446847857,-94.99995177007656,0.0013967539172877758,0.9959161093176033,0.0009882219234888302
3.89,-94.99994457013578,-94.9999516520168,0.001396753939324794,0.9959135879870946,0.0009893325008588868
3.9,-94.99994445554091,-94.99995153401385,0.0013967539613535022,0.9959110821873121,0.0009904388563496682
3.91,-94.99994434100105,-94.99995141606769,0.0013967539833736574,0.9959085918226656,0.0009915410060053348
3.92,-94.99994422651619,-94.99995129817827,0.0013967540053849883,0.9959061167980464,0.0009926389658141091
3.93,-94.99994411208628,-94.9999511803456,0.0013967540273871959,0.9959036570188177,0.0009937327517087697
3.94,-94.99994399771131,-94.99995106256962,0.00139675404937995,0.9959012123908055,0.0009948223795671431
3.95,-94.99994388339125,-94.99995094485031,0.0013967540713628905,0.9958987828202902,0.0009959078652125994
3.96,-94.99994376912608,-94.99995082718763,0.0013967540933356253,0.995896368213997,0.0009969892244145434
3.97,-94.99994365491574,-94.99995070958157,0.0013967541152977293,0.9958939684790868,0.0009980664728889094
3.98,-94.99994354076023,-94.99995059203209,0.001396754137248744,0.995891583523148,0.000999139626298654
3.99,-94.99994342665951,-94.99995047453916,0.0013967541591881761,0.9958892132541861,0.00100020870025425
4.0,-94.99994331261357,-94.99995035710276,0.0013967541811154966,0.9958868575806158,0.0010012737103141794
4.01,-94.99994319862236,-94.99995023972285,0.0013967542030301398,0.9958845164112518,0.0010023346719854264
4.0200000000000005,-94.99994308468587,-94.9999501223994,0.0013967542249315023,0.9958821896552988,0.0010033916007239716
4.03,-94.99994297080406,-94.99995000513239,0.001396754246818942,0.9958798772223441,0.001004444511935285
4.04,-94.9999428569769,-94.99994988792179,0.001396754268691778,0.9958775790223469,0.001005493420974819
4.05,-94.99994274320439,-94.99994977076754,0.0013967542905492878,0.9958752949656303,0.0010065383431485024
4.0600000000000005,-94.99994262948645,-94.99994965366966,0.0013967543123907082,0.9958730249628721,0.0010075792937132343
4.07,-94.99994251582312,-94.9999495366281,0.0013967543342152328,0.9958707689250954,0.0010086162878773755
4.08,-94.99994240221432,-94.99994941964282,0.0013967543560220125,0.99586852676366,0.0010096493408012438
4.09,-94.99994228866005,-94.9999493027138,0.0013967543778101528,0.9958662983902529,0.0010106784675976068
4.1,-94.99994217516026,-94.99994918584102,0.0013967543995787148,0.9958640837168797,0.0010117036833321748
4.11,-94.99994206171495,-94.99994906902444,0.0013967544213267127,0.9958618826558553,0.0010127250030240948
4.12,-94.99994194832406,-94.99994895226402,0.0013967544430531131,0.9958596951197949,0.0010137424416464438
4.13,-94.9999418349876,-94.99994883555975,0.0013967544647568346,0.9958575210216051,0.0010147560141267218
4.14,-94.99994172170551,-94.9999487189116,0.0013967544864367466,0.9958553602744745,0.0010157657353473456
4.15,-94.99994160847778,-94.99994860231953,0.0013967545081451636,0.9958532129692375,0.0010167716120465166
4.16,-94.99994149530438,-94.99994848578353,0.0013967545298895797,0.9958510790485549,0.0010177736576966654
4.17,-94.9999413821853,-94.99994836930357,0.0013967545516230134,0.9958489582748916,0.0010187718939668555
4.18,-94.99994126912048,-94.99994825287959,0.001396754573345321,0.9958468505664364,0.001019766335383212
4.19,-94.99994115610991,-94.99994813651159,0.0013967545950563523,0.99584475584177,0.001020756996422168
4.2,-94.99994104315357,-94.99994802019954,0.0013967546167559495,0.9958426740198585,0.0010217438915108383
4.21,-94.99994093025141,-94.9999479039434,0.0013967546384439462,0.9958406050200475,0.0010227270350273935
4.22,-94.99994081740343,-94.99994778774314,0.0013967546601201684,0.995838548762055,0.0010237064413014313
4.23,-94.99994070460959,-94.99994767159875,0.0013967546817844343,0.9958365051659659,0.001024682124614351
4.24,-94.99994059186984,-94.99994755551018,0.0013967547034365532,0.9958344741522244,0.0010256540991997263
4.25,-94.9999404791842,-94.99994743947741,0.0013967547250763263,0.9958324556416287,0.001026622379243679
4.26,-94.99994036655261,-94.99994732350041,0.0013967547467035456,0.995830449555324,0.0010275869788852515
4.2700000000000005,-94.99994025397504,-94.99994720757915,0.0013967547683179946,0.9958284558147961,0.00102854791221678
4.28,-94.99994014145149,-94.99994709171361,0.0013967547899194474,0.9958264743418651,0.0010295051932842686
4.29,-94.99994002898191,-94.99994697590375,0.0013967548115076693,0.9958245050586795,0.0010304588360877617
4.3,-94.99993991656628,-94.99994686014955,0.0013967548330824156,0.9958225478877085,0.001031408854581717
4.3100000000000005,-94.99993980420457,-94.99994674445098,0.0013967548546434327,0.9958206027517372,0.0010323552626753797
4.32,-94.99993969189676,-94.999946628808,0.0013967548761904562,0.9958186695738588,0.0010332980742331548
4.33,-94.99993957964281,-94.9999465132206,0.0013967548977232129,0.9958167482774689,0.0010342373030749806
4.34,-94.99993946744272,-94.99994639768876,0.0013967549192414183,0.9958148387862592,0.0010351729629767023
4.3500000000000005,-94.99993935529642,-94.9999462822124,0.0013967549407447784,0.9958129410242106,0.0010361050676704444
4.36,-94.99993924320393,-94.99994616679156,0.001396754962232988,0.9958110549155872,0.0010370336308449845
4.37,-94.99993913116518,-94.99994605142616,0.0013967549837057322,0.9958091803849297,0.0010379586661461264
4.38,-94.99993901918018,-94.99994593611619,0.001396755005162684,0.9958073173570491,0.0010388801871770732
4.39,-94.99993890724888,-94.99994582086163,0.0013967550266035062,0.99580546575702,0.0010397982074988005
4.4,-94.99993879537125,-94.99994570566243,0.00139675504802785,0.9958036255101747,0.0010407127406304294
4.41,-94.99993868354728,-94.99994559051858,0.0013967550694353554,0.9958017965420963,0.0010416238000496008
4.42,-94.99993857177695,-94.99994547543005,0.0013967550908256506,0.9957999787786128,0.0010425313991928465
4.43,-94.99993846006022,-94.9999453603968,0.0013967551122080319,0.9957981722780889,0.0010434355448535283
4.44,-94.99993834839708,-94.99994524541883,0.001396755133594349,0.9957963771341881,0.0010443362420346127
4.45,-94.99993823678747,-94.99994513049609,0.0013967551549668373,0.9957945930361988,0.0010452335158908721
4.46,-94.9999381252314,-94.99994501562854,0.0013967551763254084,0.9957928199154026,0.0010461273794715909
4.47,-94.99993801372881,-94.99994490081619,0.0013967551976699756,0.9957910577034719,0.001047017845777916
4.48,-94.99993790227968,-94.99994478605898,0.0013967552190004516,0.9957893063324668,0.0010479049277630794
4.49,-94.999937790884,-94.99994467135689,0.001396755240316751,0.9957875657348311,0.0010487886383326191
4.5,-94.99993767954174,-94.99994455670989,0.001396755261618788,0.9957858358433896,0.0010496689903446007
4.51,-94.99993756825288,-94.99994444211795,0.001396755282906478,0.9957841165913445,0.00105054599660984
4.5200000000000005,-94.99993745701735,-94.99994432758106,0.0013967553041797367,0.9957824079122714,0.0010514196698921232
4.53,-94.99993734583518,-94.99994421309917,0.0013967553254384817,0.9957807097401171,0.0010522900229084295
4.54,-94.99993723470632,-94.99994409867227,0.00139675534668263,0.9957790220091953,0.0010531570683291525
4.55,-94.99993712363073,-94.99994398430032,0.0013967553679121005,0.9957773446541835,0.0010540208187783222
4.5600000000000005,-94.9999370126084,-94.99994386998328,0.0013967553891268125,0.99577567761012,0.0010548812868338261
4.57,-94.9999369016393,-94.99994375572116,0.0013967554103266866,0.9957740208123996,0.001055738485027631
4.58,-94.99993679072341,-94.9999436415139,0.001396755431511644,0.9957723741967716,0.0010565924258460046
4.59,-94.9999366798607,-94.99994352736148,0.0013967554526816077,0.9957707376993349,0.0010574431217297375
4.6000000000000005,-94.99993656905113,-94.99994341326388,0.0013967554738365004,0.9957691112565359,0.0010582905850743647
4.61,-94.99993645829468,-94.99994329922106,0.0013967554949762474,0.9957674948051644,0.0010591348282303868
4.62,-94.99993634759134,-94.999943185233,0.0013967555161007743,0.9957658882823502,0.0010599758635034923
4.63,-94.99993623694107,-94.99994307129967,0.0013967555372100082,0.9957642916255607,0.0010608137031547788
4.64,-94.99993612634384,-94.99994295742104,0.0013967555583038775,0.9957627047725961,0.0010616483594009748
4.65,-94.99993601579963,-94.9999428435971,0.0013967555793823118,0.995761127661587,0.0010624798444146615
4.66,-94.99993590530842,-94.9999427298278,0.0013967556004452419,0.9957595602309907,0.0010633081703244939
4.67,-94.99993579487017,-94.99994261611312,0.0013967556214926002,0.9957580024195879,0.001064133349215423
4.68,-94.99993568448485,-94.99994250245302,0.0013967556425243204,0.9957564541664793,0.0010649553931289177
4.69,-94.99993557415246,-94.9999423888475,0.0013967556635403374,0.9957549154110823,0.0010657743140631854
4.7,-94.99993546387296,-94.9999422752965,0.0013967556845405885,0.9957533860931276,0.0010665901239733946
4.71,-94.9999353536463,-94.99994216180004,0.001396755705531804,0.9957518661787025,0.0010674028335117092
4.72,-94.99993524347249,-94.99994204835804,0.001396755726546678,0.9957503557337587,0.0010682124484709236
4.73,-94.99993513335149,-94.99994193497051,0.0013967557475523848,0.9957488545732925,0.001069018986757768
4.74,-94.99993502328326,-94.9999418216374,0.0013967557685493634,0.9957473626401552,0.00106982246006548
4.75,-94.99993491326781,-94.9999417083587,0.001396755789538074,0.9957458798775695,0.0010706228800417407
4.76,-94.99993480330507,-94.99994159513437,0.0013967558105189982,0.9957444062291273,0.0010714202582888333
4.7700000000000005,-94.99993469339505,-94.99994148196438,0.00139675583149264,0.995742941638788,0.001072214606363804
4.78,-94.9999345835377,-94.99994136884872,0.0013967558524595259,0.9957414860508755,0.0010730059357786203
4.79,-94.99993447373299,-94.99994125578735,0.0013967558734202044,0.9957400394100776,0.0010737942580003317
4.8,-94.99993436398093,-94.99994114278023,0.0013967558943752479,0.995738601661442,0.0010745795844512294
4.8100000000000005,-94.99993425428146,-94.99994102982737,0.0013967559153252522,0.995737172750376,0.001075361926509005
4.82,-94.99993414463457,-94.99994091692871,0.0013967559362708364,0.9957357526226431,0.0010761412955069113
4.83,-94.99993403504023,-94.99994080408422,0.0013967559572126446,0.995734341224362,0.0010769177027339213
4.84,-94.9999339254984,-94.9999406912939,0.001396755978151345,0.9957329385020033,0.001077691159434888
4.8500000000000005,-94.99993381600908,-94.9999405785577,0.0013967559990876316,0.9957315444023885,0.0010784616768107044
4.86,-94.99993370657222,-94.9999404658756,0.0013967560200222227,0.9957301588726876,0.0010792292660184626
4.87,-94.9999335971878,-94.99994035324758,0.001396756040955863,0.9957287818604162,0.0010799939381716142
4.88,-94.99993348785583,-94.99994024067361,0.0013967560618893232,0.9957274133134348,0.0010807557043401293
4.89,-94.99993337857623,-94.99994012815365,0.001396756082823401,0.9957260531799458,0.0010815145755506564
4.9,-94.999933269349,-94.99994001568768,0.0013967561037589202,0.9957247014084913,0.0010822705627866827
4.91,-94.99993316017411,-94.99993990327569,0.0013967561246967322,0.9957233579479517,0.0010830236769886923
4.92,-94.99993305105153,-94.99993979091762,0.0013967561456377162,0.9957220227475432,0.0010837739290543277
4.93,-94.99993294198126,-94.99993967861347,0.0013967561665827793,0.9957206957568154,0.001084521329838548
4.94,-94.99993283296324,-94.99993956636321,0.0013967561875328574,0.9957193769256499,0.0010852658901537894
4.95,-94.99993272399746,-94.9999394541668,0.0013967562084889141,0.9957180662042577,0.0010860076207701245
4.96,-94.99993261508389,-94.99993934202423,0.0013967562294519432,0.9957167635431773,0.0010867465324154223
4.97,-94.9999325062225,-94.99993922993546,0.0013967562504229678,0.9957154688932726,0.0010874826357755076
4.98,-94.99993239741329,-94.99993911790047,0.0013967562714030405,0.9957141822057306,0.0010882159414943209
4.99,-94.9999322886562,-94.99993900591922,0.001396756292393245,0.99571290343206,0.0010889464601740774
5.0,-94.99993217995123,-94.9999388939917,0.0013967563132278925,0.9957116325026275,0.0010896742039773696
5.01,-94.99993207129835,-94.99993878211787,0.001396756334046915,0.995710369387434,0.0010903991820905574
5.0200000000000005,-94.99993196269753,-94.99993867029771,0.0013967563548525192,0.9957091140390711,0.0010911214049817387
5.03,-94.99993185414874,-94.99993855853118,0.0013967563756439913,0.9957078664100641,0.0010918408831062868
5.04,-94.99993174565195,-94.99993844681828,0.0013967563964205746,0.995706626453239,0.0010925576268793645
5.05,-94.99993163720715,-94.99993833515897,0.0013967564171814698,0.9957053941217208,0.0010932716466760942
5.0600000000000005,-94.99993152881432,-94.99993822355322,0.001396756437925833,0.9957041693689311,0.0010939829528317298
5.07,-94.9999314204734,-94.999938112001,0.001396756458652776,0.9957029521485862,0.0010946915556418297
5.08,-94.9999313121844,-94.9999380005023,0.0013967564793613643,0.9957017424146943,0.0010953974653624265
5.09,-94.99993120394728,-94.99993788905707,0.001396756500050617,0.9957005401215535,0.0010961006922102004
5.1000000000000005,-94.99993109576201,-94.9999377776653,0.001396756520719506,0.9956993452237498,0.0010968012463626509
5.11,-94.99993098762857,-94.99993766632694,0.001396756541366954,0.9956981576761544,0.0010974991379582666
5.12,-94.99993087954694,-94.99993755504201,0.0013967565619918349,0.9956969774339217,0.0010981943770966996
5.13,-94.99993077151709,-94.99993744381044,0.0013967565825929724,0.9956958044524871,0.0010988869738389351
5.14,-94.99993066353899,-94.99993733263221,0.0013967566031691393,0.9956946386875644,0.0010995769382074643
5.15,-94.99993055561261,-94.99993722150732,0.001396756623719056,0.9956934800951441,0.0011002642801864557
5.16,-94.99993044773794,-94.99993711043572,0.0013967566442413906,0.9956923286314908,0.001100949009721927
5.17,-94.99993033991495,-94.99993699941739,0.0013967566647347573,0.9956911842531408,0.0011016311367219162
5.18,-94.99993023214361,-94.9999368884523,0.0013967566851977155,0.9956900469169004,0.0011023106710566545
5.19,-94.9999301244239,-94.99993677754043,0.0013967567056287697,0.9956889165798428,0.0011029876225587371
5.2,-94.99993001675578,-94.99993666668173,0.0013967567260263678,0.9956877931993068,0.001103662001023295
5.21,-94.99992990913925,-94.99993655587622,0.0013967567463889002,0.9956866767328938,0.0011043338162081671
5.22,-94.99992980157427,-94.99993644512382,0.0013967567667146996,0.995685567138466,0.0011050030778340717
5.23,-94.99992969406081,-94.99993633442455,0.00139675678700204,0.995684464374144,0.0011056697955847783
5.24,-94.99992958659885,-94.99993622377836,0.0013967568072491348,0.9956833683983044,0.0011063339791072793
5.25,-94.99992947918838,-94.99993611318521,0.0013967568274541372,0.9956822791695779,0.0011069956380119616
5.26,-94.99992937182935,-94.99993600264511,0.001396756847615139,0.9956811966468465,0.0011076547818727781
5.2700000000000005,-94.99992926452174,-94.999935892158,0.001396756867730169,0.995680120789242,0.0011083114202274208
5.28,-94.99992915726553,-94.99993578172388,0.001396756888216258,0.9956790515303371,0.0011089655643507581
5.29,-94.99992905006067,-94.99993567134271,0.0013967569087963616,0.9956779888466865,0.0011096172225450423
5.3,-94.99992894290718,-94.99993556101447,0.0013967569293727414,0.9956769327040418,0.0011102664038357864
5.3100000000000005,-94.999928835805,-94.99993545073913,0.0013967569499452966,0.9956758830623788,0.0011109131176263586
5.32,-94.99992872875411,-94.99993534051666,0.00139675697051391,0.9956748398819076,0.0011115573732849385
5.33,-94.9999286217545,-94.99993523034703,0.0013967569910784481,0.9956738031230719,0.0011121991801446907
5.34,-94.99992851480614,-94.99993512023023,0.0013967570116387607,0.9956727727465451,0.001112838547503939
5.3500000000000005,-94.99992840790901,-94.99993501016623,0.0013967570321946799,0.995671748713229,0.0011134754846263406
5.36,-94.99992830106308,-94.99993490015498,0.0013967570527460206,0.9956707309842515,0.001114110000741059
5.37,-94.9999281942683,-94.99993479019649,0.00139675707329258,0.9956697195209637,0.0011147421050429398
5.38,-94.9999280875247,-94.9999346802907,0.0013967570938341362,0.9956687142849383,0.0011153718066926825
5.39,-94.9999279808322,-94.99993457043762,0.00139675711437045,0.9956677152379667,0.001115999114817016
5.4,-94.9999278741908,-94.99993446063719,0.0013967571349012618,0.9956667223420574,0.0011166240385088724
5.41,-94.99992776760047,-94.9999343508894,0.001396757155426294,0.9956657355594332,0.00111724658682756
5.42,-94.9999276610612,-94.99993424119423,0.0013967571759452484,0.9956647548525288,0.0011178667687989383
5.43,-94.99992755457293,-94.99993413155163,0.0013967571964578073,0.9956637801839893,0.001118484593415591
5.44,-94.99992744813568,-94.9999340219616,0.001396757216963632,0.9956628115166667,0.0011191000696370015
5.45,-94.9999273417494,-94.9999339124241,0.001396757237462364,0.9956618488136191,0.0011197132063897248
