t,OVA,O2VAD1
5.74,204.5071464796921,2.3612293372883762e-07
5.75,204.5071464796726,2.361217569775028e-07
5.76,204.50714647965307,2.3612058022616795e-07
5.7700000000000005,204.50714647963355,2.361194034748331e-07
5.78,204.50714647961405,2.3611822672349824e-07
5.79,204.50714647959452,2.3611704997216342e-07
5.8,204.507146479575,2.3611587322082857e-07
5.8100000000000005,204.5071464795555,2.3611469646949372e-07
5.82,204.50714647953598,2.3611351971815886e-07
5.83,204.50714647951645,2.3611234296682404e-07
5.84,204.50714647949692,2.361111662154892e-07
5.8500000000000005,204.50714647947743,2.3610998946415434e-07
5.86,204.5071464794579,2.3610881271281948e-07
5.87,204.50714647943838,2.3610763596148466e-07
5.88,204.50714647941888,2.361064592101498e-07
5.89,204.50714647939935,2.3610528245881496e-07
5.9,204.50714647937983,2.3610410570748013e-07
5.91,204.50714647936033,2.3610292895614528e-07
5.92,204.5071464793408,2.3610175220481043e-07
5.93,204.50714647932128,2.3610057545347558e-07
5.94,204.50714647930178,2.3609939870214075e-07
5.95,204.50714647928226,2.360982219508059e-07
5.96,204.50714647926273,2.3609704519947105e-07
5.97,204.50714647924323,2.360958684481362e-07
5.98,204.5071464792237,2.3609469169680137e-07
5.99,204.50714647920418,2.3609351494546652e-07
6.0,204.50714647918468,2.3609233819413167e-07
6.01,204.50714647916516,2.3609116144279682e-07
6.0200000000000005,204.50714647914563,2.36089984691462e-07
6.03,204.5071464791261,2.3608880794012714e-07
6.04,204.5071464791066,2.360876311887923e-07
6.05,204.50714647908708,2.3608645443745746e-07
6.0600000000000005,204.50714647906756,2.360852776861226e-07
6.07,204.50714647904806,2.3608410093478776e-07
6.08,204.50714647902853,2.360829241834529e-07
6.09,204.507146479009,2.3608174743211808e-07
6.1000000000000005,204.5071464789895,2.3608057068078323e-07
6.11,204.50714647897,2.3607939392944838e-07
6.12,204.50714647895046,2.3607821717811353e-07
6.13,204.50714647893096,2.360770404267787e-07
6.140000000000001,204.50714647891144,2.3607586367544385e-07
6.15,204.5071464788919,2.36074686924109e-07
6.16,204.50714647887241,2.3607351017277415e-07
6.17,204.5071464788529,2.3607233342143933e-07
6.18,204.50714647883336,2.3607115667010447e-07
6.19,204.50714647881387,2.3606997991876962e-07
6.2,204.50714647879434,2.360688031674348e-07
6.21,204.5071464787748,2.3606762641609995e-07
6.22,204.5071464787553,2.360664496647651e-07
6.23,204.5071464787358,2.3606527291343024e-07
6.24,204.50714647871627,2.3606409616209542e-07
6.25,204.50714647869674,2.3606291941076057e-07
6.26,204.50714647867724,2.3606174265942571e-07
6.2700000000000005,204.50714647865772,2.3606056590809086e-07
6.28,204.5071464786382,2.3605938915675604e-07
6.29,204.5071464786187,2.3605821240542119e-07
6.3,204.50714647859917,2.3605703565408633e-07
6.3100000000000005,204.50714647857964,2.3605585890275148e-07
6.32,204.50714647856014,2.3605468215141666e-07
6.33,204.50714647854062,2.360535054000818e-07
6.34,204.5071464785211,2.3605232864874696e-07
6.3500000000000005,204.5071464785016,2.3605115189741213e-07
6.36,204.50714647848207,2.3604997514607728e-07
6.37,204.50714647846254,2.3604879839474243e-07
6.38,204.50714647844305,2.3604762164340758e-07
6.390000000000001,204.50714647842352,2.3604644489207275e-07
6.4,204.507146478404,2.360452681407379e-07
6.41,204.50714647838447,2.3604409138940305e-07
6.42,204.50714647836497,2.360429146380682e-07
6.43,204.50714647834545,2.3604173788673337e-07
6.44,204.50714647832592,2.3604056113539852e-07
6.45,204.50714647830642,2.3603938438406367e-07
6.46,204.5071464782869,2.3603820763272882e-07
6.47,204.50714647826737,2.36037030881394e-07
6.48,204.50714647824788,2.3603585413005914e-07
6.49,204.50714647822835,2.360346773787243e-07
6.5,204.50714647820882,2.3603350062738946e-07
6.51,204.50714647818933,2.360323238760546e-07
6.5200000000000005,204.5071464781698,2.3603114712471976e-07
6.53,204.50714647815028,2.360299703733849e-07
6.54,204.50714647813078,2.3602879362205008e-07
6.55,204.50714647811125,2.3602761687071523e-07
6.5600000000000005,204.50714647809173,2.3602644011938038e-07
6.57,204.50714647807223,2.3602526336804553e-07
6.58,204.5071464780527,2.360240866167107e-07
6.59,204.50714647803318,2.3602290986537585e-07
6.6000000000000005,204.50714647801368,2.36021733114041e-07
6.61,204.50714647799416,2.3602055636270615e-07
6.62,204.50714647797463,2.3601937961137132e-07
6.63,204.5071464779551,2.3601820286003647e-07
6.640000000000001,204.5071464779356,2.3601702610870162e-07
6.65,204.50714647791608,2.360158493573668e-07
6.66,204.50714647789655,2.3601467260603194e-07
6.67,204.50714647787706,2.360134958546971e-07
6.68,204.50714647785753,2.3601231910336224e-07
6.69,204.507146477838,2.3601114235202742e-07
6.7,204.5071464778185,2.3600996560069256e-07
6.71,204.50714647779898,2.360087888493577e-07
6.72,204.50714647777946,2.3600761209802286e-07
6.73,204.50714647775996,2.3600643534668804e-07
6.74,204.50714647774043,2.3600525859535318e-07
6.75,204.5071464777209,2.3600408184401833e-07
6.76,204.5071464777014,2.3600290509268348e-07
6.7700000000000005,204.50714647768189,2.3600172834134866e-07
6.78,204.50714647766236,2.360005515900138e-07
6.79,204.50714647764286,2.3599937483867895e-07
6.8,204.50714647762334,2.3599819808734413e-07
6.8100000000000005,204.5071464776038,2.3599702133600928e-07
6.82,204.50714647758429,2.3599584458467443e-07
6.83,204.5071464775648,2.3599466783333957e-07
6.84,204.50714647754526,2.3599349108200475e-07
6.8500000000000005,204.50714647752574,2.359923143306699e-07
6.86,204.50714647750624,2.3599113757933505e-07
6.87,204.5071464774867,2.359899608280002e-07
6.88,204.5071464774672,2.3598878407666537e-07
6.890000000000001,204.5071464774477,2.3598760732533052e-07
6.9,204.50714647742817,2.3598643057399567e-07
6.91,204.50714647740864,2.3598525382266081e-07
6.92,204.50714647738914,2.35984077071326e-07
6.93,204.50714647736962,2.3598290031999114e-07
6.94,204.5071464773501,2.3598172356865629e-07
6.95,204.5071464773306,2.3598054681732146e-07
6.96,204.50714647731107,2.359793700659866e-07
6.97,204.50714647729154,2.3597819331465176e-07
6.98,204.50714647727204,2.359770165633169e-07
6.99,204.50714647725252,2.3597583981198208e-07
7.0,204.507146477233,2.3597466306064723e-07
7.01,204.50714647721347,2.3597348630931238e-07
7.0200000000000005,204.50714647719397,2.3597230955797753e-07
7.03,204.50714647717444,2.359711328066427e-07
7.04,204.50714647715492,2.3596995605530785e-07
7.05,204.50714647713542,2.35968779303973e-07
7.0600000000000005,204.5071464771159,2.3596760255263815e-07
7.07,204.50714647709637,2.3596642580130332e-07
7.08,204.50714647707687,2.3596524904996847e-07
7.09,204.50714647705735,2.3596407229863362e-07
7.1000000000000005,204.50714647703782,2.359628955472988e-07
7.11,204.50714647701832,2.3596171879596394e-07
7.12,204.5071464769988,2.359605420446291e-07
7.13,204.50714647697927,2.3595936529329424e-07
7.140000000000001,204.50714647695978,2.3595818854195941e-07
7.15,204.50714647694025,2.3595701179062456e-07
7.16,204.50714647692072,2.359558350392897e-07
7.17,204.50714647690123,2.3595465828795486e-07
7.18,204.5071464768817,2.3595348153662004e-07
7.19,204.50714647686218,2.3595230478528518e-07
7.2,204.50714647684265,2.3595112803395033e-07
7.21,204.50714647682315,2.3594995128261548e-07
7.22,204.50714647680363,2.3594877453128066e-07
7.23,204.5071464767841,2.359475977799458e-07
7.24,204.5071464767646,2.3594642102861095e-07
7.25,204.50714647674508,2.3594524427727613e-07
7.26,204.50714647672555,2.3594406752594128e-07
7.2700000000000005,204.50714647670605,2.3594289077460642e-07
7.28,204.50714647668653,2.3594171402327157e-07
7.29,204.507146476667,2.3594053727193675e-07
7.3,204.5071464766475,2.359393605206019e-07
7.3100000000000005,204.50714647662798,2.3593818376926704e-07
7.32,204.50714647660845,2.359370070179322e-07
7.33,204.50714647658896,2.3593583026659737e-07
7.34,204.50714647656943,2.3593465351526252e-07
7.3500000000000005,204.5071464765499,2.3593347676392766e-07
7.36,204.5071464765304,2.3593230001259284e-07
7.37,204.50714647651088,2.35931123261258e-07
7.38,204.50714647649136,2.3592994650992314e-07
7.390000000000001,204.50714647647186,2.3592876975858829e-07
7.4,204.50714647645233,2.3592759300725346e-07
7.41,204.5071464764328,2.359264162559186e-07
7.42,204.50714647641328,2.3592523950458376e-07
7.43,204.50714647639379,2.359240627532489e-07
7.44,204.50714647637426,2.3592288600191408e-07
7.45,204.50714647635473,2.3592170925057923e-07
7.46,204.50714647633524,2.3592053249924438e-07
7.47,204.5071464763157,2.3591935574790953e-07
7.48,204.50714647629619,2.359181789965747e-07
7.49,204.5071464762767,2.3591700224523985e-07
7.5,204.50714647625716,2.35915825493905e-07
7.51,204.50714647623764,2.3591464874257017e-07
7.5200000000000005,204.50714647621814,2.3591347199123532e-07
7.53,204.5071464761986,2.3591229523990047e-07
7.54,204.5071464761791,2.3591111848856562e-07
7.55,204.5071464761596,2.359099417372308e-07
7.5600000000000005,204.50714647614006,2.3590876498589594e-07
7.57,204.50714647612054,2.359075882345611e-07
7.58,204.50714647610104,2.3590641148322624e-07
7.59,204.50714647608152,2.3590523473189141e-07
7.6000000000000005,204.507146476062,2.3590405798055656e-07
7.61,204.50714647604246,2.359028812292217e-07
7.62,204.50714647602297,2.3590170447788686e-07
7.63,204.50714647600344,2.3590052772655203e-07
7.640000000000001,204.50714647598392,2.3589935097521718e-07
7.65,204.50714647596442,2.3589817422388233e-07
7.66,204.5071464759449,2.358969974725475e-07
7.67,204.50714647592537,2.3589582072121265e-07
7.68,204.50714647590587,2.358946439698778e-07
7.69,204.50714647588634,2.3589346721854295e-07
7.7,204.50714647586682,2.3589229046720813e-07
7.71,204.50714647584732,2.3589111371587327e-07
7.72,204.5071464758278,2.3588993696453842e-07
7.73,204.50714647580827,2.3588876021320357e-07
7.74,204.50714647578877,2.3588758346186875e-07
7.75,204.50714647576925,2.358864067105339e-07
7.76,204.50714647574972,2.3588522995919904e-07
7.7700000000000005,204.50714647573022,2.358840532078642e-07
7.78,204.5071464757107,2.3588287645652937e-07
7.79,204.50714647569117,2.3588169970519451e-07
7.8,204.50714647567165,2.3588052295385966e-07
7.8100000000000005,204.50714647565215,2.3587934620252484e-07
7.82,204.50714647563262,2.3587816945119e-07
7.83,204.5071464756131,2.3587699269985514e-07
7.84,204.5071464755936,2.3587581594852028e-07
7.8500000000000005,204.50714647557407,2.3587463919718546e-07
7.86,204.50714647555455,2.358734624458506e-07
7.87,204.50714647553505,2.3587228569451576e-07
7.88,204.50714647551553,2.358711089431809e-07
7.890000000000001,204.507146475496,2.3586993219184608e-07
7.9,204.5071464754765,2.3586875544051123e-07
7.91,204.50714647545698,2.3586757868917638e-07
7.92,204.50714647543745,2.3586640193784152e-07
7.930000000000001,204.50714647541795,2.358652251865067e-07
7.94,204.50714647539843,2.3586404843517185e-07
7.95,204.5071464753789,2.35862871683837e-07
7.96,204.5071464753594,2.3586169493250217e-07
7.97,204.50714647533988,2.3586051818116732e-07
7.98,204.50714647532035,2.3585934142983247e-07
7.99,204.50714647530083,2.3585816467849762e-07
8.0,204.50714647528133,2.358569879271628e-07
8.01,204.5071464752618,2.3585581117582794e-07
8.02,204.50714647524228,2.358546344244931e-07
8.03,204.50714647522278,2.3585345767315824e-07
8.040000000000001,204.50714647520326,2.358522809218234e-07
8.05,204.50714647518373,2.3585110417048856e-07
8.06,204.50714647516423,2.358499274191537e-07
8.07,204.5071464751447,2.3584875066781886e-07
8.08,204.50714647512518,2.3584757391648403e-07
8.09,204.50714647510569,2.3584639716514918e-07
8.1,204.50714647508616,2.3584522041381433e-07
8.11,204.50714647506663,2.358440436624795e-07
8.120000000000001,204.50714647504714,2.3584286691114465e-07
8.13,204.5071464750276,2.358416901598098e-07
8.14,204.50714647500808,2.3584051340847495e-07
8.15,204.5071464749886,2.3583933665714012e-07
8.16,204.50714647496906,2.3583815990580527e-07
8.17,204.50714647494954,2.3583698315447042e-07
8.18,204.50714647493004,2.3583580640313557e-07
8.19,204.5071464749105,2.3583462965180074e-07
8.2,204.507146474891,2.358334529004659e-07
8.21,204.50714647487146,2.3583227614913104e-07
8.22,204.50714647485196,2.358310993977962e-07
8.23,204.50714647483244,2.3582992264646137e-07
8.24,204.5071464748129,2.3582874589512651e-07
8.25,204.50714647479342,2.3582756914379166e-07
8.26,204.5071464747739,2.3582639239245684e-07
8.27,204.50714647475436,2.3582521564112199e-07
8.28,204.50714647473487,2.3582403888978713e-07
8.290000000000001,204.50714647471534,2.3582286213845228e-07
8.3,204.50714647469582,2.3582168538711746e-07
8.31,204.50714647467632,2.358205086357826e-07
8.32,204.5071464746568,2.3581933188444775e-07
8.33,204.50714647463727,2.358181551331129e-07
8.34,204.50714647461777,2.3581697838177808e-07
8.35,204.50714647459824,2.3581580163044323e-07
8.36,204.50714647457872,2.3581462487910837e-07
8.370000000000001,204.50714647455922,2.3581344812777352e-07
8.38,204.5071464745397,2.358122713764387e-07
8.39,204.50714647452017,2.3581109462510385e-07
8.4,204.50714647450064,2.35809917873769e-07
8.41,204.50714647448115,2.3580874112243417e-07
8.42,204.50714647446162,2.3580756437109932e-07
8.43,204.5071464744421,2.3580638761976447e-07
8.44,204.5071464744226,2.3580521086842962e-07
8.45,204.50714647440307,2.358040341170948e-07
8.46,204.50714647438355,2.3580285736575994e-07
8.47,204.50714647436405,2.358016806144251e-07
8.48,204.50714647434452,2.3580050386309024e-07
8.49,204.507146474325,2.357993271117554e-07
8.5,204.5071464743055,2.3579815036042056e-07
8.51,204.50714647428597,2.357969736090857e-07
8.52,204.50714647426645,2.3579579685775086e-07
8.53,204.50714647424695,2.3579462010641603e-07
8.540000000000001,204.50714647422743,2.3579344335508118e-07
8.55,204.5071464742079,2.3579226660374633e-07
8.56,204.5071464741884,2.357910898524115e-07
8.57,204.50714647416888,2.3578991310107665e-07
8.58,204.50714647414935,2.357887363497418e-07
8.59,204.50714647412983,2.3578755959840695e-07
8.6,204.50714647411033,2.3578638284707212e-07
8.61,204.5071464740908,2.3578520609573727e-07
8.620000000000001,204.50714647407128,2.3578402934440242e-07
8.63,204.50714647405178,2.3578285259306757e-07
8.64,204.50714647403225,2.3578167584173274e-07
8.65,204.50714647401273,2.357804990903979e-07
8.66,204.50714647399323,2.3577932233906304e-07
8.67,204.5071464739737,2.357781455877282e-07
8.68,204.50714647395418,2.3577696883639336e-07
8.69,204.50714647393468,2.357757920850585e-07
8.700000000000001,204.50714647391516,2.3577461533372366e-07
8.71,204.50714647389563,2.3577343858238884e-07
8.72,204.50714647387613,2.3577226183105398e-07
8.73,204.5071464738566,2.3577108507971913e-07
8.74,204.50714647383708,2.3576990832838428e-07
8.75,204.50714647381758,2.3576873157704946e-07
8.76,204.50714647379806,2.357675548257146e-07
8.77,204.50714647377853,2.3576637807437975e-07
8.78,204.50714647375904,2.357652013230449e-07
8.790000000000001,204.5071464737395,2.3576402457171008e-07
8.8,204.50714647371998,2.3576284782037522e-07
8.81,204.50714647370046,2.3576167106904037e-07
8.82,204.50714647368096,2.3576049431770552e-07
8.83,204.50714647366144,2.357593175663707e-07
8.84,204.5071464736419,2.3575814081503585e-07
8.85,204.5071464736224,2.35756964063701e-07
8.86,204.5071464736029,2.3575578731236617e-07
8.870000000000001,204.50714647358336,2.3575461056103132e-07
8.88,204.50714647356386,2.3575343380969647e-07
8.89,204.50714647354434,2.3575225705836161e-07
8.9,204.5071464735248,2.357510803070268e-07
8.91,204.50714647350532,2.3574990355569194e-07
8.92,204.5071464734858,2.3574872680435709e-07
8.93,204.50714647346626,2.3574755005302223e-07
8.94,204.50714647344677,2.357463733016874e-07
8.950000000000001,204.50714647342724,2.3574519655035256e-07
8.96,204.50714647340772,2.357440197990177e-07
8.97,204.50714647338822,2.3574284304768285e-07
8.98,204.5071464733687,2.3574166629634803e-07
8.99,204.50714647334917,2.3574048954501318e-07
9.0,204.50714647332964,2.3573931279367833e-07
9.01,204.50714647331014,2.357381360423435e-07
9.02,204.50714647329062,2.3573695929100865e-07
9.03,204.5071464732711,2.357357825396738e-07
9.040000000000001,204.5071464732516,2.3573460578833895e-07
9.05,204.50714647323207,2.3573342903700412e-07
9.06,204.50714647321254,2.3573225228566927e-07
9.07,204.50714647319305,2.3573107553433442e-07
9.08,204.50714647317352,2.3572989878299957e-07
9.09,204.507146473154,2.3572872203166474e-07
9.1,204.5071464731345,2.357275452803299e-07
9.11,204.50714647311497,2.3572636852899504e-07
9.120000000000001,204.50714647309545,2.357251917776602e-07
9.13,204.50714647307595,2.3572401502632536e-07
9.14,204.50714647305642,2.357228382749905e-07
9.15,204.5071464730369,2.3572166152365566e-07
9.16,204.5071464730174,2.3572048477232083e-07
9.17,204.50714647299787,2.3571930802098598e-07
9.18,204.50714647297835,2.3571813126965113e-07
9.19,204.50714647295882,2.3571695451831628e-07
9.200000000000001,204.50714647293933,2.3571577776698145e-07
9.21,204.5071464729198,2.357146010156466e-07
9.22,204.50714647290027,2.3571342426431175e-07
9.23,204.50714647288078,2.357122475129769e-07
9.24,204.50714647286125,2.3571107076164207e-07
9.25,204.50714647284173,2.3570989401030722e-07
9.26,204.50714647282223,2.3570871725897237e-07
9.27,204.5071464728027,2.3570754050763752e-07
9.28,204.50714647278318,2.357063637563027e-07
9.290000000000001,204.50714647276368,2.3570518700496784e-07
9.3,204.50714647274415,2.35704010253633e-07
9.31,204.50714647272463,2.3570283350229817e-07
9.32,204.50714647270513,2.3570165675096332e-07
9.33,204.5071464726856,2.3570047999962846e-07
9.34,204.50714647266608,2.356993032482936e-07
9.35,204.50714647264658,2.356981264969588e-07
9.36,204.50714647262706,2.3569694974562394e-07
9.370000000000001,204.50714647260753,2.3569577299428908e-07
9.38,204.507146472588,2.3569459624295423e-07
9.39,204.5071464725685,2.356934194916194e-07
9.4,204.50714647254898,2.3569224274028456e-07
9.41,204.50714647252946,2.356910659889497e-07
9.42,204.50714647250996,2.3568988923761485e-07
9.43,204.50714647249043,2.3568871248628003e-07
9.44,204.5071464724709,2.3568753573494518e-07
9.450000000000001,204.5071464724514,2.3568635898361032e-07
9.46,204.50714647243188,2.356851822322755e-07
9.47,204.50714647241236,2.3568400548094065e-07
9.48,204.50714647239286,2.356828287296058e-07
9.49,204.50714647237334,2.3568165197827095e-07
9.5,204.5071464723538,2.3568047522693612e-07
9.51,204.5071464723343,2.3567929847560127e-07
9.52,204.5071464723148,2.3567812172426642e-07
9.53,204.50714647229526,2.3567694497293157e-07
9.540000000000001,204.50714647227576,2.3567576822159674e-07
9.55,204.50714647225624,2.356745914702619e-07
9.56,204.5071464722367,2.3567341471892704e-07
9.57,204.50714647221722,2.3567223796759219e-07
9.58,204.5071464721977,2.3567106121625736e-07
9.59,204.50714647217816,2.356698844649225e-07
9.6,204.50714647215864,2.3566870771358766e-07
9.61,204.50714647213914,2.3566753096225283e-07
9.620000000000001,204.50714647211962,2.3566635421091798e-07
9.63,204.5071464721001,2.3566517745958313e-07
9.64,204.5071464720806,2.3566400070824828e-07
9.65,204.50714647206107,2.3566282395691345e-07
9.66,204.50714647204154,2.356616472055786e-07
9.67,204.50714647202204,2.3566047045424375e-07
9.68,204.50714647200252,2.356592937029089e-07
9.69,204.507146471983,2.3565811695157407e-07
9.700000000000001,204.5071464719635,2.3565694020023922e-07
9.71,204.50714647194397,2.3565576344890437e-07
9.72,204.50714647192444,2.3565458669756952e-07
9.73,204.50714647190495,2.356534099462347e-07
9.74,204.50714647188542,2.3565223319489984e-07
9.75,204.5071464718659,2.35651056443565e-07
9.76,204.5071464718464,2.3564987969223017e-07
9.77,204.50714647182687,2.3564870294089531e-07
9.78,204.50714647180735,2.3564752618956046e-07
9.790000000000001,204.50714647178782,2.356463494382256e-07
9.8,204.50714647176832,2.3564517268689079e-07
9.81,204.5071464717488,2.3564399593555593e-07
9.82,204.50714647172927,2.3564281918422108e-07
9.83,204.50714647170977,2.3564164243288623e-07
9.84,204.50714647169025,2.356404656815514e-07
9.85,204.50714647167072,2.3563928893021655e-07
9.86,204.50714647165123,2.356381121788817e-07
9.870000000000001,204.5071464716317,2.3563693542754685e-07
9.88,204.50714647161217,2.3563575867621203e-07
9.89,204.50714647159268,2.3563458192487718e-07
9.9,204.50714647157315,2.3563340517354232e-07
9.91,204.50714647155363,2.356322284222075e-07
9.92,204.50714647153413,2.3563105167087265e-07
9.93,204.5071464715146,2.356298749195378e-07
9.94,204.50714647149508,2.3562869816820294e-07
9.950000000000001,204.50714647147558,2.3562752141686812e-07
9.96,204.50714647145605,2.3562634466553327e-07
9.97,204.50714647143653,2.3562516791419842e-07
9.98,204.507146471417,2.3562399116286356e-07
9.99,204.5071464713975,2.3562281441152874e-07
