t,E,Cai,Cao,Nai,Nao,Ki,Ko,dL,fL,fL2,dT,fT,m,h,x,y,Caup,Carel
1.77,-46.12142521343816,0.0001380543474571103,2.0002819888230694,7.49021206369149,140.01854841626107,140.01920310989462,5.375966829128519,0.002286535895592875,0.33088450427961674,0.43807901326451193,0.020512469689139095,0.018184173432743374,0.4084927028363741,0.0005206565002132316,0.15795080643181802,0.04530843829455666,0.4643173547634546,0.351487255587686
1.78,-41.36192266225259,0.00020215395826093566,2.000273942868275,7.490162961606813,140.01700050125314,140.01989180093597,5.374977642353985,0.004353507149727346,0.3395824386542151,0.4266096825902148,0.04136536554373178,0.010866224387729502,0.6357497117270999,0.0002758839938100424,0.1538609976619393,0.04452011270564806,0.4624397777235301,0.3445032677665933
1.79,-28.564740094159323,0.0005286402635915001,1.9997859496720125,7.491015898712092,140.01125603380385,140.0205471244077,5.37424309112448,0.021595710889178978,0.3500058101040584,0.3933213610416904,0.21627291104266275,0.0031096074501531148,0.9499037515540028,7.05990557855353e-05,0.15609440107272005,0.04320698966766342,0.4660917158242937,0.29735498051123777
1.8,14.361493666626737,0.002230713956813667,1.99638387871772,7.494834859545379,139.99196518801702,140.02093661165785,5.374866233949703,0.8893579117841918,0.2961591634661046,0.2192026960173632,0.997334038145431,5.16730245079124e-06,0.9999792922192353,5.643555714642169e-07,0.28067340094493765,0.04028492150322125,0.48773374725995944,0.08703290471651451
1.81,15.702548102301298,0.0015499258577469789,2.0000982135877132,7.496817072660852,139.98338672743057,140.02056809711374,5.379040452569148,0.9667023265385887,0.21788812395369794,0.1231450941882477,0.9982618660375993,1.0662903404366344e-06,0.9999836515967446,1.2601422636023858e-08,0.47413558373901127,0.03677382696310825,0.5115561162089431,0.025262831062836038
1.82,13.015646888187145,0.0012757796049544948,2.0002203877994287,7.49750286065664,139.9817248391401,140.019586222273,5.385726445297598,0.955851356067328,0.1606843304841407,0.09129525000995098,0.9974055406095855,1.5221522966769665e-06,0.9999743655598382,1.6066625560967548e-08,0.6112062510433074,0.03360002346612661,0.5337438086559558,0.014152210809991527
1.83,8.260949638496427,0.0011073980797004777,1.9996583222172761,7.4980160924246615,139.98101991082692,140.01821531780416,5.393619357155814,0.9167273915175989,0.11999413430283999,0.07873296447596373,0.9944684587277973,3.051427258390238e-06,0.9999424966503203,3.1225269311599645e-08,0.6990968569248218,0.03082633738538028,0.5545712566867778,0.012526921060646987
1.84,2.440196559527158,0.0009426050781530507,1.9991638684479969,7.498617809075063,139.97995933256735,140.0166194696837,5.401826259548924,0.8240943178596266,0.09247459560873125,0.07508861647139892,0.9859673258893805,7.228254900837819e-06,0.9998435323356047,7.258253983173489e-08,0.7537131822026278,0.0284452044446047,0.5738649142028783,0.013468471059866208
1.85,-4.461726521979119,0.000761127143946233,1.998903162905627,7.499269655597319,139.97876510754367,140.01490807512772,5.4097983219308325,0.6317097995254957,0.0767666119930253,0.07699520357861443,0.9586452916019851,1.9907344888122755e-05,0.999478944334044,1.99854956554803e-07,0.7857865212957255,0.02643471564129302,0.5909519505921713,0.015838433985507133
1.86,-13.513010956790572,0.0005430679704384999,1.9990356147335482,7.499818314007651,139.97818418221144,140.0131687224293,5.417141227132468,0.3248495871191178,0.07484630415418032,0.08366989689594048,0.8470668802769861,7.21487507634216e-05,0.9974120083818305,7.546977889670662e-07,0.7989845316407534,0.024796259167698356,0.6043011458880521,0.02019409148717675
1.87,-26.68955324839641,0.00028946921145141735,1.9996897835538343,7.4999594302569825,139.97961231622486,140.01151432415162,5.423375352559551,0.07449508205861449,0.09004250247624575,0.09621708800658067,0.4187245326639652,0.00042471014176336517,0.9722189919459785,5.344326390242741e-06,0.78907110026153,0.023603039357215284,0.6104842052768944,0.02847067599166178
1.8800000000000001,-42.470717243530956,0.00011370486718863157,2.0003501417412473,7.499521132848434,139.98365496562838,140.01012538281606,5.427745231231615,0.008085346251688165,0.10662974589862524,0.11517155770125045,0.058021637035258956,0.0031813697909354186,0.6241332930727298,6.444157905104498e-05,0.7591273519480176,0.02304654880893775,0.6080309544017634,0.04129464262430362
1.8900000000000001,-54.671899122099745,5.4323738411848385e-05,2.000562241466545,7.4989766075499045,139.98779389691254,140.009155511179,5.429701819013787,0.0010318773763221462,0.11718944328457574,0.13750900785224437,0.007695876272083095,0.016025284261933642,0.11135689542795059,0.0005481449732943174,0.7237421830084502,0.023325666221341378,0.6023156474001135,0.055840209779437155
1.9000000000000001,-61.16933996928559,3.8572690099961804e-05,2.000573359200852,7.4986973482603805,139.9902735483412,140.0086002665103,5.429502991552625,0.00030558527234472526,0.12631979171613822,0.1603826565805409,0.0022663164351121793,0.04536714728701947,0.03038158699878591,0.002171415968946921,0.6834224628342698,0.024376671918714038,0.5961475616208756,0.07056894386727842
1.9100000000000001,-63.884271223118844,3.435145539023639e-05,2.0005336235511675,7.498610229307268,139.99160908834511,140.00833353677828,5.427955775799822,0.00018109972677417388,0.13510038226207546,0.18276678924759765,0.001310355531384517,0.08270067458231917,0.01723812032540907,0.004749692186796763,0.6402892350088573,0.025889373865778356,0.589955313279776,0.08519429088084278
1.92,-64.77488251931894,3.380005286462645e-05,2.000481880723844,7.498584467949425,139.99252950674057,140.00824077381023,5.425731498010779,0.000151168166581786,0.1437282470552508,0.20433264631083045,0.0010800713493824326,0.11575449554871624,0.014285702254687654,0.007296685882922301,0.597634120427886,0.027587175943517592,0.5838109918365728,0.09965406477799013
1.93,-64.86883609988048,3.459252596423748e-05,2.000429630570805,7.498551542570301,139.99339810487805,140.00825855785496,5.423194588993466,0.0001462521057053149,0.15225554008578163,0.22495872793447633,0.0010422982031909232,0.13913574798662898,0.014000995674980119,0.009155829902798009,0.557248686491111,0.029316971474063043,0.5777340882388106,0.11392452803670904
1.94,-64.61675507445274,3.5878952297825074e-05,2.0003808620633023,7.498483988782059,139.99434942428883,140.0083562410277,5.4205197504943285,0.00015072401421098265,0.1607010275038866,0.24460385520802577,0.0010768482598849437,0.15269525703008305,0.014760766296889428,0.010188924181740283,0.5197455737693109,0.031007662139548798,0.5717312396503119,0.12799279947623815
1.95,-64.2100711318285,3.7322372681616795e-05,2.000336926034114,7.498372521891548,139.99541933216622,140.0085184240481,5.417792997793164,0.0001597233462385614,0.16907315027018288,0.26326421295067204,0.0011466346179917208,0.158306508530128,0.01607474346014601,0.010522585433555377,0.4851907264015533,0.032627941220152515,0.5658046338184526,0.14185061261541843
1.96,-63.731666506665874,3.87941831891401e-05,2.000298111744414,7.498215232956145,139.99660544949478,140.00873633746576,5.415060830117557,0.00017143807839997314,0.17737649800218253,0.28095404142929997,0.0012379665953383657,0.15817419159005663,0.01776724872344982,0.010354583246850896,0.45343936247766486,0.03416434561137406,0.5599546827842983,0.1554920247504442
1.97,-63.218256982142876,4.0256701802241865e-05,2.000264265366279,7.498013203854056,139.99789149728335,140.0090041697491,5.412351337534893,0.00018514747583193406,0.18561406002907574,0.2976955105551296,0.0013454956865943466,0.15419925986379102,0.019776236781318714,0.009867156116891658,0.424278799817581,0.03561137363619413,0.5541811305536607,0.16891215027077017
1.98,-62.6860288427542,4.171244404083379e-05,2.00023506192935,7.497768747329585,139.99925693174063,140.00931752337027,5.4096832472985374,0.00020059778227864188,0.19378813805872763,0.3135130769054158,0.0014674539325321956,0.14782621567200788,0.022090709162513218,0.009200416032649952,0.3974853109799139,0.03696709815309016,0.5484835789432491,0.18210628804300533
1.99,-62.14158721114,4.318099137157493e-05,2.0002101322162416,7.497484670198269,140.0006808317683,140.0096727459271,5.407069976184546,0.0002177705258431799,0.2019007655306698,0.32843030686569097,0.001603902969129483,0.14007557713362165,0.02472816141289679,0.008451595639826191,0.37284571381578546,0.0382311676747561,0.5428617512203063,0.19506926467147856
2.0,-61.586868008186535,4.468843711058603e-05,2.000189122764507,7.497163946973732,140.00214347766348,140.0100666284649,5.404521562045305,0.00023678856021354755,0.20995392361451587,0.3424681206916293,0.001756034582919154,0.1316315565109663,0.02772603354927802,0.007683137473353566,0.35016461739329724,0.03940386813783479,0.5373156273956476,0.20779491263525404
2.0100000000000002,-61.02143880922948,4.6262938903556816e-05,2.0001717232051868,7.496809569475515,140.0036269478728,140.0104962628173,5.402045660193691,0.0002578780294543222,0.21794966742695207,0.3556438405282837,0.0019258991223752766,0.12293276386486711,0.031139048568196076,0.006932239107674435,0.3292658764135029,0.040485672061512164,0.5318455187320901,0.22027562216554405
2.02,-60.443582857830286,4.7933404235487284e-05,2.0001576772184237,7.496424480792454,140.0051152596857,140.01095897019795,5.399648108028371,0.00028135770929430687,0.22589021231923712,0.3679706542984744,0.002116347033024252,0.11424796562926923,0.035039791415506616,0.0062190912264141725,0.3099917834464551,0.04147701925701427,0.5264521194551661,0.23250190939776394
2.0300000000000002,-59.850773519682065,4.972987349744176e-05,2.0001467855857746,7.496011555295372,140.00659427844693,140.0114522617063,5.397333285140831,0.00030764563247940153,0.23377800634103585,0.3794572310176992,0.0023311105996421965,0.10573320418614182,0.0395217231973505,0.005553092527578929,0.2922015051614202,0.0423782056082488,0.5211365598339901,0.2444619402856642
2.04,-59.23981110630731,5.1684948926553744e-05,2.000138905934559,7.495573608288597,140.0080514947675,140.011973812707,5.39510437362397,0.0003372809385156954,0.24161580532322727,0.3901072998231851,0.002575016205730914,0.09747216878130092,0.04470479436387639,0.004937170166516321,0.2757693934748956,0.04318931779395999,0.5159004781175628,0.2561409427172789
2.05,-58.60674433586407,5.3836062749604596e-05,2.0001339518129404,7.495113428690629,140.00947571348863,140.0125214424533,5.392963568896249,0.0003709636137591204,0.24940676458150396,0.3999190382936109,0.0028543567534028724,0.08950329072893154,0.05074457420021811,0.004370599570916414,0.2605834303757358,0.04391017959780531,0.5107461278071255,0.2675204211287338
2.06,-57.946620588521746,5.622871401078309e-05,2.0001318926494247,7.494633833862,140.01085666688363,140.01309309460578,5.390912266276383,0.00040961949771816026,0.25715456283771676,0.40888411438912586,0.0031774963328801095,0.08183708152978549,0.057846557401862335,0.003850745739516362,0.24654390685732858,0.04454028848544366,0.5056765405362262,0.27857705241068187
2.07,-57.253055476988344,5.892115944861167e-05,2.0001327554858133,7.49413775071259,140.0121845392286,140.01368681618146,5.388951237382722,0.000454505125961301,0.26486357939021077,0.416986187547699,0.0035558466634107886,0.07446668576157221,0.06628871214494061,0.003374083546027005,0.23356237404749697,0.045078726305244204,0.5006957742808488,0.28928107872997116
2.08,-56.51755109251978,6.199158855939685e-05,2.000136629143234,7.493628334844059,140.01344935502166,140.0143007329042,5.387080807042472,0.0005073806422904617,0.2725391590729869,0.42419855491176484,0.004005484977332097,0.06737382654435917,0.07645803143948053,0.0029367580506503175,0.2215608962600936,0.045524026436751006,0.49580929915778377,0.2995938740204553
2.09,-55.72841552859908,6.554974189687372e-05,2.0001436709602456,7.493109149617766,140.01464013910172,140.0149330187642,5.385301040849487,0.000570805263307025,0.2801880210080748,0.4304804380976097,0.004549936727090797,0.060531663777406576,0.08891173822277063,0.002534866937027155,0.21047166796128228,0.04587397439758018,0.49102460962159694,0.30946413841995785
2.1,-54.86896613315203,6.975709421819519e-05,2.000154115396106,7.4925844510208055,140.01574365082726,140.0155818558666,5.383611961401676,0.0006486709309386003,0.2878189193453854,0.4357709323166929,0.005225240236597091,0.05390552161908112,0.10448471595063598,0.0021645850647238098,0.20023712068558613,0.04612530157362365,0.4863522407644081,0.3188216336298545
2.11,-53.91436681596763,7.486439083698928e-05,2.0001682809080297,7.492059669897373,140.01674229457097,140.01624537776266,5.382013822872585,0.0007472308693825108,0.295443765666738,0.43997872664734056,0.006089797189030427,0.04745183681583402,0.1244888353937045,0.001822198591690952,0.19081081202657055,0.04627320018337292,0.48180754597413705,0.32756627967785695
2.12,-52.825648032408274,8.128751203932612e-05,2.000186561129156,7.491542291589733,140.0176103263874,140.01692158288688,5.380507502452032,0.0008772588120699792,0.3030796640951361,0.44296356463211234,0.0072452752370611795,0.041115192714068514,0.15110746719875173,0.0015040914388913791,0.18215975101174314,0.04631051821465859,0.47741403255826004,0.33554774827868683
2.13,-51.53734001943272,8.977749392667456e-05,2.00020934931439,7.49104361296489,140.01830621826662,140.01760818981023,5.379095132982513,0.0010591075583948088,0.3107529295795965,0.4444999737761925,0.008886222354503521,0.03482256285552525,0.18824109861474778,0.0012067127962717503,0.1742697833668226,0.0462263330911207,0.47321022979702876,0.34252346123980515
2.14,-49.92883153980232,0.00010185685426487655,2.0002366933682434,7.490582667210009,140.0187553524385,140.0183023687998,5.377781267845825,0.001336451930034407,0.31850796740986403,0.44419815807671836,0.011437103631971077,0.028472782654850107,0.24348744699553482,0.0009265760858167997,0.16715860626210008,0.046003199480653456,0.46926569198866974,0.34806046811819163
2.15,-47.74711942626206,0.00012117532245258348,2.000266739656199,7.490196377317381,140.01880445122785,140.01900017691938,5.376575356475047,0.001822453384737307,0.32643022455687876,0.4413027555660646,0.016022729084509253,0.021917920096670106,0.3331759565756977,0.0006604831297129004,0.16091217155019993,0.0456111942192476,0.46572543490404655,0.35126077819852064
2.16,-44.34940293098945,0.00015914283717406307,2.000287270764808,7.489971526263981,140.01807539483502,140.01969515449218,5.375498011593954,0.0029159077589445397,0.3347204933230792,0.4340474901096588,0.026736808645767288,0.014938920089678714,0.49461411964363805,0.0004069389561363171,0.15581850384375032,0.044992862343387056,0.46297066959483507,0.34974593782804747
2.17,-37.49441468189587,0.0002743534020834271,2.000203418002036,7.490179393434059,140.01533770009914,140.0203737953649,5.37460173509295,0.007202592196119478,0.34401860564388753,0.4165680895938563,0.07121284760028428,0.007321821717993427,0.7843830452197247,0.00017403400668091187,0.15320473472434518,0.044015559332549546,0.4625175614445989,0.3335091615860942
2.18,-5.583414767512936,0.0015998758374780218,1.996706576684384,7.492387901178486,140.0032020564478,140.02097918686175,5.374144627105523,0.2235564188692521,0.34546909911817403,0.34057429872061473,0.8164679589850137,0.00046642418771314695,0.9991265903712113,1.4907009268904644e-05,0.17683852188603164,0.0421845029965986,0.4740494364116373,0.20397256502822003
2.19,15.590601021227046,0.0018506499419339987,1.9988422035390334,7.495849019344218,139.9865534109993,140.02103667516448,5.376364404037065,0.9571559430587484,0.25762774012716855,0.16079549683366293,0.9981706925806699,1.1836798272092283e-06,0.9999832692057884,4.274625008378622e-08,0.3749577906981111,0.03865376190753842,0.49855719949027966,0.04585829528276042
2.2,14.85280293478598,0.0013975121052078356,2.0003425065280123,7.497024191500466,139.98229312643733,140.0203594026905,5.381860949008509,0.9646732978738368,0.18953705763916584,0.1049345934582886,0.9980444970180872,1.179250458621403e-06,0.9999811781683529,1.2750953016989038e-08,0.5435986028188634,0.03528130480884902,0.5216015088027415,0.017963052739576
2.21,11.022101778105137,0.0011957674315377438,1.9999733025348063,7.497560511786102,139.98143203559414,140.01917561468176,5.389235323539172,0.9425296341102457,0.1403592072760199,0.08410074849035569,0.9964427958953008,2.031979418312264e-06,0.9999640727546124,2.112114507561083e-08,0.6562958555357299,0.032287566384041864,0.5431589812300406,0.012892795990875821
2.22,5.726188727934326,0.0010337026680247445,1.9994065993925183,7.498108349874393,139.98058832076106,140.01768584858863,5.397357230662659,0.8836439371381882,0.10597530104777292,0.0762562913730162,0.9916967600936278,4.442054554699908e-06,0.9999112162267135,4.49865561339471e-08,0.7272837970265721,0.029695277942196105,0.5633429365564823,0.012754211247434965
2.23,-0.5297664356713135,0.0008629594598306531,1.9990047846290362,7.498745100440031,139.979403490609,140.0160259128514,5.405511595622209,0.7520042187951863,0.08384190302816932,0.07536762019452233,0.9775492778024687,1.120328016377642e-05,0.9997379837405089,1.1215238293612556e-07,0.7707252740056343,0.027484928714678933,0.5817518687709441,0.014361708442880677
2.24,-8.197838377827441,0.0006680444536473014,1.998897051645806,7.499376759255948,139.9783613278316,140.01429067222924,5.413244902693782,0.5018971512346996,0.07388880084631765,0.07941478265627196,0.9275002118532784,3.410279086287741e-05,0.9989936465803368,3.46003181909138e-07,0.7942192901256903,0.02564066100591066,0.5974203881542406,0.017480593301908667
2.25,-18.915170132249436,0.0004278675176919728,1.9992746667285035,7.499786259670803,139.97848748287169,140.01257195962862,5.420159428616825,0.1874846303676019,0.07989741901864048,0.088548764885183,0.7048016947154149,0.000151339629276904,0.9931789027857973,1.6714472385530956e-06,0.7977871291071019,0.024188932197679335,0.6080501444656468,0.02332587417902325
2.2600000000000002,-33.92207250509059,0.00019220669470974678,2.000038113318157,7.499645526092231,139.98122988587937,140.01101329794693,5.425647097310588,0.02848558156421532,0.09868424721583459,0.10416574243521756,0.1914850401958386,0.0010768429529647806,0.8996827509080381,1.6288054914379783e-05,0.7767188157386067,0.023255556232731824,0.6099518370985663,0.03387706126316354
2.27,-48.73873312417603,7.705220479615889e-05,2.000487096823241,7.499081336103139,139.98570538977216,140.00980367895397,5.428945116501724,0.0029254450318611795,0.11178188096188169,0.12514210963882125,0.02142840136339059,0.007126736669986691,0.3084709427084284,0.00018639970944412757,0.7435863181340323,0.02306456404309438,0.6053486816607914,0.04782614622494245
2.2800000000000002,-58.25434047870188,4.466958541378578e-05,2.0005758636619224,7.498646587781278,139.98912257629692,140.00903348290956,5.429838389911942,0.0005312832118842181,0.12141024757593648,0.14793976307288664,0.0039771213590826734,0.027508464385371495,0.055129228874849126,0.001122872128106107,0.7059940596400125,0.023723995668925333,0.599312152224161,0.06252338363382283
2.29,-62.7325547687728,3.592003275614555e-05,2.000555509710386,7.498473965534446,139.99097117629518,140.0086266606806,5.4289229924265685,0.00022642264423243026,0.13033514171958044,0.17065623989796494,0.001659142683716107,0.06222005109496667,0.021947492744458837,0.003282992514548776,0.6639389236389438,0.025026615101729155,0.5931183591223504,0.07721322226495127
2.3000000000000003,-64.43519791217192,3.3838730659693824e-05,2.00050821742932,7.4984272282615825,139.99205032921404,140.00844991719018,5.427004657600874,0.00016233893045658747,0.13903547019634574,0.19269157502217724,0.0011659770808311767,0.09875962485220834,0.01534894067931026,0.005965878752429082,0.6206949773577514,0.026649977589451344,0.586946097102156,0.09176235325000147
2.31,-64.88044757260535,3.406110712237315e-05,2.000455681461737,7.498403606249011,139.9929195399653,140.00841273626295,5.42460735353027,0.00014720328798148015,0.14761409476791684,0.21383870813306405,0.0010495953559886704,0.12767615546858518,0.01396904662571838,0.008245282476957572,0.5789381511625398,0.02837514351380735,0.5808333140192933,0.10613302977442327
2.32,-64.78178226690979,3.514190104701219e-05,2.0004049385216915,7.498356942268821,139.9938167530288,140.00846939300604,5.421992903563237,0.0001475292391193959,0.15610275363448653,0.23402083069909857,0.0010521590778898372,0.14642888192090722,0.01425850408555996,0.009723811721738366,0.5398312001730387,0.03009285203051347,0.5747917990531075,0.12030780211084748
2.33,-64.4442951220239,3.652496860164052e-05,2.0003584689486775,7.498270035615041,139.99482042877543,140.0085977357797,5.419286768478708,0.00015440546075475147,0.16451417589392034,0.25321710803804237,0.0011053548277385418,0.15609646641488054,0.015304555391947527,0.010415656627365242,0.5036779889025251,0.03175398746653588,0.5688256438062064,0.13427630436827448
2.34,-63.998347912400824,3.799006308288431e-05,2.000317027729333,7.498137786379398,139.99594441212997,140.00878606190022,5.4165530948106175,0.00016477690576093367,0.1728546150167813,0.2714336166371204,0.0011859687246633603,0.15883235108735602,0.016803458920733243,0.01049638640282222,0.4704218480678913,0.03333715184568541,0.5629360288516098,0.1480315275735179
2.35,-63.50105951085692,3.945909348527917e-05,2.000280655528767,7.4979599762274125,139.99717817560477,140.00902723185033,5.413828357300194,0.00017745267213129735,0.18112776545762496,0.28868912520781365,0.0012850590434883467,0.15674302857167458,0.018643833432463362,0.010162790120301045,0.4398762788518248,0.034833294657446646,0.5571229713513379,0.16156813945767054
2.36,-62.977812673021596,4.091678261931766e-05,2.0002490998119757,7.4977383821281025,139.99850276866988,140.00931619858588,5.411135664163232,0.00019196857735175244,0.18933623055811044,0.30500736402317596,0.0013992408682103209,0.15152519430114525,0.020791212634655935,0.009579126598595118,0.4118193596615691,0.03623889596614445,0.5513861056744842,0.17488143367921427
2.37,-62.439558447464,4.237531146642159e-05,2.000222006220542,7.49747560012636,139.99989717591777,140.00964895724394,5.408490992144551,0.00020819538363077618,0.197482154133008,0.32041267506315346,0.001527709802679097,0.14442127953560047,0.023249221716545292,0.008865307499578427,0.386030633855581,0.037552910409170456,0.545725066160915,0.1879665685299526
2.38,-61.890372823334594,4.385806914989308e-05,2.0001990089595103,7.497174540119783,140.0013409013459,140.0100220819944,5.4059060543932125,0.00022618617893251628,0.2055675261328599,0.3349275789352225,0.001671094887489543,0.13628707098243942,0.026045034566115767,0.00810154586692984,0.36230457814665645,0.038775355155935304,0.540139681044552,0.20081798003509924
2.39,-61.33092211362733,4.5392405673944634e-05,2.0001797731076856,7.4968381968275395,140.00281500176098,140.01043251276613,5.403389714694803,0.0002461135204569599,0.2135943489451002,0.3485714446663513,0.0018309967454855109,0.12768450306786935,0.029224060508310307,0.007337660899380667,0.3404545596532833,0.03990663913647013,0.5346300739676155,0.21342890111853638
2.4,-60.760100730939236,4.7006857961798235e-05,2.000164013109127,7.49646954479867,140.00430243529877,140.01087745202247,5.400948747031223,0.0002682458902555968,0.22156474124972653,0.36135976548918214,0.0020098280300099034,0.11896664536077829,0.03284893617289194,0.006602209431512071,0.32031298503593403,0.04094723871344091,0.5291967245027179,0.22579092810847182
2.41,-60.175788863384845,4.873072960422247e-05,2.0001514993672447,7.496071496344148,140.00578807876988,140.0113543110853,5.3985882885194325,0.0002929455017856997,0.22948101553259526,0.37330371921987426,0.002210822704048206,0.11034498051451677,0.037001221779313,0.005909823397203331,0.30173003077214366,0.041897538219522634,0.5238405179916489,0.23789357684643656
2.42,-59.57515134893302,5.0594998195860574e-05,2.0001420593798596,7.495646896304215,140.00725856883486,140.01186067844466,5.3963121454383565,0.00032068184384780203,0.23734574998979216,0.38440978742781434,0.002438176234292017,0.10193851237651483,0.041785572586710076,0.00526652189910979,0.2845719741991176,0.042757745134960966,0.5185628052134889,0.24972376507604355
2.43,-58.954666552429074,5.263413038965043e-05,2.0001355769611715,7.495198542630359,140.00870203596793,140.01239429730384,5.394123026463137,0.00035206110235820696,0.24516186956371577,0.39467926424702626,0.002697325172093204,0.09380763994835248,0.04733673079645823,0.004673295099663155,0.26871954925344826,0.043527833260808176,0.5133654884482775,0.2612651459169476
2.44,-58.3099687444491,5.488875020581124e-05,2.000131991523253,7.494729228972598,140.01010775793122,140.01295304585437,5.392022741097341,0.00038787594447710474,0.25293274978688574,0.40410751258287164,0.0029954109732821723,0.08597640986020538,0.053830843008062165,0.00412838323623703,0.25406648026091727,0.04420748697892049,0.5082511505741628,0.2724971992844617
2.45,-57.63552001339745,5.7409466769786416e-05,2.0001312987065707,7.494241810467443,140.0114657371658,140.01353491749012,5.390012379245165,0.00042918661629550516,0.26066236181556957,0.4126827878570513,0.0033420346371527856,0.07844644950745186,0.06150291147834742,0.0036286530803315495,0.2405182877710159,0.044796028078992065,0.5032232521877464,0.2833939275704678
2.46,-56.92407720262294,6.026250851775449e-05,2.000133553328905,7.493739300404401,140.01276617101203,140.01413799834233,5.38809248677837,0.000477451794863497,0.26835548494301315,0.42038438974550824,0.0037504773978162633,0.07120517569551817,0.07067485517693896,0.0031703795968718185,0.22799138090868606,0.0452923084594742,0.4982864352340381,0.293921917790589
2.47,-56.16585602088612,6.353858971596608e-05,2.0001388745639233,7.493225012653615,140.01399875227705,140.01476044027487,5.386263246068011,0.0005347480474343036,0.2760180270282358,0.42717978251849964,0.004239760028303799,0.06423020014771846,0.0818014601784403,0.00274966256504341,0.21641245411361296,0.04569455112410062,0.4934469957725289,0.3040373830790416
2.48,-55.347177418708824,6.736773016586613e-05,2.0001474536869113,7.49270278127856,140.01515166853866,140.01540042666716,5.384524673735676,0.0006041537941366993,0.2836575304311465,0.43301997606259274,0.00483827103614873,0.057491140135342594,0.09554896134234753,0.0023626262527646014,0.20571830737108568,0.04600010844641658,0.4887136507585318,0.3136814185709119
2.49,-54.448161234785154,7.194576955153529e-05,2.0001595626680424,7.4921773195665065,140.0162100298297,140.01605612584896,5.3828768586168305,0.0006904620010355932,0.29128400726018894,0.4378318701967065,0.005590557314407283,0.05094951067772307,0.11293634425934902,0.0020054955283377125,0.1958562587020658,0.04620508625611536,0.4840988391897073,0.3227720047900223
2.5,-53.438542848372784,7.758548688964043e-05,2.0001755566223163,7.491654847270097,140.01715316218105,140.0167256231324,5.381320279409384,0.000801604904513336,0.2989113971666079,0.4415049312164489,0.006571032390500398,0.04455686355383702,0.13560481307091088,0.0016746047686286417,0.1867855686764009,0.04630373745471201,0.47962106499866974,0.3311896627024291
2.5100000000000002,-52.26944849823415,8.482456412675619e-05,2.0001958452555106,7.491144281382324,140.01794946032658,140.01740681266574,5.379856284296526,0.0009517858258881742,0.30656030871189904,0.44386631079919103,0.007914464760863747,0.03825070419452487,0.1663702548416765,0.0013663713471682485,0.17848085644322642,0.04628742676000185,0.4753094711510531,0.3387494934650162
2.52,-50.85556128622382,9.468161132580948e-05,2.000220738544229,7.490659729203646,140.01854548785343,140.0180972083899,5.378487912254457,0.0011692828617263363,0.3142636910592249,0.4446299379665823,0.009893055009362061,0.03194690573675965,0.21045453544898157,0.0010772681121685858,0.17094005224437553,0.04614273049812952,0.47121375207213523,0.34514053535736144
2.5300000000000002,-49.031102292416946,0.00010936671666713899,2.000249768577179,7.490226412543448,140.0188396503513,140.01879357392514,5.377221503835954,0.0015195609675212843,0.32208020573409696,0.4432782396065366,0.013149000165184154,0.025525941899646246,0.27848942811856514,0.0008038810606079495,0.16420468061836027,0.04584758921981909,0.467428972136316,0.3497732267607333
2.54,-46.42033002930127,0.00013475919969760437,2.000278436956298,7.489897301952569,140.0186069044302,140.01949108813852,5.376070386413014,0.0021937361624403055,0.3301321176081861,0.43873213999525457,0.01960714107139233,0.018809980709895143,0.3942609987622179,0.0005434479037269494,0.158422832517787,0.04536242756231505,0.4641721529610112,0.35130275057291577
2.5500000000000003,-41.94676198209942,0.00019289655887420464,2.000277513854052,7.489811789846526,140.01722820601984,140.02018105564065,5.37506520301712,0.00402842358055339,0.3387453663347565,0.4281201267033286,0.03801863974828576,0.011552213306490571,0.6093470790522091,0.0002969703149817696,0.15413022659969147,0.04460559025862287,0.4621107426660786,0.3455081435154477
2.56,-30.662036156302246,0.00045729033180903517,1.9999178743596262,7.4905116712850655,140.01220086482678,140.02084155138684,5.374297393744738,0.01682233992849834,0.34900786491209485,0.39871883647035794,0.17060387190363271,0.0037769824908663323,0.9282002941660352,8.558257029142045e-05,0.15501400392478226,0.043360826800284975,0.4647626870420297,0.30664500450291615
2.57,13.8923918537021,0.0023082988892679283,1.995718837676448,7.494190261182766,139.99344035339254,140.0212821091796,5.374669000612006,0.8500185860705468,0.30437029534304966,0.2357208554518598,0.9964096273622195,1.0177505292650435e-05,0.9999774898280022,9.867119680862786e-07,0.261194199913327,0.04061065772853342,0.48512069706480443,0.09993824615877779
2.58,15.778759182583673,0.0015887326100570223,1.9999736363835687,7.496380106427757,139.98374094578958,140.02097986830512,5.378547406759291,0.9664168809294202,0.2239839201100814,0.12790201293319847,0.9982749666820261,1.0612572054917882e-06,0.999983850451175,1.3295320871001632e-08,0.45897784462359886,0.03707642323269747,0.5090991497701637,0.027470077789956495
2.59,13.368518865424951,0.0012931363034653523,2.000250330435962,7.497118207438914,139.98180046000576,140.0200431466287,5.385066313132378,0.9578083829583054,0.16508369176358967,0.09312852845580745,0.9975450111234955,1.4474830207599039e-06,0.999975847244704,1.532915184082703e-08,0.6011704486401519,0.033868175351214974,0.5314230655471053,0.014552977477690299
