t,Cdc25,UbE,UbE2,Wee1,G1K,G2K,PG2,G2R,R,G1R,PG2R,mass,IE
2.2800000000000002,0.00018804380342910855,0.7745617092017966,8.47253626171963e-05,0.49989860498673383,0.0006346301493403566,0.000542816475550175,3.2338003162899798e-06,0.025127555410009886,0.4044658759753978,0.0033147426902912845,0.0001000523595587012,0.5056749635826073,2.1312338856042525e-05
2.29,0.000188287233877492,0.7735745040383661,8.482154269007035e-05,0.5019767569554052,0.0006357493950494963,0.000543402946125201,3.2511791022041088e-06,0.02521314184341546,0.40447736748293805,0.003330881230063147,0.00010082863443665195,0.50569999511283,2.1336020868739076e-05
2.3000000000000003,0.0001885299456258815,0.7725873150062189,8.49175661096098e-05,0.5040534486997381,0.0006368686087712301,0.0005439874881261896,3.268369980433299e-06,0.025298576460858806,0.4044887797235421,0.003347019370468417,0.00010160808950658852,0.505725027882144,2.1359671170386023e-05
2.31,0.00018877194937244737,0.7716001421491022,8.501343507491927e-05,0.5061286703321562,0.000637987793197099,0.0005445700719044742,3.2853717622335835e-06,0.025383860143574015,0.40450011229822347,0.0033631571088198887,0.00010239072577733362,0.5057500618906162,2.138329051516952e-05
2.32,0.00018901323614315597,0.7706129854972121,8.510913244004634e-05,0.50820241501478,0.0006391069502950488,0.0005451513588495925,3.3023357516500575e-06,0.025468992814606916,0.40451136579736957,0.0033792944431499878,0.00010317638847750989,0.5057750971382925,2.1406870675443738e-05
2.33,0.00018925380664968792,0.7696258451089993,8.520464605890558e-05,0.5102746694411956,0.0006402260836354887,0.0005457318601911103,3.3193753858792277e-06,0.025553975086221394,0.40452254038583096,0.0033954313698902755,0.00010396496118736064,0.5058001336252611,2.143040559296075e-05
2.34,0.0001894936711893542,0.7686387210117531,8.5299981996744e-05,0.5123454273275261,0.0006413451947114805,0.0005463113853624509,3.3364455681459413e-06,0.025638807665102042,0.40453363559904215,0.0034115678875487163,0.00010475648969134601,0.5058251713515635,2.145389794416677e-05
2.35,0.00018973284045884476,0.7676516132409831,8.539514500269738e-05,0.514414680503991,0.0006424642855033111,0.0005468898011320704,3.353516558583022e-06,0.02572349135694829,0.40454465098074444,0.0034277039941461845,0.00010555100407249604,0.5058502103172529,2.1477349737822786e-05
2.36,0.00018997132622704957,0.7666645218604964,8.549013549006221e-05,0.5164824141959858,0.0006435833594972128,0.0005474671640899743,3.3706003512310114e-06,0.025808027300888752,0.4045555860924268,0.0034438396861956777,0.00010634849148187037,0.5058752505224249,2.1500760781494386e-05
2.37,0.00019020912925908745,0.765677446875747,8.55849536719982e-05,0.5185486270216997,0.0006447024168611484,0.0005480434717216084,3.3876959624651885e-06,0.02589241558738235,0.40456644089472665,0.0034599749635272395,0.00010714895284408213,0.505900291967087,2.1524131147097718e-05
2.38,0.00019044625893700228,0.7646903883399992,8.567960004633072e-05,0.5206133064751557,0.0006458214603169374,0.0005486187644424063,3.404811342911657e-06,0.02597665715343772,0.404577215023742,0.003476109823415591,0.00010795237949637332,0.5059253346513182,2.1547460752902776e-05
2.39,0.00019068272363460508,0.7637033463000299,8.577407493876073e-05,0.5226764416431273,0.0006469404923310269,0.0005491930823189739,3.4219547107030164e-06,0.026060752825713913,0.40458790816133594,0.003492244263392377,0.00010875876258565179,0.5059503785751881,2.1570749471942412e-05
2.4,0.00019091853172570694,0.7627163208026159,8.586837867498922e-05,0.524738021612388,0.0006480595153698636,0.000549766465417917,3.439134283971864e-06,0.026144703430869953,0.4045985199893713,0.0035083782809892396,0.00010956809325882531,0.5059754237387665,2.159399717724946e-05
2.41,0.0001911536915841189,0.7617293118945339,8.596251158071715e-05,0.5267980354697115,0.0006491785318998947,0.0005503389538058414,3.4563582808508e-06,0.026228509795564882,0.40460905018971116,0.0035245118737378235,0.00011038036266280174,0.5060004701421227,2.1617203741856766e-05
2.42,0.00019138821002949035,0.7607423196178805,8.605647405591619e-05,0.5288564731492699,0.0006502975438829356,0.0005509105778675778,3.4736320745213227e-06,0.02631217264007943,0.40461949848405476,0.003540645039670616,0.0001111955648352172,0.5060255177853186,2.1640369112439665e-05
2.43,0.00019162209165682277,0.7597553440080527,8.61502666068702e-05,0.5309133257982142,0.0006514165525584655,0.0005514813541293319,3.4909569658631386e-06,0.026395692532422958,0.40462986465112377,0.0035567777775370206,0.00011201369795153588,0.5060505666684036,2.1663493341086332e-05
2.44,0.00019185534320381853,0.7587683851069004,8.624388963746695e-05,0.5329685833953977,0.0006525355598616919,0.0005520513124654388,3.5083381780506595e-06,0.026479070187267133,0.4046401484147179,0.003572910085395933,0.0001128347562018147,0.5060756167914392,2.1686576378355077e-05
2.45,0.00019208797146628008,0.7577814429564482,8.633734354881777e-05,0.5350222358879955,0.0006536545677466873,0.0005526204831121721,3.525781040612409e-06,0.026562306323260416,0.40465034949714773,0.003589041961287527,0.0001136587336680453,0.5061006681544865,2.1709618172051205e-05
2.46,0.00019231998324000974,0.7567945175987209,8.643062874203393e-05,0.5370742732231822,0.0006547735781675239,0.0005531888963058048,3.5432908830769094e-06,0.026645401659051254,0.4046604676207238,0.003605173403251974,0.00011448562443221915,0.5061257207576071,2.173261866998001e-05
2.47,0.00019255138530960565,0.7558076090762502,8.65237460272095e-05,0.5391246850648851,0.0006558925929634717,0.0005537565668068313,3.560868529673585e-06,0.026728356920059152,0.40467050249287845,0.0036213044094420095,0.00011531542712896744,0.506150774600862,2.175557801472963e-05
2.48,0.00019278218442451875,0.7548207174331596,8.661669749739923e-05,0.5411734601884929,0.000657011613613669,0.0005543234608289106,3.578500671707915e-06,0.02681117285294404,0.4046804537743715,0.0036374349783634655,0.00011614815467435012,0.506175829684313,2.1778496959913346e-05
2.49,0.00019301238735923093,0.7538338427124387,8.670948433196462e-05,0.5432205880021899,0.0006581306418537311,0.0005548895791595721,3.596184065608592e-06,0.026893850189238934,0.404690321159202,0.003653565108270707,0.00011698380981354249,0.5062008860080213,2.180137582398725e-05
2.5,0.00019324200089095234,0.752846984956954,8.680210761067996e-05,0.5452660579831305,0.0006592496794472274,0.0005554549263546926,3.6139165648432905e-06,0.026976389658828093,0.40470010434499154,0.0036696947973906893,0.00011782239418315333,0.5062259435720483,2.1824214877977875e-05
2.5100000000000002,0.00019347103179689313,0.7518601442095719,8.689456841331953e-05,0.5473098596084701,0.0006603687281577276,0.0005560195069701488,3.631696022879688e-06,0.02705879199159579,0.4047098030293618,0.0036858240439503697,0.00011866390941979152,0.5062510023764554,2.1847014392911758e-05
2.52,0.00019369949280506743,0.7508733205132948,8.698687478214409e-05,0.5493519822640196,0.0006614877896664763,0.0005565830707086164,3.649463379858454e-06,0.02714105816884639,0.4047194165890645,0.0037019528462592047,0.00011950841539696672,0.506276062421304,2.1869777904496735e-05
2.5300000000000002,0.00019392745072969376,0.749886513912396,8.7079098066683e-05,0.5513924144843773,0.0006626068649007788,0.0005571430499404495,3.666642329231765e-06,0.027223191457408123,0.4047289414838885,0.003718081203382078,0.00012035650126816018,0.5063011237066555,2.1892538633179305e-05
2.54,0.00019415488475390188,0.7488997244511559,8.717120850904908e-05,0.5534311450004314,0.0006637259556887213,0.0005577005753188072,3.6834964317344824e-06,0.027305191443270913,0.4047383788654147,0.00373420911347289,0.00012120789701822888,0.5063261862325714,2.1915282402595354e-05
2.5500000000000003,0.00019438173396175529,0.7479129521737108,8.726312997215307e-05,0.5554681627149193,0.0006648450642927781,0.0005582584745737233,3.700665718542066e-06,0.027387056025897482,0.40474773202756537,0.0037503365742470396,0.00012206194729213767,0.506351249999113,2.193797329390346e-05
2.56,0.00019460800688482401,0.7469261971267522,8.735486617581662e-05,0.55750345568007,0.0006659641923371796,0.0005588166573526472,3.7181155686242995e-06,0.027468786046985307,0.4047570005351989,0.003766463584065014,0.00012291868654875572,0.5063763150063452,2.1960612811189465e-05
2.57,0.00019483372832398505,0.7459394593485305,8.744644077662339e-05,0.5595370140296299,0.000667083340965306,0.0005593742945502611,3.7356646675613287e-06,0.02755038294419895,0.404766183094249,0.0037825901417727755,0.0001237782999515287,0.5064013812543208,2.1983211848741162e-05
2.58,0.00019505891600328227,0.7449527388971909,8.753786688416197e-05,0.5615688227332243,0.0006682025120688854,0.0005599309615478544,3.7532209756670337e-06,0.02763184806355741,0.4047752787956303,0.0037987162454591944,0.00012464088099920685,0.50642644874312,2.2005776257666033e-05
2.59,0.0001952835694294299,0.7439660358063093,8.762913986421183e-05,0.5635988730548738,0.0006693217068106245,0.0005604868595012448,3.770825873945112e-06,0.027713181730648646,0.4047842876777425,0.0038148418939483613,0.00012550638679763873,0.506451517472789,2.2028303698097564e-05
2.6,0.00019550769135718725,0.7429793501155335,8.772025809538565e-05,0.5656271546649132,0.0006704409265316275,0.0005610420850703696,3.7884963065712955e-06,0.027794384469812087,0.4047932096074638,0.0038309670858839837,0.00012637479935274205,0.506476587443382,2.2050793212331963e-05
2.61,0.00019573129144740252,0.7419926818875963,8.781122532181357e-05,0.5676536511021256,0.0006715601732615695,0.0005615965595427688,3.8062119096435197e-06,0.027875457332039992,0.40480204409056525,0.0038470918192121447,0.0001272461385788183,0.5065016586549841,2.2073246245788853e-05
2.62,0.00019595437110316163,0.7410060311367611,8.790204179981722e-05,0.5696783584342393,0.0006726794474066535,0.0005621502858121276,3.823973327723668e-06,0.02795640051968408,0.4048107910499802,0.003863216093519644,0.00012812040359822053,0.5065267311076141,2.209566285317726e-05
2.63,0.00019617693831499553,0.7400193979201434,8.79927103410507e-05,0.5717012614779422,0.0006737987507574037,0.0005627032130510484,3.841767339430261e-06,0.028037214952404178,0.40481945007143,0.0038793399069923496,0.00012899760709114892,0.5065518048013493,2.2118044075683127e-05
2.64,0.00019639900059476004,0.739032782289234,8.808323371220026e-05,0.5737223466180243,0.0006749180849493376,0.0005632552873300718,3.859579972714193e-06,0.028117901473513538,0.40482802076770136,0.0038954632579740367,0.00012987776259269475,0.5065768797362592,2.2140390958753386e-05
2.65,0.000196620565454311,0.7380461842955245,8.817361467995212e-05,0.5757416002392757,0.0006760374516179727,0.0005638064547197386,3.8773972555263524e-06,0.028198460926325403,0.40483650275158084,0.003911586144808478,0.0001307608836379492,0.5066019559124136,2.216270454783497e-05
2.66,0.00019684164040550427,0.7370596039905059,8.826385601099255e-05,0.5777590087264863,0.0006771568523988268,0.0005643566612905897,3.895205215817634e-06,0.028278894154153023,0.40484489563585513,0.0039277085658394485,0.00013164698376200352,0.5066270333298822,2.2184985888374807e-05
2.67,0.00019706223079511356,0.7360730414187486,8.83539594893274e-05,0.5797745598641167,0.000678276288575196,0.0005649058804575365,3.91299786059166e-06,0.028359201830912877,0.4048531991312141,0.003943830519762371,0.0001325360684205467,0.5066521119887237,2.2207235611002147e-05
2.68,0.00019728234053620824,0.7350864966202403,8.844392624823755e-05,0.5817882423634811,0.0006793957611971384,0.0005654541037427676,3.930774480532567e-06,0.028439384518347963,0.4048614130131784,0.003959952005505535,0.0001334281377191366,0.5066771918889895,2.2229454071656465e-05
2.69,0.00019750197550753547,0.7340999696412516,8.85337583131792e-05,0.5838000436651326,0.0006805152716344928,0.0005660012978425212,3.948527122143736e-06,0.02851944293199654,0.40486953696838246,0.003976073021677962,0.00013432319909861888,0.5067022730307412,2.2251642002890158e-05
2.7,0.00019772114159171693,0.7331134605280658,8.862345771136716e-05,0.58580995120712,0.0006816348212577291,0.0005665474294041016,3.9662478176495095e-06,0.028599377787700036,0.40487757068328556,0.003992193566888046,0.00013522126001429797,0.5067273554140401,2.227380013799796e-05
2.71,0.0001979398446713743,0.7321269693269663,8.87130264700162e-05,0.5878179524274914,0.0006827544114373167,0.0005670924650748126,3.9839285992742305e-06,0.028679189801299857,0.40488551384434684,0.004008313639744177,0.0001361223279214782,0.5067524390389477,2.229592921027461e-05
2.72,0.000198158072848905,0.731140496084787,8.880244637255628e-05,0.5898240344582165,0.0006838740436687834,0.0005676371124688108,4.001719832640643e-06,0.028758878943873828,0.40489336707300017,0.0040244332387257675,0.00013702624781969779,0.5067775239055254,2.2318020465949518e-05
2.73,0.00019837577297813274,0.7301540408499303,8.889165235858471e-05,0.5918281835362965,0.0006849937197172871,0.0005681837935780585,4.020137659303584e-06,0.02883844345943741,0.40490113315592013,0.00404055236203265,0.00013793248937285618,0.5068026100138349,2.2340043199485834e-05
2.74,0.00019859300622111827,0.7291676036697704,8.89807105540782e-05,0.5938303862633529,0.0006861134403663772,0.0005687301268622192,4.038667114777415e-06,0.02891788638634031,0.404908808835959,0.00405667100886433,0.00013884157988721703,0.5068276973639373,2.2362028194781437e-05
2.75,0.0001988098110609577,0.7281811845918437,8.906966102617013e-05,0.5958306291912654,0.0006872332066010309,0.0005692746844722702,4.057007074277164e-06,0.02899720981174099,0.4049163920645721,0.004072789178215465,0.00013975382759250503,0.5068527859558943,2.2383994021184824e-05
2.7600000000000002,0.0001990261871114451,0.7271947836644401,8.91584991619326e-05,0.5978288986348105,0.000688353019765338,0.0005698176751359887,4.075205176032576e-06,0.029076414195666457,0.40492388284723324,0.004088906868715408,0.00014066918290512326,0.506877875789768,2.2405938304096974e-05
2.77,0.0001992421188981015,0.726208400938985,8.924720280552157e-05,0.5998251799575057,0.0006894728814199042,0.0005703599531488924,4.09343244630885e-06,0.029155499391933338,0.404931281972039,0.004105024078772798,0.00014158746918943097,0.5069029668656239,2.242785043490157e-05
2.7800000000000002,0.00019945761028565534,0.7252220364629026,8.93357724769054e-05,0.6018194595681282,0.0006905927928135542,0.0005709015382689836,4.1116899255399544e-06,0.029234466026667776,0.4049385892107612,0.00412114080711246,0.00014250868447595043,0.5069280591835226,2.2449730452172484e-05
2.79,0.0001996726686252811,0.7242356902843466,8.94242127372976e-05,0.6038117235685266,0.0006917127551700206,0.0005714423022080078,4.129952646694726e-06,0.029313314877470298,0.4049458041540763,0.004137257052483948,0.00014343285360449056,0.5069531527435249,2.2471580287332446e-05
2.8000000000000003,0.00019988729811588137,0.7232493624457051,8.951252503414076e-05,0.6058019596796994,0.0006928327695805655,0.0005719822259865662,4.148217078178071e-06,0.02939204653201328,0.4049529265596713,0.004153372813771952,0.00014435997946436366,0.5069782475456847,2.249340043812086e-05
2.81,0.00020010150189151817,0.7222630529970332,8.960070906034914e-05,0.607790153317297,0.0006939528373374206,0.0005725213608111961,4.166492986348236e-06,0.02947066160521078,0.4049599562349638,0.004169488089655177,0.0001452900511064118,0.5070033435900648,2.2515190549046526e-05
2.82,0.0002003152823314629,0.721276761973716,8.968876505483719e-05,0.6097762938693198,0.0006950729593095125,0.0005730597251032896,4.184783160657016e-06,0.029549160530578565,0.40496689303073885,0.00418560287924282,0.00014622306495754012,0.507028440876709,2.2536950588288974e-05
2.83,0.0002005286431450821,0.7202904894337668,8.977669287625079e-05,0.611760364290645,0.0006961931369735415,0.0005735973698458208,4.203096984189619e-06,0.029627544020236762,0.4049737367176449,0.0042017171810238745,0.00014715901028852134,0.5070535394056896,2.255868024710939e-05
2.84,0.00020074158785272515,0.7193042354326112,8.986449232386965e-05,0.6137423483398511,0.0006973133717467676,0.0005741343463081648,4.221444014108577e-06,0.029705812754715077,0.4049804870784425,0.0042178309935484905,0.00014809787624852705,0.5070786391770763,2.258037919892983e-05
2.85,0.00020095411997474166,0.7183180000256747,8.995216319697355e-05,0.6157222297755173,0.0006984336650464508,0.0005746707057596968,4.239833807576425e-06,0.029783967414543224,0.40498714389589185,0.004233944315366825,0.00014903965198672907,0.5071037401909384,2.260204711717235e-05
2.86,0.0002011662430280109,0.7173317832683479,9.003970529596097e-05,0.6176999923637562,0.0006995540182885566,0.0005752064993913188,4.258275899819564e-06,0.029862008679694494,0.4049937069529132,0.00425005714503033,0.00014998432667485457,0.5071288424473454,2.2623683675987097e-05
2.87,0.00020137795962725684,0.7163455852069065,9.012711871207645e-05,0.6196756218294187,0.0007006744325524121,0.0005757417579928252,4.276774123220308e-06,0.029939937085487877,0.4050001760739807,0.004266169481429118,0.0001509318953485088,0.507153945946353,2.2645288738809528e-05
2.88,0.00020158927222586133,0.715359405885996,9.021440358857973e-05,0.6216491042476576,0.0007017949088571399,0.0005762765087054615,4.295331290260002e-06,0.030017753141372273,0.40500655109099987,0.00428228132351386,0.00015188235409199736,0.5071790506880146,2.2666862202927035e-05
2.89,0.00020180018381809686,0.7143732453557268,9.030155989435259e-05,0.6236204245192573,0.0007029154484236957,0.000576810790902035,4.313953632582168e-06,0.030095457443524636,0.40501283181096254,0.004298392670032194,0.0001528356954739153,0.5072041566723917,2.2688403852140264e-05
2.9,0.00020201069739823603,0.7133871036662092,9.038858759827686e-05,0.6255895675450014,0.0007040360524730344,0.0005773446439553537,4.332647381830328e-06,0.030173050588121916,0.4050190180408605,0.004314503519731749,0.00015379191206285752,0.5072292638995457,2.2709913470249863e-05
2.91,0.00020222081596055135,0.7124009808675535,9.047548666923433e-05,0.6275565182256745,0.0007051567222261116,0.0005778781072382252,4.351418769648004e-06,0.030250533171341062,0.4050251095876856,0.004330613871360162,0.000154750996427419,0.5072543723695383,2.2731390841056486e-05
2.92,0.00020243055364796303,0.7114148770102936,9.056227002615228e-05,0.6295212611326744,0.0007062774587737875,0.0005784107448019369,4.3701796354438334e-06,0.030327906257690055,0.4050311056718162,0.0043467237237955906,0.00015571303825636442,0.5072794820824308,2.2752841818752888e-05
2.93,0.00020263996556804206,0.7104287921466836,9.064899821088997e-05,0.6314837795094994,0.0007073982627241666,0.0005789403726097702,4.388494958068933e-06,0.030405172632274685,0.405037003357666,0.004362833076400162,0.0001566784841196274,0.5073045930382849,2.2774294581492967e-05
2.94,0.00020284901911573767,0.7094427263284395,9.073563054033281e-05,0.6334440572111315,0.000708519135629148,0.0005794685199111557,4.4066719275196835e-06,0.03048233139153427,0.4050428043162953,0.004378941927582343,0.0001576470168645347,0.5073297052371621,2.27957298661409e-05
2.95,0.00020305767791665215,0.7084566796072331,9.082212197045646e-05,0.6354020781296287,0.0007096400790817078,0.0005799968763056535,4.4250433207521445e-06,0.030559381472981647,0.40504851041097995,0.004395050275709152,0.0001586182928039627,0.5073548186791239,2.28171263657542e-05
2.96,0.00020326594580797315,0.707470652037621,9.090847368124714e-05,0.6373578250511147,0.0007107610943101922,0.0005805254379447879,4.443599153793176e-06,0.030636323528663512,0.405054121387716,0.0044111581195150455,0.00015959232075068175,0.507379933364235,2.283848442733393e-05
2.97,0.00020347384195455292,0.7064846436652386,9.099470507320574e-05,0.6393112834650603,0.0007118821821805183,0.0005810535252493101,4.462211293313866e-06,0.03071315877338067,0.4050596362114424,0.00442726545810491,0.00016056923181171232,0.5074050492925494,2.2859812972192372e-05
2.98,0.00020368137769275293,0.7054986545572834,9.1080825336689e-05,0.6412624319432556,0.0007130033441211775,0.0005815808482169711,4.480826136296647e-06,0.03078988828295412,0.40506505423629263,0.004443372290004581,0.00016154907980891204,0.5074301664641462,2.2881116057410305e-05
2.99,0.0002038885518349674,0.7045126847539148,9.116683086232026e-05,0.6432112575786876,0.0007141245810545482,0.0005821075673254222,4.499472163807457e-06,0.030866512361956828,0.40507037548756303,0.0044594786142629315,0.00016253183442493954,0.5074552848790721,2.290239184383985e-05
3.0,0.00020409536525944303,0.7035267343016678,9.125272006796779e-05,0.6451577453962253,0.0007152458940276968,0.0005826337731404407,4.518163351940553e-06,0.030943031457745504,0.4050755998764059,0.004475584429799859,0.00016351748010973304,0.5074804045373819,2.2923639419179e-05
3.0100000000000002,0.00020430182360192984,0.702540803272741,9.133849550406546e-05,0.6471018719944296,0.00071636728460961,0.000583159421905192,4.536889050328226e-06,0.031019446439949045,0.4050807270444684,0.004491689734995196,0.00016450602613107465,0.5075055254391592,2.294485971619937e-05
3.02,0.0002045079278806195,0.7015548916855159,9.14241574924352e-05,0.6490436310981614,0.0007174887531808726,0.0005836845135977957,4.5556491403409215e-06,0.031095757503881594,0.4050857569219707,0.004507794529454344,0.00016549747214879873,0.5075306475844246,2.2966052823387893e-05
3.0300000000000002,0.0002047136828935112,0.7005689996065046,9.150970807606769e-05,0.650983000842733,0.0007186103011686009,0.0005842090182889602,4.574436251126161e-06,0.03117196542584777,0.4050906891990654,0.004523898811702089,0.0001664918241590275,0.5075557709732545,2.2987219460713988e-05
3.04,0.0002049190931324607,0.6995831270958491,9.159514922328174e-05,0.652919961573556,0.0007197319298701086,0.0005847329048044324,4.593242761668031e-06,0.031248070917381073,0.4050955235876823,0.0045400025803979845,0.00016748908857902754,0.5075808956057186,2.3008360334255375e-05
3.0500000000000003,0.00020512416308932375,0.6985972742136914,9.168048290239623e-05,0.6548544936360425,0.0007208536405827096,0.0005852561419699595,4.61206105095062e-06,0.03132407469001501,0.40510025979975134,0.004556105834201584,0.00016848927182606553,0.5076060214818863,2.3029476150089784e-05
3.06,0.00020532889725595615,0.6976114410201735,9.176571108172997e-05,0.6567865773756044,0.0007219754346037177,0.0005857786986112886,4.630883497958014e-06,0.031399977455283085,0.4051048975472024,0.0045722085717724405,0.00016949238031740797,0.507631148601827,2.3050567614294937e-05
3.0700000000000003,0.00020553329950262535,0.6966256275708802,9.185083545437187e-05,0.6587161942145887,0.0007230973131016219,0.0005863005493551911,4.649704421890233e-06,0.031475779847848606,0.40510943657811826,0.004588310791900904,0.00017049841854111105,0.507656276965604,2.307163532668771e-05
3.08,0.0002057373723437325,0.6956398339114566,9.193585711305355e-05,0.6606433279244535,0.0007242192769639067,0.0005868216814821731,4.66852237412721e-06,0.031551482334698455,0.405113876719442,0.004604412493662629,0.00017150738677705713,0.5076814065732664,2.309267965529893e-05
3.09,0.00020594111942528275,0.6946540600958434,9.20207776515639e-05,0.662567960316092,0.0007253413273125826,0.0005873420717119526,4.6873323738779255e-06,0.031627085522762,0.4051182177323001,0.004620513675895154,0.00017251928881726402,0.5077065374248753,2.3113701161607715e-05
3.1,0.00020614454446339726,0.6936683061784955,9.210559869473814e-05,0.6644900730789182,0.0007264634652841917,0.0005878616961098838,4.706129221492129e-06,0.0317025900276397,0.40512245937374086,0.004636614337421264,0.00017353412867136738,0.5077316695204921,2.3134700419079563e-05
3.11,0.00020634765117419725,0.6926825722138679,9.219032186741152e-05,0.6664096479023454,0.0007275856920152759,0.0005883805307413207,4.724907717319571e-06,0.03177799646493199,0.40512660140081264,0.004652714477063747,0.00017455191034900275,0.5077568028601784,2.3155678001179967e-05
3.12,0.0002065504415268291,0.6916968582565185,9.227494679769322e-05,0.6683266663999394,0.0007287080086579869,0.0005888986249048448,4.743676738513804e-06,0.031853305376477424,0.40513064366149915,0.0046688140936293225,0.00017557262332664023,0.5077819374439958,2.3176633545801686e-05
3.13,0.0002067528840200312,0.6907111643629814,9.235943485828538e-05,0.6702411087320875,0.0007298304166635338,0.0005894174309793262,4.762714860651809e-06,0.03192851589090508,0.4051345877460214,0.004684913185616945,0.00017659597863885912,0.5078070732720058,2.3197548766136985e-05
3.14,0.00020695497501108917,0.6897254905899117,9.244377950183834e-05,0.6721529548804694,0.0007309529172126614,0.0005899372239703312,4.782071633870117e-06,0.03200362830718142,0.40513843378953845,0.004701011751799772,0.00017762192351165144,0.5078322103442703,2.321842041077906e-05
3.15,0.00020715676476262506,0.6887398369931206,9.252803610756887e-05,0.6740621853273294,0.0007320755109761016,0.0005904560064782889,4.801358130253046e-06,0.03207864519253679,0.40514217911655365,0.004717109791470349,0.00017865085758763776,0.5078573486608505,2.323927424980873e-05
3.16,0.0002073582608099571,0.6877542036407767,9.261221044709309e-05,0.6759687760682438,0.0007331981992737183,0.0005909736082451902,4.820547770991603e-06,0.032153567411282745,0.40514582327843346,0.0047332073032554794,0.00017968280666533803,0.507882488221821,2.326011276667682e-05
3.17,0.00020755946271198544,0.6867685905540418,9.269630111788511e-05,0.6778727196390478,0.0007343209825420742,0.0005914900936935523,4.839653527254756e-06,0.032228395114234455,0.40514936627969783,0.004749304286701606,0.00018071775680949812,0.507907629027205,2.3280935235633926e-05
3.18,0.00020776035672595667,0.6857829978346366,9.278028807023405e-05,0.6797739799709862,0.0007354438629842543,0.0005920062612701167,4.858817208711095e-06,0.03230312853100405,0.40515280873498116,0.0047654007395218165,0.0001817555585232808,0.5079327710771127,2.3301731934613375e-05
3.19,0.00020796094899051042,0.6847974255165514,9.28641770042121e-05,0.6816725448519904,0.0007365668412171981,0.0005925219220538156,4.878002834598913e-06,0.03237776818649436,0.40515615029392094,0.004781496661072304,0.00018279624798675924,0.5079579143715806,2.3322505427596468e-05
3.2,0.0002081612440308914,0.6838118736414363,9.2947971437344e-05,0.6835683993656733,0.0007376899180344038,0.0005930369718442389,4.89719285954484e-06,0.032452314599037295,0.4051593906855536,0.004797592050526394,0.00018383984222489314,0.5079830589106535,2.3343257230951363e-05
3.21,0.00020836124626411558,0.6828263423245915,9.30316719015284e-05,0.6854615018061101,0.0007388130956914471,0.0005935514595719912,4.9163956970144335e-06,0.03252676885122657,0.40516252957597737,0.004813686905534577,0.000184886329232032,0.508008204694455,2.336398723364075e-05
3.22,0.0002085609551783386,0.6818408315497612,9.311527849176976e-05,0.6873518578961082,0.0007399363738622719,0.0005940653717763766,4.9356088570130105e-06,0.032601130791313986,0.40516556700673445,0.004829781226435864,0.00018593571201998946,0.5080333517229672,2.3384695532661022e-05
3.23,0.0002087603735907923,0.6808553413946211,9.319879152418898e-05,0.6892394390230543,0.0007410597540449748,0.0005945787419334027,4.954837480728068e-06,0.03267540112947138,0.4051685027614995,0.004845875011667842,0.00018698798294170525,0.508058499996272,2.3405382038984087e-05
3.24,0.0002089595038440947,0.6798698719254666,9.328221114037381e-05,0.6911242209774736,0.0007421832375281341,0.0005950916037497468,4.974087081083619e-06,0.03274958047430619,0.4051713366586093,0.004861968259887447,0.00018804313434760207,0.5080836495144397,2.3426046614280343e-05
3.25,0.00020915834825303216,0.6788844232079255,9.336553747167734e-05,0.6930061798080914,0.0007433068255880418,0.000595603990945612,4.993363192802377e-06,0.03282366942847012,0.4051740685184334,0.004878060969764471,0.00018910115858795484,0.5081088002775404,2.3446689117329134e-05
3.2600000000000002,0.00020935690913239126,0.6778989953076259,9.344877064945266e-05,0.6948852915636338,0.0007444305195009902,0.0005961159372412018,5.012671350607061e-06,0.03289766859461484,0.4051766981613411,0.00489415313996871,0.0001901620480130387,0.5081339522856433,2.346730940690981e-05
3.27,0.0002095551887185131,0.6769135882884836,9.353191082635686e-05,0.6967615327514785,0.0007455543205013143,0.0005966274742271616,5.0320165274362954e-06,0.032971578554870325,0.4051792254134334,0.004910244769212974,0.0001912257955681458,0.5081591055388162,2.3487907359035337e-05
3.2800000000000002,0.0002097531886210111,0.6759282022007379,9.36149583252524e-05,0.6986348835433414,0.0007466782294881387,0.0005971386164803486,5.051399207938185e-06,0.03304539972741113,0.4051816501466014,0.004926335856553721,0.00019229239895237008,0.508184260037109,2.3508482987404116e-05
3.29,0.00020995091075303517,0.6749428371012525,9.369791338656793e-05,0.7005053223362282,0.0007478022475229373,0.0005976493868177272,5.0708220505268765e-06,0.03311913260981861,0.4051839722105593,0.004942426400880971,0.00019336185356244698,0.5082094157805804,2.3529036239030827e-05
3.3000000000000003,0.000210148357139746,0.6739574930493347,9.378077622031249e-05,0.7023728268722418,0.0007489263757270932,0.0005981598110970257,5.090288515779561e-06,0.03319277772897678,0.40518619144683726,0.004958516401023333,0.0001944341539454962,0.508234572769292,2.3549567036322527e-05
3.31,0.00021034552980630442,0.6729721701042923,9.386354703649503e-05,0.7042373748934848,0.0007500506152219903,0.0005986699151759727,5.10980206427343e-06,0.033266335611769664,0.40518830769696557,0.004974605855809407,0.00019550929464863707,0.5082597310033052,2.357007530168627e-05
3.3200000000000003,0.00021054243078709735,0.6719868683254663,9.394622605835304e-05,0.706098944113272,0.0007511749671286952,0.0005991797244143111,5.129366027613465e-06,0.03333980678534331,0.4051903208019664,0.0049906947640680575,0.000196587270347327,0.5082848904826819,2.3590560963788485e-05
