row_index,model_name_raw,file_raw,domain_raw,model_name,domain,output_dir,copied_cellml,generated_py_file,generated_py_size,validate_returncode,export_returncode,underconstrained,undefined_variables,status
121,wu_jeneson_beard_2006,models_cellml2/metabolism/wu_jeneson_beard_2006.cellml,metabolism,wu_jeneson_beard_2006,metabolism,exported_cellml_models/metabolism/wu_jeneson_beard_2006,exported_cellml_models/metabolism/wu_jeneson_beard_2006/wu_jeneson_beard_2006.cellml,exported_cellml_models/metabolism/wu_jeneson_beard_2006/wu_jeneson_beard_2006.py,28229,0,0.0,False,,success_clean
122,lebeau_robson_mckinnon_donald_sneyd_1997,models_cellml2/electrophysiology/lebeau_robson_mckinnon_donald_sneyd_1997.cellml,electrophysiology,lebeau_robson_mckinnon_donald_sneyd_1997,electrophysiology,exported_cellml_models/electrophysiology/lebeau_robson_mckinnon_donald_sneyd_1997,exported_cellml_models/electrophysiology/lebeau_robson_mckinnon_donald_sneyd_1997/lebeau_robson_mckinnon_donald_sneyd_1997.cellml,,0,0,0.0,True,* V in component membrane | * i_CaT in component T_type_calcium_channel_current | * i_CaL in component L_type_calcium_channel_current | * i_K_DR in component voltage_sensitive_potassium_current | * i_K_Ca in component calcium_activated_potassium_current | * i_Leak in component leak_current | * E_Ca in component reversal_potentials | * E_K in component reversal_potentials | * Cai in component intracellular_calcium_concentration | * m_infinity in component L_type_calcium_channel_current_m_gate | * tau_m in component L_type_calcium_channel_current_m_gate | * m_infinity in component T_type_calcium_channel_current_m_gate | * tau_m in component T_type_calcium_channel_current_m_gate | * h_infinity in component T_type_calcium_channel_current_h_gate | * n_infinity in component voltage_sensitive_potassium_current_n_gate | * j_exch in component intracellular_calcium_dynamics | * j_in in component intracellular_calcium_dynamics | * j_eff in component intracellular_calcium_dynamics | * d/dt V in component membrane | * d/dt m in component L_type_calcium_channel_current_m_gate | * d/dt m in component T_type_calcium_channel_current_m_gate | * d/dt h in component T_type_calcium_channel_current_h_gate | * d/dt n in component voltage_sensitive_potassium_current_n_gate,export_failed
123,farhy_bowers_veldhuis_2007_a,models_cellml2/endocrine/farhy_bowers_veldhuis_2007_a.cellml,endocrine,farhy_bowers_veldhuis_2007_a,endocrine,exported_cellml_models/endocrine/farhy_bowers_veldhuis_2007_a,exported_cellml_models/endocrine/farhy_bowers_veldhuis_2007_a/farhy_bowers_veldhuis_2007_a.cellml,exported_cellml_models/endocrine/farhy_bowers_veldhuis_2007_a/farhy_bowers_veldhuis_2007_a.py,8168,0,0.0,False,,success_clean
124,swanson_true_lin_buhler_vessella_murray_2001,models_cellml2/immunology/swanson_true_lin_buhler_vessella_murray_2001.cellml,immunology,swanson_true_lin_buhler_vessella_murray_2001,immunology,exported_cellml_models/immunology/swanson_true_lin_buhler_vessella_murray_2001,exported_cellml_models/immunology/swanson_true_lin_buhler_vessella_murray_2001/swanson_true_lin_buhler_vessella_murray_2001.cellml,exported_cellml_models/immunology/swanson_true_lin_buhler_vessella_murray_2001/swanson_true_lin_buhler_vessella_murray_2001.py,3278,0,0.0,False,,success_clean
125,FINAL,models_cellml2/electrophysiology/FINAL.cellml,electrophysiology,FINAL,electrophysiology,exported_cellml_models/electrophysiology/FINAL,exported_cellml_models/electrophysiology/FINAL/FINAL.cellml,,0,255,,False,,validation_failed
126,cloutier_2009_b,models_cellml2/metabolism/cloutier_2009_b.cellml,metabolism,cloutier_2009_b,metabolism,exported_cellml_models/metabolism/cloutier_2009_b,exported_cellml_models/metabolism/cloutier_2009_b/cloutier_2009_b.cellml,exported_cellml_models/metabolism/cloutier_2009_b/cloutier_2009_b.py,13203,0,0.0,False,,success_clean
127,cui_kaandorp_lloyd_2008_b,models_cellml2/electrophysiology/cui_kaandorp_lloyd_2008_b.cellml,electrophysiology,cui_kaandorp_lloyd_2008_b,electrophysiology,exported_cellml_models/electrophysiology/cui_kaandorp_lloyd_2008_b,exported_cellml_models/electrophysiology/cui_kaandorp_lloyd_2008_b/cui_kaandorp_lloyd_2008_b.cellml,exported_cellml_models/electrophysiology/cui_kaandorp_lloyd_2008_b/cui_kaandorp_lloyd_2008_b.py,10029,0,0.0,False,,success_clean
128,garmendiatorres_2007,models_cellml2/gene_regulation/garmendiatorres_2007.cellml,gene_regulation,garmendiatorres_2007,gene_regulation,exported_cellml_models/gene_regulation/garmendiatorres_2007,exported_cellml_models/gene_regulation/garmendiatorres_2007/garmendiatorres_2007.cellml,exported_cellml_models/gene_regulation/garmendiatorres_2007/garmendiatorres_2007.py,12206,0,0.0,False,,success_clean
129,schlosser_selgrade_2000,models_cellml2/endocrine/schlosser_selgrade_2000.cellml,endocrine,schlosser_selgrade_2000,endocrine,exported_cellml_models/endocrine/schlosser_selgrade_2000,exported_cellml_models/endocrine/schlosser_selgrade_2000/schlosser_selgrade_2000.cellml,exported_cellml_models/endocrine/schlosser_selgrade_2000/schlosser_selgrade_2000.py,8127,0,0.0,False,,success_clean
130,li_1996_simple,models_cellml2/electrophysiology/li_1996_simple.cellml,electrophysiology,li_1996_simple,electrophysiology,exported_cellml_models/electrophysiology/li_1996_simple,exported_cellml_models/electrophysiology/li_1996_simple/li_1996_simple.cellml,exported_cellml_models/electrophysiology/li_1996_simple/li_1996_simple.py,9866,0,0.0,False,,success_clean
131,matsuoka_sarai_kuratomi_ono_noma_2003,models_cellml2/electrophysiology/matsuoka_sarai_kuratomi_ono_noma_2003.cellml,electrophysiology,matsuoka_sarai_kuratomi_ono_noma_2003,electrophysiology,exported_cellml_models/electrophysiology/matsuoka_sarai_kuratomi_ono_noma_2003,exported_cellml_models/electrophysiology/matsuoka_sarai_kuratomi_ono_noma_2003/matsuoka_sarai_kuratomi_ono_noma_2003.cellml,exported_cellml_models/electrophysiology/matsuoka_sarai_kuratomi_ono_noma_2003/matsuoka_sarai_kuratomi_ono_noma_2003.py,64175,0,0.0,False,,success_clean
132,beard_2005,models_cellml2/metabolism/beard_2005.cellml,metabolism,beard_2005,metabolism,exported_cellml_models/metabolism/beard_2005,exported_cellml_models/metabolism/beard_2005/beard_2005.cellml,exported_cellml_models/metabolism/beard_2005/beard_2005.py,23608,0,0.0,False,,success_clean
133,baylor_hollingworth_chandler_2002_b,models_cellml2/calcium_dynamics/baylor_hollingworth_chandler_2002_b.cellml,calcium_dynamics,baylor_hollingworth_chandler_2002_b,calcium_dynamics,exported_cellml_models/calcium_dynamics/baylor_hollingworth_chandler_2002_b,exported_cellml_models/calcium_dynamics/baylor_hollingworth_chandler_2002_b/baylor_hollingworth_chandler_2002_b.cellml,exported_cellml_models/calcium_dynamics/baylor_hollingworth_chandler_2002_b/baylor_hollingworth_chandler_2002_b.py,4855,0,0.0,False,,success_clean
134,yates_stark_klein_antia_callard_2007_c,models_cellml2/cell_cycle/yates_stark_klein_antia_callard_2007_c.cellml,cell_cycle,yates_stark_klein_antia_callard_2007_c,cell_cycle,exported_cellml_models/cell_cycle/yates_stark_klein_antia_callard_2007_c,exported_cellml_models/cell_cycle/yates_stark_klein_antia_callard_2007_c/yates_stark_klein_antia_callard_2007_c.cellml,exported_cellml_models/cell_cycle/yates_stark_klein_antia_callard_2007_c/yates_stark_klein_antia_callard_2007_c.py,4520,0,0.0,False,,success_clean
135,shaw_chase_starfinger_smith_hann_desaive_ghuysen_2007,models_cellml2/cardiovascular_circulation/shaw_chase_starfinger_smith_hann_desaive_ghuysen_2007.cellml,cardiovascular_circulation,shaw_chase_starfinger_smith_hann_desaive_ghuysen_2007,cardiovascular_circulation,exported_cellml_models/cardiovascular_circulation/shaw_chase_starfinger_smith_hann_desaive_ghuysen_2007,exported_cellml_models/cardiovascular_circulation/shaw_chase_starfinger_smith_hann_desaive_ghuysen_2007/shaw_chase_starfinger_smith_hann_desaive_ghuysen_2007.cellml,exported_cellml_models/cardiovascular_circulation/shaw_chase_starfinger_smith_hann_desaive_ghuysen_2007/shaw_chase_starfinger_smith_hann_desaive_ghuysen_2007.py,15158,0,0.0,False,,success_clean
136,hai_1988,models_cellml2/myofilament_mechanics/hai_1988.cellml,myofilament_mechanics,hai_1988,myofilament_mechanics,exported_cellml_models/myofilament_mechanics/hai_1988,exported_cellml_models/myofilament_mechanics/hai_1988/hai_1988.cellml,exported_cellml_models/myofilament_mechanics/hai_1988/hai_1988.py,4554,0,0.0,False,,success_clean
137,wu_yang_vinnakota_beard_2007,models_cellml2/metabolism/wu_yang_vinnakota_beard_2007.cellml,metabolism,wu_yang_vinnakota_beard_2007,metabolism,exported_cellml_models/metabolism/wu_yang_vinnakota_beard_2007,exported_cellml_models/metabolism/wu_yang_vinnakota_beard_2007/wu_yang_vinnakota_beard_2007.cellml,exported_cellml_models/metabolism/wu_yang_vinnakota_beard_2007/wu_yang_vinnakota_beard_2007.py,195856,0,0.0,False,,success_clean
138,jafri_rice_winslow_1998_b,models_cellml2/calcium_dynamics/jafri_rice_winslow_1998_b.cellml,calcium_dynamics,jafri_rice_winslow_1998_b,calcium_dynamics,exported_cellml_models/calcium_dynamics/jafri_rice_winslow_1998_b,exported_cellml_models/calcium_dynamics/jafri_rice_winslow_1998_b/jafri_rice_winslow_1998_b.cellml,exported_cellml_models/calcium_dynamics/jafri_rice_winslow_1998_b/jafri_rice_winslow_1998_b.py,45532,0,0.0,False,,success_clean
139,novak_csikasznagy_gyorffy_chen_tyson_1998,models_cellml2/cell_cycle/novak_csikasznagy_gyorffy_chen_tyson_1998.cellml,cell_cycle,novak_csikasznagy_gyorffy_chen_tyson_1998,cell_cycle,exported_cellml_models/cell_cycle/novak_csikasznagy_gyorffy_chen_tyson_1998,exported_cellml_models/cell_cycle/novak_csikasznagy_gyorffy_chen_tyson_1998/novak_csikasznagy_gyorffy_chen_tyson_1998.cellml,exported_cellml_models/cell_cycle/novak_csikasznagy_gyorffy_chen_tyson_1998/novak_csikasznagy_gyorffy_chen_tyson_1998.py,12395,0,0.0,False,,success_clean
140,starbuck_wiley_lauffenburger_1990,models_cellml2/cell_cycle/starbuck_wiley_lauffenburger_1990.cellml,cell_cycle,starbuck_wiley_lauffenburger_1990,cell_cycle,exported_cellml_models/cell_cycle/starbuck_wiley_lauffenburger_1990,exported_cellml_models/cell_cycle/starbuck_wiley_lauffenburger_1990/starbuck_wiley_lauffenburger_1990.cellml,,0,0,0.0,True,* Rs in component Rs | * kfc in component kinetic_constants | * kr in component kinetic_constants | * ks in component kinetic_constants | * kt in component kinetic_constants | * krec_c in component kinetic_constants | * krec_i in component kinetic_constants | * numcell in component kinetic_constants | * fr in component kinetic_constants | * kc in component kinetic_constants | * ku in component kinetic_constants | * lamda in component kinetic_constants | * krec_p in component kinetic_constants | * kfe in component kinetic_constants | * kr_ in component kinetic_constants | * kdeg in component kinetic_constants | * ku_ in component kinetic_constants | * kfv in component kinetic_constants | * kuc in component kinetic_constants | * kf in component kinetic_constants | * K_DC in component kinetic_constants | * K_DT in component kinetic_constants | * Kcp in component kinetic_constants | * RT in component kinetic_constants | * PT in component kinetic_constants | * PT_RT in component kinetic_constants | * cell in component kinetic_constants | * plate in component kinetic_constants | * Vplate in component kinetic_constants | * L in component kinetic_constants | * Vendosome in component kinetic_constants | * Vvesicle in component kinetic_constants | * Nav in component kinetic_constants | * d/dt Rs in component Rs | * d/dt Cs in component Cs | * d/dt Ts in component Ts | * d/dt Ps in component Ps | * d/dt Lo in component Lo | * d/dt Rii in component Rii | * d/dt Cii in component Cii | * d/dt Ti in component Ti | * d/dt Pi in component Pi | * d/dt Lii in component Lii | * d/dt Ric in component Ric | * d/dt Cic in component Cic | * d/dt Lic in component Lic,export_failed
141,baylor_hollingworth_chandler_2002_d,models_cellml2/calcium_dynamics/baylor_hollingworth_chandler_2002_d.cellml,calcium_dynamics,baylor_hollingworth_chandler_2002_d,calcium_dynamics,exported_cellml_models/calcium_dynamics/baylor_hollingworth_chandler_2002_d,exported_cellml_models/calcium_dynamics/baylor_hollingworth_chandler_2002_d/baylor_hollingworth_chandler_2002_d.cellml,exported_cellml_models/calcium_dynamics/baylor_hollingworth_chandler_2002_d/baylor_hollingworth_chandler_2002_d.py,4581,0,0.0,False,,success_clean
142,noble_varghese_kohl_noble_1998_b,models_cellml2/calcium_dynamics/noble_varghese_kohl_noble_1998_b.cellml,calcium_dynamics,noble_varghese_kohl_noble_1998_b,calcium_dynamics,exported_cellml_models/calcium_dynamics/noble_varghese_kohl_noble_1998_b,exported_cellml_models/calcium_dynamics/noble_varghese_kohl_noble_1998_b/noble_varghese_kohl_noble_1998_b.cellml,,0,255,,False,,validation_failed
143,guyton_angiotensin_2008,models_cellml2/cardiovascular_circulation/guyton_angiotensin_2008.cellml,cardiovascular_circulation,guyton_angiotensin_2008,cardiovascular_circulation,exported_cellml_models/cardiovascular_circulation/guyton_angiotensin_2008,exported_cellml_models/cardiovascular_circulation/guyton_angiotensin_2008/guyton_angiotensin_2008.cellml,exported_cellml_models/cardiovascular_circulation/guyton_angiotensin_2008/guyton_angiotensin_2008.py,6851,0,0.0,False,,success_clean
144,wierschem_2004,models_cellml2/calcium_dynamics/wierschem_2004.cellml,calcium_dynamics,wierschem_2004,calcium_dynamics,exported_cellml_models/calcium_dynamics/wierschem_2004,exported_cellml_models/calcium_dynamics/wierschem_2004/wierschem_2004.cellml,,0,255,,False,,validation_failed
145,calzone_thieffry_tyson_novak_2007,models_cellml2/cell_cycle/calzone_thieffry_tyson_novak_2007.cellml,cell_cycle,calzone_thieffry_tyson_novak_2007,cell_cycle,exported_cellml_models/cell_cycle/calzone_thieffry_tyson_novak_2007,exported_cellml_models/cell_cycle/calzone_thieffry_tyson_novak_2007/calzone_thieffry_tyson_novak_2007.cellml,exported_cellml_models/cell_cycle/calzone_thieffry_tyson_novak_2007/calzone_thieffry_tyson_novak_2007.py,13464,0,0.0,False,,success_clean
146,noble_varghese_kohl_noble_1998_a,models_cellml2/electrophysiology/noble_varghese_kohl_noble_1998_a.cellml,electrophysiology,noble_varghese_kohl_noble_1998_a,electrophysiology,exported_cellml_models/electrophysiology/noble_varghese_kohl_noble_1998_a,exported_cellml_models/electrophysiology/noble_varghese_kohl_noble_1998_a/noble_varghese_kohl_noble_1998_a.cellml,exported_cellml_models/electrophysiology/noble_varghese_kohl_noble_1998_a/noble_varghese_kohl_noble_1998_a.py,38133,0,0.0,False,,success_clean
147,potter_greller_cho_nuttall_stroup_suva_tobin_2005_a,models_cellml2/endocrine/potter_greller_cho_nuttall_stroup_suva_tobin_2005_a.cellml,endocrine,potter_greller_cho_nuttall_stroup_suva_tobin_2005_a,endocrine,exported_cellml_models/endocrine/potter_greller_cho_nuttall_stroup_suva_tobin_2005_a,exported_cellml_models/endocrine/potter_greller_cho_nuttall_stroup_suva_tobin_2005_a/potter_greller_cho_nuttall_stroup_suva_tobin_2005_a.cellml,exported_cellml_models/endocrine/potter_greller_cho_nuttall_stroup_suva_tobin_2005_a/potter_greller_cho_nuttall_stroup_suva_tobin_2005_a.py,5016,0,0.0,False,,success_clean
148,goforth_bertram_khan_zhang_sherman_satin_2002,models_cellml2/calcium_dynamics/goforth_bertram_khan_zhang_sherman_satin_2002.cellml,calcium_dynamics,goforth_bertram_khan_zhang_sherman_satin_2002,calcium_dynamics,exported_cellml_models/calcium_dynamics/goforth_bertram_khan_zhang_sherman_satin_2002,exported_cellml_models/calcium_dynamics/goforth_bertram_khan_zhang_sherman_satin_2002/goforth_bertram_khan_zhang_sherman_satin_2002.cellml,,0,255,,False,,validation_failed
149,novak_tyson_1997,models_cellml2/cell_cycle/novak_tyson_1997.cellml,cell_cycle,novak_tyson_1997,cell_cycle,exported_cellml_models/cell_cycle/novak_tyson_1997,exported_cellml_models/cell_cycle/novak_tyson_1997/novak_tyson_1997.cellml,exported_cellml_models/cell_cycle/novak_tyson_1997/novak_tyson_1997.py,12474,0,0.0,False,,success_clean
150,reed_nijhout_sparks_ulrich_2004,models_cellml2/metabolism/reed_nijhout_sparks_ulrich_2004.cellml,metabolism,reed_nijhout_sparks_ulrich_2004,metabolism,exported_cellml_models/metabolism/reed_nijhout_sparks_ulrich_2004,exported_cellml_models/metabolism/reed_nijhout_sparks_ulrich_2004/reed_nijhout_sparks_ulrich_2004.cellml,exported_cellml_models/metabolism/reed_nijhout_sparks_ulrich_2004/reed_nijhout_sparks_ulrich_2004.py,8476,0,0.0,False,,success_clean
151,bertram_sherman_2004,models_cellml2/calcium_dynamics/bertram_sherman_2004.cellml,calcium_dynamics,bertram_sherman_2004,calcium_dynamics,exported_cellml_models/calcium_dynamics/bertram_sherman_2004,exported_cellml_models/calcium_dynamics/bertram_sherman_2004/bertram_sherman_2004.cellml,,0,0,0.0,True,* V in component membrane | * i_Ca in component calcium_current | * i_K in component delayed_rectifier_potassium_current | * i_K_Ca in component calcium_dependent_potassium_current | * i_K_ATP in component nucleotide_sensitive_potassium_current | * m_infinity in component calcium_current_m_gate | * n_infinity in component delayed_rectifier_potassium_current_n_gate | * omega in component calcium_dependent_potassium_current_omega_gate | * a_infinity in component nucleotide_sensitive_potassium_current_a_gate | * Jmem in component calcium_flux_through_the_membrane | * Jer in component net_calcium_efflux_out_of_the_ER | * J_SERCA in component calcium_influx_into_the_ER | * Jleak in component calcium_leak_out_of_the_ER | * JIP3 in component calcium_efflux_through_the_IP3R | * O_infinity in component calcium_efflux_through_the_IP3R | * IP3 in component calcium_efflux_through_the_IP3R | * d/dt V in component membrane | * d/dt n in component delayed_rectifier_potassium_current_n_gate | * d/dt a in component nucleotide_sensitive_potassium_current_a_gate | * d/dt c in component cytosolic_free_calcium_concentration | * d/dt c_er in component ER_calcium_concentration,export_failed
152,luo_rudy_1991,models_cellml2/electrophysiology/luo_rudy_1991.cellml,electrophysiology,luo_rudy_1991,electrophysiology,exported_cellml_models/electrophysiology/luo_rudy_1991,exported_cellml_models/electrophysiology/luo_rudy_1991/luo_rudy_1991.cellml,exported_cellml_models/electrophysiology/luo_rudy_1991/luo_rudy_1991.py,15936,0,0.0,False,,success_clean
153,lambeth_kushmerick_2002,models_cellml2/metabolism/lambeth_kushmerick_2002.cellml,metabolism,lambeth_kushmerick_2002,metabolism,exported_cellml_models/metabolism/lambeth_kushmerick_2002,exported_cellml_models/metabolism/lambeth_kushmerick_2002/lambeth_kushmerick_2002.cellml,exported_cellml_models/metabolism/lambeth_kushmerick_2002/lambeth_kushmerick_2002.py,30136,0,0.0,False,,success_clean
154,winslow_rice_jafri_marban_ororke_1999,models_cellml2/calcium_dynamics/winslow_rice_jafri_marban_ororke_1999.cellml,calcium_dynamics,winslow_rice_jafri_marban_ororke_1999,calcium_dynamics,exported_cellml_models/calcium_dynamics/winslow_rice_jafri_marban_ororke_1999,exported_cellml_models/calcium_dynamics/winslow_rice_jafri_marban_ororke_1999/winslow_rice_jafri_marban_ororke_1999.cellml,exported_cellml_models/calcium_dynamics/winslow_rice_jafri_marban_ororke_1999/winslow_rice_jafri_marban_ororke_1999.py,41499,0,0.0,False,,success_clean
155,vinnakota_kemp_kushmeric_2006_exp29frA02,models_cellml2/metabolism/vinnakota_kemp_kushmeric_2006_exp29frA02.cellml,metabolism,vinnakota_kemp_kushmeric_2006_exp29frA02,metabolism,exported_cellml_models/metabolism/vinnakota_kemp_kushmeric_2006_exp29frA02,exported_cellml_models/metabolism/vinnakota_kemp_kushmeric_2006_exp29frA02/vinnakota_kemp_kushmeric_2006_exp29frA02.cellml,exported_cellml_models/metabolism/vinnakota_kemp_kushmeric_2006_exp29frA02/vinnakota_kemp_kushmeric_2006_exp29frA02.py,156409,0,0.0,False,,success_clean
156,chen_csikasz-nagy_gyorffy_val_novak_tyson_2000,models_cellml2/cell_cycle/chen_csikasz-nagy_gyorffy_val_novak_tyson_2000.cellml,cell_cycle,chen_csikasz-nagy_gyorffy_val_novak_tyson_2000,cell_cycle,exported_cellml_models/cell_cycle/chen_csikasz-nagy_gyorffy_val_novak_tyson_2000,exported_cellml_models/cell_cycle/chen_csikasz-nagy_gyorffy_val_novak_tyson_2000/chen_csikasz-nagy_gyorffy_val_novak_tyson_2000.cellml,exported_cellml_models/cell_cycle/chen_csikasz-nagy_gyorffy_val_novak_tyson_2000/chen_csikasz-nagy_gyorffy_val_novak_tyson_2000.py,19117,0,0.0,False,,success_clean
157,jelic_cupic_kolaranic_2005,models_cellml2/endocrine/jelic_cupic_kolaranic_2005.cellml,endocrine,jelic_cupic_kolaranic_2005,endocrine,exported_cellml_models/endocrine/jelic_cupic_kolaranic_2005,exported_cellml_models/endocrine/jelic_cupic_kolaranic_2005/jelic_cupic_kolaranic_2005.cellml,exported_cellml_models/endocrine/jelic_cupic_kolaranic_2005/jelic_cupic_kolaranic_2005.py,4936,0,0.0,False,,success_clean
158,courtemanche_ramirez_nattel_1998,models_cellml2/electrophysiology/courtemanche_ramirez_nattel_1998.cellml,electrophysiology,courtemanche_ramirez_nattel_1998,electrophysiology,exported_cellml_models/electrophysiology/courtemanche_ramirez_nattel_1998,exported_cellml_models/electrophysiology/courtemanche_ramirez_nattel_1998/courtemanche_ramirez_nattel_1998.cellml,exported_cellml_models/electrophysiology/courtemanche_ramirez_nattel_1998/courtemanche_ramirez_nattel_1998.py,38482,0,0.0,False,,success_clean
159,bertram_arnot_zamponi_2002,models_cellml2/electrophysiology/bertram_arnot_zamponi_2002.cellml,electrophysiology,bertram_arnot_zamponi_2002,electrophysiology,exported_cellml_models/electrophysiology/bertram_arnot_zamponi_2002,exported_cellml_models/electrophysiology/bertram_arnot_zamponi_2002/bertram_arnot_zamponi_2002.cellml,exported_cellml_models/electrophysiology/bertram_arnot_zamponi_2002/bertram_arnot_zamponi_2002.py,12482,0,0.0,False,,success_clean
160,vaseghi_baumeister_rizzi_reuss_1999,models_cellml2/metabolism/vaseghi_baumeister_rizzi_reuss_1999.cellml,metabolism,vaseghi_baumeister_rizzi_reuss_1999,metabolism,exported_cellml_models/metabolism/vaseghi_baumeister_rizzi_reuss_1999,exported_cellml_models/metabolism/vaseghi_baumeister_rizzi_reuss_1999/vaseghi_baumeister_rizzi_reuss_1999.cellml,exported_cellml_models/metabolism/vaseghi_baumeister_rizzi_reuss_1999/vaseghi_baumeister_rizzi_reuss_1999.py,10375,0,0.0,False,,success_clean
161,wanant_quon_2000_a,models_cellml2/signal_transduction/wanant_quon_2000_a.cellml,signal_transduction,wanant_quon_2000_a,signal_transduction,exported_cellml_models/signal_transduction/wanant_quon_2000_a,exported_cellml_models/signal_transduction/wanant_quon_2000_a/wanant_quon_2000_a.cellml,exported_cellml_models/signal_transduction/wanant_quon_2000_a/wanant_quon_2000_a.py,3861,0,0.0,False,,success_clean
162,fallon_lauffenburger_2000,models_cellml2/immunology/fallon_lauffenburger_2000.cellml,immunology,fallon_lauffenburger_2000,immunology,exported_cellml_models/immunology/fallon_lauffenburger_2000,exported_cellml_models/immunology/fallon_lauffenburger_2000/fallon_lauffenburger_2000.cellml,exported_cellml_models/immunology/fallon_lauffenburger_2000/fallon_lauffenburger_2000.py,6161,0,0.0,False,,success_clean
163,bagci_2008a,models_cellml2/signal_transduction/bagci_2008a.cellml,signal_transduction,bagci_2008a,signal_transduction,exported_cellml_models/signal_transduction/bagci_2008a,exported_cellml_models/signal_transduction/bagci_2008a/bagci_2008a.cellml,exported_cellml_models/signal_transduction/bagci_2008a/bagci_2008a.py,10632,0,0.0,False,,success_clean
164,mikane_araki_kohno_nakayama_suzuki_shimuzi_matsubara_hirakawa_takaki_suga_1997,models_cellml2/electrophysiology/mikane_araki_kohno_nakayama_suzuki_shimuzi_matsubara_hirakawa_takaki_suga_1997.cellml,electrophysiology,mikane_araki_kohno_nakayama_suzuki_shimuzi_matsubara_hirakawa_takaki_suga_1997,electrophysiology,exported_cellml_models/electrophysiology/mikane_araki_kohno_nakayama_suzuki_shimuzi_matsubara_hirakawa_takaki_suga_1997,exported_cellml_models/electrophysiology/mikane_araki_kohno_nakayama_suzuki_shimuzi_matsubara_hirakawa_takaki_suga_1997/mikane_araki_kohno_nakayama_suzuki_shimuzi_matsubara_hirakawa_takaki_suga_1997.cellml,exported_cellml_models/electrophysiology/mikane_araki_kohno_nakayama_suzuki_shimuzi_matsubara_hirakawa_takaki_suga_1997/mikane_araki_kohno_nakayama_suzuki_shimuzi_matsubara_hirakawa_takaki_suga_1997.py,5240,0,0.0,False,,success_clean
165,chassagnole_rais_quentin_fell_mazat_2001,models_cellml2/metabolism/chassagnole_rais_quentin_fell_mazat_2001.cellml,metabolism,chassagnole_rais_quentin_fell_mazat_2001,metabolism,exported_cellml_models/metabolism/chassagnole_rais_quentin_fell_mazat_2001,exported_cellml_models/metabolism/chassagnole_rais_quentin_fell_mazat_2001/chassagnole_rais_quentin_fell_mazat_2001.cellml,exported_cellml_models/metabolism/chassagnole_rais_quentin_fell_mazat_2001/chassagnole_rais_quentin_fell_mazat_2001.py,11734,0,0.0,False,,success_clean
166,noble_varghese_kohl_noble_1998_c,models_cellml2/calcium_dynamics/noble_varghese_kohl_noble_1998_c.cellml,calcium_dynamics,noble_varghese_kohl_noble_1998_c,calcium_dynamics,exported_cellml_models/calcium_dynamics/noble_varghese_kohl_noble_1998_c,exported_cellml_models/calcium_dynamics/noble_varghese_kohl_noble_1998_c/noble_varghese_kohl_noble_1998_c.cellml,,0,255,,False,,validation_failed
167,cloutier_2009_c,models_cellml2/metabolism/cloutier_2009_c.cellml,metabolism,cloutier_2009_c,metabolism,exported_cellml_models/metabolism/cloutier_2009_c,exported_cellml_models/metabolism/cloutier_2009_c/cloutier_2009_c.cellml,exported_cellml_models/metabolism/cloutier_2009_c/cloutier_2009_c.py,13237,0,0.0,False,,success_clean
168,kesmir_deboer_1999,models_cellml2/immunology/kesmir_deboer_1999.cellml,immunology,kesmir_deboer_1999,immunology,exported_cellml_models/immunology/kesmir_deboer_1999,exported_cellml_models/immunology/kesmir_deboer_1999/kesmir_deboer_1999.cellml,exported_cellml_models/immunology/kesmir_deboer_1999/kesmir_deboer_1999.py,9139,0,0.0,False,,success_clean
169,mijailovich_butler_fredburg_2000,models_cellml2/metabolism/mijailovich_butler_fredburg_2000.cellml,metabolism,mijailovich_butler_fredburg_2000,metabolism,exported_cellml_models/metabolism/mijailovich_butler_fredburg_2000,exported_cellml_models/metabolism/mijailovich_butler_fredburg_2000/mijailovich_butler_fredburg_2000.cellml,exported_cellml_models/metabolism/mijailovich_butler_fredburg_2000/mijailovich_butler_fredburg_2000.py,5187,0,0.0,False,,success_clean
170,jafri_rice_winslow_1998_a,models_cellml2/calcium_dynamics/jafri_rice_winslow_1998_a.cellml,calcium_dynamics,jafri_rice_winslow_1998_a,calcium_dynamics,exported_cellml_models/calcium_dynamics/jafri_rice_winslow_1998_a,exported_cellml_models/calcium_dynamics/jafri_rice_winslow_1998_a/jafri_rice_winslow_1998_a.cellml,,0,255,,False,,validation_failed
171,komarova_2003,models_cellml2/endocrine/komarova_2003.cellml,endocrine,komarova_2003,endocrine,exported_cellml_models/endocrine/komarova_2003,exported_cellml_models/endocrine/komarova_2003/komarova_2003.cellml,exported_cellml_models/endocrine/komarova_2003/komarova_2003.py,5272,0,0.0,False,,success_clean
172,chang_fujita_2001_Na_H_exchanger,models_cellml2/electrophysiology/chang_fujita_2001_Na_H_exchanger.cellml,electrophysiology,chang_fujita_2001_Na_H_exchanger,electrophysiology,exported_cellml_models/electrophysiology/chang_fujita_2001_Na_H_exchanger,exported_cellml_models/electrophysiology/chang_fujita_2001_Na_H_exchanger/chang_fujita_2001_Na_H_exchanger.cellml,,0,255,,False,,validation_failed
