t,Vm,Nai,Ki,Ca_Total,ATPi,p_AP_Na,y,p_RP_Na,p_AI_Na,p_AP_CaL,p_U,p_UCa,y_1,p_RP_CaL,p_AI_CaL,p_C,y1,y2,y_2,y1_1,y2_1,y3,y1_2,y2_2,y1_3,y2_3,y_3,y_4,Caup,y_5,p_open_RyR,p_close_RyR,Ca_Total_1,pCa,pCaCB,pCB,X
1.08,-85.95456193820333,4.925753222049016,143.18376378012232,0.0004087798880400573,4.657618821272534,1.7052181429206035e-05,0.5863082232229352,0.3568760412255454,0.40207375050974364,1.5285571459335228e-06,0.17302772581332523,6.0898257495721026e-05,0.9985724767096092,0.9969442272352719,0.0008501799913557511,0.42643871012807205,1.688439155646981e-05,0.8586521277048152,0.6080512843102029,0.0017966407177292946,0.20270475733045576,0.9678867713628543,0.09658403985484036,0.09705394200726283,0.0007956212807358343,0.9999125482783174,0.9891522175152582,0.5910750532176736,2.6096975192610237,0.4601489546966681,0.00034417832916817833,0.19268396940239538,9.460211873175767,0.02483121798321631,0.0019752138147054905,0.00042488084852130344,0.9573786294717135
1.09,-85.95454330972738,4.925753147061577,143.18376406114393,0.0004087775125529467,4.657623563597454,1.7052454894795367e-05,0.5863093289172975,0.35688743562615716,0.40206651824752765,1.5284136335866996e-06,0.17303292571216933,6.089683183361297e-05,0.998572894042298,0.9969451036506085,0.0008499327079544873,0.42645130871632797,1.6884423432608756e-05,0.8586531873925174,0.6080511695971677,0.0017963014197253018,0.20268884462289272,0.9678867543139835,0.09657662810976551,0.09705025420535848,0.000795621965605728,0.9999125486272865,0.9891521842701014,0.5910750606498254,2.6096802487792523,0.46014099920057616,0.00034418953811225463,0.19269630036581073,9.460252961112328,0.02483053627093585,0.001975077192164457,0.0004248395317737288,0.957378645774804
1.1,-85.95452476689073,4.925753072079933,143.18376434214747,0.00040877492251322866,4.657628305737045,1.7052728647837913e-05,0.5863104346080551,0.3568988294308653,0.40205928671446084,1.5282701694251912e-06,0.17303812539344854,6.08953916814559e-05,0.9985733112489839,0.9969459798119722,0.0008496854980314865,0.42646390674163176,1.6884455466643018e-05,0.858654246685284,0.6080510541579375,0.001795962240259672,0.20267293318355836,0.9678867371710785,0.09656921693817026,0.09704656656449612,0.0007956226483210707,0.9999125489759004,0.9891521530406608,0.5910750681410721,2.609662984507843,0.4601330475186225,0.00034420074788588735,0.19270863128080948,9.460294043571098,0.02482985471399293,0.001974940591585956,0.00042479823671665436,0.957378661888031
1.11,-85.95450631013577,4.925752997103331,143.18376462313304,0.0004087721347719908,4.6576330476992505,1.705300205261681e-05,0.5863115402952116,0.35691022264028816,0.4020520559074027,1.528126752839036e-06,0.17304332485693835,6.0893937274259156e-05,0.9985737283297194,0.9969468557194573,0.0008494383615521743,0.42647650420409516,1.6884487654724252e-05,0.8586553055838243,0.6080509380020561,0.0017956231792737045,0.20265702301224245,0.9678867199359715,0.09656180633998449,0.09704287908387871,0.000795623328686758,0.9999125493241601,0.9891521237130758,0.5910750756908606,2.6096457261276917,0.460125099499363,0.00034421195801016466,0.19272096214781334,9.460335120553749,0.024829173303343215,0.0019748040128161753,0.00042475696347675626,0.9573786778149154
1.12,-85.95448793930177,4.925752922131798,143.18376490410068,0.0004087691461923708,4.657637789482577,1.705327553706383e-05,0.5863126459787688,0.35692161525411853,0.402044825824589,1.5279833837348434e-06,0.17304852410248744,6.089246877167349e-05,0.9985741452845307,0.9969477313731111,0.000849191298499038,0.4264891011037486,1.6884519995412794e-05,0.8586563640885347,0.6080508211340191,0.0017952842367378033,0.20264111410883343,0.9678867026094149,0.09655439631517186,0.09703919176365275,0.0007956240067919838,0.9999125496720661,0.989152096289008,0.5910750832989047,2.6096284736982653,0.4601171551706247,0.00034422316857919097,0.19273329296670635,9.460376192060714,0.024828492040708788,0.001974667455885908,0.0004247157120034841,0.9573786935562076
1.1300000000000001,-85.95446965349063,4.925752847166324,143.18376518505045,0.0004087659292002126,4.657642531074004,1.7053550829528976e-05,0.5863137516587269,0.35693300727091826,0.4020375964659389,1.5278400626507829e-06,0.17305372313003373,6.089098624121606e-05,0.9985745621134123,0.9969486067729226,0.0008489443088754247,0.42650169744052285,1.6884552490213833e-05,0.8586574221994296,0.6080507035521496,0.0017949454126579571,0.20262520647334023,0.9678866851908401,0.09654698686373743,0.09703550460511837,0.0007956246830735264,0.9999125500196184,0.9891520709113563,0.5910750909652446,2.60961122774187,0.46010921477941147,0.0003442343803876415,0.1927456237367152,9.460417258090928,0.024827810940974752,0.0019745309210516433,0.00042467448202961056,0.9573787091092717
1.1400000000000001,-85.9544514528431,4.925752772206547,143.18376546598236,0.0004087624906500395,4.657647272476757,1.7053827826257502e-05,0.5863148573350886,0.35694439869084277,0.4020303678290001,1.527696789235245e-06,0.17305892193938935,6.088948988020716e-05,0.9985749788164037,0.9969494819189627,0.0008486973926552931,0.42651429321448897,1.6884585136483676e-05,0.858658479917062,0.6080505852634667,0.0017946067069900217,0.20260930010560202,0.9678866676815393,0.09653957798562797,0.09703181760795042,0.0007956253574784674,0.9999125503668178,0.9891520475240361,0.5910750986894606,2.609593988128735,0.46010127826393815,0.0003442455932431867,0.1927579544579927,9.460458318645438,0.024827130000481378,0.0019743944082518967,0.00042463327359317535,0.9573787244762431
1.1500000000000001,-85.95443333753049,4.925752697252063,143.18376574689657,0.0004087588384085121,4.657652013694534,1.7054106369634265e-05,0.5863159630078565,0.3569557895140944,0.40202313991125077,1.5275535631104628e-06,0.17306412053036266,6.088797988978302e-05,0.9985753953935453,0.9969503568113045,0.0008484505498117377,0.42652688842572223,1.6884617931456664e-05,0.8586595372420002,0.608050466275245,0.0017942681196883783,0.20259339500545287,0.9678866500828595,0.09653216968078858,0.097028130771776,0.0007956260299394923,0.9999125507136648,0.9891520260651131,0.5910751064711198,2.609576754709922,0.4600933455533416,0.00034425680692448104,0.19277028513071892,9.460499373725364,0.024826449215023756,0.001974257917415834,0.0004245920867411928,0.9573787396593971
1.16,-85.9544153077241,4.925752622302473,143.1837660277931,0.0004087549803422911,4.657656754731041,1.7054386302044135e-05,0.5863170686770333,0.35696717974087544,0.40201591271016907,1.5274103838986692e-06,0.17306931890276206,6.088645647107988e-05,0.9985758118448782,0.9969512314500212,0.0008482037803178536,0.4265394830742977,1.6884650872367135e-05,0.858660594174813,0.6080503465947591,0.001793929650707408,0.20257749117272686,0.9678866323961474,0.09652476194916432,0.09702444409622217,0.0007956267003892866,0.9999125510601603,0.989152006472653,0.5910751143097888,2.609559527336489,0.46008541657675867,0.00034426802121017896,0.19278261575507388,9.460540423331816,0.02482576858039697,0.001974121448472621,0.00042455092152067703,0.9573787546610096
1.17,-85.95439736359523,4.925752547357372,143.1837663086721,0.00040875092431803725,4.657661495589977,1.7054667465871974e-05,0.5863181743426218,0.3569785693713882,0.402008686223233,1.527267251222097e-06,0.17307451705639595,6.088491982523399e-05,0.9985762281704428,0.996952105835186,0.0008479570841467352,0.4265520771602906,1.6884683956449422e-05,0.858661650716069,0.6080502262292837,0.0017935913000014926,0.2025615886072581,0.9678866146227499,0.09651735479070028,0.09702075758091606,0.0007956273687605358,0.999912551406305,0.9891519886847213,0.5910751222050346,2.609542305859498,0.46007749126332625,0.00034427923587893494,0.19279494633123762,9.460581467465907,0.024825088092396114,0.0019739850013514243,0.0004245097779786421,0.9573787694833562
1.18,-85.95437950531519,4.92575247241636,143.18376658953363,0.00040874667820241104,4.657666236275046,1.7054949703502648e-05,0.5863192800046246,0.356989958405835,0.4020014604479208,1.527124164702979e-06,0.17307971499107275,6.088337015338159e-05,0.9985766443702797,0.9969529799668722,0.0008477104612714777,0.4265646706837761,1.688471718093787e-05,0.8586627068663367,0.6080501051860936,0.0017932530675250134,0.2025456873088807,0.9678865967640141,0.09650994820534155,0.09701707122548475,0.0007956280349859252,0.9999125517520997,0.9891519726393837,0.591075130156424,2.609525090130008,0.46006956954218126,0.00034429045070940347,0.19280727685939023,9.460622506128754,0.02482440774681627,0.0019738485759814095,0.0004244686561621023,0.9573787841287122
1.19,-85.95436173305528,4.925752397479034,143.18376687037775,0.00040874224986207333,4.657670976789948,1.7055232857321023e-05,0.5863203856630446,0.3570013468444181,0.4019942353817104,1.5269811239635484e-06,0.1730849127066008,6.088180765665892e-05,0.9985770604444298,0.9969538538451528,0.0008474639116651755,0.42657726364482945,1.6884750543066813e-05,0.8586637626261848,0.6080499834724632,0.0017929149532323518,0.20252978727742874,0.9678865788212866,0.0965025421930332,0.09701338502955532,0.0007956286989981406,0.9999125520975449,0.9891519582747059,0.591075138163524,2.6095078799990787,0.46006165134246063,0.0003443016654802389,0.1928196073397117,9.46066353932147,0.02482372753945252,0.001973712172291743,0.0004244275561180717,0.9573787985993535
1.2,-85.95434404698679,4.925752322544992,143.1837671512046,0.0004087376471636846,4.657675717138385,1.7055516769711965e-05,0.5863214913178841,0.35701273468733985,0.40198701102208007,1.526838128626038e-06,0.17309011020278856,6.088023253620223e-05,0.9985774763929338,0.9969547274701013,0.0008472174353009237,0.42658985604352573,1.6884784040070592e-05,0.8586648179961819,0.6080498610956673,0.001792576957077889,0.2025138885127363,0.9678865607959143,0.0964951367537203,0.09700969899275486,0.000795629360729867,0.9999125524426418,0.9891519455287535,0.5910751462259012,2.609490675317771,0.4600537365933011,0.0003443128799700957,0.1928319377723821,9.460704567045166,0.024823047466099965,0.001973575790211591,0.0004243864778935645,0.9573788128975556
1.21,-85.95432644728105,4.925752247613832,143.18376743201424,0.0004087328779739057,4.6576804573240596,1.7055801283060335e-05,0.5863225969691462,0.35702412193480254,0.40197978736650786,1.5266951783126805e-06,0.17309530747944438,6.087864499314775e-05,0.9985778922158323,0.9969556008417906,0.0008469710321518168,0.4266024478799401,1.6884817669183545e-05,0.8586658729768966,0.6080497380629805,0.001792239079016007,0.2024979910146375,0.9678865426892441,0.09648773188734797,0.09700601311471047,0.0007956300201137905,0.9999125527873907,0.9891519343395923,0.5910751543431227,2.6094734759371447,0.46004582522383974,0.00034432409395762837,0.19284426815758154,9.460745589300961,0.024822367522553686,0.0019734394296701194,0.00042434542153559486,0.957378827025594
1.22,-85.95430893410935,4.925752172685152,143.18376771280674,0.0004087279501593972,4.657685197350673,1.7056086239751e-05,0.5863237026168334,0.35703550858700844,0.4019725644124719,1.5265522726457093e-06,0.17310050453637665,6.087704522863173e-05,0.9985783079131659,0.9969564739602941,0.0008467247021909497,0.42661503915414783,1.6884851427640007e-05,0.8586669275688974,0.6080496143816775,0.0017919013190010864,0.20248209478296647,0.9678865245026229,0.09648032759386126,0.09700232739504921,0.0007956306770825961,0.9999125531317924,0.9891519246452876,0.5910751625147553,2.6094562817082596,0.4600379171632133,0.00034433530722149133,0.19285659849549,9.460786606089965,0.024821687704608766,0.0019733030905964948,0.0004243043870911769,0.9573788409857443
1.23,-85.95429150764298,4.925752097758549,143.18376799358222,0.00040872287158681973,4.657689937221929,1.705637148216883e-05,0.5863248082609485,0.35704689464415995,0.4019653421574503,1.5264094112473568e-06,0.1731057013733938,6.087543344379041e-05,0.9985787234849755,0.9969573468256848,0.0008464784453914171,0.42662762986622405,1.688488531267432e-05,0.858667981772753,0.6080494900590329,0.001791563676987509,0.20246619981755723,0.9678865062373976,0.09647292387320525,0.09699864183339821,0.0007956313315689695,0.9999125534758478,0.9891519163839052,0.5910751707403659,2.6094390924821758,0.4600300123405588,0.00034434651954033907,0.19286892878628753,9.460827617413292,0.0248210080080603,0.0019731667729198828,0.0004242633746073248,0.9573788547802822
1.24,-85.95427416805326,4.925752022833622,143.18376827434076,0.000408717650122834,4.657694676941526,1.705665685269868e-05,0.586325913901494,0.35705828010645935,0.4019581205989211,1.526266593739856e-06,0.17311089799030419,6.0873809839760036e-05,0.9985791389313015,0.9969582194380362,0.0008462322617263138,0.42664022001624397,1.6884919321520822e-05,0.8586690355890321,0.6080493651023214,0.0017912261529296563,0.20245030611824394,0.9678864878949149,0.09646552072532502,0.09699495642938454,0.0007956319835055961,0.9999125538195576,0.9891519094935107,0.5910751790195212,2.6094219081099537,0.460022110685013,0.00034435773069282596,0.1928812590301542,9.46086862327206,0.02482032842870337,0.00197303047656945,0.00042422238413105274,0.9573788684114832
1.25,-85.95425691520185,4.925751947910287,143.18376855508242,0.0004087122849078036,4.657699416509048,1.7056942722190073e-05,0.586327019538473,0.3570696649736713,0.4019508997343315,1.526123819929341e-06,0.173116094386907,6.087217462916579e-05,0.9985795542521845,0.9969590917974204,0.0008459861511690077,0.4266528096042601,1.688495345194206e-05,0.8586700890183141,0.6080492395182585,0.0017908887467823172,0.20243441368485937,0.9678864694763242,0.09645811815016553,0.0969912711830464,0.0007956326329607548,0.9999125541629226,0.989151903958171,0.5910751873517998,2.6094047286079176,0.4600142122038526,0.00034436894070973386,0.19289358922702332,9.460909623667071,0.024819648967042314,0.0019728942015552462,0.000424181415624276,0.9573788818807546
1.26,-85.95423974869394,4.925751872988725,143.18376883580734,0.0004087067678526162,4.657704155920659,1.7057229899309655e-05,0.5863281251718881,0.35708104924519823,0.40194367956110283,1.5259810897743022e-06,0.17312129056299377,6.0870528034151104e-05,0.9985799694476643,0.9969599639039094,0.0008457401136930931,0.4266653986303065,1.688498770213819e-05,0.8586711420611879,0.6080491133130962,0.0017905514585006188,0.20241852251723527,0.9678864509826103,0.09645071614767158,0.0969875860947627,0.0007956332801150599,0.9999125545059432,0.9891518998000629,0.5910751957367898,2.609387554129312,0.4600063169690906,0.0003443801498307245,0.1929059193766237,9.46095061859888,0.024818969627482926,0.0019727579479543312,0.0004241404689784082,0.9573788951887839
1.27,-85.95422266857447,4.925751798068662,143.18376911651558,0.0004087011032640271,4.657708895178383,1.7057518442030195e-05,0.5863292308017422,0.3570924329210638,0.4019364600767005,1.5258384029719951e-06,0.17312648651836918,6.086887026053916e-05,0.9985803845177814,0.9969608357575759,0.0008454941492717762,0.4266779870944491,1.6885022069559035e-05,0.8586721947182264,0.6080489864938812,0.0017902142880391089,0.20240263261520522,0.9678864324150396,0.09644331471778818,0.09698390116432823,0.0007956339249565121,0.9999125548486205,0.9891518969760184,0.5910752041740627,2.609370384592616,0.45999842494174115,0.00034439135793730815,0.1929182494790348,9.460991608068477,0.02481829040774144,0.0019726217157288685,0.00042409954420574714,0.9573789083374926
1.28,-85.95420567489468,4.925751723149821,143.18376939720724,0.0004086952956235333,4.657713634284321,1.7057808397742108e-05,0.5863303364280378,0.3571038160013007,0.4019292412785906,1.525695759215993e-06,0.17313168225283798,6.0867201513923066e-05,0.9985807994625766,0.9969617073584929,0.0008452482578782575,0.42669057499675433,1.6885056551643842e-05,0.8586732469900028,0.6080488590676711,0.001789877235352327,0.20238674397860282,0.967886413774882,0.09643591386046038,0.09698021639152955,0.0007956345674703975,0.9999125551909551,0.989151895441948,0.5910752126631899,2.6093532199130016,0.4599905360812536,0.000344402564905946,0.19293057953434087,9.461032592076855,0.024817611305439788,0.0019724855048394007,0.000424058641320295,0.9573789213288194
1.29,-85.95418876770573,4.925751648231922,143.1837696778824,0.00040868934941263175,4.657718373240578,1.7058099813835814e-05,0.5863314420507778,0.3571151984859414,0.40192202316423925,1.5255531581998688e-06,0.173136877766205,6.0865521999895926e-05,0.9985812142820901,0.9969625787067331,0.000845002439485738,0.42670316233728856,1.6885091145831854e-05,0.8586742988770897,0.6080487310415237,0.001789540300394813,0.20237085660726165,0.967886395063408,0.09642851357563317,0.09697653177615329,0.0007956352076420017,0.9999125555329478,0.9891518951537626,0.5910752212037427,2.6093360600056386,0.45998265034707736,0.00034441377061309966,0.19294290954262627,9.46107357062501,0.024816932318199893,0.0019723493152464713,0.0004240177603360538,0.957378934164703
1.3,-85.95417194705882,4.925751573314688,143.18376995854112,0.00040868326911281956,4.657723112049256,1.7058392737701716e-05,0.586332547669965,0.35712658037501854,0.4019148057311125,1.5254105996171955e-06,0.17314207305827511,6.086383192405086e-05,0.9985816289763627,0.9969634498023697,0.0008447566940674183,0.42671574911611826,1.6885125849562317e-05,0.85867535038006,0.6080486024224966,0.0017892034831211061,0.2023549705010153,0.9678863762818875,0.09642111386325161,0.09697284731798597,0.0007956358454566106,0.9999125558745992,0.9891518960673725,0.5910752297952925,2.609318904785699,0.4599747676986618,0.0003444249749352303,0.19295523950397533,9.461114543713935,0.024816253443643688,0.001972213146910623,0.0004239769012670256,0.957378946847082
1.31,-85.95415521300515,4.925751498397839,143.18377023918353,0.00040867705920559364,4.657727850712458,1.7058687216730236e-05,0.5863336532856022,0.3571379616685647,0.4019075889766764,1.525268083161546e-06,0.17314726812885306,6.0862131491980974e-05,0.9985820435454348,0.9969643206454754,0.0008445110215964993,0.42672833533330984,1.6885160660274474e-05,0.8586764014994868,0.6080484732176477,0.0017888667834857462,0.20233908565969738,0.9678863574315907,0.09641371472326071,0.09696916301681421,0.00079563648089951,0.9999125562159101,0.9891518981386886,0.5910752384374106,2.6093017541683525,0.45996688809545627,0.0003444361777487994,0.19296756941847237,9.461155511344627,0.0248155746793931,0.0019720769997923996,0.0004239360641272124,0.9573789593778952
1.32,-85.9541385655959,4.925751423481098,143.18377051980974,0.000408670724172451,4.657732589232288,1.7058983298311788e-05,0.5863347588976918,0.3571493423666124,0.40190037289839703,1.5251256085264938e-06,0.1731524629777437,6.086042090927938e-05,0.9985824579893469,0.996965191236123,0.0008442654220461815,0.4267409209889298,1.6885195575407576e-05,0.8586774522359427,0.6080483434340345,0.0017885302014432724,0.2023232020831415,0.9678863385137876,0.09640631615560549,0.0969654788724246,0.0007956371139559857,0.9999125565568814,0.9891519013236216,0.5910752471296685,2.609284608068771,0.45995901149691015,0.00034444737893026835,0.1929798992862017,9.461196473518081,0.02481489602307006,0.001971940873852344,0.00042389524893061633,0.9573789717590814
1.33,-85.95412200488225,4.9257513485641855,143.18377080041978,0.00040866426849488864,4.65773732761085,1.705928102983678e-05,0.5863358645062368,0.3571607224691942,0.40189315749374055,1.5249831754056115e-06,0.17315765760475185,6.085870038153919e-05,0.9985828723081396,0.9969660615743856,0.0008440198953896657,0.42675350608304446,1.688523059240086e-05,0.8586785025900007,0.6080482130787148,0.0017881937369482249,0.20230731977118124,0.9678863195297485,0.09639891816023098,0.0969617948846037,0.0007956377446113234,0.9999125568975136,0.9891519055780821,0.5910752558716376,2.609267466402125,0.4599511378624729,0.0003444585783560985,0.1929922291072477,9.46123743023529,0.0248142174722965,0.0019718047690509993,0.0004238544556912394,0.957378983992579
1.34,-85.9541055309154,4.9257512736468225,143.18377108101376,0.00040865769665440353,4.657742065850244,1.7059580458695626e-05,0.5863369701112399,0.35717210197634275,0.4018859427601729,1.5248407834924724e-06,0.17316285200968232,6.085697011435351e-05,0.9985832865018535,0.996966931660336,0.0008437744416001528,0.4267660906157203,1.688526570869358e-05,0.8586795525622337,0.6080480821587465,0.0017878573899551427,0.20229143872365019,0.9678863004807434,0.09639152073708221,0.0969581110531381,0.0007956383728508091,0.9999125572378075,0.9891519108579807,0.5910752646628891,2.609250329083585,0.4599432671515938,0.00034446977590275125,0.19300455888169463,9.46127838149725,0.024813539024694343,0.0019716686853489085,0.0004238136844230836,0.9573789960803272
1.35,-85.95408914374654,4.92575119872873,143.18377136159177,0.00040865101313249276,4.657746803952578,1.7059881632278745e-05,0.5863380757127037,0.3571834808880906,0.4018787286951602,1.5246984324806493e-06,0.17316804619233994,6.085523031331545e-05,0.998583700570529,0.9969678014940472,0.0008435290606508434,0.42677867458702373,1.6885300921724976e-05,0.8586806021532145,0.6080479506811871,0.001787521160418566,0.20227555894038196,0.9678862813680426,0.09638412388610419,0.09695442737781439,0.0007956389986597285,0.9999125575777639,0.9891519171192281,0.5910752735029943,2.609233196028323,0.4599353993237222,0.00034448097144668794,0.19301688860962682,9.461319327304954,0.024812860677885525,0.0019715326227066152,0.0004237729351401512,0.9573790080242642
1.36,-85.95407284342686,4.925751123809632,143.18377164215389,0.0004086442224106532,4.657751541919951,1.706018459797655e-05,0.586339181310631,0.35719485920447025,0.40187151529616866,1.5245561220637154e-06,0.17317324015252952,6.085348118401813e-05,0.9985841145142068,0.9969686710755918,0.0008432837525149381,0.42679125799702117,1.6885336228934297e-05,0.858681651363516,0.6080478186530944,0.0017871850482930338,0.20225968042121015,0.9678862621929161,0.09637672760724196,0.09695074385841915,0.0007956396220233674,0.9999125579173834,0.9891519243177349,0.5910752823915247,2.609216067151509,0.4599275343383076,0.00034449216486437005,0.19302921829112865,9.461360267659401,0.02481218242949197,0.001971396581084663,0.000423732207856444,0.957379019826329
1.37,-85.95405663000756,4.925751048889247,143.18377192270023,0.00040863732897038197,4.6577562797544685,1.706048940317945e-05,0.5863402869050247,0.35720623692551434,0.40186430256066413,1.5244138519352435e-06,0.17317843389005586,6.085172293205466e-05,0.9985845283329273,0.996969540405043,0.0008430385171656378,0.42680384084577905,1.6885371627760783e-05,0.8586827001937112,0.6080476860815263,0.001786849053533086,0.20224380316596832,0.9678862429566341,0.09636933190044053,0.09694706049473895,0.0007956402429270115,0.9999125582566669,0.9891519324094119,0.5910752913280517,2.609198942368314,0.4599196721547993,0.00034450335603225887,0.1930415479262844,9.461401202561584,0.02481150427713561,0.0019712605604435937,0.00042369150258596413,0.9573790314884603
1.3800000000000001,-85.95404044236557,4.925750973915497,143.18377220325596,0.00040863136522878305,4.657761017941573,1.7060772812697594e-05,0.5863413924966652,0.35721761409230257,0.40185708978321194,1.5242715500850352e-06,0.1731836273624095,6.085000125501856e-05,0.998584942038357,0.9969704095034073,0.0008427933469145195,0.4268164231496304,1.6885406445369963e-05,0.8586837488071961,0.6080475549066313,0.0017865131630650092,0.20222792712685814,0.9678862239989061,0.0963619367498567,0.09694337723731633,0.0007956408543914854,0.9999125585958237,0.9891519331838244,0.5910753001925293,2.6091818020717157,0.4599118033751787,0.0003445145166830459,0.19305387753218128,9.461442132289342,0.024810825673553083,0.001971124551781637,0.000423650820939172,0.9573790434948948
1.3900000000000001,-85.95402441407533,4.925750899004682,143.18377248376518,0.0004086240337178348,4.657765755401025,1.7061085387520403e-05,0.5863424980838206,0.35722899061454466,0.40184987852955734,1.5241293767119697e-06,0.17318882066427035,6.08482144048789e-05,0.9985853556046123,0.9969712783240794,0.0008425482588200799,0.42682900487226344,1.6885442176260734e-05,0.8586847968414139,0.6080474208214743,0.001786177405894928,0.20221205240992945,0.9678862045653457,0.09635454219064028,0.09693969419620066,0.0007956414718274186,0.9999125589343892,0.9891519449771513,0.5910753092513851,2.609164689891628,0.4599039489112465,0.00034452570972726056,0.19306620707071623,9.46148305622602,0.02481014783660504,0.0019709885751336494,0.00042361015927811255,0.9573790547693071
1.4000000000000001,-85.95400846834343,4.9257508240905805,143.18377276425986,0.000408616644637676,4.65777049274887,1.7061398003987347e-05,0.5863436036674797,0.3572403665440162,0.4018426679057547,1.523987240445798e-06,0.17319401374166518,6.0846420392376116e-05,0.9985857690464738,0.996972146893673,0.0008423032431413498,0.42684158603439476,1.688547796744688e-05,0.8586858445033899,0.6080472862848804,0.001785841765459164,0.20219617895462386,0.967886185086564,0.09634714820271906,0.09693601130863051,0.0007956420864159856,0.9999125592726289,0.9891519573491498,0.5910753183525002,2.6091475809462334,0.45989609683694316,0.00034453689928991873,0.1930785365635988,9.461523974723697,0.02480947007177479,0.0019708526190748985,0.00042356951966373587,0.9573790659258232
1.41,-85.95399260516984,4.925750749173193,143.18377304473995,0.00040860919798830684,4.65777522998511,1.706171066209842e-05,0.5863447092476428,0.3572517418807172,0.40183545791180403,1.5238451412865204e-06,0.17319920659459398,6.084461921751022e-05,0.9985861823639415,0.9969730152121882,0.0008420582998783291,0.4268541666360244,1.68855138189284e-05,0.8586868917931244,0.6080471512968495,0.0017855062417577172,0.20218030676094137,0.967886165562561,0.09633975478609305,0.09693232857460587,0.0007956426981571864,0.9999125596105425,0.9891519702998199,0.5910753274958744,2.6091304752355318,0.4598882471522687,0.00034454808537102044,0.193090866010829,9.461564887782375,0.024808792379062344,0.0019707166836053845,0.0004235289020960419,0.957379076964443
1.42,-85.9539768245546,4.925750674252518,143.18377332520544,0.00040860169376972724,4.657779967109744,1.7062023361853627e-05,0.5863458148243097,0.35726311662464766,0.4018282485477053,1.5237030792341368e-06,0.17320439922305672,6.084281088028121e-05,0.9985865955570155,0.9969738832796249,0.0008418134290310179,0.4268667466771523,1.6885549730705295e-05,0.8586879387106173,0.6080470158573817,0.0017851708347905878,0.20216443582888197,0.9678861459933367,0.09633236194076224,0.09692864599412676,0.000795643307051021,0.99991255994813,0.9891519838291618,0.5910753366815079,2.609113372759523,0.4598803998572232,0.00034455926797056564,0.19310319541240686,9.46160579540205,0.02480811475846769,0.0019705807687251074,0.00042348830657503074,0.9573790878851666
1.43,-85.95396112649769,4.925750599328556,143.18377360565637,0.0004085941319819371,4.657784704122771,1.7062336103252967e-05,0.5863469203974805,0.3572744907758076,0.40182103981345857,1.5235610542886473e-06,0.17320959162705346,6.084099538068909e-05,0.9985870086256956,0.9969747510959833,0.0008415686305994161,0.4268793261577785,1.6885585702777567e-05,0.8586889852558686,0.608046879966477,0.0017848355445577754,0.20214856615844565,0.9678861263788912,0.09632496966672664,0.09692496356719317,0.0007956439130974892,0.9999125602853915,0.9891519979371752,0.5910753459094006,2.6090962735182073,0.4598725549518065,0.00034457044708855437,0.19311552476833235,9.461646697582728,0.024807437209990835,0.0019704448744340677,0.0004234477331007023,0.957379098687994
1.44,-85.95394551099909,4.925750524401309,143.18377388609272,0.0004085865126249366,4.657789441024193,1.706264888629644e-05,0.5863480259671551,0.35728586433419696,0.40181383170906376,1.523419066450052e-06,0.17321478380658417,6.083917271873385e-05,0.998587421569982,0.9969756186612633,0.0008413239045835238,0.426891905077903,1.6885621735145215e-05,0.8586900314288782,0.6080467436241352,0.0017845003710592806,0.20213269774963244,0.9678861067192244,0.09631757796398625,0.09692128129380509,0.0007956445162965912,0.9999125606223271,0.9891520126238603,0.5910753551795525,2.609079177511585,0.4598647124360188,0.0003445816227249866,0.1931278540786055,9.461687594324403,0.024806759733631775,0.001970309000732265,0.00042340718167305664,0.9573791093729251
1.45,-85.95392997805884,4.925750449470775,143.18377416651447,0.0004085788356987256,4.657794177814009,1.7062961710984046e-05,0.5863491315333336,0.3572972372998158,0.40180662423452096,1.5232771157183506e-06,0.17321997576164883,6.083734289441549e-05,0.9985878343898746,0.9969764859754648,0.0008410792509833409,0.4269044834375258,1.688565782780824e-05,0.8586910772296462,0.6080466068303566,0.001784165314295103,0.20211683060244232,0.9678860870143363,0.09631018683254107,0.09691759917396253,0.000795645116648327,0.9999125609589368,0.9891520278892171,0.5910753644919635,2.609062084739655,0.4598568723098599,0.0003445927948798623,0.1931401833432263,9.461728485627077,0.024806082329390515,0.001970173147619699,0.0004233666522920937,0.95737911993996
1.46,-85.9539145276769,4.925750374536955,143.18377444692166,0.0004085711012033042,4.657798914492219,1.706327457731578e-05,0.5863502370960159,0.35730860967266403,0.40179941738983016,1.5231352020935432e-06,0.17322516749224748,6.083550590773402e-05,0.9985882470853734,0.996977353038588,0.0008408346697988675,0.4269170612366469,1.6885693980766637e-05,0.8586921226581727,0.608046469585141,0.0017838303742652426,0.20210096471687528,0.967886067264227,0.09630279627239109,0.09691391720766548,0.0007956457141526964,0.9999125612952203,0.9891520437332454,0.5910753738466338,2.6090449952024186,0.45984903457332993,0.00034460396355318155,0.1931525125621947,9.461769371490753,0.02480540499726705,0.00197003731509637,0.00042332614495781357,0.9573791303890987
