t,V,Na_i,m,h,j,K_i,X_kr,X_ks,X_to1,Y_to1,Ca_i,MgATP_i,z,v,w,Ca_ss,MgATP_ss,y,MgADP_i,P_O1,P_O2,P_C1,P_C2,Ca_JSR,Ca_NSR,HTRPNCa,LTRPNCa,CaADP_i,CaADP_ss,CaATP_ss,CaATP_i,Mg_ss,Mg_i,MgADP_ss
2.39,0.0,9.54898105934e-313,1.162853693449e-311,7.42698529545e-313,nan,0.0,0.0,2.97079411185e-313,1.1628536937197e-311,5.411089268197e-312,2.121995736e-314,0.0,7.2147856893e-313,1.162853693449e-311,5.30498948012e-312,nan,0.0,0.0,4.2e-322,1.1628536937197e-311,5.623288847323e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1628536934924e-311,5.644508806675e-312,nan,0.0,0.0,2.5e-323,1.1628536937197e-311,5.70816867896e-312,2.121995736e-314,0.0
2.4,1.7612565065e-312,1.1628536934944e-311,5.750608596223e-312,nan,0.0,0.0,4.243991608e-314,1.1628536937197e-311,5.94158821594e-312,2.121995736e-314,0.0,1.93101616978e-312,1.162853693456e-311,6.00524809114e-312,nan,0.0,0.0,1.7e-322,1.1628536937197e-311,6.11134787938e-312,2.121995736e-314,0.0,1.80369642232e-312,1.1628536934495e-311,6.132567838597e-312,nan,0.0,0.0,1.90979621228e-312,1.1628536937197e-311,6.32354745854e-312,2.121995736e-314,0.0,1.0609978955e-313
2.41,1.162853693449e-311,6.132567838597e-312,nan,0.0,0.0,1.25197751708e-312,1.1628536937197e-311,6.53574703766e-312,2.121995736e-314,0.0,1.12465776921e-312,1.16285369345e-311,6.00524809114e-312,nan,0.0,0.0,1.0609978977e-313,1.1628536937197e-311,6.578186953223e-312,2.121995736e-314,0.0,1.93101616978e-312,1.162853693456e-311,6.62062687052e-312,nan,0.0,0.0,1.7e-322,1.1628536937197e-311,6.7267266589e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1628536934564e-311
2.42,6.747946617977e-312,nan,0.0,0.0,2.121995833e-314,1.1628536937197e-311,7.045026027615e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1628536934934e-311,7.06624598662e-312,nan,0.0,0.0,2.5e-323,1.1628536937197e-311,7.129905859254e-312,2.121995736e-314,0.0,9.54898105934e-313,1.162853693454e-311,6.747946617977e-312,nan,0.0,0.0,1.25197751708e-312,1.1628536937197e-311,7.490645143777e-312,2.121995736e-314,0.0,1.12465776921e-312,1.16285369345e-311,6.62062687052e-312
2.43,nan,0.0,0.0,1.0609978977e-313,1.1628536937197e-311,7.533085059157e-312,2.121995736e-314,0.0,9.54898105934e-313,1.162853693449e-311,7.42698529545e-313,nan,0.0,0.0,2.97079411185e-313,1.1628536937197e-311,7.68162476506e-312,2.121995736e-314,0.0,7.2147856893e-313,1.162853693449e-311,7.575524976454e-312,nan,0.0,0.0,4.2e-322,1.1628536937197e-311,7.893824344184e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1628536934924e-311,7.91504430301e-312,nan
2.44,0.0,0.0,2.5e-323,1.1628536937197e-311,7.978704175823e-312,2.121995736e-314,0.0,1.7612565065e-312,1.162853693495e-311,8.021144092556e-312,nan,0.0,0.0,4.243991608e-314,1.1628536937197e-311,8.2121237128e-312,2.121995736e-314,0.0,1.93101616978e-312,1.162853693456e-311,8.27578358747e-312,nan,0.0,0.0,1.7e-322,1.1628536937197e-311,8.38188337624e-312,2.121995736e-314,0.0,1.80369642232e-312,1.1628536934495e-311,8.40310333493e-312,nan,0.0
2.45,0.0,1.90979621228e-312,1.1628536937197e-311,8.5940829554e-312,2.121995736e-314,0.0,1.0609978955e-313,1.162853693449e-311,8.40310333493e-312,nan,0.0,0.0,1.78247646482e-312,1.1628536937197e-311,8.80628253452e-312,2.121995736e-314,0.0,1.12465776921e-312,1.16285369345e-311,8.27578358747e-312,nan,0.0,0.0,1.0609978977e-313,1.1628536937197e-311,8.848722450084e-312,2.121995736e-314,0.0,1.93101616978e-312,1.162853693456e-311,8.89116236685e-312,nan,0.0,0.0
2.46,1.7e-322,1.1628536937197e-311,8.997262155763e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1628536934564e-311,9.01848211431e-312,nan,0.0,0.0,2.121995833e-314,1.1628536937197e-311,9.315561524477e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1628536934934e-311,9.336781482955e-312,nan,0.0,0.0,2.5e-323,1.1628536937197e-311,9.400441356115e-312,2.121995736e-314,0.0,9.54898105934e-313,1.162853693454e-311,9.01848211431e-312,nan,0.0,0.0,3.18299369055e-313
2.47,1.1628536937197e-311,9.76118064064e-312,2.121995736e-314,0.0,1.12465776921e-312,1.16285369345e-311,8.89116236685e-312,nan,0.0,0.0,1.0609978977e-313,1.1628536937197e-311,9.80362055602e-312,2.121995736e-314,0.0,9.54898105934e-313,1.162853693449e-311,7.42698529545e-313,nan,0.0,0.0,2.97079411185e-313,1.1628536937197e-311,9.95216026192e-312,2.121995736e-314,0.0,7.2147856893e-313,1.162853693449e-311,9.846060472786e-312,nan,0.0,0.0,4.2e-322,1.1628536937197e-311
2.48,1.0164359841046e-311,2.121995736e-314,0.0,1.7612565065e-312,1.1628536934924e-311,1.018557979934e-311,nan,0.0,0.0,2.5e-323,1.1628536937197e-311,1.0249239672684e-311,2.121995736e-314,0.0,1.7612565065e-312,1.1628536934954e-311,1.029167958889e-311,nan,0.0,0.0,4.243991608e-314,1.1628536937197e-311,1.048265920966e-311,2.121995736e-314,0.0,1.93101616978e-312,1.162853693456e-311,1.0546319083805e-311,nan,0.0,0.0,1.7e-322,1.1628536937197e-311,1.06524188731e-311
2.49,2.121995736e-314,0.0,1.80369642232e-312,1.1628536934495e-311,1.0673638831263e-311,nan,0.0,0.0,1.90979621228e-312,1.1628536937197e-311,1.086461845226e-311,2.121995736e-314,0.0,1.0609978955e-313,1.162853693449e-311,1.0673638831263e-311,nan,0.0,0.0,1.76125650691e-312,1.1628536937197e-311,1.1076818031383e-311,2.121995736e-314,0.0,1.12465776921e-312,1.16285369345e-311,1.0546319083805e-311,nan,0.0,0.0,1.0609978977e-313,1.1628536937197e-311,1.1119257946946e-311,2.121995736e-314
2.5,0.0,1.93101616978e-312,1.162853693456e-311,1.1161697863185e-311,nan,0.0,0.0,1.7e-322,1.1628536937197e-311,1.1267797652624e-311,2.121995736e-314,0.0,1.7612565065e-312,1.1628536934564e-311,1.1289017610643e-311,nan,0.0,0.0,2.121995833e-314,1.1628536937197e-311,1.158609702134e-311,2.121995736e-314,0.0,1.7612565065e-312,1.1628536934934e-311,1.1607316979288e-311,nan,0.0,0.0,2.5e-323,1.1628536937197e-311,1.1670976852977e-311,2.121995736e-314,0.0
2.5100000000000002,9.54898105934e-313,1.162853693454e-311,1.1289017610643e-311,nan,0.0,0.0,2.121995832e-314,1.1628536937197e-311,1.20317161375e-311,2.121995736e-314,0.0,1.12465776921e-312,1.16285369345e-311,1.1161697863185e-311,nan,0.0,0.0,1.0609978977e-313,1.1628536937197e-311,1.207415605288e-311,2.121995736e-314,0.0,9.54898105934e-313,1.162853693449e-311,7.42698529545e-313,nan,0.0,0.0,1.0609978977e-313,1.1628536937197e-311,1.20953760086e-311,2.121995736e-314,0.0,1.80369642232e-312
2.52,1.1628536934505e-311,8.4879834346e-314,nan,0.0,0.0,2.015896001827e-312,1.1628536937197e-311,3.39519326624e-313,2.121995736e-314,0.0,8.27578358476e-313,1.162853693449e-311,8.4879834346e-314,nan,0.0,0.0,2.12199579546e-313,1.164975689511e-311,4.66839074106e-313,2.121995736e-314,0.0,7.2147856893e-313,1.16497568924e-311,4.03179202996e-313,nan,0.0,0.0,2.037115959737e-312,1.164975689511e-311,6.57818695313e-313,2.121995736e-314,0.0,1.7612565065e-312,1.164975689288e-311
2.5300000000000002,6.7903865582e-313,nan,0.0,0.0,2.121995833e-314,1.164975689511e-311,9.97338021956e-313,2.121995736e-314,0.0,1.7612565065e-312,1.164975689241e-311,1.018557982376e-312,nan,0.0,0.0,2.5e-323,1.164975689511e-311,1.060997895685e-312,2.121995736e-314,0.0,9.54898105934e-313,1.1649756892424e-311,6.7903865582e-313,nan,0.0,0.0,2.2e-322,1.164975689511e-311,1.060997895596e-312,2.121995736e-314,0.0,1.12465776921e-312,1.1649756892404e-311,4.03179202996e-313
2.54,nan,0.0,0.0,6.365987415e-314,1.164975689511e-311,2.75859452845e-313,2.121995736e-314,0.0,1.7612565065e-312,1.1649756892884e-311,2.9707941345e-313,nan,0.0,0.0,1.93e-322,1.164975689511e-311,3.39519326574e-313,2.121995736e-314,0.0,1.93101616978e-312,1.167097685036e-311,4.2439916091e-313,nan,0.0,0.0,1.7e-322,1.1670976853026e-311,4.8805903202e-313,2.121995736e-314,0.0,1.7612565065e-312,1.16709768508e-311,5.0927899255e-313,nan
2.5500000000000003,0.0,0.0,2.121995791375e-312,1.1670976853026e-311,8.9123823237e-313,2.121995736e-314,0.0,1.80369642232e-312,1.1670976850314e-311,9.1245819283e-313,nan,0.0,0.0,4.243991623e-314,1.1670976853026e-311,1.08221785364e-312,2.121995736e-314,0.0,1.0609978955e-313,1.167097685031e-311,9.1245819283e-313,nan,0.0,0.0,1.0609978977e-313,1.1670976853026e-311,1.103437811465e-312,2.121995736e-314,0.0,9.54898105934e-313,1.167097685036e-311,5.0927899255e-313,nan,0.0
2.56,0.0,2.121995817e-314,1.1670976853026e-311,1.12465776931e-312,2.121995736e-314,0.0,1.80369642232e-312,1.1670976850324e-311,8.4879834356e-314,nan,0.0,0.0,1.90979621228e-312,1.1670976853026e-311,3.39519326624e-313,2.121995736e-314,0.0,8.27578358476e-313,1.167097685031e-311,8.4879834356e-314,nan,0.0,0.0,6.365987415e-314,1.169219681094e-311,6.1537877948e-313,2.121995736e-314,0.0,1.7612565065e-312,1.1692196808703e-311,6.3659874001e-313,nan,0.0,0.0
2.57,2.5e-323,1.169219681094e-311,6.7903865321e-313,2.121995736e-314,0.0,1.80369642232e-312,1.1692196808233e-311,7.2147857165e-313,nan,0.0,0.0,2.079555875556e-312,1.169219681094e-311,9.5489810615e-313,2.121995736e-314,0.0,1.0609978955e-313,1.169219680822e-311,7.2147857165e-313,nan,0.0,0.0,6.365987415e-314,1.169219681094e-311,1.188317643173e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1692196808663e-311,1.209537603573e-312,nan,0.0,0.0,2.5e-323
2.58,1.169219681094e-311,1.27319747481e-312,2.121995736e-314,0.0,9.54898105934e-313,1.169219680822e-311,7.2147857165e-313,nan,0.0,0.0,2.3341953723e-313,1.169219681094e-311,1.29441743259e-312,2.121995736e-314,0.0,1.80369642232e-312,1.1692196808233e-311,8.487983436e-314,nan,0.0,0.0,2.143215749285e-312,1.169219681094e-311,3.39519326624e-313,2.121995736e-314,0.0,8.27578358476e-313,1.169219680822e-311,8.487983436e-314,nan,0.0,0.0,7.6391848516e-313,1.1713416768856e-311
2.59,6.3659873739e-313,2.121995736e-314,0.0,1.80369642232e-312,1.1713416766143e-311,6.79038655836e-313,nan,0.0,0.0,2.079555875556e-312,1.1713416768856e-311,9.12458190323e-313,2.121995736e-314,0.0,1.0609978955e-313,1.171341676613e-311,6.79038655836e-313,nan,0.0,0.0,6.365987415e-314,1.1713416768856e-311,1.145877727344e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1713416766573e-311,1.16709768776e-312,nan,0.0,0.0,2.5e-323,1.1713416768856e-311,1.23075755898e-312
2.6,2.121995736e-314,0.0,9.54898105934e-313,1.171341676613e-311,6.79038655836e-313,nan,0.0,0.0,2.3341953723e-313,1.1713416768856e-311,1.25197751677e-312,2.121995736e-314,0.0,1.80369642232e-312,1.171341676613e-311,1.273197477306e-312,nan,0.0,0.0,7.4269852725e-313,1.1713416768856e-311,1.52783696984e-312,2.121995736e-314,0.0,1.0609978955e-313,1.171341676613e-311,1.273197477306e-312,nan,0.0,0.0,2.164435707195e-312,1.1713416768856e-311,1.761256506867e-312,2.121995736e-314
2.61,0.0,9.54898105934e-313,1.1713416766153e-311,1.273197477306e-312,nan,0.0,0.0,2.2e-322,1.1713416768856e-311,1.7612565066e-312,2.121995736e-314,0.0,1.80369642232e-312,1.1713416766143e-311,8.4879834366e-314,nan,0.0,0.0,2.185655665104e-312,1.1713416768856e-311,3.39519326624e-313,2.121995736e-314,0.0,8.27578358476e-313,1.171341676613e-311,8.4879834366e-314,nan,0.0,0.0,6.365987415e-314,1.173463672677e-311,6.1537877948e-313,2.121995736e-314,0.0
2.62,1.7612565065e-312,1.1734636724334e-311,6.3659874002e-313,nan,0.0,0.0,2.5e-323,1.173463672677e-311,6.7903865321e-313,2.121995736e-314,0.0,1.80369642232e-312,1.173463672404e-311,7.0025861375e-313,nan,0.0,0.0,1.740036549e-312,1.173463672677e-311,9.54898106147e-313,2.121995736e-314,0.0,1.0609978955e-313,1.173463672404e-311,7.0025861375e-313,nan,0.0,0.0,1.0609978977e-313,1.173463672677e-311,9.76118063943e-313,2.121995736e-314,0.0,1.80369642232e-312
2.63,1.1734636724053e-311,8.487983437e-314,nan,0.0,0.0,2.206875623014e-312,1.173463672677e-311,3.39519326624e-313,2.121995736e-314,0.0,8.27578358476e-313,1.173463672404e-311,8.487983437e-314,nan,0.0,0.0,6.365987415e-314,1.1755856684685e-311,6.1537877948e-313,2.121995736e-314,0.0,1.7612565065e-312,1.175585668226e-311,6.36598740027e-313,nan,0.0,0.0,2.5e-323,1.1755856684685e-311,7.00258611117e-313,2.121995736e-314,0.0,1.80369642232e-312,1.175585668195e-311
2.64,7.21478571665e-313,nan,0.0,0.0,1.86735629646e-312,1.1755856684685e-311,9.7611806406e-313,2.121995736e-314,0.0,1.0609978955e-313,1.175585668195e-311,7.21478571665e-313,nan,0.0,0.0,2.3341953723e-313,1.1755856684685e-311,9.97338021852e-313,2.121995736e-314,0.0,1.80369642232e-312,1.175585668196e-311,8.4879834376e-314,nan,0.0,0.0,2.228095580924e-312,1.1755856684685e-311,3.39519326624e-313,2.121995736e-314,0.0,8.27578358476e-313,1.175585668195e-311,8.4879834376e-314
2.65,nan,0.0,0.0,4.2e-322,1.17770766426e-311,6.5781869531e-313,2.121995736e-314,0.0,1.7612565065e-312,1.1777076639867e-311,6.7903865585e-313,nan,0.0,0.0,2.5e-323,1.17770766426e-311,7.21478569037e-313,2.121995736e-314,0.0,1.80369642232e-312,1.1777076639857e-311,7.4269852958e-313,nan,0.0,0.0,1.69759663687e-313,1.17770766426e-311,9.76118064066e-313,2.121995736e-314,0.0,1.0609978955e-313,1.1777076639857e-311,7.4269852958e-313,nan
2.66,0.0,0.0,1.0609978977e-313,1.17770766426e-311,9.9733802186e-313,2.121995736e-314,0.0,1.80369642232e-312,1.1777076639857e-311,1.039777940315e-312,nan,0.0,0.0,5.5171890606e-313,1.17770766426e-311,1.27319747487e-312,2.121995736e-314,0.0,1.0609978955e-313,1.1777076639857e-311,1.039777940315e-312,nan,0.0,0.0,2.3341953723e-313,1.17770766426e-311,1.294417432593e-312,2.121995736e-314,0.0,1.93101616978e-312,1.1777076639936e-311,1.33685735105e-312,nan,0.0
2.67,0.0,1.7e-322,1.17770766426e-311,1.40051722235e-312,2.121995736e-314,0.0,1.80369642232e-312,1.1777076639857e-311,1.42173718269e-312,nan,0.0,0.0,2.249315538833e-312,1.17770766426e-311,1.676376675243e-312,2.121995736e-314,0.0,1.0609978955e-313,1.1777076639857e-311,1.42173718269e-312,nan,0.0,0.0,2.121995833e-314,1.17770766426e-311,1.84613633854e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1777076639897e-311,1.86735629879e-312,nan,0.0,0.0
2.68,2.5e-323,1.17770766426e-311,1.90979621227e-312,2.121995736e-314,0.0,9.54898105934e-313,1.177707663991e-311,1.42173718269e-312,nan,0.0,0.0,2.121995817e-314,1.17770766426e-311,1.93101617009e-312,2.121995736e-314,0.0,9.54898105934e-313,1.177707663988e-311,4.24399160935e-313,nan,0.0,0.0,6.365987415e-314,1.17770766426e-311,2.75859452845e-313,2.121995736e-314,0.0,1.7612565065e-312,1.1777076640386e-311,2.97079413477e-313,nan,0.0,0.0,1.93e-322
2.69,1.17770766426e-311,3.60739284484e-313,2.121995736e-314,0.0,1.80369642232e-312,1.1798296597767e-311,4.2439916094e-313,nan,0.0,0.0,1.421737180357e-312,1.1798296600514e-311,6.57818695347e-313,2.121995736e-314,0.0,1.0609978955e-313,1.1798296597767e-311,4.2439916094e-313,nan,0.0,0.0,2.97079411185e-313,1.1798296600514e-311,8.27578358644e-313,2.121995736e-314,0.0,7.2147856893e-313,1.1798296597767e-311,7.21478571675e-313,nan,0.0,0.0,2.121995833e-314,1.1798296600514e-311
2.7,9.7611806404e-313,2.121995736e-314,0.0,1.7612565065e-312,1.1798296597895e-311,9.973380245e-313,nan,0.0,0.0,2.5e-323,1.1798296600514e-311,1.03977793777e-312,2.121995736e-314,0.0,1.7612565065e-312,1.179829659818e-311,1.08221785614e-312,nan,0.0,0.0,4.243991608e-314,1.1798296600514e-311,1.251977516837e-312,2.121995736e-314,0.0,9.54898105934e-313,1.179829659779e-311,4.2439916094e-313,nan,0.0,0.0,2.121995833e-314,1.1798296600514e-311,1.42173718025e-312
2.71,2.121995736e-314,0.0,1.7612565065e-312,1.179829659825e-311,1.442957140603e-312,nan,0.0,0.0,2.5e-323,1.1798296600514e-311,1.485397053977e-312,2.121995736e-314,0.0,9.54898105934e-313,1.179829659779e-311,4.2439916094e-313,nan,0.0,0.0,2.121995833e-314,1.1798296600514e-311,1.633936759394e-312,2.121995736e-314,0.0,1.7612565065e-312,1.179829659799e-311,1.6551567197e-312,nan,0.0,0.0,2.5e-323,1.1798296600514e-311,1.697596633123e-312,2.121995736e-314
2.72,0.0,9.54898105934e-313,1.179829659779e-311,4.2439916094e-313,nan,0.0,0.0,2.121995833e-314,1.1798296600514e-311,1.867356296455e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1798296597777e-311,1.888576256706e-312,nan,0.0,0.0,2.5e-323,1.1798296600514e-311,1.931016170184e-312,2.121995736e-314,0.0,1.80369642232e-312,1.179829659778e-311,1.952236130435e-312,nan,0.0,0.0,2.270535496743e-312,1.1798296600514e-311,2.20687562311e-312,2.121995736e-314,0.0
2.73,1.0609978955e-313,1.1798296597767e-311,1.952236130435e-312,nan,0.0,0.0,2.1219957932e-313,1.1798296600514e-311,2.22809558092e-312,2.121995736e-314,0.0,9.54898105934e-313,1.179829659779e-311,4.2439916094e-313,nan,0.0,0.0,6.365987415e-314,1.1798296600514e-311,2.75859452845e-313,2.121995736e-314,0.0,1.7612565065e-312,1.17982965983e-311,2.9707941348e-313,nan,0.0,0.0,1.93e-322,1.1798296600514e-311,3.60739284484e-313,2.121995736e-314,0.0,1.80369642232e-312
2.74,1.1819516555677e-311,4.66839076764e-313,nan,0.0,0.0,2.270535496743e-312,1.181951655843e-311,7.21478569086e-313,2.121995736e-314,0.0,1.0609978955e-313,1.1819516555677e-311,4.66839076764e-313,nan,0.0,0.0,2.31297541256e-312,1.181951655843e-311,9.12458190293e-313,2.121995736e-314,0.0,9.54898105934e-313,1.18195165557e-311,4.66839076764e-313,nan,0.0,0.0,2.97079411185e-313,1.181951655843e-311,1.103437811534e-312,2.121995736e-314,0.0,7.2147856893e-313,1.1819516555677e-311
2.75,9.97338024506e-313,nan,0.0,0.0,4.2e-322,1.181951655843e-311,1.31563739066e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1819516556027e-311,1.33685735106e-312,nan,0.0,0.0,2.5e-323,1.181951655843e-311,1.4005172223e-312,2.121995736e-314,0.0,1.7612565065e-312,1.181951655609e-311,1.44295714061e-312,nan,0.0,0.0,4.243991608e-314,1.181951655843e-311,1.612716801366e-312,2.121995736e-314,0.0,1.93101616978e-312,1.1819516555746e-311,1.633936761795e-312
2.7600000000000002,nan,0.0,0.0,1.7e-322,1.181951655843e-311,1.74003654897e-312,2.121995736e-314,0.0,1.80369642232e-312,1.1819516555677e-311,1.761256509253e-312,nan,0.0,0.0,2.249315538833e-312,1.181951655843e-311,2.015896001876e-312,2.121995736e-314,0.0,1.0609978955e-313,1.1819516555677e-311,1.761256509253e-312,nan,0.0,0.0,1.78247646482e-312,1.181951655843e-311,2.228095581e-312,2.121995736e-314,0.0,1.12465776921e-312,1.1819516555686e-311,1.633936761795e-312,nan
2.77,0.0,0.0,2.2e-322,1.181951655843e-311,2.249315538655e-312,2.121995736e-314,0.0,1.80369642232e-312,1.1819516555677e-311,2.312975414904e-312,nan,0.0,0.0,2.015896001827e-312,1.181951655843e-311,2.567614907656e-312,2.121995736e-314,0.0,1.0609978955e-313,1.1819516555677e-311,2.312975414904e-312,nan,0.0,0.0,4.2e-322,1.181951655843e-311,2.80103444468e-312,2.121995736e-314,0.0,1.7612565065e-312,1.18195165561e-311,2.822254404736e-312,nan,0.0
2.7800000000000002,0.0,2.5e-323,1.181951655843e-311,2.88591427632e-312,2.121995736e-314,0.0,9.54898105934e-313,1.1819516555677e-311,2.312975414904e-312,nan,0.0,0.0,1.0609978977e-313,1.181951655843e-311,2.90713423385e-312,2.121995736e-314,0.0,1.7612565065e-312,1.181951655575e-311,2.949574152194e-312,nan,0.0,0.0,4.2e-322,1.181951655843e-311,3.31031343463e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1819516556067e-311,3.331533394567e-312,nan,0.0,0.0
2.79,2.5e-323,1.181951655843e-311,3.39519326627e-312,2.121995736e-314,0.0,1.93101616978e-312,1.1819516555726e-311,3.416413226206e-312,nan,0.0,0.0,1.7e-322,1.181951655843e-311,3.48007309798e-312,2.121995736e-314,0.0,1.80369642232e-312,1.1819516555677e-311,3.543732973664e-312,nan,0.0,0.0,2.143215749285e-312,1.181951655843e-311,3.7983724667e-312,2.121995736e-314,0.0,1.0609978955e-313,1.1819516555677e-311,3.543732973664e-312,nan,0.0,0.0,3.18299369055e-313
2.8000000000000003,1.181951655843e-311,3.98935208791e-312,2.121995736e-314,0.0,9.54898105934e-313,1.1819516555726e-311,3.543732973664e-312,nan,0.0,0.0,2.121995833e-314,1.181951655843e-311,4.15911175123e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1819516555686e-311,4.180331710954e-312,nan,0.0,0.0,2.5e-323,1.181951655843e-311,4.22277162496e-312,2.121995736e-314,0.0,9.54898105934e-313,1.18195165557e-311,3.522513015754e-312,nan,0.0,0.0,4.2e-322,1.181951655843e-311
2.81,4.434971204106e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1819516555805e-311,4.45619116378e-312,nan,0.0,0.0,2.5e-323,1.181951655843e-311,4.498631077835e-312,2.121995736e-314,0.0,9.54898105934e-313,1.18195165557e-311,3.522513015754e-312,nan,0.0,0.0,4.2e-322,1.181951655843e-311,4.753270572824e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1819516555686e-311,4.774490532424e-312,nan,0.0,0.0,2.5e-323,1.181951655843e-311,4.816930446553e-312
2.82,2.121995736e-314,0.0,1.80369642232e-312,1.1819516555677e-311,4.838150406153e-312,nan,0.0,0.0,1.69759663687e-313,1.181951655843e-311,5.071569941583e-312,2.121995736e-314,0.0,1.0609978955e-313,1.1819516555677e-311,4.838150406153e-312,nan,0.0,0.0,1.0609978977e-313,1.181951655843e-311,5.09278989938e-312,2.121995736e-314,0.0,9.54898105934e-313,1.181951655573e-311,3.501293057845e-312,nan,0.0,0.0,2.121995817e-314,1.181951655843e-311,5.13522981493e-312,2.121995736e-314
2.83,0.0,9.54898105934e-313,1.18195165557e-311,3.11933381547e-312,nan,0.0,0.0,2.2e-322,1.181951655843e-311,5.135229814823e-312,2.121995736e-314,0.0,9.54898105934e-313,1.18195165557e-311,9.76118066596e-313,nan,0.0,0.0,2.3341953723e-313,1.181951655843e-311,5.17766973006e-312,2.121995736e-314,0.0,1.93101616978e-312,1.1819516555726e-311,5.241329606436e-312,nan,0.0,0.0,1.7e-322,1.181951655843e-311,5.304989478634e-312,2.121995736e-314,0.0
2.84,1.80369642232e-312,1.1819516555677e-311,5.347429395984e-312,nan,0.0,0.0,2.143215749285e-312,1.181951655843e-311,5.602068889443e-312,2.121995736e-314,0.0,1.0609978955e-313,1.1819516555677e-311,5.347429395984e-312,nan,0.0,0.0,2.121995833e-314,1.181951655843e-311,5.77182855274e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1819516555686e-311,5.793048512087e-312,nan,0.0,0.0,2.5e-323,1.181951655843e-311,5.83548842647e-312,2.121995736e-314,0.0,9.54898105934e-313
2.85,1.18195165557e-311,5.347429395984e-312,nan,0.0,0.0,4.2e-322,1.181951655843e-311,6.047688005615e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1819516555805e-311,6.068907964913e-312,nan,0.0,0.0,2.5e-323,1.181951655843e-311,6.111347879344e-312,2.121995736e-314,0.0,9.54898105934e-313,1.18195165557e-311,5.347429395984e-312,nan,0.0,0.0,4.2e-322,1.181951655843e-311,6.365987374334e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1819516555686e-311
2.86,6.387207333557e-312,nan,0.0,0.0,2.5e-323,1.181951655843e-311,6.429647248063e-312,2.121995736e-314,0.0,1.80369642232e-312,1.1819516555677e-311,6.450867207286e-312,nan,0.0,0.0,1.69759663687e-313,1.181951655843e-311,6.68428674309e-312,2.121995736e-314,0.0,1.0609978955e-313,1.1819516555677e-311,6.450867207286e-312,nan,0.0,0.0,1.0609978977e-313,1.181951655843e-311,6.70550670089e-312,2.121995736e-314,0.0,9.54898105934e-313,1.181951655573e-311,5.326209438075e-312
2.87,nan,0.0,0.0,2.121995817e-314,1.181951655843e-311,6.74794661649e-312,2.121995736e-314,0.0,1.93101616978e-312,1.1819516555746e-311,6.79038653384e-312,nan,0.0,0.0,1.7e-322,1.181951655843e-311,6.89648632222e-312,2.121995736e-314,0.0,1.80369642232e-312,1.181951655568e-311,6.9177062813e-312,nan,0.0,0.0,1.69759663687e-313,1.181951655843e-311,7.08746594347e-312,2.121995736e-314,0.0,1.0609978955e-313,1.1819516555677e-311,6.9177062813e-312,nan
2.88,0.0,0.0,1.78247646482e-312,1.181951655843e-311,7.299665522586e-312,2.121995736e-314,0.0,1.12465776921e-312,1.1819516555686e-311,6.79038653384e-312,nan,0.0,0.0,1.0609978977e-313,1.181951655843e-311,7.34210543796e-312,2.121995736e-314,0.0,1.80369642232e-312,1.1819516555677e-311,7.3633253974e-312,nan,0.0,0.0,1.82491638064e-312,1.181951655843e-311,7.61796489133e-312,2.121995736e-314,0.0,1.0609978955e-313,1.1819516555677e-311,7.3633253974e-312,nan,0.0
2.89,0.0,1.0609978977e-313,1.181951655843e-311,7.639184848695e-312,2.121995736e-314,0.0,1.93101616978e-312,1.1819516555726e-311,7.660404808137e-312,nan,0.0,0.0,1.7e-322,1.181951655843e-311,7.724064680897e-312,2.121995736e-314,0.0,1.80369642232e-312,1.1819516555677e-311,7.787724555594e-312,nan,0.0,0.0,2.143215749285e-312,1.181951655843e-311,8.04236404962e-312,2.121995736e-314,0.0,1.0609978955e-313,1.1819516555677e-311,7.787724555594e-312,nan,0.0,0.0
2.9,3.18299369055e-313,1.181951655843e-311,8.23334367083e-312,2.121995736e-314,0.0,9.54898105934e-313,1.1819516555726e-311,7.787724555594e-312,nan,0.0,0.0,2.121995833e-314,1.181951655843e-311,8.40310333415e-312,2.121995736e-314,0.0,1.7612565065e-312,1.1819516555686e-311,8.424323292884e-312,nan,0.0,0.0,2.5e-323,1.181951655843e-311,8.46676320788e-312,2.121995736e-314,0.0,9.54898105934e-313,1.18195165557e-311,7.766504597685e-312,nan,0.0,0.0,4.2e-322
