t,ADP_m,NADH,ISOC,alpha_KG,SCoA,Suc,FUM,MAL,OAA,ASP,Ca_m,delta_psi_m
1.81,0.15758809480297695,0.11388745255131594,0.5969128144606856,0.08546146002255123,0.029685246388086717,3.510360103789421e-05,0.011122089954416641,0.0063856893632879925,0.00016326944444546433,0.02174579605989884,0.009998008283635907,0.19879876834871385
1.82,0.1573470673774751,0.11451422172461989,0.5966294173361004,0.08575800236788197,0.029854601860702195,3.5252531125315976e-05,0.011088633920607804,0.00636568719233199,0.0001627499774902539,0.02176279899818105,0.009998004276489612,0.19881209071915182
1.83,0.15710629510012558,0.11514120457667454,0.596346071343945,0.08605378296990365,0.03002444182985523,3.540150099021519e-05,0.011055313973165988,0.006345749216708449,0.0001622324027707145,0.02177972575155589,0.009998000268344256,0.19882541752082902
1.84,0.15686577905916255,0.11576839978923013,0.5960627767604363,0.08634880414418482,0.03019476407267367,3.555050635815501e-05,0.011022129533488325,0.006325875514282995,0.00016171672101174237,0.021796576586765724,0.009997996259199265,0.19883874872174612
1.85,0.15662552044348174,0.11639580604770568,0.5957795338565557,0.086643068201552,0.030365566361719765,3.5699542881847994e-05,0.01098908000283445,0.006306066198891986,0.00016120293408293783,0.021813351763198558,0.009997992249054052,0.19885208429419096
1.86,0.15638552069414255,0.11702342203898622,0.5954963428913159,0.08693657745554878,0.030536846445452657,3.5848606015910996e-05,0.010956164734222788,0.006286321468602149,0.00016069104651623105,0.02183005152446497,0.009997988237907996,0.19886542421875347
1.87,0.15614578051609648,0.11765124646579177,0.5952132041556841,0.08722933417377934,0.03070860217567433,3.5997691833857795e-05,0.010923383215755223,0.006266641290905934,0.00016018105560618498,0.02184667615334302,0.009997984225760563,0.1988787684581354
1.8800000000000001,0.15590630089206717,0.118279278031936,0.5949301179275206,0.0875213406278257,0.030880831376781256,3.614679618993628e-05,0.010890734882542072,0.006247025725683459,0.00015967296156621622,0.0218632259154096,0.009997980212611175,0.1988921169840193
1.8900000000000001,0.1556670827675238,0.11890751544690656,0.59464708448558,0.08781259907773774,0.031053531886389714,3.62959149795572e-05,0.010858219175139574,0.006227474824853794,0.00015916676437291734,0.021879701076554927,0.009997976198459269,0.19890546976871984
1.9000000000000001,0.15542812705068132,0.11953595742586513,0.5943641041095113,0.08810311177203321,0.031226701555335773,3.6445044139294115e-05,0.010825835539549902,0.006207988632374952,0.00015866246376605687,0.02189610190298258,0.009997972183304274,0.198918826785184
1.9100000000000001,0.1551894346125002,0.12016460268964738,0.5940811770798575,0.08839288094769773,0.03140033824767531,3.6594179646883465e-05,0.010793583427221157,0.006188567184243899,0.00015816005924857942,0.021912428661209467,0.009997968167145627,0.19893218800699086
1.92,0.15495100628668662,0.12079344996476292,0.5937983036780563,0.08868190883018479,0.03157443984068399,3.674331752122451e-05,0.01076146229504737,0.006169210508496545,0.00015765955008660557,0.021928681618065844,0.009997964149982764,0.19894555340835188
1.93,0.15471284318553405,0.12142249797300789,0.5935154841731448,0.08897019765440002,0.03174900417963776,3.689245348719598e-05,0.01072947155026906,0.006149918720800305,0.00015716093846521794,0.02194486102446939,0.00999796013181509,0.19895892299559056
1.94,0.15447494622682698,0.1220517454470242,0.5932327188416741,0.08925774963326907,0.03192402914554675,3.7041583477724165e-05,0.010697610633006177,0.00613069188126689,0.00015666422476143845,0.02196096713972987,0.00999795611264203,0.1989722967599891
1.95,0.1542373159454939,0.12268119113649414,0.592950007975636,0.08954456694522389,0.032099512682121176,3.719070383366386e-05,0.010665879049115728,0.0061115299374473,0.0001561694056623283,0.021977000241225165,0.009997952092463047,0.19898567465901568
1.96,0.1539999530907131,0.12331083378850237,0.592667351857331,0.08983065177387407,0.03227545271028285,3.733981067012684e-05,0.010634276266025073,0.006092432905051644,0.00015567648013107107,0.02199296059372583,0.00999794807127758,0.19899905667583823
1.97,0.1537628583759194,0.12394067215575787,0.5923847507698898,0.09011600629139745,0.032451847163957055,3.7488900141784316e-05,0.010602801756343922,0.006073400792286265,0.00015518544690912251,0.022008848462238162,0.009997944049085071,0.1990124427944074
1.98,0.15352603247935892,0.12457070499657565,0.5921022049972507,0.09040063265857695,0.03262869398999312,3.763796844227813e-05,0.010571454997767548,0.0060544336000216605,0.00015469630452175426,0.022024664111975657,0.009997940025884963,0.19902583299951201
1.99,0.15328947604464402,0.12520093107485855,0.5918197148241358,0.09068453302483752,0.032805991148085,3.7787011803631954e-05,0.01054023547297999,0.006035531321960408,0.00015420905128359758,0.022040407808330536,0.0099979360016767,0.19903922727683426
2.0,0.1530531897681968,0.12583134915538757,0.591537280531519,0.09096770953643117,0.032983736595352496,3.793602642104422e-05,0.010509142653545286,0.006016693972804094,0.00015372368621675663,0.022056079812274608,0.009997931976459715,0.19905262560952103
2.0100000000000002,0.15281717463857852,0.12646195799091128,0.5912549023842122,0.09125016435886586,0.03316192824410865,3.8085008247244574e-05,0.010478175955808945,0.005997921665363929,0.00015324021156413995,0.022071680367770453,0.009997927950233396,0.19906602796866504
2.02,0.1525814309269689,0.1270927563766651,0.590972580683257,0.09153189958221897,0.03334056414009873,3.823395385933716e-05,0.010447334926939337,0.005979214285242134,0.00015275862218644374,0.02208720975487613,0.009997923922997231,0.1990794343538613
2.0300000000000002,0.15234595918761498,0.12772374309636542,0.5906903157140142,0.0918129173149427,0.033519642285899834,3.838285959952348e-05,0.01041661906056899,0.005960571813205502,0.00015227891606932168,0.022102668237119046,0.009997919894750669,0.19909284475316952
2.04,0.15211075994734305,0.12835491693898535,0.5904081077622818,0.09209321965473183,0.03369916069575281,3.853172184163065e-05,0.010386027854017224,0.005941994225122945,0.0001518010910621269,0.0221180560778293,0.009997915865493152,0.19910625915564129
2.05,0.15187583370630672,0.1289862766987264,0.590125957114261,0.09237280868857865,0.033879117395448764,3.868053699035687e-05,0.010355560808157768,0.005923481492195649,0.00015132514488548393,0.022133373540101017,0.009997911835224131,0.19911967755136764
2.06,0.1516411809387348,0.12961782117498954,0.5898438640565233,0.09265168649282803,0.034059510422215535,3.882930148051669e-05,0.010325217427286376,0.005905033581187234,0.00015085107513886073,0.0221486208867537,0.009997907803943051,0.19913309993152667
2.07,0.15140680209367924,0.13024954917234657,0.589561828875977,0.09292985513323222,0.03424033782460412,3.897801177628634e-05,0.01029499721898845,0.005886650454653914,0.0001503788793081408,0.022163798380293552,0.009997903771649361,0.19914652628843107
2.08,0.15117269759576318,0.13088145950051158,0.5892798518598336,0.09320731666500603,0.0344215976623752,3.912666437044912e-05,0.010264899694006657,0.0058683320711746464,0.00014990855477319502,0.02217890628287482,0.009997899738342511,0.19915995661557567
2.09,0.15093886784592878,0.1315135509743121,0.5889979332955747,0.09348407313288162,0.03460328800638557,3.9275255783640714e-05,0.010234924366108547,0.005850078385581301,0.00014944009881545406,0.022193944856261128,0.009997895704021948,0.1991733909076849
2.1,0.15070531322218528,0.13214582241366057,0.5887160734709185,0.09376012657116363,0.03478540693847462,3.9423782563594525e-05,0.010205070751954173,0.005831889349188808,0.00014897350862547992,0.022208914361786822,0.009997891668687123,0.19918682916076055
2.11,0.1504720341580046,0.13277827263050995,0.5884342726676486,0.09403547903083981,0.03496795251843494,3.957224152601295e-05,0.01017533836128862,0.0058137649286518125,0.00014850878121481733,0.022223815058844437,0.00999788763233746,0.1992002713197546
2.12,0.15023903096719946,0.13341090045830512,0.5881525311754827,0.09431013251835556,0.035150922858452296,3.9720629206536915e-05,0.010145726718723422,0.0057957050640063575,0.00014804591364037093,0.02223864720818429,0.009997883594972416,0.19921371739724372
2.13,0.15000630395391581,0.13404370473364208,0.5878708492834037,0.0945840890337341,0.03533431607668196,3.986894219994042e-05,0.010116235349992078,0.005777709695106099,0.00014758490287730534,0.022253411069802217,0.009997879556591444,0.19922716739978982
2.14,0.14977385342059193,0.1346766842950307,0.5875892272790562,0.09485735057314437,0.035518130294078305,4.001717718181591e-05,0.010086863780919126,0.0057597787635823156,0.0001471257458177273,0.022268106902764026,0.00999787551719399,0.19924062132312356
2.15,0.14954167965132767,0.13530983798577906,0.5873076654500872,0.09512991912290036,0.035702363641648284,4.0165330853740014e-05,0.010057611539453202,0.005741912208905177,0.00014666843929968162,0.022282734965496695,0.009997871476779505,0.19925407916391402
2.16,0.14930978291266855,0.13594316465395864,0.5870261640841093,0.09540179665952883,0.03588701426032259,4.031339994263172e-05,0.010028478155530136,0.005724109968622592,0.00014621298011467855,0.022297295515749042,0.009997867435347432,0.19926754091979196
2.17,0.14907816345439018,0.13657666315236958,0.5867447234686651,0.09567298514983677,0.03607208030082673,4.0461381200110416e-05,0.009999463160936065,0.005706371978599064,0.00014575936501522106,0.022311788810552357,0.009997863392897217,0.19928100658937284
2.18,0.14884682151028217,0.13721033233850607,0.5864633438911906,0.0959434865509791,0.03625755992355216,4.060927140185408e-05,0.009970566089170524,0.005688698173254536,0.0001453075907223323,0.02232621510618106,0.009997859349428305,0.19929447617227994
2.19,0.14861575729893256,0.1378441710745214,0.5861820256389789,0.09621330281052627,0.036443451298427354,4.0757067346957305e-05,0.009941786475309558,0.005671088485803252,0.0001448576539330829,0.022340574658113347,0.009997855304940143,0.1993079496691675
2.2,0.1483849710245119,0.1384781782271934,0.5859007689991441,0.09648243586653181,0.03662975260478895,4.090476585728952e-05,0.009913123855868827,0.005653542848492595,0.00014440955132811824,0.02235486772099185,0.00999785125943217,0.19932142708174386
2.21,0.1481544626740301,0.1391123526690858,0.5856195742689951,0.0967508876397926,0.03681646205595928,4.105236385022138e-05,0.009884577808963083,0.005636061123948883,0.00014396327781314292,0.022369094560808316,0.009997847212903851,0.19933490841972976
2.22,0.14792423215198353,0.13974669327772676,0.5853384417491522,0.0970186600390515,0.037003577882867705,4.119985828972747e-05,0.009856147927665725,0.005618643150728237,0.0001435188276880015,0.022383255446824315,0.009997843165354651,0.19934839369632004
2.23,0.1476942798453687,0.14038119893225773,0.5850573717146524,0.09728575498270892,0.037191098265429164,4.134724598234872e-05,0.00982783370816023,0.005601288934544316,0.00014307619955012093,0.022397350617643783,0.00999783911678399,0.19936188290898052
2.24,0.1474646058603799,0.1410158685178898,0.5847763644539941,0.09755217436957983,0.03737902142516875,4.1494523851991516e-05,0.009799634700884614,0.005583998389867612,0.00014263538967192781,0.02241138032706539,0.00999783506719131,0.19937537606550748
2.25,0.14723521028786976,0.14165070092431323,0.5844954202555629,0.09781792008911448,0.03756734559296339,4.164168884387418e-05,0.00977155045799134,0.005566771429755924,0.0001421963943050175,0.022425344828146485,0.009997831016576055,0.19938887317503196
2.2600000000000002,0.1470060932039244,0.14228569504566393,0.584214539407607,0.09808299402145798,0.03775606900893834,4.1788737923960476e-05,0.009743580533251774,0.005549607966022474,0.00014175920968586775,0.022439244373176296,0.009997826964937664,0.19940237424805
2.27,0.14677725467043867,0.1429208497804899,0.5839337221982109,0.0983473980375098,0.037945189922363655,4.1935668078393046e-05,0.00971572448196069,0.005532507909404018,0.00014132383204155314,0.022453079213649148,0.00999782291227558,0.19941587929645277
2.2800000000000002,0.1465486947356913,0.14355616403171786,0.5836529689152699,0.09861113399898348,0.038134706591550695,4.208247631292685e-05,0.009687981860840725,0.005515471169728958,0.00014089025759545865,0.02246684960023765,0.009997818858589238,0.19942938833355686
2.29,0.14632041343492017,0.14419163670661952,0.5833722798464646,0.09887420375846608,0.03832461728374852,4.2229159652362604e-05,0.009660352227946874,0.00549849765608546,0.00014045848257299406,0.022480555782765893,0.009997814803878078,0.19944290137413456
2.3000000000000003,0.14609241079089758,0.1448272667167782,0.5830916552792357,0.09913660915947786,0.03851492027504049,4.237571513998027e-05,0.009632835142570958,0.005481587276989558,0.00014002850320730766,0.022494198010182667,0.009997810748141536,0.19945641843444398
2.31,0.14586468681450543,0.14546305297805529,0.582811095500758,0.09939835203653187,0.03870561385024059,4.252213983697242e-05,0.009605430165146115,0.005464739940553273,0.00013960031574500044,0.022507776530534648,0.009997806691379046,0.1994699395322594
2.32,0.14563724067673062,0.14609899442406754,0.5825306008312441,0.09965943417589183,0.038896696401079546,4.266843158951793e-05,0.009578136992170841,0.005447955321249336,0.00013917390686894333,0.02252129163276949,0.0099978026335901,0.1994834645163673
2.33,0.14541007284820337,0.1467350899712756,0.5822501715378803,0.09991985741708824,0.03908816617236871,4.2814587046566733e-05,0.009550955107562981,0.005431233462605763,0.00013874927844205904,0.02253474353872595,0.009997798574774097,0.19949699350682729
2.34,0.14518318325167695,0.14737133854908543,0.5819698079091401,0.10017962356531795,0.03928002148112517,4.296060337144689e-05,0.009523884083716965,0.005414574256782235,0.00013832642613898126,0.02254813249640607,0.009997794514930467,0.19951052651463652
2.35,0.14495657178378313,0.14800773909131668,0.581689510233794,0.10043873441622488,0.03947226065464374,4.310647775844897e-05,0.009496923496480373,0.005397977591549976,0.00013790534547945322,0.02256145875363718,0.009997790454058646,0.19952406354902663
2.36,0.14473023832508328,0.14864429053601433,0.5814092788005025,0.10069719175640884,0.03966488202926927,4.3252207423480476e-05,0.009470072923514298,0.005381443353129142,0.00013748603194363492,0.02257472255756671,0.009997786392158065,0.19953760461944442
2.37,0.14450418274034701,0.14928099182542034,0.5811291138978031,0.10095499736347123,0.03985788395032844,4.339778960377422e-05,0.009443331944246146,0.005364971426273366,0.0001370684809743857,0.022587924154650385,0.009997782329228152,0.19955114973552082
2.38,0.14427840487883076,0.14991784190594465,0.5808490158140963,0.10121215300606043,0.040051264772061286,4.354322155759652e-05,0.00941670013982248,0.0053485616943543075,0.00013665268797954786,0.022601063790640395,0.009997778265268337,0.1995646989070402
2.39,0.14405290457455625,0.1505548397281368,0.5805689848376322,0.10146866044391739,0.04024502285755298,4.3688500563955546e-05,0.009390177093061822,0.0053322140394462,0.00013623864833422933,0.022614141710573563,0.009997774200278049,0.19957825214390948
2.4,0.14382768164658913,0.15119198424665692,0.5802890212564965,0.10172452142792109,0.040439156578665425,4.383362392230954e-05,0.009363762388407474,0.005315928342410404,0.00013582635738308704,0.022627158158759538,0.00999777013425671,0.19959180945612737
2.41,0.1436027358993175,0.15182927442024738,0.5800091253585976,0.10197973770013406,0.04063366431596896,4.397858895227517e-05,0.009337455611880346,0.005299704482979948,0.0001354158104426099,0.022640113378768964,0.009997766067203744,0.19960537085375346
2.42,0.143378066970461,0.1524667092208473,0.5797292974427319,0.10223431098872274,0.040828544480405196,4.4123393326320574e-05,0.009311256391212417,0.005283542269931254,0.00013500700071443237,0.02265300762525623,0.009997761999118603,0.1996189363806099
2.43,0.14315367459576087,0.1531042876176867,0.5794495377993308,0.10248824301690271,0.04102379547548312,4.426803449125527e-05,0.009285164326027032,0.005267441562570266,0.00013459992291505203,0.022665841143397262,0.009997757930000713,0.19963250605567523
2.44,0.14292955860432247,0.15374200857755405,0.5791698467108068,0.10274153550281806,0.041219415697915186,4.441250967873288e-05,0.009259178989094279,0.005251402268550612,0.00013419457321039386,0.022678614169261334,0.009997753859849481,0.19964607987414693
2.45,0.14270571872135512,0.1543798710766295,0.578890224465913,0.10299419015293806,0.041415403565740826,4.455681633693927e-05,0.009233299978409982,0.005235424253260534,0.00013379094650808199,0.022691326945152194,0.009997749788664327,0.19965965785117165
2.46,0.142482154656469,0.1550178740951708,0.5786106713533248,0.10324620866506516,0.0416117575056965,4.470095193782141e-05,0.009207526893922414,0.005219507380320021,0.00013338903766723587,0.022703979712755357,0.009997745716444666,0.19967324000231568
2.47,0.1422588661038546,0.15565601661749065,0.578331187661634,0.10349759272837727,0.04180847595316154,4.484491397701213e-05,0.009181859337511214,0.0052036515116199175,0.00013298884149939565,0.022716572713133973,0.009997741643189922,0.19968682634355583
2.48,0.1420358527424626,0.1562942976319338,0.5780517736793421,0.10374834402346986,0.0420055573521039,4.49886999737548e-05,0.009156296912966341,0.005187856507361028,0.0001325903527694475,0.022729106186724697,0.009997737568899505,0.19970041689127072
2.49,0.14181311423618312,0.1569327161308546,0.577772429694854,0.1039984642223982,0.04220300015502598,4.513230747082805e-05,0.009130839225966999,0.005172122226093228,0.00013219356619654883,0.02274158037333356,0.00999773349357283,0.19971401166223185
2.5,0.14159065023402553,0.15757127111059382,0.5774931559964713,0.1042479549887195,0.04240080282291037,4.527573403447049e-05,0.009105485884060571,0.005156448524754569,0.00013179847645505385,0.02275399551213182,0.00999772941720931,0.19972761067359462
2.5100000000000002,0.14136846037029802,0.1582099615714564,0.5772139528723861,0.10449681797753516,0.042598963825165724,4.5418977254305404e-05,0.00908023649664156,0.005140835258710387,0.0001314050781754387,0.022766351841651856,0.009997725339808354,0.1997412139428895
2.52,0.14114654429183449,0.15884878651592205,0.5769348206107172,0.10474505483573253,0.04279748163799952,4.556203457040921e-05,0.009055090671981385,0.005125282286990403,0.0001310133665869597,0.022778649598909476,0.009997721261369366,0.19975482151949764
2.5300000000000002,0.1409249017316432,0.15948774494382545,0.5766557594996198,0.10499266720256945,0.04299635474009156,4.5704902803703785e-05,0.00903004800919651,0.005109789486447219,0.00013062333926172878,0.022790889017026892,0.00999771718189174,0.19976843357016394
2.54,0.14070353219689416,0.1601268358727192,0.5763767698267862,0.10523965670741192,0.043195581630694584,4.584758015106599e-05,0.009005108132267688,0.005094356691797873,0.0001302349887084685,0.02280307033531164,0.009997713101374886,0.19978205001557958
2.5500000000000003,0.14048243527839852,0.16076605831765417,0.5760978518799277,0.1054860249720595,0.0433951608115934,4.599006420855192e-05,0.008980270656293955,0.00507898375510465,0.00012984830971198396,0.02281519378926284,0.009997709019818207,0.19979567089041486
2.56,0.1402616105545392,0.16140541129744157,0.575819005946616,0.10573177361007688,0.04359509079264778,4.6132352586438986e-05,0.008955535197966233,0.005063670527316893,0.00012946329705045047,0.02282725961367565,0.009997704937221099,0.19980929623127114
2.57,0.1400410575915102,0.16204489383462645,0.5755402323142771,0.10597690422683666,0.04379537009173482,4.6274442908768415e-05,0.008930901375539726,0.005048416858321604,0.0001290799454977582,0.022839268042635225,0.009997700853582961,0.1998229260767415
2.58,0.13982077594355607,0.16268450495546102,0.5752615312701848,0.10622141841956184,0.04399599723469127,4.641633281288764e-05,0.008906368808806351,0.00503322259699404,0.0001286982498258564,0.022851219309510635,0.009997696768903186,0.19983656046747164
2.59,0.1396007651532112,0.16332424368987794,0.5749829031014547,0.10646531777736853,0.04419697075525575,4.655801994899271e-05,0.008881937119067145,0.005018087591248326,0.00012831820480709835,0.022863113646948822,0.009997692683181163,0.1998501994462203
2.6,0.13938102475153938,0.16396410907146378,0.5747043480950376,0.10670860388130853,0.0443982891950112,4.669950197967082e-05,0.008857605929104673,0.0050030116880880535,0.00012793980521658553,0.02287495128686852,0.009997688596416284,0.19986384305792035
2.61,0.1391615542583731,0.1646041001374322,0.5744258665377131,0.10695127830441195,0.044599951103327054,4.684077657944263e-05,0.008833374863155448,0.0049879947336568834,0.0001275630458345124,0.022886732460454206,0.009997684508607933,0.19987749134973923
2.62,0.13894235318255296,0.16524421592859764,0.5741474587160834,0.10719334261172991,0.04480195503730167,4.698184143430482e-05,0.00880924354688234,0.004973036573289146,0.00012718792144851074,0.022898457398150024,0.009997680419755496,0.1998911443711399
2.63,0.13872342079027214,0.16588445548746583,0.5738691249108516,0.10743479836706674,0.0450042995541841,4.7122695241109536e-05,0.008785211602351748,0.0049581370570032784,0.0001268144220241628,0.02291012633049804,0.009997676329858316,0.19990480175349123
2.64,0.13850475665411752,0.16652481786266243,0.5735908654103413,0.1076756471171909,0.04520698322911434,4.7263335340896806e-05,0.008761278659827731,0.0049432960266714504,0.00012644254414233692,0.022921739486134046,0.009997672238915787,0.19991846370516433
2.65,0.1382863602907714,0.1671653021059631,0.5733126805015557,0.10791589040233598,0.045410004643308306,4.740375928155194e-05,0.008737444349935022,0.0049285133245793224,0.0001260722834475933,0.02293329709310145,0.009997668146927291,0.19993213035427426
2.66,0.13806823115175323,0.1678059072721901,0.573034570469936,0.10815552975651749,0.04561336238369223,4.75439648582985e-05,0.008713708303426833,0.004913788793699566,0.0001257036344526303,0.022944799378879804,0.009997664053892198,0.1999458017315202
2.67,0.13785036867754147,0.16844663241962288,0.5727565356006838,0.10839456670602084,0.04581705504459231,4.768394988092129e-05,0.00869007015231796,0.004899122276477793,0.00012533659166334013,0.022956246570182554,0.009997659959809875,0.19995947786794105
2.68,0.13763277229777027,0.16908747660997112,0.5724785761787538,0.10863300276944537,0.04602108122767574,4.782371217349261e-05,0.008666529529856271,0.004884513614884154,0.00012497114958026536,0.022967638892951146,0.009997655864679687,0.19997315879489855
2.69,0.13741544143142653,0.1697284389083476,0.572200692488846,0.10887083945774814,0.04622543954189153,4.796324957409824e-05,0.00864308607049421,0.004869962650464945,0.00012460730270005601,0.022978976572349097,0.009997651768500994,0.19998684454406115
2.7,0.13719837548704644,0.1703695183832415,0.5719228848153988,0.10910807827428783,0.046430128603411544,4.8102559934563737e-05,0.008619739409860286,0.004855469224394206,0.00012424504551692607,0.022990259832756106,0.009997647671273157,0.20000053514738722
2.71,0.1369815738629125,0.1710107141064911,0.571645153442581,0.10934472071486848,0.04663514703557132,4.824164112018044e-05,0.008596489184730573,0.004841033177525327,0.0001238843725241104,0.023001488897762132,0.00999764357299553,0.20001423063710863
2.72,0.1367650359472501,0.171652025153257,0.5713674986542854,0.1095807682677835,0.046840493468811105,4.8380491009431716e-05,0.008573335033000201,0.004826654350442649,0.0001235252782153214,0.0230126639901615,0.009997639473667464,0.20002793104571423
2.73,0.13654876111842465,0.17229345060199497,0.5710899207341203,0.1098162224138594,0.0470461665406167,4.851910749371904e-05,0.008550276593654855,0.004812332583513074,0.00012316775708620586,0.023023785331946982,0.009997635373288308,0.20004163640593328
2.74,0.13633274874513798,0.17293498953442915,0.5708124199654029,0.11005108462649969,0.04725216489546044,4.8657488477088136e-05,0.008527313506742268,0.004798067716937653,0.0001228118036358017,0.023034853144303896,0.009997631271857408,0.20005534675071904
2.75,0.13611699818662554,0.1735766410355248,0.5705349966311516,0.11028535637172876,0.0474584871847421,4.8795631875955154e-05,0.008504445413343721,0.004783859590803207,0.00012245741236799467,0.023045867647604197,0.009997627169374104,0.2000690621132321
2.7600000000000002,0.1359015087721874,0.17421840419758006,0.5702576510209648,0.11051903910185681,0.047665132081421265,4.8933535672530564e-05,0.008481671976001087,0.0047697080081094455,0.00012210457746609393,0.023056829067952405,0.009997623065837735,0.20008278267349922
2.77,0.13568627983749018,0.17486027811300325,0.569980383418983,0.11075213426666834,0.047872098254290694,4.907119782072943e-05,0.008458992842950252,0.004755612799506355,0.00012175329336538596,0.023067737625732932,0.009997618961247642,0.20009650850213911
2.7800000000000002,0.13547131072683766,0.17550226187387283,0.5697031941031899,0.11098464331410615,0.04807938436644282,4.9208616240508004e-05,0.008436407646039519,0.0047415738270618745,0.00012140355478739968,0.02307859353494656,0.00999761485560315,0.20011023954562457
2.79,0.13525660076154455,0.17614435457825223,0.5694260833560092,0.11121656768049228,0.04828698909783427,4.934578890028059e-05,0.008413916032201185,0.004727590927298501,0.0001210553562379899,0.023089397013293912,0.009997610748903586,0.20012397585213496
2.8000000000000003,0.13504214925428137,0.17678655532734353,0.5691490514595832,0.11144790879493896,0.048494911135168725,4.9482713779882664e-05,0.008391517649418596,0.004713663936592849,0.00012070869223258572,0.02310014827768396,0.009997606641148274,0.20013771747112202
2.81,0.1348279555092656,0.17742886322546128,0.5688720986957665,0.11167866807939081,0.04870314917184177,4.961938887031154e-05,0.00836921214670317,0.004699792691217272,0.00012036355729755932,0.023110847544229894,0.009997602532336534,0.2001514644533328
2.82,0.13461401882245297,0.17807127738000697,0.5685952253461215,0.11190884694866689,0.04891170190788583,4.975581217346699e-05,0.008346999174071393,0.0046859770273814825,0.00012001994597159453,0.023121495028244978,0.009997598422467682,0.20016521685083272
2.83,0.13440033848172867,0.17871379690144287,0.568318431691912,0.1121384468105029,0.04912056804991503,4.9891981701891816e-05,0.008324878382521843,0.004672216781274174,0.00011967785280705539,0.02313209094423841,0.009997594311541031,0.20017897471702858
2.84,0.13418691376709865,0.17935642090326617,0.568041718014098,0.11236746906559326,0.04932974631107006,5.00278954785125e-05,0.008302849424012196,0.004658511789104641,0.00011933727237135493,0.023142635505911172,0.009997590199555888,0.2001927381066916
2.85,0.13397374395088074,0.17999914850198329,0.5677650845933305,0.11259591510763331,0.04953923541096314,5.016355153637985e-05,0.008280911951436229,0.004644861887144399,0.0001189981992483237,0.02315312892615191,0.009997586086511558,0.20020650707598042
2.86,0.13376082829789604,0.18064197881708377,0.5674885317099455,0.11282378632336135,0.04974903407562283,5.029894791840953e-05,0.008259065618600844,0.004631266911768809,0.00011866062803957845,0.023163571417032763,0.009997581972407337,0.20022028168246417
2.87,0.13354816606565992,0.18128491097101454,0.5672120596439586,0.11305108409260085,0.049959141037438995,5.043408267712278e-05,0.008237310080203068,0.004617726699498693,0.00011832455336589072,0.023173963189805254,0.009997577857242526,0.2002340619851454
2.88,0.13333575650457347,0.18192794408915394,0.5669356686750598,0.11327780978830258,0.0501695550351076,5.056895387438697e-05,0.008215644991807068,0.004604241087041961,0.00011798996986855556,0.023184304454896113,0.009997573741016412,0.20024784804448326
2.89,0.13312359869099144,0.18257107730410965,0.5666593590882664,0.11350396476973898,0.05038027482863891,5.070355974841144e-05,0.008194070028556192,0.004590809877422061,0.00011765687059953132,0.0231945954279347,0.009997569623728284,0.20026163982188785
2.9,0.13291169156840194,0.1832143097546322,0.5663831311725297,0.11372955038422572,0.05059129919560784,5.0837898672467166e-05,0.008172584880555028,0.004577432848337143,0.00011732524741797805,0.023204836328269546,0.009997565505377422,0.20027543720439894
2.91,0.1327000346383603,0.18385764056771894,0.5661069851973412,0.11395456799546656,0.050802626868840885,5.0971968463339455e-05,0.00815118917541206,0.004564109892369255,0.00011699509765104701,0.02321502735403513,0.009997561385963106,0.20028924042020663
2.92,0.1324886270961955,0.1845010688809532,0.565830921441998,0.11417901894817385,0.05101425661427875,5.1105767246235945e-05,0.008129882575128079,0.004550840841602072,0.0001166664157607859,0.023225168713347233,0.00999755726548461,0.2003030495186666
2.93,0.1322774681287743,0.18514459383478002,0.565554940185522,0.11440290458030346,0.051226187204100465,5.1239293156719334e-05,0.008108664742714352,0.0045376255280469195,0.0001163391962143962,0.023235260613559308,0.009997553143941205,0.20031686454932038
2.94,0.1320665569146125,0.18578821457248226,0.5652790417066569,0.11462622622309367,0.0514384174166754,5.137254434052808e-05,0.008087535342178608,0.0045244637836681575,0.00011601343348483027,0.023245303261261233,0.009997549021332154,0.20033068556187003
2.95,0.13185589262398603,0.1864319302401569,0.5650032262838652,0.11484898520110401,0.051650946036515454,5.1505518953397144e-05,0.008066494038511016,0.00451135544040856,0.00011568912205138828,0.023255296862278056,0.009997544897656717,0.20034451260615313
2.96,0.13164547441904223,0.18707573998669094,0.5647274941953259,0.11507118283225412,0.05186377185422705,5.163821516087868e-05,0.008045540497670176,0.004498300330214693,0.00011536625640031529,0.023265241621668726,0.00999754077291415,0.20035834573211758
2.97,0.13143530145391102,0.187719642963738,0.5644518457189308,0.11529282042786261,0.05207689366646338,5.17706311381628e-05,0.00802467438656909,0.004485298285062292,0.00011504483102539813,0.02327513774372487,0.009997536647103704,0.20037218498979656
2.98,0.13122537287481612,0.1883636383256941,0.564176281132283,0.11551389929268585,0.052290310275876356,5.1902765069898214e-05,0.00800389537306116,0.004472349136981646,0.0001147248404285625,0.02328498543196952,0.009997532520224624,0.20038603042928335
2.99,0.1310156878201862,0.1890077252296742,0.5639008007126927,0.11573442072495695,0.05250402049106886,5.203461515001306e-05,0.00798320312592616,0.004459452718082974,0.00011440627912046988,0.02329478488915586,0.00999752839227615,0.2003998821007063
3.0,0.13080624542076602,0.18965190283548805,0.5636254047371753,0.1159543860164245,0.05271802312654673,5.21661795815355e-05,0.007962597314856216,0.004446608860581805,0.00011408914162111457,0.02330453631726598,0.00999752426325752,0.20041374005420357
