t,V,Ca_i,m_L,m_T,h_T,n,Ca_er
1.92,-115.31829555361792,0.000259490578307224,0.0004310598980742551,0.0003278985835401158,0.11910521364188341,1.51355178082101e-07,0.01720019997825166
1.93,-115.60168297961405,0.000259487914627622,0.0004165222660727536,0.00031823934994210486,0.11969227554982001,1.5127982563727608e-07,0.017200201017596107
1.94,-115.88564309147488,0.0002594852508795533,0.0004024711053252097,0.00030887776244192296,0.12027894652070195,1.5120449216973044e-07,0.017200202056917534
1.95,-116.17017725455223,0.00025948258706845717,0.000388899957183787,0.0002998032506251833,0.12086522679904899,1.5112917874448115e-07,0.017200203096215946
1.96,-116.45528683453652,0.0002594799231997445,0.00037580225259714866,0.0002910053094489475,0.12145111662944658,1.5105388642036356e-07,0.01720020413549134
1.97,-116.7409732027127,0.0002594772592783729,0.00036316980069338274,0.00028247416921602276,0.12203661625744909,1.509786161638614e-07,0.017200205174743716
1.98,-117.02723773319006,0.0002594745953090699,0.00035099356743099175,0.0002742004775523649,0.12262172592911522,1.5090336889355911e-07,0.01720020621397307
1.99,-117.31408180436802,0.0002594719312962333,0.00033926356031008183,0.0002661752059726086,0.1232064458911419,1.5082814546579067e-07,0.017200207253179403
2.0,-117.60150679708907,0.0002594692672440702,0.0003279691865818214,0.0002583895710374758,0.12379077639061115,1.5075294669966135e-07,0.01720020829236272
2.0100000000000002,-117.8895140967439,0.0002594666031564557,0.00031709898574000615,0.00025083541905182973,0.12437471767522278,1.5067777335289316e-07,0.01720020933152301
2.02,-118.17810646865196,0.00025946393904041,0.0003066285242763767,0.0002434977433087314,0.12495827023893813,1.5060262680592727e-07,0.01720021037066028
2.0300000000000002,-118.46728129597996,0.00025946127488966073,0.00029658159992972187,0.00023639007153465592,0.12554143361461648,1.50527505819675e-07,0.01720021140977453
2.04,-118.75704375090591,0.0002594586107165487,0.0002869110769909972,0.00022948578025088813,0.12612420872551683,1.5045241283285834e-07,0.017200212448865753
2.05,-119.04739446987669,0.0002594559465221552,0.0002776108143675701,0.00022278281677120705,0.12670659568475456,1.5037734806800906e-07,0.017200213487933953
2.06,-119.33833440395308,0.00025945328230821775,0.00026867164917777263,0.00021627716098943656,0.12728859466150969,1.5030231187846852e-07,0.01720021452697913
2.07,-119.62986500163045,0.00025945061807744474,0.00026007961645543637,0.00020996196371063372,0.12787020591351647,1.5022730481270046e-07,0.01720021556600128
2.08,-119.92198775057919,0.0002594479538323866,0.0002518202260399818,0.00020383025715010943,0.12845142970513806,1.501523273920498e-07,0.017200216605000405
2.09,-120.21470424735317,0.0002594452895755194,0.00024387860756872748,0.00019787651080578524,0.12903226631958675,1.5007738013120827e-07,0.0172002176439765
2.1,-120.50801558981284,0.00025944262530849956,0.00023624464985989586,0.00019209723727488994,0.129612715951523,1.5000246337616813e-07,0.017200218682929574
2.11,-120.8019233707202,0.00025943996103346514,0.0002289026191913854,0.00018648268308609417,0.13019277888282316,1.4992757757437735e-07,0.017200219721859616
2.12,-121.0964287898873,0.00025943729675202237,0.00022184069906908864,0.00018102561947648982,0.1307724553258126,1.4985272306223155e-07,0.017200220760766636
2.13,-121.39153353389602,0.0002594346324660728,0.00021504533777719524,0.00017572607077979272,0.13135174557814386,1.4977790025563583e-07,0.017200221799650625
2.14,-121.68723871739529,0.00025943196817687056,0.00020850752827736822,0.00017058391657031902,0.13193064983652436,1.497031094287542e-07,0.01720022283851159
2.15,-121.98354573082304,0.00025942930388585126,0.00020221347169174152,0.00016559211118681556,0.13250916834588478,1.4962835088797674e-07,0.01720022387734952
2.16,-122.28045621810713,0.00025942663959458676,0.00019614950092392472,0.00016074307175032845,0.13308730139541128,1.49553624978323e-07,0.017200224916164426
2.17,-122.57797160063201,0.0002594239753042972,0.0001903055217880756,0.00015603208310768798,0.1336650492346278,1.49478931974542e-07,0.0172002259549563
2.18,-122.87609336323547,0.000259421311016171,0.00018467080942335205,0.00015145574817803346,0.13424241212377527,1.4940427214414755e-07,0.017200226993725146
2.19,-123.17482288858929,0.0002594186467312409,0.00017923577255672094,0.00014701093882912443,0.13481939030481954,1.493296457207552e-07,0.017200228032470965
2.2,-123.47416166153745,0.00025941598245053557,0.00017399044683558132,0.0001426935731005402,0.13539598403718758,1.4925505293777752e-07,0.01720022907119375
2.21,-123.77411115618389,0.0002594133181749965,0.00016892557051547186,0.00013849959708464363,0.13597219357796075,1.491804940100048e-07,0.017200230109893504
2.22,-124.07467276280367,0.0002594106539054515,0.00016403296594956086,0.00013442560157882132,0.1365480191692022,1.4910596912704907e-07,0.017200231148570232
2.23,-124.37584789905902,0.0002594079896426953,0.0001593047339786407,0.00013046842998361207,0.1371234610573968,1.4903147847145813e-07,0.017200232187223923
2.24,-124.67763814487164,0.00025940532538754247,0.00015473250954239375,0.00012662432133070842,0.1376985195166842,1.489570222300124e-07,0.017200233225854587
2.25,-124.98004486078938,0.00025940266114064277,0.00015030960480186782,0.00012289008648473779,0.13827319478268202,1.4888260055158256e-07,0.017200234264462218
2.2600000000000002,-125.28306941971815,0.00025939999690262263,0.0001460295278601392,0.00011926242638962243,0.1388474870928763,1.4880821357946646e-07,0.017200235303046815
2.27,-125.58671336950559,0.00025939733267413436,0.00014188536797366533,0.00011573730473969125,0.13942139671447035,1.4873386146200924e-07,0.01720023634160838
2.2800000000000002,-125.89097820830516,0.0002593946684557626,0.00013787123995424153,0.0001123123832194896,0.13999492390556606,1.4865954433212945e-07,0.017200237380146918
2.29,-126.1958654045196,0.000259392004248042,0.00013398171415990854,0.00010898562061385798,0.14056806891864235,1.485852623103485e-07,0.017200238418662417
2.3000000000000003,-126.50137636353587,0.0002593893400514549,0.0001302118166826959,0.00010575463322220864,0.14114083199492633,1.4851101550429107e-07,0.017200239457154886
2.31,-126.80751258719941,0.0002593866758664853,0.00012655653565171106,0.00010261635662067968,0.14171321339172763,1.4843680402076165e-07,0.01720024049562432
2.32,-127.11427555821052,0.00025938401169357973,0.0001230113040557871,9.9567794266945e-05,0.1422852133625658,1.483626279570915e-07,0.01720024153407072
2.33,-127.42166676339647,0.00025938134753315784,0.00011957182269230707,9.660627665868576e-05,0.14285683216116082,1.482884874033779e-07,0.01720024257249409
2.34,-127.72968770045239,0.00025937868338561583,0.0001162340458118242,9.372948810720083e-05,0.1434280700425717,1.4821438244331017e-07,0.017200243610894426
2.35,-128.03833985699816,0.000259376019251323,0.00011299417398866951,9.093512507187092e-05,0.1439989272596217,1.4814031315332845e-07,0.017200244649271727
2.36,-128.34762467733634,0.00025937335513061727,0.0001098487242433932,8.822090015596709e-05,0.14456940405730295,1.4806627960204114e-07,0.01720024568762599
2.37,-128.65754361844054,0.00025937069102382137,0.0001067943520975508,8.558434454342803e-05,0.14513950068230774,1.4799228185356718e-07,0.017200246725957224
2.38,-128.9680982113805,0.00025936802693125356,0.0001038277337875538,8.302279632411234e-05,0.14570921739333034,1.4791831996951733e-07,0.01720024776426542
2.39,-129.27928995352065,0.00025936536285320604,0.00010094591665751091,8.053448825672803e-05,0.1462785544428323,1.4784439400501744e-07,0.01720024880255058
2.4,-129.5911203332369,0.0002593626987899528,9.814607158791263e-05,7.811786672477929e-05,0.1468475120812455,1.4777050401019172e-07,0.01720024984081271
2.41,-129.90359084666122,0.0002593600347417536,9.542543884362481e-05,7.577084793165603e-05,0.14741609055978652,1.4769665003096467e-07,0.0172002508790518
2.42,-130.21670300531184,0.0002593573707088561,9.27814494151144e-05,7.349133356208093e-05,0.14798429013172568,1.476228321096189e-07,0.017200251917267855
2.43,-130.5304583286786,0.0002593547066914945,9.021164706444533e-05,7.127745313730658e-05,0.1485521110511152,1.4754905028461876e-07,0.017200252955460876
2.44,-130.84485832386534,0.0002593520426898884,8.771374435402917e-05,6.912781838460245e-05,0.1491195535694043,1.474753045905457e-07,0.01720025399363086
2.45,-131.15990448979312,0.000259349378704244,8.528545218481273e-05,6.704069823734192e-05,0.14968661793614288,1.474015950582921e-07,0.017200255031777807
2.46,-131.47559834201175,0.0002593467147347584,8.292456460957713e-05,6.501396504996004e-05,0.15025330440311802,1.4732792171591334e-07,0.017200256069901717
2.47,-131.79194124451817,0.0002593440507816012,8.062897613946542e-05,6.304194485293741e-05,0.15081961319653706,1.472542845862283e-07,0.01720025710800259
2.48,-132.10893484144873,0.0002593413868449631,7.839673894765834e-05,6.112778473441311e-05,0.1513855445884797,1.471806836937283e-07,0.017200258146080432
2.49,-132.4265806555143,0.000259338722925011,7.622600907067135e-05,5.9270331475012233e-05,0.15195109883031754,1.4710711905818185e-07,0.01720025918413523
2.5,-132.74488022396534,0.00025933605902190454,7.41149424653874e-05,5.7466730968989495e-05,0.1525162761752618,1.4703359069702986e-07,0.017200260222166988
2.5100000000000002,-133.0638352059011,0.00025933339513580504,7.206170810906472e-05,5.571571470192543e-05,0.1530810768958917,1.469600986262349e-07,0.017200261260175716
2.52,-133.38344711677365,0.000259330731266852,7.006494445426034e-05,5.401736459351707e-05,0.15364550124064424,1.468866428584968e-07,0.017200262298161403
2.5300000000000002,-133.7037170579466,0.0002593280674151442,6.812257428136789e-05,5.236440775365858e-05,0.15420954938978237,1.4681322340150174e-07,0.017200263336124053
2.54,-134.0246468490765,0.00025932540358083317,6.623312345963809e-05,5.07607628603274e-05,0.15477322164062468,1.4673984026635515e-07,0.017200264374063662
2.5500000000000003,-134.34623802887765,0.00025932273976403956,6.43951684157629e-05,4.9204193094037604e-05,0.15533651824387223,1.466664934602673e-07,0.017200265411980234
2.56,-134.66849241994322,0.0002593200759648968,6.260716472838742e-05,4.769384294075771e-05,0.15589943949561466,1.465931829893763e-07,0.01720026644987377
2.57,-134.99141138700867,0.00025931741218350023,6.0868265321467725e-05,4.623068539811454e-05,0.15646198561711105,1.4651990885722246e-07,0.017200267487744263
2.58,-135.31499597534392,0.00025931474841992187,5.917610457834213e-05,4.480316051464893e-05,0.15702415677757992,1.464466710654223e-07,0.017200268525591717
2.59,-135.63924810677213,0.00025931208467428314,5.752968352185245e-05,4.3419380848041e-05,0.15758595328764613,1.4637346961591208e-07,0.01720026956341613
2.6,-135.96416933211682,0.00025930942094667616,5.592796420447789e-05,4.207735513734826e-05,0.15814737539720342,1.4630030450861128e-07,0.01720027060121751
2.61,-136.28976140134452,0.00025930675723719916,5.436961679394801e-05,4.077516712102681e-05,0.15870842338748098,1.462271757419161e-07,0.01720027163899585
2.62,-136.61602552378673,0.000259304093545917,5.285360027172112e-05,3.9510843391986864e-05,0.15926909745246157,1.4615408331401386e-07,0.017200272676751147
2.63,-136.94296335079028,0.0002593014298729139,5.13784573245566e-05,3.828311802286706e-05,0.15982939785654685,1.4608102722132565e-07,0.017200273714483405
2.64,-137.27057649056704,0.0002592987662182668,4.9943214533769655e-05,3.7091995412965794e-05,0.16038932485659804,1.4600800745935962e-07,0.017200274752192622
2.65,-137.59886684925905,0.000259296102582061,4.8546799252515665e-05,3.593728377819899e-05,0.16094887875611188,1.4593502402139708e-07,0.0172002757898788
2.66,-137.92783546721648,0.00025929343896434145,4.71885102599749e-05,3.481791611639405e-05,0.16150805972045693,1.4586207690339073e-07,0.017200276827541938
2.67,-138.25748392054155,0.0002592907753651737,4.586621278628512e-05,3.372510746048668e-05,0.16206686799976408,1.4578916609836798e-07,0.017200277865182034
2.68,-138.58781437849677,0.0002592881117846398,4.45795908661235e-05,3.266739909552537e-05,0.1626253039372016,1.457162915956147e-07,0.017200278902799092
2.69,-138.9188281738467,0.0002592854482227874,4.332778088448685e-05,3.16430393597651e-05,0.16318336774297731,1.4564345338781637e-07,0.01720027994039311
2.7,-139.25052665871726,0.000259282784679663,4.2109922255921825e-05,3.064906300718272e-05,0.1637410596299735,1.4557065146711607e-07,0.01720028097796408
2.71,-139.58291130880713,0.0002592801211553148,4.092504985503907e-05,2.9684258569488468e-05,0.16429837983015638,1.4549788582446405e-07,0.017200282015512016
2.72,-139.91598341646852,0.0002592774576497824,3.9772291714405817e-05,2.8748315687346046e-05,0.16485532854625168,1.4542515645133944e-07,0.017200283053036905
2.73,-140.2497447172969,0.00025927479416311796,3.865080370046862e-05,2.784036169375319e-05,0.16541190605006473,1.453524633361675e-07,0.017200284090538753
2.74,-140.58419706168257,0.00025927213069537575,3.7559674926368155e-05,2.6959604270014686e-05,0.1659681126311253,1.4527980646635344e-07,0.01720028512801756
2.75,-140.91934199926294,0.0002592694672465945,3.64978941911105e-05,2.6104623907690732e-05,0.1665239485304551,1.4520718583011918e-07,0.017200286165473325
2.7600000000000002,-141.2551812224651,0.00025926680381681933,3.54646765123498e-05,2.5275055762494405e-05,0.16707941401173074,1.4513460141506506e-07,0.017200287202906044
2.77,-141.5917162669661,0.0002592641404060854,3.4459509808117295e-05,2.447147390412445e-05,0.16763450931285365,1.4506205320888368e-07,0.017200288240315723
2.7800000000000002,-141.9289487076634,0.0002592614770144226,3.348149495251495e-05,2.369140315736206e-05,0.16818923467602173,1.4498954119791293e-07,0.01720028927770236
2.79,-142.26688014694582,0.0002592588136418701,3.2529920573343236e-05,2.2934553798667075e-05,0.168743590350041,1.4491706536976776e-07,0.017200290315065956
2.8000000000000003,-142.60551218012773,0.0002592561502884607,3.160411158502065e-05,2.2200440347862646e-05,0.16929757658081226,1.448446257110543e-07,0.017200291352406506
2.81,-142.9448464067458,0.0002592534869542196,3.0703493893590854e-05,2.1488831699006728e-05,0.169851193612513,1.4477222220699556e-07,0.017200292389724012
2.82,-143.28488441681196,0.00025925082363918294,2.982733352972002e-05,2.0798999117189684e-05,0.1704044416912931,1.446998548448349e-07,0.017200293427018478
2.83,-143.62562782809155,0.0002592481603433722,2.8975001177820248e-05,2.013002876795707e-05,0.17095732106256475,1.4462752360906887e-07,0.017200294464289896
2.84,-143.96707824307248,0.00025924549706681595,2.8145835460090533e-05,1.9481224354672663e-05,0.17150983197179187,1.445552284854841e-07,0.017200295501538274
2.85,-144.30923726610686,0.0002592428338095417,2.7339200077588747e-05,1.8852063137381616e-05,0.17206197466438264,1.4448296945976179e-07,0.017200296538763607
2.86,-144.65210652755542,0.00025924017057156647,2.6554601130085295e-05,1.824248219743139e-05,0.1726137493854519,1.4441074651560358e-07,0.017200297575965893
2.87,-144.9956876296656,0.0002592375073529187,2.5791376831624536e-05,1.7651789575228737e-05,0.1731651563804642,1.4433855963881657e-07,0.017200298613145138
2.88,-145.33998221864124,0.00025923484415360856,2.5049035073613617e-05,1.7079070104260854e-05,0.17371619589333492,1.4426640881214813e-07,0.01720029965030134
2.89,-145.68499191503722,0.0002592321809736571,2.43269982902276e-05,1.6523715037930962e-05,0.1742668681690298,1.4419429402009708e-07,0.017200300687434493
2.9,-146.0307183244488,0.0002592295178130913,2.3624639073188716e-05,1.598529434734631e-05,0.17481717345312706,1.441222152481838e-07,0.017200301724544603
2.91,-146.37716306437505,0.00025922685467193337,2.294136967515731e-05,1.5463235793281416e-05,0.1753671119907175,1.4405017248111573e-07,0.017200302761631668
2.92,-146.7243277725925,0.00025922419155019786,2.2276738217017888e-05,1.4957150608375224e-05,0.17591668402578667,1.4397816570241624e-07,0.01720030379869569
2.93,-147.07221412966604,0.00025922152844788307,2.1630579519685977e-05,1.4467037175312854e-05,0.1764658897999881,1.439061948931098e-07,0.017200304835736663
2.94,-147.42082372725795,0.000259218865365021,2.1002132718501963e-05,1.3992089483082381e-05,0.17701472955982073,1.4383426003941271e-07,0.01720030587275459
2.95,-147.77015819299237,0.00025921620230162987,2.0390877908375736e-05,1.3531826904342503e-05,0.17756320354982358,1.4376236112544124e-07,0.017200306909749472
2.96,-148.12021915449327,0.0002592135392577281,1.979629518421729e-05,1.3085768811751997e-05,0.17811131201453556,1.4369049813531157e-07,0.01720030794672131
2.97,-148.47100832775413,0.0002592108762333058,1.9218448876899587e-05,1.265387678771214e-05,0.17865905519331476,1.4361867104905642e-07,0.0172003089836701
2.98,-148.82252732209218,0.0002592082132283873,1.8656698049996484e-05,1.2235578595943913e-05,0.17920643333177338,1.4354687985163791e-07,0.017200310020595844
2.99,-149.1747777685811,0.00025920555024298966,1.811054560398334e-05,1.1830410870698712e-05,0.1797534466742482,1.4347512452701287e-07,0.017200311057498543
3.0,-149.52776130654522,0.00025920288727712763,1.7579548988108292e-05,1.143795153433804e-05,0.1803000954645921,1.4340340505875684e-07,0.01720031209437819
3.0100000000000002,-149.8814796200176,0.0002592002243308038,1.7063174434364243e-05,1.105771980359676e-05,0.1808463799439956,1.4333172142893068e-07,0.017200313131234796
3.02,-150.23593439574887,0.0002591975614040201,1.6560882629989435e-05,1.0689231326715e-05,0.18139230035348727,1.4326007361950317e-07,0.017200314168068356
3.0300000000000002,-150.59112725205145,0.0002591948984967967,1.6072273894337608e-05,1.0332091616408792e-05,0.18193785693817144,1.4318846161476172e-07,0.017200315204878865
3.04,-150.9470598403327,0.00025919223560914504,1.5596881024146627e-05,9.985862729170186e-06,0.18248304994118147,1.4311688539787253e-07,0.017200316241666326
3.0500000000000003,-151.30373382548083,0.0002591895727410738,1.5134367411188377e-05,9.650228702890414e-06,0.18302787960485367,1.4304534495170226e-07,0.01720031727843074
3.06,-151.66115101663505,0.0002591869098925642,1.468579388480578e-05,9.326178842475304e-06,0.18357234616299448,1.4297384025591276e-07,0.017200318315172106
3.0700000000000003,-152.01931297344692,0.0002591842470636451,1.4249804353294018e-05,9.012444944240758e-06,0.184116449864163,1.4290237129570874e-07,0.017200319351890425
3.08,-152.37822135807028,0.0002591815842543259,1.3826035720089065e-05,8.708686304828835e-06,0.18466019095085717,1.4283093805401768e-07,0.017200320388585696
3.09,-152.73787783265902,0.00025917892146461586,1.3414124888626846e-05,8.414562220881558e-06,0.18520356966557489,1.4275954051376692e-07,0.01720032142525792
3.1,-153.09828405936707,0.0002591762586945243,1.3013708762343279e-05,8.129731989040947e-06,0.1857465862508142,1.4268817865788398e-07,0.017200322461907093
3.11,-153.45944170034824,0.0002591735959440605,1.2624424244674345e-05,7.853854905949065e-06,0.18628924094907295,1.426168524692962e-07,0.017200323498533218
3.12,-153.82135261125237,0.0002591709332132047,1.2246459586286231e-05,7.5872026811530096e-06,0.1868315339915163,1.4254556192809877e-07,0.017200324535136292
3.13,-154.18401841068822,0.00025916827050197276,1.1879327613218042e-05,7.329296791433046e-06,0.18737346562319254,1.424743070178565e-07,0.01720032557171632
3.14,-154.5474407357807,0.00025916560781037766,1.1522593911268424e-05,7.079717316852199e-06,0.18791503608806562,1.424030877218632e-07,0.017200326608273298
3.15,-154.91162126411996,0.00025916294513842646,1.117593936806831e-05,6.838172409813714e-06,0.1884562456277293,1.423319040228203e-07,0.017200327644807226
3.16,-155.2765616732962,0.00025916028248612616,1.0839044871248572e-05,6.604370222720792e-06,0.18899709448377752,1.422607559034293e-07,0.017200328681318107
3.17,-155.64226364089959,0.0002591576198534837,1.0511591308440143e-05,6.378018907976674e-06,0.1895375828978041,1.4218964334639167e-07,0.017200329717805937
3.18,-156.008728971178,0.0002591549572404915,1.0193531801362735e-05,6.1590497774924746e-06,0.19007771110407023,1.4211856633326624e-07,0.01720033075427072
3.19,-156.3759594369025,0.00025915229464714556,9.884751816615584e-06,5.947338683984393e-06,0.19061747933865944,1.4204752484589585e-07,0.017200331790712446
3.2,-156.74395662953262,0.00025914963207346276,9.584747115162962e-06,5.742442025253567e-06,0.191156887848152,1.4197651886775897e-07,0.017200332827131126
3.21,-157.11272224407546,0.00025914696951944815,9.293236020131726e-06,5.544098640847838e-06,0.1916959368731334,1.4190554838139996e-07,0.017200333863526755
3.22,-157.48225797553823,0.0002591443069851067,9.009936854648687e-06,5.352047370315017e-06,0.19223462665418922,1.418346133693632e-07,0.017200334899899333
3.23,-157.85256551892806,0.0002591416444704433,8.734567941840699e-06,5.166027053202946e-06,0.19277295743190495,1.4176371381419297e-07,0.01720033593624886
3.24,-158.22364661634444,0.0002591389819754592,8.467023558674467e-06,4.986028905174015e-06,0.19331092944417763,1.4169284969821615e-07,0.017200336972575336
3.25,-158.59550318906892,0.00025913631950014095,8.207867471080082e-06,4.813004410921548e-06,0.1938485429186746,1.4162202100293192e-07,0.01720033800887876
3.2600000000000002,-158.96813679315102,0.0002591336570445048,7.956298806167648e-06,4.645947710852496e-06,0.19438579810391457,1.4155122771152644e-07,0.017200339045159135
3.27,-159.34154914154132,0.00025913099460855426,7.712102930432712e-06,4.484693806922461e-06,0.19492269523945868,1.414804698064612e-07,0.017200340081416455
3.2800000000000002,-159.71574194719054,0.0002591283321922929,7.475065210370778e-06,4.329077701087014e-06,0.19545923456486808,1.4140974727019772e-07,0.017200341117650727
3.29,-160.09071692304926,0.00025912566979572417,7.244971012477397e-06,4.1789343953017575e-06,0.19599541631970382,1.4133906008519738e-07,0.017200342153861944
3.3000000000000003,-160.46647578206816,0.0002591230074188517,7.021605703248071e-06,4.034098891522265e-06,0.19653124074352712,1.412684082339217e-07,0.01720034319005011
3.31,-160.84302049640837,0.00025912034506166305,6.80415338818316e-06,3.892744170830355e-06,0.1970667080613329,1.4119779169843685e-07,0.017200344226215223
3.3200000000000003,-161.22035267543458,0.00025911768272416817,6.592639710260528e-06,3.7553694135207105e-06,0.19760181851850322,1.4112721046136231e-07,0.017200345262357288
3.33,-161.59847402424867,0.00025911502040637096,6.386868241890895e-06,3.6218599468008385e-06,0.19813657235504029,1.4105666450517147e-07,0.017200346298476294
3.34,-161.9773862738455,0.0002591123581082739,6.186582494522553e-06,3.4919350758445328e-06,0.1986709698094912,1.4098615381229829e-07,0.01720034733457225
3.35,-162.3570911552199,0.00025910969582987944,5.991525979603798e-06,3.365314105825588e-06,0.19920501112040317,1.4091567836517672e-07,0.017200348370645154
3.36,-162.7375903993667,0.0002591070335711899,5.801442208582952e-06,3.2417163419178166e-06,0.1997386965263233,1.4084523814624075e-07,0.017200349406695004
3.37,-163.1188858577472,0.00025910437133220345,5.617405439301878e-06,3.122968411025148e-06,0.20027202625912827,1.407748331379621e-07,0.017200350442721803
3.38,-163.50097931776978,0.0002591017091129204,5.439782362228064e-06,3.009776462016933e-06,0.2008050005542414,1.4070446332279248e-07,0.017200351478725544
3.39,-163.88387246703346,0.0002590990469133448,5.267837111015765e-06,2.9011006747766815e-06,0.20133761965261282,1.4063412868315216e-07,0.017200352514706235
3.4,-164.2675670564309,0.0002590963847334783,5.101533001529955e-06,2.7970084287813415e-06,0.20186988379168785,1.4056382920148143e-07,0.01720035355066387
3.41,-164.6520648368549,0.00025909372257332264,4.940833349635576e-06,2.69756710350784e-06,0.20240179320891188,1.4049356486022042e-07,0.01720035458659845
3.42,-165.03736763276243,0.0002590910604328774,4.784879453626239e-06,2.6014143451700656e-06,0.20293334813773853,1.404233356419186e-07,0.017200355622509978
3.43,-165.42347727234136,0.0002590883983121418,4.632770925139692e-06,2.507115294477702e-06,0.20346454881141895,1.40353141529131e-07,0.01720035665839845
3.44,-165.8103954597338,0.00025908573621111913,4.484993476407197e-06,2.415645933700874e-06,0.20399539546993528,1.4028298250422834e-07,0.01720035769426387
3.45,-166.1981239616363,0.0002590830741298105,4.341333830439156e-06,2.3267664947725217e-06,0.20452588834987534,1.4021285854967433e-07,0.017200358730106235
3.46,-166.58666454474525,0.0002590804120682172,4.201578710245992e-06,2.2402372096256e-06,0.2050560276878269,1.401427696479326e-07,0.017200359765925544
3.47,-166.97601902463532,0.0002590777500263402,4.06621732704517e-06,2.1570264566379777e-06,0.20558581371775833,1.4007271578157092e-07,0.017200360801721798
3.48,-167.36618926757419,0.0002590750880041804,3.936467465236084e-06,2.079355621840547e-06,0.2061152466709212,1.4000269693326484e-07,0.017200361837494998
3.49,-167.75717698652676,0.0002590724260017391,3.8113436050073894e-06,2.0056568260174243e-06,0.20664432678678293,1.3993271308536367e-07,0.01720036287324514
3.5,-168.14898396283635,0.0002590697640190176,3.6908429772502553e-06,1.93605233472034e-06,0.20717305430114633,1.398627642203623e-07,0.017200363908972227
3.5100000000000002,-168.5416119778463,0.00025906710205601704,3.5749628128558267e-06,1.8706644135010108e-06,0.2077014294498143,1.397928503207555e-07,0.01720036494467626
3.52,-168.93506283369567,0.0002590644401127378,3.463040977990183e-06,1.8084090546809913e-06,0.2082294524674906,1.3972297136908755e-07,0.017200365980357235
3.5300000000000002,-169.3293384075156,0.0002590617781891777,3.3520376146199965e-06,1.7438523286928958e-06,0.20875712358491583,1.3965312734808056e-07,0.017200367016015152
3.54,-169.72444044995174,0.0002590591162853389,3.242923264711795e-06,1.6788971227234355e-06,0.20928444303951516,1.3958331824015653e-07,0.017200368051650018
3.5500000000000003,-170.12037075911402,0.0002590564544012221,3.135163550955441e-06,1.6126931529631796e-06,0.20981141106620538,1.3951354402785013e-07,0.017200369087261823
3.56,-170.51713115002624,0.0002590537925368278,3.0294089790913824e-06,1.5465058116496225e-06,0.21033802789902775,1.394438046937379e-07,0.017200370122850576
3.5700000000000003,-170.9147234724703,0.0002590511306921571,2.928744963394916e-06,1.485948158632849e-06,0.21086429377022473,1.393741002204827e-07,0.01720037115841627
3.58,-171.31314951795824,0.0002590484688672104,2.8321749295225344e-06,1.429344631024601e-06,0.21139020891505447,1.3930443059060281e-07,0.017200372193958903
3.59,-171.71241110733385,0.0002590458070619884,2.7396546260290707e-06,1.3766883929155525e-06,0.21191577356726177,1.3923479578669007e-07,0.017200373229478483
3.6,-172.11251009011428,0.0002590431452764915,2.6494879908808758e-06,1.3249179555624678e-06,0.2124409879591227,1.3916519579141037e-07,0.017200374264975005
3.61,-172.51344827330658,0.00025904048351072043,2.5624278816249515e-06,1.2755005571773616e-06,0.2129658523250907,1.390956305873199e-07,0.01720037530044847
3.62,-172.91522748411015,0.00025903782176467567,2.4782927637148956e-06,1.2281985654795699e-06,0.21349036689858786,1.390261001570272e-07,0.017200376335898875
3.63,-173.31784958042786,0.0002590351600383575,2.396392284937096e-06,1.1819604624000899e-06,0.21401453191147962,1.3895660448322156e-07,0.017200377371326223
3.64,-173.7213163785201,0.00025903249833176645,2.316726192256181e-06,1.1368385868110335e-06,0.2145383475977427,1.3888714354848275e-07,0.017200378406730513
3.65,-174.12562971214572,0.0002590298366449031,2.239207026060548e-06,1.092759959245091e-06,0.21506181419046808,1.388177173354366e-07,0.017200379442111745
3.66,-174.5307914514403,0.00025902717497776817,2.165212757697439e-06,1.0521402189551589e-06,0.2155849319209173,1.387483258268051e-07,0.017200380477469916
3.67,-174.93680342045718,0.000259024513330362,2.094264941472084e-06,1.014242407539929e-06,0.2161077010226694,1.386789690051884e-07,0.017200381512805032
3.68,-175.343667460173,0.00025902185170268517,2.0263934461414663e-06,9.791889652536008e-07,0.21663012172845325,1.3860964685323152e-07,0.017200382548117087
3.69,-175.7513854604997,0.0002590191900947373,1.9590459587011987e-06,9.42616694912682e-07,0.21715219426855745,1.3854035935370897e-07,0.017200383583406084
3.7,-176.15995924819862,0.00025901652850651914,1.8930024523514047e-06,9.059510808183289e-07,0.21767391887641965,1.3847110648922803e-07,0.017200384618672022
3.71,-176.56939067130392,0.00025901386693803107,1.827920385404727e-06,8.686676303649618e-07,0.2181952957844167,1.3840188824245234e-07,0.0172003856539149
3.72,-176.97968160869112,0.0002590112053892734,1.7649068309076704e-06,8.327548797355688e-07,0.2187163252234009,1.3833270459612743e-07,0.01720038668913472
3.73,-177.39083393410718,0.00025900854386024663,1.7048278123854212e-06,7.997834855397534e-07,0.21923700742447785,1.3826355553298516e-07,0.017200387724331478
3.74,-177.80284949162433,0.000259005882350951,1.6471545628576014e-06,7.689061179990185e-07,0.21975734262022042,1.3819444103567865e-07,0.017200388759505178
3.75,-178.21573014506166,0.0002590032208613869,1.5918850950913358e-06,7.40175061145359e-07,0.22027733104222766,1.3812536108691346e-07,0.017200389794655817
3.7600000000000002,-178.62947781222437,0.0002590005593915545,1.537521796570695e-06,7.109131202902175e-07,0.2207969729194558,1.3805631566953844e-07,0.017200390829783394
