t,V,Nai,m,h,j,Ki,X_kr,X_ks,X_to1,Y_to1,Cai,O,O_Ca,C0,C1,C2,C3,C4,C_Ca0,C_Ca1,C_Ca2,C_Ca3,C_Ca4,Ca_ss,y,P_O1,P_O2,P_C1,P_C2,Ca_JSR,Ca_NSR,HTRPNCa,LTRPNCa
2.29,8.487983206e-314,8.190903755033e-312,1.9522361281e-312,2.121995736e-314,0.0,1.7612565065e-312,8.19090375319e-312,1.973456087505e-312,nan,0.0,0.0,2.5e-323,8.190903755033e-312,2.037115959737e-312,2.121995736e-314,0.0,1.93101616978e-312,8.190903753146e-312,2.079555877053e-312,nan,0.0,0.0,1.7e-322,8.190903755033e-312,2.18565566518e-312,2.121995736e-314,0.0,1.80369642232e-312,8.190903753136e-312,2.20687562451e-312,nan,0.0,0.0
2.3000000000000003,2.44029516002e-312,8.190903755033e-312,2.461515118083e-312,2.121995736e-314,0.0,1.0609978955e-313,8.190903753126e-312,2.20687562451e-312,nan,0.0,0.0,2.41907520211e-312,8.190903755033e-312,2.673714697204e-312,2.121995736e-314,0.0,1.12465776921e-312,8.190903753136e-312,2.079555877053e-312,nan,0.0,0.0,1.0609978977e-313,8.190903755033e-312,2.716154612846e-312,2.121995736e-314,0.0,1.80369642232e-312,8.19090375313e-312,2.73737457225e-312,nan,0.0,0.0
2.31,1.676376675273e-312,8.190903755033e-312,2.928354192204e-312,2.121995736e-314,0.0,1.0609978955e-313,8.190903753126e-312,2.73737457225e-312,nan,0.0,0.0,1.0609978977e-313,8.190903755033e-312,2.94957414985e-312,2.121995736e-314,0.0,9.54898105934e-313,8.190903753126e-312,3.6073928637e-313,nan,0.0,0.0,8.487983206e-314,8.190903755033e-312,3.20421364506e-312,2.121995736e-314,0.0,1.7612565065e-312,8.1909037532e-312,3.225433604174e-312,nan,0.0,0.0
2.32,2.5e-323,8.190903755033e-312,3.2890934767e-312,2.121995736e-314,0.0,1.7612565065e-312,8.19090375369e-312,3.310313435813e-312,nan,0.0,0.0,1.0609978977e-313,8.190903755033e-312,3.458853139975e-312,2.121995736e-314,0.0,1.80369642232e-312,8.190903753146e-312,3.48007309909e-312,nan,0.0,0.0,1.4853970578e-313,8.190903755033e-312,3.73471259296e-312,2.121995736e-314,0.0,1.0609978955e-313,8.190903753126e-312,3.48007309909e-312,nan,0.0,0.0
2.33,2.2e-322,8.190903755033e-312,3.75593255071e-312,2.121995736e-314,0.0,1.80369642232e-312,8.190903753136e-312,3.777152509825e-312,nan,0.0,0.0,2.33419537047e-312,8.190903755033e-312,4.031792003763e-312,2.121995736e-314,0.0,1.0609978955e-313,8.190903753126e-312,3.777152509825e-312,nan,0.0,0.0,8.487983209e-314,8.190903755033e-312,4.201551667065e-312,2.121995736e-314,0.0,7.2147856893e-313,8.190903753126e-312,4.09545187847e-312,nan,0.0,0.0
2.34,4.243991624e-314,8.190903755033e-312,4.41375124619e-312,2.121995736e-314,0.0,1.7612565065e-312,8.19090375368e-312,4.434971205025e-312,nan,0.0,0.0,2.5e-323,8.190903755033e-312,4.49863107783e-312,2.121995736e-314,0.0,1.7612565065e-312,8.19090375369e-312,4.541070994573e-312,nan,0.0,0.0,4.243991608e-314,8.190903755033e-312,4.710830656896e-312,2.121995736e-314,0.0,9.54898105934e-313,8.19090375318e-312,3.777152509825e-312,nan,0.0,0.0
2.35,2.2e-322,8.190903755033e-312,4.732050614554e-312,2.121995736e-314,0.0,1.80369642232e-312,8.19090375313e-312,4.77449053158e-312,nan,0.0,0.0,2.185655665104e-312,8.190903755033e-312,4.965470152005e-312,2.121995736e-314,0.0,1.0609978955e-313,8.190903753126e-312,4.77449053158e-312,nan,0.0,0.0,1.0609978977e-313,8.190903755033e-312,4.986690109465e-312,2.121995736e-314,0.0,9.54898105934e-313,8.190903753175e-312,3.3951932846e-313,nan,0.0,0.0
2.36,6.365987415e-314,8.190903755033e-312,1.90979621207e-313,2.121995736e-314,0.0,1.7612565065e-312,8.190903753635e-312,2.12199581004e-313,nan,0.0,0.0,1.93e-322,8.190903755033e-312,2.75859452845e-313,2.121995736e-314,0.0,1.80369642232e-312,8.212123711055e-312,3.60739286376e-313,nan,0.0,0.0,1.4853970578e-313,8.21212371295e-312,6.15378779513e-313,2.121995736e-314,0.0,1.0609978955e-313,8.212123711036e-312,3.60739286376e-313,nan,0.0,0.0
2.37,2.121995833e-314,8.21212371295e-312,7.8513844281e-313,2.121995736e-314,0.0,1.7612565065e-312,8.212123711544e-312,8.0635840248e-313,nan,0.0,0.0,2.5e-323,8.21212371295e-312,8.7001827445e-313,2.121995736e-314,0.0,9.54898105934e-313,8.21212371106e-312,3.60739286376e-313,nan,0.0,0.0,4.243991624e-314,8.21212371295e-312,1.0822178536e-312,2.121995736e-314,0.0,1.7612565065e-312,8.212123711075e-312,1.103437813214e-312,nan,0.0,0.0
2.38,2.5e-323,8.21212371295e-312,1.16709768524e-312,2.121995736e-314,0.0,1.80369642232e-312,8.21212371104e-312,1.188317644853e-312,nan,0.0,0.0,1.90979621597e-313,8.21212371295e-312,1.37929726444e-312,2.121995736e-314,0.0,1.0609978955e-313,8.212123711036e-312,1.188317644853e-312,nan,0.0,0.0,1.0609978977e-313,8.21212371295e-312,1.400517222245e-312,2.121995736e-314,0.0,9.54898105934e-313,8.212123711036e-312,3.60739286376e-313,nan,0.0,0.0
2.39,8.487983206e-314,8.21212371295e-312,1.612716801465e-312,2.121995736e-314,0.0,1.7612565065e-312,8.2121237111e-312,1.633936760955e-312,nan,0.0,0.0,2.5e-323,8.21212371295e-312,1.697596633103e-312,2.121995736e-314,0.0,1.93101616978e-312,8.212123711055e-312,1.740036550504e-312,nan,0.0,0.0,1.7e-322,8.21212371295e-312,1.846136338545e-312,2.121995736e-314,0.0,1.80369642232e-312,8.212123711045e-312,1.86735629796e-312,nan,0.0,0.0
2.4,2.44029516002e-312,8.21212371295e-312,2.12199579145e-312,2.121995736e-314,0.0,1.0609978955e-313,8.212123711036e-312,1.86735629796e-312,nan,0.0,0.0,2.35541532838e-312,8.21212371295e-312,2.33419537057e-312,2.121995736e-314,0.0,1.12465776921e-312,8.212123711045e-312,1.740036550504e-312,nan,0.0,0.0,1.0609978977e-313,8.21212371295e-312,2.37663528621e-312,2.121995736e-314,0.0,1.80369642232e-312,8.21212371104e-312,2.397855245703e-312,nan,0.0,0.0
2.41,6.365987414e-314,8.21212371295e-312,2.58883486557e-312,2.121995736e-314,0.0,1.0609978955e-313,8.212123711036e-312,2.397855245703e-312,nan,0.0,0.0,1.0609978977e-313,8.21212371295e-312,2.61005482322e-312,2.121995736e-314,0.0,9.54898105934e-313,8.212123711036e-312,3.60739286376e-313,nan,0.0,0.0,8.487983206e-314,8.21212371295e-312,2.864694318426e-312,2.121995736e-314,0.0,1.7612565065e-312,8.21212371111e-312,2.885914277625e-312,nan,0.0,0.0
2.42,2.5e-323,8.21212371295e-312,2.949574150064e-312,2.121995736e-314,0.0,1.7612565065e-312,8.212123711584e-312,2.970794109263e-312,nan,0.0,0.0,1.0609978977e-313,8.21212371295e-312,3.11933381334e-312,2.121995736e-314,0.0,1.80369642232e-312,8.212123711045e-312,3.14055377254e-312,nan,0.0,0.0,1.2731974787e-313,8.21212371295e-312,3.395193266325e-312,2.121995736e-314,0.0,1.0609978955e-313,8.212123711036e-312,3.14055377254e-312,nan,0.0,0.0
2.43,2.2e-322,8.21212371295e-312,3.416413224077e-312,2.121995736e-314,0.0,1.80369642232e-312,8.212123711045e-312,3.437633183276e-312,nan,0.0,0.0,2.33419537047e-312,8.21212371295e-312,3.69227267713e-312,2.121995736e-314,0.0,1.0609978955e-313,8.212123711036e-312,3.437633183276e-312,nan,0.0,0.0,8.487983209e-314,8.21212371295e-312,3.86203234043e-312,2.121995736e-314,0.0,7.2147856893e-313,8.212123711036e-312,3.75593255192e-312,nan,0.0,0.0
2.44,4.243991624e-314,8.21212371295e-312,4.074231919557e-312,2.121995736e-314,0.0,1.7612565065e-312,8.21212371159e-312,4.095451878475e-312,nan,0.0,0.0,2.5e-323,8.21212371295e-312,4.159111751196e-312,2.121995736e-314,0.0,1.7612565065e-312,8.212123711584e-312,4.201551668023e-312,nan,0.0,0.0,4.243991608e-314,8.21212371295e-312,4.371311330263e-312,2.121995736e-314,0.0,9.54898105934e-313,8.21212371109e-312,3.437633183276e-312,nan,0.0,0.0
2.45,2.2e-322,8.21212371295e-312,4.39253128792e-312,2.121995736e-314,0.0,1.80369642232e-312,8.21212371104e-312,4.43497120503e-312,nan,0.0,0.0,1.4853970578e-313,8.21212371295e-312,4.62595082537e-312,2.121995736e-314,0.0,1.0609978955e-313,8.212123711036e-312,4.43497120503e-312,nan,0.0,0.0,1.0609978977e-313,8.21212371295e-312,4.64717078283e-312,2.121995736e-314,0.0,9.54898105934e-313,8.212123711085e-312,3.39519328466e-313,nan,0.0,0.0
2.46,6.365987415e-314,8.21212371295e-312,1.90979621207e-313,2.121995736e-314,0.0,1.7612565065e-312,8.21212371107e-312,2.1219958101e-313,nan,0.0,0.0,1.93e-322,8.21212371295e-312,2.75859452845e-313,2.121995736e-314,0.0,1.80369642232e-312,8.233343668955e-312,4.6683907593e-313,nan,0.0,0.0,4.8805903233e-313,8.23334367086e-312,7.00258611177e-313,2.121995736e-314,0.0,1.0609978955e-313,8.233343668945e-312,4.6683907593e-313,nan,0.0,0.0
2.47,4.243991624e-314,8.23334367086e-312,9.336781482e-313,2.121995736e-314,0.0,1.7612565065e-312,8.23334366909e-312,9.5489810785e-313,nan,0.0,0.0,2.5e-323,8.23334367086e-312,9.97338021927e-313,2.121995736e-314,0.0,9.54898105934e-313,8.23334366897e-312,4.6683907593e-313,nan,0.0,0.0,4.243991624e-314,8.23334367086e-312,1.230757559e-312,2.121995736e-314,0.0,1.7612565065e-312,8.233343669177e-312,1.251977518586e-312,nan,0.0,0.0
2.48,2.5e-323,8.23334367086e-312,1.29441743273e-312,2.121995736e-314,0.0,9.54898105934e-313,8.233343669e-312,4.4561911802e-313,nan,0.0,0.0,3.39519327004e-313,8.23334367086e-312,1.40051722235e-312,2.121995736e-314,0.0,7.2147856893e-313,8.233343668945e-312,1.336857350225e-312,nan,0.0,0.0,4.243991624e-314,8.23334367086e-312,1.612716801465e-312,2.121995736e-314,0.0,1.7612565065e-312,8.23334366941e-312,1.63393676096e-312,nan,0.0,0.0
2.49,2.5e-323,8.23334367086e-312,1.697596633103e-312,2.121995736e-314,0.0,1.80369642232e-312,8.23334366895e-312,1.7188165926e-312,nan,0.0,0.0,6.1537877979e-313,8.23334367086e-312,1.888576254394e-312,2.121995736e-314,0.0,1.0609978955e-313,8.233343668945e-312,1.7188165926e-312,nan,0.0,0.0,2.3341953723e-313,8.23334367086e-312,1.9097962122e-312,2.121995736e-314,0.0,1.12465776921e-312,8.23334366895e-312,1.336857350225e-312,nan,0.0,0.0
2.5,1.0609978977e-313,8.23334367086e-312,1.931016169877e-312,2.121995736e-314,0.0,1.80369642232e-312,8.233343668965e-312,8.4879833556e-314,nan,0.0,0.0,2.3978552442e-312,8.23334367086e-312,3.39519326624e-313,2.121995736e-314,0.0,8.27578358476e-313,8.233343668945e-312,8.4879833556e-314,nan,0.0,0.0,4.243991624e-314,8.254563628777e-312,6.1537877948e-313,2.121995736e-314,0.0,1.7612565065e-312,8.25456362725e-312,6.3659873921e-313,nan,0.0,0.0
2.5100000000000002,2.5e-323,8.254563628777e-312,6.7903865321e-313,2.121995736e-314,0.0,1.93101616978e-312,8.254563626875e-312,7.2147857085e-313,nan,0.0,0.0,1.7e-322,8.254563628777e-312,8.27578358644e-313,2.121995736e-314,0.0,1.80369642232e-312,8.25456362686e-312,8.4879831831e-313,nan,0.0,0.0,9.97338022164e-313,8.254563628777e-312,1.018557979896e-312,2.121995736e-314,0.0,1.0609978955e-313,8.254563626855e-312,8.4879831831e-313,nan,0.0,0.0
2.52,2.41907520211e-312,8.254563628777e-312,1.23075755901e-312,2.121995736e-314,0.0,1.12465776921e-312,8.254563626865e-312,7.2147857085e-313,nan,0.0,0.0,1.0609978977e-313,8.254563628777e-312,1.27319747468e-312,2.121995736e-314,0.0,1.80369642232e-312,8.25456362686e-312,1.29441743441e-312,nan,0.0,0.0,8.27578358887e-313,8.254563628777e-312,1.4641770961e-312,2.121995736e-314,0.0,1.0609978955e-313,8.254563626855e-312,1.29441743441e-312,nan,0.0,0.0
2.5300000000000002,1.0609978977e-313,8.254563628777e-312,1.485397053775e-312,2.121995736e-314,0.0,1.80369642232e-312,8.25456362686e-312,1.506617013507e-312,nan,0.0,0.0,1.18831764335e-312,8.254563628777e-312,1.67637667525e-312,2.121995736e-314,0.0,1.0609978955e-313,8.254563626855e-312,1.506617013507e-312,nan,0.0,0.0,1.0609978977e-313,8.254563628777e-312,1.69759663287e-312,2.121995736e-314,0.0,1.80369642232e-312,8.25456362686e-312,1.740036550513e-312,nan,0.0,0.0
2.54,4.8805903233e-313,8.254563628777e-312,1.90979621231e-312,2.121995736e-314,0.0,1.0609978955e-313,8.254563626855e-312,1.740036550513e-312,nan,0.0,0.0,8.487983206e-314,8.254563628777e-312,2.14321574933e-312,2.121995736e-314,0.0,1.7612565065e-312,8.254563627413e-312,2.164435708706e-312,nan,0.0,0.0,2.5e-323,8.254563628777e-312,2.22809558097e-312,2.121995736e-314,0.0,9.54898105934e-313,8.254563626904e-312,1.740036550513e-312,nan,0.0,0.0
2.5500000000000003,1.0609978977e-313,8.254563628777e-312,2.24931553852e-312,2.121995736e-314,0.0,1.80369642232e-312,8.254563626875e-312,8.487983356e-314,nan,0.0,0.0,2.33419537416e-313,8.254563628777e-312,3.39519326624e-313,2.121995736e-314,0.0,8.27578358476e-313,8.254563626855e-312,8.487983356e-314,nan,0.0,0.0,4.243991624e-314,8.27578358669e-312,6.5781869531e-313,2.121995736e-314,0.0,1.7612565065e-312,8.275783585273e-312,6.79038655036e-313,nan,0.0,0.0
2.56,2.5e-323,8.27578358669e-312,7.42698526947e-313,2.121995736e-314,0.0,1.7612565065e-312,8.27578358534e-312,7.63918486674e-313,nan,0.0,0.0,1.0609978977e-313,8.27578358669e-312,9.12458190224e-313,2.121995736e-314,0.0,1.93101616978e-312,8.275783584784e-312,9.9733802368e-313,nan,0.0,0.0,1.7e-322,8.27578358669e-312,1.103437811534e-312,2.121995736e-314,0.0,1.80369642232e-312,8.275783584774e-312,1.12465777114e-312,nan,0.0,0.0
2.57,2.037115959737e-312,8.27578358669e-312,1.37929726444e-312,2.121995736e-314,0.0,1.0609978955e-313,8.275783584765e-312,1.12465777114e-312,nan,0.0,0.0,2.41907520211e-312,8.27578358669e-312,1.59149684356e-312,2.121995736e-314,0.0,1.12465776921e-312,8.275783584774e-312,9.9733802368e-313,nan,0.0,0.0,8.487983209e-314,8.27578358669e-312,1.74003654897e-312,2.121995736e-314,0.0,7.2147856893e-313,8.275783584765e-312,1.63393676097e-312,nan,0.0,0.0
2.58,4.243991624e-314,8.27578358669e-312,1.9522361281e-312,2.121995736e-314,0.0,1.7612565065e-312,8.27578358523e-312,1.973456087525e-312,nan,0.0,0.0,2.5e-323,8.27578358669e-312,2.037115959737e-312,2.121995736e-314,0.0,1.7612565065e-312,8.27578358533e-312,2.079555877073e-312,nan,0.0,0.0,4.243991608e-314,8.27578358669e-312,2.249315538804e-312,2.121995736e-314,0.0,9.54898105934e-313,8.275783584765e-312,9.9733802368e-313,nan,0.0,0.0
2.59,4.243991624e-314,8.27578358669e-312,2.50395503388e-312,2.121995736e-314,0.0,1.7612565065e-312,8.275783585323e-312,2.525174993176e-312,nan,0.0,0.0,2.5e-323,8.27578358669e-312,2.588834865516e-312,2.121995736e-314,0.0,1.80369642232e-312,8.275783584774e-312,2.610054824814e-312,nan,0.0,0.0,1.86735629646e-312,8.27578358669e-312,2.86469431846e-312,2.121995736e-314,0.0,1.0609978955e-313,8.275783584765e-312,2.610054824814e-312,nan,0.0,0.0
2.6,2.2e-322,8.27578358669e-312,2.88591427625e-312,2.121995736e-314,0.0,9.54898105934e-313,8.27578358479e-312,9.7611806577e-313,nan,0.0,0.0,7.6391848516e-313,8.27578358669e-312,3.098113855496e-312,2.121995736e-314,0.0,1.80369642232e-312,8.275783584774e-312,3.119333814646e-312,nan,0.0,0.0,1.4853970578e-313,8.27578358669e-312,3.37397330841e-312,2.121995736e-314,0.0,1.0609978955e-313,8.275783584765e-312,3.119333814646e-312,nan,0.0,0.0
2.61,2.12199579546e-313,8.27578358669e-312,3.48007309798e-312,2.121995736e-314,0.0,7.2147856893e-313,8.275783584765e-312,3.41641322538e-312,nan,0.0,0.0,4.243991624e-314,8.27578358669e-312,3.734712592924e-312,2.121995736e-314,0.0,1.7612565065e-312,8.27578358482e-312,3.755932551935e-312,nan,0.0,0.0,2.5e-323,8.27578358669e-312,3.819592424563e-312,2.121995736e-314,0.0,1.7612565065e-312,8.27578358494e-312,3.840812383574e-312,nan,0.0,0.0
2.62,2.1219957932e-313,8.27578358669e-312,3.98935208784e-312,2.121995736e-314,0.0,1.80369642232e-312,8.27578358477e-312,4.03179200476e-312,nan,0.0,0.0,4.8805903233e-313,8.27578358669e-312,4.201551667085e-312,2.121995736e-314,0.0,1.0609978955e-313,8.275783584765e-312,4.03179200476e-312,nan,0.0,0.0,1.0609978977e-313,8.27578358669e-312,4.22277162484e-312,2.121995736e-314,0.0,1.80369642232e-312,8.275783584774e-312,4.243991583857e-312,nan,0.0,0.0
2.63,9.97338022164e-313,8.27578358669e-312,4.477411119974e-312,2.121995736e-314,0.0,1.0609978955e-313,8.275783584765e-312,4.243991583857e-312,nan,0.0,0.0,1.0609978977e-313,8.27578358669e-312,4.498631077667e-312,2.121995736e-314,0.0,1.80369642232e-312,8.275783584774e-312,4.5622909525e-312,nan,0.0,0.0,4.8805903233e-313,8.27578358669e-312,4.795710488693e-312,2.121995736e-314,0.0,1.0609978955e-313,8.275783584765e-312,4.5622909525e-312,nan,0.0,0.0
2.64,4.243991624e-314,8.27578358669e-312,5.029130025714e-312,2.121995736e-314,0.0,1.7612565065e-312,8.27578358491e-312,5.050349984424e-312,nan,0.0,0.0,2.5e-323,8.27578358669e-312,5.092789899443e-312,2.121995736e-314,0.0,9.54898105934e-313,8.27578358479e-312,4.5622909525e-312,nan,0.0,0.0,2.3341953723e-313,8.27578358669e-312,5.11400985704e-312,2.121995736e-314,0.0,1.12465776921e-312,8.27578358477e-312,3.41641322538e-312,nan,0.0,0.0
2.65,1.0609978977e-313,8.27578358669e-312,5.13522981486e-312,2.121995736e-314,0.0,9.54898105934e-313,8.275783584765e-312,2.94957415137e-312,nan,0.0,0.0,1.0609978977e-313,8.27578358669e-312,5.156449772273e-312,2.121995736e-314,0.0,9.54898105934e-313,8.27578358482e-312,4.4561911803e-313,nan,0.0,0.0,2.12199579546e-313,8.27578358669e-312,5.304989478634e-312,2.121995736e-314,0.0,7.2147856893e-313,8.275783584765e-312,5.24132960561e-312,nan,0.0,0.0
2.66,4.243991624e-314,8.27578358669e-312,5.538409015664e-312,2.121995736e-314,0.0,1.7612565065e-312,8.27578358482e-312,5.559628974256e-312,nan,0.0,0.0,2.5e-323,8.27578358669e-312,5.623288847303e-312,2.121995736e-314,0.0,1.80369642232e-312,8.27578358477e-312,5.644508805894e-312,nan,0.0,0.0,4.8805903233e-313,8.27578358669e-312,5.814268468594e-312,2.121995736e-314,0.0,1.0609978955e-313,8.275783584765e-312,5.644508805894e-312,nan,0.0,0.0
2.67,1.0609978977e-313,8.27578358669e-312,5.8354884264e-312,2.121995736e-314,0.0,1.80369642232e-312,8.275783584774e-312,5.85670838499e-312,nan,0.0,0.0,9.97338022164e-313,8.27578358669e-312,6.090127921483e-312,2.121995736e-314,0.0,1.0609978955e-313,8.275783584765e-312,5.85670838499e-312,nan,0.0,0.0,1.0609978977e-313,8.27578358669e-312,6.111347879225e-312,2.121995736e-314,0.0,1.80369642232e-312,8.275783584774e-312,6.175007753636e-312,nan,0.0,0.0
2.68,4.8805903233e-313,8.27578358669e-312,6.4084272902e-312,2.121995736e-314,0.0,1.0609978955e-313,8.275783584765e-312,6.175007753636e-312,nan,0.0,0.0,4.243991624e-314,8.27578358669e-312,6.641846827223e-312,2.121995736e-314,0.0,1.7612565065e-312,8.27578358491e-312,6.66306678556e-312,nan,0.0,0.0,2.5e-323,8.27578358669e-312,6.70550670095e-312,2.121995736e-314,0.0,9.54898105934e-313,8.27578358479e-312,6.175007753636e-312,nan,0.0,0.0
2.69,2.3341953723e-313,8.27578358669e-312,6.7267266586e-312,2.121995736e-314,0.0,1.12465776921e-312,8.27578358477e-312,5.24132960561e-312,nan,0.0,0.0,8.487983209e-314,8.27578358669e-312,6.89648632222e-312,2.121995736e-314,0.0,7.2147856893e-313,8.275783584765e-312,6.790386533016e-312,nan,0.0,0.0,2.121995833e-314,8.27578358669e-312,7.045026027615e-312,2.121995736e-314,0.0,1.7612565065e-312,8.27578358491e-312,7.06624598584e-312,nan,0.0,0.0
2.7,2.5e-323,8.27578358669e-312,7.108685901344e-312,2.121995736e-314,0.0,1.7612565065e-312,8.27578358533e-312,7.15112581748e-312,nan,0.0,0.0,4.243991608e-314,8.27578358669e-312,7.32088548041e-312,2.121995736e-314,0.0,9.54898105934e-313,8.27578358479e-312,5.24132960561e-312,nan,0.0,0.0,4.243991624e-314,8.27578358669e-312,7.55430501755e-312,2.121995736e-314,0.0,1.7612565065e-312,8.2757835852e-312,7.575524975673e-312,nan,0.0,0.0
2.71,2.5e-323,8.27578358669e-312,7.63918484919e-312,2.121995736e-314,0.0,9.54898105934e-313,8.27578358479e-312,5.24132960561e-312,nan,0.0,0.0,2.12199579546e-313,8.27578358669e-312,7.724064680897e-312,2.121995736e-314,0.0,7.2147856893e-313,8.275783584765e-312,7.66040480731e-312,nan,0.0,0.0,4.243991624e-314,8.27578358669e-312,7.978704175843e-312,2.121995736e-314,0.0,1.7612565065e-312,8.27578358482e-312,7.999924133866e-312,nan,0.0,0.0
2.72,2.5e-323,8.27578358669e-312,8.06358400748e-312,2.121995736e-314,0.0,1.7612565065e-312,8.27578358494e-312,8.084803965505e-312,nan,0.0,0.0,2.1219957932e-313,8.27578358669e-312,8.23334367076e-312,2.121995736e-314,0.0,1.80369642232e-312,8.27578358477e-312,8.27578358669e-312,nan,0.0,0.0,4.8805903233e-313,8.27578358669e-312,8.445543250003e-312,2.121995736e-314,0.0,1.0609978955e-313,8.275783584765e-312,8.27578358669e-312,nan,0.0,0.0
2.73,1.0609978977e-313,8.27578358669e-312,8.46676320776e-312,2.121995736e-314,0.0,1.80369642232e-312,8.275783584774e-312,8.48798316579e-312,nan,0.0,0.0,9.97338022164e-313,8.27578358669e-312,8.721402702893e-312,2.121995736e-314,0.0,1.0609978955e-313,8.275783584765e-312,8.48798316579e-312,nan,0.0,0.0,1.0609978977e-313,8.27578358669e-312,8.742622660585e-312,2.121995736e-314,0.0,1.80369642232e-312,8.275783584774e-312,8.806282534433e-312,nan,0.0,0.0
2.74,4.8805903233e-313,8.27578358669e-312,9.03970207161e-312,2.121995736e-314,0.0,1.0609978955e-313,8.275783584765e-312,8.806282534433e-312,nan,0.0,0.0,4.243991624e-314,8.27578358669e-312,9.273121608633e-312,2.121995736e-314,0.0,1.7612565065e-312,8.27578358491e-312,9.294341566355e-312,nan,0.0,0.0,2.5e-323,8.27578358669e-312,9.33678148236e-312,2.121995736e-314,0.0,9.54898105934e-313,8.27578358479e-312,8.806282534433e-312,nan,0.0,0.0
2.75,2.3341953723e-313,8.27578358669e-312,9.35800143996e-312,2.121995736e-314,0.0,1.12465776921e-312,8.27578358477e-312,7.66040480731e-312,nan,0.0,0.0,8.487983209e-314,8.27578358669e-312,9.52776110363e-312,2.121995736e-314,0.0,7.2147856893e-313,8.275783584765e-312,9.421661313813e-312,nan,0.0,0.0,4.243991624e-314,8.27578358669e-312,9.739960682754e-312,2.121995736e-314,0.0,1.7612565065e-312,8.27578358523e-312,9.761180640367e-312,nan,0.0,0.0
2.7600000000000002,2.5e-323,8.27578358669e-312,9.824840514393e-312,2.121995736e-314,0.0,1.7612565065e-312,8.27578358533e-312,9.867280429915e-312,nan,0.0,0.0,4.243991608e-314,8.27578358669e-312,1.003704009346e-311,2.121995736e-314,0.0,9.54898105934e-313,8.27578358479e-312,7.66040480731e-312,nan,0.0,0.0,2.121995833e-314,8.27578358669e-312,1.020679975689e-311,2.121995736e-314,0.0,1.7612565065e-312,8.27578358523e-312,1.022801971438e-311,nan,0.0,0.0
2.77,2.5e-323,8.27578358669e-312,1.029167958853e-311,2.121995736e-314,0.0,9.54898105934e-313,8.27578358479e-312,7.66040480731e-312,nan,0.0,0.0,2.1219957932e-313,8.27578358669e-312,1.02916795874e-311,2.121995736e-314,0.0,9.54898105934e-313,8.27578358479e-312,4.2439916012e-313,nan,0.0,0.0,8.487983206e-314,8.27578358669e-312,2.75859452845e-313,2.121995736e-314,0.0,1.7612565065e-312,8.275783584784e-312,2.9707941266e-313,nan,0.0,0.0
2.7800000000000002,1.93e-322,8.27578358669e-312,3.60739284484e-313,2.121995736e-314,0.0,1.7612565065e-312,8.29700354285e-312,4.24399160125e-313,nan,0.0,0.0,7.6391848516e-313,8.297003544606e-312,7.6391848489e-313,2.121995736e-314,0.0,1.7612565065e-312,8.29700354325e-312,7.8513844459e-313,nan,0.0,0.0,2.12199579546e-313,8.297003544606e-312,1.0397779378e-312,2.121995736e-314,0.0,7.2147856893e-313,8.297003542674e-312,9.76118065776e-313,nan,0.0,0.0
2.79,1.14587772753e-312,8.297003544606e-312,1.27319747483e-312,2.121995736e-314,0.0,1.80369642232e-312,8.29700354268e-312,1.29441743442e-312,nan,0.0,0.0,4.8805903233e-313,8.297003544606e-312,1.4641770961e-312,2.121995736e-314,0.0,1.0609978955e-313,8.297003542674e-312,1.29441743442e-312,nan,0.0,0.0,1.0609978977e-313,8.297003544606e-312,1.48539705393e-312,2.121995736e-314,0.0,1.80369642232e-312,8.297003542684e-312,1.506617013517e-312,nan,0.0,0.0
2.8000000000000003,9.97338022164e-313,8.297003544606e-312,1.74003654899e-312,2.121995736e-314,0.0,1.0609978955e-313,8.297003542674e-312,1.506617013517e-312,nan,0.0,0.0,1.0609978977e-313,8.297003544606e-312,1.761256506753e-312,2.121995736e-314,0.0,1.80369642232e-312,8.297003542684e-312,1.82491638216e-312,nan,0.0,0.0,4.8805903233e-313,8.297003544606e-312,2.05833591771e-312,2.121995736e-314,0.0,1.0609978955e-313,8.297003542674e-312,1.82491638216e-312,nan,0.0,0.0
2.81,4.243991624e-314,8.297003544606e-312,2.29175545473e-312,2.121995736e-314,0.0,1.7612565065e-312,8.297003542817e-312,2.312975414084e-312,nan,0.0,0.0,2.5e-323,8.297003544606e-312,2.35541532846e-312,2.121995736e-314,0.0,9.54898105934e-313,8.2970035427e-312,1.82491638216e-312,nan,0.0,0.0,2.3341953723e-313,8.297003544606e-312,2.37663528613e-312,2.121995736e-314,0.0,1.12465776921e-312,8.29700354268e-312,9.76118065776e-313,nan,0.0,0.0
2.82,1.0609978977e-313,8.297003544606e-312,2.397855243974e-312,2.121995736e-314,0.0,9.54898105934e-313,8.297003542674e-312,6.1537878131e-313,nan,0.0,0.0,2.50395503375e-312,8.297003544606e-312,2.61005482345e-312,2.121995736e-314,0.0,1.80369642232e-312,8.297003542684e-312,2.63127478273e-312,nan,0.0,0.0,2.52517499166e-312,8.297003544606e-312,2.885914276375e-312,2.121995736e-314,0.0,1.0609978955e-313,8.297003542674e-312,2.63127478273e-312,nan,0.0,0.0
