t,S,R_1,R_2,R_12,P_1,P_2,I_1,I_2,I_12,I_21
2.56,0.04563941776728246,0.1744441158753204,0.007228579766473305,1.2230263360408697,68.72767156950734,25.036066892235795,43.85909843813225,4.8925798870198625,3.863215093429396,3.5502899015994656
2.57,0.04558769382872269,0.17459554093364246,0.007152198550631726,1.230195270176021,68.85767524622337,24.998333352551853,43.83347704451626,4.850405087644498,3.8643732753469466,3.5506207055234698
2.58,0.045536659598961714,0.1747492733071638,0.007076846812445263,1.2373642175860804,68.98677831945868,24.96038081760368,43.80791260366164,4.808661741308505,3.865491009041099,3.5509081342999345
2.59,0.045486306221373424,0.17490529061994023,0.0070025080210455795,1.2445330948236786,69.11498541870984,24.92221426854801,43.78240497286063,4.767345232198429,3.8665688161814007,3.551152690137967
2.6,0.045436624742273196,0.17506357095897532,0.00692916606584544,1.2517018196349208,69.2423011533892,24.8838386108969,43.75695400979578,4.7264510019658434,3.8676072112220687,3.551354868829689
2.61,0.04538760617578589,0.17522409284512616,0.0068568052129699165,1.2588703109183466,69.36873011296257,24.84525867714044,43.73155957249128,4.685974547829766,3.868606701665899,3.5515151599896124
2.62,0.04533924252244059,0.17538683492469875,0.006785410117647737,1.2660384882807696,69.49427686851821,24.80647925522119,43.70622151855716,4.645911401879248,3.869567790916725,3.5516340491678986
2.63,0.04529152563811101,0.17555177628292348,0.006714965674468963,1.2732062724913864,69.61894597114016,24.7675050593969,43.68093970602666,4.60625715227952,3.8704909753641537,3.551712015825012
2.64,0.045244447368934265,0.17571889640840815,0.006645457043909475,1.2803735854300997,69.74274195209492,24.728340733558056,43.65571399325651,4.5670074408555745,3.8713767447152545,3.551749533552854
2.65,0.045197999638634155,0.1758881749178575,0.006576869646117182,1.287540349668559,69.86566932441521,24.688990878152445,43.630544238871856,4.528157943727687,3.8722255846664573,3.5517470720918025
2.66,0.04515217465726907,0.17605959183452413,0.0065091892328558365,1.2947064888997633,69.98773258125513,24.649460022568128,43.60543030159928,4.489704391101018,3.8730379741688394,3.551705095195943
2.67,0.045106964869078246,0.17623312755173576,0.006442401872597902,1.3018719278813013,70.10893619610917,24.609752628782818,43.58037204030727,4.451642564656601,3.8738143857890073,3.5516240609205783
2.68,0.045062362412334245,0.17640876259467944,0.006376493670467731,1.3090365920499205,70.22928462437122,24.569873116169628,43.555369314382695,4.413968279893054,3.8745552881469036,3.5515044237563576
2.69,0.04501835974022997,0.17658647786796297,0.006311451113813482,1.316200407926478,70.34878230167607,24.529825835428383,43.53042198330607,4.376677404662087,3.8752611433582507,3.5513466323349343
2.7,0.04497494952184163,0.17676625461837742,0.006247261015058145,1.323363303054614,70.4674336441525,24.48961507253426,43.50552990671866,4.339765856362943,3.8759324074215398,3.5511511297813274
2.71,0.04493212441256502,0.17694807421765527,0.006183910217367084,1.3305252056355237,70.58524304999915,24.449245072289393,43.48069294456792,4.303229585093597,3.8765695325175025,3.5509183557696873
2.72,0.0448898772045022,0.1771319183962125,0.006121385900495624,1.3376860449229893,70.70221489776135,24.408720012839453,43.45591095701918,4.267064591912852,3.877172964523382,3.5506487443113524
2.73,0.04484820081099794,0.17731776920334946,0.006059675529850609,1.3448457511558984,70.81835354662753,24.368044010027706,43.43118380446347,4.231266925716856,3.8777431434373946,3.5503427241314798
2.74,0.04480708831881356,0.17750560880463367,0.005998766679151917,1.3520042552088518,70.9336633380248,24.327221139975403,43.40651134748606,4.195832666972974,3.8782805055731058,3.550000720535949
2.75,0.04476653290040255,0.17769541969549577,0.005938647196883543,1.359161488961955,71.04814859391497,24.286255415174395,43.38189344691757,4.160757944958382,3.8787854812377938,3.5496231534559284
2.7600000000000002,0.04472652782270699,0.1778871846840521,0.005879305193998399,1.3663173852710024,71.16181361693287,24.2451507864153,43.357329963828924,4.126038936368869,3.879258494919597,3.5492104376044598
2.77,0.04468706643990294,0.17808088663141386,0.005820728875767541,1.3734718775048982,71.27466269262639,24.20391117274066,43.33282075954528,4.09167184374637,3.87969996818258,3.548762984887214
2.7800000000000002,0.044648142252164874,0.1782765087808392,0.005762906748640882,1.3806249001361361,71.38670008656388,24.162540423196077,43.30836569559635,4.0576529230126015,3.8801103159740946,3.548281201331542
2.79,0.044609748878952034,0.1784740346356905,0.005705827544170217,1.3877763885214465,71.49793004541185,24.121042331040307,43.28396463373803,4.0239784732412,3.880489947996238,3.547765488226643
2.8000000000000003,0.044571880048989244,0.1786734479024068,0.00564948018314879,1.3949262787995076,71.60835679743616,24.079420640371183,43.25961743596085,3.9906448318879497,3.8808392693455493,3.54721624265558
2.81,0.04453452950752476,0.17887473247571972,0.005593853731443157,1.4020745078464634,71.71798455280232,24.03767904903702,43.235323964547995,3.9576483727188876,3.881158680779663,3.546633857758488
2.82,0.04449769102746308,0.17907787243345452,0.005538937399079305,1.4092210132684824,71.82681750360213,23.99582120911492,43.21108408206847,3.924985505462762,3.8814485787650748,3.54601872276918
2.83,0.044461358672010724,0.1792828521208327,0.005484720678803064,1.416365733600041,71.93485982266044,23.953850713985112,43.186897651210685,3.8926526850499354,3.881709354267394,3.545371221905946
2.84,0.04442552652669256,0.17948965604594824,0.005431193190384694,1.423508608068176,72.04211566491533,23.91177111368429,43.162764534952814,3.8606464006263486,3.8819413941946355,3.5446917356797227
2.85,0.0443901887638303,0.17969826891428042,0.005378344727064751,1.4306495766635436,72.14858916703973,23.869585910291136,43.13868459652134,3.8289631788567324,3.8821450809585336,3.5439806405017507
2.86,0.04435533948626413,0.17990867580327002,0.005326165367076245,1.4377885803986126,72.25428444659175,23.827298541348544,43.11465769948125,3.7975995958729385,3.882320790822078,3.5432383073359857
2.87,0.04432097308286866,0.18012086173457523,0.005274645196217229,1.4449255606650946,72.35920560421557,23.784912421150935,43.09068370753173,3.7665522475181468,3.8824688980037823,3.54246510505609
2.88,0.044287083955281914,0.18033481198633414,0.005223774508284131,1.4520604596980462,72.46335672209443,23.742430910938932,43.0667624846637,3.735817770828464,3.8825897717092714,3.541661398022412
2.89,0.04425366658614193,0.18055051200351402,0.00517354374596866,1.4591932204389164,72.56674186443917,23.69985732770593,43.04289389512079,3.705392837686387,3.8826837770041944,3.540827546798211
2.9,0.04422071555513664,0.1807679476041759,0.0051239436764773175,1.4663237868674606,72.66936507623974,23.657194922818906,43.01907780337567,3.675274170170498,3.882751272711113,3.539963906378189
2.91,0.044188225509703236,0.1809871046455136,0.005074965107844637,1.4734521034591008,72.77123038535615,23.614446916986715,42.99531407416973,3.6454585154443317,3.882792614843736,3.5390708290830535
2.92,0.04415619117124211,0.1812079691129512,0.005026598964935895,1.4805781153271618,72.87234180199408,23.571616491101874,42.97160257250318,3.6159426523307157,3.88280815570478,3.5381486638000412
2.93,0.04412460734073048,0.18143052720208877,0.004978836359369029,1.487701768353531,72.972703318225,23.52870677782824,42.947943163625915,3.586723397350425,3.882798243057134,3.537197755285216
2.94,0.0440934689074711,0.1816547653181456,0.004931668567112567,1.4948230091765087,73.0723189080964,23.485720862395336,42.92433571303528,3.5577976041358323,3.8827632201931697,3.5362184442461673
2.95,0.044062770850284934,0.1818806700810118,0.004885087028547168,1.5019417851951198,73.1711925276433,23.44266178232791,42.90078008647551,3.5291621636203465,3.8827034259046815,3.5352110673221637
2.96,0.044032508192412737,0.1821082281761372,0.004839083290975609,1.5090580443544956,73.26932811558649,23.399532541262346,42.87727614996425,3.5008139941598073,3.8826191958590464,3.534175958171069
2.97,0.044002676042629696,0.18233742649253454,0.004793649058317438,1.5161717353389865,73.36672959275185,23.356336096527667,42.85382376976851,3.472750050404744,3.8825108613564385,3.533113446495014
2.98,0.04397326958079934,0.18256825207758004,0.004748776172180336,1.5232828075047344,73.46340086232264,23.313075363493553,42.83042281241409,3.444967320185824,3.882378749760132,3.5320238583837775
2.99,0.0439442840362633,0.18280069210061559,0.004704456592103641,1.5303912108181223,73.55934581035346,23.269753219589205,42.80707314471624,3.417462821577985,3.8822231848819455,3.5309075166388584
3.0,0.0439157147311322,0.18303473392279615,0.0046606824293066625,1.5374968959673998,73.65456830479825,23.22637249701516,42.78377463371523,3.3902336082361435,3.8820444862793537,3.5297647401871273
3.0100000000000002,0.043887557045313726,0.18327036503881877,0.004617445915916756,1.544599814265477,73.74907219633026,23.182935989090034,42.76052714672654,3.3632767647563973,3.8818429698649948,3.528595844592336
3.02,0.04385980642365961,0.1835075730876011,0.0045747394089204535,1.5516999176651043,73.84286131819765,23.139446449259328,42.73733055132934,3.336589407405247,3.881618947809881,3.527401141975794
3.0300000000000002,0.04383245837535651,0.18374634582893473,0.004532555413353512,1.5587971587042961,73.93593948673517,23.095906594667102,42.71418471536431,3.3101686815118767,3.881372728875313,3.526180941264517
3.04,0.04380550847108658,0.18398667117299428,0.0044908865357412,1.5658914905757866,74.02831050065912,23.05231910160753,42.69108950694017,3.2840117647979796,3.881104617990995,3.524935547891312
3.0500000000000003,0.04377895234196682,0.18422853716769189,0.004449725493166811,1.5729828670975647,74.11997814133275,23.00868660745257,42.66804479443329,3.2581158659721483,3.880814916434332,3.5236652639319654
3.06,0.04375278567854161,0.18447193198477055,0.00440906512400412,1.5800712426804484,74.21094617306062,22.965011712773354,42.64505044648699,3.2324782231826448,3.8805039220277124,3.522370388255511
3.0700000000000003,0.04372700422912022,0.18471684392142074,0.004368898378165282,1.5871565723320886,74.30121834302564,22.921296981076814,42.622106332013495,3.2070961042139183,3.8801719291144083,3.5210512165135315
3.08,0.04370160381856261,0.18496326143277705,0.004329218348731962,1.5942388116810442,74.39079838142926,22.87754493728205,42.59921232017357,3.181966807543522,3.879819228385581,3.5197080409986468
3.09,0.04367658033865262,0.18521117311381732,0.004290018255007974,1.6013179169557024,74.47969000151285,22.83375806907727,42.57636828038626,3.1570876613785677,3.8794461070194965,3.5183411507616866
3.1,0.04365192970014795,0.18546056761301394,0.004251291360048352,1.6083938449022883,74.5678968994186,22.789938832162022,42.55357408237925,3.1324560199669675,3.879052849241874,3.5169508320777796
3.11,0.04362764788542507,0.18571143372512816,0.004213031060181423,1.6154665528627554,74.65542275447137,22.74608964529086,42.53082959613261,3.1080692670621155,3.878639735780815,3.5155373679965667
3.12,0.04360373093058246,0.18596376035838158,0.004175230853921775,1.6225359987405614,74.74227122916551,22.702212892468665,42.50813469189735,3.08392481437125,3.878207044096905,3.514101038534667
3.13,0.04358017492639388,0.18621753654787038,0.004137884351008831,1.6296021410153825,74.82844596920204,22.658310922009242,42.485489240194575,3.060020102215156,3.8777550482847474,3.5126421205979823
3.14,0.04355697602745182,0.18647275153176351,0.0041009853254788415,1.6366649388430254,74.91395060345275,22.614386040102087,42.46289311180885,3.0363526040821096,3.8772840184227624,3.511160887454684
3.15,0.04353413042120437,0.1867293945200539,0.004064527553109149,1.6437243517381372,74.99878874428308,22.57044053127172,42.440346177810675,3.012919812112002,3.8767942226248246,3.5096576104084507
3.16,0.04351163435175794,0.18698745488313137,0.00402850494330412,1.650780339826609,75.08296398738489,22.526476642115046,42.41784830953907,2.989719248620487,3.8762859254025095,3.5081325574672477
3.17,0.04348948411189937,0.18724692209673202,0.003992911500116027,1.6578328637673823,75.16647991189382,22.48249658634852,42.39539937860732,2.966748462512058,3.8757593881682992,3.5065859937555963
3.18,0.043467676041970854,0.1875077857394218,0.003957741320110428,1.66488188474555,75.24934008044502,22.438502545260192,42.37299925690378,2.9440050289515964,3.875214869277126,3.5050181815508883
3.19,0.043446206604919886,0.1877700355575875,0.003922988639588859,1.6719273645800772,75.33154803916567,22.39449666073885,42.350647816526454,2.9214865542824024,3.874652623343191,3.5034293797237317
3.2,0.043425072230016126,0.18803366132541544,0.00388864773191986,1.6789692654834174,75.41310731786014,22.35048105084549,42.32834492991848,2.8991906650113584,3.8740729027576672,3.501819844988169
3.21,0.043404269412758816,0.188298652931912,0.003854712970868042,1.686007550206642,75.49402142998177,22.30645780042024,42.30609046978118,2.877115014439,3.873475956769025,3.5001898311475483
3.22,0.04338379470268765,0.18856500036858162,0.0038211788212904906,1.6930421820158892,75.57429387269791,22.26242896261249,42.28388430908444,2.855257281569032,3.87286203162984,3.498539589217396
3.23,0.043363644696552246,0.18883269372185368,0.003788039833305234,1.700073124676872,75.65392812695055,22.21839655988896,42.26172632107239,2.833615170386918,3.8722313706926146,3.49686936750637
3.24,0.043343815981753984,0.1891017231836536,0.00375529065139358,1.7071003424828368,75.73292765758103,22.17436258220683,42.23961637931738,2.812186411128892,3.8715842142379953,3.4951794114755215
3.25,0.0433243052082795,0.18937207903265102,0.0037229259982243194,1.7141238002036423,75.81129591329562,22.130328990344044,42.21755435765075,2.7909687579363958,3.8709207997853925,3.493469963997998
3.2600000000000002,0.043305109105211924,0.18964375162815617,0.0036909406693811093,1.721143463068866,75.8890363266999,22.086297717005174,42.195540130146625,2.7699599880695827,3.870241362195523,3.491741265446024
3.27,0.043286224417041406,0.18991673142231796,0.003659329543867798,1.7281592968001334,75.96615231443207,22.042270664708354,42.17357357118278,2.749157903376954,3.869546133471856,3.4899935535279383
3.2800000000000002,0.04326764792574943,0.19019100895274874,0.0036280875777394187,1.7351712675908024,76.04264727719038,21.998249707114834,42.15165455541917,2.7285603293520864,3.8688353428840805,3.4882270633925447
3.29,0.04324937651483606,0.1904665748493859,0.003597209813971683,1.7421793421133565,76.11852459982981,21.954236688541126,42.12978295773519,2.7081651154584603,3.8681092169182607,3.4864420275853374
3.3000000000000003,0.04323140720745229,0.1907434198378104,0.003566691387701215,1.7491834875214725,76.19378765144269,21.91023342382179,42.10795865319221,2.6879701352107674,3.867367979261112,3.4846386760347348
3.31,0.04321373686979573,0.19102153469675245,0.00353652747162498,1.756183671383173,76.26843978523104,21.86624170270517,42.08618151732244,2.6679732831085077,3.866611851225264,3.482817236426244
3.3200000000000003,0.04319636249721278,0.191300910295347,0.0035067133255700625,1.7631798617339434,76.34248433874144,21.822263286358226,42.06445142584968,2.6481724770491044,3.865841051406851,3.480977933901321
3.33,0.043179281130458186,0.19158153757977214,0.0034772442799467437,1.7701720270537027,76.41592463386985,21.778299908879735,42.04276825477069,2.6285656572631853,3.8650557958303433,3.479120991184847
3.34,0.04316248983473866,0.19186340757510317,0.0034481157355247616,1.7771601362657898,76.48876397691977,21.734353277366683,42.021131880375584,2.609150786257796,3.8642562979520227,3.4772466285913124
3.35,0.04314598534153567,0.19214651144817418,0.003419323185437112,1.7841441588134672,76.56100565868317,21.69042506689434,41.999542179601406,2.589925852344922,3.863442768158852,3.4753550636365578
3.36,0.043129764957324936,0.19243084034124014,0.003390862153677771,1.7911240644451805,76.63265295443614,21.646516934605092,41.977999029133976,2.5708888597004695,3.862615415163097,3.4734465121313898
3.37,0.04311382581189369,0.19271638550602954,0.003362728243042964,1.7980998233815284,76.70370912404631,21.60263050875322,41.95650230615031,2.5520378360765013,3.8617744449123608,3.4715211873330447
3.38,0.04309816506487907,0.19300313826444113,0.003334917119912376,1.8050714062619433,76.77417741201566,21.558767392202633,41.93505188811422,2.5333708303257536,3.8609200609334793,3.46957930021747
3.39,0.0430827799046197,0.19329109000681416,0.0033074245127197887,1.8120387841391234,76.84406104753748,21.514929162792054,41.91364765277714,2.5148859121342504,3.8600524643656393,3.467621059508679
3.4,0.04306766754700738,0.19358023219019843,0.0032802462104237267,1.8190019284734578,76.91336324455322,21.47111737370021,41.892289478178995,2.4965811717539292,3.8591718539934945,3.4656466717081047
3.41,0.04305282553855705,0.19387055641686168,0.003253378170340525,1.8259608112613765,76.98208720176254,21.427333545028294,41.87097724237279,2.4784547259063325,3.858278425434796,3.463656340370091
3.42,0.04303825112499439,0.19416205426632868,0.0032268162900434675,1.8329154047523308,77.05023610277718,21.383579182360698,41.849710823997675,2.460504704730308,3.857372372925147,3.461650267693062
3.43,0.043023941635797834,0.19445471739537667,0.003200556544483958,1.8398656816130066,77.11781311611853,21.339855765995427,41.82849010192963,2.442729259338366,3.8564538882792054,3.45962865359312
3.44,0.04300989447713401,0.19474853753474505,0.003174594982335374,1.8468116149191467,77.18482139527536,21.296164751480077,41.807314955287644,2.42512656142929,3.8555231609402427,3.457591695748063
3.45,0.0429961070910064,0.19504350647693405,0.0031489277101910073,1.8537531781325043,77.25126407876685,21.252507571123218,41.786185263470585,2.4076948022153792,3.8545803781236057,3.4555395897251224
3.46,0.04298257695502442,0.19533961607471692,0.003123550891364522,1.8606903450956724,77.31714429019931,21.208885634333093,41.76510090615724,2.390432192173681,3.853625724847282,3.4534725290080455
3.47,0.04296930149097758,0.1956368582852196,0.0030984607610878667,1.8676230901218502,77.38246513827308,21.16530032169942,41.74406176337053,2.3733369652393654,3.8526593833745957,3.4513907045489023
3.48,0.04295627820005673,0.1959352251007512,0.0030736536009565185,1.8745513878486715,77.44722971691324,21.121752994625464,41.72306771538211,2.356407371959022,3.851681534117945,3.4492943055010894
3.49,0.042943504672064294,0.196234708542599,0.0030491257360323394,1.881475213223211,77.51144110533164,21.0782449963145,41.702118642705635,2.339641678782002,3.85069235573023,3.447183519295613
3.5,0.04293097848616451,0.19653530070901717,0.0030248735514482998,1.888394541599891,77.57510236802938,21.034777645314804,41.68121442616662,2.323038172634909,3.849692024497113,3.4450585311521245
3.5100000000000002,0.04291869724995481,0.196836993754101,0.0030008934841421002,1.8953093486944024,77.63821655487509,20.99135223855489,41.6603549468747,2.3065951587583897,3.8486807146209383,3.442919524310827
3.52,0.042906658598835475,0.1971397798864984,0.002977182021728456,1.9022196105789504,77.70078670116146,20.947970051654774,41.6395400862239,2.2903109604778282,3.8476585982487297,3.440766680057476
3.5300000000000002,0.042894860188044774,0.19744365138619646,0.002953735714015367,1.9091253037227254,77.76281582763215,20.90463233623827,41.618769725900506,2.274183921088271,3.846625845224447,3.438600177515999
3.54,0.042883299693921295,0.19774860059856908,0.002930551168613604,1.916026404975479,77.824306940546,20.86134032101816,41.59804374788135,2.2582124030795363,3.845582623188133,3.436420193733457
3.5500000000000003,0.042871974835043555,0.19805461987943984,0.0029076250122792996,1.9229228914285563,77.88526303182122,20.818095221009113,41.57736203441171,2.2423947816314453,3.8445290984223277,3.4342269043947886
3.56,0.04286088334672508,0.19836170165509343,0.002884953932667919,1.9298147405635018,77.94568707899174,20.774898227667904,41.55672446803123,2.2267294515548937,3.8434654349449278,3.4320204830597034
3.5700000000000003,0.04285002298813599,0.1986698384018837,0.0028625346638427836,1.9367019301995143,78.00558204529489,20.73175051237443,41.53613093156611,2.211214824827941,3.8423917948286026,3.429801101433287
3.58,0.04283939154161913,0.1989790226450775,0.002840363985239611,1.9435844384890253,78.06495087972772,20.688653226721122,41.51558130812958,2.195849330381932,3.8413083382267788,3.427568929389303
3.59,0.04282898683180189,0.1992892469654007,0.0028184387298690857,1.9504622439286299,78.12379651708724,20.645607501779306,41.49507548110531,2.180631414606239,3.840215223304694,3.4253241349092685
3.6,0.04281880680376958,0.19960050402856558,0.0027967558200815705,1.9573353254158228,78.18212187796249,20.602614444313236,41.47461333408078,2.1655595439970954,3.8391126058872467,3.4230668837702205
3.61,0.04280884926787867,0.19991278648508667,0.002775312147763177,1.9642036620471954,78.23992986899796,20.55967515022227,41.454194751063866,2.1506321957046164,3.838000640705358,3.4207973406509216
3.62,0.0427991121236103,0.20022608705649253,0.0027541046780848316,1.9710672332881563,78.29722338276726,20.516790693226117,41.433819616292396,2.135847865470183,3.8368794803452606,3.418515668199762
3.63,0.042789593295272446,0.200540398509417,0.0027331304187801515,1.9779260189191707,78.35400529788106,20.47396212844186,41.41348781428851,2.121205065103213,3.8357492755795173,3.4162220273287405
3.64,0.0427802907316629,0.20085571365457777,0.0027123864192718835,1.9847799990316104,78.4102784790432,20.431190492655382,41.39319922985873,2.1067023222798626,3.8346101753913384,3.41391657723529
3.65,0.042771202405732414,0.2011720253457552,0.0026918697697983596,1.9916291540235984,78.46604577710666,20.388476804592898,41.372953748093984,2.092338180341746,3.8334623269988994,3.411599475424105
3.66,0.04276232631803766,0.20148932652275459,0.002671577641843469,1.9984734646993125,78.52131002897062,20.345822058292526,41.35275125437233,2.0781112029631217,3.832305875248137,3.409270877181041
3.67,0.0427536604878084,0.201807610110625,0.002651507193582272,2.005312912030186,78.57607405799706,20.30322723902539,41.33259163435293,2.0640199629073614,3.831140964069422,3.4069309368376985
3.68,0.042745202959158554,0.2021268690946309,0.002631655640369655,2.0121474773294987,78.63034067379213,20.260693311645856,41.31247477398068,2.050063050237186,3.829967735410765,3.40457980684657
3.69,0.0427369517992689,0.20244709650204976,0.002612020237732664,2.018977142207811,78.68411267232423,20.218221223558263,41.29240055948527,2.0362390702116353,3.828786329508823,3.402217638016897
3.7,0.04272890509793842,0.2027682853998543,0.002592598279279626,2.0258018885657645,78.73739283598472,20.175811905191733,41.272368877381076,2.0225466429412875,3.827596884931825,3.399844579552648
3.71,0.0427210609672571,0.20309042889380421,0.002573387095932664,2.0326216985901926,78.79018393364359,20.13346627025395,41.252379614467266,2.0089844031994746,3.826399538602271,3.3974607790729383
3.72,0.04271341751604021,0.2034135201569481,0.0025543840726458046,2.0394365548266866,78.842488720561,20.09118521088522,41.23243265782495,1.9955510038690114,3.8251944253560053,3.3950663822400755
3.73,0.04270597289566879,0.20373755237491598,0.0025355866156519086,2.0462464400358584,78.89430993870636,20.048969607240828,41.21252789482249,1.9822451091031255,3.823981678812991,3.39266153349773
3.74,0.04269872528208484,0.20406251876561063,0.002516992163942465,2.0530513372430015,78.94565031671301,20.006820324172867,41.19266521311351,1.9690653966830582,3.8227614310752727,3.3902463758165275
3.75,0.042691672864408406,0.2043884125911823,0.0024985981961596613,2.059851229767694,78.99651256987083,19.9647382092501,41.17284450063569,1.9560105594218207,3.821533812546587,3.3878210505425908
3.7600000000000002,0.04268481385104457,0.2047152271496227,0.0024804022253711844,2.066646101200421,79.04689940021852,19.922724094311782,41.15306564561159,1.9430793040485763,3.8202989520732493,3.385385697517989
3.77,0.042678146469266036,0.20504295577396164,0.0024624017983652675,2.0734359353989604,79.09681349659873,19.8807787957032,41.133328536548646,1.9302703510328576,3.819056976965193,3.3829404550997553
3.7800000000000002,0.04267166897938851,0.2053715918496484,0.002444594508265234,2.0802207165317257,79.14625753460764,19.838903111373465,41.11363306221955,1.9175824366350633,3.8178080127325074,3.3804854599347434
3.79,0.042665379659499826,0.2057011287952392,0.002426977980267179,2.087000429026356,79.19523417675751,19.79709782430478,41.09397911168233,1.9050143104646295,3.816552183396056,3.3780208472271633
3.8000000000000003,0.04265927678760169,0.2060315600398605,0.00240954985501603,2.0937750575099865,79.24374607265766,19.75536370649803,41.07436657430383,1.8925647326434634,3.8152896118485273,3.375546751049409
3.81,0.04265335866986327,0.20636287905813366,0.0023923078140698777,2.100544586897887,79.2917958588625,19.713701513043542,41.05479533972117,1.8802324780042226,3.8140204193165177,3.373063303881366
3.8200000000000003,0.04264762363043133,0.2066950793571938,0.0023752495702752704,2.107309002358404,79.33938615899719,19.67211198445783,41.03526529785493,1.8680163344236342,3.8127447255720863,3.370570636792936
3.83,0.04264207001109275,0.20702815447598638,0.0023583728671353146,2.1140682893096034,79.38651958381217,19.630595846901926,41.01577633890908,1.855915102658923,3.8114626489522334,3.368068879461716
3.84,0.04263669617917624,0.20736209799273211,0.002341675485679254,2.120822433437913,79.43319873117736,19.589153810925236,40.99632835336764,1.8439275972240856,3.810174306245743,3.3655581600745834
3.85,0.04263150053554402,0.20769690353248105,0.0023251552514141184,2.127571420716998,79.4794261860756,19.54778657019326,40.97692123199136,1.8320526472775505,3.808879812578576,3.363038605228017
3.86,0.042626481465417414,0.20803256471799114,0.002308809989227548,2.1343152372740284,79.52520452101496,19.506494810445748,40.95755486583691,1.820289090294822,3.807579282219534,3.3605103406338945
3.87,0.04262163738559258,0.20836907521617007,0.0022926375660522317,2.141053869513276,79.57053629573488,19.465279201204904,40.93822914623801,1.8086357779066438,3.8062728278342166,3.3579734904671406
3.88,0.042616966730074826,0.20870642872346346,0.0022766358774614333,2.1477873040753024,79.61542405736355,19.424140398504242,40.91894396481094,1.7970915739648898,3.8049605607303305,3.355428177581063
3.89,0.042612467949826364,0.20904461896523616,0.0022608028471146823,2.1545155278338357,79.65987034047166,19.383079045091602,40.89969921345442,1.785655354389741,3.803642590875792,3.3528745235238318
3.9,0.04260813951248239,0.20938363969663454,0.002245136427537174,2.1612385278971233,79.70387766711164,19.34209577033069,40.880494784349196,1.7743260072311817,3.8023190268900047,3.3503126485313803
3.91,0.042603979901602536,0.20972348472509578,0.002229634620386569,2.167956291674861,79.74744854664138,19.30119118569665,40.86133056995351,1.7631024358619116,3.8009899756431103,3.3477426711758658
3.92,0.042599987617688906,0.21006414785054056,0.0022142954226145473,2.174668806695786,79.79058547636713,19.26036589702621,40.8422064630144,1.7519835502623204,3.7996555433459966,3.345164709323955
3.93,0.04259616117688083,0.21040562291382578,0.0021991168700890625,2.181376060753184,79.83329094110908,19.219620494732812,40.82312235655812,1.7409682739663792,3.7983158346797143,3.3425788793724696
3.94,0.042592499110992575,0.2107479037826156,0.0021840970248779823,2.1880780418608374,79.87556741338967,19.17895555675938,40.804078143892674,1.7300555419545087,3.796970953058243,3.3399852964798296
3.95,0.04258899996725973,0.21109098435083043,0.0021692339747557644,2.194774738250105,79.91741735348681,19.1383716487676,40.78507371860764,1.7192443005105547,3.7956210006453692,3.3373840745814536
3.96,0.04258566230808559,0.2114348585380955,0.002154525832710142,2.2014661383669956,79.95884320948713,19.09786932432719,40.766108974574124,1.7085335070787713,3.7942660783715643,3.334775326405156
3.97,0.042582484712666215,0.21177952030955666,0.0021399707519723157,2.208152230934286,79.99984741709619,19.057449120732343,40.74718380592218,1.697922133249074,3.792906285563317,3.3321591631480323
3.98,0.04257946577282497,0.21212496363292133,0.002125566893200731,2.2148330048131717,80.04043240019767,19.01711156829606,40.72829810708737,1.687409158100358,3.7915417207669533,3.329535695196709
3.99,0.04257660409518668,0.21247118250422636,0.0021113124440480277,2.2215084490843933,80.08060057059252,18.97685718488858,40.7094517727817,1.6769935720999922,3.790172481264713,3.326905031705295
4.0,0.04257389830085042,0.21281817094648917,0.002097205618059753,2.228178553042763,80.12035432806177,18.936686476297975,40.69064469799435,1.6666743768382832,3.7887986631068005,3.324267280624041
4.01,0.042571347024900744,0.21316592300660767,0.0020832446522383715,2.234843306186102,80.15969606045016,18.896599936966606,40.671876777994406,1.6564505844939708,3.787420361176765,3.321622548757099
4.0200000000000005,0.042568948916159706,0.21351443275486998,0.0020694278065963934,2.241502698212514,80.19862814371857,18.85659805016732,40.65314790833064,1.646321217700567,3.786037669207218,3.318970941776908
4.03,0.04256670264605368,0.21386369429823013,0.002055753373828008,2.248156719060589,80.23715294181835,18.816681285293146,40.63445798481859,1.636285311470405,3.7846506795395216,3.316312564014968
4.04,0.042564606894653675,0.21421370175910912,0.0020422196636406538,2.254805358842087,80.27527280701193,18.7768501023757,40.61580690355957,1.626341909965509,3.7832594835246605,3.3136475188126124
4.05,0.042562660349888766,0.21456444927409132,0.0020288250017103417,2.261448607836671,80.31299007993577,18.737104952431917,40.5971945609412,1.6164900662423667,3.7818641715540866,3.310975908548606
4.0600000000000005,0.04256086171686867,0.21491593100788853,0.002015567739859149,2.2680864565342636,80.35030708946577,18.697446274609423,40.57862085362385,1.606728844278846,3.7804648328066084,3.308297834418739
4.07,0.04255920971379612,0.21526814114705045,0.0020024462513459837,2.274718895614225,80.38722615284485,18.65787449757866,40.56008567854587,1.5970573179737408,3.77906155537196,3.3056133965444063
4.08,0.0425577030717584,0.21562107389953444,0.001989458930463569,2.2813459159428184,80.42374957573462,18.61839003969654,40.54158893292327,1.5874745710220248,3.7776544262654093,3.302922693986026
4.09,0.042556340538152944,0.21597472350170882,0.001976604198091358,2.287967508594826,80.45987965215481,18.578993307544486,40.52313051424708,1.577979697947487,3.7762435312987566,3.300225824630078
