t,V,K_i,Na_i,Ca_i,m,h,x,s,r,d,f,F_CaMK,Cmdn_Ca,Ca_SR,F_SRCa_RyR,F_1,F_2,Trpn_Ca,N_0,P_0,P_1,P_2,P_3
2.92,-94.05147712383048,138.32689939693321,5.721708411561658,8.973655710767291e-06,0.0013739799052079893,0.995722857333354,0.0022322015358902545,0.9998917365870579,1.5074109996995636e-08,1.7745609947591097e-08,0.9999999597682674,0.11998746681136133,3.5890492485226386e-06,0.17638918492625175,0.17748447624258457,0.5094163718888711,8.678073863943359e-06,0.0002504037590085361,0.9999999997694218,9.342548716311467e-11,3.4946292945597596e-11,4.303440222676682e-11,2.470710417174498e-11
2.93,-94.05161422713336,138.32737748534865,5.721318714866607,8.970767472072473e-06,0.0013739540121123041,0.9957229888219203,0.00223216465708409,0.9998917393946744,1.5073696363929068e-08,1.774500187307483e-08,0.999999959769749,0.11938849286924816,3.5878938060986384e-06,0.17617301519884293,0.17726568070442236,0.5094232113792778,8.679858114661263e-06,0.00025032337263663324,0.9999999997698051,9.327172288414022e-11,3.488653520357366e-11,4.296425600737298e-11,2.4664901016923486e-11
2.94,-94.05175101216624,138.32785555864493,5.720928822509571,8.967885780092025e-06,0.0013739281785077081,0.9957231200265043,0.0022321281116087104,0.9998917421956799,1.507328361533816e-08,1.7744395202812424e-08,0.9999999597712297,0.11879667276750581,3.5867410161821464e-06,0.17595736098877374,0.1770474094512568,0.5094300537290518,8.681648280204243e-06,0.0002502431713173075,0.9999999997701869,9.311865623846497e-11,3.4826482851180485e-11,4.2895104368048404e-11,2.4622624986295425e-11
2.95,-94.05188747714719,138.32833361644788,5.720538735567252,8.96501059247562e-06,0.001373902404435555,0.9957232509484042,0.002232091884151408,0.999891744990235,1.507287174644965e-08,1.774378993236975e-08,0.9999999597727091,0.11821191827126597,3.585590870079702e-06,0.17574222057832622,0.17682966073294953,0.5094368960219232,8.683444282267922e-06,0.0002501631544096488,0.999999999770567,9.296626861537468e-11,3.476622086740753e-11,4.282684895171187e-11,2.4580317518035293e-11
2.96,-94.05202362064885,138.32881165838486,5.720148455112231,8.962141866763457e-06,0.0013738766898468335,0.9957233815888618,0.0022320559598267417,0.9998917477785034,1.507246075283674e-08,1.7743186053975135e-08,0.9999999597741862,0.11763414222647041,3.5844433596510115e-06,0.17552759225619158,0.1766124328058825,0.509443735449376,8.68524604549719e-06,0.00025008332127394615,0.9999999997709453,9.28145301526873e-11,3.470587697619458e-11,4.275933163112473e-11,2.4538038959281093e-11
2.97,-94.05215944166893,138.32928968408478,5.7197579822129825,8.95927956054709e-06,0.0013738510345888749,0.9957235119490534,0.0022320203240952926,0.9998917505606517,1.5072050630475604e-08,1.7742583556112283e-08,0.9999999597756603,0.11706325854389597,3.5832984773662485e-06,0.1753134743174527,0.17639572393294364,0.5094505693058277,8.687053497534436e-06,0.00025000367127151445,0.999999999771322,9.266339852466337e-11,3.464562600013832e-11,4.26923282027113e-11,2.449587045375737e-11
2.98,-94.0522949585967,138.3297676931767,5.7193673179337745,8.95642373116148e-06,0.0013738254361502463,0.9957236420281647,0.0022319849669343137,0.9998917533366378,1.5071641386908225e-08,1.774198238707174e-08,0.9999999597771303,0.1164991823323197,3.5821562171479916e-06,0.17509986506392963,0.17617953238323286,0.5094573950683726,8.688866586156912e-06,0.00024992420366943505,0.9999999997716973,9.251283029443722e-11,3.4585679605958396e-11,4.2625581963520684e-11,2.4453919647262406e-11
2.99,-94.05243022194193,138.33024568528924,5.718976463334595,8.953574602521346e-06,0.0013737998881456768,0.9957237718220983,0.002231949885604811,0.9998917561060684,1.5071233048738998e-08,1.7741382430399853e-08,0.9999999597785968,0.11594182998245187,3.5810165749541507e-06,0.17488676280440504,0.17596385643186008,0.5094642104486108,8.690685290772903e-06,0.0002498449175766853,0.9999999997720708,9.23627881188428e-11,3.452628087220983e-11,4.255882412258294e-11,2.4412325132861166e-11
3.0,-94.05256521563635,138.33072366005663,5.718585419471764,8.950732045037235e-06,0.0013737743920206181,0.9957239013334781,0.002231915062345877,0.999891758869308,1.507082560363924e-08,1.774078369287839e-08,0.999999959780057,0.1153911183714146,3.5798795447340342e-06,0.17467416585271128,0.17574869436139498,0.5094710129458184,8.69250953314588e-06,0.0002497658124409726,0.9999999997724428,9.221317386219459e-11,3.446778499954083e-11,4.2491559027520857e-11,2.4371238382721295e-11
3.0100000000000002,-94.05269995659249,138.33120161711255,5.71819418739734,8.947896099810426e-06,0.0013737489452347498,0.9957240305615539,0.002231880486679748,0.9998917616263625,1.5070419058878603e-08,1.7740186114358588e-08,0.999999959781509,0.11484696563199145,3.5787451226167604e-06,0.17446207252962245,0.17553404446037824,0.5094778002873571,8.694339267417423e-06,0.00024968688754793315,0.9999999997728134,9.206389353667868e-11,3.441058675168917e-11,4.242326784399367e-11,2.4330845736875407e-11
3.02,-94.05283446490716,138.33167955609193,5.717802768159313,8.94506682147603e-06,0.0013737235447920694,0.9957241595052196,0.00223184614861008,0.9998917643772138,1.507001342382714e-08,1.7739589624320642e-08,0.999999959782951,0.11430929090092426,3.5776133057283824e-06,0.17425048116226388,0.17531990502375014,0.5094845702901929,8.696174453144577e-06,0.0002496081421712499,0.9999999997731829,9.191483623094668e-11,3.4355147898781717e-11,4.2353339210748704e-11,2.429136425637832e-11
3.0300000000000002,-94.05296876409012,138.332157476631,5.717411162801615,8.942244279196638e-06,0.0013736981872088418,0.9957242881629889,0.002231812038576281,0.9998917671218192,1.5069608710104787e-08,1.7738994141165057e-08,0.9999999597843803,0.11377801430418584,3.5764840922557564e-06,0.17403939008409777,0.17510627435283396,0.5094913208567845,8.698015055491076e-06,0.00024952957557168316,0.9999999997735514,9.176587300315687e-11,3.4302001448809665e-11,4.228106326715524e-11,2.4253043642875268e-11
3.04,-94.05310288129253,138.33263537836723,5.717019372364126,8.939428557655944e-06,0.0013736728684815487,0.9957244165329692,0.002231778147407849,0.9998917698601087,1.506920493173084e-08,1.7738399571504e-08,0.9999999597857944,0.11325305694225328,3.57535748151041e-06,0.17382879763490888,0.17489315075531958,0.5094980499709703,8.699861045418572e-06,0.0002494511869961019,0.9999999997739191,9.161685577401551e-11,3.425175587910392e-11,4.2205625680738525e-11,2.421616815817011e-11
3.0500000000000003,-94.05323664196592,138.33311326095102,5.716627397883559,8.9366189315023e-06,0.001373647614588926,0.9957245446359982,0.002231744470161252,0.9998917725925771,1.5068801968256064e-08,1.773780653754364e-08,0.9999999597872132,0.1127343413139273,3.5742334011883525e-06,0.17361870216068895,0.17468053254594967,0.5095047559218934,8.701712181672432e-06,0.00024937297645824015,0.9999999997742849,9.146877850523358e-11,3.419990010241474e-11,4.213279271926259e-11,2.417857357766026e-11
3.06,-94.05337010603859,138.3335911240208,5.716235240391617,8.933815619191959e-06,0.0013736224167068358,0.9957246724665011,0.002231710997840614,0.999891775319024,1.506839985548236e-08,1.773721483232627e-08,0.9999999597886305,0.11222179037158772,3.5731118618281766e-06,0.17340910201383722,0.1744684180450127,0.5095114368162944,8.703568473717172e-06,0.0002492949430799368,0.9999999997746494,9.132131125523625e-11,3.41478336850103e-11,4.206071570299185e-11,2.4140918931939315e-11
3.0700000000000003,-94.05350328980938,138.33406896721908,5.715842900916187,8.931018664860552e-06,0.0013735972725183853,0.9957248000238246,0.002231677722608896,0.9998917780393558,1.5067998600095135e-08,1.7736624404833383e-08,0.9999999597900452,0.1117153281002443,3.5719928583005773e-06,0.17319999555300886,0.17425680557927806,0.5095180908831548,8.705429886484587e-06,0.0002492170861485979,0.9999999997750127,9.117437276916366e-11,3.4095831440524885e-11,4.198898449070365e-11,2.41033238623812e-11
3.08,-94.05363618087428,138.33454679019127,5.7154503804812835,8.928227998413865e-06,0.0013735721839987327,0.9957249273105561,0.002231644637464632,0.9998917807535411,1.5067598189609335e-08,1.7736035307219567e-08,0.9999999597914592,0.11121487947145438,3.5708763750776085e-06,0.17299138114310794,0.17404569348192928,0.5095247164532789,8.707296356166344e-06,0.00024913940506033537,0.9999999997753748,9.102804627017825e-11,3.404341940142502e-11,4.191814310716962e-11,2.406554821220946e-11
3.09,-94.05376876324311,138.33502459258452,5.715057680106954,8.925443536591329e-06,0.001373547153686296,0.9957250543296942,0.0022316117357262084,0.9998917834615375,1.5067198609107516e-08,1.773544760595437e-08,0.9999999597928751,0.11072037037550123,3.5697623951108882e-06,0.1727832571552855,0.17383508009246249,0.509531311927574,8.709167816823184e-06,0.000249061899224355,0.9999999997757358,9.08824376354098e-11,3.3990008521971144e-11,4.1848873690526884e-11,2.402729479920653e-11
3.1,-94.05390101703725,138.3355023740476,5.714664800809291,8.922665181825178e-06,0.0013735221847295542,0.9957251810846832,0.0022315790109962226,0.9998917861632911,1.506679984103547e-08,1.773486138299385e-08,0.9999999597942962,0.1102317276077996,3.5686508997074573e-06,0.17257562196692475,0.1736249637566716,0.509537875773526,8.71104420001265e-06,0.00024898456806400615,0.9999999997760957,9.073767729048343e-11,3.3934885483106166e-11,4.178200779877023e-11,2.3988204918103614e-11
3.11,-94.05403297206686,138.33598013422795,5.714271743600281,8.919893003404412e-06,0.0013734972720624637,0.9957253075728354,0.002231546457641493,0.9998917888589518,1.5066401904311684e-08,1.7734276500546782e-08,0.9999999597957175,0.10974887901843265,3.567541896180793e-06,0.17236847396062524,0.1734153428266661,0.5095444066091726,8.712925449318855e-06,0.00024890741093418233,0.9999999997764543,9.059355178571954e-11,3.387919413409117e-11,4.171621314800497e-11,2.3948855944132122e-11
3.12,-94.05416469171567,138.33645787277283,5.713878509487867,8.917127182829848e-06,0.0013734724050548956,0.9957254337873057,0.002231514070606082,0.9998917915488094,1.506600484258487e-08,1.7733692671628143e-08,0.9999999597971285,0.10927175345068028,3.566435409575018e-06,0.17216181152448207,0.17320621566084665,0.509550903173899,8.71481151560666e-06,0.000248830427146921,0.9999999997768119,9.04496143743093e-11,3.3825342071212264e-11,4.164868714970203e-11,2.3910462731661954e-11
3.13,-94.05429611331706,138.33693558933751,5.713485099476433,8.914367473598767e-06,0.0013734475937920824,0.995725559736681,0.0022314818438508932,0.9998917942326584,1.5065608607778845e-08,1.7733110160280335e-08,0.999999959798539,0.10880028024504637,3.565331400409763e-06,0.17195563305503272,0.17299758062379497,0.5095573640661916,8.7167023125841e-06,0.00024875361621980283,0.9999999997771681,9.030628193649388e-11,3.377110513864778e-11,4.1582041955151504e-11,2.3871909907906614e-11
3.14,-94.05442723241664,138.3374132835757,5.713091514566266,8.911613824550697e-06,0.0013734228387324175,0.995725685422362,0.0022314497720843816,0.9998917969105343,1.5065213194557947e-08,1.7732528972936165e-08,0.9999999597999493,0.10833438978447164,3.5642298597000364e-06,0.17174993695381185,0.17278943608636976,0.5095637880398312,8.718597767477209e-06,0.0002486769775904612,0.9999999997775232,9.016356834560058e-11,3.371643717597983e-11,4.151635293424615e-11,2.383318008112095e-11
3.15,-94.05455804439781,138.33789095514246,5.712697755753741,8.90886618223586e-06,0.0013733981403159594,0.9957258108457256,0.002231417850171147,0.9998917995824813,1.50648185977497e-08,1.7731949114391505e-08,0.9999999598013596,0.10787401330491418,3.5631307788956296e-06,0.17154472162841625,0.17258178042565722,0.5095701739060646,8.720497804596096e-06,0.00024860051070778994,0.999999999777877,9.002148549692289e-11,3.3661315286530795e-11,4.1451675434629736e-11,2.379426926412978e-11
3.16,-94.05468854452144,138.33836860369425,5.712303824031331,8.90612449093175e-06,0.0013733734989549112,0.9957259360081177,0.0022313860730995656,0.9998918022485535,1.5064424812390035e-08,1.7731370587475924e-08,0.9999999598027702,0.10741908288279042,3.562034149933321e-06,0.17133998549248375,0.17237461202495655,0.5095765205306372,8.722402345057296e-06,0.00024852421503246186,0.9999999997782295,8.988004285114033e-11,3.3605743280573724e-11,4.1388041329775176e-11,2.3755188738941736e-11
3.17,-94.05481872796581,138.33884622888905,5.711909720387616,8.903388692659736e-06,0.0013733489150240964,0.995726060910845,0.002231354435949427,0.9998918049088165,1.5064031833768542e-08,1.773079339272336e-08,0.9999999598041809,0.10696953142241657,3.5609399652890747e-06,0.17113572696567242,0.1721679292737654,0.5095828268308245,8.724311306506101e-06,0.0002484480900374475,0.9999999997785805,8.97392469777383e-11,3.354975511854264e-11,4.132545556706269e-11,2.3715966921363175e-11
3.18,-94.05494868490692,138.33932383037998,5.711515445808047,8.900659220116689e-06,0.001373324377213887,0.9957261855473738,0.002231322937610969,0.9998918075631299,1.5063639698549715e-08,1.7730217321829745e-08,0.9999999598055872,0.10652529307226845,3.5598482206957857e-06,0.17093194447508173,0.17196173056541542,0.5095890919945932,8.726224981709338e-06,0.00024837213428561205,0.9999999997789305,8.959884250283399e-11,3.34942422322609e-11,4.1262613669707704e-11,2.367698915349901e-11
3.19,-94.05507838469035,138.33980140782947,5.711121001273253,8.897935877122648e-06,0.0013732998889533085,0.9957263099210265,0.0022312915722318702,0.999891810211645,1.5063248391521316e-08,1.77296424256999e-08,0.99999995980699,0.10608630223843707,3.558758909141173e-06,0.17072863645195593,0.17175601430239534,0.5095953149731067,8.728143177740846e-06,0.00024829634752648644,0.9999999997792793,8.945889900652392e-11,3.343908567567263e-11,4.119980341082715e-11,2.363823202523584e-11
3.2,-94.05520783841907,138.3402789608986,5.710726387760333,8.895218681670054e-06,0.001373275448496813,0.9957264340316431,0.0022312603356009065,0.9998918128544316,1.5062857915891916e-08,1.7729068661432035e-08,0.9999999598083882,0.1056524943054786,3.5576720254788585e-06,0.1705258013341299,0.17155077889231735,0.5096014948576632,8.730065863685946e-06,0.0002482207291183129,0.9999999997796268,8.931936829024509e-11,3.3384568646673523e-11,4.113671380881499e-11,2.3599843196939866e-11
3.21,-94.05533706467146,138.34075648924937,5.7103316062425975,8.892507687935339e-06,0.0013732510531173931,0.9957265578783883,0.002231229223760854,0.9998918154915593,1.5062468278502484e-08,1.7728495966457533e-08,0.9999999598097801,0.10522380546899762,3.5565875655179705e-06,0.17032343756548707,0.1713460227487512,0.509607630796512,8.731993033543397e-06,0.00024814527836185593,0.9999999997799731,8.918017730607552e-11,3.3331082405629566e-11,4.107289357366634e-11,2.3562021229147968e-11
3.22,-94.05546608558038,138.341233992545,5.709936657689544,8.889802965753639e-06,0.001373226699582046,0.9957266814600697,0.0022311982328197862,0.9998918181231067,1.5062079488159806e-08,1.7727924266805363e-08,0.9999999598111635,0.10480017270521745,3.555505525964257e-06,0.17012154359587864,0.1711417442913075,0.5096137219826274,8.733924690158573e-06,0.0002480699945393828,0.9999999997803181,8.904123847693803e-11,3.327909538406796e-11,4.100780095837717e-11,2.3525003364281724e-11
3.23,-94.0555949270897,138.34171147044978,5.709541543066875,8.88710460176003e-06,0.0013732023841156976,0.9957268047751121,0.0022311673589272686,0.9998918207491628,1.5061691555775437e-08,1.7727353476302257e-08,0.9999999598125363,0.10438153375939989,3.5544259044783696e-06,0.16992011788110586,0.17093794194561812,0.5096197676512486,8.735860845810248e-06,0.00024799487691307625,0.9999999997806617,8.890244865000247e-11,3.322915850766642e-11,4.094079738872146e-11,2.34890681622853e-11
3.24,-94.0557235124041,138.34218892263533,5.709146263336736,8.884412233453826e-06,0.001373178117712615,0.9957269278324847,0.00223113660031543,0.9998918233696306,1.506130443470033e-08,1.7726783844260884e-08,0.999999959813905,0.1039678273143753,3.5533486725957287e-06,0.16971915888293385,0.17073461414333374,0.509625767161175,8.737801335470273e-06,0.00024791992522016544,0.9999999997810041,8.876410129274773e-11,3.317966311934419e-11,4.0873752085554145e-11,2.345340116132106e-11
3.25,-94.05585175945784,138.34266634877494,5.708750819457522,8.881725475458027e-06,0.001373153912131548,0.9957270506417077,0.0022311059553957735,0.9998918259844065,1.5060918075295742e-08,1.7726215637497548e-08,0.9999999598152769,0.10355899281503156,3.5522738004853076e-06,0.1695186650690454,0.1705317593220881,0.5096317199160718,8.739745987889373e-06,0.0002478451392192422,0.9999999997813451,8.862650932635106e-11,3.312889181245798e-11,4.0808659254211525e-11,2.3417132350977242e-11
3.2600000000000002,-94.05597974173487,138.34314374853423,5.708355212383539,8.879044622820346e-06,0.0013731297567876803,0.9957271731963625,0.0022310754196312207,0.9998918285936783,1.5060532514976432e-08,1.7725648615648044e-08,0.9999999598166452,0.1031549701859721,3.5512012978052813e-06,0.1693186349129757,0.17032937592545153,0.5096376252360946,8.741694907793982e-06,0.00024777051794195513,0.9999999997816851,8.84893828487234e-11,3.3078402284613396e-11,4.074370659231449e-11,2.338104802970009e-11
3.27,-94.05610744852213,138.34362112158507,5.707959443065542,8.87636960259635e-06,0.001373105653203544,0.995727295498677,0.0022310449901522516,0.9998918311974825,1.506014774396465e-08,1.772508281344741e-08,0.9999999598180108,0.10275570022465813,3.5501311527791755e-06,0.1691190668941658,0.1701274624029508,0.5096434825436389,8.743648055534484e-06,0.00024769606080758574,0.9999999997820237,8.83527566762044e-11,3.302798257885582e-11,4.067913602216532e-11,2.3345038569593798e-11
3.2800000000000002,-94.05623486587152,138.3440984676008,5.707563512450563,8.87370032792342e-06,0.0013730816033760778,0.9957274175512245,0.002231014664172833,0.9998918337958538,1.5059763750618437e-08,1.7724518276605544e-08,0.9999999598193745,0.1023611244537329,3.549063352760483e-06,0.16891995949792102,0.16992601721003586,0.5096492912975896,8.74560538922013e-06,0.0002476217672461312,0.9999999997823611,8.821667704250043e-11,3.297735458721829e-11,4.061526440206494e-11,2.3308960173189453e-11
3.29,-94.05636197631573,138.34457578625637,5.707167421481934,8.87103669679671e-06,0.0013730576098182692,0.9957275393569549,0.00223098443897707,0.9998918363888251,1.5059380521267753e-08,1.77239550627721e-08,0.9999999598207377,0.10197118511035354,3.54799788415352e-06,0.1687213112153934,0.16972503880806009,0.5096550509912837,8.747566864357188e-06,0.0002475476366992327,0.9999999997826974,8.808120264475316e-11,3.292616799284774e-11,4.0552490378191074e-11,2.3272631751426657e-11
3.3000000000000003,-94.0564887630719,138.34505307722796,5.706771171099253,8.868378610734836e-06,0.0013730336749472626,0.9957276609187294,0.0022309543119740714,0.9998918389764254,1.505899804266785e-08,1.7723393227624612e-08,0.9999999598221018,0.10158582514460954,3.546934733496052e-06,0.16852312054354812,0.16952452566428797,0.5096607611542372,8.749532435494831e-06,0.00024747366861277697,0.9999999997830324,8.794639184124511e-11,3.287407216590233e-11,4.0491211130007823e-11,2.323587199757988e-11
3.31,-94.05661538689611,138.34553034018333,5.706374762236832,8.865726758599406e-06,0.0013730097753309521,0.9957277822198403,0.0022309242833770558,0.9998918415586002,1.5058616405139283e-08,1.7722832238651356e-08,0.9999999598234571,0.10120498856751098,3.5458739332351376e-06,0.1683253859845059,0.16932447625295524,0.509666421498681,8.75150213510869e-06,0.00024739986210916805,0.9999999997833662,8.781175710592053e-11,3.282378692225078e-11,4.042827274153049e-11,2.3200082789498894e-11
3.3200000000000003,-94.05674175235936,138.34600757480567,5.705978195827554,8.8630806944519e-06,0.0013729859248474026,0.9957279032717833,0.0022308943496018477,0.9998918441354043,1.5058235549630267e-08,1.772227241288902e-08,0.9999999598248103,0.1008286195627254,3.5448154494456464e-06,0.1681281060470917,0.16912488905260645,0.5096720315539819,8.753475879333863e-06,0.0002473262167924431,0.9999999997836989,8.76776035264907e-11,3.2773567819007465e-11,4.036567938725905e-11,2.3164364009570547e-11
3.33,-94.0568678632384,138.34648478077406,5.70558147279973,8.860440412611014e-06,0.0013729621229328626,0.9957280240751114,0.0022308645086596803,0.9998918467068436,1.5057855474975643e-08,1.7721713738890417e-08,0.9999999598261614,0.10045666319605255,3.543759273822901e-06,0.16793127924553197,0.1689257625482438,0.5096775909629228,8.755453626719118e-06,0.00024725273208929494,0.9999999997840304,8.754393235462454e-11,3.272337800687328e-11,4.0303459161058216e-11,2.3128695989402733e-11
3.34,-94.05699372443564,138.34696195776885,5.70518459407798,8.857805913017021e-06,0.0013729383688644962,0.9957281446302368,0.0022308347586573827,0.9998918492729176,1.505747618070038e-08,1.7721156201864396e-08,0.999999959827511,0.1000890652067467,3.5427053982876294e-06,0.1677349040997907,0.168727095230711,0.5096830993976412,8.757435334114773e-06,0.0002471794074314465,0.9999999997843608,8.741074381757625e-11,3.267318350480674e-11,4.024163441130767e-11,2.3093060489922175e-11
3.35,-94.05711934210093,138.34743910547158,5.704787560583246,8.855177201806758e-06,0.001372914661742916,0.9957282649374168,0.002230805097790198,0.9998918518336197,1.505709766709238e-08,1.7720599783295146e-08,0.9999999598288593,0.09972577199767027,3.5416538150119044e-06,0.16753897913555033,0.16852888559667614,0.509688556557932,8.759420956492446e-06,0.0002471062422558262,0.9999999997846901,8.727803691165867e-11,3.262295419312926e-11,4.018022044258027e-11,2.30574412151104e-11
3.36,-94.05724472375313,138.34791622356505,5.704390373232799,8.852554291888624e-06,0.0013728910004747123,0.995728384996739,0.0022307755243346048,0.9998918543889361,1.5056719935275354e-08,1.772004446056147e-08,0.9999999598302068,0.09936673062544758,3.54060451644508e-06,0.16734350288419286,0.16833113214861425,0.5096939621695511,8.761410446764809e-06,0.0002470332360047431,0.9999999997850184,8.714580919571659e-11,3.257266480663048e-11,4.0119224217320184e-11,2.3021824325739752e-11
3.37,-94.05736984792486,138.34839331173498,5.703993032941103,8.849937043165625e-06,0.0013728673879496672,0.9957285048118434,0.0022307460368394517,0.9998918569389701,1.5056342969425078e-08,1.7719490288373855e-08,0.9999999598315517,0.09901188897324922,3.5395574928426173e-06,0.16714847388234064,0.16813383339460028,0.5096993160509546,8.763403831445731e-06,0.0002469603880336207,0.9999999997853456,8.701403724631686e-11,3.252249258025903e-11,4.005849272481868e-11,2.2986299313371096e-11
3.38,-94.05749470509629,138.34887036966774,5.70359554061868,8.847325377839562e-06,0.0013728438254061396,0.9957286243849051,0.002230716633853213,0.9998918594837743,1.505596676075418e-08,1.7718937288830623e-08,0.9999999598328928,0.09866119549638254,3.5385127356359314e-06,0.16695389067242694,0.16793698784854585,0.5097046180199589,8.765401108911271e-06,0.0002468876977349611,0.9999999997856717,8.68827023473456e-11,3.24725549024245e-11,3.999791299519228e-11,2.2950925120476197e-11
3.39,-94.05761931280044,138.34934739704946,5.703197897171706,8.844719359820437e-06,0.0013728203103513521,0.9957287437147823,0.002230687313819313,0.9998918620232911,1.5055591316363872e-08,1.7718385410812836e-08,0.9999999598342313,0.09831459912265754,3.5374702386859915e-06,0.16675975180289346,0.16774059403027555,0.5097098678583982,8.767402211933732e-06,0.000246815164583967,0.9999999997859967,8.675179979083327e-11,3.242281362706581e-11,3.99374847096825e-11,2.2915681313687576e-11
3.4,-94.05774367226516,138.34982439356853,5.702800103503237,8.842118966537184e-06,0.001372796842528214,0.9957288628023324,0.0022306580753518658,0.999891864557527,1.5055216633841932e-08,1.771783464632797e-08,0.9999999598355666,0.09797204950308902,3.536429994746785e-06,0.16656605582754336,0.16754465046523856,0.5097150654080613,8.769407115698245e-06,0.00024674278800683707,0.9999999997863208,8.66213110816875e-11,3.2373356618916205e-11,3.987710443190541e-11,2.288061177535292e-11
3.41,-94.0578677847246,138.35030135891455,5.702402160512761,8.839524174694133e-06,0.0013727734216695735,0.9957289816484134,0.002230628917123152,0.999891867086488,1.5054842710821216e-08,1.771728498666634e-08,0.999999959836898,0.09763349690503366,3.5353919968177568e-06,0.166372801305756,0.16734915568459233,0.509720210532641,8.771415797334915e-06,0.000246670567430047,0.9999999997866438,8.649121400396663e-11,3.232429428166314e-11,3.9816644168624897e-11,2.284577190432203e-11
3.42,-94.05799165141372,138.3507782927785,5.702004069096214,8.83693496017636e-06,0.0013727500474982662,0.9957291002538843,0.0022305998378572647,0.9998918696101786,1.5054469544977955e-08,1.7716736422362028e-08,0.9999999598382252,0.09729889220310635,3.5343562381593217e-06,0.16617998680246635,0.16715410822518453,0.5097253031163229,8.773428236055285e-06,0.0002465985022801387,0.9999999997869657,8.636148233359454e-11,3.2275761372293126e-11,3.975594944362749e-11,2.281122954879667e-11
3.43,-94.05811527320802,138.3512551948525,5.701605830146003,8.834351301253294e-06,0.0013727267198300152,0.9957292186196534,0.0022305708363347804,0.9998918721286134,1.5054097133476006e-08,1.771618894830836e-08,0.9999999598395476,0.09696818690041237,3.533322710874189e-06,0.16598761088820702,0.16695950662943532,0.5097303430731778,8.775444412751646e-06,0.0002465265919828072,0.9999999997872867,8.623210785366319e-11,3.222779569851658e-11,3.969497865694021e-11,2.2777003933529637e-11
3.44,-94.0582386478903,138.35173206483003,5.701207444551044,8.831773203852331e-06,0.001372703439364538,0.9957293367470392,0.0022305419114711585,0.9998918746418995,1.5053725468704032e-08,1.77156426033641e-08,0.9999999598408703,0.09664133335263693,3.532291394891981e-06,0.1657956721395713,0.1667653494445541,0.5097353304288426,8.777464306001972e-06,0.00024645483595729027,0.9999999997876067,8.610327160593922e-11,3.2179392987941074e-11,3.963488784503124e-11,2.274258968055291e-11
3.45,-94.05836177786269,138.35220890240583,5.700808913196688,8.829200629688372e-06,0.0013726802054474102,0.9957294546367542,0.002230513062070594,0.9998918771500019,1.505335455032991e-08,1.771509735814401e-08,0.99999995984219,0.09631828409923213,3.5312622891950372e-06,0.16560416913782341,0.16657163522468665,0.5097402650840133,8.779487903895969e-06,0.0002463832336314346,0.9999999997879254,8.59748582596898e-11,3.213118794509796e-11,3.9574954134872034e-11,2.270830709503142e-11
3.46,-94.05848466352388,138.3526857072759,5.700410236964812,8.826633557709831e-06,0.0013726570179891375,0.9957295722897782,0.002230484287025268,0.9998918796529453,1.5052984374962078e-08,1.771455321115484e-08,0.999999959843507,0.09599899241998586,3.5302353850741815e-06,0.1654131004700515,0.1663783625290406,0.5097451470146058,8.781515194148886e-06,0.00024631178442838594,0.9999999997882433,8.58468719587601e-11,3.208315888028515e-11,3.951521000008334e-11,2.2674146161423637e-11
3.47,-94.05860730512191,138.3531624791375,5.700011416733811,8.824071966722111e-06,0.0013726338769263038,0.9957296897071145,0.002230455585251261,0.9998918821507571,1.5052614939050595e-08,1.7714010161748398e-08,0.999999959844821,0.09568341216709123,3.5292106736589134e-06,0.16522246472881724,0.1661855299223885,0.5097499762137396,8.783546167052553e-06,0.000246240487770057,0.9999999997885599,8.571931917527084e-11,3.203527462045828e-11,3.94557010410561e-11,2.2640092367752558e-11
3.48,-94.05872970274022,138.35363921768916,5.69961245337861,8.821515835369427e-06,0.001372610782224006,0.9957298068897927,0.0022304269556824552,0.9998918846434678,1.5052246238872596e-08,1.7713468210202017e-08,0.9999999598461323,0.09537149775676587,3.528188145899663e-06,0.16503226051213638,0.16599313597504767,0.5097547526905772,8.785580815599392e-06,0.0002461693430768997,0.9999999997888754,8.559220893943642e-11,3.1987493469012226e-11,3.939648733463887e-11,2.2606126200805393e-11
3.49,-94.05885185628395,138.35411592263065,5.699213347770684,8.818965142116627e-06,0.0013725877338782871,0.9957299238388702,0.0022303983972644394,0.9998918871311117,1.505187827051771e-08,1.7712927357799046e-08,0.9999999598474411,0.09506320416087104,3.527167792550047e-06,0.16484248642345958,0.16580117926285962,0.509759476469164,8.787619135606432e-06,0.00024609834976767835,0.9999999997891899,8.546555306938298e-11,3.193976216556256e-11,3.9337644783825233e-11,2.2572222641333207e-11
3.5,-94.05897377099299,138.35459259366286,5.698814100777575,8.816419873870208e-06,0.0013725647310026668,0.995730040554356,0.0022303699094834055,0.9998918896136652,1.505151103667129e-08,1.7712387578020628e-08,0.9999999598487468,0.09475848708249035,3.526149610737161e-06,0.1646531410716164,0.1656096583671166,0.5097641476486687,8.789661015986349e-06,0.00024602750739169307,0.9999999997895033,8.533930108049887e-11,3.189226814650695e-11,3.927889882721026e-11,2.2538471290675416e-11
