t,Q_Pd,Q_Ma,Q_Mc,Q_Ps,Q_Pu,Q_Am,Q_Li,Q_Sd,Q_Fd,Q_Fu,Q_Ha,Q_Hc,Q_As,Q_Ac,Q_Pr,Q_Bu,Q_Vl
2.54,0.00048042336826124946,122.51832269871707,1.973663905399771e-05,0.0028066306913158362,0.08724871607292174,0.0012251706390167434,0.08570025822155021,9.109163907910185e-05,0.026533133534367204,0.08457742863383762,1.1154904000970484e-05,-0.00013409910308843492,4.3102782869976295,8.507637920339578,8.50470264686118,8.502776376711067,8.501308743944405
2.5500000000000003,0.0004819637086662162,122.09846515128815,1.8424264900551752e-05,0.0028075251717546604,0.08647112337531036,0.001221967958440273,0.08490717584136186,9.13988154100006e-05,0.026330818467473795,0.08379756020827885,1.1174174491997408e-05,-0.00013276749226201872,4.270411911860824,8.397069465121687,8.394131929870914,8.392204175536994,8.390735412019156
2.56,0.0004835085899031021,121.68006055078062,1.720083416014501e-05,0.002808421654303393,0.08570126786118949,0.0012187772574557831,0.08412183150702784,9.170699703722446e-05,0.026130516269281413,0.08302545161010211,1.119363831782465e-05,-0.00013144895174010035,4.230937080493111,8.287610025336534,8.284670260609579,8.282741043290592,8.281271165175324
2.57,0.0004850580225657175,121.26310396266945,1.6059680796798788e-05,0.002809320147629585,0.08493907253485065,0.0012155984868131072,0.08334414874474698,9.201618697722123e-05,0.02593220692395056,0.08226102561826082,1.1213294934384297e-05,-0.00013014336446453087,4.191849948717274,8.179248805133268,8.176306843182235,8.174376184048175,8.172905207467412
2.58,0.00048661201725341114,120.84759046828172,1.4994899875321354e-05,0.0028102206602976187,0.08418446117075397,0.0012124315967255474,0.08257405184385144,9.232638825383624e-05,0.025735870614179427,0.08150420578413095,1.1233143188225998e-05,-0.00012885061317925906,4.153146710303063,8.071975120130183,8.069030993172525,8.067098913370828,8.065626854439428
2.59,0.0004881705845703465,120.43351516461837,1.4001547420420307e-05,0.0028111232012609884,0.08343735831393896,0.0012092765420831308,0.08181146585721186,9.2637603898353e-05,0.025541487720789624,0.08075491643192312,1.1253184886945315e-05,-0.00012757057998363225,4.114823596936524,7.965778397563162,7.962832137792219,7.960898658454704,7.959425533275726
2.6,0.0004897337351267343,120.02087316441131,1.307516330850726e-05,0.002812027779582914,0.0826976892624071,0.0012061332794489179,0.08105631658379588,9.294983694948165e-05,0.0253490388192867,0.08001308264101346,1.1273422763091599e-05,-0.000126303147229064,4.076876877397052,7.860648174096847,7.857699813691666,7.855764955940988,7.854290780610625
2.61,0.0004913014795414075,119.60965959628824,1.2210812261630843e-05,0.002812934403842307,0.08196538003888772,0.0012030017606968453,0.08030853054071742,9.326309045332784e-05,0.02515850467480926,0.07927863021762709,1.1293856152906752e-05,-0.00012504819932663633,4.039302856255347,7.756574092357954,7.7536236634913935,7.7516874484463605,7.750212239057986
2.62,0.0004928738284386468,119.19986960447618,1.140418871102465e-05,0.002813843082887284,0.08124035740807357,0.001199881941033183,0.07956803498029695,9.357736746344493e-05,0.024969866243979733,0.0785514857121239,1.1314486461973856e-05,-0.00012380562065335865,4.002097874623276,7.653545902941588,7.650593437790956,7.648655886573522,7.647179659223033
2.63,0.0004944507924485909,118.7914983489349,1.0651425772079406e-05,0.002814753825114629,0.08052254886915172,0.001196773769715855,0.078834757882666,9.389267104078601e-05,0.02478310467338573,0.07783157641150776,1.1335311804101345e-05,-0.00012257529586274995,3.9652583098541214,7.551553463677197,7.5485989944353875,7.546660128177973,7.545182898969369
2.64,0.0004960323822068787,118.38454100537714,9.949183759051159e-06,0.002815666638158582,0.07981188265310364,0.0011936771857093587,0.07810862795309306,9.420900425368472e-05,0.02459820129864785,0.0771188303367186,1.135632465680554e-05,-0.00012135710968336815,3.928780575434495,7.450586739384332,7.44763029827181,7.44569013812518,7.44421192317657
2.65,0.000497618608356869,117.97899276485572,9.293852348577723e-06,0.0028165815308282723,0.07910828768316526,0.001190592144402435,0.07738957458284121,9.452637017801499e-05,0.02441513763618299,0.07641317620297677,1.1377526393217594e-05,-0.00012015094859678959,3.8926611189200404,7.350635796143885,7.347677415416841,7.345735982555461,7.344256798003157
2.66,0.0004992094815476101,117.57484883406451,8.682213609525795e-06,0.0028174985113389845,0.07841169359600644,0.001187518593128734,0.07667752787013216,9.484477189705569e-05,0.024233895387006894,0.07571454344102459,1.1398913998604827e-05,-0.00011895669941791659,3.8568964230953315,7.251690804608851,7.248730516571234,7.246787832201181,7.245307694205722
2.67,0.000500805012433891,117.17210443508658,8.111299725461914e-06,0.0028184175882607285,0.07772203073033525,0.0011844564871973235,0.07597241860886408,9.516421250148352e-05,0.024054456434139327,0.07502286218569706,1.1420487677843706e-05,-0.00011777424959469496,3.8214830053360074,7.153742038499223,7.150779875514629,7.148835960881413,7.147354885633536
2.68,0.0005024052116743731,116.77075480490603,7.578663949539549e-06,0.0028193387722707003,0.07703923013513951,0.0011814058251950273,0.07527417829676877,9.548469508918832e-05,0.02387680284407203,0.07433806328418781,1.1442265861859673e-05,-0.00011660348666403426,3.7864174178268013,7.056779876113051,7.053815870619296,7.051870747017457,7.050388750745411
2.69,0.0005040100899365719,116.37079519658352,7.0815397499470065e-06,0.0028202620713943,0.07636322351931234,0.0011783665531928244,0.0745827390855432,9.580622276578787e-05,0.023700916855762453,0.07366007824552695,1.1464244464161998e-05,-0.0001154442999018278,3.7516962456084677,6.9607947926442195,6.95782897716151,6.955882665939965,6.9543997649135925
2.7,0.0005056196578928281,115.97222087824328,6.617462532341575e-06,0.002821187494811903,0.07569394327838687,0.0011753386414079736,0.07389803380731357,9.612879864422244e-05,0.02352678088603721,0.0729888392673942,1.148642947596089e-05,-0.00011429657908665122,3.7173161074807846,6.8657773645939315,6.862809771738582,6.8608622943096504,6.859378504847276
2.71,0.0005072339262212231,115.57502713334877,6.184113186683698e-06,0.002822115051620386,0.0750313224799896,0.001172322058539582,0.07321999596023361,9.645242584490783e-05,0.0233543775262032,0.07232427922152963,1.1508826336690894e-05,-0.00011316021480598366,3.6832736554225107,6.771718267719541,6.768748930216883,6.766800308064782,6.765315646539688
2.72,0.0005088529056037613,115.17920926212622,5.780118455437942e-06,0.0028230447450542347,0.07437529489443476,0.0011693166390975666,0.07254855973876889,9.677710749672039e-05,0.0231836895481146,0.07166633168441751,1.1531389847348214e-05,-0.00011203509701628131,3.649565576639752,6.678608282309708,6.675637233014315,6.673687487708403,6.672201970558962
2.73,0.0005104766067305054,114.7847625780471,5.403077674923624e-06,0.002823976586210662,0.0737257948977793,0.0011663223983611342,0.0718836599377284,9.710284673467415e-05,0.023014699883628715,0.07101493084005767,1.1554143128018568e-05,-0.00011092111857593235,3.6161885875199307,6.586438277587861,6.583465549487411,6.581514702684788,6.580028346416411
2.74,0.0005121050402962086,114.3916824105374,5.051084836363522e-06,0.0028249105831958067,0.07308275753560302,0.0011633392832353265,0.0712252320153995,9.742964670176658e-05,0.02284739163759723,0.07037001154393212,1.1577083546212242e-05,-0.00010981817251139566,3.5831394377863046,6.495199222418166,6.4922248486507526,6.490272922107632,6.4887857433014515
2.75,0.0005137382170011443,113.99996410420378,4.722295357468841e-06,0.0028258467440204346,0.07244611849687874,0.001160367238667418,0.07057321206768041,9.775751054849212e-05,0.022681748082097705,0.06973150929679901,1.1600207814194302e-05,-0.00010872615278901044,3.550414908946287,6.404882181297834,6.401906195166077,6.399953210747048,6.398465226066991
2.7600000000000002,0.0005153761475510486,113.6096030187948,4.414905641196468e-06,0.0028267850765929387,0.07181581410682342,0.0011574062074445027,0.06992753682100182,9.80864414328485e-05,0.02251775265462544,0.06909936023752263,1.1623511928181726e-05,-0.00010764495434671244,3.5180118139444034,6.315478313455637,6.312500748441078,6.3105467281285765,6.309057954328589
2.77,0.0005170188426535919,113.22059452839855,4.128235728261373e-06,0.002827725591486248,0.07119178137277421,0.001154456201372055,0.06928814367773894,9.841644251993847e-05,0.022355388967390113,0.06847350118908373,1.164701394177148e-05,-0.0001065744710056415,3.4859269990863577,6.226978880864617,6.223999770654073,6.222044736565727,6.220555190503011
2.7800000000000002,0.0005186663130243152,112.83293402272211,3.860805200313171e-06,0.0028286682971437774,0.07057395788553283,0.0011515171778863488,0.06865497061854904,9.874751698267348e-05,0.022194640786343794,0.06785386955963527,1.167071449913883e-05,-0.00010551459916061989,3.454157339772671,6.1393752319570805,6.136394610449189,6.134438584842112,6.1329482834803954
2.79,0.0005203185693843937,112.4466169065739,3.6110049429259745e-06,0.0028296132016130855,0.06996228184549068,0.0011485890846444416,0.06802795622823174,9.907966800152592e-05,0.02203549203634125,0.06724040336870389,1.1694611102981442e-05,-0.000104465236481476,3.4226997415767952,6.052658806316905,6.049676707636284,6.047719712916378,6.046228673333019
2.8000000000000003,0.0005219756224591836,112.06163859951727,3.377520662261624e-06,0.0028305603136552825,0.06935669207682034,0.0011456718880501857,0.06740703970977598,9.941289876437278e-05,0.021877926803801025,0.06663304126142305,1.171870724372173e-05,-0.00010342628109148807,3.3915511408121084,5.966821137365685,5.963837595882078,5.961879654616635,5.9603878940122295
2.81,0.0005236374829789269,111.67799453599991,3.1590702240851314e-06,0.002831509642128928,0.06875712800868397,0.0011427655573778262,0.0667921608657563,9.974721246659027e-05,0.021721929332459037,0.06603172248968632,1.174300732471354e-05,-0.00010239763206463935,3.3607085036861966,5.881853849503914,5.878868899849085,5.87691003477789,5.875417570484751
2.82,0.0005253041616770661,111.29568016569105,2.9548664947009656e-06,0.002832461194469985,0.06816352970117516,0.0011398700330106858,0.06618326012401166,0.00010008261231109454,0.021567484028958712,0.06543638693816523,1.1767504526857176e-05,-0.00010137918849727047,3.330168827688804,5.797748663349705,5.794762340443851,5.792802574496483,5.79130942399199
2.83,0.0005269756692907975,110.9146909532881,2.7644165633822518e-06,0.00283341497730438,0.06757583782562385,0.0011369852392808172,0.06558027851814739,0.0001004191015083306,0.0214145754582312,0.06484697510455648,1.179218569823855e-05,-0.0001003708498986717,3.2999291405824827,5.714497392501096,5.711509731576043,5.7095490878870825,5.708055268805379
2.84,0.0005286520165647458,110.5350223775845,2.5863962470387267e-06,0.0028343710000322455,0.06699399358130805,0.0011341111594577766,0.06498315760508563,0.00010075668327618904,0.02126318832464853,0.06426342801605003,1.1817059967251016e-05,-9.937251841954932e-05,3.2699864960527223,5.632091928486905,5.629102965088305,5.627141466998908,5.62564699713184
2.85,0.0005303332142465328,110.15666993245695,2.4199263103560218e-06,0.0028353292706939886,0.06641793877733222,0.001131247749321112,0.06439183954611617,0.00010109536084011017,0.02111330749012782,0.06368568731144697,1.1842125740100169e-05,-9.838409630708913e-05,3.240337978034212,5.550524256394779,5.547534026409464,5.54557169748528,5.544076594796219
2.86,0.000532019273088023,109.77962912650855,2.26416662132701e-06,0.0028362897972418607,0.06584761579882971,0.0011283949637823072,0.06380626707343842,0.00010143513743305686,0.020964917966356585,0.0631136952072631,1.1867380851400659e-05,-9.740548670311903e-05,3.210980698960699,5.469786449014196,5.466794988690369,5.464831852734809,5.463336135368794
2.87,0.0005337102038448158,109.40389548298218,2.118368997096401e-06,0.002837252587710947,0.06528296760877748,0.001125552758711957,0.06322638349195629,0.00010177601629549727,0.020818004915125293,0.062547394499549,1.1892823861035419e-05,-9.643659352742832e-05,3.1819117998302078,5.389870667806201,5.386878013777336,5.384914094847363,5.383417781143045
2.88,0.000535406017273407,109.02946453940498,1.9822738780720033e-06,0.0028382176514037036,0.06472393779653289,0.001122721103880991,0.0626521327273239,0.00010211800067526657,0.02067255365990823,0.06198672861256881,1.1918463058594066e-05,-9.547732065959639e-05,3.1531284524106917,5.310769173755202,5.307775363085983,5.305810685522951,5.304313794035077
2.89,0.0005371067241384804,108.65633184840362,1.8550118307895814e-06,0.0028391849956669996,0.0641704704231961,0.0011198999475713668,0.06208345917286619,0.00010246109382795426,0.020528549648530785,0.061431641443710085,1.1944291950640412e-05,-9.452757417132531e-05,3.124627852137877,5.232474295247813,5.229479365422436,5.2275139538435225,5.226016503337867
2.9,0.0005388123352067052,108.28449297695961,1.735996981975192e-06,0.0028401546285410106,0.06362251013764995,0.0011170892455747664,0.061520307804446984,0.0001028052990165914,0.02038597848100141,0.06088207747986332,1.1970309400991138e-05,-9.358726049476016e-05,3.0964072234133577,5.15497845320209,5.151982442161068,5.150016321483847,5.148518330955364
2.91,0.0005405228612482819,107.9139435065604,1.6246765654307875e-06,0.0028411265580361405,0.0630800021371604,0.0011142889532158124,0.06096262414146519,0.00010315061951173985,0.020244825899922055,0.06033798175790701,1.1996514128539077e-05,-9.265628692461033e-05,3.0684638177817107,5.078274153320117,5.075277099484639,5.073310294943128,5.071811783628152
2.92,0.0005422383130368267,107.54467903315852,1.5205257288071454e-06,0.0028421007921329276,0.06254289216130483,0.001111499025303167,0.0604103542408429,0.00010349705859149525,0.020105077788922177,0.05979929985861821,1.202290470305379e-05,-9.173456161988303e-05,3.04079491363443,5.002353985389681,4.99935592768659,4.997388464847717,4.99588945223648
2.93,0.0005439587013481835,107.17669516677773,1.4231955523945024e-06,0.002843077340255265,0.062011126539645314,0.001108719437790089,0.059863444744216114,0.00010384461954163245,0.019966720184643252,0.05926597795448538,1.2049491810911211e-05,-9.082199330058969e-05,3.013397818372042,4.92721063582061,4.924211613738929,4.922243518539235,4.920744024404808
2.94,0.0005456840369623715,106.80998753215042,1.3322133660683894e-06,0.0028440562104384286,0.061484652082352695,0.0011059501459976374,0.05932184276966092,0.00010419330565533497,0.019829739249127155,0.05873796270001226,1.2076274666782837e-05,-8.991849183577274e-05,2.9862698633831095,4.852836861507924,4.84983691509656,4.847868213841199,4.846368258237766
2.95,0.0005474143306623269,106.44455176830057,1.2471407837873566e-06,0.002845037410898614,0.060963416131393326,0.0011031911076944106,0.05878549596236219,0.00010454312023334972,0.019694121282686487,0.05821520128305453,1.2103254081469667e-05,-8.902396792027216e-05,2.9594084063670483,4.779225503233354,4.776224673132375,4.774255392515647,4.7727549957942585
2.96,0.0005491495932337214,106.0803835284815,1.1675778572678548e-06,0.002846020950122721,0.060447366557736186,0.0011004422843720585,0.058254352491847385,0.00010489406658399857,0.019559852723165273,0.057697641422018636,1.2130433206246033e-05,-8.813833305785024e-05,2.9328108311880237,4.706369485774415,4.703367813248824,4.7013979803763375,4.699897163201959
2.97,0.000550889835464987,105.71747848018063,1.0931379846763385e-06,0.002847006836676913,0.05993645174830077,0.0010977036383769119,0.05772836103906462,0.00010524614802316316,0.019426920142613033,0.05718523135277157,1.2157815935129573e-05,-8.726149960253923e-05,2.906474547259612,4.634261815487204,4.631259342457331,4.629288984865994,4.627787768232767
2.98,0.0005526350681465448,105.35583230547957,1.0235484125285347e-06,0.002847995077719432,0.059430620629094565,0.001094975125172264,0.05720747081928522,0.00010559936787415918,0.019295310253042715,0.056677919851846024,1.2185395374754755e-05,-8.639338056862847e-05,2.880396990799613,4.56289558773891,4.559892356834416,4.55792150252788,4.556419907786415
2.99,0.0005543853020712754,104.9954407006447,9.585505354833609e-07,0.0028489856803685172,0.05892982263314422,0.0010922567005115223,0.05669163155035689,0.000105953729467858,0.019165009898346973,0.056175656204277696,1.2213164452201824e-05,-8.553388980356053e-05,2.854575623149467,4.49226397895458,4.489260033548499,4.487288711019545,4.485786759894032
3.0,0.0005561405480351684,104.63629937560572,8.977709437802855e-07,0.002849978653487504,0.058434007660360776,0.0010895483297900471,0.056180793412972274,0.00010630923614284397,0.019036006044192103,0.0556783901633531,1.224112975749381e-05,-8.468294221385431e-05,2.8290079286647973,4.422360236415896,4.419355620632322,4.417383858868031,4.415881573459941
3.0100000000000002,0.0005579008168360222,104.27840405464418,8.409075145332692e-07,0.002850974004977033,0.057943126124278134,0.001086849973932815,0.0556749070969344,0.00010666589124518353,0.018908285789693342,0.055186071997484765,1.226929054916301e-05,-8.38404534199423e-05,2.803691417225119,4.353177692271225,4.350172451035274,4.348200279549828,4.346697682363118
3.02,0.0005596661192737064,103.9217504761131,7.876631667582532e-07,0.002851971742665861,0.05745712892920985,0.0010841615940758546,0.05517392377854251,0.00010702369812850533,0.01878183636164428,0.05469865246730123,1.2297645662665918e-05,-8.300633986842244e-05,2.778623623043799,4.284709758153512,4.281703937228589,4.279731386087781,4.278228500047646
3.0300000000000002,0.0005614364661494191,103.56633439238887,7.377959256420786e-07,0.0028529718743402523,0.05697596747581913,0.0010814831508603275,0.05467779512610435,0.00010738266015384219,0.018656645115838703,0.05421608283123332,1.2326193451691735e-05,-8.218051873378031e-05,2.7538021049215127,4.216949928077039,4.213943574114548,4.211970673968566,4.210467522446385
3.04,0.0005632118682638212,103.21215156980709,6.912665665163214e-07,0.002853974407838986,0.056499593686909065,0.0010788146024452556,0.054186473325465175,0.00010774278068917929,0.01853269954340476,0.053738314871379825,1.2354931712236543e-05,-8.136290764378725e-05,2.729224447451908,4.1498917876278565,4.146884948250237,4.144911730388622,4.143408337243496
3.0500000000000003,0.0005649923364227351,102.85919778870824,6.477293383548008e-07,0.002854979350706614,0.05602795989708839,0.0010761559111464954,0.05369991097078381,0.00010810406311097937,0.018409987243395976,0.053265300782850425,1.2383857722701305e-05,-8.055342559193894e-05,2.704888255816995,4.083528980784572,4.080521704561059,4.078548200896248,4.077044590463158
3.06,0.0005667778814319418,102.50746884332504,6.069693828157324e-07,0.0028559867104833284,0.05556101893860775,0.0010735070376443325,0.053218061149502525,0.00010846651080285886,0.018288495944009896,0.052796993259853084,1.2412968116786638e-05,-7.975199213923648e-05,2.680791159820444,4.0178552377984955,4.014847574316234,4.012873817430555,4.011370014555984
3.0700000000000003,0.0005685685140984523,102.15696054176377,5.687779474248485e-07,0.002856996494616773,0.055098724110697675,0.0010708679425735894,0.05274087741199257,0.00010883012715595615,0.018168213494928587,0.052333345464942366,1.2442258855683115e-05,-7.895852763186048e-05,2.65693081243484,3.9528643668129773,3.9498563667231417,3.947882389899183,3.9463784199643066
3.08,0.0005703642452303634,101.80766870596507,5.329504393529823e-07,0.002858008710456457,0.0546410291743615,0.0010682385865006746,0.052268313766398046,0.0001091949155689298,0.018049127865969045,0.05187431102379705,1.2471725178565719e-05,-7.817295319687558e-05,2.6333048895476368,3.8885502534056755,3.885541968470912,3.8835678057227425,3.8820636946672784
3.09,0.0005721650856358308,101.45958917066112,4.994773317461781e-07,0.002859023369394051,0.054187888404226774,0.0010656189353260414,0.05180032472996286,0.0001095608794487026,0.01793122716007877,0.05141984407722334,1.250139522977964e-05,-7.739519040750203e-05,2.6099110920845274,3.8249068808562994,3.8218983640793787,3.8199240502375864,3.8184198246243573
3.1,0.0005739710461247683,101.11271778542732,4.6814045194067054e-07,0.0028600404782207775,0.05373925646446846,0.0010630089489585932,0.051336865206203924,0.00010992802220890694,0.01781449958210095,0.050969899156714904,1.2531259851410196e-05,-7.662516196720232e-05,2.5867471408025446,3.7619282865118433,3.758919592099153,3.756945162786436,3.7554408497831537
3.11,0.0005757821375074431,100.76705041321276,4.3878589510574196e-07,0.0028610600450306722,0.05329508848492395,0.001060408589025208,0.050877890560256926,0.0001102963472709456,0.01769893345787016,0.05052443126079066,1.2561320530916634e-05,-7.586279123444248e-05,2.563810779424402,3.6996085908675407,3.696599774307774,3.694625265990861,3.69312089340965
3.12,0.0005775983705945275,100.42258293052154,4.112796714228387e-07,0.0028620820783033575,0.05285534004333885,0.0010578178176547859,0.05042335660129968,0.00011066585806382643,0.01758451722970829,0.050083395837188606,1.259158194641518e-05,-7.510800229105514e-05,2.54109977386166,3.6379419925517267,3.63493311067831,3.6329585607091,3.631454157037874
3.13,0.0005794197561970049,100.07931122743003,3.8549496022127257e-07,0.002863106586666288,0.052419967156964536,0.001055236597151476,0.04997321957423298,0.0001110365580241188,0.017471239454271616,0.04964674877443879,1.2622050031296445e-05,-7.436071995644799e-05,2.5186119118275414,3.5769227667074874,3.573913877757845,3.571939324412444,3.5704349188446973
3.14,0.0005812463051264406,99.7372312078972,3.6133429407621976e-07,0.002864133577758709,0.051988926299913855,0.0010526648899137935,0.0495274361768595,0.00011140845059640885,0.017359088807003802,0.04921444641926978,1.2652724441019877e-05,-7.362086975948074e-05,2.4963450038165735,3.516545274468362,3.513536438188589,3.511561920736234,3.5100575432238124
3.15,0.0005830780281944087,99.39633878936068,3.3870501423946327e-07,0.0028651630594144543,0.05156217437561036,0.001050102658523861,0.049085963532609675,0.00011178153923284154,0.01724805407503682,0.048786445548977306,1.2683606432083514e-05,-7.288837795510619e-05,2.4742968816215374,3.4568039526205436,3.4537952303274047,3.451820789071309,3.4503164703555758
3.16,0.0005849149362120989,99.05662990248337,3.175045876175526e-07,0.0028661950403553772,0.05113966869871436,0.0010475498658007486,0.048648759172648576,0.00011215582739285571,0.017138124152529684,0.04836270335329738,1.271470348843152e-05,-7.21631715315638e-05,2.4524653973701342,3.397693307446461,3.394684762065307,3.3927104383676556,3.3912062099984626
3.17,0.0005867570399906615,98.71810049152809,2.976469808652625e-07,0.0028672295288473875,0.0507213670165055,0.001045006474704336,0.048215781057041135,0.00011253131854372075,0.017029288046157453,0.04794317745585145,1.2746020406293024e-05,-7.144517817824346e-05,2.4308484247254603,3.33920792597713,3.336199622133122,3.3342254584751534,3.332721352856788
3.18,0.0005886043503401613,98.38074651446927,2.7904960116876584e-07,0.00286826653192438,0.050307227499704114,0.0010424724481896321,0.04778698756566487,0.00011290801615990398,0.01692153487275808,0.047527825904940944,1.2777551671399545e-05,-7.073432630004864e-05,2.409443858473031,3.281342474552896,3.278334478661839,3.276360518703669,3.2748565691406126
3.19,0.0005904568780684913,98.04456394332121,2.616283719705562e-07,0.002869306053831459,0.04989720874310175,0.0010399477489790637,0.04736233749883283,0.0001132859237224882,0.01681485385950809,0.04711660717417959,1.2809267973471123e-05,-7.003054502633555e-05,2.3882496146627203,3.2240917019271045,3.221084082306831,3.219110370960788,3.217606611713893
3.2,0.000592314633985138,97.70954876258884,2.4531507634152025e-07,0.0028703481024228536,0.049491269739746706,0.0010374323405132819,0.0469417900517368,0.00011366504472162964,0.016709234337166208,0.04670948013660341,1.2841171782066265e-05,-6.933376414160921e-05,2.3672636288925206,3.16745042553338,3.164443252443058,3.1624698358996284,3.1609663022057206
3.21,0.0005941776288976034,97.37569697056055,2.300409941775162e-07,0.002871392683518947,0.04908936989515866,0.0010349261861180622,0.04652530482851818,0.00011404538265441382,0.01660466574380981,0.04630640407892695,1.287324838536819e-05,-6.864391413465465e-05,2.3464838574049836,3.1114135432378567,3.10840688898542,3.1064338147839985,3.104930542910031
3.22,0.0005960458736120887,97.04300457888017,2.1574054153515552e-07,0.002872439802541908,0.04869146901812755,0.0010324292492465688,0.046112841833157794,0.00011442694102537524,0.016501137622432778,0.04590733869231526,1.2905479834901805e-05,-6.796092617801775e-05,2.3259082765163503,3.0559760302551573,3.0529699692914782,3.0509972863824024,3.0494943136728687
3.23,0.0005979193789301386,96.71146761098207,2.0235314464253006e-07,0.002873489470521795,0.04829752732632039,0.001029941494256897,0.04570436147502559,0.00011480972334424751,0.01639863962240072,0.0455122440780071,1.293788610692411e-05,-6.728473213743125e-05,2.305534882260969,3.00113294818099,2.9981275572560744,2.9961553161037022,2.994652681059299
3.24,0.0005997981556551591,96.38108210529369,1.8981708540479167e-07,0.002874541691324347,0.047907505420983196,0.0010274628847645663,0.04529982454383442,0.00011519373313066081,0.016297161492882163,0.04512108072194282,1.2970437360078265e-05,-6.661526453391939e-05,2.285361690489425,2.9468794257941235,2.9438747839925643,2.9419030365984353,2.940400778893898
3.25,0.0006016822145872622,96.05184411280145,1.780728392168445e-07,0.002875596471080852,0.04752136429818259,0.0010249933848622084,0.04489919222076808,0.00011557897391062536,0.01619669308576677,0.04473380950603885,1.3003118599234245e-05,-6.595245656185165e-05,2.265386736430236,2.8932106732361405,2.890206862107921,2.8882356620970118,2.8867338226469887
3.2600000000000002,0.0006035715665243235,95.72374969761651,1.6706136072666218e-07,0.002876653815801502,0.04713906534059987,0.001022532958813262,0.044502426070356364,0.00011596544921738675,0.01609722435353427,0.0443503916999578,1.3035913224847028e-05,-6.529624207721876e-05,2.24560807453704,2.840121978426661,2.8371190820982983,2.835148484792258,2.833647105807282
3.27,0.0006054662222654871,95.39679493426158,1.5674955524580507e-07,0.0028777137421976246,0.04676057032594517,0.0010200815727842841,0.04410948804880204,0.0001163531625945648,0.015998745351377762,0.043970788969547224,1.3068895969184923e-05,-6.464655555668809e-05,2.226023777967568,2.7876087172637734,2.7846068226179406,2.782636885153623,2.7811360102306004
3.2800000000000002,0.0006073661926054472,95.07097591160559,1.4709064095196166e-07,0.002878776261589279,0.046385841403815596,0.0010176391922732191,0.04372034048107211,0.00011674211759140478,0.01590124623128527,0.043594963353630015,1.3102094502467295e-05,-6.40033321443949e-05,2.206631938835062,2.7356663384746787,2.732665535236944,2.730696316623483,2.729195990789371
3.29,0.0006092714883356575,94.74628873180494,1.3803341738861457e-07,0.0028798413840295826,0.046014841096256504,0.0010152057827706163,0.04333494606145163,0.00011713231776395335,0.015804717242161804,0.04322287726456732,1.3135524800878614e-05,-6.336650763283174e-05,2.18743066787948,2.6842903675076415,2.681290748361537,2.6793223095561527,2.6778225793259076
3.3000000000000003,0.0006111821202458416,94.42272950902775,1.2953365723166963e-07,0.0028809091233067447,0.04564753229935154,0.001012781310561207,0.042953267855115884,0.00011752376667649191,0.01570914873021361,0.04285449348985327,1.3169234058454698e-05,-6.273601844087595e-05,2.1684180941134943,2.6334764112505904,2.6304780719862606,2.6285104759922757,2.627011389443738
3.31,0.0006130980991262764,94.10029437152606,1.2155839517997776e-07,0.0028819794889283663,0.04528387828487723,0.0010103657399864003,0.04257526929976625,0.00011791646790358968,0.015614531139366861,0.042489775193774386,1.3203244436185618e-05,-6.211180160542309e-05,2.149592365737208,2.583220163371362,2.5802232030730488,2.5782565150635386,2.5767581219319595
3.3200000000000003,0.0006150194357671241,93.77897946129889,1.14083970857669e-07,0.0028830524872362146,0.04492384269485612,0.001007959033859977,0.0422009142002369,0.00011831042502968041,0.0155208550098557,0.04212868591194677,1.3237560504741604e-05,-6.149379477675004e-05,2.1309516497509304,2.5335174032911176,2.530521924521449,2.528556211960777,2.5270585637317264
3.33,0.0006169461409507964,93.45878093029876,1.0707216352355945e-07,0.002884128135351843,0.044567389517879065,0.0010055611590995672,0.041830166705056016,0.00011870564164277056,0.015428110972125215,0.041771189527569134,1.3272259343757557e-05,-6.0881936234642284e-05,2.112494129256449,2.4843639792746606,2.4813700881518423,2.4794054208464575,2.4779085707945865
3.34,0.000618878225459728,93.13969494428314,1.0049478087255771e-07,0.0028852064467443745,0.04421448310574885,0.001003172080822448,0.0414629913229183,0.00011910212134112649,0.015336289751096419,0.0414172502881151,1.330739783058139e-05,-6.027616485859758e-05,2.094218005870629,2.4357558266492525,2.432763633046969,2.4308000832772447,2.4293040865670705
3.35,0.0006208157000715481,92.82171768378235,9.432593783268686e-08,0.002886287426796389,0.04386508816528746,0.0010007917621364095,0.04109935291457448,0.00011949986772960235,0.015245382164055058,0.04106683279711648,1.334296598328495e-05,-5.967642013176341e-05,2.0761214996026833,2.3876889648366144,2.3846985825691465,2.3827362252114526,2.3812411389906827
3.36,0.0006227585755432618,92.50484535775618,8.853917931492738e-08,0.0028873710174731173,0.0435191697652166,0.000998420152022874,0.04073921669964448,0.00011989888440808557,0.015155379122448768,0.040719902021063986,1.3378413590895052e-05,-5.9082642157036524e-05,2.0582028539417876,2.34015950994546,2.3371710570458286,2.3352099697560127,2.3337158532959608
3.37,0.0006247068626454648,92.18907417375151,8.311353831386948e-08,0.0028884572177594148,0.043176693308886384,0.000996057211596021,0.04038254822961185,0.00012029917499690868,0.01506627162477701,0.040376423262056045,1.341368137266076e-05,-5.849477160159865e-05,2.0404603241892483,2.293163648464495,2.2901772472785296,2.2882175105538756,2.2867244252966574
