t,V,C_1,C_2,C_3,C_4,C_5,C_6_temp
1.6600000000000001,-0.14983399999999997,3.929663148065158e-09,1.0158957384243824e-07,1.5149337253943635e-08,8.911375541961798e-10,1.4853521140042758e-08,3.0753090740688716e-09
1.67,-0.14983299999999997,3.9297039045865405e-09,1.0158950873393371e-07,1.514932754233878e-08,8.911369829136712e-10,1.4853512106651409e-08,3.075352742329758e-09
1.68,-0.14983199999999997,3.929744661107924e-09,1.0158944362542919e-07,1.514931783073392e-08,8.911364116311627e-10,1.4853503073260062e-08,3.075396410590644e-09
1.69,-0.14983099999999996,3.929785417629307e-09,1.0158937851692465e-07,1.5149308119129064e-08,8.91135840348654e-10,1.4853494039868714e-08,3.07544007885153e-09
1.7,-0.14982999999999996,3.92982617415069e-09,1.0158931340842013e-07,1.5149298407524205e-08,8.911352690661455e-10,1.4853485006477367e-08,3.075483747112416e-09
1.71,-0.14982899999999996,3.929866930672073e-09,1.0158924829991561e-07,1.514928869591935e-08,8.911346977836368e-10,1.4853475973086018e-08,3.0755274153733023e-09
1.72,-0.14982799999999996,3.929907687193456e-09,1.0158918319141108e-07,1.5149278984314493e-08,8.911341265011282e-10,1.4853466939694671e-08,3.075571083634188e-09
1.73,-0.14982699999999996,3.929948443714839e-09,1.0158911808290655e-07,1.5149269272709634e-08,8.911335552186196e-10,1.4853457906303323e-08,3.0756147518950743e-09
1.74,-0.14982599999999996,3.929989200236222e-09,1.0158905297440202e-07,1.514925956110478e-08,8.91132983936111e-10,1.4853448872911976e-08,3.0756584201559605e-09
1.75,-0.14982499999999996,3.930029956757606e-09,1.015889878658975e-07,1.514924984949992e-08,8.911324126536024e-10,1.4853439839520627e-08,3.0757020884168462e-09
1.76,-0.14982399999999996,3.930070713278988e-09,1.0158892275739296e-07,1.5149240137895064e-08,8.911318413710938e-10,1.485343080612928e-08,3.0757457566777325e-09
1.77,-0.14982299999999996,3.9301114698003715e-09,1.0158885764888844e-07,1.5149230426290205e-08,8.911312700885851e-10,1.4853421772737931e-08,3.0757894249386187e-09
1.78,-0.14982199999999996,3.930152226321755e-09,1.0158879254038391e-07,1.514922071468535e-08,8.911306988060766e-10,1.4853412739346584e-08,3.0758330931995044e-09
1.79,-0.14982099999999998,3.930192982843138e-09,1.0158872743187939e-07,1.5149211003080493e-08,8.911301275235679e-10,1.4853403705955238e-08,3.0758767614603907e-09
1.8,-0.14981999999999998,3.930233739364521e-09,1.0158866232337485e-07,1.5149201291475634e-08,8.911295562410594e-10,1.4853394672563889e-08,3.075920429721277e-09
1.81,-0.14981899999999998,3.930274495885904e-09,1.0158859721487033e-07,1.514919157987078e-08,8.911289849585507e-10,1.4853385639172542e-08,3.075964097982163e-09
1.82,-0.14981799999999998,3.930315252407287e-09,1.0158853210636581e-07,1.514918186826592e-08,8.911284136760422e-10,1.4853376605781193e-08,3.076007766243049e-09
1.83,-0.14981699999999998,3.93035600892867e-09,1.0158846699786128e-07,1.5149172156661064e-08,8.911278423935335e-10,1.4853367572389846e-08,3.076051434503935e-09
1.84,-0.14981599999999998,3.930396765450053e-09,1.0158840188935676e-07,1.5149162445056208e-08,8.911272711110249e-10,1.4853358538998498e-08,3.0760951027648213e-09
1.85,-0.14981499999999998,3.9304375219714366e-09,1.0158833678085222e-07,1.514915273345135e-08,8.911266998285163e-10,1.4853349505607151e-08,3.076138771025707e-09
1.86,-0.14981399999999997,3.930478278492819e-09,1.015882716723477e-07,1.5149143021846493e-08,8.911261285460077e-10,1.4853340472215802e-08,3.0761824392865933e-09
1.87,-0.14981299999999997,3.930519035014202e-09,1.0158820656384317e-07,1.5149133310241634e-08,8.911255572634992e-10,1.4853331438824455e-08,3.0762261075474795e-09
1.8800000000000001,-0.14981199999999997,3.930559791535586e-09,1.0158814145533865e-07,1.514912359863678e-08,8.911249859809905e-10,1.4853322405433107e-08,3.0762697758083652e-09
1.8900000000000001,-0.14981099999999997,3.930600548056968e-09,1.0158807634683411e-07,1.5149113887031923e-08,8.911244146984819e-10,1.485331337204176e-08,3.0763134440692515e-09
1.9000000000000001,-0.14980999999999997,3.930641304578352e-09,1.0158801123832959e-07,1.5149104175427064e-08,8.911238434159733e-10,1.4853304338650411e-08,3.0763571123301377e-09
1.9100000000000001,-0.14980899999999997,3.930682061099735e-09,1.0158794612982506e-07,1.5149094463822208e-08,8.911232721334647e-10,1.4853295305259064e-08,3.0764007805910234e-09
1.92,-0.14980799999999997,3.9307228176211175e-09,1.0158788102132054e-07,1.514908475221735e-08,8.911227008509561e-10,1.4853286271867716e-08,3.0764444488519097e-09
1.93,-0.14980699999999997,3.930763574142501e-09,1.0158781591281601e-07,1.5149075040612493e-08,8.911221295684475e-10,1.4853277238476369e-08,3.076488117112796e-09
1.94,-0.14980599999999997,3.930804330663884e-09,1.0158775080431148e-07,1.5149065329007634e-08,8.911215582859389e-10,1.485326820508502e-08,3.0765317853736816e-09
1.95,-0.14980499999999997,3.930845087185267e-09,1.0158768569580696e-07,1.5149055617402778e-08,8.911209870034303e-10,1.4853259171693673e-08,3.076575453634568e-09
1.96,-0.14980399999999996,3.93088584370665e-09,1.0158762058730242e-07,1.5149045905797923e-08,8.911204157209216e-10,1.4853250138302325e-08,3.076619121895454e-09
1.97,-0.14980299999999996,3.930926600228033e-09,1.015875554787979e-07,1.5149036194193064e-08,8.911198444384131e-10,1.4853241104910978e-08,3.07666279015634e-09
1.98,-0.14980199999999996,3.930967356749416e-09,1.0158749037029337e-07,1.5149026482588208e-08,8.911192731559044e-10,1.4853232071519629e-08,3.076706458417226e-09
1.99,-0.14980099999999996,3.931008113270799e-09,1.0158742526178885e-07,1.514901677098335e-08,8.911187018733959e-10,1.4853223038128282e-08,3.0767501266781123e-09
2.0,-0.14979999999999996,3.9310488697921826e-09,1.0158736015328431e-07,1.5149007059378493e-08,8.911181305908872e-10,1.4853214004736934e-08,3.0767937949389985e-09
2.0100000000000002,-0.14979899999999996,3.931089626313565e-09,1.0158729504477979e-07,1.5148997347773637e-08,8.911175593083787e-10,1.4853204971345587e-08,3.0768374631998843e-09
2.02,-0.14979799999999996,3.9311303828349484e-09,1.0158722993627526e-07,1.5148987636168778e-08,8.9111698802587e-10,1.4853195937954238e-08,3.0768811314607705e-09
2.0300000000000002,-0.14979699999999996,3.931171139356332e-09,1.0158716482777074e-07,1.5148977924563922e-08,8.911164167433614e-10,1.4853186904562891e-08,3.0769247997216567e-09
2.04,-0.14979599999999996,3.931211895877714e-09,1.0158709971926622e-07,1.5148968212959063e-08,8.911158454608528e-10,1.4853177871171543e-08,3.0769684679825425e-09
2.05,-0.14979499999999996,3.931252652399098e-09,1.0158703461076168e-07,1.5148958501354208e-08,8.911152741783442e-10,1.4853168837780196e-08,3.0770121362434287e-09
2.06,-0.14979399999999995,3.931293408920481e-09,1.0158696950225716e-07,1.5148948789749352e-08,8.911147028958356e-10,1.4853159804388847e-08,3.077055804504315e-09
2.07,-0.14979299999999998,3.9313341654418635e-09,1.0158690439375263e-07,1.5148939078144493e-08,8.91114131613327e-10,1.48531507709975e-08,3.0770994727652007e-09
2.08,-0.14979199999999998,3.931374921963247e-09,1.015868392852481e-07,1.5148929366539637e-08,8.911135603308183e-10,1.4853141737606151e-08,3.077143141026087e-09
2.09,-0.14979099999999998,3.93141567848463e-09,1.0158677417674357e-07,1.5148919654934778e-08,8.911129890483098e-10,1.4853132704214805e-08,3.077186809286973e-09
2.1,-0.14978999999999998,3.9314564350060135e-09,1.0158670906823905e-07,1.5148909943329922e-08,8.911124177658012e-10,1.4853123670823458e-08,3.077230477547859e-09
2.11,-0.14978899999999998,3.931497191527396e-09,1.0158664395973452e-07,1.5148900231725063e-08,8.911118464832926e-10,1.4853114637432109e-08,3.077274145808745e-09
2.12,-0.14978799999999998,3.931537948048779e-09,1.0158657885123e-07,1.5148890520120208e-08,8.91111275200784e-10,1.4853105604040762e-08,3.0773178140696313e-09
2.13,-0.14978699999999998,3.931578704570163e-09,1.0158651374272546e-07,1.5148880808515352e-08,8.911107039182754e-10,1.4853096570649413e-08,3.077361482330517e-09
2.14,-0.14978599999999997,3.931619461091545e-09,1.0158644863422094e-07,1.5148871096910493e-08,8.911101326357668e-10,1.4853087537258067e-08,3.0774051505914033e-09
2.15,-0.14978499999999997,3.931660217612929e-09,1.0158638352571642e-07,1.5148861385305637e-08,8.911095613532581e-10,1.4853078503866718e-08,3.0774488188522895e-09
2.16,-0.14978399999999997,3.931700974134312e-09,1.0158631841721188e-07,1.5148851673700778e-08,8.911089900707496e-10,1.4853069470475371e-08,3.0774924871131752e-09
2.17,-0.14978299999999997,3.9317417306556945e-09,1.0158625330870736e-07,1.5148841962095922e-08,8.911084187882409e-10,1.4853060437084022e-08,3.0775361553740615e-09
2.18,-0.14978199999999997,3.931782487177078e-09,1.0158618820020283e-07,1.5148832250491067e-08,8.911078475057324e-10,1.4853051403692675e-08,3.0775798236349477e-09
2.19,-0.14978099999999997,3.931823243698461e-09,1.0158612309169831e-07,1.5148822538886207e-08,8.911072762232237e-10,1.4853042370301327e-08,3.077623491895834e-09
2.2,-0.14977999999999997,3.931864000219844e-09,1.0158605798319377e-07,1.5148812827281352e-08,8.911067049407151e-10,1.485303333690998e-08,3.0776671601567197e-09
2.21,-0.14977899999999997,3.931904756741227e-09,1.0158599287468925e-07,1.5148803115676493e-08,8.911061336582065e-10,1.4853024303518631e-08,3.077710828417606e-09
2.22,-0.14977799999999997,3.93194551326261e-09,1.0158592776618472e-07,1.5148793404071637e-08,8.911055623756979e-10,1.4853015270127284e-08,3.077754496678492e-09
2.23,-0.14977699999999997,3.931986269783993e-09,1.015858626576802e-07,1.514878369246678e-08,8.911049910931893e-10,1.4853006236735936e-08,3.077798164939378e-09
2.24,-0.14977599999999996,3.932027026305376e-09,1.0158579754917566e-07,1.5148773980861922e-08,8.911044198106807e-10,1.4852997203344589e-08,3.077841833200264e-09
2.25,-0.14977499999999996,3.9320677828267595e-09,1.0158573244067114e-07,1.5148764269257066e-08,8.911038485281721e-10,1.485298816995324e-08,3.0778855014611503e-09
2.2600000000000002,-0.14977399999999996,3.932108539348142e-09,1.0158566733216662e-07,1.5148754557652207e-08,8.911032772456635e-10,1.4852979136561893e-08,3.077929169722036e-09
2.27,-0.14977299999999996,3.932149295869525e-09,1.0158560222366209e-07,1.514874484604735e-08,8.911027059631548e-10,1.4852970103170545e-08,3.0779728379829223e-09
2.2800000000000002,-0.14977199999999996,3.932190052390909e-09,1.0158553711515757e-07,1.5148735134442493e-08,8.911021346806463e-10,1.4852961069779198e-08,3.0780165062438085e-09
2.29,-0.14977099999999996,3.932230808912291e-09,1.0158547200665303e-07,1.5148725422837637e-08,8.911015633981376e-10,1.4852952036387849e-08,3.0780601745046942e-09
2.3000000000000003,-0.14976999999999996,3.932271565433675e-09,1.0158540689814851e-07,1.514871571123278e-08,8.911009921156291e-10,1.4852943002996502e-08,3.0781038427655805e-09
2.31,-0.14976899999999996,3.932312321955058e-09,1.0158534178964398e-07,1.5148705999627922e-08,8.911004208331205e-10,1.4852933969605154e-08,3.0781475110264667e-09
2.32,-0.14976799999999996,3.9323530784764405e-09,1.0158527668113945e-07,1.5148696288023066e-08,8.910998495506118e-10,1.4852924936213807e-08,3.0781911792873524e-09
2.33,-0.14976699999999996,3.932393834997824e-09,1.0158521157263492e-07,1.5148686576418207e-08,8.910992782681033e-10,1.4852915902822458e-08,3.0782348475482387e-09
2.34,-0.14976599999999995,3.932434591519207e-09,1.015851464641304e-07,1.514867686481335e-08,8.910987069855946e-10,1.4852906869431111e-08,3.078278515809125e-09
2.35,-0.14976499999999998,3.93247534804059e-09,1.0158508135562587e-07,1.5148667153208496e-08,8.910981357030861e-10,1.4852897836039763e-08,3.0783221840700106e-09
2.36,-0.14976399999999998,3.932516104561973e-09,1.0158501624712134e-07,1.5148657441603637e-08,8.910975644205774e-10,1.4852888802648416e-08,3.078365852330897e-09
2.37,-0.14976299999999998,3.932556861083356e-09,1.0158495113861682e-07,1.514864772999878e-08,8.910969931380689e-10,1.4852879769257067e-08,3.078409520591783e-09
2.38,-0.14976199999999998,3.932597617604739e-09,1.0158488603011229e-07,1.5148638018393922e-08,8.910964218555602e-10,1.485287073586572e-08,3.0784531888526693e-09
2.39,-0.14976099999999998,3.932638374126122e-09,1.0158482092160777e-07,1.5148628306789066e-08,8.910958505730516e-10,1.4852861702474371e-08,3.078496857113555e-09
2.4,-0.14975999999999998,3.9326791306475056e-09,1.0158475581310323e-07,1.514861859518421e-08,8.91095279290543e-10,1.4852852669083025e-08,3.0785405253744413e-09
2.41,-0.14975899999999998,3.932719887168889e-09,1.0158469070459871e-07,1.514860888357935e-08,8.910947080080344e-10,1.4852843635691678e-08,3.0785841936353275e-09
2.42,-0.14975799999999997,3.9327606436902714e-09,1.0158462559609418e-07,1.5148599171974496e-08,8.910941367255258e-10,1.4852834602300329e-08,3.0786278618962133e-09
2.43,-0.14975699999999997,3.932801400211655e-09,1.0158456048758966e-07,1.5148589460369637e-08,8.910935654430172e-10,1.4852825568908982e-08,3.0786715301570995e-09
2.44,-0.14975599999999997,3.932842156733038e-09,1.0158449537908512e-07,1.514857974876478e-08,8.910929941605086e-10,1.4852816535517633e-08,3.0787151984179857e-09
2.45,-0.14975499999999997,3.932882913254421e-09,1.015844302705806e-07,1.5148570037159922e-08,8.91092422878e-10,1.4852807502126287e-08,3.0787588666788715e-09
2.46,-0.14975399999999997,3.932923669775804e-09,1.0158436516207607e-07,1.5148560325555066e-08,8.910918515954913e-10,1.4852798468734938e-08,3.0788025349397577e-09
2.47,-0.14975299999999997,3.932964426297187e-09,1.0158430005357155e-07,1.514855061395021e-08,8.910912803129828e-10,1.4852789435343591e-08,3.078846203200644e-09
2.48,-0.14975199999999997,3.93300518281857e-09,1.0158423494506703e-07,1.514854090234535e-08,8.910907090304741e-10,1.4852780401952242e-08,3.0788898714615297e-09
2.49,-0.14975099999999997,3.933045939339953e-09,1.0158416983656249e-07,1.5148531190740496e-08,8.910901377479656e-10,1.4852771368560895e-08,3.078933539722416e-09
2.5,-0.14974999999999997,3.9330866958613365e-09,1.0158410472805797e-07,1.5148521479135636e-08,8.91089566465457e-10,1.4852762335169547e-08,3.078977207983302e-09
2.5100000000000002,-0.14974899999999997,3.933127452382719e-09,1.0158403961955344e-07,1.514851176753078e-08,8.910889951829483e-10,1.48527533017782e-08,3.079020876244188e-09
2.52,-0.14974799999999996,3.933168208904102e-09,1.0158397451104891e-07,1.5148502055925925e-08,8.910884239004398e-10,1.4852744268386851e-08,3.079064544505074e-09
2.5300000000000002,-0.14974699999999996,3.933208965425486e-09,1.0158390940254438e-07,1.5148492344321066e-08,8.910878526179311e-10,1.4852735234995504e-08,3.0791082127659603e-09
2.54,-0.14974599999999996,3.933249721946868e-09,1.0158384429403986e-07,1.514848263271621e-08,8.910872813354226e-10,1.4852726201604156e-08,3.079151881026846e-09
2.5500000000000003,-0.14974499999999996,3.933290478468252e-09,1.0158377918553532e-07,1.514847292111135e-08,8.910867100529139e-10,1.4852717168212809e-08,3.0791955492877323e-09
2.56,-0.14974399999999996,3.933331234989635e-09,1.015837140770308e-07,1.5148463209506495e-08,8.910861387704054e-10,1.485270813482146e-08,3.0792392175486185e-09
2.57,-0.14974299999999996,3.9333719915110175e-09,1.0158364896852627e-07,1.514845349790164e-08,8.910855674878967e-10,1.4852699101430113e-08,3.0792828858095047e-09
2.58,-0.14974199999999996,3.933412748032401e-09,1.0158358386002175e-07,1.514844378629678e-08,8.910849962053881e-10,1.4852690068038765e-08,3.0793265540703905e-09
2.59,-0.14974099999999996,3.933453504553784e-09,1.0158351875151723e-07,1.5148434074691925e-08,8.910844249228795e-10,1.4852681034647418e-08,3.0793702223312767e-09
2.6,-0.14973999999999996,3.933494261075167e-09,1.0158345364301269e-07,1.5148424363087066e-08,8.910838536403709e-10,1.485267200125607e-08,3.079413890592163e-09
2.61,-0.14973899999999996,3.93353501759655e-09,1.0158338853450817e-07,1.514841465148221e-08,8.910832823578623e-10,1.4852662967864722e-08,3.0794575588530487e-09
2.62,-0.14973799999999995,3.933575774117933e-09,1.0158332342600364e-07,1.5148404939877354e-08,8.910827110753537e-10,1.4852653934473374e-08,3.079501227113935e-09
2.63,-0.14973699999999998,3.933616530639316e-09,1.0158325831749912e-07,1.5148395228272495e-08,8.91082139792845e-10,1.4852644901082027e-08,3.079544895374821e-09
2.64,-0.14973599999999998,3.933657287160699e-09,1.0158319320899458e-07,1.514838551666764e-08,8.910815685103365e-10,1.4852635867690678e-08,3.079588563635707e-09
2.65,-0.14973499999999998,3.9336980436820825e-09,1.0158312810049006e-07,1.514837580506278e-08,8.910809972278278e-10,1.4852626834299331e-08,3.079632231896593e-09
2.66,-0.14973399999999998,3.933738800203465e-09,1.0158306299198553e-07,1.5148366093457925e-08,8.910804259453193e-10,1.4852617800907983e-08,3.0796759001574793e-09
2.67,-0.14973299999999998,3.933779556724848e-09,1.01582997883481e-07,1.5148356381853066e-08,8.910798546628106e-10,1.4852608767516636e-08,3.079719568418365e-09
2.68,-0.14973199999999998,3.933820313246232e-09,1.0158293277497647e-07,1.514834667024821e-08,8.910792833803021e-10,1.4852599734125287e-08,3.0797632366792513e-09
2.69,-0.14973099999999998,3.933861069767614e-09,1.0158286766647195e-07,1.5148336958643354e-08,8.910787120977934e-10,1.485259070073394e-08,3.0798069049401375e-09
2.7,-0.14972999999999997,3.933901826288998e-09,1.0158280255796743e-07,1.5148327247038495e-08,8.910781408152848e-10,1.4852581667342592e-08,3.0798505732010232e-09
2.71,-0.14972899999999997,3.933942582810381e-09,1.015827374494629e-07,1.514831753543364e-08,8.910775695327763e-10,1.4852572633951245e-08,3.0798942414619095e-09
2.72,-0.14972799999999997,3.933983339331764e-09,1.0158267234095837e-07,1.514830782382878e-08,8.910769982502676e-10,1.4852563600559898e-08,3.0799379097227957e-09
2.73,-0.14972699999999997,3.934024095853147e-09,1.0158260723245384e-07,1.5148298112223925e-08,8.910764269677591e-10,1.4852554567168549e-08,3.0799815779836814e-09
2.74,-0.14972599999999997,3.93406485237453e-09,1.0158254212394932e-07,1.514828840061907e-08,8.910758556852504e-10,1.4852545533777202e-08,3.0800252462445677e-09
2.75,-0.14972499999999997,3.9341056088959135e-09,1.0158247701544478e-07,1.514827868901421e-08,8.910752844027418e-10,1.4852536500385853e-08,3.080068914505454e-09
2.7600000000000002,-0.14972399999999997,3.934146365417296e-09,1.0158241190694026e-07,1.5148268977409354e-08,8.910747131202332e-10,1.4852527466994507e-08,3.08011258276634e-09
2.77,-0.14972299999999997,3.934187121938679e-09,1.0158234679843573e-07,1.5148259265804495e-08,8.910741418377246e-10,1.4852518433603158e-08,3.080156251027226e-09
2.7800000000000002,-0.14972199999999997,3.934227878460063e-09,1.0158228168993121e-07,1.514824955419964e-08,8.91073570555216e-10,1.4852509400211811e-08,3.080199919288112e-09
2.79,-0.14972099999999997,3.934268634981445e-09,1.0158221658142667e-07,1.5148239842594784e-08,8.910729992727074e-10,1.4852500366820462e-08,3.0802435875489983e-09
2.8000000000000003,-0.14971999999999996,3.9343093915028286e-09,1.0158215147292215e-07,1.5148230130989925e-08,8.910724279901988e-10,1.4852491333429115e-08,3.080287255809884e-09
2.81,-0.14971899999999996,3.934350148024212e-09,1.0158208636441763e-07,1.514822041938507e-08,8.910718567076902e-10,1.4852482300037767e-08,3.0803309240707703e-09
2.82,-0.14971799999999996,3.9343909045455944e-09,1.015820212559131e-07,1.514821070778021e-08,8.910712854251815e-10,1.485247326664642e-08,3.0803745923316565e-09
2.83,-0.14971699999999996,3.934431661066978e-09,1.0158195614740858e-07,1.5148200996175354e-08,8.91070714142673e-10,1.4852464233255071e-08,3.0804182605925423e-09
2.84,-0.14971599999999996,3.934472417588361e-09,1.0158189103890404e-07,1.5148191284570495e-08,8.910701428601643e-10,1.4852455199863724e-08,3.0804619288534285e-09
2.85,-0.14971499999999996,3.934513174109744e-09,1.0158182593039952e-07,1.514818157296564e-08,8.910695715776558e-10,1.4852446166472376e-08,3.0805055971143147e-09
2.86,-0.14971399999999996,3.934553930631127e-09,1.0158176082189499e-07,1.5148171861360783e-08,8.910690002951471e-10,1.4852437133081029e-08,3.0805492653752005e-09
2.87,-0.14971299999999996,3.93459468715251e-09,1.0158169571339047e-07,1.5148162149755924e-08,8.910684290126386e-10,1.485242809968968e-08,3.0805929336360867e-09
2.88,-0.14971199999999996,3.934635443673893e-09,1.0158163060488593e-07,1.514815243815107e-08,8.910678577301299e-10,1.4852419066298333e-08,3.080636601896973e-09
2.89,-0.14971099999999996,3.934676200195276e-09,1.0158156549638141e-07,1.514814272654621e-08,8.910672864476213e-10,1.4852410032906985e-08,3.0806802701578587e-09
2.9,-0.14970999999999998,3.9347169567166595e-09,1.0158150038787688e-07,1.5148133014941354e-08,8.910667151651127e-10,1.4852400999515638e-08,3.080723938418745e-09
2.91,-0.14970899999999998,3.934757713238042e-09,1.0158143527937236e-07,1.5148123303336498e-08,8.910661438826041e-10,1.485239196612429e-08,3.080767606679631e-09
2.92,-0.14970799999999998,3.934798514530956e-09,1.0158137007805387e-07,1.5148113579137715e-08,8.910655718652027e-10,1.4852382914324097e-08,3.0808113547210604e-09
2.93,-0.14970699999999998,3.934839364686739e-09,1.0158130477543981e-07,1.5148103841194135e-08,8.910649990457518e-10,1.4852373842432812e-08,3.080855189833589e-09
2.94,-0.14970599999999998,3.934880214842523e-09,1.0158123947282575e-07,1.5148094103250558e-08,8.91064426226301e-10,1.4852364770541524e-08,3.0808990249461175e-09
2.95,-0.14970499999999998,3.9349210649983055e-09,1.015811741702117e-07,1.514808436530698e-08,8.910638534068502e-10,1.4852355698650239e-08,3.0809428600586457e-09
2.96,-0.14970399999999998,3.934961915154089e-09,1.0158110886759765e-07,1.5148074627363404e-08,8.910632805873993e-10,1.4852346626758951e-08,3.0809866951711743e-09
2.97,-0.14970299999999997,3.9350027653098726e-09,1.015810435649836e-07,1.5148064889419827e-08,8.910627077679486e-10,1.4852337554867664e-08,3.081030530283703e-09
2.98,-0.14970199999999997,3.935043615465656e-09,1.0158097826236954e-07,1.514805515147625e-08,8.910621349484977e-10,1.4852328482976378e-08,3.081074365396231e-09
2.99,-0.14970099999999997,3.93508446562144e-09,1.015809129597555e-07,1.5148045413532674e-08,8.910615621290468e-10,1.4852319411085091e-08,3.0811182005087596e-09
3.0,-0.14969999999999997,3.935125315777222e-09,1.0158084765714144e-07,1.5148035675589097e-08,8.910609893095961e-10,1.4852310339193805e-08,3.081162035621288e-09
3.0100000000000002,-0.14969899999999997,3.935166165933006e-09,1.0158078235452739e-07,1.514802593764552e-08,8.910604164901452e-10,1.4852301267302518e-08,3.0812058707338163e-09
3.02,-0.14969799999999997,3.9352070160887894e-09,1.0158071705191333e-07,1.514801619970194e-08,8.910598436706944e-10,1.485229219541123e-08,3.081249705846345e-09
3.0300000000000002,-0.14969699999999997,3.935247866244573e-09,1.0158065174929929e-07,1.5148006461758363e-08,8.910592708512436e-10,1.4852283123519945e-08,3.0812935409588734e-09
3.04,-0.14969599999999997,3.9352887164003565e-09,1.0158058644668523e-07,1.5147996723814786e-08,8.910586980317927e-10,1.4852274051628658e-08,3.0813373760714016e-09
3.0500000000000003,-0.14969499999999997,3.935329566556139e-09,1.0158052114407118e-07,1.514798698587121e-08,8.91058125212342e-10,1.485226497973737e-08,3.08138121118393e-09
3.06,-0.14969399999999997,3.935370416711923e-09,1.0158045584145712e-07,1.5147977247927633e-08,8.910575523928911e-10,1.4852255907846084e-08,3.0814250462964583e-09
3.0700000000000003,-0.14969299999999996,3.935411266867706e-09,1.0158039053884308e-07,1.5147967509984056e-08,8.910569795734402e-10,1.4852246835954797e-08,3.081468881408987e-09
3.08,-0.149692,3.93545211702349e-09,1.0158032523622902e-07,1.514795777204048e-08,8.910564067539895e-10,1.4852237764063511e-08,3.0815127165215154e-09
3.09,-0.149691,3.935492967179273e-09,1.0158025993361496e-07,1.5147948034096902e-08,8.910558339345386e-10,1.4852228692172224e-08,3.0815565516340436e-09
3.1,-0.14969,3.935533817335056e-09,1.0158019463100092e-07,1.5147938296153325e-08,8.910552611150879e-10,1.4852219620280937e-08,3.081600386746572e-09
3.11,-0.149689,3.93557466749084e-09,1.0158012932838686e-07,1.5147928558209745e-08,8.91054688295637e-10,1.4852210548389651e-08,3.0816442218591007e-09
3.12,-0.149688,3.935615517646623e-09,1.0158006402577281e-07,1.5147918820266168e-08,8.910541154761861e-10,1.4852201476498364e-08,3.081688056971629e-09
3.13,-0.149687,3.935656367802407e-09,1.0157999872315875e-07,1.514790908232259e-08,8.910535426567354e-10,1.4852192404607078e-08,3.0817318920841575e-09
3.14,-0.14968599999999999,3.93569721795819e-09,1.0157993342054471e-07,1.5147899344379014e-08,8.910529698372845e-10,1.485218333271579e-08,3.081775727196686e-09
3.15,-0.14968499999999998,3.935738068113973e-09,1.0157986811793065e-07,1.5147889606435438e-08,8.910523970178336e-10,1.4852174260824503e-08,3.081819562309214e-09
3.16,-0.14968399999999998,3.9357789182697565e-09,1.015798028153166e-07,1.514787986849186e-08,8.910518241983829e-10,1.4852165188933218e-08,3.0818633974217428e-09
3.17,-0.14968299999999998,3.93581976842554e-09,1.0157973751270254e-07,1.5147870130548284e-08,8.91051251378932e-10,1.485215611704193e-08,3.0819072325342713e-09
3.18,-0.14968199999999998,3.935860618581324e-09,1.015796722100885e-07,1.5147860392604707e-08,8.910506785594813e-10,1.4852147045150645e-08,3.0819510676467995e-09
3.19,-0.14968099999999998,3.935901468737107e-09,1.0157960690747444e-07,1.514785065466113e-08,8.910501057400304e-10,1.4852137973259357e-08,3.081994902759328e-09
3.2,-0.14967999999999998,3.935942318892891e-09,1.015795416048604e-07,1.514784091671755e-08,8.910495329205795e-10,1.485212890136807e-08,3.082038737871856e-09
3.21,-0.14967899999999998,3.935983169048673e-09,1.0157947630224634e-07,1.5147831178773973e-08,8.910489601011288e-10,1.4852119829476784e-08,3.0820825729843848e-09
3.22,-0.14967799999999998,3.936024019204457e-09,1.0157941099963229e-07,1.5147821440830396e-08,8.910483872816779e-10,1.4852110757585497e-08,3.0821264080969133e-09
3.23,-0.14967699999999998,3.9360648693602405e-09,1.0157934569701823e-07,1.514781170288682e-08,8.910478144622271e-10,1.4852101685694211e-08,3.0821702432094415e-09
3.24,-0.14967599999999998,3.936105719516024e-09,1.0157928039440417e-07,1.5147801964943243e-08,8.910472416427763e-10,1.4852092613802924e-08,3.08221407832197e-09
3.25,-0.14967499999999997,3.9361465696718075e-09,1.0157921509179013e-07,1.5147792226999666e-08,8.910466688233254e-10,1.4852083541911637e-08,3.0822579134344986e-09
3.2600000000000002,-0.14967399999999997,3.93618741982759e-09,1.0157914978917607e-07,1.514778248905609e-08,8.910460960038747e-10,1.4852074470020351e-08,3.0823017485470268e-09
3.27,-0.14967299999999997,3.936228269983374e-09,1.0157908448656202e-07,1.5147772751112512e-08,8.910455231844238e-10,1.4852065398129064e-08,3.0823455836595554e-09
3.2800000000000002,-0.14967199999999997,3.936269120139157e-09,1.0157901918394796e-07,1.5147763013168935e-08,8.91044950364973e-10,1.4852056326237776e-08,3.082389418772084e-09
3.29,-0.14967099999999997,3.936309970294941e-09,1.0157895388133392e-07,1.514775327522536e-08,8.910443775455222e-10,1.485204725434649e-08,3.082433253884612e-09
3.3000000000000003,-0.14966999999999997,3.936350820450724e-09,1.0157888857871986e-07,1.5147743537281778e-08,8.910438047260713e-10,1.4852038182455203e-08,3.0824770889971407e-09
3.31,-0.14966899999999997,3.936391670606507e-09,1.0157882327610581e-07,1.51477337993382e-08,8.910432319066205e-10,1.4852029110563918e-08,3.0825209241096692e-09
