t,R,Shc,PI3K,HRG,R_HRG,R_HRG2,Internalisation,RP,R_Shc,R_ShP,ShP,R_ShGS,ShGS,GS,R_PI3K,R_PI3Kstar,PI3Kstar,RasGTP,RasGDP,Akt_PIPP,RAF_star,RAF,MEKP,MEKPP,P,PIP3,Akt,Akt_PIP3,Akt_PIP,MEK,ERK,ERKP,ERKPP
1.73,78.48449371244345,999.9721257654791,9.999782135908553,8.484493712443404,1.4892330839725094,0.009110006179177446,2.910811400160385e-07,0.0007537324000874491,0.0032813525482652374,4.1005849066755494e-05,0.02313754593436349,-0.00011512933757619938,0.0015294595261757444,9.998585669811405,5.42171483041638e-05,1.1125923583116579e-05,0.00015252101955811676,4.621954718949148e-05,119.99995378045281,1.151673702851078e-07,99.92458789245556,0.07541210754439216,46.529554346441785,45.224241501571626,799.9999697995646,1.2606853620428898e-06,9.999971060250795,2.6980829476304086e-05,1.8437523659135114e-06,28.24620415198654,997.9742733975822,2.0222719838102745,0.003454618608737921
1.74,78.4765184070833,999.9713977458367,9.999776719953957,8.476518407083265,1.4967809251835162,0.00924157216329071,2.986931420158721e-07,0.0007687013238812181,0.003348489707492462,4.202589826921761e-05,0.02376801264878336,-0.00011746378095802829,0.001561189689023228,9.99855627409194,5.5348452751782895e-05,1.1361408744538243e-05,0.00015657018454593442,4.7280762123752766e-05,119.99995271923788,1.197200712255732e-07,99.92415200051614,0.07584799948380963,46.439450773064735,45.565405341237266,799.9999689764303,1.2944165910629513e-06,9.999970270847669,2.7704834600762694e-05,1.904597665967392e-06,27.995143885697946,997.945086941687,2.0513581756935975,0.00355488262062927
1.75,78.46855147639329,999.9706553358398,9.99977120522669,8.46855147639324,1.5043161406546923,0.009374132896583778,3.064558202152756e-07,0.0007838691864596983,0.0034165494262686203,4.306731544062229e-05,0.02441151487735506,-0.00011982972002044139,0.0015933622604939186,9.99852646745953,5.649565838413096e-05,1.1600257102148613e-05,0.00016069885782396117,4.835875437952783e-05,119.99995164124563,1.244220849591416e-07,99.92371610885054,0.07628389114941198,46.347717574702955,45.90618188601239,799.9999681365053,1.328815528243929e-06,9.999969465321689,2.8443222179661024e-05,1.9670340524533386e-06,27.746100539284605,997.9156827257231,2.0806599291665884,0.003657345111594473
1.76,78.4605929100219,999.9698983456777,9.999765590623996,8.46059291002186,1.5118387275927314,0.00950768751244133,3.1437116569765225e-07,0.000799236465028503,0.0034855375699621165,4.413055227031617e-05,0.025068233478371334,-0.00012222663905585543,0.0016259793600420576,9.99849624727902,5.7658869573652115e-05,1.1842491323125283e-05,0.00016490801510689562,4.9453658020741617e-05,119.99995054634199,1.2927728900882557e-07,99.92328021746162,0.07671978253833331,46.25438183928817,46.24655826529746,799.9999672795683,1.3638910738245e-06,9.999968643460136,2.9196170760793038e-05,2.031091820372859e-06,27.499059895414316,997.8860610327041,2.110176929896977,0.003762037400138257
1.77,78.4526426976332,999.9691265843232,9.999759875039961,8.452642697633161,1.5193486833034973,0.009642235116309598,3.2244118234198666e-07,0.000814804202314574,0.003555459995495442,4.52160191457249e-05,0.025738350551082645,-0.00012465456712101676,0.0016590436774067123,9.99846561088972,5.883819038336793e-05,1.2088133965097604e-05,0.00016919863568935517,5.0565606681748595e-05,119.99994943439333,1.3428963206820953e-07,99.92284432635229,0.0771556736476647,46.15947043533218,46.5865217505842,799.9999664053963,1.3996516651674612e-06,9.999967805048794,2.996385993871981e-05,2.0968016407773768e-06,27.254007814083568,997.8562221532492,2.1399088557698014,0.0038689909822321247
1.78,78.44470082890673,999.9683398595888,9.999754057365777,8.444700828906688,1.5268460051913444,0.009777774783078832,3.306678862425779e-07,0.0008305736482118401,0.0036263225402281517,4.6324115105715994e-05,0.026422049384012953,-0.00012711373547396766,0.0016925581066169675,9.998434555628862,6.003372446745015e-05,1.2337207483607436e-05,0.00017357170226954278,5.1694733595265484e-05,119.99994830526641,1.3946313592839366e-07,99.9224084355255,0.07759156447445478,46.06300999750694,46.92605976228313,799.9999655137659,1.4361055848750535e-06,9.999966949872233,3.074647009307241e-05,2.1641945436599714e-06,27.01093024020988,997.8261663859006,2.169855376586025,0.003978237514533919
1.79,78.43676729353756,999.9675379782009,9.999748136490085,8.436767293537518,1.5343306907582859,0.00991430555335514,3.39053304937737e-07,0.0008465457722804302,0.0036981310069545354,4.745526856363071e-05,0.027119514386236807,-0.00012960411153669163,0.001726525248136483,9.998403078863406,6.124557493832595e-05,1.2589734242780597e-05,0.00017802820073291314,5.284117163385548e-05,119.99994715882838,1.448018978136911e-07,99.92197254498424,0.0780274550157108,45.96502690624977,47.26515987944282,799.999964604452,1.4732613801725737e-06,9.999966077714177,3.154418203684548e-05,2.2333018943271395e-06,26.76981321430736,997.7958940375976,2.200016153611183,0.004089808792450159
1.8,78.42884208123624,999.9667207457719,9.99974211129891,8.428842081236198,1.54180273760403,0.010051826435939812,3.4759947770623376e-07,0.0008627214980785364,0.003770891170617271,4.860991783587043e-05,0.027830931113890275,-0.00013212562298744302,0.0017609476480110074,9.998371177974981,6.247384442084254e-05,1.2845736508052972e-05,0.00018256912015941475,5.400505327567001e-05,119.99994599494673,1.5031009043269903e-07,99.92153665473155,0.07846334526839774,45.86554730076402,47.603809833306805,799.999963677229,1.5111276603849695e-06,9.999965188357342,3.2357177167776335e-05,2.304155406212431e-06,26.53064286592912,997.7654054232819,2.2303908399622365,0.004203736757023482
1.81,78.42092518172876,999.9658879668049,9.999735980675752,8.42092518172873,1.5492621434257308,0.010190336408266557,3.563084555124863e-07,0.0008791017000332553,0.0038446087778771817,4.978851147262774e-05,0.02855648626535281,-0.00013467815482136694,0.0017958277945642994,9.998338850360263,6.371863504489493e-05,1.3105236444800095e-05,0.00018719545275718222,5.5186510595107424e-05,119.9999448134894,1.559919627809422e-07,99.92110076477051,0.078899235229438,45.76459708103362,47.94199750618744,799.9999627318696,1.5497130990019595e-06,9.999964281583447,3.318563745422424e-05,2.3767871417018177e-06,26.293405412778885,997.7347008657902,2.260979080718681,0.004320053492337498
1.82,78.41301658475668,999.9650394446842,9.99972974350057,8.413016584756642,1.5567089060165071,0.010329834410585343,3.6518230105610304e-07,0.0008956902018124575,0.003919289665037056,5.0991233607779456e-05,0.029296367613555748,-0.00013726438576534426,0.0018311711888062835,9.998306093196964,6.498004970627435e-05,1.3368256145305434e-05,0.0001919081935769216,5.6385675695359585e-05,119.99994361432431,1.6185184326370608e-07,99.92066487510424,0.07933512489571415,45.66220186901491,48.27971094951748,799.9999617681467,1.5890239089491193e-06,9.99996335717147,3.4029747232617134e-05,2.4512294603261946e-06,26.058087181467556,997.7037806968879,2.291780511923655,0.004438791189740897
1.83,78.40511628007677,999.9641749817118,9.99972339865214,8.40511628007673,1.564143023267792,0.010470319359594473,3.7422308849688716e-07,0.0009124874399644912,0.003994939507881801,5.221858450504628e-05,0.030050764133828414,-0.00013988379424068498,0.001866979855530649,9.998272903938716,6.62581893833233e-05,1.3634817567594703e-05,0.0001967083409083453,5.760267976667776e-05,119.99994239732024,1.6789413560303155e-07,99.92022898573589,0.07977101426406231,45.55838709678803,48.616938342258464,799.9999607858314,1.6290691762422597e-06,9.999962414901368,3.488968937088489e-05,2.5275151306432122e-06,25.82467456095345,997.6726452547489,2.322794763037172,0.004559982215264397
1.84,78.39722425746122,999.9632943790926,9.9997169450066,8.39722425746118,1.5715644931673456,0.010611790140054462,3.834329035472637e-07,0.0009294946958124726,0.004071563988242056,5.347099289941902e-05,0.03081986591036759,-0.00014253666166316395,0.001903256676921959,9.998239279984746,6.755315491898273e-05,1.3904942574050455e-05,0.00020159689590442913,5.883765370052119e-05,119.9999411623463,1.741233229140726e-07,99.91979309666868,0.08020690333127617,45.4531779509719,48.953668016833745,799.9999597846935,1.6698572968257199e-06,9.999961454551615,3.576564781040323e-05,2.605677256799329e-06,25.593154032194303,997.64129488546,2.3540214554810546,0.004683659060208607
1.85,78.38934050669758,999.9623974369408,9.999710381437719,8.389340506697534,1.5789733137992112,0.010754245606266005,3.928138434001028e-07,0.0009467135928057402,0.004149168773867088,5.474886209107901e-05,0.03160386414188301,-0.0001452235969692425,0.001940004877714565,9.99820521871926,6.886504680235854e-05,1.4178652925325457e-05,0.0002065748625516023,6.00907280066754e-05,119.999939909272,1.8054396812160666e-07,99.91935720790585,0.0806427920941061,45.34659938153262,49.289888454810715,799.9999587645023,1.7113963991546208e-06,9.999960475899499,3.6657807250386116e-05,2.6857492881145075e-06,25.36351216365661,997.6097299427224,2.3854602029347727,0.0048098543440709225
1.86,78.38146501758868,999.9614839542874,9.999703706817042,8.381465017588638,1.5863694833435664,0.010897684583019932,4.0236801666535335e-07,0.0009641458472940956,0.004227759508290558,5.60525928221315e-05,0.032402951141934304,-0.0001479453008746956,0.001977227769871247,9.998170717531009,7.019396505736632e-05,1.4455970276648734e-05,0.0002116432476214211,6.136203276768005e-05,119.99993863796725,1.8716071457244335e-07,99.9189213194507,0.08107868054925875,45.23867610714515,49.625588284202244,799.999957725026,1.7536945534347984e-06,9.999959478721282,3.756635298523252e-05,2.767765024223011e-06,25.13573560865255,997.577950787649,2.417110611537562,0.004938600814670922
1.87,78.37359777995265,999.960553729095,9.999696920014044,8.37359777995262,1.5937530000764235,0.01104210586564145,4.1209754321405626e-07,0.0009817929753348836,0.00430734180282409,5.738260942315048e-05,0.0332173203288415,-0.0001507022906349112,0.0020149284539593085,9.998135773836681,7.15400091692466e-05,1.4736916182337369e-05,0.00021680306060267374,6.265169763070671e-05,119.99993734830238,1.9397828691546558e-07,99.91848543130656,0.08151456869339686,45.12943261562398,49.960756279072,799.9999566660317,1.7967600107952651e-06,9.999958462792389,3.849147071513218e-05,2.851758613647873e-06,24.909811105303966,997.5459577887035,2.4489722799533307,0.005069931344435743
1.8800000000000001,78.36573878362296,999.9596065584255,9.999690019897242,8.365738783622932,1.6011238623686428,0.01118750821446367,4.220045524950029e-07,0.0009996514736567775,0.004387921108165904,5.873978918887095e-05,0.034047166139736025,-0.00015349037494466898,0.002053104911703586,9.998100385463246,7.290327694774714e-05,1.5021512187233802e-05,0.00022205531362154315,6.39598517937271e-05,119.99993604014821,2.010014930194685e-07,99.91804954347683,0.081950456523141,45.0188931427539,50.29538136909781,799.9999555872845,1.8406051460159497e-06,9.999957427890369,3.943334362200859e-05,2.9377645213861856e-06,24.685725488148236,997.5137513222885,2.4810447988010433,0.0052038789116542845
1.8900000000000001,78.3578880184482,999.9586422380806,9.999683005331903,8.35788801844817,1.608482068687328,0.011333890368603135,4.32091187143556e-07,0.0010177236823062522,0.004469503003133559,6.01244945973452e-05,0.034892684207458814,-0.00015631085426250904,0.002091761067740448,9.998064549786527,7.428386707466815e-05,1.53097796169532e-05,0.00022740102140314807,6.528662401146468e-05,119.99993471337599,2.082352222951132e-07,99.9176136559649,0.08238634403506481,44.90708172596276,50.62945261463127,799.99995448855,1.8852375677345372e-06,9.999956373788258,4.0392158920848746e-05,3.025817603869413e-06,24.46346565940592,997.4813317710838,2.513327752283658,0.005340476633813256
1.9000000000000001,78.35004547429219,999.9576605628869,9.999675875181936,8.35004547429216,1.6158276175943063,0.011481251036123363,4.4235960011660454e-07,0.0010360094639997812,0.004552092973131656,6.153731466105333e-05,0.03575407121591935,-0.00015916270762476113,0.0021308983163583614,9.998028264391271,7.568187714435171e-05,1.5601739736574416e-05,0.0002328412011824664,6.663214257714537e-05,119.99993336785744,2.1568444841570204e-07,99.91717776877427,0.08282223122569822,44.794022166440506,50.962959223965555,799.999953369592,1.9306669265876186e-06,9.999955300259684,4.1368102819857576e-05,3.1159530525725734e-06,24.24301860959389,997.4486995251365,2.5458207171275924,0.005479757737221856
1.9100000000000001,78.34221114103393,999.95666132663,9.999668628309491,8.342211141033902,1.6231605077461944,0.011629588897035107,4.5281195534705686e-07,0.0010545083125367005,0.004635696466026788,6.297887710283777e-05,0.03663152493026047,-0.00016204457256337708,0.002170517668512394,9.997991526904057,7.709740415444687e-05,1.5897413709025358e-05,0.000238376872642777,6.799653531740514e-05,119.99993200346469,2.233542296465199e-07,99.91674188190844,0.08325811809152628,44.67973804103174,51.29589054765659,799.9999522301737,1.976903189118518e-06,9.999954207077584,4.236136178219271e-05,3.208206409032896e-06,24.024371411311613,997.4158549814556,2.5785232629843313,0.005621755561273349
1.92,78.33438500856757,999.955644322222,9.999661263576622,8.334385008567544,1.6304807378940946,0.011778902601472477,4.6345042606178676e-07,0.0010732244846697687,0.004720318765882729,6.444993589193103e-05,0.03752524409694361,-0.00016495983469093592,0.0022106248132617843,9.997954335021435,7.853054304085917e-05,1.6196822493472742e-05,0.00024400905784320074,6.937992910682487e-05,119.9999306200709,2.3124970966126355e-07,99.91630599537096,0.08369400462898897,44.56425270300891,51.62823607792913,799.999951070058,2.023952311235169e-06,9.999953094011037,4.337212569643144e-05,3.302613563316104e-06,23.807511219061897,997.3827985439456,2.611434952500604,0.005766503555066631
1.93,78.32656706680238,999.9546093411471,9.999653779839617,8.32656706680236,1.637788306883205,0.011929190776654495,4.742772003020343e-07,0.0010921665136630484,0.004805965589743481,6.594929607385387e-05,0.038435428624974406,-0.00016791467537550096,0.002251230016720568,9.997916684658662,7.998139254318362e-05,1.649998672030149e-05,0.0002497387811151937,7.078245095899042e-05,119.99992921754904,2.39376118320357e-07,99.91587010916548,0.08412989083448139,44.44758928133669,51.95998544867717,799.9999498890078,2.071818395178084e-06,9.999951960826861,4.440058627954705e-05,3.3992107493094117e-06,23.59242526998607,997.3495306233951,2.6445553413329708,0.005914035273190597
1.94,78.31875730566274,999.9535561739655,9.999646175954323,8.318757305662713,1.6450832136527966,0.012080452021872324,4.852944759556634e-07,0.0011113254424738824,0.004892642390913668,6.747913726031036e-05,0.03936227956003614,-0.0001709009214081383,0.0022923258669596998,9.997878575054456,8.145004931582452e-05,1.680692734760746e-05,0.00025556706901029395,7.220422772094232e-05,119.99992779577228,2.477387724416707e-07,99.9154342232956,0.08456577670435303,44.32977068715254,52.29112843247097,799.9999486867822,2.1205152599857717e-06,9.999950807298136,4.5446928545110916e-05,3.498034554523122e-06,23.37910088037642,997.3160516372152,2.6778839784101813,0.006064384375908858
1.95,78.31095571508811,999.9524846105506,9.999638450778455,8.310955715088088,1.6523654572363153,0.012232684905578913,4.96504458328974e-07,0.001130707822468517,0.004980354307219915,6.903943169186813e-05,0.04030599884592146,-0.00017392340485962636,0.002333920268569787,9.997840003136297,8.293660614384774e-05,1.711766510258918e-05,0.00026149495029597106,7.364538484554058e-05,119.99992635461514,2.5634307705708406e-07,99.91499833776506,0.08500166223490735,44.21081961335461,52.621654940711394,799.9999474631412,2.1700506077080796e-06,9.999949633192571,4.65113424389536e-05,3.5991219198420303e-06,23.167525445933926,997.2823620094044,2.7114204059708964,0.006217584626031812
1.96,78.30316228503412,999.9513944392969,9.999630603164253,8.303162285034102,1.659635036767398,0.012385887972941488,5.079093681149645e-07,0.001150311984103318,0.005069106823651909,7.063053605731303e-05,0.041266789701825846,-0.00017697950660777959,0.002376013147262562,9.997800966359353,8.444115919382498e-05,1.7432220547999844e-05,0.00026752345600242547,7.510604807724808e-05,119.99992489395191,2.651945325363018e-07,99.91456245257757,0.08543754742239838,44.090758520184856,52.95155503255403,799.9999462178438,2.220433452788452e-06,9.999948438277919,4.759401739415478e-05,3.702510161020222e-06,22.957686447261036,997.2484621709283,2.74516415918185,0.006373669891205353
1.97,78.29537700547183,999.9502854477291,9.999622631964204,8.295377005471808,1.6668919514755325,0.012540059740256043,5.1951143527018e-07,0.0011701389149105762,0.005158905238613414,7.22530704776238e-05,0.04224485634618753,-0.00018006936588796306,0.0024186069806105804,9.997761462385284,8.596380242726701e-05,1.775061410347106e-05,0.0002736536192622135,7.658634224459611e-05,119.99992341365774,2.74298731272187e-07,99.91412656773693,0.08587343226303272,43.969609646266726,53.28081890799027,799.9999449506475,2.271672564967956e-06,9.999947222320873,4.869514344679778e-05,3.80823695356816e-06,22.749571445742934,997.2143525593522,2.779114766511574,0.006532674137517313
1.98,78.28759986638427,999.9491574226499,9.999614536030537,8.287599866384245,1.6741362006644667,0.012695198702350707,5.313128974105595e-07,0.0011901903450060446,0.00524975474913106,7.390788005938921e-05,0.043240403796914496,-0.00018319400849362065,0.002461704931501025,9.997721489077,8.750462858957317e-05,1.8072866110562643e-05,0.0002798864747597908,7.808639161729371e-05,119.99992191360836,2.836613381583334e-07,99.91369068324698,0.08630931675297973,43.8473950592319,53.60943687569876,799.99994366131,2.3237766789080604e-06,9.999945985087441,4.9814910973818584e-05,3.916340252507947e-06,22.543168065069267,997.1800336172811,2.813271751315973,0.006694631404175015
1.99,78.27983085776981,999.9480101497408,9.999606314213187,8.279830857769783,1.681367783732965,0.01285130332925292,5.433160039319885e-07,0.0012104677222230245,0.005341660621637935,7.559527963165779e-05,0.04425363817219665,-0.00018635374778539756,0.002505309932625791,9.997681043815165,8.906373087139799e-05,1.839899679753931e-05,0.00028622305913891507,7.960632017380412e-05,119.9999203936798,2.9328811142049074e-07,99.91325479911161,0.08674520088836114,43.7241366084106,53.93739938316533,799.9999423495874,2.3767546226477708e-06,9.999944726342845,5.0953510679403155e-05,4.026858371190584e-06,22.33846400842399,997.1455057937275,2.8476346304511946,0.006859575822501832
2.0,78.27206996964479,999.9468434134907,9.99959796536066,8.272069969644768,1.6885867001909778,0.013008372060828645,5.555230168090762e-07,0.001230971570068902,0.005434628085993126,7.731581082367018e-05,0.04528476682548572,-0.00018954819666963668,0.002549423982795653,9.99764012421388,9.064120181952758e-05,1.8729026253542956e-05,0.0002926644112627352,8.114625128119354e-05,119.9999188537487,3.0318491988859923e-07,99.91281891533473,0.08718108466524233,43.59985588879654,54.26469703965404,799.9999410152352,2.4306152459563457e-06,9.999943445851343,5.211113369927929e-05,4.1398300434453915e-06,22.13544707154934,997.110769545109,2.8822029132640847,0.007027541628267986
2.0100000000000002,78.26431719203937,999.9456569975143,9.99958948832079,8.26431719203936,1.6957929496338582,0.0131664033135518,5.679362072640283e-07,0.0012517029682927118,0.00552866231058927,7.907010915388694e-05,0.04633399803841113,-0.00019277758196699878,0.0025940496085460484,9.997598727973427,9.223713311723554e-05,1.906297445313795e-05,0.0002992115716345144,8.270630773868588e-05,119.99991729369225,3.1335771845895414e-07,99.91238303192031,0.08761696807964509,43.47457430099876,54.59132057810288,799.9999396580082,2.4853674007590875e-06,9.999942143376462,5.328797149917729e-05,4.2552943268647365e-06,21.934105120898284,997.0758253334554,2.91697610341084,0.007198563135006868
2.02,78.25657251499807,999.9444506844782,9.999580881940352,8.25657251499806,1.702986531745382,0.013325395480664954,5.805578565244593e-07,0.0012726629667777624,0.0056237684473288,8.085873263010168e-05,0.04740154106904465,-0.00019604203425713763,0.002639189306223733,9.99755685272804,9.385161603175173e-05,1.9400861253549388e-05,0.0003058655823583078,8.428661185896315e-05,119.99991571338813,3.23812552881068e-07,99.91194714887241,0.08805285112754545,43.34831304527605,54.917260858997864,799.9999382776602,2.541019954439338e-06,9.99994081868098,5.448421585867939e-05,4.373290615708651e-06,21.734426095726015,997.0406736265018,2.9519536987676944,0.007372674731881525
2.0300000000000002,78.24883592857286,999.9432242565615,9.999572145065635,8.248835928572847,1.710167446255495,0.013485346943104055,5.933902509579917e-07,0.001293852614748732,0.005719951630057305,8.268226044347364e-05,0.04848760568242247,-0.00019934170074079703,0.0026848455655136146,9.997514496135233,9.548474152119672e-05,1.9742706451664635e-05,0.0003126274863889132,8.588728568269351e-05,119.99991411271431,3.3455551606889717e-07,99.91151126619506,0.08848873380489575,43.221093217156806,55.24250880948164,799.9999368739446,2.59758178178263e-06,9.999939471527286,5.5700058724501125e-05,4.49385847976058e-06,21.536397973361485,997.0053148949775,2.987135194175471,0.007549910848357385
2.04,78.24110742284506,999.9419774940314,9.999563276541059,8.241107422845051,1.7173356930750212,0.013646256034277524,6.064356971185629e-07,0.001315272900069053,0.005817216934747489,8.4541274875556e-05,0.04959240362770378,-0.00020267666875543097,0.0027310207991865453,9.997471655869576,9.713659945491066e-05,2.0088529605951672e-05,0.00031949832987702065,8.750845019963522e-05,119.9999124915498,3.455928881551526e-07,99.91107538389241,0.08892461610755432,43.092935503405855,55.56705561694774,799.9999354466137,2.6550617865377082e-06,9.999938101676268,5.693569267237374e-05,4.617038178393761e-06,21.340008879646344,996.9697496211932,3.022520072742574,0.007730306065498898
2.05,78.2333869878979,999.9407101770475,9.99955427521112,8.233386987897882,1.7244912721261478,0.013808121085073354,6.196965027005839e-07,0.0013369248278730177,0.005915569429497088,8.643637324201372e-05,0.05071614676912696,-0.00020604705403827692,0.00277771743376813,9.997428329620277,9.880727958580404e-05,2.0438350257974357e-05,0.0003264791590343909,8.91502263107652e-05,119.99991084977367,3.5693096348951173e-07,99.91063950196859,0.08936049803137286,42.96386056679958,55.89089248413064,799.999933995419,2.7134688729357005e-06,9.999936708888736,5.8191310292001104e-05,4.742870015997475e-06,21.145246949069715,996.9339782880312,3.0581078170023694,0.007913894967802516
2.06,78.22567461382984,999.9394220847792,9.999545139919404,8.225674613829838,1.7316341834251905,0.01397094040178249,6.331749858545597e-07,0.0013588093915467296,0.006015014150183029,8.836816063010003e-05,0.05185904800003446,-0.00020945296553447383,0.0028249378746799192,9.997384515090863,0.00010049687107688958,2.079218782439615e-05,0.00033357102169188766,9.081273436091345e-05,119.99990918726563,3.685761346249661e-07,99.91020362042781,0.08979637957215393,42.83388885792353,56.214010748882785,799.999932520112,2.7728119597398484e-06,9.999935292924725,5.946710449243097e-05,4.871394656347748e-06,20.952100393193614,996.8980013843509,3.09389790343377,0.008100712216720967
2.07,78.2179702907546,999.9381129954296,9.99953586950883,8.21797029075459,1.7387644270815537,0.014134712266951097,6.468734749345434e-07,0.0013809275812637464,0.006115556096576315,9.033725454819024e-05,0.053021321220925025,-0.00021289451492590377,0.002872684512503738,9.997340210002427,0.00010220546245524213,2.1150061594135268e-05,0.00034077496711737367,9.249609411741978e-05,119.99990750390587,3.805348943010295e-07,99.9097677392743,0.09023226072565038,42.70304061889863,56.53640188189385,799.9999310204427,2.8330999786775405e-06,9.999933853543526,6.076326846808603e-05,5.002653121200711e-06,20.76055749920745,996.8618194047447,3.1298898027153648,0.00829079254122467
2.08,78.21027400881599,999.9367826852734,9.999526462820894,8.210274008815976,1.745882003389786,0.014299434916124187,6.607943186607818e-07,0.001403280384130809,0.00621720020850537,9.234427132311055e-05,0.054203182335821005,-0.00021637180898231007,0.0029209597190655292,9.997295412089922,0.00010393314110558132,2.151199060258863e-05,0.00034809204739457675,9.420042422148415e-05,119.99990579957577,3.928139348786646e-07,99.90933185851245,0.09066814148751652,42.57133567895099,56.8580576169335,799.9999294961601,2.8943418868792343e-06,9.999932390502957,6.207999597392504e-05,5.136687143405411e-06,20.57060670411545,996.8254328551534,3.166082974042118,0.00848417080576761
2.09,78.20258575816224,999.9354309303254,9.999516918697152,8.202585758162227,1.7529869126709816,0.014465106578993425,6.74939868507282e-07,0.001425868766045825,0.006319951416904004,9.438984122700424e-05,0.05540484752088211,-0.00021988494772407822,0.0029697658426250336,9.997250119105106,0.00010567999424173468,2.1877993847403874e-05,0.00035552331475560147,9.592584313144376e-05,119.99990407415687,4.0541998169813077e-07,99.90889597814656,0.09110402185339128,42.438793811797325,57.17896972318264,799.9999279470132,2.9565466429728707e-06,9.999930903560669,6.341748079832291e-05,5.273538560035486e-06,20.38223646501997,996.7888422428607,3.202476875255556,0.008680881884883243
2.1,78.19490552895554,999.9340575057295,9.999507235978779,8.19490552895553,1.7600791553315067,0.014631725464276784,6.893124851439675e-07,0.0014486937014605828,0.006423814619360274,9.64746011959849e-05,0.056626533861204,-0.00022343404098560242,0.003019105229142915,9.99720432881185,0.00010744610848833763,2.224809020830426e-05,0.0003630698225214543,9.767246875894313e-05,119.99990232753125,4.183598557730552e-07,99.9084600981811,0.09153990181886712,42.305434603393586,57.4991300895004,799.9999263727497,3.0197232155141063e-06,9.999929392473666,6.477591694901993e-05,5.4132495379055304e-06,20.19543530710595,996.7520480801508,3.239070959143927,0.008880960706461875
2.11,78.18723331137225,999.9326621857463,9.999497413506559,8.187233311372232,1.7671587318641993,0.014799289759521005,7.039145385781655e-07,0.0014717561453066522,0.006528794682470714,9.85991941593153e-05,0.05786845936293061,-0.00022701918254541573,0.0030689801961122343,9.997158038986441,0.0001092315698985474,2.2622298443057795e-05,0.00037073262509744383,9.944041846249462e-05,119.99990055958155,4.316404755149429e-07,99.90802421862047,0.09197578137948907,42.171277449398545,57.818530726051335,799.999924773117,3.0838805829629235e-06,9.999927856998303,6.615549865265293e-05,5.55586257840044e-06,20.010191824550056,996.7150508843569,3.275864673392819,0.009084442251381221
2.12,78.17956909560336,999.9312447437285,9.999487450120954,8.179569095603343,1.774225642851311,0.014967797630574894,7.187484084129961e-07,0.0014950570485213696,0.006634896439115817,0.00010076427507341252,0.05913084297987469,-0.00023064047010844507,0.003119393046855866,9.997111247423259,0.00011103646391454194,2.3000637181828855e-05,0.0003785127779474199,0.00010122980901823741,119.999898770191,4.452688611666159e-07,99.90758833946921,0.092411660530753,42.03634154935289,58.13716376802801,799.9999231478618,3.149027733490025e-06,9.999926296890266,6.755642035073225e-05,5.701420529452363e-06,19.826494682619032,996.6778511779672,3.3128574604813896,0.009291361552462159
2.13,78.17191287185457,999.9298049521257,9.999477344662186,8.171912871854554,1.7812798889644894,0.015137247221868311,7.33816483801174e-07,0.0015185973576337167,0.006742124689243084,0.00010297050561591144,0.06041390460878323,-0.000234298000656057,0.0031703460706609316,9.997063951930002,0.00011286087537248479,2.3383124926036932e-05,0.0003864113375143897,0.00010304075661449883,119.99989695924339,4.592521361965175e-07,99.90715246073187,0.09284753926810495,41.90064590758898,58.455021475078496,799.9999214967302,3.215173664301216e-06,9.999924711904601,6.89788766850671e-05,5.84996658618943e-06,19.644332617332452,996.6404494885392,3.3500487577707942,0.009501753691062341
2.14,78.16426463035052,999.928342582232,9.999467095970276,8.164264630350486,1.7883214709904136,0.015307636650647594,7.491211661062073e-07,0.0015423780083538858,0.00685048419046687,0.0001052185572139972,0.06171786535249479,-0.0002379918666256449,0.0032218415337233785,9.99701615033291,0.00011470488832583207,2.3769780010061412e-05,0.00039442936138643804,0.00010487337667349839,119.99989512662333,4.7359755892882837e-07,99.90671658241304,0.09328341758692654,41.76420927858531,58.772096266147884,799.9999198194674,3.282327383250935e-06,9.999923101795524,7.042306253408e-05,6.001544391368724e-06,19.46369445526674,996.6028463500315,3.387437996163144,0.00971565380624649
2.15,78.15662436131574,999.9268574053397,9.99945670288519,8.156624361315721,1.7953503897156062,0.015478964033992603,7.646648567137758e-07,0.0015663999380620586,0.006959979700232211,0.00010750910177783341,0.06304294631593972,-0.00024172216217371571,0.0032738817037459315,9.996967840458435,0.0001165685868285338,2.4160620769175185e-05,0.00040256790721101133,0.00010672778462317512,119.99989327221537,4.883123864328867e-07,99.90628070451737,0.09371929548259972,41.627050416428936,59.088380560429286,799.9999181158186,3.3504978986978744e-06,9.999921466317248,7.18891727870629e-05,6.156197586672675e-06,19.284569023141707,996.5650422964595,3.4250246065019425,0.009933097039468219
2.16,78.14899205500053,999.9253491912053,9.999446164247004,8.14899205500051,1.8023666460819714,0.015651227453261325,7.804499732543456e-07,0.0015906640625278255,0.007070615914710913,0.00010984283135163174,0.064389370211848,-0.0002454889721837174,0.0033264688081552926,9.996919020164036,0.00011845205382108944,2.455566530635031e-05,0.00041082803386835893,0.00010860409481710278,119.99989139590518,5.034040637022505e-07,99.90584482704955,0.09415517295041748,41.48918774037571,59.40386699062428,799.999916385528,3.419694230724435e-06,9.999919805222929,7.337740259498163e-05,6.313970421392685e-06,19.106945268999937,996.5270378701595,3.4628080112464805,0.010154118594901304
