t,S,M
6.23,0.15267817963632418,0.8473218203636758
6.24,0.15232265523241686,0.847677344767583
6.25,0.15196781021703665,0.8480321897829632
6.26,0.1516136439834453,0.8483863560165547
6.2700000000000005,0.15126015592211928,0.8487398440778806
6.28,0.15090734542076878,0.8490926545792312
6.29,0.15055521186435647,0.8494447881356435
6.3,0.1502037546351165,0.8497962453648834
6.3100000000000005,0.1498529731125735,0.8501470268874265
6.32,0.14950286667356144,0.8504971333264385
6.33,0.14915343469224251,0.8508465653077575
6.34,0.14880467654012622,0.8511953234598737
6.3500000000000005,0.14845659158608815,0.8515434084139119
6.36,0.14810917919638908,0.8518908208036109
6.37,0.14776243873469377,0.8522375612653063
6.38,0.14741636956209,0.85258363043791
6.390000000000001,0.14707097103710748,0.8529290289628925
6.4,0.14672624251573693,0.853273757484263
6.41,0.14638218335144879,0.8536178166485512
6.42,0.14603879289521246,0.8539612071047875
6.43,0.145696070495515,0.854303929504485
6.44,0.14535401549838034,0.8546459845016197
6.45,0.14501262724738812,0.8549873727526118
6.46,0.14467190508367947,0.8553280949163204
6.47,0.1443318483407765,0.8556681516592235
6.48,0.1439924563500819,0.856007543649918
6.49,0.14365372844453603,0.856346271555464
6.5,0.14331566395467482,0.8566843360453251
6.51,0.14297826220864734,0.8570217377913526
6.5200000000000005,0.1426415225322332,0.8573584774677667
6.53,0.14230544424885988,0.8576945557511401
6.54,0.14197002667962022,0.8580299733203798
6.55,0.1416352691432896,0.8583647308567104
6.5600000000000005,0.1413011709563435,0.8586988290436565
6.57,0.1409677314329748,0.8590322685670252
6.58,0.14063494988511094,0.8593650501148891
6.59,0.14030282562243132,0.8596971743775687
6.6000000000000005,0.13997135795238463,0.8600286420476153
6.61,0.13964054618020616,0.8603594538197937
6.62,0.13931038960893485,0.8606896103910651
6.63,0.13898088753943066,0.8610191124605693
6.640000000000001,0.1386520392703918,0.8613479607296082
6.65,0.13832384409837195,0.8616761559016279
6.66,0.1379963013177974,0.8620036986822025
6.67,0.1376694102209841,0.8623305897790158
6.68,0.1373431700981552,0.8626568299018448
6.69,0.1370175802374576,0.8629824197625423
6.7,0.13669263992497976,0.8633073600750202
6.71,0.13636834844476822,0.8636316515552317
6.72,0.136044705078845,0.8639552949211549
6.73,0.13572170910722456,0.8642782908927753
6.74,0.13539935980793097,0.864600640192069
6.75,0.1350776564570148,0.864922343542985
6.76,0.1347565983285703,0.8652434016714295
6.7700000000000005,0.1344361846947522,0.8655638153052477
6.78,0.13411641482579298,0.8658835851742069
6.79,0.13379728799001964,0.8662027120099802
6.8,0.1334788034538707,0.8665211965461291
6.8100000000000005,0.13316096048191317,0.8668390395180867
6.82,0.13284375833685955,0.8671562416631403
6.83,0.13252719627958454,0.8674728037204154
6.84,0.13221127356914217,0.8677887264308577
6.8500000000000005,0.13189598946278244,0.8681040105372174
6.86,0.1315813432142489,0.8684186567857509
6.87,0.13126733407286428,0.8687326659271356
6.88,0.13095396128975084,0.869046038710249
6.890000000000001,0.13064122411442258,0.8693587758855773
6.9,0.13032912179463849,0.8696708782053614
6.91,0.1300176535764181,0.8699823464235817
6.92,0.12970681870405737,0.8702931812959425
6.93,0.1293966164201444,0.8706033835798554
6.94,0.12908704596557516,0.8709129540344247
6.95,0.1287781065795691,0.8712218934204308
6.96,0.12846979749968482,0.871530202500315
6.97,0.12816211796183574,0.871837882038164
6.98,0.12785506720030565,0.8721449327996942
6.99,0.12754864444776431,0.8724513555522355
7.0,0.1272428489352829,0.872757151064717
7.01,0.1269376798923496,0.8730623201076502
7.0200000000000005,0.1266331365468851,0.8733668634531148
7.03,0.12632921812525794,0.8736707818747419
7.04,0.12602592385230005,0.8739740761476997
7.05,0.125723252951322,0.8742767470486779
7.0600000000000005,0.12542120464412854,0.8745787953558712
7.07,0.12511977815103384,0.874880221848966
7.08,0.12481897269087674,0.8751810273091231
7.09,0.12451878748103619,0.8754812125189636
7.1000000000000005,0.1242192217374463,0.8757807782625535
7.11,0.1239202746746118,0.876079725325388
7.12,0.123621945505623,0.8763780544943768
7.13,0.12332423344217111,0.8766757665578286
7.140000000000001,0.1230271376945633,0.8769728623054365
7.15,0.1227306574717379,0.8772693425282619
7.16,0.12243479198127939,0.8775652080187204
7.17,0.12213954042943348,0.8778604595705664
7.18,0.12184490202112211,0.8781550979788777
7.19,0.12155087595995853,0.8784491240400413
7.2,0.12125746144826222,0.8787425385517376
7.21,0.12096465768707378,0.879035342312926
7.22,0.12067246387616991,0.87932753612383
7.23,0.12038087921407824,0.8796191207859216
7.24,0.1200899028980923,0.8799100971019075
7.25,0.11979953412347795,0.8802004658765219
7.26,0.11950977207939893,0.8804902279206009
7.2700000000000005,0.11922061595792985,0.88077938404207
7.28,0.11893206495095164,0.8810679350490482
7.29,0.1186441182491604,0.8813558817508395
7.3,0.1183567750420816,0.8816432249579184
7.3100000000000005,0.11807003451808425,0.8819299654819157
7.32,0.11778389586439503,0.8822161041356049
7.33,0.11749835826711219,0.8825016417328877
7.34,0.11721342091121978,0.8827865790887801
7.3500000000000005,0.11692908298060145,0.8830709170193984
7.36,0.11664534365805468,0.8833546563419452
7.37,0.11636220212530442,0.8836377978746955
7.38,0.11607965756301714,0.8839203424369828
7.390000000000001,0.11579770915081469,0.8842022908491852
7.4,0.11551635606728819,0.8844836439327118
7.41,0.11523559749001164,0.8847644025099883
7.42,0.11495543259555585,0.8850445674044441
7.43,0.11467586055950213,0.8853241394404979
7.44,0.11439688055645596,0.8856031194435441
7.45,0.11411849176006073,0.8858815082399393
7.46,0.11384069334301126,0.8861593066569887
7.47,0.1135634844770675,0.8864365155229326
7.48,0.113286864333068,0.8867131356669321
7.49,0.1130108320809436,0.8869891679190565
7.5,0.11273538688973075,0.8872646131102693
7.51,0.11246052792758508,0.887539472072415
7.5200000000000005,0.11218625436179476,0.8878137456382054
7.53,0.11191256535879406,0.888087434641206
7.54,0.11163946008417652,0.8883605399158236
7.55,0.11136693770270839,0.8886330622972918
7.5600000000000005,0.11109499737834189,0.8889050026216583
7.57,0.11082363827422856,0.8891763617257716
7.58,0.11055285955273239,0.8894471404472678
7.59,0.11028266037544307,0.8897173396245571
7.6000000000000005,0.11001303990318911,0.8899869600968111
7.61,0.10974399729605114,0.890256002703949
7.62,0.10947553171337475,0.8905244682866255
7.63,0.10920764231378378,0.8907923576862165
7.640000000000001,0.10894032825519322,0.891059671744807
7.65,0.10867358869482231,0.8913264113051779
7.66,0.10840742278920745,0.8915925772107928
7.67,0.10814182969421514,0.8918581703057851
7.68,0.10787680856505487,0.8921231914349453
7.69,0.10761235855629202,0.8923876414437082
7.7,0.10734847882186074,0.8926515211781395
7.71,0.10708516851507663,0.8929148314849236
7.72,0.10682242678864962,0.8931775732113506
7.73,0.10656025279469658,0.8934397472053036
7.74,0.10629864568475426,0.893701354315246
7.75,0.10603760460979168,0.8939623953902086
7.76,0.10577712872022295,0.8942228712797773
7.7700000000000005,0.10551721716570636,0.8944827828342939
7.78,0.10525786908596685,0.8947421309140334
7.79,0.10499908362377071,0.8950009163762296
7.8,0.10474085992620362,0.8952591400737966
7.8100000000000005,0.10448319713981029,0.89551680286019
7.82,0.10422609441060604,0.8957739055893942
7.83,0.10396955088408796,0.8960304491159123
7.84,0.10371356570524634,0.8962864342947539
7.8500000000000005,0.10345813801857592,0.8965418619814244
7.86,0.10320326696808711,0.8967967330319131
7.87,0.10294895169731719,0.897051048302683
7.88,0.10269519134934138,0.8973048086506589
7.890000000000001,0.10244198506678401,0.8975580149332162
7.9,0.10218933199182963,0.8978106680081706
7.91,0.10193723126623384,0.8980627687337663
7.92,0.10168568203133445,0.8983143179686658
7.930000000000001,0.10143468342806224,0.8985653165719379
7.94,0.10118423459695204,0.8988157654030482
7.95,0.10093433467815337,0.8990656653218468
7.96,0.10068498281144134,0.8993150171885589
7.97,0.10043617813622742,0.8995638218637727
7.98,0.10018791979157007,0.8998120802084301
7.99,0.09994020691618555,0.9000597930838146
8.0,0.09969303864845837,0.9003069613515418
8.01,0.099446414126452,0.9005535858735482
8.02,0.09920033248791937,0.9007996675120807
8.03,0.09895479287031335,0.9010452071296867
8.040000000000001,0.0987097944107972,0.9012902055892029
8.05,0.09846533624625513,0.9015346637537449
8.06,0.0982214175133024,0.9017785824866977
8.07,0.09797803734829585,0.9020219626517042
8.08,0.09773519488734413,0.9022648051126559
8.09,0.09749288926631788,0.9025071107336822
8.1,0.09725111962086005,0.90274888037914
8.11,0.09700988508639594,0.9029901149136041
8.120000000000001,0.09676918479814332,0.9032308152018567
8.13,0.09652901789112268,0.9034709821088773
8.14,0.09628938350016696,0.9037106164998331
8.15,0.09605028075993173,0.9039497192400683
8.16,0.09581170880490508,0.9041882911950949
8.17,0.09557366676941755,0.9044263332305824
8.18,0.0953361537876519,0.9046638462123481
8.19,0.09509916899365302,0.9049008310063469
8.2,0.09486271152133764,0.9051372884786623
8.21,0.09462678050450402,0.9053732194954959
8.22,0.0943913750768418,0.9056086249231581
8.23,0.09415649437194143,0.9058435056280585
8.24,0.09392213752330385,0.9060778624766961
8.25,0.0936883036643501,0.9063116963356498
8.26,0.09345499192843076,0.9065450080715691
8.27,0.09322220144883545,0.9067777985511645
8.28,0.09298993135880222,0.9070100686411976
8.290000000000001,0.09275818079152695,0.9072418192084729
8.3,0.09252694887839011,0.9074730511216097
8.31,0.09229623474945355,0.9077037652505463
8.32,0.09206603753742101,0.9079339624625788
8.33,0.09183635637501282,0.908163643624987
8.34,0.09160719039493778,0.9083928096050621
8.35,0.0913785387299021,0.9086214612700977
8.36,0.09115040051261804,0.9088495994873818
8.370000000000001,0.09092277487581263,0.9090772251241872
8.38,0.09069566095223647,0.9093043390477633
8.39,0.0904690578746721,0.9095309421253277
8.4,0.09024296477594278,0.909757035224057
8.41,0.09001738078892084,0.9099826192110789
8.42,0.08979230504653628,0.9102076949534635
8.43,0.08956773668178515,0.9104322633182146
8.44,0.08934367482773793,0.9106563251722618
8.45,0.08912011861754786,0.9108798813824519
8.46,0.08889706718445921,0.9111029328155406
8.47,0.08867451966181564,0.9113254803381841
8.48,0.08845247518306824,0.9115475248169315
8.49,0.08823093288178376,0.911769067118216
8.5,0.0880098918916527,0.911990108108347
8.51,0.08778935134649742,0.9122106486535023
8.52,0.08756931038028005,0.9124306896197196
8.53,0.08734976812711058,0.9126502318728892
8.540000000000001,0.08713072372125466,0.912869276278745
8.55,0.08691217629714162,0.9130878237028581
8.56,0.08669412498937218,0.9133058750106275
8.57,0.08647656893272623,0.9135234310672735
8.58,0.08625950726217067,0.9137404927378291
8.59,0.08604293911286702,0.9139570608871327
8.6,0.08582686362017909,0.9141731363798207
8.61,0.0856112799196806,0.9143887200803191
8.620000000000001,0.08539618714716264,0.9146038128528371
8.63,0.08518158443864142,0.9148184155613583
8.64,0.08496747093036541,0.9150325290696343
8.65,0.08475384575882298,0.9152461542411767
8.66,0.0845407080607497,0.91545929193925
8.67,0.08432805697313567,0.915671943026864
8.68,0.08411589163323278,0.9158841083667669
8.69,0.083904211178562,0.9160957888214377
8.700000000000001,0.08369301474692045,0.9163069852530793
8.71,0.08348230147638878,0.916517698523611
8.72,0.08327207050533797,0.9167279294946618
8.73,0.08306232097243653,0.9169376790275632
8.74,0.08285305201665752,0.9171469479833422
8.75,0.0826442627772855,0.9173557372227142
8.76,0.08243595239392335,0.9175640476060765
8.77,0.08222812000649926,0.9177718799935005
8.78,0.08202076475527348,0.9179792352447264
8.790000000000001,0.08181388578084504,0.9181861142191547
8.8,0.08160748222415871,0.9183925177758411
8.81,0.08140155322651138,0.9185984467734885
8.82,0.08119609792966466,0.9188039020703351
8.83,0.08099111547613824,0.9190088845238615
8.84,0.0807866050084344,0.9192133949915654
8.85,0.0805825656693796,0.9194174343306202
8.86,0.08037899660218735,0.9196210033978125
8.870000000000001,0.08017589695046473,0.9198241030495351
8.88,0.07997326585821891,0.9200267341417809
8.89,0.07977110246986324,0.9202288975301366
8.9,0.07956940593022378,0.920430594069776
8.91,0.07936817538454549,0.9206318246154543
8.92,0.07916740997849847,0.9208325900215014
8.93,0.07896710885818416,0.9210328911418157
8.94,0.07876727117014139,0.9212327288298585
8.950000000000001,0.07856789606135253,0.9214321039386474
8.96,0.07836898267924967,0.9216310173207503
8.97,0.07817053017172032,0.9218294698282796
8.98,0.07797253768711354,0.9220274623128863
8.99,0.07777500437424587,0.9222249956257541
9.0,0.0775779293824071,0.9224220706175928
9.01,0.07738131186136613,0.9226186881386339
9.02,0.07718515096137676,0.9228148490386232
9.03,0.07698944583318339,0.9230105541668167
9.040000000000001,0.07679419562802661,0.9232058043719734
9.05,0.07659939949764906,0.923400600502351
9.06,0.07640505659430077,0.9235949434056993
9.07,0.07621116607074484,0.9237888339292553
9.08,0.07601772708026287,0.9239822729197372
9.09,0.07582473877666047,0.9241752612233396
9.1,0.07563220031427265,0.9243677996857275
9.11,0.07544011084796912,0.924559889152031
9.120000000000001,0.07524846953315965,0.9247515304668404
9.13,0.07505727552579942,0.9249427244742007
9.14,0.07486652798239407,0.9251334720176061
9.15,0.07467622606000499,0.9253237739399952
9.16,0.07448636891625442,0.9255136310837457
9.17,0.07429695570933056,0.9257030442906696
9.18,0.0741079855979926,0.9258920144020076
9.19,0.07391945774157567,0.9260805422584245
9.200000000000001,0.07373137129999584,0.9262686287000044
9.21,0.07354372543375508,0.9264562745662451
9.22,0.07335651930394596,0.9266434806960543
9.23,0.0731697520722566,0.9268302479277436
9.24,0.07298342290097536,0.9270165770990249
9.25,0.07279753095299563,0.9272024690470047
9.26,0.07261207539182044,0.9273879246081798
9.27,0.07242705538156713,0.9275729446184331
9.28,0.07224247008697193,0.9277575299130283
9.290000000000001,0.07205831867339443,0.9279416813266058
9.3,0.0718746003068223,0.928125399693178
9.31,0.07169131415387542,0.9283086858461248
9.32,0.07150845938181048,0.9284915406181897
9.33,0.07132603515852533,0.9286739648414749
9.34,0.07114404065275684,0.9288559593472435
9.35,0.07096247503735784,0.9290375249626425
9.36,0.07078133748388171,0.9292186625161186
9.370000000000001,0.07060062716326365,0.9293993728367367
9.38,0.07042034324711814,0.9295796567528821
9.39,0.0702404849077431,0.9297595150922572
9.4,0.07006105131812448,0.9299389486818758
9.41,0.06988204165194067,0.9301179583480597
9.42,0.06970345508356664,0.9302965449164337
9.43,0.06952529078807836,0.9304747092119219
9.44,0.06934754794125698,0.9306524520587433
9.450000000000001,0.069170225719593,0.9308297742804073
9.46,0.06899332330029055,0.9310066766997097
9.47,0.06881683986127131,0.9311831601387289
9.48,0.06864077458117868,0.9313592254188215
9.49,0.06846512663938181,0.9315348733606184
9.5,0.06828989521597956,0.9317101047840206
9.51,0.06811507949180443,0.9318849205081957
9.52,0.06794067864842648,0.9320593213515737
9.53,0.0677666918681572,0.9322333081318429
9.540000000000001,0.06759311833405322,0.9324068816659469
9.55,0.06741995722992031,0.9325800427700798
9.56,0.06724720774031681,0.9327527922596833
9.57,0.06707486905055754,0.9329251309494425
9.58,0.06690294034671736,0.9330970596532827
9.59,0.06673142081563478,0.9332685791843652
9.6,0.06656030964491552,0.9334396903550846
9.61,0.06638960602293607,0.9336103939770639
9.620000000000001,0.06621930913884705,0.933780690861153
9.63,0.06604941818257684,0.9339505818174232
9.64,0.06587993234483476,0.9341200676551652
9.65,0.06571085081711454,0.9342891491828854
9.66,0.06554217279169763,0.9344578272083023
9.67,0.06537389746165642,0.9346261025383436
9.68,0.06520602402085746,0.9347939759791425
9.69,0.06503855166396467,0.9349614483360352
9.700000000000001,0.0648714795864425,0.9351285204135573
9.71,0.06470480698455901,0.9352951930154408
9.72,0.06453853305538886,0.935461466944611
9.73,0.0643726569968164,0.9356273430031834
9.74,0.06420717800753861,0.9357928219924612
9.75,0.06404209528706806,0.9359579047129317
9.76,0.06387740803573573,0.9361225919642641
9.77,0.06371311545469394,0.9362868845453058
9.78,0.06354921674591904,0.9364507832540807
9.790000000000001,0.06338571111221426,0.9366142888877854
9.8,0.06322259775721249,0.9367774022427872
9.81,0.06305987588537876,0.9369401241146209
9.82,0.062897544702013,0.9371024552979866
9.83,0.06273560341325264,0.937264396586747
9.84,0.06257405122607511,0.9374259487739246
9.85,0.06241288734830036,0.9375871126516993
9.86,0.062252110988593366,0.9377478890114063
9.870000000000001,0.0620917213602593,0.9379082786397404
9.88,0.061931717678208834,0.9380682823217908
9.89,0.06177209915431091,0.9382279008456887
9.9,0.06161286500131287,0.9383871349986868
9.91,0.061454014432845074,0.9385459855671545
9.92,0.06129554666342371,0.9387044533365759
9.93,0.061137460908453484,0.9388625390915462
9.94,0.06097975638423033,0.9390202436157693
9.950000000000001,0.06082243230794407,0.9391775676920555
9.96,0.06066548789768109,0.9393345121023186
9.97,0.06050892237242681,0.9394910776275728
9.98,0.06035273495206831,0.9396472650479313
9.99,0.06019692485739683,0.9398030751426028
