t,S_0,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,M_0,M_1,M_1_2,M_2,M_3,M_4,M_5,M_6,M_7,M_8,w
1.52,0.5763780860971766,0.00015993822893807592,1.4930594747741716e-08,1.1178698335630479e-12,7.263614900180862e-17,4.274131535592627e-21,2.3370003556053102e-25,1.207585716660945e-29,5.966498995528915e-34,0.5709457780231892,0.8416499623459549,-0.07558258381363564,0.006683674472320335,4.40010719165673e-05,0.0,0.0,0.0,0.0,-5.414931489311266e-35,0.01177397367965846
1.53,0.5761576403382042,0.00016078432956021999,1.510564267313448e-08,1.138449973990265e-12,7.446858201508685e-17,4.411479946922664e-21,2.4284061655102702e-25,1.2633126949188732e-29,6.2840960602637786e-34,0.5706918547271285,0.8473581578766621,-0.07742351841149991,0.006767053461060537,4.4829705967732075e-05,0.0,0.0,0.0,0.0,-5.762539973955779e-35,0.011850880766382889
1.54,0.5759285458930367,0.00016162559845327601,1.528120798527421e-08,1.1592429520362653e-12,7.633304612881786e-17,4.5522008860452004e-21,2.5227023429390388e-25,1.3211964097217062e-29,6.616241450412485e-34,0.5704293947462639,0.8530637714966153,-0.07929056324202866,0.0068508224247098,4.566756387308771e-05,0.0,0.0,0.0,0.0,-6.129951241049029e-35,0.0119276216845064
1.55,0.5756908400483004,0.00016246201060799722,1.5457279050518177e-08,1.1802486596846762e-12,7.822981782597303e-17,4.696349715527287e-21,2.6199577705342977e-25,1.381303983005584e-29,6.9634932398464565e-34,0.5701584366074556,0.8587667180216129,-0.0811838468532263,0.00693497812723369,4.651466095065954e-05,0.0,0.0,0.0,0.0,-6.518150172178032e-35,0.012004194272198619
1.56,0.5754445604621137,0.00016329354148948296,1.563384422957258e-08,1.2014669659263943e-12,8.015917190579403e-17,4.843982146026679e-21,2.720242383707186e-25,1.4437041115936745e-29,7.326426882952708e-34,0.5698790191961696,0.8644669126507004,-0.08310349662162611,0.007019517324121924,4.737101178772492e-05,0.0,0.0,0.0,0.0,-6.928163432878084e-35,0.0120805963954115
1.57,0.5751897451557281,0.0001641201670351661,1.581089187919118e-08,1.2228977169393558e-12,8.212138143195694e-17,4.9951542283121385e-21,2.823627175225421e-25,1.508467093126555e-29,7.705635645333083e-34,0.5695911817480999,0.8701642709692423,-0.08504963875203875,0.00710443676281459,4.823663024496397e-05,0.0,0.0,0.0,0.0,-7.361060900645083e-35,0.012156825947775899
1.58,0.5749264325050563,0.0001649418636526316,1.5988410353878913e-08,1.2445407362772381e-12,8.411671768073343e-17,5.149922345055937e-21,2.9301841996697055e-25,1.5756648522997522e-29,8.101731042221861e-34,0.5692949638406807,0.8758587089518939,-0.08702239827758843,0.0071897331831302334,4.911152946086229e-05,0.0,0.0,0.0,0.0,-7.817957124103301e-35,0.012232880850487411
1.59,0.5746546612320849,0.00016575860821726695,1.6166388007600505e-08,1.266395825067102e-12,8.614545008914863e-17,5.3083432023985315e-21,3.039986577758416e-25,1.6453709674084412e-29,8.515343284621716e-34,0.5689904053844903,0.8815501429654754,-0.08902189906003721,0.007275403317695797,4.999572185636563e-05,0.0,0.0,0.0,0.0,-8.300012813328638e-35,0.012308759052181425
1.6,0.574374470396175,0.00016657037806974348,1.6344813195494035e-08,1.2884627622159664e-12,8.82078462031361e-17,5.470473821285441e-21,3.153108500540567e-25,1.7176606971993078e-29,8.94712173315806e-34,0.5686775466145442,0.8872384897717455,-0.09104826379039686,0.007361443892378409,5.088921913978649e-05,0.0,0.0,0.0,0.0,-8.80843636132732e-35,0.012384458528797437
1.61,0.5740858994240573,0.00016737715104757177,1.6523674270703906e-08,1.310741302747659e-12,9.03041717678996e-17,5.63637157827895e-21,3.2696252270096553e-25,1.792610917855039e-29,9.397734253913309e-34,0.568356428119555,0.8929236665429715,-0.09310161393719035,0.00744785162548397,5.179203225947887e-05,0.0,0.0,0.0,0.0,-9.344485630020811e-35,0.012459977285633268
1.62,0.5737889884875723,0.00016817890582340004,1.670295953742903e-08,1.3332311593100662e-12,9.243469209290659e-17,5.806094691629209e-21,3.3896130237973665e-25,1.870299252047241e-29,9.867856671191647e-34,0.568027091212355,0.8986055909929862,-0.09518206922320131,0.007534623215887795,5.2704170886349093e-05,0.0,0.0,0.0,0.0,-9.909471858920422e-35,0.012535313379113202
1.6300000000000001,0.5734837778896914,0.00016897562136825942,1.688265732880322e-08,1.3559320316913223e-12,9.459966978339929e-17,5.979701437209819e-21,3.5131492694674636e-25,1.9508055022652388e-29,1.035819047973558e-33,0.5676895773273762,0.9042841811786564,-0.09728974844742595,0.007621755362722753,5.362564423758787e-05,0.0,0.0,0.0,0.0,-1.0504757642821161e-34,0.01261046488231812
1.6400000000000001,0.5731703081634264,0.0001697672770437173,1.7062755995024883e-08,1.3788436018310399e-12,9.679936508451763e-17,6.157250277339333e-21,3.6403124402292244e-25,2.0342114278076705e-29,1.0869460250550464e-33,0.5673439281175269,0.9099593555381684,-0.09942476934026633,0.00770924476237951,5.455646093644461e-05,0.0,0.0,0.0,0.0,-1.113175922766211e-34,0.012685429890934493
1.6500000000000001,0.5728486201639483,0.00017055385268797062,1.7243243892332255e-08,1.4019655291637158e-12,9.903403620095052e-17,6.338799980823149e-21,3.7711820966284946e-25,2.1206005375965782e-29,1.1402411234699584e-33,0.5669901855444062,0.915631032926994,-0.10158724842806804,0.007797088105721119,5.549662888128397e-05,0.0,0.0,0.0,0.0,-1.179194879739217e-34,0.012760206528813956
1.6600000000000001,0.5725187550614859,0.00017133532861432987,1.7424109384459542e-08,1.4252974507684507e-12,1.0130393925343489e-16,6.524409615846237e-21,3.905838886571203e-25,2.2100581135695973e-29,1.195780979844674e-33,0.5666283918711803,0.9212991326208269,-0.10377730103236396,0.007885282078453303,5.6446155248918e-05,0.0,0.0,0.0,0.0,-1.2486856196103497e-34,0.012834792947902495
1.67,0.5721807543341847,0.00017211168560960074,1.7605340844088575e-08,1.4488389815239678e-12,1.0360932823552664e-16,6.714138542734257e-21,4.044364548202682e-25,2.3026712342047719e-29,1.253644386397702e-33,0.5662585896554221,0.9269635743184443,-0.10599504126930366,0.007973823361494204,5.740504649808867e-05,0.0,0.0,0.0,0.0,-1.3218070681772098e-34,0.01290918732816312
1.68,0.5718346597609278,0.00017288290493236381,1.7786926654295975e-08,1.4725897142689331e-12,1.0595045497064415e-16,6.908046406583079e-21,4.186841912642802e-25,2.398528798178e-29,1.3139123355695751e-33,0.5658808217419156,0.9326242781444962,-0.1082405820492692,0.0080627086313436,5.837330837310086e-05,0.0,0.0,0.0,0.0,-1.3987242711605597e-34,0.012983387877492052
1.69,0.571480513414118,0.00017364896831115168,1.796885520999584e-08,1.4965492199675718e-12,1.0832756906938336e-16,7.106193129756665e-21,4.3333549065768715e-25,2.4977215481530806e-29,1.3766680652105503e-33,0.5654951312554234,0.9382811646522167,-0.11051403507667631,0.008151934560451574,5.9350945907605525e-05,0.0,0.0,0.0,0.0,-1.479608575899797e-34,0.0130573928316284
1.7,0.5711183576524204,0.00017440985794252387,1.8151114919377947e-08,1.5207170478805879e-12,1.1074091788710564e-16,7.308638904253377e-21,4.483988554702378e-25,2.600342094704406e-29,1.4419971043261349e-33,0.5651015615934203,0.9439341548260639,-0.11281551084996197,0.008241497817586652,6.0337963428533486e-05,0.0,0.0,0.0,0.0,-1.564637816209158e-34,0.013131200454057357
1.71,0.5707482351134668,0.00017516555648903974,1.8333694205341485e-08,1.5450927257413828e-12,1.1319074648179744e-16,7.515444183940657e-21,4.6388289820315135e-25,2.7064849403722665e-29,1.5099873193804235e-33,0.5647001564187891,0.9495831700842848,-0.11514511866175778,0.008331395068203407,6.133436456017943e-05,0.0,0.0,0.0,0.0,-1.6539965003946252e-34,0.01320480903590688
1.72,0.5703701887065215,0.0001759160470771289,1.8516581506924303e-08,1.5696757599375726e-12,1.156772975722023e-16,7.726669676658098e-21,4.797963416049497e-25,2.816246503850777e-29,1.5807289611572492e-33,0.5642909596524819,0.9552281322814052,-0.11750296659924929,0.008421622974809528,6.234015222843633e-05,0.0,0.0,0.0,0.0,-1.747876002431548e-34,0.013278216895837894
1.73,0.5699842616051071,0.00017666131329485926,1.8699765280727666e-08,1.594465635697806e-12,1.1820081149622494e-16,7.942376336188919e-21,4.961480188728708e-25,2.929725144308429e-29,1.6543147121791537e-33,0.563874015466145,0.9608689637106456,-0.11988916154472123,0.008512178197332338,6.335532866518034e-05,0.0,0.0,0.0,0.0,-1.8464747563029773e-34,0.013351422379927981
1.74,0.5695904972395932,0.00017740133918960323,1.8883234002336543e-08,1.6194618172838818e-12,1.2076152616960752e-16,8.162625354099816e-21,5.129468738398615e-25,3.0470211858412666e-29,1.7308397346841672e-33,0.5634493682747088,0.9665055871062629,-0.1223038091762888,0.008603057393484792,6.437989541280589e-05,0.0,0.0,0.0,0.0,-1.9499984534987116e-34,0.01342442386154858
1.75,0.5691889393425775,0.00017813610930624452,1.906697616041752e-08,1.6446637458419694e-12,1.2335967726765806e-16,8.38747821874282e-21,5.30201958824981e-25,3.168236792798515e-29,1.81040160374423e-33,0.5630170627809694,0.9721379256588689,-0.12474701391270196,0.008694257217253058,6.541385326520749e-05,0.0,0.0,0.0,0.0,-2.058661249716735e-34,0.013497219743784651
1.76,0.5687796320761119,0.00017886560878827479,1.9250980239470443e-08,1.6700708336228163e-12,1.2599549875253259e-16,8.61699687842223e-21,5.47922428870312e-25,3.2934756139062477e-29,1.8931000620607753e-33,0.5625771441007752,0.9777659030509034,-0.12721887877136795,0.008785774314473131,6.645720211017902e-05,0.0,0.0,0.0,0.0,-2.1726885339642095e-34,0.013569808465798437
1.77,0.5683626197071151,0.00017958982313124352,1.9435234765151526e-08,1.6956824782698247e-12,1.2866922149577422e-16,8.851243328995483e-21,5.661175558205597e-25,3.422843702862419e-29,1.9790377622535524e-33,0.5621296574432695,0.9833894433804267,-0.12971950570638596,0.008877605334464682,6.750994131670085e-05,0.0,0.0,0.0,0.0,-2.2923110980550206e-34,0.013642188487390227
1.78,0.5679379467248521,0.00018030873827621258,1.9619728288355157e-08,1.7214980574792051e-12,1.313810737653714e-16,9.090279764462327e-21,5.847967229560739e-25,3.5564491900399584e-29,2.0683200438926692e-33,0.5616746482264834,0.9890084711940562,-0.1322489954772102,0.008969746925950236,6.857206958929756e-05,0.0,0.0,0.0,0.0,-2.4177677279294735e-34,0.01371435829488267
1.79,0.5675056578525274,0.00018102234062167993,1.980444938395258e-08,1.7475169283660213e-12,1.3413128126675002e-16,9.334168592600126e-21,6.039694242639005e-25,3.694402253364151e-29,2.1610549423239463e-33,0.5612121620886531,0.9946229114936782,-0.13480744762992006,0.009062195736736084,6.964358495017598e-05,0.0,0.0,0.0,0.0,-2.549305782537331e-34,0.01378631640189174
1.8,0.5670657980407495,0.00018173061702148584,1.9989386652031588e-08,1.7737384276388255e-12,1.3692006710776197e-16,9.582972427427517e-21,6.236452644894812e-25,3.8368151404264543e-29,2.257353237568363e-33,0.5607422448816866,1.0002326897386176,-0.13739496049788863,0.009154948414035616,7.07244847433246e-05,0.0,0.0,0.0,0.0,-2.687181431432268e-34,0.013858061349218484
1.81,0.5666184124609928,0.00018243355478264449,2.0174528719126696e-08,1.8001618717779859e-12,1.3974765176409866e-16,9.836754081582604e-21,6.438339591723386e-25,3.9838021906285746e-29,2.3573285037001646e-33,0.5602649426646316,1.0058377318477423,-0.14001163120259838,0.009248001604790819,7.18147656387197e-05,0.0,0.0,0.0,0.0,-2.8316598962170003e-34,0.013929591704736035
1.82,0.5661635464990571,0.00018313114166310134,2.0359864239439854e-08,1.8267865572177035e-12,1.426142530451298e-16,1.0095576558615707e-20,6.6454533466575075e-25,4.135479857356794e-29,2.4610971587036336e-33,0.5597803016971422,1.011437964201502,-0.14265755565460442,0.00934135195599195,7.291442363663815e-05,0.0,0.0,0.0,0.0,-2.9830156958390685e-34,0.014000906063271862
1.83,0.5657012457485249,0.00018382336586941604,2.0545381896051613e-08,1.853611760531721e-12,1.4552008606016654e-16,1.0359503045196635e-20,6.857893281404121e-25,4.2919667301865664e-29,2.5687785148085186e-33,0.5592883684329465,1.0170333136439005,-0.14533282855464527,0.009434996114995394,7.402345407207689e-05,0.0,0.0,0.0,0.0,-3.141532895737296e-34,0.014072003046485275
1.84,0.5652315560042154,0.000184510216054371,2.0731070402122828e-08,1.8806367386227217e-12,1.4846536318515027e-16,1.062859690323652e-20,7.07575987572083e-25,4.453383557117366e-29,2.6804948293041296e-33,0.5587891895133126,1.0226237074844058,-0.14803754339490102,0.009528930729839683,7.514185161927916e-05,0.0,0.0,0.0,0.0,-3.307505360838902e-34,0.014142881302740187
1.85,0.5647545232556367,0.0001851916813145055,2.091691850208685e-08,1.907860728915419e-12,1.5145029402976577e-16,1.0902921661924176e-20,7.299154717132255e-25,4.619853266837796e-29,2.7963713558320917e-33,0.5582828117605164,1.0282090734997906,-0.15077179246039898,0.009623152449559707,7.62696102963673e-05,0.0,0.0,0.0,0.0,-3.4812370124072878e-34,0.014213539506973112
1.86,0.5642701936804347,0.00018586775118757556,2.1102914972832206e-08,1.935282949553338e-12,1.5447508540497969e-16,1.118254100967701e-20,7.528180500486283e-25,4.791500991020956e-29,2.9165363961577647e-33,0.5577692821713075,1.0337893399359108,-0.15353566683056674,0.00971765792449908,7.740672347008244e-05,0.0,0.0,0.0,0.0,-3.6630420887404777e-34,0.01428397636055643
1.87,0.5637786136378401,0.0001865384156499392,2.1289048624875794e-08,1.962902599599285e-12,1.5753994129100386e-16,1.1467518786006478e-20,7.762941027350181e-25,4.9684540866500705e-29,3.0411213524203193e-33,0.5572486479103764,1.0393644355094163,-0.15632925638093292,0.009812443806620708,7.855318386063061e-05,0.0,0.0,0.0,0.0,-3.853245409720234e-34,0.0143541905911569
1.8800000000000001,0.563279829662112,0.00018720366511386764,2.1475308303526585e-08,1.9907188592395113e-12,1.6064506280568346e-16,1.1757918973298066e-20,8.003541205246589e-25,5.150842158374373e-29,3.170260779861479e-33,0.5567209563038205,1.0449342894093983,-0.1591526497849751,0.009907506749815501,7.970898354663581e-05,0.0,0.0,0.0,0.0,-4.052182645211827e-34,0.014424180952589408
1.8900000000000001,0.5627738885096699,0.00018786349046379997,2.1661682881753308e-08,2.0187308876945227e-12,1.6379064847059e-16,1.2053805760503481e-20,8.250086994833359e-25,5.33879687391246e-29,3.304092360428071e-33,0.5561862548855836,1.0504988313022379,-0.16200593446792202,0.010002843408271194,8.087411390988682e-05,0.0,0.0,0.0,0.0,-4.260203699751187e-34,0.014493946227191506
1.9000000000000001,0.5622608371593644,0.00018851788305847088,2.1848161260274666e-08,2.0469378231383134e-12,1.6697689421809014e-16,1.2355243543911915e-20,8.502685402215195e-25,5.532451960128808e-29,3.4427569463278635e-33,0.555644591397663,1.05605799133354,-0.16488919660276408,0.010098450436530798,8.204856563282837e-05,0.0,0.0,0.0,0.0,-4.477673384723725e-34,0.014563485225989064
1.9100000000000001,0.5617407226811276,0.00018916683463731198,2.2034732387953993e-08,2.075338788252394e-12,1.7020399267006952e-16,1.2662296751336182e-20,8.761444598316384e-25,5.731943706551236e-29,3.5863987992124255e-33,0.5550960136604561,1.0616117001219827,-0.16780252122455427,0.010194324494300359,8.323232884401352e-05,0.0,0.0,0.0,0.0,-4.7049644643692596e-34,0.014632796782665939
1.92,0.561213592299554,0.00018981033736844324,2.222138525209851e-08,2.103932887443591e-12,1.7347213349642238e-16,1.2975029927617226e-20,9.026473849673127e-25,5.937410717420822e-29,3.735165540815241e-33,0.5545405696354364,1.0671598887649754,-0.17074599216988104,0.01029046224421824,8.44253930446835e-05,0.0,0.0,0.0,0.0,-4.942462006043259e-34,0.014701879756698392
1.93,0.5606794933890693,0.00019044838384687536,2.240810887930728e-08,2.1327192069923057e-12,1.7678150339518808e-16,1.3293507728307474e-20,9.297883515189006e-25,6.148993927498874e-29,3.889208205496893e-33,0.5539783074203338,1.0727024888400827,-0.17371969207789378,0.010386860352091996,8.562774711230193e-05,0.0,0.0,0.0,0.0,-5.1905637686222164e-34,0.014770733033266852
1.94,0.5601384734679269,0.00019108096709178718,2.2594892336490208e-08,2.161696815254512e-12,1.8013228606663425e-16,1.3617794911699864e-20,9.57578504386107e-25,6.36683662241418e-29,4.048681295003419e-33,0.5534092752431613,1.0782394324063134,-0.17672370239252533,0.010483515487175635,8.683937930550947e-05,0.0,0.0,0.0,0.0,-5.449680526941489e-34,0.014839355523107898
1.95,0.5595905801922212,0.00019170808054374226,2.2781724731874712e-08,2.1908647628666625e-12,1.8352466218786768e-16,1.3947956330796192e-20,9.860290972328057e-25,6.591084458969586e-29,4.2137428336760804e-33,0.5528335214562593,1.0837706520053447,-0.17975810336484602,0.010580424322444406,8.806027726916492e-05,0.0,0.0,0.0,0.0,-5.720236401150613e-34,0.014907746162362366
1.96,0.5590358613499157,0.00019232971806184448,2.2968595216000054e-08,2.2202220829534934e-12,1.8695880938797141e-16,1.4284056925214613e-20,1.0151514922240676e-24,6.821885485407899e-29,4.384554424112491e-33,0.5522510945303579,1.0892960806626824,-0.1828229740555486,0.010677583534867084,8.929042803947208e-05,0.0,0.0,0.0,0.0,-6.002669190986025e-34,0.014975903912419574
1.97,0.5584743648548869,0.00019294587392083257,2.3155492982699332e-08,2.2497677913387388e-12,1.904349022236692e-16,1.4626161713036384e-20,1.0449571597453993e-24,7.059390161637088e-29,4.561281303279131e-33,0.5516620430486576,1.0948156518887557,-0.18591839233756377,0.010774989805675787,9.052981804919274e-05,0.0,0.0,0.0,0.0,-6.297430714961216e-34,0.015043827759757659
1.98,0.5579061387409853,0.0001935565428081136,2.3342407270069125e-08,2.279500886758741e-12,1.9395311215551618e-16,1.4974335782591818e-20,1.0754576781041905e-24,7.30375137941482e-29,4.7440923990752314e-33,0.5510664157009273,1.10032929967995,-0.18904443489880707,0.01087263982063328,9.177843313294568e-05,0.0,0.0,0.0,0.0,-6.6049871544743165e-34,0.01511151671578002
1.99,0.5573312311561102,0.0001941617198207355,2.3529327361426798e-08,2.3094203510789705e-12,1.9751360752461707e-16,1.5328644284185468e-20,1.1066647332133681e-24,7.555124482492305e-29,4.933160387348043e-33,0.5504642612776213,1.1058369585195726,-0.19220117724505642,0.01097053027029781,9.303625853259154e-05,0.0,0.0,0.0,0.0,-6.925819402833101e-34,0.015178969816647908
2.0,0.5567496903563021,0.00019476140046229863,2.371624258625548e-08,2.3395251495134472e-12,2.011165535298707e-16,1.5689152421760518e-20,1.1385901182572628e-24,7.813667286717447e-29,5.12866174935948e-33,0.5498556286640137,1.1113385633787567,-0.19538869370296078,0.011068657850285428,9.430327890270404e-05,0.0,0.0,0.0,0.0,-7.2604234191974375e-34,0.015246186123109092
2.0100000000000002,0.5561615646998502,0.0001953555806398062,2.3903142321136698e-08,2.369814230847063e-12,2.0476211220574163e-16,1.6055925444502397e-20,1.171245733339682e-24,8.079540100097346e-29,5.330776829704149e-33,0.5492405668343509,1.1168340497172993,-0.19860705742317966,0.011167019261529862,9.557947831612686e-05,0.0,0.0,0.0,0.0,-7.6093105874391535e-34,0.015313164720322677
2.02,0.5555669026420118,0.00019594425666102813,2.4090015990595626e-08,2.400286527628316e-12,2.084504424028657e-16,1.6429028639309793e-20,1.2046435850967194e-24,8.352905740440148e-29,5.539689892469855e-33,0.5486191248466057,1.1223233534845742,-0.20185634038293862,0.01126561121052204,9.686484026872476e-05,0.0,0.0,0.0,0.0,-7.973008124719328e-34,0.015379904717717734
2.0300000000000002,0.5549657527924527,0.00019652742529225738,2.4276853060041195e-08,2.43094095294511e-12,2.1218170001202475e-16,1.680852742089647e-20,1.2387957844531305e-24,8.633929302480687e-29,5.755588945375001e-33,0.5479913518986311,1.1278064111350306,-0.20513661331348954,0.011364430407673917,9.815934759035367e-05,0.0,0.0,0.0,0.0,-8.352064210010332e-34,0.01544640525281858
2.04,0.5543581638477316,0.00019710508369552132,2.4463643044424312e-08,2.4617764040192043e-12,2.159560377046625e-16,1.719448722713263e-20,1.273714548025341e-24,8.922778424164174e-29,5.978666027679927e-33,0.5473572972619976,1.1332831596144297,-0.20844794577762787,0.011463473569413187,9.946298254299413e-05,0.0,0.0,0.0,0.0,-8.747043720467949e-34,0.015512665487152912
2.05,0.5537441845533735,0.0001976772293942445,2.4650375513161295e-08,2.492791764190639e-12,2.19773604788464e-16,1.7586973460401238e-20,1.3094121986395004e-24,9.219623434754387e-29,6.209117388904851e-33,0.5467170102447991,1.1387535363529326,-0.211790406211863,0.011562737419392084,0.00010077572687469978,0.0,0.0,0.0,0.0,-9.158526196529445e-34,0.015578684604028758
2.06,0.5531238637331896,0.0001982438603036651,2.483704008658251e-08,2.523985901238505e-12,2.2363454732381996e-16,1.79860515336322e-20,1.345901163860435e-24,9.524637234356302e-29,6.447143418753984e-33,0.5460705402202872,1.1442174792738213,-0.21516406188806364,0.011662218687685199,0.00010209756177299223,0.0,0.0,0.0,0.0,-9.587108867094021e-34,0.015644461810564447
2.07,0.5524972502838849,0.00019880497472770932,2.5023626436739984e-08,2.555357667598607e-12,2.275390081063266e-16,1.839178686217192e-20,1.3831939755210988e-24,9.837995312117367e-29,6.692948706240939e-33,0.5454179366215278,1.1496749267940465,-0.21856897891689714,0.011761914111022289,0.00010342846787032816,0.0,0.0,0.0,0.0,-1.0033407068327493e-33,0.01570999633751573
2.08,0.5518643931696944,0.00019936057135581825,2.5210124288201073e-08,2.586905900583309e-12,2.314871266498663e-16,1.880424485561322e-20,1.4213032692338573e-24,1.0159875764334525e-28,6.946742099215772e-33,0.5447592489360897,1.1551258178247155,-0.22200522225138475,0.011861820433018233,0.00010476842524963266,0.0,0.0,0.0,0.0,-1.0498054668395255e-33,0.01577528743909991
2.09,0.5512253414170494,0.0001999106492597264,2.5396523418827944e-08,2.618629422603531e-12,2.3547903917026437e-16,1.922349090958513e-20,1.4602417838835595e-24,1.0490459312466665e-28,7.208736764293428e-33,0.5440945267007642,1.1605700917715147,-0.22547285569056985,0.011961934404400036,0.0001061174134498978,0.0,0.0,0.0,0.0,-1.098170449812308e-33,0.015840334392816877
2.1,0.5505801441092725,0.00020045520789019236,2.5582813660543194e-08,2.6505270413929393e-12,2.395148785695275e-16,1.964959039750312e-20,1.5000223611024527e-24,1.082992932105293e-28,7.479150247183894e-33,0.5434238194963157,1.1660076885350767,-0.228971941883303,0.012062252783231014,0.0001074754114718478,0.0,0.0,0.0,0.0,-1.1485028787586302e-33,0.01590513649926718
2.11,0.5499288503813021,0.0002009942470736811,2.5768984900081286e-08,2.6825975502342812e-12,2.435947744206584e-16,2.0082608662279218e-20,1.5406579447268848e-24,1.117847181553641e-28,7.758204533423724e-33,0.5427471769422639,1.1714385485112804,-0.23250254233213974,0.012162772335132016,0.00010884239778366943,0.0,0.0,0.0,0.0,-1.2008719608626808e-33,0.015969693081966996
2.12,0.5492715094144459,0.00020152776700899862,2.5955027079726095e-08,2.714839728187917e-12,2.4771885295305216e-16,2.052261100799259e-20,1.582161580235848e-24,1.1536275499993706e-28,8.046126109509297e-33,0.5420646486916968,1.1768626125914947,-0.23606471739735546,0.012263489833499824,0.00011021835032680906,0.0,0.0,0.0,0.0,-1.255348932329846e-33,0.016034003487160144
2.13,0.5486081704311643,0.00020205576826387822,2.614093019803426e-08,2.7472523403224943e-12,2.518872370384687e-16,2.0969662691519938e-20,1.6245464141713101e-24,1.1903531774769884e-28,8.343146024431434e-33,0.541376284426115,1.1822798221627577,-0.23965852630107273,0.012364402059722593,0.0001116032465218347,0.0,0.0,0.0,0.0,-1.3120071038240245e-33,0.01609806708362698
2.14,0.5479388826898821,0.00020257825177151891,2.6326684310544695e-08,2.7798341379478236e-12,2.5610004617758676e-16,2.1423828914126405e-20,1.667825693540389e-24,1.2280434754019287e-28,8.649499951611751e-33,0.5406821338503073,1.1876901191078972,-0.24328402713150582,0.012465505803392478,0.00011299706327436494,0.0,0.0,0.0,0.0,-1.3709219064977935e-33,0.016161883262490344
2.15,0.5472636954798306,0.0002030952188270756,2.651227953047387e-08,2.8125838588498918e-12,2.603573964871341e-16,2.18851748130163e-20,1.712012765199314e-24,1.266718128315174e-28,8.965428251240359e-33,0.5399822466872575,1.193093445805588,-0.24694127684731765,0.012566797862515286,0.00011439977698106282,0.0,0.0,0.0,0.0,-1.432170938615343e-33,0.016225451437018402
2.16,0.5465826581095244,0.00020360667107566948,2.6697706029834285e-08,2.845500228028728e-12,2.6465940067511274e-16,2.2353765436553402e-20,1.7571210750866432e-24,1.3063970999569754e-28,9.291176077678202e-33,0.5392766726669008,1.1984897451268315,-0.25063033129402507,0.012668275043863553,0.0001158113635485741,0.0,0.0,0.0,0.0,-1.4958339364728215e-33,0.016288771041906833
2.17,0.5458958200017934,0.00020411261064084033,2.6882954033256977e-08,2.878581950096792e-12,2.690061682246486e-16,2.2829665990872713e-20,1.8031641696473173e-24,1.3471005670448362e-28,9.626992743108506e-33,0.5385654616179061,1.2038789604899944,-0.2543512450217274,0.012769934160890149,0.00011723179819796914,0.0,0.0,0.0,0.0,-1.5619940171105495e-33,0.016351841541183347
2.18,0.5452032305282941,0.00020461303990932641,2.70680138296106e-08,2.9118277220822913e-12,2.7339780506955817e-16,2.3312941422559303e-20,1.8501556918354604e-24,1.3888490298467579e-28,9.973132901708615e-33,0.5378486633075746,1.2092610357724052,-0.2581040715891694,0.01287177203759851,0.00011866105579404651,0.0,0.0,0.0,0.0,-1.6307358123978764e-33,0.01641466241501234
2.19,0.5445049390791514,0.00020510796162585718,2.725287576753551e-08,2.9452362278247522e-12,2.7783441372965233e-16,2.3803656600334422e-20,1.8981093819743132e-24,1.4316632632097943e-28,1.0329856091885084e-32,0.5371263275090801,1.2146359153512651,-0.2618888634291912,0.012973785507032555,0.00012009911070116625,0.0,0.0,0.0,0.0,-1.7021464092371125e-33,0.016477233165532717
2.2,0.5438009950537113,0.00020559737888381892,2.7437530256358498e-08,2.978806138552493e-12,2.8231609329249443e-16,2.430187629561801e-20,1.9470390769614883e-24,1.475564321130873e-28,1.0697426830199229e-32,0.5363985039924359,1.2200035441010715,-0.26570567186156324,0.013075971411568814,0.00012154593679810277,0.0,0.0,0.0,0.0,-1.776315348620677e-33,0.016539553316302764
2.21,0.5430914478559018,0.0002060812951219095,2.762196776668045e-08,3.01253611310377e-12,2.8684293940467404e-16,2.4807665174715438e-20,1.9969587095509363e-24,1.5205735382117469e-28,1.1076114673715003e-32,0.5356652425199225,1.2253638673934972,-0.26955454709739163,0.013178326603100886,0.00012300150748374247,0.0,0.0,0.0,0.0,-1.8533346799091038e-33,0.016601622412112615
2.22,0.5423763468896252,0.00020655971412074858,2.7806178830949907e-08,3.0464247981499316e-12,2.9141504426366817e-16,2.5321087790970897e-20,2.0478823076168162e-24,1.5667125311028984e-28,1.1466194282731822e-32,0.534926592841546,1.2307168310972127,-0.27343553824363565,0.013280847943221024,0.0001244657956828432,0.0,0.0,0.0,0.0,-1.9332990157307314e-33,0.01666344001879392
2.23,0.5416557415541828,0.0002070326399994435,2.799015404402229e-08,3.08047082842047e-12,2.960324966102839e-16,2.5842208576888614e-20,2.0998239933992052e-24,1.6140031999358476e-28,1.1867945483896762e-32,0.5341826046905324,1.2360623815776453,-0.2773486933077323,0.013383532303398693,0.00012593877385185236,0.0,0.0,0.0,0.0,-2.0163055875115637e-33,0.0167250057230267
2.24,0.5409296812397322,0.00020750007721211274,2.8173884063704925e-08,3.114672826929969e-12,3.0069538172169083e-16,2.6371091836224373e-20,2.1527979827317427e-24,1.6624677297434404e-28,1.2281653333691637e-32,0.533433327778856,1.2414004656966835,-0.2812940592023305,0.013486376565156213,0.00012742041398478433,0.0,0.0,0.0,0.0,-2.1024543016439955e-33,0.016786319132143505
