t,Xi,Yi
6.62,4.230997827276658,32.81368221045614
6.63,4.2214576498044245,32.8559444933768
6.640000000000001,4.211911061525901,32.898111342457035
6.65,4.202358084766373,32.94018269369934
6.66,4.192798741793466,32.98215848332903
6.67,4.1832330548174275,33.024038647793596
6.68,4.1736610459913965,33.06582312376214
6.69,4.1640827374116824,33.10751184812479
6.7,4.154498151118034,33.149104757992106
6.71,4.144907309093913,33.19060179069454
6.72,4.135310233266767,33.23200288378178
6.73,4.125706945508298,33.27330797502228
6.74,4.1160974676347335,33.31451700240259
6.75,4.106481821407094,33.355629904126836
6.76,4.096860028531459,33.39664661861615
6.7700000000000005,4.08723211065924,33.437567084508096
6.78,4.077598089387444,33.47839124065609
6.79,4.067957986258934,33.51911902612884
6.8,4.058311822755686,33.55975038022121
6.8100000000000005,4.048659620289666,33.60028524246882
6.82,4.039001400237481,33.640723552591744
6.83,4.029337183923845,33.68106525052118
6.84,4.019666992620374,33.7213102764013
6.8500000000000005,4.009990847545835,33.7614585705887
6.86,4.000308769866393,33.80151007365186
6.87,3.9906207806958647,33.84146472637065
6.88,3.9809269010959594,33.88132246973578
6.890000000000001,3.971227152076528,33.92108324494824
6.9,3.961521554595812,33.96074699341886
6.91,3.951810129560679,34.000313656767716
6.92,3.942092897826876,34.03978317682364
6.93,3.932369880199266,34.07915549562371
6.94,3.92264109743207,34.11843055541273
6.95,3.9129065702291133,34.15760829864269
6.96,3.9031663192440593,34.19668866797232
6.97,3.893420365080651,34.23567160626651
6.98,3.88366872829295,34.27455705659585
6.99,3.8739114293855765,34.31334496223612
7.0,3.86414848881394,34.35203526666777
7.01,3.8543799269844805,34.390627913575436
7.0200000000000005,3.8446057642549003,34.42912284684744
7.03,3.834826020934404,34.46752001057528
7.04,3.8250407172839243,34.50581934905315
7.05,3.815249873516361,34.544020806777446
7.0600000000000005,3.8054535097968105,34.58212432844629
7.07,3.7956516462427987,34.620129858959004
7.08,3.7858443029245104,34.65803734341565
7.09,3.7760314998650197,34.69584672711653
7.1000000000000005,3.7662132570405187,34.73355795556175
7.11,3.756389594380549,34.77117097445065
7.12,3.7465605317682265,34.80868572968141
7.13,3.736726089040468,34.84610216735053
7.140000000000001,3.72688628598822,34.88342023375236
7.15,3.7170411423566874,34.92063987537863
7.16,3.7071906778450154,34.957761038918854
7.17,3.697334912084905,34.99478367129518
7.18,3.687473864671128,35.03170771961241
7.19,3.677607555164515,35.06853313115304
7.2,3.667736003081083,35.105259853394884
7.21,3.6578592278922484,35.14188783401065
7.22,3.647977249025044,35.1784170208675
7.23,3.6380900858623333,35.214847362026575
7.24,3.6281977577430267,35.25117880574254
7.25,3.6183002839622915,35.28741130046317
7.26,3.608397683771767,35.32354479482888
7.2700000000000005,3.598489976379774,35.35957923767227
7.28,3.5885771809515328,35.39551457801773
7.29,3.5786593166093654,35.43135076508095
7.3,3.568736402432911,35.467087748268504
7.3100000000000005,3.5588084574593335,35.50272547717741
7.32,3.5488755006835344,35.53826390159469
7.33,3.5389375510583556,35.57370297149696
7.34,3.52899462749479,35.60904263704995
7.3500000000000005,3.5190467488621886,35.644282848608135
7.36,3.50909393398847,35.67942355671424
7.37,3.4991362016603214,35.71446471209888
7.38,3.4891735706234073,35.749406265680065
7.390000000000001,3.4792060595825722,35.78424816856285
7.4,3.4692336872020517,35.81899037203883
7.41,3.4592564721056682,35.853632827585805
7.42,3.449274432877038,35.88817548686728
7.43,3.439287588059777,35.922618301732115
7.44,3.429295956157697,35.95696122421406
7.45,3.4192995556350163,35.99120420653136
7.46,3.409298404916553,36.025347201086326
7.47,3.399292522387931,36.05939016046495
7.48,3.3892819263957787,36.09333303743649
7.49,3.3792666352479324,36.127175784953
7.5,3.369246667213632,36.16091835614902
7.51,3.3592220405237216,36.19456070434109
7.5200000000000005,3.349192773370851,36.22810278302738
7.53,3.339158883909672,36.26154454588728
7.54,3.3291203902570374,36.29488594678099
7.55,3.3190773104921982,36.328126939749104
7.5600000000000005,3.3090296626570015,36.36126747901227
7.57,3.2989774647560886,36.394307518970706
7.58,3.288920734757091,36.42724701420387
7.59,3.2788594905908246,36.460085919470025
7.6000000000000005,3.26879375015149,36.49282418970586
7.61,3.2587235312968668,36.52546178002608
7.62,3.2486488518485066,36.55799864572302
7.63,3.2385697295508806,36.59043474233453
7.640000000000001,3.2284861821021003,36.622770025592814
7.65,3.218398227207172,36.65500445133577
7.66,3.2083058825352126,36.68713797557813
7.67,3.1982091657195997,36.7191705545111
7.68,3.188108094358146,36.75110214450203
7.69,3.1780026860132775,36.78293270209403
7.7,3.1678929582122146,36.81466218400563
7.71,3.157778928447143,36.84629054713042
7.72,3.147660614175393,36.8778177485367
7.73,3.137538032819614,36.90924374546711
7.74,3.127411201767952,36.940568495338276
7.75,3.1172801383742215,36.97179195574049
7.76,3.1071448599580815,37.002914084437336
7.7700000000000005,3.0970053838052056,37.033934839365344
7.78,3.0868617271674634,37.06485417863364
7.79,3.076713907263083,37.09567206052362
7.8,3.066561941276831,37.12638844348859
7.8100000000000005,3.056405846360179,37.157003286153426
7.82,3.046245639631482,37.187516547314225
7.83,3.0360813381761402,37.217928185938
7.84,3.025912959046777,37.248238161162284
7.8500000000000005,3.015740519263405,37.278446432294864
7.86,3.0055640358135993,37.30855295881337
7.87,2.9953835256526626,37.338557700365016
7.88,2.9851990057037967,37.368460616766185
7.890000000000001,2.9750104928582695,37.398261668002185
7.9,2.9648180039755867,37.42796081422685
7.91,2.9546215558836546,37.457558015762245
7.92,2.9444211653789494,37.48705323309832
7.930000000000001,2.9342168492266847,37.516446426892614
7.94,2.9240086241609804,37.54573755796988
7.95,2.9137965068850242,37.57492658732182
7.96,2.903580514071239,37.6040134761067
7.97,2.8933606623614523,37.632998185649086
7.98,2.8831369683670545,37.661880677439484
7.99,2.872909448669172,37.69066091313404
8.0,2.862678119818826,37.7193388545542
8.01,2.852442998337097,37.74791446368643
8.02,2.842204100715292,37.77638770268186
8.03,2.831961443415106,37.804758533856
8.040000000000001,2.8217150428687847,37.83302691968842
8.05,2.8114649154792932,37.8611928228224
8.06,2.8012110776204704,37.88925620606468
8.07,2.790953545637196,37.9172170323851
8.08,2.780692335845554,37.945075264916326
8.09,2.7704274645160796,37.97283086698033
8.1,2.7601589478654214,38.00048380210158
8.11,2.749886802116731,38.02803403391122
8.120000000000001,2.7396110434662444,38.055481526200026
8.13,2.7293316880818903,38.082826242920554
8.14,2.7190487521034274,38.110068148186876
8.15,2.7087622516426038,38.13720720627429
8.16,2.698472202783304,38.16424338161902
8.17,2.6881786215816987,38.19117663881794
8.18,2.677881524066393,38.218006942628314
8.19,2.667580926238577,38.244734257967465
8.2,2.6572768440721717,38.271358549912556
8.21,2.646969293513976,38.29787978370027
8.22,2.636658290483823,38.32429792472654
8.23,2.6263438508747132,38.350612938546284
8.24,2.6160259905529717,38.37682479087314
8.25,2.6057047253583905,38.40293344757915
8.26,2.595380071104376,38.428938874694545
8.27,2.5850520435780946,38.45484103840743
8.28,2.574720658540617,38.48063990506352
8.290000000000001,2.5643859317270628,38.5063354411659
8.3,2.5540478788467533,38.531927613374734
8.31,2.543706515583342,38.55741638850698
8.32,2.53336185759497,38.58280173353617
8.33,2.523013920514404,38.60808361559213
8.34,2.5126627199491836,38.63326200196068
8.35,2.5023082714817626,38.65833686008343
8.36,2.4919505906696515,38.68330815755748
8.370000000000001,2.481589693045561,38.708175862135164
8.38,2.4712255941175476,38.732939941723814
8.39,2.4608583093691494,38.75760036438546
8.4,2.4504878542595314,38.78215709833664
8.41,2.4401142442236283,38.80661011194807
8.42,2.429737494672283,38.830959373744435
8.43,2.4193576209923915,38.85520485240413
8.44,2.4089746385470394,38.87934651675899
8.45,2.398588562675646,38.90338433579407
8.46,2.3881994086941014,38.927318278647355
8.47,2.377807191894914,38.951148314609526
8.48,2.36741192754734,38.974874413123736
8.49,2.35701363089753,38.99849654378532
8.5,2.3466123171686672,39.0220146763416
8.51,2.336208001561106,39.045428780691566
8.52,2.3258006992525115,39.06873882688572
8.53,2.315390425397999,39.09194478512575
8.540000000000001,2.3049771951302693,39.11504662576435
8.55,2.2945610235525007,39.13804431931861
8.56,2.284141925716324,39.16093783651164
8.57,2.2737199166788566,39.18372714816493
8.58,2.263295011479505,39.206412225242154
8.59,2.2528672251356934,39.22899303885728
8.6,2.242436572642993,39.25146956027432
8.61,2.232003068975252,39.27384176090711
8.620000000000001,2.2215667290847203,39.29610961231909
8.63,2.2111275679021882,39.3182730862231
8.64,2.200685600337102,39.34033215448114
8.65,2.1902408412776975,39.36228678910419
8.66,2.17979330559113,39.38413696225196
8.67,2.1693430081235974,39.40588264623267
8.68,2.1588899637004704,39.42752381350289
8.69,2.1484341871264165,39.44906043666726
8.700000000000001,2.1379756931855267,39.470492488478335
8.71,2.127514496641449,39.49181994183634
8.72,2.117050612237501,39.51304276978898
8.73,2.106584054696807,39.53416094553123
8.74,2.0961148387224164,39.555174442405104
8.75,2.0856429789974347,39.576083233899496
8.76,2.0751684901851437,39.59688729364993
8.77,2.064691386929129,39.61758659543839
8.78,2.054211683853403,39.63818111319309
8.790000000000001,2.043729395562527,39.658670820988306
8.8,2.0332445366417455,39.67905569304413
8.81,2.0227571216570954,39.69933570372631
8.82,2.012267165155539,39.71951082754606
8.83,2.0017746816650845,39.739581039159795
8.84,1.9912796856949093,39.759546313369015
8.85,1.9807821917354844,39.77940662512007
8.86,1.9702822142586949,39.799161949503954
8.870000000000001,1.959779767717962,39.81881226175614
8.88,1.949274866548373,39.838357537256385
8.89,1.938767525166791,39.857797751528516
8.9,1.9282577579719857,39.87713288024025
8.91,1.9177455793447526,39.896362899203005
8.92,1.9072310036480347,39.91548778437173
8.93,1.8967140452270437,39.934507511844686
8.94,1.8861947184093824,39.95342205786327
8.950000000000001,1.8756730375051618,39.97223139881186
8.96,1.865149016807132,39.99093551121755
8.97,1.8546226705907898,40.009534371750064
8.98,1.8440940131145078,40.028027957221504
8.99,1.8335630586196527,40.0464162445862
9.0,1.8230298213307055,40.06469921094051
9.01,1.8124943154534352,40.082876833526065
9.02,1.8019565551550385,40.10094908976466
9.03,1.7914165546004397,40.11891595719456
9.040000000000001,1.780874327944387,40.13677741348443
9.05,1.7703298893251722,40.15453343644437
9.06,1.759783252864732,40.172184004025766
9.07,1.7492344326687697,40.18972909432113
9.08,1.7386834428268674,40.207168685563936
9.09,1.7281302974125978,40.22450275612843
9.1,1.7175750104836387,40.24173128452951
9.11,1.7070175960818847,40.25885424942251
9.120000000000001,1.6964580682335588,40.27587162960312
9.13,1.6858964409493316,40.2927834040071
9.14,1.6753327282244226,40.30958955171029
9.15,1.66476694403872,40.32629005192828
9.16,1.6541991023568896,40.34288488401639
9.17,1.6436292171284879,40.35937402746943
9.18,1.6330573022880723,40.37575746192158
9.19,1.6224833717553133,40.392035167146226
9.200000000000001,1.6119074394351025,40.408207123055824
9.21,1.6013295192176726,40.42427330970172
9.22,1.5907496249786954,40.440233707274004
9.23,1.580167770579401,40.456088296101406
9.24,1.5695839698666856,40.47183705665108
9.25,1.5589982366732218,40.48747996952849
9.26,1.5484105848175695,40.50301701547727
9.27,1.5378210281042843,40.518448175379056
9.28,1.527229580324029,40.533773430253355
9.290000000000001,1.5166362552536798,40.54899276125739
9.3,1.5060410666564445,40.56410614968597
9.31,1.4954440282819599,40.57911357697133
9.32,1.484845153866408,40.59401502468301
9.33,1.474244457132625,40.608810474527694
9.34,1.463641951790208,40.623499908349075
9.35,1.4530376515356251,40.63808330812773
9.36,1.4424315700523245,40.65256065598096
9.370000000000001,1.4318237210108393,40.66693193416266
9.38,1.4212141180689055,40.68119712506319
9.39,1.4106027748715577,40.69535621120924
9.4,1.399989705051245,40.70940917526366
9.41,1.3893749222279381,40.723356000025376
9.42,1.3787584400092359,40.73719666842924
9.43,1.3681402719904745,40.75093116354588
9.44,1.3575204317548344,40.764559468581574
9.450000000000001,1.3468989328734462,40.77808156687813
9.46,1.3362757889055061,40.791497441912746
9.47,1.3256510133981239,40.80480707729842
9.48,1.3150246198717643,40.81801045681488
9.49,1.3043966218397482,40.83110756436741
9.5,1.2937670328120623,40.84409838397881
9.51,1.2831358662871568,40.85698289980696
9.52,1.2725031357520507,40.86976109614462
9.53,1.2618688546824313,40.88243295741937
9.540000000000001,1.2512330365427575,40.89499846819348
9.55,1.2405956947863683,40.907457613163764
9.56,1.2299568428555738,40.91981037716153
9.57,1.2193164941817662,40.93205674515242
9.58,1.2086746621855178,40.944196702236304
9.59,1.198031360276684,40.95623023364719
9.6,1.187386601854506,40.968157324753086
9.61,1.1767404003077102,40.97997796105594
9.620000000000001,1.1660927690146095,40.99169212819146
9.63,1.1554437213432114,41.003299811929075
9.64,1.1447932706513078,41.01480099817179
9.65,1.1341414302865847,41.02619567295611
9.66,1.1234882135867195,41.037483822451904
9.67,1.1128336338794835,41.048665432962316
9.68,1.102177704482842,41.05974049092368
9.69,1.091520438705055,41.07070898290538
9.700000000000001,1.0808618498447753,41.081570895609794
9.71,1.0702019511911574,41.09232621587215
9.72,1.059540756023946,41.10297493066048
9.73,1.0488782776135839,41.11351702707546
9.74,1.0382145292213103,41.12395249235036
9.75,1.0275495240992607,41.13428131385094
9.76,1.0168832754905668,41.14450347907534
9.77,1.0062157966294565,41.15461897565398
9.78,0.9955471007413539,41.1646277913495
9.790000000000001,0.9848772010429767,41.17452991405663
9.8,0.9742061107424435,41.18432533180212
9.81,0.9635338430393621,41.19401403274465
9.82,0.9528604111249366,41.20359600517471
9.83,0.9421858281820645,41.213071237514555
9.84,0.9315101073854366,41.222439718318086
9.85,0.9208332619016357,41.23170143627077
9.86,0.9101553048892363,41.24085638018955
9.870000000000001,0.8994762494989013,41.249904539022765
9.88,0.8887961088734889,41.258845901850044
9.89,0.8781148961481405,41.26768045788227
9.9,0.8674326244503869,41.27640819646144
9.91,0.8567493069002455,41.2850291070606
9.92,0.8460649566103189,41.293543179283795
9.93,0.8353795866858937,41.30195040286593
9.94,0.8246932102176483,41.31025076768958
9.950000000000001,0.8140058402861311,41.318444263774914
9.96,0.8033174899735118,41.32653088125306
9.97,0.7926281723549735,41.334510610385856
9.98,0.7819379004987845,41.34238344156585
9.99,0.7712466874663924,41.35014936531622
