t,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103
5.3100000000000005,5.00000000000007e-08,41.41562702585929,7471.735712613216,1620.6032556498128,18614.343674353848,15.958794653881933,0.3761935161108191,25.591916371056094,1.966027654831631e-05,0.048770875299541,0.1683134521787524,80986.53311258854,1.9955569344818698e-07,11019.974606963156,100.90311362585504,0.0003179223561280363,0.14814642864969926,0.0270670361225054,0.09781975975683084,0.08252760593271108,0.0029341175738531885,4691.230218488619,13.366928033458152,20023.04923565423,48.335115309364014,71508.39830007058,38.938407835523165,177.24589540755287,1.3369301953419033,45510.77671536574,100087.26327166628,58.30108511656943,129.7378559872802,11.692209940618051,310.5075434002945,243.61638737832197,8.008959851392962,101.30614634766121,6.042276884840122,30.8902430649552,39988.30994804093,6.269298876864685,9.903124403142652,39999.882892100475,0.05963496870647653,0.11697314767254077,20999981.61001053,5.22874293710787,13.031316563310018,2.74656368135675e-06,2.655284853354656e-08,6.562639131728344e-09,39999.88996929339,0.10992578151294943,22099999.999983817,2.7727554628123965e-06,5.892724138055242e-07,1.2098614275610737e-19,3.1290652034239386e-21,9999999.999987163,1.0660933720508158e-19,1.2835596754789842e-05,0.08655718582074694,0.20020819176105564,0.022786305591709195,0.6124255115723807,0.5044788725867899,0.017176894577122924,0.2839336199517802,0.008920222915668512,0.013987580703197253,7.484196491691457e-05,0.00013475189071422212,0.006269465418700625,0.013624249620918395,3.3475616602752073e-12,2.889159264423444e-14,6.4625091971882705e-15,0.00010491851774516861,2.9527361806628244e-12,6.156931020864376e-13,1.2844250249275806e-31,3.27791296380567e-33,9.996876111556199e-32,1.2131329159818562e-11,0.4165556060730606,0.2529274507346154,1.0958723391598706,0.789730228782573,0.023881301466889493,0.29118997661801993,6.338270534091532,4.422870446105163,0.1288594089288839,2.9983402819699168e-27,5.6193036062576474e-42,1.9151394213314798e-26,3.5063228708945903e-41,3.3217009902206435e-31,5.256822216258575e-46,1.3018173466203479e-24,1.2379855401547475e-36,2.087004623930336e-29
5.32,5.00000000000007e-08,41.10564207252268,7456.805037253937,1613.9241117507074,18625.358708168846,15.957327975888438,0.37800670644299045,25.677055415682222,1.9795587152858332e-05,0.049105592390075635,0.16902155900505944,80986.4404302066,2.0169452499638193e-07,11016.766446637013,100.99231870482818,0.0003205372220394182,0.1486818121873042,0.027195738976585938,0.09844356951793366,0.08309337275581986,0.0029572324836684813,4684.804636966749,13.39134882209453,20016.709587215748,48.5032738693273,71505.55531460259,39.09604531279167,178.54403145652523,1.3437555241124728,45513.687661810734,100083.78184261164,58.35681831825202,129.91213948923738,11.719733910392303,311.7304556874,244.74766483974634,8.055354403984355,101.90315688258221,6.072611678786417,30.998250178102047,39988.19318376224,6.324085749268959,10.003455767176309,39999.8814724709,0.06027613895589008,0.11839085050111224,20999981.36598646,5.288473840590239,13.213558181886137,2.818375517787129e-06,2.7305951974857717e-08,6.7619128549637785e-09,39999.88822232377,0.11167086832962411,22099999.99998332,2.8524869575862326e-06,6.064516953629974e-07,1.2820805794985023e-19,3.316742351533267e-21,9999999.999986762,1.1325182536195857e-19,1.323634383214754e-05,0.08686950619957,0.20098531853921417,0.022902586822926684,0.6165174855859002,0.5081657487480614,0.01732198996689594,0.28669036068766246,0.009019440338775818,0.014158058126980485,7.58088068486333e-05,0.00013667863837408948,0.006354912317954231,0.013843230754135277,3.4496130444869507e-12,2.9832313457122583e-14,6.685690865347781e-15,0.00010680112568285403,3.0501209871345046e-12,6.362258821430845e-13,1.3722530899815424e-31,3.502917794242036e-33,1.0705895300150953e-31,1.2560619167910777e-11,0.41743329945179114,0.2544367668382937,1.1024774626216165,0.7950679554932941,0.02406519417790858,0.29278258456008355,6.380826298274766,4.456360072576213,0.12996372375062548,3.1954126108116865e-27,6.054794078482586e-42,2.0419963220837334e-26,3.779259324267097e-41,3.5504768188198756e-31,5.679380224415003e-46,1.3820677242747927e-24,1.325008610819588e-36,2.2211713090922666e-29
5.33,5.00000000000007e-08,40.79970565882758,7441.930780897299,1607.2824368104452,18636.30515120772,15.955859926624289,0.37982301580134553,25.76222585767965,1.9931445463912983e-05,0.04944171197484118,0.1697303881617245,80986.34737268058,2.0385092441446344e-07,11013.557435043203,101.0810802721313,0.0003231665019982215,0.14921765397208184,0.027324694538975458,0.09906985565736517,0.08366154742622149,0.0029804705572895733,4678.391337809359,13.415694612268844,20010.38216000807,48.67150079565762,71502.70409779112,39.25379386631034,179.84775364434196,1.3505947076830167,45516.582230758475,100080.29746237013,58.412258720288115,130.08566463990095,11.747199810199046,312.9540119388225,245.88005202424344,8.101864162242983,102.5018534760113,6.103011157391402,31.10633482158544,39988.07557161325,6.379183501721013,10.10454793451884,39999.88003952614,0.06092246722617179,0.1198218458963062,20999981.11934309,5.3487214708805,13.397875206260153,2.891869561736269e-06,2.807843843435001e-08,6.966716997447457e-09,39999.88645211634,0.11343916381748091,22099999.999982808,2.9343002670280353e-06,6.240867659511018e-07,1.3584109572648052e-19,3.515158687745314e-21,9999999.99998635,1.2028993995712444e-19,1.3648558093348625e-05,0.08718206043687024,0.20176320447975643,0.02301914184400125,0.620626183057939,0.5118691446695,0.01746791520387017,0.28946658138373055,0.009119491978469311,0.014330206632089938,7.678570899303143e-05,0.00013862800136484198,0.006441303502837432,0.014065188832726908,3.5545124826343792e-12,3.0801299000823626e-14,6.9160193042896056e-15,0.00010871285417550488,3.1504708367545722e-12,6.573916661342479e-13,1.4658509936178917e-31,3.742764442677969e-33,1.1463301886389983e-31,1.3004020312010782e-11,0.41831091212541605,0.2559513729381607,1.109105067382761,0.8004269001197452,0.024250013941035577,0.2943787835875712,6.423546462659769,4.49000277910855,0.1310743654572592,3.404883916785252e-27,6.5228462782591e-42,2.1768956665103376e-26,4.0726909791083113e-41,3.794364815998167e-31,6.1347455800543075e-46,1.4670434483407851e-24,1.4179148877854682e-36,2.3635955325283183e-29
5.34,5.00000000000007e-08,40.4977596186615,7427.11265114668,1600.6780256031104,18647.183397360102,15.954390526368465,0.3816424331698689,25.8474273605141,2.0067851782964037e-05,0.04977923545983141,0.1704399348525558,80986.25393980402,2.0602498838938285e-07,11010.347585235266,101.16940073493784,0.0003258102296535807,0.1497539528985643,0.027453902550166567,0.09969862160008447,0.08423213317429729,0.0030038320972832224,4671.990292943193,13.439965607502135,20004.06692626505,48.83979530569291,71499.84465528959,39.41165236793718,181.15706435036878,1.3574477008878953,45519.4604729896,100076.81014645328,58.46740786967929,130.25843507074077,11.77460781235698,314.17820416277783,247.01353796117425,8.148488772839949,103.10223410577314,6.133475271803709,31.214497277589622,39987.95710802986,6.434592707317804,10.206404512545541,39999.878593181944,0.06157397939969789,0.12126621790895359,20999980.870059397,5.409488696331582,13.584285513560316,2.9670804701334403e-06,2.8870754340453424e-08,7.1771901633647974e-09,39999.884658425486,0.11523091324464033,22099999.99998228,3.018244071199917e-06,6.42188488587643e-07,1.4390739775695922e-19,3.7248957462780884e-21,9999999.999985926,1.2774601647231512e-19,1.407253691599506e-05,0.08749484783122176,0.20254184847425213,0.023135970746049596,0.6247516252998966,0.5155890809644263,0.017614672461020015,0.2922623638385973,0.009220382368680908,0.014504038400278184,7.777274930753412e-05,0.00014060018375471089,0.006528646829015618,0.014290156651614127,3.662331939686594e-12,3.179932580740414e-14,7.15370496551517e-15,0.00011065407881942572,3.2538683139127845e-12,6.792083374339235e-13,1.5655793740807031e-31,3.998384417188566e-33,1.2272240366411418e-31,1.3461960048899016e-11,0.41918844401905453,0.2574712730113757,1.1157551592255988,0.8058070746182227,0.02443576254027813,0.29597856497733777,6.466431089578606,4.523798694986799,0.1321913491147262,3.6274941005915176e-27,7.025780000542764e-42,2.320320933234966e-26,4.3880839161374176e-41,4.054312930400164e-31,6.62534534109917e-46,1.557008082587728e-24,1.517082979513416e-36,2.5147595922123907e-29
5.3500000000000005,5.00000000000007e-08,40.19974670555691,7412.350357466152,1594.1106735811925,18657.99383836316,15.952919795087361,0.38346494756166677,25.9326595897116,2.020480640715678e-05,0.05011816424156641,0.17115019430009498,80986.16013137343,2.082168138330051e-07,11007.136910184756,101.25728249022366,0.000328468438555692,0.15029070787490034,0.027583362754046964,0.10032987076508874,0.08480513322021775,0.003027317405709306,4665.601474374622,13.464162012687096,19997.763858303955,49.00815662138168,71496.97699276412,39.569619694830735,182.47196589212538,1.364314458554988,45522.322439101335,100073.3199102883,58.52226730774345,130.43045440758257,11.80195809092447,315.40302441518855,248.14811172631883,8.195227881887858,103.70429674939926,6.164003973775376,31.322737831140373,39987.837789447294,6.490313934938257,10.309029112605586,39999.877133353846,0.062230701388342004,0.12272405080108703,20999980.618114237,5.470778389925682,13.772807078932574,3.0440435394266036e-06,2.9683355773860913e-08,7.393474315534006e-09,39999.88284100368,0.11704636373135444,22099999.99998174,3.104368122329771e-06,6.607679723708869e-07,1.5243078413148854e-19,3.946579850810642e-21,9999999.99998549,1.356442330248587e-19,1.4508585232614349e-05,0.08780786768994467,0.20332124943975843,0.023253073623985814,0.6288938335736114,0.5193255781571332,0.017762263907083214,0.29507778991697836,0.009322116051808832,0.014679565668421483,7.877000612518964e-05,0.00014259539084010632,0.006616950193739295,0.014518167278082549,3.773145153040815e-12,3.282719194639213e-14,7.398964721626504e-15,0.00011262517906804613,3.360398333461412e-12,7.016942947255225e-13,1.6718345146639721e-31,4.270802681168803e-33,1.3136189865693357e-31,1.3934879403876278e-11,0.42006589505901326,0.2589964710190911,1.1224277438207702,0.8112084907845205,0.024622441753066555,0.2975819200300903,6.50948024022502,4.557747947939638,0.13331468973754632,3.8640505994468606e-27,7.566210950047346e-42,2.4728002814664146e-26,4.72709257278841e-41,4.331363186052873e-31,7.15393552498312e-46,1.6522464463499758e-24,1.6229310082915596e-36,2.675188018584306e-29
5.36,5.00000000000007e-08,39.90561044884941,7397.643611117392,1587.5801770109108,18668.736863771384,15.951447752483173,0.3852905480216939,26.017922212819993,2.0342309629354544e-05,0.05045849970712974,0.17186116174636185,80986.06594718824,2.104264978818426e-07,11003.925422782866,101.3447279240255,0.0003311411621528754,0.15082791782253285,0.02771307489803155,0.10096360656554862,0.08538055077409393,0.0030509267841075387,4659.224854188743,13.488284033882396,19991.472928524017,49.17658396923283,71494.10111589037,39.72769472956641,183.79246052561786,1.3711949355146051,45525.168179504704,100069.82676921823,58.576838569467796,130.6017262677991,11.829250821387287,316.62846479980607,249.2837624446404,8.242081135034894,104.30803938526473,6.194597215661943,31.431056769588402,39987.71761230022,6.546347749118939,10.412425349933404,39999.875659957164,0.0628926591327447,0.12419542904718965,20999980.363486372,5.532593429223598,13.963457976624694,3.122794658066292e-06,3.051670737840141e-08,7.61571429462776e-09,39999.88099960156,0.11888576426481971,22099999.999981184,3.1927231194400015e-06,6.798365416990014e-07,1.614357142615821e-19,4.180853830725905e-21,9999999.999985043,1.4400938885131988e-19,1.4957014342058227e-05,0.08812111932885903,0.20410140631778764,0.023370450576587543,0.6330528290928465,0.5230786566849781,0.01791069170643528,0.2979129415472095,0.009424697578634601,0.014856800728887428,7.977755815749865e-05,0.00014461382915668302,0.006706221536198407,0.014749254051737857,3.887027367161385e-12,3.388571297677951e-14,7.652020453727981e-15,0.00011462653819505892,3.4701476906882485e-12,7.248683486759788e-13,1.7850215864426498e-31,4.561066415708533e-33,1.405870037943925e-31,1.4423229792851808e-11,0.42094326517260733,0.2605269709069438,1.1291228267299762,0.8166311602557464,0.02481005335013071,0.2991888400742466,6.552693974679846,4.591850664143695,0.13444440228730362,4.1153800578957286e-27,8.146790768753826e-42,2.6348743077103467e-26,5.091393648722599e-41,4.626580810073883e-31,7.723304358050113e-46,1.7530507774176814e-24,1.7358858610681754e-36,2.84541834196046e-29
5.37,5.00000000000007e-08,39.61529521182913,7382.992125174348,1581.0863329067408,18679.412860985485,15.949974417974355,0.3871192236255497,26.103214899411963,2.0480361738143377e-05,0.050800243234207475,0.17257283245244343,80985.97138705081,2.1265413789616323e-07,11000.713135840264,101.43173941183632,0.0003338284337930631,0.15136558167623718,0.027843038732985624,0.10159983240878702,0.08595838903596552,0.003074660533503368,4652.86040454947,13.512331878381753,19985.194109406737,49.34507658030765,71491.21703035483,39.88587636005403,185.11855044563387,1.3780890865967461,45527.99774442669,100066.33073850244,58.63112318383037,130.77225426155317,11.856486180767664,317.8545174678196,250.42047928880814,8.289048177438355,104.9134599921291,6.225254950413417,31.53945438279127,39987.59657302275,6.6026947101231155,10.516596843626218,39999.874172907,0.06355987860214109,0.12568043733172302,20999980.106154453,5.5949366963252105,14.156256379637098,3.203370345720235e-06,3.1371283187751786e-08,7.844058170130519e-09,39999.879133967894,0.12074936570256607,22099999.999980614,3.2833608029527864e-06,6.994057592253009e-07,1.7094792862521386e-19,4.4283944480430755e-21,9999999.999984581,1.528676541024801e-19,1.5418142764676082e-05,0.08843460207232373,0.20488231807452978,0.02348810170642298,0.637228633022935,0.5268483368980122,0.018059958019145193,0.30076790072177,0.009528131508299105,0.015035755929436853,8.079548449362633e-05,0.0001466557064779802,0.006796468837436748,0.01498345058673391,4.0040555258344896e-12,3.497572478417253e-14,7.913100021448503e-15,0.0001166585433568261,3.5832053756269017e-12,7.487497937347718e-13,1.9055709062119937e-31,4.8702882272646085e-33,1.5043552357321315e-31,1.4927475187649257e-11,0.42182055428823273,0.2620627766049547,1.135840413405536,0.8220750945105425,0.02499859909556768,0.30079931646419,6.596072351907924,4.626106968232177,0.1355805016733659,4.3823577938323786e-27,8.770362891217837e-42,2.807115690451476e-26,5.482785651256274e-41,4.941097274372145e-31,8.336449868584856e-46,1.8597292392636056e-24,1.8564018143962613e-36,3.0260189716423064e-29
5.38,5.00000000000007e-08,39.32874617620597,7368.3956145095535,1574.6289390391946,18690.022215259753,15.948499810700858,0.3889509634797073,26.18853732107288,2.0618963017855525e-05,0.05114339619112642,0.17328520169850412,80985.87645076643,2.1489983145932508e-07,10997.500062087598,101.51831931858584,0.00033653028672367175,0.15190369838402726,0.02797325401322421,0.10223855169631464,0.08653865119584812,0.00309851895440686,4646.508097699277,13.536305754682774,19978.927373515507,49.51363369019632,71488.32474185446,40.044163479527796,186.45023778605065,1.384996866632605,45530.8111839106,100062.831833317,58.685122673768184,130.9420419915627,11.88366434757963,319.0811746176512,251.5582514792664,8.33612865378212,105.52055654925904,6.255977131568553,31.647930963040377,39987.4746680485,6.659355373939214,10.621547216597387,39999.87267211826,0.06423238579398446,0.12717916054801168,20999979.846097026,5.657811077825853,14.351220559896454,3.2858077608488894e-06,3.224756675325763e-08,8.078657287881755e-09,39999.87724384954,0.12263742078001208,22099999.999980025,3.376333969048695e-06,7.194874292108654e-07,1.8099447734690346e-19,4.689913149267009e-21,9999999.999984108,1.6224660051155752e-19,1.5892296351926993e-05,0.08874831525317115,0.20566398370061714,0.023606027119828604,0.641421266481092,0.5306346390595044,0.018210065000964882,0.30364274949670783,0.00963242240825704,0.01521644367329555,8.182386460093342e-05,0.00014872123181859296,0.0068877001204268,0.015220790773171582,4.124308297486368e-12,3.609808390626622e-14,8.182437363792795e-15,0.00011872158561857116,3.699662608539738e-12,7.733584160480429e-13,2.0339385026451315e-31,5.199647606130826e-33,1.6094761853838016e-31,1.5448092332127123e-11,0.42269776233534667,0.2636038920276436,1.1425805091910888,0.8275403048698832,0.025188080746839682,0.3024133405805667,6.639615429765381,4.660516983301763,0.1367230027527885,4.665908885130886e-27,9.439966707503271e-42,2.990129906304607e-26,5.903191536373911e-41,5.2761117819644295e-31,8.99658444111986e-46,1.9726062771424773e-24,1.984961147893012e-36,3.2175898888594775e-29
5.39,5.00000000000007e-08,39.04590937073807,7353.853795798193,1568.2077938995758,18700.565309721005,15.947023949514515,0.390785756720861,26.27388915139875,2.0758113748579674e-05,0.051487959936890225,0.17399826478354313,80985.7811381433,2.171636763769986e-07,10994.28621417556,101.60446999886562,0.00033924675409246146,0.15244226690715104,0.028103720496465968,0.10287976782382881,0.08712134043374097,0.0031225023468159376,4640.167905959145,13.560205872518873,19972.672693495675,49.68225453900584,71485.42425609732,40.202554986494285,187.78752462010877,1.391918230453395,45533.608547817465,100059.33006875512,58.73883855635571,131.11109305376084,11.910785501882419,320.3084284946649,252.69706828338036,8.383322208266142,106.12932703619117,6.286763713248534,31.7564868051496,39987.351893810555,6.7163302923226755,10.727280095547014,39999.87115750564,0.06491020673371488,0.12869168379633217,20999979.58329253,5.721219464777507,14.548368888091932,3.3701447298624655e-06,3.314605174873731e-08,8.319666526781282e-09,39999.87532899149,0.12455018411510063,22099999.99997942,3.471696538820312e-06,7.400936143115505e-07,1.9160425088593175e-19,4.9661699180495145e-21,9999999.99998362,1.7217580611042586e-19,1.6379808912564428e-05,0.0890622582127109,0.20644640221119087,0.023724226926860915,0.645630750536305,0.5344375833458757,0.018361014803359697,0.3065375699917565,0.009737574854246818,0.015398876419117748,8.28627783246665e-05,0.00015081061543438813,0.006979923450041672,0.01546130877901605,4.247866218492116e-12,3.7253669621521616e-14,8.460273214990308e-15,0.00012081606000381754,3.819613071143659e-12,7.987145463384913e-13,2.1706200594826215e-31,5.550426585462876e-33,1.7216713924539077e-31,1.598557234318551e-11,0.42357488924450293,0.2651503210740072,1.1493431193215626,0.8330268024974686,0.025378500054815144,0.30403090382933173,6.683323265000119,4.695080830919923,0.13787192033072554,4.967030815009395e-27,1.015895977884185e-41,3.18457027010042e-26,6.354736691576965e-41,5.632926666462124e-31,9.7072876731106e-46,2.092029519359655e-24,2.122089822109116e-36,3.420777169147355e-29
5.4,5.00000000000007e-08,38.76673159226878,7339.366387478967,1561.8226967696291,18711.04252535913,15.945546853005617,0.39262359251742107,26.359270065969707,2.0897814206203486e-05,0.05183393582122063,0.17471201702576855,80985.68544899246,2.194457706766683e-07,10991.07160467599,101.69019379655815,0.0003419778689459951,0.15298128621987037,0.028234437943897905,0.10352348418130217,0.08770645991973132,0.0031466110102090538,4633.839801727983,13.584032442737808,19966.430042073607,49.85093837132052,71482.51557880081,40.36104978478303,189.13041296076827,1.3988531328956981,45536.38988582492,100055.82545982738,58.792272342470916,131.27941103577606,11.93784982509557,321.53627139108954,253.8369190168335,8.430628484664014,106.73976943337115,6.317614650152271,31.86512220615121,39987.228246741644,6.773620012732307,10.833799110890876,39999.86962898359,0.06559336747417754,0.13021809238394322,20999979.317719303,5.78516475263855,14.747719834331185,3.456419723950344e-06,3.4067241418788115e-08,8.567244048532658e-09,39999.87338913683,0.12648791222000924,22099999.9999788,3.569503494571717e-06,7.612366197965226e-07,2.0280730030374133e-19,5.257955507387556e-21,9999999.999983119,1.8268607506724355e-19,1.6881021586980975e-05,0.08937643030056644,0.20722957264523478,0.023842701241312006,0.649857106210259,0.538257189848072,0.018512809573439308,0.3094524443887731,0.009843593430223188,0.015583066681212832,8.391230588969291e-05,0.00015292406882990022,0.007073146933277176,0.015705039050753353,4.374811550742858e-12,3.844338176686398e-14,8.746854331038187e-15,0.00012294236548734342,3.94315266369144e-12,8.248390038749795e-13,2.3161326477779804e-31,5.923962954697942e-33,1.8413986987104127e-31,1.6540418958529912e-11,0.4244519349472538,0.2667020676278309,1.1561282489249398,0.8385345984011077,0.025569858763705062,0.3056519976438447,6.727195913268851,4.729798631131156,0.13902726915960806,5.286764029068385e-27,1.0930855036407016e-41,3.3911183625750015e-26,6.839645014198586e-41,6.012901029773507e-31,1.047230218288198e-45,2.2183608912097773e-24,2.2683368629369942e-36,3.636254149408085e-29
5.41,5.00000000000007e-08,38.491160397840275,7324.933109743444,1555.4734477218246,18721.454241036477,15.94406853950558,0.39446446006959124,26.444679742339556,2.1038064662434906e-05,0.05218132518459542,0.17542645376256377,80985.58938312785,2.2174621260694697e-07,10987.8562460823,101.77549304485994,0.0003447236642296804,0.1535207553093823,0.028365406120166806,0.10416970415301194,0.08829401281403512,0.003170845243544827,4627.523757482393,13.607785677281276,19960.19939205645,50.01968443618039,71479.59871569149,40.51964678352903,190.47890476101173,1.4058015288025119,45539.155247427705,100052.31802146218,58.84542553679995,131.44699951685172,11.964857499970954,322.76469564579804,254.97779304353665,8.47804712633571,107.35188172221453,6.348529897550517,31.9738374652504,39987.10372327409,6.831225078336212,10.941107896716597,39999.86808646642,0.06628189409527029,0.13175847182383127,20999979.04935557,5.849649841230841,14.949291968256764,3.544671870256276e-06,3.5011648786153165e-08,8.821551379971705e-09,39999.87142402675,0.12845086350822185,22099999.999978162,3.669810903313932e-06,7.82928999138737e-07,2.1463494571230545e-19,5.566094296721959e-21,9999999.999982603,1.938095602377671e-19,1.7396283042610905e-05,0.08969083087462144,0.20801349406539052,0.023961450180682527,0.6541003544775772,0.5420934785719903,0.018665451453954228,0.3123874549312808,0.009950482728314222,0.01576902702959862,8.497252790088866e-05,0.00015506180476100337,0.007167378719309197,0.015952016314877897,4.505228326453425e-12,3.966814135493797e-14,9.042433692106941e-15,0.00012510090502531872,4.0703795728466134e-12,8.517531118224144e-13,2.4710173995576027e-31,6.321657157665717e-33,1.9691378302527548e-31,1.7113148981223e-11,0.42532889937613994,0.26825913555777986,1.1629359030228366,0.8440637034334504,0.02576215861106836,0.30727661348495167,6.77123342914322,4.764670502463977,0.14018906393913502,5.626196515958429e-27,1.1759343960045057e-41,3.610487070309626e-26,7.360253691347231e-41,6.41745762730788e-31,1.1295561499209153e-45,2.3519780171856576e-24,2.4242773591554755e-36,3.864724330048745e-29
5.42,5.00000000000007e-08,38.21914412187974,7310.553684535433,1549.1598475951632,18731.800833503974,15.94258902708117,0.3963083486089481,26.530117860031037,2.1178865384816113e-05,0.05253012935828554,0.1761415703503108,80985.49294036625,2.2406510063682563e-07,10984.64015080965,101.86037006644368,0.00034748417278837265,0.15406067317579059,0.02849662479334497,0.10481843111754893,0.08888400226701566,0.003195205345264146,4621.219745776565,13.631465789200197,19953.98071633203,50.18849198706601,71476.67367250551,40.67834489713169,191.83300191413073,1.4127633730227878,45541.90468193881,100048.80776850613,58.89829963796126,131.61386206827328,11.991808710620147,323.9936936440364,256.11967977501325,8.5255777762245,107.96566188496436,6.379509411279557,32.08263288387118,39986.9783198399,6.8891460280423145,11.049210090749554,39999.86652986817,0.06697581270367262,0.13331290783300473,20999978.77817946,5.914677634699448,15.153103958972403,3.634940975169365e-06,3.597979712685264e-08,9.082753612716804e-09,39999.86943340052,0.1304392982999663,22099999.999977507,3.772675971019397e-06,8.051835671445221e-07,2.271201627584224e-19,5.891454424602982e-21,9999999.999982074,2.055802041547433e-19,1.7925949958966614e-05,0.09000545930100506,0.20879816555794367,0.024080473866139766,0.6583605162658251,0.545946469438572,0.01881894258331558,0.3153426839244049,0.01005824734878701,0.015956770089993674,8.604352534305251e-05,0.00015722403723591948,0.007262626999493048,0.01620227557967329,4.639202459020453e-12,4.092889217892561e-14,9.347271049188208e-15,0.00012729208559856002,4.201394449192891e-12,8.794787377715029e-13,2.635849568699682e-31,6.744998128320597e-33,2.10540004027179e-31,1.770429349916809e-11,0.42620578246471175,0.26982152871741455,1.1697660865306687,0.8496141282924944,0.025955401327841705,0.30890474284035946,6.815435866112152,4.799696561938216,0.14135731931655146,5.986480390102786e-27,1.2648385362635328e-41,3.8434316022877206e-26,7.919069852615242e-41,6.848108536579454e-31,1.2181299819191121e-45,2.493279252440921e-24,2.590523789660653e-36,4.1069319443082296e-29
5.43,5.00000000000007e-08,37.950631883247524,7296.227835547679,1542.8816979811813,18742.0826774135,15.941108333532153,0.39815524739820407,26.61558410052952,2.1320216636738922e-05,0.05288034966439026,0.17685736216427095,80985.39612052728,2.2640253345496738e-07,10981.423331195207,101.94482717356027,0.0003502594273667851,0.15460103883206214,0.02862809373490621,0.10546966844783244,0.0894764314192079,0.003219691613291377,4614.927739242143,13.655072992657763,19947.77398786873,50.357360281881995,71473.74045498867,40.837143045224316,193.19270625399764,1.419738620411475,45544.63823849036,100045.29471572439,58.95089613857955,131.78000225359622,12.018703642522805,325.2232578171932,257.26256867000063,8.57322007685898,108.58110790462308,6.410553147735882,32.19150876567169,39986.85203287074,6.947383396519643,11.158109334317013,39999.86495910273,0.06767514943255949,0.1348814863309873,20999978.50416898,5.980251041473194,15.35917457502733,3.7272675440024796e-06,3.697222038427926e-08,9.35101957824211e-09,39999.86741699549,0.13245347882796876,22099999.999976836,3.8781570899925e-06,8.280134114366229e-07,2.402979466488843e-19,6.234957878667408e-21,9999999.99998153,2.180341878040065e-19,1.8470387454219615e-05,0.09032031495406605,0.20958358623275933,0.02419977242248434,0.662637612455593,0.5498161822839915,0.018973285095606456,0.3183182137346748,0.010166891900011785,0.016146308543829202,8.712537958096965e-05,0.00015941098151670943,0.007358900007380981,0.01645585213689065,4.776821837136183e-12,4.222660223185987e-14,9.66163341228522e-15,0.00012951631825168825,4.3363005647808224e-12,9.080383297807419e-13,2.811248528390726e-31,7.195590328046382e-33,2.25073841657646e-31,1.8314398977969048e-11,0.42708258414753797,0.2713892509452296,1.1766188042579468,0.8551858835221332,0.026149588638360387,0.310536377224276,6.859803276585252,4.83487692507169,0.142532049886824,6.368850206881345e-27,1.360231289910197e-41,4.0907617447283426e-26,8.518839373511258e-41,7.3064820816167375e-31,1.3134174610077616e-45,2.642688733186615e-24,2.7677379626043062e-36,4.3636728320633695e-29
5.44,5.00000000000007e-08,37.68557355146701,7281.95528819995,1536.6388012492996,18752.300145321078,15.939626476402669,0.4000051457318126,26.701078147266198,2.1462118677474805e-05,0.053231987415877834,0.1775738245987,80985.2989234334,2.2875860996907817e-07,10978.20579949882,102.02886666792092,0.00035304946060893215,0.1551418513038934,0.028759812719744027,0.10612341951116258,0.09007130340138439,0.003244304345031397,4608.6477105878475,13.678607502870804,19941.57917971497,50.526288582928046,71470.79906889575,40.996040152680784,194.55801955540196,1.4267272258322015,45547.35596603357,100041.77887780107,59.003216525168405,131.9454236280376,12.045542482439341,326.4533806426179,258.4064492348982,8.620973670382964,109.198217765229,6.441661063870206,32.3004654164004,39986.724858798014,7.005937714178466,11.267809272292974,39999.86337408375,0.06837993044115395,0.13646429343902033,20999978.227302052,6.04637297421784,15.56752268474142,3.8216927788244985e-06,3.798946306946846e-08,9.626521794244149e-09,39999.865374547095,0.1344936692464379,22099999.999976147,3.98631382700499e-06,8.514318893514029e-07,2.5420507515087206e-19,6.597573959245209e-21,9999999.99998097,2.312096357705178e-19,1.9029968943511414e-05,0.09063539721627611,0.2103697552229099,0.024319345978136977,0.6669316638809969,0.5537026368604531,0.01912848112055388,0.321314126789148,0.010276420998408763,0.016337655128368773,8.821817236031744e-05,0.0001616228541237886,0.007456206018842982,0.01671278156292305,4.918176294939743e-12,4.3562263165532025e-14,9.985794845015011e-15,0.00013177401810894132,4.475203751998622e-12,9.374549020347502e-13,2.997870920177225e-31,7.675135340992229e-33,2.405740811116908e-31,1.8944026784237934e-11,0.4279593043601634,0.2729623060648297,1.1834940609093123,0.8607789795131573,0.026344722260337915,0.3121715081782387,6.904335711903215,4.870211705887244,0.14371327019232683,6.774610876732678e-27,1.4625761132853728e-41,4.3533337679424544e-26,9.162499543835123e-41,7.79430457987849e-31,1.415918014648177e-45,2.8006530670446147e-24,2.956622829394207e-36,4.635787215926405e-29
