t,Arg,Fe3,Fe3_Arg,Fe2_Arg,Fe2,Fe3_NO,Fe2_NO,Fe3_NOHA,NOHA,Fe2_NOHA,Fe3_O2_Arg,Fe3_O2_NOHA,NO,citrulline,NO3
2.54,100.0,0.0019347608956857838,0.019487617819210774,0.0004135775908500166,4.1593836381296726e-05,0.00031301074342642536,4.994578582438236e-05,0.020394544425273175,0.006669975525401919,0.00012160118938573817,0.0016596214790494355,0.0005837262349078427,0.032129099821161064,0.032984549912217435,0.0004924935618056116
2.5500000000000003,100.0,0.0019350920605261926,0.01948430273127627,0.0004135171656755023,4.1592955881805645e-05,0.0003130645213121814,4.9959124692806936e-05,0.02039765309721764,0.006704217127053715,0.00012162096876951389,0.001659374553684406,0.0005838228209585329,0.032297827298765985,0.03315617981343391,0.0004953288686629844
2.56,100.0,0.0019354166358340652,0.019481053559267415,0.00041345794097243674,4.159209254702645e-05,0.00031311723083619534,4.997219858931538e-05,0.020400699964275314,0.006738463942357575,0.00012164035517522337,0.0016591325340991044,0.0005839174883987395,0.03246658346764751,0.03332783782196342,0.0004981649248904498
2.57,100.0,0.0019357347527330724,0.0194778689847252,0.0004133998927312893,4.1591246030933015e-05,0.00031316889337672124,4.998501281377572e-05,0.020403686263310985,0.006772715865190514,0.0001216593564492903,0.0016588953221824173,0.0005840102756411375,0.032635367754484626,0.03349952337618376,0.0005010017155086939
2.58,100.0,0.001936046539792925,0.01947474771317832,0.00041334299738005563,4.159041599308689e-05,0.0003132195299253302,4.9997572568122434e-05,0.020406613208844106,0.006806972791345275,0.00012167798029423967,0.0016586628216124725,0.0005841012204061479,0.0328041795963063,0.03367123592461078,0.0005038392258110768
2.59,100.0,0.0019363521230998577,0.019471688473358097,0.0004132872317699952,4.1589602098398975e-05,0.0003132691610997453,5.000988295930739e-05,0.020409481993792538,0.006841234618466415,0.00012169623427334334,0.0016584349377984197,0.00058419035974509,0.03297301844014637,0.033842974925560224,0.0005066774413548541
2.6,100.0,0.0019366516263271112,0.019468690016413347,0.0004132325731613686,4.158880401689124e-05,0.00031331780715667735,5.002194900225077e-05,0.020412293790216324,0.0068755012459864135,0.0001217141258152657,0.0016582115778222134,0.0005842777300633303,0.03314188374269848,0.034014739846809756,0.000509516347952401
2.61,100.0,0.0019369451702070744,0.01946575112863083,0.0004131789994519867,4.15880214296354e-05,0.000313365487776802,5.0033775571445615e-05,0.02041504973669572,0.006909772576215498,0.0001217316621667455,0.0016579926513677625,0.0005843633666967624,0.033310774976199053,0.03418653017136617,0.0005123559318189299
2.62,100.0,0.0019372328617649939,0.01946287087525327,0.0004131264935605929,4.158725414038739e-05,0.00031341221795078773,5.004536647395895e-05,0.020417750697004248,0.006944048535173672,0.00012174884945611187,0.0016577780885452735,0.0005844472958451331,0.03347969174088214,0.03435834550770491,0.0005151961823980792
2.63,100.0,0.0019375148250484922,0.019460047907671276,0.0004130750309709316,4.1586501758842284e-05,0.00031345801966755694,5.0056727083365645e-05,0.020420397945710798,0.006978329013408761,0.00012176569536054231,0.0016575677892402896,0.0005845295574826522,0.033648633445504554,0.034530185276589666,0.0005180370843342457
2.64,100.0,0.0019377911736926932,0.019457281083477745,0.0004130245908793687,4.158576398434599e-05,0.0003135029114526633,5.006786198234686e-05,0.02042299255451154,0.007012613918969501,0.00012178220672197976,0.0016573616684440993,0.0005846101848479545,0.03381759959330391,0.034702048991396714,0.0005208786246578511
2.65,100.0,0.001938062019156533,0.019454569281367087,0.0004129751528668737,4.1585040521357526e-05,0.0003135469114907984,5.0078775666385584e-05,0.02042553557538109,0.007046903161595932,0.00012179839026094718,0.001657159642720481,0.0005846892105631713,0.033986589696655425,0.03487393617445334,0.000523720790640786
2.66,100.0,0.001938327470788019,0.01945191140046805,0.0004129266968868779,4.158433107926462e-05,0.00031359003763663766,5.0089472546269185e-05,0.020428028041199576,0.007081196652665574,0.00012181425258073927,0.0016569616301561063,0.0005847666666531807,0.03415560327678124,0.03504584635675309,0.0005265635697890006
2.67,100.0,0.001938587635889487,0.019449306359676545,0.0004128792032531315,4.1583635372199364e-05,0.0003136323074256855,5.009995695059198e-05,0.020430470966379653,0.0071154943051395855,0.0001218298001716143,0.0016567675503109446,0.0005848425845648578,0.034324639863459655,0.035217779077670965,0.0005294069498350925
2.68,100.0,0.0019388426197828605,0.019446753096988508,0.00041283265262756215,4.15829531188539e-05,0.00031367373808512106,5.011023312825772e-05,0.02043286534749356,0.007149796033508947,0.00012184503941498597,0.0016565773241686654,0.0005849169951863248,0.03449369899473443,0.03538973388467864,0.000532250918730897
2.69,100.0,0.0019390925258749093,0.019444250568832706,0.00041278702600813186,4.1582284042295993e-05,0.0003137143465446442,5.012030525098219e-05,0.020435212163900162,0.007184101753740614,0.00012185997658761512,0.0016563908740870432,0.0005849899288662018,0.03466278021662404,0.03556171033305969,0.0005350954646400751
2.7,100.0,0.0019393374557225068,0.019441797749403574,0.0004127423047166953,4.158162786978473e-05,0.00031375414944732053,5.013017741579572e-05,0.02043751237837199,0.007218411383223698,0.00012187461786580159,0.0016562081237483602,0.0005850614154328563,0.034831883082831014,0.03573370798562477,0.0005379405759307039
2.71,100.0,0.0019395775087156627,0.019439393636908272,0.0004126984705116503,4.1580984336420524e-05,0.0003137931630424856,5.0139853628139903e-05,0.020439766930944916,0.007252724841301033,0.00012188896925659826,0.0016560289986156584,0.0005851314840348693,0.035001007157607324,0.03590572641551844,0.0005407862412405572
2.72,100.0,0.0019398127615076182,0.019437037626176348,0.00041265551231297183,4.158035339196781e-05,0.00031383139682928204,5.0149336756710066e-05,0.020441976373657064,0.007287042080819657,0.00012190303266216814,0.0016558534531922557,0.0005852001535082801,0.03517015218585706,0.03607776537283711,0.0005436324533941255
2.73,100.0,0.0019400433244220225,0.019434728488803545,0.00041261340779499215,4.1579734635462024e-05,0.0003138688709527009,5.015863139647191e-05,0.02044414187019093,0.007321363001785092,0.00012191681664123742,0.0016556813964077887,0.0005852674587495169,0.03533931762760648,0.0362498243286356,0.0005464791986800033
2.74,100.0,0.0019402692909086141,0.019432465287979265,0.0004125721398977834,4.157912782272844e-05,0.0003139056005980369,5.0167741301684516e-05,0.020446264299127166,0.0073556875288198886,0.00012193032675049181,0.0016555127585466461,0.0005853334270622437,0.035508503075618134,0.03642190288398628,0.0005493264664684938
2.75,100.0,0.0019404907527686894,0.019430247103581006,0.00041253169186535716,4.157853271411417e-05,0.0003139416006796581,5.0176670158096126e-05,0.020448344523381765,0.0073900155878907844,0.00012194356844327979,0.0016553474711349576,0.0005853980852677309,0.03567770812991575,0.036594000647074444,0.000552174246321003
2.7600000000000002,100.0,0.0019407078002154588,0.019428073031595834,0.00041249204723512286,4.157794907435301e-05,0.0003139768858503389,5.01854215851978e-05,0.020450383390746178,0.007424347106262393,0.00012195654707286861,0.0016551854668974844,0.0005854614597218129,0.03584693239753412,0.03676611723295315,0.0005550225279835621
2.77,100.0,0.001940920521934403,0.019425942183541905,0.0004124531898273454,4.157737667243027e-05,0.000314011470510593,5.01939991384771e-05,0.020452381734427438,0.00745868201245087,0.00012196926789570018,0.00165502667971451,0.0005855235763318454,0.03601617549226873,0.03693825226329808,0.0005578713013803477
2.7800000000000002,100.0,0.0019411290051436318,0.019423853685889947,0.00041241510373460344,4.1576815281447546e-05,0.0003140453688180071,5.0202406311671806e-05,0.020454340373588297,0.007493020236177592,0.00012198173607464714,0.0016548710445787292,0.0005855844605736632,0.03618543703442561,0.037110405366162426,0.0005607205566072041
2.79,100.0,0.0019413333356542376,0.01942180667948476,0.00041237777331124735,4.1576264678487565e-05,0.00031407859469657353,5.021064653902358e-05,0.02045626011388737,0.0075273617083228325,0.00012199395668226869,0.0016547184975521404,0.0005856441375085374,0.03635471665057098,0.03728257617573168,0.000563570283925164
2.8000000000000003,100.0,0.001941533597930656,0.01941980031896672,0.0004123411831628573,4.1575724644479e-05,0.0003141111618460237,5.021872319753168e-05,0.02045814174801924,0.00756170636087944,0.00012200593470406664,0.0016545689757229355,0.0005857026318001336,0.03652401397328113,0.03745476433207859,0.0005664204737539701
2.81,100.0,0.0019417298751510193,0.019417833772193274,0.0004123053181357011,4.157519496406125e-05,0.0003141430837511613,5.022663960920659e-05,0.02045998605625462,0.007596054126906504,0.00012201767504174134,0.0016544224171623895,0.0005857599677314689,0.036693328640892045,0.03762696948091794,0.0005692711166655962
2.82,100.0,0.0019419222492675155,0.019415906219660443,0.0004122701633061925,4.157467542544929e-05,0.0003141743736911952,5.023439904332381e-05,0.020461793806980454,0.007630404940483048,0.00012202918251644761,0.001654278760881752,0.0005858161692218698,0.036862660297249245,0.03779919127336146,0.0005721222033777694
2.83,100.0,0.0019421107869389395,0.019414017003357664,0.00041223570668029637,4.1574165851809546e-05,0.0003142050423379057,5.024200424914189e-05,0.02046356561626928,0.007664758748764466,0.00012204046145989931,0.0016541379578765337,0.0005858712549731717,0.0370320086568526,0.037971429429760686,0.0005749737263210989
2.84,100.0,0.0019422955369597665,0.019412165654021044,0.00041220193968771084,4.157366610699355e-05,0.0003142350973159014,5.024945737070586e-05,0.020465301922163743,0.007699115514190332,0.00012205151564086266,0.0016539999731484088,0.000585925237579505,0.037201373516785825,0.03814368375139805,0.0005778256799256803
2.85,100.0,0.0019424766028940052,0.019410351122926685,0.00041216884325052385,4.157317593353283e-05,0.0003142645555979405,5.025676236107057e-05,0.02046700370937334,0.007733475152266993,0.0001220623503856039,0.0016538647287069632,0.000585978148564978,0.03737075442053643,0.03831595379102649,0.0005806780525311051
2.86,100.0,0.001942654058986847,0.01940857267137428,0.0004121364039137903,4.157269514019134e-05,0.0003142934291527553,5.02639221878842e-05,0.020468671670157562,0.007767837603608387,0.00012207297012626906,0.001653732169565867,0.0005860300093891939,0.03754015104725484,0.0384882392343482,0.000583530835752784
2.87,100.0,0.001942827978250941,0.019406829573671406,0.0004121046084591536,4.1572223539320505e-05,0.00031432172973751835,5.0270939767079366e-05,0.020470306484515716,0.007802202809880938,0.00012208337922174208,0.0016536022417052323,0.0005860808411265338,0.03770956308177722,0.03866053977263559,0.0005863840213538368
2.88,100.0,0.001942998432514773,0.019405121116681714,0.0004120734438966013,4.1571760946750726e-05,0.00031434946890513137,5.027781796472865e-05,0.020471908820607503,0.00783657071376748,0.0001220935819605512,0.001653474892037904,0.0005861306644789854,0.0378789902144306,0.038832855102540344,0.0005892376012399459
2.89,100.0,0.0019431654924710441,0.019403446599373143,0.0004120428974562208,4.1571307181682935e-05,0.0003143766580115142,5.028455959890024e-05,0.02047347933517364,0.007870941258931216,0.0001221035825637757,0.0016533500683757502,0.0005861794997889708,0.03804843214083815,0.039005184925902714,0.0005920915674542135
2.9,100.0,0.0019433292277250482,0.01940180533236609,0.00041201295657995507,4.15708620665801e-05,0.00031440330822289354,5.0291167441513485e-05,0.020475018673956485,0.007905314389979625,0.00012211338518795215,0.0016532277193959538,0.0005862273670521741,0.0382178885617243,0.039177528949560655,0.0005949459121720157
2.91,100.0,0.0019434897068430518,0.019400196637481625,0.0004119836089133581,4.1570425427058765e-05,0.0003144294305230918,5.029764422019452e-05,0.02047652747212061,0.007939690052428432,0.00012212299392798108,0.0016531077946073036,0.0005862742859303692,0.03838735918271999,0.03934988688515907,0.0005978006276958594
2.92,100.0,0.0019436469974006714,0.01939861984728968,0.000411954842297351,4.15699970917806e-05,0.0003144550357208161,5.030399262013181e-05,0.02047800635467345,0.007974068192665516,0.00012213241282003342,0.0016529902443164842,0.0005863202757642483,0.038556843714167836,0.039522258448958965,0.0006006557064502364
2.93,100.0,0.0019438011660312528,0.019397074304657244,0.00041192664475997703,4.156957689234391e-05,0.00031448013445694684,5.031021528593179e-05,0.020479455936885875,0.008008448757914871,0.00012214164584445716,0.0016528750195943685,0.0005863653555862492,0.038726341870927376,0.03969464336164667,0.0006035111409764805
2.94,100.0,0.0019439522784742483,0.019395559362296564,0.000411899004508158,4.156916466317516e-05,0.0003145047372118267,5.031631482347442e-05,0.020480876824712824,0.008042831696200523,0.00012215069692868364,0.0016527620722423077,0.0005864095441333832,0.03889585337218018,0.039867041348143034,0.0006063669239276216
2.95,100.0,0.0019441003628467028,0.0193940746539583,0.0004118719149097679,4.156876029072722e-05,0.0003145288499967521,5.032229270511609e-05,0.020482269369475257,0.008077216977322133,0.0001221595674001511,0.0016526513751927107,0.0005864528532191652,0.039065378054715195,0.0400394522484928,0.0006092230510757919
2.96,100.0,0.0019442454740710752,0.0193926196184542,0.00041184536574963396,4.15683636270575e-05,0.0003145524819162403,5.032815119128023e-05,0.020483634098456212,0.008111604556037178,0.00012216826045306005,0.0016525428867042852,0.0005864952993716031,0.039234915674082445,0.0402118758232234,0.0006120795160334905
2.97,100.0,0.0019443876944569274,0.019391193495266114,0.00041181934314892644,4.156797448900454e-05,0.00031457564523790286,5.033389334821567e-05,0.02048497171888497,0.008145994371720203,0.0001221767811882575,0.0016524365500320062,0.0005865369039423254,0.03940446590275267,0.040384311751543486,0.0006149363102047537
2.98,100.0,0.0019445270821649152,0.019389795705111647,0.0004117938365564866,4.156759272723854e-05,0.0003145983493462657,5.033952151165395e-05,0.02048628277367714,0.008180386377798325,0.0001221851330394599,0.0016523323220551597,0.0005865776838046857,0.039574028489093034,0.0405567597869564,0.0006177934270055033
2.99,100.0,0.0019446636943030399,0.019388425679253998,0.0004117688356131776,4.156721819525266e-05,0.00031462060345474423,5.0345037975930946e-05,0.020487567795858308,0.008214780528547296,0.00012219331937421985,0.0016522301604375805,0.0005866176555284034,0.039743603186055076,0.04072921968745615,0.0006206508599704556
3.0,100.0,0.001944797586959629,0.019387082859163872,0.0004117443301457296,4.1566850749275255e-05,0.00031464241661112506,5.035044499538333e-05,0.02048882730888177,0.008249176779064228,0.0001222013434957648,0.0016521300236024975,0.0005866568353896109,0.03991318975102737,0.04090169121538305,0.0006235086027492366
3.0100000000000002,100.0,0.0019449288152363165,0.019385766696181424,0.000411720310160585,4.156649024818198e-05,0.0003146637977030481,5.035574478574501e-05,0.020490061826946238,0.008283575085240347,0.000122209208644836,0.0016520318707073814,0.0005866952393809015,0.04008278794568825,0.04107417413727949,0.0006263666491025004
3.02,100.0,0.0019450574332810246,0.01938447665117817,0.00041169676583774296,4.156613655340801e-05,0.0003146847554634885,5.036093952554357e-05,0.02049127185531358,0.008317975403733698,0.00012221691800152744,0.0016519356616187901,0.0005867328832213769,0.04025239753585854,0.04124666822374556,0.0006292249928980443
3.0300000000000002,100.0,0.0019451834943209434,0.019383212194218936,0.00041167368752460483,4.156578952886019e-05,0.0003147052984762382,5.036603135749675e-05,0.02049245789062654,0.008352377691941906,0.00012222447468712475,0.0016518413568872156,0.0005867697823666941,0.04042201829135423,0.04141917324929484,0.0006320836281069274
3.04,100.0,0.0019453070506955132,0.019381972804223758,0.0004116510657298189,4.1565449040829245e-05,0.00031472543518138834,5.037102238990887e-05,0.02049362042122645,0.008386781907974893,0.00012223188176594405,0.0016517489177219297,0.0005868059520191135,0.04059164998583919,0.04159168899221001,0.0006349425487995861
3.0500000000000003,100.0,0.0019454281538894042,0.019380757968629828,0.0004116288911171256,4.1565114957901914e-05,0.0003147451738808109,5.037591469806727e-05,0.02049475992747097,0.00842118801062762,0.00012223914224717084,0.001651658305965831,0.0005868414071375463,0.040761292396677896,0.041764215234398674,0.0006378017491419514
3.06,100.0,0.001945546854565498,0.019379567183053416,0.00041160715449920225,4.1564787150873126e-05,0.0003147645227436407,5.038071032563876e-05,0.020495876882051792,0.008455595959352817,0.00012224625908669893,0.001651569484070291,0.0005868761624476016,0.040930945304788136,0.04193675176124892,0.0006406612233915656
3.0700000000000003,100.0,0.0019456631709557962,0.019378400218867678,0.0004115858517350367,4.1564465521121885e-05,0.000314783485582466,5.038540999608783e-05,0.020496971503770528,0.008490005735317864,0.0001222532345198441,0.0016514824351867754,0.0005869102238593221,0.041100608608505014,0.04210929847319205,0.0006435209691085444
3.08,100.0,0.0019457771657579246,0.019377256472055168,0.00041156497181233753,4.156414993138072e-05,0.0003148020721324182,5.039001624763128e-05,0.020498044356745,0.008524417290160851,0.00012226007168859247,0.001651397114274909,0.0005869436093492968,0.04127028204648243,0.04228185511420475,0.0006463809793423339
3.09,100.0,0.0019458888898180855,0.019376135439989815,0.0004115445055738657,4.15638402563376e-05,0.00031482029052488713,5.0394531137366936e-05,0.02049909591167102,0.008558830583511187,0.00012226677345182244,0.0016513134839024365,0.0005869763336690224,0.0414399654005837,0.042454421470598906,0.0006492412483530093
3.1,100.0,0.0019459983882963267,0.01937503666917632,0.0004115244447609673,4.156353637703183e-05,0.00031483814811264743,5.039895649267004e-05,0.020500126593920313,0.008593245578876172,0.00012227334251682144,0.0016512315103214042,0.000587008410020156,0.04160965847363871,0.04262699734922832,0.0006521017709843494
3.11,100.0,0.0019461057054715543,0.01937395971450689,0.00041150478126790316,4.156323817647351e-05,0.00031485565211317185,5.040329410713513e-05,0.020501136821039965,0.008627662240433978,0.0001222797815420372,0.0016511511604091363,0.0005870398513603942,0.04177936107210221,0.04279958256049757,0.0006549625421751121
3.12,100.0,0.001946210884765986,0.019372904138995384,0.0004114855071370155,4.1562945539563394e-05,0.0003148728096129735,5.040754574162474e-05,0.02050212700300367,0.008662080533012068,0.00012228609313873667,0.0016510724016485024,0.0005870706704112043,0.041949073005937275,0.04297217691824783,0.0006578235569560197
3.13,100.0,0.0019463139687696043,0.019371869513511445,0.00041146661455389435,4.156265835301274e-05,0.00031488962757194775,5.0411713125318266e-05,0.02050309754246303,0.008696500422065604,0.00012229227987266432,0.0016509952021081873,0.0005871008796655568,0.042118794088498716,0.04314478023964267,0.0006606848104467401
3.14,100.0,0.001946414999264609,0.01937085541651463,0.00041144809584254426,4.156237650526315e-05,0.0003149061128277145,5.0415797956760676e-05,0.020504048834998827,0.008730921873655881,0.00012229834426570076,0.0016509195304229578,0.0005871304913956564,0.042288524136416566,0.04331739234505386,0.0006635462978528719
3.15,100.0,0.0019465140172498694,0.019369861433788552,0.000411429943460551,4.156209988640642e-05,0.00031492227209995984,5.0419801904911316e-05,0.020504981269372287,0.008765344854428724,0.00012230428879752138,0.0016508453557739311,0.0005871595176606742,0.04245826296947945,0.0434900130579472,0.0006664080144629258
3.16,100.0,0.0019466110629653777,0.01936888715817502,0.0004114121499942478,4.156182838810435e-05,0.00031493811199477864,5.042372661019269e-05,0.02050589522777637,0.008799769331592919,0.0001223101159072548,0.0016507726478688436,0.0005871879703144791,0.04262801041051809,0.04366264220476832,0.0006692699556453099
3.17,100.0,0.0019467061759167016,0.019367932189308153,0.00041139470815388225,4.156156190350868e-05,0.0003149536390090162,5.04275736855392e-05,0.02050679108608704,0.008834195272898616,0.00012231582799514145,0.001650701376922318,0.0005872158610133696,0.04279776628528868,0.04383527961482849,0.0006721321168453109
3.18,100.0,0.0019467993937960428,0.01936699615472926,0.0004113776111547553,4.1561300338031555e-05,0.00031496885917240157,5.043134462470666e-05,0.02050766919310902,0.008868622648428425,0.0001223214272658772,0.001650631515204528,0.0005872432006000501,0.04296753043213615,0.04400792512977314,0.000674994493839932
3.19,100.0,0.0019468907460852664,0.019366078834050247,0.000411360854958631,4.156104367241352e-05,0.00031498377594394437,5.043504026360616e-05,0.020508529748581302,0.008903051441124904,0.00012232691480892625,0.001650563046149046,0.0005872699954812946,0.0431373027587929,0.04418057865923589,0.0006778570842354971
3.2,100.0,0.0019469802761860368,0.019365179730341173,0.0004113444305362336,4.156079174525682e-05,0.00031499839747285756,5.043866263931576e-05,0.020509373224258252,0.008937481610453822,0.00012233229377190243,0.0016504959329115036,0.0005872962601321508,0.04330708304633178,0.04435323998874267,0.0006807198822987557
3.21,100.0,0.0019470680202615853,0.019364298480325844,0.00041132833127221466,4.156054446125502e-05,0.00031501272964930917,5.044221321074354e-05,0.020510199960902326,0.008971913127181437,0.0001223375663229367,0.0016504301484594945,0.0005873220051289756,0.04347687113679916,0.04452590896356322,0.00068358288390405
3.22,100.0,0.0019471540138037088,0.01936343472733964,0.0004113125506717074,4.156030172677369e-05,0.00031502677825647005,5.0445693409571416e-05,0.020511010293086957,0.009006345962604847,0.00012234273459106005,0.0016503656662530946,0.0005873472408557057,0.04364666687510946,0.04469858543177682,0.0006864460850013699
3.23,100.0,0.0019472382916549034,0.019362588121108568,0.0004112970823563042,4.156006344979306e-05,0.00031504054897409523,5.044910464110911e-05,0.020511804549403687,0.009040780088534199,0.00012234780066752927,0.0016503024602284244,0.0005873719775102795,0.04381647010894911,0.04487126924417814,0.0006893094816138783
3.24,100.0,0.0019473208880304996,0.019361758317528302,0.00041128192006003374,4.155982953985067e-05,0.0003150540473821049,5.0452448285148095e-05,0.02051258305266933,0.009075215477274932,0.00012235276660715303,0.0016502405047812124,0.0005873962251110575,0.0439862806886806,0.04504396025418324,0.0006921730698354359
3.25,100.0,0.001947401836540798,0.01936094497844326,0.00041126705762533874,4.1559599907983966e-05,0.0003150672789641657,5.0455725696815544e-05,0.02051334612013312,0.009109652101609982,0.00012235763442961788,0.001650179774750358,0.0005874199935032449,0.04415609846724637,0.045216658317735435,0.0006950368458281258
3.2600000000000002,100.0,0.0019474811702132025,0.019360147771425616,0.00041125248899905303,4.155937446667298e-05,0.00031508024911127184,5.04589382074283e-05,0.020514094063683843,0.00914408993478202,0.00012236240612081413,0.0016501202454014942,0.0005874432923653119,0.0443259233000729,0.04538936329321133,0.0006979008058197791
3.27,100.0,0.0019475589215143566,0.01935936636955439,0.0004112382082283794,4.1559153129782976e-05,0.0003150929631253262,5.0462087125346826e-05,0.020514827190057,0.00917852895047567,0.0001223670836341619,0.0016500618924105508,0.0005874661312154154,0.04449575504497457,0.0455620750413267,0.0007007649461014991
3.2800000000000002,100.0,0.0019476351223722773,0.019358600451194474,0.00041122420945686653,4.155893581250705e-05,0.0003151054262227214,5.0465173736829135e-05,0.02051554580104197,0.009212969122799744,0.00012237166889193704,0.0016500046918473173,0.0005874885194178209,0.04466559356205775,0.04573479342504244,0.0007036292630251873
3.29,100.0,0.0019477098041984907,0.01935784969977569,0.0004112104869203868,4.155872243130882e-05,0.0003151176435379212,5.046819930688479e-05,0.02051625019368912,0.009247410426269448,0.00012237616378659718,0.0016499486201590054,0.0005875104661893227,0.044835438713624706,0.045907518309470534,0.0007064937530010673
3.3000000000000003,100.0,0.0019477829932221164,0.01935711387085522,0.0004111970361584725,4.1558512931115236e-05,0.0003151296190058427,5.047116486184437e-05,0.020516940595498603,0.009281852841390418,0.0001223805697313202,0.0016498936590983004,0.0005875319786318997,0.04500529039431421,0.046080249591405845,0.0007093584132239827
3.31,100.0,0.0019478547144855711,0.019356392734867615,0.00041118385298016146,4.155830726216211e-05,0.0003151413563157598,5.047407137523021e-05,0.020517617219736734,0.009316296349892884,0.00012238488804341535,0.0016498397915160003,0.0005875530634120907,0.04517514850537714,0.04625298717412131,0.0007122232410532176
3.3200000000000003,100.0,0.0019479250031309394,0.01935568591523827,0.0004111709305397624,4.155810531446111e-05,0.00031515286160885156,5.0476920293094704e-05,0.020518280421866503,0.009350740921254158,0.00012238912102878157,0.0016497869894641828,0.0005875737315098961,0.0453450128819293,0.046425730896090166,0.0007150882322589611
3.33,100.0,0.0019479938878929975,0.019354993125390085,0.0004111582636179431,4.155790701382117e-05,0.00031516413952866357,5.047971276524742e-05,0.02051893047051302,0.009385186532431637,0.00012239327039384812,0.00164973523161303,0.000587593991266097,0.04551488339946348,0.04659848063534669,0.0007179533835893335
3.34,100.0,0.0019480613970257645,0.01935431408378169,0.0004111458470870098,4.155771228747053e-05,0.00031517519463679524,5.048244992102983e-05,0.02051956762955879,0.009419633160789798,0.0001223973378146498,0.0016496844970070009,0.0005876138508745591,0.04568475993567168,0.04677123627207952,0.0007208186918500532
3.35,100.0,0.001948127558321737,0.01935364851372811,0.00041113367590763666,4.1557521064016216e-05,0.0003151860314157877,5.048513287003433e-05,0.020520192158310684,0.009454080784085883,0.00012240132493787422,0.0016496347650514522,0.0005876333183874341,0.045854642370367744,0.04694399768855594,0.0007236841539024109
3.36,100.0,0.001948192399131125,0.019352996143221435,0.0004111217451255942,4.155733327340356e-05,0.00031519665427201125,5.0487762702823146e-05,0.020520804311666852,0.009488529380455584,0.000122405233381909,0.001649586015499259,0.0005876524017203595,0.04602453058541005,0.047116764769046096,0.0007265497666612454
3.37,100.0,0.0019482559463810877,0.01935235670475147,0.000411110049868479,4.155714884687567e-05,0.0003152070675385537,5.049034049164732e-05,0.02052140434028368,0.00952297892839874,0.0001224090647378889,0.0016495382284374364,0.0005876711086576597,0.046194424464624205,0.04728953739974729,0.00072941552709292
3.38,100.0,0.0019483182265949688,0.01935172993512641,0.00041109858534244225,4.155696771693293e-05,0.0003152172754781075,5.049286729116565e-05,0.020521992490742713,0.009557429406765015,0.00012241282057074307,0.0016494913842737594,0.0005876894468575467,0.0463643238937257,0.04746231546870824,0.0007322814322132969
3.39,100.0,0.0019483792659115314,0.01935111557529348,0.00041108734682891913,4.155678981729251e-05,0.0003152272822858578,5.049534413916367e-05,0.0205225690057176,0.009591880794739601,0.0001224165024202421,0.0016494454637233848,0.0005877074238573209,0.04653422876024263,0.04763509886575334,0.0007351474790857148
3.4,100.0,0.0019484390901041944,0.019350513370159632,0.00041107632968135765,4.155661508284782e-05,0.0003152370920923701,5.049777205727257e-05,0.020523134124141036,0.009626333071828898,0.0001224201118020454,0.0016494004477954711,0.0005877250470785714,0.04670413895343835,0.04780788748240692,0.0007380136648189621
3.41,100.0,0.001948497724600268,0.019349923068412173,0.0004110655293219478,4.1556443449628065e-05,0.00031524670896647806,5.050015205168819e-05,0.0205236880813717,0.009660786217846204,0.00012242365020874823,0.0016493563177798,0.000587742323832377,0.046874054364234155,0.04798068121181754,0.0007408799865652549
3.42,100.0,0.001948555171993377,0.019349344600782005,0.00041105494449988705,4.1556274878027295e-05,0.00031525613409490606,5.05024844818046e-05,0.020524230946335927,0.009695240226843524,0.00012242711815735511,0.0016493130686058143,0.0005877592561657128,0.047043974960506864,0.04815348002250641,0.0007437464434228596
3.43,100.0,0.0019486114604630714,0.019348777696127712,0.0004110445702742512,4.155610930272317e-05,0.00031526537185652296,5.050477042021791e-05,0.020524762972276678,0.009729695077106457,0.00012243051724096542,0.001649270680072167,0.0005877758519605172,0.047213900624919564,0.04832628379953444,0.0007466130323381672
3.44,100.0,0.0019486666224932205,0.01934822205013737,0.00041103440109749843,4.1555946654659173e-05,0.00031527442715324224,5.050701105522861e-05,0.020525284442630517,0.00976415074433873,0.0001224338492273415,0.00164922912948923,0.0005877921200565202,0.04738383122618033,0.04849909241429504,0.0007494797499062604
3.45,100.0,0.0019487206807918052,0.019347677436934996,0.0004110244328553956,4.155578687558148e-05,0.0003152833036442687,5.050920729558912e-05,0.02052579556906701,0.009798607210384476,0.0001224371154625874,0.0016491884000429,0.0005878080670247047,0.047553766666183814,0.04867190577068571,0.0007523465935620625
3.46,100.0,0.0019487736577039336,0.01934714363442371,0.0004110146615024634,4.155562990828624e-05,0.00031529200492734673,5.051136003503945e-05,0.02052629655969831,0.009833064457393147,0.00012244031727019376,0.001649148475199904,0.0005878236993256596,0.04772370684847419,0.04884472377421992,0.000755213560783359
3.47,100.0,0.0019488255752274685,0.019346620424135024,0.00041100508305922853,4.1555475696582823e-05,0.00031530053454119524,5.0513470152924787e-05,0.02052678761921998,0.009867522467807454,0.00012244345595193248,0.001649109338696565,0.000587839023313953,0.04789365167818005,0.04901754633196323,0.0007580806490890791
3.48,100.0,0.0019488764550286545,0.01934610759107812,0.0004109956936094752,4.155532418525705e-05,0.0003153088959679427,5.0515538514813125e-05,0.02052726894905178,0.009901981224351283,0.00012244653278875063,0.0016490709745275672,0.0005878540452425064,0.04806360106194906,0.04919037335246937,0.0007609478560375765
