t,Rs,RL,Ri,L,R2L2,R2_CPP,Li,R2i,Shc,ShcP,ShcGS,GS,GSP,RasGDP,Ras_ShcGS,RasGTP,GAP,Ras_GAP,Raf,Ras_Raf,Rafa,MEK,MEKP,MEKPP,ERK,ERKP,ERKPP,t,X
2.94,11015.028798490788,9.440706079766503e-08,3815.0287985963478,1.6284447777156883e-20,2.8605654721392944e-17,8.964239557109211e-18,5.592939163773103e-09,9.781315880777996e-19,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.0563367829838154e-15,14999.99999999998,1.0475803660396905e-16,9976.580302654185,2.017274483105485e-15,1.3143649118747461e-15,359999.7110867992,0.28854598843181223,0.00036721170430405073,749946.1959836611,53.78603393826482,0.01798240027472429,2.94,0.0
2.95,11013.819383089573,9.438087423368882e-08,3813.8193831951585,1.628171848982018e-20,2.866766874193025e-17,9.015246928352161e-18,5.6191257276267795e-09,9.876568679215442e-19,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,3.950139511379344e-16,14999.99999999998,3.91739515586001e-17,9976.580302654185,7.543537000300499e-16,4.895623704025541e-16,359999.7154774635,0.2841609118063346,0.0003616240737725666,749946.3537443441,53.628378594147605,0.017877061411055762,2.95,0.0
2.96,11012.59796894638,9.435459428632665e-08,3812.5979690519935,1.627899022831178e-20,2.8729466750606475e-17,9.066318427048601e-18,5.6454056748664824e-09,9.972562698593627e-19,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-4.1502037555665202e-16,14999.99999999998,-4.115800979523571e-17,9976.580302654185,-7.925597546048022e-16,-5.210832573982052e-16,359999.7198014019,0.2798424760072336,0.0003561214670970581,749946.5113028379,53.47092499513186,0.017772166661953373,2.96,0.0
2.97,11011.364487697116,9.432822045089908e-08,3811.364487802754,1.6276262998023025e-20,2.8791048828976826e-17,9.11745316290281e-18,5.671779510171657e-09,1.0069302587772502e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.0556063104034439e-15,14999.99999999998,-1.0468559482351134e-16,9976.580302654185,-2.0158795178107655e-15,-1.3198413853116217e-15,359999.7240596289,0.27558966790607065,0.0003507025900321985,749946.668654912,53.31367736994856,0.017667717640041155,2.97,0.0
2.98,11010.11887097462,9.430175222322463e-08,3810.1188710802858,1.6273536804377334e-20,2.8852415057017615e-17,9.168650243417277e-18,5.69824773772379e-09,1.0166793008445379e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.3196538356168906e-15,14999.99999999998,-1.3087146731988568e-16,9976.580302654185,-2.5201281089151105e-15,-1.6487587437946113e-15,359999.72825314326,0.27140148992503527,0.0003453661682240243,749946.8257964258,53.15663985792013,0.017563715866573883,2.98,0.0
2.99,11008.861050413465,9.42751890996551e-08,3808.861050519156,1.627081165283021e-20,2.891356551315309e-17,9.219908773942782e-18,5.724810861171091e-09,1.0265038634300711e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.4403279955536366e-15,14999.99999999998,-1.4283885146731955e-16,9976.580302654185,-2.7505781942506856e-15,-1.798178426656474e-15,359999.7323829281,0.2672769603526504,0.00034011094761524503,749946.9827233298,52.99981650699742,0.01746016276837496,2.99,0.0
3.0,11007.590957650193,9.424853057708432e-08,3807.590957755911,1.626808754886937e-20,2.8974500274248716e-17,9.271227857618069e-18,5.751469383619727e-09,1.0364044151568437e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.647154044566383e-15,14999.99999999998,-1.633500096216663e-16,9976.580302654185,-3.1455515742438316e-15,-2.054086752968767e-15,359999.73644995136,0.2632151123072714,0.00033493569311630043,749947.1394316597,52.84321128012944,0.0173570596869817,3.0,0.0
3.0100000000000002,11006.308524323558,9.422177615295672e-08,3806.308524429304,1.6265364498014832e-20,2.90352194156043e-17,9.322606595308884e-18,5.7782238076252444e-09,1.0463814259575087e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.7172092587752712e-15,14999.99999999998,-1.70297459356674e-16,9976.580302654185,-3.279335227776293e-15,-2.1393426474303835e-15,359999.7404551675,0.2592149926920037,0.00032983918726541125,749947.29591753,52.68682806168593,0.017254407887867838,3.0100000000000002,0.0
3.02,11005.0136820815,9.419492532531585e-08,3805.013682187272,1.6262642505818886e-20,2.909572301099689e-17,9.374044085710113e-18,5.805074635144125e-09,1.056435366924553e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.6896519147531473e-15,14999.99999999998,-1.6756456839372366e-16,9976.580302654185,-3.226709276607344e-15,-2.1033513220091257e-15,359999.74439951597,0.25527566318058076,0.0003248202314934506,749947.4521771396,52.530670651364304,0.017152208551364807,3.02,0.0
3.0300000000000002,11003.70636258265,9.416797759282044e-08,3803.7063626884487,1.6259921577866158e-20,2.9156011132683335e-17,9.425539425315821e-18,5.832022367517633e-09,1.0665667103267828e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.638020439806983e-15,14999.99999999998,-1.6244422038237253e-16,9976.580302654185,-3.1281092304221404e-15,-2.0385893088001035e-15,359999.74828392215,0.251396199558292,0.00031987764527907457,749947.6082067685,52.37474276823338,0.017050462778405835,3.0300000000000002,0.0
3.04,11002.386497506668,9.414093245481173e-08,3802.386497612493,1.6257201719772488e-20,2.921608385146903e-17,9.477091708611323e-18,5.859067505404492e-09,1.0767759293499622e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.3167764359059548e-15,14999.99999999998,-1.3058611257926487e-16,9976.580302654185,-2.514633164169058e-15,-1.6365375469833298e-15,359999.75210929546,0.2475756936530174,0.0003150102686256023,749947.764002789,52.21904803881802,0.016949171572769334,3.04,0.0
3.0500000000000003,11001.054018541574,9.411378941124796e-08,3801.054018647426,1.6254482937187418e-20,2.927594123660361e-17,9.528700027682114e-18,5.88621054884652e-09,1.087063498560186e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-9.111704123023303e-16,14999.99999999998,-9.036173400951065e-17,9976.580302654185,-1.7400518966240037e-15,-1.1296985747180105e-15,359999.75587653386,0.24381324854328473,0.0003102169559159398,749947.919561637,52.06359002660706,0.016848335884399476,3.0500000000000003,0.0
3.06,10999.708857398115,9.408654796279482e-08,3799.708857503995,1.6251765235792425e-20,2.933558335588003e-17,9.580363472508261e-18,5.91345199717798e-09,1.0974298935177258e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-4.902204244799663e-16,14999.99999999998,-4.861567827044225e-17,9976.580302654185,-9.361684328725335e-16,-6.043582255466766e-16,359999.7595865211,0.24010798166876704,0.0003054965799020753,749948.07487983,51.908372212870646,0.01674795658093431,3.06,0.0
3.0700000000000003,10998.350945809842,9.405920761083365e-08,3798.3509459157494,1.6249048621301416e-20,2.939501027562617e-17,9.632081130896392e-18,5.9407923490175725e-09,1.1078755908400248e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.4535729018459087e-16,14999.99999999998,-1.4415236310527963e-17,9976.580302654185,-2.775871781760672e-16,-1.7473768347815752e-16,359999.76324012753,0.2364590237627447,0.00030084803033640666,749948.2299539618,51.75339800322042,0.016648034457190652,3.0700000000000003,0.0
3.08,10996.980215538604,9.403176785750031e-08,3796.9802156445403,1.6246333099461465e-20,2.9454222060737646e-17,9.683852088552983e-18,5.968232102229406e-09,1.1184010680909449e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.4150791087465228e-16,14999.99999999998,1.4033489237941535e-17,9976.580302654185,2.7023607488876583e-16,1.8191493114750836e-16,359999.76683820976,0.2328655193615276,0.00029627021462539895,749948.3847807049,51.59867072445389,0.01654857023029427,3.08,0.0
3.09,10995.596598377717,9.40042282057111e-08,3795.59659848368,1.6243618676052926e-20,2.951321877469267e-17,9.735675429094911e-18,5.99577175389719e-09,1.1290068037465357e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,5.082554232391266e-16,14999.99999999998,5.040422813318023e-17,9976.580302654185,9.706096791721061e-16,6.381745552208335e-16,359999.77038161067,0.2293266266377088,0.00029176205761613614,749948.5393568095,51.44419362556445,0.016449564540978588,3.09,0.0
3.1,10994.20002614693,9.397658815914243e-08,3794.2000262529195,1.6240905356887332e-20,2.9572000479503804e-17,9.787550233841023e-18,6.023411800344524e-09,1.1396932774278257e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,7.985119915310049e-16,14999.99999999998,7.918927916360752e-17,9976.580302654185,1.5249093860991139e-15,9.989175952422912e-16,359999.773871162,0.2258415148719988,0.0002873224983546345,749948.6936790883,51.28996989329934,0.01635101797642516,3.1,0.0
3.11,10992.790430703379,9.39488472223005e-08,3792.790430809397,1.6238193147809587e-20,2.963056723579277e-17,9.839475582031117e-18,6.051152737065183e-09,1.1504609696123882e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,9.758591385389842e-16,14999.99999999998,9.67769834059123e-17,9976.580302654185,1.863587238631637e-15,1.2190700033596522e-15,359999.7773076823,0.22240936653448312,0.00028295049275519203,749948.8477444291,51.136002639320466,0.016252931051055363,3.11,0.0
3.12,10991.367743942244,9.392100490053311e-08,3791.367744048291,1.6235482054697408e-20,2.968891910278599e-17,9.89145055076952e-18,6.078995058711411e-09,1.1613103616817762e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.0043356781607259e-15,14999.99999999998,9.960103197980583e-17,9976.580302654185,1.9179685633878438e-15,1.2542532484236633e-15,359999.78069197794,0.21902937639568057,0.00027864501246081135,749949.0015497897,50.982294905663586,0.01615530421441725,3.12,0.0
3.13,10989.931897805485,9.389306070008553e-08,3789.931897911559,1.623277208345699e-20,2.974705613837392e-17,9.943474215196705e-18,6.106939259037893e-09,1.1722419356952983e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,9.742678317123044e-16,14999.99999999998,9.66191718365653e-17,9976.580302654185,1.8605483322839544e-15,1.2158920736482436e-15,359999.7840248414,0.2157007529246692,0.00027440504663629137,749949.1550922056,50.82884965611006,0.016058137838106123,3.13,0.0
3.14,10988.482824274517,9.386501412806963e-08,3788.4828243806187,1.6230063240030895e-20,2.98049783990424e-17,9.995545648198368e-18,6.1349858309327875e-09,1.1832561747154698e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,8.797224601582654e-16,14999.99999999998,8.724300729898827e-17,9976.580302654185,1.679996096450118e-15,1.0969579675921598e-15,359999.7873070546,0.21242271517917302,0.0002702295979809167,749949.308368772,50.67566979532454,0.015961432244095786,3.14,0.0
3.15,10987.020455378513,9.383686469251741e-08,3787.0204554846446,1.6227355530394052e-20,2.986268593992842e-17,1.0047663920564312e-17,6.163135266364089e-09,1.194353562596966e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,7.347526216259741e-16,14999.99999999998,7.286619501179069e-17,9976.580302654185,1.403148823452705e-15,9.152642343584532e-16,359999.7905393876,0.2091944940796627,0.00026611768436251887,749949.4613766508,50.522758160990634,0.015865187692798394,3.15,0.0
3.16,10985.54472319792,9.380861190240871e-08,3785.544723304078,1.6224648960553416e-20,2.9920178814837833e-17,1.0099828101009535e-17,6.19138805635195e-09,1.2055345839399583e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,5.858401183810802e-16,14999.99999999998,5.809838449191667e-17,9976.580302654185,1.1187722896658622e-15,7.288268993532835e-16,359999.7937225987,0.20601533234023126,0.0002620683387291964,749949.614113071,50.37011752421965,0.015769404383463106,3.16,0.0
3.17,10984.055559868008,9.37802552676989e-08,3784.055559974194,1.6221943536550404e-20,2.9977457076263886e-17,1.0152037256200119e-17,6.219744690941019e-09,1.2167997240388694e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,4.50653241051402e-16,14999.99999999998,4.4691758816559765e-17,9976.580302654185,8.606074311181024e-16,5.597307185336957e-16,359999.7968574343,0.2028844844057894,0.0002580806090290835,749949.7665753273,50.217750589921145,0.0156740824544955,3.17,0.0
3.18,10982.552897584761,9.375179429935854e-08,3782.552897690976,1.6219239264465147e-20,3.00345207754247e-17,1.0204290450849725e-17,6.248205659160713e-09,1.2281494687484559e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,2.1187021337700082e-16,14999.99999999998,2.1011393282973147e-17,9976.580302654185,4.046061663586266e-16,2.617516213875142e-16,359999.7999446287,0.1998012170254568,0.0002541535589458055,749949.9187607843,50.0656599932556,0.01557922197790591,3.18,0.0
3.19,10981.036668598394,9.372322850934956e-08,3781.036668704637,1.6216536150402288e-20,3.009136996219802e-17,1.025658674742832e-17,6.276771449049118e-09,1.2395843048006627e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.8838464443538412e-17,14999.99999999998,-1.8682304357295687e-18,9976.580302654185,-3.597560346371769e-17,-2.5855427772809524e-17,359999.8029849066,0.19676480644862276,0.0002502862643039212,749950.0706668597,49.91384831688326,0.01548482298499118,3.19,0.0
3.2,10979.506805224502,9.369455741069212e-08,3779.506805330774,1.6213834200503134e-20,3.014800468520265e-17,1.0308925206424403e-17,6.305442547586063e-09,1.251104719478032e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-2.0794585110451074e-16,14999.99999999998,-2.06222100935626e-17,9976.580302654185,-3.971118557820589e-16,-2.612777515797593e-16,359999.8059789811,0.1937745404419049,0.0002464778156551503,749950.2222910356,49.762318078527976,0.01539088544743297,3.2,0.0
3.21,10977.963239844945,9.366578051747865e-08,3777.9632399512457,1.6211133420942462e-20,3.020442499179435e-17,1.036130488628461e-17,6.334219440679119e-09,1.2627112006621554e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-3.1602670633542987e-16,14999.99999999998,-3.134070289482999e-17,9976.580302654185,-6.035126529685254e-16,-3.953698092735416e-16,359999.8089275545,0.19082971749613004,0.00024272731726197926,749950.3736308545,49.61107173584374,0.015297409284382663,3.21,0.0
3.22,10976.405904914616,9.363689734491726e-08,3776.4059050209466,1.620843381791567e-20,3.0260630928112076e-17,1.0413724843547787e-17,6.363102613120212e-09,1.2744042366593411e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-3.967049742660445e-16,14999.99999999998,-3.934165211286339e-17,9976.580302654185,-7.57583036431196e-16,-4.951719073573635e-16,359999.8118313178,0.18792964763966943,0.00023903388814062863,749950.5246839238,49.46011168139127,0.015204394354664915,3.22,0.0
3.23,10974.834732959473,9.360790740933225e-08,3774.8347330658316,1.6205735397656557e-20,3.031662253904846e-17,1.046618413268229e-17,6.3920925485849926e-09,1.2861843163635156e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-4.60822270061606e-16,14999.99999999998,-4.5700232190272325e-17,9976.580302654185,-8.80027116057651e-16,-5.743562369621992e-16,359999.8146909518,0.18507365087398045,0.00023539666005577064,749950.6754479068,49.30944025225285,0.015111840471032065,3.23,0.0
3.24,10973.24965657975,9.35788102281903e-08,3773.2496566861373,1.6203038166436886e-20,3.0372399868265295e-17,1.051868180609965e-17,6.421189729606802e-09,1.2980519292187186e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-4.801298694352909e-16,14999.99999999998,-4.7614987245264784e-17,9976.580302654185,-9.168986210046948e-16,-5.97838942009163e-16,359999.81750712753,0.18226105702221265,0.0002318147773267466,749950.8259205213,49.15905973094789,0.01501974740131421,3.24,0.0
3.25,10971.650608455851,9.354960532013943e-08,3771.650608562269,1.6200342130556673e-20,3.0427962958232086e-17,1.0571216914258444e-17,6.450394637537613e-09,1.3100075650790737e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-4.62348826948286e-16,14999.99999999998,-4.58516224223726e-17,9976.580302654185,-8.829423618846489e-16,-5.754804302849294e-16,359999.82028050564,0.17949120630061846,0.0002282873975603952,749950.9760995428,49.00897234189899,0.014928114862866371,3.25,0.0
3.2600000000000002,10970.037521350827,9.352029220503128e-08,3770.0375214572728,1.6197647296350825e-20,3.048331185023517e-17,1.062378850565353e-17,6.4797077525257996e-09,1.3220517141994492e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-4.1876656874078233e-16,14999.99999999998,-4.152952371239342e-17,9976.580302654185,-7.997138092372722e-16,-5.215413671341492e-16,359999.8230117367,0.17676344896343213,0.000224813691196089,749951.1259828034,48.859180253601906,0.01483694252560606,3.2600000000000002,0.0
3.27,10968.410328118152,9.34908704039682e-08,3768.4103282246283,1.6194953670219797e-20,3.053844658443437e-17,1.0676395626996125e-17,6.509129553469012e-09,1.3341848670128953e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-3.210793839764647e-16,14999.99999999998,-3.1841782207008e-17,9976.580302654185,-6.13161687940465e-16,-3.997634126605431e-16,359999.82570146007,0.17407714640152674,0.00022139284291436846,749951.2755681977,48.70968557184712,0.014746230001551482,3.27,0.0
3.2800000000000002,10966.76896169386,9.346133943927799e-08,3766.768961800365,1.6192261258557018e-20,3.0593367199778576e-17,1.0729037322823768e-17,6.5386605180394435e-09,1.3464075145422781e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-2.066763378517097e-16,14999.99999999998,-2.049631105120133e-17,9976.580302654185,-3.9468747441711016e-16,-2.572725062922676e-16,359999.8283503073,0.17143166795321438,0.00021802404754904604,749951.4248536634,48.560490359333436,0.014655976874188991,3.2800000000000002,0.0
3.29,10965.113355108251,9.343169883457914e-08,3765.1133552147858,1.618957006780543e-20,3.064807373409772e-17,1.07817126358232e-17,6.568301122618587e-09,1.3587201480188926e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-9.830657150956723e-17,14999.99999999998,-9.749166654951466e-18,9976.580302654185,-1.8773494850523354e-16,-1.223714933629849e-16,359999.8309588997,0.16882639307673963,0.00021470651287237294,749951.5738371946,48.41159662228006,0.014566182678036579,3.29,0.0
3.3000000000000003,10963.44344148683,9.340194811479633e-08,3763.4434415933933,1.6186880104442947e-20,3.0702566224097695e-17,1.0834420606760893e-17,6.598051842281812e-09,1.3711232589375211e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-2.590167112681932e-17,14999.99999999998,-2.568696105554652e-18,9976.580302654185,-4.9464124801623574e-17,-3.227748129811016e-17,359999.8335278493,0.16626071057193653,0.000211439458597579,749951.7225168374,48.26300631520114,0.01447684690561721,3.3000000000000003,0.0
3.31,10961.759154055906,9.337208680619641e-08,3761.7591541624984,1.6184191374958126e-20,3.0756844705398404e-17,1.0887160274591434e-17,6.627913150762206e-09,1.3836173389159317e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,3.248183032045813e-17,14999.99999999998,3.221257465946206e-18,9976.580302654185,6.203019019247596e-17,4.030077512199617e-17,359999.8360577581,0.16373401909756996,0.0002082221170422756,749951.8708906928,48.114721337706065,0.014387969002477132,3.31,0.0
3.3200000000000003,10960.060426144035,9.334211443640701e-08,3760.060426250657,1.618150388586783e-20,3.081090921253244e-17,1.09399306764009e-17,6.657885520432192e-09,1.39620287973401e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.0761649563305274e-16,14999.99999999998,1.067244170755966e-17,9976.580302654185,2.0551401535711622e-16,1.3365222943677385e-16,359999.838549219,0.16124572651950445,0.00020505373229320656,749952.0189569127,47.966743538494924,0.014299548372926957,3.3200000000000003,0.0
3.33,10958.347191181918,9.331203053442814e-08,3758.34719128857,1.617881764375048e-20,3.086475977892917e-17,1.0992730847289049e-17,6.6879694222917336e-09,1.4088803734394673e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.5821146233088224e-16,14999.99999999998,1.5689998079404277e-17,9976.580302654185,3.0213465360241353e-16,1.9650270254017555e-16,359999.8410028169,0.15879524882549917,0.00020193355881549814,749952.1667136932,47.81907472202107,0.01421158438975743,3.33,0.0
3.34,10956.619382709945,9.328183463067676e-08,3756.619382816628,1.6176132655202066e-20,3.091839643697121e-17,1.1045559820554844e-17,6.718165325923879e-09,1.4216503121234013e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.776848057539021e-16,14999.99999999998,1.7621190159392053e-17,9976.580302654185,3.39322677684866e-16,2.2075579633457203e-16,359999.8434191272,0.1563820111889236,0.0001988608628164073,749952.3141592812,47.671716641928874,0.014124076384246703,3.34,0.0
3.35,10954.876934380047,9.325152625700685e-08,3754.87693448676,1.6173448926849768e-20,3.0971819217996946e-17,1.1098416627655797e-17,6.748473699474655e-09,1.4345131879420252e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.610075579794372e-16,14999.99999999998,1.5967289891869223e-17,9976.580302654185,3.07474324530228e-16,2.002772978045804e-16,359999.84579871694,0.15400544743017586,0.00019583492155523664,749952.4612919716,47.52467100435223,0.014037023650862818,3.35,0.0
3.36,10953.119779963563,9.322110494675294e-08,3753.1197800703076,1.6170766465401696e-20,3.102502815236295e-17,1.1151300298427184e-17,6.778895009609507e-09,1.4474694928625416e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.2981913074761003e-16,14999.99999999998,1.287430057570704e-17,9976.580302654185,2.479141343708775e-16,1.6153502882724747e-16,359999.8481421431,0.15166500117980747,0.00019285502483428922,749952.6081101134,47.377939460743434,0.013950425436226013,3.36,0.0
3.37,10951.347853345069,9.319057023472067e-08,3751.3478534518445,1.616808527754614e-20,3.107802326936477e-17,1.1204209860681687e-17,6.809429721522822e-09,1.4605197190623283e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,8.304500319222821e-17,14999.99999999998,8.235660863482728e-18,9976.580302654185,1.5859010759078336e-16,1.0339162140294409e-16,359999.8504499558,0.149360123071931,0.00018992047140207056,749952.7546120936,47.23152362512362,0.01386428096488012,3.37,0.0
3.38,10949.56108853212,9.315992165723735e-08,3749.5610886389263,1.6165405370021353e-20,3.1130804597318256e-17,1.125714434051107e-17,6.840078298887297e-09,1.4736643585878532e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,3.1928083398153315e-17,14999.99999999998,3.166341844290531e-18,9976.580302654185,6.097269971380175e-17,3.9836466830276534e-17,359999.8527226963,0.1470902724357297,0.00018703057112144354,749952.9007963465,47.085425063661035,0.01377858942335545,3.38,0.0
3.39,10947.759419657214,9.312915875217315e-08,3747.7594197640506,1.6162726749601983e-20,3.11833721635624e-17,1.1310102762244666e-17,6.870841203832727e-09,1.4869039033754833e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-6.2064683862343514e-18,14999.99999999998,-6.155020142940353e-19,9976.580302654185,-1.1852425139010052e-17,-7.605264760537947e-18,359999.8549608979,0.14485491678802065,0.00018418464431952278,749953.0466613518,46.93964529777704,0.013693349964621307,3.39,0.0
3.4,10945.942780982166,9.309828105897076e-08,3745.942781089035,1.6160049423088144e-20,3.123572599448757e-17,1.1363084148521683e-17,6.901718896916455e-09,1.5002388451543579e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-3.365531691661873e-17,14999.99999999998,-3.3376333826607287e-18,9976.580302654185,-6.427118200035714e-17,-4.1782829078280195e-17,359999.85716508527,0.14265353202181158,0.00018138202202953066,749953.1922056349,46.79418580297129,0.013608561706092667,3.4,0.0
3.41,10944.111106901977,9.306728811867325e-08,3744.1111070088764,1.6157373397301068e-20,3.1287866115558024e-17,1.1416087520336892e-17,6.932711837095379e-09,1.5136696753762532e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-8.396027816743413e-17,14999.99999999998,-8.326429623245555e-18,9976.580302654185,-1.6033800074554142e-16,-1.0435807725193321e-16,359999.85933577485,0.14048560244161207,0.00017862204603627497,749953.3374277673,46.6490480085891,0.013524223729053774,3.41,0.0
3.42,10942.264331943165,9.303617947393488e-08,3742.2643320500943,1.6154698679119842e-20,3.133979255127414e-17,1.1469111896811358e-17,6.963820481715284e-09,1.5271968854262695e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.2338249764030383e-16,14999.99999999998,-1.223597284746054e-17,9976.580302654185,-2.356221696935163e-16,-1.5342601292889585e-16,359999.86147347605,0.13835061918121494,0.00017590406684875993,749953.4823263569,46.504233307536964,0.013440335093047026,3.42,0.0
3.43,10940.40239077171,9.300495466906177e-08,3740.40239087867,1.615202527544666e-20,3.139150532523946e-17,1.1522156295441427e-17,6.995045286470016e-09,1.5408209663450541e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.43969366374257e-16,14999.99999999998,-1.4277594408641478e-17,9976.580302654185,-2.7493668108249386e-16,-1.7911504726199376e-16,359999.86357869045,0.13624808143499972,0.00017322744527832948,749953.6269000561,46.35974304869448,0.013356894824231332,3.43,0.0
3.44,10938.525218195005,9.297361325003402e-08,3738.5252183019984,1.6149353193216684e-20,3.1443004460162324e-17,1.1575219732049292e-17,7.026386705379474e-09,1.5545424088557937e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.3707883425246036e-16,14999.99999999998,-1.3594253050611448e-17,9976.580302654185,-2.617779092085962e-16,-1.7070191558216743e-16,359999.8656519118,0.13417749593376452,0.0001705915517671712,749953.7711475575,46.21557854012272,0.013273901919982012,3.44,0.0
3.45,10936.632749167995,9.294215476453864e-08,3736.6327492750183,1.6146682439404885e-20,3.149428997790603e-17,1.1628301220961879e-17,7.057845190756676e-09,1.5683617031630765e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.2383918416269205e-16,14999.99999999998,-1.2281262946325781e-17,9976.580302654185,-2.364942978503507e-16,-1.5435988014314601e-16,359999.86769362586,0.1321383777037828,0.0001679957673611866,749953.9150675999,46.07174104438178,0.013191355341711394,3.45,0.0
3.46,10934.724918791608,9.291057876198422e-08,3734.7249188986625,1.614401302101431e-20,3.1545361899447366e-17,1.1681399774752936e-17,7.089421193193013e-09,1.582279339184288e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.0368543863515175e-16,14999.99999999998,-1.0282594680709315e-17,9976.580302654185,-1.980069160664683e-16,-1.2938328948189185e-16,359999.8697043114,0.13013024841755225,0.0001654394815968495,749954.0586589569,45.928231788656404,0.01310925402972012,3.46,0.0
3.47,10932.80166231813,9.287888479353209e-08,3732.801662425217,1.6141344945081066e-20,3.159622024491756e-17,1.1734514404378062e-17,7.121115161527157e-09,1.596295806391911e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-7.65921858862919e-17,14999.99999999998,-7.595728138086498e-18,9976.580302654185,-1.462672355252095e-16,-9.574052464499808e-17,359999.8716844403,0.12815263691100306,0.00016292209316417112,749954.2019204411,45.785051961560605,0.0130275968982301,3.47,0.0
3.48,10930.862915155165,9.284707241212411e-08,3730.8629152622834,1.6138678218675913e-20,3.164686503362659e-17,1.1787644119230263e-17,7.152927542817243e-09,1.6104115937344747e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-5.040832295355366e-17,14999.99999999998,-4.999046741041911e-18,9976.580302654185,-9.626420681364375e-17,-6.316447613300718e-17,359999.87363447703,0.12620507926274757,0.00016044301000846337,749954.3448509041,45.64220271263523,0.01294638283442391,3.48,0.0
