t,V,A,D,A_,D_,m,m_1,h,n,h_1,n_1
2.35,32.925868248558274,0.5167107556303182,2.4840724484980133e-09,0.48328924192549333,-3.988444150544209e-11,0.4664009734815289,0.14826756752948367,1.7449633345156557e-06,0.8176014706386314,0.002278069728311996,0.9350257602587965
2.36,32.78125678322184,0.5153079255826298,2.536562680077435e-09,0.48469207187613195,4.675118740001144e-12,0.4648729385047998,0.1475332483951036,1.7441703539425487e-06,0.8189138925747314,0.0022880389951599727,0.9355600330698975
2.37,32.63637323063143,0.5139097174065524,2.5925212177975366e-09,0.48609027997480475,2.612120245256558e-11,0.463336448270449,0.14679355666881835,1.7433777338709046e-06,0.8202117480038148,0.0022980080472475785,0.9360848448475539
2.38,32.49122025628804,0.5125161170120212,2.6519020290615244e-09,0.4874838803412861,-5.209708143282418e-12,0.4617918058068661,0.1460486879045388,1.7425854741532023e-06,0.8214951526567694,0.002307976882808899,0.9366003779983715
2.39,32.34580100845833,0.5111271077417725,2.7146400724898403e-09,0.4888728895608845,-1.7297402133571313e-11,0.46023936892894834,0.1452988730579118,1.7417935746150107e-06,0.8227642432637039,0.0023179454997524834,0.9371068477282637
2.4,32.20011845199361,0.509742673735229,2.780690382904091e-09,0.4902573234431435,4.093673915579576e-11,0.4586794736874524,0.1445443294470482,1.741002035089899e-06,0.8240191490536237,0.002327913896044342,0.9376044544228288
2.41,32.054175179404666,0.508362800840405,2.8500411136947647e-09,0.4916371961237352,1.8581827611190828e-10,0.45711241224294874,0.1437852467089945,1.7402108554288047e-06,0.8252599837443709,0.0023378820697989187,0.9380933693266494
2.42,31.907973930223935,0.506987474075336,2.92269066019523e-09,0.4930125226283973,3.7357571512219666e-10,0.4555384920909421,0.14302182448811973,1.7394200354738156e-06,0.8264868673288948,0.0023478500189981263,0.9385737719735592
2.43,31.761517438867124,0.5056166783998609,2.998649726018233e-09,0.49438331807739855,5.24090485482669e-10,0.4539580190421309,0.14225426153596832,1.7386295750662087e-06,0.8276999196579753,0.002357817741586448,0.9390458397869749
2.44,31.614808387892182,0.5042503988978407,3.077944948380537e-09,0.4957495974842401,5.399738947891039e-10,0.4523712908717043,0.1414827516864851,1.7378394740481872e-06,0.8288992584176957,0.0023677852354662392,0.9395097435135848
2.45,31.467849444573044,0.5028886206801213,3.160605687179022e-09,0.49711137581357756,3.456950968358485e-10,0.45077860273987114,0.14070748717109613,1.737049732262099e-06,0.8300850006362779,0.0023777524985206847,0.9399656516498458
2.46,31.320643242407183,0.5015313289192936,3.24666214381256e-09,0.49846866787422306,-4.017917119828427e-11,0.44918024387677663,0.13992865655338418,1.7362603495506293e-06,0.8312572618440772,0.0023877195285884126,0.9404137276421525
2.47,31.173192395405295,0.5001785088261038,3.3361505036740084e-09,0.49982148843166396,-5.939185484762464e-10,0.44757649990614184,0.13914644613266808,1.7354713257566816e-06,0.8324161566539906,0.0023976863234796723,0.9408541319203783
2.48,31.02549948864524,0.498830145672269,3.429121636591707e-09,0.5011698522347136,-1.3361045551746795e-09,0.4459676507823738,0.13836103859261473,1.7346826607235217e-06,0.8335617982259586,0.002407652880958018,0.9412870202631377
2.49,30.87756708154912,0.49748622477523524,3.525628241426315e-09,0.502513773925441,-2.226304819256019e-09,0.44435397203999405,0.13757261390054032,1.733894354294661e-06,0.8346942986066889,0.0024176191987543834,0.9417125446574882
2.5,30.72939770824269,0.4961467315071234,3.625728526594328e-09,0.5038532680622281,-3.1950803289432996e-09,0.44273573416099377,0.13678134878937379,1.7331064063139436e-06,0.8358137685460726,0.002427585274557288,0.9421308529743649
2.5100000000000002,30.58099390036743,0.49481165126810134,3.72948392997786e-09,0.5051883491904043,-4.1879899003634285e-09,0.44111320549071575,0.13598741836371034,1.7323188166254578e-06,0.8369203181969779,0.0024375511060267495,0.9425420917904742
2.52,30.432358151010213,0.4934809695294442,3.836963103620132e-09,0.5065190317327999,-5.099207553700529e-09,0.4394866475579981,0.13519099350485622,1.7315315850736834e-06,0.838014055988872,0.0024475166907712664,0.9429464018886562
2.5300000000000002,30.283492933771555,0.49215467181118583,3.948239904743982e-09,0.5078453300495293,-5.8089553984534625e-09,0.4378563175223745,0.13439224222677085,1.7307447115034233e-06,0.8390950892173185,0.0024574820263591484,0.9433439206314735
2.54,30.13440072346075,0.49083274365840546,4.063391342463283e-09,0.5091672585053832,-6.2271803565521536e-09,0.43622247079515813,0.133591331127014,1.7299581957597443e-06,0.8401635246760043,0.002467447110329718,0.9437347845306333
2.5500000000000003,29.98508396691814,0.4895151706746002,4.182500458426086e-09,0.5104848313745317,-6.231632751554678e-09,0.434585357347929,0.1327884233433964,1.7291720376880593e-06,0.841219467766525,0.0024774119401776403,0.944119125625144
2.56,29.83554509384695,0.4882019385116937,4.305654906737954e-09,0.5117980628631456,-5.680494497425862e-09,0.43294522291733506,0.13198367918274811,1.7283862371341304e-06,0.8422630227840694,0.0024873765133554705,0.9444970727616773
2.57,29.685786524263996,0.48689303286792074,4.43294528119961e-09,0.5131069670996407,-4.4005070740379844e-09,0.4313023095051481,0.1311772562958374,1.7276007939441355e-06,0.8432942930250368,0.0024973408272689233,0.944868752347885
2.58,29.535810659124518,0.4855884394894916,4.5644673659530306e-09,0.5144115581522585,-2.2062178249234266e-09,0.42965685481792176,0.13036930951124756,1.72681570796457e-06,0.8443133806702516,0.0025073048792841864,0.9452342874312054
2.59,29.38561988431749,0.48428814416959287,4.700417790964311e-09,0.515711850867819,2.621699273323587e-10,0.4280090925067441,0.1295599909119141,1.726030979042291e-06,0.845320386835811,0.0025172686667247006,0.945593798089199
2.6,29.235216578378896,0.4829921327462903,4.841307497248325e-09,0.5170078627458442,-3.334424667282354e-10,0.42635925263827545,0.12874945000508162,1.7252466070246112e-06,0.846315411676388,0.0025272321868644904,0.9459474021844112
2.61,29.08460310454286,0.48170039110725577,4.9867987992291775e-09,0.5182996037579094,1.480356465367581e-10,0.4247075612254237,0.12793783355987556,1.7244625917592097e-06,0.8472985542844627,0.0025371954369345466,0.9462952146148591
2.62,28.933781814776236,0.4804129051847945,5.137202493203029e-09,0.5195870894465326,2.314699427760586e-10,0.4230542404662453,0.12712528569550507,1.7236789330941833e-06,0.8482699127431061,0.002547158414119369,0.946637347696553
2.63,28.782755049873106,0.4791296609583031,5.292661874052456e-09,0.5208703337862851,-3.72503876489775e-11,0.42139950874317134,0.1263119478794171,1.7228956308780546e-06,0.8492295841263849,0.0025571211155562537,0.9469739111817297
2.64,28.631525157856608,0.4778506443475839,5.453247903045607e-09,0.5221493501122818,8.688605988052834e-11,0.4197435823158157,0.12549796001572386,1.7221126849586379e-06,0.8501776652447829,0.0025670835383125815,0.9473050131591578
2.65,28.48009444703954,0.47657584149504967,5.619183329276206e-09,0.5234241528232579,6.250878356445252e-11,0.41808667101451136,0.12468345765416212,1.7213300951861085e-06,0.8511142507097382,0.0025770456794441438,0.9476307579492218
2.66,28.328465271189675,0.47530523825561677,5.790617601700726e-09,0.5246947558736267,8.013867924101589e-11,0.41642898596492867,0.12386857697237066,1.720547861407492e-06,0.8520394364197069,0.0025870075358851064,0.947951249985827
2.67,28.1766397171296,0.4740388220901869,5.967719118241677e-09,0.5259611718656356,7.645803941568446e-11,0.41477071087289014,0.12305343621755989,1.7197659834871845e-06,0.8529533066252055,0.002596969104845986,0.9482665795484284
2.68,28.024620140411333,0.4727765788495629,6.150675236230051e-09,0.5272234149386861,6.107544148961727e-11,0.4131120505971023,0.12223816707459743,1.7189844612721852e-06,0.8538559558596778,0.002606930383127343,0.9485768469018351
2.69,27.87240908490852,0.47151849324723477,6.339686631764643e-09,0.5284815003677661,4.531217169251637e-11,0.4114532270414351,0.12142291222596482,1.718203294597186e-06,0.8547474863822762,0.0026168913672849656,0.9488821607756324
2.7,27.72000872449283,0.47026455219614255,6.534947987983639e-09,0.5297354412284079,4.0501175305839216e-11,0.4097944215656621,0.12060778762590026,1.717422483320702e-06,0.8556279838472849,0.0026268520541853717,0.9491826088411052
2.71,27.56742128156558,0.4690147423207626,6.736654742496574e-09,0.5309852508846086,5.7973727994614816e-11,0.40813582085874245,0.11979291274254646,1.7166420272981244e-06,0.8564975360893343,0.0026368124406545776,0.9494782815388372
2.72,27.414649020941184,0.4677690500022634,6.9450158962910954e-09,0.5322309429440992,1.0862121031300656e-10,0.4064776115865296,0.1189784067480399,1.7158619263823241e-06,0.8573562318002722,0.0026467725233802826,0.9497692689021259
2.73,27.261694194746838,0.466527461706991,7.160254570448044e-09,0.5334725309299052,2.0284898269334366e-10,0.40481997382837676,0.11816438416005345,1.7150821804272236e-06,0.8582041579387845,0.002656732298946577,0.9500556571030341
2.74,27.108559056571913,0.4652899638952832,7.382594224919881e-09,0.5347100283717242,3.5039809588391935e-10,0.4031630882018596,0.11735095987727538,1.714302789286715e-06,0.8590414016064245,0.002666691763942617,0.9503375327093746
2.75,26.955245856155834,0.46405654305565947,7.612263809247162e-09,0.5359434487716558,5.604207428310852e-10,0.40150713319051357,0.11653824729074884,1.7135237528150663e-06,0.8598680493439569,0.0026766509149219035,0.9506149810870689
2.7600000000000002,26.801756825807537,0.462827185804181,7.849517076256463e-09,0.5371728055066926,8.396092488486357e-10,0.39985227761879,0.11572635296762131,1.7127450708682413e-06,0.8606841851539069,0.002686609748276596,0.9508880821611458
2.77,26.648094204027206,0.46160187872505853,8.094583609292147e-09,0.5383981118232172,1.3571404844299714e-09,0.39819869290512333,0.11491538531682687,1.7119667433019705e-06,0.8614898937344933,0.0026965682604293086,0.9511569175793539
2.7800000000000002,26.49426021815127,0.4603806084915427,8.347700481706552e-09,0.5396193807918009,2.3689556592702854e-09,0.3965465438241188,0.11410544805863544,1.7111887699732722e-06,0.8622852580457264,0.002706526447684644,0.951421565389988
2.79,26.34025709335647,0.4591633617869617,8.609114378060983e-09,0.5408366255420243,4.0618994059091695e-09,0.3948959943098035,0.11329664431555221,1.7104111507392181e-06,0.863070360820751,0.002716484306338641,0.9516821030565198
2.8000000000000003,26.18608704720654,0.4579501253525444,8.879080309420466e-09,0.5420498591202582,6.648116936318015e-09,0.39324720394088747,0.11248907413466445,1.7096338854576812e-06,0.8638452836505014,0.0027264418326124916,0.9519386056317868
2.81,26.031752289652253,0.45674088598742124,9.157861613353649e-09,0.5432590944896628,1.0365054041899374e-08,0.39160032794076416,0.11168283448764184,1.7088569739873356e-06,0.8646101069837018,0.0027363990226525353,0.9521911457579926
2.82,25.877255025660805,0.4555356305397606,9.445895075797723e-09,0.544464345939456,1.4074888082828076e-08,0.38995551794854366,0.11087801982689986,1.7080804161877043e-06,0.8653649103419482,0.002746355872532829,0.9524397942972872
2.83,25.722597466600497,0.45433434586816096,9.744449940498616e-09,0.5456656347144615,9.672927398006945e-09,0.3883129253835299,0.11007472451313338,1.7073042119193535e-06,0.8661097732568492,0.0027563123782670547,0.9526846230659638
2.84,25.56778181546196,0.4531370188874261,1.0053737982857838e-08,0.5468629729725116,-1.913675965696407e-09,0.3866726975612586,0.10927304002510532,1.7065283610434443e-06,0.8668447741627071,0.0027662685358076596,0.9529257013590376
2.85,25.412810268511706,0.45194363656506376,1.0372786366251111e-08,0.548056362551413,-9.489263377338839e-09,0.38503497809393544,0.10847305524272871,1.7057528634218474e-06,0.8675699905214239,0.0027762243410424663,0.9531630963964812
2.86,25.257685019555563,0.4507541859075949,1.0700733336877735e-08,0.5492458059589688,-2.567297347312572e-09,0.3833999079170892,0.10767485718185245,1.7049777189173706e-06,0.8682854991286906,0.0027861797897894046,0.9533968743684997
2.87,25.102408258629303,0.44956865395169804,1.1040983691989051e-08,0.5504313424299098,-7.422591699675826e-09,0.38176762499765227,0.10687853080165849,1.7042029273936582e-06,0.8689913760155908,0.002796134877799975,0.9536271000484874
2.88,24.9469821716752,0.44838702779797807,1.1391245316231009e-08,0.5516129618980562,-1.0872797492558442e-09,0.380138263959594,0.1060841587469091,1.7034284887153749e-06,0.8696876963604575,0.002806089600747044,0.9538538366902227
2.89,24.79140894175029,0.4472092945703657,1.1753398537034817e-08,0.5527906900991072,3.5771283878796004e-09,0.3785119569991268,0.10529182198686243,1.7026544027479608e-06,0.8703745347239702,0.0028160439542447464,0.9540771464620917
2.9,24.635690751777155,0.44603544142041524,1.2128532325190524e-08,0.5539645458171271,6.339251955729047e-10,0.3768888332857112,0.10450159939027012,1.7018806693577056e-06,0.8710519649677917,0.002825997933819399,0.954297090202942
2.91,24.479829814302565,0.44486545535160277,1.2515828698925912e-08,0.5551345313855331,7.470351123207543e-10,0.3752690210350391,0.10371356902074158,1.7011072884098637e-06,0.8717200613398913,0.002835951534854858,0.9545137284105374
2.92,24.323828286050396,0.44369932371149856,1.2916130678890278e-08,0.556300663053681,3.186895464660167e-10,0.37365264256156056,0.10292780513072351,1.7003342597738994e-06,0.8723788956100491,0.0028459047527689685,0.9547271189261636
2.93,24.167688141091357,0.4425370349532527,1.3329719738515171e-08,0.557462951287004,4.300233392216846e-10,0.37203980689942057,0.10214437368966002,1.6995615833313837e-06,0.8730285327782374,0.0028558575832808753,0.9549373134599004
2.94,24.01141173861202,0.44137857529423946,1.3757107062162644e-08,0.5586214099962867,9.523664896191958e-10,0.3704306428412582,0.10136335250670611,1.6987892589413475e-06,0.8736690501663911,0.0028658100212292704,0.9551443731763829
2.95,23.855001300745283,0.44022393177114433,1.419881524064816e-08,0.5597760524372679,1.5927722644637526e-09,0.3688252683924909,0.10058481259948297,1.6980172864721022e-06,0.8743005198883015,0.0028757620616377743,0.9553483543679334
2.96,23.698458906457944,0.43907309227271757,1.4655363897041883e-08,0.5609268911268441,1.9450740782575827e-09,0.3672237915682517,0.09980881877489266,1.6972456658012726e-06,0.8749230088831521,0.002885713699769766,0.9555493087410702
2.97,23.541786711713236,0.4379260442753028,1.5127301540627987e-08,0.5620739389004816,1.6969137885394669e-09,0.3656263210758949,0.09903543600948837,1.696474396803374e-06,0.8755365858036088,0.002895664930603199,0.955747288611428
2.98,23.384986871118983,0.43678277527456744,1.5615175535626612e-08,0.5632172084919771,6.182796497704433e-10,0.36403296435138915,0.09826472842662355,1.6957034793535068e-06,0.8761413189865863,0.0029056157490776773,0.955942345791925
2.99,23.228061534224278,0.43564327283382487,1.611949791981408e-08,0.564356711989824,-9.431470334830497e-10,0.3624438244425127,0.09749675721699713,1.6949329133288867e-06,0.876737275679816,0.00291556614999698,0.9561345303885496
3.0,23.07101284994153,0.4345075245245542,1.6640733936688358e-08,0.5654924610425753,-2.2078637778483028e-09,0.36085900388417724,0.09673158323155324,1.6941626986070078e-06,0.877324523004823,0.0029255161281478577,0.9563238923160693
3.0100000000000002,22.913842961734993,0.4333755179897857,1.7179210313205916e-08,0.5666244657592072,-9.282035864137239e-10,0.3592786006314108,0.09596926427572104,1.6933928350677295e-06,0.8779031269519605,0.0029354656781694515,0.9565104797478609
3.02,22.75655401078402,0.43224724090180916,1.7735769014557743e-08,0.567752740490097,8.723243593906883e-10,0.35770271069925275,0.09520985687785455,1.6926233225920172e-06,0.8784731530344969,0.0029454147946344155,0.9566943401395153
3.0300000000000002,22.59914819061716,0.4311226806543354,1.831134542006724e-08,0.5688773003336703,7.006485462122311e-10,0.3561314299850041,0.09445341731565977,1.6918541610592587e-06,0.8790346678245494,0.002955363471884706,0.9568755212185772
3.04,22.44162750403271,0.4300018257586229,1.890640527240099e-08,0.5699981555635106,-2.2853912290619695e-10,0.35456484381881603,0.09369999550135306,1.6910853503605773e-06,0.8795877316184778,0.0029653117046633316,0.957054065769571
3.0500000000000003,22.2839942238859,0.4288846631957167,1.952141913347017e-08,0.5711153171396157,1.4324807187595726e-10,0.35300304672205846,0.09294964655141652,1.6903168903737563e-06,0.8801324123472853,0.0029752594869055958,0.9572300215390591
3.06,22.12625035797147,0.42777118149475,2.0157232734972187e-08,0.5722287981062739,2.417428556036299e-10,0.3514461192998873,0.09220241726629029,1.6895487809926686e-06,0.8806687693786583,0.002985206813132904,0.9574034296954937
3.0700000000000003,21.96839794246817,0.42666136905228935,2.0814608582081123e-08,0.5733386106175984,-4.844967924872649e-10,0.34989414090770704,0.0914583535615734,1.6887810221113275e-06,0.8811968623809638,0.0029951536776886903,0.9575743311608623
3.08,21.810439374519174,0.4255552122013535,2.149445229990534e-08,0.5744447690731188,-2.7689250579405194e-09,0.34834720515489864,0.09071750960923129,1.6880136136048179e-06,0.8817167616571814,0.0030051000739171473,0.9577427741888652
3.09,21.652376675552162,0.4244526994581976,2.2197503119967925e-08,0.5755472848138493,-6.469550495968164e-09,0.34680538544952627,0.0899799274913386,1.6872465553715746e-06,0.8822285253408273,0.003015045995943931,0.957908797639738
3.1,21.494211930502694,0.4233538189725758,2.292434850716844e-08,0.5766461681540728,-1.0050997511097454e-08,0.3452687584092925,0.08924565120159159,1.6864798473062474e-06,0.882732213578747,0.0030249914377527753,0.9580724418947149
3.11,21.335947250833563,0.4222585587872924,2.3674564789270735e-08,0.5777414204661426,-2.92800026282428e-09,0.3437373975483595,0.08851472267099024,1.6857134893053149e-06,0.8832278864097551,0.0030349363930563607,0.9582337465133534
3.12,21.177584761021762,0.42116690688462893,2.4450923188665065e-08,0.578833069862448,-1.19800056485358e-09,0.3422113745642681,0.08778718264463323,1.6849474812665142e-06,0.8837156037606699,0.003044880855414359,0.9583927505685257
3.13,21.019126533312924,0.4200788515597076,2.5253732065673396e-08,0.5799211233065501,-1.1999006593677452e-10,0.34069075776979485,0.08706306983004261,1.684181823091522e-06,0.884195423762004,0.0030548248184553784,0.9585494916737652
3.14,20.860574762928373,0.418994380436948,2.6083963129961332e-08,0.581005593260799,2.1828949534090067e-10,0.3391756169548673,0.08634242360092571,1.6834165146785564e-06,0.8846674074522282,0.0030647682752940465,0.9587040088663029
3.15,20.70193123301542,0.41791348349344076,2.6942376238234463e-08,0.582086489212707,3.514756596128978e-10,0.33766600626960896,0.08562527434628898,1.6826515559474582e-06,0.8851316038677074,0.003074711220202644,0.9588563330609224
3.16,20.543198368231,0.416836147091347,2.7829965489487086e-08,0.5831638238357807,1.2429065288505013e-09,0.3361620000108297,0.08491166380359101,1.6818869467885557e-06,0.8855880798335993,0.0030846536454270422,0.9590065065054322
3.17,20.38437823767412,0.41576235962219377,2.8747694839385076e-08,0.5842376082449394,3.3851716951529713e-09,0.3346636571349186,0.08420162478971714,1.6811226871128245e-06,0.8860368915028134,0.0030945955440847355,0.9591545639312475
3.18,20.22547285798692,0.4146921097779309,2.9696530057168358e-08,0.5853078533585331,7.167005601740437e-09,0.3331710342082663,0.08349518872576878,1.680358776834416e-06,0.8864780934281863,0.0031045369094144576,0.9593005389226765
3.19,20.066484313296044,0.41362538588528486,3.067855843941025e-08,0.5863745793546246,4.081531806811076e-09,0.33168418816294737,0.08279238713846834,1.6795952158664756e-06,0.8869117416746942,0.003114477734335498,0.9594444657384272
3.2,19.907414681787678,0.41256217634378795,3.169398532651782e-08,0.5874377899386294,2.0235970061504115e-09,0.3302031720200881,0.08209324913929018,1.678832004126806e-06,0.8873378913909047,0.0031244180115564857,0.9595863774350395
3.21,19.74826609301448,0.4115024692688231,3.274398815389909e-08,0.5884974968155966,1.1715917752591396e-09,0.3287280390969275,0.08139780393865649,1.6780691415326438e-06,0.8877565989024879,0.0031343577335307903,0.9597263076106772
3.22,19.589040571310978,0.4104462533772791,3.382983239279867e-08,0.5895537119651618,8.277264579621379e-10,0.3272588381144497,0.08070607809544442,1.6773066280079379e-06,0.8881679173735155,0.0031442968929512064,0.9598642876492917
3.23,19.429739989473664,0.40939351825551956,3.495269476784517e-08,0.5906064459903614,8.014239933627896e-10,0.32579561175420135,0.08001809472318451,1.6765444634858117e-06,0.8885718955072148,0.0031542354828948357,0.9600003459047777
3.24,19.270366557756535,0.4083442516224239,3.611402749440045e-08,0.5916557117403669,5.231813404873547e-10,0.3243384094998531,0.07933388055977487,1.6757826478886572e-06,0.8889685906046773,0.0031641734951300808,0.9601345155884073
3.25,19.110922520794617,0.4072984410065392,3.7315326732591734e-08,0.5927015222740892,-5.959555320248019e-10,0.32288728087276847,0.07865346231137585,1.6750211811388515e-06,0.8893580607366183,0.0031741109212363484,0.9602668302402522
3.2600000000000002,18.951409797989655,0.40625607577264583,3.855798732251191e-08,0.5937438885684675,-2.8991009151324545e-09,0.32144226313344504,0.07797685971647507,1.6742600631780104e-06,0.8897403546262629,0.003184047753624878,0.9603973171689885
3.27,18.79183042803634,0.40521714461360464,3.984336011402151e-08,0.5947828216491476,-6.106112709158158e-09,0.32000339786043214,0.07730409496095261,1.6734992939410037e-06,0.8901155243919132,0.003193983984387777,0.9605260059208426
3.2800000000000002,18.63218645515047,0.40418163622443987,4.1171906664123464e-08,0.5958183242377147,-1.6340617978762719e-09,0.31857072285823174,0.07663518794508216,1.672738873369327e-06,0.8904836215642931,0.0032039196052903477,0.9606529250788264
3.29,18.472479918912125,0.4031495393342633,4.254649693808328e-08,0.596850418476258,-3.570188269089245e-10,0.3171442739050738,0.0759701573674072,1.6719788014083109e-06,0.8908446971949141,0.0032138546079555144,0.9607781026455273
3.3000000000000003,18.312712922109117,0.402120842332323,4.396845780142504e-08,0.5978791132929787,4.06239908527914e-10,0.31572408664077356,0.07530902176228427,1.671219078004267e-06,0.8911988037062539,0.003223788983630524,0.9609015671789275
3.31,18.152887414567346,0.4010955344623005,4.5439370351372156e-08,0.598904419373089,7.252394686287275e-10,0.31431019241986535,0.07465179730841938,1.6704597031109808e-06,0.8915459894049785,0.003233722724048383,0.9610233447240446
3.3200000000000003,17.993005248988393,0.4000736055230881,4.696080988186343e-08,0.5999263467420956,7.740057801357053e-10,0.3129026188504455,0.07399849808961456,1.6697006766895079e-06,0.891886299785469,0.003243655821157206,0.9611434594608619
3.33,17.833068623887186,0.39905504341314657,4.853463025629808e-08,0.6009449070274091,1.0248134536545952e-09,0.31150139826620626,0.07334914056622571,1.6689419986946158e-06,0.8922197887552458,0.003253588265363198,0.961261939972199
3.34,17.673079709595953,0.39803983618787236,5.016271267758126e-08,0.6019601117209556,1.9284586511917052e-09,0.31010656140684734,0.07270374029099055,1.6681836690846344e-06,0.8925465093442482,0.0032635200470723952,0.9613788141913722
3.35,17.513040380445325,0.39702797354751196,5.1846867307960945e-08,0.6029719708576953,3.7479247418347164e-09,0.308718130682594,0.07206230825500438,1.6674256878338133e-06,0.8928665066608851,0.003273451157583435,0.9614941052251211
3.36,17.3529526407402,0.3960194444714303,5.3589068439097565e-08,0.6039804960997196,5.839780955590897e-09,0.30733613186329983,0.0714248572778191,1.666668054910223e-06,0.8931798292411718,0.0032833815877721805,0.961607838226273
3.37,17.192818489830476,0.39501423798687485,5.5392058807323695e-08,0.6049857040260721,2.594993585687708e-09,0.3059605868134081,0.07079139789917112,1.6659107702925536e-06,0.8934865248455892,0.0032933113281376934,0.9617200373400775
3.38,17.03263992647556,0.39401234313566513,5.7257006245019205e-08,0.6059875976676621,1.939665944207857e-09,0.30459151616094704,0.07016193994761628,1.6651538339633698e-06,0.8937866410144554,0.003303240369042008,0.961830726406737
3.39,16.87241900764719,0.39301374863908095,5.9186462322707496e-08,0.6069861906949922,1.479464090791431e-09,0.30322893985498206,0.06953649279628554,1.6643972459089728e-06,0.8940802264781476,0.0033131687004115647,0.9619399296642395
3.4,16.71215761445508,0.39201844419030935,6.118255965041288e-08,0.6079814932722373,1.3548932302673714e-09,0.30187287467931223,0.06891506417429598,1.6636410061217357e-06,0.8943673255639442,0.0033230963128614214,0.9620476689312284
3.41,16.55185756588675,0.39102641983680597,6.324753044667038e-08,0.6089735155373466,1.3783166115576078e-09,0.30052333477085924,0.068297660355104,1.662885114601848e-06,0.8946479807845432,0.003333023197063564,0.9621539648034103
3.42,16.391521013883963,0.3900376638040553,6.538403280195844e-08,0.6099622696188685,1.1930429883010415e-09,0.29918033683637146,0.06768428874991884,1.6621295713495815e-06,0.894922242432244,0.003342949341980372,0.9622588416426198
3.43,16.231150101136873,0.38905216436681667,6.759476174641643e-08,0.610947767613245,4.251760655246783e-10,0.2978438968413567,0.06707495635442842,1.6613743763679648e-06,0.8951901604933079,0.0033528747365271115,0.9623623235595076
3.44,16.07074665039787,0.3880699115571907,6.988231588513731e-08,0.6119300198088055,-1.248312585075199e-09,0.2965140237792404,0.06646966649140336,1.6606195296777676e-06,0.8954517768152992,0.0033627993706589333,0.9624644300234809
3.45,15.91031260431763,0.387090894748714,7.224932921583014e-08,0.6129090371643113,-4.162355123171946e-09,0.29519072925422635,0.06586842385889316,1.6598650312931205e-06,0.895707136295495,0.003372723233941002,0.9625651822428118
3.46,15.74984991629046,0.3861151032649931,7.469779367371165e-08,0.6138848242203001,-2.183087320570909e-09,0.29387402289636555,0.06527123202012095,1.6591108812373226e-06,0.8959562837740085,0.0033826463155938362,0.9626646010793177
3.47,15.589360579574727,0.385142526218157,7.723124140016436e-08,0.6148573957967918,7.538092978842448e-10,0.29256391145212257,0.06467809286496984,1.658357079548245e-06,0.8961992645439282,0.00339256860417672,0.9627627071193087
3.48,15.428846411500501,0.38417315367924404,7.985293446093453e-08,0.6158267655149823,9.528387457677585e-10,0.2912604009513851,0.06408900805477376,1.657603626261875e-06,0.8964361198951756,0.003402490089221742,0.962859519112445
3.49,15.268309459711917,0.38320697446286994,8.256576597784625e-08,0.616792941460466,1.51089755267735e-09,0.2899634967959887,0.0635039786761332,1.6568505214261564e-06,0.8966668961652566,0.0034124107587106384,0.9629550578819439
3.5,15.10775160829661,0.38224397827998996,8.537299371740687e-08,0.6177559346524193,1.6945966302739806e-09,0.2886732024319367,0.06292300487317203,1.656097765093882e-06,0.8968916357728896,0.003422330601336426,0.9630493422482974
3.5100000000000002,14.947174577027187,0.38128415574538116,8.827763991182835e-08,0.61871575424667,1.7303084553787034e-09,0.2873895194900638,0.062346085930190344,1.6553453573224269e-06,0.8971103772162096,0.003432249606524489,0.9631423890503334
3.52,14.78658057045275,0.3803274948250914,9.128350505433567e-08,0.6196724119190384,1.9723648736225105e-09,0.28611245068114904,0.06177322127645502,1.654593298181553e-06,0.8973231699382187,0.003442167760822846,0.963234220014149
3.5300000000000002,14.625971491085563,0.3793739851270382,9.439417600936989e-08,0.6206259178133327,2.6654528463153234e-09,0.2848419956117967,0.06120440889455878,1.653841587749467e-06,0.8975300562782116,0.003452085052118271,0.9633248533140822
3.54,14.465349156259464,0.378423616722101,9.761319161570217e-08,0.6215762816448256,4.019881555198178e-09,0.28357815290466176,0.06063964629852584,1.6530902261074582e-06,0.8977310765582708,0.0034620014686555364,0.9634143060995495
3.5500000000000003,14.304715464965005,0.37747637923707617,1.0094429185495435e-07,0.6225235136737017,6.144929961065052e-09,0.2823209209796748,0.06007893081574978,1.6523392133424113e-06,0.8979262728905726,0.003471916998112792,0.963502596257419
3.56,14.144072300497234,0.37653226238344295,1.0439157764469255e-07,0.6234676244008786,8.82410057108027e-09,0.2810702953432614,0.059522258171389744,1.6515885495621648e-06,0.8981156866729495,0.003481831627701477,0.9635897409013618
3.5700000000000003,13.983423946946305,0.3755912427495203,1.079650243612151e-07,0.6244086414578891,7.827565996106669e-09,0.27982626520479204,0.05896961833541119,1.6508382350199578e-06,0.8982994120377841,0.003491745328156128,0.9636757788546042
3.58,13.82276537490881,0.3746533478245634,1.1165236468778617e-07,0.6253465302266397,1.0296432011445619e-08,0.2785888451069689,0.05842102411803098,1.6500882694026206e-06,0.8984773386935474,0.0035016581342319523,0.9637606649324205
3.59,13.662104783164654,0.3737185327921568,1.1547412010734203e-07,0.6262813491513458,2.5823770264830395e-09,0.277358009528715,0.057876453634536244,1.6493386532359488e-06,0.8986496462231575,0.003511569988888059,0.963844472413303
3.6,13.501442569641862,0.37278679547555355,1.1942955041494277e-07,0.6272130853782565,-2.833607262494239e-10,0.2761337555577391,0.05733590490272868,1.648589386561193e-06,0.8988163431672801,0.0035214808889730575,0.9639272045115668
