t,R,V_post,b,C1,C2,C_G1,C3,C_G2,C4,C_G3,n_post
2.42,0.005956164240549776,-71.81750111233139,0.9999790137863441,0.48747151887693596,0.379700091811146,0.00664335721414366,0.11095687221260336,9.499038560469298e-05,0.014421991391211008,9.014684343144399e-06,0.6199785156484068
2.43,0.005956392912657642,-71.88962479233247,0.9999790146044976,0.49671885976447644,0.37576170841056095,0.006676483929774085,0.10664390918578837,9.15038384139311e-05,0.013462358994174096,8.611264246777963e-06,0.6185838416099941
2.44,0.005956613240547314,-71.95537611032566,0.9999790153722466,0.5059058041121596,0.3716963476193553,0.006709301111204968,0.10245384067988175,8.834079961851704e-05,0.012561279031553154,8.227253341128616e-06,0.617191303743202
2.45,0.005956825667539367,-72.0151871849941,0.9999790161075087,0.5150242657731579,0.3675141623943486,0.0067418541818818735,0.09838785246630256,8.545495545774233e-05,0.011715983137950678,7.861416915736214e-06,0.6158011381711408
2.46,0.005957030607284023,-72.06945765904297,0.9999790168622937,0.5240667401061313,0.3632252391706146,0.0067741815357800425,0.09444656951210068,8.280697921283384e-05,0.010923717982600861,7.512678293876935e-06,0.6144135633172926
2.47,0.005957228445473108,-72.11855739127314,0.9999790174477132,0.5330262915427392,0.3588395417094969,0.00680631554879205,0.09063010368764975,8.03635693630857e-05,0.01018176617741072,7.1800649717293625e-06,0.6130287813665634
2.48,0.005957419541673171,-72.16282880315032,0.9999790182588911,0.541896537830069,0.3543668633231453,0.006838283457993469,0.0869381023675191,7.809657180006967e-05,0.009487462085677783,6.862703192443545e-06,0.6116469795155876
2.49,0.0059576042310773986,-72.20258913185774,0.9999790189662442,0.5506716334289483,0.3498167828789614,0.006870108183792562,0.083369795508636,7.59821781808808e-05,0.008838206247144646,6.559793102607645e-06,0.6102683311782625
2.5,0.00595778282617987,-72.23813231122953,0.9999790189454013,0.5593462498448566,0.34519863281626356,0.006901808934349291,0.07992403990990299,7.40003259259149e-05,0.00823147418508264,6.270599947827051e-06,0.6088929969836997
2.5100000000000002,0.0059579556183822135,-72.26973080291802,0.9999790213933378,0.5679155561861102,0.34052146916316606,0.006933401801447309,0.07659936158833189,7.213410569489775e-05,0.007664824783373297,5.9944464406879395e-06,0.6075211257503087
2.52,0.005958122879513147,-72.2976372817484,0.9999790194235904,0.5763751989895417,0.33579404679628677,0.006964900258594143,0.07339399577362415,7.036926822913684e-05,0.00713590660693679,5.73070344967193e-06,0.6061528553826782
2.5300000000000002,0.005958284863301233,-72.32208621872817,0.9999790195865621,0.5847212815445608,0.331024798072145,0.006996315609974889,0.07030592543234941,6.869377699898092e-05,0.006642462886585781,5.478784068370757e-06,0.6047883137125106
2.54,0.005958441806699624,-72.34329523508588,0.9999790306687837,0.5929503423722784,0.32622181956477037,0.00702765731183866,0.06733291558144698,6.709748699666994e-05,0.006182333513437507,5.2381391356790876e-06,0.6034276192185619
2.5500000000000003,0.005958593931157972,-72.36146642145336,0.9999790176038765,0.6010593341528939,0.3213928599524706,0.0070589332848945315,0.06447254602639868,6.557183391855263e-05,0.005753456919237065,5.008251484239181e-06,0.6020708817292123
2.56,0.005958741443818959,-72.37678754208534,0.9999790241422883,0.6090456027144395,0.3165453112302241,0.0070901501820563005,0.06172224186894092,6.410956536088314e-05,0.005353870803860773,4.788632859294675e-06,0.6007182030644079
2.57,0.005958884538449767,-72.38943292919396,0.999979023356597,0.6169068681263931,0.3116862053962802,0.0071213135230438875,0.05907929819450164,6.270460446164591e-05,0.004981710930120175,4.5788222901948534e-06,0.5993696775043031
2.58,0.005959023396843618,-72.39956490684871,0.9999790238507278,0.6246411968061569,0.3068222146669133,0.007152428001373384,0.05654091084441799,6.135174211432038e-05,0.0046352097377893595,4.378381527635547e-06,0.5980253925652954
2.59,0.0059591581897757324,-72.40733471572408,0.9999790243240193,0.632246978788154,0.30195965739937947,0.0071834975819544825,0.0541041980113695,6.004653633460278e-05,0.0043126928913925795,4.186893999717387e-06,0.5966854294908078
2.6,0.005959289077004844,-72.41288248390222,0.9999790247826493,0.6397229334085632,0.29710447357565734,0.007214525571623941,0.051766214252310684,5.8785243185759826e-05,0.004012584135413783,4.0039645134525905e-06,0.5953498632131441
2.61,0.005959416209038851,-72.41633896120342,0.9999790252302462,0.6470680627448369,0.2922622561859583,0.007245514797972329,0.04952397827246125,5.7564633029414044e-05,0.003733395109528927,3.829215702755701e-06,0.5940187633133514
2.62,0.005959539727701714,-72.41782607387604,0.9999790256648369,0.6542816372653799,0.2874382542506664,0.007276467676114943,0.0473744871382447,5.6381922018324944e-05,0.0034737232784094177,3.6622873120066604e-06,0.5926921943149959
2.63,0.005959659766597156,-72.41745737210103,0.9999790260873329,0.6613631838550671,0.2826373743714839,0.0073073862638212425,0.04531472904168181,5.523471565311753e-05,0.003232250280575526,3.50283552472427e-06,0.5913702159208643
2.64,0.005959776451757808,-72.41533866014538,0.9999790264979932,0.6683124679500074,0.2778641886755799,0.007338272326445088,0.043341697585769445,5.4120941909469546e-05,0.0030077385171176606,3.350531872522344e-06,0.5900528833546833
2.65,0.005959889902284174,-72.41156862136745,0.9999790268972526,0.6751294749978917,0.2731229455682539,0.007369127392738201,0.04145240447901005,5.303879331893417e-05,0.002799027183920672,3.2050622035310946e-06,0.5887402477025325
2.66,0.005960000230907807,-72.40623937327857,0.999979027285511,0.6818143932135505,0.26841758109148167,0.00739995279792425,0.039643890184137554,5.19866818475966e-05,0.0026050283448541115,3.0661258522090786e-06,0.5874323562170173
2.67,0.005960107544430235,-72.39943690178843,0.9999790276631441,0.6883675995245208,0.2637517289078826,0.007430749713927002,0.037913231978849625,5.096320699355568e-05,0.0024247236007199353,2.9334350030077823e-06,0.5861292525562943
2.68,0.005960211944071139,-72.39124141950265,0.9999790280305105,0.6947896472457492,0.2591287302396206,0.007461519167762403,0.03625754990210023,4.9967135759090945e-05,0.002257161054304939,2.8067143656108375e-06,0.5848309769784101
2.69,0.00596031352612528,-72.38172801556489,0.9999790283879504,0.7010812450703139,0.2545516491291844,0.0074922620878825775,0.034674018494459155,4.899735389946838e-05,0.0021014503013517,2.6857001185927555e-06,0.5835375667000033
2.7,0.0059604123822512975,-72.37096695436549,0.9999790287357815,0.7072432455702871,0.2500232837918295,0.0075229793139579655,0.0331598705640937,4.805285480317047e-05,0.0019567592575147987,2.5701394618412474e-06,0.5822490560636083
2.71,0.005960508599681896,-72.35902389403233,0.9999790290743356,0.7132766368178154,0.2455461754495621,0.007553671604010801,0.03171239941587444,4.7132731309389106e-05,0.0018223117913293437,2.4597903506041154e-06,0.5809654766620848
2.72,0.005960602261584966,-72.34596026293035,0.9999790294038639,0.7191825287458036,0.24112262129849546,0.007584339650961954,0.03032896366588535,4.6236157512841436e-05,0.001697384122762535,2.354420992160646e-06,0.5796868575467595
2.73,0.0059606934472888,-72.331833498533,0.9999790297246592,0.7249621437046416,0.23675468489193327,0.007614984088903203,0.029006989341053665,4.536238136479815e-05,0.0015813021249946476,2.2538095147384847e-06,0.5784132253624621
2.74,0.0059607822325876405,-72.31669737469895,0.9999790300371281,0.7306168041326697,0.23244420936107357,0.007645605505050628,0.0277439728271893,4.451071124468381e-05,0.0014734379366107128,2.1577435230552538e-06,0.5771446045297608
2.75,0.005960868690022837,-72.3006022939394,0.9999790303412788,0.7361479214410597,0.22819282936405386,0.007676204451707522,0.026537483566741002,4.3680502789148174e-05,0.001373206850090754,2.066019560720832e-06,0.5758810174118822
2.7600000000000002,0.005960952889100408,-72.28359552374856,0.999979030637381,0.7415569866846429,0.22400198149028971,0.007706781451272222,0.02538516595794117,4.287115268965071e-05,0.001280064662982308,1.9784428714355335e-06,0.5746224844465512
2.77,0.00596103489644922,-72.26572137113462,0.9999790309258477,0.7468455628120988,0.21987291595276906,0.007737336999737626,0.02428473813076735,4.208209453741609e-05,0.0011935051822405233,1.894826867922279e-06,0.5733690242539873
2.7800000000000002,0.005961114776111902,-72.24702149571294,0.999979031206926,0.752015273148873,0.21580670777273442,0.007767871576876462,0.023233995761298153,4.131278706505153e-05,0.0011130571780984522,1.8149929187338244e-06,0.5721206538060655
2.79,0.005961192589517708,-72.22753490856734,0.999979031480655,0.7570677992262762,0.21180426537345143,0.0077983856355475015,0.02223080678809879,4.056272474900702e-05,0.00103828318011521,1.7387701809564842e-06,0.5708773884373757
2.8000000000000003,0.005961268395822254,-72.20729832566195,0.9999790317472705,0.7620048680907875,0.20786634266265397,0.007828879618012876,0.021273115878124138,3.983141999281984e-05,0.0009687761279524176,1.6659950913509612e-06,0.5696392420404279
2.81,0.005961342251874615,-72.186346166303,0.9999790320070597,0.7668282504855155,0.20399354675139145,0.00785935394482288,0.020358939450009623,3.911841405823252e-05,0.0009041583715618378,1.5965113514881115e-06,0.5684062270716373
2.82,0.005961414212467442,-72.16471081310054,0.9999790322601831,0.7715397512266141,0.2001863485782959,0.007889809026528105,0.01948636772767445,3.842326435095737e-05,0.0008440789827809588,1.5301693948128866e-06,0.5671783547001396
2.83,0.005961484330399779,-72.14242270212043,0.9999790325068094,0.776141204643547,0.1964450916461397,0.007920245259880252,0.01865356220961772,3.7745547702171775e-05,0.0007882121823052067,1.4668262475424203e-06,0.5659556348621423
2.84,0.005961552656600794,-72.11951045964179,0.9999790327471284,0.780634469323048,0.19276999987685636,0.00795066303242279,0.017858754855328996,3.7084855286015635e-05,0.0007362557195495613,1.4063451770273677e-06,0.5647380763420021
2.85,0.0059616192402697195,-72.09600106630838,0.9999790329813135,0.7850214209558025,0.18916118794101,0.007981062723248705,0.017100247313444023,3.644079105030881e-05,0.0006879286639939528,1.348595431036391e-06,0.5635256868676393
2.86,0.005961684128864192,-72.0719198573271,0.9999790332095323,0.7893039524063269,0.18561866484389455,0.00801144470092689,0.016376407449885996,3.58129738444148e-05,0.0006429711683077974,1.2934521455779093e-06,0.5623184731159059
2.87,0.005961747368371671,-72.04729082082451,0.9999790334319465,0.7934839612055176,0.18214234874433705,0.008041809330376909,0.015685671058039495,3.520102919262311e-05,0.0006011408545323511,1.2407958237780845e-06,0.5611164408824152
2.88,0.005961809003181164,-72.02213647569718,0.999979033648712,0.7975633546232846,0.17873206601522598,0.00807215696552474,0.015026536408369496,3.460459722602024e-05,0.0005622138915154826,1.1905124421528082e-06,0.5599195950192467
2.89,0.005961869076303301,-71.9964781167309,0.9999790338599795,0.8015440394187363,0.17538756415123305,0.00810248795494118,0.0143975649129986,3.402332594211454e-05,0.000525981995607144,1.1424930130627633e-06,0.5587279395753935
2.9,0.005961927629381774,-71.97033583711018,0.9999790340658968,0.8054279210999952,0.17210851563219676,0.008132802640455855,0.01379737842939064,3.3456872557042576e-05,0.000492251990506575,1.0966334515593707e-06,0.5575414778135056
2.91,0.005961984702706617,-71.94372855430423,0.9999790342666088,0.8092169028972672,0.1688945222934505,0.008163101355215467,0.013224656444028964,3.290490536909457e-05,0.0004608452698054455,1.0528344523498932e-06,0.5563602122289907
2.92,0.005962040335392463,-71.91667421030449,0.9999790344622533,0.8129128773890958,0.16574512652148565,0.008193384427664334,0.012678136015436403,3.236709887561327e-05,0.00043159528812293724,1.0110011233394792e-06,0.5551841446658906
2.93,0.0059620945652828555,-71.88918967228034,0.9999790346529549,0.816517731523534,0.16265980865326862,0.008223652178564739,0.012156608003350212,3.1843137393665936e-05,0.0004043487271599582,9.71042974625453e-07,0.5540132762644471
2.94,0.005962147429152145,-71.86129096892726,0.9999790348388405,0.8200333359089224,0.15963800176476795,0.008253904922883994,0.011658916495264711,3.1332711967998145e-05,0.0003789622816400463,9.328735672986691e-07,0.5528476075990106
2.95,0.005962198962620017,-71.83299318703024,0.9999790350200585,0.8234615509052459,0.156679086264255,0.008284142969924005,0.011183956443891571,3.0835520994633325e-05,0.000355304174881028,8.964104794435552e-07,0.5516871386214656
2.96,0.0059622492003167694,-71.80431067851646,0.9999790351967445,0.8268042166955293,0.15378240505259602,0.008314366622868566,0.010730671682390044,3.035126959893869e-05,0.00033325113975133964,8.615749778241958e-07,0.5505318687836036
2.97,0.005962298175812717,-71.77525696479425,0.9999790353689613,0.8300631592670665,0.15094725728332398,0.008344576179244655,0.010298053581744458,2.987966982283077e-05,0.0003126898874223283,8.282920416755952e-07,0.5493817969848325
2.98,0.005962345921764257,-71.74584492306968,0.9999790355367907,0.8332401816116212,0.14817291240575586,0.008374771931325704,0.00988513867350183,2.942043934958423e-05,0.000293514435950879,7.964899899635527e-07,0.5482369216821475
2.99,0.0059623924698642625,-71.71608671910346,0.9999790357004261,0.8363370680211474,0.145458606127918,0.008404954165354814,0.009491007319894284,2.8973302690967403e-05,0.0002756270825937914,7.661005283184092e-07,0.5470972408544591
3.0,0.00596243785092411,-71.68599390896962,0.9999790358601043,0.8393555797697793,0.1428035482757006,0.008435123162175708,0.009114781686608361,2.853799014945938e-05,0.0002589369879493288,7.370584888397483e-07,0.5459627520639887
3.0100000000000002,0.005962482094897689,-71.65557746690399,0.9999790360158318,0.8422974545499889,0.14020692535035464,0.00846527919713798,0.008755624132003897,2.8114237854603633e-05,0.00024335980539360002,7.093017141660251e-07,0.544833452474681
3.02,0.005962525230887208,-71.62484779013455,0.9999790361673114,0.8451644070514965,0.13766790156332773,0.008495422539674637,0.008412735635668762,2.7701788231894497e-05,0.00022881762347864746,6.827709866086668e-07,0.5437093388576028
3.0300000000000002,0.005962567287217947,-71.59381479028852,0.9999790363146644,0.8479581251975443,0.13518562592709407,0.008525553453997527,0.008085353822519573,2.7300388957238504e-05,0.00021523770188089082,6.574097806616298e-07,0.5425904076466116
3.04,0.0059626082914100206,-71.56248785267005,0.9999790364591103,0.850680273163646,0.13275922935330423,0.008555672198731086,0.007772752144297204,2.690979359662481e-05,0.00020255311146466913,6.331642825648333e-07,0.5414766549157713
3.0500000000000003,0.0059626482702621825,-71.5308759427398,0.9999790366011538,0.8533324866704074,0.1303878336463197,0.008585779027006222,0.007474237235437222,2.6529761068927548e-05,0.00019070118788129132,6.099831184916305e-07,0.5403680764453208
3.06,0.005962687249822054,-71.4989875572753,0.9999790367379539,0.8559163765980615,0.12807054697944276,0.008615874186895285,0.007189148944555139,2.6160055535528176e-05,0.0001796243521724465,5.87817390145309e-07,0.5392646676930749
3.0700000000000003,0.0059627252554608256,-71.46683082392275,0.9999790368678122,0.8584335245505362,0.12580647300286368,0.008645957920965532,0.006916857213567021,2.580044643839971e-05,0.0001692686376334931,5.666204119665416e-07,0.5381664238567211
3.08,0.0059627623118492235,-71.43441345633471,0.9999790369975706,0.8608854862244488,0.12359470628775703,0.008676030466774872,0.006656762472143192,2.5450708279228913e-05,0.00015958443712069494,5.463477608000525e-07,0.5370733398477745
3.09,0.005962798443019392,-71.40174283667552,0.9999790371319562,0.8632737879754763,0.1214343399070737,0.008706092056716396,0.006408292733435973,2.5110620479601474e-05,0.00015052531994784137,5.269570279008697e-07,0.535985410343088
3.1,0.005962833672355952,-71.36882599344408,0.9999790372612967,0.8655999288668005,0.11932446309685699,0.008736142918090682,0.006170903486317694,2.4779967449337158e-05,0.0001420484042255439,5.084078389032333e-07,0.5349026297728106
3.11,0.005962868022629374,-71.33566964125447,0.999979037368448,0.8678653795265374,0.1172641647435652,0.008766183273200555,0.005944075910347964,2.4458538388842882e-05,0.00013411382224508885,4.906617043487156e-07,0.5338249923459497
3.12,0.005962901516013593,-71.30228019818537,0.9999790374691174,0.8700715821290873,0.11525253472606138,0.008796213339390789,0.00572731576759223,2.414612722813281e-05,0.000126684512300327,4.736819384961438e-07,0.5327524920619787
3.13,0.0059629341740941155,-71.26866378916587,0.9999790376183002,0.8722199510916826,0.11328866398336195,0.008826233329046765,0.005520152641171064,2.3842532659997825e-05,0.00011972621107378249,4.574336166956156e-07,0.5316851227141343
3.14,0.0059629660179096175,-71.23482629687521,0.9999790378355949,0.8743118713956811,0.11137164909345962,0.008856243449756511,0.005322137765390881,2.3547557839228332e-05,0.00011320675743844703,4.4188338655473896e-07,0.5306228779222103
3.15,0.005962997067928985,-71.20077332031555,0.9999790379141565,0.8763487014567822,0.10950058778403522,0.008886243904386953,0.005132844963160679,2.3261010494170823e-05,0.00010709673770830522,4.269995677239805e-07,0.5295657511072869
3.16,0.005963027344113037,-71.16651025588887,0.9999790377507546,0.878331770008516,0.10767458672244941,0.008916234891026614,0.0049518671601987965,2.2982702740201528e-05,0.00010136835026768887,4.1275186949978797e-07,0.528513735543811
3.17,0.00596305686589372,-71.13204225789491,0.9999790375366686,0.8802623788173303,0.10589275704435518,0.008946216603210606,0.004778817496443709,2.2712451025978086e-05,9.599601936144853e-05,3.991114907814328e-07,0.5274668243354664
3.18,0.005963085652201748,-71.09737427022328,0.999979037675379,0.8821418019844623,0.10415421718043096,0.008976189229940715,0.004613327630703504,2.2450076045971285e-05,9.095597854010749e-05,3.860509895712184e-07,0.5264250104360357
3.19,0.005963113721490482,-71.06251105301999,0.9999790383194059,0.8839712854895635,0.102458095152288,0.0090061529557017,0.0044550462549785945,2.219540267751458e-05,8.622592988704866e-05,3.7354416762008643e-07,0.5253882866667339
3.2,0.005963141091722888,-71.02745715610654,0.9999790386821227,0.8857520492036464,0.10080352520893467,0.009036107960620363,0.0043036399902726796,2.194825994933792e-05,8.178547872526398e-05,3.61566138475641e-07,0.5243566456984862
3.21,0.005963167780418443,-70.99221697632396,0.9999790385686071,0.8874852850557277,0.09918965356429699,0.009066054420479213,0.00415879031677216,2.1708480867591486e-05,7.761533091717198e-05,3.500931045113327e-07,0.5233300800917023
3.22,0.005963193804637301,-70.95679472666983,0.999979038380892,0.88917215907298,0.09761563459907571,0.009095992506863328,0.004020194844545458,2.1475902385150036e-05,7.369776032390271e-05,3.391024535589239e-07,0.5223085822759548
3.23,0.005963219181009008,-70.92119446972988,0.9999790384170005,0.8908138107539438,0.09608063388836906,0.009125922387190063,0.0038875653458318254,2.1250365321198194e-05,7.001619058349709e-05,3.2857260896010774e-07,0.5212921445719504
3.24,0.005963243925741778,-70.8854201225352,0.9999790387130051,0.8924113535456556,0.09458382825810437,0.00915584422479151,0.003760627264560724,2.1031714285540426e-05,6.655515265621105e-05,3.184829965567592e-07,0.5202807591953674
3.25,0.005963268054623937,-70.84947544989579,0.9999790388443007,0.8939658757312806,0.09312440466347982,0.009185758179012373,0.003639119842118205,2.0819797604693154e-05,6.330038821261754e-05,3.088140620369852e-07,0.5192744182535408
3.2600000000000002,0.005963291583054197,-70.81336409965786,0.9999790388707306,0.8954784398600786,0.09170156334508799,0.009215664405270345,0.0035227939712064883,2.061446722680442e-05,6.023842441759264e-05,2.9954710165457364e-07,0.518273113768231
3.27,0.0059633145260254905,-70.77708957356225,0.9999790390378425,0.8969500843487085,0.09031451432703592,0.009245563055109287,0.003411413675931967,2.0415578738965144e-05,5.7356978688269015e-05,2.9066437829015165e-07,0.5172768376566076
3.2800000000000002,0.005963336898165407,-70.74065527328754,0.9999790392918633,0.8983818225968655,0.08896248180542309,0.009275454276323605,0.0033047532170605402,2.022299116771414e-05,5.464436990847557e-05,2.8214890947955976e-07,0.5162855817631047
3.29,0.005963358713732227,-70.70406448876538,0.9999790396133433,0.8997746439873021,0.0876447024335261,0.009305338213007542,0.003202597616022616,2.003656697521835e-05,5.20897017065496e-05,2.739845053057407e-07,0.5152993378513891
3.3000000000000003,0.00596337998660603,-70.66732038067931,0.999979039740134,0.9011295149718368,0.08636042301098534,0.009335215005627232,0.0031047436164929696,1.9856172039251363e-05,4.968311647509353e-05,2.661558352500853e-07,0.5143180975920693
3.31,0.005963400730338105,-70.63042603673043,0.9999790395342611,0.9024473780433654,0.08510890593442619,0.009365084791111828,0.003010996001519258,1.9681675472584367e-05,4.7415079243821526e-05,2.586481659854334e-07,0.5133418526023045
3.3200000000000003,0.005963420958132585,-70.5933844421973,0.9999790389539602,0.9037291531446455,0.08388942564269503,0.009394947702918243,0.0029211693167214624,1.951294963050834e-05,4.5276786113227775e-05,2.51447483008764e-07,0.5123705944251529
3.33,0.005963440682846579,-70.55619847414006,0.9999790389493173,0.9049757383215513,0.08270126758687481,0.009424803871099549,0.00283508815518591,1.9349870060884004e-05,4.326025302714126e-05,2.4454051177945056e-07,0.5114043145255995
3.34,0.005963459917032952,-70.5188709486154,0.9999790397803056,0.9061880091645728,0.08154373262813998,0.009454653422401142,0.0027525839092154758,1.919231535877924e-05,4.135774223351572e-05,2.3791448240853503e-07,0.5104430043236731
3.35,0.0059634786729208696,-70.48140459069336,0.9999790411378723,0.9073668199929208,0.08041613355090238,0.009484496480317118,0.0026734966717661584,1.9040167158658172e-05,3.956215118469066e-05,2.315572677885262e-07,0.5094866551735857
3.36,0.005963496962424717,-70.44380203981741,0.9999790408392049,0.9085130042089178,0.07931779520499486,0.009514333165164207,0.0025976747965831657,1.889331006143891e-05,3.786695738494605e-05,2.254573522069302e-07,0.5085352583676142
3.37,0.005963514797172965,-70.4060658787158,0.9999790381423146,0.9096273743954679,0.07824805688790774,0.009544163594173464,0.0025249727463838535,1.875163153815711e-05,3.6265899088119404e-05,2.1960367350487567e-07,0.5075888051561978
3.38,0.005963532188493986,-70.36819861160902,0.9999790345598623,0.910710722997513,0.0772062698918269,0.009573987881523463,0.0024552526011561897,1.8615021908932114e-05,3.4753231397675324e-05,2.1398573576319435e-07,0.5066472867330086
3.39,0.005963549147430705,-70.3302026759621,0.9999790335467398,0.9117638226823352,0.07619179820677488,0.009603806138425743,0.002388383117243523,1.8483374263179034e-05,3.332360670041123e-05,2.0859354022177649e-07,0.5057106942431862
3.4,0.005963565684757717,-70.29208045657691,0.9999790366644556,0.9127874267582239,0.07520401939094293,0.009633618473230639,0.0023242385811914636,1.8356584364653575e-05,3.197193509797244e-05,2.03417500061313e-07,0.5047790187931765
3.41,0.005963581810970286,-70.25383426994573,0.9999790405838794,0.9137822695398379,0.07424232284120241,0.009663424991419775,0.002262699993778848,1.8234550666080526e-05,3.069356003106763e-05,1.9844852253356682e-07,0.5038522514394268
3.42,0.005963597536304871,-70.21546638098232,0.9999790430032572,0.9147490668337845,0.07330611087349094,0.0096932257957322,0.0022036536778077473,1.811717418638716e-05,2.9484088571023302e-05,1.9367791330807139e-07,0.5029303832006536
3.43,0.005963612870746752,-70.17697900674042,0.9999790423945254,0.915688516359504,0.07239479867933347,0.009723020986234116,0.0021469909316444006,1.800435844792038e-05,2.833936107400108e-05,1.8909735110807181e-07,0.5020134050604917
3.44,0.005963627824019977,-70.13837430290997,0.9999790420429588,0.9166012979938263,0.07150781289060268,0.009752810660311913,0.0020926090649015516,1.7896009481967518e-05,2.7255602211668386e-05,1.8469896511295492e-07,0.5011013079577135
3.45,0.0059636424056153615,-70.09965438736187,0.9999790407033108,0.9174880744114426,0.07064459311617406,0.009782594912829658,0.0020404094653231498,1.779203569198137e-05,2.6229182819681163e-05,1.8047518837918886e-07,0.500194082803052
3.46,0.005963656624786487,-70.06082133262693,0.9999790383038804,0.9183494913712812,0.06980459101259164,0.009812373836146866,0.001990298152391449,1.7692347834049154e-05,2.525670688558594e-05,1.7641880182135478e-07,0.49929172047383275
3.47,0.005963670490545492,-70.02187715882572,0.9999790368005744,0.9191861779301028,0.06898726944587175,0.009842147520105104,0.001942186320457241,1.7596859032094213e-05,2.4335090980799348e-05,1.725229730807048e-07,0.498394211808675
3.48,0.005963684011690781,-69.98282385575955,0.9999790378320738,0.919998747210776,0.06819210380565051,0.009871916052237079,0.0018959884789362608,1.7505484584602462e-05,2.3461346752569947e-05,1.6878112169170206e-07,0.4975015476236596
3.49,0.00596369719679814,-69.94366337162644,0.9999790425924581,0.9207877965180655,0.06741858087178534,0.009901679517725548,0.0018516233460438986,1.741814200317678e-05,2.2632701804802355e-05,1.6518698441412444e-07,0.49661371870400234
3.5,0.00596371005422264,-69.9043976119405,0.9999790451014081,0.9215539075746176,0.06666619849573721,0.009931437999442084,0.0018090139192056846,1.7334750970665722e-05,2.184661170337151e-05,1.6173462286353092e-07,0.49573071580336664
3.5100000000000002,0.005963722592119984,-69.8650284548901,0.9999790450505149,0.9222976473559444,0.06593446625519765,0.009961191578099556,0.0017680861240095133,1.7255233215654023e-05,2.110062414126135e-05,1.5841832068362365e-07,0.49485252965473897
3.52,0.005963734818438624,-69.82555774220992,0.9999790418535455,0.9230195680523905,0.06522290462550717,0.009990940332226599,0.0017287695904081113,1.717951253104824e-05,2.039246750865227e-05,1.552326378410922e-07,0.4939791509636006
3.5300000000000002,0.005963746740924718,-69.78598728105369,0.9999790399633453,0.923720207401798,0.06453104482679708,0.010020684338218943,0.0016909974854281242,1.710751473407871e-05,1.972003861299722e-05,1.5217239199944005e-07,0.4931105704088714
3.54,0.005963758367138636,-69.74631885366352,0.9999790384332803,0.9244000894658785,0.06385842907118844,0.010050423670471506,0.0016547055745704936,1.7039167533024746e-05,1.9081319203704575e-05,1.4923260782600035e-07,0.4922467786508864
3.5500000000000003,0.005963769704447547,-69.70655421018665,0.999979037293122,0.9250597244910506,0.06320460996239452,0.010080158401338107,0.0016198328927234662,1.6974400569929298e-05,1.8474443360808932e-05,1.464085544136945e-07,0.4913877663251681
3.56,0.005963780760034002,-69.66669507273099,0.9999790360824274,0.9256996094010354,0.06256915043207428,0.01010988860121141,0.0015863213472939966,1.691314534691676e-05,1.7897665957712622e-05,1.4369571872366601e-07,0.4905335240455146
3.5700000000000003,0.005963791540906742,-69.62674314093994,0.9999790361528459,0.9263202284052093,0.061951623707903386,0.010139614338626698,0.0015541151850152527,1.6855335138165775e-05,1.7349320164689525e-05,1.4108976290759799e-07,0.4896840424081186
3.58,0.005963802053894357,-69.58670008567032,0.9999790368964707,0.9269220528128235,0.06135161288953077,0.01016933568021232,0.0015231615479887367,1.6800905015682816e-05,1.6827870222334947e-05,1.3858657759131346e-07,0.4888393119869157
3.59,0.005963812305657474,-69.54656755551296,0.9999790377799633,0.9275055417290814,0.060768710908544514,0.010199052690807432,0.0014934098670627241,1.674979175642994e-05,1.6331862892084185e-05,1.361822277122931e-07,0.4879993233380904
3.6,0.005963822302693829,-69.5063471783858,0.9999790383290116,0.9280711424070333,0.06020252035040382,0.010228765433515108,0.0014648116981915464,1.670193379397997e-05,1.5859917422759054e-05,1.33872940496467e-07,0.48716406700114145
3.61,0.00596383205132974,-69.46604055469429,0.9999790397282904,0.9286192898999847,0.05965265311421901,0.010258473969641746,0.0014373213525550428,1.6657271271743543e-05,1.5410782168568737e-05,1.3165514516024142e-07,0.4863335334934893
3.62,0.005963841557743775,-69.42564927014749,0.9999790410153636,0.929150408378236,0.05911873043182202,0.010288178358902347,0.0014108946617928456,1.661574584990983e-05,1.4983235321993754e-05,1.2952539978800635e-07,0.4855077133203911
3.63,0.005963850827960729,-69.38517489066443,0.9999790413909716,0.9296649109047282,0.0586003825730106,0.010317878659382947,0.0013854894531437742,1.6577300743714228e-05,1.4576128067360674e-05,1.2748041539368656e-07,0.484686596970724
3.64,0.005963859867851412,-69.34461896110389,0.9999790409204706,0.9301631994929938,0.05809724865216104,0.010347574927547495,0.0013610656726524071,1.6541880720515095e-05,1.4188396598301121e-05,1.2551705927356118e-07,0.4838701749155845
3.65,0.005963868683134709,-69.30398300518841,0.9999790409002124,0.9306456652935053,0.057608976437208886,0.010377267218264728,0.0013375853869039525,1.6509432076766222e-05,1.3819064987234572e-05,1.2363235224899032e-07,0.48305843760794615
3.66,0.005963877279400334,-69.2632685366913,0.9999790407851175,0.9311126899240674,0.05713522222971602,0.010406955585013814,0.0013150116583236099,1.6479902437424135e-05,1.3467160815428877e-05,1.2182340768595442e-07,0.4822513754919965
3.67,0.005963885662096892,-69.22247705169947,0.9999790409222014,0.9315646448847148,0.056675650620591746,0.010436640079790687,0.0012933093111879765,1.6453240852489564e-05,1.3131777480092412e-05,1.200874684016332e-07,0.48144897899624034
