t,V,Ki,Nai,y,x,Cai,m,h,d,f,f2,Ca_up,Ca_rel,p
2.57,-22.11529704491516,139.860791842237,7.509227449413028,0.0173248668969023,0.2175490636804959,0.0017554746941300895,0.8685177476181909,2.883913016714507e-05,0.5253904873122832,0.04797639387245991,0.15187181868932342,3.7404146568179324,0.04822114435750518,0.13447279344383295
2.58,-31.149025947084027,139.8604886964834,7.509812638688599,0.01796048800054541,0.21749569162991403,0.0011013307503816973,0.7383187768737167,0.00014887789186085232,0.19484164683744024,0.10680486971627072,0.1876614186489327,3.744912968524234,0.0555759010651071,0.12793612641299837
2.59,-39.70433252077396,139.86021471398172,7.510263387101451,0.019930066964876397,0.2130701069793201,0.0006394822508499824,0.5432579729187069,0.0007001743726402246,0.038038450102282476,0.3105239131296093,0.23133601083492034,3.74431395662393,0.06906479491543356,0.12184056505286886
2.6,-48.809775933749485,139.85999443743557,7.510501564193723,0.02391829052122205,0.20379350565659962,0.0003327454392359345,0.3067073826920654,0.0032411377638322846,0.004037475511542631,0.6453219594401205,0.2817172601794221,3.7403460560790562,0.08676228917383376,0.116821634420199
2.61,-57.418611964015774,139.8598541855774,7.5105269255570875,0.03127791532364843,0.1888972316633548,0.00016303776778667158,0.13938975588261351,0.013322000453829957,0.0003296711188073836,0.8929625011860522,0.3363149209080717,3.734308460583291,0.10649020288403635,0.11615167748487154
2.62,-63.71403283669903,139.8598106754451,7.5104125127109596,0.04312098323793309,0.16916322139047216,9.082435942337307e-05,0.06962708489706969,0.040989299473391756,4.740459189812106e-05,0.9797615144004589,0.391177273923348,3.726844956014453,0.12779082457896782,0.1267813244214339
2.63,-67.03558783573445,139.8598605993602,7.51023966309615,0.05888799134067727,0.14747802870114624,6.5635233469685e-05,0.04691686982913658,0.08930692185821561,1.691335120867172e-05,0.9971258369539011,0.44311337142967594,3.7177549402334886,0.15225424347088629,0.1503226831197115
2.64,-67.7741958945477,139.85998570523216,7.510050160663807,0.07635261489210345,0.1271116688337007,5.796743219963887e-05,0.042803505615180856,0.14403470141760866,1.2579105677618599e-05,0.9996022531427361,0.49068973202843813,3.7066943440497577,0.18132216623074157,0.17956843888415158
2.65,-66.67447227749626,139.86016525687742,7.509855267414701,0.09312449057287293,0.10998918827629049,5.643310442149831e-05,0.04873961282516161,0.18585780959362025,1.5472652754568463e-05,0.9998973560690007,0.5336044327571634,3.6937365108084883,0.2150359180708967,0.2064185360466067
2.66,-64.41110785918801,139.86038267216338,7.5096546165273494,0.10772835515028478,0.09655872478605572,5.734787741875226e-05,0.06351683177153564,0.20436108901113267,2.605458860887924e-05,0.999895888616635,0.5720077347972397,3.6793548302773837,0.2522930162443446,0.2259135875765592
2.67,-61.48779202597153,139.86062611546194,7.509445393615159,0.11965543966089402,0.0864633767540899,5.952633976728722e-05,0.08844930328840442,0.1981541472963425,5.2421473572713655e-05,0.9997944710868462,0.6061836853095635,3.6642079096242623,0.2914790694817889,0.23634140174950172
2.68,-58.24951730871649,139.86088718463637,7.509225427064963,0.1289821346257777,0.07910590615087593,6.257556866268083e-05,0.1253798336541983,0.17090718750991732,0.00011492789911601594,0.9995180431094717,0.6364377306125716,3.648936262823212,0.33100733475373645,0.23858026416739667
2.69,-54.91004016957198,139.86115966563403,7.508994032927163,0.1360191763539325,0.07392182202839724,6.645510261585954e-05,0.17543322159698624,0.12974818207463684,0.0002591494303108558,0.9988056030815524,0.6630544826943152,3.634026462303678,0.36966890485812126,0.23498651801173578
2.7,-51.581532579411274,139.86143869127474,7.508751771559219,0.14110957922735037,0.07046537020692385,7.145802733461559e-05,0.23826578501610773,0.08462755647935324,0.0005822469811086424,0.9970062621290838,0.6862664787978932,3.619776320981353,0.40672465460776985,0.22796773121516206
2.71,-48.29823875918122,139.86172019097071,7.5084997121780015,0.14454378934526754,0.06841432341767788,7.842193079762563e-05,0.31207155699626865,0.04589528658145206,0.0012868340582730153,0.9925685220467345,0.706204953717589,3.606339658086897,0.4417964451927084,0.21923411950660304
2.72,-44.97919697530699,139.86200042501073,7.508239865711916,0.14652657744734615,0.06755878295268668,8.932551722673981e-05,0.39561183224110147,0.019977610660533756,0.002824570272664612,0.9817955538048811,0.722798755657335,3.5937930749052382,0.4747002909417348,0.20979530223862766
2.73,-41.22994040764064,139.86227521062352,7.50797853290369,0.147124359121727,0.06782637183603536,0.00010939874109834717,0.49449784968927435,0.006711440720489069,0.006559924824536773,0.9546841271206662,0.7355161072413818,3.582201609706801,0.5052672378355256,0.20018661617092767
2.74,-35.556560350804006,139.8625373564309,7.507735026901889,0.1460720216225417,0.06944402593021613,0.00015899637781628326,0.6361301601771948,0.0015287700380101777,0.020178199515924908,0.8746838522706347,0.7423658552370259,3.5717283873369667,0.5329354716130867,0.19067505176382304
2.75,-17.12256127423297,139.8627481406377,7.507602716342049,0.14126307345004943,0.07416426570771228,0.0004460304997328375,0.9046150583114606,5.1665650360910336e-05,0.22915725631953354,0.6334193151552839,0.731599534253744,3.5633335184815627,0.5520065209113642,0.1814207580723455
2.7600000000000002,26.61812137493049,139.86227430718458,7.507786449548268,0.09297856824978905,0.10436476176924507,0.004007591138208112,0.9966942128184377,3.2941283016630385e-08,0.9952596202773171,0.38475517930030323,0.5333262007421601,3.5735737942622183,0.3897428968197196,0.17257292067432378
2.77,23.1779708881149,139.86189299898632,7.507794877998788,0.04285488336953296,0.1506643506775812,0.0058841814770947895,0.9958210801857521,4.499952314271663e-08,0.9944388455769055,0.23336652400222124,0.22409665650989324,3.622033527660763,0.18139919461813128,0.16415644009676336
2.7800000000000002,11.713896189860757,139.86166402023287,7.5078726267487905,0.025996672948891388,0.1830330048801044,0.005080629698073455,0.9904517986376636,1.9059374408250132e-07,0.9831532491893454,0.14155178379797262,0.12508456223005804,3.6711858143176728,0.09352308166689656,0.15615043682757063
2.79,-0.7319111493993223,139.86139962956153,7.508156172973766,0.020138876034402745,0.20228561794454422,0.0037811603137368442,0.9756575200712017,1.0060413847069423e-06,0.9414596256478432,0.08599512284529634,0.11160745910007258,3.7066399372523207,0.05966186107304039,0.1485349051272855
2.8000000000000003,-12.083063556892906,139.8611002252395,7.508638774626766,0.017899459960677645,0.2129053809531779,0.002634277336304319,0.9407975608772725,5.392458293721171e-06,0.8124786812512585,0.05399769425617739,0.12548716558251102,3.7287009444842574,0.04840801843667034,0.1412910059819133
2.81,-22.215165676578973,139.86078860429214,7.509233828092967,0.017325361160380793,0.21757185248002137,0.0017475109281362444,0.8674781752104104,2.9351269316439596e-05,0.5216603223383577,0.04813997450842806,0.15220061756106978,3.740495143682519,0.04826159715861102,0.13440280312782893
2.82,-31.23833825810153,139.86048565140752,7.5098182246399645,0.017973555454118065,0.21747207994558226,0.0010956045041305925,0.7366304589353413,0.0001513536645634331,0.1921836895323945,0.10803543176597567,0.18807779251029075,3.7449295567076133,0.05568746583097508,0.1278700014449028
2.83,-39.79598923569272,139.86021209429327,7.5102670404125975,0.019959373741591686,0.21300005725947305,0.0006355255483562275,0.5408803364474132,0.0007114791992286661,0.0372714960056954,0.31359198048594317,0.23182926986262048,3.7442873723924337,0.06923166381248384,0.12178047171549376
2.84,-48.90569033735705,139.85999252002597,7.510502850721915,0.02397494678522493,0.20366781724538638,0.00033030573928610486,0.30440898144835227,0.0032924198020931115,0.003934026931258418,0.6487439891677391,0.2822708579427685,3.7402919041472216,0.08696051443549137,0.11678235205424702
2.85,-57.49852607763362,139.85985322030695,7.510526290935877,0.03137739218153538,0.1887129846074332,0.00016187785476771044,0.1382400593496255,0.013502000629184571,0.0003216883368971968,0.8945775781318629,0.33689249304327923,3.734237732813903,0.10670260028643203,0.11619219389492566
2.86,-63.76399076563337,139.85981073736954,7.510410902166346,0.04326793651666328,0.1689410405322699,9.03920787588945e-05,0.06922399453685332,0.04139655394645092,4.66838732879553e-05,0.9801471386719605,0.391737722269132,3.7267593661561134,0.12802611034679046,0.12696740695512218
2.87,-67.05539883619154,139.8598615535921,7.5102377357678565,0.05906588916154238,0.14725408310036775,6.549605147470491e-05,0.04680390976842831,0.08988076669115126,1.6804472209709045e-05,0.9971857479676328,0.4436330394216906,3.71765009007222,0.15253218249023306,0.15061402318076053
2.88,-67.77090743187799,139.8599873296551,7.510048152418805,0.07653455135735876,0.1269145762548072,5.793012052741934e-05,0.04281941788283494,0.1445651288937309,1.257833279492856e-05,0.9996098011659144,0.49116112299186643,3.7065684917627935,0.18165082646395064,0.17987241549440924
2.89,-66.65585329319066,139.8601673525467,7.509853210088004,0.09328952713468439,0.10983030851559954,5.643326279575851e-05,0.04884704486137736,0.18617961072233347,1.5536109841782054e-05,0.9998980493858545,0.5340276154657108,3.6935928528211965,0.2154086384657375,0.20666529920401988
2.9,-64.38330983886952,139.8603850929852,7.509652484723404,0.10786672670501153,0.09643724870658064,5.7365172923049303e-05,0.06372111073007622,0.20442079780324984,2.6226192060127845e-05,0.9998953424802163,0.5723852887649146,3.6791996693606657,0.2526945392857091,0.22606953238581326
2.91,-61.45518254478581,139.8606287586437,7.509443158711234,0.11976564822749637,0.08637361301032652,5.955396415434255e-05,0.08876948548489678,0.19796910299510878,5.283554113428315e-05,0.9997927495515659,0.6065187878661367,3.6640483252171756,0.29189191118041524,0.23640366042058808
2.92,-58.21495377738664,139.86088997590878,7.509223073867259,0.12906669174846827,0.07904153644053781,6.261154582714973e-05,0.12583311290146693,0.170534649287276,0.00011589809751181729,0.9995135477051422,0.636733507836097,3.6487782759517438,0.3314165462162431,0.2385683205226255
2.93,-54.87516066418638,139.8611625484572,7.508991562048037,0.13608171853573078,0.07387753727246327,6.650059493507048e-05,0.17602440343545656,0.12927927456820543,0.0002613601886907632,0.9987941143505011,0.6633136887669534,3.633874121311938,0.37006442591281447,0.23492736721489385
2.94,-51.54707987210142,139.8614416198921,7.508749192586104,0.14115348528581,0.07043719580540865,7.151836756606659e-05,0.23898254078493553,0.08417466962738211,0.0005871336655246086,0.9969775467736919,0.6864911212747169,3.6196318587396417,0.4071009605482384,0.2278832795744708
2.95,-48.2641266497449,139.8617231255849,7.508497038224068,0.1445716830139299,0.06839950067456484,7.851025218896338e-05,0.3128915385067779,0.04555343914044823,0.001297410773528569,0.992498377680345,0.7063955838578296,3.6062041547792805,0.4421509133241332,0.2191381340368826
2.96,-44.943491169830565,139.8620033262714,7.508237131638948,0.14654001429857416,0.06755574061428063,8.947306007513406e-05,0.3965425302340801,0.019779757012169184,0.0028481244462508315,0.9816249204452601,0.722952916685785,3.593667149432834,0.4750314349408848,0.2096954070373979
2.97,-41.18528877856047,139.8622780271115,7.5079758483965735,0.14712287781929126,0.06783541508740319,0.00010969796170690316,0.49567263013573076,0.006624961651680954,0.006623261364432251,0.9542356813289581,0.7356237680408314,3.582086158133227,0.5055724802886647,0.20008667091968654
2.98,-35.47240129201415,139.86253996935594,7.507732743301846,0.14604916554752687,0.06947079728777218,0.00015989881203355317,0.6380644925521989,0.001499700432843362,0.020486718124289125,0.873226864532338,0.742387630534242,3.5716265895773915,0.5332023415595001,0.1905770127969072
2.99,-16.65158442563348,139.86274911739142,7.507603373329084,0.1411522579833596,0.07426013491606419,0.00045543308975907066,0.9080359470599624,4.7831128186849946e-05,0.23886308618656193,0.6302287997635898,0.7311922554063449,3.5632736236366864,0.5520131299661964,0.18132626605728494
3.0,26.69263625029941,139.86226790735617,7.507787177077819,0.09221349871315102,0.10486917434180404,0.004052577774637148,0.9967122653842488,3.2518051747582154e-08,0.9953335075424311,0.38275488302870836,0.529350068762936,3.573938560846954,0.3867816540355745,0.1724830179757876
3.0100000000000002,23.079935295954527,139.86189049862952,7.507794926167635,0.042562252201791925,0.1510832168852158,0.005883847470569635,0.995792036730525,4.554080113066716e-08,0.9943874797950951,0.23215329376847813,0.22216911369085549,3.6225918141819036,0.18000491503967153,0.16407092200552786
3.02,11.582850791542976,139.86166150472195,7.507874436093995,0.025900663937665665,0.18329280328713216,0.0050676523057256225,0.9903593404681947,1.9384708399106909e-07,0.9829344744190585,0.14081616039874675,0.12467568978300621,3.6716315711044913,0.09297286365470746,0.15606908952679707
3.0300000000000002,-0.8570844304900366,139.8613966507674,7.50816027728497,0.020102653151499818,0.2024344191719661,0.003767983935070049,0.9754220178822823,1.0237784884333922e-06,0.9407083764990416,0.08555304991985947,0.11165503229696,3.706934101773537,0.05945936724521451,0.14845752564038006
3.04,-12.194560833088016,139.86109700098962,7.508644592009192,0.017886379119157993,0.21298172970888193,0.0026236934644603585,0.9402708296774291,5.488133477015955e-06,0.8103494957836497,0.05377525791270313,0.1257102507829709,3.7288712613299837,0.048359509380176434,0.14121740670797742
3.0500000000000003,-22.31491094611443,139.8607853673186,7.509240205877411,0.01732598257239197,0.21759412347004223,0.001739572937410041,0.8664321307334203,2.9872325452740886e-05,0.5179240090097404,0.04831019316985218,0.15253036778580956,3.740574831880904,0.048302852321303096,0.13433285663324077
3.06,-31.327588368952537,139.8604826095291,7.50982379562149,0.017986761738372277,0.21744799718368607,0.0010898992431141626,0.7349351441017513,0.0001538687202822404,0.18954872701188102,0.10928230324066845,0.18849499709964201,3.744945595221299,0.05579969840160032,0.12780392696297455
3.0700000000000003,-39.88773291222276,139.86020948050066,7.510270670178447,0.019988891631109142,0.21292948036475745,0.0006315854038368027,0.5384967609698621,0.0007229671425913386,0.03651751351340196,0.31667731690702317,0.23232324678631594,3.7442604243210105,0.06939898772502488,0.1217204811523318
3.08,-49.0015512769806,139.85999061149133,7.510504113724531,0.024031970015555192,0.20354149896267082,0.0003278813137089139,0.3021197552477479,0.003344469446655605,0.003833096829851803,0.6521538235181106,0.2828249073332584,3.7402375316974457,0.08715893529146192,0.11674349836486754
3.09,-57.5781719381337,139.8598522658241,7.510525641589608,0.03147737084444894,0.18852819109489655,0.0001607285875920912,0.13710156891860154,0.01368397871238644,0.0003139186114324208,0.8961736455912516,0.33747005946143716,3.7341668572718785,0.10691514277032961,0.11623401028719865
3.1,-63.81361462191541,139.8598108096189,7.510409286164277,0.04341532699248592,0.16871865021352275,8.996461968364887e-05,0.06882562502667385,0.04180624140655682,4.5978859808487055e-05,0.9805260065618793,0.39229781442360606,3.7266735968412954,0.1282617428995928,0.1271549818276305
3.11,-67.07492664306614,139.85986251601346,7.510235807328345,0.05924396441945358,0.14703030061993574,6.535858168372668e-05,0.04669278365886153,0.09045533497012391,1.669739765477912e-05,0.9972444672778246,0.4441522064945894,3.717545018760591,0.15281063299140976,0.15090596524947875
3.12,-67.76741992500169,139.85998895998137,7.510046144056026,0.07671640086967517,0.12671784865188473,5.789341165634282e-05,0.042836369973061,0.1450941025199485,1.257824675055772e-05,0.9996172008218046,0.4916319898289143,3.7064424288319735,0.18197999397109946,0.18017610236677187
3.13,-66.6371087813687,139.8601694523295,7.509851152549285,0.09345431848476786,0.1096718379816589,5.643364967102437e-05,0.04895542539764275,0.18649885253948065,1.5600342645422777e-05,0.9998987463330804,0.5344502934921092,3.6934490365337127,0.21578174367469657,0.20691123678075532
3.14,-64.35544166493399,139.86038751662915,7.509650352371568,0.10800480142288639,0.09631614476813288,5.738257758332549e-05,0.06392650433165074,0.20447778424601898,2.6399405883551055e-05,0.9998948032635206,0.5727623716087044,3.6790444216944014,0.253096271663005,0.22622446502416715
3.15,-61.42254043335583,139.86063140372576,7.509440923014607,0.11987557112015014,0.08628415863526044,5.958166784799569e-05,0.08909097647047429,0.19778170717808755,5.325331751802006e-05,0.9997910152810502,0.606853454744562,3.6638887214806024,0.2923047950148261,0.23646504196565463
3.16,-58.180381869414695,139.86089276835978,7.509220719813589,0.12915099453646098,0.07897741594433363,6.264760209731242e-05,0.12628780561075575,0.1701605582386592,0.0001168766528825831,0.9995090111456938,0.6370288824889361,3.648620318033186,0.3318256798010693,0.23855576825286814
3.17,-54.84028601614513,139.8611654318857,7.508989090393854,0.13614404274049752,0.07383345252483714,6.654619694202604e-05,0.17661694421180268,0.12881002196124647,0.0002635893164249842,0.9987825202433437,0.6635725203138271,3.6337218387987202,0.37045979571943116,0.2348678397616489
3.18,-51.51263684262314,139.86144454864558,7.508746612935037,0.14119720461787996,0.07040918610402663,7.157891565820559e-05,0.2397003978572374,0.08372263682903378,0.0005920610966260948,0.9969485472619688,0.6867154043154943,3.6194874712799847,0.40747707511046183,0.22779860349733627
3.19,-48.23001643713541,139.86172605989722,7.5084943638415815,0.1445994140271683,0.06838481786599228,7.859898055795628e-05,0.3137124295212673,0.04521316698903849,0.0013080715960363072,0.9924275852573159,0.7065858485123598,3.6060687366832562,0.44250516483873,0.2190420356198726
3.2,-44.907745350964476,139.86200622674616,7.508234397869285,0.14655329665911312,0.0675528289732228,8.962154426224296e-05,0.39747475985280156,0.019583388229160312,0.0028718841606274114,0.9814526494778761,0.7231066549014352,3.5935413185866145,0.4753623386097508,0.20959545638355556
3.21,-41.14046594331482,139.86228084208656,7.50797316605641,0.14712122011489043,0.06784460718646801,0.0001099998102557518,0.4968514434041324,0.006539372376394223,0.006687377416239224,0.9537823268439533,0.735730825547056,3.5819708183817234,0.5058774291387035,0.19998670031423982
3.22,-35.387391269549866,139.86254257843552,7.5077304687277095,0.14602599094568755,0.06949784143853956,0.0001608149745272262,0.6400122259497321,0.001471004046634456,0.020802245412444284,0.8717506320465692,0.7424079789054289,3.5715249728509395,0.5334686076084648,0.19047896664524963
3.23,-16.1676886179305,139.86275001778168,7.507604117371129,0.1410383392796351,0.07435816872087565,0.0004652013208226498,0.9114271209895591,4.4195964197780557e-05,0.2490363990700837,0.6270455264072908,0.7307712704958624,3.5632149318836013,0.5520082719756383,0.18123178830036266
3.24,26.762842574519123,139.8622615728313,7.507787877515879,0.09145196894749286,0.10537453044337461,0.004096996770618947,0.9967292001945404,3.212182428215658e-08,0.9954016549187257,0.3807653206570229,0.5253630538248937,3.574308384019433,0.38383183140404115,0.1723931308272717
3.25,22.981200660410483,139.86188800977718,7.507794984401147,0.04227317690320738,0.1515002815983547,0.005883248667567193,0.9957625706730453,4.609303992231563e-08,0.9943352098341861,0.2309465744322889,0.22026757550373152,3.6231496670675796,0.17862387416746872,0.1639854187059773
3.2600000000000002,11.45176008694957,139.8616589846833,7.507876268939968,0.025805709204748794,0.1835511332005294,0.005054637901749755,0.9902659113575298,1.9715906113910256e-07,0.9827127088273012,0.14008449352863353,0.12427495545850915,3.672075651440298,0.09242817763913737,0.15598775629707498
3.27,-0.982100806045239,139.8613936687838,7.5081644033644706,0.020066790747059308,0.2025822866912962,0.003754830483227113,0.9751844322273303,1.0418258250692764e-06,0.9399481746419532,0.0851134933750795,0.11170524061471374,3.7072267509800843,0.0592591734372401,0.14838015955219638
3.2800000000000002,-12.305909106526023,139.86109377616194,7.508650421000152,0.01787347266380784,0.2130574374737868,0.0026131403199988338,0.9397400105423104,5.58550946196659e-06,0.8082010507212096,0.053555380446022954,0.12593462177886264,3.729040445292805,0.048312136764067495,0.14114382034371054
3.29,-22.41451713962008,139.86078213199815,7.509246581533364,0.01732673604744378,0.21761588128124248,0.0017316615472194516,0.8653797535834998,3.0402376253239524e-05,0.5141826222680613,0.04848710621780564,0.15286105364708913,3.7406537193295524,0.048344899838157464,0.1342629238492863
3.3000000000000003,-31.416766346265568,139.8604795714777,7.509829350438784,0.01800011014331542,0.2174234536398274,0.0010842155253280323,0.7332330480825222,0.00015642329597826478,0.1869371469087491,0.11054542376920319,0.18891300033311326,3.7449610908855053,0.05591257570052528,0.12773787443162843
3.31,-39.97955308403589,139.86020687315795,7.510274275456409,0.020018622608198176,0.21285839086271932,0.0006276622027432801,0.5361076171165021,0.0007346398163796614,0.0357764434126623,0.31977933305332473,0.23281789757398139,3.744233125684211,0.06956673208926026,0.12166056700012431
3.3200000000000003,-49.09734605400087,139.8599887122756,7.51050535259281,0.024089359564708004,0.2034145717871732,0.00032547238664608564,0.2998400964286245,0.0033972907221775195,0.0037346390448702014,0.6555507856881496,0.2833793541388757,3.740182956691336,0.08735750967502164,0.11670505157052655
3.33,-57.65754010310967,139.85985132242888,7.510524977161992,0.03157784501580174,0.1883428797045403,0.00015959002013825828,0.13597433465797154,0.013867926307972076,0.00030636232337091844,0.897750554495551,0.3380475617355692,3.734095855105645,0.10712778356128617,0.11627709748471941
3.34,-63.862898644474974,139.85981089235014,7.5104076644387705,0.043563141336118556,0.16849608315680137,8.954197760685905e-05,0.06843198465765439,0.042218306033056555,4.528957427987426e-05,0.9808982029816077,0.39285749403186476,3.7265876726686518,0.12849766820863553,0.12734399989263112
3.35,-67.09417220883363,139.85986348662072,7.510233877432985,0.05942219353266658,0.14680671798560677,6.522285046418286e-05,0.04658349041150009,0.09103047646103485,1.6592931061624693e-05,0.9973018714737947,0.444670824373138,3.717439753477197,0.15308953368264389,0.15119841267503512
3.36,-67.76373980892878,139.8599905960304,7.51004413530134,0.07689812653488912,0.12652153062044402,5.785729419988298e-05,0.042854326007948404,0.1456213116323249,1.2578835562260036e-05,0.9996243893694864,0.4921022870705167,3.7063161861914544,0.18230959834995436,0.18047935672963517
3.37,-66.61824769654869,139.86017155596386,7.509849094465685,0.09361883368794656,0.10951379992631324,5.643430847118196e-05,0.04906470894734589,0.18681531491034378,1.5665353438673104e-05,0.9998993739060114,0.5348724295491393,3.693305104016018,0.2161551342475188,0.2071562409907778
3.38,-64.32751022008861,139.8603899428594,7.509648219187779,0.10814256025989515,0.09619541026024107,5.74001364087212e-05,0.0641329361357169,0.20453205329549143,2.6574240404063464e-05,0.9998942347191025,0.573138949108577,3.67888913922677,0.25349808890028647,0.22637832667520522
3.39,-61.389872465541345,139.86063405048802,7.509438686266659,0.11998519557791908,0.08619499577893015,5.9609470766614545e-05,0.08941372518982757,0.1975920861884424,5.3674841723943565e-05,0.9997892578427604,0.6071876545199849,3.663729161915002,0.29271756794277654,0.23652544029381528
3.4,-58.1458046217761,139.86089556189205,7.509218364651867,0.129235046527256,0.07891351766149365,6.268374923632715e-05,0.12674389883556486,0.16978503854950325,0.00011786384473177904,0.9995044259508941,0.6373238252810994,3.648462465600345,0.33223454997538476,0.2385425298634925
3.41,-54.80541558814543,139.8611683159402,7.508986617701801,0.13620616144227887,0.07378953884672294,6.659191994704394e-05,0.17721084675807935,0.12834032998514366,0.0002658372796810253,0.9987708075083997,0.6638309484064304,3.6335696977249485,0.37085481288697425,0.23480795417147696
3.42,-51.47820012443785,139.8614474776405,7.508744032367027,0.14124075118576068,0.07038131359252925,7.16396669523481e-05,0.2404194354538103,0.08327129786028795,0.000597028089245235,0.9969192763505386,0.6869393020936163,3.6193432393426095,0.4078528026698682,0.22771376595446205
3.43,-48.19590599952076,139.86172899410215,7.508491688665934,0.14462699560884,0.06837024925401052,7.868810461879887e-05,0.3145343086318335,0.04487424846592627,0.001318817281076216,0.9923561517883284,0.7067757269950343,3.6059334805329653,0.44285901440162534,0.21894588430627215
3.44,-44.87196546779055,139.86200912674727,7.508231663800746,0.14656644084634274,0.06755002127842685,8.977089179698602e-05,0.3984082760732645,0.019388362258554302,0.002895865516760781,0.9812787810655795,0.7232599685163456,3.593415652991383,0.47569283191084516,0.20949551039692682
3.45,-41.09546174666113,139.8622836559241,7.507970485369939,0.14711939990377268,0.06785392473600328,0.0001103044075758851,0.49803453780904977,0.006454624656965094,0.006752302278977548,0.9533239312775131,0.7358372674576499,3.5818556573035782,0.5061819226199678,0.19988675992121543
3.46,-35.30148499944764,139.86254518401896,7.507728203014961,0.14600250120720412,0.06952514485392637,0.0001617454845681879,0.6419741405796107,0.001442666879524269,0.02112510758447532,0.8702544308322437,0.7424268410365024,3.5714236037349214,0.5337341031224707,0.19038096531454798
3.47,-15.67043708989973,139.86275083738033,7.507604950890482,0.1409211406399777,0.07445846263159338,0.00047535442023464454,0.9147856814737155,4.075568898079907e-05,0.25969561842264244,0.6238691377649306,0.7303358854306156,3.563157559532433,0.5519910860904446,0.18113737386483558
3.48,26.828883351700526,139.86225530154232,7.507788551716203,0.0906939171955581,0.10588089457121647,0.004140852912497296,0.9967450682724245,3.17508852033486e-08,0.995464582215316,0.3787857954254334,0.5213654137898327,3.5746833839106924,0.38089303133941843,0.17230330573481567
3.49,22.881749482207404,139.86188553082474,7.507795053121998,0.041987521447393476,0.15191565926722292,0.005882386982145071,0.9957326713062453,4.66565749279042e-08,0.9942820108426752,0.2297459433978685,0.21839130694963751,3.623707277900599,0.1772555132382477,0.16389997443603033
3.5,11.320590972763416,139.8616564589071,7.507878125988123,0.02571176115269198,0.18380807369049285,0.005041582507961045,0.9901714761630442,2.0053164165587247e-07,0.982487852535447,0.13935652717143232,0.12388217865639473,3.6725182163622834,0.09188880679366265,0.15590647921884532
3.5100000000000002,-1.1069951309873791,139.86139068228857,7.508168552398,0.020031266671550623,0.20272926519871312,0.0037416957597844903,0.9749446788538878,1.0601939382061825e-06,0.939178715418936,0.08467629943151453,0.11175808148976385,3.7075179884156273,0.05906120690417345,0.14830284689101395
3.52,-12.41714072509505,139.86109054938424,7.508656263158189,0.017860730465308998,0.2131325269183904,0.0026026144397536238,0.939204949687051,5.684640929539195e-06,0.8060325660452108,0.05333800675356791,0.12616035986558996,3.7292085556733645,0.048265895580625384,0.141070284971662
3.5300000000000002,-22.514012243597985,139.8607788969521,7.509252956698673,0.01732761613061773,0.2176371323563174,0.0017237743415057427,0.8643207426130421,3.094170364779453e-05,0.510435368455628,0.04867082959729635,0.1531927845751264,3.7407318316319444,0.04838776816828151,0.13419304102814053
3.54,-31.505898996364575,139.86047653593465,7.509834890493481,0.01801359949826648,0.21739844196825983,0.001078551706070318,0.7315236995730799,0.00015901872425510866,0.18434822638531886,0.11182526026406948,0.18933193293761963,3.7449760462154598,0.05602615067250455,0.12767187860485263
3.5500000000000003,-40.07147562493315,139.86020427107684,7.510277857223739,0.02004857123918663,0.2127867667890847,0.0006237548821383087,0.5337123134975434,0.0007465034643242344,0.03504794533903071,0.3228986834351746,0.23331336922827037,3.744205463047585,0.06973496870516135,0.12160076398541858
3.56,-49.1930974728408,139.8599868213879,7.510506567818674,0.02414712833988896,0.2032869993547914,0.00032307831861140763,0.29756953716558204,0.003450908451239476,0.00363858223934133,0.6589355364301116,0.2839343544108701,3.740128154909114,0.08755632477569113,0.11666705544675182
3.5700000000000003,-57.73664963967682,139.8598503893668,7.510524297731368,0.03167883765335668,0.1881570023164082,0.00015846179408790498,0.13485800057238279,0.014053906463776994,0.00029900628085524037,0.8993089096722952,0.3386251589231412,3.734024693274346,0.10734062519429349,0.1163215226319731
3.58,-63.91185652791867,139.8598109850523,7.510406036760917,0.04371141187589797,0.1682732840210112,8.912400310689954e-05,0.06804290743297385,0.042632849578572295,4.46145711145315e-05,0.9812638826461068,0.3934169167998112,3.726501552745246,0.12873400377998004,0.12753454148312757
3.59,-67.11313847144089,139.85986446520354,7.510231945794769,0.05960062337142223,0.14658326960973894,6.508877313774942e-05,0.04647599214030542,0.09160637671038016,1.649008377223475e-05,0.9973581393244317,0.4451890348207273,3.717334248411012,0.1533690134678966,0.15149151676188566
3.6,-67.75986173822874,139.85999223786445,7.51004212573197,0.07707978844119372,0.12632555109694293,5.7821768176770655e-05,0.04287331831274259,0.14614708136602278,1.2580118993840941e-05,0.9996314128100878,0.4925721464810438,3.7061897100355328,0.18263978730121555,0.1807823730273748
3.61,-66.59925980346684,139.860173663665,7.509847035458919,0.09378312522391691,0.10935614800764995,5.643519836192447e-05,0.049174958650427966,0.1871292081806462,1.5731159932271618e-05,0.9998999953710005,0.5352941387467848,3.6931609872004754,0.21652899446630217,0.20740046631372427
3.62,-64.29950558218492,139.86039237192054,7.509646084733375,0.10828004024606988,0.09607502686491534,5.741781573692576e-05,0.0643405174040122,0.20458358116496253,2.6750746261214302e-05,0.9998936646565665,0.5735151249920126,3.678733741842843,0.25390020556904874,0.2265312171505787
