t,V,K_i,Na_i,Ca_i,xr1,xr2,xs,m,h,Ca_ds,d,f,s,r,Ca_up,Ca_rel,ActFrac,ProdFrac,Ca_Calmod,Ca_Trop
1.45,-93.05505169350674,138.49625638852257,5.689291642478879,5.608665464015218e-06,9.887074213780616e-06,2.151329160550086e-07,6.721879408890967e-07,0.0015754080822992442,0.9946540248580529,2.1562161192052323e-07,2.2764118651823765e-08,4.030778650563654e-09,0.9998700177943134,1.8398249032095647e-08,0.18747060088198728,0.18560956674573734,0.00018302963750121618,0.010993086221510668,0.00022185796785330005,0.00013982452267668796
1.46,-93.05505200839904,138.49625803031748,5.689291649387347,5.608665418806452e-06,9.887073660312805e-06,2.1513287860230893e-07,6.721879126671606e-07,0.0015754080142744804,0.9946540252347025,2.156215954319605e-07,2.276411686023093e-08,4.030778309731832e-09,0.9998700178018362,1.8398247873419125e-08,0.1874705994391399,0.18560956531736664,0.0001830296345714789,0.010993086045366425,0.00022185796608484607,0.0001398245215527812
1.47,-93.05505232329135,138.49625967211242,5.689291656295816,5.608665373597687e-06,9.887073106844992e-06,2.1513284114960926e-07,6.721878844452244e-07,0.0015754079462497166,0.994654025611352,2.156215789433978e-07,2.2764115068638092e-08,4.030777968900012e-09,0.9998700178093589,1.8398246714742603e-08,0.18747059799629257,0.1856095638889959,0.00018302963164174165,0.01099308586922218,0.0002218579643163921,0.00013982452042887443
1.48,-93.05505263818365,138.49626131390735,5.689291663204284,5.60866532838892e-06,9.88707255337718e-06,2.151328036969096e-07,6.721878562232884e-07,0.001575407878224953,0.9946540259880015,2.1562156245483506e-07,2.2764113277045258e-08,4.03077762806819e-09,0.9998700178168817,1.8398245556066084e-08,0.1874705965534452,0.18560956246062518,0.00018302962871200436,0.010993085693077937,0.00022185796254793814,0.00013982451930496766
1.49,-93.05505295307594,138.49626295570226,5.689291670112753,5.608665283180154e-06,9.88707199990937e-06,2.1513276624420992e-07,6.721878280013523e-07,0.0015754078102001893,0.994654026364651,2.1562154596627233e-07,2.2764111485452423e-08,4.03077728723637e-09,0.9998700178244043,1.8398244397389562e-08,0.18747059511059785,0.18560956103225446,0.0001830296257822671,0.010993085516933693,0.00022185796077948416,0.00013982451818106087
1.5,-93.05505326796825,138.4962645974972,5.68929167702122,5.608665237971389e-06,9.887071446441559e-06,2.1513272879151025e-07,6.721877997794162e-07,0.0015754077421754255,0.9946540267413004,2.1562152947770962e-07,2.2764109693859585e-08,4.0307769464045485e-09,0.9998700178319271,1.839824323871304e-08,0.18747059366775048,0.18560955960388373,0.00018302962285252983,0.010993085340789448,0.00022185795901103018,0.0001398245170571541
1.51,-93.05505358286055,138.4962662392921,5.689291683929689,5.608665192762622e-06,9.887070892973748e-06,2.1513269133881055e-07,6.721877715574801e-07,0.0015754076741506617,0.9946540271179499,2.156215129891469e-07,2.276410790226675e-08,4.030776605572727e-09,0.9998700178394498,1.839824208003652e-08,0.18747059222490314,0.185609558175513,0.00018302961992279257,0.010993085164645205,0.00022185795724257622,0.00013982451593324733
1.52,-93.05505389775286,138.49626788108705,5.689291690838157,5.608665147553856e-06,9.887070339505935e-06,2.1513265388611088e-07,6.721877433355441e-07,0.001575407606125898,0.9946540274945994,2.1562149650058418e-07,2.2764106110673916e-08,4.0307762647409066e-09,0.9998700178469726,1.839824092136e-08,0.18747059078205577,0.1856095567471423,0.0001830296169930553,0.010993084988500962,0.00022185795547412224,0.00013982451480934054
1.53,-93.05505421264516,138.496269522882,5.689291697746626,5.6086651023450906e-06,9.887069786038124e-06,2.151326164334112e-07,6.72187715113608e-07,0.0015754075381011342,0.9946540278712489,2.1562148001202145e-07,2.2764104319081078e-08,4.030775923909085e-09,0.9998700178544953,1.8398239762683478e-08,0.18747058933920843,0.18560955531877157,0.00018302961406331804,0.010993084812356717,0.00022185795370566826,0.00013982451368543377
1.54,-93.05505452753745,138.4962711646769,5.689291704655094,5.608665057136324e-06,9.887069232570313e-06,2.1513257898071153e-07,6.721876868916719e-07,0.0015754074700763706,0.9946540282478985,2.1562146352345875e-07,2.2764102527488243e-08,4.030775583077265e-09,0.999870017862018,1.8398238604006956e-08,0.18747058789636106,0.18560955389040085,0.00018302961113358075,0.010993084636212474,0.0002218579519372143,0.000139824512561527
1.55,-93.05505484242975,138.49627280647184,5.689291711563563,5.608665011927558e-06,9.887068679102502e-06,2.1513254152801186e-07,6.721876586697358e-07,0.0015754074020516069,0.994654028624548,2.15621447034896e-07,2.276410073589541e-08,4.030775242245443e-09,0.9998700178695408,1.8398237445330434e-08,0.18747058645351372,0.18560955246203012,0.0001830296082038435,0.010993084460068228,0.00022185795016876032,0.0001398245114376202
1.56,-93.05505515732206,138.49627444826677,5.689291718472031,5.608664966718792e-06,9.887068125634691e-06,2.1513250407531219e-07,6.721876304477998e-07,0.001575407334026843,0.9946540290011975,2.1562143054633328e-07,2.276409894430257e-08,4.030774901413623e-09,0.9998700178770635,1.8398236286653915e-08,0.18747058501066635,0.1856095510336594,0.00018302960527410623,0.010993084283923985,0.00022185794840030634,0.00013982451031371344
1.57,-93.05505547221436,138.49627609006168,5.6892917253804995,5.608664921510026e-06,9.887067572166878e-06,2.1513246662261251e-07,6.721876022258637e-07,0.0015754072660020793,0.994654029377847,2.1562141405777057e-07,2.2764097152709736e-08,4.030774560581801e-09,0.9998700178845862,1.8398235127977393e-08,0.187470583567819,0.1856095496052887,0.00018302960234436896,0.010993084107779742,0.0002218579466318524,0.00013982450918980667
1.58,-93.05505578710667,138.49627773185662,5.689291732288968,5.60866487630126e-06,9.887067018699067e-06,2.1513242916991284e-07,6.721875740039276e-07,0.0015754071979773156,0.9946540297544965,2.1562139756920784e-07,2.27640953611169e-08,4.030774219749981e-09,0.9998700178921089,1.839823396930087e-08,0.18747058212497164,0.18560954817691797,0.0001830295994146317,0.010993083931635497,0.0002218579448633984,0.00013982450806589988
1.59,-93.05505610199896,138.49627937365153,5.6892917391974365,5.608664831092494e-06,9.887066465231256e-06,2.1513239171721317e-07,6.721875457819915e-07,0.0015754071299525518,0.994654030131146,2.1562138108064513e-07,2.2764093569524064e-08,4.0307738789181595e-09,0.9998700178996317,1.839823281062435e-08,0.18747058068212427,0.18560954674854724,0.00018302959648489444,0.010993083755491254,0.00022185794309494442,0.0001398245069419931
1.6,-93.05505641689126,138.49628101544647,5.689291746105905,5.608664785883728e-06,9.887065911763445e-06,2.151323542645135e-07,6.721875175600554e-07,0.0015754070619277882,0.9946540305077954,2.156213645920824e-07,2.276409177793123e-08,4.030773538086338e-09,0.9998700179071545,1.839823165194783e-08,0.18747057923927693,0.1856095453201765,0.00018302959355515717,0.01099308357934701,0.00022185794132649047,0.00013982450581808634
1.61,-93.05505673178357,138.4962826572414,5.689291753014373,5.608664740674962e-06,9.887065358295634e-06,2.151323168118138e-07,6.721874893381193e-07,0.0015754069939030245,0.9946540308844449,2.1562134810351967e-07,2.2764089986338394e-08,4.0307731972545176e-09,0.9998700179146771,1.839823049327131e-08,0.18747057779642956,0.18560954389180578,0.00018302959062541988,0.010993083403202765,0.0002218579395580365,0.00013982450469417955
1.62,-93.05505704667587,138.49628429903632,5.689291759922842,5.608664695466196e-06,9.887064804827823e-06,2.1513227935911413e-07,6.721874611161832e-07,0.0015754069258782607,0.9946540312610945,2.1562133161495696e-07,2.2764088194745556e-08,4.030772856422696e-09,0.9998700179221999,1.8398229334594787e-08,0.18747057635358222,0.18560954246343508,0.00018302958769568262,0.010993083227058522,0.0002218579377895825,0.00013982450357027278
1.6300000000000001,-93.05505736156817,138.49628594083126,5.68929176683131,5.60866465025743e-06,9.88706425136001e-06,2.1513224190641445e-07,6.721874328942471e-07,0.001575406857853497,0.994654031637744,2.1562131512639423e-07,2.2764086403152722e-08,4.030772515590876e-09,0.9998700179297226,1.8398228175918265e-08,0.18747057491073485,0.18560954103506436,0.00018302958476594535,0.010993083050914279,0.00022185793602112855,0.00013982450244636602
1.6400000000000001,-93.05505767646046,138.4962875826262,5.689291773739779,5.608664605048664e-06,9.8870636978922e-06,2.1513220445371478e-07,6.721874046723111e-07,0.0015754067898287331,0.9946540320143935,2.1562129863783152e-07,2.2764084611559887e-08,4.030772174759054e-09,0.9998700179372454,1.8398227017241746e-08,0.1874705734678875,0.18560953960669363,0.0001830295818362081,0.010993082874770034,0.00022185793425267457,0.00013982450132245922
1.6500000000000001,-93.05505799135277,138.4962892244211,5.689291780648247,5.608664559839898e-06,9.887063144424389e-06,2.151321670010151e-07,6.72187376450375e-07,0.0015754067218039694,0.994654032391043,2.156212821492688e-07,2.276408281996705e-08,4.030771833927234e-09,0.999870017944768,1.8398225858565224e-08,0.18747057202504014,0.1856095381783229,0.00018302957890647083,0.01099308269862579,0.0002218579324842206,0.00013982450019855245
1.6600000000000001,-93.05505830624507,138.49629086621604,5.689291787556716,5.608664514631132e-06,9.887062590956578e-06,2.1513212954831544e-07,6.721873482284389e-07,0.0015754066537792058,0.9946540327676925,2.1562126566070608e-07,2.2764081028374215e-08,4.030771493095412e-09,0.9998700179522908,1.8398224699888702e-08,0.1874705705821928,0.18560953674995218,0.00018302957597673356,0.010993082522481547,0.00022185793071576664,0.00013982449907464569
1.67,-93.05505862113738,138.49629250801095,5.689291794465183,5.608664469422366e-06,9.887062037488767e-06,2.1513209209561577e-07,6.721873200065028e-07,0.001575406585754442,0.994654033144342,2.1562124917214335e-07,2.276407923678138e-08,4.030771152263591e-09,0.9998700179598136,1.839822354121218e-08,0.18747056913934543,0.18560953532158145,0.0001830295730469963,0.010993082346337302,0.00022185792894731266,0.0001398244979507389
1.68,-93.05505893602968,138.4962941498059,5.689291801373652,5.6086644242135996e-06,9.887061484020954e-06,2.151320546429161e-07,6.721872917845668e-07,0.0015754065177296783,0.9946540335209915,2.1562123268358062e-07,2.2764077445188542e-08,4.0307708114317705e-09,0.9998700179673363,1.8398222382535658e-08,0.18747056769649809,0.18560953389321075,0.000183029570117259,0.010993082170193059,0.00022185792717885867,0.00013982449682683212
1.69,-93.05505925092197,138.49629579160083,5.68929180828212,5.608664379004834e-06,9.887060930553143e-06,2.1513201719021642e-07,6.721872635626307e-07,0.0015754064497049145,0.994654033897641,2.156212161950179e-07,2.2764075653595707e-08,4.030770470599949e-09,0.999870017974859,1.839822122385914e-08,0.18747056625365072,0.18560953246484002,0.00018302956718752175,0.010993081994048816,0.0002218579254104047,0.00013982449570292536
1.7,-93.05505956581428,138.49629743339574,5.689291815190589,5.608664333796068e-06,9.887060377085332e-06,2.1513197973751675e-07,6.721872353406946e-07,0.0015754063816801507,0.9946540342742906,2.1562119970645518e-07,2.2764073862002873e-08,4.0307701297681285e-09,0.9998700179823817,1.8398220065182617e-08,0.18747056481080338,0.1856095310364693,0.00018302956425778448,0.01099308181790457,0.00022185792364195074,0.00013982449457901856
1.71,-93.05505988070658,138.49629907519068,5.689291822099057,5.6086642885873015e-06,9.887059823617521e-06,2.1513194228481705e-07,6.721872071187585e-07,0.001575406313655387,0.99465403465094,2.1562118321789247e-07,2.2764072070410035e-08,4.030769788936307e-09,0.9998700179899045,1.8398218906506095e-08,0.187470563367956,0.18560952960809857,0.00018302956132804722,0.010993081641760327,0.00022185792187349676,0.0001398244934551118
1.72,-93.05506019559888,138.49630071698562,5.689291829007526,5.608664243378536e-06,9.88705927014971e-06,2.1513190483211738e-07,6.721871788968225e-07,0.0015754062456306234,0.9946540350275895,2.1562116672932974e-07,2.27640702788172e-08,4.030769448104487e-09,0.9998700179974273,1.8398217747829573e-08,0.18747056192510864,0.18560952817972784,0.00018302955839830996,0.010993081465616082,0.00022185792010504278,0.00013982449233120503
1.73,-93.05506051049119,138.49630235878053,5.689291835915994,5.608664198169769e-06,9.887058716681897e-06,2.151318673794177e-07,6.721871506748863e-07,0.0015754061776058596,0.994654035404239,2.15621150240767e-07,2.2764068487224366e-08,4.030769107272665e-09,0.9998700180049499,1.8398216589153055e-08,0.1874705604822613,0.18560952675135714,0.0001830295554685727,0.010993081289471839,0.00022185791833658882,0.00013982449120729823
1.74,-93.05506082538348,138.49630400057546,5.6892918428244625,5.6086641529610035e-06,9.887058163214086e-06,2.1513182992671803e-07,6.721871224529502e-07,0.0015754061095810958,0.9946540357808885,2.156211337522043e-07,2.2764066695631528e-08,4.030768766440845e-09,0.9998700180124727,1.8398215430476533e-08,0.18747055903941393,0.1856095253229864,0.00018302955253883543,0.010993081113327596,0.00022185791656813484,0.00013982449008339147
1.75,-93.05506114027578,138.4963056423704,5.689291849732931,5.608664107752238e-06,9.887057609746275e-06,2.1513179247401836e-07,6.721870942310141e-07,0.001575406041556332,0.994654036157538,2.1562111726364157e-07,2.2764064904038693e-08,4.030768425609023e-09,0.9998700180199954,1.839821427180001e-08,0.18747055759656658,0.18560952389461569,0.00018302954960909814,0.01099308093718335,0.00022185791479968086,0.0001398244889594847
1.76,-93.05506145516809,138.4963072841653,5.6892918566413995,5.608664062543471e-06,9.887057056278464e-06,2.151317550213187e-07,6.721870660090781e-07,0.0015754059735315683,0.9946540365341875,2.1562110077507886e-07,2.276406311244586e-08,4.030768084777202e-09,0.9998700180275182,1.839821311312349e-08,0.18747055615371921,0.18560952246624496,0.00018302954667936088,0.010993080761039107,0.0002218579130312269,0.0001398244878355779
1.77,-93.05506177006039,138.49630892596025,5.689291863549868,5.6086640173347055e-06,9.887056502810653e-06,2.1513171756861902e-07,6.72187037787142e-07,0.0015754059055068047,0.994654036910837,2.1562108428651613e-07,2.276406132085302e-08,4.0307677439453814e-09,0.9998700180350408,1.839821195444697e-08,0.18747055471087187,0.18560952103787423,0.00018302954374962361,0.010993080584894864,0.00022185791126277292,0.00013982448671167114
1.78,-93.0550620849527,138.49631056775516,5.689291870458336,5.60866397212594e-06,9.887055949342842e-06,2.1513168011591934e-07,6.721870095652059e-07,0.001575405837482041,0.9946540372874866,2.156210677979534e-07,2.2764059529260186e-08,4.03076740311356e-09,0.9998700180425636,1.8398210795770448e-08,0.1874705532680245,0.1856095196095035,0.00018302954081988635,0.010993080408750619,0.00022185790949431894,0.00013982448558776437
1.79,-93.05506239984499,138.4963122095501,5.689291877366805,5.608663926917173e-06,9.88705539587503e-06,2.1513164266321967e-07,6.721869813432698e-07,0.0015754057694572772,0.9946540376641361,2.156210513093907e-07,2.276405773766735e-08,4.0307670622817395e-09,0.9998700180500864,1.8398209637093926e-08,0.18747055182517716,0.1856095181811328,0.0001830295378901491,0.010993080232606376,0.000221857907725865,0.00013982448446385758
1.8,-93.05506271473729,138.49631385134504,5.689291884275273,5.6086638817084075e-06,9.887054842407219e-06,2.1513160521051997e-07,6.721869531213338e-07,0.0015754057014325134,0.9946540380407856,2.1562103482082796e-07,2.2764055946074514e-08,4.030766721449918e-09,0.999870018057609,1.8398208478417404e-08,0.1874705503823298,0.18560951675276208,0.00018302953496041182,0.010993080056462132,0.000221857905957411,0.0001398244833399508
1.81,-93.0550630296296,138.49631549313995,5.689291891183742,5.608663836499642e-06,9.887054288939408e-06,2.151315677578203e-07,6.721869248993977e-07,0.0015754056334077496,0.994654038417435,2.1562101833226525e-07,2.276405415448168e-08,4.030766380618098e-09,0.9998700180651318,1.8398207319740886e-08,0.18747054893948245,0.18560951532439135,0.00018302953203067453,0.010993079880317887,0.00022185790418895702,0.00013982448221604404
1.82,-93.0550633445219,138.49631713493488,5.68929189809221,5.608663791290875e-06,9.887053735471597e-06,2.1513153030512063e-07,6.721868966774616e-07,0.0015754055653829859,0.9946540387940845,2.1562100184370252e-07,2.2764052362888844e-08,4.030766039786276e-09,0.9998700180726545,1.8398206161064364e-08,0.18747054749663508,0.18560951389602062,0.00018302952910093727,0.010993079704173644,0.00022185790242050307,0.00013982448109213725
1.83,-93.0550636594142,138.49631877672982,5.689291905000679,5.6086637460821094e-06,9.887053182003786e-06,2.1513149285242096e-07,6.721868684555255e-07,0.0015754054973582223,0.994654039170734,2.156209853551398e-07,2.2764050571296006e-08,4.030765698954455e-09,0.9998700180801773,1.8398205002387842e-08,0.18747054605378774,0.1856095124676499,0.0001830295261712,0.0109930795280294,0.0002218579006520491,0.00013982447996823048
1.84,-93.05506397430649,138.49632041852473,5.689291911909147,5.608663700873344e-06,9.887052628535973e-06,2.1513145539972129e-07,6.721868402335895e-07,0.0015754054293334585,0.9946540395473835,2.1562096886657708e-07,2.2764048779703172e-08,4.030765358122634e-09,0.9998700180876999,1.839820384371132e-08,0.18747054461094037,0.1856095110392792,0.00018302952324146274,0.010993079351885156,0.0002218578988835951,0.0001398244788443237
1.85,-93.0550642891988,138.49632206031967,5.689291918817615,5.608663655664577e-06,9.887052075068162e-06,2.151314179470216e-07,6.721868120116534e-07,0.0015754053613086948,0.994654039924033,2.1562095237801435e-07,2.2764046988110337e-08,4.030765017290813e-09,0.9998700180952227,1.83982026850348e-08,0.18747054316809303,0.18560950961090847,0.00018302952031172548,0.010993079175740912,0.00022185789711514115,0.00013982447772041692
1.86,-93.0550646040911,138.49632370211458,5.689291925726083,5.608663610455811e-06,9.887051521600351e-06,2.1513138049432194e-07,6.721867837897172e-07,0.001575405293283931,0.9946540403006826,2.1562093588945164e-07,2.27640451965175e-08,4.0307646764589924e-09,0.9998700181027455,1.839820152635828e-08,0.18747054172524566,0.18560950818253774,0.00018302951738198822,0.01099307899959667,0.00022185789534668717,0.00013982447659651015
1.87,-93.0550649189834,138.49632534390952,5.689291932634552,5.608663565247046e-06,9.88705096813254e-06,2.1513134304162227e-07,6.721867555677811e-07,0.0015754052252591672,0.9946540406773321,2.156209194008889e-07,2.2764043404924665e-08,4.030764335627171e-09,0.9998700181102682,1.8398200367681757e-08,0.1874705402823983,0.18560950675416701,0.00018302951445225095,0.010993078823452424,0.0002218578935782332,0.00013982447547260338
1.8800000000000001,-93.05506523387571,138.49632698570446,5.68929193954302,5.608663520038279e-06,9.887050414664729e-06,2.151313055889226e-07,6.721867273458451e-07,0.0015754051572344034,0.9946540410539816,2.156209029123262e-07,2.276404161333183e-08,4.0307639947953505e-09,0.9998700181177909,1.8398199209005235e-08,0.18747053883955095,0.1856095053257963,0.00018302951152251366,0.010993078647308181,0.00022185789180977924,0.00013982447434869662
1.8900000000000001,-93.055065548768,138.49632862749937,5.689291946451489,5.608663474829513e-06,9.887049861196918e-06,2.1513126813622292e-07,6.72186699123909e-07,0.0015754050892096399,0.9946540414306311,2.1562088642376347e-07,2.2764039821738992e-08,4.030763653963529e-09,0.9998700181253136,1.8398198050328716e-08,0.18747053739670358,0.1856095038974256,0.0001830295085927764,0.010993078471163938,0.00022185789004132526,0.00013982447322478982
1.9000000000000001,-93.0550658636603,138.4963302692943,5.689291953359957,5.608663429620747e-06,9.887049307729105e-06,2.1513123068352323e-07,6.721866709019729e-07,0.0015754050211848761,0.9946540418072806,2.1562086993520074e-07,2.2764038030146157e-08,4.030763313131709e-09,0.9998700181328364,1.8398196891652194e-08,0.18747053595385624,0.18560950246905486,0.00018302950566303914,0.010993078295019693,0.00022185788827287127,0.00013982447210088305
1.9100000000000001,-93.05506617855261,138.49633191108924,5.6892919602684255,5.608663384411981e-06,9.887048754261294e-06,2.1513119323082355e-07,6.721866426800368e-07,0.0015754049531601123,0.99465404218393,2.1562085344663803e-07,2.2764036238553323e-08,4.030762972299887e-09,0.9998700181403591,1.8398195732975672e-08,0.18747053451100887,0.18560950104068413,0.00018302950273330187,0.01099307811887545,0.00022185788650441732,0.00013982447097697629
1.92,-93.05506649344491,138.49633355288415,5.689291967176894,5.608663339203215e-06,9.887048200793483e-06,2.1513115577812388e-07,6.721866144581008e-07,0.0015754048851353486,0.9946540425605795,2.156208369580753e-07,2.2764034446960485e-08,4.030762631468066e-09,0.9998700181478818,1.839819457429915e-08,0.18747053306816153,0.1856094996123134,0.0001830294998035646,0.010993077942731204,0.00022185788473596334,0.0001398244698530695
1.93,-93.05506680833722,138.4963351946791,5.6892919740853625,5.608663293994449e-06,9.887047647325672e-06,2.151311183254242e-07,6.721865862361647e-07,0.0015754048171105848,0.994654042937229,2.156208204695126e-07,2.276403265536765e-08,4.030762290636245e-09,0.9998700181554045,1.8398193415622632e-08,0.18747053162531416,0.18560949818394268,0.00018302949687382735,0.010993077766586961,0.00022185788296750936,0.00013982446872916272
1.94,-93.0550671232295,138.496336836474,5.689291980993831,5.608663248785683e-06,9.887047093857861e-06,2.1513108087272454e-07,6.721865580142286e-07,0.001575404749085821,0.9946540433138786,2.1562080398094986e-07,2.2764030863774816e-08,4.030761949804424e-09,0.9998700181629273,1.839819225694611e-08,0.18747053018246682,0.18560949675557195,0.00018302949394409008,0.010993077590442718,0.0002218578811990554,0.00013982446760525596
1.95,-93.05506743812181,138.49633847826894,5.689291987902299,5.608663203576917e-06,9.887046540390049e-06,2.1513104342002486e-07,6.721865297922925e-07,0.0015754046810610575,0.9946540436905281,2.1562078749238715e-07,2.2764029072181978e-08,4.030761608972603e-09,0.9998700181704501,1.8398191098269588e-08,0.18747052873961945,0.18560949532720125,0.0001830294910143528,0.010993077414298473,0.00022185787943060142,0.00013982446648134916
1.96,-93.05506775301411,138.49634012006388,5.689291994810768,5.608663158368151e-06,9.887045986922238e-06,2.151310059673252e-07,6.721865015703565e-07,0.0015754046130362937,0.9946540440671776,2.1562077100382442e-07,2.2764027280589143e-08,4.030761268140782e-09,0.9998700181779727,1.8398189939593066e-08,0.1874705272967721,0.18560949389883052,0.00018302948808461553,0.01099307723815423,0.00022185787766214744,0.0001398244653574424
1.97,-93.05506806790642,138.4963417618588,5.689292001719236,5.608663113159385e-06,9.887045433454427e-06,2.1513096851462552e-07,6.721864733484204e-07,0.00157540454501153,0.9946540444438271,2.1562075451526169e-07,2.276402548899631e-08,4.0307609273089615e-09,0.9998700181854955,1.8398188780916547e-08,0.18747052585392474,0.1856094924704598,0.00018302948515487827,0.010993077062009986,0.00022185787589369349,0.00013982446423353563
1.98,-93.05506838279872,138.49634340365373,5.689292008627705,5.608663067950619e-06,9.887044879986616e-06,2.1513093106192585e-07,6.721864451264843e-07,0.0015754044769867661,0.9946540448204766,2.1562073802669898e-07,2.276402369740347e-08,4.03076058647714e-09,0.9998700181930182,1.8398187622240025e-08,0.1874705244110774,0.18560949104208907,0.000183029482225141,0.010993076885865741,0.0002218578741252395,0.00013982446310962883
1.99,-93.05506869769101,138.49634504544866,5.689292015536173,5.608663022741853e-06,9.887044326518805e-06,2.1513089360922618e-07,6.721864169045481e-07,0.0015754044089620024,0.9946540451971261,2.1562072153813625e-07,2.2764021905810636e-08,4.030760245645319e-09,0.999870018200541,1.8398186463563503e-08,0.18747052296823002,0.18560948961371834,0.00018302947929540374,0.010993076709721498,0.00022185787235678552,0.00013982446198572207
2.0,-93.05506901258332,138.49634668724357,5.689292022444642,5.608662977533087e-06,9.887043773050992e-06,2.1513085615652648e-07,6.721863886826121e-07,0.0015754043409372386,0.9946540455737756,2.1562070504957354e-07,2.27640201142178e-08,4.030759904813498e-09,0.9998700182080636,1.839818530488698e-08,0.18747052152538266,0.18560948818534764,0.00018302947636566648,0.010993076533577254,0.00022185787058833157,0.0001398244608618153
2.0100000000000002,-93.05506932747562,138.4963483290385,5.68929202935311,5.608662932324321e-06,9.887043219583181e-06,2.151308187038268e-07,6.72186360460676e-07,0.001575404272912475,0.9946540459504251,2.156206885610108e-07,2.2764018322624963e-08,4.030759563981677e-09,0.9998700182155864,1.8398184146210463e-08,0.1874705200825353,0.18560948675697692,0.0001830294734359292,0.01099307635743301,0.0002218578688198776,0.0001398244597379085
2.02,-93.05506964236793,138.49634997083345,5.689292036261578,5.608662887115555e-06,9.88704266611537e-06,2.1513078125112713e-07,6.721863322387399e-07,0.0015754042048877113,0.9946540463270747,2.1562067207244807e-07,2.276401653103213e-08,4.030759223149856e-09,0.9998700182231092,1.839818298753394e-08,0.18747051863968794,0.1856094853286062,0.00018302947050619192,0.010993076181288766,0.0002218578670514236,0.00013982445861400174
2.0300000000000002,-93.05506995726023,138.49635161262836,5.689292043170046,5.608662841906789e-06,9.887042112647559e-06,2.1513074379842746e-07,6.721863040168038e-07,0.0015754041368629475,0.9946540467037241,2.1562065558388537e-07,2.2764014739439294e-08,4.030758882318035e-09,0.9998700182306319,1.839818182885742e-08,0.1874705171968406,0.18560948390023546,0.00018302946757645466,0.010993076005144523,0.00022185786528296965,0.00013982445749009497
2.04,-93.05507027215252,138.4963532544233,5.689292050078515,5.608662796698023e-06,9.887041559179748e-06,2.151307063457278e-07,6.721862757948678e-07,0.0015754040688381837,0.9946540470803736,2.1562063909532264e-07,2.2764012947846456e-08,4.030758541486214e-09,0.9998700182381546,1.8398180670180897e-08,0.18747051575399323,0.18560948247186473,0.0001830294646467174,0.010993075829000278,0.00022185786351451567,0.00013982445636618817
2.05,-93.05507058704482,138.4963548962182,5.689292056986983,5.608662751489257e-06,9.887041005711937e-06,2.1513066889302812e-07,6.721862475729317e-07,0.00157540400081342,0.9946540474570231,2.1562062260675993e-07,2.2764011156253622e-08,4.030758200654393e-09,0.9998700182456773,1.8398179511504375e-08,0.1874705143111459,0.18560948104349403,0.00018302946171698013,0.010993075652856035,0.0002218578617460617,0.0001398244552422814
2.06,-93.05507090193713,138.49635653801315,5.689292063895452,5.608662706280491e-06,9.887040452244124e-06,2.1513063144032844e-07,6.721862193509956e-07,0.0015754039327886564,0.9946540478336726,2.156206061181972e-07,2.2764009364660787e-08,4.0307578598225725e-09,0.9998700182532001,1.8398178352827856e-08,0.18747051286829852,0.1856094796151233,0.00018302945878724287,0.010993075476711791,0.00022185785997760773,0.00013982445411837464
2.07,-93.05507121682943,138.49635817980808,5.68929207080392,5.608662661071724e-06,9.887039898776313e-06,2.1513059398762877e-07,6.721861911290595e-07,0.0015754038647638926,0.9946540482103221,2.156205896296345e-07,2.276400757306795e-08,4.030757518990751e-09,0.9998700182607229,1.8398177194151334e-08,0.18747051142545118,0.18560947818675258,0.0001830294558575056,0.010993075300567546,0.00022185785820915375,0.00013982445299446785
2.08,-93.05507153172172,138.496359821603,5.6892920777123885,5.608662615862959e-06,9.887039345308502e-06,2.151305565349291e-07,6.721861629071235e-07,0.0015754037967391288,0.9946540485869716,2.1562057314107176e-07,2.2764005781475115e-08,4.03075717815893e-09,0.9998700182682455,1.8398176035474812e-08,0.1874705099826038,0.18560947675838185,0.00018302945292776834,0.010993075124423303,0.00022185785644069977,0.00013982445187056108
2.09,-93.05507184661403,138.49636146339793,5.689292084620857,5.608662570654193e-06,9.887038791840691e-06,2.1513051908222943e-07,6.721861346851874e-07,0.001575403728714365,0.9946540489636211,2.1562055665250902e-07,2.276400398988228e-08,4.030756837327109e-09,0.9998700182757683,1.839817487679829e-08,0.18747050853975647,0.18560947533001113,0.00018302944999803105,0.01099307494827906,0.0002218578546722458,0.0001398244507466543
2.1,-93.05507216150633,138.49636310519287,5.6892920915293255,5.608662525445426e-06,9.88703823837288e-06,2.1513048162952973e-07,6.721861064632513e-07,0.0015754036606896013,0.9946540493402707,2.1562054016394632e-07,2.2764002198289442e-08,4.030756496495288e-09,0.999870018283291,1.839817371812177e-08,0.1874705070969091,0.1856094739016404,0.0001830294470682938,0.010993074772134815,0.00022185785290379184,0.00013982444962274752
2.11,-93.05507247639864,138.49636474698778,5.689292098437794,5.608662480236661e-06,9.887037684905068e-06,2.1513044417683006e-07,6.721860782413152e-07,0.0015754035926648375,0.9946540497169202,2.1562052367538359e-07,2.2764000406696607e-08,4.030756155663467e-09,0.9998700182908138,1.839817255944525e-08,0.18747050565406176,0.1856094724732697,0.00018302944413855652,0.010993074595990571,0.00022185785113533786,0.00013982444849884075
