t,Ca,Gd,Gt,R,Rl,Rg,Rlg,Rlgp,IP3,Pc,Pcg,P,Pg
1.8800000000000001,0.1,10000.003998511642,0.0,13.903998511646467,0.0,5.0560014883535205,0.0,0.0,0.015009816077797626,9.09,0.0,90.9,0.0
1.8900000000000001,0.1,10000.003998511318,0.0,13.903998511324113,0.0,5.056001488675874,0.0,0.0,0.015009828920282065,9.09,0.0,90.9,0.0
1.9000000000000001,0.1,10000.00399851099,0.0,13.903998510995503,0.0,5.056001489004485,0.0,0.0,0.015009841615739252,9.09,0.0,90.9,0.0
1.9100000000000001,0.1,10000.003998510656,0.0,13.903998510660635,0.0,5.056001489339353,0.0,0.0,0.01500985416416919,9.09,0.0,90.9,0.0
1.92,0.1,10000.003998510314,0.0,13.903998510319509,0.0,5.056001489680479,0.0,0.0,0.015009866565571878,9.09,0.0,90.9,0.0
1.93,0.1,10000.003998509967,0.0,13.903998509972126,0.0,5.056001490027861,0.0,0.0,0.015009878819947316,9.09,0.0,90.9,0.0
1.94,0.1,10000.003998509614,0.0,13.903998509618486,0.0,5.056001490381502,0.0,0.0,0.015009890927295504,9.09,0.0,90.9,0.0
1.95,0.1,10000.003998509254,0.0,13.903998509258589,0.0,5.0560014907414,0.0,0.0,0.015009902887616442,9.09,0.0,90.9,0.0
1.96,0.1,10000.003998508888,0.0,13.903998508892434,0.0,5.056001491107555,0.0,0.0,0.015009914700910131,9.09,0.0,90.9,0.0
1.97,0.1,10000.003998508515,0.0,13.903998508520022,0.0,5.056001491479967,0.0,0.0,0.01500992636717657,9.09,0.0,90.9,0.0
1.98,0.1,10000.003998508137,0.0,13.90399850814135,0.0,5.056001491858637,0.0,0.0,0.015009937886415758,9.09,0.0,90.9,0.0
1.99,0.1,10000.003998507751,0.0,13.903998507756425,0.0,5.056001492243564,0.0,0.0,0.015009949258627697,9.09,0.0,90.9,0.0
2.0,0.1,10000.00399850736,0.0,13.90399850736524,0.0,5.056001492634748,0.0,0.0,0.015009960483812385,9.09,0.0,90.9,0.0
2.0100000000000002,0.1,10000.003998506963,0.0,13.903998506967797,0.0,5.05600149303219,0.0,0.0,0.015009971561969825,9.09,0.0,90.9,0.0
2.02,0.1,10000.00399850656,0.0,13.903998506564099,0.0,5.05600149343589,0.0,0.0,0.015009982493100014,9.09,0.0,90.9,0.0
2.0300000000000002,0.1,10000.003998506148,0.0,13.903998506154142,0.0,5.056001493845847,0.0,0.0,0.015009993277202954,9.09,0.0,90.9,0.0
2.04,0.1,10000.003998505732,0.0,13.903998505737928,0.0,5.056001494262061,0.0,0.0,0.015010003914278643,9.09,0.0,90.9,0.0
2.05,0.1,10000.00399850531,0.0,13.903998505315457,0.0,5.056001494684533,0.0,0.0,0.015010014404327083,9.09,0.0,90.9,0.0
2.06,0.1,10000.003998504895,0.0,13.903998504901416,0.0,5.056001495098571,0.0,0.0,0.015010024759108268,9.09,0.0,90.9,0.0
2.07,0.1,10000.003998504511,0.0,13.903998504516798,0.0,5.056001495483191,0.0,0.0,0.015010034995425388,9.09,0.0,90.9,0.0
2.08,0.1,10000.003998504157,0.0,13.903998504161759,0.0,5.056001495838228,0.0,0.0,0.015010045113406822,9.09,0.0,90.9,0.0
2.09,0.1,10000.003998503831,0.0,13.903998503836302,0.0,5.056001496163685,0.0,0.0,0.015010055113052569,9.09,0.0,90.9,0.0
2.1,0.1,10000.003998503535,0.0,13.903998503540427,0.0,5.056001496459561,0.0,0.0,0.015010064994362629,9.09,0.0,90.9,0.0
2.11,0.1,10000.003998503269,0.0,13.903998503274131,0.0,5.056001496725855,0.0,0.0,0.015010074757337002,9.09,0.0,90.9,0.0
2.12,0.1,10000.003998503033,0.0,13.90399850303742,0.0,5.056001496962569,0.0,0.0,0.015010084401975687,9.09,0.0,90.9,0.0
2.13,0.1,10000.003998502825,0.0,13.903998502830285,0.0,5.056001497169701,0.0,0.0,0.015010093928278685,9.09,0.0,90.9,0.0
2.14,0.1,10000.003998502647,0.0,13.903998502652735,0.0,5.056001497347253,0.0,0.0,0.015010103336245997,9.09,0.0,90.9,0.0
2.15,0.1,10000.0039985025,0.0,13.903998502504765,0.0,5.056001497495223,0.0,0.0,0.015010112625877621,9.09,0.0,90.9,0.0
2.16,0.1,10000.003998502381,0.0,13.903998502386376,0.0,5.056001497613613,0.0,0.0,0.015010121797173558,9.09,0.0,90.9,0.0
2.17,0.1,10000.003998502292,0.0,13.903998502297567,0.0,5.056001497702421,0.0,0.0,0.015010130850133809,9.09,0.0,90.9,0.0
2.18,0.1,10000.003998502232,0.0,13.90399850223834,0.0,5.056001497761648,0.0,0.0,0.015010139784758372,9.09,0.0,90.9,0.0
2.19,0.1,10000.003998502203,0.0,13.903998502208694,0.0,5.056001497791295,0.0,0.0,0.015010148601047248,9.09,0.0,90.9,0.0
2.2,0.1,10000.003998502203,0.0,13.903998502208628,0.0,5.056001497791359,0.0,0.0,0.015010157299000435,9.09,0.0,90.9,0.0
2.21,0.1,10000.003998502234,0.0,13.903998502240674,0.0,5.056001497759315,0.0,0.0,0.01501016588367333,9.09,0.0,90.9,0.0
2.22,0.1,10000.003998502305,0.0,13.903998502311968,0.0,5.056001497688019,0.0,0.0,0.015010174369338193,9.09,0.0,90.9,0.0
2.23,0.1,10000.003998502416,0.0,13.903998502422946,0.0,5.056001497577043,0.0,0.0,0.015010182756857846,9.09,0.0,90.9,0.0
2.24,0.1,10000.003998502567,0.0,13.903998502573604,0.0,5.056001497426384,0.0,0.0,0.01501019104623229,9.09,0.0,90.9,0.0
2.25,0.1,10000.003998502758,0.0,13.903998502763944,0.0,5.056001497236044,0.0,0.0,0.015010199237461523,9.09,0.0,90.9,0.0
2.2600000000000002,0.1,10000.003998502987,0.0,13.903998502993966,0.0,5.056001497006021,0.0,0.0,0.015010207330545545,9.09,0.0,90.9,0.0
2.27,0.1,10000.003998503256,0.0,13.90399850326367,0.0,5.056001496736318,0.0,0.0,0.015010215325484359,9.09,0.0,90.9,0.0
2.2800000000000002,0.1,10000.003998503566,0.0,13.903998503573055,0.0,5.056001496426933,0.0,0.0,0.01501022322227796,9.09,0.0,90.9,0.0
2.29,0.1,10000.003998503915,0.0,13.903998503922121,0.0,5.056001496077865,0.0,0.0,0.015010231020926353,9.09,0.0,90.9,0.0
2.3000000000000003,0.1,10000.003998504304,0.0,13.903998504310872,0.0,5.056001495689117,0.0,0.0,0.015010238721429535,9.09,0.0,90.9,0.0
2.31,0.1,10000.003998504733,0.0,13.903998504739302,0.0,5.056001495260686,0.0,0.0,0.015010246323787507,9.09,0.0,90.9,0.0
2.32,0.1,10000.0039985052,0.0,13.903998505207415,0.0,5.056001494792573,0.0,0.0,0.015010253828000268,9.09,0.0,90.9,0.0
2.33,0.1,10000.003998505708,0.0,13.903998505715208,0.0,5.0560014942847795,0.0,0.0,0.01501026123406782,9.09,0.0,90.9,0.0
2.34,0.1,10000.003998506256,0.0,13.903998506262685,0.0,5.056001493737303,0.0,0.0,0.015010268541990161,9.09,0.0,90.9,0.0
2.35,0.1,10000.003998506843,0.0,13.903998506849842,0.0,5.056001493150146,0.0,0.0,0.015010275751767293,9.09,0.0,90.9,0.0
2.36,0.1,10000.003998507465,0.0,13.903998507473684,0.0,5.056001492526303,0.0,0.0,0.015010282865606503,9.09,0.0,90.9,0.0
2.37,0.1,10000.00399850811,0.0,13.903998508116924,0.0,5.0560014918830625,0.0,0.0,0.015010289896240607,9.09,0.0,90.9,0.0
2.38,0.1,10000.003998508768,0.0,13.903998508776793,0.0,5.056001491223194,0.0,0.0,0.0150102968457088,9.09,0.0,90.9,0.0
2.39,0.1,10000.003998509445,0.0,13.903998509453292,0.0,5.056001490546695,0.0,0.0,0.015010303714011082,9.09,0.0,90.9,0.0
2.4,0.1,10000.003998510138,0.0,13.903998510146419,0.0,5.056001489853568,0.0,0.0,0.015010310501147454,9.09,0.0,90.9,0.0
2.41,0.1,10000.003998510849,0.0,13.903998510856175,0.0,5.056001489143812,0.0,0.0,0.015010317207117915,9.09,0.0,90.9,0.0
2.42,0.1,10000.003998511575,0.0,13.90399851158256,0.0,5.056001488417426,0.0,0.0,0.015010323831922466,9.09,0.0,90.9,0.0
2.43,0.1,10000.003998512317,0.0,13.903998512325575,0.0,5.056001487674412,0.0,0.0,0.015010330375561105,9.09,0.0,90.9,0.0
2.44,0.1,10000.003998513077,0.0,13.903998513085218,0.0,5.056001486914768,0.0,0.0,0.015010336838033836,9.09,0.0,90.9,0.0
2.45,0.1,10000.003998513854,0.0,13.903998513861492,0.0,5.056001486138496,0.0,0.0,0.015010343219340654,9.09,0.0,90.9,0.0
2.46,0.1,10000.003998514647,0.0,13.903998514654392,0.0,5.056001485345594,0.0,0.0,0.015010349519481561,9.09,0.0,90.9,0.0
2.47,0.1,10000.003998515456,0.0,13.903998515463924,0.0,5.056001484536064,0.0,0.0,0.01501035573845656,9.09,0.0,90.9,0.0
2.48,0.1,10000.003998516282,0.0,13.903998516290082,0.0,5.056001483709904,0.0,0.0,0.015010361876265647,9.09,0.0,90.9,0.0
2.49,0.1,10000.003998517124,0.0,13.903998517132871,0.0,5.056001482867115,0.0,0.0,0.015010367932908823,9.09,0.0,90.9,0.0
2.5,0.1,10000.003998517985,0.0,13.903998517992289,0.0,5.056001482007698,0.0,0.0,0.015010373908386089,9.09,0.0,90.9,0.0
2.5100000000000002,0.1,10000.00399851885,0.0,13.903998518858717,0.0,5.05600148114127,0.0,0.0,0.015010379803217707,9.09,0.0,90.9,0.0
2.52,0.1,10000.003998519584,0.0,13.903998519591038,0.0,5.05600148040895,0.0,0.0,0.015010385625036083,9.09,0.0,90.9,0.0
2.5300000000000002,0.1,10000.003998520135,0.0,13.903998520142542,0.0,5.0560014798574455,0.0,0.0,0.015010391376367543,9.09,0.0,90.9,0.0
2.54,0.1,10000.003998520506,0.0,13.90399852051323,0.0,5.056001479486758,0.0,0.0,0.015010397057212084,9.09,0.0,90.9,0.0
2.5500000000000003,0.1,10000.003998520695,0.0,13.903998520703102,0.0,5.056001479296887,0.0,0.0,0.015010402667569709,9.09,0.0,90.9,0.0
2.56,0.1,10000.003998520704,0.0,13.903998520712156,0.0,5.056001479287832,0.0,0.0,0.015010408207440417,9.09,0.0,90.9,0.0
2.57,0.1,10000.00399852055,0.0,13.903998520557549,0.0,5.05600147944244,0.0,0.0,0.01501041367731639,9.09,0.0,90.9,0.0
2.58,0.1,10000.003998520351,0.0,13.903998520358503,0.0,5.056001479641486,0.0,0.0,0.015010419080618486,9.09,0.0,90.9,0.0
2.59,0.1,10000.00399852013,0.0,13.903998520137879,0.0,5.056001479862109,0.0,0.0,0.015010424418002629,9.09,0.0,90.9,0.0
2.6,0.1,10000.003998519887,0.0,13.903998519895678,0.0,5.05600148010431,0.0,0.0,0.015010429689468816,9.09,0.0,90.9,0.0
2.61,0.1,10000.003998519624,0.0,13.9039985196319,0.0,5.056001480368089,0.0,0.0,0.015010434895017051,9.09,0.0,90.9,0.0
2.62,0.1,10000.003998519338,0.0,13.903998519346544,0.0,5.056001480653444,0.0,0.0,0.015010440034647332,9.09,0.0,90.9,0.0
2.63,0.1,10000.003998519041,0.0,13.903998519050248,0.0,5.056001480949741,0.0,0.0,0.015010445109240579,9.09,0.0,90.9,0.0
2.64,0.1,10000.003998518776,0.0,13.903998518784283,0.0,5.056001481215706,0.0,0.0,0.015010450122214471,9.09,0.0,90.9,0.0
2.65,0.1,10000.003998518545,0.0,13.903998518552775,0.0,5.056001481447212,0.0,0.0,0.01501045507391082,9.09,0.0,90.9,0.0
2.66,0.1,10000.003998518347,0.0,13.903998518355728,0.0,5.0560014816442616,0.0,0.0,0.015010459964329632,9.09,0.0,90.9,0.0
2.67,0.1,10000.003998518185,0.0,13.903998518193136,0.0,5.0560014818068515,0.0,0.0,0.015010464793470903,9.09,0.0,90.9,0.0
2.68,0.1,10000.003998518057,0.0,13.903998518065004,0.0,5.056001481934984,0.0,0.0,0.015010469561334634,9.09,0.0,90.9,0.0
2.69,0.1,10000.003998517957,0.0,13.903998517965848,0.0,5.056001482034143,0.0,0.0,0.01501047426916849,9.09,0.0,90.9,0.0
2.7,0.1,10000.003998517874,0.0,13.903998517883059,0.0,5.056001482116931,0.0,0.0,0.015010478919839748,9.09,0.0,90.9,0.0
2.71,0.1,10000.003998517808,0.0,13.903998517816142,0.0,5.056001482183847,0.0,0.0,0.015010483513462021,9.09,0.0,90.9,0.0
2.72,0.1,10000.003998517757,0.0,13.903998517765096,0.0,5.056001482234893,0.0,0.0,0.015010488050035306,9.09,0.0,90.9,0.0
2.73,0.1,10000.00399851772,0.0,13.90399851772992,0.0,5.056001482270068,0.0,0.0,0.015010492529559607,9.09,0.0,90.9,0.0
2.74,0.1,10000.003998517674,0.0,13.903998517683451,0.0,5.056001482316538,0.0,0.0,0.01501049697477901,9.09,0.0,90.9,0.0
2.75,0.1,10000.003998517526,0.0,13.90399851753526,0.0,5.056001482464729,0.0,0.0,0.015010501461400007,9.09,0.0,90.9,0.0
2.7600000000000002,0.1,10000.003998517384,0.0,13.903998517394418,0.0,5.056001482605569,0.0,0.0,0.015010505898105745,9.09,0.0,90.9,0.0
2.77,0.1,10000.003998517252,0.0,13.903998517260929,0.0,5.05600148273906,0.0,0.0,0.01501051028489622,9.09,0.0,90.9,0.0
2.7800000000000002,0.1,10000.003998517126,0.0,13.90399851713479,0.0,5.0560014828652,0.0,0.0,0.015010514621771436,9.09,0.0,90.9,0.0
2.79,0.1,10000.003998517006,0.0,13.903998517016,0.0,5.056001482983989,0.0,0.0,0.01501051890873139,9.09,0.0,90.9,0.0
2.8000000000000003,0.1,10000.003998516895,0.0,13.90399851690456,0.0,5.056001483095429,0.0,0.0,0.015010523145776083,9.09,0.0,90.9,0.0
2.81,0.1,10000.003998516791,0.0,13.90399851680047,0.0,5.056001483199518,0.0,0.0,0.015010527332905517,9.09,0.0,90.9,0.0
2.82,0.1,10000.003998516695,0.0,13.903998516703732,0.0,5.0560014832962565,0.0,0.0,0.015010531470119689,9.09,0.0,90.9,0.0
2.83,0.1,10000.003998516606,0.0,13.903998516614344,0.0,5.0560014833856455,0.0,0.0,0.015010535557418601,9.09,0.0,90.9,0.0
2.84,0.1,10000.003998516522,0.0,13.903998516532305,0.0,5.056001483467684,0.0,0.0,0.01501053959480225,9.09,0.0,90.9,0.0
2.85,0.1,10000.003998516448,0.0,13.903998516457618,0.0,5.056001483542372,0.0,0.0,0.015010543582270641,9.09,0.0,90.9,0.0
2.86,0.1,10000.00399851638,0.0,13.90399851639028,0.0,5.05600148360971,0.0,0.0,0.01501054751982377,9.09,0.0,90.9,0.0
2.87,0.1,10000.00399851632,0.0,13.903998516330292,0.0,5.0560014836696965,0.0,0.0,0.01501055140746164,9.09,0.0,90.9,0.0
2.88,0.1,10000.00399851627,0.0,13.903998516277655,0.0,5.056001483722334,0.0,0.0,0.015010555245184246,9.09,0.0,90.9,0.0
2.89,0.1,10000.003998516224,0.0,13.903998516232367,0.0,5.056001483767621,0.0,0.0,0.015010559032991594,9.09,0.0,90.9,0.0
2.9,0.1,10000.003998516186,0.0,13.90399851619443,0.0,5.056001483805558,0.0,0.0,0.01501056277088368,9.09,0.0,90.9,0.0
2.91,0.1,10000.003998516155,0.0,13.903998516163844,0.0,5.056001483836144,0.0,0.0,0.015010566458860505,9.09,0.0,90.9,0.0
2.92,0.1,10000.003998516131,0.0,13.903998516140609,0.0,5.05600148385938,0.0,0.0,0.01501057009692207,9.09,0.0,90.9,0.0
2.93,0.1,10000.003998516115,0.0,13.903998516124723,0.0,5.056001483875265,0.0,0.0,0.015010573685068375,9.09,0.0,90.9,0.0
2.94,0.1,10000.003998516107,0.0,13.903998516116188,0.0,5.056001483883801,0.0,0.0,0.015010577223299418,9.09,0.0,90.9,0.0
2.95,0.1,10000.003998516106,0.0,13.903998516115003,0.0,5.0560014838849865,0.0,0.0,0.0150105807116152,9.09,0.0,90.9,0.0
2.96,0.1,10000.003998516111,0.0,13.903998516121167,0.0,5.056001483878822,0.0,0.0,0.01501058415001572,9.09,0.0,90.9,0.0
2.97,0.1,10000.003998516126,0.0,13.903998516134683,0.0,5.056001483865306,0.0,0.0,0.015010587538500982,9.09,0.0,90.9,0.0
2.98,0.1,10000.003998516146,0.0,13.903998516155548,0.0,5.05600148384444,0.0,0.0,0.015010590877070983,9.09,0.0,90.9,0.0
2.99,0.1,10000.003998516175,0.0,13.903998516183764,0.0,5.056001483816225,0.0,0.0,0.015010594165725722,9.09,0.0,90.9,0.0
3.0,0.1,10000.00399851621,0.0,13.90399851621933,0.0,5.056001483780658,0.0,0.0,0.015010597404465201,9.09,0.0,90.9,0.0
3.0100000000000002,0.1,10000.003998516253,0.0,13.903998516262247,0.0,5.056001483737742,0.0,0.0,0.015010600593289418,9.09,0.0,90.9,0.0
3.02,0.1,10000.003998516304,0.0,13.903998516312514,0.0,5.056001483687475,0.0,0.0,0.015010603732198376,9.09,0.0,90.9,0.0
3.0300000000000002,0.1,10000.00399851636,0.0,13.90399851637013,0.0,5.056001483629857,0.0,0.0,0.015010606821192072,9.09,0.0,90.9,0.0
3.04,0.1,10000.003998516426,0.0,13.903998516435099,0.0,5.0560014835648905,0.0,0.0,0.015010609860270509,9.09,0.0,90.9,0.0
3.0500000000000003,0.1,10000.003998516499,0.0,13.903998516507416,0.0,5.056001483492572,0.0,0.0,0.015010612849433683,9.09,0.0,90.9,0.0
3.06,0.1,10000.003998516579,0.0,13.903998516587084,0.0,5.056001483412905,0.0,0.0,0.015010615788681597,9.09,0.0,90.9,0.0
3.0700000000000003,0.1,10000.003998516606,0.0,13.903998516614973,0.0,5.056001483385014,0.0,0.0,0.015010618803950819,9.09,0.0,90.9,0.0
3.08,0.1,10000.003998516599,0.0,13.903998516606977,0.0,5.05600148339301,0.0,0.0,0.015010621861393174,9.09,0.0,90.9,0.0
3.09,0.1,10000.003998516591,0.0,13.90399851660045,0.0,5.056001483399539,0.0,0.0,0.015010624881450413,9.09,0.0,90.9,0.0
3.1,0.1,10000.003998516586,0.0,13.903998516595387,0.0,5.056001483404601,0.0,0.0,0.015010627864122536,9.09,0.0,90.9,0.0
3.11,0.1,10000.003998516582,0.0,13.903998516591793,0.0,5.0560014834081946,0.0,0.0,0.015010630809409547,9.09,0.0,90.9,0.0
3.12,0.1,10000.00399851658,0.0,13.903998516589665,0.0,5.056001483410322,0.0,0.0,0.015010633717311442,9.09,0.0,90.9,0.0
3.13,0.1,10000.00399851658,0.0,13.903998516589006,0.0,5.056001483410982,0.0,0.0,0.015010636587828221,9.09,0.0,90.9,0.0
3.14,0.1,10000.00399851658,0.0,13.903998516589814,0.0,5.056001483410173,0.0,0.0,0.015010639420959886,9.09,0.0,90.9,0.0
3.15,0.1,10000.003998516582,0.0,13.903998516592088,0.0,5.056001483407899,0.0,0.0,0.015010642216706437,9.09,0.0,90.9,0.0
3.16,0.1,10000.003998516586,0.0,13.90399851659583,0.0,5.056001483404157,0.0,0.0,0.015010644975067874,9.09,0.0,90.9,0.0
3.17,0.1,10000.003998516591,0.0,13.90399851660104,0.0,5.056001483398948,0.0,0.0,0.015010647696044196,9.09,0.0,90.9,0.0
3.18,0.1,10000.003998516599,0.0,13.903998516607716,0.0,5.05600148339227,0.0,0.0,0.015010650379635403,9.09,0.0,90.9,0.0
3.19,0.1,10000.003998516606,0.0,13.90399851661586,0.0,5.056001483384127,0.0,0.0,0.015010653025841494,9.09,0.0,90.9,0.0
3.2,0.1,10000.003998516617,0.0,13.903998516625473,0.0,5.056001483374516,0.0,0.0,0.015010655634662473,9.09,0.0,90.9,0.0
3.21,0.1,10000.003998516628,0.0,13.90399851663655,0.0,5.056001483363437,0.0,0.0,0.015010658206098336,9.09,0.0,90.9,0.0
3.22,0.1,10000.00399851664,0.0,13.903998516649096,0.0,5.056001483350891,0.0,0.0,0.015010660740149083,9.09,0.0,90.9,0.0
3.23,0.1,10000.003998516653,0.0,13.90399851666311,0.0,5.056001483336878,0.0,0.0,0.015010663236814718,9.09,0.0,90.9,0.0
3.24,0.1,10000.00399851667,0.0,13.90399851667859,0.0,5.056001483321397,0.0,0.0,0.015010665696095236,9.09,0.0,90.9,0.0
3.25,0.1,10000.003998516686,0.0,13.903998516695538,0.0,5.05600148330445,0.0,0.0,0.015010668117990641,9.09,0.0,90.9,0.0
3.2600000000000002,0.1,10000.003998516704,0.0,13.903998516713953,0.0,5.056001483286035,0.0,0.0,0.01501067050250093,9.09,0.0,90.9,0.0
3.27,0.1,10000.003998516724,0.0,13.903998516733834,0.0,5.056001483266153,0.0,0.0,0.015010672849626105,9.09,0.0,90.9,0.0
3.2800000000000002,0.1,10000.003998516746,0.0,13.903998516755184,0.0,5.0560014832448035,0.0,0.0,0.015010675159366165,9.09,0.0,90.9,0.0
3.29,0.1,10000.00399851677,0.0,13.903998516778001,0.0,5.056001483221987,0.0,0.0,0.015010677431721112,9.09,0.0,90.9,0.0
3.3000000000000003,0.1,10000.003998516793,0.0,13.903998516802284,0.0,5.0560014831977025,0.0,0.0,0.015010679666690943,9.09,0.0,90.9,0.0
3.31,0.1,10000.003998516819,0.0,13.903998516828036,0.0,5.0560014831719515,0.0,0.0,0.01501068186427566,9.09,0.0,90.9,0.0
3.3200000000000003,0.1,10000.003998516846,0.0,13.903998516855255,0.0,5.056001483144733,0.0,0.0,0.01501068402447526,9.09,0.0,90.9,0.0
3.33,0.1,10000.003998516875,0.0,13.90399851688394,0.0,5.056001483116047,0.0,0.0,0.015010686147289747,9.09,0.0,90.9,0.0
3.34,0.1,10000.003998516904,0.0,13.903998516914093,0.0,5.056001483085894,0.0,0.0,0.01501068823271912,9.09,0.0,90.9,0.0
3.35,0.1,10000.003998516937,0.0,13.903998516945714,0.0,5.056001483054273,0.0,0.0,0.015010690280763378,9.09,0.0,90.9,0.0
3.36,0.1,10000.00399851697,0.0,13.9039985169788,0.0,5.056001483021186,0.0,0.0,0.01501069229142252,9.09,0.0,90.9,0.0
3.37,0.1,10000.003998517004,0.0,13.903998517013356,0.0,5.056001482986631,0.0,0.0,0.01501069426469655,9.09,0.0,90.9,0.0
3.38,0.1,10000.00399851704,0.0,13.903998517049379,0.0,5.056001482950609,0.0,0.0,0.015010696200585462,9.09,0.0,90.9,0.0
3.39,0.1,10000.003998517363,0.0,13.90399851737267,0.0,5.056001482627318,0.0,0.0,0.015010696110481829,9.09,0.0,90.9,0.0
3.4,0.1,10000.00399851735,0.0,13.903998517358836,0.0,5.05600148264115,0.0,0.0,0.015010698338910609,9.09,0.0,90.9,0.0
3.41,0.1,10000.003998517337,0.0,13.903998517346421,0.0,5.056001482653566,0.0,0.0,0.015010700530305818,9.09,0.0,90.9,0.0
3.42,0.1,10000.003998517326,0.0,13.903998517335372,0.0,5.056001482664616,0.0,0.0,0.015010702685013255,9.09,0.0,90.9,0.0
3.43,0.1,10000.003998517317,0.0,13.90399851732564,0.0,5.056001482674348,0.0,0.0,0.015010704803378714,9.09,0.0,90.9,0.0
3.44,0.1,10000.003998517308,0.0,13.903998517317175,0.0,5.056001482682811,0.0,0.0,0.015010706885747994,9.09,0.0,90.9,0.0
3.45,0.1,10000.0039985173,0.0,13.90399851730993,0.0,5.056001482690058,0.0,0.0,0.015010708932466891,9.09,0.0,90.9,0.0
3.46,0.1,10000.003998517295,0.0,13.903998517303853,0.0,5.056001482696136,0.0,0.0,0.0150107109438812,9.09,0.0,90.9,0.0
3.47,0.1,10000.00399851729,0.0,13.903998517298893,0.0,5.056001482701095,0.0,0.0,0.01501071292033672,9.09,0.0,90.9,0.0
3.48,0.1,10000.003998517286,0.0,13.903998517295003,0.0,5.0560014827049855,0.0,0.0,0.015010714862179248,9.09,0.0,90.9,0.0
3.49,0.1,10000.003998517283,0.0,13.90399851729213,0.0,5.056001482707857,0.0,0.0,0.015010716769754578,9.09,0.0,90.9,0.0
3.5,0.1,10000.00399851728,0.0,13.90399851729023,0.0,5.056001482709759,0.0,0.0,0.01501071864340851,9.09,0.0,90.9,0.0
3.5100000000000002,0.1,10000.00399851728,0.0,13.903998517289248,0.0,5.056001482710741,0.0,0.0,0.015010720483486836,9.09,0.0,90.9,0.0
3.52,0.1,10000.003998517279,0.0,13.903998517289136,0.0,5.056001482710853,0.0,0.0,0.015010722290335357,9.09,0.0,90.9,0.0
3.5300000000000002,0.1,10000.00399851728,0.0,13.903998517289843,0.0,5.056001482710144,0.0,0.0,0.015010724064299867,9.09,0.0,90.9,0.0
3.54,0.1,10000.003998517283,0.0,13.903998517291322,0.0,5.056001482708665,0.0,0.0,0.015010725805726164,9.09,0.0,90.9,0.0
3.5500000000000003,0.1,10000.003998517284,0.0,13.903998517293523,0.0,5.056001482706465,0.0,0.0,0.015010727514960045,9.09,0.0,90.9,0.0
3.56,0.1,10000.003998517286,0.0,13.903998517296394,0.0,5.056001482703594,0.0,0.0,0.015010729192347305,9.09,0.0,90.9,0.0
3.5700000000000003,0.1,10000.00399851729,0.0,13.903998517299886,0.0,5.0560014827001005,0.0,0.0,0.015010730838233741,9.09,0.0,90.9,0.0
3.58,0.1,10000.003998517295,0.0,13.903998517303952,0.0,5.056001482696036,0.0,0.0,0.015010732452965152,9.09,0.0,90.9,0.0
3.59,0.1,10000.003998517299,0.0,13.903998517308539,0.0,5.056001482691449,0.0,0.0,0.015010734036887331,9.09,0.0,90.9,0.0
3.6,0.1,10000.003998517304,0.0,13.903998517313598,0.0,5.05600148268639,0.0,0.0,0.015010735590346078,9.09,0.0,90.9,0.0
3.61,0.1,10000.00399851731,0.0,13.90399851731908,0.0,5.056001482680907,0.0,0.0,0.015010737113687188,9.09,0.0,90.9,0.0
3.62,0.1,10000.003998517315,0.0,13.903998517324936,0.0,5.056001482675052,0.0,0.0,0.015010738607256458,9.09,0.0,90.9,0.0
3.63,0.1,10000.003998517323,0.0,13.903998517331114,0.0,5.056001482668873,0.0,0.0,0.015010740071399685,9.09,0.0,90.9,0.0
3.64,0.1,10000.003998517328,0.0,13.903998517337568,0.0,5.05600148266242,0.0,0.0,0.015010741506462663,9.09,0.0,90.9,0.0
3.65,0.1,10000.003998517335,0.0,13.903998517344244,0.0,5.056001482655744,0.0,0.0,0.015010742912791192,9.09,0.0,90.9,0.0
3.66,0.1,10000.003998517343,0.0,13.903998517351095,0.0,5.0560014826488935,0.0,0.0,0.015010744290731069,9.09,0.0,90.9,0.0
3.67,0.1,10000.003998517348,0.0,13.90399851735807,0.0,5.056001482641918,0.0,0.0,0.015010745640628088,9.09,0.0,90.9,0.0
3.68,0.1,10000.003998517355,0.0,13.903998517365121,0.0,5.056001482634867,0.0,0.0,0.015010746962828045,9.09,0.0,90.9,0.0
3.69,0.1,10000.003998517363,0.0,13.903998517372196,0.0,5.056001482627792,0.0,0.0,0.01501074825767674,9.09,0.0,90.9,0.0
3.7,0.1,10000.00399851737,0.0,13.903998517379247,0.0,5.056001482620741,0.0,0.0,0.015010749525519968,9.09,0.0,90.9,0.0
3.71,0.1,10000.003998517377,0.0,13.903998517386224,0.0,5.056001482613764,0.0,0.0,0.015010750766703527,9.09,0.0,90.9,0.0
3.72,0.1,10000.00399851739,0.0,13.903998517397968,0.0,5.056001482602021,0.0,0.0,0.015010752007602313,9.09,0.0,90.9,0.0
3.73,0.1,10000.003998517408,0.0,13.903998517416484,0.0,5.056001482583503,0.0,0.0,0.015010753259523536,9.09,0.0,90.9,0.0
3.74,0.1,10000.003998517426,0.0,13.903998517435355,0.0,5.056001482564633,0.0,0.0,0.015010754488886877,9.09,0.0,90.9,0.0
3.75,0.1,10000.003998517446,0.0,13.903998517454538,0.0,5.056001482545451,0.0,0.0,0.015010755696087735,9.09,0.0,90.9,0.0
