t,V,K_i,Na_i,Ca_i,xr1,xr2,xs,m,h,Ca_ds,d,f,f2,f2ds,s,r,Ca_up,Ca_rel,ActFrac,ProdFrac,Ca_Calmod,Ca_Trop
2.32,-92.89301129303253,136.63604067815567,7.28815128667833,1.3714660350294785e-05,1.0176415866266215e-05,2.3525354744158056e-07,6.87130978477669e-07,0.0016107979405893943,0.9944565347592049,3.206163343048313e-08,2.370503745188843e-08,0.9999999868468269,0.9936043207517007,0.9999679313929648,0.9998660237808558,1.900449416126972e-08,0.3927113175325674,0.3873639562734616,0.0043285244293282754,0.2628052633321566,0.0005341469474435726,0.00034056552989729795
2.33,-92.89320950808997,136.63635618602947,7.287930157132647,1.3711875210133114e-05,1.0176056399649008e-05,2.3522787178935247e-07,6.871102893940426e-07,0.0016107541768551159,0.9944567808548572,3.2060053294060396e-08,2.3703862998461518e-08,0.9999999868475243,0.993667958795812,0.9999679329918391,0.9998660288187644,1.900374026575561e-08,0.39250503396686975,0.38715734548870656,0.00432728805738373,0.26272777482781323,0.0005340411133513782,0.0003404967969813076
2.34,-92.89340727545476,136.6366717375943,7.2877087919947705,1.3709094112775545e-05,1.0175697758201393e-05,2.3520225679368442e-07,6.87089506313232e-07,0.0016107105131298461,0.9944570263836233,3.205847676889647e-08,2.3702691255115022e-08,0.9999999868482202,0.9937309635229643,0.9999679345870958,0.9998660338455319,1.9002988105484306e-08,0.39229917520037255,0.3869511608915934,0.004326053424933188,0.2626503989119895,0.0005339354321367627,0.0003404281637182909
2.35,-92.8936045964075,136.63698733258056,7.287487191994839,1.3706317046960783e-05,1.0175339939454764e-05,2.3517670227056222e-07,6.870689625392098e-07,0.0016106669491230264,0.9944572713471961,3.2056904167482286e-08,2.3701522214487303e-08,0.9999999868489144,0.9937933413416012,0.9999679361781085,0.9998660388598413,1.900223767294818e-08,0.3920937402101375,0.3867454014591793,0.004324820527249527,0.2625731353233196,0.0005338299033792202,0.00034035962982517605
2.36,-92.89380147222886,136.6373029707198,7.287265357859751,1.3703544001384594e-05,1.0174982940996823e-05,2.3515120803589111e-07,6.870486562461215e-07,0.0016106234845440356,0.99445751574724,3.2055335444327434e-08,2.370035586858876e-08,0.9999999868496071,0.9938550984913451,0.9999679377649578,0.999866043861734,1.900148896310533e-08,0.39188872797780144,0.3865400661731487,0.004323589359638023,0.2624959837503957,0.000533724526652541,0.00034029119502358035
2.37,-92.8939979041948,136.63761865174433,7.2870432903142826,1.37007749647862e-05,1.0174626760424584e-05,2.3512577390629178e-07,6.870285812412233e-07,0.001610580119103333,0.9944577595854126,3.205377054224568e-08,2.3699192209454986e-08,0.9999999868502981,0.993916241150064,0.9999679393477476,0.9998660488512691,1.9000741970952818e-08,0.3916841374879704,0.3863351540181388,0.004322359917422655,0.2624189438823659,0.0005336193015321844,0.0003402228590362402
2.38,-92.89419389357663,136.63793437538732,7.286820990081103,1.3698009925948487e-05,1.0174271395344186e-05,2.3510039969910057e-07,6.870087277696353e-07,0.0016105368525124605,0.9944580028633655,3.205220939291764e-08,2.3698031229148893e-08,0.9999999868509877,0.9939767754349885,0.9999679409266042,0.9998660538285193,1.8999996691518595e-08,0.39147996772820237,0.3861306639817224,0.004321132195946298,0.2623420154090545,0.0005335142275953026,0.000340154621586998
2.39,-92.89438944164091,136.63825014138268,7.286598457880783,1.3695248873697902e-05,1.0173916843370876e-05,2.3507508523236726e-07,6.869890821182816e-07,0.0016104936844840384,0.9944582455827435,3.20506519161953e-08,2.3696872919760403e-08,0.9999999868516755,0.9940367074034429,0.9999679425016776,0.9998660587935738,1.899925311986221e-08,0.3912762176889967,0.3859265950543973,0.004319906190570978,0.2622651980208976,0.0005334093044207407,0.00034008648240080097
2.4,-92.89458454964958,136.63856594946506,7.286375694431798,1.3692491796904352e-05,1.0173563102129e-05,2.3504983032485232e-07,6.8696962621983e-07,0.001610450614731764,0.9944584877451854,3.2049098019406514e-08,2.3695717273406183e-08,0.9999999868523618,0.9940960430535766,0.9999679440731429,0.9998660637465391,1.8998511251075554e-08,0.3910728863637827,0.3857229462295746,0.004318681896678111,0.2621884914088797,0.0005333045315890339,0.0003400184412037014
2.41,-92.89477921885992,136.63888179936998,7.286152700450542,1.3689738684481093e-05,1.017321016925198e-05,2.350246347960247e-07,6.869503372566312e-07,0.0016104076429704073,0.994458729352323,3.204754759665947e-08,2.3694564282229364e-08,0.9999999868530465,0.994154788325096,0.9999679456412017,0.9998660686875406,1.899777108028356e-08,0.39086997274890883,0.38551971650356814,0.004317459309668754,0.26211189526446954,0.000533199908682407,0.00033995049772285533
2.42,-92.89497345052455,136.63919769083364,7.285929476651332,1.3686989525384633e-05,1.0172858042382307e-05,2.349994984660592e-07,6.869311872646589e-07,0.001610364768915809,0.9944589704057826,3.204600052814724e-08,2.369341393839927e-08,0.9999999868537296,0.9942129490999947,0.9999679472060834,0.9998660736167251,1.8997032602644945e-08,0.39066747584363165,0.3853169048755833,0.004316238424963855,0.26203540927955654,0.0005330954352847726,0.00033988265168652246
2.43,-92.89516724588835,136.63951362359307,7.285706023746345,1.3684244308657363e-05,1.0172506719176232e-05,2.3497442115637148e-07,6.869121910146302e-07,0.0016103219922856237,0.994459210907183,3.20444569018338e-08,2.3692266234210046e-08,0.9999999868544112,0.9942705311819479,0.999967948767601,0.9998660785340686,1.8996295813056753e-08,0.3904653946502353,0.3851145103478056,0.004315019238029733,0.26195903315309044,0.0005329911109809291,0.000339814902824171
2.44,-92.89536060617893,136.63982959738618,7.285482342445402,1.3681503023561196e-05,1.0172156197318506e-05,2.349494026912968e-07,6.86893556666313e-07,0.0016102793128016549,0.9944594508581373,3.204291770854939e-08,2.36911211623899e-08,0.9999999868550912,0.9943275402302796,0.999967950323759,0.9998660834387744,1.8995560705228378e-08,0.39026372817442906,0.38491253192570135,0.004313801744457298,0.26188276661199217,0.0005328869353540558,0.0003397472508668078
2.45,-92.89555353264485,136.64014561195145,7.285258433456864,1.3678765659045024e-05,1.017180647446364e-05,2.3492444289139387e-07,6.868750839965995e-07,0.001610236730180547,0.9944596902602519,3.204138207114748e-08,2.3689978714868592e-08,0.9999999868557695,0.9943839820264981,0.9999679518763039,0.9998660883316791,1.8994827275371725e-08,0.3900624754237097,0.3847109686167656,0.004312585939647904,0.26180660932758365,0.0005327829079956803,0.0003396796955456619
2.46,-92.89574602651845,136.64046166702818,7.285034297486779,1.3676032204262668e-05,1.0171457548293026e-05,2.3489954157995533e-07,6.868567491420739e-07,0.001610194244142836,0.9944599291151278,3.2039849939162374e-08,2.3688838883976103e-08,0.9999999868564464,0.9944398622164003,0.9999679534253264,0.9998660932129149,1.899409551861211e-08,0.38986163540893304,0.38450981943171875,0.004311371819119499,0.2617305609967758,0.0005326790284959767,0.0003396122365934641
2.47,-92.89593808902725,136.64077776235644,7.28480993523915,1.3673302648413403e-05,1.017110941649735e-05,2.3487469858100172e-07,6.868385241879973e-07,0.001610151854410161,0.9944601674243585,3.2038321258901925e-08,2.3687701662073527e-08,0.9999999868571218,0.9944951863903682,0.9999679549709232,0.9998660980826307,1.8993365430093384e-08,0.3896612071438163,0.3843090833841235,0.004310159378412768,0.2616546213170075,0.0005325752964467493,0.0003395448737440529
2.48,-92.89612972139398,136.64109389767705,7.284585347415947,1.3670576980741975e-05,1.0170762076776581e-05,2.3484991371928044e-07,6.868203769132098e-07,0.0016101095607052637,0.9944604051895318,3.2036795973401305e-08,2.3686567041553057e-08,0.9999999868577956,0.9945499600840376,0.9999679565131977,0.9998661029409935,1.899263700497779e-08,0.38946118964492715,0.3841087594903749,0.004308948613091446,0.26157878998620204,0.0005324717114414278,0.00033947760673237395
2.49,-92.8963209248366,136.6414100727316,7.2843605347171145,1.3667855190538625e-05,1.0170415526839976e-05,2.3482518682026499e-07,6.868022705350323e-07,0.0016100673627519868,0.9944606424122292,3.203527402237686e-08,2.3685435014838012e-08,0.9999999868584677,0.9946041887789683,0.9999679580522601,0.9998661077881895,1.899191023844582e-08,0.38926158193167326,0.3839088467696889,0.004307739518742643,0.2615030667027222,0.0005323682730750637,0.0003394104352944798
2.5,-92.8965117005683,136.64172628726243,7.284135497840575,1.3665137267139103e-05,1.0170069764406079e-05,2.3480051771015397e-07,6.867841634541686e-07,0.001610025260275275,0.9944608790940254,3.20337553421799e-08,2.3684305574382835e-08,0.9999999868591384,0.9946578779033116,0.999967959588227,0.999866112624425,1.899118512569606e-08,0.3890623830262915,0.3837093442440921,0.004306532090977167,0.2614274511653265,0.0005322649809443274,0.00033934335916752984
2.5100000000000002,-92.89670204979745,136.64204254101264,7.283910237482241,1.3662423199924695e-05,1.0169724787202715e-05,2.3477590621587017e-07,6.867660089996075e-07,0.0016099832530011725,0.9944611152364893,3.203223986575059e-08,2.3683178712673122e-08,0.9999999868598075,0.9947110328324804,0.9999679611212221,0.9998661174499276,1.8990461661945076e-08,0.3888635919538373,0.3835102509384105,0.004305326325429841,0.2613519430731243,0.0005321618346475031,0.00033927637808979
2.52,-92.89689197372772,136.64235883372606,7.28368475433602,1.3659712978322244e-05,1.0169380592966995e-05,2.3475135216505987e-07,6.867477551735245e-07,0.0016099413406568234,0.9944613508411833,3.203072752257166e-08,2.368205442222561e-08,0.9999999868604752,0.9947636588898178,0.9999679626513757,0.9998661222649472,1.8989739842427255e-08,0.38866520774217433,0.3833115658802594,0.004304122217759828,0.26127654212553225,0.0005320588337844861,0.0003392094918006324
2.5300000000000002,-92.89708147358635,136.6426751651472,7.2834590490939,1.365700659145089e-05,1.0169037179386376e-05,2.3472685538211955e-07,6.867297826546467e-07,0.001609899522964038,0.9944615859096948,3.2029218756293125e-08,2.3680932695373263e-08,0.9999999868611412,0.9948157612491506,0.9999679641777947,0.9998661270679219,1.8989019662295956e-08,0.3884672294216298,0.3831132880999561,0.004302919763063729,0.2612012480882785,0.0005319559779528534,0.0003391427000332571
2.54,-92.89727055060608,136.64299153502148,7.283233122445904,1.365430402834924e-05,1.0168694544136552e-05,2.3470241569074907e-07,6.867126227626652e-07,0.0016098577996434286,0.9944618204436166,3.202771419184698e-08,2.3679813524403465e-08,0.9999999868618058,0.9948673449985428,0.9999679656992249,0.9998661318566588,1.898830111668684e-08,0.38826965602519864,0.38291541663055845,0.004301718956253462,0.26112606075089206,0.0005318532667503844,0.00033907600251937143
2.5500000000000003,-92.89745920593532,136.6433079430949,7.283006975079866,1.3651605279088468e-05,1.016835268506714e-05,2.346780329264661e-07,6.866955763436676e-07,0.0016098161704346733,0.9944620544444471,3.2026213004330234e-08,2.3678696902235294e-08,0.9999999868624688,0.9949184154501042,0.9999679672172987,0.9998661366341189,1.898758420102874e-08,0.3880724865895835,0.38271795050809265,0.004300519793906788,0.26105097971855207,0.0005317506997874219,0.00033900939901212123
2.56,-92.89764744076224,136.64362438911422,7.282780607681765,1.364891033323306e-05,1.0168011599944893e-05,2.346537069192977e-07,6.866786230981028e-07,0.001609774635068491,0.9944622879137274,3.202471517455771e-08,2.3677582821482974e-08,0.9999999868631304,0.9949689777131511,0.9999679687320443,0.9998661414004203,1.8986868910613418e-08,0.387875720153731,0.38252088877121243,0.004299322271708991,0.2609760046998327,0.0005316482766697682,0.00033894288925437853
2.57,-92.89783525627048,136.64394087282702,7.282554020935612,1.3646219180389847e-05,1.0167671286545291e-05,2.346294374999527e-07,6.866617402281377e-07,0.0016097331932766361,0.9944625208529928,3.2023220684503636e-08,2.367647127478991e-08,0.9999999868637904,0.9950190368473567,0.9999679702434876,0.9998661461556915,1.898615524074883e-08,0.3876793557593394,0.3823242304613059,0.004298126385365803,0.26090113540401216,0.0005315459970047806,0.00033887647299005234
2.58,-92.89802265363922,136.6442573939815,7.28232721552346,1.364353181020793e-05,1.0167331742652516e-05,2.3460522449981947e-07,6.866449023131853e-07,0.0016096918447918952,0.9944627532637726,3.202172951740976e-08,2.3675362254828653e-08,0.9999999868644489,0.9950685978633904,0.9999679717516519,0.9998661509000725,1.8985443186758966e-08,0.38748339245084773,0.38212797462248493,0.004296932130603542,0.26082637154104826,0.0005314438604013665,0.0003388101499640862
2.59,-92.89820963404314,136.64457395232665,7.282100192125416,1.3640848212378588e-05,1.0166992966059436e-05,2.3458106775096396e-07,6.866280811854316e-07,0.0016096505893480853,0.9944629851475904,3.202024165789348e-08,2.367425575430084e-08,0.9999999868651059,0.9951176657235574,0.9999679732565578,0.999866155633715,1.8984732743983658e-08,0.38728782927542516,0.3819321203015742,0.0042957395031692665,0.26075171282155357,0.0005313418664699783,0.00033874391992245556
2.6,-92.89839619865248,136.64489054761222,7.28187295141964,1.3638168376635197e-05,1.0166654954567584e-05,2.3455696708612754e-07,6.866112458053637e-07,0.0016096094266800506,0.9944632165059636,3.201875709205594e-08,2.3673151765937147e-08,0.9999999868657615,0.9951662453424391,0.9999679747582232,0.9998661603567832,1.8984023907778435e-08,0.3870926652829602,0.3817366665481005,0.004294548498830916,0.260677158956771,0.0005312400148226084,0.0003386777826121655
2.61,-92.89858234863301,136.64520717958857,7.28164549408236,1.3635492292753147e-05,1.0166317705987145e-05,2.3453292233872494e-07,6.865943621372966e-07,0.0016095683565236602,0.9944634473404038,3.2017275807590156e-08,2.367205028249723e-08,0.9999999868664156,0.9952143415875324,0.9999679762566622,0.9998661650694542,1.8983316673514334e-08,0.3868978995260501,0.38154161241428214,0.004293359113377458,0.2606027096585491,0.0005311383050727844,0.0003386117377812485
2.62,-92.89876808514607,136.6455238480069,7.281417820787874,1.3632819950549751e-05,1.0165981218136929e-05,2.345089333428422e-07,6.865773930249009e-07,0.0016095273786158055,0.9944636776524168,3.201579779388912e-08,2.367095129676966e-08,0.9999999868670681,0.9952619592798897,0.9999679777518862,0.9998661697719187,1.8982611036577735e-08,0.38670353105998967,0.3813469569550178,0.004292171342619034,0.2605283646393174,0.0005310367368355643,0.00033854578517876163
2.63,-92.89895340934856,136.64584055261898,7.281189932208563,1.3630151339884167e-05,1.016564548884436e-05,2.3448499993323448e-07,6.865602980667302e-07,0.0016094864926943968,0.9944639074435025,3.201432304215395e-08,2.3669854801571907e-08,0.9999999868677192,0.9953091031947584,0.9999679792439022,0.9998661744643812,1.8981906992370196e-08,0.3865095589427612,0.3811526992278762,0.004290985182387109,0.2604541236120622,0.0005309353097275309,0.0003384799245547845
2.64,-92.89913832239294,136.64615729317745,7.280961829014895,1.362748645065731e-05,1.0165310515945449e-05,2.3446112194532423e-07,6.865430334917487e-07,0.001609445698498361,0.994464136715155,3.201285154550196e-08,2.3668760789750248e-08,0.9999999868683688,0.9953557780622212,0.9999679807327141,0.999866179147061,1.898120453630827e-08,0.386315982235023,0.38095883829308497,0.0042898006285346105,0.2603799862903015,0.0005308340233667878,0.00033841415566041657
2.65,-92.8993228254273,136.6464740694356,7.280733511875433,1.3624825272811769e-05,1.0164976297284781e-05,2.3443729921519883e-07,6.865255520348585e-07,0.0016094049957676396,0.9944643654688624,3.201138329907482e-08,2.3667669254179722e-08,0.9999999868690169,0.995401988567835,0.9999679822183214,0.9998661838201924,1.8980503663823344e-08,0.38612280000009924,0.38076537321352005,0.0042886176769360825,0.26030595238806065,0.0005307328773729534,0.0003383484782477751
2.66,-92.8995069195953,136.64679088114738,7.280504981456844,1.3622167796331725e-05,1.0164642830715494e-05,2.3441353157960865e-07,6.865078028124268e-07,0.001609364384243185,0.9944645937061072,3.200991830014664e-08,2.3666580187764098e-08,0.9999999868696636,0.9954477393532718,0.999967983700719,0.9998661884840258,1.897980437036148e-08,0.38593001130396887,0.38057230305469475,0.0042874363234878254,0.2602320216198478,0.0005306318713671569,0.0003382828920699921
2.67,-92.89969060603622,136.64710772806748,7.280276238423906,1.3619514011242855e-05,1.016431011409926e-05,2.3438981887596502e-07,6.864897311978139e-07,0.0016093238636669584,0.994464821428366,3.2008456548232094e-08,2.3665493583435797e-08,0.9999999868703088,0.9954930350169574,0.999967985179898,0.9998661931388272,1.897910665138321e-08,0.38573761521525485,0.3803796268847493,0.004286256564108046,0.2601581937006292,0.0005305310049720327,0.00033821739688121277
2.68,-92.89987388598469,136.64742460995186,7.280047283438126,1.3616863906416803e-05,1.0163978145085103e-05,2.3436616092920085e-07,6.86472517440038e-07,0.0016092834337597375,0.9944650486372218,3.20069979834788e-08,2.3664409433354554e-08,0.9999999868709525,0.9955378795528416,0.999967986655986,0.9998661977795436,1.897841050292844e-08,0.38554561080609345,0.380187343776638,0.004285078392525797,0.26008446853507516,0.0005304302777906416,0.0003381519924105354
2.69,-92.90005676052418,136.64774152655636,7.279818117161181,1.3614217472526219e-05,1.0163646921656085e-05,2.343425575842432e-07,6.864555144146115e-07,0.0016092430942759653,0.9944652753340868,3.200554263933434e-08,2.3663327730888137e-08,0.9999999868715947,0.9955822777399592,0.9999679881288969,0.9998662024089939,1.8977715920219517e-08,0.38535399714994845,0.3799954528026846,0.004283901805747132,0.26001084574966604,0.0005303296894585605,0.000338086678426421
2.7,-92.90023923076775,136.64805847763765,7.27958874025241,1.3611574699878319e-05,1.0163316441728514e-05,2.3431900868220475e-07,6.864384922843177e-07,0.001609202844963537,0.9944655015204056,3.200409053081637e-08,2.366224846916023e-08,0.9999999868722356,0.9956262341248779,0.9999679895985882,0.9998662070282001,1.8977022898684966e-08,0.3851627733231948,0.379803953038555,0.00428272680004823,0.2599373250356541,0.0005302292396056871,0.000338021454689472
2.71,-92.9004212978425,136.64837546295328,7.279359153369037,1.3608935578600488e-05,1.0162986703186264e-05,2.342955140624221e-07,6.864214459704678e-07,0.0016091626855672435,0.9944657271976377,3.200264166420652e-08,2.3661171641174832e-08,0.999999986872875,0.9956697531096089,0.999967991065038,0.9998662116372157,1.8976331433871597e-08,0.38497193840497124,0.37961284356290526,0.00428155337131898,0.25986390611964044,0.000530128927859509,0.00033795632095647666
2.72,-92.90060296287163,136.64869248226148,7.279129357166428,1.3606300098856594e-05,1.0162657703920804e-05,2.3427207356483185e-07,6.864043707957432e-07,0.001609122615832786,0.9944659523672376,3.2001196048330085e-08,2.366009723996125e-08,0.9999999868735129,0.9957128390539545,0.9999679925282192,0.999866216236093,1.8975641521342028e-08,0.38478149147701024,0.37942212345697257,0.0042803815154634035,0.25979058872928984,0.0005300287538489134,0.0003378912769851239
2.73,-92.90078422697438,136.64900953532108,7.278899352298101,1.3603668250846758e-05,1.016232944183114e-05,2.3424868702996689e-07,6.863872625092077e-07,0.0016090826355067696,0.9944661770306541,3.199975369465671e-08,2.365902525857396e-08,0.9999999868741494,0.99575549627608,0.9999679939880997,0.9998662208248823,1.8974953156674584e-08,0.38459143162362736,0.37923179180456495,0.004279211228399524,0.2597173725933289,0.0005299287172041799,0.0003378263225339974
2.74,-92.9009650912661,136.6493266218917,7.278669139415734,1.3601040024807124e-05,1.0162001914823782e-05,2.342253542989527e-07,6.863701173113185e-07,0.0016090427443366992,0.9944664011893314,3.199831461740101e-08,2.365795569009245e-08,0.9999999868747845,0.9957977290530857,0.9999679954446417,0.9998662254036329,1.8974266335463204e-08,0.3844017579317107,0.37904184769205085,0.0042780425060592485,0.259644257441544,0.000529828817556972,0.0003377614573625699
2.75,-92.90114555685827,136.64964374173363,7.278438719169167,1.3598415411009625e-05,1.0161675120812683e-05,2.342020752135037e-07,6.863529318789378e-07,0.0016090029420709735,0.9944666248447079,3.199687883362331e-08,2.3656888527621063e-08,0.9999999868754181,0.9958395416215788,0.999967996897802,0.9998662299723916,1.897358105331733e-08,0.3842124694907102,0.3788522902083483,0.004276875344388249,0.25957124300477996,0.0005297290545403306,0.0003376966812311982
2.7600000000000002,-92.90132562485849,136.64996089460777,7.278208092206418,1.3595794399761768e-05,1.0161349057719208e-05,2.341788496159197e-07,6.863357033903442e-07,0.0016089632284588791,0.9944668479982175,3.199544636333024e-08,2.3655823764288863e-08,0.9999999868760503,0.9958809381782457,0.9999679983475315,0.9998662345312039,1.8972897305861815e-08,0.3840235653926268,0.37866311844491474,0.004275709739345841,0.259498329014938,0.0005296294277886662,0.000337631993901117
2.77,-92.90150529637052,136.65027808027577,7.277977259173682,1.3593176981406393e-05,1.016102372347208e-05,2.3415567734908204e-07,6.863184295502444e-07,0.0016089236032505864,0.9944670706512884,3.199401722957546e-08,2.365476139324947e-08,0.9999999868766811,0.9959219228804234,0.9999679997937747,0.9998662390801131,1.8972215088736808e-08,0.3838350447320021,0.37847433149573634,0.0042745456869048605,0.2594255152049742,0.0005295299369377513,0.0003375673951344336
2.7800000000000002,-92.90168457249432,136.65059529849992,7.277746220715345,1.3590563146321447e-05,1.0160699116007335e-05,2.341325582564501e-07,6.863011086147843e-07,0.0016088840661971431,0.994467292805344,3.1992591458560304e-08,2.3653701407680923e-08,0.9999999868773105,0.9959624998466718,0.9999680012364704,0.9998662436191604,1.8971534397597662e-08,0.3836469066059077,0.37828592845731746,0.0042733831830515465,0.2593528013088975,0.0005294305816247127,0.00033750288469412264
2.79,-92.90186345432608,136.65091254904326,7.277514977473987,1.3587952884919758e-05,1.0160375233268285e-05,2.3410949218205754e-07,6.86283739416561e-07,0.0016088446170504696,0.9944675144618026,3.1991169079734437e-08,2.3652643800785516e-08,0.9999999868779385,0.9960026731573458,0.9999680026755506,0.9998662481483851,1.897085522811483e-08,0.38345915011393433,0.37809790842867025,0.0042722222237854155,0.2592801870617682,0.0005293313614880246,0.0003374384623440198
2.8000000000000003,-92.90204194295818,136.65122983166935,7.277283530090393,1.3585346187648805e-05,1.0160052073205454e-05,2.3408647897050863e-07,6.862663213896335e-07,0.0016088052555633535,0.9944677356220775,3.198975012589655e-08,2.3651588565789666e-08,0.999999986878565,0.996042446855167,0.9999680041109409,0.999866252667824,1.8970177575973756e-08,0.3832717743581814,0.3779102705113041,0.0042710628051191475,0.25920767219969604,0.0005292322761675006,0.0003373741278488171
2.81,-92.90222003947927,136.65154714614258,7.2770518792035555,1.3582743044990488e-05,1.0159729633776554e-05,2.3406351846697466e-07,6.862488545945349e-07,0.0016087659814894438,0.994467956287577,3.1988334633295025e-08,2.3650535695943745e-08,0.9999999868791901,0.9960818249457957,0.9999680055425596,0.999866257177512,1.896950143687478e-08,0.3830847784432461,0.3777230138092152,0.004269904923078458,0.2591352564598386,0.0005291333253042861,0.0003373098809740565
2.82,-92.90239774497242,136.65186449222836,7.276820025449321,1.3580143447483198e-05,1.0159407912948794e-05,2.3404061051763278e-07,6.862313777259573e-07,0.001608726794583761,0.994468176459703,3.1986922302863104e-08,2.3649485184535625e-08,0.9999999868798137,0.9961208111614197,0.9999680069709961,0.9998662616772724,1.896882680658255e-08,0.3828981614781113,0.3775361374308557,0.004268748573683863,0.25906293958752474,0.0005290345085377125,0.00033724572148618537
2.83,-92.90257506051498,136.65218186969338,7.2765879694603735,1.3577547385721894e-05,1.015908690869887e-05,2.3401775496966826e-07,6.862139686355605e-07,0.001608687694602699,0.9944683961398506,3.1985512495878455e-08,2.3648437024890706e-08,0.9999999868804361,0.9961594089582196,0.9999680083975183,0.9998662661667145,1.896815368092658e-08,0.3827119225761589,0.37734964048914954,0.004267593752950321,0.25899072133634693,0.000528935825505248,0.0003371816491525512
2.84,-92.90275198718817,136.65249927830297,7.27635571187299,1.3574954850247887e-05,1.0158766619001236e-05,2.3399495166908835e-07,6.861965570717368e-07,0.0016086486813014786,0.9944686153294163,3.1984105904944174e-08,2.3647391210304284e-08,0.9999999868810571,0.996197622685462,0.9999680098207329,0.9998662706462633,1.896748205555696e-08,0.3825260608458016,0.37716352209171894,0.004266440456976449,0.2589186014330241,0.0005288372758579679,0.00033711766374109914
2.85,-92.9029285260656,136.6528167178242,7.276123253318872,1.357236583168189e-05,1.0158447041842216e-05,2.3397220046336343e-07,6.861791516715526e-07,0.0016086097544372212,0.9944688340297885,3.19827025291858e-08,2.3646347734123184e-08,0.9999999868816766,0.9962354561699663,0.9999680112406326,0.9998662751159114,1.896681192624017e-08,0.382340575401813,0.37697778135270527,0.004265288681836133,0.25884657961997903,0.0005287388592417898,0.00033705376502072643
2.86,-92.90310467821723,136.65313418802478,7.2758905944279535,1.3569780320678151e-05,1.0158128175215111e-05,2.3394950120051752e-07,6.861617622546411e-07,0.0016085709137678892,0.9944690522423508,3.198130236783637e-08,2.36453065897176e-08,0.9999999868822947,0.9962729132016616,0.9999680126572104,0.9998662795756462,1.8966143288757636e-08,0.382155465361433,0.37679241738870645,0.00426413842361549,0.2587746556407546,0.0005286405753038904,0.0003369899527611537
2.87,-92.90328044470941,136.65345168867307,7.275657735828409,1.3567198307924222e-05,1.0157810017120157e-05,2.3392685372912485e-07,6.861443998619599e-07,0.00160853215905228,0.994469269968482,3.1979905420214453e-08,2.3644267770480944e-08,0.9999999868829115,0.9963099975340718,0.999968014070459,0.99986628402545,1.8965476138905642e-08,0.381970729844358,0.3766074293187674,0.0042629896784127375,0.25870282924001425,0.0005285424236926969,0.00033692622673291915
2.88,-92.90345582660487,136.65376921953802,7.275424678146658,1.356461978414075e-05,1.0157492565564472e-05,2.3390425789830635e-07,6.861270767945477e-07,0.0016084934900500224,0.9944694872095557,3.1978511685702206e-08,2.3643231269829713e-08,0.9999999868835269,0.9963467128848033,0.999968015480371,0.9998662884652991,1.8964810472495254e-08,0.38178636797273047,0.3764228162643699,0.00426184244233807,0.25863110016354296,0.000528444404057878,0.0003368625867073732
2.89,-92.90363082496275,136.65408678038938,7.2751914220073735,1.3562044740081243e-05,1.0157175818562017e-05,2.3388171355772603e-07,6.861098066522817e-07,0.0016084549065215697,0.9944697039669416,3.1977121163723407e-08,2.3642197081203332e-08,0.9999999868841409,0.9963830629360297,0.9999680168869389,0.9998662928951649,1.896414628535222e-08,0.38160237887112963,0.37623857734942323,0.0042606967115135265,0.25855946815824804,0.0005283465160503351,0.0003367990324566729
2.9,-92.90380544083861,136.6544043709974,7.27495796803349,1.3559473166531862e-05,1.015685977413355e-05,2.338592205575877e-07,6.860926043726356e-07,0.0016084164082281955,0.9944699202420036,3.1975733853721456e-08,2.364116519806402e-08,0.9999999868847536,0.9964190513349794,0.9999680182901554,0.9998662973150126,1.89634835733169e-08,0.38141876166656097,0.376054711700254,0.004259552482072866,0.25848793297215994,0.0005282487593221946,0.0003367355637537764
2.91,-92.90397967528453,136.65472199113313,7.274724316846207,1.3556905054311193e-05,1.0156544430306587e-05,2.3383677874863122e-07,6.860754862694352e-07,0.0016083779949319888,0.9944701360361019,3.197434975513745e-08,2.3640135613896636e-08,0.9999999868853648,0.9964546816944208,0.9999680196900131,0.9998663017248015,1.8962822332244182e-08,0.3812355154884466,0.3758712184455966,0.00425840975016144,0.2584164943544332,0.0005281511335267983,0.00033667218037243746
2.92,-92.90415352934903,136.6550396405681,7.274490469065,1.3554340394270026e-05,1.0156229785115342e-05,2.3381438798212912e-07,6.860584700716177e-07,0.001608339666395848,0.9944703513505913,3.197296886738821e-08,2.3639108322208536e-08,0.9999999868859748,0.9964899575931485,0.9999680210865048,0.9998663061244849,1.896216255800338e-08,0.38105263946861506,0.37568809671658326,0.004257268511936066,0.2583451520553471,0.0005280536383186951,0.00033660888208719985
2.93,-92.90432700407712,136.6553573190746,7.274256425307625,1.3551779177291139e-05,1.0155915836600701e-05,2.3379204810988317e-07,6.860415749619871e-07,0.0016083014223834762,0.9944705661868223,3.197159118984429e-08,2.3638083316529432e-08,0.9999999868865833,0.9965248825764704,0.9999680224796234,0.9998663105140096,1.8961504246478176e-08,0.38087013274129167,0.37550534564673427,0.004256128763564899,0.25827390582630655,0.0005279562733536325,0.00033654566867339183
