t,v,w
5.7,-0.14150590384135173,-0.018208339540886413
5.71,-0.1412247861063276,-0.01821267622912798
5.72,-0.14094429812351073,-0.018216998227849574
5.73,-0.1406644364221288,-0.018221305570656817
5.74,-0.14038519755555434,-0.018225598290974546
5.75,-0.14010657810041147,-0.018229876422050578
5.76,-0.13982857465638718,-0.01823413999695683
5.7700000000000005,-0.13955118384604587,-0.018238389048590434
5.78,-0.13927440231464705,-0.018242623609674824
5.79,-0.13899822672996653,-0.01824684371276081
5.8,-0.13872265378212065,-0.018251049390227637
5.8100000000000005,-0.13844768018339415,-0.018255240674284044
5.82,-0.1381733026680711,-0.01825941759696929
5.83,-0.1378995179922691,-0.018263580190154168
5.84,-0.13762632293377697,-0.01826772848554201
5.8500000000000005,-0.13735371429189558,-0.018271862514669678
5.86,-0.13708168888728206,-0.018275982308908537
5.87,-0.13681024356179722,-0.018280087899465412
5.88,-0.1365393751783564,-0.01828417931738353
5.89,-0.1362690806207835,-0.018288256593543446
5.9,-0.13599935677987895,-0.018292319758716577
5.91,-0.13573020056163443,-0.01829636884353422
5.92,-0.13546160890646472,-0.018300403878414535
5.93,-0.13519357877473862,-0.018304424893618144
5.94,-0.13492610714660958,-0.018308431919249107
5.95,-0.13465919102187088,-0.018312424985255846
5.96,-0.13439282741981332,-0.018316404121432036
5.97,-0.13412701337908625,-0.018320369357417505
5.98,-0.13386174595756134,-0.01832432072269909
5.99,-0.13359702223219944,-0.018328258246611502
6.0,-0.1333328392989202,-0.01833218195833818
6.01,-0.1330691942724748,-0.018336091886912105
6.0200000000000005,-0.13280608428632154,-0.018339988061216627
6.03,-0.1325435064925045,-0.01834387050998627
6.04,-0.13228145806153482,-0.018347739261807525
6.05,-0.13201993618227553,-0.018351594345119623
6.0600000000000005,-0.13175893806182862,-0.018355435788215302
6.07,-0.1314984609254256,-0.018359263619241555
6.08,-0.13123850201632073,-0.018363077866200367
6.09,-0.1309790585956873,-0.018366878556949448
6.1000000000000005,-0.13072012794251678,-0.018370665719202928
6.11,-0.13046170735352117,-0.018374439380532067
6.12,-0.1302037941430378,-0.018378199568365935
6.13,-0.1299463856429376,-0.01838194630999208
6.140000000000001,-0.12968947920253593,-0.01838567963255718
6.15,-0.12943307216902555,-0.018389399563145774
6.16,-0.129177161872406,-0.018393106128840948
6.17,-0.12892174569947085,-0.018396799356428108
6.18,-0.1286668210552398,-0.018400479272549855
6.19,-0.12841238536073699,-0.01840414590371516
6.2,-0.12815843605287555,-0.01840779927630013
6.21,-0.12790497058434366,-0.01841143941654876
6.22,-0.12765198642349324,-0.018415066350573644
6.23,-0.1273994810542304,-0.018418680104356728
6.24,-0.12714745197590838,-0.01842228070374999
6.25,-0.12689589670322204,-0.018425868174476178
6.26,-0.12664481276610523,-0.018429442542129474
6.2700000000000005,-0.1263941977096295,-0.018433003832176192
6.28,-0.12614404909390567,-0.018436552069955446
6.29,-0.12589436449398678,-0.018440087280679824
6.3,-0.12564514149977382,-0.018443609489436016
6.3100000000000005,-0.12539637771592305,-0.018447118721185485
6.32,-0.125148070761756,-0.01845061500076508
6.33,-0.12490021827117091,-0.018454098352887666
6.34,-0.12465281789255693,-0.01845756880214273
6.3500000000000005,-0.12440586728870996,-0.018461026372996996
6.36,-0.12415936413675104,-0.018464471089794997
6.37,-0.12391330612804637,-0.01846790297675968
6.38,-0.12366769096812989,-0.018471322057992956
6.390000000000001,-0.12342251637662777,-0.01847472835747627
6.4,-0.12317778008077276,-0.01847812189909674
6.41,-0.12293347979150446,-0.018481502706742755
6.42,-0.12268961325780525,-0.018484870804087453
6.43,-0.12244617824645229,-0.018488226214669768
6.44,-0.12220317253729686,-0.018491568961913497
6.45,-0.12196059392317293,-0.018494899069127938
6.46,-0.12171844020980695,-0.01849821655950847
6.47,-0.1214767092157293,-0.01850152145613718
6.48,-0.12123539877218747,-0.018504813781983438
6.49,-0.12099450672306078,-0.018508093559904484
6.5,-0.12075403092477638,-0.018511360812646007
6.51,-0.12051396924622726,-0.018514615562842715
6.5200000000000005,-0.12027431956869156,-0.018517857833018885
6.53,-0.12003507978575365,-0.018521087645588935
6.54,-0.11979624780322651,-0.018524305022857936
6.55,-0.11955782153907599,-0.018527509987022187
6.5600000000000005,-0.11931979892334646,-0.018530702560169705
6.57,-0.11908217789808821,-0.01853388276428078
6.58,-0.11884495641728617,-0.018537050621228457
6.59,-0.1186081324467904,-0.01854020615277906
6.6000000000000005,-0.11837170396424818,-0.01854334938059269
6.61,-0.11813566895903764,-0.018546480326223688
6.62,-0.11790002543220279,-0.018549599011121142
6.63,-0.11766477139639046,-0.01855270545662936
6.640000000000001,-0.11742990487578851,-0.0185557996839883
6.65,-0.11719542390432566,-0.018558881714341804
6.66,-0.11696132650306994,-0.018561951568838123
6.67,-0.1167276107171548,-0.01856500926846613
6.68,-0.11649427460996126,-0.01856805483408135
6.69,-0.11626131625561822,-0.01857108828643942
6.7,-0.11602873373892836,-0.01857410964619665
6.71,-0.11579652515529504,-0.018577118933910487
6.72,-0.11556468861065058,-0.018580116170040056
6.73,-0.11533322222138555,-0.01858310137494662
6.74,-0.11510212411427934,-0.018586074568894096
6.75,-0.11487139242643175,-0.018589035772049525
6.76,-0.11464102530519593,-0.01859198500448355
6.7700000000000005,-0.11441102090811228,-0.018594922286170892
6.78,-0.1141813774028438,-0.01859784763699082
6.79,-0.11395209296711227,-0.01860076107672758
6.8,-0.11372316578863582,-0.018603662625070894
6.8100000000000005,-0.11349459406506762,-0.018606552301616373
6.82,-0.11326637600393578,-0.018609430125865956
6.83,-0.11303850982258423,-0.018612296117228373
6.84,-0.11281099374811501,-0.018615150295019544
6.8500000000000005,-0.11258382601733154,-0.01861799267846301
6.86,-0.11235700487668324,-0.01862082328669036
6.87,-0.11213052858221108,-0.018623642138741615
6.88,-0.1119043953994945,-0.01862644925356566
6.890000000000001,-0.11167860360359938,-0.01862924465002063
6.9,-0.11145315147889526,-0.018632028346874895
6.91,-0.11122803730460643,-0.01863480036287304
6.92,-0.11100325937113682,-0.01863756071666167
6.93,-0.11077881598664233,-0.018640309426759614
6.94,-0.11055470546817303,-0.018643046511598448
6.95,-0.11033092614161308,-0.0186457719895229
6.96,-0.11010747634162128,-0.0186484858787913
6.97,-0.10988435441157278,-0.018651188197575982
6.98,-0.10966155870350143,-0.018653878963963713
6.99,-0.10943908757804326,-0.018656558195956085
7.0,-0.10921693940438054,-0.018659225911469943
7.01,-0.10899511256018701,-0.01866188212833777
7.0200000000000005,-0.10877360543157376,-0.01866452686430808
7.03,-0.10855241641303619,-0.01866716013704583
7.04,-0.10833154390740166,-0.018669781964132784
7.05,-0.10811098632577815,-0.018672392363067898
7.0600000000000005,-0.10789074208750374,-0.01867499135126771
7.07,-0.1076708096200971,-0.018677578946066694
7.08,-0.10745118735920857,-0.01868015516471764
7.09,-0.10723187374857242,-0.01868272002439201
7.1000000000000005,-0.1070128672399598,-0.01868527354218029
7.11,-0.1067941662931328,-0.018687815735092355
7.12,-0.10657576937579902,-0.018690346620057807
7.13,-0.10635767496356734,-0.018692866213926324
7.140000000000001,-0.10613988153990445,-0.018695374533467986
7.15,-0.10592238759609232,-0.018697871595373616
7.16,-0.10570519162412217,-0.01870035741628773
7.17,-0.10548829211845998,-0.018702832012800506
7.18,-0.10527168759036586,-0.01870529540138182
7.19,-0.10505537655859734,-0.018707747598424293
7.2,-0.10483935754926392,-0.018710188620244088
7.21,-0.10462362909577831,-0.018712618483081287
7.22,-0.10440818973880875,-0.018715037203100224
7.23,-0.1041930380262317,-0.018717444796389843
7.24,-0.10397817251308547,-0.018719841278964037
7.25,-0.1037635917615242,-0.018722226666761994
7.26,-0.10354929434077272,-0.01872460097564852
7.2700000000000005,-0.10333527882708213,-0.018726964221414392
7.28,-0.10312154380368593,-0.018729316419776664
7.29,-0.10290808786075681,-0.018731657586379017
7.3,-0.10269490959536415,-0.01873398773679205
7.3100000000000005,-0.10248200761143225,-0.018736306886513624
7.32,-0.10226938051969921,-0.01873861505096916
7.33,-0.10205702693767633,-0.018740912245511946
7.34,-0.10184494548960843,-0.01874319848542346
7.3500000000000005,-0.1016331348064346,-0.018745473785913656
7.36,-0.10142159352574984,-0.018747738162121257
7.37,-0.1012103202917672,-0.01874999162911406
7.38,-0.10099931375528068,-0.018752234201889234
7.390000000000001,-0.10078857257362873,-0.01875446589537358
7.4,-0.10057809541065861,-0.018756686724423828
7.41,-0.10036788093369858,-0.018758896703841753
7.42,-0.10015792780917372,-0.018761095848395963
7.43,-0.09994823471734189,-0.018763284172749032
7.44,-0.09973880034528004,-0.01876546169149234
7.45,-0.09952962338621153,-0.018767628419149508
7.46,-0.09932070253946593,-0.0187697843701767
7.47,-0.09911203651043962,-0.018771929558962903
7.48,-0.09890362401055673,-0.018774063999830243
7.49,-0.09869546375723069,-0.018776187707034264
7.5,-0.09848755447382622,-0.018778300694764223
7.51,-0.09827989488962181,-0.018780402977143354
7.5200000000000005,-0.0980724837397729,-0.018782494568229183
7.53,-0.09786531976527539,-0.018784575482013767
7.54,-0.09765840171292973,-0.018786645732424008
7.55,-0.09745172833530553,-0.01878870533332189
7.5600000000000005,-0.09724529839070666,-0.018790754298504773
7.57,-0.09703911064313697,-0.018792792641705646
7.58,-0.09683316386226637,-0.018794820376593396
7.59,-0.09662745682339752,-0.018796837516773062
7.6000000000000005,-0.09642198830743302,-0.018798844075786088
7.61,-0.09621675710084318,-0.018800840067110587
7.62,-0.09601176199563413,-0.018802825504161593
7.63,-0.09580700178931666,-0.018804800400291286
7.640000000000001,-0.09560247528487541,-0.018806764768789258
7.65,-0.09539818129073871,-0.01880871862288275
7.66,-0.09519411861911634,-0.01881066197574508
7.67,-0.09499028607728274,-0.018812594840539553
7.68,-0.09478668248583082,-0.0188145172303278
7.69,-0.09458330667263029,-0.018816429158100244
7.7,-0.09438015747072966,-0.018818330636786715
7.71,-0.09417723371832507,-0.018820221679256708
7.72,-0.09397453425872976,-0.018822102298319605
7.73,-0.0937720579403439,-0.018823972506724924
7.74,-0.093569803616625,-0.018825832317162533
7.75,-0.09336777014605852,-0.018827681742262913
7.76,-0.09316595639212928,-0.018829520794597352
7.7700000000000005,-0.0929643612232931,-0.0188313494866782
7.78,-0.09276298351294902,-0.018833167830959053
7.79,-0.09256182213941183,-0.018834975839835018
7.8,-0.09236087598588523,-0.0188367735256429
7.8100000000000005,-0.09216014394043538,-0.018838560900661414
7.82,-0.09195962489596494,-0.01884033797711141
7.83,-0.09175931775018749,-0.018842104767156077
7.84,-0.09155922140560244,-0.018843861282901143
7.8500000000000005,-0.09135933476947053,-0.018845607536395075
7.86,-0.09115965675378963,-0.018847343539629295
7.87,-0.09096018627527107,-0.018849069304538356
7.88,-0.09076092225531637,-0.018850784843000144
7.890000000000001,-0.09056186361999456,-0.018852490166836076
7.9,-0.09036300930001988,-0.01885418528781128
7.91,-0.09016435823072985,-0.01885587021763478
7.92,-0.08996590935206401,-0.018857544967959675
7.930000000000001,-0.08976766160854294,-0.018859209550383338
7.94,-0.08956961394924784,-0.018860863976447567
7.95,-0.08937176532780051,-0.018862508257638775
7.96,-0.08917411470234385,-0.018864142405388154
7.97,-0.08897666103552276,-0.018865766431071854
7.98,-0.08877940329446558,-0.018867380346011126
7.99,-0.08858234045076592,-0.018868984161472514
8.0,-0.08838547147619595,-0.01887057788869053
8.01,-0.08818879532264244,-0.01887216153897367
8.02,-0.08799231096587143,-0.018873735123473394
8.03,-0.08779601739029624,-0.018875298653264636
8.040000000000001,-0.08759991358442187,-0.0188768521393699
8.05,-0.08740399854082039,-0.018878395592759462
8.06,-0.08720827125610635,-0.01887992902435157
8.07,-0.08701273073091274,-0.018881452445012624
8.08,-0.08681737596986731,-0.018882965865557374
8.09,-0.086622205981569,-0.0188844692967491
8.1,-0.08642721977856495,-0.018885962749299802
8.11,-0.08623241637732762,-0.018887446233870373
8.120000000000001,-0.0860377947982324,-0.018888919761070794
8.13,-0.08584335406553556,-0.018890383341460298
8.14,-0.08564909320735228,-0.01889183698554755
8.15,-0.08545501125563537,-0.018893280703790823
8.16,-0.08526110724615397,-0.018894714506598173
8.17,-0.0850673802184729,-0.018896138404327602
8.18,-0.08487382921593212,-0.018897552407287226
8.19,-0.08468045328562651,-0.018898956525735443
8.2,-0.08448725147838623,-0.018900350769881093
8.21,-0.08429422284875704,-0.018901735149883622
8.22,-0.08410136645498131,-0.018903109675853243
8.23,-0.08390868135897908,-0.018904474357851087
8.24,-0.08371616662632957,-0.018905829205889357
8.25,-0.08352382132625304,-0.01890717422993149
8.26,-0.08333164453159296,-0.018908509439892293
8.27,-0.08313963531879848,-0.01890983484563811
8.28,-0.0829477927679072,-0.01891115045698694
8.290000000000001,-0.0827561159625284,-0.018912456283708617
8.3,-0.08256460398982651,-0.01891375233552492
8.31,-0.0823732559405048,-0.01891503862210973
8.32,-0.08218207090878962,-0.01891631515308916
8.33,-0.08199104799241486,-0.018917581938041696
8.34,-0.08180018628954569,-0.018918838986514242
8.35,-0.08160948488608766,-0.01892008630808818
8.36,-0.08141894288446938,-0.018921323912229733
8.370000000000001,-0.0812285593931083,-0.018922551808344807
8.38,-0.08103833352366661,-0.01892377000579331
8.39,-0.08084826439103125,-0.018924978513889308
8.4,-0.08065835111329461,-0.018926177341901183
8.41,-0.08046859281173525,-0.018927366499051777
8.42,-0.08027898861079896,-0.018928545994518535
8.43,-0.08008953763807997,-0.01892971583743368
8.44,-0.07990023902430243,-0.018930876036884325
8.45,-0.07971109190330221,-0.01893202660191264
8.46,-0.07952209541200883,-0.01893316754151599
8.47,-0.0793332486904278,-0.018934298864647068
8.48,-0.07914455088162287,-0.018935420580214045
8.49,-0.07895600113169893,-0.0189365326970807
8.5,-0.0787675985897849,-0.018937635224066572
8.51,-0.07857934240801692,-0.018938728169947062
8.52,-0.07839123174152178,-0.0189398115434536
8.53,-0.07820326574840063,-0.01894088535327375
8.540000000000001,-0.07801544358971284,-0.01894194960805137
8.55,-0.07782776442946034,-0.018943004316386694
8.56,-0.07764022743457173,-0.018944049486836506
8.57,-0.0774528317748872,-0.01894508512791423
8.58,-0.07726557662314328,-0.018946111248090074
8.59,-0.07707846115495802,-0.018947127855791137
8.6,-0.07689148454881638,-0.018948134959401532
8.61,-0.07670464598605578,-0.01894913256726251
8.620000000000001,-0.07651794465085203,-0.01895012068767256
8.63,-0.07633137973020548,-0.018951099328887545
8.64,-0.07614495041392724,-0.018952068499120803
8.65,-0.0759586558946258,-0.01895302820654325
8.66,-0.07577249536769394,-0.018953978459283503
8.67,-0.07558646803129575,-0.018954919265427982
8.68,-0.07540057308383157,-0.018955850633035686
8.69,-0.07521480971472704,-0.01895677257019184
8.700000000000001,-0.07502917712621986,-0.01895768508488113
8.71,-0.07484367452501266,-0.018958588185036318
8.72,-0.07465830112037436,-0.01895948187854933
8.73,-0.07447305612412407,-0.01896036617327135
8.74,-0.07428793875061525,-0.01896124107701298
8.75,-0.07410294821671978,-0.018962106597544326
8.76,-0.07391808374181252,-0.018962962742595152
8.77,-0.07373334454775576,-0.01896380951985497
8.78,-0.07354872985888407,-0.018964646936973185
8.790000000000001,-0.07336423890198912,-0.018965475001559182
8.8,-0.07317987090630503,-0.018966293721182474
8.81,-0.07299562510349333,-0.01896710310337278
8.82,-0.07281150072762868,-0.01896790315562018
8.83,-0.07262749701518442,-0.018968693885375185
8.84,-0.07244361320501838,-0.018969475300048867
8.85,-0.07225984853835887,-0.018970247407012978
8.86,-0.07207620225879093,-0.018971010213600033
8.870000000000001,-0.07189267361224254,-0.018971763727103436
8.88,-0.07170926184697134,-0.018972507954777573
8.89,-0.07152596621355115,-0.018973242903837926
8.9,-0.0713427859648589,-0.018973968581461165
8.91,-0.0711597203560618,-0.01897468499478526
8.92,-0.0709767686446044,-0.018975392150909563
8.93,-0.07079393009019609,-0.018976090056894927
8.94,-0.07061120395479875,-0.018976778719763793
8.950000000000001,-0.07042858950261434,-0.018977458146500287
8.96,-0.0702460860000731,-0.018978128344050306
8.97,-0.07006369271582137,-0.01897878931932163
8.98,-0.0698814089207101,-0.018979441079183996
8.99,-0.06969923388778322,-0.018980083630469203
9.0,-0.06951716689226638,-0.018980716979971182
9.01,-0.06933520721155563,-0.01898134113444611
9.02,-0.06915335412331033,-0.018981956100623483
9.03,-0.068971606899367,-0.018982561885241472
9.040000000000001,-0.06878996482079944,-0.01898315849495953
9.05,-0.06860842717189768,-0.018983745936393362
9.06,-0.06842699323896913,-0.018984324216121905
9.07,-0.0682456623103254,-0.018984893340687422
9.08,-0.068064433676269,-0.01898545331659561
9.09,-0.06788330662908035,-0.018986004150315684
9.1,-0.06770228046300472,-0.01898654584828049
9.11,-0.06752135447423957,-0.018987078416886585
9.120000000000001,-0.06734052796092167,-0.01898760186249433
9.13,-0.06715980022311482,-0.018988116191427998
9.14,-0.06697917056279715,-0.018988621409975846
9.15,-0.06679863828384902,-0.018989117524390225
9.16,-0.06661820269204077,-0.01898960454088765
9.17,-0.06643786309502075,-0.01899008246564891
9.18,-0.06625761880230344,-0.018990551304819133
9.19,-0.0660774691252576,-0.018991011064507887
9.200000000000001,-0.06589741337709469,-0.018991461750789265
9.21,-0.06571745087285749,-0.018991903369701964
9.22,-0.06553758092940853,-0.018992335927249367
9.23,-0.06535780286541898,-0.018992759429399632
9.24,-0.06517811600135748,-0.018993173882085775
9.25,-0.06499851965947924,-0.018993579291205733
9.26,-0.06481901316381516,-0.018993975662622464
9.27,-0.06463959584016112,-0.018994363002164016
9.28,-0.06446026701606737,-0.018994741315623603
9.290000000000001,-0.06428102602082815,-0.018995110608759684
9.3,-0.06410187218547139,-0.018995470887296032
9.31,-0.06392280484274841,-0.018995822156921822
9.32,-0.06374382332712394,-0.018996164423291686
9.33,-0.06356492697476623,-0.018996497692025795
9.34,-0.06338611512353723,-0.018996821968709932
9.35,-0.06320738711298288,-0.018997137258895555
9.36,-0.06302874228281764,-0.01899744356810871
9.370000000000001,-0.06285017996869065,-0.01899774090187485
9.38,-0.06267169951319267,-0.01899802926565434
9.39,-0.06249330026127724,-0.01899830866486926
9.4,-0.06231498155946234,-0.018998579104908146
9.41,-0.06213674275581917,-0.01899884059112605
9.42,-0.06195858319996095,-0.01899909312884462
9.43,-0.06178050224303192,-0.018999336723352182
9.44,-0.061602499237696395,-0.018999571379903803
9.450000000000001,-0.06142457353812787,-0.018999797103721364
9.46,-0.06124672449999843,-0.019000013899993652
9.47,-0.06106895148046787,-0.01900022177387642
9.48,-0.060891253838173315,-0.01900042073049245
9.49,-0.06071363093321871,-0.019000610774931637
9.5,-0.060536082127164464,-0.019000791912251062
9.51,-0.060358606783017216,-0.019000964147475045
9.52,-0.06018120426521966,-0.019001127485595223
9.53,-0.060003873939640476,-0.019001281931570625
9.540000000000001,-0.05982661517356437,-0.019001427490327724
9.55,-0.059649427335682306,-0.019001564166760503
9.56,-0.05947230979608155,-0.019001691965730535
9.57,-0.05929526192623616,-0.019001810892067036
9.58,-0.05911828309899735,-0.01900192095056693
9.59,-0.05894137268858406,-0.019002022145994904
9.6,-0.05876453007057352,-0.019002114483083487
9.61,-0.058587754621892044,-0.019002197966533095
9.620000000000001,-0.05841104572080578,-0.0190022726010121
9.63,-0.05823440274691175,-0.01900233839115688
9.64,-0.058057825081128736,-0.019002395341571884
9.65,-0.057881312105688455,-0.019002443456829693
9.66,-0.05770486320412678,-0.019002482741471063
9.67,-0.05752847776127506,-0.01900251320000499
9.68,-0.05735215516325149,-0.019002534836908773
9.69,-0.0571758947974527,-0.01900254765662805
9.700000000000001,-0.056999696051340414,-0.019002551663584142
9.71,-0.05682355830948826,-0.019002546862191938
9.72,-0.05664748096168877,-0.019002533256810835
9.73,-0.05647146339945249,-0.01900251085176593
9.74,-0.05629550501547297,-0.019002479651351246
9.75,-0.05611960520361714,-0.019002439659829815
9.76,-0.05594376335891567,-0.019002390881433705
9.77,-0.05576797887755354,-0.0190023333203641
9.78,-0.05559225115686053,-0.019002266980791348
9.790000000000001,-0.05541657959530186,-0.01900219186685503
9.8,-0.05524096359246902,-0.019002107982663993
9.81,-0.05506540254907038,-0.019002015332296434
9.82,-0.054889895866922125,-0.019001913919799926
9.83,-0.05471444294893919,-0.019001803749191495
9.84,-0.05453904319912627,-0.01900168482445766
9.85,-0.054363696022568866,-0.01900155714955449
9.86,-0.05418840082542446,-0.01900142072840766
9.870000000000001,-0.05401315701491369,-0.01900127556491249
9.88,-0.05383796399931178,-0.01900112166293401
9.89,-0.05366282118793972,-0.019000959026306996
9.9,-0.05348772799115583,-0.019000787658836032
9.91,-0.05331268382034726,-0.019000607564295554
9.92,-0.05313768808792157,-0.01900041874642989
9.93,-0.05296274020729838,-0.019000221208953314
9.94,-0.05278783959290112,-0.019000014955550096
9.950000000000001,-0.052612985660148825,-0.01899979998987454
9.96,-0.05243817782544812,-0.018999576315551034
9.97,-0.05226341550618498,-0.018999343936174085
9.98,-0.052088698120716925,-0.01899910285530838
9.99,-0.05191402508836506,-0.01899885307648882
