t,Ca_f,Ca_2_S1,Ca_S2,S1,S2,Ca_s,cas1,cas2,Ca_c,Ca_CSQ
1.71,3.319974893376135e-06,0.0,0.0,0.0,0.0,0.0005421851389760459,0.9574280904854806,0.9159106139868554,3.1039909537157746e-06,0.003531820937728715
1.72,3.3439687867064883e-06,0.0,0.0,0.0,0.0,0.0005459869536704458,0.9580113731071059,0.9164792531390549,3.128033229724858e-06,0.0035466452953573525
1.73,3.367992843275768e-06,0.0,0.0,0.0,0.0,0.0005498005587832858,0.9585836309490126,0.9170408733749933,3.1521051117627564e-06,0.0035614200565858745
1.74,3.3920468037250635e-06,0.0,0.0,0.0,0.0,0.0005536259163004688,0.959145122456748,0.9175955969279209,3.1762063460812878e-06,0.0035761450944136078
1.75,3.416130408367141e-06,0.0,0.0,0.0,0.0,0.0005574629883383182,0.9596961034162861,0.9181435458044369,3.2003366788685255e-06,0.0035908202821281344
1.76,3.4402434026549977e-06,0.0,0.0,0.0,0.0,0.0005613117358377678,0.9602368168306742,0.918684837577245,3.2244958614189174e-06,0.0036054454975190087
1.77,3.4643855342427695e-06,0.0,0.0,0.0,0.0,0.0005651721192233499,0.9607675000764903,0.9192195870612723,3.248683647439996e-06,0.003620020621585678
1.78,3.4885565521172237e-06,0.0,0.0,0.0,0.0,0.0005690440985415624,0.9612883874515903,0.919747907875745,3.2728997919377864e-06,0.0036345455367242365
1.79,3.5127562094489443e-06,0.0,0.0,0.0,0.0,0.0005729276325798877,0.9617997040653589,0.9202699094564233,3.297144054068897e-06,0.0036490201305083014
1.8,3.5369842602586824e-06,0.0,0.0,0.0,0.0,0.0005768226798030243,0.9623016715669089,0.9207857001561345,3.3214161938875316e-06,0.003663444292118783
1.81,3.56124046186878e-06,0.0,0.0,0.0,0.0,0.0005807291975859075,0.9627945021961523,0.9212953847079358,3.3457159747948677e-06,0.003677817915592475
1.82,3.5855245717798794e-06,0.0,0.0,0.0,0.0,0.000584647143309723,0.9632784062791577,0.921799067348298,3.3700431604371463e-06,0.003692140895600499
1.83,3.6098363499708173e-06,0.0,0.0,0.0,0.0,0.0005885764734808765,0.9637535789393388,0.9222968480030638,3.3943975172607865e-06,0.003706413133346489
1.84,3.634175560971215e-06,0.0,0.0,0.0,0.0,0.0005925171432176136,0.9642202105699373,0.9227888228477052,3.4187788160233256e-06,0.003720634534371911
1.85,3.6585419670496735e-06,0.0,0.0,0.0,0.0,0.0005964691073447505,0.9646785122249941,0.9232750901806566,3.4431868242483505e-06,0.003734805004379886
1.86,3.6829353362865426e-06,0.0,0.0,0.0,0.0,0.000600432319389102,0.9651286690227239,0.9237557416169945,3.467621315924368e-06,0.003748924456495845
1.87,3.707355434020677e-06,0.0,0.0,0.0,0.0,0.0006044067331287163,0.9655708530983858,0.9242308714053545,3.4920820629703113e-06,0.003762992803153664
1.8800000000000001,3.7318020296146453e-06,0.0,0.0,0.0,0.0,0.0006083923010117606,0.9660052392119008,0.9247005693586673,3.516568840754614e-06,0.003777009962417313
1.8900000000000001,3.756274891267948e-06,0.0,0.0,0.0,0.0,0.0006123889756859648,0.9664320011538376,0.9251649242809739,3.5410814235398653e-06,0.0037909758551085675
1.9000000000000001,3.7807737884707386e-06,0.0,0.0,0.0,0.0,0.0006163967091796387,0.9668513064761184,0.9256240231903484,3.5656195869366646e-06,0.0038048904053042546
1.9100000000000001,3.805298491224471e-06,0.0,0.0,0.0,0.0,0.0006204154528833962,0.9672633200958981,0.9260779508494965,3.5901831069599732e-06,0.0038187535411760426
1.92,3.829848769362398e-06,0.0,0.0,0.0,0.0,0.0006244451578225949,0.9676682068161686,0.9265267899016342,3.614771759312382e-06,0.003832565194906487
1.93,3.854424393950518e-06,0.0,0.0,0.0,0.0,0.0006284857742824684,0.9680661216440751,0.9269706214704493,3.6393853209985455e-06,0.0038463253019034834
1.94,3.879025135993422e-06,0.0,0.0,0.0,0.0,0.0006325372515385808,0.96845720968842,0.9274095247928703,3.6640235688068873e-06,0.0038600338021298835
1.95,3.903650767268971e-06,0.0,0.0,0.0,0.0,0.0006365995386085017,0.9688416174359477,0.9278435772462706,3.6886862802672924e-06,0.0038736906387462507
1.96,3.928301060065745e-06,0.0,0.0,0.0,0.0,0.0006406725833422549,0.9692194861849892,0.9282728554028691,3.7133732332070526e-06,0.0038872957586995847
1.97,3.952975786980154e-06,0.0,0.0,0.0,0.0,0.0006447563332193796,0.9695909516123695,0.9286974334300135,3.738084205797678e-06,0.0039008491128041073
1.98,3.977674718324057e-06,0.0,0.0,0.0,0.0,0.0006488507360621653,0.9699561607073764,0.9291173846840576,3.76281897458456e-06,0.0039143506548848335
1.99,4.002397627531691e-06,0.0,0.0,0.0,0.0,0.0006529557379176045,0.97031524091899,0.9295327802422244,3.787577318419441e-06,0.003927800343194165
2.0,4.0271442874194086e-06,0.0,0.0,0.0,0.0,0.0006570712845734742,0.9706683211376702,0.9299436897682847,3.812359015754415e-06,0.00394119813946181
2.0100000000000002,4.051914468646409e-06,0.0,0.0,0.0,0.0,0.0006611973215715304,0.9710155285428154,0.9303501828329892,3.837163842358186e-06,0.003954544008312238
2.02,4.076707943829571e-06,0.0,0.0,0.0,0.0,0.0006653337935725688,0.9713569854564641,0.9307523263309385,3.861991576272141e-06,0.003967837918633886
2.0300000000000002,4.1015244854659946e-06,0.0,0.0,0.0,0.0,0.000669480644676989,0.9716928109317711,0.9311501857847311,3.886841995308177e-06,0.003981079842887886
2.04,4.126363863560246e-06,0.0,0.0,0.0,0.0,0.0006736378188551889,0.972023122183125,0.9315438262449206,3.9117148748809885e-06,0.003994269756717063
2.05,4.151225848735927e-06,0.0,0.0,0.0,0.0,0.0006778052593880027,0.9723480326817536,0.9319333110653671,3.936609990902802e-06,0.004007407639488746
2.06,4.1761102123348185e-06,0.0,0.0,0.0,0.0,0.0006819829088487135,0.9726676520959766,0.9323187018656487,3.9615271198739295e-06,0.004020493474311091
2.07,4.201016723458973e-06,0.0,0.0,0.0,0.0,0.0006861707095261901,0.9729820894116438,0.9327000596130498,3.986466035977729e-06,0.004033527247604066
2.08,4.22594515026254e-06,0.0,0.0,0.0,0.0,0.0006903686032486521,0.9732914514683565,0.9330774441529973,4.0114265123646865e-06,0.004046508949282437
2.09,4.250895262112879e-06,0.0,0.0,0.0,0.0,0.0006945765311564583,0.9735958397132243,0.9334509134470371,4.036408323421717e-06,0.004059438573027238
2.1,4.2758668266680165e-06,0.0,0.0,0.0,0.0,0.000698794433928255,0.9738953545294976,0.933820524778866,4.061411241730676e-06,0.0040723161157848594
2.11,4.30085961009123e-06,0.0,0.0,0.0,0.0,0.0007030222516912184,0.9741900948633827,0.9341863348240589,4.0864350383163674e-06,0.004085141577683185
2.12,4.325873379312317e-06,0.0,0.0,0.0,0.0,0.0007072599241115599,0.974480155075714,0.9345483981424815,4.11147948491026e-06,0.004097914962857014
2.13,4.350907899735735e-06,0.0,0.0,0.0,0.0,0.0007115073903723162,0.9747656281988463,0.9349067686602184,4.136544351651876e-06,0.004110636278529236
2.14,4.3759629342944605e-06,0.0,0.0,0.0,0.0,0.0007157645893762411,0.9750466074824476,0.9352615001408819,4.161629406126856e-06,0.004123305534380658
2.15,4.401038247712315e-06,0.0,0.0,0.0,0.0,0.0007200314592019163,0.975323179781067,0.9356126438172204,4.186734417677738e-06,0.004135922744951052
2.16,4.426133603072291e-06,0.0,0.0,0.0,0.0,0.0007243079375416459,0.9755954308779174,0.9359602502979513,4.211859153933275e-06,0.004148487927706034
2.17,4.451248762219071e-06,0.0,0.0,0.0,0.0,0.0007285939615890239,0.9758634462912165,0.936304369661748,4.237003381158721e-06,0.004161001102886546
2.18,4.476383485073346e-06,0.0,0.0,0.0,0.0,0.000732889468043089,0.9761273142906498,0.9366450522717693,4.262166863484827e-06,0.004173462292607729
2.19,4.501537532567724e-06,0.0,0.0,0.0,0.0,0.0007371943930905395,0.9763871129817895,0.936982345288093,4.287349366209074e-06,0.0041858715247173
2.2,4.52671066411731e-06,0.0,0.0,0.0,0.0,0.0007415086724210562,0.9766429214334815,0.9373162956724199,4.31255065295151e-06,0.0041982288294713736
2.21,4.5519026372164835e-06,0.0,0.0,0.0,0.0,0.000745832241651999,0.9768948154158251,0.9376469499579335,4.337770485575919e-06,0.00421053423944425
2.22,4.57711320719593e-06,0.0,0.0,0.0,0.0,0.0007501650364239733,0.9771428671241099,0.9379743543799252,4.363008624000078e-06,0.004222787789307065
2.23,4.602342130959438e-06,0.0,0.0,0.0,0.0,0.0007545069909311458,0.9773871494243277,0.9382985528669269,4.388264829113936e-06,0.004234989519231933
2.24,4.627589163422242e-06,0.0,0.0,0.0,0.0,0.0007588580393220462,0.9776277318066432,0.9386195889554253,4.413538859998208e-06,0.0042471394716473545
2.25,4.652854057825597e-06,0.0,0.0,0.0,0.0,0.0007632181153916048,0.9778646872349892,0.9389375058308587,4.438830473726064e-06,0.00425923769127482
2.2600000000000002,4.678136565827394e-06,0.0,0.0,0.0,0.0,0.0007675871525696463,0.9780980913997951,0.9392523462513924,4.464139425492041e-06,0.004271284225244099
2.27,4.70343643901265e-06,0.0,0.0,0.0,0.0,0.0007719650837290411,0.9783280102600512,0.9395641512771566,4.489465470760921e-06,0.004283279125014993
2.2800000000000002,4.728753427323137e-06,0.0,0.0,0.0,0.0,0.000776351841397158,0.9785545094883605,0.9398729616643002,4.514808363261126e-06,0.004295222444201362
2.29,4.754087279265976e-06,0.0,0.0,0.0,0.0,0.000780747357746834,0.9787776476464726,0.9401788177956303,4.5401678556125346e-06,0.004307114238577369
2.3000000000000003,4.779437742588667e-06,0.0,0.0,0.0,0.0,0.0007851515644477645,0.9789974889935176,0.9404817587306321,4.565543699094899e-06,0.004318954567869245
2.31,4.80480456367349e-06,0.0,0.0,0.0,0.0,0.0007895643928274737,0.9792140935879415,0.9407818230029393,4.5909356437727195e-06,0.004330743494184241
2.32,4.830187487279223e-06,0.0,0.0,0.0,0.0,0.0007939857740860194,0.9794275214794468,0.941079048671004,4.616343438110662e-06,0.004342481081532905
2.33,4.85558625746935e-06,0.0,0.0,0.0,0.0,0.0007984156387213768,0.9796378289910206,0.9413734727456397,4.6417668297651605e-06,0.00435416739780526
2.34,4.8810006169427e-06,0.0,0.0,0.0,0.0,0.000802853916949561,0.9798450715818998,0.9416651316175063,4.667205565006569e-06,0.004365802513312065
2.35,4.90643030730861e-06,0.0,0.0,0.0,0.0,0.0008073005388651752,0.9800493132032105,0.9419540617311634,4.692659388551466e-06,0.004377386499434459
2.36,4.931875068870844e-06,0.0,0.0,0.0,0.0,0.000811755433928769,0.9802506067335417,0.9422402980700104,4.718128044164417e-06,0.004388919431946359
2.37,4.95733464077482e-06,0.0,0.0,0.0,0.0,0.0008162185313161106,0.9804490073085427,0.9425238751885249,4.743611274247985e-06,0.004400401388750854
2.38,4.982808760863328e-06,0.0,0.0,0.0,0.0,0.0008206897599558132,0.9806445635294311,0.9428048274070755,4.769108819989958e-06,0.0044118324492870425
2.39,5.008297165857217e-06,0.0,0.0,0.0,0.0,0.0008251690483300888,0.9808373267628666,0.9430831880848779,4.794620421280894e-06,0.004423212696398656
2.4,5.033799591269939e-06,0.0,0.0,0.0,0.0,0.0008296563245689821,0.9810273467425449,0.9433589899638526,4.820145816753114e-06,0.004434542215450293
2.41,5.059315771254694e-06,0.0,0.0,0.0,0.0,0.0008341515165646786,0.9812146712019274,0.9436322656528725,4.845684743814678e-06,0.004445821093107085
2.42,5.0848454387939476e-06,0.0,0.0,0.0,0.0,0.0008386545518287615,0.9813993464701537,0.9439030470249099,4.871236938606592e-06,0.0044570494188545026
2.43,5.110388325709099e-06,0.0,0.0,0.0,0.0,0.0008431653574851118,0.9815814174782204,0.9441713651867307,4.896802136000745e-06,0.004468227285074645
2.44,5.135944162591313e-06,0.0,0.0,0.0,0.0,0.0008476838605880159,0.9817609332693887,0.9444372510006513,4.922380069542106e-06,0.004479354785529738
2.45,5.161512678821343e-06,0.0,0.0,0.0,0.0,0.0008522099879585772,0.9819379439146231,0.9447007348524448,4.94797047148497e-06,0.004490432016059603
2.46,5.187093602536526e-06,0.0,0.0,0.0,0.0,0.000856743665846254,0.9821124929534998,0.9449618463412068,4.973573072898504e-06,0.004501459075637781
2.47,5.2126866607992615e-06,0.0,0.0,0.0,0.0,0.0008612848204094786,0.9822846231475592,0.9452206146852407,4.999187603665581e-06,0.004512436064828311
2.48,5.238291579665541e-06,0.0,0.0,0.0,0.0,0.0008658333776676374,0.9824543724095024,0.9454770686572814,5.024813792587273e-06,0.004523363085909381
2.49,5.263908083711717e-06,0.0,0.0,0.0,0.0,0.0008703892631351971,0.9826217835513208,0.9457312363734016,5.050451366961917e-06,0.004534240244171523
2.5,5.2895358964174675e-06,0.0,0.0,0.0,0.0,0.0008749524021160303,0.9827868959731997,0.9459831455762107,5.076100052975908e-06,0.004545067646514312
2.5100000000000002,5.315174740003779e-06,0.0,0.0,0.0,0.0,0.0008795227195725687,0.982949747661005,0.9462328239190986,5.101759575718714e-06,0.004555845400771727
2.52,5.340824335585143e-06,0.0,0.0,0.0,0.0,0.0008841001402584939,0.9831103756560651,0.9464802980750011,5.1274296588901664e-06,0.004566573618305319
2.5300000000000002,5.366484403102002e-06,0.0,0.0,0.0,0.0,0.000888684588638104,0.9832688164162418,0.946725594438824,5.153110025058408e-06,0.00457725241196477
2.54,5.39215466199796e-06,0.0,0.0,0.0,0.0,0.0008932759891735921,0.983425115849225,0.9469687394407964,5.178800396142734e-06,0.00458788189523684
2.5500000000000003,5.41783482986422e-06,0.0,0.0,0.0,0.0,0.000897874265776623,0.9835793085315154,0.9472097585434882,5.2045004922903125e-06,0.004598462185036858
2.56,5.443524623385388e-06,0.0,0.0,0.0,0.0,0.0009024793421909811,0.9837314322078596,0.947448676941616,5.230210032659923e-06,0.004608993399761027
2.57,5.46922375899653e-06,0.0,0.0,0.0,0.0,0.0009070911424456176,0.9838815160515099,0.9476855195332385,5.255928736062942e-06,0.004619475658491831
2.58,5.4949319512907645e-06,0.0,0.0,0.0,0.0,0.0009117095898733737,0.9840295955186549,0.9479203106685478,5.281656319470051e-06,0.004629909083271933
2.59,5.520648913968258e-06,0.0,0.0,0.0,0.0,0.0009163346076957742,0.9841757034958696,0.9481530742995776,5.307392498901162e-06,0.004640293797749035
2.6,5.546374359267628e-06,0.0,0.0,0.0,0.0,0.0009209661189934765,0.9843198727702145,0.9483838342228549,5.333136989083925e-06,0.004650629926108742
2.61,5.5721079985539375e-06,0.0,0.0,0.0,0.0,0.0009256040466086641,0.9844621346070164,0.9486126136957055,5.358889503730283e-06,0.0046609175949287466
2.62,5.597849542166968e-06,0.0,0.0,0.0,0.0,0.0009302483131640376,0.9846025191715666,0.9488394355288415,5.38464975546142e-06,0.004671156932736683
2.63,5.623598699914208e-06,0.0,0.0,0.0,0.0,0.0009348988411804105,0.9847410596326313,0.9490643223935068,5.410417456205473e-06,0.004681348068913609
2.64,5.6493551805652125e-06,0.0,0.0,0.0,0.0,0.0009395555529800261,0.9848777886841839,0.9492872965875958,5.436192316810139e-06,0.004691491134480559
2.65,5.675118691397011e-06,0.0,0.0,0.0,0.0,0.0009442183706166924,0.9850127359391123,0.9495083798832313,5.4619740467090086e-06,0.0047015862625646694
2.66,5.70088893960386e-06,0.0,0.0,0.0,0.0,0.0009488872161913198,0.9851459299282803,0.9497275938550533,5.487762355224074e-06,0.004711633587210223
2.67,5.726665632079732e-06,0.0,0.0,0.0,0.0,0.0009535620118179082,0.9852773968894947,0.9499449598081449,5.5135569514045e-06,0.004721633243600156
2.68,5.752448473674573e-06,0.0,0.0,0.0,0.0,0.0009582426791157836,0.9854071655221699,0.950160498543513,5.539357542097397e-06,0.00473158536922188
2.69,5.77823716853759e-06,0.0,0.0,0.0,0.0,0.0009629291396714681,0.9855352628461868,0.9503742306286052,5.56516383350223e-06,0.004741490102405424
2.7,5.804031419205695e-06,0.0,0.0,0.0,0.0,0.0009676213148951827,0.9856617158625205,0.950586176429652,5.590975530279964e-06,0.004751347581960777
2.71,5.829830928178105e-06,0.0,0.0,0.0,0.0,0.0009723191260722683,0.9857865500137256,0.9507963558061776,5.616792336902344e-06,0.004761157949370503
2.72,5.855635396838969e-06,0.0,0.0,0.0,0.0,0.0009770224943472846,0.9859097907870852,0.9510047883835937,5.6426139567121084e-06,0.004770921346942032
2.73,5.8814445268201075e-06,0.0,0.0,0.0,0.0,0.0009817313408970636,0.9860314660475558,0.9512114937126346,5.668440092980191e-06,0.004780637917388741
2.74,5.907258017607117e-06,0.0,0.0,0.0,0.0,0.0009864455865589625,0.9861516000078923,0.9514164907659243,5.694270447106815e-06,0.004790307805786692
2.75,5.9330755682688875e-06,0.0,0.0,0.0,0.0,0.0009911651521014747,0.9862702175404588,0.9516197983006045,5.720104719926675e-06,0.004799931158162088
2.7600000000000002,5.958896878883959e-06,0.0,0.0,0.0,0.0,0.0009958899587658868,0.9863873407517175,0.9518214349871559,5.745942613651065e-06,0.004809508120505321
2.77,5.9847216469860256e-06,0.0,0.0,0.0,0.0,0.0010006199270977518,0.9865029935445245,0.9520214189914656,5.771783827520879e-06,0.004819038841329865
2.7800000000000002,6.010549569972651e-06,0.0,0.0,0.0,0.0,0.001005354977738745,0.9866171985264788,0.9522197682580402,5.797628060752365e-06,0.0048285234699382415
2.79,6.036380344170933e-06,0.0,0.0,0.0,0.0,0.001010095031345847,0.9867299800298073,0.9524165007107397,5.823475011086123e-06,0.004837962155148743
2.8000000000000003,6.062213665516307e-06,0.0,0.0,0.0,0.0,0.0010148400083926444,0.9868413598468079,0.952611633753713,5.849324376191958e-06,0.004847355048433508
2.81,6.088049229192022e-06,0.0,0.0,0.0,0.0,0.0010195898292748597,0.9869513594947995,0.9528051845364571,5.875175852922743e-06,0.004856702302251855
2.82,6.113886729616621e-06,0.0,0.0,0.0,0.0,0.001024344414314022,0.9870600002948451,0.9529971699630285,5.90102913728849e-06,0.0048660040699923576
2.83,6.139725862791131e-06,0.0,0.0,0.0,0.0,0.001029103684111914,0.9871673008976253,0.9531876069503309,5.926883927730019e-06,0.0048752605044149345
2.84,6.165566322032342e-06,0.0,0.0,0.0,0.0,0.0010338675588733956,0.9872732813936848,0.953376511896005,5.95273991921808e-06,0.004884471760874325
2.85,6.191407800184544e-06,0.0,0.0,0.0,0.0,0.001038635958757432,0.9873779611828103,0.9535639009542575,5.978596806312194e-06,0.004893637995649146
2.86,6.217249989752584e-06,0.0,0.0,0.0,0.0,0.0010434088038982093,0.987481358845851,0.953749790052455,6.004454283344656e-06,0.0049027593658413585
2.87,6.2430925829770965e-06,0.0,0.0,0.0,0.0,0.0010481860147212086,0.9875835015258899,0.9539341952672393,6.030312042028318e-06,0.004911836027036569
2.88,6.268935271205913e-06,0.0,0.0,0.0,0.0,0.0010529675112854566,0.9876844081894035,0.9541171320732983,6.056169775167092e-06,0.004920868137967249
2.89,6.294777745211645e-06,0.0,0.0,0.0,0.0,0.0010577532136158395,0.9877840980831725,0.9542986157229072,6.082027174781314e-06,0.004929855858156748
2.9,6.320619695219535e-06,0.0,0.0,0.0,0.0,0.0010625430417322437,0.9878825914759589,0.9544786612792143,6.107883931943321e-06,0.004938799347712677
2.91,6.346460812782056e-06,0.0,0.0,0.0,0.0,0.0010673369158521742,0.9879798875462916,0.9546572838465938,6.133739745253466e-06,0.0049476987667570966
2.92,6.372300789984543e-06,0.0,0.0,0.0,0.0,0.0010721347564075052,0.9880760208343783,0.9548344984478484,6.15959430496973e-06,0.004956554275313277
2.93,6.398139316465545e-06,0.0,0.0,0.0,0.0,0.001076936483725338,0.9881710038506966,0.9550103195674695,6.1854473007854335e-06,0.004965366034773163
2.94,6.4239760814905885e-06,0.0,0.0,0.0,0.0,0.0010817420180426183,0.9882648546954118,0.9551847614016211,6.211298424345249e-06,0.0049741342076878485
2.95,6.449810774345882e-06,0.0,0.0,0.0,0.0,0.0010865512796024816,0.9883575898525001,0.9553578380975795,6.237147366658823e-06,0.004982858956775725
2.96,6.475643084242668e-06,0.0,0.0,0.0,0.0,0.0010913641886268798,0.9884492260683012,0.9555295636076291,6.262993817803919e-06,0.004991540445487896
2.97,6.501472700091713e-06,0.0,0.0,0.0,0.0,0.0010961806653935896,0.9885397793128348,0.9556999516502503,6.288837468072679e-06,0.005000178837950803
2.98,6.527299310697379e-06,0.0,0.0,0.0,0.0,0.0011010006302154905,0.9886292655664395,0.9558690158400974,6.314678007582719e-06,0.005008774298564072
2.99,6.553122604597133e-06,0.0,0.0,0.0,0.0,0.0011058240035145155,0.988717700157284,0.9560367693321753,6.3405151261384515e-06,0.00501732699315211
3.0,6.578942270270112e-06,0.0,0.0,0.0,0.0,0.0011106507057918207,0.9888050980122284,0.9562032249727679,6.366348513430636e-06,0.005025837088537134
3.0100000000000002,6.604757996571981e-06,0.0,0.0,0.0,0.0,0.0011154806573096194,0.9888914753265906,0.9563683965575511,6.392177859636836e-06,0.005034304748550127
3.02,6.630569472194389e-06,0.0,0.0,0.0,0.0,0.001120313778428852,0.9889768477691364,0.9565322974891569,6.418002854727411e-06,0.00504273013825724
3.0300000000000002,6.656376384755813e-06,0.0,0.0,0.0,0.0,0.0011251499902128548,0.9890612281974648,0.9566949395142974,6.4438231874529835e-06,0.005051113426711336
3.04,6.682178421979335e-06,0.0,0.0,0.0,0.0,0.0011299892136564951,0.9891446297432003,0.9568563345410995,6.469638546683064e-06,0.005059454782576657
3.0500000000000003,6.707975272827841e-06,0.0,0.0,0.0,0.0,0.0011348313689431935,0.989227068785595,0.9570164963907076,6.495448622696297e-06,0.00506775436991177
3.06,6.733766625662725e-06,0.0,0.0,0.0,0.0,0.001139676376650043,0.9893085601283156,0.9571754379561664,6.5212531050876825e-06,0.005076012355009684
3.0700000000000003,6.759552167467492e-06,0.0,0.0,0.0,0.0,0.0011445241588039,0.9893891139955385,0.9573331690559712,6.5470516817474624e-06,0.00508422891089543
3.08,6.785331586286724e-06,0.0,0.0,0.0,0.0,0.0011493746363151944,0.9894687441379904,0.9574897018762506,6.5728440418786704e-06,0.005092404205409877
3.09,6.811104570530222e-06,0.0,0.0,0.0,0.0,0.0011542277297100913,0.9895474655202121,0.9576450494180558,6.598629875136199e-06,0.005100538404609545
3.1,6.836870808262584e-06,0.0,0.0,0.0,0.0,0.0011590833598779627,0.9896252919594483,0.9577992239121739,6.624408870747847e-06,0.005108631676237518
3.11,6.8626299897933315e-06,0.0,0.0,0.0,0.0,0.0011639414498479535,0.9897022316609086,0.9579522334935023,6.650180719645767e-06,0.0051166841964687786
3.12,6.88838180214199e-06,0.0,0.0,0.0,0.0,0.001168801919513313,0.9897783010543957,0.958104092299578,6.675945110264334e-06,0.005124696129121133
3.13,6.9141259341812005e-06,0.0,0.0,0.0,0.0,0.0011736646905336108,0.9898535119371371,0.9582548110868983,6.7017017324448165e-06,0.005132667644972674
3.14,6.939862074488766e-06,0.0,0.0,0.0,0.0,0.0011785296841946606,0.9899278772200859,0.9584044014673788,6.727450275857404e-06,0.005140598912885385
3.15,6.96558991516903e-06,0.0,0.0,0.0,0.0,0.0011833968241097607,0.990001405197992,0.9585528721585933,6.7531904334379985e-06,0.005148490105949911
3.16,6.9913091437683945e-06,0.0,0.0,0.0,0.0,0.0011882660309422376,0.9900741098953734,0.9587002354195964,6.778921893868541e-06,0.005156341392299315
3.17,7.01701944976883e-06,0.0,0.0,0.0,0.0,0.0011931372266443356,0.9901460027565598,0.9588465018816256,6.8046443476168594e-06,0.005164152942487533
3.18,7.042720522848248e-06,0.0,0.0,0.0,0.0,0.0011980103333216025,0.9902170948719642,0.9589916819329772,6.8303574853185815e-06,0.005171924927512659
3.19,7.068412053673201e-06,0.0,0.0,0.0,0.0,0.0012028852737180156,0.9902873971982138,0.9591357858631535,6.856060998626023e-06,0.005179657517397282
3.2,7.094093733636052e-06,0.0,0.0,0.0,0.0,0.0012077619710551258,0.9903569204851607,0.9592788238150675,6.881754579926724e-06,0.005187350881659216
3.21,7.119765252788093e-06,0.0,0.0,0.0,0.0,0.0012126403477671682,0.9904256747019234,0.9594208054092018,6.907437920130067e-06,0.005195005193013014
3.22,7.145426302136438e-06,0.0,0.0,0.0,0.0,0.0012175203269067189,0.9904936696747194,0.9595617401612762,6.9331107111269755e-06,0.005202620623256521
3.23,7.171076572945145e-06,0.0,0.0,0.0,0.0,0.0012224018317169932,0.9905609148927913,0.9597016373551631,6.958772645041501e-06,0.005210197344522469
3.24,7.196715760838641e-06,0.0,0.0,0.0,0.0,0.001227284784553208,0.9906274237305315,0.9598405084366326,6.984423418405356e-06,0.005217735523844141
3.25,7.222343558481031e-06,0.0,0.0,0.0,0.0,0.0012321691088069233,0.9906932059150211,0.9599783627428043,7.010062724710356e-06,0.005225235332850477
3.2600000000000002,7.2479596583418675e-06,0.0,0.0,0.0,0.0,0.0012370547281790234,0.9907582703718077,0.9601152091155678,7.035690257222127e-06,0.00523269694410325
3.27,7.273563754192562e-06,0.0,0.0,0.0,0.0,0.0012419415662863627,0.9908226267646058,0.9602510567745198,7.0613057105024415e-06,0.005240120529115293
3.2800000000000002,7.2991555405729945e-06,0.0,0.0,0.0,0.0,0.0012468295469394131,0.990886284665088,0.960385914918167,7.0869087798931256e-06,0.005247506259090379
3.29,7.324734717222394e-06,0.0,0.0,0.0,0.0,0.0012517185947081286,0.9909492545687978,0.9605197942051446,7.112499166357902e-06,0.005254854299476699
3.3000000000000003,7.350300977931811e-06,0.0,0.0,0.0,0.0,0.0012566086334983037,0.991011545339246,0.9606527030276616,7.138076564300934e-06,0.005262164823669593
3.31,7.375854019431334e-06,0.0,0.0,0.0,0.0,0.0012614995876865523,0.9910731662455714,0.9607846504824487,7.163640671278333e-06,0.005269438002087226
3.3200000000000003,7.401393539017972e-06,0.0,0.0,0.0,0.0,0.0012663913818173667,0.9911341264186599,0.9609156455777691,7.189191185406019e-06,0.00527667400508645
3.33,7.426919232606669e-06,0.0,0.0,0.0,0.0,0.0012712839415379216,0.9911944336781121,0.9610456965358342,7.214727803391253e-06,0.005283873002749611
3.34,7.452430795130601e-06,0.0,0.0,0.0,0.0,0.001276177193406084,0.9912540947731627,0.9611748109360746,7.2402502209369355e-06,0.00529103516492834
3.35,7.47792792617729e-06,0.0,0.0,0.0,0.0,0.0012810710621871016,0.9913131187749044,0.9613029977324441,7.265758138434074e-06,0.005298160661860053
3.36,7.503410323914206e-06,0.0,0.0,0.0,0.0,0.0012859654737671273,0.9913715134202784,0.9614302650792468,7.291251254826649e-06,0.005305249663503512
3.37,7.528877686919185e-06,0.0,0.0,0.0,0.0,0.0012908603542752825,0.9914292862137474,0.9615566209862844,7.31672926946033e-06,0.005312302339739036
3.38,7.554329724844518e-06,0.0,0.0,0.0,0.0,0.0012957556276988044,0.9914864496578579,0.9616820752635624,7.3421918924477e-06,0.005319318858535742
3.39,7.579766139824998e-06,0.0,0.0,0.0,0.0,0.001300651220040835,0.9915430121341926,0.9618066361308588,7.3676388265973535e-06,0.005326299389146814
3.4,7.605186632683847e-06,0.0,0.0,0.0,0.0,0.001305547057932564,0.9915989809472797,0.9619303113494388,7.393069773445903e-06,0.005333244101042932
3.41,7.63059090758152e-06,0.0,0.0,0.0,0.0,0.001310443067593602,0.991654364604749,0.9620531090698099,7.418484437776491e-06,0.005340153163113313
3.42,7.655978669372646e-06,0.0,0.0,0.0,0.0,0.0013153391755982634,0.9917091712643783,0.9621750372925192,7.443882525076722e-06,0.005347026743983117
3.43,7.681349621320093e-06,0.0,0.0,0.0,0.0,0.0013202353122046089,0.9917634034863364,0.9622961025311176,7.469263739749758e-06,0.005353865010205434
3.44,7.706703470713353e-06,0.0,0.0,0.0,0.0,0.0013251314031723007,0.9918170711311557,0.9624163130983364,7.494627789511112e-06,0.005360668130705017
