t,V1,V2,V3,V4,h,m,m_1,m_2
1.83,-30.001830493557918,-52.232596814876494,-51.546161028374804,-49.33926798302744,0.919729875294398,0.919158585007271,0.9191585850079933,0.9183179395584983
1.84,-29.86288446800053,-52.237285849247804,-51.54935788641985,-49.33785015615844,0.9197264357427681,0.9191539892258407,0.9191539892265668,0.9183087564250403
1.85,-29.72442331369912,-52.2419311231159,-51.55252487487508,-49.336444304066234,0.9197229558740357,0.9191493934673892,0.9191493934681192,0.9182995733834133
1.86,-29.58648438537903,-52.24653301452159,-51.55566226582784,-49.3350503117364,0.9197194353723707,0.9191447977319166,0.9191447977326502,0.9182903904336162
1.87,-29.449105393883897,-52.25109189829306,-51.558770328884016,-49.333668065260866,0.9197158739329745,0.9191402020194225,0.9191402020201599,0.9182812075756481
1.8800000000000001,-29.312324196928166,-52.2556081461057,-51.56184933118646,-49.33229745182939,0.9197122712630317,0.9191356063299069,0.9191356063306482,0.9182720248095082
1.8900000000000001,-29.1761790821182,-52.260082126516814,-51.56489953744975,-49.33093835971288,0.9197086270817191,0.9191310106633697,0.9191310106641147,0.9182628421351955
1.9000000000000001,-29.04070854359344,-52.26451420502455,-51.56792120997821,-49.32959067825501,0.9197049411211156,0.9191264150198107,0.9191264150205596,0.9182536595527091
1.9100000000000001,-28.905950912935,-52.2689047441153,-51.570914608681015,-49.32825429786536,0.9197012131265763,0.91912181939923,0.9191218193999826,0.918244477062048
1.92,-28.771944501894513,-52.273254103319665,-51.57387999110083,-49.32692911000574,0.9196974428576161,0.9191172238016272,0.9191172238023837,0.9182352946632114
1.93,-28.638727528034032,-52.27756263926477,-51.57681761243678,-49.32561500717945,0.9196936300885764,0.9191126282270025,0.9191126282277626,0.9182261123561983
1.94,-28.50633788056078,-52.281830705716686,-51.57972772556199,-49.32431188292306,0.9196897746088791,0.9191080326753555,0.9191080326761194,0.9182169301410079
1.95,-28.37481288591833,-52.28605865361974,-51.58261058104072,-49.323019631798594,0.9196858762231727,0.9191034371466861,0.9191034371474539,0.9182077480176392
1.96,-28.244189425696604,-52.290246831167,-51.58546642715864,-49.321738149379016,0.9196819347527138,0.9190988416409944,0.9190988416417659,0.9181985659860912
1.97,-28.11450374195993,-52.29439558384161,-51.5882955099412,-49.320467332239765,0.9196779500356005,0.9190942461582802,0.9190942461590554,0.9181893840463631
1.98,-27.985791238668035,-52.29850525442916,-51.59109807316726,-49.3192070779525,0.9196739219259906,0.9190896506985432,0.9190896506993224,0.9181802021984539
1.99,-27.858086420275388,-52.30257618308925,-51.593874358395404,-49.317957285072694,0.9196698502954476,0.9190850552617835,0.9190850552625665,0.9181710204423628
2.0,-27.731422789770324,-52.30660870740934,-51.596624604986424,-49.31671785312904,0.9196657350336477,0.919080459848001,0.9190804598487876,0.9181618387780888
2.0100000000000002,-27.605832747824234,-52.31060316242221,-51.599349050119756,-49.31548868261585,0.9196615760478514,0.9190758644571955,0.9190758644579858,0.9181526572056309
2.02,-27.481347538391695,-52.31455988060827,-51.60204792880834,-49.3142696749863,0.9196573732618936,0.9190712690893669,0.919071269090161,0.9181434757249883
2.0300000000000002,-27.357997039265427,-52.31847919200795,-51.60472147392876,-49.313060732638014,0.9196531266188005,0.919066673744515,0.9190666737453128,0.9181342943361601
2.04,-27.23580968296812,-52.3223614242415,-51.60736991623855,-49.311861758905124,0.9196488360803579,0.9190620784226398,0.9190620784234415,0.9181251130391453
2.05,-27.11481249190026,-52.32620690250364,-51.60999348439113,-49.31067265805138,0.9196445016259425,0.9190574831237411,0.9190574831245465,0.9181159318339431
2.06,-26.99503115224242,-52.330015949546414,-51.61259240494952,-49.309493335263916,0.9196401232509933,0.9190528878478189,0.919052887848628,0.9181067507205525
2.07,-26.876489583087217,-52.33378888582557,-51.61516690241854,-49.3083236966379,0.9196357009705413,0.919048292594873,0.9190482925956859,0.9180975696989725
2.08,-26.759209971512192,-52.33752602949605,-51.61771719925994,-49.30716364916959,0.91963123481807,0.9190436973649032,0.91904369736572,0.9180883887692023
2.09,-26.643212903953103,-52.341227696398434,-51.62024351590739,-49.306013100749446,0.9196267248442224,0.9190391021579096,0.9190391021587301,0.9180792079312409
2.1,-26.528517514961923,-52.34489420004202,-51.62274607078112,-49.30487196015546,0.919622171115412,0.9190345069738919,0.9190345069747162,0.9180700271850875
2.11,-26.41514108201699,-52.348525851710846,-51.62522508031432,-49.30374013704061,0.9196175737159274,0.9190299118128501,0.9190299118136782,0.918060846530741
2.12,-26.303099166352304,-52.352122960452945,-51.62768075896836,-49.30261754192593,0.9196129327467814,0.9190253166747842,0.9190253166756159,0.9180516659682006
2.13,-26.19240567347555,-52.35568583309171,-51.63011331925007,-49.30150408619244,0.9196082483252458,0.9190207215596937,0.9190207215605293,0.9180424854974655
2.14,-26.083072702520813,-52.35921477426592,-51.63252297173193,-49.30039968207176,0.9196035205849519,0.9190161264675788,0.9190161264684181,0.9180333051185346
2.15,-25.975110641734464,-52.36271008643101,-51.63490992506844,-49.29930424263854,0.9195987496751504,0.9190115313984393,0.9190115313992824,0.918024124831407
2.16,-25.868528403240113,-52.366172069829815,-51.63727438600957,-49.29821768180434,0.919593935759202,0.919006936352275,0.9190069363531219,0.9180149446360818
2.17,-25.763333153325306,-52.369601022564844,-51.639616559423956,-49.297139914306676,0.9195890790155457,0.919002341329086,0.9190023413299365,0.9180057645325582
2.18,-25.6595304306485,-52.37299724059321,-51.641936648314484,-49.29607085570191,0.9195841796368123,0.9189977463288719,0.9189977463297263,0.9179965845208351
2.19,-25.557124351044813,-52.376361017707104,-51.644234853831954,-49.29501042235899,0.9195792378287235,0.9189931513516328,0.9189931513524909,0.9179874046009117
2.2,-25.45611746100292,-52.3796926455781,-51.64651137529618,-49.29395853144955,0.9195742538102368,0.9189885563973685,0.9189885563982305,0.917978224772787
2.21,-25.35651082033686,-52.382992413759645,-51.6487664102121,-49.29291510094048,0.9195692278128905,0.9189839614660791,0.9189839614669447,0.9179690450364602
2.22,-25.258304194298418,-52.386260609667346,-51.65100015428261,-49.291880049588144,0.9195641600797944,0.9189793665577641,0.9189793665586335,0.9179598653919303
2.23,-25.1614959778031,-52.38949751861235,-51.653212801428964,-49.29085329692879,0.9195590508655028,0.9189747716724237,0.9189747716732968,0.9179506858391964
2.24,-25.06608326014725,-52.392703423806516,-51.655404543806924,-49.2898347632711,0.919553900435432,0.9189701768100575,0.9189701768109344,0.9179415063782576
2.25,-24.9720619806213,-52.39587860634653,-51.65757557181924,-49.28882436969057,0.9195487090650445,0.9189655819706657,0.9189655819715463,0.9179323270091128
2.2600000000000002,-24.879426922076448,-52.39902334523529,-51.659726074134795,-49.28782203802056,0.9195434770394548,0.918960987154248,0.9189609871551324,0.9179231477317613
2.27,-24.78817176519301,-52.402137917389055,-51.66185623770506,-49.28682769084468,0.9195382046528855,0.9189563923608043,0.9189563923616925,0.9179139685462022
2.2800000000000002,-24.69828920513322,-52.405222597626285,-51.66396624777575,-49.28584125149156,0.9195328922080697,0.9189517975903345,0.9189517975912264,0.9179047894524344
2.29,-24.609770983837045,-52.40827765868218,-51.666056287905555,-49.284862644026106,0.9195275400156985,0.9189472028428385,0.9189472028437342,0.9178956104504572
2.3000000000000003,-24.522607942728005,-52.41130337121669,-51.668126539983,-49.28389179324171,0.9195221483938649,0.9189426081183162,0.9189426081192156,0.9178864315402695
2.31,-24.436790100128924,-52.41430000381181,-51.67017718423942,-49.28292862465435,0.9195167176675736,0.9189380134167675,0.9189380134176706,0.9178772527218705
2.32,-24.35230672810806,-52.41726782296526,-51.67220839926,-49.28197306449761,0.9195112481683417,0.9189334187381922,0.9189334187390991,0.9178680739952592
2.33,-24.2691463961346,-52.42020709310982,-51.674220362006025,-49.28102503971227,0.9195057402334424,0.9189288240825902,0.9189288240835009,0.9178588953604346
2.34,-24.187297039831943,-52.42311807661236,-51.67621324782811,-49.28008447794023,0.9195001942054415,0.9189242294499614,0.9189242294508758,0.9178497168173961
2.35,-24.10674598435167,-52.42600103377534,-51.678187230476304,-49.27915130752005,0.9194946104320793,0.9189196348403058,0.9189196348412239,0.9178405383661424
2.36,-24.027480024511586,-52.42885622284158,-51.680142482117695,-49.278225457478754,0.9194889892655597,0.9189150402536231,0.918915040254545,0.9178313600066729
2.37,-23.949485498691043,-52.431683899998546,-51.6820791733532,-49.27730685752408,0.919483331061904,0.9189104456899133,0.9189104456908389,0.9178221817389864
2.38,-23.872748318184577,-52.43448431938277,-51.68399747322978,-49.27639543803891,0.9194776361807072,0.9189058511491763,0.9189058511501056,0.9178130035630823
2.39,-23.797253961329048,-52.43725773308692,-51.68589754925044,-49.27549113007684,0.9194719049851422,0.9189012566314119,0.9189012566323449,0.9178038254789593
2.4,-23.722987607050484,-52.440004391159746,-51.68777956739486,-49.2745938653525,0.9194661378408886,0.91889666213662,0.9188966621375568,0.9177946474866168
2.41,-23.649934165433436,-52.44272454161127,-51.68964369213215,-49.27370357623581,0.9194603351158556,0.9188920676648006,0.9188920676657412,0.9177854695860538
2.42,-23.57807825042289,-52.44541843042444,-51.69149008643052,-49.27282019574759,0.9194544971803015,0.9188874732159534,0.9188874732168977,0.9177762917772693
2.43,-23.507404251489188,-52.44808630155743,-51.693318911772884,-49.271943657552455,0.9194486244062515,0.9188828787900785,0.9188828787910265,0.9177671140602625
2.44,-23.43789642031591,-52.45072839694449,-51.695130328173356,-49.27107389595111,0.9194427171668095,0.9188782843871756,0.9188782843881274,0.9177579364350323
2.45,-23.36953887110152,-52.45334495650569,-51.69692449418871,-49.27021084587524,0.919436775836078,0.9188736900072446,0.9188736900082001,0.9177487589015779
2.46,-23.30231554606043,-52.4559362181614,-51.69870156692795,-49.26935444288319,0.9194308007893177,0.9188690956502855,0.9188690956512447,0.9177395814598984
2.47,-23.236210333884443,-52.45850241782824,-51.700461702070434,-49.26850462315159,0.9194247924020432,0.9188645013162982,0.918864501317261,0.917730404109993
2.48,-23.171207102405692,-52.46104378942549,-51.7022050538792,-49.26766132346924,0.9194187510497145,0.9188599070052824,0.918859907006249,0.9177212268518604
2.49,-23.107289635928336,-52.46356056489447,-51.70393177520883,-49.266824481233684,0.9194126771080977,0.9188553127172381,0.9188553127182084,0.9177120496855001
2.5,-23.04444169627801,-52.46605297420113,-51.705642017520454,-49.265994034444304,0.9194065709527587,0.9188507184521653,0.9188507184531393,0.917702872610911
2.5100000000000002,-22.982647114521875,-52.46852124533423,-51.7073359308984,-49.26516992169462,0.919400432958341,0.9188461242100636,0.9188461242110414,0.9176936956280922
2.52,-22.921889778825093,-52.47096560431797,-51.70901366406098,-49.264352082167456,0.9193942634985727,0.918841529990933,0.9188415299919146,0.9176845187370427
2.5300000000000002,-22.86215365614926,-52.47338627521985,-51.71067536437321,-49.263540455629126,0.9193880629460355,0.9188369357947737,0.9188369357957589,0.9176753419377617
2.54,-22.80342276113495,-52.4757834801692,-51.71232117785594,-49.26273498242534,0.919381831672356,0.9188323416215851,0.918832341622574,0.9176661652302482
2.5500000000000003,-22.74568113490559,-52.47815743937331,-51.713951249195766,-49.26193560347682,0.9193755700483135,0.9188277474713674,0.9188277474723601,0.9176569886145014
2.56,-22.688912947694487,-52.48050837110798,-51.71556572176331,-49.26114226027079,0.9193692784429478,0.9188231533441203,0.9188231533451168,0.9176478120905203
2.57,-22.633102458507242,-52.48283649173715,-51.71716473762185,-49.26035489485716,0.9193629572238142,0.9188185592398439,0.918818559240844,0.917638635658304
2.58,-22.578234012292103,-52.485142015724584,-51.71874843753857,-49.25957344984344,0.9193566067569345,0.9188139651585379,0.9188139651595417,0.9176294593178514
2.59,-22.52429209044482,-52.487425155638654,-51.72031696099816,-49.258797868388505,0.9193502274063697,0.9188093711002022,0.9188093711012097,0.9176202830691619
2.6,-22.471261470199458,-52.48968612214312,-51.7218704462214,-49.25802809419399,0.9193438195330242,0.9188047770648368,0.9188047770658481,0.9176111069122344
2.61,-22.41912702967492,-52.49192512403372,-51.72340903016746,-49.25726407150349,0.9193373834959547,0.9188001830524415,0.9188001830534565,0.917601930847068
2.62,-22.367873820674326,-52.494142368240226,-51.724932848548384,-49.25650574509592,0.9193309196517865,0.9187955890630162,0.9187955890640349,0.9175927548736618
2.63,-22.317487074766714,-52.49633805983802,-51.726442035840456,-49.25575306028039,0.91932442835463,0.9187909950965608,0.9187909950975832,0.9175835789920149
2.64,-22.26795213907546,-52.49851240207322,-51.72793672529174,-49.25500596289288,0.9193179099566281,0.9187864011530751,0.9187864011541013,0.9175744032021264
2.65,-22.219254552100523,-52.500665596359795,-51.7294170489371,-49.25426439928936,0.919311364807211,0.9187818072325591,0.918781807233589,0.9175652275039953
2.66,-22.171380028372564,-52.50279784229495,-51.7308831376083,-49.25352831634123,0.9193047932531915,0.9187772133350127,0.9187772133360462,0.9175560518976207
2.67,-22.124314455352383,-52.50490933767213,-51.73233512094461,-49.25279766143054,0.9192981956387515,0.9187726194604356,0.9187726194614729,0.9175468763830018
2.68,-22.078043968346627,-52.50700027847989,-51.73377312740651,-49.25207238244371,0.9192915723047731,0.918768025608828,0.918768025609869,0.9175377009601374
2.69,-22.032554888941416,-52.50907085892544,-51.735197284283934,-49.25135242776789,0.919284923589309,0.9187634317801895,0.9187634317812342,0.917528525629027
2.7,-21.987833726205576,-52.51112127144681,-51.73660771770698,-49.250637746286145,0.9192782498275295,0.9187588379745201,0.9187588379755685,0.9175193503896694
2.71,-21.943867189566017,-52.51315170672297,-51.73800455265695,-49.24992828737245,0.9192715513515736,0.9187542441918196,0.9187542441928718,0.9175101752420636
2.72,-21.900642184512247,-52.51516235368516,-51.739387912976184,-49.24922400088724,0.9192648284905709,0.918749650432088,0.9187496504331438,0.917501000186209
2.73,-21.858145815689568,-52.51715339952967,-51.740757921378815,-49.24852483717263,0.9192580815705633,0.9187450566953251,0.9187450566963847,0.9174918252221044
2.74,-21.816365387797024,-52.519125029730496,-51.74211469946118,-49.24783074704766,0.9192513109144534,0.9187404629815309,0.9187404629825943,0.917482650349749
2.75,-21.775288402992807,-52.52107742805167,-51.74345836771189,-49.2471416818038,0.9192445168419978,0.9187358692907052,0.9187358692917722,0.9174734755691418
2.7600000000000002,-21.734902569073036,-52.52301077656042,-51.744789045522054,-49.24645759320032,0.9192376996697399,0.9187312756228478,0.9187312756239187,0.9174643008802821
2.77,-21.695195796571106,-52.524925255639914,-51.746106851195336,-49.2457784334598,0.9192308597110006,0.9187266819779588,0.9187266819790333,0.9174551262831687
2.7800000000000002,-21.656156189775626,-52.52682104400186,-51.74741190195757,-49.24510415526378,0.919223997275903,0.918722088356038,0.9187220883571161,0.9174459517778009
2.79,-21.617772048427234,-52.528698318699824,-51.74870431396668,-49.24443471174837,0.9192171126713466,0.9187174947570851,0.918717494758167,0.9174367773641776
2.8000000000000003,-21.580031871001633,-52.5305572551394,-51.74998420232251,-49.243770056499734,0.9192102062009417,0.9187129011811002,0.9187129011821857,0.9174276030422981
2.81,-21.542924356065008,-52.53239802708929,-51.75125168107653,-49.24311014354982,0.919203278164965,0.9187083076280831,0.9187083076291723,0.9174184288121613
2.82,-21.506438391243574,-52.53422080669884,-51.75250686324117,-49.24245492737214,0.9191963288604558,0.9187037140980336,0.9187037140991268,0.9174092546737664
2.83,-21.47056305456265,-52.53602576450881,-51.75374986079936,-49.24180436287749,0.9191893585811725,0.9186991205909518,0.9186991205920486,0.9174000806271124
2.84,-21.43528761396229,-52.53781306946431,-51.754980784713936,-49.24115840540978,0.9191823676175854,0.9186945271068375,0.918694527107938,0.9173909066721985
2.85,-21.400601528597242,-52.5395828889277,-51.756199744937085,-49.24051701074172,0.9191753562568644,0.9186899336456906,0.9186899336467947,0.9173817328090236
2.86,-21.366494440368143,-52.54133538869147,-51.757406850419315,-49.2398801350709,0.9191683247829114,0.9186853402075109,0.9186853402086188,0.9173725590375869
2.87,-21.33295617322586,-52.54307073299131,-51.758602209118635,-49.23924773501562,0.9191612734763623,0.9186807467922983,0.9186807467934099,0.9173633853578873
2.88,-21.299976732478633,-52.54478908451813,-51.759785928009656,-49.23861976761086,0.9191542026145757,0.9186761534000527,0.918676153401168,0.9173542117699242
2.89,-21.267546308515907,-52.546490604428065,-51.76095811309281,-49.2379961903041,0.9191471124715725,0.9186715600307741,0.9186715600318931,0.9173450382736965
2.9,-21.235655262961107,-52.54817545236035,-51.76211886940276,-49.23737696095166,0.919140003318175,0.9186669666844622,0.9186669666855849,0.9173358648692033
2.91,-21.20429412888867,-52.549843786448776,-51.7632683010173,-49.236762037814636,0.9191328754219877,0.918662373361117,0.9186623733622434,0.9173266915564438
2.92,-21.1734536080584,-52.55149576333445,-51.76440651106605,-49.23615137955509,0.9191257290474136,0.9186577800607384,0.9186577800618685,0.9173175183354167
2.93,-21.143124567402943,-52.55313153817884,-51.765533601739065,-49.23554494523217,0.9191185644556792,0.9186531867833262,0.9186531867844601,0.9173083452061216
2.94,-21.113298040076536,-52.55475126467485,-51.76664967429555,-49.234942694298255,0.9191113819048102,0.9186485935288804,0.9186485935300178,0.9172991721685573
2.95,-21.083965241780362,-52.55635509505143,-51.767754829073276,-49.23434458659468,0.9191041816494392,0.9186440002974007,0.9186440002985419,0.9172899992227228
2.96,-21.055117538471745,-52.55794318009862,-51.76884916549552,-49.23375058234873,0.9190969639411527,0.9186394070888871,0.9186394070900321,0.9172808263686174
2.97,-21.026746451221822,-52.559515669176825,-51.76993278207973,-49.23316064216978,0.919089729028429,0.9186348139033396,0.9186348139044882,0.9172716536062401
2.98,-20.998843655112534,-52.56107271022868,-51.77100577644587,-49.232574727045545,0.9190824771566407,0.9186302207407578,0.9186302207419103,0.9172624809355899
2.99,-20.971400976024047,-52.56261444979165,-51.77206824532453,-49.231992798338524,0.9190752085680843,0.9186256276011419,0.9186256276022979,0.917253308356666
3.0,-20.94441038969968,-52.56414103300976,-51.77312028456518,-49.2314148177823,0.9190679235019827,0.9186210344844916,0.9186210344856514,0.9172441358694674
3.0100000000000002,-20.91786403160097,-52.565652603640956,-51.77416198914509,-49.230840747477515,0.9190606221943689,0.9186164413908068,0.9186164413919703,0.9172349634739932
3.02,-20.89175417633773,-52.56714930407649,-51.77519345317598,-49.23027054988902,0.9190533048783126,0.9186118483200875,0.9186118483212545,0.9172257911702426
3.0300000000000002,-20.866073238795597,-52.56863127535168,-51.7762147699121,-49.229704187842245,0.9190459717839049,0.9186072552723333,0.9186072552735042,0.9172166189582145
3.04,-20.84081377287415,-52.57009865715757,-51.777226031758175,-49.22914162451971,0.9190386231382685,0.9186026622475444,0.918602662248719,0.9172074468379081
3.0500000000000003,-20.815968468595255,-52.57155158785318,-51.7782273302771,-49.22858282345758,0.9190312591655894,0.9185980692457205,0.9185980692468989,0.9171982748093224
3.06,-20.791530150351733,-52.57299020447708,-51.779218756197636,-49.22802774854225,0.9190238800871318,0.9185934762668616,0.9185934762680437,0.9171891028724566
3.0700000000000003,-20.76749178261627,-52.57441464275496,-51.78020039942307,-49.22747636400652,0.9190164861211442,0.9185888833109676,0.9185888833121533,0.9171799310273097
3.08,-20.743846456624784,-52.57582503711732,-51.78117234903736,-49.226928634426855,0.9190090774830465,0.9185842903780382,0.9185842903792276,0.9171707592738808
3.09,-20.720587389615684,-52.57722152071039,-51.78213469331283,-49.226384524720025,0.9190016543854335,0.9185796974680736,0.9185796974692666,0.9171615876121689
3.1,-20.69770792352773,-52.5786042254073,-51.78308751971765,-49.225844000139794,0.9189942170380867,0.9185751045810733,0.9185751045822701,0.9171524160421732
3.11,-20.675201522452895,-52.579973281819846,-51.78403091492316,-49.22530702627366,0.9189867656480061,0.9185705117170374,0.9185705117182379,0.9171432445638927
3.12,-20.653061770578137,-52.58132881930987,-51.78496496481114,-49.22477356903966,0.9189793004194328,0.9185659188759658,0.91856591887717,0.9171340731773266
3.13,-20.631282374447274,-52.5826709659974,-51.78588975448194,-49.224243594682726,0.9189718215537883,0.9185613260578583,0.9185613260590663,0.917124901882474
3.14,-20.609857155154288,-52.583999848776195,-51.78680536826045,-49.22371706977211,0.918964329249812,0.9185567332627149,0.9185567332639265,0.9171157306793337
3.15,-20.588780046599467,-52.58531559332466,-51.78771188970329,-49.223193961198206,0.9189568237035795,0.9185521404905355,0.9185521404917507,0.9171065595679051
3.16,-20.56804509405358,-52.58661832411666,-51.788609401605875,-49.222674236169446,0.9189493051085181,0.9185475477413197,0.9185475477425388,0.9170973885481871
3.17,-20.547646451922922,-52.5879081644327,-51.78949798600938,-49.222157862209215,0.918941773655437,0.9185429550150677,0.9185429550162904,0.9170882176201789
3.18,-20.527578381698127,-52.589185236371065,-51.790377724207595,-49.22164480715283,0.9189342295325549,0.9185383623117793,0.9185383623130057,0.9170790467838794
3.19,-20.507835251950503,-52.590449660857026,-51.791248696754586,-49.221135039144116,0.918926672925473,0.9185337696314543,0.9185337696326844,0.9170698760392879
3.2,-20.488411533974805,-52.59170155765578,-51.792110983470515,-49.22062852663296,0.9189191040172667,0.9185291769740926,0.9185291769753264,0.9170607053864034
3.21,-20.469301799779164,-52.5929410453834,-51.79296466344824,-49.220125238372304,0.9189115229885141,0.9185245843396942,0.9185245843409318,0.917051534825225
3.22,-20.45050072052991,-52.59416824151722,-51.79380981506014,-49.21962514341522,0.9189039300173143,0.9185199917282589,0.9185199917295002,0.9170423643557517
3.23,-20.43200306458472,-52.59538326240663,-51.794646515964644,-49.21912821111203,0.9188963252793183,0.9185153991397865,0.9185153991410315,0.9170331939779827
3.24,-20.413803695603956,-52.59658622328369,-51.795474843112686,-49.21863441110742,0.9188887089477565,0.9185108065742772,0.9185108065755258,0.9170240236919169
3.25,-20.395897571553128,-52.597777238272315,-51.79629487275505,-49.21814371333727,0.9188810811934256,0.9185062140317305,0.9185062140329828,0.9170148534975536
3.2600000000000002,-20.378279742012918,-52.598956420400086,-51.797106680447804,-49.21765608802621,0.9188734421847593,0.9185016215121465,0.9185016215134024,0.9170056833948919
3.27,-20.360945346290187,-52.60012388160885,-51.79791034105863,-49.21717150568493,0.9188657920878627,0.9184970290155251,0.9184970290167848,0.9169965133839305
3.2800000000000002,-20.343889611877334,-52.60127973276463,-51.798705928773195,-49.21668993710733,0.9188581310665295,0.918492436541866,0.9184924365431294,0.9169873434646689
3.29,-20.327107852729107,-52.60242408366791,-51.799493517101354,-49.21621135336784,0.9188504592822723,0.9184878440911692,0.9184878440924363,0.9169781736371061
3.3000000000000003,-20.31059546757405,-52.603557043063745,-51.800273178883344,-49.21573572581868,0.9188427768943487,0.9184832516634348,0.9184832516647055,0.916969003901241
3.31,-20.294347938251747,-52.60467871865046,-51.80104498629743,-49.215263026086454,0.918835084059734,0.9184786592586623,0.9184786592599367,0.9169598342570728
3.3200000000000003,-20.278360828105257,-52.60578921709123,-51.801809010864076,-49.21479322607042,0.9188273809332148,0.9184740668768518,0.9184740668781299,0.9169506647046007
3.33,-20.262629780398903,-52.60688864402411,-51.802565323451674,-49.21432629793998,0.9188196676674253,0.9184694745180032,0.918469474519285,0.9169414952438236
3.34,-20.24715051676649,-52.607977104071466,-51.80331399428299,-49.213862214131865,0.918811944412856,0.9184648821821163,0.9184648821834017,0.9169323258747407
3.35,-20.23191883569773,-52.60905470084968,-51.80405509294098,-49.213400947347594,0.9188042113178827,0.918460289869191,0.9184602898704801,0.916923156597351
3.36,-20.216930611059645,-52.610121536978845,-51.80478868837454,-49.21294247055095,0.9187964685287954,0.9184556975792272,0.91845569758052,0.9169139874116535
3.37,-20.202181790652872,-52.61117771409235,-51.80551484890425,-49.2124867569655,0.9187887161898265,0.9184511053122248,0.9184511053135214,0.9169048183176476
3.38,-20.187668394802966,-52.61222333284639,-51.806233642227944,-49.21203378007215,0.9187809544431799,0.9184465130681837,0.918446513069484,0.9168956493153321
3.39,-20.173386514986632,-52.613258492929425,-51.806945135426325,-49.21158351360672,0.9187731834290599,0.9184419208471037,0.9184419208484077,0.9168864804047061
3.4,-20.15933231241177,-52.614283293071345,-51.807649394968756,-49.211135931557415,0.9187654032856912,0.9184373286489849,0.9184373286502925,0.9168773115857689
3.41,-20.14550201477251,-52.61529783104889,-51.80834648672557,-49.210691008159095,0.9187576141491457,0.9184327364738268,0.9184327364751381,0.9168681428585194
3.42,-20.131891917223246,-52.61630220369934,-51.80903647596553,-49.210248717894814,0.9187498161536046,0.9184281443216297,0.9184281443229447,0.9168589742229566
3.43,-20.11849838131352,-52.61729650692994,-51.809719427360534,-49.20980903549382,0.9187420094314063,0.9184235521923932,0.918423552193712,0.9168498056790798
3.44,-20.105317833115837,-52.61828083572562,-51.81039540499329,-49.20937193592809,0.9187341941130042,0.9184189600861173,0.9184189600874397,0.9168406372268879
3.45,-20.092346762032598,-52.61925528415791,-51.81106447236258,-49.20893739441004,0.9187263703269931,0.918414368002802,0.9184143680041281,0.9168314688663801
3.46,-20.079581719636707,-52.620219945393735,-51.81172669238855,-49.208505386390286,0.918718538200135,0.918409775942447,0.9184097759437767,0.9168223005975555
3.47,-20.06701931854584,-52.62117491170419,-51.812382127417834,-49.208075887555324,0.9187106978573849,0.9184051839050521,0.9184051839063856,0.9168131324204131
3.48,-20.05465623133041,-52.62212027447315,-51.81303083922875,-49.20764887382539,0.9187028494219165,0.9184005918906175,0.9184005918919547,0.916803964334952
3.49,-20.042489189455193,-52.62305612420592,-51.813672889036326,-49.20722432135222,0.9186949930151477,0.9183959998991429,0.9183959999004837,0.9167947963411713
3.5,-20.030514981977362,-52.623982550537676,-51.81430833749766,-49.20680220651672,0.9186871287567601,0.9183914079306281,0.9183914079319727,0.9167856284390701
3.5100000000000002,-20.018730448521644,-52.62489964224228,-51.81493724472457,-49.20638250592309,0.9186792567645822,0.9183868159850732,0.9183868159864215,0.9167764606286475
3.52,-20.007132485448356,-52.625807487240166,-51.815559670279434,-49.20596519640114,0.9186713771547824,0.9183822240624778,0.9183822240638299,0.9167672929099024
3.5300000000000002,-19.995718045258126,-52.62670617260661,-51.8161756731796,-49.20555025500439,0.9186634900419017,0.9183776321628422,0.9183776321641978,0.9167581252828342
3.54,-19.984484133680315,-52.62759578458001,-51.81678531190471,-49.20513765900678,0.9186555955388315,0.9183730402861658,0.9183730402875252,0.9167489577474417
3.5500000000000003,-19.973427808726868,-52.628476408569945,-51.817388644401596,-49.20472738590055,0.9186476937568361,0.9183684484324488,0.9183684484338118,0.9167397903037242
3.56,-19.962546179775874,-52.629348129165265,-51.817985728089,-49.20431941339421,0.9186397848055763,0.9183638566016911,0.9183638566030577,0.9167306229516806
3.5700000000000003,-19.95183640668487,-52.63021103014195,-51.818576619862355,-49.20391371941048,0.9186318687931312,0.9183592647938924,0.9183592647952628,0.9167214556913101
3.58,-19.94129569893385,-52.631065194471,-51.81916137609845,-49.20351028208428,0.9186239458260208,0.9183546730090527,0.9183546730104268,0.9167122885226118
3.59,-19.93092131479801,-52.631910704326195,-51.81974005266004,-49.20310907976075,0.9186160160092283,0.9183500812471719,0.9183500812485497,0.9167031214455846
3.6,-19.920710560178215,-52.63274764109199,-51.82031270490078,-49.2027100909931,0.9186080794462185,0.9183454895082498,0.9183454895096314,0.9166939544602278
3.61,-19.91066078044233,-52.63357608537527,-51.82087938767683,-49.20231329453724,0.9186001362388959,0.9183408977922864,0.9183408977936716,0.9166847875665405
3.62,-19.900769368600493,-52.63439611700786,-51.82144015534281,-49.201918669354,0.9185921864877037,0.9183363060992815,0.9183363061006703,0.9166756207645215
3.63,-19.89103376476512,-52.63520781505394,-51.821995061756006,-49.201526194607325,0.9185842302916458,0.918331714429235,0.9183317144306276,0.9166664540541701
3.64,-19.88145145307933,-52.63601125781868,-51.822544160283044,-49.20113584966127,0.9185762677482884,0.9183271227821468,0.918327122783543,0.9166572874354855
3.65,-19.872019960958326,-52.636806522855615,-51.82308750380431,-49.20074761407815,0.9185682989537791,0.9183225311580167,0.9183225311594166,0.9166481209084665
