t,ANX1,ANC
7.97,0.0,0.910483026683179
7.98,0.0,0.910528089114608
7.99,0.0,0.9105731140206001
8.0,0.0,0.9106181014327425
8.01,0.0,0.9106630513825998
8.02,0.0,0.9107079639017153
8.03,0.0,0.9107528390216098
8.040000000000001,0.0,0.9107976767737824
8.05,0.0,0.9108424771897109
8.06,0.0,0.9108872403006512
8.07,0.0,0.9109319661289603
8.08,0.0,0.910976654700874
8.09,0.0,0.9110213060474187
8.1,0.0,0.9110659201995955
8.11,0.0,0.9111104971883797
8.120000000000001,0.0,0.9111550370447207
8.13,0.0,0.9111995397995428
8.14,0.0,0.9112440054837444
8.15,0.0,0.9112884341281984
8.16,0.0,0.9113328257637519
8.17,0.0,0.911377180421227
8.18,0.0,0.9114214981314197
8.19,0.0,0.9114657789251011
8.2,0.0,0.9115100228330165
8.21,0.0,0.9115542298858859
8.22,0.0,0.9115984001144039
8.23,0.0,0.9116425335492396
8.24,0.0,0.9116866302210371
8.25,0.0,0.9117306901604149
8.26,0.0,0.9117747133979661
8.27,0.0,0.9118186999642589
8.28,0.0,0.9118626498898359
8.290000000000001,0.0,0.9119065632052149
8.3,0.0,0.9119504399408881
8.31,0.0,0.9119942801273226
8.32,0.0,0.9120380837949608
8.33,0.0,0.9120818509742192
8.34,0.0,0.9121255816954901
8.35,0.0,0.9121692759891399
8.36,0.0,0.9122129338855106
8.370000000000001,0.0,0.9122565554149189
8.38,0.0,0.9123001406076565
8.39,0.0,0.9123436894939903
8.4,0.0,0.9123872021041619
8.41,0.0,0.9124306784683885
8.42,0.0,0.9124741186168621
8.43,0.0,0.9125175225797499
8.44,0.0,0.9125608903871942
8.45,0.0,0.9126042220693127
8.46,0.0,0.912647517656198
8.47,0.0,0.9126907771779181
8.48,0.0,0.9127340006645164
8.49,0.0,0.9127771881460113
8.5,0.0,0.9128203396523968
8.51,0.0,0.9128634552136422
8.52,0.0,0.9129065348596919
8.53,0.0,0.9129495786204659
8.540000000000001,0.0,0.9129925865258597
8.55,0.0,0.9130355586057441
8.56,0.0,0.9130784948899654
8.57,0.0,0.9131213954083454
8.58,0.0,0.9131642601906813
8.59,0.0,0.9132070892667462
8.6,0.0,0.9132498826662884
8.61,0.0,0.9132926404190318
8.620000000000001,0.0,0.9133353625546763
8.63,0.0,0.9133780491028969
8.64,0.0,0.9134207000933449
8.65,0.0,0.9134633155556466
8.66,0.0,0.9135058955194045
8.67,0.0,0.9135484400141969
8.68,0.0,0.9135909490695775
8.69,0.0,0.9136334227150761
8.700000000000001,0.0,0.913675860980198
8.71,0.0,0.9137182638944249
8.72,0.0,0.9137606314872138
8.73,0.0,0.9138029637879977
8.74,0.0,0.9138452608261859
8.75,0.0,0.9138875226311634
8.76,0.0,0.913929749232291
8.77,0.0,0.9139719406589057
8.78,0.0,0.9140140969403208
8.790000000000001,0.0,0.9140562181058248
8.8,0.0,0.9140983041846833
8.81,0.0,0.9141403552061373
8.82,0.0,0.9141823711994043
8.83,0.0,0.9142243521936775
8.84,0.0,0.9142662982181269
8.85,0.0,0.9143082093018982
8.86,0.0,0.9143500854741134
8.870000000000001,0.0,0.9143919267638712
8.88,0.0,0.9144337332002458
8.89,0.0,0.9144755048122886
8.9,0.0,0.9145172416290264
8.91,0.0,0.9145589436794631
8.92,0.0,0.9146006109925786
8.93,0.0,0.9146422435973294
8.94,0.0,0.9146838415226481
8.950000000000001,0.0,0.9147254047974442
8.96,0.0,0.9147669334506034
8.97,0.0,0.9148084275109879
8.98,0.0,0.9148498870074365
8.99,0.0,0.9148913119687647
9.0,0.0,0.9149327024237642
9.01,0.0,0.9149740584012037
9.02,0.0,0.9150153799298283
9.03,0.0,0.9150566670383599
9.040000000000001,0.0,0.9150979197554969
9.05,0.0,0.9151391381099145
9.06,0.0,0.9151803221302648
9.07,0.0,0.9152214718451763
9.08,0.0,0.9152625872832547
9.09,0.0,0.9153036684730821
9.1,0.0,0.9153447154432178
9.11,0.0,0.9153857282221977
9.120000000000001,0.0,0.9154267068385347
9.13,0.0,0.9154676513207184
9.14,0.0,0.9155085616972158
9.15,0.0,0.9155494379964705
9.16,0.0,0.915590280246903
9.17,0.0,0.9156310884769111
9.18,0.0,0.9156718627148696
9.19,0.0,0.91571260298913
9.200000000000001,0.0,0.9157533093280216
9.21,0.0,0.9157939817598498
9.22,0.0,0.9158346203128982
9.23,0.0,0.9158752250154267
9.24,0.0,0.9159157958956731
9.25,0.0,0.9159563329818518
9.26,0.0,0.9159968363021548
9.27,0.0,0.9160373058847513
9.28,0.0,0.9160777417577877
9.290000000000001,0.0,0.9161181439493878
9.3,0.0,0.9161585124876528
9.31,0.0,0.916198847400661
9.32,0.0,0.9162391487164685
9.33,0.0,0.9162794164631084
9.34,0.0,0.9163196506685914
9.35,0.0,0.9163598513609059
9.36,0.0,0.9164000185680174
9.370000000000001,0.0,0.9164401523178692
9.38,0.0,0.9164802526383821
9.39,0.0,0.9165203195574542
9.4,0.0,0.9165603531029615
9.41,0.0,0.9166003533027576
9.42,0.0,0.9166403201846736
9.43,0.0,0.9166802537765182
9.44,0.0,0.9167201541060782
9.450000000000001,0.0,0.9167600212011177
9.46,0.0,0.9167998550893786
9.47,0.0,0.9168396557985807
9.48,0.0,0.9168794233564217
9.49,0.0,0.9169191577905769
9.5,0.0,0.9169588591286918
9.51,0.0,0.916998527396883
9.52,0.0,0.9170381626215767
9.53,0.0,0.9170777648302916
9.540000000000001,0.0,0.9171173340505234
9.55,0.0,0.9171568703097455
9.56,0.0,0.9171963736354081
9.57,0.0,0.9172358440549385
9.58,0.0,0.917275281595742
9.59,0.0,0.9173146862852004
9.6,0.0,0.9173540581506732
9.61,0.0,0.9173933972194972
9.620000000000001,0.0,0.9174327035189864
9.63,0.0,0.9174719770764324
9.64,0.0,0.917511217919104
9.65,0.0,0.9175504260742474
9.66,0.0,0.9175896015690866
9.67,0.0,0.9176287444308227
9.68,0.0,0.9176678546866343
9.69,0.0,0.9177069323636776
9.700000000000001,0.0,0.9177459774890864
9.71,0.0,0.9177849900899718
9.72,0.0,0.9178239701934229
9.73,0.0,0.9178629178265059
9.74,0.0,0.9179018330162649
9.75,0.0,0.9179407157897216
9.76,0.0,0.9179795661738753
9.77,0.0,0.918018384195703
9.78,0.0,0.9180571698821596
9.790000000000001,0.0,0.9180959232601773
9.8,0.0,0.9181346443566664
9.81,0.0,0.9181733331985148
9.82,0.0,0.9182119898125882
9.83,0.0,0.9182506142257303
9.84,0.0,0.9182892064647623
9.85,0.0,0.9183277665564836
9.86,0.0,0.9183662945276713
9.870000000000001,0.0,0.9184047904050803
9.88,0.0,0.9184432542154435
9.89,0.0,0.9184816859854719
9.9,0.0,0.9185200857418542
9.91,0.0,0.9185584535112572
9.92,0.0,0.9185967893203258
9.93,0.0,0.918635093195683
9.94,0.0,0.9186733651639295
9.950000000000001,0.0,0.9187116052516442
9.96,0.0,0.9187498134853843
9.97,0.0,0.918787989891685
9.98,0.0,0.9188261344970595
9.99,0.0,0.9188642473279993
