t,ATP,ADP,PCr,Cr,Pi,ATP_i,ADP_i,PCr_i,Cr_i,Pi_i
2.6,-385.72775643471107,10085.72967951165,-0.03028383493769335,26000.03028383497,30548.668434931966,-815.7060972741608,10515.7080203511,-5.396991767578794,26005.396991767615,30743.703353094115
2.61,-493.04990174632115,10193.051824823262,-1.887191311742517,26001.88719131178,30657.869449246253,-923.5782131866141,10623.580136263554,-7.144777310770705,26007.144777310805,30853.059716239266
2.62,-600.4518590749227,10300.453782151862,-3.7025265677506924,26003.702526567788,30767.10822926823,-1031.5180149063067,10731.519937983247,-8.854141081644954,26008.854141081683,30962.45103248145
2.63,-707.931525299501,10407.93344837644,-5.477696115135459,26005.477696115173,30876.384094020777,-1139.5238074525657,10839.525730529507,-10.526358030910002,26010.526358030947,31071.87669420995
2.64,-815.486880455009,10515.488803531947,-7.214041754557736,26007.214041754592,30985.696380225207,-1247.5939603297345,10947.595883406673,-12.16264492797916,26012.16264492802,31181.336109070173
2.65,-923.1159832983761,10623.117906375313,-8.912844318318971,26008.912844318354,31095.044441714283,-1355.7269033766152,11055.728826453555,-13.764165283181725,26013.764165283217,31290.828699488917
2.66,-1030.8169671305359,10730.818890207474,-10.57532730079356,26010.575327300834,31204.427648871122,-1463.921124487134,11163.92304756407,-15.332030975350476,26015.332030975387,31400.353902185165
2.67,-1138.5880359292498,10838.589959006189,-12.20266011721587,26012.202660117255,31313.84538808698,-1572.1751662115703,11272.177089288509,-16.867306004294313,26016.867306004333,31509.911167729933
2.68,-1246.4274607241,10946.42938380104,-13.795961167413774,26013.795961167456,31423.29706124118,-1680.4876231248095,11380.489546201748,-18.37100917544446,26018.371009175487,31619.499960104422
2.69,-1354.3335762107774,11054.335499287718,-15.35630071907354,26015.356300719115,31532.782085202245,-1788.8571395492297,11488.859062626168,-19.844115996615606,26019.844115996657,31729.11975627728
2.7,-1462.3047775872135,11162.306700664154,-16.88470354191971,26016.88470354196,31642.29989134634,-1897.2824070089637,11597.284330085904,-21.28756140121412,26021.28756140126,31838.77004580386
2.71,-1570.339517584362,11270.341440661301,-18.382151383685017,26018.382151383725,31751.84992509439,-2005.7621619794156,11705.764085056357,-22.70224197277168,26022.702241972816,31948.450330436237
2.72,-1678.4363036803784,11378.438226757318,-19.84958529470722,26019.84958529475,31861.431645467215,-2114.2951838894132,11814.297106966353,-24.089017762356487,26024.0890177624,32058.160123746395
2.73,-1786.5936954942392,11486.595618571178,-21.287907782030725,26021.287907782073,31971.044524657267,-2222.8802931471782,11922.882216224118,-25.448714190207866,26025.44871419025,32167.898950765644
2.74,-1894.8103023438746,11594.812225420816,-22.697984815018124,26022.697984815062,32080.688047617292,-2331.5163493254317,12031.51827240237,-26.782123811797135,26026.78212381184,32277.66634763665
2.75,-2003.0847809481886,11703.08670402513,-24.080647698942613,26024.080647698986,32190.36171166362,-2440.2022492006563,12140.204172277596,-28.09000827909162,26028.090008279138,32387.461861282136
2.7600000000000002,-2111.4158332369716,11811.417756313913,-25.436694875000896,26025.436694875043,32300.0650260934,-2548.936925463065,12248.938848540005,-29.373099389241773,26029.373099389286,32497.28504907543
2.77,-2219.8022043183146,11919.804127395257,-26.76689355776386,26026.766893557804,32409.797511816098,-2657.7193448369853,12357.721267913927,-30.632100975294087,26030.632100975337,32607.13547853229
2.7800000000000002,-2328.242680559132,12028.244603636074,-28.071981288535486,26028.07198128858,32519.558701000275,-2766.5485067944355,12466.550429871379,-31.867690046835193,26031.867690046878,32717.01272701024
2.79,-2436.736087776023,12136.738010852965,-29.352667386220514,26029.352667386265,32629.34813673281,-2875.4234421349265,12575.42536521187,-33.080518131419055,26033.080518131464,32826.91638141977
2.8000000000000003,-2545.2812895201128,12245.283212597056,-30.609634318473475,26030.609634318516,32739.165372689993,-2984.343211663709,12684.34513474065,-34.27121249800597,26034.27121249805,32936.84603794506
2.81,-2653.877185462774,12353.879108539717,-31.8435389861781,26031.843538986224,32849.00997282126,-3093.3069049513783,12793.30882802832,-35.440377291335864,26035.44037729138,33046.80130177524
2.82,-2762.5227098769064,12462.52463295385,-33.055013925764996,26033.05501392581,32958.88151104564,-3202.313639158807,12902.315562235748,-36.588594602961095,26036.588594603007,33156.78178684636
2.83,-2871.216830124519,12571.218753201461,-34.24466850520104,26034.244668505245,33068.779570948755,-3311.362557887875,13011.364480964818,-37.716425523358225,26037.716425523402,33266.787115582985
2.84,-2979.9585453071,12679.960468384043,-35.413089980278755,26035.413089980324,33178.70374550116,-3420.452830150463,13120.454753227406,-38.82441107261287,26038.82441107266,33376.81691865789
2.85,-3088.74688505954,12788.748808136483,-36.56084442815896,26036.560844428204,33288.65363679637,-3529.5836494192235,13229.585572496166,-39.91307305286644,26039.913073052914,33486.87083476826
2.86,-3197.580908160961,12897.582831237904,-37.688477840337534,26037.688477840384,33398.62885576584,-3638.754232547416,13338.75615562436,-40.98291501985441,26040.9829150199,33596.94851039309
2.87,-3306.4597015152867,13006.46162459223,-38.796516898510106,26038.796516898557,33508.629021943576,-3747.9638189533375,13447.965742030281,-42.034422995567155,26042.034422995617,33707.04959959187
2.88,-3415.382379001959,13115.3843020789,-39.88546986490774,26039.885469864956,33618.65376321676,-3857.21166976429,13557.213592841234,-43.068066225285506,26043.068066225333,33817.173763791136
2.89,-3524.3480803388893,13224.350003415831,-40.955827459022295,26040.95582745907,33728.70271557523,-3966.4970669076624,13666.498989984604,-44.084297990017035,26044.084297990066,33927.320671570196
2.9,-3633.3559701652853,13333.357893242228,-42.008063551229654,26042.00806355128,33838.775522895696,-4075.8193124091763,13775.821235486119,-45.083556216000375,26045.083556216046,34037.48999847535
2.91,-3742.4052371149664,13442.40716019191,-43.042635863528616,26043.042635863578,33948.87183672379,-4185.177727675205,13885.179650752147,-46.06626410049902,26046.066264100544,34147.681426832496
2.92,-3851.4950926990937,13551.497015776036,-44.05998683273271,26044.059986832784,34058.9913160286,-4294.571652600328,13994.573575677272,-47.03283089860298,26047.032830898646,34257.89464553809
2.93,-3960.624770721939,13660.626693798882,-45.060544028177105,26045.060544028227,34169.13362703969,-4404.000445057008,14104.002368133952,-47.98365233728507,26047.98365233733,34368.12934991977
2.94,-4069.7935262199176,13769.79544929686,-46.04472096427007,26046.04472096432,34279.29844300971,-4513.463480192657,14213.4654032696,-48.919111240903725,26048.919111240953,34478.38524152767
2.95,-4179.000634827363,13879.002557904305,-47.01291756083294,26047.01291756088,34389.485444044796,-4622.960149921175,14322.962072998118,-49.83957794543653,26049.839577945484,34588.66202798787
2.96,-4288.245392040855,13988.247315117798,-47.965520690309155,26047.965520690363,34499.69431692089,-4732.4898620517815,14432.491785128723,-50.74541107861959,26050.745411078668,34698.95942285412
2.97,-4397.527112326152,14097.529035403097,-48.90290485134161,26048.90290485139,34609.92475487249,-4842.0520398473745,14542.053962924316,-51.63695790973763,26051.63695790979,34809.2771454175
2.98,-4506.845128683057,14206.847051760002,-49.8254324750854,26049.825432475136,34720.176457465495,-4951.64612196904,14651.64804504598,-52.51455430875156,26052.514554308807,34919.61492058988
2.99,-4616.198791747323,14316.200714824268,-50.73345459503933,26050.73345459509,34830.449130379304,-5061.271561287826,14761.273484364767,-53.378525882220835,26053.378525882275,35029.97247872713
3.0,-4725.587469398294,14425.589392475238,-51.62731110933498,26051.627311109387,34940.74248528373,-5170.927824500363,14870.929747577306,-54.229188333838415,26054.229188333895,35140.349555521374
3.0100000000000002,-4835.010545961806,14535.012469038751,-52.50733139809951,26052.507331398152,35051.056239653146,-5280.614391954076,14980.616315031019,-55.0668474007655,26055.066847400823,35250.745891836355
3.02,-4944.467421714313,14644.469344791258,-53.37383467228249,26053.373834672333,35161.390116624956,-5390.330757054343,15090.332680131287,-55.891799394338655,26055.891799394394,35361.161233588646
3.0300000000000002,-5053.957512428687,14753.95943550563,-54.227130269854406,26054.22713026991,35271.74384486241,-5500.076425619849,15200.078348696794,-56.70433196563866,26056.704331965695,35471.59533161934
3.04,-5163.480248652273,14863.482171729218,-55.06751821382691,26055.067518213877,35382.11715837988,-5609.8509156108585,15309.852838687802,-57.50472410526761,26057.504724105325,35582.047941551136
3.0500000000000003,-5273.035075414061,14973.036998491005,-55.89528940901545,26055.895289409065,35492.509796445214,-5719.653757094537,15419.655680171481,-58.29324607893005,26058.293246078985,35692.51882370812
3.06,-5382.621451573205,15082.623374650151,-56.71072610105934,26056.710726101108,35602.92150340704,-5829.484491353745,15529.486414430692,-59.07016039238028,26059.07016039244,35803.007742953174
3.0700000000000003,-5492.238849522806,15192.240772599751,-57.514102068399886,26057.51410206845,35713.35202859607,-5939.342670677888,15639.344593754833,-59.83572197779454,26059.835721977848,35913.51446859766
3.08,-5601.886754613539,15301.888677690484,-58.30568306733615,26058.305683067385,35823.80112617724,-6049.227858152125,15749.229781229067,-60.59017809952148,26060.59017809957,36024.038774295535
3.09,-5711.564664777801,15411.566587854746,-59.08572708188124,26059.085727081932,35934.26855503409,-6159.139627223727,15859.141550300672,-61.333768804318346,26061.33376880437,36134.58043793538
3.1,-5821.272090183895,15521.27401326084,-59.854484544766905,26059.854484544816,36044.75407866239,-6269.0775611467825,15969.079484223726,-62.066727579066054,26062.066727579113,36245.139241521385
3.11,-5931.008552720377,15631.010475797322,-60.612198726037,26060.612198726085,36155.25746502994,-6379.041252897933,16079.043175974877,-62.7892811831352,26062.789281183184,36355.714971079
3.12,-6040.773585760055,15740.775508837,-61.35910588885722,26061.359105888903,36265.77848649715,-6489.030305311442,16189.032228388385,-63.50164945965956,26063.50164945971,36466.30741659259
3.13,-6150.566733638871,15850.568656715815,-62.09543564937108,26062.09543564942,36376.31691967055,-6599.044329989907,16299.04625306685,-64.20404644893746,26064.204046448987,36576.91637185149
3.14,-6260.387551515892,15960.389474592836,-62.82141105699054,26062.821411057037,36486.872545343904,-6709.082947039333,16409.084870116276,-64.89668060993196,26064.89668060998,36687.541634397334
3.15,-6370.2356048104675,16070.237527887411,-63.53724900950356,26063.53724900955,36597.44514834683,-6819.145785375574,16519.147708452518,-65.57975435863622,26065.57975435868,36798.183005412284
3.16,-6480.110469110923,16180.112392187866,-64.24316029614552,26064.24316029619,36708.034517496446,-6929.232482880479,16629.234405957424,-66.25346386767175,26066.253463867717,36908.84028967594
3.17,-6590.011729663798,16290.013652740743,-64.93934995392091,26064.93934995397,36818.64044545498,-7039.342685030564,16739.344608107513,-66.91800044203663,26066.918000442085,37019.51329542582
3.18,-6699.938981275994,16399.940904352938,-65.6260173171247,26065.626017317172,36929.26272868128,-7149.476044819144,16849.47796789609,-67.57355055949506,26067.573550559544,37130.201834321066
3.19,-6809.891827845971,16509.893750922918,-66.30335635874036,26066.30335635879,37039.901167300515,-7259.632223121013,16959.63414619796,-68.22029535887316,26068.220295358922,37240.90572133055
3.2,-6919.869882235735,16619.87180531268,-66.97155576556965,26066.971555765616,37150.55556505237,-7369.8108882587285,17069.812811335676,-68.85841103414272,26068.85841103419,37351.62477468045
3.21,-7029.87276588802,16729.874688964966,-67.63079919671988,26067.630799196766,37261.225729174774,-7480.011715569815,17180.013638646764,-69.48806926911023,26069.488069269155,37462.35881575874
3.22,-7139.900108671515,16839.902031748465,-68.28126538441386,26068.28126538446,37371.91147034872,-7590.234387521755,17290.236310598702,-70.10943705591514,26070.109437055962,37573.10766906444
3.23,-7249.951548568455,16949.953471645407,-68.923128343715,26068.92312834376,37482.61260259864,-7700.478593258007,17400.480516334956,-70.72267709825269,26070.7226770983,37683.87116211887
3.24,-7360.026731498766,17060.02865457572,-69.55655748207249,26069.556557482116,37593.328943229615,-7810.744028515585,17510.745951592533,-71.32794788139574,26071.32794788144,37794.64912541189
3.25,-7470.125310964161,17170.127234041116,-70.18171785229974,26070.18171785234,37704.060312722395,-7921.030395428225,17621.032318505175,-71.92540375134841,26071.925403751393,37905.44139230852
3.2600000000000002,-7580.246948066414,17280.24887114337,-70.7987701210822,26070.798770121124,37814.80653471739,-8031.337402435616,17731.339325512567,-72.51519495631064,26072.515194956355,38016.24779903335
3.27,-7690.391310962372,17390.393234039326,-71.40787094675903,26071.4078709468,37925.56743585932,-8141.664763905869,17841.66668698282,-73.09746803289674,26073.097468032942,38127.06818453662
3.2800000000000002,-7800.558075062056,17500.559998139008,-72.00917281382684,26072.00917281387,38036.342845831,-8252.012199957193,17952.014123034143,-73.67236602344202,26073.672366023486,38237.90239051935
3.29,-7910.746922434826,17610.74884551178,-72.60282446095334,26072.602824460995,38147.13259718284,-8362.379436362917,18062.381359439867,-74.24002836857368,26074.24002836862,38348.750261286856
3.3000000000000003,-8020.957541902824,17720.95946497978,-73.18897080113342,26073.188970801173,38257.936525343175,-8472.766204781896,18172.76812785885,-74.80059064409788,26074.800590644143,38459.6116437556
3.31,-8131.18962875313,17831.191551830085,-73.7677531141786,26073.767753114218,38368.75446852631,-8583.172242450972,18283.174165527926,-75.35418482929795,26075.354184829343,38570.486387372446
3.3200000000000003,-8241.442884517344,17941.4448075943,-74.33930917899228,26074.33930917903,38479.58626765661,-8693.597291624132,18393.599214701087,-75.90093994524355,26075.900939945288,38681.374344046344
3.33,-8351.71701696228,18051.718940039234,-74.90377325841975,26074.90377325846,38590.43176634923,-8804.041099522248,18504.043022599206,-76.44098214883866,26076.44098214888,38792.275368128954
3.34,-8462.011739688036,18162.01366276499,-75.46127640148812,26075.46127640153,38701.290810793485,-8914.503418518883,18614.50534159584,-76.97443424412447,26076.974434244163,38903.18931631575
3.35,-8572.326772206023,18272.328695282977,-76.01194637708937,26076.01194637713,38812.16324976305,-9024.984005620829,18724.985928697784,-77.50141619655219,26077.50141619659,39014.11604765843
3.36,-8682.661839561995,18382.66376263895,-76.55590790503825,26076.55590790508,38923.04893449065,-9135.482622449768,18835.484545526724,-78.0220452794923,26078.02204527953,39125.055423446116
3.37,-8793.016672359123,18493.018595436075,-77.09328265085315,26077.093282650894,39033.94771867559,-9245.99903579591,18946.000958872868,-78.53643540426297,26078.536435404305,39236.007307213054
3.38,-8903.391006493466,18603.392929570422,-77.62418939492929,26077.62418939497,39144.85945839041,-9356.53301688523,19056.53493996219,-79.04469779702873,26079.04469779707,39346.97156465833
3.39,-9013.784583068895,18713.786506145847,-78.14874407568988,26078.14874407573,39255.78401204084,-9467.084341181766,19167.08626425872,-79.54694118161467,26079.546941181656,39457.94806360868
3.4,-9124.197148350677,18824.19907142763,-78.66705980492978,26078.66705980497,39366.72124033724,-9577.652788347108,19277.65471142406,-80.04327182225789,26080.043271822302,39568.93667399009
3.41,-9234.628453422369,18934.63037649932,-79.17924711658465,26079.179247116626,39477.67100619925,-9688.238142374175,19388.240065451126,-80.53379329650748,26080.533793296552,39679.937267747395
3.42,-9345.07825432137,19045.080177398322,-79.68541384293263,26079.685413842974,39588.633174770875,-9798.84019089576,19498.84211397271,-81.01860724099329,26081.018607241036,39790.94971885819
3.43,-9455.54631167239,19155.54823474934,-80.18566536911668,26080.185665369158,39699.607613308355,-9909.45872555141,19609.460648628363,-81.49781287928467,26081.497812879326,39901.97390322874
3.44,-9566.032390730532,19266.034313807486,-80.68010460591618,26080.68010460596,39810.59419118995,-10020.093542207225,19720.095465284176,-81.9715067403237,26081.971506740363,40013.00969870576
3.45,-9676.536261184954,19376.53818426191,-81.16883210560556,26081.16883210565,39921.59277984161,-10130.744440458475,19830.746363535425,-82.43978316344592,26082.43978316349,40124.05698500959
3.46,-9787.057697057515,19487.05962013447,-81.651946121633,26081.651946121678,40032.603252697925,-10241.411223458354,19941.413146535306,-82.90273446511542,26082.90273446516,40235.115643698395
3.47,-9897.59647664508,19597.598399722032,-82.1295426459224,26082.129542645966,40143.625485181336,-10352.093698033734,20052.09562111069,-83.36045079808797,26083.360450798136,40346.18555814811
3.48,-10008.1523823035,19708.154305380456,-82.60171554756496,26082.601715547607,40254.659354623014,-10462.791674570317,20162.793597647273,-83.81302017756055,26083.813020177608,40457.26661348479
3.49,-10118.72520054406,19818.727123621014,-83.06855646977493,26083.068556469818,40365.7047402735,-10573.504966398083,20273.50688947504,-84.26052930431995,26084.260529304367,40568.35869658668
3.5,-10229.314721705945,19929.3166447829,-83.53015508397635,26083.53015508402,40476.76152321152,-10684.23339034886,20384.235313425816,-84.7030627197757,26084.703062719822,40679.46169600974
3.5100000000000002,-10339.920740020145,20039.922663097102,-83.98659903560993,26083.986599035652,40587.829586348525,-10794.97676678256,20494.978689859512,-85.14070272729698,26085.140702727338,40790.57550199683
3.52,-10450.543053449837,20150.54497652679,-84.4379740367335,26084.437974036777,40698.90881437077,-10905.73491926049,20605.736842337443,-85.57352977073855,26085.57352977078,40901.700006421124
3.5300000000000002,-10561.181463597484,20261.18338667444,-84.88436391736471,26084.88436391741,40809.99909370321,-11016.50767429073,20716.509597367683,-86.00162271859118,26086.00162271863,41012.83510274922
3.54,-10671.835775665593,20371.837698742544,-85.32585065650434,26085.325850656547,40921.10031249497,-11127.29486141485,20827.296784491806,-86.42505868715554,26086.425058687197,41123.98068602776
3.5500000000000003,-10782.505798284617,20482.507721361573,-85.76251448599842,26085.76251448604,41032.21236055095,-11238.09631323175,20938.09823630871,-86.84391296220629,26086.84391296225,41235.136652830275
3.56,-10893.191343579936,20593.19326665689,-86.19443380217969,26086.194433802222,41143.33512934235,-11348.911864875314,21048.913787952275,-87.25825989010805,26087.258259890154,41346.30290124287
3.5700000000000003,-11003.892226921469,20703.894149998425,-86.62168537774544,26086.621685377788,41254.468511929954,-11459.741354386104,21159.74327746306,-87.66817200116503,26087.66817200121,41457.47933081866
3.58,-11114.608266959092,20814.61019003605,-87.04434432304356,26087.044344323083,41365.6124029651,-11570.584622887063,21270.586545964015,-88.07371989488408,26088.073719894925,41568.66584258671
3.59,-11225.339285503902,20925.34120858086,-87.46248415339777,26087.46248415344,41476.766698644526,-11681.441514316766,21381.44343739372,-88.47497253316062,26088.474972533197,41679.86233900352
3.6,-11336.085107447954,21036.087030524915,-87.87617682934513,26087.876176829388,41587.93129667787,-11792.311875035764,21492.31379811272,-88.87199768211019,26088.871997682145,41791.06872391139
3.61,-11446.845560734895,21146.847483811856,-88.28549278967517,26088.28549278972,41699.10609627639,-11903.195553789457,21603.19747686641,-89.26486176508719,26089.26486176512,41902.28490253299
3.62,-11557.620476216982,21257.62239929394,-88.69050102710884,26088.69050102715,41810.29099809473,-12014.092402079727,21714.09432515669,-89.65362955924681,26089.65362955929,42013.510781431636
3.63,-11668.409687730124,21368.411610807085,-89.09126899035452,26089.0912689904,41921.48590424145,-12125.00227352837,21825.004196605336,-90.03836519686669,26090.038365196917,42124.746268473915
3.64,-11779.213031867075,21479.214954944033,-89.48786279229559,26089.48786279234,42032.69071821287,-12235.925024152268,21935.926947229236,-90.41913130798743,26090.41913130804,42235.991272818566
3.65,-11890.030347998207,21590.032271075164,-89.88034717391746,26089.880347173963,42143.90534489247,-12346.860512791336,22046.8624358683,-90.79598877346912,26090.795988773516,42347.245704921
3.66,-12000.861478183524,21700.863401260485,-90.26878555546556,26090.268785555512,42255.12969051497,-12457.808600854614,22157.810523931574,-91.16899695084136,26091.168996950884,42458.50947649403
3.67,-12111.706267117974,21811.70819019493,-90.65324005518933,26090.653240055235,42366.36366263772,-12568.769151659711,22268.77107473667,-91.53821437269815,26091.538214372737,42569.782500458015
3.68,-12222.564562107285,21922.566485184245,-91.0337715231801,26091.033771523227,42477.60717013187,-12679.74203021062,22379.743953287576,-91.90369875105169,26091.903698751088,42681.06469094501
3.69,-12333.43621293275,22033.43813600971,-91.41043961064561,26091.410439610692,42588.86012313213,-12790.727104150263,22490.729027227215,-92.2655061843402,26092.26550618438,42792.35596327008
3.7,-12444.32107190913,22144.32299498609,-91.78330270081298,26091.78330270086,42700.122433045944,-12901.724243173565,22601.72616625052,-92.6236919498412,26092.623691949888,42903.656233891685
3.71,-12555.218993718743,22255.2209167957,-92.15241805545121,26092.152418055495,42811.39401249794,-13012.733318811304,22712.735241888262,-92.97831028093731,26092.978310280996,43014.96542040757
3.72,-12666.129835441057,22366.13175851802,-92.51784176596897,26092.517841766014,42922.67477533457,-13123.754205055046,22823.756128132012,-93.32941401927064,26093.32941401934,43126.28344154409
3.73,-12777.053456460593,22477.055379537553,-92.8796288107621,26092.879628810806,43033.964636586024,-13234.786777876401,22934.788700953373,-93.67705501506954,26093.677055015145,43237.610217115725
3.74,-12887.989718396437,22587.991641473396,-93.23783309382564,26093.23783309387,43145.263512435835,-13345.830914943721,23045.832838020695,-94.02128439291604,26094.021284392984,43348.94566799007
3.75,-12998.938485130991,22698.940408207956,-93.59250745220795,26093.592507452253,43256.571320226314,-13456.886495909514,23156.88841898648,-94.36215195674953,26094.3621519568,43460.28971614917
3.7600000000000002,-13109.899622721556,22809.90154579852,-93.9437036944302,26093.943703694476,43367.88797842348,-13567.953402280491,23267.955325357452,-94.69970644255929,26094.699706442603,43571.64228463336
3.77,-13220.8729992855,22920.874922362465,-94.29147263999089,26094.291472640038,43479.21340657461,-13679.031517452344,23379.033440529303,-95.03399579149996,26095.03399579154,43683.003297454765
3.7800000000000002,-13331.858485069917,23031.86040814688,-94.63586409726416,26094.635864097312,43590.547525332586,-13790.120726506813,23490.122649583776,-95.36506711952667,26095.365067119565,43794.372679641754
3.79,-13442.855952379197,23142.85787545616,-94.97692689681844,26094.976926896867,43701.89025642667,-13901.220916194728,23601.22283927169,-95.69296681157606,26095.692966811614,43905.750357198776
3.8000000000000003,-13553.86527543662,23253.867198513584,-95.31470898959161,26095.31470898964,43813.24152259736,-14012.331975020157,23712.33389809712,-96.01774014002676,26096.01774014007,44017.13625710668
3.81,-13664.886330458543,23364.888253535504,-95.6492573839731,26095.64925738402,43924.601247633014,-14123.45379319847,23823.455716275435,-96.33943158979223,26096.33943158984,44128.530307302564
3.8200000000000003,-13775.91899560376,23475.920918680724,-95.9806181782233,26095.98061817827,44035.96935634647,-14234.586262707804,23934.58818578477,-96.65808474014514,26096.6580847402,44239.93243667442
3.83,-13886.963150826681,23586.965073903644,-96.30883664724846,26096.308836647295,44147.34577451178,-14345.72927691401,24045.73119999098,-96.97374253491502,26096.97374253497,44351.34257499508
3.84,-13998.018677959906,23698.02060103687,-96.63395718653449,26096.63395718658,44258.73042889171,-14456.88273095257,24156.884654029534,-97.28644695386929,26097.28644695392,44462.760652963494
3.85,-14109.08546069946,23809.087383776423,-96.95602331447897,26096.956023314524,44370.12324722169,-14568.046521787492,24268.04844486446,-97.59623890548684,26097.596238905535,44574.18660220027
3.86,-14220.163384402063,23920.165307479027,-97.27507780568604,26097.27507780573,44481.52415815131,-14679.220547661815,24379.22247073878,-97.90315881697332,26097.903158817022,44685.620355156316
3.87,-14331.252336195557,24031.25425927252,-97.59116261129786,26097.59116261134,44592.933091265586,-14790.404708350148,24490.406631427115,-98.2072463122924,26098.20724631234,44797.06184515806
3.88,-14442.352204961784,24142.354128038747,-97.90431886979404,26097.904318869838,44704.34997707744,-14901.598904727485,24601.600827804446,-98.5085406054728,26098.50854060552,44908.5110063829
3.89,-14553.462881164267,24253.46480424123,-98.21458700706633,26098.21458700711,44815.77474696431,-15012.803039487659,24712.80496256462,-98.80707985589872,26098.807079855946,45019.967773828175
3.9,-14664.584256917327,24364.58617999429,-98.52200669697324,26098.522006697018,44927.20733319105,-15124.017016564587,24824.018939641548,-99.10290166675432,26099.1029016668,45131.43208331079
3.91,-14775.716225947186,24475.71814902415,-98.8266168974524,26098.826616897495,45038.647668907455,-15235.240741307978,24935.24266438494,-99.39604290911201,26099.396042909157,45242.903871463706
3.92,-14886.858683508355,24586.860606585316,-99.12845586567916,26099.128455865724,45150.0956880828,-15346.474120279037,25046.476043355997,-99.68653991476324,26099.68653991481,45354.38307568902
3.93,-14998.01152639133,24698.013449468293,-99.42756117373139,26099.427561173776,45261.551325528635,-15457.717061405265,25157.71898448223,-99.97442832785988,26099.9744283279,45465.86963417064
3.94,-15109.174652939855,24809.176576016816,-99.72396968103351,26099.723969681076,45373.01451689948,-15568.969474400606,25268.971397477573,-100.2597428285288,26100.25974282857,45577.36348588644
3.95,-15220.347962898662,24920.349885975626,-100.0177176424672,26100.01771764251,45484.48519862867,-15680.231269800277,25380.233192877244,-100.54251778097026,26100.54251778101,45688.86457053118
3.96,-15331.5313574702,25031.53328054716,-100.30884065827401,26100.308840658316,45595.96330794919,-15791.502359574111,25491.504282651076,-100.82278682241193,26100.822786822457,45800.37282854827
3.97,-15442.7247393663,25142.72666244326,-100.59737363236125,26100.5973736324,45707.44878289775,-15902.78265668962,25602.784579766583,-101.10058322820595,26101.10058322825,45911.88820112916
3.98,-15553.928012589226,25253.929935666183,-100.8833509222036,26100.883350922246,45818.941562251486,-16014.072075567929,25714.07399864489,-101.37593947058144,26101.375939470625,46023.41063015818
3.99,-15665.141082530905,25365.143005607868,-101.16680626276944,26101.166806262812,45930.441585547596,-16125.370531735822,25825.372454812783,-101.64888753950312,26101.648887539548,46134.940058228654
4.0,-15776.363855989057,25476.365779066018,-101.44777276485614,26101.4477727649,46041.94879308868,-16236.67794189666,25936.67986497362,-101.91945876311121,26101.919458763157,46246.4764286429
4.01,-15887.5962410106,25587.59816408756,-101.72628299411632,26101.726282994157,46153.463125882874,-16347.994223868014,26047.996146944974,-102.18768403618269,26102.187684036227,46358.01968536667
4.0200000000000005,-15998.83814694953,25698.84007002649,-102.00236894219286,26102.002368942234,46264.98452566127,-16459.31929658017,26159.321219657133,-102.45359369291526,26102.45359369296,46469.569773038944
4.03,-16110.089484445183,25810.09140752214,-102.27606204902288,26102.276062049063,46376.51293488222,-16570.653080065185,26270.65500314215,-102.71721756972771,26102.71721756977,46581.12663697905
4.04,-16221.350165355825,25921.352088432785,-102.54739321882612,26102.547393218865,46488.0482966793,-16681.995495399253,26381.997418476214,-102.97858499204548,26102.978584992088,46692.69022313592
4.05,-16332.620102756904,26032.62202583386,-102.8163928324852,26102.816392832523,46599.590554872884,-16793.346464697577,26493.34838777454,-103.23772480462091,26103.23772480466,46804.26047810064
4.0600000000000005,-16443.899210957432,26143.901134034393,-103.08309072674176,26103.08309072678,46711.139653974235,-16904.70591136416,26604.70783444112,-103.49466522684115,26103.49466522688,46915.83734911066
4.07,-16555.187405406232,26255.189328483193,-103.3475162577195,26103.34751625776,46822.695539142966,-17016.073759668434,26716.075682745395,-103.74943408888272,26103.749434088924,47027.42078400948
4.08,-16666.484602700577,26366.48652577754,-103.6096982889641,26103.609698289,46934.25815619012,-17127.44993492604,26827.451858002998,-104.00205873070352,26104.002058730744,47139.01073125016
4.09,-16777.79072062591,26477.792643702873,-103.8696651671371,26103.869665167174,47045.82745158752,-17238.834363253063,26938.83628633002,-104.2525661820766,26104.252566182116,47250.607139901935
4.1,-16889.1056780374,26589.107601114363,-104.12744478884957,26104.12744478889,47157.40337242508,-17350.22697186459,27050.228894941545,-104.50098293485502,26104.500982934893,47362.20995961391
4.11,-17000.42939487116,26700.43131794812,-104.3830645927145,26104.383064592752,47268.9858664109,-17461.62768893062,27161.629612007575,-104.74733504731368,26104.747335047352,47473.81914061401
4.12,-17111.76179216104,26811.763715238,-104.63655154574239,26104.636551545784,47380.574881873355,-17573.036443643487,27273.038366720444,-104.99164806578675,26104.99164806583,47585.43463371078
4.13,-17223.102792042733,26923.104715119694,-104.88793213638638,26104.887932136426,47492.17036775915,-17684.453166390627,27384.455089467585,-105.23394686157376,26105.233946861616,47697.05639029222
4.14,-17334.45231761255,27034.454240689513,-105.1372324646791,26105.13723246472,47603.77227358244,-17795.877788158985,27495.879711235943,-105.47425618108991,26105.474256181133,47808.68436227787
4.15,-17445.810293004273,27145.812216081235,-105.38447818767192,26105.384478187712,47715.380549447276,-17907.310240996838,27607.312164073795,-105.71260020715967,26105.712600207204,47920.31850214033
