t,NatP,MisP,Ub,E1,E2,E3,DUB,Proteasome,ROS,E1_Ub,E2_Ub,E3_MisP,MisP_Ub,MisP_Ub2,MisP_Ub3,MisP_Ub4,MisP_Ub5,MisP_Ub6,MisP_Ub7,MisP_Ub8,MisP_Ub4_Proteasome,MisP_Ub5_Proteasome,MisP_Ub6_Proteasome,MisP_Ub7_Proteasome,MisP_Ub8_Proteasome,ATP,ADP,AMP,degUb4,degUb5,degUb6,degUb7,degUb8,MisP_total,NatP_refolded,AggP,SeqAggP,AggP_Proteasome
0.98,500.00000001919716,0.00979182252599497,493.70801040496684,94.00968343416812,99.69832697128606,99.99999184216266,200.0,100.0,10.0,5.990316565831905,0.30167302871390095,8.157837342134573e-06,4.871367452437213e-10,1.841808451063618e-14,5.293005011628506e-19,1.2099676020994771e-23,2.1159116603024527e-28,2.752860897781712e-33,2.5825628025103006e-38,1.7658243180935612e-43,7.408819210118798e-28,9.384871680565126e-33,8.673191198979069e-38,5.8797964293346005e-43,2.873808636103704e-48,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.009800000000125422,1.9197313101870396e-08,-2.3824377118718847e-11,-7.797777876532365e-15,-7.797777876532365e-15
0.99,500.0000000195908,0.009891654840250202,493.6461482278856,93.95382117708549,99.69232705131252,99.9999916748947,200.0,100.0,10.0,6.046178822914535,0.3076729486874615,8.32510529633219e-06,5.122346069948389e-10,1.99403905164752e-14,5.878431274026712e-19,1.3728809361322836e-23,2.4428175442028394e-28,3.227772437426858e-33,3.0866895527201993e-38,2.1744107790863704e-43,8.469038392667053e-28,1.0905598623602922e-32,1.0251441003762734e-37,7.115538695962728e-43,3.614701706381299e-48,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0099000000001293,1.9590982654864624e-08,-2.4311139704764108e-11,-8.038451390939599e-15,-8.038451390939596e-15
1.0,500.0000000199884,0.009991485453724323,493.5843305330171,93.89805867840194,99.68627185515372,99.99999150593098,200.0,100.0,10.0,6.101941321598078,0.3137281448462646,8.494069029762446e-06,5.383508427662459e-10,2.1573642851332508e-14,6.529104499955452e-19,1.5630317825410698e-23,2.8549412810002755e-28,3.905963090721832e-33,3.951411786346751e-38,3.0490269147817595e-43,9.741655183128539e-28,1.2924644332054712e-32,1.2702176066739425e-37,9.469867444361519e-43,5.3881052486698474e-48,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.010000000000133258,1.9988645466413336e-08,-2.480278533133551e-11,-8.284016947391709e-15,-8.284016947391707e-15
1.01,500.0000000203901,0.010091314366449734,493.5225572400174,93.84239574830194,99.68016149228117,99.99999133527153,200.0,100.0,10.0,6.1576042516980785,0.3198385077188073,8.66472847987647e-06,5.655156607269818e-10,2.3324744994517498e-14,7.251392844682109e-19,1.7840256549283843e-23,3.3662400092933305e-28,4.8257130723067383e-33,5.250439371297685e-38,4.489193388570822e-43,1.125774889887828e-27,1.552996648409068e-32,1.6197576792129723e-37,1.3177176238864881e-42,8.41742132436717e-48,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.010100000000137296,2.039030146848593e-08,-2.5299312820871764e-11,-8.53452337039119e-15,-8.53452337039119e-15
1.02,500.0000000207957,0.010191141578458834,493.4608282687042,93.7868321972632,99.67399607203491,99.99999116291642,200.0,100.0,10.0,6.213167802736818,0.3260039279650627,8.837083583411417e-06,5.93759982828821e-10,2.5200769852823713e-14,8.051699188564409e-19,2.0394314003759477e-23,3.990375656690052e-28,6.0242305934011215e-33,7.055136752114028e-38,6.591068908926339e-43,1.3047920096803043e-27,1.8807331670736376e-32,2.0904620875912124e-37,1.8464137652366654e-42,1.2918375865241054e-47,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.010200000000141415,2.079595059305311e-08,-2.5800720995889048e-11,-8.790019472680143e-15,-8.790019472680142e-15
1.03,500.0000000212054,0.010290967089784022,493.3991435390639,93.7313678360547,99.66777570363251,99.99999098886573,200.0,100.0,10.0,6.26863216394532,0.33222429636745876,9.01113427651387e-06,6.231153212546536e-10,2.7209100002449296e-14,8.93680602126298e-19,2.333062926038787e-23,4.742027939403341e-28,7.541624327555168e-33,9.442565889381126e-38,9.458581584576084e-43,1.5144957257622787e-27,2.2849058744620534e-32,2.700348468670771e-37,2.5575645526902442e-42,1.91241858392269e-47,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.010300000000145616,2.120559277208687e-08,-2.630700867898109e-11,-9.05055405522654e-15,-9.05055405522654e-15
1.04,500.00000002161903,0.010390790900457702,493.33750297125164,93.67600247573661,99.66150049616881,99.99999081311951,200.0,100.0,10.0,6.3239975242634126,0.33849950383117033,9.186880494734388e-06,6.536137838662134e-10,2.9357434817112976e-14,9.913886116045016e-19,2.6689866814886643e-23,5.636926780470359e-28,9.420997887493144e-33,1.249567398225485e-37,1.3203686359149721e-42,1.7583905028747295e-27,2.775423016251517e-32,3.4687976082445673e-37,3.4775417278462965e-42,2.7286139752711916e-47,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.010400000000149897,2.1619227937560506e-08,-2.681817469281919e-11,-9.31617590722504e-15,-9.31617590722504e-15
1.05,500.0000000220366,0.010490613010512273,493.2759064855903,93.62073592766022,99.65517055861557,99.99999063567783,200.0,100.0,10.0,6.3792640723398,0.3448294413844124,9.364322173022034e-06,6.852880796518067e-10,3.165379759617023e-14,1.0990513204088041e-18,3.051529141057488e-23,6.6918847279720115e-28,1.1708544301956966e-32,1.6303481190987962e-37,1.7946622445825398e-42,2.040213246713301e-27,3.3628903327875726e-32,4.416596722702865e-37,4.63465962018094e-42,3.767417815282017e-47,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.010500000000154263,2.20368560214486e-08,-2.7334217860152228e-11,-9.58693380609778e-15,-9.586933806097778e-15
1.06,500.00000002245827,0.010590433419980137,493.21435400257076,93.56556800346789,99.64878599982124,99.99999045654076,200.0,100.0,10.0,6.4344319965321235,0.35121400017873305,9.543459245718917e-06,7.1817152417404e-10,3.410654269272935e-14,1.2174672648783559e-18,3.4852842861807104e-23,7.92482937325237e-28,1.4453640492549486e-32,2.0961268359456484e-37,2.3816170761976542e-42,2.3639401282139777e-27,4.058632193338095e-32,5.565982740699784e-37,6.059235377528744e-42,5.057747412969702e-47,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.010600000000158713,2.245847695572704e-08,-2.7855137003806694e-11,-9.862876517495179e-15,-9.862876517495177e-15
1.07,500.00000002288385,0.010690252128893692,493.1528454428512,93.51049851509299,99.64234692851068,99.99999027570836,200.0,100.0,10.0,6.48950148490703,0.357653071489306,9.724291646554726e-06,7.522980450175489e-10,3.6724362641767456e-14,1.3474772120040795e-18,3.975121087740754e-23,9.35483576913818e-28,1.7708941750577975e-32,2.657076473768583e-37,3.094991136381864e-42,2.733793407838765e-27,4.874712730347273e-32,6.940685584819901e-37,7.783649196564178e-42,6.630501381879414e-47,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.010700000000163247,2.2884090672372997e-08,-2.83809309466867e-11,-1.0144052795296741e-14,-1.014405279529674e-14
1.08,500.0000000233135,0.01079006913728534,493.09138072725665,93.45552727475977,99.63585345328475,99.9999900931807,200.0,100.0,10.0,6.544472725240237,0.36414654671522373,9.906819308641262e-06,7.877021872367264e-10,3.951629528824668e-14,1.4899652268590394e-18,4.526190988410408e-23,1.1002158848158258e-27,2.1530476213897604e-32,3.324033570437723e-37,3.9494480881055633e-42,3.1542482598613644e-27,5.823956973689652e-32,8.565971453244698e-37,9.842404553283047e-42,8.518617690315371e-47,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.010800000000167866,2.3313697103364958e-08,-2.8911598511774013e-11,-1.0430511381611856e-14,-1.0430511381611856e-14
1.09,500.0000000237471,0.010889884445187483,493.029959776779,93.40065409498341,99.62930568262018,99.99998990895784,200.0,100.0,10.0,6.5993459050166,0.3706943173797902,1.0091042164466983e-05,8.244191188034507e-10,4.249173091523019e-14,1.6458597400288146e-18,5.143935384996257e-23,1.2888265840762977e-27,2.5977739343754855e-32,4.108517048943404e-37,4.9605829951526975e-42,3.6300395966528505e-27,6.919971984924091e-32,1.0468686101419186e-36,1.2272188433483967e-41,1.0757131711569379e-46,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.010900000000172572,2.3747296180682688e-08,-2.944713852212805e-11,-1.0722301006780606e-14,-1.0722301006780606e-14
1.1,500.00000002418466,0.010989698052632522,492.9685825125763,93.34587878856983,99.62270372486917,99.99998972303986,200.0,100.0,10.0,6.654121211430181,0.3772962751308137,1.0276960145891534e-05,8.624846360548145e-10,4.5660419371998276e-14,1.816134615041865e-18,5.834093110782076e-23,1.5035868693543722e-27,3.1113788401630943e-32,5.022746989648796e-37,6.14494806558542e-42,4.166168892967353e-27,8.177167991547793e-32,1.2677298123718384e-36,1.5111931563249757e-41,1.3383234274149264e-46,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.011000000000177366,2.4184887836307252e-08,-2.998754980088592e-11,-1.1019470389374554e-14,-1.1019470389374552e-14
1.11,500.0000000246262,0.011089509959652856,492.9072488559726,93.29120116861571,99.61604768825907,99.99998953542682,200.0,100.0,10.0,6.708798831384308,0.38395231174089983,1.0464573184140281e-05,9.019351691408519e-10,4.9032477202164435e-14,2.0018102157999077e-18,6.60270791787225e-23,1.7468956487452324e-27,3.7005336926085264e-32,6.079663402542536e-37,7.520078395208751e-42,4.767911010227725e-27,9.610779521250283e-32,1.522194223511387e-36,1.8402868639428928e-41,1.6436329712007335e-46,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.011100000000182247,2.462647200222102e-08,-3.053283117126244e-11,-1.1322068236197556e-14,-1.1322068236197554e-14
1.12,500.0000000250718,0.011189320166280887,492.84595872845756,93.23662104850837,99.60933768089224,99.9999893461188,200.0,100.0,10.0,6.763378951491648,0.39066231910774424,1.0653881209798856e-05,9.428077874722687e-10,5.261839477179147e-14,2.2039544740082833e-18,7.456135959535188e-23,2.0212827856020536e-27,4.372284920959887e-32,7.292944999491364e-37,9.104517711035275e-42,5.44082102081123e-27,1.1236886536167429e-31,1.8134462552840338e-36,2.2188598560117108e-41,1.995809391476888e-46,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.011200000000187216,2.5072048610407643e-08,-3.108298145655016e-11,-1.163014324228656e-14,-1.163014324228656e-14
1.1300000000000001,500.00000002552133,0.011289128672549017,492.7847120516859,93.18213824192574,99.60257381074555,99.99998915511586,200.0,100.0,10.0,6.81786175807427,0.39742618925442535,1.0844884152807684e-05,9.851402051681683e-10,5.642904339750755e-14,2.423683956606329e-18,8.401053272546722e-23,2.329412340357947e-27,5.134063477541783e-32,8.677027966492748e-37,1.0917844114749785e-41,6.1907410323352145e-27,1.3072435567135421e-31,2.144845587806211e-36,2.6515144655138495e-41,2.399253237796062e-46,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.011300000000192276,2.5521617592852083e-08,-3.163799948011934e-11,-1.194374409091241e-14,-1.194374409091241e-14
1.1400000000000001,500.0000000259749,0.011388935478489648,492.72350874747735,93.1277525628363,99.59575618567028,99.99998896241806,200.0,100.0,10.0,6.87224743716371,0.40424381432969764,1.1037581942456527e-05,1.0289707865037826e-09,6.047568247462228e-14,2.6621649331977495e-18,9.444463259533528e-23,2.674085812347907e-27,5.993694285439679e-32,1.024712473592751e-36,1.2980695826173974e-41,7.023807011942786e-27,1.513526084794479e-31,2.519931497753968e-36,3.143101491652726e-41,2.8586038253239187e-46,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.011400000000197426,2.5975178881540586e-08,-3.2197884065418034e-11,-1.2262919453580636e-14,-1.2262919453580636e-14
1.1500000000000001,500.0000000264325,0.011488740584135178,492.66234873781605,93.07346382549898,99.5888849133917,99.9999887680255,200.0,100.0,10.0,6.9265361745010425,0.41111508660828394,1.1231974507379014e-05,1.0743385513581983e-09,6.476996660524286e-14,2.9206144434809865e-18,1.0593704171316538e-22,3.0582453816307535e-27,6.959405686184224e-32,1.2019242758812465e-36,1.5314796926731086e-41,7.946455610588487e-27,1.7444105449594392e-31,2.9424271865296262e-36,3.6987262229009076e-41,3.3787450398619594e-46,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.011500000000202666,2.64327324084607e-08,-3.2762634035972075e-11,-1.2587717990032274e-14,-1.2587717990032274e-14
1.16,500.000000026894,0.01158854398951801,492.6012319448503,93.01927184446308,99.58196010150881,99.99998857193823,200.0,100.0,10.0,6.980728155536937,0.4180398984911686,1.1428061775547175e-05,1.1212831806620853e-09,6.932395272638995e-14,3.2003013646795833e-18,1.1856456589254314e-22,3.484977150811071e-27,8.039838887435587e-32,1.4010203277052998e-36,1.7942983102910544e-41,8.965430987323957e-27,2.001864241454536e-31,3.416244108428421e-36,4.3237544600482317e-41,3.964811142870357e-46,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.011600000000207998,2.6894278105601257e-08,-3.333224821538508e-11,-1.2918188348244644e-14,-1.2918188348244644e-14
1.17,500.00000002735953,0.01168834569467055,492.54015829089883,92.96517643455847,99.57498185751052,99.99998837415632,200.0,100.0,10.0,7.0348235654415525,0.4250181424894532,1.1625843674425424e-05,1.1698448606027292e-09,7.415156404177713e-14,3.503147030977595e-18,1.3249095048009249e-22,3.964243568287721e-27,9.279961258572485e-32,1.6371211420059078e-36,2.1241316493464562e-41,1.0097496541066569e-26,2.293674794555907e-31,3.96801486857991e-36,5.085067315882333e-41,4.737795776215898e-46,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.011700000000213422,2.7359815904952424e-08,-3.390672542733942e-11,-1.3254379164424772e-14,-1.3254379164424772e-14
1.18,500.00000002782906,0.011788145699625198,492.4791276984676,92.91117741086995,99.56795028881801,99.99998817467987,200.0,100.0,10.0,7.088822589130072,0.43204971118196545,1.1825320131379045e-05,1.2200638693850488e-09,7.927237992162375e-14,3.83328311221653e-18,1.4818362115135867e-22,4.530359825652275e-27,1.0854304579989695e-31,1.9734657582508318e-36,2.685335453264303e-41,1.1394641732857172e-26,2.6483184612409508e-31,4.7055957813807205e-36,6.270107296028205e-41,6.234735837290553e-46,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.011800000000218941,2.7829345738505625e-08,-3.448606449559846e-11,-1.3596339062990903e-14,-1.3596339062990903e-14
1.19,500.00000002830257,0.011887944004414357,492.4181400902057,92.85727458880191,99.56086550267611,99.99998797350892,200.0,100.0,10.0,7.142725411198109,0.43913449732386767,1.2026491072618211e-05,1.2719816451687676e-09,8.47020435977369e-14,4.193102005287983e-18,1.6586393160752599e-22,5.1976559654756364e-27,1.283039039066485e-31,2.4334115760408317e-36,3.537012676773591e-41,1.2880139586116619e-26,3.077236693822038e-31,5.669621889794259e-36,7.983292853435388e-41,8.646963862776753e-46,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.011900000000224554,2.8302867538253597e-08,-3.507026424400078e-11,-1.3944116656622174e-14,-1.3944116656622174e-14
1.2,500.00000002878005,0.01198774060907043,492.35719538892306,92.80346778405195,99.55372760619707,99.99998777064357,200.0,100.0,10.0,7.196532215948069,0.4462723938029045,1.2229356423619695e-05,1.3256403594710527e-09,9.045617275430795e-14,4.584864383573992e-18,1.8573081719378092e-22,5.978510767366507e-27,1.5264942743088887e-31,3.03622091793449e-36,4.727357302769807e-41,1.4574557525844864e-26,3.590178773452753e-31,6.893875935369376e-36,1.0310138711721547e-40,1.2129869216194026e-45,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.012000000000230262,2.8780381236190365e-08,-3.5659323496462585e-11,-1.429776054623955e-14,-1.429776054623955e-14
1.21,500.00000002926157,0.01208753551362582,492.29629351759246,92.74975681260669,99.54653670636718,99.99998756608389,200.0,100.0,10.0,7.250243187393334,0.4534632936327971,1.2433916109188332e-05,1.3810828549373673e-09,9.655097810649379e-14,5.0109519086872896e-18,2.0799589179657078e-22,6.886179365663756e-27,1.8218967234492533e-31,3.8026683304848535e-36,6.308434820626229e-41,1.6499837552216548e-26,4.197606910057121e-31,8.414748390575253e-36,1.3342969259719002e-40,1.6851424933915103e-45,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.012100000000236066,2.9261886764311264e-08,-3.6253241076978036e-11,-1.465731932100351e-14,-1.465731932100351e-14
1.22,500.00000002974707,0.012187328718112931,492.23543439934946,92.69614149074165,99.5392929100465,99.99998735982994,200.0,100.0,10.0,7.303858509258363,0.46070708995347676,1.2640170053452113e-05,1.4383526502140488e-09,1.030032757249259e-13,5.473870436493108e-18,2.328838203010582e-22,7.93482049413021e-27,2.1757888522924655e-31,4.7550900989873014e-36,8.336310390104321e-41,1.8679337682100954e-26,4.910718777462192e-31,1.0271322145980623e-35,1.7181143047832778e-40,2.2992605884769667e-45,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.012200000000241967,2.97473840546129e-08,-3.6852015809619356e-11,-1.5022841558314824e-14,-1.5022841558314827e-14
1.23,500.00000003023655,0.012287120222564164,492.17461795749205,92.64262163502123,99.53199632396866,99.99998715188181,200.0,100.0,10.0,7.357378364978796,0.46800367603131954,1.2848118179857298e-05,1.4974939448208855e-09,1.0983049936021953e-13,5.976253223131032e-18,2.60632691048578e-22,9.139523730646408e-27,2.595168784333086e-31,5.917433762227297e-36,1.0871177005264592e-40,2.1137873390582027e-26,5.7414700485306145e-31,1.2505457197432555e-35,2.1931277284397253e-40,3.0747806929646914e-45,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.012300000000247965,3.02368730390932e-08,-3.745564651853677e-11,-1.539437582381533e-14,-1.539437582381533e-14
1.24,500.00000003073,0.012386910027011925,492.11384411548016,92.58919706229847,99.5246470547406,99.99998694223959,200.0,100.0,10.0,7.410802937701552,0.47535294525938043,1.3057760411163514e-05,1.5585516240236976e-09,1.170507127674828e-13,6.52086413103682e-18,2.9149438829409213e-22,1.0516336741904336e-26,3.087504052363189e-31,7.315307627228244e-36,1.3977483658377043e-40,2.3901759052478397e-26,6.702596930293299e-31,1.516187533323529e-35,2.7707472332033872e-40,4.0325261081100093e-45,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.012400000000254062,3.0730353649751385e-08,-3.8064132027958604e-11,-1.57719706713887e-14,-1.57719706713887e-14
1.25,500.0000000312275,0.012486698131488618,492.05311279693547,92.5358675897151,99.51724520884235,99.99998673090333,200.0,100.0,10.0,7.46413241028493,0.4827547911576275,1.3269096669438865e-05,1.621571263706914e-09,1.2468262203082583e-13,7.110600834964227e-18,3.2573496466364557e-22,1.2082292528101233e-26,3.6607453500802075e-31,8.976030283999324e-36,1.7724063503831898e-40,2.699884938386342e-26,7.807638699081936e-31,1.8288244821329178e-35,3.4631536204008554e-40,5.194745766294902e-45,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.012500000000260258,3.122782581858794e-08,-3.867747116219124e-11,-1.6155674643161228e-14,-1.6155674643161228e-14
1.26,500.0000000317289,0.012586484536026647,491.9924239256411,92.48263303470131,99.5097908926268,99.99998651787313,200.0,100.0,10.0,7.517366965298715,0.4902091073731761,1.3482126876055036e-05,1.6865991352461515e-09,1.3274558788786995e-13,7.748498028006842e-18,3.63635013611822e-22,1.3855436667633324e-26,4.323340283694784e-31,1.092868012028327e-35,2.2184262022050204e-40,3.0458580883585096e-26,9.070960235661653e-31,2.1935265096469552e-35,4.283320906058872e-40,6.585156046988403e-45,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.012600000000266554,3.172928947760469e-08,-3.929566274561919e-11,-1.6545536269502592e-14,-1.6545536269502592e-14
1.27,500.00000003223437,0.012686269240658413,491.9317774255411,92.42949321497575,99.50228421231945,99.99998630314904,200.0,100.0,10.0,7.570506785024271,0.4977157876805231,1.3696850951682398e-05,1.7536822103807928e-09,1.412596380542567e-13,8.43773062761992e-18,4.054900418791997e-22,1.5854854561789606e-26,5.084247123538616e-31,1.3204144836304211e-35,2.743606518339454e-40,3.431201327478619e-26,1.0507774560363551e-30,2.61567514474056e-35,5.245038770540107e-40,8.228982592706922e-45,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.01270000000027295,3.223474455880472e-08,-3.9918705602705086e-11,-1.6941604069026642e-14,-1.6941604069026642e-14
1.28,500.00000003274386,0.012786052245416327,491.8711732207403,92.37644794854536,99.4947252740182,99.99998608673118,200.0,100.0,10.0,7.623552051454653,0.5052747259817812,1.391326881628511e-05,1.8228681660865654e-09,1.5024547954815703e-13,9.181616981642202e-18,4.516108419498072e-22,1.8100698679445586e-26,5.952948555672297e-31,1.5835170959515486e-35,3.3562227612079513e-40,3.85918709464242e-26,1.2134165368217342e-30,3.100971970405926e-35,6.362935008178853e-40,1.0153002124974583e-44,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.012800000000279447,3.274419099419245e-08,-4.054659855798973e-11,-1.734392654859216e-14,-1.7343926548592164e-14
1.29,500.00000003325727,0.012885833550332789,491.8106112355037,92.32349705370532,99.48711418369307,99.9999858686196,200.0,100.0,10.0,7.676502946294699,0.5128858163069132,1.4131380389116225e-05,1.8942053894481193e-09,1.5972451101478053e-13,9.983622074317755e-18,5.0232386450857855e-22,2.0614215801757068e-26,6.939465433493171e-31,1.8856413359347455e-35,4.0650400750082466e-40,4.3332584394791326e-26,1.3967109564083936e-30,3.655447092470409e-35,7.652497976916789e-40,1.238558426028358e-44,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.012900000000286047,3.325762871577355e-08,-4.11793404360921e-11,-1.775255220330366e-14,-1.775255220330366e-14
1.3,500.00000003377465,0.012985613155440208,491.7500913942567,92.27064034903889,99.479451047186,99.9999856488144,200.0,100.0,10.0,7.729359650961133,0.5205489528139657,1.4351185588712799e-05,1.9677429825316066e-09,1.6971883505088428e-13,1.0847360732317797e-17,5.579715908988096e-22,2.3417774266853904e-26,8.054370529343166e-31,2.2304484761955326e-35,4.879326102105414e-40,4.857033166503452e-26,1.602449979778801e-30,4.285467608314417e-35,9.130099047938711e-40,1.4956733326054502e-44,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.013000000000292751,3.377505765555502e-08,-4.181693006170936e-11,-1.8167529516512124e-14,-1.8167529516512124e-14
1.31,500.0000000342961,0.013085391060770986,491.689613621584,92.21787765341735,99.47173597021067,99.99998542731566,200.0,100.0,10.0,7.78212234658267,0.5282640297893043,1.4572684332890994e-05,2.043530767257259e-09,1.8025127052928227e-13,1.1776600830762524e-17,6.189129055796138e-22,2.653489121453376e-26,9.308802286116662e-31,2.6218005264966976e-35,5.808863799422927e-40,5.434307979267554e-26,1.8325166999250637e-30,4.997746075589296e-35,1.0813015055308254e-39,1.7898130176596704e-44,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.013100000000299558,3.429647774554514e-08,-4.245936625961692e-11,-1.8588906959815814e-14,-1.8588906959815814e-14
1.32,500.0000000348215,0.013185167266357531,491.62917784222986,92.16520878599991,99.46396905835213,99.99998520412346,200.0,100.0,10.0,7.8347912140001155,0.5360309416478468,1.4795876538741175e-05,2.1216192902719674e-09,1.9134536492335443e-13,1.2775266499242948e-17,6.855234685833767e-22,2.9990259830955893e-26,1.0714478568868313e-30,3.0637651852230757e-35,6.863964254833721e-40,6.069062624513088e-26,2.0888902913621865e-30,5.799348980935221e-35,1.271945074560364e-39,2.124317400906862e-44,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.01320000000030647,3.48218889177535e-08,-4.310664785466842e-11,-1.901673299306103e-14,-1.901673299306103e-14
1.33,500.0000000353509,0.01328494177223225,491.5687839810976,92.11263356623355,99.45615041706668,99.99998497923788,200.0,100.0,10.0,7.887366433766465,0.543849582933298,1.502076212262303e-05,2.202059827821858e-09,2.030254066315557e-13,1.3847441327842718e-17,7.581960879732132e-22,3.380977659333488e-26,1.2283710416420914e-30,3.560620790856332e-35,8.055479503551257e-40,6.765464036323183e-26,2.373648263641329e-30,6.697705208699084e-35,1.4868561227553412e-39,2.5027024179438114e-44,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.013300000000313488,3.535129110419097e-08,-4.3758773671795783e-11,-1.9451056064342885e-14,-1.9451056064342885e-14
1.34,500.0000000358843,0.01338471457842755,491.5084319632491,92.06015181385303,99.44828015168159,99.99998475265899,200.0,100.0,10.0,7.939848186147004,0.5517198483183839,1.5247341000160663e-05,2.2849043906248735e-09,2.153164373019252e-13,1.4997371573159953e-17,8.373410923004224e-22,3.8020568514634425e-26,1.4029415792973229e-30,4.1168612734497433e-35,9.394815344520584e-40,7.527870480274447e-26,2.68896871486307e-30,7.70061450965238e-35,1.7280474421672157e-39,2.928664201844284e-44,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.01340000000032061,3.588468423686972e-08,-4.441574253600921e-11,-1.9891924610006084e-14,-1.9891924610006084e-14
1.35,500.0000000364217,0.013484485684975837,491.44812171390606,92.00776334887594,99.44035836740093,99.9999845243869,200.0,100.0,10.0,7.9922366511240766,0.5596416325990323,1.5475613086286132e-05,2.3702056789962077e-09,2.2824533498276393e-13,1.623020670893824e-17,9.235511262196972e-22,4.2671620714828456e-26,1.598257073701928e-30,4.747863056663681e-35,1.0941900327157527e-39,8.363051015145879e-26,3.0392242029207483e-30,8.829930654340126e-35,2.0040379849670596e-39,3.4278849415796513e-44,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.013500000000327842,3.642206824780323e-08,-4.507755327239782e-11,-2.0339387054646438e-14,-2.0339387054646435e-14
1.36,500.00000003696306,0.013584255091909522,491.38785315845854,91.95546799157289,99.43238516934427,99.9999842944217,200.0,100.0,10.0,8.044532008427138,0.5676148306556958,1.5705578295545886e-05,2.4580167679453847e-09,2.4184770973666273e-13,1.755674229625582e-17,1.0186584379079135e-21,4.7966222928519764e-26,1.8304311010775648e-30,5.548425215708677e-35,1.3113461677525639e-39,9.294429737443584e-26,3.4444289547156776e-30,1.0209471016068117e-34,2.3710370647413287e-39,4.188178627206878e-44,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.013600000000335179,3.696344306900627e-08,-4.574420470613338e-11,-2.0793491811116434e-14,-2.0793491811116434e-14
1.37,500.0000000375084,0.013684022799261012,491.3276262224476,91.90326556252379,99.42436066247284,99.99998406276346,200.0,100.0,10.0,8.09673443747624,0.5756393375271283,1.5937236541507464e-05,2.5483917164217113e-09,2.5615490660857964e-13,1.8984465266108224e-17,1.1237376915740722e-21,5.401172551157313e-26,2.1074100714312544e-30,6.563243493556751e-35,1.6100423558276158e-39,1.0335176261545958e-25,3.9148302720725975e-30,1.1898892709556521e-34,2.8551130675014724e-39,5.294628913307898e-44,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.013700000000342627,3.750880863249491e-08,-4.641569566246328e-11,-2.125428728051696e-14,-2.1254287280516955e-14
