t,I,E4,VI,VNI,E1,E2,E3
2.2800000000000002,71.91041238321928,10700.995381952202,214.02068310223535,18289.189813470286,764.771362909816,2259.649205580422,5420.779644466035
2.29,71.75455086393278,10490.95759088541,207.6954160186368,18296.388093522335,742.9974421661573,2200.4577690463025,5295.350246841622
2.3000000000000003,71.59547911774773,10284.29771601416,201.5570888224907,18302.172828360002,721.8344729337352,2142.7492323380457,5172.55389376991
2.31,71.4332775188375,10080.985569577713,195.60017663075502,18306.561624952694,701.2656788772861,2086.4889885799103,5052.344689799877
2.32,71.26802545674383,9880.990355215192,189.81931780893683,18309.57217905801,681.2747291812414,2031.6431407883983,4934.6771974512785
2.33,71.09980133008027,9684.2807101233,184.2093091585192,18311.222265046705,661.845727348925,1978.1784912026383,4819.506446866527
2.34,70.92868254125602,9490.824746434571,178.76510132049899,18311.52972584416,642.9632002447371,1926.0625302121264,4706.787944203382
2.35,70.7547454915771,9300.590090288673,173.48179415736163,18310.512463415565,624.6120874242183,1875.2634261034952,4596.477680178077
2.36,70.5780655772552,9113.543920013544,168.35463232356187,18308.188429403,606.7777306942556,1825.750014529709,4488.532137558908
2.37,70.39871718623624,8929.653003269386,163.37900099663116,18304.575615961254,589.4458639064194,1777.491787833569,4382.908297782495
2.38,70.21677369594276,8748.883733331999,158.55042180314393,18299.69204675644,572.602602980737,1730.458884033132,4279.563646540199
2.39,70.03230747123148,8571.202163344258,153.8645487062826,18293.555768431193,556.234436176706,1684.6220766759754,4178.456179565001
2.4,69.8453898632335,8396.574039822513,149.31716409055147,18286.184842208884,540.3282145826719,1639.9527643208803,4079.5444073877356
2.41,69.65609120889444,8224.964835071578,144.90417497743516,18277.5973357153,524.871142826273,1596.4229599934208,3982.787359396608
2.42,69.4644808313969,8056.3397786207615,140.62160940999522,18267.811314943287,509.85077000001667,1554.0052804476586,3888.1445869300087
2.43,69.27062704049142,7890.663887120718,136.4656127956637,18256.844836701493,495.25498080786633,1512.6729361587575,3795.5761668290643
2.44,69.0745971337885,7727.901993419678,132.43244444295038,18244.715941151044,481.07198691594465,1472.3997209869226,3705.042703874604
2.45,68.87645739864432,7568.018774638058,128.51847421430125,18231.442644561906,467.2903185149943,1433.1600018408117,3616.5053326333145
2.46,68.67627311473866,7410.978779361777,124.72017932083779,18217.04293224998,453.89881609658084,1394.9287082074666,3529.9257185453293
2.47,68.47410855643987,7256.7464532584345,121.03414104639624,18201.534751941217,440.8866223846716,1357.6813225712397,3445.2660596646056
2.48,68.27002699616655,7105.286164139912,117.45704169025848,18184.936007208806,428.2431744917363,1321.3938703096674,3362.4890871369025
2.49,68.06409070806822,6956.562225964394,113.98566157042231,18167.264551166787,415.9581962562823,1286.0429098229138,3281.5580654663
2.5,67.85636097234222,6810.538921955202,110.61687615488586,18148.53818033254,404.0216907761711,1251.6055225795214,3202.436792110551
2.5100000000000002,67.64689808041217,6667.1805269440165,107.34765336716877,18128.774628596097,392.4239331466319,1218.0593028633725,3125.08959608669
2.52,67.435761339033,6526.451328372449,104.17505068963476,18107.99156174091,381.15546329805574,1185.3823488848705,3049.4813382065004
2.5300000000000002,67.22300907592331,6388.315646785803,101.09621257422664,18086.20657189826,370.20707906732713,1153.5532529852044,2975.5774094000208
2.54,67.00869864552662,6252.737855419064,98.10836788897429,18063.43717225422,359.5698294259271,1122.551092131377,2903.3437290180827
2.5500000000000003,66.79288643499848,6119.68239872608,95.20882740177258,18039.70079202122,349.2350078823719,1092.3554187226018,2832.7467430381266
2.56,66.57562787034638,5989.11380965856,92.39498127024893,18015.014771724702,339.19414606696813,1062.946251872564,2763.7534223275848
2.57,66.3569774234596,5860.996727614196,89.66429683435315,17989.396358278645,329.43900741131745,1034.3040675602485,2696.3312594333856
2.58,66.13698861899145,5735.295914491594,87.0143163037748,17962.862700556216,319.9615810334206,1006.409789838063,2630.448266010692
2.59,65.91571404162428,5611.976270244121,84.44265455419705,17935.43084507389,310.75407576425533,979.2447819355599,2566.0729697861816
2.6,65.69320534342913,5491.002847590352,81.94699695411012,17907.117731925548,301.8089143293163,952.7908376302164,2503.174411538062
2.61,65.4695132511097,5372.340865718886,79.52509717306748,17877.940191051643,293.11872769067406,927.030173101446,2441.722142421114
2.62,65.24468757466443,5255.955724293723,77.1747753275878,17847.914938161673,284.6763494830386,901.945417669445,2381.6862192036733
2.63,65.01877721534386,5141.813016029713,74.89391597543414,17817.05857122985,276.4748106267882,877.5196055963088,2323.037200759772
2.64,64.79183017400776,5029.878538786688,72.68046621512593,17785.38756707047,268.50733406914026,853.7361677947658,2265.7461440619345
2.65,64.56389355956449,4920.118306949349,70.5324338200336,17752.91827811561,260.76732965338533,830.5789237693857,2209.784600164207
2.66,64.33501359732264,4812.49856198171,68.44788537042218,17719.666929453415,253.24838911048067,808.0320739625358,2155.124610432102
2.67,64.10523563834806,4706.985783097299,66.42494462716446,17685.649615694678,245.94428119926684,786.0801912769905,2101.7387013037614
2.68,63.874604168306035,4603.546696807443,64.46179081119551,17650.88229824839,238.84894695206194,764.708213449316,2049.5998799471836
2.69,63.64316281657483,4502.148286032045,62.5566569643036,17615.380802693144,231.95649504379367,743.9014353872269,1998.681629577322
2.7,63.410954365520524,4402.757798551763,60.70782835085423,17579.16081631381,225.26119729916263,723.6455016748366,1948.9579046351446
2.71,63.17802075992448,4305.342754670315,58.91364088305191,17542.237885832754,218.75748435432394,703.9263993343764,1900.4031258719253
2.72,62.944403116395634,4209.870955215987,57.17247966901626,17504.627415116138,212.43994130722953,684.7304502671773,1852.9921752861605
2.73,62.71014173297457,4116.310488379663,55.482777545075635,17466.34466314627,206.3033035770748,666.0443041603389,1806.7003910022374
2.74,62.4752760988064,4024.6297362078685,53.843013663644115,17427.40474210063,200.3424528526197,647.8549314421598,1761.5035620538777
2.75,62.23984490380646,3934.7973807220296,52.25171212457187,17387.822615562007,194.55241312342386,630.1496163361368,1717.3779231965952
2.7600000000000002,62.003886048231145,3846.7824097337043,50.70744064712996,17347.613096864065,188.92834677391232,612.9159500107195,1674.300149863097
2.77,61.767436652820756,3760.5541217743344,49.20880928226125,17306.790847531916,183.4655509055845,596.1418239137158,1632.2473523866208
2.7800000000000002,61.53053306858427,3676.082130970923,47.754469163119865,17265.37037586461,178.1594536557199,579.8154231663917,1591.1970707026028
2.79,61.29321088670574,3593.336371452176,46.34311129344501,17223.366035629384,173.00561063122402,563.9252200806444,1551.1272688985268
2.8000000000000003,61.055504948507426,3512.287101282339,44.97346536424254,17180.79202488068,167.99970144788338,548.459967849147,1512.0163296930368
2.81,60.817449355467396,3432.904905868275,43.644298589685825,17137.662384913336,163.13752638033534,533.4086944642288,1473.8430488450424
2.82,60.57907747915949,3355.1607015043423,42.35441462867113,17093.990999246886,158.41500303514528,518.7606963777481,1436.5866296539984
2.83,60.34042197128079,3279.0257381793917,41.102652499116004,17049.791592773832,153.82816316149524,504.50553256480475,1400.2266773421288
2.84,60.10151477367058,3204.4716021284644,39.88788553275087,17005.077730996694,149.37314953579028,490.63301863889126,1364.7431934353822
2.85,59.86238712827858,3131.4702181118696,38.70902035934162,16959.86281936618,145.04621292601087,477.13322106176,1330.1165701915534
2.86,59.62306958703172,3059.9938514622577,37.564995915609465,16914.160102723545,140.84370913392945,463.9964514469252,1296.3275851356952
2.87,59.38359202199019,2990.0151095919045,36.45478250133819,16867.982664806244,136.76209612430193,451.2132610165406,1263.3573952184718
2.88,59.14398363524683,2921.506943409374,35.37738085008007,16821.34342786545,132.79793122417558,438.7744351260012,1231.187531267184
2.89,58.90427296885114,2854.442648426356,34.33182123053595,16774.25515236506,128.94786839846907,426.6709878986923,1199.7998923803998
2.9,58.664487914696046,2788.7958655362477,33.31716257151491,16726.730436776535,125.20865558727375,414.89415700403435,1169.1767403775682
2.91,58.424655724342706,2724.5405814186265,32.332491605693086,16678.781717479666,121.57713209180827,403.4353986159227,1139.3006943677997
2.92,58.18480301889587,2661.651129089749,31.376922062087225,16630.421268663245,118.05022609906061,392.28638222071714,1110.1547250004053
2.93,57.94495579876706,2600.102187912024,30.449593864783893,16581.66120236418,114.62495221791784,381.4389857230151,1081.7221490017578
2.94,57.70513945340636,2539.868783439742,29.549672359378533,16532.51346856773,111.29840909130849,370.8852906100401,1053.9866236833082
2.95,57.46537877095571,2480.926287146755,28.676347559422894,16482.9898553702,108.0677770856992,360.6175772039458,1026.9321414364338
2.96,57.2256979477896,2423.250416124971,27.82883340815973,16433.101989196028,104.93031606727403,350.62832000131533,1000.5430241905075
2.97,56.98612059818525,2366.817232035985,27.006367084852915,16382.86133512506,101.88336316091997,340.9101831354807,974.8039181068924
2.98,56.74666976378471,2311.603140317937,26.20820831428098,16332.27919724785,98.92433063052174,331.4560159091127,949.6997881397162
2.99,56.50736792302301,2257.584889131974,25.433638700422566,16281.366719088448,96.05070380534134,322.2588484222304,925.2159126599634
3.0,56.26823700046704,2204.7395680668856,24.681961078960576,16230.134884099534,93.26003904450691,313.3118873039012,901.3378782286784
3.0100000000000002,56.0292983760375,2153.0446065482615,23.952498886625158,16178.594516240664,90.54996172367763,304.60851155812935,878.0515746222355
3.02,55.79057289430865,2102.477772530923,23.244595557548994,16126.756280526246,87.91816438031422,296.1422684135478,855.3431892192855
3.0300000000000002,55.55208087361862,2053.0171706964666,22.55761393192304,16074.630683693671,85.3624048284138,287.90686932337724,833.1992019674898
3.04,55.31384211511979,2004.6412405909687,21.890935683015314,16022.228074906834,82.88050433929129,279.8961860367572,811.6063802944286
3.0500000000000003,55.07587591174962,1957.3287546813065,21.243960759065065,15969.558646499214,80.47034587941286,272.10424676935907,790.5517739990303
3.06,54.83820105710654,1911.0588163940513,20.616106835293674,15916.632434745386,78.1298724087784,264.5252324980931,770.0227100701574
3.0700000000000003,54.60083585428044,1865.8108577462876,20.006808799810553,15863.459320724141,75.85708519085146,257.15347322372025,750.0067878868786
3.08,54.36379812457199,1821.5646370799243,19.415518242143694,15810.049031188119,73.65004217381804,249.98344439726378,730.4918742219984
3.09,54.12710521610121,1778.3002366680007,18.841702959607627,15756.411139487233,71.50685640917423,243.0097633895245,711.46609840103
3.1,53.89077401224433,1735.9980602619244,18.284846479295023,15702.555066552004,69.4256945065724,236.22718597932396,692.9178476876815
3.11,53.65482094018961,1694.6388304427987,17.74444759319248,15648.490081861273,67.40477514597794,229.63060305403891,674.8357623073061
3.12,53.41926197925045,1654.203585966108,17.220019908116523,15594.225304481663,65.44236761942776,223.21503728350945,657.208730826441
3.13,53.184112669131146,1614.6736789848599,16.711091407215836,15539.769704128537,63.53679041446902,216.9756399105922,640.0258855045445
3.14,52.949388118177986,1576.0307720895619,16.21720401844744,15485.13210223861,61.6864098378549,210.90768771611147,623.2765975641629
3.15,52.71510301135621,1538.2568355337705,15.73791320941417,15430.321173113285,59.889638671964235,205.00657981739124,606.9504728315342
3.16,52.48127161825193,1501.3341442234635,15.272787584622805,15375.345445059937,58.14493486977385,199.26783469779403,591.0373472257618
3.17,52.24790780094378,1465.2452747098516,14.821408497202066,15320.213301570313,56.450800289814985,193.6870872672805,575.5272823372264
3.18,52.01502502170808,1429.973102284809,14.383369678668938,15264.932982556633,54.805779487971,188.26008592409588,560.4105610706785
3.19,51.7826363507589,1395.5007977144376,13.958276865016638,15209.512585536288,53.208458491357916,182.98268981199553,545.6776833584739
3.2,51.550754473795116,1361.8118241479485,13.545747442639877,15153.96006688486,51.65746363772634,177.85086605511273,531.3193619289168
3.21,51.319391699484505,1328.8899339014704,13.145410104686603,15098.283243107766,50.15146044370341,172.86068707239664,517.3265181362262
3.22,51.08855996699779,1296.719164857483,12.75690452375756,15042.489792152031,48.68915250861437,168.0083279963623,503.69027784805746
3.23,50.85827085312739,1265.283837561326,12.379881019350497,14986.5872546825,47.26928043340671,163.2900640684912,490.4019674076142
3.24,50.62853557949893,1234.5685518400835,12.01400024370546,14930.58303540561,45.89062077710448,158.70226814484604,477.4531096526321
3.25,50.399365019667925,1204.5581834454122,11.658932876989008,14874.48440440843,44.55198504423665,154.2414082564955,464.8354199765677
3.2600000000000002,50.170769706121085,1175.2378807534637,11.31435933760077,14818.29849853237,43.25221872200413,149.90404523284408,452.5408023248991
3.27,49.942759837137864,1146.593061357489,10.979969486818147,14762.032322710136,41.990200297498866,145.68683036112245,440.5613455073631
3.2800000000000002,49.7153452835722,1118.6094087073282,10.655462349920128,14705.69275134143,40.76484032817209,141.58650311164135,428.889319418869
3.29,49.488535595540846,1091.2728687118847,10.340545845861094,14649.286529681885,39.575080537952644,137.59988891456152,417.51717133362763
3.3000000000000003,49.26234000907547,1064.5696461316847,10.034936531256125,14592.82027527565,38.41989294866926,133.72389698028957,406.4375223162129
3.31,49.03676745254564,1038.4862013548584,9.738359337958169,14536.300479323605,37.298279010381705,129.95551818424485,395.6431636067875
3.3200000000000003,48.81182655305272,1013.0092469571906,9.450547325646385,14479.73350809821,36.20926876866495,126.29182299301381,385.12705311573416
3.33,48.58752564273175,988.1257442533171,9.171241442117365,14423.12560436562,35.151920056037845,122.72995944253478,374.8823119680834
3.34,48.363872765010626,963.8228997833328,8.900190295303666,14366.482888823035,34.12531771841418,119.26715119679524,364.90222101146793
3.35,48.14087568065561,940.0881619670618,8.637149921632128,14309.811361512993,33.12857283626658,115.90069559390373,355.18021754990696
3.36,47.918541873780036,916.9092176813894,8.381883566189742,14253.116903254031,32.16082198030071,112.62796176894354,345.70989204755404
3.37,47.696878557760286,894.2739888390751,8.134161469938434,14196.405277077129,31.221226489359445,109.446388823084,336.48498488412946
3.38,47.4758926810545,872.1706289504699,7.893760667673356,14139.682129696359,30.308971780448623,106.35348402886405,327.4993831768291
3.39,47.25559093291512,850.5875197647784,7.660464783184881,14082.952992923161,29.423266654687044,103.34682108443108,318.7471176587703
3.4,47.03597974901049,829.5132678984181,7.43406383418645,14026.223285106971,28.56334263263027,100.42403840627112,310.22235961303755
3.41,46.81706531696681,808.9367014444224,7.214354044069469,13969.498312579846,27.728453310555228,97.58283746658692,301.919417859148
3.42,46.59885358186097,788.8468665057875,7.001137660217695,13912.783271096405,26.91787373583949,94.82098118520776,293.83273578539325
3.43,46.38135025151808,769.2330239756454,6.794222773493198,13856.083247269484,26.13089979222358,92.1362923274934,285.95688845635715
3.44,46.16456080178859,750.0846461814588,6.593423145543522,13799.403220003816,25.36684760647458,89.52665196289716,278.2865797601557
3.45,45.94849048171767,731.3914135877444,6.398558042470969,13742.748061938224,24.625052975961623,86.98999795992103,270.8166395956497
3.46,45.73314431862013,713.1432115326967,6.20945207392111,13686.122540888433,23.904870813940818,84.5243235177878,263.54202110625187
3.47,45.51852712308411,695.330126953807,6.025935031667007,13629.531321250806,23.205674594824636,82.12767572686933,256.4577980065864
3.48,45.30464349387068,677.942445172603,5.847841737292393,13572.97896543151,22.526855827977684,79.79815417009611,249.5591619224145
3.49,45.09149782275637,660.9706466166598,5.675011894998549,13516.469935271176,21.86782354697375,77.53390956241955,242.841419803216
3.5,44.879094299266555,644.4054036418502,5.5072899469470356,13460.008593455319,21.228003808925223,75.33314241847243,236.29999137282516
3.5100000000000002,44.6674369153112,628.2375774208897,5.344524931824729,13403.599204913779,20.606839205388205,73.19410174999523,229.93040662315946
3.52,44.456529469761016,612.4582147857612,5.186570349283514,13347.245938221946,20.003788390992852,71.1150838006808,223.7283033670756
3.5300000000000002,44.246375572939456,597.0585451064715,5.0332840301519415,13290.952867002892,19.418325630457968,69.09443082188801,217.68942481223914
3.54,44.03697865102322,582.0299772247853,4.884528006801238,13234.723971305033,18.849940348195155,67.13052986168226,211.8096172159093
3.5500000000000003,43.828341950364944,567.3640964105363,4.740168388422152,13178.56313897703,18.298136693599794,65.22181158944906,206.08482757394728
3.56,43.620468541738376,553.052661339487,4.6000752409122265,13122.474167039794,17.762433121163188,63.36674915334564,200.51110134996958
3.5700000000000003,43.41336132450632,539.0876010781984,4.464122471789916,13066.460763061355,17.242361986526138,61.56385706811857,195.08458025694964
3.58,43.20702303070445,525.461012158678,4.332187714529116,13010.526546494853,16.73746914291677,59.81169012280725,189.8015000741639
3.59,43.0014562290515,512.1651556518194,4.204152218554894,12954.675050023823,16.247313555207377,58.10884231999769,184.658188513205
3.6,42.7966633288888,499.19245425887743,4.079900742907817,12898.909720898848,15.771466925998238,56.453945844881375,179.65106312501283
3.61,42.59264658405101,486.5354894183644,3.9593214536261314,12843.233922266003,15.309513333821993,54.845670064004,174.7766292473346
3.62,42.389408096639876,474.1869985218414,3.842305821163813,12787.650934473473,14.86104887342691,53.28272053328083,170.03147799953067
3.63,42.18694982074396,462.13987210351905,3.7287485230358643,12732.163956376322,14.425681312200636,51.76383804318576,165.41228431376214
3.64,41.98527356607837,450.38715107390766,3.6185473499833973,12676.776106636957,14.003029758272614,50.28779768932448,160.91580500486023
3.65,41.78438100155581,438.92202399176915,3.511603114079005,12621.490425009071,13.5927243356218,48.85340796359938,156.53887688135103
3.66,41.584273658791155,427.7378243761684,3.407819558169638,12566.30987360109,13.194405864420478,47.459509863613334,152.27841489800787
3.67,41.384952935532986,416.82802804630205,3.3071032695816007,12511.237338139792,12.807725555025925,46.104976030318205,148.13141034348712
3.68,41.18642009903805,406.18625044809016,3.209363597904979,12456.275629229347,12.432344714978651,44.78870991515659,144.0949290724834
3.69,40.98867628936254,395.8062441029429,3.114512571615666,12401.427483580268,12.067934454100268,43.50964495205318,140.16610976479788
3.7,40.791722522592615,385.68189606472515,3.0224648181511355,12346.695565231901,11.714175400781881,42.266743755142485,136.34216222402836
3.71,40.59555969401427,375.8072253921614,2.933137487063485,12292.082466766802,11.370757428363486,41.058997340327785,132.6203657144509
3.72,40.400188581217186,366.1763806666878,2.8464501749861237,12237.590710510736,11.037379387989162,39.885424364743216,128.99806733178286
3.73,40.20560984714951,356.78363742959766,2.762324859296965,12183.222749755425,10.713748867676424,38.74507041636494,125.47268041485684
3.74,40.01182404308974,347.62339583565694,2.6806858236115945,12128.980969913662,10.399581929103128,37.63700727398045,122.04168298124283
3.75,39.818831611562,338.6901783084334,2.601459587172471,12074.867689671839,10.094602856760346,36.56033219430218,118.70261619800988
3.7600000000000002,39.62663288919956,329.9786271617742,2.524574840071577,12020.885162150451,9.798543925012286,35.5141672351976,115.45308288895507
3.77,39.435228109546,321.4835022878415,2.4499623785926596,11967.035576042255,9.511145166624221,34.49765858791018,112.29074607221622
3.7800000000000002,39.24461740578867,313.1996788196327,2.37755504775013,11913.32105676948,9.23215416353592,33.50997595260165,109.21332753587464
3.79,39.05480081344872,305.12214491335794,2.3072876781104177,11859.743667583298,8.961325821632943,32.5503118934752,106.21860643539966
3.8000000000000003,38.86577827301531,297.24599956696704,2.2390970242312895,11806.305410649586,8.69842215121127,31.61788120944218,103.30441792127351
3.81,38.6775496325169,289.5664504246316,2.1729217090938056,11753.008228147446,8.443212066066117,30.711920341718095,100.4686518015609
3.8200000000000003,38.49011465004162,282.07881163584585,2.108702168384014,11699.85400334399,8.195471183002587,29.83168678795781,97.70925123150103
3.83,38.303472996198344,274.7785016829858,2.0463806009478467,11646.844561681406,7.954981640619602,28.976458555726804,95.02421144380477
3.84,38.117624256532835,267.66104132212274,1.9859009152221745,11593.981671820138,7.721531906833739,28.1455336010092,92.41157849256503
3.85,37.93256793389524,260.72205158324147,1.9272086753444941,11541.267046658939,7.494916586206746,27.338229271296587,89.86944802003629
3.86,37.74830345075049,253.95725173315148,1.8702510536414985,11488.702344369043,7.274936247111742,26.553881788726247,87.3959640633725
3.87,37.564830151441754,247.36245729780325,1.8149767826652967,11436.289169404918,7.06139724827773,25.791845736851553,84.98931788303416
3.88,37.38214730439311,240.9335780795335,1.761336112152326,11384.029073521455,6.854111580831485,25.051493579760603,82.64774682660247
3.89,37.2002541042763,234.66661624398643,1.7092807638198755,11331.923556758917,6.652896704520572,24.33221517522448,80.36953320883507
3.9,37.01914967414132,228.55766447244352,1.6587638843352839,11279.974068397762,6.457575379109089,23.63341728356098,78.15300320842728
3.91,36.838833067483506,222.60290409198197,1.6097400046121846,11228.18200792828,6.267975515445229,22.954523116052957,75.99652580261395
3.92,36.659303270271636,216.79860325610795,1.5621649985479675,11176.548725997547,6.083930025483609,22.294971885678308,73.89851172097974
3.93,36.48055920291507,211.14111513393397,1.515996045446333,11125.075525357832,5.905276684384901,21.65421838507812,71.85741243563577
3.94,36.30259972219839,205.62687614599818,1.4711915918742142,11073.763661792376,5.7318579912816086,21.031732565206852,69.87171916577502
3.95,36.12542362319802,200.25240426571204,1.4277113107985537,11022.614345006303,5.563521021908424,20.426999101166107,67.93996188531332
3.96,35.949029641125605,195.01429730760148,1.385516066590813,10971.62873953238,5.40011730016853,19.839516998646005,66.06070837716186
3.97,35.773416453140236,189.90923125999942,1.3445678794988953,10920.807965614998,5.241502668446467,19.268799201025843,64.23256330116551
3.98,35.59858268010942,184.93395862645392,1.304829893139695,10870.15310009103,5.087537167725674,18.71437221884846,62.454167292858614
3.99,35.424526888333745,180.0853068029485,1.2662663423483358,10819.665177255067,4.93808491927663,18.175775765431105,60.72419608002025
4.0,35.25124759125783,175.36017653229322,1.228842517354758,10769.34518969029,4.793013995466885,17.65256237409748,59.04135959750496
4.01,35.07874325111608,170.75554033507854,1.1925247338639746,10719.1940891104,4.652196309242136,17.144297055013134,57.40440114571395
4.0200000000000005,34.90701228054959,166.26844098471216,1.1572803025029321,10669.212787181916,4.5155075020887505,16.650556951903024,55.812096561220336
4.03,34.736053044172415,161.89599000357066,1.123077500539666,10619.402156341468,4.382826839583553,16.17093101696175,54.26325341544606
4.04,34.56586386009991,157.63536618593446,1.0898855446240443,10569.763030601762,4.25403711053644,15.705019695643482,52.756710233162366
4.05,34.39644300148662,153.48381417074845,1.0576745598137298,10520.296206322057,4.129024514623085,15.252434590049441,51.29133570041365
4.0600000000000005,34.22778869798611,149.43864301954625,1.0264155537893078,10471.00244298931,4.007678566879446,14.81279815954034,49.86602791831225
4.07,34.05989913718936,145.49722482726816,0.9960803905767717,10421.882463980932,3.8898920009420004,14.385743421059614,48.479713666283146
4.08,33.892772466019906,141.65699335233793,0.966641766030483,10372.936957320091,3.7755606782587794,13.970913664340703,47.13134769002621
4.09,33.72640679208975,137.9154426679393,0.9380731847203627,10324.166576422313,3.6645835021124142,13.567962179463965,45.81991201130911
4.1,33.560800185067116,134.27012586885004,0.9103489330768477,10275.57194081085,3.5568623198058975,13.176551960968144,44.5444152210854
4.11,33.39595067797386,130.71865377635723,0.8834440571919361,10227.153636838028,3.4523018401662298,12.796355446795552,43.303891818224386
4.12,33.231856268462685,127.25869367494163,0.8573343402296875,10178.912218390527,3.350809550039541,12.427054256969642,42.09740155609222
4.13,33.06851492005555,123.88796807138294,0.8319962811853733,10130.84820758601,3.2522956353784376,12.068338944089863,40.92402881015023
4.14,32.905924563340655,120.60425347491488,0.8074070752474517,10082.962095462271,3.156672907732777,11.719908757375466,39.782881968383435
4.15,32.744083097192004,117.40537921368104,0.7835445905806762,10035.254342639257,3.0638567195005253,11.381471383853166,38.673092802980044
4.16,32.58298838991803,114.28922626392347,0.7603873491816835,9987.725379983429,2.973764892499412,11.052742720324622,37.593815884182554
4.17,32.42263828039279,111.25372610459897,0.7379145074702999,9940.375609258026,2.8863176459289037,10.73344664563692,36.54422800147967
4.18,32.263030579153344,108.29685959423583,0.7161058378862429,9893.205403764348,2.801437527859622,10.423314802439602,35.52352760302911
4.19,32.104163069454096,105.41665586882155,0.6949417121230435,9846.21510897664,2.71904935234286,10.122086393153337,34.53093425915495
4.2,31.946033508350624,102.61119126566041,0.6744030811679076,9799.405043152035,2.6390801260468946,9.829507953408863,33.56568810301846
4.21,31.788639627714858,99.878588265579,0.6544714587405647,9752.775497941293,2.5614589863747783,9.545333153015857,32.62704931211433
4.22,31.631979135234626,97.21701445697374,0.6351289046165571,9706.326738986936,2.486117139355612,9.26932259772495,31.714297596433838
4.23,31.476049715384374,94.62468152052978,0.6163580087076977,9660.059006511754,2.4129878001997502,9.001243638399746,30.826731701775376
4.24,31.320849030354257,92.09984423362015,0.5981418767668809,9613.972515900175,2.3420061393768172,8.740870194194109,29.963668936816987
4.25,31.166374721007422,89.64079949710725,0.5804641131936248,9568.067458261214,2.2731092192953843,8.48798255510521,29.124444677936246
4.26,31.012624407777032,87.24588538024486,0.5633088067120328,9522.344000987741,2.206235940613647,8.242367208011768,28.308411910171614
4.2700000000000005,30.859595691547494,84.91348018527297,0.5466605160519461,9476.802288304963,2.141326988715588,8.00381666422078,27.514940775088153
4.28,30.7072861545108,82.64200153218393,0.5305042561800081,9431.442441809666,2.078324782166674,7.772129292774508,26.74341813132343
4.29,30.555693360980097,80.42990546655618,0.514825486049686,9386.26456100276,2.017173426389037,7.547109167229118,25.99324713869648
4.3,30.40481485823697,78.27568557505084,0.49961009386999394,9341.268723805302,1.9578186591428957,7.328565893770613,25.26384681976172
4.3100000000000005,30.254648177321307,76.17787212642297,0.48484438468843655,9296.454987070132,1.9002078038880656,7.116314459134697,24.554651653845518
4.32,30.105190833805864,74.13503122948075,0.47051506809638655,9251.823387083823,1.8442897236750546,6.910175080712226,23.865111178245535
4.33,29.956440328550144,72.14576400877387,0.45660924632973043,9207.3739400595,1.7900147764874765,6.709973061056,23.194689599797385
4.34,29.808394148414326,70.20870580167183,0.4431144037632188,9163.106642622304,1.7373347754280437,6.515538655028107,22.542865429058402
4.3500000000000005,29.661049767003064,68.32252536267585,0.43001839429725525,9119.021472282622,1.6862029418211737,6.3267069204810324,21.909131093294885
4.36,29.51440464536085,66.48592409032965,0.41730943058379405,9075.118387902838,1.6365738646724473,6.1433175852372,21.292992577452214
4.37,29.368456232651187,64.69763527003816,0.40497607347372944,9031.397330155378,1.5884034609735391,5.9652149169079385,20.69396907281287
4.38,29.2232019668187,62.95642333314352,0.39300722173949315,8987.85822197226,1.541648937031247,5.79224759599874,20.111592634026884
4.39,29.07863927521258,61.26108313876485,0.3813921030498214,8944.500968986802,1.4962687541286344,5.624268600548226,19.54540785740014
4.4,28.934765575239187,59.610439256040586,0.3701202631897674,8901.325459966109,1.4522225883363153,5.461135076767722,18.994971540059865
4.41,28.79157827497265,58.003345269919365,0.3591815567020229,8858.331567236086,1.409471295224167,5.302708222612579,18.459852362475125
4.42,28.64907477374864,56.43868310204693,0.34856613783269064,8815.5191470985,1.3679768756902353,5.148853174789745,17.93963057927992
4.43,28.507252462744233,54.915362345812206,0.33826445165936303,8772.88804024016,1.327702442497098,4.999438898173531,17.43389771677243
4.44,28.36610872552147,53.43231962400628,0.328267226314512,8730.438072134322,1.2886121906656631,4.854338085635486,16.942256290217376
4.45,28.225640938597415,51.98851794416167,0.31856546379803363,8688.169053434589,1.250671363045062,4.713427046121438,16.464319504172618
4.46,28.085846471979302,50.58294607564464,0.3091504318387788,8646.080780361206,1.213846219577074,4.57658560270431,15.999710971799946
4.47,27.946722689682133,49.21461794160069,0.30001365612598707,8604.173035080072,1.1781040079018468,4.443696994595861,15.548064443143726
4.48,27.808266950235026,47.88257202309658,0.29114691265477105,8562.445586074371,1.1434129344173927,4.314647780848532,15.109023538598262
4.49,27.670476607154658,46.58587078460264,0.2825422210216767,8520.898188507925,1.1097421386850348,4.189327753233867,14.682241500337366
4.5,27.533349009440585,45.32360009698432,0.27419183660116675,8479.53058458354,1.0770616640194437,4.067629839667513,14.267380929573289
4.51,27.396881502043488,44.09486867906536,0.2660882434622644,8438.34250389359,1.0453424306957158,3.9494500148965095,13.864113538401451
4.5200000000000005,27.261071426314945,42.8988075539296,0.2582241477062396,8397.333663763415,1.014556210667963,3.8346872155647707,13.472119911223082
4.53,27.12591612044827,41.73456951576754,0.25059247086582537,8356.503769588197,0.9846756025547418,3.7232432564169593,13.091089270141667
4.54,26.991412919888948,40.601328617908464,0.243186344110893,8315.852515161803,0.9556740094830356,3.615022754511018,12.720719256510941
