t,Pfr,Pr,Xi,Xa,prepreS,preS,Ya,S,V
2.33,7.921535799969036,0.0,6.0,0.0,200.0,0.0,0.7129382219972128,0.00021664168217995107,49.99999999969739
2.34,7.9136182236190935,0.0,6.0,0.0,200.0,0.0,0.712225640125718,0.00021687411530378086,49.99999999969533
2.35,7.905708560889703,0.0,6.0,0.0,200.0,0.0,0.7115137704800728,0.0002171042389003331,49.99999999969328
2.36,7.897806803871249,0.0,6.0,0.0,200.0,0.0,0.7108026123484119,0.00021733207580793766,49.999999999691234
2.37,7.889912944662009,0.0,6.0,0.0,200.0,0.0,0.7100921650195804,0.00021755764864095231,49.99999999968919
2.38,7.882026975368154,0.0,6.0,0.0,200.0,0.0,0.7093824277831334,0.0002177809797930958,49.99999999968715
2.39,7.874148888103729,0.0,6.0,0.0,200.0,0.0,0.7086733999293352,0.00021800209144078102,49.999999999685116
2.4,7.866278674990652,0.0,6.0,0.0,200.0,0.0,0.7079650807491583,0.00021822100554644817,49.99999999968309
2.41,7.858416328158704,0.0,6.0,0.0,200.0,0.0,0.7072574695342829,0.0002184377438618978,49.999999999681066
2.42,7.850561839745517,0.0,6.0,0.0,200.0,0.0,0.7065505655770961,0.00021865232793162395,49.99999999967904
2.43,7.842715201896569,0.0,6.0,0.0,200.0,0.0,0.7058443681706907,0.00021886477909614736,49.99999999967703
2.44,7.834876406765177,0.0,6.0,0.0,200.0,0.0,0.7051388766088654,0.0002190751184953485,49.99999999967502
2.45,7.827045446512481,0.0,6.0,0.0,200.0,0.0,0.7044340901861229,0.0002192833670718007,49.999999999673015
2.46,7.819222313307446,0.0,6.0,0.0,200.0,0.0,0.7037300081976697,0.00021948954557410332,49.99999999967102
2.47,7.811406999326843,0.0,6.0,0.0,200.0,0.0,0.7030266299394154,0.00021969367456021492,49.99999999966902
2.48,7.80359949675525,0.0,6.0,0.0,200.0,0.0,0.7023239547079722,0.00021989577440078618,49.99999999966703
2.49,7.795799797785035,0.0,6.0,0.0,200.0,0.0,0.7016219818006528,0.00022009586528249332,49.99999999966505
2.5,7.788007894616354,0.0,6.0,0.0,200.0,0.0,0.7009207105154714,0.00022029396721137093,49.999999999663075
2.5100000000000002,7.7802237794571365,0.0,6.0,0.0,200.0,0.0,0.7002201401511419,0.00022049010001614535,49.9999999996611
2.52,7.772447444523085,0.0,6.0,0.0,200.0,0.0,0.6995202700070772,0.00022068428335156762,49.99999999965913
2.5300000000000002,7.764678882037656,0.0,6.0,0.0,200.0,0.0,0.6988210993833887,0.00022087653670174666,49.99999999965717
2.54,7.756918084232063,0.0,6.0,0.0,200.0,0.0,0.6981226275808853,0.00022106687938348244,49.999999999655216
2.5500000000000003,7.749165043345258,0.0,6.0,0.0,200.0,0.0,0.6974248539010728,0.00022125533054959904,49.99999999965326
2.56,7.741419751623928,0.0,6.0,0.0,200.0,0.0,0.6967277776461531,0.0002214419091922778,49.99999999965132
2.57,7.7336822013224875,0.0,6.0,0.0,200.0,0.0,0.6960313981190235,0.0002216266341463904,49.99999999964938
2.58,7.725952384703066,0.0,6.0,0.0,200.0,0.0,0.6953357146232755,0.0002218095240928321,49.99999999964745
2.59,7.718230294035502,0.0,6.0,0.0,200.0,0.0,0.6946407264631947,0.00022199059756185477,49.99999999964552
2.6,7.710515921597334,0.0,6.0,0.0,200.0,0.0,0.6939464329437596,0.00022216987293640007,49.9999999996436
2.61,7.702809259673792,0.0,6.0,0.0,200.0,0.0,0.6932528333706408,0.00022234736845543241,49.99999999964169
2.62,7.695110300557789,0.0,6.0,0.0,200.0,0.0,0.6925599270502005,0.00022252310221727238,49.999999999639776
2.63,7.687419036549913,0.0,6.0,0.0,200.0,0.0,0.6918677132894917,0.00022269709218292958,49.99999999963787
2.64,7.679735459958415,0.0,6.0,0.0,200.0,0.0,0.691176191396257,0.00022286935617943593,49.999999999635975
2.65,7.672059563099208,0.0,6.0,0.0,200.0,0.0,0.6904853606789283,0.00022303991190317872,49.999999999634085
2.66,7.66439133829585,0.0,6.0,0.0,200.0,0.0,0.6897952204466261,0.00022320877692323372,49.9999999996322
2.67,7.656730777879542,0.0,6.0,0.0,200.0,0.0,0.6891057700091583,0.00022337596868469837,49.99999999963032
2.68,7.649077874190656,0.0,6.0,0.0,200.0,0.0,0.6884170086771586,0.00022354150236100436,49.99999999962844
2.69,7.641432619580627,0.0,6.0,0.0,200.0,0.0,0.687728935762256,0.00022370538822445826,49.999999999626574
2.7,7.6337950064045295,0.0,6.0,0.0,200.0,0.0,0.6870415505764073,0.00022386764196326116,49.99999999962471
2.71,7.6261650270247765,0.0,6.0,0.0,200.0,0.0,0.6863548524322295,0.0002240282795349522,49.999999999622865
2.72,7.618542673811408,0.0,6.0,0.0,200.0,0.0,0.6856688406430264,0.00022418731674415186,49.99999999962102
2.73,7.610927939142089,0.0,6.0,0.0,200.0,0.0,0.6849835145227876,0.00022434476924506838,49.99999999961918
2.74,7.603320815402095,0.0,6.0,0.0,200.0,0.0,0.6842988733861881,0.00022450065254400476,49.999999999617344
2.75,7.595721294984312,0.0,6.0,0.0,200.0,0.0,0.6836149165485876,0.00022465498200186545,49.99999999961552
2.7600000000000002,7.588129370289222,0.0,6.0,0.0,200.0,0.0,0.6829316433260295,0.00022480777283666312,49.99999999961369
2.77,7.580545033724898,0.0,6.0,0.0,200.0,0.0,0.6822490530352405,0.00022495904012602533,49.99999999961188
2.7800000000000002,7.572968277706998,0.0,6.0,0.0,200.0,0.0,0.6815671449936295,0.0002251087988097014,49.999999999610075
2.79,7.565399094658751,0.0,6.0,0.0,200.0,0.0,0.6808859185192873,0.00022525706369206912,49.99999999960827
2.8000000000000003,7.557837477010956,0.0,6.0,0.0,200.0,0.0,0.6802053729309857,0.0002254038494446415,49.99999999960648
2.81,7.550283417201969,0.0,6.0,0.0,200.0,0.0,0.6795255075481769,0.00022554917060857354,49.9999999996047
2.82,7.542736907677697,0.0,6.0,0.0,200.0,0.0,0.6788463216909923,0.00022569304159716897,49.99999999960291
2.83,7.535197940891591,0.0,6.0,0.0,200.0,0.0,0.6781678146802428,0.00022583547669838706,49.99999999960114
2.84,7.527666509304636,0.0,6.0,0.0,200.0,0.0,0.6774899858374168,0.00022597649007734927,49.999999999599375
2.85,7.5201426053853435,0.0,6.0,0.0,200.0,0.0,0.6768128344846805,0.00022611609577884617,49.99999999959761
2.86,7.512626221609747,0.0,6.0,0.0,200.0,0.0,0.6761363599448769,0.00022625430772984403,49.999999999595865
2.87,7.505117350461387,0.0,6.0,0.0,200.0,0.0,0.6754605615415245,0.00022639113974199163,49.99999999959412
2.88,7.497615984431311,0.0,6.0,0.0,200.0,0.0,0.6747854385988177,0.00022652660551412713,49.999999999592376
2.89,7.49012211601806,0.0,6.0,0.0,200.0,0.0,0.674110990441625,0.00022666071863478466,49.99999999959065
2.9,7.482635737727664,0.0,6.0,0.0,200.0,0.0,0.6734372163954894,0.00022679349258470115,49.99999999958892
2.91,7.475156842073629,0.0,6.0,0.0,200.0,0.0,0.6727641157866262,0.00022692494073932312,49.9999999995872
2.92,7.467685421576935,0.0,6.0,0.0,200.0,0.0,0.6720916879419238,0.0002270550763713134,49.99999999958549
2.93,7.460221468766025,0.0,6.0,0.0,200.0,0.0,0.6714199321889419,0.00022718391265305786,49.99999999958379
2.94,7.452764976176799,0.0,6.0,0.0,200.0,0.0,0.6707488478559116,0.00022731146265917226,49.999999999582094
2.95,7.445315936352603,0.0,6.0,0.0,200.0,0.0,0.670078434271734,0.0002274377393690089,49.9999999995804
2.96,7.437874341844223,0.0,6.0,0.0,200.0,0.0,0.6694086907659798,0.00022756275566916345,49.99999999957872
2.97,7.430440185209877,0.0,6.0,0.0,200.0,0.0,0.6687396166688885,0.00022768652435598162,49.99999999957705
2.98,7.423013459015206,0.0,6.0,0.0,200.0,0.0,0.6680712113113682,0.0002278090581380661,49.99999999957538
2.99,7.4155941558332685,0.0,6.0,0.0,200.0,0.0,0.6674034740249938,0.00022793036963878304,49.99999999957372
3.0,7.408182268244531,0.0,6.0,0.0,200.0,0.0,0.6667364041420074,0.0002280504713987691,49.99999999957206
3.0100000000000002,7.400777788836857,0.0,6.0,0.0,200.0,0.0,0.6660700009953168,0.000228169375878438,49.99999999957041
3.02,7.393380710205506,0.0,6.0,0.0,200.0,0.0,0.6654042639184952,0.00022828709546048737,49.99999999956878
3.0300000000000002,7.385991024953858,0.0,6.0,0.0,200.0,0.0,0.664739192245847,0.00022840364121918229,49.99999999956714
3.04,7.378608725694319,0.0,6.0,0.0,200.0,0.0,0.6640747853124884,0.00022851902141342927,49.99999999956552
3.0500000000000003,7.371233805044755,0.0,6.0,0.0,200.0,0.0,0.6634110424540276,0.0002286332474023264,49.9999999995639
3.06,7.363866255630266,0.0,6.0,0.0,200.0,0.0,0.6627479630067237,0.0002287463306951352,49.999999999562284
3.0700000000000003,7.356506070083319,0.0,6.0,0.0,200.0,0.0,0.6620855463074985,0.00022885828270978781,49.99999999956068
3.08,7.3491532410437435,0.0,6.0,0.0,200.0,0.0,0.6614237916939366,0.0002289691147749203,49.99999999955909
3.09,7.341807761158718,0.0,6.0,0.0,200.0,0.0,0.6607626985042844,0.00022907883813190545,49.999999999557495
3.1,7.334469623082768,0.0,6.0,0.0,200.0,0.0,0.6601022660774488,0.0002291874639368858,49.99999999955591
3.11,7.327138819477757,0.0,6.0,0.0,200.0,0.0,0.6594424937529979,0.00022929500326280652,49.99999999955434
3.12,7.319815343012878,0.0,6.0,0.0,200.0,0.0,0.6587833808711587,0.00022940146710144865,49.99999999955277
3.13,7.3124991863646445,0.0,6.0,0.0,200.0,0.0,0.6581249267728178,0.0002295068663654618,49.99999999955121
3.14,7.3051903422168865,0.0,6.0,0.0,200.0,0.0,0.6574671307995196,0.00022961121189039733,49.99999999954966
3.15,7.29788880326074,0.0,6.0,0.0,200.0,0.0,0.6568099922934664,0.00022971451443674123,49.99999999954811
3.16,7.290594562194641,0.0,6.0,0.0,200.0,0.0,0.6561535105975174,0.00022981678469194715,49.999999999546574
3.17,7.2833076117243145,0.0,6.0,0.0,200.0,0.0,0.6554976850551881,0.00022991803327246932,49.99999999954504
3.18,7.276027944562773,0.0,6.0,0.0,200.0,0.0,0.6548425150106493,0.0002300182707257957,49.99999999954352
3.19,7.268755553430302,0.0,6.0,0.0,200.0,0.0,0.6541879998087269,0.00023011750753248076,49.999999999542
3.2,7.261490431054456,0.0,6.0,0.0,200.0,0.0,0.6535341387949009,0.00023021575410817855,49.99999999954049
3.21,7.254232570170053,0.0,6.0,0.0,200.0,0.0,0.6528809313153046,0.0002303130208056757,49.999999999538986
3.22,7.246981963519162,0.0,6.0,0.0,200.0,0.0,0.6522283767167243,0.00023040931791692447,49.99999999953749
3.23,7.239738603851097,0.0,6.0,0.0,200.0,0.0,0.6515764743465985,0.00023050465567507554,49.999999999536
3.24,7.232502483922411,0.0,6.0,0.0,200.0,0.0,0.6509252235530167,0.0002305990442565112,49.99999999953452
3.25,7.225273596496887,0.0,6.0,0.0,200.0,0.0,0.6502746236847196,0.00023069249378287817,49.99999999953305
3.2600000000000002,7.218051934345532,0.0,6.0,0.0,200.0,0.0,0.6496246740910976,0.0002307850143231207,49.99999999953158
3.27,7.210837490246564,0.0,6.0,0.0,200.0,0.0,0.6489753741221905,0.00023087661589551352,49.999999999530125
3.2800000000000002,7.203630256985413,0.0,6.0,0.0,200.0,0.0,0.6483267231286869,0.0002309673084696948,49.999999999528676
3.29,7.196430227354705,0.0,6.0,0.0,200.0,0.0,0.6476787204619232,0.00023105710196869914,49.99999999952723
3.3000000000000003,7.189237394154261,0.0,6.0,0.0,200.0,0.0,0.6470313654738833,0.00023114600627099062,49.99999999952579
3.31,7.182051750191084,0.0,6.0,0.0,200.0,0.0,0.6463846575171973,0.00023123403121249564,49.99999999952436
3.3200000000000003,7.174873288279354,0.0,6.0,0.0,200.0,0.0,0.6457385959451416,0.00023132118658863605,49.99999999952294
3.33,7.1677020012404205,0.0,6.0,0.0,200.0,0.0,0.6450931801116376,0.00023140748215636205,49.99999999952153
3.34,7.160537881902794,0.0,6.0,0.0,200.0,0.0,0.6444484093712513,0.00023149292763618529,49.99999999952012
3.35,7.15338092310214,0.0,6.0,0.0,200.0,0.0,0.6438042830791924,0.0002315775327142116,49.99999999951872
3.36,7.146231117681268,0.0,6.0,0.0,200.0,0.0,0.6431608005913139,0.0002316613070441743,49.99999999951733
3.37,7.139088458490126,0.0,6.0,0.0,200.0,0.0,0.6425179612641111,0.0002317442602494669,49.99999999951594
3.38,7.13195293545797,0.0,6.0,0.0,200.0,0.0,0.641875764191217,0.00023182672961789597,49.999999999514564
3.39,7.1248245477108725,0.0,6.0,0.0,200.0,0.0,0.6412342092939782,0.0002319080075617361,49.99999999951319
3.4,7.117703284743944,0.0,6.0,0.0,200.0,0.0,0.6405932956269547,0.00023198848302313047,49.99999999951183
3.41,7.110589139439919,0.0,6.0,0.0,200.0,0.0,0.6399530225495924,0.0002320681635888019,49.99999999951047
3.42,7.1034821046884105,0.0,6.0,0.0,200.0,0.0,0.6393133894219566,0.00023214705678614386,49.99999999950912
3.43,7.096382173385903,0.0,6.0,0.0,200.0,0.0,0.6386743956047309,0.00023222517008322067,49.99999999950778
3.44,7.089289338435762,0.0,6.0,0.0,200.0,0.0,0.6380360404592182,0.0002323025108887672,49.99999999950644
3.45,7.082203592748226,0.0,6.0,0.0,200.0,0.0,0.63739832334734,0.00023237908655218917,49.999999999505114
3.46,7.075124929240411,0.0,6.0,0.0,200.0,0.0,0.6367612436316367,0.00023245490436356293,49.99999999950379
3.47,7.068053340836307,0.0,6.0,0.0,200.0,0.0,0.6361248006752673,0.00023252997155363554,49.99999999950248
3.48,7.060988820466783,0.0,6.0,0.0,200.0,0.0,0.6354889938420102,0.0002326042952938248,49.99999999950117
3.49,7.053931361069581,0.0,6.0,0.0,200.0,0.0,0.634853822496262,0.00023267788269621919,49.99999999949987
3.5,7.046880955589321,0.0,6.0,0.0,200.0,0.0,0.6342192860030387,0.0002327507408135779,49.99999999949858
3.5100000000000002,7.0398375969775,0.0,6.0,0.0,200.0,0.0,0.6335853837279747,0.00023282287663933088,49.99999999949729
3.52,7.032801278192487,0.0,6.0,0.0,200.0,0.0,0.6329521150373235,0.00023289429710757876,49.99999999949601
3.5300000000000002,7.025771992199529,0.0,6.0,0.0,200.0,0.0,0.6323194792979574,0.0002329650090930928,49.99999999949473
3.54,7.018749731970754,0.0,6.0,0.0,200.0,0.0,0.6316874758773675,0.0002330350194113151,49.99999999949347
3.5500000000000003,7.011734490485156,0.0,6.0,0.0,200.0,0.0,0.6310561041436638,0.00023310433481835838,49.99999999949221
3.56,7.0047262607286145,0.0,6.0,0.0,200.0,0.0,0.630425363465575,0.00023317296201100612,49.99999999949096
3.5700000000000003,6.997725035693879,0.0,6.0,0.0,200.0,0.0,0.6297952532124488,0.00023324090762671243,49.99999999948972
3.58,6.990730808380579,0.0,6.0,0.0,200.0,0.0,0.6291657727542518,0.00023330817824360225,49.99999999948848
3.59,6.983743571795216,0.0,6.0,0.0,200.0,0.0,0.6285369214615691,0.00023337478038047113,49.99999999948725
3.6,6.97676331895117,0.0,6.0,0.0,200.0,0.0,0.6279086987056051,0.00023344072049678535,49.99999999948602
3.61,6.9697900428686985,0.0,6.0,0.0,200.0,0.0,0.6272811038581825,0.00023350600499268196,49.99999999948481
3.62,6.962823736574931,0.0,6.0,0.0,200.0,0.0,0.6266541362917435,0.0002335706402089686,49.9999999994836
3.63,6.955864393103877,0.0,6.0,0.0,200.0,0.0,0.6260277953793485,0.00023363463242712375,49.99999999948239
3.64,6.9489120054964175,0.0,6.0,0.0,200.0,0.0,0.6254020804946773,0.0002336979878692965,49.9999999994812
3.65,6.941966566800316,0.0,6.0,0.0,200.0,0.0,0.6247769910120281,0.00023376071269830671,49.99999999948001
3.66,6.935028070070205,0.0,6.0,0.0,200.0,0.0,0.6241525263063181,0.00023382281301764492,49.999999999478824
3.67,6.928096508367598,0.0,6.0,0.0,200.0,0.0,0.6235286857530835,0.00023388429487147236,49.999999999477645
3.68,6.921171874760883,0.0,6.0,0.0,200.0,0.0,0.6229054687284791,0.00023394516424462102,49.99999999947648
3.69,6.914254162325323,0.0,6.0,0.0,200.0,0.0,0.6222828746092787,0.00023400542706259356,49.999999999475314
3.7,6.907343364143057,0.0,6.0,0.0,200.0,0.0,0.6216609027728749,0.00023406508919156339,49.99999999947416
3.71,6.900439473303103,0.0,6.0,0.0,200.0,0.0,0.6210395525972789,0.00023412415643837454,49.99999999947301
3.72,6.893542482901352,0.0,6.0,0.0,200.0,0.0,0.6204188234611213,0.00023418263455054187,49.99999999947187
3.73,6.88665238603965,0.0,6.0,0.0,200.0,0.0,0.6197987147435681,0.0002342405297473197,49.99999999947073
3.74,6.8797691758247375,0.0,6.0,0.0,200.0,0.0,0.619179225824226,0.00023429784932999182,49.9999999994696
3.75,6.872892845372684,0.0,6.0,0.0,200.0,0.0,0.6185603560835412,0.00023435459912818943,49.99999999946848
3.7600000000000002,6.866023387806612,0.0,6.0,0.0,200.0,0.0,0.6179421049025947,0.00023441078480944936,49.99999999946736
3.77,6.859160796256514,0.0,6.0,0.0,200.0,0.0,0.6173244716630859,0.00023446641198537573,49.999999999466255
3.7800000000000002,6.852305063859254,0.0,6.0,0.0,200.0,0.0,0.6167074557473325,0.0002345214862116399,49.999999999465146
3.79,6.845456183758565,0.0,6.0,0.0,200.0,0.0,0.6160910565382706,0.0002345760129879805,49.99999999946405
3.8000000000000003,6.838614149105051,0.0,6.0,0.0,200.0,0.0,0.6154752734194542,0.00023462999775820338,49.999999999462965
3.81,6.831778953056183,0.0,6.0,0.0,200.0,0.0,0.6148601057750561,0.0002346834459101817,49.99999999946188
3.8200000000000003,6.824950588776308,0.0,6.0,0.0,200.0,0.0,0.6142455529898674,0.00023473636277585586,49.9999999994608
3.83,6.818129049436638,0.0,6.0,0.0,200.0,0.0,0.613631614449297,0.0002347887536312335,49.99999999945973
3.84,6.811314328215256,0.0,6.0,0.0,200.0,0.0,0.6130182895393727,0.00023484062369638948,49.999999999458666
3.85,6.804506418297118,0.0,6.0,0.0,200.0,0.0,0.6124055776467402,0.00023489197813546603,49.99999999945761
3.86,6.797705312874047,0.0,6.0,0.0,200.0,0.0,0.6117934781586638,0.00023494282205667255,49.999999999456556
3.87,6.7909110051447374,0.0,6.0,0.0,200.0,0.0,0.611181990463026,0.00023499316051228566,49.999999999455504
3.88,6.784123488314753,0.0,6.0,0.0,200.0,0.0,0.6105711139483274,0.00023504299849864938,49.99999999945447
3.89,6.77734275559653,0.0,6.0,0.0,200.0,0.0,0.6099608480036873,0.00023509234095617484,49.999999999453436
3.9,6.770568800209372,0.0,6.0,0.0,200.0,0.0,0.6093511920188431,0.0002351411927693405,49.999999999452406
3.91,6.763801615379453,0.0,6.0,0.0,200.0,0.0,0.6087421453841504,0.00023518955876669206,49.99999999945138
3.92,6.757041194339819,0.0,6.0,0.0,200.0,0.0,0.6081337074905834,0.00023523744372084247,49.999999999450374
3.93,6.750287530330384,0.0,6.0,0.0,200.0,0.0,0.6075258777297342,0.00023528485234847196,49.999999999449365
3.94,6.743540616597936,0.0,6.0,0.0,200.0,0.0,0.6069186554938139,0.000235331789310328,49.99999999944836
3.95,6.736800446396126,0.0,6.0,0.0,200.0,0.0,0.606312040175651,0.00023537825921122533,49.99999999944736
3.96,6.730067012985482,0.0,6.0,0.0,200.0,0.0,0.605706031168693,0.00023542426660004591,49.99999999944637
3.97,6.723340309633399,0.0,6.0,0.0,200.0,0.0,0.6051006278670056,0.00023546981596973902,49.999999999445386
3.98,6.716620329614143,0.0,6.0,0.0,200.0,0.0,0.6044958296652725,0.0002355149117573211,49.99999999944441
3.99,6.709907066208849,0.0,6.0,0.0,200.0,0.0,0.603891635958796,0.00023555955834387597,49.99999999944344
4.0,6.703200512705524,0.0,6.0,0.0,200.0,0.0,0.6032880461434968,0.0002356037600545546,49.99999999944247
4.01,6.696500662399043,0.0,6.0,0.0,200.0,0.0,0.6026850596159135,0.00023564752115857532,49.99999999944151
4.0200000000000005,6.6898075085911515,0.0,6.0,0.0,200.0,0.0,0.6020826757732033,0.00023569084586922358,49.99999999944056
4.03,6.683121044590468,0.0,6.0,0.0,200.0,0.0,0.6014808940131418,0.0002357337383438522,49.99999999943961
4.04,6.676441263712477,0.0,6.0,0.0,200.0,0.0,0.6008797137341226,0.00023577620268388122,49.999999999438664
4.05,6.669768159279537,0.0,6.0,0.0,200.0,0.0,0.6002791343351579,0.00023581824293479793,49.99999999943773
4.0600000000000005,6.663101724620871,0.0,6.0,0.0,200.0,0.0,0.5996791552158781,0.0002358598630861569,49.9999999994368
4.07,6.65644195307258,0.0,6.0,0.0,200.0,0.0,0.5990797757765318,0.00023590106707157993,49.99999999943587
4.08,6.649788837977629,0.0,6.0,0.0,200.0,0.0,0.5984809954179862,0.00023594185876875607,49.999999999434955
4.09,6.643142372685854,0.0,6.0,0.0,200.0,0.0,0.5978828135417265,0.00023598224199944168,49.99999999943404
4.1,6.636502550553963,0.0,6.0,0.0,200.0,0.0,0.5972852295498564,0.0002360222205294603,49.999999999433136
4.11,6.6298693649455345,0.0,6.0,0.0,200.0,0.0,0.5966882428450977,0.0002360617980687028,49.999999999432234
4.12,6.623242809231014,0.0,6.0,0.0,200.0,0.0,0.5960918528307909,0.00023610097827112727,49.99999999943133
4.13,6.61662287678772,0.0,6.0,0.0,200.0,0.0,0.5954960589108945,0.00023613976473475906,49.99999999943044
4.14,6.610009560999841,0.0,6.0,0.0,200.0,0.0,0.5949008604899854,0.00023617816100169077,49.999999999429555
4.15,6.603402855258433,0.0,6.0,0.0,200.0,0.0,0.5943062569732586,0.00023621617055808225,49.99999999942868
4.16,6.596802752961425,0.0,6.0,0.0,200.0,0.0,0.5937122477665279,0.00023625379683416066,49.99999999942781
4.17,6.590209247499404,0.0,6.0,0.0,200.0,0.0,0.593118832274946,0.00023629104430869754,49.99999999942693
4.18,6.583622332212312,0.0,6.0,0.0,200.0,0.0,0.5925260098991078,0.00023632792187463234,49.99999999942607
4.19,6.577042000503315,0.0,6.0,0.0,200.0,0.0,0.591933780045298,0.00023636443398917457,49.999999999425214
4.2,6.570468245791315,0.0,6.0,0.0,200.0,0.0,0.591342142121218,0.00023640058436452118,49.99999999942436
4.21,6.5639010615019435,0.0,6.0,0.0,200.0,0.0,0.5907510955351746,0.00023643637666788498,49.999999999423515
4.22,6.55734044106756,0.0,6.0,0.0,200.0,0.0,0.5901606396960801,0.00023647181452149466,49.99999999942268
4.23,6.550786377927254,0.0,6.0,0.0,200.0,0.0,0.5895707740134525,0.00023650690150259479,49.99999999942184
4.24,6.544238865526845,0.0,6.0,0.0,200.0,0.0,0.5889814978974157,0.0002365416411434457,49.99999999942101
4.25,6.53769789731888,0.0,6.0,0.0,200.0,0.0,0.5883928107586989,0.0002365760369313237,49.99999999942018
4.26,6.531163466762638,0.0,6.0,0.0,200.0,0.0,0.587804712008637,0.0002366100923085209,49.999999999419366
4.2700000000000005,6.524635567324124,0.0,6.0,0.0,200.0,0.0,0.5872172010591707,0.00023664381067234528,49.99999999941855
4.28,6.518114192476074,0.0,6.0,0.0,200.0,0.0,0.5866302773228462,0.00023667719537512065,49.99999999941774
4.29,6.511599335697953,0.0,6.0,0.0,200.0,0.0,0.5860439402128155,0.00023671024972418675,49.999999999416936
4.3,6.505090990475956,0.0,6.0,0.0,200.0,0.0,0.5854581891428358,0.0002367429769818991,49.99999999941614
4.3100000000000005,6.498589150303007,0.0,6.0,0.0,200.0,0.0,0.5848730235272703,0.00023677538036562913,49.999999999415344
4.32,6.492093808678758,0.0,6.0,0.0,200.0,0.0,0.5842884427810879,0.00023680746304776412,49.999999999414555
4.33,6.485604959109591,0.0,6.0,0.0,200.0,0.0,0.5837044463198628,0.0002368392281557072,49.999999999413774
4.34,6.479122595108618,0.0,6.0,0.0,200.0,0.0,0.5831210335597753,0.00023687067877187736,49.999999999413
4.3500000000000005,6.472646710195678,0.0,6.0,0.0,200.0,0.0,0.5825382039176107,0.00023690181793370945,49.999999999412225
4.36,6.466177297897344,0.0,6.0,0.0,200.0,0.0,0.5819559568107606,0.00023693264863365422,49.99999999941146
4.37,6.459714351746912,0.0,6.0,0.0,200.0,0.0,0.5813742916572218,0.00023696317381917818,49.9999999994107
4.38,6.453257865284412,0.0,6.0,0.0,200.0,0.0,0.5807932078755967,0.0002369933963927638,49.99999999940994
4.39,6.446807832056601,0.0,6.0,0.0,200.0,0.0,0.5802127048850938,0.0002370233192119094,49.999999999409184
4.4,6.440364245616966,0.0,6.0,0.0,200.0,0.0,0.5796327821055266,0.00023705294508912907,49.99999999940844
4.41,6.433927099525723,0.0,6.0,0.0,200.0,0.0,0.5790534389573148,0.00023708227679195286,49.99999999940769
4.42,6.4274963873498185,0.0,6.0,0.0,200.0,0.0,0.5784746748614833,0.0002371113170429266,49.99999999940696
4.43,6.421072102662926,0.0,6.0,0.0,200.0,0.0,0.577896489239663,0.0002371400685196121,49.99999999940622
4.44,6.414654239045449,0.0,6.0,0.0,200.0,0.0,0.57731888151409,0.00023716853385458687,49.999999999405496
4.45,6.408242790084521,0.0,6.0,0.0,200.0,0.0,0.5767418511076066,0.0002371967156354444,49.99999999940477
4.46,6.401837749374006,0.0,6.0,0.0,200.0,0.0,0.5761653974436601,0.00023722461640479395,49.999999999404054
4.47,6.395439110514493,0.0,6.0,0.0,200.0,0.0,0.575589519946304,0.00023725223866026074,49.99999999940334
4.48,6.389046867113305,0.0,6.0,0.0,200.0,0.0,0.5750142180401971,0.00023727958485448577,49.99999999940263
4.49,6.382661012784491,0.0,6.0,0.0,200.0,0.0,0.5744394911506039,0.00023730665739512595,49.99999999940193
4.5,6.376281541148832,0.0,6.0,0.0,200.0,0.0,0.5738653387033945,0.000237333458644854,49.99999999940123
4.51,6.369908445833835,0.0,6.0,0.0,200.0,0.0,0.5732917601250448,0.00023735999092135853,49.999999999400536
4.5200000000000005,6.363541720473738,0.0,6.0,0.0,200.0,0.0,0.5727187548426361,0.00023738625649734403,49.99999999939985
4.53,6.35718135870951,0.0,6.0,0.0,200.0,0.0,0.5721463222838555,0.0002374122576005308,49.99999999939916
4.54,6.350827354188845,0.0,6.0,0.0,200.0,0.0,0.5715744618769957,0.00023743799641365502,49.999999999398476
4.55,6.34447970056617,0.0,6.0,0.0,200.0,0.0,0.5710031730509549,0.00023746347507446874,49.9999999993978
4.5600000000000005,6.33813839150264,0.0,6.0,0.0,200.0,0.0,0.5704324552352372,0.00023748869567573986,49.99999999939713
4.57,6.331803420666139,0.0,6.0,0.0,200.0,0.0,0.5698623078599522,0.00023751366026525218,49.999999999396465
4.58,6.32547478173128,0.0,6.0,0.0,200.0,0.0,0.569292730355815,0.00023753837084580526,49.999999999395804
4.59,6.319152468379407,0.0,6.0,0.0,200.0,0.0,0.5687237221541463,0.0002375628293752146,49.99999999939514
4.6000000000000005,6.3128364742985905,0.0,6.0,0.0,200.0,0.0,0.5681552826868729,0.00023758703776631158,49.99999999939449
4.61,6.306526793167615,0.0,6.0,0.0,200.0,0.0,0.567587411385085,0.0002376109987069087,49.99999999939384
4.62,6.300223418548364,0.0,6.0,0.0,200.0,0.0,0.5670201076693524,0.0002376347211679092,49.9999999993932
4.63,6.293926344106538,0.0,6.0,0.0,200.0,0.0,0.5664533709695879,0.00023765820910574896,49.99999999939256
4.64,6.287635563544321,0.0,6.0,0.0,200.0,0.0,0.5658872007189886,0.00023768146490868897,49.999999999391925
4.65,6.281351070570352,0.0,6.0,0.0,200.0,0.0,0.5653215963513313,0.00023770449093423642,49.99999999939129
4.66,6.275072858899719,0.0,6.0,0.0,200.0,0.0,0.5647565573009743,0.00023772728950914482,49.99999999939067
