t,T2,LT2,T2R,T3,Bp,T2p,Yp,LT3,T3R,T4,T3p,LT4,T4p,LT2p,T2pR,LT3p,T3pR,LT4p,LT2R,LT3R,LT2pR,LT3pR
2.85,2.125381536e-314,2.17410563e-314,2.125375453e-314,2.1253815833e-314,2.125375453e-314,2.1253803976e-314,2.129003887e-314,2.174105677e-314,2.1290454437e-314,2.125381536e-314,2.1741057247e-314,2.1253757533e-314,2.1253815833e-314,2.1253757533e-314,2.125380374e-314,2.1290454437e-314,2.1741058195e-314,2.129003887e-314,2.125381536e-314,2.125380611e-314,2.125375358e-314,2.1253815833e-314
2.86,2.125375358e-314,2.125380374e-314,2.129003887e-314,2.174105843e-314,2.129003887e-314,2.125381536e-314,2.174105867e-314,2.1253755636e-314,2.1253815833e-314,2.1253755636e-314,2.1253803976e-314,2.129003887e-314,2.1741059144e-314,2.1290454437e-314,2.125381536e-314,2.125380706e-314,2.1253754213e-314,2.1253815833e-314,2.1253754213e-314,2.125380374e-314,2.1290454437e-314,2.1741059855e-314
2.87,2.129003887e-314,2.125381536e-314,2.125380682e-314,2.1253754055e-314,2.1253815833e-314,2.1253754055e-314,2.125380374e-314,2.129003887e-314,2.1253803264e-314,2.1741060567e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1253805636e-314,2.1253753265e-314,2.1253815833e-314,2.1253753265e-314,2.125380445e-314,2.1290454437e-314,2.174106104e-314,2.129003887e-314,2.125381536e-314
2.88,2.1253806584e-314,2.1253753897e-314,2.1253815833e-314,2.1253753897e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.1253803976e-314,2.1290454437e-314,2.1290454437e-314,2.1741061515e-314,2.1290454437e-314,2.125381536e-314,2.1253807296e-314,2.125375437e-314,2.1253815833e-314,2.125375437e-314,2.125380374e-314,2.1290454437e-314,2.1741062227e-314,2.129003887e-314,2.125381536e-314
2.89,2.125380682e-314,2.1253754055e-314,2.1253815833e-314,2.1253754055e-314,2.125380374e-314,2.129003887e-314,2.1253803264e-314,2.1741063413e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1253805873e-314,2.1253753423e-314,2.1253815833e-314,2.1253753423e-314,2.125380445e-314,2.1290454437e-314,2.174106436e-314,2.129003887e-314,2.125381536e-314,2.125380611e-314,2.125375358e-314
2.9,2.1253815833e-314,2.125375358e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.12538035e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.125380445e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.1741065073e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1741065547e-314
2.91,2.1253755004e-314,2.1253815833e-314,2.1253755004e-314,2.125380374e-314,2.1290454437e-314,2.174106602e-314,2.1290454437e-314,2.125381536e-314,2.12538054e-314,2.1253753107e-314,2.1253815833e-314,2.1253753107e-314,2.125380374e-314,2.1290454437e-314,2.174106626e-314,2.129003887e-314,2.125381536e-314,2.1741066496e-314,2.125375532e-314,2.1253815833e-314,2.125375532e-314,2.1253803976e-314
2.92,2.129003887e-314,2.1741067207e-314,2.1290454437e-314,2.125381536e-314,2.1741067444e-314,2.1253757375e-314,2.1253815833e-314,2.1253757375e-314,2.125380374e-314,2.1290454437e-314,2.174106768e-314,2.129003887e-314,2.125381536e-314,2.1741068156e-314,2.125375532e-314,2.1253815833e-314,2.125375532e-314,2.1253803976e-314,2.129003887e-314,2.1741068393e-314,2.1290617597e-314,2.125381536e-314
2.93,2.125380682e-314,2.1253754055e-314,2.1253815833e-314,2.1253754055e-314,2.125380374e-314,2.1290617597e-314,2.1253803264e-314,2.1741068867e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.1741069104e-314,2.125375532e-314,2.1253815833e-314,2.125375532e-314,2.1253804924e-314,2.129003887e-314,2.1253803264e-314,2.174106958e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314
2.94,2.1741070053e-314,2.1253759905e-314,2.1253815833e-314,2.1253759905e-314,2.1253803976e-314,2.1290454437e-314,2.174107029e-314,2.129003887e-314,2.125381536e-314,2.1741070527e-314,2.125375532e-314,2.1253815833e-314,2.125375532e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.12538035e-314,2.1290454437e-314,2.1290454437e-314,2.129003887e-314,2.12538035e-314,2.129003887e-314
2.95,2.129003887e-314,2.1290454437e-314,2.125379358e-314,2.1290454437e-314,2.1290454437e-314,2.1741071e-314,2.1290617597e-314,2.125381536e-314,2.1290617597e-314,2.125380706e-314,2.1253754213e-314,2.1253815833e-314,2.1253754213e-314,2.1253808244e-314,2.1290617597e-314,2.174107124e-314,2.129003887e-314,2.125381536e-314,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314
2.96,2.1253803976e-314,2.129003887e-314,2.129003887e-314,2.129003887e-314,2.1741071713e-314,2.129003887e-314,2.125381536e-314,2.174107195e-314,2.1253755004e-314,2.1253815833e-314,2.1253755004e-314,2.1253803976e-314,2.129003887e-314,2.1741072424e-314,2.129003887e-314,2.125381536e-314,2.1741093057e-314,2.125375453e-314,2.1253815833e-314,2.125375453e-314,2.1253803976e-314,2.129003887e-314
2.97,2.1741094005e-314,2.129003887e-314,2.125381536e-314,2.1741094717e-314,2.125375532e-314,2.1253815833e-314,2.125375532e-314,2.1253803976e-314,2.129003887e-314,2.1741094954e-314,2.129003887e-314,2.125381536e-314,2.174109543e-314,2.1253754846e-314,2.1253815833e-314,2.1253754846e-314,2.1253803976e-314,2.129003887e-314,2.1741095665e-314,2.129003887e-314,2.125381536e-314,2.174109614e-314
2.98,2.1253755636e-314,2.1253815833e-314,2.1253755636e-314,2.125379358e-314,2.129003887e-314,2.1741096377e-314,2.129005476e-314,2.125381536e-314,2.129005476e-314,2.1253806584e-314,2.1253753897e-314,2.1253815833e-314,2.1253753897e-314,2.1253808244e-314,2.129005476e-314,2.1741096614e-314,2.1290454437e-314,2.125381536e-314,2.125380706e-314,2.1253754213e-314,2.1253815833e-314,2.1253754213e-314
2.99,2.125380374e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.174109685e-314,2.1290617597e-314,2.125381536e-314,2.125380706e-314,2.1253754213e-314,2.1253815833e-314,2.1253754213e-314,2.125380374e-314,2.1290617597e-314,2.1253803264e-314,2.174109709e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1253805636e-314,2.1253753265e-314,2.1253815833e-314,2.1253753265e-314
3.0,2.125380445e-314,2.1290454437e-314,2.1741994944e-314,2.129003887e-314,2.125381536e-314,2.1253806584e-314,2.1253753897e-314,2.1253815833e-314,2.1253753897e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.125380445e-314,2.1290454437e-314,2.1290454437e-314,2.174199542e-314,2.1290454437e-314,2.125381536e-314,2.174199613e-314,2.125375848e-314,2.1253815833e-314,2.125375848e-314
3.0100000000000002,2.125380374e-314,2.1290454437e-314,2.1741997315e-314,2.1290454437e-314,2.125381536e-314,2.174199779e-314,2.1253758324e-314,2.1253815833e-314,2.1253758324e-314,2.125380374e-314,2.1290454437e-314,2.17419985e-314,2.129003887e-314,2.125381536e-314,2.1253806584e-314,2.1253753897e-314,2.1253815833e-314,2.1253753897e-314,2.125379358e-314,2.129003887e-314,2.174199874e-314,2.129005476e-314
3.02,2.125381536e-314,2.129005476e-314,2.125380611e-314,2.125375358e-314,2.1253815833e-314,2.125375358e-314,2.1253808244e-314,2.129005476e-314,2.174199921e-314,2.1290454437e-314,2.125381536e-314,2.1253807296e-314,2.125375437e-314,2.1253815833e-314,2.125375437e-314,2.125380374e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.174199945e-314,2.1290617597e-314,2.125381536e-314
3.0300000000000002,2.125380706e-314,2.1253754213e-314,2.1253815833e-314,2.1253754213e-314,2.125380374e-314,2.1290617597e-314,2.1253803264e-314,2.1741999687e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1253805873e-314,2.1253753423e-314,2.1253815833e-314,2.1253753423e-314,2.125380445e-314,2.1290454437e-314,2.174200016e-314,2.129003887e-314,2.125381536e-314,2.125380611e-314,2.125375358e-314
3.04,2.1253815833e-314,2.125375358e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.125380445e-314,2.1290454437e-314,2.1290454437e-314,2.17420004e-314,2.1290454437e-314,2.125381536e-314,2.174200111e-314,2.125375864e-314,2.1253815833e-314,2.125375864e-314,2.125380374e-314,2.1290454437e-314,2.1742001347e-314,2.129003887e-314,2.125381536e-314,2.125380611e-314,2.125375358e-314
3.0500000000000003,2.1253815833e-314,2.125375358e-314,2.125379358e-314,2.129003887e-314,2.1742001584e-314,2.1253803264e-314,2.174200609e-314,2.129005476e-314,2.12538035e-314,2.129005476e-314,2.129005476e-314,2.129005476e-314,2.125379358e-314,2.129005476e-314,2.129005476e-314,2.125379358e-314,2.1742006327e-314,2.17479314e-314,2.129061823e-314,2.1253803264e-314,2.1742007513e-314,2.1290454437e-314
3.06,2.1253804213e-314,2.174200775e-314,2.129003887e-314,2.1253804213e-314,2.1742007987e-314,2.129005381e-314,2.12538035e-314,2.129005381e-314,2.1290454437e-314,2.129003887e-314,2.129005381e-314,2.129005381e-314,2.1290454437e-314,2.129003887e-314,2.129005381e-314,2.129005381e-314,2.1290454437e-314,2.129003887e-314,2.129005381e-314,2.129005381e-314,2.1290454437e-314,2.129003887e-314
3.0700000000000003,2.129005381e-314,2.129005381e-314,2.1253807533e-314,2.125379358e-314,2.125379358e-314,2.17420087e-314,2.1290617597e-314,2.1253808244e-314,2.1290617597e-314,2.1290617597e-314,2.1742008936e-314,2.1276103767e-314,2.1253803264e-314,2.125381536e-314,2.125381536e-314,2.174200941e-314,2.174123772e-314,2.1253815833e-314,2.1741212107e-314,2.125380374e-314,2.1742009647e-314,2.1253986147e-314
3.08,2.1253803264e-314,2.1742009884e-314,2.129005381e-314,2.12538035e-314,2.129005381e-314,2.129005381e-314,2.129005381e-314,2.1253815833e-314,2.1253986147e-314,2.125380374e-314,2.174201012e-314,2.129011768e-314,2.12538035e-314,2.129011768e-314,2.125379358e-314,2.1276103767e-314,2.1276103767e-314,2.1276103767e-314,2.1276103767e-314,2.174201036e-314,2.129003887e-314,2.1253808244e-314
3.09,2.129003887e-314,2.129003887e-314,2.1742010596e-314,2.1276103767e-314,2.1253803264e-314,2.1742010833e-314,2.129003887e-314,2.12538035e-314,2.129003887e-314,2.129003887e-314,2.129003887e-314,2.125379358e-314,2.1276103767e-314,2.1276103767e-314,2.1276103767e-314,2.129003887e-314,2.1276103767e-314,2.174201107e-314,2.129005381e-314,2.1253808244e-314,2.129005381e-314,2.129005381e-314
3.1,2.1742011307e-314,2.1276103767e-314,2.1253803264e-314,2.174201178e-314,2.129005381e-314,2.12538035e-314,2.129005381e-314,2.129005381e-314,2.129005381e-314,2.125379358e-314,2.1276103767e-314,2.1276103767e-314,2.1276103767e-314,2.129005381e-314,2.1276103767e-314,2.174201202e-314,2.1290617597e-314,2.125381536e-314,2.1290617597e-314,2.125380516e-314,2.125375295e-314,2.1253815833e-314
3.11,2.125375295e-314,2.1253808244e-314,2.1290617597e-314,2.1742012256e-314,2.1290454437e-314,2.125381536e-314,2.1742012493e-314,2.1253754846e-314,2.1253815833e-314,2.1253754846e-314,2.125380374e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.174201273e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.125380516e-314,2.125375295e-314,2.1253815833e-314
3.12,2.125375295e-314,2.1253803976e-314,2.1290454437e-314,2.1742012967e-314,2.129003887e-314,2.125381536e-314,2.1253805636e-314,2.1253753265e-314,2.1253815833e-314,2.1253753265e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.125379358e-314,2.1290454437e-314,2.1290454437e-314,2.1742013204e-314,2.1290617597e-314,2.125381536e-314,2.1290617597e-314,2.12538054e-314,2.1253753107e-314
3.13,2.1253815833e-314,2.1253753107e-314,2.1253808244e-314,2.1290617597e-314,2.174201344e-314,2.1290454437e-314,2.125381536e-314,2.1742013916e-314,2.125375595e-314,2.1253815833e-314,2.125375595e-314,2.125380374e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.1742014153e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.125380516e-314,2.125375295e-314
3.14,2.1253815833e-314,2.125375295e-314,2.1253803976e-314,2.1290454437e-314,2.1742014627e-314,2.129003887e-314,2.125381536e-314,2.125380706e-314,2.1253754213e-314,2.1253815833e-314,2.1253754213e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.125379358e-314,2.1290454437e-314,2.1290454437e-314,2.17420151e-314,2.1290617597e-314,2.125381536e-314,2.1290617597e-314,2.1253805636e-314
3.15,2.1253753265e-314,2.1253815833e-314,2.1253753265e-314,2.1253808244e-314,2.1290617597e-314,2.174201534e-314,2.1290454437e-314,2.125381536e-314,2.1742015576e-314,2.1253754846e-314,2.1253815833e-314,2.1253754846e-314,2.125380374e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.1742015813e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.125380516e-314
3.16,2.125375295e-314,2.1253815833e-314,2.125375295e-314,2.1253803976e-314,2.1290454437e-314,2.174201605e-314,2.129003887e-314,2.125381536e-314,2.1742016524e-314,2.125375516e-314,2.1253815833e-314,2.125375516e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.125379358e-314,2.1290454437e-314,2.1290454437e-314,2.174201676e-314,2.1290617597e-314,2.125381536e-314,2.1290617597e-314
3.17,2.1253805873e-314,2.1253753423e-314,2.1253815833e-314,2.1253753423e-314,2.1253808244e-314,2.1290617597e-314,2.1742017e-314,2.1290454437e-314,2.125381536e-314,2.1742017236e-314,2.125375595e-314,2.1253815833e-314,2.125375595e-314,2.125380374e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.1742017473e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314
3.18,2.125380516e-314,2.125375295e-314,2.1253815833e-314,2.125375295e-314,2.1253803976e-314,2.1290454437e-314,2.174201771e-314,2.129003887e-314,2.125381536e-314,2.1742017947e-314,2.125375548e-314,2.1253815833e-314,2.125375548e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.125379358e-314,2.1290454437e-314,2.1290454437e-314,2.174201842e-314,2.1290617597e-314,2.125381536e-314
3.19,2.1290617597e-314,2.125380611e-314,2.125375358e-314,2.1253815833e-314,2.125375358e-314,2.1253808244e-314,2.1290617597e-314,2.174201866e-314,2.1290454437e-314,2.125381536e-314,2.1742019133e-314,2.1253757217e-314,2.1253815833e-314,2.1253757217e-314,2.125380374e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.1742019607e-314,2.1290454437e-314,2.125381536e-314
3.2,2.1290454437e-314,2.125380516e-314,2.125375295e-314,2.1253815833e-314,2.125375295e-314,2.1253803976e-314,2.1290454437e-314,2.1742019845e-314,2.129003887e-314,2.125381536e-314,2.174202008e-314,2.1253755794e-314,2.1253815833e-314,2.1253755794e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.125379358e-314,2.1290454437e-314,2.1290454437e-314,2.174202032e-314,2.1290617597e-314
3.21,2.125381536e-314,2.1290617597e-314,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.1253808244e-314,2.1290617597e-314,2.1742020793e-314,2.1290454437e-314,2.125381536e-314,2.174202103e-314,2.125375801e-314,2.1253815833e-314,2.125375801e-314,2.125380374e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.1742021505e-314,2.1290454437e-314
3.22,2.125381536e-314,2.1290454437e-314,2.125380516e-314,2.125375295e-314,2.1253815833e-314,2.125375295e-314,2.1253803976e-314,2.1290454437e-314,2.174202174e-314,2.129003887e-314,2.125381536e-314,2.174202198e-314,2.125375595e-314,2.1253815833e-314,2.125375595e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.125379358e-314,2.1290454437e-314,2.1290454437e-314,2.1742022453e-314
3.23,2.1290617597e-314,2.125381536e-314,2.1290617597e-314,2.1253806584e-314,2.1253753897e-314,2.1253815833e-314,2.1253753897e-314,2.1253808244e-314,2.1290617597e-314,2.174202269e-314,2.1290454437e-314,2.125381536e-314,2.174202293e-314,2.1253757217e-314,2.1253815833e-314,2.1253757217e-314,2.125380374e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.1742023165e-314
3.24,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.125380516e-314,2.125375295e-314,2.1253815833e-314,2.125375295e-314,2.1253803976e-314,2.1290454437e-314,2.17420234e-314,2.129003887e-314,2.125381536e-314,2.174202364e-314,2.125375611e-314,2.1253815833e-314,2.125375611e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.125379358e-314,2.1290454437e-314,2.1290454437e-314
3.25,2.1742024113e-314,2.1290617597e-314,2.125381536e-314,2.1290617597e-314,2.125380682e-314,2.1253754055e-314,2.1253815833e-314,2.1253754055e-314,2.1253808244e-314,2.1290617597e-314,2.174202459e-314,2.1290454437e-314,2.125381536e-314,2.174202506e-314,2.125375801e-314,2.1253815833e-314,2.125375801e-314,2.125380374e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314
3.2600000000000002,2.17420253e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.125380516e-314,2.125375295e-314,2.1253815833e-314,2.125375295e-314,2.1253803976e-314,2.1290454437e-314,2.1742025536e-314,2.129003887e-314,2.125381536e-314,2.1742025773e-314,2.125375627e-314,2.1253815833e-314,2.125375627e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.125379358e-314,2.1290454437e-314
3.27,2.1290454437e-314,2.1742046643e-314,2.1290617597e-314,2.125381536e-314,2.1290617597e-314,2.125380706e-314,2.1253754213e-314,2.1253815833e-314,2.1253754213e-314,2.1253808244e-314,2.1290617597e-314,2.174204688e-314,2.129003887e-314,2.125381536e-314,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.1253803976e-314,2.129003887e-314,2.129003887e-314,2.129003887e-314
3.2800000000000002,2.1742047117e-314,2.129003887e-314,2.125381536e-314,2.1742047354e-314,2.1253755004e-314,2.1253815833e-314,2.1253755004e-314,2.1253803976e-314,2.129003887e-314,2.174204759e-314,2.129003887e-314,2.125381536e-314,2.174204783e-314,2.125375453e-314,2.1253815833e-314,2.125375453e-314,2.1253803976e-314,2.129003887e-314,2.1742048066e-314,2.129003887e-314,2.125381536e-314,2.1742048303e-314
3.29,2.125375532e-314,2.1253815833e-314,2.125375532e-314,2.1253803976e-314,2.129003887e-314,2.174204854e-314,2.129003887e-314,2.125381536e-314,2.1742048777e-314,2.1253754846e-314,2.1253815833e-314,2.1253754846e-314,2.1253803976e-314,2.129003887e-314,2.1742049014e-314,2.129003887e-314,2.125381536e-314,2.174204925e-314,2.1253755636e-314,2.1253815833e-314,2.1253755636e-314,2.125379358e-314
3.3000000000000003,2.129003887e-314,2.174204949e-314,2.1742049726e-314,2.1290617597e-314,2.125379358e-314,2.1290617597e-314,2.125379358e-314,2.1742049963e-314,2.17420502e-314,2.12901297e-314,2.1253803264e-314,2.12538035e-314,2.1253807533e-314,2.125379358e-314,2.125379358e-314,2.17458534e-314,2.1745853794e-314,2.125379358e-314,2.1742050437e-314,2.1742050674e-314,2.1290640917e-314,2.1253804687e-314
3.31,2.174205091e-314,2.1290618546e-314,2.129061886e-314,2.174205115e-314,2.1290640917e-314,2.1742051386e-314,2.1290641866e-314,2.125379358e-314,2.1253803264e-314,2.1742051623e-314,2.129061918e-314,2.1253804213e-314,2.129061918e-314,2.129061918e-314,2.129061918e-314,2.129061918e-314,2.1742052097e-314,2.1290454437e-314,2.12538035e-314,2.1290454437e-314,2.1290454437e-314,2.1253808244e-314
3.3200000000000003,2.129061918e-314,2.1290454437e-314,2.1290454437e-314,2.1742052334e-314,2.129045412e-314,2.1253803264e-314,2.12538035e-314,2.125379358e-314,2.129045412e-314,2.129045412e-314,2.129045412e-314,2.129045412e-314,2.174205257e-314,2.129005381e-314,2.1253808244e-314,2.129005381e-314,2.129005381e-314,2.1742053046e-314,2.1290619495e-314,2.1253803264e-314,2.125380516e-314,2.125375295e-314
3.33,2.1253804213e-314,2.125375295e-314,2.1742053283e-314,2.125375453e-314,2.1253804213e-314,2.125375453e-314,2.174205352e-314,2.1741251474e-314,2.12538035e-314,2.1741196455e-314,2.125379358e-314,2.1290619495e-314,2.1290619495e-314,2.1290619495e-314,2.1290619495e-314,2.1253820813e-314,2.1254076146e-314,2.1253808244e-314,2.1254076146e-314,2.1254076146e-314,2.174205423e-314,2.1290641866e-314
3.34,2.1253803264e-314,2.174205447e-314,2.1290454753e-314,2.12538035e-314,2.1290454753e-314,2.1290454753e-314,2.1290454753e-314,2.125379358e-314,2.1290641866e-314,2.1290641866e-314,2.1290641866e-314,2.1290454753e-314,2.1290641866e-314,2.1253820813e-314,2.1254076146e-314,2.1253804687e-314,2.1254076146e-314,2.1742054943e-314,2.1290620127e-314,2.1253803264e-314,2.1742055417e-314,2.174205613e-314
3.35,2.1253804213e-314,2.174205684e-314,2.125399354e-314,2.1253808244e-314,2.125399354e-314,2.125399354e-314,2.125399354e-314,2.174205755e-314,2.1742058263e-314,2.1253804213e-314,2.17420585e-314,2.1290645897e-314,2.1253808244e-314,2.1742058975e-314,2.1741252106e-314,2.1253804213e-314,2.1741194874e-314,2.174205921e-314,2.129064661e-314,2.1253808244e-314,2.1742059686e-314,2.1741247363e-314
3.36,2.1253804213e-314,2.1741206415e-314,2.174206016e-314,2.1290620443e-314,2.1253808244e-314,2.12538054e-314,2.1253753107e-314,2.12538035e-314,2.1253753107e-314,2.125399354e-314,2.1290645897e-314,2.129064661e-314,2.1290620443e-314,2.125379358e-314,2.1254076146e-314,2.1254076146e-314,2.1254076146e-314,2.1254076146e-314,2.1290620127e-314,2.1254076146e-314,2.1253820813e-314,2.1254076146e-314
3.37,2.1253804687e-314,2.1254076146e-314,2.1747931083e-314,2.1290621076e-314,2.1253803264e-314,2.1742060635e-314,2.129061918e-314,2.1253804213e-314,2.129061918e-314,2.129061918e-314,2.129061918e-314,2.174206087e-314,2.129005381e-314,2.125381536e-314,2.129005381e-314,2.125380516e-314,2.125375295e-314,2.1253815833e-314,2.125375295e-314,2.12538035e-314,2.129005381e-314,2.125379358e-314
3.38,2.1254076146e-314,2.1254076146e-314,2.1254076146e-314,2.1254076146e-314,2.1290621076e-314,2.129061918e-314,2.1254076146e-314,2.1253820813e-314,2.1254076146e-314,2.1253804687e-314,2.1254076146e-314,2.1742061346e-314,2.129062139e-314,2.1253803264e-314,2.1742061583e-314,2.1290454437e-314,2.12538035e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.125379358e-314,2.1254076146e-314
3.39,2.1254076146e-314,2.1254076146e-314,2.1254076146e-314,2.129062139e-314,2.1290454437e-314,2.1254076146e-314,2.174206206e-314,2.129003887e-314,2.1253808244e-314,2.129003887e-314,2.129003887e-314,2.174206253e-314,2.1276103767e-314,2.1253803264e-314,2.125381536e-314,2.125381536e-314,2.174206277e-314,2.174118444e-314,2.1253815833e-314,2.174120863e-314,2.125380374e-314,2.1742063006e-314
3.4,2.1253986147e-314,2.1253803264e-314,2.174206348e-314,2.129005381e-314,2.12538035e-314,2.129005381e-314,2.129005381e-314,2.129005381e-314,2.1253815833e-314,2.1253986147e-314,2.125380374e-314,2.174206372e-314,2.1290121793e-314,2.12538035e-314,2.1290121793e-314,2.125379358e-314,2.1276103767e-314,2.1276103767e-314,2.1276103767e-314,2.1276103767e-314,2.174206419e-314,2.129003887e-314
3.41,2.125381536e-314,2.129003887e-314,2.1253807533e-314,2.1253804213e-314,2.125380516e-314,2.125375295e-314,2.1253815833e-314,2.125375295e-314,2.1253808244e-314,2.129003887e-314,2.1742064666e-314,2.129061918e-314,2.125379358e-314,2.129061918e-314,2.129061918e-314,2.129061918e-314,2.174206514e-314,2.1253803264e-314,2.125381868e-314,2.125407401e-314,2.1253804213e-314,2.125407401e-314
3.42,2.125407401e-314,2.125382129e-314,2.125407662e-314,2.12538035e-314,2.125407662e-314,2.125407662e-314,2.174206585e-314,2.125407401e-314,2.125407401e-314,2.125407662e-314,2.125407662e-314,2.1742066563e-314,2.126476176e-314,2.1253803264e-314,2.174206704e-314,2.129005381e-314,2.125381536e-314,2.129005381e-314,2.12538054e-314,2.1253753107e-314,2.1253807533e-314,2.1253753107e-314
3.43,2.1253815833e-314,2.12538035e-314,2.129005381e-314,2.129005381e-314,2.1253807533e-314,2.126476176e-314,2.125379358e-314,2.125379358e-314,2.174206775e-314,2.1253820813e-314,2.1254076146e-314,2.1253804687e-314,2.1254076146e-314,2.1742067986e-314,2.129061981e-314,2.1253803264e-314,2.12538035e-314,2.1253807533e-314,2.1254076146e-314,2.125379358e-314,2.125379358e-314,2.1253820813e-314
3.44,2.1254076146e-314,2.1253804687e-314,2.1254076146e-314,2.174206846e-314,2.1290618546e-314,2.1253803264e-314,2.125382129e-314,2.125407662e-314,2.12538035e-314,2.125407662e-314,2.125407662e-314,2.125407662e-314,2.125379358e-314,2.1254076146e-314,2.1254076146e-314,2.1254076146e-314,2.1254076146e-314,2.1290618546e-314,2.125407662e-314,2.1254076146e-314,2.17420687e-314,2.129003887e-314
3.45,2.125381536e-314,2.129003887e-314,2.1253807533e-314,2.1253804213e-314,2.125381868e-314,2.125407401e-314,2.1253803976e-314,2.125407401e-314,2.12538054e-314,2.1253753107e-314,2.1253815833e-314,2.1253753107e-314,2.125407401e-314,2.1253808244e-314,2.129003887e-314,2.125407401e-314,2.125407401e-314,2.1253820813e-314,2.1254076146e-314,2.1253804687e-314,2.1253822473e-314,2.1254077806e-314
3.46,2.125379358e-314,2.1254076146e-314,2.1254077806e-314,2.1254076146e-314,2.1254077806e-314,2.1254076146e-314,2.125379358e-314,2.1742068935e-314,2.1254076146e-314,2.1253807533e-314,2.125379358e-314,2.125379358e-314,2.174206941e-314,2.125379358e-314,2.125379358e-314,2.125379358e-314,2.1742069646e-314,2.1290617597e-314,2.1253808244e-314,2.1290617597e-314,2.1290617597e-314,2.17415125e-314
3.47,2.129061823e-314,2.1253803264e-314,2.1742069884e-314,2.1290454437e-314,2.1253804213e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.174207036e-314,2.129003887e-314,2.1253804213e-314,2.129003887e-314,2.129003887e-314,2.174207091e-314,2.129005381e-314,2.12538035e-314,2.129005381e-314,2.129005381e-314,2.125379358e-314,2.129061823e-314,2.129061823e-314,2.129061823e-314
3.48,2.1290454437e-314,2.129061823e-314,2.17420785e-314,2.1253803264e-314,2.1742078737e-314,2.129005381e-314,2.1253804213e-314,2.129005381e-314,2.129005381e-314,2.1742078974e-314,2.129003887e-314,2.1253804213e-314,2.129003887e-314,2.129003887e-314,2.174207921e-314,2.1290617597e-314,2.12538035e-314,2.1290617597e-314,2.1290617597e-314,2.125379358e-314,2.129005381e-314,2.129003887e-314
