t,mos,mosstar,mose1,mosstare2,mekstarmosstar,mekmosstar,mekstar,mekstarstar,mekstarmekpase,mekstarstarmekpase,mapkmekstarstar,mapkstarmekstarstar,mek,mapkstar,mapkstarstar,mapkstarmapkpase,mapkstarstarmapkpase,mapk
2.0300000000000002,0.0022395596620782402,0.0001521975439073433,2.223977565058545e-06,1.5191074525052182e-07,4.1828545477296965e-05,0.0005640383610611483,0.08279131666734306,0.0006984157521578196,6.465831602534213e-05,5.437026063489675e-07,0.0027489353364487114,1.5575032954392798e-05,1.1130746882858193,0.006771163767255274,3.702837677641548e-05,0.002632944279128683,1.4309390101589117e-05,1.1877800438173376
2.04,0.002236457386169111,0.00015282655852785873,2.220919296391358e-06,1.5253944723111203e-07,4.235096306174638e-05,0.0005659916343317967,0.0834782860402362,0.0007110100723783658,6.507708583201272e-05,5.525156936851782e-07,0.0027980696247418124,1.614968487170623e-05,1.1123225123787435,0.006896187139038717,3.842334192148732e-05,0.0026805494157822133,1.4843343614841093e-05,1.1875557774500318
2.05,0.0022333606305789257,0.00015345459906787717,2.217866399079524e-06,1.5316717240959305e-07,4.287676702868324e-05,0.000567936970587006,0.08416677598093514,0.0007237620774150516,6.549513750963594e-05,5.614163055338553e-07,0.0028478010314586994,1.674232082131287e-05,1.1115680482978265,0.007022848575028074,3.986324728891091e-05,0.002728739477669053,1.5394193158346247e-05,1.1873286111545782
2.06,0.002230269385790305,0.00015408166878798759,2.214818867618084e-06,1.5379392405192192e-07,4.340595311371929e-05,0.000569874380350137,0.08485677054230827,0.0007366728285462156,6.591250535037548e-05,5.704051051304214e-07,0.0028981329763282803,1.7353404829648287e-05,1.110811307003952,0.007151160938789232,4.134931187758379e-05,0.002777517834593287,1.5962379087808694e-05,1.187098523154497
2.07,0.0022271836422943854,0.00015470777098509182,2.211776717461968e-06,1.5441970544402406e-07,4.393851754762265e-05,0.0005718038735832266,0.08554825361683188,0.0007497433907512219,6.632943888209326e-05,5.794845162328325e-07,0.002949068856879428,1.7983419782720378e-05,1.1100522994011035,0.007281137232310841,4.288282352031729e-05,0.002826887825066239,1.6548357907558288e-05,1.1868654914845356
2.08,0.0022241033906223147,0.00015533290888099,2.208739918641288e-06,1.5504451983227356e-07,4.4474455138060705e-05,0.0005737254617527531,0.08624120955649485,0.0007629748208751114,6.674573010402316e-05,5.886532228379821e-07,0.0030006120668704898,1.863283705454673e-05,1.1092910364183581,0.0074127903017206466,4.4465005307334455e-05,0.0028768528017274354,1.715257944921861e-05,1.186629494407873
2.09,0.002221028621314165,0.0001559570857320604,2.2057084611914362e-06,1.5566837048205628e-07,4.5013761162852295e-05,0.0005756391557911731,0.08693562256119143,0.000776368179254803,6.716137696698622e-05,5.979115941670588e-07,0.0030527659775613832,1.9302146679110643e-05,1.1085275289296603,0.007546133128138124,4.609714805381403e-05,0.002927416085996231,1.7775509602774362e-05,1.1863905100039713
2.1,0.002217959324928471,0.00015658030479541774,2.202682335016817e-06,1.5629126065968066e-07,4.5556430789014055e-05,0.0005775449667226799,0.08763147686653883,0.0007899245261154508,6.75763794428091e-05,6.072600176135165e-07,0.003105533943106099,1.9991848221051647e-05,1.1077617877788988,0.0076811787386913246,4.778057006740071e-05,0.0029785809816455255,1.841762347771976e-05,1.1861485162947936
2.11,0.002214895492042214,0.0001572025693288343,2.1996615298836934e-06,1.5691319363232043e-07,4.610245907385238e-05,0.0005794429056622156,0.0883287567436332,0.000803644921549547,6.799073964830263e-05,6.16698900061525e-07,0.003158919300270955,2.070245089180485e-05,1.1069938237802104,0.007817940206888346,4.951661754263493e-05,0.0030303507745142915,1.9079405520399485e-05,1.1859034912443744
2.12,0.0022118371132508014,0.00015782388259066122,2.19664603541303e-06,1.5753417266795753e-07,4.665184096605588e-05,0.0005813329838144838,0.08902744649880627,0.0008175304254960346,6.840446196924058e-05,6.262286692044254e-07,0.003212925368152887,2.1434473665740746e-05,1.1062236477182867,0.007956430652988887,5.130666495538395e-05,0.0030827287322201377,1.9761349631350116e-05,1.1856554127583885
2.13,0.0022087841791680503,0.00015844424783974942,2.193635841073336e-06,1.5815420103532494e-07,4.720457130678734e-05,0.0005832152124729611,0.08972753047338126,0.0008315820977194103,6.88175531843383e-05,6.358497748631805e-07,0.003267555447897703,2.2188445396304577e-05,1.105451270348677,0.008096663244375727,5.315211545727154e-05,0.0031357181038718356,2.046395928264104e-05,1.1854042586837212
2.14,0.0022057366804261675,0.000159063668335371,2.190630936173512e-06,1.5877328200384964e-07,4.7760644830776174e-05,0.0005850896030189101,0.0904289930434295,0.0008458009977888381,6.923002258923147e-05,6.455626903048305e-07,0.0033228128224183765,2.2964904932156155e-05,1.104676702398094,0.008238651195926278,5.505440127010913e-05,0.003189322119781883,2.1187747635215898e-05,1.1851500068080387
2.15,0.0022026946076691167,0.00015968214738231297,2.187631320860511e-06,1.5939141887535358e-07,4.832005653009337e-05,0.0005869561665078746,0.09113181902497117,0.0008601881895819192,6.964174504318076e-05,6.553660419777854e-07,0.0033787007545887874,2.376441323021112e-05,1.103899954283278,0.00838240781107507,5.7015014744182636e-05,0.003243543984472635,2.1933243299706203e-05,1.1848926347785922
2.16,0.002199657951556462,0.0001602996883044342,2.184636999689386e-06,1.6000861496546164e-07,4.888280144356944e-05,0.0005888149139094515,0.09183599343710018,0.000874744738623052,7.00525410961349e-05,6.652577031515739e-07,0.003435222487851775,2.4587546469969906e-05,1.10312103627556,0.008527946458436617,5.9035490856185755e-05,0.0032983868803029602,2.2700987160045055e-05,1.1846321201489252
2.17,0.002196626702782681,0.0001609162943125826,2.1816479494579155e-06,1.6062487351073984e-07,4.944887359805655e-05,0.0005906658573117542,0.09254150031695187,0.000889471698840575,7.046257767909747e-05,6.752402643643787e-07,0.003492381250392305,2.543486111238199e-05,1.102339959323591,0.00867528045326984,6.111731799790986e-05,0.0033538539867781457,2.3491515999485852e-05,1.1843684406144528
2.18,0.002193600852051651,0.00016153196867861152,2.178664161611807e-06,1.6124019779103478e-07,5.001826740729388e-05,0.0005925090083305969,0.09324832428203576,0.0009043701299838636,7.08718399349791e-05,6.853138216966902e-07,0.003550180248980329,2.630694025181076e-05,1.1015567339689796,0.008824423214672009,6.32620565485797e-05,0.0034099484544161513,2.430538436777698e-05,1.184101573700766
2.19,0.0021905803900853713,0.00016214671467561597,2.175685627697327e-06,1.618545910874552e-07,5.0590977193801593e-05,0.000594344378653546,0.09395644999429414,0.0009194410916241746,7.128031245711908e-05,6.954784509353189e-07,0.00360862267070331,2.7204377881161514e-05,1.1007713707184528,0.008975388212186842,6.547129875439443e-05,0.0034666734133210193,2.5143157242015215e-05,1.1838314968699142
2.2,0.002187565307623936,0.00016276053557790784,2.1727123393673217e-06,1.6246805668235305e-07,5.116699719040754e-05,0.0005961719800384397,0.09466586216034407,0.0009346856431391784,7.168797924913468e-05,7.057342066509106e-07,0.00366771168268269,2.812777902238584e-05,1.0999838800438242,0.009128188966224802,6.774666915967422e-05,0.003524031972887407,2.600541015074437e-05,1.183558187519875
2.21,0.00218455559542551,0.00016337343466099103,2.1697442883872375e-06,1.6308059785930412e-07,5.1746321541773536e-05,0.000597991824311905,0.0953765455317189,0.0009501048436974777,7.209482368477019e-05,7.160811212754548e-07,0.0037274504317903186,2.907775985698538e-05,1.0991942723819614,0.009282839048483276,7.008982503800517e-05,0.0035820272215050836,2.689272929805342e-05,1.183281622984031
2.22,0.0021815512442663015,0.00016398541520153684,2.1667814666411413e-06,1.6369221790308922e-07,5.2328944305921995e-05,0.0005998039233678769,0.09608848490511016,0.0009656997522431392,7.250082846774613e-05,7.265192041798006e-07,0.0037878420443649198,3.0054947856516248e-05,1.098402558134754,0.009439352082366861,7.2502456823386e-05,0.0036406622262634665,2.7805711687675168e-05,1.18300178053064
2.23,0.0021785522449405356,0.00016459648047735905,2.163823866137741e-06,1.643029200996748e-07,5.291485945576223e-05,0.0006016082891661166,0.09680166512260921,0.0009814714274802134,7.290597559160828e-05,7.37048440751164e-07,0.0038488896259285185,3.1059981913092754e-05,1.0976087476690815,0.009597741743407552,7.498628854137295e-05,0.003699940032656114,2.8744965247084357e-05,1.182718637362309
2.24,0.0021755585882604297,0.00016520663376738936,2.160871479016407e-06,1.6491270773619399e-07,5.350406088061711e-05,0.0006034049337307292,0.0975160710719491,0.000997420927857266,7.331024629957695e-05,7.476687914706446e-07,0.003910596260902911,3.2093512469891846e-05,1.0968128513167805,0.009758021759685029,7.754307824022649e-05,0.0037598636642852644,2.971110895159636e-05,1.182432170615468
2.25,0.0021725702650578706,0.00016581587833227511,2.157924293593043e-06,1.6552158407746168e-07,5.409654190478233e-05,0.0006051938696532897,0.09823168753170003,0.0010135493143774831,7.371367275049164e-05,7.583814860249565e-07,0.003972965008368024,3.315621109063387e-05,1.096014879468328,0.009920205985937462,8.017467052847927e-05,0.0038204361134276674,3.0704780939667536e-05,1.182142357229711
2.2600000000000002,0.0021695872661840377,0.00016642421741832337,2.154982295177132e-06,1.6612955237076123e-07,5.469229538796295e-05,0.0006069751099880198,0.09894849920326425,0.0010298576500045353,7.411632738944408e-05,7.691887571657502e-07,0.004035998902588986,3.4248768657019654e-05,1.0952148425536143,0.010084308388890238,8.288298633488123e-05,0.0038816603426106884,3.172663700042551e-05,1.1818491739739205
2.27,0.002166609582502733,0.0001670316543330773,2.15204548152859e-06,1.6673661593737838e-07,5.5291315611134046e-05,0.0006087486662815397,0.09966649131604217,0.0010463469886228425,7.45181211721533e-05,7.800887871073565e-07,0.004099700968175251,3.537185867230907e-05,1.0944127506762815,0.01025034276016627,8.566982004216039e-05,0.003943539319972011,3.277731951945118e-05,1.1815525979534554
2.2800000000000002,0.0021636372048983725,0.00016763819235406707,2.1491138442200424e-06,1.6734277806210965e-07,5.589359600433586e-05,0.0006105145509469976,0.10038564889774224,0.001063018388324518,7.491904694886285e-05,7.910818034187929e-07,0.0041640742011631385,3.6526181829023405e-05,1.093608614054879,0.010418323063629982,8.853708522689582e-05,0.004006075975940826,3.385749522418295e-05,1.1812526059969888
2.29,0.0021606701242732856,0.00016824383475923067,2.146187374865095e-06,1.679480420301127e-07,5.6499129907045837e-05,0.00061227277646974,0.10110595701823331,0.0010798729069542777,7.531909818271046e-05,8.021680433219127e-07,0.004229121574951232,3.7712451308770975e-05,1.092802442875588,0.010588263320023564,9.148673322018173e-05,0.004069273217301136,3.4967842752104375e-05,1.180949174860446
2.3000000000000003,0.0021577083315476907,0.00016884858482686308,2.1432660651190114e-06,1.6855241112685573e-07,5.710791056905375e-05,0.0006140233554065117,0.10182740078957761,0.0010969116020977847,7.57182689793347e-05,8.13347754516068e-07,0.004294846040011512,3.8931392925485846e-05,1.0919942472923148,0.010760177607486666,9.452075360907182e-05,0.0041331339268839695,3.610905278562409e-05,1.1806422812263004
2.31,0.0021547518176596703,0.00016945244583556527,2.140349906679392e-06,1.691558886380665e-07,5.7719931151336376e-05,0.0006157663003846539,0.10254996536606287,0.0011141355310699808,7.611655411648143e-05,8.246211960027658e-07,0.00436125052360044,4.018374526866577e-05,1.0911840374267854,0.01093408006207601,9.764117473802145e-05,0.004197660963259536,3.728182818695474e-05,1.1803319017028733
2.32,0.0021518005735651487,0.00017005542106419348,2.1374388912868505e-06,1.697584778496818e-07,5.833518472693254e-05,0.0006175016241013034,0.1032736359442353,0.0011315457509034287,7.651394907361034e-05,8.359886389103313e-07,0.004428337929470083,4.1470259846610836e-05,1.0903718233686401,0.011109984878285082,0.0001008500642103319,0.0042628571604294415,3.8486884132992875e-05,1.1800180128236284
2.33,0.002148854590237867,0.00017065751379180807,2.134533010725692e-06,1.7036018204779642e-07,5.8953664281817964e-05,0.0006192293393225925,0.10399839776293195,0.001149143318336648,7.691045006150145e-05,8.474503673185662e-07,0.0044961111375792185,4.2791701229661716e-05,1.0895576151755273,0.011287906309563766,0.00010414952938959314,0.004328725327518861,3.97249482501981e-05,1.1797005910464715
2.34,0.0021459138586693597,0.00017125872729762274,2.1316322568245923e-06,1.7096100451861252e-07,5.9575362715780084e-05,0.0006209494588828467,0.10472423610331318,0.0011669292898024504,7.73060540518616e-05,8.590066790834065e-07,0.00456457300380443,4.414884719343775e-05,1.0887414228731978,0.01146785866883798,0.00010754171790112675,0.004395268248468716,4.0996760749472435e-05,1.1793796127530476
2.35,0.002142978369870179,0.0001718590648634544,2.1287366186977774e-06,1.715609485502082e-07,6.020027303054456e-05,0.0006226619954956311,0.10545113614549635,0.0011849047242854262,7.770076326969432e-05,8.706578257078332e-07,0.0046337263561754514,4.5542498705275174e-05,1.0879232565853605,0.011649856393311097,0.00011102888188448557,0.004462488683738608,4.2303085973132284e-05,1.179055054100215
2.36,0.0021400481148702096,0.00017245852977435948,2.1258460819870405e-06,1.7216001743298684e-07,6.082838838213054e-05,0.0006243669617012194,0.10617908292916382,0.001203070684099084,7.809458644984125e-05,8.824039964086823e-07,0.00470357399363067,4.697348277362862e-05,1.0871031265694526,0.011833914062656352,0.00011461339602179715,0.004530389370551787,4.364471566728234e-05,1.1787268909787014
2.37,0.0021371230847122406,0.00017305712530572565,2.1229606430509845e-06,1.7275821445027173e-07,6.145970111893083e-05,0.00062606437083323,0.10690806209091418,0.0012214282201218492,7.848751592030415e-05,8.942456323485179e-07,0.004774118703599756,4.844260198032119e-05,1.0862810425495344,0.01202004606901781,0.0001182974302490465,0.004598973012248767,4.5022410438897676e-05,1.1783950997724684
2.38,0.0021342032704591554,0.0001736548547376969,2.12008029299099e-06,1.7335554288878748e-07,6.209420386658414e-05,0.0006277542359286009,0.10763805903415781,0.0012399783883948574,7.887955346675866e-05,9.061830745994071e-07,0.004845363241593464,4.995069160600059e-05,1.085457014467573,0.012208266989656475,0.0001220833193119671,0.004668242289619568,4.64369659552308e-05,1.1780596565022603
2.39,0.002131288663191554,0.00017425172135040247,2.117205022860997e-06,1.73952006035175e-07,6.273188917537549e-05,0.000629436570081969,0.10836905919984449,0.001258722244694211,7.927070193779907e-05,9.182166800300332e-07,0.004917310337476008,5.149860119236217e-05,1.0846310522385865,0.01239859146612533,0.00012597344292456522,0.004738199856800277,4.788919153607563e-05,1.1777205371039483
2.4,0.002128379254007733,0.00017484772842390944,2.114334823663931e-06,1.745476071759433e-07,6.337274952139944e-05,0.0006311113864445777,0.10910104806627453,0.0012776608445237325,7.966096528142411e-05,9.303468220363927e-07,0.004989962695170784,5.308719470055978e-05,1.0838031657509368,0.012591034204888017,0.00012997022636883273,0.00480884834096831,4.9379910306237964e-05,1.1773777174276003
2.41,0.0021254750340236623,0.00017544287923817602,2.111469686348125e-06,1.7514234959742178e-07,6.401677730772392e-05,0.0006327786982231868,0.10983401114891067,0.0012967952431077326,8.005034858152276e-05,9.425738912724993e-07,0.005063322992366143,5.471735066961781e-05,1.082973364866625,0.01278560997793764,0.00013407614109446284,0.004880190342037725,5.0909959348006976e-05,1.1770311732365495
2.42,0.002122575994372964,0.00017603717707300424,2.108609601803744e-06,1.7573623658571192e-07,6.466396486555352e-05,0.0006344385186789812,0.11056793400018924,0.0013161264953837622,8.043885809435994e-05,9.548982963810815e-07,0.005137393880221117,5.638996237484204e-05,1.0821416594215854,0.01298233362341545,0.00013829370531856313,0.004952228432354476,5.2480189853625604e-05,1.176680880206465
2.43,0.0021196821262068903,0.00017663062520799306,2.10575456085921e-06,1.7632927142663966e-07,6.531430445539322e-05,0.0006360908611264799,0.11130280220933206,0.0013356556559953802,8.082650128506245e-05,9.673204647242862e-07,0.005212177983071195,5.810593798623164e-05,1.0813080592259794,0.013181220046229642,0.00014262548462537118,0.005024965156391735,5.4091467277762085e-05,1.1763268139244212
2.44,0.002116793420694301,0.00017722322692249117,2.102904554277627e-06,1.7692145740570712e-07,6.596778826821176e-05,0.0006377357389324448,0.11203860140215757,0.001355383779284908,8.121328686410457e-05,9.798408431143765e-07,0.005287677898134048,5.9866200726890065e-05,1.0804725740644896,0.01338228421867404,0.0001470740925659675,0.005098403030445138,5.574467148998034e-05,1.1759689498879669
2.45,0.0021139098690195444,0.0001778149855156312,2.1000595767382857e-06,1.7751279782725048e-07,6.662440820401403e-05,0.0006393731657154334,0.11277531747408226,0.0013753119231724779,8.159912435986259e-05,9.924578917812118e-07,0.005363896193420054,6.167170009896614e-05,1.07963521355276,0.013585541235308323,0.0001516422506439116,0.0051725445373946785,5.744070627729875e-05,1.1756072633768597
2.46,0.0021110314623805386,0.00017840590432439748,2.097219630428031e-06,1.781032960317171e-07,6.728415567220501e-05,0.0006410031555257071,0.11351293680029186,0.0013954411526546002,8.198373352672333e-05,1.0051662748045432e-06,0.005440835405818543,6.352342202606811e-05,1.0787959870079162,0.013791006362525875,0.00015633284248691375,0.005247392121949522,5.918050793136177e-05,1.1752417293372646
2.47,0.0021081581920029493,0.0001789959865877718,2.0943846980866883e-06,1.7869295526573096e-07,6.794702309813165e-05,0.0006426257214871978,0.11425144465849976,0.0014157725135141184,8.23673238158876e-05,1.0179704325194742e-06,0.0055184980529447486,6.542231416233426e-05,1.0779549044217518,0.01399869467220431,0.0001611485128214929,0.005322948223707947,6.096498216657363e-05,1.1748723232419955
2.48,0.0021052900491250475,0.00017958523559131676,2.0915547717054395e-06,1.7928177882036972e-07,6.86130023210664e-05,0.0006442408772415171,0.1149908269082699,0.0014363070603033196,8.274987083595187e-05,1.0308701288458844e-06,0.005596886619915563,6.736936576300782e-05,1.077111975424924,0.014208621433133667,0.0001660920957905816,0.005399215241320339,6.279507161512401e-05,1.1744990201724648
2.49,0.002102427025002519,0.00018017365462091406,2.088729843351912e-06,1.7986976998691704e-07,6.928208510764632e-05,0.0006458486364851034,0.11573106945416238,0.0014570458473927457,8.313134759866959e-05,1.0438650704156539e-06,0.005676003563186917,6.93655823718632e-05,1.076267209618321,0.01442080198675712,0.000171166478881549,0.005476195543538377,6.467173446102138e-05,1.174121795110806
2.5,0.0020995691109084395,0.0001807612469627533,2.085909905173749e-06,1.8045693205684873e-07,6.995426315263715e-05,0.0006474490129684893,0.11647215824596296,0.001477989928970917,8.351172437528513e-05,1.0569549037048341e-06,0.00575585131025628,7.141198599946286e-05,1.0754206165730964,0.01463525174788695,0.00017637460363240397,0.005553891468901441,6.659594460932988e-05,1.173740622938717
2.5100000000000002,0.002096716298133246,0.00018134801590332102,2.0830949494021782e-06,1.8104326832181943e-07,7.062952807969799e-05,0.0006490420204955712,0.11721407927891293,0.0014991403590440683,8.389096855286782e-05,1.0701392121658267e-06,0.005836432259365225,7.350961530141589e-05,1.074572205830707,0.014851986205420671,0.00018171946633800223,0.005632305325423085,6.856869185540745e-05,1.1733554784362992
2.52,0.002093868577984716,0.00018193396472938964,2.0802849683555848e-06,1.8162878207364887e-07,7.13078714421454e-05,0.000650627672922878,0.11795681859393858,0.0015204981914358699,8.426904449064579e-05,1.0834175133595542e-06,0.0059177487792019265,7.565952575663487e-05,1.0737219869029484,0.01507102092305698,0.0001872041187562494,0.005711439390277445,7.059098205414276e-05,1.1729663362808995
2.5300000000000002,0.002091025941787937,0.00018251909672800654,2.077479954443079e-06,1.8221347660430861e-07,7.198928472371808e-05,0.0006522059841588396,0.1187003622778811,0.001542064479787165,8.464591337634011e-05,1.0967892560876404e-06,0.005999803208603718,7.786278984559447e-05,1.0728699692719914,0.015292371540011897,0.0001928316688143081,0.005791295909485708,7.266383728919337e-05,1.1725731710459526
2.54,0.002088188380885284,0.00018310341518648274,2.0746799001680676e-06,1.827973552059082e-07,7.267375933934094e-05,0.0006537769681630562,0.11944469646372599,0.0015638402775556913,8.50215330824986e-05,1.1102538175245792e-06,0.006082597856259599,8.012049722858826e-05,1.0720161623904183,0.015516053771734716,0.00019860528131480113,0.005871877097602521,7.478829604222257e-05,1.1721759571998205
2.5500000000000003,0.0020853558866380335,0.00018368692335624594,2.0718847944459083e-06,1.8338042114016398e-07,7.336128689958234e-05,0.0006553406387200693,0.1201898069866046,0.0015858266381743498,8.53960534651371e-05,1.1238146093698492e-06,0.006166134994615721,8.243375898873116e-05,1.0711605758274758,0.015742083447333577,0.00020452822383535514,0.005953185135054266,7.696541956984773e-05,1.1717746690206057
2.56,0.0020825284504292167,0.0001842696243893328,2.069094616130784e-06,1.839626775847609e-07,7.40518596747648e-05,0.0006568970090423974,0.12093567877916343,0.0016080246153294929,8.577015964095496e-05,1.1374862951325105e-06,0.006250416849391584,8.480371495256928e-05,1.0703032195260347,0.015970476574795334,0.0002106039468461448,0.006035222163699362,7.919630298073709e-05,1.1713692804473375
2.57,0.0020797060636488823,0.0001848515216626351,2.0663093670937367e-06,1.8454412790718253e-07,7.474546822956324e-05,0.0006584460937932413,0.12168229896062545,0.0016304352615381127,8.614331810044738e-05,1.1512579161991736e-06,0.006335445651300875,8.723149739457212e-05,1.069444102490597,0.016201249012300405,0.00021683567888717653,0.006117990307585511,8.148201970181306e-05,1.1709597658328328
2.58,0.00207688871770904,0.00018543261844799797,2.0635290385771457e-06,1.8512477538609627e-07,7.544210383104484e-05,0.0006599879070271625,0.12242965369452362,0.00165305962959483,8.651556077658525e-05,1.1651304006196197e-06,0.006421223582831952,8.971826832284282e-05,1.068583234122157,0.016434416804062976,0.00022322683984898024,0.006201491651199261,8.382367831829578e-05,1.1705460991754189
2.59,0.002074076404038936,0.00018601291801575317,2.060753621759913e-06,1.8570462329878589e-07,7.614175769384926e-05,0.0006615224628354915,0.12317772917528211,0.0016758987721173595,8.688692488115835e-05,1.1791047862615882e-06,0.006507752794561278,9.226520801026677e-05,1.0677206237992685,0.01666999607585986,0.0002297809121819177,0.006285728245880936,8.622240495538014e-05,1.1701282543585536
2.6,0.0020712691140850306,0.00018659242363463122,2.057983107753159e-06,1.8628367492107282e-07,7.684442098151671e-05,0.000663049775345116,0.1239265116277106,0.001698953741546586,8.725745317869992e-05,1.193182226722464e-06,0.006595035404843591,9.48735151814549e-05,1.0668562808783937,0.016908003035825025,0.0002365014416989515,0.006370702109506082,8.867934346073777e-05,1.1697062051494873
2.61,0.002068466839310976,0.00018717113857167277,2.0552174875959155e-06,1.868619335272373e-07,7.755008480781541e-05,0.000664569858717267,0.12467598730649827,0.0017222255901466234,8.762719426041089e-05,1.2073639972409544e-06,0.006683073499502017,9.754440719968551e-05,1.0659902146942528,0.01714845397524401,0.00024339203837840987,0.00645641522616686,9.119565558701727e-05,1.1692799251979251
2.62,0.0020656695711975953,0.00018774906609214068,2.0524567522508214e-06,1.8743940238993973e-07,7.82587402380697e-05,0.0006660827271463066,0.12542614249570821,0.0017457153700048908,8.799620281808427e-05,1.221651500608778e-06,0.006771869131518247,0.00010027912025384775,1.0651224345601717,0.017391365269348483,0.0002504563771667563,0.006542869545853496,9.377252117434639e-05,1.168849388034688
2.63,0.002062877301242859,0.0001883262094594314,2.049700892599818e-06,1.8801608478014185e-07,7.897037829048761e-05,0.0006675883948585139,0.12617696350827137,0.0017694241330321729,8.83645399180295e-05,1.2360462730823409e-06,0.0068614243207226495,0.00010307890954538336,1.064252949768431,0.017636753378110624,0.00025769819878135406,0.00663006698413568,9.64111383328322e-05,1.1684145670703747
2.64,0.0020600900209618634,0.0001889025719349871,2.0469498994398414e-06,1.885919839670281e-07,7.968498993748884e-05,0.0006690868761108734,0.12692843668548098,0.0017933529309626956,8.873227327499686e-05,1.250549990294425e-06,0.006951741053484447,0.00010594504947523022,1.0633817695906147,0.017884634847037697,0.0002651213105132359,0.006718009421844009,9.911272362506328e-05,1.1679754355940235
2.65,0.0020573077218851146,0.00018947815681711857,2.0442037667630443e-06,1.891671032481566e-07,8.040256566866097e-05,0.000670578185587688,0.12768054870580448,0.0018175028188229545,8.90992683559432e-05,1.265159975576333e-06,0.007042821274826468,0.00010887884742938015,1.062508903172855,0.018135026336837702,0.0002727296466370565,0.00680669868641763,0.00010187851713280418,1.1675319666907222
2.66,0.0020545303955528866,0.0001900529675699202,2.041462502641662e-06,1.8974144604960157e-07,8.112309403875533e-05,0.0006720623397182835,0.12843328760985898,0.001841874866431792,8.946449519257815e-05,1.2798542950206311e-06,0.007134666863000761,0.00011188168904928542,1.0616343591877275,0.018387944719930733,0.00028052746682944395,0.006896136490803837,0.00010470979883205647,1.167084132971557
2.67,0.002051758033536225,0.0001906270073404091,2.0387260884727852e-06,1.9031501555081395e-07,8.184656710786806e-05,0.0006735393517399695,0.1291866389622127,0.0018664701153636148,8.982862381917504e-05,1.2946475647653451e-06,0.007227279723165793,0.0001149548697014377,1.0607581471386265,0.018643406723039154,0.00028851861742831185,0.006986324660605444,0.0001076078281776002,1.1666319075778855
2.68,0.0020489906274170845,0.00019120027941402573,2.03599451743038e-06,1.9088781503848454e-07,8.257297531016479e-05,0.0006750092363547269,0.12994058947247972,0.0018912896195620009,9.019157551067634e-05,1.3095382975877744e-06,0.00732066169838175,0.00011809975388156448,1.0598802761295145,0.01890142926601667,0.00029670723013698873,0.007077264919104377,0.00011057390147131479,1.1661752632310105
2.69,0.002046228168794256,0.0001917727870779117,2.0332677829277208e-06,1.9145984780031593e-07,8.330230899450424e-05,0.0006764720083310638,0.13069512590867619,0.0019163344331595373,9.055325753595071e-05,1.324524701635675e-06,0.007414814595900727,0.00012131772765143949,1.0590007552343343,0.019162029361264335,0.0003050975135225201,0.007168958951320133,0.00011360933489433709,1.1657141725154496
2.7,0.0020434706492833367,0.00019234453362104026,2.0305458786315097e-06,1.9203111712511358e-07,8.403455842330685e-05,0.0006779276825050364,0.13145023509844986,0.0019416056104973579,9.091356225821117e-05,1.3396046611061454e-06,0.007509740186814408,0.0001246101989021186,1.0581195934967678,0.019425224114687053,0.00031369375415285256,0.0072614084035883845,0.00011671546471696545,1.1652486078771414
2.71,0.002040718060516695,0.00019291552233434593,2.0278287984760007e-06,1.9260162630287647e-07,8.476971377142298e-05,0.0006793762737812655,0.1322059039303096,0.0019671042061446624,9.127236623543316e-05,1.3547757169245006e-06,0.007605440205701678,0.00012797859761717377,1.0572367999299959,0.019691030726649975,0.0003225003177340116,0.007354614883139507,0.00011989364750856159,1.1647785416216523
2.72,0.0020379703941434423,0.00019348575651085496,2.025116536677119e-06,1.9317137862488818e-07,8.55077651250015e-05,0.0006808177971339579,0.13296211935485508,0.0019928312749182553,9.162952932077269e-05,1.370035047423157e-06,0.007701916350276299,0.00013142437613592869,1.0563523835164563,0.019959466492935035,0.0003315216502472859,0.007448579957677173,0.00012314526034745463,1.164303945912384
2.73,0.0020352276418294014,0.00019405523944581503,2.0224090877465858e-06,1.937403773838075e-07,8.624870248035803e-05,0.0006822522676079233,0.13371886838600616,0.002018787871902064,9.198489376298442e-05,1.385379449020507e-06,0.007799170281034521,0.00013494900941669286,1.0554663532076036,0.02023054880569731,0.00034076227908640485,0.007543305154956892,0.00012647170103084288,1.1638247927687806
2.74,0.0020324897952705453,0.0001946239741073365,2.019706419353712e-06,1.9430862563928545e-07,8.699251999629622e-05,0.0006836796964095298,0.13447613638348432,0.002044975041452456,9.234001716698768e-05,1.4008430875890393e-06,0.007897203652620935,0.00013855394839533175,1.0545787178966506,0.02050429523494764,0.0003502268521991001,0.007638792093128026,0.0001298744331086458,1.1633410537856035
2.75,0.0020297568461615516,0.00019519196390480457,2.0170085356516424e-06,1.9487612676478812e-07,8.773920607503671e-05,0.0006851001000249706,0.13523391106171348,0.0020713938429000427,9.269412868588914e-05,1.416409407765366e-06,0.007996018039517593,0.00014224072961791355,1.0536894864813242,0.020780723341743253,0.0003599200506080154,0.007735042175406211,0.00013335488157568262,1.1628527007815344
2.7600000000000002,0.0020270287862186984,0.0001957592121282929,2.014315431084292e-06,1.9544288404866542e-07,8.848875059951127e-05,0.0006865134935672269,0.13599217956612444,0.002098045331825474,9.304707876369787e-05,1.4320753908970188e-06,0.008095614989668936,0.00014601089568269183,1.0527986678176486,0.021059850816181683,0.0003698466542228436,0.007832056812182076,0.0001369145093619135,1.162359705322703
