t,Casp8,Casp8Bid,FeLnNO,Bid,Apaf_1,CytcApaf_1,Cytc,Apop,Cytc_mito,PTPC,Bax_2,tBid_mito,Bax,tBid,tBidBax,Bcl_2,Casp3,Casp3Bcl_2,Casp3Bid,IAP,Casp3IAP,Pro9,ApopPro9,ApopPro9_2,ApopCasp9_2Pro3,ApopCasp9_2,Pro3,Casp9Pro3,Casp9,Casp9IAP,ApopCasp9IAP,ApopCasp9_2IAP,ApopCasp9,NO,O_2m,NO_2,N2O3,GSNO,CcOX,FeLn,ONOO_m,GSH
1.25,0.0,0.0,1.0038332845387965e-07,0.004007471945180876,0.004343709478320386,0.0,0.0,0.0,0.004343709478320386,0.0,0.0,0.0,0.0038500954510766955,0.0,0.0,0.003791660540384301,0.0,0.0,0.0,0.004007471945180876,0.0,0.004343709478320386,0.0,0.0,0.0,0.0,0.004343709478320386,0.0,0.0,0.0,0.0,0.0,0.0,1.0950898720968512,3.1911233226336005e-06,4.689852190741198e-07,7.607042186647003e-10,0.04164055624474347,1.7030217308463252e-10,0.0499998996166716,0.0002497626532791508,9999.958358440064
1.26,0.0,0.0,1.0121656493969064e-07,0.00400753149507765,0.004346448773572008,0.0,0.0,0.0,0.004346448773572008,0.0,0.0,0.0,0.0038489695101953697,0.0,0.0,0.0037900688850450244,0.0,0.0,0.0,0.00400753149507765,0.0,0.004346448773572008,0.0,0.0,0.0,0.0,0.004346448773572008,0.0,0.0,0.0,0.0,0.0,0.0,1.104179644622836,3.18492973222387e-06,4.729093324070241e-07,7.733927018706758e-10,0.04234463806640632,1.3458378838616467e-10,0.049999898783435116,0.0002513666930630104,9999.957654339107
1.27,0.0,0.0,1.0204914648368938e-07,0.004007591041401538,0.004349187904470844,0.0,0.0,0.0,0.004349187904470844,0.0,0.0,0.0,0.003847844675772947,0.0,0.0,0.0037884783641066806,0.0,0.0,0.0,0.004007591041401538,0.0,0.004349187904470844,0.0,0.0,0.0,0.0,0.004349187904470844,0.0,0.0,0.0,0.0,0.0,0.0,1.113262270707528,3.1787644879175387e-06,4.768326279756805e-07,7.861757487770504e-10,0.043054515675947654,9.371665520248737e-11,0.04999989795085357,0.0002529632968542361,9999.956944442178
1.28,0.0,0.0,1.0288107404685946e-07,0.004007650584152754,0.004351926871026753,0.0,0.0,0.0,0.004351926871026753,0.0,0.0,0.0,0.003846720946536872,0.0,0.0,0.003786888976295037,0.0,0.0,0.0,0.004007650584152754,0.0,0.004351926871026753,0.0,0.0,0.0,0.0,0.004351926871026753,0.0,0.0,0.0,0.0,0.0,0.0,1.122337760838545,3.1726313356561564e-06,4.807322884994421e-07,7.990558423714101e-10,0.043770184365397334,6.771459511276192e-11,0.04999989711892601,0.0002545521490177773,9999.956228753985
1.29,0.0,0.0,1.0371234850347957e-07,0.004007710123331511,0.004354665673249599,0.0,0.0,0.0,0.004354665673249599,0.0,0.0,0.0,0.0038455983212028573,0.0,0.0,0.0037853007203241303,0.0,0.0,0.0,0.004007710123331511,0.0,0.004354665673249599,0.0,0.0,0.0,0.0,0.004354665673249599,0.0,0.0,0.0,0.0,0.0,0.0,1.1314061245236364,3.1665268443359045e-06,4.846266794075926e-07,8.120305688436197e-10,0.04449163942348423,4.1532100143783864e-11,0.04999989628765155,0.0002561336042735195,9999.95550727924
1.3,0.0,0.0,1.0454297076051872e-07,0.004007769658938025,0.0043574043111492405,0.0,0.0,0.0,0.0043574043111492405,0.0,0.0,0.0,0.00384447679849479,0.0,0.0,0.0037837135949161716,0.0,0.0,0.0,0.004007769658938025,0.0,0.0043574043111492405,0.0,0.0,0.0,0.0,0.0043574043111492405,0.0,0.0,0.0,0.0,0.0,0.0,1.1404673716428213,3.1604508794981505e-06,4.885152434796178e-07,8.250997652096421e-10,0.04521887615777804,1.6363904765473964e-11,0.04999989545702929,0.0002577077090005687,9999.954780022636
1.31,0.0,0.0,1.053729417201268e-07,0.00400782919097251,0.004360142784735538,0.0,0.0,0.0,0.004360142784735538,0.0,0.0,0.0,0.003843356377138481,0.0,0.0,0.0037821275987952947,0.0,0.0,0.0,0.00400782919097251,0.0,0.004360142784735538,0.0,0.0,0.0,0.0,0.004360142784735538,0.0,0.0,0.0,0.0,0.0,0.0,1.1495215120235995,3.154403312903075e-06,4.923973836124386e-07,8.382632738060212e-10,0.04595188988773315,-6.471345190128957e-12,0.04999989462705833,0.0002592745087053954,9999.954046988854
1.32,0.0,0.0,1.062022622796347e-07,0.004007888719435179,0.004362881094018349,0.0,0.0,0.0,0.004362881094018349,0.0,0.0,0.0,0.003842237055861661,0.0,0.0,0.0037805427306875543,0.0,0.0,0.0,0.004007888719435179,0.0,0.004362881094018349,0.0,0.0,0.0,0.0,0.004362881094018349,0.0,0.0,0.0,0.0,0.0,0.0,1.1585685554409515,3.1483840225296726e-06,4.962724628204109e-07,8.515209422898827e-10,0.0466906759446887,-2.5531092528868263e-11,0.049999893797737775,0.0002608340480218344,9999.953308182563
1.33,0.0,0.0,1.0703093333155425e-07,0.004007948244326248,0.004365619239007533,0.0,0.0,0.0,0.004365619239007533,0.0,0.0,0.0,0.003841118833393982,0.0,0.0,0.003778958989320927,0.0,0.0,0.0,0.004007948244326248,0.0,0.004365619239007533,0.0,0.0,0.0,0.0,0.004365619239007533,0.0,0.0,0.0,0.0,0.0,0.0,1.1676085116173383,3.14239289257575e-06,5.001398042353255e-07,8.648726236389332e-10,0.047435229671868556,-3.9248868694469473e-11,0.04999989296906672,0.00026238637071108485,9999.952563608418
1.34,0.0,0.0,1.0785895576357823e-07,0.004008007765645931,0.004368357219712946,0.0,0.0,0.0,0.004368357219712946,0.0,0.0,0.0,0.0038400017084670186,0.0,0.0,0.0037773763734253113,0.0,0.0,0.0,0.004008007765645931,0.0,0.004368357219712946,0.0,0.0,0.0,0.0,0.004368357219712946,0.0,0.0,0.0,0.0,0.0,0.0,1.176641390222701,3.1364298134579295e-06,5.039986911064083e-07,8.783181761514611e-10,0.04818554642438129,-4.5934293768540144e-11,0.04999989214104429,0.00026393151966171044,9999.951813271067
1.35,0.0,0.0,1.0868633045858039e-07,0.004008067283394442,0.004371095036144446,0.0,0.0,0.0,0.004371095036144446,0.0,0.0,0.0,0.0038388856798142663,0.0,0.0,0.003775794881732527,0.0,0.0,0.0,0.004008067283394442,0.0,0.004371095036144446,0.0,0.0,0.0,0.0,0.004371095036144446,0.0,0.0,0.0,0.0,0.0,0.0,1.1856672008744626,3.1304946818116443e-06,5.078483668003198e-07,8.91857463446336e-10,0.048941621569220196,-4.377307647057006e-11,0.049999891313669595,0.00026546953688963903,9999.95105717514
1.36,0.0,0.0,1.0951305829461542e-07,0.004008126797571995,0.00437383268831189,0.0,0.0,0.0,0.00437383268831189,0.0,0.0,0.0,0.003837770746171142,0.0,0.0,0.0037742145129763148,0.0,0.0,0.0,0.004008126797571995,0.0,0.00437383268831189,0.0,0.0,0.0,0.0,0.00437383268831189,0.0,0.0,0.0,0.0,0.0,0.0,1.1946859531375253,3.1245874004911425e-06,5.116880348011558e-07,9.054903544630089e-10,0.049703450485263305,-3.0827014157931055e-11,0.04999989048694176,0.0002670004635381631,9999.95029532526
1.37,0.0,0.0,1.103391401572524e-07,0.004008186308178806,0.004376570176225131,0.0,0.0,0.0,0.004376570176225131,0.0,0.0,0.0,0.0038366569062801828,0.0,0.0,0.003772635265897537,0.0,0.0,0.0,0.004008186308178806,0.0,0.004376570176225131,0.0,0.0,0.0,0.0,0.004376570176225131,0.0,0.0,0.0,0.0,0.0,0.0,1.2036976566537112,3.118706308337602e-06,5.155303832339937e-07,9.192148046004092e-10,0.050471028510722014,-2.4494705577968555e-11,0.0499998896608599,0.0002685244579215571,9999.949527726088
1.3800000000000001,0.0,0.0,1.111645769194573e-07,0.004008245815215085,0.004379307499894022,0.0,0.0,0.0,0.004379307499894022,0.0,0.0,0.0,0.003835544158882566,0.0,0.0,0.0037710571392356954,0.0,0.0,0.0,0.004008245815215085,0.0,0.004379307499894022,0.0,0.0,0.0,0.0,0.004379307499894022,0.0,0.0,0.0,0.0,0.0,0.0,1.2127023209306291,3.1128507414435757e-06,5.193795245044684e-07,9.330299856436583e-10,0.0512443510288596,-2.9768448351612726e-11,0.04999988883542314,0.00027004160297968083,9999.948754382243
1.3900000000000001,0.0,0.0,1.1198936943781266e-07,0.0040083053186810505,0.00438204465932842,0.0,0.0,0.0,0.00438204465932842,0.0,0.0,0.0,0.003834432502716517,0.0,0.0,0.0037694801317273395,0.0,0.0,0.0,0.0040083053186810505,0.0,0.00438204465932842,0.0,0.0,0.0,0.0,0.00438204465932842,0.0,0.0,0.0,0.0,0.0,0.0,1.2216999553020018,3.1070215144314904e-06,5.23226850011401e-07,9.46936873897963e-10,0.052023413484098245,-3.326950043686235e-11,0.04999988801063062,0.00027155187009742816,9999.947975298279
1.4000000000000001,0.0,0.0,1.1281351857259227e-07,0.004008364818576915,0.004384781654538179,0.0,0.0,0.0,0.004384781654538179,0.0,0.0,0.0,0.0038333219365257686,0.0,0.0,0.0037679042421145275,0.0,0.0,0.0,0.004008364818576915,0.0,0.004384781654538179,0.0,0.0,0.0,0.0,0.004384781654538179,0.0,0.0,0.0,0.0,0.0,0.0,1.2306905691383472,3.101218364660902e-06,5.270730433790677e-07,9.609351269484517e-10,0.05280821129648369,-3.4923368979264825e-11,0.04999988718648148,0.0002730553112387836,9999.947190478775
1.41,0.0,0.0,1.1363702517934134e-07,0.004008424314902893,0.004387518485533153,0.0,0.0,0.0,0.004387518485533153,0.0,0.0,0.0,0.0038322124590560143,0.0,0.0,0.003766329469141277,0.0,0.0,0.0,0.004008424314902893,0.0,0.004387518485533153,0.0,0.0,0.0,0.0,0.004387518485533153,0.0,0.0,0.0,0.0,0.0,0.0,1.2396741717586133,3.095441024187664e-06,5.309188475934613e-07,9.75024393620042e-10,0.05359873989756078,-3.467445438318999e-11,0.04999988636297488,0.0002745519783613118,9999.946399928303
1.42,0.0,0.0,1.144598901088766e-07,0.004008483807659198,0.004390255152323193,0.0,0.0,0.0,0.004390255152323193,0.0,0.0,0.0,0.0038311040690549064,0.0,0.0,0.003764755811553566,0.0,0.0,0.0,0.004008483807659198,0.0,0.004390255152323193,0.0,0.0,0.0,0.0,0.004390255152323193,0.0,0.0,0.0,0.0,0.0,0.0,1.2486507724301792,3.0896892197639282e-06,5.347650650022914e-07,9.892043139774432e-10,0.0543949947303735,-3.2486050311829904e-11,0.04999988554010995,0.00027604192341615743,9999.945603651417
1.43,0.0,0.0,1.1528211420728617e-07,0.004008543296846045,0.004392991654918152,0.0,0.0,0.0,0.004392991654918152,0.0,0.0,0.0,0.0038299967652720575,0.0,0.0,0.003763183268099331,0.0,0.0,0.0,0.004008543296846045,0.0,0.004392991654918152,0.0,0.0,0.0,0.0,0.004392991654918152,0.0,0.0,0.0,0.0,0.0,0.0,1.2576203803688537,3.083962672838143e-06,5.386125573149841e-07,1.0034745193251535e-09,0.05519697124946487,-2.8340343687199028e-11,0.04999988471788585,0.0002775251983480453,9999.944801652664
1.44,0.0,0.0,1.1610369831592965e-07,0.004008602782463648,0.004395727993327882,0.0,0.0,0.0,0.004395727993327882,0.0,0.0,0.0,0.003828890546459039,0.0,0.0,0.00376161183752847,0.0,0.0,0.0,0.004008602782463648,0.0,0.004395727993327882,0.0,0.0,0.0,0.0,0.004395727993327882,0.0,0.0,0.0,0.0,0.0,0.0,1.2665830047388764,3.078261099555055e-06,5.42462245602682e-07,1.0178346322074617e-09,0.05600466492087703,-2.223841469013419e-11,0.04999988389630174,0.0002790018550952801,9999.943993936578
1.45,0.0,0.0,1.1692464327143811e-07,0.004008662264512221,0.0043984641675622336,0.0,0.0,0.0,0.0043984641675622336,0.0,0.0,0.0,0.0038277854113693837,0.0,0.0,0.0037600415185928392,0.0,0.0,0.0,0.004008662264512221,0.0,0.0043984641675622336,0.0,0.0,0.0,0.0,0.0043984641675622336,0.0,0.0,0.0,0.0,0.0,0.0,1.275538654652917,3.0725842107557085e-06,5.463151102982448e-07,1.032284266408447e-09,0.05681807122215121,-1.420023676029454e-11,0.049999883075356785,0.0002804719455897467,9999.94318050768
1.46,0.0,0.0,1.1774494990571408e-07,0.004008721742991978,0.004401200177631057,0.0,0.0,0.0,0.004401200177631057,0.0,0.0,0.0,0.003826681358758581,0.0,0.0,0.0037584723100462553,0.0,0.0,0.0,0.004008721742991978,0.0,0.004401200177631057,0.0,0.0,0.0,0.0,0.004401200177631057,0.0,0.0,0.0,0.0,0.0,0.0,1.2844873391720761,3.066931711977445e-06,5.501721911962485e-07,1.0468230269519786e-09,0.057637185642327754,-4.264676596161602e-12,0.04999988225505015,0.0002819355217569099,9999.942361370484
1.47,0.0,0.0,1.1856461913394877e-07,0.004008781217903133,0.004403936023544199,0.0,0.0,0.0,0.004403936023544199,0.0,0.0,0.0,0.0038255783873809273,0.0,0.0,0.0037569042106413383,0.0,0.0,0.0,0.004008781217903133,0.0,0.004403936023544199,0.0,0.0,0.0,0.0,0.004403936023544199,0.0,0.0,0.0,0.0,0.0,0.0,1.293429068275797,3.0613061733594038e-06,5.540091147854328e-07,1.0614551382340387e-09,0.05846200354587296,2.4969733076794352e-12,0.04999988143538092,0.00028339247511683486,9999.941536529623
1.48,0.0,0.0,1.1938365173534068e-07,0.004008840689245901,0.0044066717053115115,0.0,0.0,0.0,0.0044066717053115115,0.0,0.0,0.0,0.0038244764959973823,0.0,0.0,0.003755337219137375,0.0,0.0,0.0,0.004008840689245901,0.0,0.0044066717053115115,0.0,0.0,0.0,0.0,0.0044066717053115115,0.0,0.0,0.0,0.0,0.0,0.0,1.3023638504454782,3.0557058797144685e-06,5.578395554812551e-07,1.0761779137430213e-09,0.059292520511684384,8.471439707281706e-12,0.049999880616348316,0.00028484293639356967,9999.94070598952
1.49,0.0,0.0,1.2020204852523697e-07,0.004008900157020496,0.004409407222942843,0.0,0.0,0.0,0.004409407222942843,0.0,0.0,0.0,0.003823375683369402,0.0,0.0,0.003753771334294146,0.0,0.0,0.0,0.004008900157020496,0.0,0.004409407222942843,0.0,0.0,0.0,0.0,0.004409407222942843,0.0,0.0,0.0,0.0,0.0,0.0,1.311291694561398,3.050130443401553e-06,5.616654169716585e-07,1.0909908076175807e-09,0.06012873206696316,1.3698156957772174e-11,0.04999987979795153,0.00028628696181178876,9999.939869754648
1.5,0.0,0.0,1.2101981032286234e-07,0.00400895962122713,0.0044121425764480394,0.0,0.0,0.0,0.0044121425764480394,0.0,0.0,0.0,0.0038222759482600924,0.0,0.0,0.0037522065548730842,0.0,0.0,0.0,0.00400895962122713,0.0,0.0044121425764480394,0.0,0.0,0.0,0.0,0.0044121425764480394,0.0,0.0,0.0,0.0,0.0,0.0,1.3202126095470996,3.0445797520858822e-06,5.654861716718222e-07,1.105893717759869e-09,0.06097063373710476,1.7707459270741995e-11,0.04999987898018973,0.00028772459190645684,9999.93902782948
1.51,0.0,0.0,1.2183693794308253e-07,0.004009019081866019,0.0044148777658369505,0.0,0.0,0.0,0.0044148777658369505,0.0,0.0,0.0,0.003821177289434506,0.0,0.0,0.0037506428796375674,0.0,0.0,0.0,0.004009019081866019,0.0,0.0044148777658369505,0.0,0.0,0.0,0.0,0.0044148777658369505,0.0,0.0,0.0,0.0,0.0,0.0,1.3291266042786307,3.0390537001807187e-06,5.693012443899766e-07,1.1208865527469785e-09,0.06181822105843232,1.9989734017305473e-11,0.04999987816306211,0.000289155866532547,9999.938180218482
1.52,0.0,0.0,1.2265343219640435e-07,0.0040090785389373775,0.00441761279111942,0.0,0.0,0.0,0.00441761279111942,0.0,0.0,0.0,0.0038200797056596424,0.0,0.0,0.00374908030735292,0.0,0.0,0.0,0.0040090785389373775,0.0,0.00441761279111942,0.0,0.0,0.0,0.0,0.00441761279111942,0.0,0.0,0.0,0.0,0.0,0.0,1.3380336875845416,3.0335521888473627e-06,5.731100123274026e-07,1.135969231830943e-09,0.06267148957819667,1.9995421728099977e-11,0.049999877346567856,0.0002905808248650408,9999.937326926105
1.53,0.0,0.0,1.234692938889757e-07,0.004009137992441418,0.004420347652305297,0.0,0.0,0.0,0.004420347652305297,0.0,0.0,0.0,0.0038189831957044463,0.0,0.0,0.0037475188367864145,0.0,0.0,0.0,0.004009137992441418,0.0,0.004420347652305297,0.0,0.0,0.0,0.0,0.004420347652305297,0.0,0.0,0.0,0.0,0.0,0.0,1.346933868245886,3.0280751259951525e-06,5.769118050784322e-07,1.1511416849387382e-09,0.0635304348545763,1.7135016093286014e-11,0.049999876530706165,0.00029199950539892825,9999.936467956792
1.54,0.0,0.0,1.2428452382258556e-07,0.004009197442378356,0.004423082349404426,0.0,0.0,0.0,0.004423082349404426,0.0,0.0,0.0,0.00381788775833981,0.0,0.0,0.003745958466707268,0.0,0.0,0.0,0.004009197442378356,0.0,0.004423082349404426,0.0,0.0,0.0,0.0,0.004423082349404426,0.0,0.0,0.0,0.0,0.0,0.0,1.3558271549962215,3.022622426281462e-06,5.807059046304482e-07,1.16640385267228e-09,0.06439505245667738,1.0779063962547189e-11,0.04999987571547623,0.0002934119459492079,9999.935603314972
1.55,0.0,0.0,1.2509912279466394e-07,0.004009256888748404,0.004425816882426651,0.0,0.0,0.0,0.004425816882426651,0.0,0.0,0.0,0.0038167933923385715,0.0,0.0,0.0037443991958866453,0.0,0.0,0.0,0.004009256888748404,0.0,0.004425816882426651,0.0,0.0,0.0,0.0,0.004425816882426651,0.0,0.0,0.0,0.0,0.0,0.0,1.3647135565216089,3.017194011111705e-06,5.844915453638846e-07,1.181755686308426e-09,0.06526533796453378,2.581653450902033e-13,0.04999987490087726,0.00029481818365088673,9999.93473300507
1.56,0.0,0.0,1.259130916140273e-07,0.004009316331551777,0.004428551251381817,0.0,0.0,0.0,0.004428551251381817,0.0,0.0,0.0,0.003815700096472936,0.0,0.0,0.003742841023095078,0.0,0.0,0.0,0.004009316331551777,0.0,0.004428551251381817,0.0,0.0,0.0,0.0,0.004428551251381817,0.0,0.0,0.0,0.0,0.0,0.0,1.3735930816310775,3.0117893126606555e-06,5.882753014179901e-07,1.1971959714288499e-09,0.06614128692000805,-1.0746811488591305e-11,0.04999987408690844,0.00029621828838011027,9999.933857031541
1.57,0.0,0.0,1.2672643111645757e-07,0.004009375770788689,0.004431285456279767,0.0,0.0,0.0,0.004431285456279767,0.0,0.0,0.0,0.003814607869511924,0.0,0.0,0.0037412839470999134,0.0,0.0,0.0,0.004009375770788689,0.0,0.004431285456279767,0.0,0.0,0.0,0.0,0.004431285456279767,0.0,0.0,0.0,0.0,0.0,0.0,1.3824657394252924,3.0064067831301414e-06,5.920783960633897e-07,1.212721163969618e-09,0.06702289477821088,-9.86086524780092e-12,0.04999987327356893,0.0002976123958224446,9999.932975398928
1.58,0.0,0.0,1.2753914205142409e-07,0.0040094352064593535,0.004434019497130345,0.0,0.0,0.0,0.004434019497130345,0.0,0.0,0.0,0.003813516710239928,0.0,0.0,0.0037397279666838697,0.0,0.0,0.0,0.0040094352064593535,0.0,0.004434019497130345,0.0,0.0,0.0,0.0,0.004434019497130345,0.0,0.0,0.0,0.0,0.0,0.0,1.391331538070156,3.0010474630159014e-06,5.958835540695317e-07,1.228333853493367e-09,0.06791015726073846,-7.599806311116519e-12,0.049999872460858,0.00029900046702804027,9999.932088111513
1.59,0.0,0.0,1.2835122520326576e-07,0.004009494638563985,0.0044367533739433935,0.0,0.0,0.0,0.0044367533739433935,0.0,0.0,0.0,0.003812426617436859,0.0,0.0,0.003738173080625185,0.0,0.0,0.0,0.004009494638563985,0.0,0.0044367533739433935,0.0,0.0,0.0,0.0,0.0044367533739433935,0.0,0.0,0.0,0.0,0.0,0.0,1.4001904861087795,2.9957111638603097e-06,5.996918577817921e-07,1.2440337093814038e-09,0.06880306997778747,-3.581431818428183e-12,0.04999987164877485,0.00030038254563381664,9999.931195173685
1.6,0.0,0.0,1.2916268135223038e-07,0.0040095540671027975,0.004439487086728754,0.0,0.0,0.0,0.004439487086728754,0.0,0.0,0.0,0.003811337589884532,0.0,0.0,0.003736619287704001,0.0,0.0,0.0,0.0040095540671027975,0.0,0.004439487086728754,0.0,0.0,0.0,0.0,0.004439487086728754,0.0,0.0,0.0,0.0,0.0,0.0,1.4090425920396763,2.9903976955181076e-06,6.035044675838887e-07,1.2598203916821183e-09,0.06970162854964723,2.6111836071352756e-12,0.049999870837318695,0.0003017586751651324,9999.930296589822
1.61,0.0,0.0,1.2997351127447467e-07,0.0040096134920760045,0.004442220635496268,0.0,0.0,0.0,0.004442220635496268,0.0,0.0,0.0,0.003810249626366664,0.0,0.0,0.003735066586702362,0.0,0.0,0.0,0.0040096134920760045,0.0,0.004442220635496268,0.0,0.0,0.0,0.0,0.004442220635496268,0.0,0.0,0.0,0.0,0.0,0.0,1.417887864316763,2.9851068661564022e-06,6.073226218978813e-07,1.275693551110983e-09,0.07060582860669963,1.1429687859206306e-11,0.04999987002648878,0.0003031288990357857,9999.929392364298
1.62,0.0,0.0,1.307837157420641e-07,0.0040096729134838196,0.0044449540202557754,0.0,0.0,0.0,0.0044449540202557754,0.0,0.0,0.0,0.003809162725668875,0.0,0.0,0.0037335149764042143,0.0,0.0,0.0,0.0040096729134838196,0.0,0.0044449540202557754,0.0,0.0,0.0,0.0,0.0044449540202557754,0.0,0.0,0.0,0.0,0.0,0.0,1.4267263113493585,2.979838482254669e-06,6.111476371841711e-07,1.2916528290505536e-09,0.07151566578941916,2.3360451348178743e-11,0.049999869216284305,0.0003044932605480142,9999.928482501467
1.6300000000000001,0.0,0.0,1.3159329552297317e-07,0.004009732331326458,0.004447687241017118,0.0,0.0,0.0,0.004447687241017118,0.0,0.0,0.0,0.0038080768865786873,0.0,0.0,0.003731964455595407,0.0,0.0,0.0,0.004009732331326458,0.0,0.004447687241017118,0.0,0.0,0.0,0.0,0.004447687241017118,0.0,0.0,0.0,0.0,0.0,0.0,1.4355579415021849,2.974592348604748e-06,6.149809079415009e-07,1.307697857550469e-09,0.0724311357483729,3.892456700120773e-11,0.04999986840670453,0.00030585180289249494,9999.927567005683
1.6400000000000001,0.0,0.0,1.3240225138108513e-07,0.004009791745604132,0.004450420297790135,0.0,0.0,0.0,0.004450420297790135,0.0,0.0,0.0,0.003806992107885525,0.0,0.0,0.0037304150230636924,0.0,0.0,0.0,0.004009791745604132,0.0,0.004450420297790135,0.0,0.0,0.0,0.0,0.004450420297790135,0.0,0.0,0.0,0.0,0.0,0.0,1.4443827630953665,2.9693682683108484e-06,6.188239067069557e-07,1.3238282593274505e-09,0.07335223414422054,5.867785026220972e-11,0.049999867597748666,0.0003072045691483445,9999.926645881285
1.6500000000000001,0.0,0.0,1.3321058407619216e-07,0.0040098511563170566,0.004453153190584664,0.0,0.0,0.0,0.004453153190584664,0.0,0.0,0.0,0.003805908388380716,0.0,0.0,0.003728866677598725,0.0,0.0,0.0,0.0040098511563170566,0.0,0.004453153190584664,0.0,0.0,0.0,0.0,0.004453153190584664,0.0,0.0,0.0,0.0,0.0,0.0,1.4532007844044308,2.9641660427895438e-06,6.226781840559618e-07,1.3400436477653033e-09,0.07427895664771435,8.32108390918625e-11,0.049999866789415974,0.0003085516022831189,9999.9257191326
1.6600000000000001,0.0,0.0,1.340182944592093e-07,0.0040099105634654455,0.004455885919410544,0.0,0.0,0.0,0.004455885919410544,0.0,0.0,0.0,0.0038048257268506747,0.0,0.0,0.0037273194179852464,0.0,0.0,0.0,0.0040099105634654455,0.0,0.004455885919410544,0.0,0.0,0.0,0.0,0.004455885919410544,0.0,0.0,0.0,0.0,0.0,0.0,1.4620120146995186,2.958986646920327e-06,6.264991601869617e-07,1.3563475191659071e-09,0.0752112988161578,9.741966957198389e-11,0.04999986598170559,0.00030989279325768445,9999.924786764072
1.67,0.0,0.0,1.34825383298476e-07,0.004009969967049512,0.004458618484277615,0.0,0.0,0.0,0.004458618484277615,0.0,0.0,0.0,0.003803744122089336,0.0,0.0,0.0037257732430155195,0.0,0.0,0.0,0.004009969967049512,0.0,0.004458618484277615,0.0,0.0,0.0,0.0,0.004458618484277615,0.0,0.0,0.0,0.0,0.0,0.0,1.470816462349557,2.9538300852243606e-06,6.302804227014111e-07,1.3727401521352811e-09,0.07614925631878156,9.920063854107272e-11,0.04999986517461675,0.0003112281581277392,9999.923848780032
1.68,0.0,0.0,1.356318512989279e-07,0.004010029367069471,0.004461350885195711,0.0,0.0,0.0,0.004461350885195711,0.0,0.0,0.0,0.0038026635728967834,0.0,0.0,0.003724228151487954,0.0,0.0,0.0,0.004010029367069471,0.0,0.004461350885195711,0.0,0.0,0.0,0.0,0.004461350885195711,0.0,0.0,0.0,0.0,0.0,0.0,1.4796141350315084,2.9486956284849256e-06,6.34044422386534e-07,1.3892193913011932e-09,0.07709282491186789,9.628309237829242e-11,0.049999864368148746,0.0003125578074592256,9999.922905184725
1.69,0.0,0.0,1.3643769921445512e-07,0.0040100887635255355,0.004464083122174671,0.0,0.0,0.0,0.004464083122174671,0.0,0.0,0.0,0.0038015840780712042,0.0,0.0,0.003722684142199067,0.0,0.0,0.0,0.0040100887635255355,0.0,0.004464083122174671,0.0,0.0,0.0,0.0,0.004464083122174671,0.0,0.0,0.0,0.0,0.0,0.0,1.4884050409567038,2.943583200498376e-06,6.377879444029208e-07,1.4057852404121145e-09,0.07804200029296426,8.766807908937627e-11,0.049999863562300836,0.0003138817670826044,9999.921955982452
1.7,0.0,0.0,1.3724292779548796e-07,0.004010148156417919,0.0044668151952243305,0.0,0.0,0.0,0.0044668151952243305,0.0,0.0,0.0,0.0038005056364126453,0.0,0.0,0.0037211412139472313,0.0,0.0,0.0,0.004010148156417919,0.0,0.0044668151952243305,0.0,0.0,0.0,0.0,0.0044668151952243305,0.0,0.0,0.0,0.0,0.0,0.0,1.4971891882987662,2.9384927311644247e-06,6.415075455977338e-07,1.4224377196883792e-09,0.07899677816889161,7.228708851427175e-11,0.04999986275707225,0.0003152000617097439,9999.921001177509
1.71,0.0,0.0,1.3804753778899677e-07,0.004010207545746837,0.004469547104354524,0.0,0.0,0.0,0.004469547104354524,0.0,0.0,0.0,0.0037994282467230093,0.0,0.0,0.0037195993655326784,0.0,0.0,0.0,0.004010207545746837,0.0,0.004469547104354524,0.0,0.0,0.0,0.0,0.004469547104354524,0.0,0.0,0.0,0.0,0.0,0.0,1.5059665851936117,2.9334241564861454e-06,6.451995545047076e-07,1.439176865822185e-09,0.07995715425574448,4.900205232714027e-11,0.04999986195246226,0.00031651271493392,9999.920040774176
1.72,0.0,0.0,1.388515299384921e-07,0.004010266931512501,0.004472278849575087,0.0,0.0,0.0,0.004472278849575087,0.0,0.0,0.0,0.003798351907806057,0.0,0.0,0.0037180585957574965,0.0,0.0,0.0,0.004010266931512501,0.0,0.004472278849575087,0.0,0.0,0.0,0.0,0.004472278849575087,0.0,0.0,0.0,0.0,0.0,0.0,1.5147372397394487,2.928377418569971e-06,6.488600713441494e-07,1.4560027319775915e-09,0.08092312427889091,1.660534403635757e-11,0.04999986114847011,0.00031781974922981637,9999.91907477673
1.73,0.0,0.0,1.3965490498402452e-07,0.004010326313715126,0.0044750104308958535,0.0,0.0,0.0,0.0044750104308958535,0.0,0.0,0.0,0.0037972766184674067,0.0,0.0,0.003716518903425632,0.0,0.0,0.0,0.004010326313715126,0.0,0.0044750104308958535,0.0,0.0,0.0,0.0,0.0044750104308958535,0.0,0.0,0.0,0.0,0.0,0.0,1.5235011599967776,2.9233524656256944e-06,6.524849680229386e-07,1.472915387790521e-09,0.08189468397297252,-2.6180221015486862e-11,0.049999860345095064,0.00031912118595352445,9999.918103189437
