t,V,Na_i,m,h1,h2,d_L,f_L,d_T,f_T,K_c,K_i,r,s1,s2,s3,z,p_a,p_i,Ca_i,O_C,O_TC,O_TMgC,O_TMgMg,Ca_rel,Ca_up,O_Calse,F1,F2,F3
2.14,2.174092531e-314,2.1740924995e-314,2.174092468e-314,2.1740924363e-314,2.1740924047e-314,2.174092373e-314,2.1740923414e-314,2.17409231e-314,2.174092278e-314,2.1740922466e-314,2.174092215e-314,2.1740921833e-314,2.1740921517e-314,2.17409212e-314,2.1740920885e-314,2.174092057e-314,2.174092025e-314,2.1740919936e-314,2.174091962e-314,2.1740919303e-314,2.1740918987e-314,2.174091867e-314,2.1740918355e-314,2.1740909817e-314,2.17409095e-314,2.174090539e-314,2.1740905707e-314,2.1740906023e-314,2.174090634e-314
2.15,2.1740906655e-314,2.174090729e-314,2.174090697e-314,2.1740907604e-314,2.174090792e-314,2.1740908236e-314,2.174090128e-314,2.1740900964e-314,2.174090065e-314,2.174090033e-314,2.1740900015e-314,2.17408997e-314,2.1740899383e-314,2.1740899067e-314,2.174089875e-314,2.1740898434e-314,2.1740860806e-314,2.174086112e-314,2.174086144e-314,2.1740861755e-314,2.174086207e-314,2.174086302e-314,2.1740863336e-314,2.174086365e-314,2.174086397e-314,2.1740864284e-314,2.17408646e-314,2.1740864917e-314,2.1740865233e-314
2.16,2.174086555e-314,2.1740865865e-314,2.174086618e-314,2.17408665e-314,2.1740866814e-314,2.174086713e-314,2.1740867446e-314,2.1740867763e-314,2.174086808e-314,2.1740868395e-314,2.174086871e-314,2.1740869027e-314,2.1740869344e-314,2.174086966e-314,2.1740869976e-314,2.174087029e-314,2.174087061e-314,2.1740870925e-314,2.174087124e-314,2.1740871557e-314,2.1740871873e-314,2.174087219e-314,2.1740872506e-314,2.174087282e-314,2.1740873454e-314,2.174087377e-314,2.1740874087e-314,2.1740874403e-314,2.174087535e-314
2.17,2.174087567e-314,2.1740875984e-314,2.17408763e-314,2.1740876616e-314,2.174087693e-314,2.174087725e-314,2.1740877565e-314,2.174087788e-314,2.1740894007e-314,2.174089369e-314,2.1740893375e-314,2.174089306e-314,2.1740892743e-314,2.1740892426e-314,2.174089211e-314,2.174089148e-314,2.1740890845e-314,2.1740890213e-314,2.174088452e-314,2.1740887367e-314,2.1740886735e-314,2.174088863e-314,2.1740883573e-314,2.17408861e-314,2.1740885786e-314,2.1740887683e-314,2.1740885154e-314,2.1739046755e-314,2.173904138e-314
2.18,2.1739043277e-314,2.173904549e-314,2.1739047704e-314,2.1739049917e-314,2.1739048336e-314,2.173904802e-314,2.173901956e-314,2.1739019246e-314,2.173904865e-314,2.173904897e-314,2.1739027783e-314,2.173906889e-314,2.1739070154e-314,2.173906984e-314,2.1739066043e-314,2.1739033475e-314,2.173902399e-314,2.1739024305e-314,2.1739074265e-314,2.173899711e-314,2.173899648e-314,2.1738996795e-314,2.1738996163e-314,2.1738995847e-314,2.1739011024e-314,2.173901071e-314,2.1739058455e-314,2.173905877e-314,2.173905371e-314
2.19,2.173905782e-314,2.1739055293e-314,2.17390515e-314,2.1739049285e-314,2.173906636e-314,2.1739068257e-314,2.1739035056e-314,2.17390379e-314,2.173903727e-314,2.173903632e-314,2.1739037585e-314,2.173903474e-314,2.173903569e-314,2.173903885e-314,2.1739034423e-314,2.1739034107e-314,2.173903379e-314,2.173903316e-314,2.173903284e-314,2.1739032526e-314,2.173903221e-314,2.173903126e-314,2.1739030945e-314,2.1739022724e-314,2.173902241e-314,2.173902209e-314,2.1739021775e-314,2.173902146e-314,2.1739021143e-314
2.2,2.1739020827e-314,2.173902051e-314,2.1739020194e-314,2.173901988e-314,2.173901893e-314,2.1739018613e-314,2.173901545e-314,2.1739015135e-314,2.1739014503e-314,2.173900818e-314,2.173900786e-314,2.1739007546e-314,2.173900723e-314,2.1739006914e-314,2.1739006598e-314,2.173900628e-314,2.1739005965e-314,2.173900565e-314,2.173900154e-314,2.173900122e-314,2.1739000906e-314,2.1738999957e-314,2.173899964e-314,2.1738999325e-314,2.173899901e-314,2.173899869e-314,2.1738998376e-314,2.173899806e-314,2.1738997744e-314
2.21,2.173899743e-314,2.173901735e-314,2.1739017665e-314,2.173901798e-314,2.1739041696e-314,2.173904201e-314,2.1739071103e-314,2.173906794e-314,2.1739062565e-314,2.1739063514e-314,2.173906699e-314,2.1739065727e-314,2.173906383e-314,2.173904296e-314,2.1739001854e-314,2.173900217e-314,2.173900312e-314,2.1739003435e-314,2.1739005333e-314,2.17390047e-314,2.1739005017e-314,2.1739031577e-314,2.1739031894e-314,2.173905814e-314,2.173905972e-314,2.173905561e-314,2.1739056874e-314,2.173902462e-314,2.1739024937e-314
2.22,2.1739057506e-314,2.173905624e-314,2.1739053395e-314,2.173901482e-314,2.173903063e-314,2.1739030313e-314,2.1739029996e-314,2.1739029364e-314,2.173902968e-314,2.173902905e-314,2.173902873e-314,2.1739025253e-314,2.1739028415e-314,2.1739052763e-314,2.1739000273e-314,2.173900059e-314,2.173904391e-314,2.17390398e-314,2.173903537e-314,2.1739036004e-314,2.1739038534e-314,2.1739041064e-314,2.1739040115e-314,2.1739039166e-314,2.1739036637e-314,2.173904043e-314,2.1739008495e-314,2.173901039e-314,2.1739010076e-314
2.23,2.173900976e-314,2.1739009443e-314,2.1739009127e-314,2.173900881e-314,2.17390496e-314,2.1739045807e-314,2.1739046123e-314,2.1739043593e-314,2.173904707e-314,2.173902304e-314,2.1739023356e-314,2.173902367e-314,2.173907458e-314,2.173899553e-314,2.1738995214e-314,2.1739059403e-314,2.173902557e-314,2.173901134e-314,2.1739011657e-314,2.1739011973e-314,2.173901229e-314,2.1739012605e-314,2.173901292e-314,2.173901324e-314,2.1739013554e-314,2.173901387e-314,2.1739014186e-314,2.1739018297e-314,2.173901703e-314
2.24,2.1739016716e-314,2.17390164e-314,2.1739016084e-314,2.1739015767e-314,2.173905308e-314,2.173907142e-314,2.173906731e-314,2.173907047e-314,2.173906952e-314,2.1739070787e-314,2.1739069206e-314,2.1739066676e-314,2.1739027467e-314,2.173902715e-314,2.17390281e-314,2.1739026834e-314,2.173902652e-314,2.17390262e-314,2.1739025886e-314,2.173905466e-314,2.173906035e-314,2.173904486e-314,2.173780345e-314,2.173780187e-314,2.173780155e-314,2.1737801235e-314,2.1737843923e-314,2.1737782263e-314,2.173778321e-314
2.25,2.173778669e-314,2.173778827e-314,2.1737838863e-314,2.173783918e-314,2.1737839496e-314,2.173783981e-314,2.173784013e-314,2.1737840444e-314,2.173784076e-314,2.1737841077e-314,2.1737841393e-314,2.173784171e-314,2.1737842026e-314,2.173783001e-314,2.1737830326e-314,2.173783064e-314,2.173783096e-314,2.1737831275e-314,2.173783159e-314,2.1737831907e-314,2.1737832223e-314,2.173783254e-314,2.1737832856e-314,2.1737833804e-314,2.173783412e-314,2.1737834437e-314,2.1737808824e-314,2.173780914e-314,2.173786005e-314
2.2600000000000002,2.173780408e-314,2.1737803765e-314,2.173780092e-314,2.1737800603e-314,2.1737800287e-314,2.173779997e-314,2.1737799654e-314,2.173779934e-314,2.173779902e-314,2.1737798706e-314,2.173784487e-314,2.1737845188e-314,2.1737845504e-314,2.173784582e-314,2.1737846136e-314,2.173784645e-314,2.173784677e-314,2.1737847085e-314,2.17378474e-314,2.1737847717e-314,2.1737848033e-314,2.173784835e-314,2.1737848666e-314,2.173784898e-314,2.17378493e-314,2.1737850563e-314,2.1737852144e-314,2.173785151e-314,2.1737850247e-314
2.27,2.173785088e-314,2.1737853093e-314,2.1737856887e-314,2.173785246e-314,2.1737854357e-314,2.173785341e-314,2.1737802184e-314,2.17378025e-314,2.1737802816e-314,2.1737803133e-314,2.173783317e-314,2.173783349e-314,2.1737860365e-314,2.1737856255e-314,2.173785562e-314,2.173785499e-314,2.173785183e-314,2.1737855306e-314,2.173783665e-314,2.1737836966e-314,2.1737837282e-314,2.17378376e-314,2.1737837915e-314,2.173783823e-314,2.1737838547e-314,2.173779839e-314,2.1737798073e-314,2.1737797757e-314,2.173779744e-314
2.2800000000000002,2.1737797125e-314,2.173779681e-314,2.173779523e-314,2.173782337e-314,2.1737823053e-314,2.1737822737e-314,2.173782242e-314,2.1737812935e-314,2.173781262e-314,2.1737812303e-314,2.1737811986e-314,2.173781167e-314,2.1737811354e-314,2.173781104e-314,2.173781072e-314,2.1737810405e-314,2.173781009e-314,2.1737809773e-314,2.1737809457e-314,2.173785657e-314,2.1737853725e-314,2.1737851195e-314,2.1737849614e-314,2.173785404e-314,2.173778985e-314,2.17377908e-314,2.1737792066e-314,2.1737794595e-314,2.173779491e-314
2.29,2.1737795544e-314,2.173779586e-314,2.1737796176e-314,2.173779649e-314,2.1737804397e-314,2.1737804714e-314,2.173780503e-314,2.1737805346e-314,2.173780566e-314,2.173780598e-314,2.1737806295e-314,2.173780661e-314,2.1737806927e-314,2.1737807243e-314,2.173780756e-314,2.1737807876e-314,2.173780819e-314,2.173780851e-314,2.1737823686e-314,2.1737824e-314,2.173782432e-314,2.1737824634e-314,2.173782495e-314,2.1737825267e-314,2.1737825583e-314,2.17378259e-314,2.1737826215e-314,2.173782653e-314,2.173782685e-314
2.3000000000000003,2.1737827164e-314,2.173782748e-314,2.1737827796e-314,2.1737828113e-314,2.173782843e-314,2.1737828745e-314,2.173782906e-314,2.1737829377e-314,2.1737829694e-314,2.1737834753e-314,2.173783507e-314,2.1737835385e-314,2.17378357e-314,2.173783602e-314,2.1737836334e-314,2.173784234e-314,2.173784266e-314,2.1737842974e-314,2.173784329e-314,2.1737843607e-314,2.173784424e-314,2.1737844555e-314,2.1655627605e-314,2.1655629186e-314,2.1655625075e-314,2.1655624443e-314,2.1655619384e-314,2.1655624127e-314,2.165562065e-314
2.31,2.165562128e-314,2.165562982e-314,2.1655621913e-314,2.1655626656e-314,2.1655620965e-314,2.165562729e-314,2.16556412e-314,2.165562318e-314,2.165561875e-314,2.165562887e-314,2.1655628553e-314,2.1732223116e-314,2.173222343e-314,2.173222375e-314,2.1732224064e-314,2.173222438e-314,2.1732224697e-314,2.1732225013e-314,2.173222533e-314,2.1732225645e-314,2.173222596e-314,2.173222628e-314,2.1732226594e-314,2.173222691e-314,2.1732227226e-314,2.1732227543e-314,2.17322228e-314,2.1732222483e-314,2.1732222167e-314
2.32,2.173222185e-314,2.1732221535e-314,2.173222122e-314,2.17322209e-314,2.1732220586e-314,2.173222027e-314,2.173219529e-314,2.1732197187e-314,2.173223102e-314,2.1732230705e-314,2.1732231337e-314,2.173223039e-314,2.173223007e-314,2.1732229756e-314,2.1732254736e-314,2.1732254104e-314,2.173225537e-314,2.173225505e-314,2.173225948e-314,2.1732259163e-314,2.1732258847e-314,2.173225853e-314,2.1732258214e-314,2.173225758e-314,2.1732253787e-314,2.1732252206e-314,2.1732199084e-314,2.1732198136e-314,2.1732268333e-314
2.33,2.173224683e-314,2.1732247147e-314,2.1732247463e-314,2.173224778e-314,2.1732248096e-314,2.173224841e-314,2.173220604e-314,2.1732206673e-314,2.173219592e-314,2.173219877e-314,2.173223671e-314,2.1732236396e-314,2.173223608e-314,2.1732235764e-314,2.1732205725e-314,2.173221047e-314,2.173220794e-314,2.1732208887e-314,2.1732208254e-314,2.173220857e-314,2.1732209203e-314,2.1732207306e-314,2.1732209835e-314,2.17322111e-314,2.1732211416e-314,2.173221173e-314,2.173221205e-314,2.1732212365e-314,2.173221268e-314
2.34,2.1732212997e-314,2.1732213313e-314,2.173221363e-314,2.1732213946e-314,2.173221426e-314,2.173221458e-314,2.1732214894e-314,2.173221521e-314,2.1732215527e-314,2.1732215843e-314,2.173221616e-314,2.1732216475e-314,2.173221679e-314,2.173221711e-314,2.1732218056e-314,2.1732218373e-314,2.1732219005e-314,2.173221932e-314,2.1732219638e-314,2.1732219954e-314,2.173222786e-314,2.1732228175e-314,2.173222849e-314,2.1732228807e-314,2.1732231653e-314,2.173223197e-314,2.1732232286e-314,2.17322326e-314,2.173223292e-314
2.35,2.1732233234e-314,2.173223355e-314,2.1732233867e-314,2.1732234183e-314,2.17322345e-314,2.1732234815e-314,2.173223513e-314,2.173223545e-314,2.173223703e-314,2.1732237345e-314,2.173223766e-314,2.1732237977e-314,2.1732242404e-314,2.173224272e-314,2.1732243036e-314,2.1732243353e-314,2.173224367e-314,2.1732243985e-314,2.17322443e-314,2.1732244617e-314,2.1732244934e-314,2.173224873e-314,2.1732249044e-314,2.173224936e-314,2.1732249677e-314,2.1732249993e-314,2.173225031e-314,2.1732250625e-314,2.173225094e-314
2.36,2.173225126e-314,2.1732251574e-314,2.173225189e-314,2.173225442e-314,2.173222944e-314,2.1732229124e-314,2.173220446e-314,2.1732204776e-314,2.173220762e-314,2.173221015e-314,2.173220952e-314,2.173220509e-314,2.173220541e-314,2.173226865e-314,2.1732268965e-314,2.1732217424e-314,2.173221774e-314,2.173223861e-314,2.173223924e-314,2.173224114e-314,2.1732241455e-314,2.173224177e-314,2.173224209e-314,2.1732255685e-314,2.1732256e-314,2.1732268016e-314,2.1732269914e-314,2.1732269597e-314,2.1732195606e-314
2.37,2.1732267384e-314,2.173220699e-314,2.173226264e-314,2.1732262957e-314,2.1732265487e-314,2.1732265803e-314,2.173226612e-314,2.1732266435e-314,2.173226675e-314,2.173226707e-314,2.1732262325e-314,2.173224588e-314,2.1732274973e-314,2.1732245566e-314,2.1732256317e-314,2.17322462e-314,2.173226201e-314,2.173226169e-314,2.1732261376e-314,2.173226106e-314,2.1732246515e-314,2.1732206357e-314,2.1467819103e-314,2.146781752e-314,2.1467818787e-314,2.1467816573e-314,2.1467818154e-314,2.146774005e-314,2.1304307247e-314
2.38,2.130431041e-314,2.130431104e-314,2.130434298e-314,2.1304372385e-314,2.173644283e-314,2.1736442515e-314,2.17364422e-314,2.1736441883e-314,2.1736441567e-314,2.173644125e-314,2.1736440934e-314,2.173644062e-314,2.17364403e-314,2.1736439986e-314,2.173643967e-314,2.1736439353e-314,2.1736439037e-314,2.173643872e-314,2.173643809e-314,2.173643777e-314,2.1736437456e-314,2.173643714e-314,2.1736436824e-314,2.173643651e-314,2.173643619e-314,2.1736435875e-314,2.173643556e-314,2.1736435243e-314,2.1736434927e-314
2.39,2.173643461e-314,2.1736434294e-314,2.1736431765e-314,2.1736433346e-314,2.1736432397e-314,2.173643303e-314,2.17364305e-314,2.173642892e-314,2.173643145e-314,2.1736430816e-314,2.1736476665e-314,2.173647635e-314,2.17364754e-314,2.1736474136e-314,2.173642955e-314,2.1736475717e-314,2.173647698e-314,2.17364773e-314,2.1736425124e-314,2.1736462436e-314,2.173646212e-314,2.1736461488e-314,2.1736461804e-314,2.173646117e-314,2.1736460855e-314,2.173646054e-314,2.1736460223e-314,2.1736459907e-314,2.173645959e-314
2.4,2.1736459274e-314,2.173645896e-314,2.173645864e-314,2.1736458325e-314,2.173645801e-314,2.173646876e-314,2.1736469076e-314,2.1736429235e-314,2.173643208e-314,2.173642734e-314,2.1736427654e-314,2.1736428603e-314,2.1736423543e-314,2.1736432713e-314,2.173643366e-314,2.1736430184e-314,2.1736428286e-314,2.1736424176e-314,2.173645137e-314,2.1736451685e-314,2.173645548e-314,2.1736455796e-314,2.173645611e-314,2.173645643e-314,2.1736456744e-314,2.173645706e-314,2.1736457377e-314,2.1736457693e-314,2.173644315e-314
2.41,2.1736443464e-314,2.173644378e-314,2.1736444096e-314,2.1736444413e-314,2.173644473e-314,2.1736445045e-314,2.173644536e-314,2.1736445677e-314,2.1736445994e-314,2.1736469393e-314,2.173646971e-314,2.1736470025e-314,2.173647034e-314,2.1736470657e-314,2.1736470974e-314,2.173647129e-314,2.1736471606e-314,2.173647192e-314,2.1736478246e-314,2.173647856e-314,2.173647888e-314,2.1736479195e-314,2.173647951e-314,2.1736479827e-314,2.1736480143e-314,2.173648046e-314,2.1736480776e-314,2.173648109e-314,2.173648141e-314
2.42,2.1736481724e-314,2.173648204e-314,2.1736482357e-314,2.1736482673e-314,2.173648299e-314,2.1736483305e-314,2.173648362e-314,2.173648394e-314,2.1736484254e-314,2.173648457e-314,2.1736484886e-314,2.1736415006e-314,2.1736448523e-314,2.1736448207e-314,2.173644789e-314,2.1736447575e-314,2.173644631e-314,2.173644726e-314,2.173644694e-314,2.1736446626e-314,2.1736425757e-314,2.173642544e-314,2.173642196e-314,2.1736421646e-314,2.173642133e-314,2.1736421014e-314,2.1736420697e-314,2.173642038e-314,2.1736420065e-314
2.43,2.173641975e-314,2.1736419433e-314,2.1736419116e-314,2.17364188e-314,2.1736418484e-314,2.173641817e-314,2.173641785e-314,2.1736417535e-314,2.173641722e-314,2.1736416903e-314,2.1736416587e-314,2.173641627e-314,2.1736415954e-314,2.173641564e-314,2.173641532e-314,2.173641469e-314,2.1736414373e-314,2.1736414057e-314,2.173641374e-314,2.1736413425e-314,2.173641311e-314,2.173641279e-314,2.1736412476e-314,2.173641216e-314,2.1736411844e-314,2.173641153e-314,2.1736438405e-314,2.173647793e-314,2.1736473503e-314
2.44,2.173647224e-314,2.1736473187e-314,2.173647287e-314,2.1736472555e-314,2.1736468444e-314,2.173646813e-314,2.173646781e-314,2.1736467495e-314,2.173646718e-314,2.1736466863e-314,2.1736466547e-314,2.173646623e-314,2.1736465914e-314,2.17364656e-314,2.173646528e-314,2.1736464966e-314,2.173646465e-314,2.1736464333e-314,2.1736464017e-314,2.17364637e-314,2.1736463385e-314,2.173646307e-314,2.173646275e-314,2.1736455163e-314,2.1736454847e-314,2.173645453e-314,2.1736454215e-314,2.17364539e-314,2.173645358e-314
2.45,2.1736453266e-314,2.173645295e-314,2.1736452634e-314,2.173645232e-314,2.1736452e-314,2.1736451053e-314,2.1736450737e-314,2.173645042e-314,2.1736450104e-314,2.173644979e-314,2.173644947e-314,2.1736449156e-314,2.173644884e-314,2.1736404887e-314,2.1736405204e-314,2.173640552e-314,2.173642481e-314,2.173640963e-314,2.1736477614e-314,2.1736409947e-314,2.1346047494e-314,2.134603959e-314,2.134604275e-314,2.13065858e-314,2.1306601293e-314,2.1306598447e-314,2.13066307e-314,2.1306573467e-314,2.1306623427e-314
2.46,2.1306631964e-314,2.130662817e-314,2.1306587064e-314,2.1306605404e-314,2.1306642715e-314,2.130657916e-314,2.1306621214e-314,2.130657979e-314,2.130662153e-314,2.130660825e-314,2.174033528e-314,2.174033496e-314,2.1740334646e-314,2.174033433e-314,2.1740334014e-314,2.1740333697e-314,2.174033338e-314,2.1740333065e-314,2.174033275e-314,2.1740332433e-314,2.1740332116e-314,2.17403318e-314,2.1740331484e-314,2.174033117e-314,2.174033085e-314,2.1740329587e-314,2.174032927e-314,2.1740328954e-314,2.174032864e-314
2.47,2.174032832e-314,2.1740328006e-314,2.174032769e-314,2.1740327373e-314,2.1740327057e-314,2.174032674e-314,2.1740326425e-314,2.174032611e-314,2.174032579e-314,2.1740325476e-314,2.1740303026e-314,2.1740322e-314,2.1740321365e-314,2.1740318836e-314,2.1740309034e-314,2.1740308717e-314,2.1740317887e-314,2.174031947e-314,2.174031915e-314,2.174034413e-314,2.1740343816e-314,2.1740316306e-314,2.174031599e-314,2.174031662e-314,2.1740315674e-314,2.174031536e-314,2.174031504e-314,2.174036279e-314,2.17403533e-314
2.48,2.1740352986e-314,2.1740352353e-314,2.1740352037e-314,2.174035267e-314,2.174035172e-314,2.1740351405e-314,2.174035077e-314,2.174035109e-314,2.1740330535e-314,2.174033022e-314,2.1740329903e-314,2.174030018e-314,2.1740299864e-314,2.174029955e-314,2.174029923e-314,2.1740298915e-314,2.17402986e-314,2.1740298283e-314,2.1740297967e-314,2.1740297334e-314,2.174029765e-314,2.174030524e-314,2.1740305555e-314,2.1740370377e-314,2.174037006e-314,2.1740369744e-314,2.174036943e-314,2.174036911e-314,2.1740368796e-314
2.49,2.174036848e-314,2.1740368163e-314,2.1740367847e-314,2.174036753e-314,2.1740367215e-314,2.17403669e-314,2.174036658e-314,2.1740366266e-314,2.174036595e-314,2.1740365634e-314,2.174036532e-314,2.1740365e-314,2.1740364685e-314,2.174036437e-314,2.1740364053e-314,2.1740363737e-314,2.174036342e-314,2.1740363104e-314,2.174029006e-314,2.174029038e-314,2.1740296386e-314,2.17402967e-314,2.174029702e-314,2.1740300496e-314,2.1740311247e-314,2.1740311563e-314,2.174031188e-314,2.1740312196e-314,2.174031251e-314
2.5,2.174031283e-314,2.1740313144e-314,2.174031346e-314,2.1740313777e-314,2.1740314093e-314,2.174031441e-314,2.1740314725e-314,2.174031694e-314,2.1740317255e-314,2.174031757e-314,2.174032358e-314,2.1740323895e-314,2.174032421e-314,2.1740324528e-314,2.1740324844e-314,2.174032516e-314,2.1740335595e-314,2.174033591e-314,2.1740336227e-314,2.1740336543e-314,2.174033686e-314,2.1740337176e-314,2.174033749e-314,2.174033781e-314,2.1740338124e-314,2.174033844e-314,2.1740338757e-314,2.1740339073e-314,2.174033939e-314
2.5100000000000002,2.1740339705e-314,2.174034002e-314,2.174034034e-314,2.1740340654e-314,2.174034097e-314,2.1740341286e-314,2.17403416e-314,2.174034192e-314,2.1740342235e-314,2.174034255e-314,2.1740342867e-314,2.1740343183e-314,2.17403435e-314,2.174034445e-314,2.1740344764e-314,2.174034508e-314,2.1740345397e-314,2.1740345713e-314,2.174034603e-314,2.1740346345e-314,2.174034666e-314,2.174034698e-314,2.1740347294e-314,2.174034761e-314,2.1740347926e-314,2.1740348243e-314,2.174034856e-314,2.1740348875e-314,2.174035362e-314
2.52,2.1740353934e-314,2.174035425e-314,2.1740354567e-314,2.1740354883e-314,2.17403552e-314,2.1740355515e-314,2.174035583e-314,2.174035615e-314,2.1740356464e-314,2.174035678e-314,2.1740357096e-314,2.1740357413e-314,2.174035773e-314,2.1740358045e-314,2.174035836e-314,2.1740358677e-314,2.174036247e-314,2.1740362156e-314,2.174036184e-314,2.1740361523e-314,2.1740361207e-314,2.174029607e-314,2.1740295753e-314,2.1740295437e-314,2.174029512e-314,2.1740294805e-314,2.174029449e-314,2.174029417e-314,2.1740293856e-314
2.5300000000000002,2.174029354e-314,2.1740293224e-314,2.1740292907e-314,2.174029259e-314,2.1740292275e-314,2.174029196e-314,2.1740291642e-314,2.1740291326e-314,2.174029101e-314,2.1740290694e-314,2.1740308085e-314,2.174031093e-314,2.174030998e-314,2.1740318203e-314,2.1740310615e-314,2.174030935e-314,2.17403084e-314,2.17403103e-314,2.1740303974e-314,2.1740306504e-314,2.128241026e-314,2.173847601e-314,2.1738476327e-314,2.1738476643e-314,2.173847696e-314,2.1738480437e-314,2.1738480754e-314,2.173848107e-314,2.1738481386e-314
2.54,2.17384817e-314,2.173848202e-314,2.1738482335e-314,2.173848265e-314,2.1738482967e-314,2.1738483283e-314,2.17384836e-314,2.1738483916e-314,2.173848423e-314,2.173848455e-314,2.1738484864e-314,2.173848518e-314,2.1738485497e-314,2.1738485813e-314,2.173848613e-314,2.1738486445e-314,2.173848676e-314,2.173848708e-314,2.1738487394e-314,2.173848771e-314,2.1738492453e-314,2.173849277e-314,2.1738493085e-314,2.17384934e-314,2.173849372e-314,2.1738494034e-314,2.173849435e-314,2.1738494666e-314,2.1738494983e-314
2.5500000000000003,2.17384953e-314,2.1738495615e-314,2.173849593e-314,2.1738496247e-314,2.1738496564e-314,2.173849688e-314,2.1738497196e-314,2.1738453876e-314,2.173845356e-314,2.1738453244e-314,2.173845293e-314,2.173845261e-314,2.1738452295e-314,2.173845198e-314,2.1738451663e-314,2.1738477275e-314,2.1738478224e-314,2.173842858e-314,2.1738466524e-314,2.173846621e-314,2.173846589e-314,2.1738465576e-314,2.1738467473e-314,2.173846779e-314,2.1738468105e-314,2.173846842e-314,2.173846874e-314,2.1738469054e-314,2.173843427e-314
2.56,2.173844028e-314,2.1738439964e-314,2.1738439647e-314,2.173843933e-314,2.1738440596e-314,2.173844091e-314,2.173844123e-314,2.1738441545e-314,2.173847032e-314,2.17384602e-314,2.1738460517e-314,2.1738459884e-314,2.173845957e-314,2.1738458936e-314,2.173845925e-314,2.173845862e-314,2.173845103e-314,2.1738451347e-314,2.1738450714e-314,2.1738449133e-314,2.1738448817e-314,2.1738444707e-314,2.173844534e-314,2.173844629e-314,2.173844597e-314,2.1738446604e-314,2.173844755e-314,2.1738502255e-314,2.173850194e-314
2.57,2.1738501623e-314,2.173844186e-314,2.1738442177e-314,2.1738442493e-314,2.173844281e-314,2.1738443126e-314,2.173844344e-314,2.173844376e-314,2.1738457987e-314,2.173845767e-314,2.1738457355e-314,2.173845704e-314,2.1738456406e-314,2.173845609e-314,2.1738455774e-314,2.173845672e-314,2.1738455457e-314,2.173845451e-314,2.1738454193e-314,2.1738428896e-314,2.1738429213e-314,2.1738433323e-314,2.17384368e-314,2.173843459e-314,2.1738434904e-314,2.173843522e-314,2.1738435853e-314,2.173843269e-314,2.173843712e-314
2.58,2.1738437434e-314,2.173843775e-314,2.1738438066e-314,2.1738438382e-314,2.17384387e-314,2.1738439015e-314,2.173850447e-314,2.1738504785e-314,2.17385051e-314,2.1738505417e-314,2.1738505734e-314,2.173850605e-314,2.1738506366e-314,2.1738504153e-314,2.1738503836e-314,2.173850352e-314,2.1738503204e-314,2.173850289e-314,2.173850257e-314,2.1738501307e-314,2.173850099e-314,2.1738500674e-314,2.173850036e-314,2.173850004e-314,2.1738499726e-314,2.173849941e-314,2.1738499093e-314,2.1738498777e-314,2.173849846e-314
2.59,2.1738498145e-314,2.173849783e-314,2.173849751e-314,2.1738492137e-314,2.173849182e-314,2.1738491504e-314,2.173849119e-314,2.173849087e-314,2.1738490556e-314,2.173849024e-314,2.1738489923e-314,2.1738489607e-314,2.173848929e-314,2.1738488975e-314,2.173848866e-314,2.173848834e-314,2.1738488026e-314,2.1738475694e-314,2.173847538e-314,2.173847506e-314,2.1738474746e-314,2.173847443e-314,2.1738474113e-314,2.1738473797e-314,2.173847348e-314,2.1738473165e-314,2.173847285e-314,2.173847253e-314,2.1738470635e-314
2.6,2.1738470003e-314,2.1738469686e-314,2.173846937e-314,2.1738458303e-314,2.1738467157e-314,2.173846684e-314,2.173850668e-314,2.1738507e-314,2.1738507315e-314,2.173850763e-314,2.1738507947e-314,2.1738508263e-314,2.173850858e-314,2.173844439e-314,2.1738444074e-314,2.173844787e-314,2.1738448185e-314,2.17384485e-314,2.1738460833e-314,2.173846115e-314,2.1738461465e-314,2.173846178e-314,2.17384621e-314,2.1738462414e-314,2.173846273e-314,2.173848012e-314,2.1738479805e-314,2.173847949e-314,2.1738479173e-314
2.61,2.1738478856e-314,2.173847759e-314,2.173847854e-314,2.173847791e-314,2.173845514e-314,2.1738454825e-314,2.1738431426e-314,2.1738433007e-314,2.1738433956e-314,2.173843206e-314,2.173846526e-314,2.1738464943e-314,2.1738464627e-314,2.1738463995e-314,2.173846431e-314,2.173846368e-314,2.173846336e-314,2.1738463046e-314,2.173845008e-314,2.17384504e-314,2.1738449766e-314,2.173844945e-314,2.173843174e-314,2.1347670243e-314,2.175162053e-314,2.175157784e-314,2.1751600608e-314,2.1751621477e-314,2.175162116e-314
2.62,2.175160282e-314,2.1751619896e-314,2.1751619263e-314,2.1751574363e-314,2.1751600924e-314,2.175160187e-314,2.175159144e-314,2.1751547486e-314,2.17515497e-314,2.1751571833e-314,2.17515731e-314,2.1751574047e-314,2.175157879e-314,2.175157689e-314,2.1751572466e-314,2.17515712e-314,2.175157057e-314,2.175157373e-314,2.175159555e-314,2.1751566774e-314,2.1751599026e-314,2.1751620844e-314,2.175161863e-314,2.1751618315e-314,2.1751618947e-314,2.1751617366e-314,2.175156456e-314,2.175161958e-314,2.175161705e-314
