t,V,Na_i,m,h,j,K_i,X_kr,X_ks,X_to1,Y_to1,Ca_i,MgATP_i,O,O_Ca,C0,C1,C2,C3,C4,C_Ca0,C_Ca1,C_Ca2,C_Ca3,C_Ca4,Ca_ss,y,P_O1,P_O2,P_C1,P_C2,Ca_JSR,Ca_NSR,HTRPNCa,LTRPNCa,CaADP_i,CaADP_ss,CaATP_ss,CaATP_i,Mg_ss,Mg_i,MgADP_i,MgADP_ss,MgATP_ss
0.85,-96.32889212557822,10.0,0.0328302,0.9988176275215616,0.9989631413707077,159.48,0.1395706300215874,0.0001383775038544775,3.57968458969416e-05,0.9999998208593861,7.174850247798037e-05,6.439536860996605,-1.030202969053084e-24,1.1071558762756337e-29,0.9989632301653169,1.8062471889484872e-06,1.2247180929286862e-12,3.6907323757755083e-19,3.428801071806832e-26,0.0010358066119968462,7.491479370690694e-09,2.0318304053830497e-14,2.4492019562271712e-20,1.107121653784924e-26,9.792130141173998e-05,0.9487420638488875,0.00035298642147967875,6.959353552827081e-10,0.7026548819139415,0.29699213096864746,0.28433963324691913,0.28451400325471055,0.963092671255925,0.06698315222989816,9.347422167341458e-08,1.0453014795552252e-07,0.00020835295013377198,0.0002009930252813399,0.9999607514979593,0.9999599494505871,0.0029831895912213646,0.0029831876659155,6.43953525882589
0.86,-96.32888472793023,10.0,0.0328302,0.9988176255416162,0.9989631398859853,159.48,0.13745888290128463,0.00013813227327904947,3.579687188710705e-05,0.9999998208591119,7.17305274623988e-05,6.439536891581391,-2.218986132792472e-24,1.1049371416951461e-29,0.9989653145451853,1.806253321892018e-06,1.2247238543210874e-12,3.690754454584488e-19,2.5824966706352653e-26,0.0010337222410610094,7.47641380358424e-09,2.0277469685502435e-14,2.4442828897067305e-20,1.1049015761726375e-26,9.773580825950419e-05,0.949562427591675,0.0003505926589305313,6.872945841930661e-10,0.7046733510918674,0.29497605556191164,0.2844484866607101,0.2846212281367857,0.9629873647139406,0.06696702024436224,9.345079916858385e-08,1.0443596297304169e-07,0.0002082554764695104,0.00020094265777396373,0.9999607158022561,0.9999599188882984,0.0029831895684211177,0.0029831876554380823,6.43953529966519
0.87,-96.32887760595891,10.0,0.0328302,0.9988176236354389,0.9989631384546505,159.48,0.13537908737454893,0.00013791826611215703,3.57968969088694e-05,0.9999998208588474,7.17127738473439e-05,6.439536921789542,-2.5646614259688093e-25,1.1027204138324974e-29,0.9989673827511453,1.8062593375087258e-06,1.2247294764409604e-12,3.6907762365085306e-19,3.9855446824599286e-26,0.0010316540440345845,7.461464815184984e-09,2.023695041522704e-14,2.4394016745634874e-20,1.1026887112088884e-26,9.755147267809759e-05,0.9503696617314407,0.0003482151436885529,6.787772803902573e-10,0.7066781158641384,0.2929736683133998,0.2845558738415243,0.2847270053694844,0.9628834953719076,0.06695109277416078,9.342766511624681e-08,1.0434246188739351e-07,0.00020815888630752982,0.0002008929105297312,0.9999606805116156,0.9999598887023853,0.002983189545901661,0.0029831876451725903,6.439535340070549
0.88,-96.3288707617291,10.0,0.0328302,0.9988176218032235,0.9989631370772125,159.48,0.13333076006786873,0.0001377325374106998,3.579692095496864e-05,0.9999998208585927,7.169523664225127e-05,6.439536951629552,-2.2629530910508077e-25,1.1005285247172154e-29,0.9989694351650975,1.8062652358279315e-06,1.2247349588592494e-12,3.6907972305563615e-19,4.009926213778682e-26,0.0010296016390192522,7.44662964320986e-09,2.0196738750829447e-14,2.4345574076866015e-20,1.1004975775264424e-26,9.736828757473343e-05,0.951163976362452,0.0003458537657735611,6.703825467300808e-10,0.7086692692803555,0.29098487628349257,0.28466181676496377,0.28483135661666076,0.9627810426987922,0.06693536484724039,9.340481301511631e-08,1.042496373093311e-07,0.0002080631650768388,0.0002008437695686711,0.9999606456174961,0.9999598588843707,0.002983189523656674,0.0029831876351128564,6.43953538005059
0.89,-96.3288641975784,10.0,0.0328302,0.9988176200457766,0.9989631357542829,159.48,0.1313134247901536,0.00013757072262551653,3.579694401718409e-05,0.9999998208583482,7.167791089065617e-05,6.439536981109846,-3.5516415292818167e-26,1.0983544486011908e-29,0.998971472175014,1.8062710168027467e-06,1.224740301036312e-12,3.69081763425884e-19,4.146608486809346e-26,0.0010275646380458966,7.431905480765479e-09,2.015682707723968e-14,2.4297491708801268e-20,1.0983241244583939e-26,9.718624583943983e-05,0.9519455782848892,0.0003435084158709549,6.621079639716683e-10,0.7106469037601665,0.28900958716185865,0.28476633711780996,0.28493430325736807,0.9626799864705532,0.06691983150403498,9.338223640833802e-08,1.0415748187262873e-07,0.00020796829828789688,0.00020079522100646295,0.9999606111113978,0.9999598294258204,0.002983189501679859,0.0029831876252527424,6.439535419613871
0.9,-96.32885791489534,10.0,0.0328302,0.9988176183634742,0.9989631344862596,159.48,0.12932661258703948,0.00013742948833731086,3.579696609063071e-05,0.9999998208581135,7.166079194030851e-05,6.439537010238334,9.162301791849283e-26,1.0962009575758177e-29,0.9989734941301223,1.8062766806195911e-06,1.2247455027963544e-12,3.690837424372751e-19,4.23362731458109e-26,0.0010255426918896946,7.417289802526785e-09,2.01172085466912e-14,2.4249761388904483e-20,1.0961704552479265e-26,9.700534057241978e-05,0.9527146709728359,0.00034117898542705336,6.539516531170165e-10,0.712611111094897,0.2870477092657283,0.28486945612018516,0.28503586621651894,0.9625803067537737,0.06690448811787708,9.33599292353552e-08,1.0406598856754436e-07,0.00020787427227680772,0.0002007472518109558,0.9999605769853376,0.9999598003188204,0.00298318947996531,0.0029831876155865067,6.439535458768438
0.91,-96.32885191407807,10.0,0.0328302,0.9988176167564159,0.9989631332732308,159.48,0.1273698616893128,0.00013730672530138462,3.579698717390253e-05,0.999999820857889,7.164387548335194e-05,6.439537039022355,4.456123127984976e-25,1.0940599010016303e-29,0.9989755013338577,1.8062822276985745e-06,1.2247505643366317e-12,3.6908566299648117e-19,4.4844833319227346e-26,0.001023535497116601,7.402780415705493e-09,2.0077877216963827e-14,2.4202375960370184e-20,1.0940298955414671e-26,9.682556513263803e-05,0.9534714545975755,0.0003388653667213721,6.459116728166288e-10,0.7145619824507887,0.2850991515365823,0.2849711944993278,0.2851360659399098,0.9624819839003361,0.06688933044764615,9.333788588424028e-08,1.039751507968563e-07,0.00020778107432029892,0.00020069984991464838,0.9999605432319422,0.9999597715560689,0.0029831894585075885,0.0029831876061088827,6.4395354975217725
0.92,-96.32884619545528,10.0,0.0328302,0.9988176152246597,0.9989631321153568,159.48,0.12544271720105624,0.00013719976920004316,3.579700726583937e-05,0.9999998208576745,7.162715727428791e-05,6.439537067469126,4.694734808843485e-25,1.0919345624897365e-29,0.9989774940892368,1.8062876584814036e-06,1.2247554858842403e-12,3.690875197869067e-19,4.500745906404451e-26,0.0010215427507120273,7.388375130541174e-09,2.0038827154034888e-14,2.4155328276459172e-20,1.0919047162736099e-26,9.664691287371871e-05,0.9542161261856112,0.0003365674526718137,6.379862871824653e-10,0.7164996083767589,0.2831638235325871,0.2850715726857146,0.2852349225809139,0.9623849985532765,0.06687435430283352,9.331610082430867e-08,1.0388496201591026e-07,0.00020768869185076017,0.00020065300342480863,0.9999605098439159,0.9999597431303437,0.002983189437301303,0.0029831875968146567,6.439535535881241
0.93,-96.32884075871662,10.0,0.0328302,0.9988176137681108,0.9989631310126323,159.48,0.12354473114727536,0.00013710656543731634,3.57970263675259e-05,0.9999998208574701,7.16106333099162e-05,6.439537095585455,-1.0474241600247865e-26,1.0898244562372784e-29,0.9989794726698397,1.8062929735607828e-06,1.2247602679071475e-12,3.6908931131359325e-19,4.159406404636163e-26,0.0010195641790972114,7.374071971021831e-09,2.000005300590396e-14,2.4108611894699076e-20,1.0897943227700087e-26,9.64693773146975e-05,0.954948879590568,0.0003342851369421952,6.301737142585454e-10,0.7184240788059881,0.2812416354269001,0.28517061069449423,0.2853324558879951,0.9622893316364174,0.06685955575552877,9.329456884051538e-08,1.0379541596322891e-07,0.00020759711295770651,0.0002006067011274384,0.9999604768143743,0.9999597150348365,0.002983189416341373,0.00298318758769893,6.439535573853802
0.9400000000000001,-96.32883560292811,10.0,0.0328302,0.998817612386615,0.9989631299649526,159.48,0.12167546239188186,0.00013702555514930384,3.579704448223719e-05,0.9999998208572758,7.159429983127678e-05,6.439537123377719,-1.9749062108229904e-25,1.0877290193514154e-29,0.9989814373209004,1.8062981736774407e-06,1.2247649111088213e-12,3.690910454585295e-19,4.025783954453111e-26,0.0010175995370392244,7.359869167018295e-09,1.9961549981308896e-14,2.406222105136786e-20,1.087698832844506e-26,9.629295213822232e-05,0.95566990553234,0.00033201831386396314,6.224719896836406e-10,0.7203354830597616,0.2793324980039066,0.2852683281322894,0.28542868521210146,0.9621949643511556,0.06684493113034354,9.327328503599748e-08,1.0370650666144289e-07,0.00020750632639224612,0.00020056093249282058,0.9999604441368174,0.9999596872631257,0.0029831893956229925,0.002983187578757084,6.439535611445989
0.9500000000000001,-96.32883072706974,10.0,0.0328302,0.9988176110798896,0.9989631289721443,159.48,0.11983447638185513,0.00013695504661788465,3.5797061613551605e-05,0.9999998208570915,7.15781531499156e-05,6.439537150852188,-2.1179844989106177e-25,1.08564706052868e-29,0.9989833882826333,1.8063032595906325e-06,1.2247694162240448e-12,3.690927213720193e-19,4.015385948904829e-26,0.001015648584324596,7.345764984692409e-09,1.9923313387379934e-14,2.4016150101274626e-20,1.0856170937235371e-26,9.611763104434215e-05,0.9563793917257128,0.00032976687853325255,6.14879383435428e-10,0.722233909854179,0.2774363226524124,0.2853647443064145,0.2855236296085383,0.9621018781756313,0.06683047683382538,9.325224460572674e-08,1.0361822820259183e-07,0.00020741632108796154,0.00020051568718864067,0.9999604118048844,0.99995965980893,0.0029831893751414706,0.0029831875699846203,6.439535648664231
0.96,-96.32882612962369,10.0,0.0328302,0.9988176098475402,0.9989631280339594,159.48,0.11802134518071825,0.00013689369324158072,3.57970777667968e-05,0.9999998208569173,7.156218977180626e-05,6.439537178014801,-1.4753020092436094e-26,1.0835782630275983e-29,0.9989853257735977,1.8063082321795902e-06,1.2247737841768663e-12,3.690943398020605e-19,4.155757439783917e-26,0.0010137111023947115,7.3317578474662015e-09,1.9885338959492277e-14,2.397039391753048e-20,1.0835488277214464e-26,9.594340785704684e-05,0.9570775228599759,0.0003275307267340249,6.073941619699532e-10,0.7241194473020145,0.2755530213638615,0.28545987815360696,0.2856173077709586,0.962010054858816,0.06681618947411998,9.323144299796047e-08,1.0353057490221585e-07,0.00020732708650330256,0.00020047095542728285,0.9999603798125454,0.9999596326663022,0.0029831893548923666,0.002983187561377295,6.439535685514629
0.97,-96.32882180860183,10.0,0.0328302,0.9988176086890073,0.9989631271500844,159.48,0.11623564736563383,0.0001368404502576433,3.579709294895373e-05,0.9999998208567531,7.154640637847508e-05,6.439537204871209,8.806541378265701e-27,1.0815240775756169e-29,0.9989872499931577,1.8063130924392215e-06,1.2247780160717502e-12,3.6909589752139246e-19,4.1727872993648247e-26,0.0010117868918860498,7.317846318157287e-09,1.984762281261404e-14,2.3924947832670076e-20,1.0814949288561571e-26,9.5770276509866e-05,0.9577644806487946,0.00032530975495270335,6.00014717266455e-10,0.7259921829168478,0.27368250672818895,0.28555374825498364,0.285709738045483,0.9619194764171176,0.06680206584210388,9.32108758896495e-08,1.0344354127665613e-07,0.00020723861256994984,0.00020042672791293305,0.9999603481540943,0.9999596058296201,0.002983189334871494,0.0029831875529311245,6.439535722003008
0.98,-96.32881776203068,10.0,0.0328302,0.9988176076037879,0.9989631263201788,159.48,0.11447696781115646,0.00013679409408942056,3.579710716695122e-05,0.9999998208565987,7.153079971733321e-05,6.439537231426941,2.3125636968182663e-26,1.0794840871346573e-29,0.9989891611369209,1.8063178413529614e-06,1.224782113002247e-12,3.690973965600935e-19,4.183254279877921e-26,0.001009875757191179,7.304028986673595e-09,1.9810161134980256e-14,2.3879807267267753e-20,1.0794551319720807e-26,9.559823095111622e-05,0.958440443938272,0.00032310386036209823,5.927393461824638e-10,0.7278522036192422,0.2718246919276605,0.2856463729098033,0.2858009385002929,0.96183012513172,0.06678810279656895,9.319053904357073e-08,1.0335712190649365e-07,0.00020715088938975577,0.00020038299553432014,0.9999603168239067,0.9999595792933452,0.002983189315074717,0.0029831875446421786,6.439535758135065
0.99,-96.32881398739173,10.0,0.0328302,0.998817606591214,0.9989631255437688,159.48,0.11274489777091462,0.00013675394663291128,3.579712042963376e-05,0.9999998208564542,7.151536673237825e-05,6.439537257687198,6.986246588481501e-26,1.0774575249168975e-29,0.9989910593769487,1.8063224800359078e-06,1.2247860762693287e-12,3.6909883787495967e-19,4.216930311756579e-26,0.0010079775262492785,7.2903046139444335e-09,1.9772950580606905e-14,2.3834968205674127e-20,1.0774288054590355e-26,9.542726526250686e-05,0.9591055886620456,0.00032091294084807975,5.855664059142635e-10,0.7296995957375783,0.2699794907360115,0.2857377700507026,0.2858909268454741,0.9617419835436342,0.06677429741030606,9.317042847859038e-08,1.0327131160169907e-07,0.0002070639075974665,0.00020033974973084306,0.9999602858167039,0.9999595530522865,0.002983189295498164,0.002983187536506796,6.439535793916175
1.0,-96.32881048196022,10.0,0.0328302,0.9988176056505604,0.9989631248203386,159.48,0.11103903467789447,0.00013671941610698192,3.579713274657083e-05,0.9999998208563194,7.15001044775354e-05,6.439537283656995,1.7782861609489482e-25,1.0754436712380831e-29,0.9989929448749758,1.8063270096504555e-06,1.2247899072507888e-12,3.691002223355582e-19,4.2943865046792496e-26,0.0010060920373251797,7.276672035795118e-09,1.973598800722072e-14,2.3790426878489387e-20,1.0754153533921506e-26,9.525737358249968e-05,0.9597600879407903,0.0003187368949836811,5.784942847175677e-10,0.7315344450139702,0.26814681751255603,0.2858279573067025,0.28597972049301335,0.961655034450656,0.06676064687047832,9.315054035677594e-08,1.0318610529297797e-07,0.0002069776581208065,0.00020029698224983681,0.9999602551273985,0.9999595271014458,0.0029831892761381104,0.002983187528521467,6.4395358293515335
1.01,-96.32880724315629,10.0,0.0328302,0.9988176047811372,0.998963124149452,159.48,0.10935898193122495,0.00013668946537073748,3.5797144126822845e-05,0.9999998208561943,7.148501002293345e-05,6.439537309341326,2.420383339594568e-25,1.0734434986019714e-29,0.998994817797125,1.8063314313206729e-06,1.2247936072671114e-12,3.69101549495226e-19,4.3403688412988066e-26,0.0010042191242963544,7.2631300559881056e-09,1.9699270184693167e-14,2.3746179409365836e-20,1.0734154885853187e-26,9.508855002248345e-05,0.9604041121886217,0.0003165756219964402,5.715214230241516e-10,0.73335683661044,0.2663265871960463,0.285916952072623,0.2860673366230714,0.961569260904327,0.06674714836745523,9.313087086130627e-08,1.031014979138623e-07,0.00020689213192076134,0.00020025468488407144,0.9999602247509408,0.9999595014358641,0.0029831892569908663,0.0029831875206827196,6.439535864446316
1.02,-96.32880426818078,10.0,0.0328302,0.9988176039821931,0.998963123530614,159.48,0.10770434894257629,0.00013666323034903518,3.5797154580221314e-05,0.9999998208560787,7.147008054928428e-05,6.439537334745003,1.7345816783008965e-25,1.07145753676356e-29,0.9989966782985015,1.8063357462208611e-06,1.224797177720427e-12,3.691028191001158e-19,4.2910650143269667e-26,0.0010023586320574295,7.2496775582147085e-09,1.9662794100341495e-14,2.3702222184855104e-20,1.0714295763744501e-26,9.492078875501606e-05,0.9610378290863678,0.00031442902179991514,5.646462858816006e-10,0.7351668551103544,0.2645187153032037,0.28600477144468445,0.2861537921226064,0.9614846462054637,0.06673379920941992,9.31114163194135e-08,1.0301748452106043e-07,0.000206807320254171,0.0002002128497360709,0.9999601946824749,0.9999594760507776,0.002983189238052891,0.002983187512987234,6.439535899205516
1.03,-96.32880155383361,10.0,0.0328302,0.9988176032528799,0.9989631229632081,159.48,0.10607475114019055,0.00013664031149390076,3.579716411800583e-05,0.9999998208559726,7.145531340391407e-05,6.4395373598725305,2.1064096630345698e-26,1.069485231486769e-29,0.9989985265146021,1.8063399556179507e-06,1.224800620162515e-12,3.6910403230109483e-19,4.181732167502883e-26,0.0010005104251114927,7.236313568568726e-09,1.9626557129276956e-14,2.3658552060827183e-20,1.0694571545560725e-26,9.47540840608207e-05,0.9616614035766904,0.0003122969949937522,5.578673382092613e-10,0.7369645845206111,0.262723117926532,0.28609143218494415,0.2862391035517715,0.9614011739005862,0.06672059688606748,9.309217327537573e-08,1.0293406036363199e-07,0.00020672321482814138,0.00020017146937506666,0.9999601649173897,0.9999594509416695,0.002983189219320811,0.0029831875054318613,6.439535933633828
1.04,-96.32879909646684,10.0,0.0328302,0.9988176025922438,0.998963122446475,159.48,0.10446980990646473,0.00013662087369925008,3.579717275298946e-05,0.9999998208558758,7.144070611429803e-05,6.439537384728089,1.2443021514874093e-26,1.0675246234580347e-29,0.9990003625590304,1.8063440608824092e-06,1.2248039363123902e-12,3.6910519205433075e-19,4.1758368254582715e-26,0.0009986743898542441,7.223037272158211e-09,1.9590557079705915e-14,2.3615166417367814e-20,1.0674966876647257e-26,9.458843034146137e-05,0.9622749978931904,0.00031017944286281375,5.511830362986221e-10,0.7387501082750558,0.2609397117309025,0.286176950714816,0.2863232871378587,0.9613188277782218,0.06670753908489994,9.307313850814818e-08,1.0285122090025625e-07,0.00020663980783770978,0.0002001305368749045,0.9999601354513316,0.9999594261042816,0.002983189200791424,0.0029831874980136308,6.439535967735623
1.05,-96.32879689313235,10.0,0.0328302,0.998817601999488,0.9989631219798963,159.48,0.10288915200148795,0.0001366039364877257,3.579718049552765e-05,0.9999998208557881,7.142625605482494e-05,6.4395374093161655,3.0554007340463044e-27,1.0655765683269043e-29,0.9990021865744757,1.8063480632138114e-06,1.2248071276217486e-12,3.691062975979008e-19,4.1699864457688035e-26,0.000996850383596234,7.209847642466022e-09,1.9554791182452232e-14,2.3572061934525448e-20,1.0655487777545817e-26,9.442382183551258e-05,0.9628787718527072,0.00030807626731965405,5.445919329099292e-10,0.7405235092473543,0.2591684139407383,0.28626134335005504,0.2864063589986883,0.9612375918658072,0.06669462330769273,9.305430859726039e-08,1.0276896138600313e-07,0.00020655709104633172,0.00020009004488063362,0.9999601062797834,0.9999594015341929,0.002983189182461451,0.002983187490729494,6.43953600151558
1.06,-96.32879494056364,10.0,0.0328302,0.9988176014737418,0.9989631215628455,159.48,0.10133240991838689,0.0001365889446821785,3.5797187357094096e-05,0.9999998208557096,7.141196074215018e-05,6.439537433640984,-2.585140664263331e-27,1.0636407250685312e-29,0.9990039986871425,1.8063519638836437e-06,1.2248101956600075e-12,3.691073496667642e-19,4.1678213662542945e-26,0.0009950382801327028,7.196743772678696e-09,1.9519256994284447e-14,2.352923568676774e-20,1.063613109593222e-26,9.426025287220352e-05,0.9634728826705278,0.0003059873709496883,5.380925764534766e-10,0.7422848697467238,0.25740914234423823,0.28634462609803973,0.28648833495008363,0.9611574504255057,0.06668184721172843,9.303568030756957e-08,1.0268727723946438e-07,0.0002064750566014405,0.00020004998643579911,0.9999600773984284,0.9999593772271845,0.0029831891643277457,0.0029831874835765377,6.439536034978118
1.07,-96.3287932352676,10.0,0.0328302,0.9988176010140742,0.9989631211946493,159.48,0.09979922177822469,0.00013657555005486721,3.5797193349958944e-05,0.9999998208556401,7.139781780583046e-05,6.439537457706579,-2.8866427060798265e-27,1.0617169425734402e-29,0.9990057990116727,1.8063557642149581e-06,1.224813142080707e-12,3.6910834900050396e-19,4.1703322775791545e-26,0.0009932379648210897,7.183724839840819e-09,1.9483952300038504e-14,2.3486685024234224e-20,1.0616895387046927e-26,9.409771784983756e-05,0.964057485011518,0.0003039126569942593,5.316835413406471e-10,0.7440342715220837,0.2556618152892428,0.2864268146819822,0.2865692305292223,0.9610783879518235,0.06666920857228295,9.301725055100971e-08,1.0260616400779093e-07,0.00020639369695441695,0.00020001035490022255,0.9999600488031397,0.9999593531792287,0.0029831891463873036,0.002983187476551996,6.439536068127468
1.08,-96.32879177300266,10.0,0.0328302,0.9988176006193556,0.9989631208744885,159.48,0.09828923151127386,0.0001365641798577235,3.579719848902215e-05,0.9999998208555794,7.138382513356052e-05,6.439537481516544,-1.073390403070391e-26,1.0598058693298112e-29,0.9990075876300639,1.8063594657110302e-06,1.2248159688218255e-12,3.691092963056912e-19,4.1660224414884566e-26,0.000991449355663034,7.170790258000994e-09,1.9448875529782887e-14,2.3444408077770032e-20,1.0597786328023108e-26,9.393621136670116e-05,0.9646327308948538,0.0003018520293503018,5.253634338063958e-10,0.7457717957608732,0.2539263516844174,0.2865079244446359,0.286649060903807,0.9610003891705579,0.06665670544070562,9.299901657579781e-08,1.0252561754984345e-07,0.0002063130052634564,0.0001999711443569016,0.9999600204902299,0.9999593293867383,0.0029831891286374508,0.0029831874696534372,6.439536100967426
1.09,-96.32879055054343,10.0,0.0328302,0.9988176002887259,0.9989631206017348,159.48,0.0968020878923372,0.00013655417168379077,3.579720278561338e-05,0.9999998208555273,7.136998037776843e-05,6.4395375050748696,-1.6211617827746545e-26,1.0579070079286653e-29,0.9990093646627963,1.8063630696199563e-06,1.224818677428135e-12,3.6911019236091786e-19,4.162523654919618e-26,0.0009896723321778497,7.157939161510176e-09,1.941402435129167e-14,2.3402402054874093e-20,1.0578799447614218e-26,9.377572778278803e-05,0.9651987701838555,0.00029980539255193426,5.191308706592081e-10,0.7474975231094271,0.2522026709788944,0.28658797068891173,0.2867278411940609,0.9609234390270398,0.06664433560753923,9.298097532365528e-08,1.0244563341671262e-07,0.00020623297402675282,0.00019993234822967982,0.9999599924556042,0.9999593058457196,0.0029831891110752053,0.0029831874628781212,6.439536133502186
1.1,-96.32878956427557,10.0,0.0328302,0.998817600021222,0.9989631203756827,159.48,0.09533744516476095,0.0001365452822487753,3.579720625242908e-05,0.9999998208554839,7.135628134759233e-05,6.439537528385282,-1.7025759117938727e-26,1.0560203119423218e-29,0.9990111302121254,1.8063665772812359e-06,1.224821269590719e-12,3.6911103792404086e-19,4.160742756709122e-26,0.0009879067921094154,7.145170816964181e-09,1.9379396792181947e-14,2.3360664598216082e-20,1.0559934304748537e-26,9.361626157061325e-05,0.9657557502646638,0.0002977726517771058,5.129844955630925e-10,0.7492115336634634,0.25049069317177924,0.2866669684127856,0.28680558622240293,0.9608475226892182,0.06663209702909881,9.296312394045273e-08,1.02366207344967e-07,0.00020615359616908528,0.0001998939603814177,0.9999599646954322,0.9999592825524445,0.002983189093697785,0.0029831874562235112,6.439536165735675
1.11,-96.32878881053128,10.0,0.0328302,0.9988175998158659,0.9989631201956167,159.48,0.09389496280693248,0.00013653730806140182,3.5797208902353494e-05,0.999999820855449,7.134272591353155e-05,6.439537551451401,-1.1412453354959985e-26,1.0541457335612625e-29,0.9990128843758297,1.8063699900433716e-06,1.2248237470183733e-12,3.6911183375938033e-19,4.161414024366787e-26,0.0009861526376786006,7.132484523360254e-09,1.9344990968005427e-14,2.3319193456528603e-20,1.0541190425881396e-26,9.345780723061237e-05,0.966303816162863,0.00029575371284177053,5.069229751298978e-10,0.7509139069746624,0.24879033880557705,0.2867449323769713,0.28688231057751257,0.9607726255434101,0.06661998772356784,9.294545965199462e-08,1.022873351369801e-07,0.00020607486477771102,0.00019985597484686074,0.9999599372059877,0.9999592595032898,0.0029831890765024847,0.00298318744968715,6.439536197671722
1.12,-96.32878828501066,10.0,0.0328302,0.9988175996715065,0.9989631200607227,159.48,0.09247430587803868,0.00013653039330545209,3.57972107504925e-05,0.9999998208554224,7.132931215849287e-05,6.439537574276496,-7.856634422486494e-27,1.0522829508937286e-29,0.9990146272261388,1.8063733094107102e-06,1.2248261116625377e-12,3.691125806997414e-19,4.161930463207728e-26,0.000984409796655054,7.119879765438154e-09,1.9310805500671764e-14,2.3277986992017178e-20,1.0522564446379112e-26,9.33003594173084e-05,0.9668431103652683,0.0002937484822117162,5.009450092530321e-10,0.7526047220460107,0.24710152897083684,0.2868218769989643,0.286958028514081,0.9606987332009533,0.06660800593374158,9.29279799607901e-08,1.02209012847189e-07,0.000205996773518523,0.00019981838625579673,0.999959909983927,0.9999592366950173,0.002983189059486898,0.0029831874432668833,6.439536229313806
1.1300000000000001,-96.32878798417156,10.0,0.0328302,0.9988175995872003,0.9989631199703035,159.48,0.09107514393105436,0.00013652429642694043,3.57972118092891e-05,0.999999820855404,7.131603801207959e-05,6.439537596864087,-2.781786024817307e-27,1.0504319993820723e-29,0.9990163588604862,1.8063765366910457e-06,1.224828365177261e-12,3.691132794926106e-19,4.1635967861893226e-26,0.0009826781716042354,7.107355844367551e-09,1.9276838510757632e-14,2.323704295842875e-20,1.0504056719844652e-26,9.314391263747171e-05,0.9673737733698492,0.0002917568669603947,4.950493055407578e-10,0.7542840573553412,0.24542418528265336,0.28689781661927893,0.2870327542051864,0.9606258314712353,0.06659614973288512,9.291068216963493e-08,1.0213123633266344e-07,0.00020591931562947998,0.00019978118880851684,0.9999598830256153,0.9999592141240967,0.002983189042648386,0.0029831874369603243,6.439536260665653
1.1400000000000001,-96.32878790420312,10.0,0.0328302,0.9988175995619297,0.9989631199236214,159.48,0.08969715168434939,0.0001365189348333822,3.5797212092130645e-05,0.9999998208553935,7.130290151916163e-05,6.439537619217496,2.4472010253935366e-27,1.0485927934829544e-29,0.9990180793641036,1.8063796732559984e-06,1.224830509318105e-12,3.691139309112619e-19,4.166090542573058e-26,0.000980957677293999,7.094912149954e-09,1.924308836026511e-14,2.3196359401758394e-20,1.048566630624815e-26,9.298846147362683e-05,0.9678959433419205,0.00028977877479303136,4.892345978145903e-10,0.7559519908442657,0.24375822989171092,0.2869727653108463,0.2871065015618487,0.960553906375992,0.06658441731412676,9.289356373148278e-08,1.0205400158393639e-07,0.00020584248466032899,0.0001997443770282161,0.9999598563276227,0.9999591917872046,0.0029831890259844696,0.0029831874307652477,6.439536291730801
1.1500000000000001,-96.32878804130537,10.0,0.0328302,0.9988175995946803,0.9989631199199425,159.48,0.08834000874278633,0.00013651423879079566,3.579721161236644e-05,0.999999820855391,7.128990076562545e-05,6.43953764133998,5.769377927109291e-27,1.046765248144895e-29,0.9990197888202623,1.8063827204701981e-06,1.2248325458335652e-12,3.6911453572268255e-19,4.16883706880329e-26,0.000979248230452135,7.082548086112824e-09,1.9209553449285946e-14,2.315593441369885e-20,1.0467392241155909e-26,9.283400052361647e-05,0.9684097562533838,0.0002878141140349111,4.834996407911046e-10,0.7576085999258115,0.24210358547665814,0.2870467369353272,0.2871792842865176,0.9604829441413021,0.06657280691040988,9.28766221527182e-08,1.0197730463411392e-07,0.0002057662742684806,0.00019970794555298222,0.9999598298865885,0.9999591696810868,0.0029831890094927202,0.0029831874246794825,6.439536322512718
1.16,-96.32878839141927,10.0,0.0328302,0.998817599684369,0.9989631199584508,159.48,0.08700339996895867,0.00013651014050958,3.579721038425616e-05,0.9999998208553962,7.127703395494294e-05,6.4395376632345895,1.0153375687402235e-26,1.044949280429221e-29,0.9990214872997963,1.806385679758602e-06,1.224834476569212e-12,3.691150947457888e-19,4.1715721272041093e-26,0.0009775497602438562,7.07026314702465e-09,1.9176232423565837e-14,2.3115766383062502e-20,1.0449234120178469e-26,9.268052445938972e-05,0.9689153456929386,0.00028586279364287647,4.778432107773569e-10,0.7592539614787635,0.24046017524975472,0.2871197450795785,0.28725111581226,0.9604129312102546,0.06656131688148374,9.285985509290173e-08,1.0190114165110605e-07,0.0002056906784284829,0.00019967188935027307,0.9999598036993413,0.9999591478026802,0.002983188993170849,0.0029831874187009996,6.439536353014673
