t,Chk1P,Rad3,p53,preMPF,MPF,p21,p21_MPF,iCdc25,iCdc25Ps216,iCdc25Ps216_protein1433,aCdc25,aCdc25Ps216,protein1433,Wee1,Wee1P
1.82,-1.7807421332605475e-13,0.0,0.0,0.0009109992021925312,1.0788193552774132e-08,0.01663986610745908,9.613914534673258e-12,1.9218035170256486e-05,-1.7430003672632274e-11,0.004864026017232532,9.819647999224515e-07,1.0614582989580367e-14,3.3311726089482607,0.0013639999978060455,2.0172181589964207e-12
1.83,-1.725274550576758e-13,0.0,0.0,0.0009159991933700578,1.079693254600092e-08,0.016723184575101625,9.69739462080859e-12,1.931813335974738e-05,-4.231142974974643e-11,0.0048156281116322214,9.818666104325972e-07,1.061245695137987e-14,3.3378381030128,0.0013659999977915162,2.0297241870518296e-12
1.84,-1.3382530953169768e-13,0.0,0.0,0.0009209991844997262,1.0805719187628027e-08,0.01680641976592292,9.781084541918253e-12,1.941823153940731e-05,-6.660000489697213e-11,0.004767711792030613,9.817684307737005e-07,1.0610331070716614e-14,3.3444969349155786,0.0013679999977769543,2.0422500114920927e-12
1.85,9.068289533560833e-15,0.0,0.0,0.0009259991755815471,1.081455346769145e-08,0.016889571763185847,9.864983531414536e-12,1.9518329709237267e-05,-6.591977787565414e-11,0.004720272159769174,9.816702609448066e-07,1.06082074564488e-14,3.3511491113419787,0.0013699999977623601,2.054795710676668e-12
1.86,1.802073646323886e-13,0.0,0.0,0.0009309991666155313,1.0823435376135229e-08,0.01697264065001393,9.949090912827218e-12,1.9618427869238176e-05,-6.457013336466809e-11,0.004673304586356826,9.81572100944958e-07,1.06060840516576e-14,3.3577946389176403,0.0013719999977477334,2.0673613633466934e-12
1.87,3.7604617474701946e-13,0.0,0.0,0.0009359991576016894,1.0832364902921694e-08,0.017055626509475612,1.0033405990438947e-11,1.9718526019410995e-05,-6.255589229229544e-11,0.004626804378221807,9.814739507731996e-07,1.0603960888612156e-14,3.3644335242880503,0.001373999997733074,2.079947048330828e-12
1.8800000000000001,5.923249381208288e-13,0.0,0.0,0.0009409991485400323,1.0841342037995085e-08,0.01713852942455632,1.0117928085371058e-11,1.981862415975668e-05,-5.989254949148813e-11,0.004580766887573756,9.813758104285753e-07,1.060183800578579e-14,3.371065774092044,0.001375999997718382,2.092552844642796e-12
1.8900000000000001,8.240368184243132e-13,0.0,0.0,0.0009459991394305705,1.0850366771281805e-08,0.017221349478158517,1.0202656535328105e-11,1.9918722290276185e-05,-5.6606986224952644e-11,0.004535187511803621,9.812776799101298e-07,1.0599715448137197e-14,3.377691394961808,0.001377999997703657,2.1051788314810654e-12
1.9000000000000001,1.0653949109211034e-12,0.0,0.0,0.0009509991302733149,1.0859439092690684e-08,0.017304086753101817,1.0287590694342386e-11,2.0018820410970462e-05,-5.273818271023404e-11,0.004490061692883581,9.811795592169083e-07,1.0597593267391622e-14,3.384310393522889,0.0013799999976888994,2.1178250882285224e-12
1.9100000000000001,1.309799228633946e-12,0.0,0.0,0.0009559991210682762,1.086855899211323e-08,0.017386741332123045,1.0372729932518479e-11,2.011891852184047e-05,-4.833793064480017e-11,0.0044453849167669654,9.810814483479557e-07,1.0595471522322047e-14,3.3909227763941976,0.0013819999976741085,2.1304916944521492e-12
1.92,1.5498036885107055e-12,0.0,0.0,0.0009609991118154651,1.0877726459423883e-08,0.01746931329787634,1.0458073635777763e-11,2.0219016622887156e-05,-4.3471545731125776e-11,0.0044011527127881655,9.809833473023173e-07,1.0593350279030372e-14,3.397528550188017,0.0013839999976592847,2.1431787299026997e-12
1.93,1.7770830975903713e-12,0.0,0.0,0.0009659991025148925,1.0886941484480282e-08,0.017551802732933233,1.0543621205602963e-11,2.0319114714111484e-05,-3.821858020177619e-11,0.004357360653062556,9.80885256079039e-07,1.0591229611228605e-14,3.4041277215100063,0.0013859999976444277,2.1558862745143766e-12
1.94,1.9824001391690265e-12,0.0,0.0,0.0009709990931665689,1.089620405712351e-08,0.01763420971978274,1.0629372058782662e-11,2.04192127955144e-05,-3.2673535344492046e-11,0.004314004351886409,9.807871746771663e-07,1.0589109600520039e-14,3.4107202969592083,0.0013879999976295374,2.1686144084045077e-12
1.95,2.1555723589658636e-12,0.0,0.0,0.0009759990837705054,1.0905514167178361e-08,0.017716534340831428,1.0715325627155841e-11,2.0519310867096863e-05,-2.694657402727296e-11,0.004271079465136815,9.806891030957454e-07,1.0586990336680441e-14,3.4173062831280556,0.0013899999976146136,2.1813632118732214e-12
1.96,2.2854391512891767e-12,0.0,0.0,0.0009809990743267123,1.0914871804453584e-08,0.017798776678403527,1.080148135735641e-11,2.0619408928859823e-05,-2.1164233223461733e-11,0.0042285816896716,9.805910413338224e-07,1.058487191793923e-14,3.423885686602376,0.0013919999975996562,2.1941327654031253e-12
1.97,2.3598287452023534e-12,0.0,0.0,0.0009859990648352006,1.0924276958742151e-08,0.017880936814740993,1.0887838710557728e-11,2.071950698080423e-05,-1.5470136536828424e-11,0.004186506762729238,9.80492989390444e-07,1.0582754451260666e-14,3.4304585139613994,0.0013939999975846652,2.2069231496589805e-12
1.98,2.365525190689874e-12,0.0,0.0,0.0009909990552959811,1.0933729619821508e-08,0.01796301483200361,1.0974397162217145e-11,2.0819605022931045e-05,-1.002570672665445e-11,0.004144850461328772,9.803949472646567e-07,1.0580638052625034e-14,3.4370247717777636,0.0013959999975696406,2.21973444548738e-12
1.99,2.2882353448233055e-12,0.0,0.0,0.0009959990457090644,1.094322977745383e-08,0.01804501081226906,1.1061156201820523e-11,2.0919703055241213e-05,-5.010878232816679e-12,0.004103608601669733,9.802969149555074e-07,1.057852284730982e-14,3.4435844666175197,0.0013979999975545822,2.2325667339164235e-12
2.0,2.1729726653175348e-12,0.0,0.0,0.0010009990360744614,1.0952777421345994e-08,0.01812692483753416,1.11481153727612e-11,2.1019801077735694e-05,-1.5377814066795666e-13,0.004062777130733307,9.801988924620441e-07,1.0576408443213716e-14,3.4501376050407,0.0013999999975394899,2.24542009615718e-12
2.0100000000000002,2.379649615372876e-12,0.0,0.0,0.0010059990263921828,1.0962372540979319e-08,0.018208756989719743,1.1235274441894532e-11,2.111989909041545e-05,7.261510689714864e-12,0.004022352515788685,9.801008797833177e-07,1.0574291701565286e-14,3.456684193603699,0.0014019999975243636,2.2582946136109176e-12
2.02,2.5804463194761572e-12,0.0,0.0,0.0010109990166622391,1.0972015126278541e-08,0.018290507350651884,1.1322632733263974e-11,2.1219997093281413e-05,1.457761327787657e-11,0.003982330213741498,9.80002876918373e-07,1.0572175481896621e-14,3.463224238849966,0.001403999997509203,2.271190367839154e-12
2.0300000000000002,2.7724670188246723e-12,0.0,0.0,0.0010159990068846414,1.0981705166936632e-08,0.018372176002081055,1.1410189800567542e-11,2.132009508633455e-05,2.1658448033516488e-11,0.003942706215985151,9.799048838662576e-07,1.057005980961684e-14,3.469757747319419,0.0014059999974940084,2.284107440593259e-12
2.04,2.9526588802683184e-12,0.0,0.0,0.0010209989970594003,1.0991442652631856e-08,0.01845376302567606,1.1497945210975283e-11,2.1420193069575804e-05,2.835431958139174e-11,0.003903476551749223,9.798069006260202e-07,1.0567944711373155e-14,3.4762847255454297,0.0014079999974787793,2.2970459138045222e-12
2.05,3.1178106106320064e-12,0.0,0.0,0.0010259989871865263,1.1001227573027998e-08,0.018535268503024158,1.1585898544894845e-11,2.1520291043006126e-05,3.450145282092713e-11,0.003864637287547632,9.797089271967088e-07,1.0565830215056176e-14,3.482805180054831,0.0014099999974635158,2.310005869583834e-12
2.06,3.264551071037972e-12,0.0,0.0,0.0010309989772660309,1.1011059917774612e-08,0.018616692515631132,1.1674049395736994e-11,2.1620389006626475e-05,3.9921526985821755e-11,0.0038261845266268266,9.796109635773724e-07,1.0563716349805252e-14,3.4893191173679234,0.0014119999974482177,2.322987390221362e-12
2.07,3.3893478912281098e-12,0.0,0.0,0.001035998967297924,1.102093967650724e-08,0.01869803514492136,1.1762397369681161e-11,2.1720486960437792e-05,4.44212097036563e-11,0.0037881144084139767,9.795130097670597e-07,1.0561603146013781e-14,3.4958265439984806,0.001413999997432885,2.335990558186226e-12
2.08,3.4885060838863595e-12,0.0,0.0,0.001040998957282217,1.1030866838847664e-08,0.018779296472237944,1.1850942085440989e-11,2.182058490444104e-05,4.779169105550213e-11,0.003750423107965146,9.794150657648202e-07,1.0559490635334534e-14,3.5023274664537576,0.0014159999974175178,2.3490154561261802e-12
2.09,3.5581666589610084e-12,0.0,0.0,0.0010459989472189203,1.1040841394404123e-08,0.018860476578842735,1.1939683174029861e-11,2.192068283863716e-05,4.98082176355277e-11,0.0037131068354134887,9.793171315697028e-07,1.0557378850684983e-14,3.5088218912344944,0.0014179999974021154,2.362062166867285e-12
2.1,3.594305237987072e-12,0.0,0.0,0.001050998937108045,1.105086333277157e-08,0.018941575545916484,1.2028620278526455e-11,2.2020780763027106e-05,5.022962661060734e-11,0.0036761618354174217,9.792192071807575e-07,1.0555267826252614e-14,3.515309824834926,0.0014199999973866784,2.375130773413591e-12
2.11,3.592730668408614e-12,0.0,0.0,0.0010559989269496013,1.1060932643531886e-08,0.019022593454558867,1.2117753053840263e-11,2.2120878677611823e-05,4.879787977992831e-11,0.0036395843866088226,9.791212925970342e-07,1.0553157597500257e-14,3.5217912737427857,0.001421999997371206,2.3882213589468086e-12
2.12,3.549083637901105e-12,0.0,0.0,0.0010609989167436006,1.1071049316254133e-08,0.019103530385788627,1.220708116647716e-11,2.2220976582392272e-05,4.523759763459872e-11,0.0036033708010412007,9.790233878175828e-07,1.0551048201171404e-14,3.5282662444393127,0.0014239999973556987,2.401334006825993e-12
2.13,3.4588352886937698e-12,0.0,0.0,0.001065998906490053,1.1081213340494776e-08,0.01918438642054361,1.2296604294304913e-11,2.2321074477369393e-05,3.925559341725576e-11,0.0035675174236378944,9.789254928414535e-07,1.0548939675295532e-14,3.534734743399259,0.0014259999973401558,2.414468800587216e-12
2.14,3.3172858318919157e-12,0.0,0.0,0.0010709988961889701,1.109142470579793e-08,0.0192651616396809,1.238632212631875e-11,2.242117236254414e-05,3.054040718167218e-11,0.003532020631640243,9.788276076676974e-07,1.0546832059193425e-14,3.5411967770908945,0.0014279999973245778,2.427625823943248e-12
2.15,3.1195631617993105e-12,0.0,0.0,0.0010759988858403619,1.1101683401695585e-08,0.019345856123976848,1.2476234362406868e-11,2.252127023791746e-05,1.8761839852366152e-11,0.003496876834055785,9.787297322953645e-07,1.0544725393482496e-14,3.5476523519760153,0.0014299999973089643,2.44080516078323e-12
2.16,2.867813009285153e-12,0.0,0.0,0.0010809988754442396,1.1111989417686649e-08,0.01942646995412596,1.256634073426207e-11,2.262136810349031e-05,4.0771972175358134e-12,0.003462082519629318,9.786318667235068e-07,1.0542619663930635e-14,3.5541014745103534,0.0014319999972933152,2.4540068951787877e-12
2.17,2.69703990189363e-12,0.0,0.0,0.0010859988650006136,1.1122342742866255e-08,0.019507003210718948,1.2656641375175032e-11,2.2721465959263627e-05,-4.0024277050531444e-12,0.0034276351053770127,9.785340109511762e-07,1.0540513818885569e-14,3.5605441511506872,0.0014339999972776303,2.467231111496237e-12
2.18,2.5034938918302256e-12,0.0,0.0,0.0010909988545094952,1.1132743367021348e-08,0.019587455974307773,1.2747135727109517e-11,2.282156380523837e-05,-1.279608884525796e-11,0.003393530428687668,9.784361649774234e-07,1.0538408670822619e-14,3.5669803883338758,0.0014359999972619096,2.4804778940639564e-12
2.19,2.2892470997117378e-12,0.0,0.0,0.0010959988439708948,1.114319127961525e-08,0.019667828325345523,1.2837823553667402e-11,2.292166164141548e-05,-2.217477517986476e-11,0.0033597650717137845,9.783383288013005e-07,1.0536304205888487e-14,3.5734101924963104,0.0014379999972461532,2.4937473274801957e-12
2.2,2.0568264359079247e-12,0.0,0.0,0.0011009988333848233,1.1153686470098473e-08,0.019748120344204895,1.292870463003559e-11,2.3021759467795915e-05,-3.1985870935658466e-11,0.0033263356498929447,9.782405024218594e-07,1.0534200406602581e-14,3.579833570067976,0.0014399999972303608,2.507039496518534e-12
2.21,1.80923475766405e-12,0.0,0.0,0.0011059988227512913,1.1164228927908884e-08,0.019828332111178286,1.3019778742817795e-11,2.3121857284380614e-05,-4.2052033182633534e-11,0.0032932388115481095,9.781426858381522e-07,1.0532097251686315e-14,3.586250527472457,0.0014419999972145319,2.5203544861275737e-12
2.22,1.549972026223277e-12,0.0,0.0,0.0011109988120703098,1.1174818642471877e-08,0.019908463706477877,1.3111045689866414e-11,2.322195509117053e-05,-5.2170069427211057e-11,0.003260471237487894,9.780448790492315e-07,1.0529994715892417e-14,3.5926610711269475,0.001443999997198667,2.533692381430642e-12
2.23,1.2830564639492285e-12,0.0,0.0,0.0011159988013418893,1.1185455603200539e-08,0.01998851521023571,1.3202505280114309e-11,2.332205288816661e-05,-6.210981520544925e-11,0.0032280296406068626,9.779470820541503e-07,1.0527892769834246e-14,3.5990652074422558,0.0014459999971827657,2.547053267725484e-12
2.24,1.0130457114483687e-12,0.0,0.0,0.0011209987905660412,1.1196139799495825e-08,0.020068486702503774,1.3294157333406666e-11,2.34221506753698e-05,-7.161301167626086e-11,0.0031959107654858064,9.77849294851961e-07,1.0525791379815087e-14,3.6054629428228155,0.001447999997166828,2.5604372304839675e-12
2.25,7.450579846925694e-13,0.0,0.0,0.0011259987797427754,1.1206871220746713e-08,0.020148378263254076,1.3386001680332793e-11,2.3522248452781046e-05,-8.039218321462349e-11,0.0031641113879920368,9.777515174417175e-07,1.0523690507657468e-14,3.611854283666691,0.0014499999971508539,2.573844355351771e-12
2.2600000000000002,4.8479323214149e-13,0.0,0.0,0.0011309987688721034,1.1217649856330395e-08,0.02022818997237875,1.3478038162057972e-11,2.3622346220401305e-05,-8.812951500479687e-11,0.003132628314879662,9.77653749822473e-07,1.0521590110532471e-14,3.6182392363655853,0.0014519999971348428,2.58727472814809e-12
2.27,2.385542918651447e-13,0.0,0.0,0.0011359987579540355,1.1228475695612425e-08,0.0203079219096901,1.357026663015525e-11,2.372244397823151e-05,-9.447573063353363e-11,0.003101458383389884,9.775559919932811e-07,1.0519490140789026e-14,3.6246178073048485,0.0014539999971187952,2.6007284348653282e-12
2.2800000000000002,1.3268048666283635e-14,0.0,0.0,0.001140998746988583,1.12393487279469e-08,0.020387574154920724,1.3662686946437309e-11,2.3822541726272622e-05,-9.904896968329588e-11,0.0030705984608512733,9.77458243953196e-07,1.0517390545783236e-14,3.6309900028634847,0.0014559999971027106,2.6142055616688005e-12
2.29,-1.8524286862379676e-13,0.0,0.0,0.0011459987359757563,1.1250268942673303e-08,0.020467146787723288,1.3755298986106825e-11,2.3922639464525574e-05,-1.0152035255303455e-10,0.0030400454520588165,9.773605057012716e-07,1.0515291269257984e-14,3.6373558294140524,0.0014579999970865888,2.62770619489754e-12
2.3000000000000003,-4.5184767253313326e-13,0.0,0.0,0.0011509987249155662,1.1261236328927798e-08,0.020546639887655333,1.3848102826537933e-11,2.402273719299131e-05,-1.0654855625817732e-10,0.0030097967417719454,9.772627772365614e-07,1.0513192339442181e-14,3.6437152933165318,0.0014599999970704304,2.641230421127472e-12
2.31,-7.067691362393908e-13,0.0,0.0,0.0011559987138080234,1.1272250876165466e-08,0.020626053534221638,1.3941098224854055e-11,2.4122834911670775e-05,-1.1013649356879341e-10,0.002979848970151855,9.77165058558121e-07,1.0511093624903258e-14,3.6500684009353037,0.0014619999970542344,2.6547783269956726e-12
2.32,-9.45685758195818e-13,0.0,0.0,0.001160998702653139,1.1283312573686175e-08,0.02070538780683589,1.4034285092223152e-11,2.4222932620564922e-05,-1.120240146740047e-10,0.0029501991445036835,9.770673496650051e-07,1.0508995056027384e-14,3.656415158623739,0.001463999997038001,2.668349999359451e-12
2.33,-1.1639874317213767e-12,0.0,0.0,0.0011659986914509238,1.129442141077834e-08,0.020784642784832386,1.4127663350048885e-11,2.4323030319674696e-05,-1.119346369095932e-10,0.002920844302183234,9.769696505562687e-07,1.0506896557745433e-14,3.6627555727288756,0.0014659999970217305,2.6819455252477945e-12
2.34,-1.356769995339083e-12,0.0,0.0,0.0011709986802013882,1.1305577376719066e-08,0.02086381854746612,1.4221232929832238e-11,2.4423128009001036e-05,-1.0957520066930577e-10,0.0028917815102671033,9.768719612309674e-07,1.0504798049376218e-14,3.6690896495914216,0.0014679999970054222,2.6955649918610734e-12
2.35,-1.518829783114431e-12,0.0,0.0,0.0011759986689045432,1.1316780460774279e-08,0.02094291517391286,1.4314993773033152e-11,2.4523225688544895e-05,-1.046355253161587e-10,0.0028630078652228013,9.767742816881566e-07,1.0502699444469707e-14,3.6754173955457654,0.0014699999969890764,2.7092084865707533e-12
2.36,-1.6446581749936909e-12,0.0,0.0,0.0011809986575603997,1.1328030652198874e-08,0.02102193274326922,1.4408945830932132e-11,2.462332335830721e-05,-9.678806509374282e-11,0.0028345204925788875,9.76676611926892e-07,1.050060065065026e-14,3.6817388169199807,0.0014719999969726926,2.7228760969190975e-12
2.37,-1.7284361471423273e-12,0.0,0.0,0.0011859986461689685,1.1339327940236848e-08,0.021100871334552764,1.4503089064491882e-11,2.472342101828893e-05,-8.568756503752652e-11,0.0028063165465950883,9.765789519462297e-07,1.0498501569459852e-14,3.6880539200358338,0.0014739999969562712,2.7365679106188797e-12
2.38,-1.764028822283319e-12,0.0,0.0,0.00119099863473026,1.135067231412144e-08,0.021179731026702054,1.4597423444218906e-11,2.4823518668490992e-05,-7.097071688616279e-11,0.002778393209932434,9.764813017452263e-07,1.0496402096201305e-14,3.694362711208789,0.0014759999969398115,2.750284015553087e-12
2.39,-1.7449800200355505e-12,0.0,0.0,0.0011959986232442858,1.1362063763075278e-08,0.02125851189857676,1.4691948950025157e-11,2.4923616308914353e-05,-5.2255814992790045e-11,0.0027507476933233757,9.763836613229379e-07,1.049430211978151e-14,3.700665196748019,0.0014779999969233139,2.7640244997746316e-12
2.4,-1.6645068072521638e-12,0.0,0.0,0.0012009986117110557,1.1373502276310505e-08,0.021337214028957698,1.478666557108962e-11,2.502371393955994e-05,-2.914241223634174e-11,0.0027233772352419218,9.762860306784215e-07,1.0492201522554658e-14,3.7069613829564068,0.0014799999969067781,2.7777894515060545e-12
2.41,-1.5154940483589126e-12,0.0,0.0,0.0012059986001305815,1.1384987843028928e-08,0.021415837496546967,1.488157330571998e-11,2.5123811560428713e-05,-1.2109759328442848e-12,0.002696279101573756,9.76188409810734e-07,1.0490100180165466e-14,3.7132512761305554,0.001481999996890204,2.791578959139237e-12
2.42,-1.290488955692556e-12,0.0,0.0,0.0012109985885028732,1.1396520452422153e-08,0.021494382379967977,1.49766721612142e-11,2.5223909171521596e-05,3.197745625327019e-11,0.0026694505852863748,9.760907987189325e-07,1.0487997961392405e-14,3.7195348825607937,0.0014839999968735912,2.805393111235104e-12
2.43,-1.1846082330718368e-12,0.0,0.0,0.001215998576827942,1.1408100093669847e-08,0.021572848757764992,1.5071962156061123e-11,2.5324006772839536e-05,5.233716859890215e-11,0.002642889029504382,9.759931974020728e-07,1.0485897928819023e-14,3.7258122085125756,0.00148599999685694,2.8192319965185485e-12
2.44,-1.0556585000956007e-12,0.0,0.0,0.0012209985651057986,1.1419726755944876e-08,0.021651236708404693,1.5167443313578992e-11,2.5424104364383474e-05,7.259792590135988e-11,0.0026165917649072436,9.758956058592136e-07,1.0483797822476958e-14,3.732083260275995,0.0014879999968402502,2.8330957038908727e-12
2.45,-9.025981253229287e-13,0.0,0.0,0.0012259985533364538,1.1431400428409014e-08,0.02172954631027496,1.526311566729235e-11,2.5524201946154354e-05,9.257755615666864e-11,0.0025905561645887466,9.757980240894129e-07,1.0481697607232152e-14,3.7383480441219152,0.0014899999968235216,2.846984322418212e-12
2.46,-7.277637017593956e-13,0.0,0.0,0.0012309985415199182,1.1443121100214353e-08,0.021807777641685296,1.5358979259205586e-11,2.5624299518153115e-05,1.1177310226068989e-10,0.0025647796278361248,9.757004520917288e-07,1.0479597299416869e-14,3.7446065663146104,0.001491999996806754,2.860897941334486e-12
2.47,-5.340172192750721e-13,0.0,0.0,0.001235998529656203,1.145488876050348e-08,0.021885930780866935,1.5455034139631768e-11,2.5724397080380705e-05,1.2962139175338964e-10,0.0025392595794717413,9.756028898652196e-07,1.0477496921757182e-14,3.750858833112032,0.0014939999967899474,2.874836650041181e-12
2.48,-3.247712569865942e-13,0.0,0.0,0.001240998517745319,1.1466703398409602e-08,0.02196400580597291,1.5551280367054585e-11,2.5824494632838054e-05,1.4549658049040088e-10,0.0025139934695267594,9.755053374089437e-07,1.0475396503699566e-14,3.7571048507658125,0.0014959999967731018,2.88880053810705e-12
2.49,-1.0401417563909948e-13,0.0,0.0,0.0012459985057872768,1.1478565003056695e-08,0.02204200279507816,1.564771800799035e-11,2.592459217552611e-05,1.5870769631459796e-10,0.0024889787729147957,9.754077947219598e-07,1.0473296081737483e-14,3.7633446255212717,0.001497999996756217,2.9027896952678247e-12
2.5,1.2366469001169635e-13,0.0,0.0,0.001250998493782087,1.149047356355964e-08,0.022119921826179566,1.5744347136849947e-11,2.602468970844581e-05,1.6849618272765987e-10,0.0024642129891055886,9.753102618033272e-07,1.0471195699737976e-14,3.7695781636174184,0.0014999999967392926,2.9168042114259184e-12
2.5100000000000002,3.530498388175702e-13,0.0,0.0,0.0012559984817297608,1.1502429069024356e-08,0.022197762977196073,1.5841167835800835e-11,2.6124787231598095e-05,1.7403344256164367e-10,0.002439693641798653,9.752127386521047e-07,1.046909540926825e-14,3.7758054712869544,0.0015019999967223288,2.930844176650137e-12
2.52,5.782744108557089e-13,0.0,0.0,0.001260998469630309,1.151443150854795e-08,0.02227552632596873,1.5938180194628985e-11,2.6224884744983898e-05,1.7441838165054945e-10,0.00241541827859695,9.751152252673518e-07,1.0466995269922264e-14,3.7820265547562792,0.0015039999967053253,2.9449096811753807e-12
2.5300000000000002,7.927949950467837e-13,0.0,0.0,0.0012659984574837422,1.152648087121885e-08,0.022353211950260816,1.6035384310600903e-11,2.632498224860417e-05,1.6867495250189118e-10,0.002391384470680539,9.750177216481284e-07,1.0464895349647314e-14,3.788241420245494,0.0015059999966882823,2.9590008154023577e-12
2.54,9.893664367728679e-13,0.0,0.0,0.0012709984452900713,1.1538577146116941e-08,0.022430819927757865,1.6132780288325547e-11,2.6425079742459833e-05,1.557496979682651e-10,0.0023675898124802487,9.74920227793494e-07,1.0462795725070631e-14,3.7944500739684055,0.0015079999966711992,2.9731176698972828e-12
2.5500000000000003,1.160016645495506e-12,0.0,0.0,0.0012759984330493071,1.1550720322313707e-08,0.022508350336067802,1.6230368239616353e-11,2.6525177226551842e-05,1.345092949189164e-10,0.0023440319213513276,9.748227437025092e-07,1.0460696481825957e-14,3.8006525221325287,0.0015099999966540765,2.9872603353915927e-12
2.56,1.39881531245082e-12,0.0,0.0,0.0012809984207614606,1.1562910388823321e-08,0.02258580325272136,1.6328148332460048e-11,2.662527470088116e-05,1.2848804996388394e-10,0.0023207085258101444,9.747252693742349e-07,1.0458598459648877e-14,3.806848770963827,0.0015119999966369136,3.0014289027852773e-12
2.57,1.6329571548805283e-12,0.0,0.0,0.0012859984084265422,1.1575147334731089e-08,0.02266317875517118,1.6426120662423332e-11,2.6725372165448703e-05,1.2114373521530638e-10,0.0022976172335418712,9.74627804807731e-07,1.0456501304513773e-14,3.813038826642013,0.0015139999966197106,3.015623463137091e-12
2.58,1.8527760377756226e-12,0.0,0.0,0.0012909983960445633,1.1587431149083822e-08,0.02274047692079275,1.6524285362409588e-11,2.6825469620255418e-05,1.1124228466621734e-10,0.002274755729266609,9.745303500020586e-07,1.0454405135655343e-14,3.8192226953559074,0.001515999996602467,3.0298441076723876e-12
2.59,2.053039257693644e-12,0.0,0.0,0.0012959983836155341,1.1599761820917975e-08,0.022817697826884236,1.6622642574487902e-11,2.692556706530223e-05,9.872667839779319e-11,0.002252121723856314,9.744329049562785e-07,1.0452310120739475e-14,3.8254003832893195,0.0015179999965851834,3.044090927780749e-12
2.6,2.2281310955355006e-12,0.0,0.0,0.001300998371139466,1.161213933926207e-08,0.022894841550666588,1.672119244746618e-11,2.7025664500590088e-05,8.356088359582488e-11,0.002229712949880503,9.74335469669452e-07,1.0450216441475919e-14,3.831571896619902,0.001519999996567859,3.058364015015528e-12
2.61,2.3720438162614365e-12,0.0,0.0,0.0013059983586163693,1.1624563693136831e-08,0.022971908169283586,1.681993513676082e-11,2.7125761926119923e-05,6.573129683505776e-11,0.0022075271612938723,9.742380441406408e-07,1.0448124294062216e-14,3.837737241519157,0.001521999996550494,3.0726634610935518e-12
2.62,2.4783686686071283e-12,0.0,0.0,0.0013109983460462553,1.1637034871555313e-08,0.023048897759801946,1.691887080426644e-11,2.7225859341892683e-05,4.524818636352166e-11,0.0021855621331239037,9.741406283689065e-07,1.0446033889627583e-14,3.843896424152443,0.0015239999965330883,3.086989357894834e-12
2.63,2.5402868847996746e-12,0.0,0.0,0.0013159983334291344,1.1649552863523036e-08,0.023125810399211365,1.701799961822559e-11,2.7325956747909295e-05,2.2147134386872614e-11,0.0021638156611584816,9.740432223533108e-07,1.0443945454676829e-14,3.850049450678984,0.0015259999965156418,3.1013417974622765e-12
2.64,2.5505606802736694e-12,0.0,0.0,0.001320998320765018,1.166211765803811e-08,0.023202646164424637,1.7117321753098452e-11,2.7426054144170705e-05,-3.5095206472791208e-12,0.0021422855616335,9.739458260929162e-07,1.0441859231534247e-14,3.8561963272518778,0.0015279999964981541,3.115720872001382e-12
2.65,2.501524253387217e-12,0.0,0.0,0.001325998308053916,1.167472924409137e-08,0.023279405132277702,1.7216837389432554e-11,2.7526151530677844e-05,-3.16312417650253e-11,0.0021209696709204797,9.738484395867852e-07,1.0439775478787535e-14,3.8623370600181017,0.0015299999964806254,3.1301266738799573e-12
2.66,2.3850747851379732e-12,0.0,0.0,0.0013309982952958402,1.168738761066651e-08,0.023356087379529756,1.731654671373249e-11,2.7626248907431656e-05,-6.209785118183353e-11,0.002099865845214174,9.737510628339802e-07,1.043769447173168e-14,3.8684716551185225,0.0015319999964630555,3.144559295627825e-12
2.67,2.192663438879202e-12,0.0,0.0,0.0013359982824908009,1.1700092746740211e-08,0.0234326929828633,1.7416449918329597e-11,2.7726346274433073e-05,-9.475808801820188e-11,0.0020789719602201874,9.736536958335642e-07,1.0435616502812879e-14,3.8746001186879027,0.0015339999964454443,3.1590188299365256e-12
2.68,1.9152863600357687e-12,0.0,0.0,0.0013409982696388093,1.171284464128227e-08,0.02350922201888424,1.751654720125171e-11,2.782644363168304e-05,-1.2942816601533427e-10,0.002058285910842581,9.735563385846002e-07,1.0433541882072431e-14,3.880722456854909,0.0015359999964277913,3.173505369659031e-12
2.69,1.7629543550931893e-12,0.0,0.0,0.0013459982567398756,1.1725643283116753e-08,0.023585674564115547,1.761683890481462e-11,2.792654097918249e-05,-1.569394481780081e-10,0.0020378059219482883,9.734589910861537e-07,1.0431462722196367e-14,3.886838675750682,0.001537999996410097,3.1880190078480726e-12
2.7,1.6011567634218413e-12,0.0,0.0,0.0013509982437940112,1.173848866127897e-08,0.023662050695013804,1.7717325159313747e-11,2.8026638316932367e-05,-1.8211903375528336e-10,0.002017529749342906,9.733616533372872e-07,1.0429384032568804e-14,3.892948781486861,0.0015399999963923608,3.202559837656678e-12
2.71,1.413611404276246e-12,0.0,0.0,0.0013559982308012266,1.1751380764722573e-08,0.023738350487955754,1.7818006175381227e-11,2.8126735644933595e-05,-2.049158621864413e-10,0.001997455335346945,9.732643253370642e-07,1.0427306398000492e-14,3.899052780173643,0.0015419999963745827,3.217127952419315e-12
