t,NO,O_2m,NO_2,N2O3,GSNO,CcOX,FeLn,ONOO_m,GSH
2.48,2.1622477884062263,2.598288746274144e-06,9.263826967744734e-07,2.9675219489109703e-09,0.1703892517828087,-1.5932879001073706e-08,0.04999980179147604,0.0004032726589837913,9999.829606057483
2.49,2.1705211874654946,2.5945524381526452e-06,9.299115789226128e-07,2.990280332717916e-09,0.17177373308905997,-1.845696995521324e-08,0.0499998010330466,0.00040423965784255607,9999.82822153552
2.5,2.178788390505557,2.5908293711199947e-06,9.334462050162134e-07,3.013107950591986e-09,0.1731634957669376,-1.9829245124709905e-08,0.04999980027518483,0.00040520319299855564,9999.82683173202
2.5100000000000002,2.187049402420598,2.5871196766040484e-06,9.369807244992725e-07,3.0360049754855676e-09,0.17455853613138275,-2.086258103132418e-08,0.04999979951789029,0.00040616325119599187,9999.825436650664
2.52,2.195304229334999,2.5834232636973427e-06,9.405157458737441e-07,3.0589711911283475e-09,0.17595885041845596,-2.1474126684276918e-08,0.04999979876116243,0.00040711985386318003,9999.824036295222
2.5300000000000002,2.20355287735818,2.5797400407955118e-06,9.440519180764215e-07,3.0820063791253316e-09,0.17736443486956716,-2.1575460213603926e-08,0.04999979800500067,0.00040807302246419815,9999.822630669447
2.54,2.211795352584598,2.5760699155972917e-06,9.475899304789352e-07,3.105110318956838e-09,0.1787752857314753,-2.107258887015577e-08,0.04999979724940447,0.0004090227784988864,9999.821219777097
2.5500000000000003,2.2200316610937487,2.5724127951045167e-06,9.511305128877549e-07,3.1282827879785034e-09,0.18019139925628874,-1.9865949025597773e-08,0.04999979649437326,0.0004099691435028476,9999.819803621916
2.56,2.2282618089501645,2.5687685856221217e-06,9.54674435544188e-07,3.151523561421276e-09,0.1816127717014649,-1.7850406172410236e-08,0.049999795739906476,0.00041091213904744704,9999.818382207648
2.57,2.2364858022034166,2.565137192758142e-06,9.582225091243802e-07,3.174832412391422e-09,0.18303939932981048,-1.4915254923888124e-08,0.04999979498600357,0.00041185178673981243,9999.816955538032
2.58,2.2447036468881136,2.561518521423712e-06,9.617755847393162e-07,3.1982091118705236e-09,0.18447127840948152,-1.0944219014141052e-08,0.049999794232664,0.00041278810822283394,9999.815523616799
2.59,2.2529153488854585,2.557912515798314e-06,9.653331440659937e-07,3.221653713734548e-09,0.18590840521392188,-5.962220212606772e-09,0.04999979347988721,0.00041372112208237067,9999.814086447675
2.6,2.2611209120816267,2.554319691301977e-06,9.688745317014362e-07,3.2451703484140946e-09,0.18735077602069106,-2.089202768437127e-09,0.04999979272767285,0.00041465080268070166,9999.812644034382
2.61,2.269320341890017,2.5507400630427766e-06,9.723979348012118e-07,3.268757205957472e-09,0.18879838710839686,1.7622938443393587e-10,0.049999791976020405,0.00041557714988921517,9999.811196380644
2.62,2.2775136438382253,2.547173545172086e-06,9.75906506189165e-07,3.292408947797465e-09,0.19025123475363917,4.492013534827151e-10,0.04999979122492939,0.0004165001557701175,9999.809743490183
2.63,2.2857008253490316,2.54361956815784e-06,9.794138628319894e-07,3.316126408294963e-09,0.1917093152289543,2.9072564093809116e-10,0.04999979047439911,0.0004174198654208337,9999.808285366724
2.64,2.29388189258495,2.5400780118437384e-06,9.829220039059467e-07,3.3399097961972425e-09,0.1931726248180372,-6.1985663024528924e-12,0.04999978972442901,0.00041833629941723656,9999.806822013988
2.65,2.3020568516599877,2.5365490095437058e-06,9.864257892966257e-07,3.3637634497457353e-09,0.1946411598236652,-1.3383185665905877e-10,0.04999978897501853,0.0004192494930745041,9999.80535343567
2.66,2.310225707900805,2.5330324174771175e-06,9.899269774318049e-07,3.387682431542559e-09,0.19611491656413257,-5.082890445179262e-10,0.04999978822616716,0.0004201594586532987,9999.80387963545
2.67,2.3183884675354998,2.529528172059386e-06,9.934258773491688e-07,3.4116683565428526e-09,0.19759389133241467,-7.342211023729195e-10,0.049999787477874355,0.0004210662250521815,9999.80240061704
2.68,2.3265451367097305,2.526036208412037e-06,9.969227662829784e-07,3.435722344103403e-09,0.19907808042399672,-4.900458593586708e-10,0.04999978673013954,0.0004219698198974796,9999.800916384142
2.69,2.334695720552336,2.5225564693687636e-06,1.0004168702318801e-06,3.4598424854140747e-09,0.20056748018186998,-3.1412517282914776e-10,0.04999978598296223,0.00042287024482060557,9999.799426940413
2.7,2.342840224759189,2.519088892029128e-06,1.003908041326439e-06,3.4840283735563716e-09,0.20206208692153127,-2.682893413286822e-10,0.04999978523634192,0.00042376751657310197,9999.797932289537
2.71,2.3509786553065477,2.5156334106572823e-06,1.007396441306833e-06,3.508280344266935e-09,0.20356189694488158,-1.7873341223575412e-10,0.04999978449027806,0.0004246616593831109,9999.796432435212
2.72,2.359111017789398,2.512189962637964e-06,1.0108822348613098e-06,3.532598222237677e-09,0.20506690660148263,-8.746178166829095e-11,0.04999978374477013,0.0004255526840737897,9999.794927381092
2.73,2.367237317832819,2.508758485176937e-06,1.014365547602382e-06,3.5569818267965693e-09,0.2065771122344609,-2.9028669534479224e-11,0.04999978299981761,0.0004264406028230802,9999.79341713083
2.74,2.375357561211195,2.505338914592072e-06,1.0178463112873826e-06,3.581430950661047e-09,0.2080925101550201,-1.0278821409908984e-12,0.049999782255419976,0.00042732543453002757,9999.791901688115
2.75,2.3834717535538994,2.501931190845518e-06,1.021324483582886e-06,3.605945471763001e-09,0.209613096717615,8.007919760488016e-12,0.04999978151157671,0.00042820719465249193,9999.790381056595
2.7600000000000002,2.3915799004520277,2.498535255554847e-06,1.024799988522188e-06,3.630525305327319e-09,0.21113886829117037,2.3144423029019503e-11,0.04999978076828731,0.0004290858985093182,9999.7888552399
2.77,2.399682007620826,2.495151044968523e-06,1.028272859222817e-06,3.6551702456249482e-09,0.21266982119768024,2.5343220560413887e-11,0.04999978002555123,0.0004299615618702254,9999.787324241708
2.7800000000000002,2.4077780803158197,2.4917785046857553e-06,1.0317431550594674e-06,3.679880081813158e-09,0.21420595189611896,2.5860141007601304e-11,0.049999779283368,0.00043083420030418334,9999.785788065563
2.79,2.415868123594685,2.488417583783179e-06,1.0352109690445926e-06,3.704654577326493e-09,0.21574725690250124,4.2081493363405815e-11,0.04999977854173715,0.0004317038293700348,9999.784246714944
2.8000000000000003,2.423952143720769,2.485068210146283e-06,1.0386761892048264e-06,3.729493652351706e-09,0.2172937323852414,5.403492883623106e-11,0.04999977780065811,0.0004325704646883374,9999.782700193686
2.81,2.4320301463192706,2.481730322876781e-06,1.0421388120633967e-06,3.754397144108439e-09,0.21884537469673448,6.152159886107841e-11,0.04999977706013037,0.00043343412184698374,9999.781148505434
2.82,2.44010213701539,2.4784038610763873e-06,1.0455988341435323e-06,3.779364889816338e-09,0.22040218018937568,6.434265487295091e-11,0.04999977632015339,0.0004342948164338665,9999.77959165384
2.83,2.448168121434328,2.475088763846816e-06,1.0490562519684613e-06,3.804396726695047e-09,0.22196414521556024,6.229924830685078e-11,0.04999977558072668,0.00043515256403687825,9999.778029642548
2.84,2.4562281052012827,2.4717849702897807e-06,1.052511062061412e-06,3.829492491964209e-09,0.22353126612768315,5.5192530597780577e-11,0.049999774841849705,0.00043600738024391164,9999.776462475207
2.85,2.4642820939414545,2.468492419506996e-06,1.0559632609456132e-06,3.85465202284347e-09,0.2251035392781397,4.282365318074209e-11,0.04999977410352196,0.00043685928064285927,9999.774890155466
2.86,2.4723300932800427,2.465211050600176e-06,1.0594128451442928e-06,3.879875156552472e-09,0.22668096101932486,2.4993767490738814e-11,0.049999773365742926,0.0004377082808216138,9999.773312686972
2.87,2.480372107912086,2.4619408313811687e-06,1.0628598680147934e-06,3.905161688293863e-09,0.2282635279689703,7.662040813788354e-12,0.049999772628512164,0.0004385543913542848,9999.771730073107
2.88,2.4884081418701887,2.4586817501082804e-06,1.0663044233899317e-06,3.9305113833470936e-09,0.22985123693377146,1.1731863795473989e-12,0.04999977189182932,0.0004393976192443226,9999.770142317064
2.89,2.496438202281151,2.4554336995352526e-06,1.069746416043245e-06,3.955924146761616e-09,0.2314440838377802,-4.612787467312277e-12,0.04999977115569371,0.00044023798817358,9999.768549422919
2.9,2.504462294671527,2.45219662180852e-06,1.0731858485252414e-06,3.98139981130115e-09,0.23304206506153047,-9.241669240687188e-12,0.04999977042010486,0.0004410755131982359,9999.766951394291
2.91,2.5124804245678742,2.448970459074519e-06,1.0766227233864306e-06,4.006938209729424e-09,0.2346451769855566,-1.2259247454474777e-11,0.04999976968506224,0.00044191020937446926,9999.765348234801
2.92,2.520492597496747,2.4457551534796834e-06,1.0800570431773206e-06,4.032539174810159e-09,0.23625341599039262,-1.3211310622571816e-11,0.04999976895056536,0.0004427420917584589,9999.76373994807
2.93,2.5284988189847017,2.44255064717045e-06,1.0834888104484213e-06,4.058202539307084e-09,0.23786677845657284,-1.1643647258875414e-11,0.0499997682166137,0.00044357117540638383,9999.762126537715
2.94,2.5364990945582937,2.4393568822932534e-06,1.086918027750241e-06,4.083928135983919e-09,0.2394852607646313,-7.102045877282759e-12,0.04999976748320675,0.00044439747537442295,9999.760508007355
2.95,2.5444934297440787,2.4361738009945292e-06,1.0903446976332893e-06,4.109715797604392e-09,0.24110885929510228,8.677050083095358e-13,0.04999976675034402,0.00044522100671875526,9999.758884360612
2.96,2.5524818289678524,2.433001374936842e-06,1.0937688167619963e-06,4.135565381475912e-09,0.2427375707431347,8.347230262335778e-12,0.049999766018025076,0.0004460417766962817,9999.75725560079
2.97,2.560464295581036,2.429839604591403e-06,1.0971903760558007e-06,4.16147676886128e-09,0.24437139211095155,7.150376157747068e-12,0.04999976528624964,0.00044685978495156937,9999.755621730887
2.98,2.568440837086286,2.426688379116839e-06,1.100609388631989e-06,4.187449748463019e-09,0.24601031921428534,5.58108893575705e-12,0.049999764555017,0.00044767506054218045,9999.753982755086
2.99,2.576411458884321,2.4235476440338e-06,1.1040258563681878e-06,4.21348415585063e-09,0.24765434846963646,3.5937161400418234e-12,0.04999976382432667,0.00044848761763269875,9999.752338676974
3.0,2.584376166375861,2.4204173448629372e-06,1.107439781142023e-06,4.239579826593614e-09,0.24930347629350497,1.1426053142778388e-12,0.04999976309417816,0.0004492974703877077,9999.75068950013
3.0100000000000002,2.592334964961625,2.417297427124901e-06,1.1108511648311211e-06,4.265736596261475e-09,0.2509576991023912,-1.8178959978588723e-12,0.04999976236457097,0.00045010463297179103,9999.74903522814
3.02,2.6002878600423323,2.414187836340342e-06,1.1142600093131078e-06,4.291954300423712e-09,0.25261701331279524,-5.333440252691789e-12,0.04999976163550459,0.00045090911954953226,9999.747375864588
3.0300000000000002,2.608234857018703,2.411088518029911e-06,1.1176663164656097e-06,4.318232774649828e-09,0.2542814153412174,-9.449679906544966e-12,0.049999760906978545,0.0004517109442855151,9999.745711413058
3.04,2.6161759612914555,2.4079994177142584e-06,1.1210700881662525e-06,4.344571854509325e-09,0.25595090160415784,-1.4212267415741779e-11,0.049999760178992325,0.00045251012134432303,9999.744041877133
3.0500000000000003,2.6241111738050167,2.404920593058564e-06,1.1244713651379482e-06,4.3709714654499685e-09,0.25762546981627465,-1.445205504560299e-11,0.049999759451545854,0.0004533066347367342,9999.742367259098
3.06,2.632040505793005,2.4018518427960533e-06,1.127870098413226e-06,4.397431325398437e-09,0.25930511469489237,-1.7040414688699547e-11,0.04999975872463809,0.00045410053809603835,9999.740687564235
3.0700000000000003,2.6399639595436466,2.3987931907746246e-06,1.131266317001168e-06,4.423951332699629e-09,0.2609898335632085,-1.8380726197403158e-11,0.04999975799826883,0.0004548918245259202,9999.739002795222
3.08,2.6478815404324885,2.395744583148375e-06,1.1346600229988165e-06,4.450531323430718e-09,0.26267962284505575,-1.848918634599438e-11,0.04999975727243757,0.00045568050802064023,9999.737312955638
3.09,2.655793253820969,2.3927059664264974e-06,1.1380512186262153e-06,4.477171133953476e-09,0.26437447896837757,-1.7365479642285633e-11,0.04999975654714384,0.0004564666024789792,9999.73561804905
3.1,2.6636991050564154,2.3896772874732823e-06,1.1414399062264086e-06,4.5038706009142665e-09,0.26607439836522784,-1.4992778327620797e-11,0.04999975582238712,0.00045725012170423824,9999.73391807903
3.11,2.671599099472043,2.386658493508118e-06,1.144826088265441e-06,4.530629561244042e-09,0.26777937747177083,-1.133774237687576e-11,0.04999975509816694,0.0004580310794042387,9999.732213049137
3.12,2.6794932423869597,2.3836495321054895e-06,1.1482097673323584e-06,4.557447852158353e-09,0.2694894127282816,-6.350519498457552e-12,0.049999754374482806,0.0004588094891913221,9999.730502962939
3.13,2.6873815391061595,2.380650351194978e-06,1.1515909461392062e-06,4.5843253111573365e-09,0.2712045005791453,3.525486569436095e-14,0.04999975365133423,0.00045958536458235046,9999.728787823984
3.14,2.6952639939765337,2.3776609216682994e-06,1.154969617832845e-06,4.6112617980630365e-09,0.27292463775321185,6.354074976917803e-12,0.04999975292872082,0.00046035871314816917,9999.727067635546
3.15,2.7031406099104416,2.3746812487889558e-06,1.1583457611053727e-06,4.638257206141504e-09,0.2746498214052881,8.827104075190516e-12,0.049999752206642295,0.00046112953356087144,9999.72534240047
3.16,2.711011394375672,2.3717112287428396e-06,1.1617194016689873e-06,4.66531132226854e-09,0.27638004733719784,1.118719292666323e-11,0.049999751485097985,0.00046189785271746073,9999.723612122958
3.17,2.7188763524947093,2.3687508138990538e-06,1.1650905414338964e-06,4.692423988025698e-09,0.2781153120472093,1.3359971244595293e-11,0.04999975076408741,0.0004626636829715506,9999.721876806507
3.18,2.726735489370176,2.3657999571195532e-06,1.168459182374273e-06,4.719595045413416e-09,0.2798556120394097,1.5278145887140124e-11,0.0499997500436101,0.0004634270365456246,9999.720136454614
3.19,2.734588810084831,2.3628586117591484e-06,1.1718253265282548e-06,4.7468243368510035e-09,0.2816009438237048,1.688150085734449e-11,0.04999974932366559,0.00046418792553103584,9999.718391070772
3.2,2.74243631970157,2.3599267316655033e-06,1.1751889759979458e-06,4.774111705176652e-09,0.2833513039158197,1.8116897303149177e-11,0.04999974860425342,0.0004649463618880075,9999.716640658462
3.21,2.7502780232634274,2.357004271179135e-06,1.1785501329494142e-06,4.801456993647427e-09,0.28510668883729795,1.893827351738843e-11,0.049999747885373126,0.0004657023574456324,9999.714885221163
3.22,2.758113925793574,2.354091185133415e-06,1.1819087996126946e-06,4.828860045939276e-09,0.2868670951155022,1.9306644937790374e-11,0.049999747167024246,0.0004664559239018734,9999.71312476235
3.23,2.7659440322953173,2.3511874288545683e-06,1.1852649782817862e-06,4.85632070614702e-09,0.2886325192836137,1.9190104146976736e-11,0.049999746449206316,0.00046720707282356307,9999.711359285488
3.24,2.773768347752103,2.3482929581616746e-06,1.1886186713146541e-06,4.883838818784362e-09,0.2904029578806331,1.856382087246298e-11,0.04999974573191888,0.00046795581564640387,9999.70958879404
3.25,2.7815868771275136,2.3454077293666657e-06,1.1919698811332282e-06,4.911414228783878e-09,0.29217840745137913,1.741004198665833e-11,0.04999974501516149,0.00046870216367496793,9999.707813291458
3.2600000000000002,2.789399625365269,2.342531699274329e-06,1.195318610223404e-06,4.9390467814970265e-09,0.2939588645464902,1.571809150686556e-11,0.049999744298933675,0.00046944612808269743,9999.706032781194
3.27,2.7972065973892257,2.339664825182305e-06,1.1986648611350424e-06,4.9667363226941396e-09,0.2957443257224229,1.3484370595281406e-11,0.049999743583235,0.0004701877199119043,9999.70424726669
3.2800000000000002,2.8050077986573343,2.336807077252439e-06,1.202008631550161e-06,4.994482721696848e-09,0.29753478742760386,1.1525008460986382e-11,0.04999974286806496,0.00047092694881670444,9999.702456751502
3.29,2.812803233784168,2.333958407748104e-06,1.2053499265463998e-06,5.0222858138568655e-09,0.29933024628552735,9.455119629263757e-12,0.04999974215342312,0.0004716638261888454,9999.700661239001
3.3000000000000003,2.8205929075520997,2.3311187736165437e-06,1.208688749594625e-06,5.050145442781303e-09,0.3011306988869383,7.172195849010072e-12,0.04999974143930906,0.000472398362863091,9999.698860732598
3.31,2.828376824827847,2.3282881346251075e-06,1.2120251033019155e-06,5.0780614568477334e-09,0.30293614180698314,4.7336788618229024e-12,0.049999740725722316,0.0004731305693066003,9999.697055235722
3.3200000000000003,2.8361549904592582,2.3254664510561655e-06,1.2153589903304785e-06,5.106033704894058e-09,0.3047465716264237,2.2055436308566762e-12,0.049999740012662455,0.00047386045585314987,9999.695244751787
3.33,2.8439274092753104,2.3226536837071082e-06,1.2186904133976495e-06,5.134062036218499e-09,0.3065619849316363,-3.377016591764592e-13,0.04999973930012903,0.0004745880327031338,9999.693429284209
3.34,2.851694086086112,2.3198497938903467e-06,1.2220193752758934e-06,5.1621463005796084e-09,0.3083823783146122,-2.8130156020074118e-12,0.049999738588121595,0.0004753133099235635,9999.691608836394
3.35,2.8594550256829008,2.3170547434333116e-06,1.225345878792804e-06,5.190286348196262e-09,0.3102077483729577,-5.1288235698098144e-12,0.04999973787663971,0.00047603629744806807,9999.68978341175
3.36,2.867210232838042,2.3142684946784546e-06,1.2286699268311025e-06,5.21848202974766e-09,0.31203809170989383,-7.1850177131996986e-12,0.04999973716568294,0.0004767570050768939,9999.687953013668
3.37,2.874959712305035,2.3114910104832476e-06,1.2319915223286405e-06,5.2467331963733316e-09,0.3138734049342566,-8.87295696123621e-12,0.049999736455250854,0.00047747544247690493,9999.686117645542
3.38,2.8827034688185043,2.3087222542201825e-06,1.2353106682783969e-06,5.275039699673126e-09,0.31571368466049665,-1.0075467021420893e-11,0.049999735745343006,0.00047819161918158257,9999.684277310756
3.39,2.8904415070942076,2.305962189776772e-06,1.2386273677284803e-06,5.303401391707223e-09,0.3175589275086798,-1.0666840379698256e-11,0.04999973503595897,0.00047890554459102566,9999.682432012694
3.4,2.89817383182903,2.303210781555549e-06,1.2419416237821274e-06,5.331818124996125e-09,0.31940913010448657,-1.0512836300455382e-11,0.04999973432709831,0.00047961722797195056,9999.680581754727
3.41,2.9059004489208693,2.300467943211223e-06,1.2452534276708167e-06,5.360289717919987e-09,0.32126428874334617,-1.0582490492326976e-11,0.04999973361876049,0.000480326691225642,9999.678726540558
3.42,2.913621364343852,2.2977335849171104e-06,1.248562769751343e-06,5.3888159866218404e-09,0.32312439970011897,-1.1922981328616945e-11,0.04999973291094496,0.00048103395711538235,9999.676866373917
3.43,2.9213365811614573,2.295007738882301e-06,1.2518696687088257e-06,5.417396829727426e-09,0.3249894600514652,-1.2937361763895022e-11,0.04999973220365144,0.0004817390180041,9999.675001257723
3.44,2.929046104103659,2.292290367007001e-06,1.2551741268055197e-06,5.4460320985190745e-09,0.3268594664156324,-1.3556209576844651e-11,0.04999973149687949,0.0004824418837613327,9999.673131195363
3.45,2.936749937886489,2.2895814314994557e-06,1.258476146310653e-06,5.474721644599745e-09,0.32873441541512755,-1.3706058388444312e-11,0.04999973079062868,0.00048314256417478766,9999.67125619021
3.46,2.9444480872120318,2.286880894875952e-06,1.2617757295004252e-06,5.5034653198930105e-09,0.33061430367671574,-1.3309397661967294e-11,0.04999973008489858,0.000483841068950342,9999.669376245638
3.47,2.9521405567684287,2.2841887199608165e-06,1.2650728786580093e-06,5.532262976643074e-09,0.3324991278314213,-1.2284672702981687e-11,0.04999972937968876,0.0004845374077120422,9999.667491365017
3.48,2.959827351229875,2.281504869886417e-06,1.2683675960735502e-06,5.561114467414751e-09,0.33438888451452714,-1.0546284659350619e-11,0.049999728674998786,0.00048523159000210433,9999.665601551713
3.49,2.9675084752566225,2.278829308093161e-06,1.2716598840441656e-06,5.590019645093484e-09,0.33628357036557505,-8.004590521231819e-12,0.04999972797082823,0.00048592362528091426,9999.663706809084
3.5,2.975183933494977,2.2761619983294974e-06,1.2749497448739452e-06,5.6189783628853335e-09,0.3381831820283653,-4.565903121078265e-12,0.04999972726717668,0.00048661352292702725,9999.661807140488
3.5100000000000002,2.9828537305773004,2.2735029046519145e-06,1.278237180873952e-06,5.647990474316984e-09,0.3400877161509574,-1.324911336372776e-13,0.04999972656404369,0.00048730129223716826,9999.659902549278
3.52,2.9905178711220093,2.2708519914249426e-06,1.2815221943622207e-06,5.677055833235737e-09,0.34199716938566915,5.397420924048253e-12,0.04999972586142885,0.0004879869424262317,9999.6579930388
3.5300000000000002,2.9981763597335758,2.268209223321151e-06,1.2848047876637592e-06,5.70617429380952e-09,0.3439115383890775,1.2129652692641464e-11,0.04999972515933172,0.0004886704826272817,9999.656078612397
3.54,3.0058292010025265,2.2655745653211508e-06,1.2880849631105469e-06,5.7353457105268774e-09,0.34583081982201797,2.017406797050953e-11,0.0499997244577519,0.0004893519218915522,9999.65415927341
3.5500000000000003,3.013476401969422,2.2629478533362537e-06,1.2913626999073569e-06,5.764569822423952e-09,0.3477550096723343,2.3934228766001836e-11,0.049999723756688735,0.0004900313003167241,9999.652235025851
3.56,3.021117965542085,2.260329139853357e-06,1.2946380159370978e-06,5.7938465623840414e-09,0.34968410506422304,2.7363172532473956e-11,0.04999972305614196,0.0004907086058845264,9999.650305872594
3.5700000000000003,3.0287538962387983,2.257718392373934e-06,1.2979109138381833e-06,5.823175787286396e-09,0.35161810267965476,3.065337112976391e-11,0.04999972235611115,0.0004913838470165245,9999.64837181696
3.58,3.0363841986794355,2.255115572641025e-06,1.301181395171243e-06,5.852557348902315e-09,0.3535569991731022,3.3733583795522016e-11,0.04999972165659589,0.0004920570335120509,9999.646432862293
3.59,3.0440088774736904,2.2525206425079883e-06,1.304449461468524e-06,5.8819910991467895e-09,0.3555007912022622,3.65278869679152e-11,0.049999720957595764,0.0004927281751361806,9999.644489011935
3.6,3.0516279372210793,2.2499335639384974e-06,1.3077151142338897e-06,5.9114768900784986e-09,0.35744947542805533,3.89556742856264e-11,0.049999720259110335,0.0004933972816197304,9999.642540269226
3.61,3.0592413825109372,2.2473542990065435e-06,1.3109783549428219e-06,5.941014573899808e-09,0.3594030485146257,4.0931656587854405e-11,0.04999971956113919,0.0004940643626592587,9999.640586637503
3.62,3.0668492179224214,2.2447828098964343e-06,1.3142391850424186e-06,5.970604002956775e-09,0.3613615071293414,4.236586191431448e-11,0.0499997188636819,0.000494729427917067,9999.638628120096
3.63,3.0744514480245093,2.242219058902795e-06,1.3174976059513952e-06,6.000245029739141e-09,0.363324847942794,4.316363550523772e-11,0.04999971816673805,0.0004953924870211977,9999.636664720336
3.64,3.0820480773759993,2.2396630084305676e-06,1.320753619060085e-06,6.029937506880342e-09,0.3652930676287992,4.322563980137153e-11,0.04999971747030723,0.000496053549565436,9999.63469644155
3.65,3.089639110525511,2.23711462099501e-06,1.3240072257304376e-06,6.059681287157496e-09,0.36726616286439606,4.2447854443979366e-11,0.04999971677438901,0.0004967126251093088,9999.63272328706
3.66,3.0972245520114843,2.2345738592216972e-06,1.3272584272960203e-06,6.089476223491416e-09,0.3692441303298477,4.0721576274840744e-11,0.049999716078982986,0.0004973697231780851,9999.630745260187
3.67,3.1048044063621796,2.2320406858465223e-06,1.3305072250620169e-06,6.119322168946597e-09,0.37122696670864075,3.7933419336251505e-11,0.049999715384088726,0.0004980248532627762,9999.628762364246
3.68,3.1123786785604666,2.2295151294972716e-06,1.3337536354694383e-06,6.14921902969558e-09,0.3732146685781336,3.572573288807194e-11,0.049999714689705786,0.0004986780125047248,9999.62677460266
3.69,3.119947373278056,2.226997176314364e-06,1.3369976651111385e-06,6.17916667775686e-09,0.3752072325897208,3.459620265215116e-11,0.049999713995833736,0.000499329205986014,9999.62478197878
3.7,3.127510494658556,2.224486739246504e-06,1.3402393036537378e-06,6.2091649262731455e-09,0.37720465551987425,3.307615440730528e-11,0.04999971330247219,0.0004999784524778339,9999.622784495827
3.71,3.13506804722036,2.2219837858370558e-06,1.343478553295402e-06,6.239213632399157e-09,0.37920693405771744,3.115031748650601e-11,0.04999971260962073,0.0005006257605167371,9999.620782157113
3.72,3.142620035473076,2.219488283936651e-06,1.3467154162513172e-06,6.269312653591886e-09,0.38121406489527043,2.880400910577103e-11,0.04999971191727895,0.0005012711385681463,9999.618774965946
3.73,3.1501664639175213,2.217000201703188e-06,1.349949894753687e-06,6.29946184761058e-09,0.3832260447274493,2.6023134364164685e-11,0.049999711225446435,0.0005019145950263535,9999.616762925632
3.74,3.157707337045729,2.2145195076018303e-06,1.3531819910517345e-06,6.329661072516756e-09,0.3852428702520669,2.2794186243797106e-11,0.04999971053412278,0.0005025561382145208,9999.614746039471
3.75,3.165242659340941,2.2120461704050094e-06,1.356411707411701e-06,6.359910186674189e-09,0.3872645381698319,1.910424560982523e-11,0.04999970984330755,0.00050319577638468,9999.612724310766
3.7600000000000002,3.172772435277615,2.209580159192423e-06,1.3596390461168472e-06,6.390209048748924e-09,0.38929104518435,1.494098121045164e-11,0.04999970915300036,0.0005038335177177326,9999.61069774281
3.77,3.180296669321418,2.2071214433510354e-06,1.3628640094674515e-06,6.420557517709263e-09,0.39132238800212243,1.0292649676925891e-11,0.04999970846320078,0.0005044693703234499,9999.608666338898
3.7800000000000002,3.1878153659292323,2.2046699925750767e-06,1.3660865997808125e-06,6.450955452825778e-09,0.3933585633325476,5.1480955235429986e-12,0.04999970777390842,0.0005051033422404731,9999.60663010232
3.79,3.1953285295491503,2.2022257768660444e-06,1.3693068193912462e-06,6.481402713671298e-09,0.3953995678879196,-5.032488523548617e-13,0.04999970708512286,0.0005057354414363128,9999.604589036366
3.8000000000000003,3.2028361646204786,2.1997887665327026e-06,1.3725246706500884e-06,6.511899160120923e-09,0.3974453983834293,-6.671363170380229e-12,0.04999970639684369,0.0005063656758073499,9999.602543144318
3.81,3.2103382755811345,2.197358934391677e-06,1.3757401551200992e-06,6.542444662400813e-09,0.39949605153830414,-1.309094992887545e-11,0.04999970570907051,0.0005069940525075168,9999.60049242946
3.8200000000000003,3.217834866945932,2.1949362790463682e-06,1.3789532650535323e-06,6.573039207389046e-09,0.4015515240878737,-1.631564531578266e-11,0.0499997050218029,0.0005076205708467915,9999.598436895052
3.83,3.2253259430509433,2.1925207488685383e-06,1.3821640112209188e-06,6.6036825514850536e-09,0.4036118127441704,-1.920701432838299e-11,0.04999970433504046,0.0005082452454815109,9999.596376544388
3.84,3.2328115083025826,2.190112316067428e-06,1.3853723957958792e-06,6.634374558838915e-09,0.4056769142343184,-2.1688876405852832e-11,0.04999970364878279,0.0005088680838187134,9999.594311380737
3.85,3.2402915670985615,2.187710953185186e-06,1.388578420959666e-06,6.665115094020068e-09,0.4077468252883515,-2.3681262240786542e-11,0.049999702963029496,0.0005094890931864838,9999.59224140737
3.86,3.24776612382789,2.185316633096872e-06,1.3917820889011626e-06,6.695904022017309e-09,0.4098215426392129,-2.5100413779196142e-11,0.04999970227778015,0.0005101082808339547,9999.590166627555
3.87,3.2552351828708774,2.182929329010454e-06,1.3949834018168843e-06,6.726741208238793e-09,0.41190106302275575,-2.585878422051202e-11,0.04999970159303438,0.0005107256539313057,9999.588087044556
3.88,3.2626987485991306,2.1805490144668094e-06,1.3981823619109775e-06,6.757626518512033e-09,0.41398538317774264,-2.58650380175824e-11,0.04999970090879176,0.0005113412195697631,9999.586002661634
3.89,3.2701568253755573,2.178175663339725e-06,1.4013789713952202e-06,6.788559819083905e-09,0.41607449984584594,-2.5024050876673572e-11,0.0499997002250519,0.0005119549847616007,9999.583913482047
3.9,3.277609417554361,2.1758092498358983e-06,1.4045732324890217e-06,6.819540976620638e-09,0.41816840977164743,-2.3236909757469906e-11,0.0499996995418144,0.0005125669564401394,9999.58181950905
3.91,3.2850565294810457,2.1734497484949343e-06,1.4077651474194232e-06,6.850569858207826e-09,0.4202671097026389,-2.0400912873073583e-11,0.04999969885907886,0.0005131771414597472,9999.579720745898
3.92,3.2924981654924137,2.171097134189348e-06,1.4109547184210963e-06,6.8816463313504155e-09,0.42237059638922136,-1.640956969000519e-11,0.04999969817684488,0.0005137855465958391,9999.577617195839
