t,M,Pt
6.26,2.12853928918192,2.021156366034638
6.2700000000000005,2.1265154665224517,2.0261072755425307
6.28,2.1244931583992313,2.031046947794545
6.29,2.1224723681472244,2.0359753798915508
6.3,2.120453099036733,2.040892569115134
6.3100000000000005,2.118435354274188,2.04579851292567
6.32,2.1164191370029153,2.0506932089604373
6.33,2.114404450303858,2.0555766550317838
6.34,2.112391297196274,2.0604488491253248
6.3500000000000005,2.110379680638389,2.065309789398191
6.36,2.1083696035280273,2.0701594741773173
6.37,2.106361068703197,2.0749979019577767
6.38,2.1043540789426474,2.0798250714011544
6.390000000000001,2.1023486369715836,2.084640981329045
6.4,2.1003447455327646,2.0894456306545726
6.41,2.09834240728206,2.09423901848034
6.42,2.096341624800935,2.099021144085538
6.43,2.0943424006184137,2.103792006904084
6.44,2.0923447372117443,2.10855160652295
6.45,2.090348637007052,2.1132999426805266
6.46,2.088354102379958,2.118037015265024
6.47,2.0863611356561784,2.1227628243129
6.48,2.084369739112098,2.127477370007328
6.49,2.0823799149753177,2.1321806526766958
6.5,2.080391665425183,2.1368726727931384
6.51,2.078404992593279,2.141553430971107
6.5200000000000005,2.07641989856391,2.146222927965968
6.53,2.0744363853745487,2.1508811646726382
6.54,2.0724544550209707,2.1555281421193273
6.55,2.07047410950565,2.1601638614159953
6.5600000000000005,2.0684953507620003,2.164788323832795
6.57,2.0665181806683393,2.1694015307845964
6.58,2.0645426010611816,2.174003483816215
6.59,2.0625686137357695,2.1785941846010175
6.6000000000000005,2.0605962204465778,2.1831736349395543
6.61,2.0586254229078063,2.1877418367582178
6.62,2.0566562227938503,2.1922987921079344
6.63,2.054688621739758,2.196844503162872
6.640000000000001,2.052722621341666,2.2013789722191843
6.65,2.050758223157219,2.205902201693775
6.66,2.0487954287059735,2.210414194123095
6.67,2.04683423946978,2.2149149521619593
6.68,2.044874656893149,2.2194044785823976
6.69,2.0429166823907954,2.2238827762642708
6.7,2.040960317401634,2.2283498481325754
6.71,2.0390055632912945,2.232805697268622
6.72,2.037052421377524,2.237250326880173
6.73,2.0351008929441,2.241683740284776
6.74,2.0331509792411815,2.246105940908662
6.75,2.0312026814856448,2.25051693228568
6.76,2.0292560008614045,2.254916718056245
6.7700000000000005,2.0273109385197174,2.259305301966314
6.78,2.0253674955794723,2.26368268786639
6.79,2.023425673127462,2.268048879710545
6.8,2.0214854722186413,2.272403881555473
6.8100000000000005,2.01954689387637,2.27674769755956
6.82,2.0176099390926363,2.281080331981988
6.83,2.0156746088282707,2.2854017891818543
6.84,2.0137409040131375,2.2897120736173235
6.8500000000000005,2.011808825546316,2.294011189844796
6.86,2.009878374296263,2.2982991425181076
6.87,2.0079495511009604,2.302575936387749
6.88,2.0060223567680477,2.3068415763001147
6.890000000000001,2.0040967920749377,2.311096067196769
6.9,2.002172857772608,2.3153394141092916
6.91,2.0002505547299974,2.3195716219844527
6.92,1.998329883747322,2.323792695908915
6.93,1.9964108455315175,2.3280026411382972
6.94,1.994493440764317,2.3322014630144654
6.95,1.9925776701025133,2.336389166964658
6.96,1.9906635341782088,2.3405657585006368
6.97,1.9887510335990555,2.3447312432178484
6.98,1.9868401689484856,2.34888562679461
6.99,1.9849309407859306,2.3530289149913095
7.0,1.9830233496470302,2.357161113649625
7.01,1.9811173960438315,2.3612822286917616
7.0200000000000005,1.9792130804649761,2.3653922661197093
7.03,1.9773104033758795,2.3694912320145125
7.04,1.9754093652188978,2.3735791325355664
7.05,1.9735099664134839,2.3776559739199232
7.0600000000000005,1.9716122073563356,2.381721762481622
7.07,1.9697160884215317,2.385776504611033
7.08,1.9678216099606565,2.389820206774224
7.09,1.9659287723029164,2.3938528755123394
7.1000000000000005,1.9640375757552453,2.397874517441005
7.11,1.9621480206023985,2.4018851392497402
7.12,1.9602601071740708,2.4058847476119873
7.13,1.9583738358093459,2.4098733492320816
7.140000000000001,1.956489206758257,2.413850950976111
7.15,1.9546062202517673,2.417817559778135
7.16,1.9527248765021032,2.4217731826393045
7.17,1.950845175702946,2.4257178266271793
7.18,1.9489671180296113,2.4296514988750597
7.19,1.9470907036392247,2.4335742065813317
7.2,1.9452159326708889,2.4374859570088274
7.21,1.943342805245844,2.4413867574841963
7.22,1.9414713214676214,2.4452766153972925
7.23,1.9396014814221898,2.4491555382005745
7.24,1.9377332851780957,2.4530235334085178
7.25,1.9358667327865948,2.456880608597042
7.26,1.9340018242817785,2.460726771402952
7.2700000000000005,1.9321385596806913,2.464562029523391
7.28,1.9302769389834435,2.4683863907153087
7.29,1.9284169621733158,2.4721998627949415
7.3,1.926558629216855,2.476002453637308
7.3100000000000005,1.9247019400639673,2.479794171175718
7.32,1.9228468946479995,2.483575023401291
7.33,1.920993492911379,2.48734501832403
7.34,1.9191417348320852,2.4911041639326372
7.3500000000000005,1.9172916203181376,2.4948524683529447
7.36,1.9154431492597994,2.4985899397690203
7.37,1.91359632153316,2.5023165864174373
7.38,1.9117511370002818,2.506032416586721
7.390000000000001,1.9099075955093403,2.509737438616803
7.4,1.908065696894762,2.5134316608984903
7.41,1.9062254409773551,2.5171150918729386
7.42,1.904386827564436,2.5207877400311434
7.43,1.9025498564499526,2.524449613913432
7.44,1.900714527414601,2.5281007221089737
7.45,1.8988808402259392,2.531741073255296
7.46,1.8970487946384942,2.5353706760378096
7.47,1.8952183903938662,2.53898953918935
7.48,1.8933896272208264,2.5425976714897205
7.49,1.891562504835412,2.5461950817652523
7.5,1.889737022941015,2.5497817788883705
7.51,1.8879131812284662,2.553357771777174
7.5200000000000005,1.8860909793761151,2.55692306939502
7.53,1.884270417049907,2.5604776807501253
7.54,1.8824514939109072,2.564021614882745
7.55,1.8806342096504476,2.567554880806342
7.5600000000000005,1.8788185639175703,2.571077487628215
7.57,1.8770045563431836,2.5745894445089803
7.58,1.8751921865473924,2.578090760650093
7.59,1.8733814541396103,2.5815814452933945
7.6000000000000005,1.8715723587186697,2.5850615077206687
7.61,1.8697648998729275,2.588530957253206
7.62,1.8679590771803676,2.5919898032513786
7.63,1.8661548902087,2.595438055114218
7.640000000000001,1.8643523385154577,2.5988757222790047
7.65,1.8625514216480896,2.6023028142208595
7.66,1.8607521391440494,2.6057193404523518
7.67,1.8589544905308824,2.6091253105231074
7.68,1.857158475326308,2.6125207340194283
7.69,1.8553640930383009,2.615905620563918
7.7,1.8535713431651661,2.619279979815116
7.71,1.8517802251956132,2.622643821467139
7.72,1.849990738608826,2.625997155249331
7.73,1.8482028828745285,2.629339990925921
7.74,1.8464166574530503,2.632672338295686
7.75,1.8446320617968015,2.6359942071890323
7.76,1.8428490953773773,2.6393056074182155
7.7700000000000005,1.8410677576456105,2.6426065488501806
7.78,1.839288048033926,2.645897041402043
7.79,1.8375099659664778,2.6491770950223414
7.8,1.835733510859236,2.6524467196906683
7.8100000000000005,1.8339586821200742,2.655705925417305
7.82,1.8321854791488492,2.6589547222428678
7.83,1.8304139013374845,2.6621931202379545
7.84,1.8286439480700463,2.6654211295028016
7.8500000000000005,1.8268756187228208,2.6686387601669437
7.86,1.825108912664388,2.671846022388881
7.87,1.8233438292556918,2.675042926355751
7.88,1.8215803678501103,2.6782294822830113
7.890000000000001,1.8198185277935217,2.681405700414118
7.9,1.8180583084243696,2.6845715910202226
7.91,1.8162997090737238,2.6877271643998633
7.92,1.8145427290653422,2.690872430878673
7.930000000000001,1.8127873677157258,2.6940074008090824
7.94,1.8110336243341763,2.697132084570038
7.95,1.8092814982228476,2.7002464925667216
7.96,1.8075309886768147,2.7033506352302403
7.97,1.8057820949993102,2.7064445229867786
7.98,1.8040348164883921,2.709528166284275
7.99,1.8022891524241502,2.712601575618008
8.0,1.80054510208033,2.7156647615070306
8.01,1.7988026647244022,2.7187177344938616
8.02,1.797061839617629,2.721760505144191
8.03,1.7953226260151294,2.7247930840465835
8.040000000000001,1.7935850231659427,2.727815481812192
8.05,1.7918490303130912,2.730827709074468
8.06,1.790114646693639,2.7338297764888893
8.07,1.788381871538752,2.7368216947326762
8.08,1.7866507040737538,2.739803474504527
8.09,1.7849211435181818,2.7427751265243487
8.1,1.7831931890858401,2.745736661532997
8.11,1.7814668399848528,2.748688090292018
8.120000000000001,1.7797420954177123,2.751629423583397
8.13,1.7780189545813303,2.75456067220931
8.14,1.7762974166670835,2.757481846991883
8.15,1.7745774808608588,2.76039295877295
8.16,1.7728591463430976,2.763294018413822
8.17,1.7711424122888384,2.766185036795058
8.18,1.7694272778778404,2.7690660247941
8.19,1.7677137422971485,2.7719369932795157
8.2,1.7660018047110553,2.7747979531767966
8.21,1.7642914642783882,2.7776489154302815
8.22,1.7625827201531012,2.7804898910017246
8.23,1.7608755714843185,2.7833208908700673
8.24,1.7591700174163791,2.7861419260312137
8.25,1.7574660570888787,2.788953007497807
8.26,1.755763689636711,2.791754146299014
8.27,1.7540629141901056,2.7945453534803124
8.28,1.7523637298746673,2.7973266401032806
8.290000000000001,1.7506661358114115,2.8000980172453964
8.3,1.7489701311168004,2.802859495999831
8.31,1.747275714902775,2.8056110874752602
8.32,1.745582886276787,2.808352802795665
8.33,1.743891644341832,2.8110846531001497
8.34,1.7422019881964756,2.813806649542754
8.35,1.740513916934883,2.8165188032922766
8.36,1.738827429646845,2.8192211255320974
8.370000000000001,1.7371425254178015,2.821913627460008
8.38,1.7354592033288678,2.8245963202880433
8.39,1.733777462456854,2.8272692152423198
8.4,1.7320973018742858,2.829932323562877
8.41,1.7304187206494253,2.8325856565035217
8.42,1.7287417178462867,2.8352292253316786
8.43,1.7270662925246536,2.8378630413282444
8.44,1.725392443740094,2.8404871157874445
8.45,1.7237201705439722,2.8431014600166966
8.46,1.7220494719834625,2.8457060853364764
8.47,1.7203803471233812,2.848301003030027
8.48,1.7187127950578902,2.8508862243163553
8.49,1.7170468148346303,2.85346176052451
8.5,1.715382405496024,2.856027622998542
8.51,1.7137195660811588,2.858583823093075
8.52,1.7120582956258212,2.861130372173126
8.53,1.7103985931625285,2.8636672816139286
8.540000000000001,1.7087404577205618,2.866194562800762
8.55,1.7070838883259976,2.8687122271287793
8.56,1.7054288840017358,2.871220286002841
8.57,1.7037754437675305,2.873718750837353
8.58,1.7021235666400176,2.876207633056102
8.59,1.700473251632742,2.878686944092102
8.6,1.6988244977561844,2.881156695387436
8.61,1.6971773040177853,2.883616898393107
8.620000000000001,1.6955316694219709,2.8860675645688874
8.63,1.6938875929701764,2.8885087053831726
8.64,1.6922450736608676,2.890940332312842
8.65,1.6906041104895626,2.893362456843116
8.66,1.6889647024488532,2.8957750904674193
8.67,1.687326848528424,2.8981782446872497
8.68,1.6856905477150719,2.900571931012045
8.69,1.6840557989927225,2.902956160959057
8.700000000000001,1.6824226013424475,2.9053309460532266
8.71,1.6807909537424826,2.9076962978270617
8.72,1.6791608551682387,2.9100522278205196
8.73,1.6775323045923192,2.9123987475808906
8.74,1.6759053009845315,2.914735868662686
8.75,1.6742798433118993,2.9170636026275294
8.76,1.6726559305505853,2.9193819610137712
8.77,1.6710335616961343,2.9216909553103743
8.78,1.6694127357154955,2.9239905970787934
8.790000000000001,1.6677934515718427,2.926280897889809
8.8,1.666175708226107,2.928561869319556
8.81,1.6645595046369994,2.930833522949389
8.82,1.662944839761037,2.9330958703657424
8.83,1.6613317125525662,2.9353489231599994
8.84,1.6597201219637856,2.9375926929283604
8.85,1.6581100669447681,2.9398271912717124
8.86,1.6565015464434836,2.9420524297955026
8.870000000000001,1.6548945594058184,2.9442684201096143
8.88,1.653289104775598,2.9464751738282438
8.89,1.6516851814946047,2.9486727025697808
8.9,1.6500827885025977,2.95086101795669
8.91,1.648481924737332,2.9530401316153956
8.92,1.6468825891345755,2.9552100551761686
8.93,1.6452847806281268,2.9573708002730137
8.94,1.6436884981498319,2.959522378543563
8.950000000000001,1.6420937406295988,2.961664801628968
8.96,1.640500506995416,2.963798081173793
8.97,1.6389087961733626,2.9659222288259195
8.98,1.6373186070876269,2.9680372562364385
8.99,1.6357299386605164,2.970143175059558
9.0,1.6341427898124723,2.9722399969525064
9.01,1.6325571594620814,2.974327733575439
9.02,1.6309730465260868,2.9764063965913468
9.03,1.6293904499193999,2.97847599766597
9.040000000000001,1.627809368555109,2.9805365484677084
9.05,1.6262298013518668,2.9825880606468
9.06,1.624651747242953,2.9846305458097686
9.07,1.6230752051419963,2.986664015615766
9.08,1.6215001739598203,2.9886884817291484
9.09,1.619926652605806,2.990703955815578
9.1,1.618354639987912,2.9927104495419226
9.11,1.6167841350126932,2.994707974576141
9.120000000000001,1.6152151365853182,2.996696542587184
9.13,1.613647643609588,2.998676165244886
9.14,1.6120816549879526,3.000646854219866
9.15,1.6105171696215284,3.002608621183428
9.16,1.6089541864101133,3.004561477807461
9.17,1.6073927042522054,3.0065054357643417
9.18,1.6058327220450153,3.008440506726841
9.19,1.604274238684484,3.0103667023680307
9.200000000000001,1.602717253065295,3.0122840343611896
9.21,1.6011617640808922,3.0141925143797152
9.22,1.5996077706234892,3.016092154097035
9.23,1.5980552715840866,3.01798296518652
9.24,1.5965042658524824,3.019864959321399
9.25,1.5949547523172862,3.0217381481746743
9.26,1.5934067298659298,3.0236025434190434
9.27,1.5918601973846802,3.025458156726815
9.28,1.5903151537586502,3.027304999769833
9.290000000000001,1.5887715978718089,3.0291430842193994
9.3,1.5872295286069928,3.030972421746198
9.31,1.585688944845915,3.032793024020223
9.32,1.5841498454691756,3.034604902710706
9.33,1.582612229356269,3.036408069486047
9.34,1.5810760953897627,3.038202536000832
9.35,1.57954144246219,3.0399883138744372
9.36,1.5780082694537572,3.0417654147600484
9.370000000000001,1.576476575242734,3.0435338503124316
9.38,1.5749463587065389,3.045293632184532
9.39,1.5734176187217528,3.04704477202739
9.4,1.5718903541641336,3.0487872814900574
9.41,1.5703645639086299,3.0505211722195136
9.42,1.568840246829395,3.0522464558605873
9.43,1.5673174017997997,3.053963144055874
9.44,1.5657960276924454,3.0556712484456594
9.450000000000001,1.5642761233791769,3.0573707806678416
9.46,1.5627576877310945,3.0590617523578545
9.47,1.561240719618566,3.0607441751485944
9.48,1.559725217911239,3.0624180606703457
9.49,1.5582111814780515,3.0640834205507086
9.5,1.5566986091872437,3.065740266414529
9.51,1.5551874999063684,3.067388609883828
9.52,1.553677852502302,3.0690284625777355
9.53,1.5521696658412543,3.0706598361124198
9.540000000000001,1.5506629387887783,3.072282742101025
9.55,1.5491576702097807,3.0738971921536034
9.56,1.5476538589685302,3.0755031978770564
9.57,1.5461515039286668,3.0771007708750684
9.58,1.544650603953211,3.0786899227480475
9.59,1.5431511579045718,3.080270665093068
9.6,1.5416531646445542,3.0818430095038085
9.61,1.5401566230343682,3.0834069675704985
9.620000000000001,1.5386615319346357,3.08496255087986
9.63,1.5371678902078887,3.0865097710066856
9.64,1.5356756967239134,3.088048639495853
9.65,1.5341849503444434,3.0895791679137217
9.66,1.5326956499299045,3.0911013678254444
9.67,1.5312077943403122,3.092615250791922
9.68,1.529721382435281,3.0941208283697414
9.69,1.528236413074037,3.095618112111109
9.700000000000001,1.5267528851154262,3.0971071135637867
9.71,1.5252707974179278,3.098587844271027
9.72,1.5237901488396624,3.1000603157715148
9.73,1.522310938238402,3.1015245395993003
9.74,1.5208331644715811,3.102980527283744
9.75,1.5193568263963053,3.104428290349454
9.76,1.5178819228693605,3.105867840316229
9.77,1.5164084527472228,3.1072991886990007
9.78,1.5149364148860671,3.108722347007776
9.790000000000001,1.513465808141775,3.110137326747585
9.8,1.5119966313699449,3.1115441394184207
9.81,1.5105288834258992,3.112942796515191
9.82,1.509062563164692,3.1143333095276646
9.83,1.5075976694411177,3.1157156899404166
9.84,1.5061342011097194,3.117089949232781
9.85,1.5046721570247936,3.1184560988788004
9.86,1.503211536040401,3.1198141503471764
9.870000000000001,1.5017523370103698,3.121164115101223
9.88,1.500294558788306,3.1225060045988178
9.89,1.4988382002275975,3.1238398302923582
9.9,1.497383260181421,3.125165603628717
9.91,1.4959297375027487,3.1264833360491973
9.92,1.4944776310458547,3.1277930389839845
9.93,1.4930269396703997,3.1290947238371487
9.94,1.4915776622308325,3.130388402025488
9.950000000000001,1.4901297975807857,3.131674084962391
9.96,1.488683344573813,3.13295178405511
9.97,1.487238302063397,3.134221510704712
9.98,1.485794668902958,3.135483276306029
9.99,1.4843524439458622,3.1367370922476043
