t,F,D,B,R,C
2.83,0.5021942643782167,0.4322804819266313,0.06552525369511528,1921.0490496990644,213.1949503009313
2.84,0.5130301353605085,0.4276267800308792,0.059343084608575555,1920.3876031587617,213.92439684123383
2.85,0.5237427906819146,0.42251301915165806,0.05374419016639059,1919.7357857718348,214.6442142281608
2.86,0.5343214807631042,0.41700497916529344,0.048673540071565644,1919.0927030685418,215.35529693145378
2.87,0.5447570264775178,0.4111616791148189,0.04408129440762655,1918.4575453192085,216.05845468078704
2.88,0.5550416584723394,0.40503602363680447,0.03992231789081925,1917.8295795576594,216.75442044233617
2.89,0.5651688692576434,0.39867539882897585,0.036155731913343994,1917.20814222732,217.4438577726757
2.9,0.5751332816566583,0.3921222034127682,0.03274451493053672,1916.5926326310475,218.12736736894806
2.91,0.5849305295063686,0.38541433137828074,0.029655139115314047,1915.9825069785945,218.8054930214012
2.92,0.5945571487067622,0.3785856136058812,0.026857237687319957,1915.3772729395585,219.4787270604372
2.93,0.6040104831249057,0.37166620071394774,0.024323316161109918,1914.7764849241535,220.14751507584234
2.94,0.613288591613075,0.36468294126117295,0.022028467125715344,1914.179739415139,220.8122605848566
2.95,0.6223901700857033,0.35765970037181577,0.019950129542444274,1913.5866710363237,221.47332896367212
2.96,0.6313144842133307,0.3506176363013018,0.018067879485330833,1912.996949142795,222.13105085720073
2.97,0.6400612994024459,0.3435754874226977,0.016363213174819632,1912.4102742716454,222.78572572835031
2.98,0.6486308273597925,0.3365497936559351,0.014819378984235734,1911.8263754109764,223.43762458901944
2.99,0.657023670098519,0.3295551277158757,0.013421202185568594,1911.245007137029,224.08699286296687
3.0,0.6652407745435123,0.32260428437684097,0.012154941079610106,1910.665947274664,224.73405272533182
3.0100000000000002,0.6732833887608637,0.31570846309799705,0.011008148141102661,1910.0889946341927,225.37900536580318
3.02,0.6811530253968248,0.3088774220276427,0.009969552575495913,1909.5139671008303,226.02203289916537
3.0300000000000002,0.6888514263059369,0.3021196270811478,0.009028946612878636,1908.940699784397,226.66330021559875
3.04,0.6963805316405435,0.2954423832228456,0.008177085136574298,1908.3690433882614,227.30295661173446
3.0500000000000003,0.7037424520822245,0.2888519531531264,0.007405594764612366,1907.798862730779,227.94113726921677
3.06,0.7109394444093527,0.2823536626370135,0.006706892953597121,1907.230035431517,228.57796456847876
3.0700000000000003,0.7179738886063102,0.2759519995430865,0.0060741118505665435,1906.662450674236,229.21354932575974
3.08,0.7248482683679158,0.2696506993031502,0.005501032328897249,1906.0960081363226,229.84799186367312
3.09,0.7315651528052932,0.2634528254312125,0.004982021763457568,1905.5306169787623,230.48138302123354
3.1,0.7381271804926703,0.25736084062053693,0.0045119788867560235,1904.966194952002,231.1138050479937
3.11,0.7445370450366622,0.25137667164798505,0.004086283315316033,1904.4026675772,231.74533242279594
3.12,0.7507974826683752,0.245501766118139,0.0037007512134491155,1903.8399674276675,232.37603257232837
3.13,0.7569112605714082,0.2397371461177374,0.003351593310817705,1903.2780334485285,233.00596655146748
3.14,0.76288116684019,0.2340834552642703,0.0030353778955030273,1902.7168103573695,233.6351896426266
3.15,0.7687100012909605,0.22854100221679668,0.0027489964922061978,1902.1562480881448,234.26375191185116
3.16,0.7744005679059502,0.22310979757470187,0.00248963451931111,1901.5963013167932,234.89169868320275
3.17,0.7799556674697614,0.21778958984036734,0.0022547426898344557,1901.0369289978837,235.5190710021124
3.18,0.7853780913697427,0.212579896651792,0.0020420119784285958,1900.478093959948,236.14590604004815
3.19,0.7906706165578314,0.2074800312313718,0.0018493522107600397,1899.9197625592624,236.7722374407338
3.2,0.7958360000880728,0.2024891303983277,0.0016748695135628193,1899.3619043151157,237.39809568488042
3.21,0.8008769753355464,0.1976061757540993,0.0015168489103176163,1898.8044916287129,238.02350837128319
3.22,0.8057962483324066,0.19283001427537147,0.0013737373921852564,1898.2474995096222,238.64850049037383
3.23,0.8105964943741854,0.18815937769852353,0.0012441279272543647,1897.6909053173931,239.27309468260296
3.24,0.81528035580298,0.183592897084477,0.0011267471125062892,1897.134688562415,239.89731143758087
3.25,0.819850439029141,0.17912912030220907,0.0010204406686132254,1896.5788306715199,240.5211693284762
3.2600000000000002,0.8243093132972524,0.17476652242011342,0.0009241642825973748,1896.0233148404984,241.14468515949753
3.27,0.828659508336055,0.17050352044575928,0.0008369712181490099,1895.468125834006,241.76787416599
3.2800000000000002,0.8329035135682981,0.16633848170030013,0.0007580047313649751,1894.9132498634647,242.3907501365313
3.29,0.8370437765480631,0.16226973518804455,0.0006864882638555568,1894.3586744287732,243.01332557122294
3.3000000000000003,0.8410827025203541,0.15829557833529298,0.0006217191443161363,1893.8043882169766,243.63561178301947
3.31,0.8450226536198876,0.15441428507954066,0.0005630613005349347,1893.2503809848126,244.25761901518345
3.3200000000000003,0.8488659478810514,0.15062411461474537,0.0005099375041663499,1892.6966434336152,244.87935656638075
3.33,0.8526148596701402,0.14692331429217456,0.0004618260376483554,1892.1431671559437,245.50083284405233
3.34,0.8562716188821018,0.1433101274227475,0.0004182536951137791,1891.5899445226764,246.12205547731975
3.35,0.8598384112269586,0.13978279655448583,0.0003787922185187459,1891.0369686257984,246.7430313741977
3.36,0.8633173782484073,0.1363395677478282,0.0003430540037275566,1890.4842332093147,247.36376679068152
3.37,0.8667106171885509,0.13297869538449195,0.00031068742692018413,1889.9317325939687,247.98426740602747
3.38,0.8700201816511763,0.12969844361820893,0.00028137473057779784,1889.3794616434243,248.6045383565719
3.39,0.8732480814967668,0.12649709088269562,0.0002548276205005753,1888.8274156933678,249.22458430662843
3.4,0.8763962834387385,0.12337293142923154,0.00023078513199295151,1888.2755905173008,249.8444094826953
3.41,0.8794667114795081,0.12032427744355276,0.00020901107690220308,1887.7239822855242,250.46401771447196
3.42,0.882461247240073,0.11734946152096787,0.00018929123892215464,1887.1725875200202,251.08341247997595
3.43,0.885381730708207,0.11444683731414966,0.00017143197760630672,1886.6214030721496,251.70259692784634
3.44,0.8882299606001788,0.11161478166506396,0.00015525773472032436,1886.070426082557,252.32157391743888
3.45,0.8910076950249313,0.10885169552680281,0.00014060944822896884,1885.5196539557496,252.94034604424638
3.46,0.8937166521341052,0.10615600467900903,0.00012734318684880312,1884.969084338205,253.55891566179116
3.47,0.8963585106523327,0.10352616100929636,0.00011532833833390265,1884.418715089278,254.17728491071813
3.48,0.8989349107996928,0.1009606420385161,0.0001044471617540906,1883.8685442741346,254.79545572586156
3.49,0.9014474547284976,0.09845795229709078,9.459297437460694e-05,1883.3185701346013,255.41342986539487
3.5,0.9038977070937937,0.09601662419691066,8.566870925863389e-05,1882.7687910660127,256.0312089339834
3.5100000000000002,0.906287195998732,0.09363521765069818,7.75863505327533e-05,1882.2192056082706,256.6487943917257
3.52,0.9086174136046726,0.09131231988834058,7.026650694974785e-05,1881.6698124389845,257.26618756101175
3.5300000000000002,0.91088981681923,0.08904654567804621,6.363750268682703e-05,1881.1206103589093,257.88338964108686
3.54,0.91310582795892,0.0868365384204212,5.763362062175135e-05,1880.5715982637926,258.5004017362035
3.5500000000000003,0.9152668355343697,0.08468096848471357,5.219598087962603e-05,1880.0227751585037,259.1172248414926
3.56,0.9173741949350371,0.08257853353501299,4.7271529912800945e-05,1879.4741401408387,259.7338598591574
3.5700000000000003,0.9194292290807725,0.08052795939416876,4.281152502176735e-05,1878.9256923772302,260.3503076227662
3.58,0.9214332290830305,0.07852799859125918,3.8772325673364864e-05,1878.3774311155028,260.96656888449365
3.59,0.9233874549576109,0.07657743064563464,3.511439671756099e-05,1877.8293556689027,261.5826443310936
3.6,0.9252931369795278,0.07467506200701307,3.180101342228079e-05,1877.2814653953678,262.19853460462855
3.61,0.9271514730942543,0.07281972591236735,2.880099334148655e-05,1876.733759741236,262.81424025876026
3.62,0.9289636358484937,0.07101028032723221,2.6083824237145642e-05,1876.1862381633769,263.4297618366195
3.63,0.9307307671632739,0.06924560999407899,2.362284261038388e-05,1875.6389001799728,264.04509982002344
3.64,0.9324539817739428,0.06752462409320768,2.139413281277269e-05,1875.0917453529723,264.6602546470238
3.65,0.9341343671189539,0.06584625715755404,1.9375723455219685e-05,1874.5447732752152,265.27522672478085
3.66,0.9357729833966434,0.06420946900747561,1.7547595844228788e-05,1873.9979835705687,265.8900164294274
3.67,0.9373708665036824,0.06261324191125961,1.5891585021266776e-05,1873.4513758924084,266.5046241075878
3.68,0.938929026571431,0.061056581940987974,1.4391487544268304e-05,1872.9049499253117,267.11905007468437
3.69,0.9404484465440376,0.05953852028973068,1.3033166194933194e-05,1872.358705386704,267.7332946132921
3.7,0.9419300867382601,0.05805810983906934,1.1803422633896879e-05,1871.8126420089188,268.34735799107733
3.71,0.9433748867208068,0.05661442382068139,1.0689458475052225e-05,1871.2667595306168,268.9612404693792
3.72,0.9447837590654353,0.05520656026710187,9.680667426074213e-06,1870.721057725324,269.57494227467214
3.73,0.9461575937283923,0.053833638772302746,8.767499268268524e-06,1870.1755363833424,270.18846361665396
3.74,0.9474972631900487,0.05249479649990234,7.940310012305081e-06,1869.630195293444,270.8018047065523
3.75,0.9488036148730218,0.05118919407067476,7.1910562667963135e-06,1869.0850342698475,271.4149657301488
3.7600000000000002,0.9500774739652339,0.049916013325461264,6.512709268241284e-06,1868.540053142887,272.02794685710916
3.77,0.9513196496473791,0.04867445211093269,5.898241651602525e-06,1867.9952517428817,272.6407482571145
3.7800000000000002,0.9525309289813506,0.04746372941353127,5.341605081553103e-06,1867.4506299157,273.2533700842964
3.79,0.9537120774523411,0.04628308490173824,4.837645884038778e-06,1866.9061875214172,273.8658124785791
3.8000000000000003,0.9548638448128198,0.045131773927909916,4.381259233663339e-06,1866.361924420878,274.4780755791183
3.81,0.9559869621032192,0.04400907008305839,3.967813685807326e-06,1865.8178404824378,275.0901595175586
3.8200000000000003,0.9570821396600716,0.04291426690488778,3.5934350039452204e-06,1865.2739355864712,275.702064413525
3.83,0.9581500716829464,0.0418466738460684,3.254470948550836e-06,1864.7302096168758,276.31379038312065
3.84,0.9591914371951356,0.040805615416140494,2.9473886873363755e-06,1864.1866624594415,276.9253375405547
3.85,0.9602068953947558,0.03979043533396558,2.6692712420697236e-06,1863.6432940097334,277.53670599026304
3.86,0.9611970888240853,0.03880049366385405,2.4175120240427092e-06,1863.1001041682412,278.1478958317552
3.87,0.9621626487352167,0.03783516188006352,2.1893846831034665e-06,1862.5570928335567,278.7589071664396
3.88,0.9631041859878862,0.03689383123936509,1.982772712155967e-06,1862.0142599139488,279.3697400860476
3.89,0.9640222967310985,0.03597590754017416,1.7957286907716133e-06,1861.4716053203704,279.980394679626
3.9,0.9649175657905833,0.03508080791103176,1.6262983483373325e-06,1860.9291289636742,280.59087103632214
3.91,0.9657905612063344,0.03420796595520815,1.4728384208111928e-06,1860.3868307596476,281.2011692403486
3.92,0.9666418359178598,0.033356830174844594,1.3339072590170087e-06,1859.8447106272797,281.8112893727166
3.93,0.9674719289605603,0.032526862854744217,1.2081846588301081e-06,1859.3027684874887,282.4212315125076
3.94,0.9682813660464239,0.031717539517730285,1.0944358092307435e-06,1858.761004262553,283.03099573744345
3.95,0.9690706602736127,0.0309283480885009,9.916378498881479e-07,1858.2194178781442,283.64058212185216
3.96,0.9698403125870843,0.030158788620541173,8.987923379362132e-07,1857.6780092603312,284.2499907396651
3.97,0.9705908123322631,0.029408372812596464,8.148551039265351e-07,1857.1367783344615,284.85922166553485
3.98,0.9713226378698328,0.028676623386911074,7.387432195924613e-07,1856.5957250252807,285.4682749747156
3.99,0.9720362571517976,0.027963073550358902,6.69297806836299e-07,1856.0548492563435,286.077150743653
4.0,0.9727321233492707,0.027267270817429152,6.058332635594458e-07,1855.514150958698,286.68584904129835
4.01,0.9734106754455573,0.02658877645635098,5.480980552243911e-07,1854.9736300702664,287.29436992972995
4.0200000000000005,0.9740723434943964,0.025927160822925892,4.956826411492188e-07,1854.433286526479,287.9027134735174
4.03,0.9747175463635546,0.02528200531845134,4.483179575060969e-07,1853.8931202649944,288.51087973500194
4.04,0.975346692842938,0.02465290144152176,4.057155037611981e-07,1853.3531312231842,289.1188687768123
4.05,0.9759601833274374,0.024039449371405022,3.6730112110882987e-07,1852.8133193339438,289.72668066605263
4.0600000000000005,0.9765584075469241,0.02344125977311257,3.326799267340573e-07,1852.2736845330069,290.33431546698944
4.07,0.9771417458266624,0.022857952725071767,3.0144822938043174e-07,1851.7342267559861,290.9417732440104
4.08,0.977710569175839,0.022289157623398205,2.732007263143784e-07,1851.194945938488,291.5490540615084
4.09,0.978265238056944,0.021734514255088926,2.476879305223772e-07,1850.6558420186077,292.1561579813888
4.1,0.9788061044913013,0.02119367090601453,2.2460264758441846e-07,1850.1169149335492,292.76308506644733
4.11,0.97933351192949,0.020666284455496592,2.0361497683685675e-07,1849.5781646201813,293.36983537981524
4.12,0.9798477953324867,0.02015202027369776,1.8439377902080985e-07,1849.0395910153754,293.97640898462106
4.13,0.980349281136987,0.019650552046694105,1.6681628234487716e-07,1848.5011940592663,294.58280594073034
4.14,0.9808382877099552,0.01916156149123537,1.507987729347291e-07,1847.962973692616,295.1890263073804
4.15,0.9813151256170073,0.01868473811148225,1.3627147397020566e-07,1847.424929856425,295.79507014357154
4.16,0.9817800977939202,0.018219778978834228,1.2322720903121858e-07,1846.8870624926865,296.4009375073102
4.17,0.98223349944772,0.017766388999664658,1.1155257887581135e-07,1846.3493715417633,297.00662845823354
4.18,0.9826756183332124,0.0173242806084935,1.0105825755390009e-07,1845.8118569428577,297.612143057139
4.19,0.9831067352377242,0.01689317314252531,9.161971396151047e-08,1845.274518636199,298.2174813637978
4.2,0.9835271240431599,0.01647279286304339,8.309376018427536e-08,1844.737356561745,298.82264343825176
4.21,0.9839370517561877,0.01606287288677976,7.535699608319358e-08,1844.2003706597823,299.4276293402144
4.22,0.9843367784805539,0.015663153160231702,6.835917792909682e-08,1843.663560871759,300.0324391282378
4.23,0.984726558052858,0.015273379941616943,6.200548853475591e-08,1843.1269271384474,300.6370728615494
4.24,0.9851066380583524,0.014893305742919525,5.619869163894545e-08,1842.5904694006022,301.24153059939465
4.25,0.985477259945559,0.01452268920140412,5.085300027293543e-08,1842.054187599175,301.8458124008217
4.26,0.9858386589179301,0.014161295126624882,4.595540850438221e-08,1841.5180816762652,302.4499183237314
4.2700000000000005,0.9861910644676137,0.01380889404278456,4.1489565153891785e-08,1840.9821515739397,303.05384842605696
4.28,0.9865347004592886,0.013465262084708647,3.7455966220886695e-08,1840.4463972345454,303.6576027654513
4.29,0.9868697852503563,0.013130180876579772,3.387302737869218e-08,1839.910818600726,304.2611813992708
4.3,0.9871965315094304,0.01280343780842525,3.068210780527394e-08,1839.3754156139514,304.8645843860454
4.3100000000000005,0.987515146667981,0.012484825503336664,2.782864577930414e-08,1838.8401882157739,305.46781178422304
4.32,0.9878258330958803,0.01217414163758565,2.5266497536836646e-08,1838.3051363478946,306.0708636521022
4.33,0.9881287881850452,0.011871188877516044,2.293740224302594e-08,1837.7702599518464,306.6737400481504
4.34,0.9884242042837432,0.011575774901786339,2.081443389340927e-08,1837.2355589696672,307.2764410303296
4.3500000000000005,0.9887122689025661,0.011287712210749274,1.8886648070738755e-08,1836.7010333436624,307.8789666563345
4.36,0.9889931650003686,0.011006817873175515,1.7126419385593272e-08,1836.1666830158974,308.48131698409946
4.37,0.9892670710353532,0.01073291345699485,1.550761544665713e-08,1835.6325079284802,309.08349207151673
4.38,0.9895341608804697,0.01046582510664078,1.4012852934330696e-08,1835.0985080236724,309.6854919763246
4.39,0.9897946038421425,0.010205383520462562,1.2637358402657248e-08,1834.5646832439488,310.28731675604814
4.4,0.9900485653098646,0.00995142331799957,1.1372099254847492e-08,1834.031033531738,310.88896646825873
4.41,0.9902962066391963,0.009703783148662673,1.0212104503773521e-08,1833.497558829551,311.4904411704458
4.42,0.9905376852751928,0.009462305567885443,9.156885175475189e-09,1832.9642590799858,312.0917409200111
4.43,0.9907731548808352,0.009226836908437881,8.210690348953519e-09,1832.431134225733,312.69286577426385
4.44,0.991002765465238,0.00899722715196822,7.3827571755283324e-09,1831.898184209579,313.29381579041774
4.45,0.9912266625503611,0.008773330788097767,6.661504619090666e-09,1831.3654089740082,313.8945910259887
4.46,0.991444987648727,0.008555006326981347,6.024255084390397e-09,1830.8328084613513,314.49519153864543
4.47,0.9916578794142061,0.008342115120561279,5.465195960409396e-09,1830.3003826142194,315.0956173857773
4.48,0.9918654731213,0.0081345219006194,4.9780439727171316e-09,1829.7681313752344,315.69586862476245
4.49,0.9920679007740716,0.00793209467011909,4.55577278278199e-09,1829.2360546870254,316.29594531297147
4.5,0.9922652912150757,0.007734704594547105,4.190340587282165e-09,1828.7041524922245,316.8958475077723
4.51,0.9924577702126746,0.007542225914767941,3.872520843769754e-09,1828.1724247334644,317.49557526653234
4.5200000000000005,0.9926454595227204,0.007354536880616614,3.5966262369038473e-09,1827.640871353453,318.09512864654374
4.53,0.992828477901137,0.007171518742901234,3.3559250031041223e-09,1827.109492294901,318.6945077050958
4.54,0.9930069415824235,0.0069930552769345,3.1406053116906537e-09,1826.5782875004893,319.29371249950754
4.55,0.9931809639720431,0.006819033088429978,2.939490164276038e-09,1826.047256912897,319.8927430870998
4.5600000000000005,0.9933506557382948,0.006649341521822057,2.7398463838569416e-09,1825.5164004747978,320.4915995251989
4.57,0.9935161249041837,0.006483872568586023,2.527193603905764e-09,1824.9857181288576,321.0902818711391
4.58,0.9936774768719143,0.006322520840857234,2.287191784925059e-09,1824.455209817763,321.68879018223384
4.59,0.9938348135743053,0.006165184391195854,2.034462201651141e-09,1823.9248754846642,322.28712451533255
4.6000000000000005,0.9939882346840105,0.006011763538025313,1.7779274651147705e-09,1823.3947150726428,322.8852849273539
4.61,0.9941378376551374,0.005862160822655102,1.5221707573484759e-09,1822.8647285247325,323.48327147526425
4.62,0.9942837175761371,0.0057162811492090905,1.2746170977337607e-09,1822.334915784029,324.0810842159678
4.63,0.9944259672474075,0.005574031706773268,1.04578247816157e-09,1821.8052767936942,324.67872320630244
4.64,0.9945646772588969,0.005435321891543411,8.495229981926428e-10,1821.2758114969604,325.27618850303634
4.65,0.9946999360079496,0.005300063289944183,7.020695745716864e-10,1820.7465198371144,325.8734801628825
4.66,0.9948318290935716,0.0051681702980019605,6.083897801847841e-10,1820.2174017572877,326.47059824270934
4.67,0.9949604396301033,0.005039559811490317,5.583697070335189e-10,1819.6884572003985,327.06754279959836
4.68,0.9950858495955753,0.004914149886879649,5.1750833213463e-10,1819.159686109014,327.6643138909827
4.69,0.9330272612170902,0.00681264929072226,0.060160089492149856,1818.6001342597024,328.29186574029455
4.7,0.8472522730575447,0.016403123053002098,0.1363446038894114,1817.9214735995656,329.0385264004311
4.71,0.7696998319653084,0.03246987893473415,0.19783028909991535,1817.1395547517452,329.88844524825157
4.72,0.6997485149846154,0.05351941725115885,0.24673206776418374,1816.275045177649,330.8209548223477
4.73,0.6368012141716559,0.07828959918611154,0.28490918664219056,1815.3455952081517,331.81840479184484
4.74,0.5802881039837396,0.10572012636827466,0.31399176964794384,1814.3662034580332,332.86579654196345
4.75,0.5296686119915678,0.13492643333458915,0.3354049546738009,1813.3495437210086,333.95045627898753
4.76,0.5334281708826659,0.16281161441083827,0.30376021470645653,1812.3424597347962,335.0255402652001
4.7700000000000005,0.5378437383435922,0.18705517364843052,0.2751010880079381,1811.3812661336563,336.05473386634014
4.78,0.5428282698816129,0.20802583972149136,0.24914589039685667,1810.4616176119478,337.0423823880488
4.79,0.5483035582678714,0.22605693220998793,0.22563950952210166,1809.579583480601,337.99241651939536
4.8,0.5541993851961756,0.24144971273538757,0.20435090206839787,1808.7316078578588,338.90839214213753
4.8100000000000005,0.5604527541699347,0.2544764176119178,0.18507082821810858,1807.9144737686538,339.7935262313426
4.82,0.5670071930403217,0.26538301620664967,0.1676097907529898,1807.125270585105,340.65072941489115
4.83,0.5738121214177497,0.2743917138025678,0.15179616477964353,1806.3613645613316,341.4826354386648
4.84,0.5808222838454237,0.28170319544869804,0.13747452070583946,1805.6203724959666,342.2916275040297
4.8500000000000005,0.5879972326328164,0.2874986741674888,0.12450409319965582,1804.9001377412576,343.07986225873884
4.86,0.5953008608500562,0.2919417415405436,0.11275739760936145,1804.1987085721105,343.8492914278857
4.87,0.6027009791129426,0.2951800457370502,0.10211897514996827,1803.5143186074347,344.6016813925616
4.88,0.6101689362453907,0.297346796643874,0.09248426711069639,1802.845369289789,345.33863071020716
4.89,0.617679268452824,0.298562158557154,0.08375857298998317,1802.1904136766636,346.06158632333256
4.9,0.6252093894286518,0.29893448156367886,0.07585612900763047,1801.5481421507725,346.7718578492236
4.91,0.6327393072010238,0.2985614274533337,0.06869926534560357,1800.917369360588,347.4706306394077
4.92,0.6199929535863766,0.29786224332643174,0.08214480308715351,1800.2920137101278,348.16398628986843
4.93,0.5700010711727194,0.30087452810819776,0.12912440071904685,1799.6106342282108,348.9133657717857
4.94,0.5247433717016959,0.3079654744420897,0.1672911538561782,1798.8661398227573,349.72586017723927
4.95,0.4838699594245783,0.31823390273824076,0.19789613783714513,1798.070810287734,350.58918971226245
4.96,0.44704327494685947,0.3309159958558385,0.22204072919726658,1797.2351560061152,351.4928439938814
4.97,0.4139400306871583,0.3453680278550174,0.24069194145778897,1796.3681304253312,352.4278695746653
4.98,0.3842526013179291,0.36105089428502374,0.2546965043970119,1795.4773218332225,353.38667816677395
4.99,0.3813220096746083,0.376750499637713,0.2419274906876437,1794.5807013988103,354.3512986011857
5.0,0.39098738345647305,0.389910467223659,0.21910214931983268,1793.7172316436129,355.2827683563831
5.01,0.40095289442061177,0.40061677540175894,0.19843033017759398,1792.8865466577454,356.1814533422505
5.0200000000000005,0.41116006459217896,0.4091310787994544,0.17970885660833139,1792.085550559263,357.0504494407327
5.03,0.42155667947804865,0.41568961213424177,0.16275370838767442,1791.3114419972874,357.8925580027085
5.04,0.43209618765844404,0.4205055709003606,0.1473982414411601,1790.5616863916537,358.7103136083425
5.05,0.44273714202969366,0.423771327882285,0.13349153008798614,1789.8339901248378,359.50600987515827
5.0600000000000005,0.4534427021933531,0.42566040867443095,0.12089688913218077,1789.1262776052386,360.2817223947574
5.07,0.46418018080588325,0.4263292938861417,0.10949052530793979,1788.4366703755559,361.0393296244401
5.08,0.4749206372135578,0.4259190349171163,0.09916032786929069,1787.7634684213683,361.78053157862763
5.09,0.4856385061889509,0.4245567312703786,0.08980476254063532,1787.105133106261,362.5068668937348
5.1000000000000005,0.49631126374469003,0.4223568616222442,0.08133187463303058,1786.460271818568,363.21972818142825
5.11,0.5069191238173014,0.41942249307733326,0.07365838310533003,1785.8276240388352,363.9203759611609
5.12,0.5174447676646291,0.41584636135477215,0.06670887098056345,1785.2060489159564,364.60995108403966
5.13,0.5278730915892973,0.41171187853200025,0.06041502987866715,1784.5945136727566,365.2894863272395
5.14,0.5381909870410122,0.4070940130405332,0.05471499991841932,1783.9920835055602,365.9599164944361
5.15,0.5483871363174708,0.40206010796002145,0.04955275572247257,1783.3979121876387,366.62208781235745
5.16,0.5584518303452657,0.3966706121031045,0.0448775575515946,1782.8112336844931,367.2767663155031
5.17,0.5683768044205214,0.39097974010827097,0.0406434554711725,1782.2313545862894,367.9246454137066
5.18,0.5781550867721024,0.3850360817699652,0.03680883145789719,1781.657647122495,368.5663528775009
5.19,0.5877808655737046,0.37888313845691163,0.033335995969348525,1781.089543017789,369.2024569822069
5.2,0.5972493664417989,0.37255981797081184,0.03019081558735408,1780.5265278220309,369.8334721779652
5.21,0.6065567417977833,0.36610088242344496,0.027342375778736674,1779.9681357800125,370.4598642199835
5.22,0.6156999725249234,0.3595373474357269,0.02476268003931446,1779.4139452592428,371.08205474075334
5.23,0.6246767773787775,0.35289685054780984,0.0224263720733774,1778.8635745286908,371.7004254713053
5.24,0.6334855344541782,0.3462039718908572,0.02031049365492937,1778.316678085698,372.315321914298
5.25,0.6421252035956156,0.33948055090236834,0.01839424550198089,1777.7729430237764,372.9270569762195
5.26,0.650595262586552,0.3327459485191532,0.016658788894259764,1777.2320860261761,373.53591397381985
5.2700000000000005,0.658895650829733,0.32601727963546123,0.015087069534770648,1776.6938507006776,374.14214929931853
5.28,0.6670267111803492,0.31930965258814276,0.013663636231472886,1776.158004827088,374.74599517290795
5.29,0.6749891459098487,0.31263635275967894,0.012374501330437123,1775.6243382507628,375.3476617492331
5.3,0.6827839699945039,0.30600903648092004,0.011206993524540926,1775.0926606506537,375.94733934934214
5.3100000000000005,0.6904124737128349,0.299437888045455,0.010149638241674886,1774.5627997336485,376.54520026634736
5.32,0.6978761862915481,0.2929317723692562,0.009192041339160446,1774.0345994746515,377.14140052534424
5.33,0.7051768458642291,0.28649836257530864,0.008324791560426986,1773.5079186433422,377.73608135665364
5.34,0.7123163701255717,0.28014426461276315,0.007539365261629902,1772.9826293647557,378.3293706352402
5.3500000000000005,0.7192968308114074,0.27387512659823593,0.0068280425903214795,1772.458615854656,378.9213841453397
5.36,0.7261204307719057,0.26769573773901467,0.00618383148904447,1771.9357732719752,379.5122267280206
5.37,0.7327894839490443,0.2616101156136994,0.005600400437221165,1771.4140067046292,380.10199329536664
5.38,0.739306396425935,0.2556215890286725,0.005072014545357335,1770.893230205554,380.69076979444174
5.39,0.745673650506287,0.2497328687476466,0.004593480746031232,1770.3733659667598,381.2786340332359
5.4,0.7518937896510723,0.24394611465145674,0.004160095697435659,1769.8543435340694,381.86565646592635
5.41,0.757969405430868,0.23826299477072166,0.0037675997983751047,1769.3360991147947,382.451900885201
5.42,0.7639031256456115,0.23268473953861818,0.003412134815735035,1768.8185749394531,383.0374250605426
5.43,0.7696976043126444,0.2272121885059429,0.003090207181377329,1768.3017187093983,383.6222812905974
5.44,0.7753555120937294,0.2218458351500704,0.002798652756164819,1767.7854830665249,384.2065169334708
5.45,0.7808795281865788,0.21658586574363664,0.0025346060697491414,1767.2698251307386,384.7901748692571
5.46,0.7862723328085862,0.21143219572529048,0.002295471466087942,1766.7547060656982,385.37329393429746
5.47,0.7915366011145142,0.20638450025648752,0.002078898628962966,1766.2400907114043,385.95590928859133
5.48,0.7966749973324277,0.20144224375119538,0.0018827589163415304,1765.7259472282187,386.538052771777
5.49,0.8016901697169849,0.19660470604919225,0.0017051242337874958,1765.2122467795539,387.11975322044174
5.5,0.8065847464571161,0.1918710046528893,0.0015442488899592792,1764.6989632594853,387.7010367405104
5.51,0.8113613317863833,0.187240116024644,0.0013985521889374592,1764.1860730313263,388.28192696866927
5.5200000000000005,0.8160225021861621,0.18271089639983124,0.0012666014139713399,1763.673554672157,388.86244532783854
5.53,0.8205708043820694,0.1782820953260605,0.0011471002918348485,1763.1613887999988,389.4426111999968
5.54,0.8250087520108987,0.1739523743938339,0.0010388735952321193,1762.649557842514,390.0224421574815
5.55,0.8293388243473866,0.16972031761563877,0.0009408580369393109,1762.1380459007853,390.60195409921045
5.5600000000000005,0.8335634639214841,0.16558444613424922,0.000852089944231411,1761.6268385643298,391.1811614356659
5.57,0.837685075431142,0.16154322762894455,0.000771696939878121,1761.115922786557,391.7600772134388
5.58,0.8417060244032089,0.15759508662589428,0.0006988889708615346,1760.605286750342,392.3387132496537
5.59,0.8456286360897365,0.15373841375332406,0.000632950156904123,1760.0949197459104,392.9170802540854
5.6000000000000005,0.8494551949881817,0.14997157238997957,0.0005732326218033731,1759.5848120785688,393.4951879214271
5.61,0.8531879438872678,0.14629290712296586,0.0005191489897309574,1759.0749549562445,394.0730450437513
5.62,0.8568290839979548,0.14270074771927094,0.0004701682827388953,1758.5653404283116,394.6506595716841
5.63,0.860380774084506,0.13919341705016153,0.0004258088652970591,1758.0559612798436,395.22803872015214
5.64,0.863845130614014,0.13576923479183198,0.0003856345941185727,1757.546810974136,395.80518902585965
