t,T_star,VI,VNI
4.49,-20.44371578697041,0.18930331286037935,-1963.2181711724897
4.5,-20.34171258821015,0.18370855493713345,-1953.4112649599783
4.51,-20.2402191966982,0.17827914683012294,-1943.653630823413
4.5200000000000005,-20.139233041570538,0.17301020172755618,-1933.9450148622875
4.53,-20.038751565523317,0.1678969776177855,-1924.2851646175923
4.54,-19.938772224723923,0.1629348722623175,-1914.6738290613255
4.55,-19.839292488726393,0.15811941937982626,-1905.1107585858792
4.5600000000000005,-19.740309840386534,0.15344628458566306,-1895.595704993613
4.57,-19.641821775778144,0.14891126151486214,-1886.1284214865345
4.58,-19.543825804111535,0.14451026864630354,-1876.7086626560465
4.59,-19.446319447649493,0.14023934490731113,-1867.3361844728888
4.6000000000000005,-19.349300241626057,0.13609464616452174,-1858.010744277133
4.61,-19.25276573416616,0.13207244182513503,-1848.7321007682854
4.62,-19.156713486205728,0.12816911143771514,-1839.5000139954943
4.63,-19.06114107141379,0.12438114176655898,-1830.314245347842
4.64,-18.966046076114797,0.12070512378938952,-1821.1745575447437
4.65,-18.871426099208854,0.11713774886567657,-1812.0807146265038
4.66,-18.77727875209602,0.11367580605716197,-1803.0324819449072
4.67,-18.683601658600182,0.11031617919452077,-1794.029626153924
4.68,-18.59039245489371,0.10705584401325033,-1785.0719152005167
4.69,-18.497648789423668,0.10389186565361952,-1776.1591183155165
4.7,-18.405368322841255,0.10082139700487677,-1767.2910060045406
4.71,-18.313548727923525,0.09784167455889019,-1758.4673500391862
4.72,-18.222187689502434,0.09495001636114991,-1749.687923448171
4.73,-18.131282904393238,0.0921438196585135,-1740.9525005085875
4.74,-18.04083208132334,0.08942055852066004,-1732.2608567372565
4.75,-17.95083294086177,0.08677778157048545,-1723.6127688821648
4.76,-17.861283215351484,0.08421311047141458,-1715.008014914054
4.7700000000000005,-17.772180648837896,0.08172423704165174,-1706.4463740179742
4.78,-17.68352299700014,0.07930892113210083,-1697.927626584986
4.79,-17.5953080270834,0.07696498873780641,-1689.4515542039492
4.8,-17.50753351783146,0.0746903300066965,-1681.0179396533933
4.8100000000000005,-17.420197259419673,0.07248289729833439,-1672.6265668934623
4.82,-17.333297053390744,0.07034070389021778,-1664.277221057964
4.83,-17.246830712588338,0.06826182200055629,-1655.969688446471
4.84,-17.16079606109001,0.06624438050240782,-1647.7037565164878
4.8500000000000005,-17.07519093414367,0.06428656352795341,-1639.4792138757248
4.86,-16.990013178103492,0.06238660880987125,-1631.2958502744393
4.87,-16.905260650366262,0.06054280606439721,-1623.153456597847
4.88,-16.820931219309198,0.058753495647612584,-1615.0518248586236
4.89,-16.737022764228858,0.057017067407552253,-1606.9907481894852
4.9,-16.653533175276237,0.05533195847596357,-1598.970020835783
4.91,-16.570460353396456,0.05369665213460925,-1590.9894381482263
4.92,-16.487802210267755,0.05210967645009214,-1583.0487965756536
4.93,-16.405556668241008,0.05056960292678585,-1575.1478936578783
4.94,-16.323721660279848,0.04907504525688365,-1567.2865280186215
4.95,-16.242295129902434,0.0476246584783332,-1559.4644993586512
4.96,-16.16127503112068,0.046217137220755156,-1551.6816084486381
4.97,-16.080659328381923,0.04485121461455511,-1543.9376571223142
4.98,-16.00044599651092,0.043525661192249376,-1536.2324482696763
4.99,-15.920633020652083,0.04223928376136692,-1528.5657858302384
5.0,-15.841218396212156,0.04099092431529233,-1520.9374747863394
5.01,-15.762200128805222,0.03977945938601726,-1513.3473211565433
5.0200000000000005,-15.683576234194913,0.03860379872107445,-1505.7951319890572
5.03,-15.605344738237807,0.03746288415024408,-1498.2807153552224
5.04,-15.527503676828417,0.03635568875522397,-1490.803880343074
5.05,-15.450051095844037,0.03528121593204724,-1483.3644370509573
5.0600000000000005,-15.372985051089966,0.03423849847712289,-1475.9621965811975
5.07,-15.296303608245795,0.03322659787411558,-1468.596971033906
5.08,-15.220004842811681,0.03224460351203722,-1461.2685735007947
5.09,-15.144086840053626,0.03129163153888988,-1453.9768180588944
5.1000000000000005,-15.068547694950833,0.030366824205698556,-1446.7215197645166
5.11,-14.993385512142922,0.029469349084323266,-1439.5024946472138
5.12,-14.918598405877436,0.02859839830371407,-1432.3195597037848
5.13,-14.844184499958134,0.027753187883921334,-1425.17253289237
5.14,-14.770141927694365,0.026932957269623182,-1418.0612331266632
5.15,-14.696468831847966,0.02613696823109922,-1410.985480269927
5.16,-14.623163364582862,0.0253645043173111,-1403.945095129265
5.17,-14.550223687414485,0.02461487022114924,-1396.939899449898
5.18,-14.477647971159518,0.023887391139229167,-1389.9697159094867
5.19,-14.405434395885898,0.023181412146807086,-1383.0343681124998
5.2,-14.333581150864374,0.022496297835065633,-1376.133680584704
5.21,-14.262086434519286,0.02183143174816919,-1369.2674787676328
5.22,-14.190948454378056,0.021186215469822384,-1362.4355890130018
5.23,-14.120165427023423,0.020560068258465243,-1355.6378385773207
5.24,-14.04973557804522,0.019952426517202956,-1348.8740556165026
5.25,-13.979657141992393,0.019362743276755398,-1342.1440691805103
5.26,-13.909928362325426,0.018790487703094726,-1335.4477092080629
5.2700000000000005,-13.84054749136997,0.018235144831381028,-1328.7848065215353
5.28,-13.771512790268954,0.017696214881746393,-1322.155192821593
5.29,-13.702822528935766,0.017173212783850225,-1315.558700682005
5.3,-13.634474986008126,0.01666566778692609,-1308.9951635445598
5.3100000000000005,-13.566468448801967,0.016173123027274246,-1302.4644157139783
5.32,-13.498801213265645,0.01569513510611304,-1295.9662923528724
5.33,-13.431471583934705,0.015231273740621191,-1289.500629476765
5.34,-13.364477873887713,0.014781121569968084,-1283.067263949216
5.3500000000000005,-13.297818404699672,0.014344273449817164,-1276.666033476763
5.36,-13.231491506397925,0.013920336184857919,-1270.2967766040836
5.37,-13.16549551741787,0.013508928186812666,-1263.9593327091584
5.38,-13.0998287845589,0.01310967912418444,-1257.6535419984677
5.39,-13.034489662940581,0.012722229580479557,-1251.3792455022226
5.4,-12.969476515959718,0.012346230836590356,-1245.1362850697044
5.41,-12.90478771524715,0.011981344560706673,-1238.9245033645802
5.42,-12.840421640623887,0.011627242335342663,-1232.7437438601441
5.43,-12.776376680058869,0.011283605442344921,-1226.5938508347524
5.44,-12.712651229626475,0.0109501245716022,-1220.4746693672387
5.45,-12.649243693464358,0.010626499536856685,-1214.3860453323675
5.46,-12.58615248373149,0.010312439005532272,-1208.3278253963226
5.47,-12.523376020567111,0.010007660362194276,-1202.2998570123623
5.48,-12.460912732048692,0.009711889323414087,-1196.3019884162475
5.49,-12.398761054150697,0.009424859675926657,-1190.3340686218223
5.5,-12.33691943070377,0.009146313064985348,-1184.395947416669
5.51,-12.275386313354058,0.008875998756993603,-1178.4874753577653
5.5200000000000005,-12.214160161522726,0.008613673407826782,-1172.6085037671717
5.53,-12.153239442365969,0.008359100871919137,-1166.7588847277711
5.54,-12.092622630735695,0.008112052097774112,-1160.9384710790716
5.55,-12.032308209138696,0.007872304737910342,-1155.1471164129052
5.5600000000000005,-11.972294667697486,0.007639643003214689,-1149.3846750692678
5.57,-11.912580504111126,0.007413857475643066,-1143.6510021321715
5.58,-11.85316422361614,0.007194744916259403,-1137.9459534255145
5.59,-11.794044338947725,0.006982108077959233,-1132.2693855089865
5.6000000000000005,-11.735219370301449,0.006775755580359154,-1126.6211556740707
5.61,-11.676687845294932,0.006575501739142375,-1121.0011219400137
5.62,-11.618448298929241,0.0063811663148339755,-1115.4091430497158
5.63,-11.560499273551212,0.006192574390189806,-1109.8450784658044
5.64,-11.502839318815743,0.006009556210007266,-1104.3087883666844
5.65,-11.445466991648294,0.005831947024790693,-1098.8001336426146
5.66,-11.38838085620765,0.0056595869426219175,-1093.3189758918163
5.67,-11.331579483849342,0.005492320864277015,-1087.8651774166804
5.68,-11.275061453088329,0.005329998261919677,-1082.4386012198531
5.69,-11.218825349562286,0.005172473034616719,-1077.0391110004155
5.7,-11.162869765995334,0.005019603394866502,-1071.6665711501157
5.71,-11.107193302161773,0.004871251738558551,-1066.320846749605
5.72,-11.051794564850077,0.004727284518094257,-1061.0018035647022
5.73,-10.99667216782717,0.004587572136220647,-1055.7093080426973
5.74,-10.94182473180319,0.00445198888343027,-1050.4432273087157
5.75,-10.887250884395451,0.004320412732610362,-1045.2034291619764
5.76,-10.832949260093432,0.0041927252563524605,-1039.9897820721817
5.7700000000000005,-10.778918500223767,0.0040688115236412045,-1034.8021551759107
5.78,-10.72515725291544,0.003948559994434167,-1029.6404182730307
5.79,-10.671664173065105,0.00383186241679915,-1024.5044418231298
5.8,-10.6184379223028,0.0037186137540738745,-1019.3940969420215
5.8100000000000005,-10.565477168958003,0.003608712114687838,-1014.3092553982833
5.82,-10.512780588024718,0.003502058569679534,-1009.2497896095898
5.83,-10.460346861128217,0.003398557123841107,-1004.2155726393664
5.84,-10.408174676491177,0.0032981146135663843,-999.2064781933119
5.8500000000000005,-10.356262728900164,0.0032006406216795484,-994.2223806159736
5.86,-10.304609719672348,0.003106047397564297,-989.2631548873497
5.87,-10.253214356622792,0.003014249839521602,-984.3286766195641
5.88,-10.202075354030981,0.002925165345603495,-979.418822053443
5.89,-10.151191432608009,0.00283871373425335,-974.5334680551738
5.9,-10.100561319464074,0.0027548171862540522,-969.6724921130024
5.91,-10.050183748076057,0.0026734001717839562,-964.8357723339385
5.92,-10.000057458255236,0.0025943893792687613,-960.0231874404783
5.93,-9.950181196115215,0.002517713646029453,-955.2346167673504
5.94,-9.900553714040317,0.0024433039489232798,-950.4699402583306
5.95,-9.851173770654167,0.0023710933908101662,-945.7290384630729
5.96,-9.802040130787217,0.002301016978451254,-941.0117925337865
5.97,-9.753151565445801,0.002233011636089277,-936.3180842221286
5.98,-9.704506851780957,0.0021670161516752703,-931.6477958760595
5.99,-9.656104773057429,0.002102971122681872,-927.0008104367198
6.0,-9.607944118622811,0.002040818903952693,-922.3770114353233
6.01,-9.560023683876786,0.001980503555578066,-917.7762829900573
6.0200000000000005,-9.512342270238907,0.0019219707666738113,-913.1985098027442
6.03,-9.464898685120287,0.0018651678415185634,-908.6435771561179
6.04,-9.417691741893346,0.0018100436536977167,-904.1113709107847
6.05,-9.370720259861413,0.0017565485966536101,-899.6017775021539
6.0600000000000005,-9.323983064228893,0.0017046345427943988,-895.1146839374504
6.07,-9.277478986071628,0.0016542548045852929,-890.6499777927514
6.08,-9.23120686230739,0.001605364097622081,-886.2075472100389
6.09,-9.185165535664494,0.001557918414435862,-881.7872808939372
6.1000000000000005,-9.139353854651366,0.0015118749350632019,-877.3890681085979
6.11,-9.093770673532504,0.0014671922100803327,-873.012798675617
6.12,-9.048414852297197,0.001423830023874157,-868.6583629707684
6.13,-9.003285256630749,0.00138174935945055,-864.325651921134
6.140000000000001,-8.958380757885877,0.0013409123671296774,-860.0145570022582
6.15,-8.913700233054316,0.0013012823348812312,-855.7249702353253
6.16,-8.869242564738185,0.0012628236457849868,-851.4567841842909
6.17,-8.8250066411178,0.001225501587907108,-847.2098919524259
6.18,-8.78099135592874,0.0011892825277276574,-842.9841871803627
6.19,-8.737195608433488,0.001154133864075944,-838.7795640432536
6.2,-8.693618303392894,0.001120023966988854,-834.5959172478815
6.21,-8.650258351038568,0.0010869221523009751,-830.4331420299263
6.22,-8.607114667045504,0.0010547986575615304,-826.2911341512524
6.23,-8.56418617250483,0.0010236246192780686,-822.169789897213
6.24,-8.521471793894523,0.0009933719716517008,-818.0690060736358
6.25,-8.478970463051668,0.0009640133970018616,-813.9886800040373
6.26,-8.436681117150092,0.0009355224671011219,-809.9287095276611
6.2700000000000005,-8.394602698671418,0.0009078735408758748,-805.888992996495
6.28,-8.352734155378469,0.000881041742524168,-801.8694292726431
6.29,-8.311074440288799,0.0008550029417003242,-797.8699177257154
6.3,-8.269622511648436,0.0008297337347528577,-793.8903582302386
6.3100000000000005,-8.228377332905348,0.000805211414726195,-789.9306511630219
6.32,-8.187337872679866,0.0007814138415603855,-785.9906974000618
6.33,-8.146503104743434,0.000758319570990817,-782.0703983146881
6.34,-8.105872007992188,0.0007359078161067653,-778.1696557749295
6.3500000000000005,-8.065443566420608,0.0007141584088022538,-774.288372140886
6.36,-8.025216769096035,0.000693051783437735,-770.4264502622224
6.37,-7.985190610133288,0.0006725689613370351,-766.5837934756737
6.38,-7.945364088669461,0.0006526915361195965,-762.7603056025704
6.390000000000001,-7.905736208836538,0.0006334016010201916,-758.9558909460321
6.4,-7.866305979736348,0.000614681732452158,-755.1704542885035
6.41,-7.827072415419687,0.0005965150785408225,-751.4039008899152
6.42,-7.788034534859466,0.0005788852907028964,-747.6561364849376
6.43,-7.749191361926094,0.0005617765105150389,-743.9270672805671
6.44,-7.710541925363034,0.0005451733576057519,-740.2165999537311
6.45,-7.672085258762495,0.0005290609182605322,-736.5246416489091
6.46,-7.633820400541243,0.0005134247347402614,-732.8510999757654
6.47,-7.5957463939152,0.0004982507623252844,-729.195883006603
6.48,-7.557862286870782,0.0004835252461396527,-725.5588992733456
6.49,-7.520167132149647,0.0004692349158521602,-721.9400577664373
6.5,-7.482659987222146,0.0004553669082853455,-718.3392679321196
6.51,-7.445339914263177,0.0004419087439051422,-714.756439670045
6.5200000000000005,-7.408205980128689,0.0004288483169404318,-711.1914833309817
6.53,-7.371257256332341,0.00041617388603982743,-707.6443097145343
6.54,-7.334492819022261,0.00040387406546566997,-704.1148300668749
6.55,-7.297911748957764,0.00039193781310999706,-700.6029560784648
6.5600000000000005,-7.2615131314818955,0.0003803543389632445,-697.1085998811956
6.57,-7.225296056503443,0.00036911318796330954,-693.6316740468322
6.58,-7.189259618474606,0.0003582042405377304,-690.1720915848542
6.59,-7.153402916366975,0.00034761767912332825,-686.7297659400584
6.6000000000000005,-7.117725053648978,0.000337343980467995,-683.304610990361
6.61,-7.082225138263469,0.000327373908360812,-679.8965410446142
6.62,-7.046902282605419,0.0003176985067904865,-676.5054708404343
6.63,-7.01175560349975,0.00030830909353212236,-673.1313155420445
6.640000000000001,-6.97678422217646,0.0002991972077757026,-669.7739907377475
6.65,-6.9419872642485485,0.00029035460185828244,-666.4334124377723
6.66,-6.907363859695049,0.00028177331550855095,-663.109497072812
6.67,-6.87291314283662,0.00027344562614274815,-659.8021614915478
6.68,-6.8386342523138826,0.0002653640425120288,-656.5113229585406
6.69,-6.804526331065873,0.0002575212989263823,-653.2368991521377
6.7,-6.770588526308647,0.0002499103498106919,-649.9788081623918
6.71,-6.7368199895139655,0.00024252436459292357,-646.7369684889918
6.72,-6.703219876387103,0.0002353567081780648,-643.511299039076
6.73,-6.669787346842246,0.00022840088557478814,-640.3017191247365
6.74,-6.63652156498789,0.00022165062863545242,-637.1081484617956
6.75,-6.6034216991038415,0.00021509986117645175,-633.9305071675095
6.76,-6.570486921620019,0.00020874268819805276,-630.7687157584984
6.7700000000000005,-6.537716409095773,0.00020257339121048144,-627.6226951487384
6.78,-6.505109342199317,0.00019658642381346027,-624.4923666475676
6.79,-6.472664905687263,0.0001907764075291871,-621.3776519577003
6.8,-6.440382288384114,0.00018513812617402506,-618.2784731732353
6.8100000000000005,-6.408260683158199,0.00017966648352146965,-615.1947527772052
6.82,-6.376299286905692,0.0001743565414540678,-612.1264136401559
6.83,-6.344497300530927,0.00016920352013294148,-609.0733790182499
6.84,-6.312853928925273,0.00016420278247005743,-606.0355725511836
6.8500000000000005,-6.281368380947261,0.00015934983050547676,-603.0129182602611
6.86,-6.250039869402835,0.00015464030198779325,-600.0053405464823
6.87,-6.218867611025691,0.00015006996715775388,-597.0127641886378
6.88,-6.187850826457746,0.00014563472573506968,-594.0351143414188
6.890000000000001,-6.156988740203422,0.00014133054546058412,-591.0723165308228
6.9,-6.126280580719934,0.00013715362143487577,-588.1242966633989
6.91,-6.09572558020905,0.00013310012589104995,-585.1909810052996
6.92,-6.065322974752016,0.00012916641620747154,-582.2722961960083
6.93,-6.03507200423985,0.00012534895658856263,-579.3681692413595
6.94,-6.004971912354878,0.00012164431607507179,-576.4785275117547
6.95,-5.975021946552277,0.00011804916655434507,-573.6032987403782
6.96,-5.9452213580415885,0.0001145602807705939,-570.7424110214123
6.97,-5.915569401767308,0.00011117452066746695,-567.8957928081338
6.98,-5.886065336387454,0.00010788880549560257,-565.0633729107607
6.99,-5.856708424261323,0.00010470017262217195,-562.2450804954441
7.0,-5.827497931428777,0.00010160575300295025,-559.4408450822045
7.01,-5.798433127591368,9.860276497851427e-05,-556.6505965430965
7.0200000000000005,-5.769513286093851,9.568851208587342e-05,-553.8742651004213
7.03,-5.740737683905699,9.286038087010248e-05,-551.1117813249414
7.04,-5.712105601602612,9.011583869597161e-05,-548.3630761340918
7.05,-5.683616323348028,8.745243155957902e-05,-545.6280807901952
7.0600000000000005,-5.65526913687464,8.486778189998211e-05,-542.9067268986744
7.07,-5.6270633334710185,8.235957792490437e-05,-540.198946406737
7.08,-5.598998207989536,7.992552747045014e-05,-537.5046716040256
7.09,-5.571073058780827,7.756343409110174e-05,-534.82383511649
7.1000000000000005,-5.543287187688726,7.527117252276283e-05,-532.15636990584
7.11,-5.515639900036563,7.304667857250075e-05,-529.5022092681984
7.12,-5.488130504608803,7.088794667906999e-05,-526.8612868323272
7.13,-5.460758313632728,6.87930274734378e-05,-524.233536557856
7.140000000000001,-5.433522642760091,6.676002533930847e-05,-521.6188927335088
7.15,-5.406422811048794,6.478709597364883e-05,-519.0172899753314
7.16,-5.379458140944534,6.287244394721185e-05,-516.4286632249183
7.17,-5.352627958277388,6.101432885365925e-05,-513.852947749112
7.18,-5.325931592373248,5.9211137614700505e-05,-511.29007915103676
7.19,-5.299368375834389,5.7461266216343306e-05,-508.7399933484805
7.2,-5.272937644559516,5.576313937336955e-05,-506.20262657590985
7.21,-5.246638737755486,5.411522540726618e-05,-503.6779153856634
7.22,-5.220470997919662,5.251603420173906e-05,-501.16579664624766
7.23,-5.194433770822261,5.096411515822591e-05,-498.6662075406314
7.24,-5.168526405488714,4.94580551514101e-05,-496.1790855645413
7.25,-5.142748254181995,4.799647648473308e-05,-493.70436852475615
7.26,-5.117098672384991,4.657803484590815e-05,-491.2419945374019
7.2700000000000005,-5.091577018793588,4.520142399570512e-05,-488.791902027308
7.28,-5.066182655466364,4.3865478528682636e-05,-486.3540297428205
7.29,-5.040914947581076,4.256903036984539e-05,-483.92831673180143
7.3,-5.015773263429694,4.131091467197782e-05,-481.5147023411761
7.3100000000000005,-4.990756974450933,4.008999920177983e-05,-479.1131262201813
7.32,-4.965865455213473,3.890518283706491e-05,-476.7235283187465
7.33,-4.9410980833991625,3.775539406395732e-05,-474.3458488858726
7.34,-4.9164542397862405,3.663958947409017e-05,-471.98002846801353
7.3500000000000005,-4.891933308232546,3.555675226180307e-05,-469.62600790745563
7.36,-4.867534675658745,3.4505890721340173e-05,-467.2837283406992
7.37,-4.843257732036304,3.348603878364545e-05,-464.9531311973065
7.38,-4.819101870526565,3.2496321063734276e-05,-462.63415821358814
7.390000000000001,-4.795066487285042,3.153587495846129e-05,-460.3267514134126
7.4,-4.7711509814159845,3.060383690723572e-05,-458.03085310377304
7.41,-4.747354755016907,2.969936707454699e-05,-455.7464058791887
7.42,-4.723677213162637,2.8821648200939803e-05,-453.47335262016725
7.43,-4.700117763889354,2.7969884453988834e-05,-451.2116364916663
7.44,-4.676675818178635,2.7143300279273398e-05,-448.96120094155475
7.45,-4.653350789941506,2.6341139251352535e-05,-446.72198969907555
7.46,-4.630142096002465,2.5562662924739297e-05,-444.4939467733058
7.47,-4.607049156084855,2.4807150213095805e-05,-442.277016451748
7.48,-4.58407139293177,2.4073951362067228e-05,-440.0711433121887
7.49,-4.561208232165331,2.336243654961955e-05,-437.87627220894774
7.5,-4.538459102198532,2.267196566669074e-05,-435.69234826427225
7.51,-4.5158234342916845,2.2001916322867747e-05,-433.5193168738859
7.5200000000000005,-4.493300662537249,2.1351683015132604e-05,-431.357123705527
7.53,-4.470890223844668,2.0720676296608892e-05,-429.2057146974886
7.54,-4.448591557925197,2.0108321945307617e-05,-427.06503605715596
7.55,-4.426404107276733,1.9514060132873683e-05,-424.9350342595464
7.5600000000000005,-4.404327317168651,1.8937344593332007e-05,-422.8156560458476
7.57,-4.382360635626673,1.8377641801523826e-05,-420.7068484219606
7.58,-4.360503513551485,1.7834469644793747e-05,-418.6085586700801
7.59,-4.33875540461631,1.730737082635709e-05,-416.5207343387269
7.6000000000000005,-4.317115765114462,1.6795871504227245e-05,-414.44332322790575
7.61,-4.295584054046375,1.6299510630369264e-05,-412.3762733976052
7.62,-4.274159733105009,1.581783929303208e-05,-410.3195331663935
7.63,-4.252842266661279,1.5350420059081167e-05,-408.2730511100152
7.640000000000001,-4.23163112174947,1.4896826316330934e-05,-406.236776059987
7.65,-4.210525768052669,1.4456641615877373e-05,-404.2106571021947
7.66,-4.189525677888166,1.4029459014430288e-05,-402.1946435754885
7.67,-4.168630326192888,1.361488041664594e-05,-400.1886850702796
7.68,-4.147839190508817,1.3212515917459492e-05,-398.1927314271366
7.69,-4.1271517509907865,1.282198845243529e-05,-396.20673273755966
7.7,-4.106567490648552,1.2442993997822222e-05,-394.23063936755267
7.71,-4.086085894945517,1.2075209217951119e-05,-392.2644019185879
7.72,-4.065706451839119,1.171830383793756e-05,-390.30797123155077
7.73,-4.045428651836551,1.1371956660802173e-05,-388.36129839217836
7.74,-4.025251987981087,1.1035855120178297e-05,-386.424334729743
7.75,-4.005175955838372,1.070969483301937e-05,-384.49703181573375
7.76,-3.98520005348274,1.0393179152306588e-05,-382.57934146253945
7.7700000000000005,-3.9653237814835123,1.0086018719756408e-05,-380.6712157221311
7.78,-3.94554664289132,9.78793101852821e-06,-378.77260688474496
7.79,-3.925868143224393,9.498639925931679e-06,-376.8834674775642
7.8,-3.9062877904548787,9.217875266134476e-06,-375.003750263402
7.8100000000000005,-3.886805095070518,8.945384606891399e-06,-373.1334082466913
7.82,-3.8674195701898433,8.680953748326316e-06,-371.27239468466274
7.83,-3.84813073118998,8.424348040908469e-06,-369.42066305127105
7.84,-3.8289380958471573,8.175336985699857e-06,-367.578167050827
7.8500000000000005,-3.8098411843383397,7.933696277631102e-06,-365.74486061816623
7.86,-3.7908395192283018,7.699207481254283e-06,-363.92069791740556
7.87,-3.7719326254566816,7.471657706495549e-06,-362.105633340698
7.88,-3.7531200303250505,7.250839284407939e-06,-360.2996215069897
7.890000000000001,-3.7344012634839783,7.036549442924099e-06,-358.5026172607753
7.9,-3.7157758569201,6.828589982609084e-06,-356.7145756708547
7.91,-3.6972433449431747,6.626766952412994e-06,-354.935452029088
7.92,-3.678803264173197,6.430890330653176e-06,-353.16520184915635
7.930000000000001,-3.6604551536952226,6.240795019461e-06,-351.4037808815534
7.94,-3.6421985549370226,6.056326615640083e-06,-349.65114510175255
7.95,-3.6240330114840016,5.877319213545967e-06,-347.90725069230325
7.96,-3.605958069194406,5.703611363010968e-06,-346.17205405398823
7.97,-3.5879732761871224,5.535045838776822e-06,-344.44551180465066
7.98,-3.5700781828294788,5.371469409927329e-06,-342.72758077802143
7.99,-3.552272341725053,5.212732609321059e-06,-341.01821802254676
8.0,-3.5345553077014644,5.058689503023932e-06,-339.31738080021506
8.01,-3.5169266377981834,4.909197459741927e-06,-337.62502658538455
8.02,-3.49938589125433,4.764116920253726e-06,-335.94111306361054
8.03,-3.4819326294964785,4.6233111668433716e-06,-334.26559813047277
8.040000000000001,-3.4645664161439247,4.48664800126775e-06,-332.5984398920913
8.05,-3.447286817196808,4.354021396008035e-06,-330.9395966833156
8.06,-3.430093400722092,4.2253182941488005e-06,-329.2890270373793
8.07,-3.412985736884263,4.100423063971223e-06,-327.64668968887355
8.08,-3.395963397988016,3.979223263922031e-06,-326.01254357787906
8.09,-3.379025958466747,3.861609487687979e-06,-324.3865478488605
8.1,-3.362172994871047,3.747475209270336e-06,-322.7686618495606
8.11,-3.345404085857198,3.636716628059362e-06,-321.1588451298946
8.120000000000001,-3.3287188121756643,3.5292325139087754e-06,-319.5570574408439
8.13,-3.3121167566595964,3.424924052210305e-06,-317.9632587333519
8.14,-3.2955975042133114,3.3236946889680615e-06,-316.37740915721616
8.15,-3.2791606418007953,3.225449975873093e-06,-314.799469059984
8.16,-3.2628057584990837,3.1301015251850947e-06,-313.22939899210553
8.17,-3.2465324455977016,3.0375738821735162e-06,-311.6671597165298
8.18,-3.230340296278553,2.9477848232224826e-06,-310.1127121778307
8.19,-3.2142289057371474,2.860653608319317e-06,-308.56601751390485
8.2,-3.1981978711842953,2.7761016621089215e-06,-307.0270370561392
8.21,-3.182246791835252,2.6940524602693816e-06,-305.4957323283677
8.22,-3.166375268898874,2.614431415887641e-06,-303.9720650458298
8.23,-3.1505829055667496,2.537165765835033e-06,-302.4559971141259
8.24,-3.134869307002356,2.4621844571429565e-06,-300.9474906281754
8.25,-3.1192340803302034,2.3894180333784793e-06,-299.44650787117376
8.26,-3.103676834624981,2.3187985210199563e-06,-297.95301131354984
8.27,-3.0881971809007362,2.250259317707012e-06,-296.4669636119258
8.28,-3.0727947322400864,2.183742719895345e-06,-294.9883276215753
8.290000000000001,-3.057469103692,2.1191948252881116e-06,-293.51706638657436
8.3,-3.042219912117264,2.056557579297614e-06,-292.0531431249085
8.31,-3.027046776284579,1.9957744974547675e-06,-290.59652123773935
8.32,-3.0119493168603335,1.936790585362546e-06,-289.14716430842213
8.33,-2.9969271563983626,1.8795522586493626e-06,-287.70503610152184
8.34,-2.98197991932971,1.824007262922466e-06,-286.2701005618295
8.35,-2.967107231952391,1.7701045937213394e-06,-284.84232181337916
8.36,-2.9523087224211517,1.7177944164710938e-06,-283.42166415846384
8.370000000000001,-2.9375840207372317,1.6670279864358567e-06,-282.00809207665213
8.38,-2.9229327587381335,1.6177575686722033e-06,-280.60157022380554
8.39,-2.908354570102014,1.5699370001664517e-06,-279.2020634325035
8.4,-2.8938490905053627,1.5235289725841994e-06,-277.80953672723007
8.41,-2.8794159573597753,1.4784938586257418e-06,-276.4239552990281
8.42,-2.8650548098376682,1.4347912084426513e-06,-275.04528450797784
8.43,-2.8507652889080446,1.3923816869696984e-06,-273.67348988664367
8.44,-2.8365470373268376,1.3512270193302166e-06,-272.30853713914644
8.45,-2.822399699627251,1.311289936241464e-06,-270.95039214023564
8.46,-2.8083229221101016,1.2725341194199813e-06,-269.5990209343618
8.47,-2.7943163528341675,1.2349241469869805e-06,-268.2543897347498
8.48,-2.78037964160652,1.1984254388736692e-06,-266.91646492246946
8.49,-2.7665124399728724,1.163004202226639e-06,-265.5852130455094
8.5,-2.7527144012079217,1.1286273768132243e-06,-264.26060081784885
8.51,-2.7389851803601597,1.0952640306901253e-06,-262.9425951237718
8.52,-2.72532443433536,1.0628877854164917e-06,-261.63116302590333
8.53,-2.7117318216278417,1.0314698637508768e-06,-260.3262717393495
8.540000000000001,-2.698207002422241,1.0009820018535943e-06,-259.0278886414933
8.55,-2.6847496385949463,9.71396689691565e-07,-257.73598127213415
8.56,-2.671359393704971,9.426871310179366e-07,-256.4505173326118
8.57,-2.6580359329848533,9.148272033517584e-07,-255.17146468493192
8.58,-2.6447789233315433,8.877914179576292e-07,-253.8987913508912
8.59,-2.631588033297293,8.615548798253495e-07,-252.63246551120233
8.6,-2.6184629330805462,8.360932476495747e-07,-251.37245550461898
8.61,-2.605403294516828,8.113826938094678e-07,-250.118729827061
8.620000000000001,-2.5924087910696603,7.873998650302767e-07,-248.8712571307418
8.63,-2.579479097938974,7.641246224010589e-07,-247.6300062345977
8.64,-2.566613891975336,7.415381881036386e-07,-246.39494611603885
8.65,-2.553812851550285,7.196202530872289e-07,-245.16604589847873
8.66,-2.541075656636969,6.983510603046695e-07,-243.94327485909153
8.67,-2.528401988801547,6.777113769082933e-07,-242.72660242798688
8.68,-2.5157915311946004,6.576824664457933e-07,-241.5159981873846
8.69,-2.503243968542535,6.382460610560897e-07,-240.31143187078942
