t,V,m,h,m_1,h_1,n,m_2,h_2,m_3,h_3,m_4,z,Ca_conc,m_5,h_4,m_6
1.58,-78.7831234026489,0.006622413463646033,0.9858049948805232,0.0004620901208822239,0.7978233249353923,0.13901335543807236,0.0008860889931630865,0.57702078865674,0.0008808129077852631,0.6596219743481313,7.344162004024425e-10,0.7922208350397666,0.06430948036909673,0.04696539439519,0.29526374617514584,0.18585919181283708
1.59,-78.79627382382549,0.006607902811692002,0.985849658995401,0.000459948912373427,0.7978328271007551,0.1388437684074444,0.0008846880379734314,0.5772029220568015,0.0008796404633490564,0.6597378245293299,7.348166476099327e-10,0.7942666733962221,0.06433134544812591,0.04686390614621139,0.2953523529669598,0.1859121166444678
1.6,-78.80903219792164,0.006593841752534361,0.9858941343981248,0.00045787960096529615,0.7978423383075819,0.1386754597262505,0.0008832885186307006,0.5773851877621231,0.0008784690950012609,0.659853711321607,7.352118064426146e-10,0.7962921699431185,0.06435314861271677,0.046763114278228345,0.295441062187086,0.1859651514790992
1.61,-78.8214106235973,0.006580216580160853,0.9859384194119658,0.0004558796712057076,0.7978518582460054,0.13850843579519367,0.0008818904909831099,0.577567576460712,0.0008772988409235015,0.6599696319339861,7.356018478001156e-10,0.798297527025867,0.06437488976159965,0.046663025620090046,0.2955298694203059,0.18601829273047796
1.62,-78.8334208924479,0.006567013930226751,0.9859825124657502,0.00045394668903723086,0.7978613866167672,0.1383427022684998,0.0008804940087221964,0.5777500791482598,0.00087612973784946,0.6600855836765873,7.359869363849548e-10,0.8002829449821129,0.06439656880093692,0.046563646444503407,0.29561877038971146,0.18607153692340056
1.6300000000000001,-78.84507449569907,0.006554220772907412,0.986026412090558,0.0004520782995917466,0.7978709231309193,0.1381782640810341,0.0008790991234430483,0.5779326871191403,0.0008749618211055394,0.6602015639579892,7.363672308545608e-10,0.8022486221603937,0.06441818564410216,0.04646498248886551,0.29570776095264606,0.1861248806903853
1.6400000000000001,-78.85638266872418,0.006541824375511452,0.9860701169205064,0.000450272225602791,0.7978804675100533,0.13801512546105474,0.0008777058845884085,0.5781153919621393,0.0008737951245800056,0.6603175702916267,7.367428833309239e-10,0.8041947549270345,0.06443974021161718,0.046367038972906505,0.2957968370951395,0.1861783207661271
1.6500000000000001,-78.86735640442913,0.0065298122899627616,0.9861136256905018,0.0004485262653963927,0.7978900194861229,0.13785328995194865,0.0008763143394828733,0.5782981855531809,0.0008726296807472241,0.6604336002949659,7.371140394293542e-10,0.8061215376822265,0.06446123243098008,0.04626982061656389,0.29588599492796286,0.18623185398410258
1.6600000000000001,-78.8780063617685,0.006518172424051651,0.9861569372237775,0.0004468382894620903,0.7978995787999023,0.13769276046422366,0.0008749245336705787,0.5784810600379325,0.000871465520877479,0.660549651664351,7.374808400358168e-10,0.8080291629070353,0.0644826622361267,0.04617333165863639,0.29597523068814163,0.18628547728041928
1.67,-78.88834290511981,0.0065068930081564925,0.9862000504321768,0.0004452062387956411,0.7979091452011463,0.13753353928974596,0.0008735365108741872,0.5786640078270393,0.0008703026750152168,0.660665722180209,7.378434209023421e-10,0.8099178211718132,0.06450402956734964,0.04607757587446506,0.2960645407336578,0.18633918768862565
1.68,-78.89837610242458,0.006495962594902381,0.9862429643124194,0.0004436281226834741,0.7979187184482165,0.13737562812787396,0.000872150313073202,0.5788470215873784,0.0008691411720302587,0.6607818097026882,7.382019129299574e-10,0.8117877011567743,0.06452533437107306,0.045982556593920886,0.29615392154029846,0.18639298233736912
1.69,-78.9081157468737,0.006485370041582764,0.9862856779451882,0.00044210201751897275,0.7979282983080516,0.13721902809985634,0.0008707659805063257,0.5790300942370071,0.0008679810396219321,0.660897912172998,7.385564420503781e-10,0.8136389896645315,0.06454657659974697,0.04588827671481147,0.29624336969793924,0.18644685844700273
1.7,-78.9175714593584,0.0064751044333800365,0.9863281905038639,0.0004406260691259851,0.797937884557326,0.1370637397231951,0.000869383551413615,0.5792132189527147,0.000866822304161937,0.6610140276342945,7.389071277316851e-10,0.8154718716051164,0.06456775621214972,0.04579473870077309,0.29633288190485835,0.18650081332255852
1.71,-78.9267525365724,0.006465155193023073,0.9863705012328752,0.0004391984840373141,0.7979474769798698,0.13690976301208685,0.000868003062598073,0.579396389137881,0.000865664991045068,0.6611301541910123,7.392540858173705e-10,0.8172865300676595,0.06458887317240503,0.04570194462802153,0.2964224549682516,0.1865548443581628
1.72,-78.93566799170077,0.006455512049279373,0.9864126094490554,0.00043781752913622037,0.7979570753669195,0.13675709748240092,0.0008666245493667838,0.57957959842039,0.0008645091246554008,0.6612462900148027,7.395974280842647e-10,0.8190831463264543,0.06460992744997225,0.04560989619510837,0.2965120858000522,0.18660894903278802
1.73,-78.9443265664981,0.006446165026418642,0.9864545145395808,0.0004364815300555219,0.7979666795169476,0.1366057421708393,0.0008652480455642222,0.579762840646078,0.0008633547283896053,0.6613624333435494,7.399372622879052e-10,0.8208618998567674,0.06463091901949217,0.045518594738173004,0.2966017714134485,0.18666312490729148
1.74,-78.95273673433556,0.006437104440274631,0.9864962159590158,0.00043518886928664585,0.7979762892353778,0.13645569565711,0.0008638735836311104,0.5799461098712378,0.0008622018246959291,0.6614785824783732,7.402736923511398e-10,0.8226229683533782,0.0646518478605984,0.04542804124682104,0.2966915089198072,0.18671736962200886
1.75,-78.96090676176857,0.006428320850722593,0.9865377132392498,0.00043393799008831896,0.7979859043357168,0.13630695601039944,0.0008625011943615287,0.5801294003790743,0.0008610504349209664,0.6615947358004252,7.406068172165631e-10,0.8243665277180425,0.06467271395838509,0.04533823633339155,0.2967812955301066,0.1867716808964501
1.76,-78.96884466205623,0.006419805094627741,0.9865790059756301,0.0004327273896872321,0.79799552463807,0.13615952087561323,0.0008611309072171484,0.5803127066519367,0.0008599005795113171,0.6617108917511458,7.409367321659543e-10,0.8260927521043319,0.0646935173026629,0.045249180288283564,0.2968711285480438,0.18682605652511372
1.77,-78.97655818110194,0.006411548294647385,0.9866200938202401,0.00043155561569178165,0.7980051499684414,0.13601338751767755,0.0008597627504742934,0.5804960233568203,0.0008587522781087569,0.6618270488234862,7.412635293994609e-10,0.827801813945256,0.0647142578875785,0.045160873109459466,0.29696100536563996,0.1868804943744655
1.78,-78.98405481856999,0.006403541841835137,0.9866609764829237,0.0004304212659918864,0.7980147801588864,0.13586855282033816,0.0008583967511896268,0.5806793453452664,0.0008576055495298703,0.6619432055650232,7.415872978116315e-10,0.8294938839622072,0.06473493571162862,0.04507331450393111,0.29705092346155687,0.18693499238118128
1.79,-78.99134183096554,0.006395777391678177,0.9867016537283376,0.0004293229868713095,0.7980244150472269,0.13572501330829095,0.000857032935258837,0.5808626676458795,0.0008564604118049254,0.6620593605749764,7.419081231792664e-10,0.831169131183482,0.06475555077747187,0.04498650390361187,0.2971408803980226,0.18698954854974162
1.8,-78.99842625624622,0.006388246841832868,0.9867421253801696,0.00042825947379538303,0.7980340544775107,0.1355827651219937,0.0008556713273184285,0.5810459854715809,0.0008553168821156461,0.6621755125107689,7.422260877180836e-10,0.8328277229456744,0.06477610309213776,0.04490044044935102,0.2972308738218231,0.18704416095270895
1.81,-79.00531493121429,0.006380942315996791,0.9867823913229544,0.00042722947130168697,0.7980436983002208,0.13544180400834374,0.0008543119507001177,0.5812292942219234,0.0008541749767668836,0.6622916600913877,7.425412698510175e-10,0.8344698249008127,0.06479659266710257,0.04481512298563633,0.2973209014639308,0.18709882773010517
1.82,-79.01201444843038,0.006373856199186985,0.9868224514837602,0.0004262317653759838,0.7980533463703974,0.13530212544426526,0.0008529548278259262,0.5814125894440083,0.0008530347114422674,0.6624078020739372,7.428537457494048e-10,0.8360956010716057,0.06481701951724927,0.04473055014466714,0.297410961127714,0.18715354708125503
1.83,-79.01853118131025,0.006366981115063186,0.9868623058365685,0.0004252651843002246,0.7980629985481134,0.13516372461045506,0.0008515999801064358,0.5815958668400729,0.0008518961011396997,0.6625239372604143,7.431635888754292e-10,0.8377052138524506,0.06483738366108556,0.04464672032967183,0.29750105069002014,0.1872083172651235
1.84,-79.02487128879096,0.0063603099206168065,0.9869019543998543,0.0004243285969619689,0.7980726546982447,0.13502659641002707,0.0008502474279879158,0.5817791222610925,0.0008507591602027818,0.6626400644954286,7.434708701234722e-10,0.8392988240266922,0.06485768512058485,0.04456363172841581,0.2975911680984016,0.1872631365981082
1.85,-79.03104072398975,0.00635383570020481,0.9869413972361809,0.00042342091280193433,0.7980823146904408,0.13489073547279345,0.0008488971909575453,0.5819623517048241,0.0008496239023249928,0.6627561826663116,7.437756578065473e-10,0.8408765907787671,0.06487792392114497,0.04448128231646173,0.2976813113698085,0.18731800345289945
1.86,-79.0370452622747,0.006347551755276683,0.9869806344613115,0.0004225410892584,0.7980919784000424,0.13475613609200005,0.0008475492873501266,0.5821455513347366,0.0008484903404248692,0.6628722907145876,7.440780169050353e-10,0.8424386716822637,0.06489810009210085,0.04439966981238515,0.29777147859612596,0.18737291626229882
1.87,-79.04289047368232,0.006341451606449126,0.9870196662260375,0.0004216881177184391,0.7981016457062832,0.1346227923547128,0.0008462037347239104,0.5823287174390566,0.0008473584868910194,0.6629883876148698,7.443780104303707e-10,0.843985222757027,0.06491821366564893,0.044318791770731794,0.29786166793009056,0.18742787350882215
1.8800000000000001,-79.0485817351497,0.0063355289867471016,0.9870584927175262,0.00042086102484551656,0.7981113164924345,0.13449069813366488,0.0008448605498292736,0.5825118464326566,0.0008462283535625552,0.6631044723770603,7.446756992756771e-10,0.8455163984768677,0.06493826467690779,0.044238645576433575,0.2979518775852439,0.1874828737244727
1.8900000000000001,-79.05412423840988,0.006329777835807095,0.9870971141585408,0.000420058872232202,0.7981209906457389,0.13435984709419418,0.000843519748621748,0.5826949348542767,0.0008450999517383446,0.663220544046013,7.449711422312132e-10,0.847032351782653,0.06495825316385508,0.04415922844995821,0.29804210583435653,0.18753791548940613
1.9000000000000001,-79.05952299508456,0.006324192294631072,0.9871355308054783,0.00041928075505216333,0.7981306680572244,0.13423023270947285,0.0008421813462999165,0.5828779793611893,0.0008439732922023896,0.6633366016997541,7.452643960937101e-10,0.8485332340984105,0.06497817916719617,0.044080537458347266,0.29813235100704333,0.18759299743001814
1.9100000000000001,-79.06478284455964,0.0063187666961951085,0.9871737429572137,0.0004185258058376152,0.7981403486225636,0.13410184819361437,0.0008408453571268027,0.5830609767496869,0.0008428483851068187,0.6634526444592074,7.455555150441136e-10,0.8500191953209911,0.06499804273089371,0.04400256946737115,0.29822261149723944,0.1876481182246026
1.92,-79.0699084570695,0.006313495563195036,0.9872117509453379,0.00041779318943227175,0.7981500322411343,0.13397468657617057,0.000839511794624021,0.5832439239311121,0.0008417252401000268,0.6635686714781126,7.458445512849126e-10,0.8514903838552554,0.06501784390155926,0.043925321195063004,0.2983128857536991,0.1877032765959754
1.93,-79.07490433765435,0.0063083736044917274,0.9872495551277851,0.00041708209955210917,0.7981597188154093,0.1338487407508675,0.0008381806716980091,0.5834268179159886,0.0008406038664101474,0.6636846819365513,7.461315554479713e-10,0.8529469466409654,0.06503758272805225,0.04384878924678144,0.298403172273587,0.18775847130647338
1.94,-79.07977483226342,0.00630339570835962,0.9872871558907957,0.00041639175929874574,0.7981694082511486,0.13372400346101096,0.0008368520005992979,0.583609655818064,0.0008394842728187232,0.663800675043346,7.464165764381772e-10,0.8543890291592855,0.06505725926158867,0.04377297010486435,0.29849346960367495,0.1878137011587909
1.95,-79.08452413288295,0.00629855693718838,0.9873245536470893,0.00041572141987609225,0.7981791004572291,0.13360046731367986,0.0008355257929576763,0.5837924348493013,0.0008383664676842877,0.6639166500344258,7.466996615335487e-10,0.855816775448554,0.06507687355561804,0.04369786013892405,0.2985837763380813,0.18786896499416322
1.96,-79.08915627993599,0.0062938525223518995,0.9873617488393843,0.0004150703615595067,0.7981887953459773,0.13347812475196774,0.0008342020597128271,0.5839751523281126,0.0008372504588968175,0.6640326061765122,7.469808561512802e-10,0.8572303281057304,0.06509642566603617,0.04362345558569326,0.2986740911213884,0.1879242616947609
1.97,-79.093675164939,0.006289277859061565,0.9873987419434155,0.0004144378944531642,0.7981984928334567,0.13335696803116867,0.000832880811054791,0.5841578056863466,0.0008361362538386839,0.664148542770303,7.472602036451984e-10,0.8586298282891912,0.06511591565136636,0.043549752531733904,0.2987644126512541,0.18797959018568822
1.98,-79.09808454274032,0.006284828500631726,0.9874355334521709,0.00041382335133499594,0.7982081928379753,0.1332369893423287,0.0008315620567316143,0.5843403924297628,0.0008350238595884419,0.6642644591349733,7.475377462766833e-10,0.8600154157718332,0.06513534357176105,0.043476747003105914,0.2988547396621331,0.18803494942218826
1.99,-79.10238803340901,0.006280500153380052,0.9874721238804144,0.00041322608904791335,0.7982178952805151,0.13311818077662654,0.000830245805960398,0.5845229101487452,0.0008339132828623285,0.6643803546128567,7.478135249181198e-10,0.8613872289398384,0.06515470948927751,0.04340443493950766,0.2989450709294017,0.1880903383928266
2.0,-79.10658912713166,0.006276288671343366,0.9875085137633114,0.0004126454874072186,0.7982276000846028,0.13300053433601414,0.000828932067453611,0.5847053565144162,0.0008328045300319903,0.6644962285682615,7.480875791247132e-10,0.8627454048072315,0.06517401346778326,0.04333281220199242,0.29903540526755307,0.18814575611803083
2.0100000000000002,-79.11069118920592,0.006272190050987544,0.9875447036548654,0.00041208094802808496,0.7982373071761621,0.1328840419453459,0.0008276208494491123,0.5848877292742788,0.0008316976071446654,0.6646120803860986,7.483599472181602e-10,0.8640900790309455,0.06519325557284951,0.04326187458176546,0.2991257415282011,0.18820120164848111
2.02,-79.11469745444887,0.006268200441666058,0.9875806941354525,0.0004115319002246037,0.798247016484218,0.13276869539156966,0.0008263121595650109,0.5850700262709897,0.0008305925198270234,0.6647279094791422,7.48630665832878e-10,0.865421385899661,0.06521243587222732,0.0431916177559722,0.2992160786078574,0.18825667407123792
2.0300000000000002,-79.11861103243797,0.006264316139961639,0.9876164858100458,0.000410997799671917,0.7982567279407291,0.13265448633756127,0.0008250060048337833,0.5852522454374622,0.0008294892733080674,0.6648437152864553,7.488997700122407e-10,0.8667394583494852,0.06523155443572742,0.043122037297734686,0.2993064154457069,0.18831217250795157
2.04,-79.12243492703092,0.006260533562784373,0.9876520792941668,0.00041047811752941386,0.798266441479273,0.13254140643434698,0.0008237023919726711,0.5854343847607673,0.0008283878725989681,0.6649594972601701,7.491672940297807e-10,0.8680444280150073,0.06525061133431427,0.04305312875769238,0.299396751008201,0.18836769610263396
2.05,-79.12617203323002,0.006256849254176158,0.9876874752193088,0.00040997234469899714,0.7982761570355524,0.13242944727721778,0.000822401327279182,0.58561644229554,0.0008272883224238991,0.665075254870746,7.494332710601167e-10,0.8693364252242235,0.06526960664044693,0.04298488763208969,0.29948708429456716,0.1884232440259914
2.06,-79.1298251418012,0.0062532598805777224,0.9877226742316956,0.00040947999090272335,0.7982858745472785,0.13231860041527843,0.0008211028166549166,0.5857984161604411,0.000826190627236102,0.6651909876059021,7.496977332436129e-10,0.870615579012675,0.06528854042799316,0.042917309369697856,0.29957741433515844,0.18847881547408846
2.07,-79.13339694371534,0.006249762226229946,0.987757676991119,0.0004090005838012553,0.7982955939540601,0.1322088573603496,0.0008198068656278956,0.5859803045348275,0.0008250947912329504,0.6653066949696205,7.49960711746702e-10,0.8718820171373306,0.06530741277214876,0.042850389378269536,0.29966774018989684,0.18853440966708682
2.08,-79.13689001472456,0.006246353204151921,0.9877924841789215,0.00040853367301618346,0.7983053151981443,0.13210020952105347,0.0008185134792012165,0.5861621056796404,0.0008240008182549126,0.6654223764893646,7.502222363172669e-10,0.8731358660612792,0.06532622374995307,0.04278412297694773,0.29975806095744306,0.1885900258565792
2.09,-79.14030683202282,0.006243029841960639,0.9878270964912077,0.00040807882623199084,0.798315038223783,0.1319926482577372,0.0008172226619822105,0.5863438179191794,0.0008229087118720325,0.6655380317100292,7.504823356555663e-10,0.8743772509855698,0.06534497343984154,0.0427185054359653,0.2998483757670415,0.18864566331904098
2.1,-79.14364979046137,0.006239789268039818,0.9878615146322621,0.0004076356254079307,0.7983247629766209,0.13188616493571945,0.0008159344183077089,0.5865254396234209,0.0008218184754678063,0.6656536601880761,7.507410377738429e-10,0.8756062958803988,0.06536366192121139,0.04265353201513315,0.29993868377060523,0.18870132134947468
2.11,-79.14692119794256,0.0062366287140355305,0.9878957393175514,0.00040720366812991004,0.798334489403972,0.1317807509001178,0.0008146487521872731,0.5867069692157175,0.0008207301122013706,0.6657692614942787,7.509983698266739e-10,0.8768231234856979,0.06538228927461255,0.04258919794568014,0.3000289841460448,0.18875699926406334
2.12,-79.1501232795102,0.006233545510532762,0.9879297712727232,0.00040678256681559274,0.7983442174547244,0.1316763974834288,0.0008133656673224536,0.5868884051698977,0.0008196436250205131,0.6658848352128705,7.512543581623729e-10,0.8780278553245026,0.06540085558167746,0.042525498435752755,0.30011927609590067,0.188812696399061
2.13,-79.15325818043377,0.006230537083474338,0.9879636112329803,0.00040637194809713237,0.7983539470792809,0.1315730960100121,0.0008120851671189958,0.5870697460083731,0.000818559016669957,0.6660003809410194,7.51509028354471e-10,0.8792206117149506,0.06541936092507565,0.04246242867368423,0.3002095588464327,0.18886841211005134
2.14,-79.15632794655278,0.006227600967363239,0.9879972599509286,0.00040597145621975314,0.7983636782302789,0.13147083773057788,0.0008108072545395721,0.5872509903230574,0.0008174762895927184,0.6661158982956734,7.517624047828324e-10,0.8804015117513319,0.06543780538902888,0.04239998378083436,0.30029983165703483,0.18892414577951924
2.15,-79.15933455068684,0.006224734784465953,0.9880307181872583,0.0004055807483052249,0.7983734108617294,0.13136961389846966,0.0008095319322795678,0.5874321367500756,0.0008163954460480678,0.6662313869054745,7.520145111270967e-10,0.8815706733478337,0.06545618905869079,0.0423381588665864,0.30039009380873316,0.18897989680758173
2.16,-79.16227990010054,0.0062219362379983345,0.9880639867084858,0.0004051994929610035,0.7983831449288064,0.13126941578763207,0.0008082592028100053,0.5876131839634783,0.0008153164881404088,0.6663468464088139,7.522653704849156e-10,0.8827282132565023,0.06547451201999346,0.04227694904133065,0.30048034460128653,0.18903566460964505
2.17,-79.16516583345526,0.0062192031130707285,0.9880970662886127,0.0004048273707459708,0.7983928803879972,0.131170234678218,0.0008069890683467432,0.5877941306795011,0.0008142394177987268,0.6664622764552949,7.525150052819779e-10,0.8838742470708947,0.06549277435975324,0.042216349406133585,0.30057058335506004,0.18909144861790486
2.18,-79.16799412433835,0.0062165332727785886,0.9881299577083339,0.00040446407347461246,0.7984026171970265,0.13107206186244166,0.000805721530865801,0.5879749756542264,0.0008131642367869621,0.6665776767050624,7.527634373122995e-10,0.8850088892386835,0.06551097616561428,0.042156355056993396,0.30066080940991285,0.18914724828044208
2.19,-79.17076648228945,0.006213924657451171,0.988162661755009,0.00040410930432993586,0.7984123553148521,0.13097488864409176,0.0008044565921043915,0.5881557176833426,0.0008120909467047681,0.666693046828781,7.530106877392611e-10,0.8861322530710607,0.0655291175260432,0.042096961084560285,0.300751022125055,0.18920306306110263
2.2,-79.17348453210883,0.006211375311303964,0.9881951792292553,0.00040376278499412916,0.7984220947022673,0.13087870628302783,0.0008031942534379335,0.5883363556201117,0.0008110195489048188,0.6668083865132216,7.532567767560279e-10,0.8872444507243676,0.06554719853076549,0.042038162534502425,0.30084122088731713,0.18925889244618063
2.21,-79.17614984655066,0.0062088833417302345,0.9882275109352638,0.0004034242455289763,0.7984318353210089,0.13078350607491232,0.0008019345160619169,0.5885168883485811,0.0008099500446152436,0.6669236954530585,7.535017240832366e-10,0.8883455932499954,0.06556521927011574,0.0419799544646084,0.3009314050987408,0.1893147359343783
2.22,-79.17876394609549,0.006206446920131858,0.988259657681153,0.00040309342489394147,0.7984415771337856,0.1306892793475471,0.0008006773809857747,0.5886973147843954,0.0008088824349355669,0.6670389733511702,7.537455489503676e-10,0.8894357906021851,0.06558317983505772,0.041922331942235345,0.3010215741769209,0.18937059303707843
2.23,-79.18132829751997,0.0062040642842678346,0.9882916202796881,0.0004027700718529117,0.7984513201043427,0.1305960174541633,0.000799422849019888,0.588877633876615,0.0008078167208280257,0.6671542199192513,7.539882700582519e-10,0.8905151516442898,0.06560108031722892,0.041865290039577625,0.3011117275558142,0.18942646327899382
2.24,-79.1838443168651,0.006201733735052708,0.9883233995476616,0.0004024539444596335,0.7984610641974014,0.13050371177785336,0.0007981709207877061,0.5890578446058485,0.0008067529031257889,0.6672694348772874,7.542299056105637e-10,0.8915837841606618,0.06561892080889556,0.04180882383690587,0.3012018646848444,0.1894823461974388
2.25,-79.18631336793467,0.006199453637164136,0.9883549963064456,0.00040214481019870045,0.7984708093787077,0.13041235372625906,0.000796921596715921,0.5892379459856701,0.0008056909825263649,0.667384617954008,7.544704732863118e-10,0.8926417948628236,0.06563670140298668,0.04175292841888633,0.30129198502954735,0.18953824134285058
2.2600000000000002,-79.18873674435092,0.006197222433662957,0.988386411386866,0.000401842448538085,0.7984805556154786,0.1303219346904143,0.0007956748769438988,0.5894179370761228,0.0008046309595305223,0.6674997688909303,7.547099899952808e-10,0.893689289374614,0.06565442219341887,0.04169759884544453,0.30138208807788663,0.18959414828390847
2.27,-79.19111570345959,0.006195038616427413,0.9884176456204533,0.0004015466458773118,0.7984903028755931,0.13023244611661938,0.0007944307614877143,0.5895978169591108,0.000803572834553024,0.6676148874350755,7.549484723178957e-10,0.8947263722836343,0.06567208327450441,0.04164283020289842,0.3014721733286914,0.18965006659815467
2.2800000000000002,-79.19345146073759,0.006192900730246848,0.9884486998410712,0.00040125719628840656,0.7985000511277404,0.13014387949221123,0.0007931892502102358,0.5897775847428239,0.0008025166079024795,0.6677299733403148,7.551859364237141e-10,0.8957531471421895,0.06568968474105766,0.0415886175939446,0.30156224029371276,0.1897059958736593
2.29,-79.19574518977686,0.006190807372163401,0.9884795748850792,0.0004009739014390291,0.7985098003414318,0.13005622634348965,0.0007919503428185933,0.5899572395620627,0.0008014622797796738,0.6678450263674968,7.554223980635233e-10,0.8967697164753589,0.06570722668840283,0.04153495613627728,0.3016522884977574,0.18976193570912656
2.3000000000000003,-79.19799802472407,0.00618875718872093,0.9885102715908515,0.00040069657015543954,0.798519550486954,0.12996947823899713,0.0007907140388737035,0.5901367805767591,0.0008004098502840352,0.6679600462840383,7.556578725938566e-10,0.8977761817922072,0.06572470921233842,0.04148184096500887,0.3017423174779744,0.189817885713314
2.31,-79.20021105634399,0.0061867488784360545,0.9885407907998196,0.0004004250187052913,0.7985293015354623,0.12988362678019752,0.0007894803377713313,0.5903162069748165,0.0007993593194008551,0.6680750328647662,7.558923749261874e-10,0.8987726435881418,0.0657421324092049,0.041429267226173225,0.3018323267851895,0.1898738455061153
2.32,-79.2023853201865,0.006184781200736384,0.9885711333594056,0.0004001590719718695,0.7985390534592475,0.1297986635765496,0.0007882492386878978,0.5904955179802972,0.0007983106869646692,0.6681899858943094,7.561259193828492e-10,0.8997592013363062,0.06575949637608047,0.041377230059185,0.3019223159877738,0.1899298147217026
2.33,-79.20452182604575,0.006182852951080396,0.9886013001160754,0.0003998985599667567,0.7985488062310949,0.1297145803021842,0.0007870207407106296,0.5906747128336416,0.0007972639527472899,0.6683049051613873,7.563585200407191e-10,0.9007359535363085,0.06577680121030752,0.04132572463704906,0.30201228466225666,0.18998579300089755
2.34,-79.20662155023551,0.006180962966530916,0.9886312919172893,0.00039964331854027097,0.7985585598244601,0.12963136867909683,0.0007857948428017083,0.5908537907970728,0.0007962191164335904,0.6684197904603958,7.565901906356656e-10,0.9017029977113191,0.06579404700962167,0.04127474615456575,0.30210223239587564,0.19004177999324193
2.35,-79.20868543655071,0.006179110124214588,0.9886611096113727,0.0003993931891112952,0.7985683142134551,0.12954902047750638,0.0007845715438011979,0.5910327511541189,0.0007951761776235097,0.6685346415912881,7.568209445696051e-10,0.9026604304172298,0.06581123387214029,0.04122428982868436,0.30219215878633787,0.19009777535680264
2.36,-79.21071439824772,0.0061772933389469846,0.9886907540471448,0.00039914801828209973,0.7985780693728113,0.12946752751822718,0.0007833508424345202,0.5912115932084443,0.0007941351358371337,0.6686494583592555,7.570507949295891e-10,0.9036083472532263,0.06582836189633412,0.04117435090028145,0.3022820634412548,0.19015377875771075
2.37,-79.21270931180258,0.006175511572539851,0.9887202260753605,0.00039890766000840144,0.7985878252780096,0.1293868816601897,0.0007821327372860596,0.59139031628788,0.0007930959904968292,0.6687642405758819,7.572797544184522e-10,0.9045468428598225,0.06584543118112299,0.04112492462547301,0.30237194598006134,0.19020978987172313
2.38,-79.21467101207003,0.006173763841118064,0.9887495265498434,0.0003986719773340879,0.7985975819053831,0.12930707479049172,0.0007809172267785408,0.5915689197475683,0.0007920587409132876,0.6688789880600473,7.575078353005266e-10,0.9054760109190296,0.06586244182595018,0.04107600626870972,0.30246180603551215,0.19026580838543916
2.39,-79.21660031489051,0.006172049183437771,0.9887786563225626,0.0003984408355957094,0.7986073392316595,0.12922809886402742,0.0007797043092654713,0.5917474029557526,0.0007910233863481715,0.6689937006339124,7.577350496426047e-10,0.9063959441963895,0.06587939393044394,0.04102759113081164,0.3025516432468818,0.19032183399076666
2.4,-79.21849800955229,0.006170366672035136,0.9888076162453604,0.0003982141049953305,0.7986170972341183,0.12914994588866724,0.0007784939829994087,0.5919257652986271,0.0007899899259926316,0.6691083781243055,7.579614092306452e-10,0.9073067345370295,0.06589628759453256,0.040979674538630516,0.3026414572622757,0.19037786638680188
2.41,-79.22036486012401,0.006168715411771851,0.9888364071697234,0.0003979916604166716,0.7986268558905676,0.1290726079264598,0.0007772862461367673,0.5921040061795777,0.0007889583589705795,0.6692230203625192,7.581869255818936e-10,0.9082084728752498,0.06591312291842588,0.0409322518460035,0.3027312477382609,0.1904339052795282
2.42,-79.22220160704059,0.006167094538020545,0.9888650299464977,0.0003977733811624836,0.7986366151793143,0.1289960770952916,0.0007760810967436694,0.5922821250182636,0.0007879286843426681,0.669337627184063,7.584116099597289e-10,0.9091012492444935,0.06592990000259315,0.040885318435029454,0.3028210143394189,0.1904899503814521
2.43,-79.22400895889324,0.006165503223869678,0.9888934854276196,0.0003975591518760294,0.7986463750793221,0.12892034555426896,0.0007748785327641048,0.592460121255536,0.0007869009010846943,0.6694521984300398,7.586354732911309e-10,0.9099851527705998,0.065946618947879,0.04083886970590238,0.3029107567407095,0.1905460014135284
2.44,-79.2257875947442,0.00616394067763796,0.9889217744656805,0.00039734886219037,0.7986561355701689,0.1288454055065887,0.0007736785520285866,0.5926379943520845,0.0007858750080934827,0.6695667339467773,7.588585261887704e-10,0.9108602716830182,0.06596327985547097,0.04079290107903901,0.3030004746268152,0.19060205810462574
2.45,-79.2275381784643,0.006162406129318842,0.988949897911018,0.0003971424049243529,0.7986658966317751,0.1287712492223872,0.0007724811523090636,0.5928157437799191,0.0007848510042241593,0.6696812335834634,7.590807790926205e-10,0.9117266933465472,0.06597988282669727,0.04074740801125066,0.3030901676880372,0.19065812018818362
2.46,-79.22926135305993,0.006160898835449531,0.9889778566129239,0.0003969396766974337,0.7986756582445127,0.1286978690283378,0.0007712863312968429,0.5929933690257765,0.0007838288882751784,0.669795697193102,7.593022422126415e-10,0.9125845042589149,0.06599642796310698,0.040702385988540105,0.3031798356219315,0.19071418740354432
2.47,-79.23095774192383,0.006159418077604999,0.9890056514194292,0.0003967405777075638,0.7986854203891832,0.12862525730875377,0.0007700940866071505,0.5931708695904014,0.0007828086589914288,0.6699101246323208,7.595229255402967e-10,0.9134337900601794,0.06601291536645257,0.040657830526986405,0.3032694781329581,0.19077025949566745
2.48,-79.23262794997906,0.0061579631609811865,0.9890332831771078,0.0003965450115168539,0.7986951830469966,0.12855340650652516,0.0007689044157833,0.5933482449878885,0.0007817903150670703,0.6700245157611957,7.59742838859061e-10,0.9142746355419155,0.06602934513867384,0.040613737173512965,0.3033590949321609,0.19082633621486858
