t,NatP,MisP,MCom,Hsp90,HCom,HSF1,DiH,TriH,HSE_TriH,HSE,AggP,ROS,ATP,ADP
2.64,5970140.4402307365,0.0008869685804766961,29885.95886776604,269948.37612328725,5999.999955366538,4.4452943477940746e-05,8.871010178392693e-08,9.368309560052252e-10,9.33960269036765e-11,0.9999999999066037,1.8774349966684823e-13,100.2613565500795,10874.772083392309,125.22791660768328
2.65,5970033.848929301,0.0008873130463469349,29992.65016879928,269841.4494357588,5999.999955349808,4.447055828604011e-05,8.826860048954922e-08,9.356907719884808e-10,9.378928379455692e-11,0.9999999999062105,1.8853051847521748e-13,100.26234652389432,10874.389019746539,125.61098025345147
2.66,5969927.304521238,0.0008876576372872909,30099.294576458695,269734.56974312506,5999.999955333068,4.448817930862355e-05,8.78293135823506e-08,9.345391760777317e-10,9.41816534283474e-11,0.9999999999058181,1.8931814869257916e-13,100.26333649761015,10874.006151651483,125.99384834850778
2.67,5969820.806982229,0.000888002353347024,30205.892115065515,269627.7370210131,5999.999955316318,4.450580654793245e-05,8.739222987389049e-08,9.333763133916411e-10,9.457313083457053e-11,0.9999999999054267,1.9010639077852593e-13,100.264326471227,10873.623478981388,126.37652101860346
2.68,5969714.3562879665,0.0008883471945758227,30312.442808925396,269520.95124506555,5999.999955299556,4.452344000621352e-05,8.695733823325713e-08,9.322023278486298e-10,9.496371111985099e-11,0.9999999999050361,1.908952451929983e-13,100.26531644474484,10873.241001610631,126.75899838935985
2.69,5969607.952414161,0.0008886921610238046,30418.9466823284,269414.2123909405,5999.999955282785,4.454107968571875e-05,8.6524627587068e-08,9.310173621668761e-10,9.535338946791531e-11,0.9999999999046464,1.9168471239628422e-13,100.26630641816368,10872.858719413724,127.14128058626831
2.7,5969501.595336537,0.0008890372527415158,30525.403759549015,269307.520434312,5999.999955266002,4.4558725588705434e-05,8.609408691946943e-08,9.298215578643158e-10,9.574216113959209e-11,0.9999999999042576,1.9247479284901957e-13,100.26729639148351,10872.476632265301,127.52336773469023
2.71,5969395.285030837,0.0008893824697799314,30631.814064846145,269200.8753508694,5999.999955249209,4.457637771743615e-05,8.566570527213694e-08,9.286150552586429e-10,9.61300214728118e-11,0.9999999999038697,1.9326548701218767e-13,100.26828636470437,10872.094740040135,127.90525995985698
2.72,5969289.021472816,0.0008897278121904552,30738.177622463125,269094.27711631777,5999.999955232406,4.4594036074178774e-05,8.523947174427496e-08,9.273979934673083e-10,9.651696588260695e-11,0.9999999999034828,1.940567953471197e-13,100.26927633782621,10871.71304261312,128.28695738687003
2.73,5969182.804638248,0.0008900732800249195,30844.49445662769,268987.72570637777,5999.999955215592,4.461170066120649e-05,8.481537549261704e-08,9.261705104075212e-10,9.690298986111196e-11,0.9999999999030967,1.9484871831549437e-13,100.27026631084907,10871.33153985929,128.66846014070083
2.74,5969076.63450292,0.0008904188733355861,30950.764591552008,268881.2210967858,5999.999955198768,4.462937148079775e-05,8.43934057314257e-08,9.249327427962479e-10,9.728808897756325e-11,0.9999999999027116,1.9564125637933816e-13,100.27125628377293,10870.9502316538,129.0497683461909
2.75,5968970.511042636,0.0008907645921751448,31056.988051432654,268774.7632632937,5999.999955181933,4.4647048535236324e-05,8.397355173249257e-08,9.236848261502128e-10,9.767225887829917e-11,0.9999999999023275,1.9643441000102512e-13,100.27224625659778,10870.569117871939,129.43088212805168
2.7600000000000002,5968864.434233214,0.0008911104365967147,31163.16486045064,268668.35218166903,5999.999955165088,4.4664731826811266e-05,8.355580282513821e-08,9.224268947858975e-10,9.805549528676007e-11,0.9999999999019442,1.9722817964327713e-13,100.27323622932364,10870.188198389127,129.81180161086476
2.77,5968758.404050489,0.0008914564066538435,31269.295042771373,268561.9878276949,5999.999955148232,4.4682421357816934e-05,8.314014839621234e-08,9.211590818195417e-10,9.843779400348824e-11,0.999999999901562,1.9802256576916355e-13,100.27422620195051,10869.80747308091,130.1925269190817
2.7800000000000002,5968652.420470311,0.0008918025024005078,31375.378622544704,268455.67017717013,5999.999955131367,4.470011713055297e-05,8.272657789009359e-08,9.198815191671424e-10,9.881915090612795e-11,0.9999999999011806,1.9881756884210158e-13,100.27521617447839,10869.426941822967,130.5730581770241
2.79,5968546.4834685465,0.0008921487238911129,31481.415623904883,268349.39920590905,5999.99995511449,4.47178191473243e-05,8.23150808086897e-08,9.185943375444545e-10,9.919956194942541e-11,0.9999999999008001,1.9961318932585597e-13,100.27620614690727,10869.046604491108,130.9533955088836
2.8000000000000003,5968440.593021077,0.0008924950711804929,31587.406070970592,268243.1748897417,5999.999955097604,4.473552741044118e-05,8.190564671143743e-08,9.172976664669901e-10,9.957902316522883e-11,0.9999999999004207,2.0040942768453925e-13,100.27719611923715,10868.666460961269,131.33353903872182
2.81,5968334.749103798,0.0008928415443239107,31693.349987844915,268136.99720451364,5999.999955080706,4.4753241922219125e-05,8.149826521530258e-08,9.159916342500195e-10,9.995753066248832e-11,0.9999999999000422,2.0120628438261152e-13,100.27818609146804,10868.286511109522,131.71348889047047
2.82,5968228.951692622,0.0008931881433770579,31799.24739861538,268030.8661260861,5999.9999550637995,4.477096268497896e-05,8.109292599477995e-08,9.146763680085703e-10,1.0033508062725605e-10,0.9999999998996647,2.0200375988488058e-13,100.27917606359993,10867.90675481206,132.09324518793122
2.83,5968123.200763408,0.0008935348680463232,31905.09832742507,267924.7816302646,5999.999955046882,4.4788689697226324e-05,8.068961742982562e-08,9.133520296542946e-10,1.0071166662237788e-10,0.999999999899288,2.0280185465209556e-13,100.28016603563282,10867.527191921417,132.472808078575
2.84,5968017.496292067,0.0008938817182403712,32010.902798360414,267818.7436929114,5999.999955029954,4.480642295967713e-05,8.028832873826904e-08,9.120187591230528e-10,1.0108728384628137e-10,0.9999999998989124,2.0360056914789628e-13,100.28115600756671,10867.147822303985,132.85217769600706
2.85,5967911.838254632,0.0008942286943713006,32116.660835389954,267712.7522900071,5999.999955013016,4.482416247854743e-05,7.988905114009243e-08,9.106766433776429e-10,1.0146193145823882e-10,0.9999999998985378,2.0439990384260797e-13,100.28214597940159,10866.768645860519,133.23135413947332
2.86,5967806.226627076,0.0008945757964858139,32222.372462541036,267606.807397473,5999.999954996068,4.4841908256062306e-05,7.949177449852384e-08,9.093258058338833e-10,1.0183560587006147e-10,0.9999999998981641,2.0519985920229418e-13,100.28313595113748,10866.389662467009,133.610337532984
2.87,5967700.661385386,0.0008949230246307183,32328.037703825532,267500.9089912463,5999.999954979109,4.485966029444857e-05,7.90964887330671e-08,9.079663687407172e-10,1.0220830356815964e-10,0.9999999998977914,2.0600043569336222e-13,100.28412592277436,10866.01087199955,133.98912800044147
2.88,5967595.142505566,0.0008952703788529256,32433.65658323976,267395.05704727955,5999.999954962141,4.48774185959348e-05,7.870318381950176e-08,9.065984531802125e-10,1.0258002111354251e-10,0.9999999998974197,2.0680163378256283e-13,100.28511589431226,10865.632274334352,134.3677256656401
2.89,5967489.6699636355,0.0008956178591994521,32539.229124764563,267289.2515415409,5999.999954945161,4.4895183162751326e-05,7.831184978988309e-08,9.052221790675616e-10,1.0295075514181824e-10,0.9999999998970489,2.0760345393699048e-13,100.28610586575115,10865.253869347725,134.74613065226643
2.9,5967384.243735628,0.0008959654657174187,32644.75535236523,267183.492450014,5999.999954928173,4.491295399713022e-05,7.792247673254217e-08,9.038376651510818e-10,1.0332050236319383e-10,0.9999999998966792,2.0840589662408308e-13,100.28709583709106,10864.875656916092,135.12434308389902
2.91,5967278.863797596,0.0008963131984540513,32750.23528999157,267077.77974869806,5999.9999549111735,4.493073110130533e-05,7.753505479208577e-08,9.02445029012215e-10,1.0368925956247532e-10,0.9999999998963105,2.0920896231162227e-13,100.28808580833196,10864.497636915983,135.50236308400852
2.92,5967173.530125603,0.0008966610574566798,32855.668961577845,266972.113413608,5999.999954894164,4.494851447751223e-05,7.714957416939643e-08,9.010443870655278e-10,1.040570235990676e-10,0.9999999998959427,2.1001265146773314e-13,100.28907577947386,10864.119809224034,135.88019077595774
2.93,5967068.242695732,0.0008970090427727392,32961.056391042825,266866.493420774,5999.999954877145,4.496630412798827e-05,7.67660251216324e-08,8.996358545587114e-10,1.0442379140697456e-10,0.9999999998955759,2.1081696456088452e-13,100.29006575051677,10863.74217371699,136.25782628300152
2.94,5966963.001484078,0.0008973571544497688,33066.397602289755,266760.919746242,5999.999954860115,4.498410005497255e-05,7.638439796222771e-08,8.982195455725817e-10,1.0478955999479896e-10,0.9999999998952102,2.1162190205988866e-13,100.29105572146068,10863.364730271705,136.63526972828674
2.95,5966857.806466755,0.0008977053925354128,33171.69261920637,266655.39236607344,5999.999954843076,4.50019022607059e-05,7.600468306089213e-08,8.967955730210796e-10,1.0515432644574254e-10,0.9999999998948453,2.1242746443390158e-13,100.2920456923056,10862.987478765139,137.0125212348525
2.96,5966752.65761989,0.0008980537570774196,33276.94146566488,266549.91125634534,5999.999954826026,4.501971074743093e-05,7.562687084361118e-08,8.953640486512702e-10,1.0551808791760593e-10,0.9999999998944816,2.1323365215242268e-13,100.29303566305153,10862.610419074363,137.38958092562987
2.97,5966647.554919626,0.0008984022481236427,33382.14416552199,266444.4763931501,5999.999954808966,4.5037525517392e-05,7.525095179264607e-08,8.939250830433436e-10,1.0588084164278873e-10,0.9999999998941189,2.1404046568529518e-13,100.29402563369844,10862.23355107655,137.76644892344208
2.98,5966542.498342122,0.0008987508657220398,33487.300742618885,266339.08775259595,5999.999954791897,4.505534657283521e-05,7.487691644653384e-08,8.924787856106146e-10,1.0624258492828942e-10,0.9999999998937571,2.1484790550270564e-13,100.29501560424637,10861.856874648987,138.1431253510044
2.99,5966437.487863552,0.0008990996099206733,33592.41122078124,266233.74531080644,5999.999954774817,4.507317391600842e-05,7.450475540008719e-08,8.910252645995224e-10,1.066033151557055e-10,0.9999999998933964,2.1565597207518446e-13,100.2960055746953,10861.480389669068,138.5196103309242
3.0,5966332.523460107,0.0008994484807677104,33697.475623819206,266128.44904392073,5999.999954757727,4.509100754916124e-05,7.413445930439464e-08,8.895646270896315e-10,1.069630297812333e-10,0.9999999998930367,2.1646466587360537e-13,100.29699554504523,10861.104096014291,138.8959039857009
3.0100000000000002,5966227.605107991,0.0008997974783114227,33802.49397552743,266023.19892809354,5999.999954740628,4.5108847474545045e-05,7.376601886682036e-08,8.880969789936303e-10,1.0732172633566816e-10,0.999999999892678,2.1727398736918593e-13,100.29798551529618,10860.727993562266,139.27200643772616
3.02,5966122.732783426,0.0009001466026001865,33907.46629968503,265917.99493949517,5999.9999547235175,4.512669369441295e-05,7.33994248510044e-08,8.866224250573324e-10,1.076794024244043e-10,0.9999999998923204,2.1808393703348712e-13,100.29897548544812,10860.352082190708,139.6479178092835
3.0300000000000002,5966017.906462647,0.0009004958536824827,34012.39262005562,265812.83705431136,5999.999954706398,4.5144546211019834e-05,7.303466807686241e-08,8.851410688596761e-10,1.0803605572743492e-10,0.9999999998919636,2.1889451533841357e-13,100.29996545550107,10859.976361777442,140.02363822254873
3.04,5965913.126121584,0.0009008452314625344,34117.27296070961,265707.7252484206,5999.999954689269,4.5162405025046236e-05,7.267173272174093e-08,8.836531988521548e-10,1.0839166977266326e-10,0.999999999891608,2.1970572275613278e-13,100.30095542545502,10859.600832184731,140.39916781526003
3.0500000000000003,5965808.391736664,0.0009011947360596301,34222.107345221964,265602.65949819767,5999.999954672129,4.5180270139521305e-05,7.231061299408419e-08,8.821588252999574e-10,1.0874624934664487e-10,0.9999999998912535,2.2051755975927604e-13,100.30194539530997,10859.225493298276,140.77450670171396
3.06,5965703.703284252,0.0009015443675605804,34326.89579722486,265497.63977996015,5999.99995465498,4.519814155712021e-05,7.195130164668698e-08,8.806579992903838e-10,1.0909979609957921e-10,0.9999999998908999,2.2133002682079994e-13,100.30293536506592,10858.850345000355,141.14965499963586
3.0700000000000003,5965599.060740643,0.0009018941260116337,34431.63834042577,265392.66606995004,5999.99995463782,4.52160192800759e-05,7.159378960155919e-08,8.791508231510542e-10,1.0945230774861499e-10,0.9999999998905474,2.2214312441398205e-13,100.30392533472288,10858.475387168934,141.52461283105757
3.08,5965494.464082143,0.0009022440114590637,34536.334998516824,265287.73834442487,5999.999954620652,4.523390331062219e-05,7.12380678332945e-08,8.776373981452477e-10,1.098037820776589e-10,0.999999999890196,2.2295685301244332e-13,100.30491530428084,10858.10061968208,141.8993803179116
3.09,5965389.913285077,0.0009025940239491688,34640.98579517481,265182.85657965735,5999.999954603472,4.5251793650993806e-05,7.088412736907028e-08,8.761178244719013e-10,1.1015421693737577e-10,0.9999999998898456,2.2377121309014837e-13,100.3059052737398,10857.72604241796,142.2739575820313
3.1,5965285.408325781,0.0009029441635282724,34745.59075406121,265078.02075193584,5999.999954586284,4.526969030342634e-05,7.05319592886477e-08,8.745922012656103e-10,1.1050361024518843e-10,0.9999999998894962,2.2458620512140534e-13,100.30689524309976,10857.35165525484,142.64834474515064
3.11,5965180.949180611,0.0009032944302427235,34850.14989882211,264973.23083756375,5999.999954569085,4.528759327015629e-05,7.018155472437168e-08,8.730606265966283e-10,1.1085195998527771e-10,0.9999999998891478,2.2540182958086582e-13,100.30788521236073,10856.977458071087,143.0225419289043
3.12,5965076.535825936,0.0009036448241388954,34954.66325308831,264868.4868128601,5999.999954551877,4.530550255342101e-05,6.983290486117084e-08,8.715231974708674e-10,1.111992642085826e-10,0.9999999998888005,2.262180869435251e-13,100.3088751815227,10856.603450745162,143.3965492548278
3.13,5964972.16823814,0.000903995345263187,35059.13084047524,264763.7886541592,5999.999954534658,4.5323418155458765e-05,6.948600093655761e-08,8.699800098298976e-10,1.1154552103280002e-10,0.9999999998884542,2.2703497768472187e-13,100.30986515058568,10856.229633155634,143.77036684435723
3.14,5964867.846393622,0.000904345993662022,35163.552684583025,264659.1363378106,5999.9999545174305,4.5341340078508674e-05,6.914083424062813e-08,8.684311585509473e-10,1.1189072864238505e-10,0.9999999998881091,2.2785250228013847e-13,100.31085511954966,10855.856005181162,144.14399481882955
3.15,5964763.5702688,0.0009046967693818491,35267.928808996425,264554.5298401795,5999.999954500193,4.535926832481078e-05,6.879739611606232e-08,8.668767374469034e-10,1.1223488528855072e-10,0.9999999998877649,2.2867066120580066e-13,100.31184508841464,10855.482566700508,144.51743329948235
3.16,5964659.339840101,0.0009050476724691423,35372.25923728487,264449.9691376462,5999.999954482945,4.537720289660597e-05,6.84556779581238e-08,8.653168392663107e-10,1.125779892892682e-10,0.9999999998874217,2.294894549380779e-13,100.31283505718062,10855.109317592536,144.890682407454
3.17,5964555.155083973,0.0009053987029704004,35476.543993002444,264345.45420660655,5999.9999544656885,4.539514379613605e-05,6.811567121466e-08,8.637515556933726e-10,1.1292003902926662e-10,0.9999999998870797,2.303088839536831e-13,100.3138250258476,10854.736257736207,145.2637422637835
3.18,5964451.015976878,0.0009057498609321473,35580.78309968792,264240.9850234717,5999.999954448422,4.541309102564369e-05,6.777736738610204e-08,8.621809773479504e-10,1.1326103296003324e-10,0.9999999998867387,2.3112894872967267e-13,100.31481499441561,10854.36338701058,145.63661298941074
3.19,5964346.922495291,0.0009061011464009319,35684.976580864706,264136.56156466814,5999.999954431145,4.543104458737245e-05,6.744075802546488e-08,8.606051937855641e-10,1.1360096959981331e-10,0.9999999998863988,2.3194964974344667e-13,100.3158049628846,10853.990705294815,146.00929470517616
3.2,5964242.874615704,0.0009064525594233285,35789.12446004089,264032.18380663777,5999.999954413858,4.5449004483566775e-05,6.710583473834709e-08,8.590242934973916e-10,1.1393984753361017e-10,0.9999999998860599,2.327709874727486e-13,100.3167949312546,10853.618212468169,146.38178753182103
3.21,5964138.872314625,0.0009068041000459358,35893.226760709214,263927.85172583786,5999.999954396562,4.5466970716472e-05,6.677258918293113e-08,8.574383639102693e-10,1.1427766541318518e-10,0.9999999998857221,2.3359296239566555e-13,100.3177848995256,10853.245908410003,146.7540915899873
3.22,5964034.915568576,0.0009071557683153781,35997.283506347085,263823.56529874104,5999.999954379256,4.548494328833433e-05,6.644101306998312e-08,8.558474913866918e-10,1.1461442195705777e-10,0.9999999998853853,2.344155749906283e-13,100.31877486769761,10852.873792999773,147.12620700021765
3.23,5963931.004354096,0.0009075075642783044,36101.29472041656,263719.32450183533,5999.9999543619415,4.550292220140087e-05,6.611109816285298e-08,8.542517612248119e-10,1.1495011595050539e-10,0.9999999998850496,2.3523882573641076e-13,100.31976483577063,10852.501866117036,147.49813388295553
3.24,5963827.138647702,0.0009078594879794771,36205.260426400026,263615.1293115884,5999.9999543446165,4.552090745789962e-05,6.578283554688505e-08,8.526512778929276e-10,1.1528474470012179e-10,0.999999999884715,2.3606271511271853e-13,100.32075480374463,10852.130127641583,147.86987235840752
3.25,5963723.318425417,0.0009082115394363782,36309.18064827339,263510.9797039733,5999.9999543272825,4.553889905977416e-05,6.545620592665268e-08,8.510464337584258e-10,1.1561828350920716e-10,0.9999999998843814,2.368872436079928e-13,100.32174477161966,10851.758577455274,148.24142254471758
3.2600000000000002,5963619.543664299,0.0009085637187210985,36413.055408979955,263406.8756559979,5999.999954309938,4.555689700953931e-05,6.513121091594544e-08,8.49437042476587e-10,1.159507518666064e-10,0.999999999884049,2.377124116942419e-13,100.32273473939568,10851.387215436136,148.61278456385537
3.27,5963515.814340939,0.0009089160258799469,36516.884731928636,263302.81714420347,5999.999954292584,4.5574901309441084e-05,6.480784232007256e-08,8.478231897515499e-10,1.1628214846845803e-10,0.9999999998837176,2.385382198517495e-13,100.3237247070727,10851.016041464156,148.98395853583546
3.2800000000000002,5963412.130431943,0.0009092684609592436,36620.66864051329,263198.8041451464,5999.999954275221,4.559291196172626e-05,6.448609199176466e-08,8.462049603660889e-10,1.1661247206673849e-10,0.9999999998833872,2.393646685611471e-13,100.32471467465074,10850.64505541942,149.3549445805723
3.29,5963308.491913931,0.0009096210240053201,36724.40715811267,263094.83663539815,5999.999954257848,4.561092896864238e-05,6.416595183117371e-08,8.44582438181614e-10,1.169417214692621e-10,0.999999999883058,2.4019175830341394e-13,100.32570464212976,10850.27425718211,149.72574281787993
3.3000000000000003,5963204.898763542,0.0009099737150645199,36828.10030809046,262990.9145915454,5999.999954240466,4.562895233243768e-05,6.384741378587308e-08,8.429557061381711e-10,1.1726989553968122e-10,0.9999999998827298,2.410194895598769e-13,100.3266946095098,10849.90364663252,150.09635336747232
3.31,5963101.350957425,0.0009103265341831976,36931.74811379524,262887.0379901898,5999.999954223074,4.564698205536118e-05,6.353046985085756e-08,8.413248462544416e-10,1.1759699319748596e-10,0.9999999998824027,2.4184786281221045e-13,100.32768457679084,10849.533223651028,150.46677634896304
3.3200000000000003,5962997.848472248,0.0009106794814077197,37035.350598560515,262783.20680794824,5999.999954205673,4.5665018139662634e-05,6.321511206854327e-08,8.396899396277428e-10,1.1792301341800442e-10,0.9999999998820767,2.4267687854243697e-13,100.32867454397288,10849.162988118125,150.83701188186552
3.33,5962894.391284691,0.0009110325567844641,37138.9077857047,262679.4210214527,5999.999954188262,4.568306058759252e-05,6.290133252876776e-08,8.380510664340276e-10,1.1824795523240264e-10,0.9999999998817517,2.4350653723292634e-13,100.32966451105592,10848.792939914398,151.20706008559284
3.34,5962790.979371452,0.0009113857603598199,37242.419698531136,262575.68060735025,5999.999954170841,4.570110940140209e-05,6.258912336878993e-08,8.364083059278846e-10,1.1857181772768456e-10,0.9999999998814278,2.443368393663962e-13,100.33065447803997,10848.423078920534,151.57692107945792
3.35,5962687.612709243,0.0009117390921801885,37345.88636032806,262471.98554230307,5999.999954153412,4.571916458334332e-05,6.227847677329009e-08,8.34761736442538e-10,1.18894600046692e-10,0.9999999998811051,2.4516778542591205e-13,100.33164444492503,10848.053405017317,151.94659498267342
3.36,5962584.291274789,0.0009120925522919819,37449.30779436864,262368.33580298844,5999.999954135972,4.5737226135668926e-05,6.196938497436993e-08,8.331114353898483e-10,1.1921630138810475e-10,0.9999999998807834,2.4599937589488674e-13,100.33263441171108,10847.68391808564,152.31608191435168
3.37,5962481.0150448335,0.0009124461407416243,37552.684023910944,262264.7313660989,5999.999954118523,4.575529406063238e-05,6.166184025155253e-08,8.314574792603108e-10,1.1953692100644044e-10,0.9999999998804627,2.468316112570812e-13,100.33362437839814,10847.314618006487,152.68538199350493
3.38,5962377.783996134,0.0009127998575755513,37656.01507219796,262161.17220834194,5999.999954101065,4.57733683604879e-05,6.135583493178236e-08,8.297999436230572e-10,1.198564582120547e-10,0.9999999998801432,2.476644919966037e-13,100.3346143449862,10846.945504660946,153.05449533904502
3.39,5962274.59810546,0.0009131537028402098,37759.30096245759,262057.65830644025,5999.999954083597,4.579144903749043e-05,6.105136138942523e-08,8.281389031258547e-10,1.20174912371141e-10,0.9999999998798248,2.4849801859791046e-13,100.33560431147527,10846.576577930207,153.4234220697836
3.4,5962171.457349602,0.0009135076765820586,37862.54171790266,261954.18963713164,5999.99995406612,4.580953609389566e-05,6.074841204626842e-08,8.264744314951061e-10,1.2049228290573077e-10,0.9999999998795074,2.493321915458053e-13,100.33659427786534,10846.20783769556,153.79216230443208
3.41,5962068.361705361,0.0009138617788475677,37965.737361730906,261850.766177169,5999.999954048633,4.5827629531960056e-05,6.04469793715205e-08,8.248066015358501e-10,1.2080856929369339e-10,0.9999999998791911,2.5016701132543976e-13,100.33758424415642,10845.83928383839,154.1607161616016
3.42,5961965.311149552,0.0009142160096832188,38068.88791712496,261747.38790332034,5999.999954031137,4.584572935394078e-05,6.014705588181151e-08,8.231354851317611e-10,1.2112377106873602e-10,0.9999999998788759,2.5100247842231297e-13,100.33857421034848,10845.470916240189,154.52908375980314
3.43,5961862.305659012,0.0009145703691355051,38171.99340725238,261644.0547923688,5999.999954013632,4.586383556209576e-05,5.984863414119283e-08,8.21461153245149e-10,1.2143788782040388e-10,0.9999999998785618,2.51838593322272e-13,100.33956417644157,10845.102734782544,154.89726521744728
3.44,5961759.345210584,0.0009149248572509314,38275.05385526565,261540.76682111272,5999.999953996118,4.5881948158683684e-05,5.9551706761137224e-08,8.197836759169597e-10,1.2175091919408006e-10,0.9999999998782487,2.526753565115113e-13,100.34055414243565,10844.734739347146,155.2652606528445
3.45,5961656.429780913,0.0009152794740857172,38378.0692845229,261437.5239661442,5999.999953978594,4.5900067146076294e-05,5.925626214837523e-08,8.181032375003955e-10,1.2206285618024946e-10,0.9999999998779368,2.535127684816676e-13,100.34154410833074,10844.36692981551,155.63307018448236
3.46,5961553.559346631,0.0009156342196970845,38481.039718389686,261334.32620404795,5999.999953961061,4.591819252665755e-05,5.896228832282141e-08,8.164200331951263e-10,1.2237368893568148e-10,0.9999999998776259,2.5435082972524566e-13,100.34253407412683,10843.999306069214,156.00069393077658
3.47,5961450.733884982,0.0009159890941162847,38583.96517962546,261231.17351201613,5999.9999539435175,4.593632430251137e-05,5.866978473778765e-08,8.147339487195435e-10,1.2268343099763404e-10,0.9999999998773161,2.551895407214565e-13,100.34352403982393,10843.63186799069,156.36813200929976
3.48,5961347.953372861,0.0009163440973902539,38686.845691331124,261128.06586689872,5999.999953925966,4.595446247590386e-05,5.837874402546314e-08,8.130450550081996e-10,1.2299208188870146e-10,0.9999999998770075,2.5602890195808796e-13,100.34451400542203,10843.264615462018,156.73538453797224
3.49,5961245.217787185,0.000916699229565952,38789.68127659276,261025.00324556045,5999.999953908405,4.5972607049102e-05,5.8089158860324776e-08,8.113534222134037e-10,1.2329964117679956e-10,0.9999999998767,2.568689139232818e-13,100.34550397092113,10842.897548365376,157.10245163461465
3.5,5961142.527104881,0.0009170544906903618,38892.471958481634,260921.985624881,5999.999953890834,4.599075802437366e-05,5.780102195913728e-08,8.096591197052213e-10,1.2360610847516558e-10,0.9999999998763935,2.577095771055334e-13,100.34649393632124,10842.530666583043,157.46933341694756
3.5100000000000002,5961039.881302893,0.0009174098808104896,38995.21776005419,260819.01298175487,5999.9999538732545,4.6008915403987594e-05,5.751432608095311e-08,8.079622160714746e-10,1.2391148344235833e-10,0.9999999998760881,2.5855089199369225e-13,100.34748390162235,10842.163969997398,157.83603000259174
3.52,5960937.28035818,0.0009177653999733648,39097.91870435206,260716.08529309143,5999.999953855665,4.602707919021342e-05,5.7229064027112535e-08,8.062627791177418e-10,1.242157657822581e-10,0.9999999998757838,2.593928590769615e-13,100.34847386682446,10841.797458490923,158.2025415090679
3.5300000000000002,5960834.7242477145,0.0009181210482260402,39200.57481440205,260613.20253581484,5999.999953838067,4.604524938532164e-05,5.694522864124357e-08,8.045608758673583e-10,1.245189552440667e-10,0.9999999998754807,2.6023547884489823e-13,100.3494638319276,10841.431131946194,158.56886805379705
3.54,5960732.212948485,0.0009184768256155916,39303.18611321613,260510.3646868642,5999.999953820459,4.6063425991583645e-05,5.666281280926205e-08,8.028565725614156e-10,1.2482105162230737e-10,0.9999999998751786,2.610787517874133e-13,100.35045379693172,10841.06499024589,158.93500975410007
3.5500000000000003,5960629.746437495,0.0009188327321891182,39405.75262379149,260407.57172319337,5999.999953802842,4.608160901127169e-05,5.638180945937152e-08,8.011499346587617e-10,1.2512205475682493e-10,0.9999999998748775,2.6192267839477154e-13,100.35144376183685,10840.699033272793,159.30096672719807
3.56,5960527.324691759,0.0009191887679937426,39508.27436911048,260304.8236217711,5999.999953785216,4.609979844665892e-05,5.6102211562063376e-08,7.994410268360014e-10,1.2542196453278565e-10,0.9999999998745777,2.6276725915759143e-13,100.35243372664297,10840.333260909778,159.66673909021216
3.5700000000000003,5960424.947688313,0.0009195449330766103,39610.75137214062,260202.12035958102,5999.999953767581,4.611799430001935e-05,5.582401213011672e-08,7.977299129874957e-10,1.2572078088067735e-10,0.9999999998742788,2.6361249456684555e-13,100.3534236913501,10839.967673039828,160.03232696016366
3.58,5960322.6154042035,0.0009199012274848904,39713.183655834626,260099.4619136216,5999.999953749937,4.6136196573627886e-05,5.554720421859849e-08,7.960166562253623e-10,1.260185037763093e-10,0.9999999998739811,2.644583851138601e-13,100.35441365595825,10839.602269546016,160.3977304539738
3.59,5960220.327816491,0.0009202576512657749,39815.571243130384,259996.84826090612,5999.999953732284,4.6154405269760295e-05,5.527178092486336e-08,7.943013188794753e-10,1.2631513324081227e-10,0.9999999998736845,2.653049312903152e-13,100.35540362046738,10839.237050311527,160.76294968846403
3.6,5960118.084902254,0.0009206142044664794,39917.914156950974,259894.27937846273,5999.9999537146205,4.617262039069325e-05,5.4997735388553785e-08,7.925839624974654e-10,1.2661066934063857e-10,0.999999999873389,2.661521335882449e-13,100.35639358487754,10838.872015219635,161.12798478035592
3.61,5960015.886638584,0.0009209708871342425,40020.21242020465,259791.75524333445,5999.999953696949,4.619084193870428e-05,5.4725060791600015e-08,7.908646478447198e-10,1.26905112187562e-10,0.9999999998730945,2.6699999250003697e-13,100.3573835491887,10838.50716415372,161.49283584627094
3.62,5959913.733002587,0.0009213276993163262,40122.46605578484,259689.27583257915,5999.9999536792675,4.620906991607179e-05,5.445375035822006e-08,7.891434349043822e-10,1.2719846193867778e-10,0.9999999998728012,2.6784850851843313e-13,100.35837351340085,10838.14249699726,161.85750300273085
3.63,5959811.623971385,0.0009216846410600156,40224.67508657016,259586.84112326952,5999.999953661578,4.622730432507509e-05,5.418379735491973e-08,7.874203828773528e-10,1.2749071879640278e-10,0.9999999998725089,2.6869768213652883e-13,100.35936347751401,10837.778013633833,162.2219863661574
3.64,5959709.559522114,0.0009220417124126191,40326.83953542442,259484.45109249314,5999.999953643878,4.6245545167994355e-05,5.391519509049256e-08,7.856955501822883e-10,1.2778188300847525e-10,0.9999999998722178,2.695475138477735e-13,100.36035344152818,10837.413713947119,162.58628605287245
3.65,5959607.539631925,0.0009223989134214685,40428.959425196575,259382.10571735242,5999.999953626169,4.6263792447110624e-05,5.364793691601993e-08,7.839689944556019e-10,1.2807195486795496e-10,0.9999999998719277,2.703980041459703e-13,100.36134340544334,10837.049597820893,162.9504021790979
