t,O2,O2_radical,NADH,NAD,NAD_radical,NAD2,H2O2,Per3,Per2,coI,coII,coIII,Ar_radical,ArH
2.5300000000000002,5.353803963569118e-06,1.942838782419427e-08,1.0012810565640856e-06,0.0005581512580180734,3.1445944038469477e-10,1.2002323295683942e-07,-4.612155111527016e-09,6.500694238425786e-08,8.512375472735582e-11,2.589325048975452e-10,1.0919528765945702e-08,1.3197194807286986e-06,7.191424742686244e-08,0.0002999280857525732
2.54,5.353943651783698e-06,1.939614306913207e-08,1.001582014662176e-06,0.0005581517578084522,3.135901478226255e-10,1.2002329336464394e-07,-4.630901225982807e-09,6.501243796603357e-08,8.503011210382876e-11,2.574718827351018e-10,1.0865094848501539e-08,1.3197699733292037e-06,7.168846792861307e-08,0.0002999283115320715
2.5500000000000003,5.354083952930497e-06,1.9363912668110815e-08,1.00188425905554e-06,0.0005581522563122191,3.1272174795414796e-10,1.2002335348439517e-07,-4.649411128809919e-09,6.501768529505388e-08,8.493603379216069e-11,2.5601961489169285e-10,1.0810876568755254e-08,1.3198204906261344e-06,7.146289801360283e-08,0.0002999285371019865
2.56,5.354224867009512e-06,1.9331696621130507e-08,1.0021877897441777e-06,0.0005581527535293741,3.1185424077926233e-10,1.2002341331609306e-07,-4.667684820008352e-09,6.502268437131883e-08,8.484151979235165e-11,2.545757013673185e-10,1.075687392670685e-08,1.3198710326194907e-06,7.123753768183172e-08,0.00029992876246231825
2.57,5.354366394020745e-06,1.9299494928191146e-08,1.0024926067280888e-06,0.0005581532494599173,3.1098762629796844e-10,1.2002347285973763e-07,-4.685722299578106e-09,6.502743519482838e-08,8.474657010440161e-11,2.5314014216197857e-10,1.0703086922356327e-08,1.3199215993092726e-06,7.101238693329976e-08,0.00029992898761306677
2.58,5.354508533964195e-06,1.9267307589292728e-08,1.0027987100072736e-06,0.0005581537441038486,3.101219045102663e-10,1.200235321153289e-07,-4.703523567519181e-09,6.503193776558254e-08,8.465118472831057e-11,2.517129372756731e-10,1.0649515555703681e-08,1.3199721906954803e-06,7.078744576800691e-08,0.0002999292125542321
2.59,5.354651286839861e-06,1.9235134604435256e-08,1.0031060995817318e-06,0.0005581542374611681,3.09257075416156e-10,1.200235910828668e-07,-4.721088623831576e-09,6.503619208358133e-08,8.455536366407854e-11,2.502940867084022e-10,1.0596159826748917e-08,1.3200228067781137e-06,7.056271418595321e-08,0.00029992943728581416
2.6,5.354794652647745e-06,1.9202975973618728e-08,1.0034147754514638e-06,0.0005581547295318756,3.083931390156375e-10,1.2002364976235142e-07,-4.738417468515292e-09,6.504019814882472e-08,8.445910691170553e-11,2.4888359046016573e-10,1.0543019735492032e-08,1.3200734475571728e-06,7.033819218713864e-08,0.000299929661807813
2.61,5.354938631387846e-06,1.9170831696843146e-08,1.0037247376164692e-06,0.0005581552203159714,3.0753009530871076e-10,1.2002370815378274e-07,-4.755510101570329e-09,6.504395596131273e-08,8.436241447119152e-11,2.4748144853096384e-10,1.0490095281933028e-08,1.3201241130326573e-06,7.01138797715632e-08,0.0002999298861202285
2.62,5.3550832230601635e-06,1.9138701774108507e-08,1.0040359860767483e-06,0.0005581557098134553,3.0666794429537585e-10,1.200237662571607e-07,-4.772366522996686e-09,6.504746552104535e-08,8.426528634253652e-11,2.460876609207963e-10,1.0437386466071902e-08,1.3201748032045678e-06,6.988977693922689e-08,0.0002999301102230609
2.63,5.355228427664699e-06,1.9106586205414818e-08,1.0043485208323008e-06,0.0005581561980243273,3.058066859756327e-10,1.2002382407248536e-07,-4.788986732794364e-09,6.505072682802259e-08,8.416772252574052e-11,2.447022276296634e-10,1.0384893287908657e-08,1.3202255180729038e-06,6.966588369012972e-08,0.00029993033411631
2.64,5.355374245201451e-06,1.907448499076207e-08,1.004662341883127e-06,0.0005581566849485874,3.049463203494814e-10,1.200238815997567e-07,-4.8053707309633636e-09,6.505373988224445e-08,8.406972302080353e-11,2.433251486575649e-10,1.033261574744329e-08,1.3202762576376655e-06,6.944220002427168e-08,0.0002999305577999758
2.65,5.355520675670419e-06,1.904239813015027e-08,1.004977449229227e-06,0.0005581571705862357,3.040868474169219e-10,1.200239388389747e-07,-4.821518517503682e-09,6.505650468371091e-08,8.397128782772556e-11,2.4195642400450096e-10,1.0280553844675806e-08,1.3203270218988527e-06,6.921872594165278e-08,0.0002999307812740584
2.66,5.355667719071606e-06,1.9010325623579413e-08,1.0052938428706002e-06,0.000558157654937272,3.032282671779541e-10,1.2002399579013938e-07,-4.837430092415323e-09,6.5059021232422e-08,8.387241694650659e-11,2.4059605367047144e-10,1.0228707579606197e-08,1.3203778108564658e-06,6.8995461442273e-08,0.0002999310045385578
2.67,5.355815375405009e-06,1.8978267471049503e-08,1.0056115228072472e-06,0.0005581581380016966,3.023705796325782e-10,1.2002405245325076e-07,-4.853105455698284e-09,6.506128952837769e-08,8.377311037714663e-11,2.3924403765547655e-10,1.0177076952234473e-08,1.3204286245105044e-06,6.877240652613236e-08,0.000299931227593474
2.68,5.355963644670629e-06,1.8946223672560536e-08,1.0059304890391676e-06,0.0005581586197795093,3.0151378478079407e-10,1.2002410882830882e-07,-4.868544607352566e-09,6.5063309571578e-08,8.367336811964567e-11,2.37900375959516e-10,1.0125661962560627e-08,1.3204794628609687e-06,6.854956119323086e-08,0.0002999314504388069
2.69,5.3561125268684664e-06,1.891419422811252e-08,1.0062507415663617e-06,0.0005581591002707102,3.0065788262260176e-10,1.2002416491531355e-07,-4.883747547378168e-09,6.506508136202292e-08,8.357319017400372e-11,2.3656506858259004e-10,1.007446261058466e-08,1.3205303259078587e-06,6.832692544356849e-08,0.0002999316730745565
2.7,5.356262021998521e-06,1.8882179137705442e-08,1.0065722803888295e-06,0.000558159579475299,2.998028731580012e-10,1.2002422071426497e-07,-4.898714275775092e-09,6.506660489971247e-08,8.347257654022079e-11,2.3523811552469854e-10,1.0023478896306573e-08,1.3205812136511744e-06,6.810449927714523e-08,0.00029993189550072297
2.71,5.356412130060792e-06,1.8850178401339315e-08,1.0068951055065706e-06,0.0005581600573932761,2.989487563869925e-10,1.2002427622516305e-07,-4.913444792543336e-09,6.506788018464663e-08,8.337152721829686e-11,2.339195167858416e-10,9.972710819726367e-09,1.3206321260909158e-06,6.788228269396114e-08,0.00029993211771730616
2.72,5.356562851055281e-06,1.881819201901413e-08,1.0072192169195855e-06,0.0005581605340246414,2.980955323095755e-10,1.2002433144800782e-07,-4.927939097682901e-09,6.506890721682539e-08,8.327004220823193e-11,2.3260927236601908e-10,9.922158380844038e-09,1.3206830632270827e-06,6.766027569401616e-08,0.0002999323397243061
2.73,5.356714184981987e-06,1.878621999072989e-08,1.007544614627874e-06,0.0005581610093693949,2.972432009257504e-10,1.2002438638279927e-07,-4.942197191193785e-09,6.506968599624878e-08,8.316812151002601e-11,2.313073822652311e-10,9.871821579659592e-09,1.3207340250596754e-06,6.743847827731033e-08,0.00029993256152172277
2.74,5.356866131840909e-06,1.87542623164866e-08,1.0078712986314357e-06,0.0005581614834275363,2.96391762235517e-10,1.2002444102953742e-07,-4.956219073075992e-09,6.507021652291677e-08,8.30657651236791e-11,2.3001384648347755e-10,9.821700416173023e-09,1.3207850115886937e-06,6.721689044384361e-08,0.00029993278310955625
2.75,5.357018691632049e-06,1.872231899628425e-08,1.0081992689302713e-06,0.0005581619561990659,2.9554121623887547e-10,1.200244953882222e-07,-4.970004743329519e-09,6.507049879682939e-08,8.296297304919121e-11,2.2872866502075858e-10,9.771794890384335e-09,1.3208360228141377e-06,6.699551219361604e-08,0.0002999330044878065
2.7600000000000002,5.3571718643554054e-06,1.8690390030122847e-08,1.0085285255243805e-06,0.0005581624276839838,2.9469156293582567e-10,1.200245494588537e-07,-4.983554201954367e-09,6.507053281798662e-08,8.285974528656231e-11,2.2745183787707402e-10,9.722105002293527e-09,1.3208870587360072e-06,6.67743435266276e-08,0.0002999332256564735
2.77,5.357325650010979e-06,1.865847541800239e-08,1.008859068413763e-06,0.0005581628978822896,2.9384280232636777e-10,1.2002460324143187e-07,-4.996867448950534e-09,6.507031858638846e-08,8.275608183579243e-11,2.2618336505242406e-10,9.6726307519006e-09,1.3209381193543027e-06,6.65533844428783e-08,0.0002999334466155572
2.7800000000000002,5.3574800485987706e-06,1.8626575159922877e-08,1.0091908975984194e-06,0.0005581633667939837,2.9299493441050157e-10,1.2002465673595674e-07,-5.009944484318024e-09,6.506985610203492e-08,8.265198269688155e-11,2.2492324654680848e-10,9.62337213920555e-09,1.3209892046690236e-06,6.633263494236812e-08,0.00029993366736505775
2.79,5.3576350601187785e-06,1.859468925588431e-08,1.0095240130783493e-06,0.0005581638344190659,2.9214795918822726e-10,1.2002470994242825e-07,-5.022785308056833e-09,6.506914536492598e-08,8.254744786982968e-11,2.236714823602275e-10,9.574329164208382e-09,1.3210403146801703e-06,6.611209502509709e-08,0.000299933887904975
2.8000000000000003,5.357790684571004e-06,1.856281770588669e-08,1.0098584148535525e-06,0.0005581643007575363,2.9130187665954464e-10,1.2002476286084647e-07,-5.035389920166964e-09,6.506818637506167e-08,8.244247735463682e-11,2.2242807249268092e-10,9.525501826909092e-09,1.3210914493877426e-06,6.589176469106517e-08,0.000299934108235309
2.81,5.357946921955446e-06,1.8530960509930013e-08,1.0101941029240296e-06,0.0005581647658093947,2.904566868244539e-10,1.2002481549121136e-07,-5.047758320648415e-09,6.506697913244198e-08,8.233707115130297e-11,2.2119301694416892e-10,9.476890127307685e-09,1.3211426087917405e-06,6.56716439402724e-08,0.0002999343283560598
2.82,5.358103772272105e-06,1.8499117668014284e-08,1.0105310772897802e-06,0.0005581652295746414,2.8961238968295495e-10,1.2002486783352292e-07,-5.059890509501187e-09,6.506552363706689e-08,8.223122925982812e-11,2.199663157146914e-10,9.428494065404156e-09,1.3211937928921642e-06,6.545173277271877e-08,0.00029993454826722737
2.83,5.358261235520981e-06,1.8467289180139498e-08,1.0108693379508044e-06,0.0005581656920532761,2.8876898523504777e-10,1.2002491988778118e-07,-5.0717864867252794e-09,6.506381988893642e-08,8.212495168021228e-11,2.1874796880424833e-10,9.380313641198506e-09,1.3212450016890135e-06,6.523203118840426e-08,0.00029993476796881166
2.84,5.358419311702075e-06,1.843547504630566e-08,1.011208884907102e-06,0.0005581661532452991,2.879264734807324e-10,1.200249716539861e-07,-5.083446252320693e-09,6.506186788805057e-08,8.201823841245546e-11,2.175379762128398e-10,9.332348854690738e-09,1.3212962351822884e-06,6.501253918732889e-08,0.0002999349874608128
2.85,5.358578000815385e-06,1.8403675266512762e-08,1.0115497181586733e-06,0.00055816661315071,2.870848544200088e-10,1.2002502313213772e-07,-5.094869806287427e-09,6.505966763440932e-08,8.191108945655764e-11,2.1633633794046574e-10,9.284599705880847e-09,1.321347493371989e-06,6.479325676949263e-08,0.0002999352067432306
2.86,5.3587373028609125e-06,1.8371889840760812e-08,1.0118918377055182e-06,0.0005581670717695092,2.8624412805287705e-10,1.20025074322236e-07,-5.106057148625482e-09,6.50572191280127e-08,8.180350481251882e-11,2.1514305398712619e-10,9.237066194768837e-09,1.3213987762581153e-06,6.457418393489554e-08,0.0002999354258160652
2.87,5.358897217838657e-06,1.8340118769049805e-08,1.0122352435476367e-06,0.0005581675291016965,2.8540429437933704e-10,1.2002512522428098e-07,-5.1170082793348575e-09,6.505452236886068e-08,8.169548448033902e-11,2.139581243528211e-10,9.189748321354706e-09,1.3214500838406673e-06,6.435532068353755e-08,0.0002999356446793166
2.88,5.359057745748618e-06,1.830836205137975e-08,1.0125799356850286e-06,0.000558167985147272,2.845653533993889e-10,1.200251758382726e-07,-5.127723198415554e-09,6.505157735695328e-08,8.158702846001822e-11,2.1278154903755056e-10,9.142646085638456e-09,1.321501416119645e-06,6.413666701541872e-08,0.00029993586333298467
2.89,5.359218886590797e-06,1.8276619687750635e-08,1.0129259141176942e-06,0.0005581684399062355,2.8372730511303247e-10,1.2002522616421093e-07,-5.138201905867571e-09,6.50483840922905e-08,8.147813675155644e-11,2.1161332804131446e-10,9.095759487620084e-09,1.3215527730950482e-06,6.3918222930539e-08,0.00029993608177706954
2.9,5.359380640365193e-06,1.8244891678162464e-08,1.0132731788456334e-06,0.0005581688933785872,2.828901495202679e-10,1.2002527620209596e-07,-5.148444401690909e-09,6.504494257487233e-08,8.136880935495365e-11,2.104534613641129e-10,9.049088527299595e-09,1.3216041547668772e-06,6.369998842889845e-08,0.0002999363000115712
2.91,5.3595430070718055e-06,1.821317802261524e-08,1.0136217298688462e-06,0.0005581693455643271,2.820538866210951e-10,1.2002532595192763e-07,-5.158450685885567e-09,6.504125280469878e-08,8.125904627020987e-11,2.093019490059458e-10,9.002633204676982e-09,1.3216555611351316e-06,6.3481963510497e-08,0.0002999365180364896
2.92,5.359705986710636e-06,1.8181478721108966e-08,1.0139715671873326e-06,0.000558169796463455,2.812185164155141e-10,1.20025375413706e-07,-5.168220758451546e-09,6.503731478176984e-08,8.114884749732511e-11,2.0815879096681324e-10,8.956393519752253e-09,1.321706992199812e-06,6.326414817533469e-08,0.0002999367358518248
2.93,5.3598695792816825e-06,1.814979377364363e-08,1.0143226908010925e-06,0.0005581702460759712,2.8038403890352487e-10,1.2002542458743105e-07,-5.177754619388846e-09,6.503312850608551e-08,8.103821303629936e-11,2.0702398724671513e-10,8.9103694725254e-09,1.321758447960918e-06,6.304654242341151e-08,0.00029993695345757667
2.94,5.360033784784946e-06,1.8118123180219243e-08,1.0146751007101258e-06,0.0005581706944018755,2.795504540851275e-10,1.2002547347310277e-07,-5.187052268697467e-09,6.50286939776458e-08,8.09271428871326e-11,2.0589753784565156e-10,8.86456106299643e-09,1.3218099284184495e-06,6.282914625472748e-08,0.0002999371708537454
2.95,5.360198603220428e-06,1.80864669408358e-08,1.015028796914433e-06,0.0005581711414411678,2.787177619603219e-10,1.200255220707212e-07,-5.196113706377408e-09,6.502401119645071e-08,8.081563704982486e-11,2.0477944276362242e-10,8.818968291165336e-09,1.3218614335724068e-06,6.261195966928257e-08,0.00029993738804033084
2.96,5.360364034588126e-06,1.8054825055493303e-08,1.0153837794140136e-06,0.0005581715871938484,2.778859625291081e-10,1.2002557038028626e-07,-5.20493893242867e-09,6.501908016250022e-08,8.070369552437613e-11,2.0366970200062786e-10,8.773591157032126e-09,1.3219129634227898e-06,6.23949826670768e-08,0.000299937605017333
2.97,5.360530078888041e-06,1.802319752419175e-08,1.0157400482088678e-06,0.0005581720316599171,2.7705505579148603e-10,1.2002561840179803e-07,-5.213527946851253e-09,6.501390087579436e-08,8.059131831078639e-11,2.025683155566677e-10,8.728429660596792e-09,1.3219645179695983e-06,6.217821524811015e-08,0.00029993782178475197
2.98,5.360696736120173e-06,1.7991584346931146e-08,1.0160976032989956e-06,0.0005581724748393739,2.7622504174745587e-10,1.200256661352565e-07,-5.2218807496451565e-09,6.500847333633311e-08,8.047850540905568e-11,2.0147528343174212e-10,8.683483801859341e-09,1.3220160972128325e-06,6.196165741238264e-08,0.0002999380383425877
2.99,5.3608640062845225e-06,1.7959985523711487e-08,1.016456444684397e-06,0.0005581729167322188,2.753959203970174e-10,1.200257135806616e-07,-5.229997340810381e-09,6.500279754411646e-08,8.036525681918396e-11,2.0039060562585098e-10,8.638753580819767e-09,1.3220677011524925e-06,6.174530915989426e-08,0.0002999382546908402
3.0,5.361031889381089e-06,1.792840105453277e-08,1.016816572365072e-06,0.0005581733573384519,2.7456769174017083e-10,1.2002576073801342e-07,-5.237877720346926e-09,6.499687349914444e-08,8.025157254117127e-11,1.9931428213899437e-10,8.594238997478076e-09,1.322119329788578e-06,6.152917049064503e-08,0.00029993847082950947
3.0100000000000002,5.361200385409873e-06,1.7896830939394998e-08,1.0171779863410205e-06,0.0005581737966580731,2.7374035577691596e-10,1.200258076073119e-07,-5.245521888254792e-09,6.499070120141704e-08,8.013745257501756e-11,1.9824631297117224e-10,8.549940051834262e-09,1.3221709831210894e-06,6.131324140463492e-08,0.00029993868675859544
3.02,5.361369494370873e-06,1.7865275178298175e-08,1.0175406866122426e-06,0.0005581742346910825,2.72913912507253e-10,1.2002585418855707e-07,-5.252929844533978e-09,6.498428065093424e-08,8.002289692072288e-11,1.9718669812238462e-10,8.50585674388833e-09,1.3222226611500264e-06,6.109752190186395e-08,0.00029993890247809825
3.0300000000000002,5.361539216264091e-06,1.7833733771242292e-08,1.0179046731787383e-06,0.00055817467143748,2.7208836193118174e-10,1.200259004817489e-07,-5.260101589184486e-09,6.497761184769606e-08,7.99079055782872e-11,1.9613543759263146e-10,8.461989073640275e-09,1.322274363875389e-06,6.08820119823321e-08,0.0002999391179880178
3.04,5.361709551089526e-06,1.780220671822736e-08,1.0182699460405073e-06,0.0005581751068972656,2.712637040487023e-10,1.2002594648688744e-07,-5.267037122206313e-09,6.49706947917025e-08,7.979247854771053e-11,1.9509253138191285e-10,8.418337041090102e-09,1.3223260912971772e-06,6.06667116460394e-08,0.00029993933328835404
3.0500000000000003,5.361880498847177e-06,1.777069401925337e-08,1.0186365051975502e-06,0.0005581755410704394,2.7043993885981465e-10,1.2002599220397264e-07,-5.273736443599462e-09,6.496352948295354e-08,7.967661582899286e-11,1.9405797949022867e-10,8.374900646237807e-09,1.3223778434153911e-06,6.045162089298582e-08,0.0002999395483791071
3.06,5.362052059537046e-06,1.7739195674320326e-08,1.0190043506498666e-06,0.0005581759739570013,2.6961706636451885e-10,1.2002603763300452e-07,-5.280199553363932e-09,6.495611592144921e-08,7.95603174221342e-11,1.9303178191757906e-10,8.331679889083395e-09,1.3224296202300308e-06,6.023673972317138e-08,0.0002999397632602769
3.0700000000000003,5.362224233159132e-06,1.770771168342823e-08,1.0193734823974565e-06,0.0005581764055569514,2.687950865628148e-10,1.2002608277398308e-07,-5.286426451499722e-09,6.494845410718949e-08,7.944358332713456e-11,1.9201393866396387e-10,8.288674769626859e-09,1.322481421741096e-06,6.002206813659607e-08,0.0002999399779318635
3.08,5.362397019713435e-06,1.7676242046577075e-08,1.01974390044032e-06,0.0005581768358702895,2.6797399945470257e-10,1.2002612762690833e-07,-5.2924171380068325e-09,6.494054404017439e-08,7.932641354399392e-11,1.9100444972938324e-10,8.245885287868207e-09,1.3225332479485867e-06,5.98076061332599e-08,0.00029994019239386685
3.09,5.362570419199955e-06,1.7644786763766867e-08,1.0201156047784572e-06,0.0005581772648970159,2.6715380504018216e-10,1.2002617219178026e-07,-5.2981716128852635e-09,6.493238572040389e-08,7.920880807271229e-11,1.900033151138371e-10,8.203311443807431e-09,1.3225850988525035e-06,5.9593353713162864e-08,0.0002999404066462869
3.1,5.362744431618692e-06,1.7613345834997603e-08,1.020488595411868e-06,0.0005581776926371304,2.663345033192535e-10,1.2002621646859886e-07,-5.303689876135016e-09,6.492397914787801e-08,7.909076691328966e-11,1.8901053481732541e-10,8.160953237444537e-09,1.3226369744528458e-06,5.937931087630495e-08,0.0002999406206891238
3.11,5.3629190569696465e-06,1.7581919260269288e-08,1.0208628723405522e-06,0.000558178119090633,2.6551609429191665e-10,1.2002626045736413e-07,-5.308971927756089e-09,6.491532432259675e-08,7.897229006572606e-11,1.8802610883984826e-10,8.118810668779523e-09,1.3226888747496135e-06,5.916547762268618e-08,0.0002999408345223774
3.12,5.363094295252817e-06,1.7550507039581914e-08,1.02123843556451e-06,0.0005581785442575237,2.6469857795817156e-10,1.200263041580761e-07,-5.314017767748483e-09,6.49064212445601e-08,7.885337753002144e-11,1.8705003718140557e-10,8.076883737812386e-09,1.3227407997428072e-06,5.895185395230653e-08,0.00029994104814604777
3.13,5.363270146468206e-06,1.751910917293549e-08,1.0216152850837414e-06,0.0005581789681378026,2.638819543180184e-10,1.2002634757073475e-07,-5.318827396112197e-09,6.489726991376806e-08,7.873402930617584e-11,1.860823198419974e-10,8.035172444543131e-09,1.3227927494324263e-06,5.873843986516603e-08,0.00029994126156013495
3.14,5.363446524143481e-06,1.7487409350212467e-08,1.021992968354625e-06,0.0005581793911854587,2.630631362089497e-10,1.2002639151619123e-07,-5.323969448402158e-09,6.488870933017644e-08,7.861655782194663e-11,1.850742942621349e-10,7.992903061492979e-09,1.3228447048961638e-06,5.85266034880911e-08,0.000299941473396512
3.15,5.363623225853799e-06,1.7454667114586316e-08,1.0223704260085364e-06,0.0005581798144632445,2.622348968290831e-10,1.2002643791599288e-07,-5.3307750552244125e-09,6.488270352594951e-08,7.85063762867884e-11,1.8391204526056934e-10,7.948264354174728e-09,1.3228966218384036e-06,5.831954749716471e-08,0.00029994168045250296
3.16,5.363800535260474e-06,1.7421920080573698e-08,1.0227491425564201e-06,0.0005581802364819073,2.614073632165843e-10,1.2002648407744338e-07,-5.337378881030818e-09,6.487650027001612e-08,7.839589907989183e-11,1.8275520408316895e-10,7.903794435722923e-09,1.322948562331332e-06,5.811278392890711e-08,0.0002999418872160712
3.17,5.3639784523635076e-06,1.738916824817461e-08,1.0231291179982758e-06,0.0005581806572414471,2.6058053537145357e-10,1.200265300005427e-07,-5.3437809258213744e-09,6.487009956237628e-08,7.82851262012569e-11,1.8160377072993384e-10,7.859493306137572e-09,1.3230005263749494e-06,5.7906312783318344e-08,0.00029994209368721677
3.18,5.364156977162899e-06,1.7356411617389053e-08,1.0235103523341038e-06,0.0005581810767418638,2.597544132936908e-10,1.2002657568529083e-07,-5.349981189596082e-09,6.486350140302994e-08,7.817405765088362e-11,1.804577452008639e-10,7.815360965418669e-09,1.3230525139692559e-06,5.770013406039836e-08,0.0002999422998659397
3.19,5.36433610965865e-06,1.7323650188217025e-08,1.0238928455639038e-06,0.0005581814949831575,2.5892899698329593e-10,1.2002662113168778e-07,-5.355979672354939e-09,6.485670579197715e-08,7.806269342877198e-11,1.793171274959592e-10,7.771397413566219e-09,1.3231045251142513e-06,5.7494247760147214e-08,0.00029994250575223993
3.2,5.364515849850759e-06,1.7290883960658528e-08,1.0242765976876762e-06,0.0005581819119653281,2.58104286440269e-10,1.2002666633973359e-07,-5.361776374097948e-09,6.484971272921789e-08,7.795103353492197e-11,1.781819176152197e-10,7.727602650580216e-09,1.3231565598099354e-06,5.728865388256486e-08,0.0002999427113461175
3.21,5.364696197739228e-06,1.725811293471356e-08,1.0246616087054207e-06,0.0005581823276883757,2.5728028166461007e-10,1.200267113094282e-07,-5.367371294825107e-09,6.484252221475217e-08,7.783907796933362e-11,1.770521155586455e-10,7.683976676460665e-09,1.3232086180563087e-06,5.708335242765133e-08,0.00029994291664757244
3.22,5.364877153324054e-06,1.7225337110382126e-08,1.0250478786171374e-06,0.0005581827421523003,2.5645698265631905e-10,1.2002675604077165e-07,-5.372764434536417e-09,6.483513424857998e-08,7.772682673200691e-11,1.7592772132623644e-10,7.640519491207563e-09,1.3232606998533708e-06,5.68783433954066e-08,0.0002999431216566047
3.23,5.365058716605239e-06,1.7192556487664222e-08,1.0254354074228261e-06,0.0005581831553571018,2.5563438941539604e-10,1.2002680053376394e-07,-5.3779557932318786e-09,6.482754883070132e-08,7.761427982294184e-11,1.7480873491799266e-10,7.597231094820914e-09,1.323312805201122e-06,5.667362678583069e-08,0.00029994332637321426
3.24,5.365240887582783e-06,1.7159771066559845e-08,1.025824195122487e-06,0.0005581835673027803,2.5481250194184096e-10,1.2002684478840504e-07,-5.38294537091149e-09,6.481976596111619e-08,7.750143724213842e-11,1.7369515633391405e-10,7.55411148730071e-09,1.3233649340995621e-06,5.646920259892358e-08,0.0002999435307974012
3.25,5.365423666256685e-06,1.7126980847069004e-08,1.0262142417161203e-06,0.0005581839779893357,2.539913202356539e-10,1.20026888804695e-07,-5.387733167575252e-09,6.48117856398246e-08,7.738829898959665e-11,1.7258698557400072e-10,7.51116066864696e-09,1.323417086548691e-06,5.6265070834685295e-08,0.00029994373492916543
3.2600000000000002,5.3656070526269455e-06,1.7094185829191687e-08,1.0266055472037258e-06,0.0005581843874167682,2.5317084429683465e-10,1.2002693258263374e-07,-5.392319183223166e-09,6.480360786682654e-08,7.727486506531651e-11,1.7148422263825254e-10,7.468378638859657e-09,1.3234692625485089e-06,5.60612314931158e-08,0.000299943938768507
3.27,5.365791046693565e-06,1.7061386012927907e-08,1.0269981115853033e-06,0.0005581847955850776,2.5235107412538347e-10,1.2002697612222133e-07,-5.3967034178552296e-09,6.4795232642122e-08,7.716113546929804e-11,1.7038686752666967e-10,7.425765397938809e-09,1.3235214620990159e-06,5.585768457421514e-08,0.0002999441423154259
3.2800000000000002,5.365975648456543e-06,1.7028581398277653e-08,1.027391934860853e-06,0.000558185202494264,2.5153200972130023e-10,1.2002701942345777e-07,-5.400885871471445e-09,6.478665996571101e-08,7.704711020154119e-11,1.6929492023925195e-10,7.383320945884408e-09,1.3235736852002118e-06,5.565443007798327e-08,0.00029994434556992214
3.29,5.36616085791588e-06,1.699577198524093e-08,1.027787017030375e-06,0.0005581856081443272,2.5071365108458493e-10,1.2002706248634303e-07,-5.404866544071811e-09,6.477788983759355e-08,7.6932789262046e-11,1.6820838077599949e-10,7.341045282696459e-09,1.3236259318520964e-06,5.545146800442023e-08,0.00029994454853199566
3.3000000000000003,5.366346675071575e-06,1.696295777381774e-08,1.028183358093869e-06,0.0005581860125352675,2.4989599821523753e-10,1.200271053108771e-07,-5.408645435656327e-09,6.476892225776962e-08,7.681817265081245e-11,1.671272491369122e-10,7.298938408374957e-09,1.32367820205467e-06,5.524879835352598e-08,0.0002999447512016466
3.31,5.3665330999236285e-06,1.693013876400808e-08,1.0285809580513352e-06,0.0005581864156670847,2.4907905111325817e-10,1.2002714789706e-07,-5.412222546224994e-09,6.475975722623923e-08,7.670326036784055e-11,1.6605152532199022e-10,7.257000322919908e-09,1.3237304958079327e-06,5.504642112530056e-08,0.0002999449535788748
3.3200000000000003,5.36672013247204e-06,1.689731495581195e-08,1.0289798169027737e-06,0.0005581868175397789,2.482628097786467e-10,1.2002719024489175e-07,-5.415597875777812e-09,6.475039474300237e-08,7.658805241313028e-11,1.6498120933123336e-10,7.2152310263313075e-09,1.3237828131118843e-06,5.484433631974393e-08,0.0002999451556636804
3.33,5.366907772716811e-06,1.686448634922935e-08,1.0293799346481844e-06,0.0005581872181533501,2.4744727421140325e-10,1.2002723235437232e-07,-5.418771424314781e-09,6.474083480805903e-08,7.647254878668167e-11,1.6391630116464181e-10,7.173630518609158e-09,1.323835153966525e-06,5.4642543936856124e-08,0.00029994535745606326
3.34,5.36709602065794e-06,1.6831652944260282e-08,1.0297813112875672e-06,0.0005581876175077983,2.4663244441152773e-10,1.200272742255017e-07,-5.421743191835901e-09,6.473107742140923e-08,7.63567494884947e-11,1.628568008222155e-10,7.13219879975346e-09,1.3238875183718544e-06,5.444104397663713e-08,0.0002999455589560235
3.35,5.367284876295428e-06,1.679881474090474e-08,1.0301839468209222e-06,0.0005581880156031233,2.4581832037902015e-10,1.2002731585827993e-07,-5.424513178341171e-09,6.472112258305297e-08,7.624065451856938e-11,1.6180270830395433e-10,7.090935869764209e-09,1.3239399063278728e-06,5.423983643908694e-08,0.00029994576016356103
3.36,5.367474339629274e-06,1.6765971739162732e-08,1.0305878412482494e-06,0.0005581884124393255,2.4500490211388057e-10,1.2002735725270698e-07,-5.427081383830592e-09,6.471097029299023e-08,7.61242638769057e-11,1.6075402360985844e-10,7.049841728641411e-09,1.3239923178345802e-06,5.403892132420557e-08,0.0002999459610786759
3.37,5.367664410659479e-06,1.6733123939034256e-08,1.0309929945695487e-06,0.0005581888080164045,2.441921896161089e-10,1.2002739840878287e-07,-5.429447808304164e-09,6.470062055122104e-08,7.600757756350366e-11,1.597107467399277e-10,7.0089163763850605e-09,1.3240447528919766e-06,5.3838298631993005e-08,0.0002999461617013681
