t,PB,A1,A2,PC1,PF1,PG1,PC2,PF2,PD1,PE1,PD2
2.2800000000000002,16.44333325869579,-1.1107858362126662e-09,-1.2835660092254812e-13,1.2358264812775371e-09,5.893058242542294e-08,1.4734728579032658e-08,1.3695264376797346e-13,0.11666666666666667,1.7006325952074497e-10,-4.4748252476425163e-10,-1.1580635321602846e-14
2.29,16.51333326474123,-1.0379166430724036e-10,-1.216304141577021e-14,1.255570618233564e-10,5.482136161506121e-08,1.3736312244852239e-08,1.0502565558703452e-14,0.11666666666666667,5.969160215942599e-11,-1.6464967321090888e-10,-1.8987569133641903e-15
2.3000000000000003,16.583333269557148,3.1214241225904215e-11,3.503645470268414e-15,-1.2153361584905496e-10,5.103705017942088e-08,1.2822863895441866e-08,-1.9189807258953306e-14,0.11666666666666667,5.370916354625781e-11,-3.0645318276038175e-11,7.630579192473848e-15
2.31,16.653333273997198,1.1512621936441273e-10,1.3258200862357581e-14,-3.564761588499353e-10,4.7528308812186964e-08,1.1972780711428665e-08,-4.660306237530232e-14,0.11666666666666667,4.3581486873864086e-11,1.316409215426411e-10,1.918970470024589e-14
2.32,16.723333277997636,5.843067654550176e-11,6.742003020896386e-15,-4.981950699582354e-10,4.429758099940386e-08,1.1179571740155578e-08,-6.210293313282988e-14,0.11666666666666667,3.426167133088341e-11,3.0373890674185466e-10,3.2077110163549915e-14
2.33,16.79333328146713,-2.5631119738875013e-10,-2.963406710658831e-14,-4.3846162253571197e-10,4.1353152513920884e-08,1.0436640678752363e-08,-5.291259725854967e-14,0.11666666666666667,3.293643597220095e-11,4.595815337863523e-10,4.527888845382067e-14
2.34,16.863333284284277,-9.773262321735392e-10,-1.130207054713395e-13,-3.903286944076711e-11,3.87093992961197e-08,9.737230144227482e-09,-2.7855767932653063e-15,0.11666666666666667,4.9291506594254496e-11,5.646838374007563e-10,5.743589584084551e-14
2.35,16.933333286817973,-1.7432783848519764e-09,-2.0157925359214392e-13,4.321520484354239e-10,3.628185843560539e-08,9.08077727225413e-09,5.6077945114439746e-14,0.11666666666666667,6.388809724761544e-11,6.236338117917712e-10,6.556728988570478e-14
2.36,17.003333289742386,-1.8757595439139607e-09,-2.1676397367103107e-13,4.571014114246859e-10,3.392419177781951e-08,8.470619885653756e-09,6.159564134013729e-14,0.11666666666666667,3.956025022001137e-11,6.624065944497757e-10,6.54718212902908e-14
2.37,17.0733332927064,-1.7618669300100875e-09,-2.033678576778627e-13,3.8579850466148245e-10,3.1695573798127086e-08,7.897656558349398e-09,5.482378520407042e-14,0.11666666666666667,2.67521368454984e-12,6.04836088065529e-10,5.485368755310999e-14
2.38,17.14333329586075,-1.2679184865655573e-09,-1.458951915177487e-13,1.546200818999964e-10,2.955324916029437e-08,7.359046941304015e-09,2.7448567037936976e-14,0.11666666666666667,-4.9890740306239384e-11,4.13127839558956e-10,2.965152993910065e-14
2.39,17.21333329938628,-2.2982397066927601e-10,-2.5326229259950338e-14,-3.1676973461459225e-10,2.74471718292923e-08,6.852402172018417e-09,-3.100083999504544e-14,0.11666666666666667,-1.2186816290055125e-10,4.3680687307866117e-11,-1.487831316110827e-14
2.4,17.283333303496775,1.5496059504670534e-09,1.8119462018791736e-13,-1.1270472957426843e-09,2.5319177644764282e-08,6.375794692746026e-09,-1.3335930591563796e-13,0.11666666666666667,-2.1765506726551945e-10,-5.532402073552184e-10,-8.420735970162769e-14
2.41,17.353333306624965,2.512161584555106e-09,2.9275874605846605e-13,-1.5017091326462172e-09,2.3439749150933773e-08,5.929275225627311e-09,-1.813989793685293e-13,0.11666666666666667,-2.646673378530996e-10,-9.327398394634896e-10,-1.258208028508582e-13
2.42,17.42333330904423,2.914680754804743e-09,3.3913157797594037e-13,-1.5737048382285742e-09,2.1734759596928194e-08,5.511880580763833e-09,-1.923762435376613e-13,0.11666666666666667,-2.6818543963177986e-10,-1.1537106471303063e-09,-1.4630284763852105e-13
2.43,17.493333310736116,2.7265503419316555e-09,3.1670502010975126e-13,-1.3353454590252495e-09,2.018141861428855e-08,5.123414840090626e-09,-1.6568463672656276e-13,0.11666666666666667,-2.2008201117555092e-10,-1.19022645506121e-09,-1.4232178734017362e-13
2.44,17.563333311391734,1.631013726563204e-09,1.8864867956181066e-13,-6.392414957401543e-10,1.880770553665723e-08,4.764460339674079e-09,-8.297411101302976e-14,0.11666666666666667,-9.882248241162472e-11,-9.314824156636812e-10,-1.006301726759167e-13
2.45,17.633333310634974,-7.549333732926436e-10,-8.956630671040157e-14,6.917634429195539e-10,1.7650604527225222e-08,4.436204725573624e-09,7.786236865900646e-14,0.11666666666666667,1.2105091186378602e-10,-2.4288570793899564e-10,-5.235746320925776e-15
2.46,17.70333330890188,-4.0023414836395716e-09,-4.675691621778711e-13,2.2194753234530164e-09,1.6753901401016705e-08,4.1409166643080545e-09,2.6643962907518214e-13,0.11666666666666667,3.8355466715810283e-10,8.872735529784177e-10,1.3818494848070938e-13
2.47,17.773333314757313,4.342829315487419e-10,5.2966003041525784e-14,-2.2411009793106536e-09,1.6104962449373248e-08,3.885500837498584e-09,-2.487016837906041e-13,0.11666666666666667,-1.6041560990719342e-10,9.395735593049588e-10,8.057030939166431e-14
2.48,17.84333331576054,9.711580378790019e-11,1.305050610245493e-14,-8.313448304291915e-10,1.524616574073165e-08,3.6614685435143206e-09,-8.919552015991634e-14,0.11666666666666667,-3.3313929243478213e-10,-2.120666747131393e-10,-5.280343283477764e-14
2.49,17.913333316981255,6.29448543400521e-11,7.382107453181151e-15,2.5322958700620464e-11,1.3927823070299737e-08,3.4424020809331116e-09,-1.5085640328212217e-15,0.11666666666666667,-6.39370385077885e-11,-1.0229997807462027e-09,-1.0233618554672657e-13
2.5,17.983333317979138,-1.1593318992190231e-10,-1.4014464441473383e-14,2.5502768512841713e-10,1.2443544921427044e-08,3.206052241974678e-09,1.783453467823387e-14,0.11666666666666667,1.0098800080844773e-10,-6.954838751480715e-10,-5.5116541828620846e-14
2.5100000000000002,18.053333319183114,-4.435112190494712e-12,-5.086670549887806e-16,-8.707192941588693e-11,1.1228124757291682e-08,2.9578620004636626e-09,-2.0228990789363906e-14,0.11666666666666667,3.516537824621804e-11,-2.8030330994640822e-11,-3.086580365345479e-15
2.52,18.12333332032308,1.2114175100339073e-10,1.5428099620719976e-14,-1.0087528463070041e-09,1.0107925198942845e-08,2.707959095066386e-09,-1.2147627084311059e-13,0.11666666666666667,-8.741995579852878e-11,1.2476237770091525e-09,1.0281110056996664e-13
2.5300000000000002,18.19333332114127,1.2573238031930656e-11,2.8117710976021217e-15,-8.777612405704926e-10,9.609616545488508e-09,2.4858595511541657e-09,-9.719154601070248e-14,0.11666666666666667,-1.7449724621668373e-10,1.1067397632090968e-09,7.769159961523939e-14
2.54,18.26333332202168,3.5377846598900233e-11,5.755914577880264e-15,-1.0277645294220025e-09,9.089598946361806e-09,2.2864027162030694e-09,-1.0907157597128317e-13,0.11666666666666667,-2.2897925072148778e-10,1.1518480817938078e-09,7.698944123108361e-14
2.5500000000000003,18.333333322784796,1.0869729248294555e-11,2.3405904867305076e-15,-6.488302577090474e-10,8.721654782798607e-09,2.126779940096428e-09,-6.518612605303257e-14,0.11666666666666667,-1.6199366641048332e-10,4.716874189321152e-10,2.3189468571049576e-14
2.56,18.403333323513127,7.1641085321551254e-12,1.5364275143418601e-15,-4.013408709136999e-10,8.265225865095892e-09,1.984058668480989e-09,-3.847106685590817e-14,0.11666666666666667,-1.1027790236003041e-10,4.443971841727093e-11,-8.51677240078407e-15
2.57,18.473333324196318,3.8501022015381415e-12,8.54237072828086e-16,-2.2118128243895193e-10,7.681309229237619e-09,1.8562520139895464e-09,-2.156096689394692e-14,0.11666666666666667,-6.127019434847326e-11,-1.5553591636486154e-10,-2.015374536963261e-14
2.58,18.54333332482307,-3.156015869952445e-13,-1.271119188193968e-19,-3.0158436427398126e-12,7.1112049696679155e-09,1.7451301572515e-09,-1.3663990865593122e-15,0.11666666666666667,-2.268440299322221e-12,-3.7774347715660213e-10,-3.3046269456159883e-14
2.59,18.613333325417575,-1.8151154010358307e-12,-3.9407566949955776e-16,1.1981449077189831e-10,6.538915060466098e-09,1.6348694989436356e-09,9.394924138399725e-15,0.11666666666666667,3.1321521626073884e-11,-4.457736511467821e-10,-3.5456850180477744e-14
2.6,18.683333325972995,-6.679838575177486e-12,-1.3055671012829925e-15,3.4115693919621847e-10,6.095282853453333e-09,1.5339082040822329e-09,3.110385547328285e-14,0.11666666666666667,8.998052024899064e-11,-7.359492955967156e-10,-5.429275046717393e-14
2.61,18.753333326496136,-8.910007500502933e-12,-1.7617724662487128e-15,4.681810452014872e-10,5.6501512926670385e-09,1.433852367276161e-09,4.348644329944547e-14,0.11666666666666667,1.234925073676942e-10,-8.73921431281958e-10,-6.278784060824388e-14
2.62,18.823333326986997,-8.50562217701237e-12,-1.7626917643967572e-15,5.008868087877152e-10,5.203520378107178e-09,1.334701988525411e-09,4.654268761688866e-14,0.11666666666666667,1.3185748298218757e-10,-8.596900582025213e-10,-6.094212060368838e-14
2.63,18.893333327445575,-5.466682604705836e-12,-1.3083249957271266e-15,4.3927422995489973e-10,4.75539010977379e-09,1.236457067829992e-09,4.0272588425612164e-14,0.11666666666666667,1.1507544709246995e-10,-6.932551763584067e-10,-4.8755590453507574e-14
2.64,18.963333327871876,2.0681121641694203e-13,-3.986721602397807e-16,2.8334330870303543e-10,4.3057604876668334e-09,1.1391176051898949e-09,2.4676145725615413e-14,0.11666666666666667,7.314639969853988e-11,-3.746167857495996e-10,-2.6228250157700393e-14
2.65,19.03333332827336,2.1564648982056097e-12,-7.948540102606228e-17,2.2154948092359884e-10,3.92990247988894e-09,1.0513363002624624e-09,1.865979942334311e-14,0.11666666666666667,5.65676767167738e-11,-2.340223818021282e-10,-1.6079606525536927e-14
2.66,19.103333328648333,1.8298082152072026e-12,-1.126924514863813e-16,2.109896427863935e-10,3.61068016173391e-09,9.7114330977915e-10,1.791937569367584e-14,0.11666666666666667,5.384323169077644e-11,-1.9628897752014482e-10,-1.3137416289010258e-14
2.67,19.17333332899431,1.3380497014639897e-12,-1.510671544792502e-16,1.8909002169212742e-10,3.3231009485140405e-09,8.956656358974411e-10,1.6177277577036797e-14,0.11666666666666667,4.820618920751393e-11,-1.51762894926574e-10,-9.858011387147342e-15
2.68,19.243333329311298,6.811893569759292e-13,-1.9460951000467226e-16,1.5585061764079865e-10,3.0671648402293065e-09,8.249032786173287e-10,1.3433505073425828e-14,0.11666666666666667,3.965654926698579e-11,-1.0044413402141179e-10,-6.241391819947887e-15
2.69,19.313333329599292,-1.4077281825692203e-13,-2.433195180626437e-16,1.1127143063241018e-10,2.8428718368797304e-09,7.588562379388192e-10,9.688058182843175e-15,0.11666666666666667,2.819431186919277e-11,-4.233269480466278e-11,-2.287557587412215e-15
2.7,19.383333330167954,-3.3063511655036097e-12,-5.54735194223064e-16,1.121759808614369e-11,2.350936815318439e-09,6.246041397015607e-10,1.3645124716036261e-15,0.11666666666666668,2.26125406281556e-12,1.4061425320575237e-10,1.0524537630067329e-14
2.71,19.45333333032667,-2.6384775338441445e-12,-4.498866799295668e-16,9.393330531700207e-12,2.2458919789353914e-09,5.923205661114785e-10,1.2138182068978414e-15,0.11666666666666667,1.9060447472762002e-12,1.2138509526834954e-10,9.136244114937044e-15
2.72,19.52333333048539,-1.97060390218465e-12,-3.4503816563606497e-16,7.569062977256641e-12,2.1408471425523388e-09,5.600369925213948e-10,1.0631239421920499e-15,0.11666666666666667,1.5508354317368247e-12,1.0215593733094589e-10,7.747950599806699e-15
2.73,19.593333330644107,-1.3027302705251853e-12,-2.4018965134256773e-16,5.7447954228131575e-12,2.035802306169291e-09,5.277534189313125e-10,9.12429677486265e-16,0.11666666666666667,1.195626116197465e-12,8.292677939354307e-11,6.359657084676414e-15
2.74,19.66333333080283,-6.348566388656906e-13,-1.3534113704906587e-16,3.920527868369591e-12,1.9307574697862385e-09,4.954698453412289e-10,7.617354127804734e-16,0.11666666666666667,8.404168006580894e-13,6.36976214561394e-11,4.971363569546067e-15
2.75,19.733333330961546,3.301699279377439e-14,-3.049262275556865e-17,2.0962603139261074e-12,1.8257126334031906e-09,4.6318627175114664e-10,6.110411480746885e-16,0.11666666666666667,4.852074851187297e-13,4.4468463518736595e-11,3.583070054415782e-15
2.7600000000000002,19.803333331067968,3.7083004069035274e-13,2.311292322218333e-17,1.1391521514017525e-12,1.7523581428747683e-09,4.4168712203572353e-10,5.257038019902427e-16,0.11666666666666667,2.976397617102589e-13,3.404171437376576e-11,2.825451623997833e-15
2.77,19.87333333111888,3.583478996614966e-13,2.2334013283928897e-17,1.1023652206879718e-12,1.7126367980001e-09,4.316335431774982e-10,5.097301281596584e-16,0.11666666666666667,2.8799102068302825e-13,3.295701212149223e-11,2.7371722750031395e-15
2.7800000000000002,19.943333331169793,3.4586575863263993e-13,2.1555103345674433e-17,1.0655782899741895e-12,1.6729154531254298e-09,4.215799643192724e-10,4.937564543290734e-16,0.11666666666666667,2.783422796557972e-13,3.187230986921866e-11,2.6488929260084425e-15
2.79,20.013333331220704,3.333836176037838e-13,2.077619340742e-17,1.028791359260409e-12,1.6331941082507615e-09,4.11526385461047e-10,4.77782780498489e-16,0.11666666666666667,2.6869353862856654e-13,3.078760761694513e-11,2.560613577013749e-15
2.8000000000000003,20.083333331271618,3.209014765749271e-13,1.9997283469165534e-17,9.920044285466267e-13,1.5934727633760913e-09,4.0147280660282115e-10,4.618091066679041e-16,0.11666666666666667,2.5904479760133543e-13,2.970290536467156e-11,2.4723342280190517e-15
2.81,20.15333333132253,3.08419335546071e-13,1.92183735309111e-17,9.55217497832846e-13,1.553751418501423e-09,3.9141922774459576e-10,4.458354328373197e-16,0.11666666666666667,2.493960565741048e-13,2.861820311239803e-11,2.384054879024358e-15
2.82,20.22333333137344,2.9593719451721486e-13,1.8439463592656668e-17,9.184305671190653e-13,1.5140300736267547e-09,3.813656488863704e-10,4.298617590067354e-16,0.11666666666666667,2.397473155468741e-13,2.75335008601245e-11,2.2957755300296647e-15
2.83,20.293333331424353,2.834550534883582e-13,1.7660553654402204e-17,8.816436364052831e-13,1.4743087287520847e-09,3.7131207002814456e-10,4.138880851761504e-16,0.11666666666666667,2.300985745196431e-13,2.6448798607850927e-11,2.2074961810349677e-15
2.84,20.363333331475264,2.7097291245950205e-13,1.6881643716147772e-17,8.448567056915024e-13,1.4345873838774162e-09,3.612584911699192e-10,3.979144113455661e-16,0.11666666666666667,2.2044983349241244e-13,2.5364096355577402e-11,2.1192168320402743e-15
2.85,20.43333333152618,2.5849077143064536e-13,1.6102733777893305e-17,8.080697749777201e-13,1.3948660390027462e-09,3.512049123116934e-10,3.8194073751498108e-16,0.11666666666666667,2.1080109246518138e-13,2.4279394103303826e-11,2.0309374830455773e-15
2.86,20.50333333157709,2.460086304017893e-13,1.5323823839638875e-17,7.712828442639395e-13,1.3551446941280779e-09,3.4115133345346803e-10,3.659670636843968e-16,0.11666666666666667,2.0115235143795073e-13,2.31946918510303e-11,1.942658134050884e-15
2.87,20.573333331628003,2.3352648937293255e-13,1.4544913901384405e-17,7.344959135501572e-13,1.3154233492534077e-09,3.310977545952422e-10,3.499933898538117e-16,0.11666666666666667,1.9150361041071962e-13,2.2109989598756724e-11,1.8543787850561864e-15
2.88,20.643333331678914,2.2104434834407642e-13,1.3766003963129974e-17,6.977089828363765e-13,1.2757020043787394e-09,3.2104417573701684e-10,3.3401971602322744e-16,0.11666666666666667,1.81854869383489e-13,2.1025287346483196e-11,1.7660994360614932e-15
2.89,20.713333331729824,2.0856220731521977e-13,1.2987094024875509e-17,6.609220521225943e-13,1.2359806595040694e-09,3.10990596878791e-10,3.180460421926424e-16,0.11666666666666667,1.7220612835625794e-13,1.9940585094209622e-11,1.677820087066796e-15
2.9,20.783333331780735,1.9608006628636364e-13,1.2208184086621076e-17,6.241351214088137e-13,1.1962593146294009e-09,3.0093701802056564e-10,3.0207236836205814e-16,0.11666666666666667,1.6255738732902728e-13,1.8855882841936097e-11,1.5895407380721025e-15
2.91,20.85333333183165,1.8359792525750695e-13,1.142927414836661e-17,5.873481906950313e-13,1.1565379697547307e-09,2.908834391623398e-10,2.860986945314731e-16,0.11666666666666667,1.529086463017962e-13,1.777118058966252e-11,1.5012613890774053e-15
2.92,20.92333333188256,1.7111578422865082e-13,1.0650364210112178e-17,5.505612599812506e-13,1.1168166248800626e-09,2.8082986030411445e-10,2.7012502070088884e-16,0.11666666666666667,1.4325990527456555e-13,1.6686478337388995e-11,1.4129820400827118e-15
2.93,20.993333331933474,1.5863364319979414e-13,9.871454271857713e-18,5.137743292674684e-13,1.0770952800053924e-09,2.707762814458886e-10,2.541513468703038e-16,0.11666666666666667,1.336111642473345e-13,1.560177608511542e-11,1.3247026910880148e-15
2.94,21.063333331984385,1.46151502170938e-13,9.09254433360328e-18,4.769873985536877e-13,1.0373739351307239e-09,2.6072270258766326e-10,2.381776730397195e-16,0.11666666666666667,1.2396242322010384e-13,1.4517073832841892e-11,1.2364233420933212e-15
2.95,21.1333333320353,1.3366936114208133e-13,8.313634395348814e-18,4.402004678399055e-13,9.976525902560539e-10,2.506691237294374e-10,2.222039992091345e-16,0.11666666666666667,1.1431368219287276e-13,1.3432371580568319e-11,1.1481439930986242e-15
2.96,21.20333333208621,1.211872201132252e-13,7.534724457094382e-18,4.0341353712612483e-13,9.579312453813856e-10,2.4061554487121206e-10,2.0623032537855018e-16,0.11666666666666667,1.0466494116564213e-13,1.2347669328294792e-11,1.0598646441039307e-15
2.97,21.273333332137124,1.0870507908436853e-13,6.755814518839916e-18,3.666266064123425e-13,9.182099005067154e-10,2.3056196601298623e-10,1.9025665154796516e-16,0.11666666666666667,9.501620013841105e-14,1.1262967076021215e-11,9.715852951092333e-16
2.98,21.343333332188035,9.62229380555124e-14,5.9769045805854836e-18,3.298396756985619e-13,8.784885556320471e-10,2.2050838715476087e-10,1.7428297771738085e-16,0.11666666666666667,8.53674591111804e-14,1.0178264823747689e-11,8.833059461145401e-16
2.99,21.41333333223895,8.374079702665572e-14,5.197994642331018e-18,2.9305274498477963e-13,8.387672107573771e-10,2.1045480829653504e-10,1.5830930388679583e-16,0.11666666666666667,7.571871808394932e-14,9.093562571474114e-12,7.950265971198428e-16
3.0,21.48333333228986,7.125865599779959e-14,4.419084704076586e-18,2.56265814270999e-13,7.990458658827087e-10,2.0040122943830967e-10,1.4233563005621153e-16,0.11666666666666667,6.606997705671868e-14,8.008860319200589e-12,7.067472481251495e-16
3.0100000000000002,21.55333333234077,5.87765149689429e-14,3.640174765822119e-18,2.1947888355721665e-13,7.593245210080386e-10,1.9034765058008384e-10,1.263619562256265e-16,0.11666666666666667,5.642123602948761e-14,6.924158066927012e-12,6.184678991304522e-16
3.02,21.62333333239168,4.6294373940086783e-14,2.861264827567687e-18,1.8269195284343602e-13,7.196031761333703e-10,1.8029407172185848e-10,1.103882823950422e-16,0.11666666666666667,4.677249500225696e-14,5.8394558146534854e-12,5.301885501357589e-16
3.0300000000000002,21.693333332442595,3.3812232911230106e-14,2.0823548893132206e-18,1.4590502212965373e-13,6.798818312587001e-10,1.7024049286363265e-10,9.441460856445719e-17,0.11666666666666667,3.712375397502589e-14,4.754753562379911e-12,4.419092011410616e-16
3.04,21.763333332493506,2.1330091882373974e-14,1.303444951058789e-18,1.0911809141587308e-13,6.401604863840318e-10,1.6018691400540726e-10,7.844093473387288e-17,0.11666666666666667,2.7475012947795244e-14,3.6700513101063845e-12,3.5362985214636827e-16
3.0500000000000003,21.83333333254442,8.847950853517294e-15,5.245350128043224e-19,7.23311607020908e-14,6.004391415093617e-10,1.5013333514718146e-10,6.246726090328787e-17,0.11666666666666667,1.782627192056417e-14,2.5853490578328094e-12,2.65350503151671e-16
3.06,21.903333332582402,1.465657693808087e-15,6.424118033465529e-20,4.8686528610634e-14,5.707030325455707e-10,1.4262373060361e-10,5.186490100426132e-17,0.11666666666666667,1.163940439177197e-14,1.883633784780421e-12,2.07654587632223e-16
3.0700000000000003,21.97333333259872,2.6292957223356573e-15,1.3785961061568735e-19,4.706474554593179e-14,5.576994107426063e-10,1.3937712174059613e-10,5.026337415502309e-17,0.11666666666666667,1.1253677104636498e-14,1.8236985126993194e-12,2.012080279142812e-16
3.08,22.04333333261503,3.7929337508631645e-15,2.1147804089671556e-19,4.544296248122966e-14,5.446957889396426e-10,1.3613051287758242e-10,4.8661847305784946e-17,0.11666666666666667,1.0867949817501045e-14,1.7637632406182205e-12,1.9476146819633974e-16
3.09,22.113333332631345,4.956571779390678e-15,2.8509647117774415e-19,4.3821179416527525e-14,5.316921671366787e-10,1.328839040145687e-10,4.7060320456546795e-17,0.11666666666666667,1.0482222530365592e-14,1.7038279685371214e-12,1.8831490847839825e-16
3.1,22.183333332647663,6.120209807918242e-15,3.587149014587762e-19,4.219939635182532e-14,5.186885453337145e-10,1.2963729515155484e-10,4.5458793607308576e-17,0.11666666666666667,1.0096495243230121e-14,1.64389269645602e-12,1.8186834876045649e-16
3.11,22.253333332663974,7.283847836445755e-15,4.323333317398048e-19,4.0577613287123183e-14,5.056849235307506e-10,1.2639068628854113e-10,4.3857266758070425e-17,0.11666666666666667,9.710767956094666e-15,1.5839574243749208e-12,1.75421789042515e-16
3.12,22.323333332680292,8.447485864973316e-15,5.059517620208365e-19,3.895583022242098e-14,4.926813017277863e-10,1.231440774255273e-10,4.22557399088322e-17,0.11666666666666667,9.325040668959195e-15,1.5240221522938191e-12,1.6897522932457323e-16
3.13,22.393333332696606,9.611123893500827e-15,5.795701923018653e-19,3.733404715771884e-14,4.796776799248226e-10,1.1989746856251356e-10,4.065421305959405e-17,0.11666666666666667,8.93931338182374e-15,1.46408688021272e-12,1.6252866960663174e-16
3.14,22.46333333271292,1.077476192202839e-14,6.5318862258289695e-19,3.5712264093016637e-14,4.666740581218582e-10,1.1665085969949972e-10,3.905268621035583e-17,0.11666666666666667,8.55358609468827e-15,1.4041516081316183e-12,1.5608210988868996e-16
3.15,22.533333332729235,1.1938399950555904e-14,7.268070528639257e-19,3.40904810283145e-14,4.5367043631889443e-10,1.13404250836486e-10,3.745115936111768e-17,0.11666666666666667,8.167858807552815e-15,1.3442163360505193e-12,1.4963555017074846e-16
3.16,22.60333333274555,1.3102037979083465e-14,8.004254831449574e-19,3.2468697963612295e-14,4.4066681451593005e-10,1.1015764197347214e-10,3.584963251187946e-17,0.11666666666666667,7.782131520417344e-15,1.2842810639694178e-12,1.431889904528067e-16
3.17,22.673333332761864,1.4265676007610978e-14,8.740439134259862e-19,3.084691489891016e-14,4.276631927129663e-10,1.0691103311045842e-10,3.4248105662641303e-17,0.11666666666666667,7.39640423328189e-15,1.2243457918883187e-12,1.367424307348652e-16
3.18,22.74333333277818,1.542931403613854e-14,9.476623437070179e-19,2.9225131834207954e-14,4.146595709100019e-10,1.0366442424744457e-10,3.2646578813403084e-17,0.11666666666666667,7.010676946146419e-15,1.164410519807217e-12,1.3029587101692345e-16
3.19,22.813333332794492,1.6592952064666053e-14,1.0212807739880467e-18,2.7603348769505818e-14,4.0165594910703815e-10,1.0041781538443086e-10,3.1045051964164933e-17,0.11666666666666667,6.624949659010965e-15,1.1044752477261179e-12,1.2384931129898196e-16
3.2,22.88333333281081,1.7756590093193617e-14,1.0948992042690783e-18,2.5981565704803613e-14,3.8865232730407377e-10,9.7171206521417e-11,2.9443525114926715e-17,0.11666666666666667,6.239222371875494e-15,1.0445399756450162e-12,1.174027515810402e-16
3.21,22.953333332827125,1.892022812172113e-14,1.1685176345501071e-18,2.4359782640101477e-14,3.7564870550111e-10,9.392459765840328e-11,2.784199826568856e-17,0.11666666666666667,5.853495084740039e-15,9.846047035639173e-13,1.109561918630987e-16
3.22,23.02333333284344,2.008386615024869e-14,1.2421360648311388e-18,2.2737999575399272e-14,3.626450836981457e-10,9.067798879538943e-11,2.6240471416450342e-17,0.11666666666666667,5.467767797604568e-15,9.246694314828156e-13,1.0450963214515694e-16
3.23,23.093333332859753,2.12475041787762e-14,1.3157544951121674e-18,2.111621651069714e-14,3.496414618951819e-10,8.743137993237573e-11,2.463894456721219e-17,0.11666666666666667,5.082040510469115e-15,8.647341594017165e-13,9.806307242721546e-17
3.24,23.163333332876068,2.2411142207303765e-14,1.3893729253931993e-18,1.949443344599493e-14,3.3663784009221754e-10,8.418477106936187e-11,2.303741771797397e-17,0.11666666666666667,4.6963132233336435e-15,8.047988873206148e-13,9.161651270927369e-17
3.25,23.233333332892382,2.357478023583128e-14,1.4629913556742279e-18,1.7872650381292794e-14,3.236342182892538e-10,8.093816220634816e-11,2.143589086873582e-17,0.11666666666666667,4.3105859361981894e-15,7.448636152395158e-13,8.516995299133221e-17
3.2600000000000002,23.3033333329087,2.4738418264358843e-14,1.53660978595526e-18,1.6250867316590586e-14,3.106305964862894e-10,7.769155334333429e-11,1.9834364019497596e-17,0.11666666666666667,3.924858649062718e-15,6.849283431584141e-13,7.872339327339044e-17
3.27,23.37333333292501,2.5902056292886353e-14,1.6102282162362885e-18,1.4629084251888453e-14,2.9762697468332564e-10,7.444494448032058e-11,1.8232837170259445e-17,0.11666666666666667,3.539131361927264e-15,6.249930710773151e-13,7.227683355544895e-17
3.2800000000000002,23.44333333294133,2.7065694321413914e-14,1.6838466465173202e-18,1.3007301187186248e-14,2.846233528803613e-10,7.119833561730673e-11,1.6631310321021226e-17,0.11666666666666667,3.1534040747917928e-15,5.650577989962135e-13,6.583027383750718e-17
3.29,23.51333333295764,2.8229332349941427e-14,1.7574650767983488e-18,1.1385518122484114e-14,2.716197310773975e-10,6.795172675429302e-11,1.5029783471783075e-17,0.11666666666666667,2.767676787656339e-15,5.051225269151144e-13,5.93837141195657e-17
3.3000000000000003,23.583333332973957,2.939297037846899e-14,1.831083507079381e-18,9.763735057781907e-15,2.5861610927443317e-10,6.470511789127916e-11,1.3428256622544853e-17,0.11666666666666667,2.3819495005208676e-15,4.451872548340127e-13,5.293715440162393e-17
3.31,23.65333333299027,3.0556608406996505e-14,1.904701937360409e-18,8.14195199307977e-15,2.4561248747146936e-10,6.145850902826545e-11,1.1826729773306702e-17,0.11666666666666667,1.9962222133854135e-15,3.852519827529137e-13,4.6490594683682445e-17
3.3200000000000003,23.723333333006586,3.172024643552407e-14,1.978320367641441e-18,6.5201689283775646e-15,2.3260886566850503e-10,5.821190016525159e-11,1.022520292406848e-17,0.11666666666666667,1.6104949262499424e-15,3.25316710671812e-13,4.004403496574068e-17
3.33,23.7933333330229,3.2883884464051576e-14,2.0519387979224697e-18,4.8983858636754294e-15,2.1960524386554125e-10,5.496529130223788e-11,8.623676074830331e-18,0.11666666666666667,1.2247676391144883e-15,2.65381438590713e-13,3.359747524779919e-17
3.34,23.863333333039215,3.404752249257909e-14,2.1255572282034983e-18,3.276602798973295e-15,2.0660162206257746e-10,5.171868243922417e-11,7.02214922559218e-18,0.11666666666666667,8.390403519790342e-16,2.0544616650961398e-13,2.7150915529857708e-17
3.35,23.93333333305553,3.5211160521106653e-14,2.19917565848453e-18,1.6548197342710886e-15,1.935980002596131e-10,4.847207357621031e-11,5.420622376353959e-18,0.11666666666666667,4.533130648435631e-16,1.4551089442851228e-13,2.070435581191594e-17
3.36,24.00333333306792,3.6007595945235875e-14,2.2496114997751863e-18,4.581032899556624e-16,1.8371628964939516e-10,4.6004705316270134e-11,4.232102275111005e-18,0.11666666666666667,1.685664494687152e-16,1.0112712808724107e-13,1.5922037234515295e-17
3.37,24.073333333069286,3.577147211718889e-14,2.2348588144467806e-18,4.566574303649328e-16,1.82613270279193e-10,4.572853092243405e-11,4.204940872705325e-18,0.11666666666666667,1.6777350345370828e-16,1.0047358300418732e-13,1.5819499156857112e-17
