t,volumeCa_i,volumeCa_er,volume_iIP3,PIP2,ATP_e,O,I1,I2
1.81,75.83311541176957,1199.7344244008539,-8.968589644470815e-80,1.0,0.0,8.865930620787793e-87,9.132393379085314e-82,9.767612678603286e-41
1.82,75.83311280188805,1199.734407574102,-9.935567270520456e-80,1.0,0.0,9.821823460758697e-87,9.086800036523328e-82,9.765659352170618e-41
1.83,75.83311019208143,1199.734390747834,-1.0957080233487764e-79,1.0,0.0,1.083161955817066e-86,9.041440007846039e-82,9.763706416399183e-41
1.84,75.83310758234975,1199.7343739220494,-1.203379428438559e-79,1.0,0.0,1.1895976954827977e-86,8.996311977256061e-82,9.76175387121053e-41
1.85,75.83310497269298,1199.7343570967485,-1.3166375174226876e-79,1.0,0.0,1.3015553692534595e-86,8.951414628956017e-82,9.759801716526209e-41
1.86,75.83310236311111,1199.734340271931,-1.4355488654024375e-79,1.0,0.0,1.4191007813094578e-86,8.906746647148524e-82,9.757849952267772e-41
1.87,75.83309975360416,1199.734323447597,-1.5601800474791127e-79,1.0,0.0,1.5422997358312274e-86,8.862306716036204e-82,9.755898578356769e-41
1.8800000000000001,75.83309714417213,1199.7343066237465,-1.690597638753998e-79,1.0,0.0,1.6712180369991576e-86,8.818093519821673e-82,9.753947594714751e-41
1.8900000000000001,75.83309453481499,1199.7342898003794,-1.826868214328388e-79,1.0,0.0,1.8059214889936605e-86,8.774105742707551e-82,9.75199700126327e-41
1.9000000000000001,75.83309192553277,1199.734272977496,-1.969058349303558e-79,1.0,0.0,1.9464758959951423e-86,8.73034206889646e-82,9.750046797923874e-41
1.9100000000000001,75.83308931632546,1199.7342561550959,-2.1172346187808115e-79,1.0,0.0,2.0929470621840208e-86,8.686801182591016e-82,9.748096984618117e-41
1.92,75.83308670719303,1199.7342393331792,-2.2714635978614337e-79,1.0,0.0,2.245400791740708e-86,8.64348176799384e-82,9.746147561267546e-41
1.93,75.83308409813553,1199.734222511746,-2.4318118616467e-79,1.0,0.0,2.403902888845599e-86,8.600382509307551e-82,9.744198527793716e-41
1.94,75.83308148915292,1199.7342056907962,-2.5983459852379236e-79,1.0,0.0,2.568519157679117e-86,8.557502090734767e-82,9.742249884118173e-41
1.95,75.8330788802452,1199.73418887033,-2.7711325437363895e-79,1.0,0.0,2.7393154024216685e-86,8.514839196478109e-82,9.74030163016247e-41
1.96,75.83307627141238,1199.7341720503468,-2.950238112243373e-79,1.0,0.0,2.916357427253654e-86,8.472392510740194e-82,9.738353765848161e-41
1.97,75.83307366265446,1199.7341552308471,-3.1357292658601686e-79,1.0,0.0,3.0997110363554973e-86,8.430160717723644e-82,9.736406291096792e-41
1.98,75.83307105397142,1199.7341384118308,-3.3276725796880705e-79,1.0,0.0,3.289442033907593e-86,8.388142501631076e-82,9.734459205829917e-41
1.99,75.8330684453633,1199.734121593298,-3.526134628828364e-79,1.0,0.0,3.48561622409037e-86,8.34633654666511e-82,9.732512509969083e-41
2.0,75.83306583683004,1199.7341047752482,-3.7311819883823425e-79,1.0,0.0,3.688299411084218e-86,8.304741537028365e-82,9.730566203435844e-41
2.0100000000000002,75.83306322837169,1199.7340879576818,-3.9428812334513014e-79,1.0,0.0,3.8975573990695664e-86,8.26335615692346e-82,9.72862028615175e-41
2.02,75.83306061998822,1199.7340711405989,-4.161298939136506e-79,1.0,0.0,4.113455992226798e-86,8.222179090553017e-82,9.726674758038353e-41
2.0300000000000002,75.83305801167964,1199.734054323999,-4.38650168053927e-79,1.0,0.0,4.336060994736348e-86,8.181209022119651e-82,9.7247296190172e-41
2.04,75.83305540344594,1199.7340375078827,-4.618556032760878e-79,1.0,0.0,4.5654382107786114e-86,8.140444635825984e-82,9.722784869009844e-41
2.05,75.83305279528712,1199.7340206922495,-4.857528570902596e-79,1.0,0.0,4.801653444533989e-86,8.099884615874635e-82,9.720840507937837e-41
2.06,75.83305018720318,1199.7340038770994,-5.1034858700657564e-79,1.0,0.0,5.044772500182932e-86,8.05952764646822e-82,9.71889653572273e-41
2.07,75.83304757919413,1199.7339870624326,-5.356494505351606e-79,1.0,0.0,5.294861181905802e-86,8.019372411809362e-82,9.71695295228607e-41
2.08,75.83304497125995,1199.733970248249,-5.616621051861477e-79,1.0,0.0,5.551985293883033e-86,7.97941759610068e-82,9.71500975754941e-41
2.09,75.83304236340065,1199.7339534345488,-5.883932084696617e-79,1.0,0.0,5.8162106402950265e-86,7.939661883544792e-82,9.713066951434301e-41
2.1,75.83303975561621,1199.7339366213316,-6.158494178958339e-79,1.0,0.0,6.087603025322211e-86,7.900103958344316e-82,9.711124533862295e-41
2.11,75.83303714790665,1199.7339198085974,-6.440373909747927e-79,1.0,0.0,6.366228253144959e-86,7.860742504701876e-82,9.709182504754942e-41
2.12,75.83303454027197,1199.7339029963466,-6.729637852166676e-79,1.0,0.0,6.652152127943717e-86,7.821576206820085e-82,9.70724086403379e-41
2.13,75.83303193271216,1199.733886184579,-7.026352581315853e-79,1.0,0.0,6.945440453898874e-86,7.782603748901567e-82,9.705299611620392e-41
2.14,75.83302932522722,1199.7338693732943,-7.330584672296784e-79,1.0,0.0,7.246159035190852e-86,7.743823815148937e-82,9.703358747436298e-41
2.15,75.83302671781713,1199.7338525624928,-7.642400700210716e-79,1.0,0.0,7.554373676000026e-86,7.70523508976482e-82,9.70141827140306e-41
2.16,75.83302411048192,1199.7338357521744,-7.961867240158982e-79,1.0,0.0,7.870150180506868e-86,7.666836256951828e-82,9.699478183442229e-41
2.17,75.83302150322156,1199.733818942339,-8.289050867242834e-79,1.0,0.0,8.193554352891724e-86,7.628626000912588e-82,9.697538483475354e-41
2.18,75.83301889603607,1199.7338021329867,-8.624018156563594e-79,1.0,0.0,8.524651997335055e-86,7.590603005849713e-82,9.695599171423988e-41
2.19,75.83301628892544,1199.7337853241174,-8.966835683222514e-79,1.0,0.0,8.863508918017224e-86,7.552765955965826e-82,9.693660247209679e-41
2.2,75.83301368188965,1199.7337685157313,-9.317570022320926e-79,1.0,0.0,9.210190919118681e-86,7.515113535463543e-82,9.69172171075398e-41
2.21,75.83301107492873,1199.733751707828,-9.676287748960082e-79,1.0,0.0,9.564763804819811e-86,7.477644428545486e-82,9.689783561978439e-41
2.22,75.83300846804268,1199.733734900408,-1.0043055438241306e-78,1.0,0.0,9.927293379301036e-86,7.440357319414273e-82,9.68784580080461e-41
2.23,75.83300586123147,1199.7337180934708,-1.0417939665265847e-78,1.0,0.0,1.0297845446742758e-85,7.403250892272523e-82,9.685908427154041e-41
2.24,75.83300325449511,1199.7337012870166,-1.080100700513503e-78,1.0,0.0,1.06764858113254e-85,7.366323831322856e-82,9.683971440948285e-41
2.25,75.8330006478336,1199.7336844810454,-1.119232403295012e-78,1.0,0.0,1.106328027722934e-85,7.329574820767892e-82,9.682034842108892e-41
2.2600000000000002,75.83299804124694,1199.7336676755572,-1.159195732381243e-78,1.0,0.0,1.145829464863503e-85,7.293002544810248e-82,9.680098630557412e-41
2.27,75.83299543473512,1199.7336508705519,-1.1999973452823223e-78,1.0,0.0,1.186159472972284e-85,7.256605687652545e-82,9.678162806215397e-41
2.2800000000000002,75.83299282829816,1199.7336340660295,-1.2416438995083815e-78,1.0,0.0,1.2273246324673214e-85,7.220382933497401e-82,9.676227369004397e-41
2.29,75.83299022193604,1199.7336172619898,-1.2841420525695468e-78,1.0,0.0,1.2693315237666528e-85,7.184332966547438e-82,9.674292318845964e-41
2.3000000000000003,75.83298761564876,1199.7336004584333,-1.32749846197595e-78,1.0,0.0,1.3121867272883228e-85,7.148454471005269e-82,9.672357655661646e-41
2.31,75.83298500943631,1199.7335836553596,-1.3717197852377168e-78,1.0,0.0,1.3558968234503687e-85,7.11274613107352e-82,9.670423379372996e-41
2.32,75.83298240329871,1199.7335668527687,-1.4168126798649784e-78,1.0,0.0,1.4004683926708334e-85,7.077206630954808e-82,9.668489489901564e-41
2.33,75.83297979723595,1199.7335500506606,-1.4627838033678639e-78,1.0,0.0,1.4459080153677586e-85,7.04183465485175e-82,9.6665559871689e-41
2.34,75.83297719124802,1199.7335332490354,-1.5096398132565007e-78,1.0,0.0,1.4922222719591832e-85,7.006628886966968e-82,9.664622871096556e-41
2.35,75.83297458533492,1199.733516447893,-1.5573873670410203e-78,1.0,0.0,1.539417742863151e-85,6.97158801150308e-82,9.662690141606083e-41
2.36,75.83297197949666,1199.7334996472334,-1.6060331222315477e-78,1.0,0.0,1.5875010084976992e-85,6.936710712662706e-82,9.66075779861903e-41
2.37,75.83296937373322,1199.7334828470566,-1.6555837363382168e-78,1.0,0.0,1.636478649280873e-85,6.901995674648463e-82,9.65882584205695e-41
2.38,75.83296676804461,1199.7334660473625,-1.7060458668711511e-78,1.0,0.0,1.6863572456307087e-85,6.867441581662973e-82,9.656894271841394e-41
2.39,75.83296416243084,1199.7334492481514,-1.7574261713404846e-78,1.0,0.0,1.7371433779652516e-85,6.833047117908854e-82,9.65496308789391e-41
2.4,75.83296155689189,1199.733432449423,-1.8097313072563422e-78,1.0,0.0,1.7888436267025395e-85,6.798810967588725e-82,9.65303229013605e-41
2.41,75.83295895142777,1199.7334156511772,-1.8629679321288563e-78,1.0,0.0,1.8414645722606165e-85,6.764731814905205e-82,9.651101878489364e-41
2.42,75.83295634603846,1199.733398853414,-1.917142703468152e-78,1.0,0.0,1.8950127950575186e-85,6.730808344060916e-82,9.649171852875404e-41
2.43,75.83295374072398,1199.7333820561337,-1.9722622787843622e-78,1.0,0.0,1.9494948755112938e-85,6.697039239258472e-82,9.64724221321572e-41
2.44,75.83295113548431,1199.733365259336,-2.028333315587612e-78,1.0,0.0,2.0049173940399748e-85,6.663423184700498e-82,9.645312959431865e-41
2.45,75.83294853031947,1199.733348463021,-2.085362471388035e-78,1.0,0.0,2.0612869310616103e-85,6.629958864589608e-82,9.643384091445387e-41
2.46,75.83294592522944,1199.7333316671886,-2.143356403695755e-78,1.0,0.0,2.1186100669942357e-85,6.596644963128426e-82,9.641455609177837e-41
2.47,75.83294332021423,1199.733314871839,-2.202321770020905e-78,1.0,0.0,2.1768933822558957e-85,6.563480164519567e-82,9.639527512550766e-41
2.48,75.83294071527382,1199.733298076972,-2.2622652278736106e-78,1.0,0.0,2.236143457264628e-85,6.530463152965654e-82,9.637599801485726e-41
2.49,75.83293811040822,1199.7332812825875,-2.3231934347640046e-78,1.0,0.0,2.2963668724384772e-85,6.497592612669302e-82,9.635672475904267e-41
2.5,75.83293550561744,1199.7332644886858,-2.385113048202212e-78,1.0,0.0,2.35757020819548e-85,6.464867227833136e-82,9.63374553572794e-41
2.5100000000000002,75.83293290090147,1199.7332476952665,-2.4480307256983653e-78,1.0,0.0,2.4197600449536817e-85,6.432285682659768e-82,9.631818980878294e-41
2.52,75.8329302962603,1199.7332309023298,-2.5119531247625895e-78,1.0,0.0,2.4829429631311188e-85,6.399846661351823e-82,9.629892811276882e-41
2.5300000000000002,75.83292769169394,1199.7332141098757,-2.576886902905018e-78,1.0,0.0,2.547125543145837e-85,6.367548848111918e-82,9.627967026845255e-41
2.54,75.83292508720238,1199.7331973179041,-2.642838717635775e-78,1.0,0.0,2.612314365415872e-85,6.335390927142673e-82,9.62604162750496e-41
2.5500000000000003,75.83292248278562,1199.733180526415,-2.7098152264649946e-78,1.0,0.0,2.678516010359271e-85,6.303371582646706e-82,9.624116613177552e-41
2.56,75.83291987844366,1199.7331637354087,-2.7778230869028006e-78,1.0,0.0,2.745737058394069e-85,6.271489498826637e-82,9.622191983784581e-41
2.57,75.8329172741765,1199.7331469448845,-2.846868956459324e-78,1.0,0.0,2.813984089938309e-85,6.239743359885086e-82,9.620267739247596e-41
2.58,75.83291466998413,1199.733130154843,-2.916959492644697e-78,1.0,0.0,2.883263685410035e-85,6.208131850024671e-82,9.61834387948815e-41
2.59,75.83291206586657,1199.733113365284,-2.988101352969043e-78,1.0,0.0,2.9535824252272826e-85,6.176653653448011e-82,9.61642040442779e-41
2.6,75.83290946182379,1199.7330965762073,-3.060301194942496e-78,1.0,0.0,3.024946889808099e-85,6.145307454357726e-82,9.614497313988069e-41
2.61,75.8329068578558,1199.7330797876132,-3.13356567607518e-78,1.0,0.0,3.097363659570519e-85,6.114091936956437e-82,9.61257460809054e-41
2.62,75.83290425396261,1199.7330629995015,-3.2079014538772293e-78,1.0,0.0,3.1708393149325893e-85,6.083005785446759e-82,9.61065228665675e-41
2.63,75.83290165014421,1199.733046211872,-3.283315185858767e-78,1.0,0.0,3.245380436312344e-85,6.052047684031314e-82,9.608730349608253e-41
2.64,75.8328990464006,1199.7330294247251,-3.359813529529928e-78,1.0,0.0,3.320993604127832e-85,6.02121631691272e-82,9.606808796866598e-41
2.65,75.83289644273177,1199.7330126380607,-3.4374031424008357e-78,1.0,0.0,3.397685398797087e-85,5.9905103682936e-82,9.604887628353335e-41
2.66,75.83289383913771,1199.7329958518785,-3.5160906819816244e-78,1.0,0.0,3.4754624007381556e-85,5.959928522376567e-82,9.602966843990014e-41
2.67,75.83289123561845,1199.7329790661788,-3.595882805782417e-78,1.0,0.0,3.554331190369074e-85,5.929469463364245e-82,9.601046443698191e-41
2.68,75.83288863217396,1199.7329622809614,-3.676786171313349e-78,1.0,0.0,3.6342983481078875e-85,5.899131875459251e-82,9.599126427399412e-41
2.69,75.83288602880425,1199.7329454962262,-3.7588074360845426e-78,1.0,0.0,3.715370454372633e-85,5.868914442864206e-82,9.597206795015227e-41
2.7,75.83288342550932,1199.7329287119733,-3.8419532576061337e-78,1.0,0.0,3.797554089581356e-85,5.838815849781727e-82,9.595287546467191e-41
2.71,75.83288082228917,1199.7329119282028,-3.9262302933882444e-78,1.0,0.0,3.880855834152092e-85,5.808834780414435e-82,9.593368681676852e-41
2.72,75.83287821914378,1199.7328951449147,-4.0116452009410104e-78,1.0,0.0,3.9652822685028886e-85,5.778969918964947e-82,9.59145020056576e-41
2.73,75.83287561607318,1199.7328783621087,-4.098204637774554e-78,1.0,0.0,4.050839973051779e-85,5.749219949635886e-82,9.589532103055468e-41
2.74,75.83287301307733,1199.7328615797849,-4.1859152613990103e-78,1.0,0.0,4.137535528216812e-85,5.719583556629868e-82,9.587614389067525e-41
2.75,75.83287041015627,1199.7328447979435,-4.274783729324502e-78,1.0,0.0,4.2253755144160216e-85,5.690059424149514e-82,9.585697058523484e-41
2.7600000000000002,75.83286780730997,1199.7328280165843,-4.364816699061165e-78,1.0,0.0,4.314366512067455e-85,5.660646236397441e-82,9.583780111344893e-41
2.77,75.83286520453844,1199.7328112357072,-4.45602082811912e-78,1.0,0.0,4.404515101589146e-85,5.631342677576271e-82,9.581863547453303e-41
2.7800000000000002,75.83286260184167,1199.7327944553124,-4.548402774008506e-78,1.0,0.0,4.4958278633991445e-85,5.602147431888621e-82,9.579947366770266e-41
2.79,75.83285999921965,1199.7327776753998,-4.6419691942394415e-78,1.0,0.0,4.5883113779154817e-85,5.573059183537113e-82,9.578031569217333e-41
2.8000000000000003,75.83285739667241,1199.7327608959692,-4.736726746322064e-78,1.0,0.0,4.681972225556208e-85,5.544076616724362e-82,9.576116154716055e-41
2.81,75.83285479419992,1199.732744117021,-4.832682087766495e-78,1.0,0.0,4.776816986739356e-85,5.515198415652991e-82,9.574201123187981e-41
2.82,75.83285219180219,1199.7327273385547,-4.929841876082868e-78,1.0,0.0,4.87285224188297e-85,5.486423264525619e-82,9.572286474554663e-41
2.83,75.83284958947921,1199.7327105605707,-5.028212768781315e-78,1.0,0.0,4.970084571405096e-85,5.457749847544863e-82,9.570372208737651e-41
2.84,75.832846987231,1199.7326937830687,-6.293748729648763e-78,1.0,0.0,6.220929906389194e-85,5.429183776503442e-82,9.56845832569517e-41
2.85,75.83284438505751,1199.732677006049,-1.1194314448722165e-77,1.0,0.0,1.1064598260827224e-84,5.400738398624147e-82,9.566544825426387e-41
2.86,75.83284178295878,1199.7326602295113,-1.9865831491044396e-77,1.0,0.0,1.9635432998167768e-84,5.372413205661335e-82,9.56463170785713e-41
2.87,75.83283918093478,1199.7326434534557,-3.23683038144817e-77,1.0,0.0,3.199274136324407e-84,5.344207238297453e-82,9.562718972910837e-41
2.88,75.83283657898552,1199.732626677882,-4.8761735376868905e-77,1.0,0.0,4.819583060090811e-84,5.316119537214963e-82,9.560806620510944e-41
2.89,75.83283397711101,1199.7326099027905,-6.910613013609582e-77,1.0,0.0,6.830400795599312e-84,5.288149143096316e-82,9.558894650580892e-41
2.9,75.83283137531122,1199.732593128181,-9.346149205002869e-77,1.0,0.0,9.237658067333235e-84,5.260295096623968e-82,9.556983063044116e-41
2.91,75.83282877358617,1199.7325763540534,-1.218878250765102e-76,1.0,0.0,1.2047285599777778e-83,5.2325564384803714e-82,9.555071857824053e-41
2.92,75.83282617193585,1199.732559580408,-1.5444513317339873e-76,1.0,0.0,1.5265214117414393e-83,5.204932209347984e-82,9.553161034844145e-41
2.93,75.83282357036026,1199.7325428072445,-1.9119342029859195e-76,1.0,0.0,1.8897374344729212e-83,5.177421449909257e-82,9.551250594027826e-41
2.94,75.8328209688594,1199.732526034563,-2.3219269040991683e-76,1.0,0.0,2.2949697006206497e-83,5.150023200846649e-82,9.549340535298537e-41
2.95,75.83281836743325,1199.7325092623635,-2.775029474652632e-76,1.0,0.0,2.74281128263277e-83,5.1227365028426116e-82,9.547430858579712e-41
2.96,75.83281576608184,1199.7324924906459,-3.2718419542246584e-76,1.0,0.0,3.233855252957802e-83,5.0955603965796015e-82,9.54552156379479e-41
2.97,75.83281316480515,1199.7324757194103,-3.8129643823940675e-76,1.0,0.0,3.768694684044171e-83,5.068493922740071e-82,9.543612650867212e-41
2.98,75.83281056360318,1199.7324589486566,-4.3989967987395215e-76,1.0,0.0,4.347922648340117e-83,5.041536122006478e-82,9.541704119720412e-41
2.99,75.83280796247593,1199.7324421783849,-5.030539242839526e-76,1.0,0.0,4.972132218294159e-83,5.014686035061274e-82,9.53979597027783e-41
3.0,75.8328053614234,1199.732425408595,-5.708191754272743e-76,1.0,0.0,5.6419164663546295e-83,4.987942702586916e-82,9.537888202462902e-41
3.0100000000000002,75.83280276044557,1199.7324086392869,-6.432554372617914e-76,1.0,0.0,6.357868464969955e-83,4.9613051652658575e-82,9.535980816199066e-41
3.02,75.83280015954247,1199.7323918704608,-7.204227137453387e-76,1.0,0.0,7.120581286588467e-83,4.934772463780554e-82,9.534073811409764e-41
3.0300000000000002,75.83279755871408,1199.7323751021165,-8.02381008835806e-76,1.0,0.0,7.930648003658499e-83,4.9083436388134593e-82,9.532167188018427e-41
3.04,75.8327949579604,1199.732358334254,-8.891903264910596e-76,1.0,0.0,8.78866168862857e-83,4.8820177310470295e-82,9.530260945948497e-41
3.0500000000000003,75.83279235728143,1199.7323415668734,-9.809106706689342e-76,1.0,0.0,9.695215413947107e-83,4.8557937811637164e-82,9.528355085123413e-41
3.06,75.83278975667716,1199.7323247999745,-1.0776020453273119e-75,1.0,0.0,1.0650902252062254e-82,4.829670829845979e-82,9.526449605466609e-41
3.0700000000000003,75.8327871561476,1199.7323080335575,-1.179324454424059e-75,1.0,0.0,1.1656315275422625e-82,4.803647917776268e-82,9.524544506901526e-41
3.08,75.83278455569274,1199.7322912676223,-1.2861379019170179e-75,1.0,0.0,1.2712047556476366e-82,4.7777240856370405e-82,9.522639789351599e-41
3.09,75.83278195531258,1199.7322745021688,-1.3981023917640707e-75,1.0,0.0,1.3818692167672088e-82,4.7518983741107505e-82,9.520735452740268e-41
3.1,75.83277935500713,1199.732257737197,-1.5152779279230838e-75,1.0,0.0,1.4976842181458126e-82,4.726169823879851e-82,9.518831496990972e-41
3.11,75.83277675477636,1199.7322409727071,-1.6377245143518918e-75,1.0,0.0,1.6187090670282718e-82,4.7005374756267997e-82,9.516927922027145e-41
3.12,75.83277415462031,1199.7322242086987,-1.7655021550083925e-75,1.0,0.0,1.745003070659457e-82,4.675000370034049e-82,9.515024727772227e-41
3.13,75.83277155453894,1199.7322074451722,-1.8986708538504285e-75,1.0,0.0,1.8766255362841735e-82,4.6495575477840555e-82,9.513121914149655e-41
3.14,75.83276895453226,1199.7321906821273,-2.0372906148358661e-75,1.0,0.0,2.013635771147273e-82,4.6242080495592715e-82,9.511219481082868e-41
3.15,75.83276635460028,1199.732173919564,-2.1814214419225716e-75,1.0,0.0,2.1560930824935893e-82,4.598950916042154e-82,9.509317428495304e-41
3.16,75.83276375474298,1199.7321571574826,-2.3311233390683954e-75,1.0,0.0,2.3040567775679738e-82,4.573785187915156e-82,9.5074157563104e-41
3.17,75.83276115496037,1199.7321403958827,-2.4864563102312195e-75,1.0,0.0,2.4575861636152507e-82,4.5487099058607335e-82,9.505514464451594e-41
3.18,75.83275855525244,1199.7321236347645,-2.6474803593688945e-75,1.0,0.0,2.6167405478802718e-82,4.52372411056134e-82,9.503613552842323e-41
3.19,75.8327559556192,1199.732106874128,-2.8142554904392865e-75,1.0,0.0,2.781579237607861e-82,4.4988268426994315e-82,9.501713021406024e-41
3.2,75.83275335606065,1199.7320901139728,-2.986841707400262e-75,1.0,0.0,2.9521615400428705e-82,4.4740171429574606e-82,9.499812870066138e-41
3.21,75.83275075657677,1199.7320733542995,-3.1652990142096634e-75,1.0,0.0,3.1285467624301145e-82,4.449294052017885e-82,9.4979130987461e-41
3.22,75.83274815716757,1199.7320565951077,-3.3496874148253885e-75,1.0,0.0,3.3107942120144686e-82,4.4246566105631555e-82,9.49601370736935e-41
3.23,75.83274555783305,1199.7320398363975,-3.540066913205272e-75,1.0,0.0,3.498963196040738e-82,4.400103859275732e-82,9.494114695859326e-41
3.24,75.8327429585732,1199.7320230781688,-3.7364975133071884e-75,1.0,0.0,3.6931130217537884e-82,4.375634838838064e-82,9.492216064139463e-41
3.25,75.83274035938803,1199.7320063204218,-3.939039219088988e-75,1.0,0.0,3.89330299639843e-82,4.3512485899326093e-82,9.4903178121332e-41
3.2600000000000002,75.83273776027752,1199.731989563156,-4.14775203450856e-75,1.0,0.0,4.099592427219533e-82,4.32694415324182e-82,9.488419939763975e-41
3.27,75.83273516124169,1199.731972806372,-4.3626959635237325e-75,1.0,0.0,4.3120406214618987e-82,4.302720569448155e-82,9.486522446955228e-41
3.2800000000000002,75.83273256228053,1199.7319560500694,-4.583931010092402e-75,1.0,0.0,4.530706886370402e-82,4.278576879234065e-82,9.484625333630394e-41
3.29,75.83272996339403,1199.7319392942481,-4.811517178172405e-75,1.0,0.0,4.755650529189852e-82,4.2545121232820074e-82,9.48272859971291e-41
3.3000000000000003,75.83272736458218,1199.7319225389085,-5.045514471721629e-75,1.0,0.0,4.986930857165107e-82,4.2305253422744337e-82,9.480832245126216e-41
3.31,75.83272476584501,1199.7319057840502,-5.285982894697903e-75,1.0,0.0,5.224607177540999e-82,4.206615576893802e-82,9.478936269793751e-41
3.3200000000000003,75.83272216718251,1199.7318890296735,-5.532982451059132e-75,1.0,0.0,5.468738797562375e-82,4.1827818678225645e-82,9.47704067363895e-41
3.33,75.83271956859465,1199.7318722757782,-5.786573144763142e-75,1.0,0.0,5.719385024474046e-82,4.159023255743178e-82,9.475145456585251e-41
3.34,75.83271697008145,1199.7318555223642,-6.046814979767816e-75,1.0,0.0,5.976605165520873e-82,4.1353387813380957e-82,9.473250618556094e-41
3.35,75.83271437164292,1199.7318387694315,-6.313767960031011e-75,1.0,0.0,6.240458527947703e-82,4.111727485289772e-82,9.471356159474913e-41
3.36,75.83271177327903,1199.7318220169805,-6.587492089510596e-75,1.0,0.0,6.511004418999355e-82,4.0881884082806634e-82,9.46946207926515e-41
3.37,75.8327091749898,1199.7318052650107,-6.868047372164419e-75,1.0,0.0,6.788302145920682e-82,4.064720590993222e-82,9.467568377850243e-41
3.38,75.83270657677521,1199.7317885135221,-7.155493811950347e-75,1.0,0.0,7.072411015956502e-82,4.0413230741099055e-82,9.465675055153627e-41
3.39,75.83270397863528,1199.731771762515,-7.449891412826262e-75,1.0,0.0,7.363390336351681e-82,4.017994898313166e-82,9.463782111098738e-41
3.4,75.83270138056999,1199.7317550119894,-7.7513001787500065e-75,1.0,0.0,7.66129941435103e-82,3.9947351042854595e-82,9.46188954560902e-41
3.41,75.83269878257934,1199.7317382619449,-8.059780113679455e-75,1.0,0.0,7.966197557199404e-82,3.9715427327092396e-82,9.459997358607904e-41
3.42,75.83269618466335,1199.7317215123817,-8.37539122157245e-75,1.0,0.0,8.278144072141638e-82,3.948416824266963e-82,9.458105550018834e-41
3.43,75.83269358682197,1199.7317047632998,-8.698193506386881e-75,1.0,0.0,8.597198266422583e-82,3.925356419641083e-82,9.456214119765245e-41
3.44,75.83269098905527,1199.7316880146993,-9.0282469720806e-75,1.0,0.0,8.923419447287045e-82,3.902360559514054e-82,9.454323067770574e-41
3.45,75.83268839136318,1199.73167126658,-9.365611622611463e-75,1.0,0.0,9.256866921979898e-82,3.8794282845683315e-82,9.452432393958258e-41
3.46,75.83268579374574,1199.7316545189417,-9.710347461937338e-75,1.0,0.0,9.597599997745957e-82,3.85655863548637e-82,9.450542098251738e-41
3.47,75.83268319620292,1199.7316377717848,-1.006251449401609e-74,1.0,0.0,9.945677981830075e-82,3.833750652950623e-82,9.44865218057445e-41
3.48,75.83268059873474,1199.7316210251092,-1.0422172722805575e-74,1.0,0.0,1.0301160181477074e-81,3.811003377643548e-82,9.446762640849833e-41
3.49,75.8326780013412,1199.7316042789146,-1.0789382152263678e-74,1.0,0.0,1.0664105903931822e-81,3.788315850247596e-82,9.444873479001325e-41
3.5,75.83267540402227,1199.7315875332013,-1.1164202786348222e-74,1.0,0.0,1.1034574456439118e-81,3.765687111445225e-82,9.44298469495236e-41
3.5100000000000002,75.83267280677798,1199.7315707879693,-1.1546694629017108e-74,1.0,0.0,1.1412625146243834e-81,3.743116201918888e-82,9.44109628862638e-41
3.52,75.83267020960831,1199.7315540432182,-1.1936917684228176e-74,1.0,0.0,1.1798317280590774e-81,3.72060216235104e-82,9.43920825994682e-41
3.5300000000000002,75.83266761251328,1199.7315372989485,-1.2334931955939308e-74,1.0,0.0,1.2191710166724828e-81,3.698144033424135e-82,9.437320608837121e-41
3.54,75.83266501549285,1199.7315205551597,-1.2740797448108334e-74,1.0,0.0,1.2592863111890778e-81,3.675740855820629e-82,9.435433335220718e-41
3.5500000000000003,75.83266241854705,1199.731503811852,-1.3154574164693163e-74,1.0,0.0,1.3001835423333503e-81,3.6533916702229754e-82,9.43354643902105e-41
3.56,75.83265982167586,1199.7314870690257,-1.3576322109651603e-74,1.0,0.0,1.3418686408297814e-81,3.6310955173136304e-82,9.431659920161554e-41
3.5700000000000003,75.8326572248793,1199.7314703266802,-1.4006101286941576e-74,1.0,0.0,1.384347537402858e-81,3.608851437775047e-82,9.42977377856567e-41
3.58,75.83265462815734,1199.7314535848159,-1.4443971700520897e-74,1.0,0.0,1.4276261627770604e-81,3.586658472289682e-82,9.42788801415683e-41
3.59,75.83265203151001,1199.7314368434324,-1.4889993354347446e-74,1.0,0.0,1.4717104476768741e-81,3.564515661539988e-82,9.426002626858482e-41
3.6,75.83264943493728,1199.7314201025301,-1.53442262523791e-74,1.0,0.0,1.5166063228267848e-81,3.54242204620842e-82,9.424117616594054e-41
3.61,75.83264683843916,1199.731403362109,-1.5806730398573691e-74,1.0,0.0,1.562319718951273e-81,3.520376666977434e-82,9.422232983286987e-41
3.62,75.83264424201566,1199.7313866221689,-1.6277565796889123e-74,1.0,0.0,1.6088565667748263e-81,3.4983785645294836e-82,9.420348726860722e-41
3.63,75.83264164566675,1199.7313698827095,-1.6756792451283214e-74,1.0,0.0,1.6562227970219242e-81,3.476426779547024e-82,9.418464847238693e-41
3.64,75.83263904939245,1199.7313531437312,-1.7244470365713861e-74,1.0,0.0,1.7044243404170548e-81,3.4545203527125083e-82,9.41658134434434e-41
