t,V,Na_i,Ca_i,K_i,Cl_i,m,h,j,m_L,h_L,Ca_r,d,f,f2,f_Ca,f_Ca2,b,g,a,i,i2,xr,xs1,xs2,a_1,Ca_MK_trap,Ca_NSR,Ca_JSR,ri,ro
1.5,37.887951972503565,9.927166916416583,0.00022428649967282655,141.9670700161586,18.90468340177236,0.9999104619937437,0.0020786524279833678,0.006003085555382165,0.9999104619937437,0.8900157140541698,0.0013176061868996724,0.696257699859027,0.9045929637705619,0.8071784310351348,0.7996704318364015,0.8634839434393271,0.9947210988497065,1.413593110588587e-06,0.8627149681556118,0.8929497871888734,0.9490805488106102,0.07699497027009118,0.005539359027249348,0.0033649630411921585,0.003496269784646702,8.783139573184894e-06,1.2132730467334993,1.0765995167236992,0.7187308810040632,0.0013724427052452114
1.51,37.75757976390261,9.927166990048788,0.00022431079074415792,141.96706994779336,18.90468340795945,0.999909278444065,0.0019266059955622451,0.0058258313124783705,0.999909278444065,0.8899860470083963,0.0013346810981468456,0.7011396003982002,0.9037135338191113,0.8070526418578511,0.797577850676522,0.8634154867948015,0.9950608018818832,1.2374989881527621e-06,0.8649418081914929,0.8915980290012792,0.9487423419433723,0.07708252458710037,0.00559592957996868,0.003393318207872172,0.003548565114018264,8.783177769540864e-06,1.213272812204953,1.075304777779576,0.7166749538627644,0.001380292347797133
1.52,37.62692834636277,9.92716706367886,0.0002243354710904998,141.967069879428,18.90468341414612,0.9999080747687992,0.0017857012524476234,0.005653812947082119,0.9999080747687992,0.8899563809438283,0.0013517756011279677,0.7059380723630501,0.9028310459347872,0.806926187017147,0.795485263471501,0.8633470299721057,0.9953773308354861,1.0933119936839407e-06,0.8670545720098572,0.8902498151781624,0.9484050649625249,0.07717001527739802,0.005652363093834289,0.003421605662068217,0.0036014520527565645,8.783218457373438e-06,1.2132725687958577,1.0740042511024914,0.7146027731518533,0.0013879714735499102
1.53,37.496037445852686,9.927167137306956,0.00022436054107293198,141.9670698110627,18.904683420332372,0.9999068510606407,0.0016551206692930177,0.005486875768527265,0.9999068510606407,0.8899267158602486,0.001368887936076339,0.7106544664369656,0.901945483070363,0.8067990627731959,0.7933928067520796,0.8632785731244025,0.9956723440889094,9.7534358305356e-07,0.8690577851177853,0.8889051524840398,0.9480687206568376,0.07725744153703451,0.005708659209249701,0.003449825219438832,0.003654925680550755,8.78326167017472e-06,1.213272316471197,1.0726981315698016,0.7125158889458149,0.0013954827693306564
1.54,37.36494443039218,9.927167210933215,0.00022438600101204332,141.96706974269753,18.9046834265182,0.9999056073997941,0.0015341065854836398,0.005324869654351748,0.9999056073997941,0.8898970517574377,0.0013860164022437976,0.7152901106631284,0.9010568293039587,0.8066712656136475,0.7913006165132094,0.8632101163998546,0.9959473768387782,8.789174905945824e-07,0.8709557721163773,0.8875640473161582,0.9477333115236699,0.0773448025642204,0.005764817606293084,0.003477976715516515,0.003708981012806775,8.783307441256256e-06,1.213272055197341,1.0713866097310676,0.71041578472393,0.001402828906445381
1.55,37.2336844446285,9.927167284557768,0.00022441185118926568,141.9670696743326,18.9046834327036,0.9999043438549953,0.0014219571219936246,0.005167648918600493,0.9999043438549953,0.8898673886351741,0.0014031593563433443,0.7198463107813639,0.9001650697920057,0.8065427922466705,0.7892088281393078,0.8631416599418225,0.9962038498355936,8.002286761515566e-07,0.8727526654120552,0.8862265057169612,0.9473988397796391,0.07743209755889051,0.005820838002650846,0.0035060600046747823,0.003763613005111446,8.783355803745735e-06,1.213271784942016,1.0700698718558068,0.7083038757812969,0.0014100125380404674
1.56,37.10229053159612,9.927167358180743,0.00022443809184812395,141.96706960596808,18.90468343888857,0.9999030604839859,0.0013180225383074128,0.0050150721867738435,0.9999030604839859,0.8898377264932331,0.001420315210936146,0.7243243505583747,0.8992701907264143,0.806413639594642,0.7871175763365355,0.8630732038890475,0.9964430771146373,7.362460456058219e-07,0.8744524132935259,0.8848925333854802,0.9470653073705272,0.07751932572230057,0.005876720151738936,0.003534074959189006,0.003818816557373491,8.78340679058406e-06,1.2132715056742747,1.0687480999948988,0.7061815090587131,0.0014170362969307185
1.57,36.970793804525485,9.927167431802252,0.00022446472319566818,141.96706953760403,18.904683445073104,0.9999017573351575,0.0012216998128596025,0.004867002248963892,0.9999017573351575,0.889808065331388,0.001437482433507958,0.7287254921345353,0.8983721792753023,0.806283804785271,0.7850269950470141,0.8630047483758926,0.9966662778148376,6.843500736638268e-07,0.8760587899701098,0.8835621356931308,0.9467327159841851,0.07760648625649029,0.005932463840104898,0.003562021467937903,0.0038745865187512817,8.783460434520801e-06,1.2132712173644618,1.0674214719629633,0.7040499573994025,0.0014239027916227646
1.58,36.83922355653748,9.927167505422405,0.00022449174540368878,141.96706946924056,18.904683451257206,0.9999004344480341,0.0011324294191094374,0.004723305939858491,0.9999004344480341,0.8897784051494094,0.0014546595446874064,0.7330509763504557,0.8974710235442074,0.8061532851459259,0.7829372173849806,0.8629362935325127,0.9968745829701754,6.422744058397828e-07,0.8775754031985934,0.8822353176939601,0.9464010670596906,0.07769357836391662,0.005988068885720312,0.0035898994355498984,0.003930917691635074,8.78351676811165e-06,1.2132709199841867,1.0660901614181335,0.7019104203911424,0.0014306146045043769
1.59,36.70760727367943,9.927167579041303,0.00022451915860959622,141.96706940087776,18.904683457440864,0.9998990918520336,0.0010496955127333298,0.004583854060545577,0.9998990918520336,0.8897487459470653,0.001471845115138814,0.7373020230420188,0.8965667125692175,0.8060220782029556,0.780848375607042,0.862867839484916,0.9970690345048475,6.085082214243432e-07,0.8790056981576474,0.880912084126225,0.9460703617906666,0.07778060124735359,0.006043535137657955,0.003617708782241373,0.003987804834162952,8.78357582371901e-06,1.2132706135062947,1.0647543380924103,0.6997640352827192,0.001437174293366933
1.6,36.57597087956188,9.927167652659039,0.0002245469629181094,141.96706933251573,18.904683463624085,0.9998977295693663,0.0009730179510363099,0.004448521200018835,0.9998977295693663,0.889719087724121,0.0014890377656064525,0.741479831411326,0.8956592362335957,0.8058901816690399,0.7787606010004061,0.862799386355286,0.9972506028834848,5.816038352803714e-07,0.8803529703318134,0.8795924394347632,0.9457406011426012,0.07786755410915193,0.0060988624724511555,0.003645449441997145,0.0040452426662637925,8.783637633505106e-06,1.2132702979048338,1.0634141676628583,0.69761186388696,0.001443584384967372
1.61,36.4443387461126,9.927167726275702,0.0002245751584019907,141.96706926415456,18.90468346980686,0.9998963476145907,0.0009019525118505418,0.00431718566262521,0.9998963476145907,0.8896894304803389,0.0015062361643557636,0.7455855803103937,0.8947485852616941,0.8057575934425832,0.776674023862321,0.8627309342620353,0.9974201861099364,5.604175429512926e-07,0.8816203688144612,0.8782763877725627,0.9454117858560405,0.07795443615114037,0.006154050793818889,0.0036731213624326756,0.004103225871696987,8.783702229432393e-06,1.2132699731550283,1.0620698119492133,0.6954549025437252,0.001449847376621685
1.62,36.312733778186,9.927167799891373,0.00022460374510311428,141.96706919579432,18.904683475989184,0.9998949459950247,0.0008360885344288143,0.004189729360957015,0.9998949459950247,0.8896597742154788,0.0015234390253000155,0.7496204285549022,0.8938347511884567,0.8056243116033164,0.7745887734487366,0.8626624833199453,0.997578614572976,5.440962169100058e-07,0.8828109027501344,0.8769639330088512,0.9450839164542388,0.07804124657432557,0.0062091000313243975,0.003700724504123391,0.004161749101460722,8.783769643261725e-06,1.2132696392332545,1.060721429016956,0.6932940850756644,0.0014559657352619737
1.6300000000000001,36.181177578859284,9.927167873506134,0.00022463272303392898,141.9670691274351,18.904683482171055,0.9998935247118457,0.0007750437532874065,0.004066037669978827,0.9998935247118457,0.8896301189292976,0.0015406451067381144,0.7535855152730426,0.8929177263022391,0.8054903344037648,0.7725049778874348,0.8625940336404009,0.9977266622409424,5.318300677177895e-07,0.8839274513164479,0.8756550787442645,0.944756993255675,0.07812798457837339,0.006264010137864501,0.0037282588393497637,0.004220806978793801,8.783839906548108e-06,1.2132692961170048,1.0593691731855635,0.6911302782785654,0.0014619418937134763
1.6400000000000001,36.04969042865856,9.92716794712005,0.00022466209217782265,141.967069059077,18.90468348835248,0.9998920837599418,0.000718465522688743,0.003945999377307536,0.9998920837599418,0.889600464621549,0.001557853209343145,0.7574819601574566,0.8919975036490619,0.805355660270161,0.7704227641839727,0.8625255853314016,0.9978650434872545,5.22995663552266e-07,0.884972764917963,0.8743498283099715,0.9444310163753576,0.07821464936158858,0.006318781089865822,0.0037557243521949306,0.004280394099895791,8.783913050641462e-06,1.2132689437848723,1.0580131952117398,0.688964292011333,0.0014677782532539882
1.6500000000000001,35.9182914270972,9.927168020733196,0.00022469185249053344,141.96706899072004,18.904683494533444,0.9998906231287192,0.0006660265058112052,0.003829506546432049,0.9998906231287192,0.8895708112919842,0.0015750621744988198,0.7613108638092542,0.8910740769833252,0.8052202877951605,0.7683422581415759,0.8624571384977691,0.9979944223219116,5.17025736061335e-07,0.8859494743385606,0.8730481847806626,0.944105985735906,0.0783012401204624,0.00637341288511518,0.0037831210374601855,0.004340505038667076,8.78398910668328e-06,1.213268582216517,1.0566536423403332,0.6867968778112545,0.0014734771807575402
1.6600000000000001,35.786998566908906,9.927168094345632,0.00022472200390110511,141.96706892236432,18.904683500713954,0.9998891428023254,0.0006174226315594397,0.0037164544174649954,0.9998891428023254,0.8895411589403514,0.0015922708826866107,0.7650733080401851,0.890147440740877,0.8050842157339669,0.7662635843181453,0.8623886932412753,0.9981154166018792,5.134001842039515e-07,0.8868600964855805,0.8717501509817398,0.9437819010745311,0.078387756049404,0.0064279055415744964,0.0038104489000724256,0.004401134349714017,8.784068105604954e-06,1.213268211392641,1.0552906583955433,0.6846287313158594,0.001479041007974277
1.67,35.65582872967361,9.927168167957415,0.00022475254631230447,141.9670688540099,18.904683506894003,0.9998876427589375,0.0005723736761684963,0.003606741352687539,0.9998876427589375,0.8895115075663952,0.0016094782520920592,0.7687703561233438,0.8892175900383853,0.8049474430044584,0.7641868660271308,0.8623202496606746,0.9982285964932038,5.118033786296348e-07,0.8877070360928992,0.8704557294896487,0.9434587619451793,0.07847419634069254,0.006482259097348598,0.003837707955067717,0.004462276569313007,8.784150078128076e-06,1.2132678312949707,1.053924383906631,0.6824604982965529,0.0014844720331907556
1.68,35.524797834025726,9.927168241568602,0.00022478347960208826,141.96706878565683,18.90468351307359,0.9998861229721191,0.0005306187735397382,0.0035002686941911203,0.9998861229721191,0.8894818571698576,0.0016266832366254955,0.7724030531463655,0.8882845206214598,0.804809968679525,0.7621122252527376,0.8622518078519185,0.9983344939747095,5.119336867605474e-07,0.8884925953282913,0.869164922645612,0.9431365677301228,0.0785605601839948,0.0065364736084120925,0.003864898226455007,0.004523926220350985,8.784235054760877e-06,1.2132674419062235,1.052554956179213,0.6802927745168064,0.0014897725183845207
1.69,35.393920845217686,9.927168315179246,0.00022481480362403152,141.9670687173052,18.90468351925271,0.9998845834108371,0.0004919164872168427,0.0033969407057017767,0.9998845834108371,0.8894522077504772,0.0016438848248074571,0.7759724262609781,0.8873482288593283,0.8046717919864208,0.7600397826478367,0.8621833679082007,0.9984336024514056,5.135441431388379e-07,0.8892189758963349,0.8678777325573489,0.9428153176429528,0.0786468467662752,0.0065905491483806465,0.0038920197471014836,0.004586077813374852,8.784323065797975e-06,1.2132670432100914,1.0511825093922247,0.6781261097669151,0.00149494469040724
1.7,35.26321182187888,9.927168388789395,0.00022484651820805062,141.96706864895506,18.904683525431363,0.9998830240397185,0.00045604366593110805,0.0032966644910573046,0.9998830240397185,0.8894225593079896,0.0016610820383687684,0.7794794849622044,0.8864087117270381,0.8045329123042485,0.7579696575087908,0.8621149299200491,0.9985263790013869,5.164389293949222e-07,0.8898882832123535,0.8665941611039797,0.942495010733879,0.07873305527160156,0.006644485807732424,0.003919072558343165,0.004648725848736973,8.784414141319263e-06,1.213266635191219,1.04980717469174,0.6759610109992439,0.0014999907410922673
1.71,35.132684015276794,9.927168462399097,0.00022487862316157188,141.96706858060645,18.904683531609546,0.9998814448193897,0.00042279259363896336,0.0031993498784643765,0.9998814448193897,0.889392911842127,0.0016782739303576428,0.7829252214123885,0.8854659667700925,0.804393329158829,0.7559019677160081,0.8620464939754837,0.9986132503118401,5.204454765717218e-07,0.8905025336017085,0.865314209945358,0.9421756458982735,0.07881918488080511,0.006698283692251251,0.00394605670920657,0.004711864820387494,8.784508311187715e-06,1.2132662178351745,1.048429080286458,0.6737979445428474,0.0015049128258419065
1.72,35.00234984551021,9.927168536008391,0.00022491111826958537,141.96706851225943,18.90468353778726,0.9998798457067081,0.0003919720679311787,0.003104909391103699,0.9998798457067081,0.8893632653526184,0.001695459584806324,0.7863106106440104,0.8845199921104008,0.8042530422236212,0.7538368297590623,0.861978060160014,0.9986946101983097,5.254251544198281e-07,0.8910636540356835,0.8640378805211628,0.9418572218775202,0.07890523477148428,0.006751942923306431,0.0039729722565482175,0.004775489215579603,8.784605605049679e-06,1.2132657911284415,1.047048351507588,0.6716373384415497,0.0015097130655777938
1.73,34.87222101124477,9.92716860961732,0.00022494400329594428,141.96706844391403,18.9046835439645,0.9998782266551032,0.00036340425420198754,0.0030132581206782664,0.9998782266551032,0.8893336198391895,0.0017126381144853162,0.7896366109029261,0.8835707864073097,0.8041120513141182,0.7517743586678632,0.8619096285568133,0.9987708261275591,5.312467379140297e-07,0.8915734901655404,0.8627651740610339,0.9415397372682662,0.0789912041176338,0.006805463636132774,0.003999819264194767,0.004839593519125414,8.784706052332498e-06,1.213265355058386,1.0456651109247954,0.6694795857837169,0.0015143935451587725
1.74,34.74230855140292,9.927168683225918,0.00022497727798421191,141.9670683755703,18.904683550141264,0.9998765876148771,0.00033692305493324587,0.0029243136362882656,0.9998765876148771,0.8893039753015622,0.0017298086593723744,0.7929041639400077,0.882618348834808,0.8039703563845861,0.7497146679778951,0.8618411992468294,0.998842242516861,5.377727014789004e-07,0.8920338113468622,0.8614960915907431,0.9412231905286446,0.07907709208940876,0.0068588459788309405,0.004026597802443113,0.004904172216000589,8.784809682243076e-06,1.213264909613234,1.0442794784398632,0.6673250475386113,0.0015189563130555018
1.75,34.61262282250965,9.927168756834222,0.00022501094205770576,141.96706830722835,18.90468355631755,0.9998749285330261,0.00031237509255788523,0.0028379959571909947,0.9998749285330261,0.8892743317394558,0.0017469703864765869,0.7961141952068393,0.8816626790874672,0.8038279575289305,0.7476578697555224,0.8617727723087849,0.9989091785689096,5.448982348095651e-07,0.8924463103458202,0.8602306339311997,0.9409075799790588,0.0791628978531421,0.006912090112633312,0.004053307948192977,0.004969219791024613,8.784916523768044e-06,1.2132644547820617,1.0428915713304392,0.6651740536847609,0.0015234033830305376
1.76,34.4831734853387,9.927168830442268,0.00022504499521962918,141.96706823888812,18.904683562493357,0.9998732493530617,0.00028962039842090524,0.0027542275187468893,0.9998732493530617,0.8892446891525853,0.0017641224895254182,0.7992676140613333,0.8807037773832568,0.8036848549811113,0.7456040746167066,0.8617043478191898,0.9989719267333075,5.525881731083969e-07,0.8928126036276035,0.8589688016982222,0.9405929038035535,0.07924862057133604,0.006965196212030452,0.004079949785009821,0.005034730728860392,8.785026605673732e-06,1.2132639905547886,1.0415015042979585,0.6630269044227606,0.0015277367355724923
1.77,34.35396967546024,9.927168904050083,0.00022507943715495735,141.9670681705497,18.90468356866868,0.9998715500160823,0.0002685274252253578,0.002672932998182039,0.9998715500160823,0.8892150475406625,0.0017812641856493239,0.8023653141850857,0.8797416444035343,0.8035410491065458,0.7435533916146206,0.8616359258525935,0.9990307629895891,5.6078457493503e-07,0.8931342432566312,0.8577105953180271,0.9402791600630958,0.07933425940209356,0.007018164462137726,0.004106523401808435,0.0051006995204021565,8.785139956502737e-06,1.2132635169221317,1.040109389629535,0.6608838755134625,0.001531958315053246
1.78,34.22501999160385,9.927168977657695,0.000225114267530572,141.96706810221315,18.904683574843524,0.9998698304606051,0.00024897367183092953,0.0025940392806169488,0.9998698304606051,0.889185406903396,0.0017983947150956405,0.8054081737871822,0.8787762812952724,0.8033965404024096,0.7415059282579584,0.8615675064815977,0.9990859454480128,5.694374432669402e-07,0.8934127172163698,0.8564560150272039,0.939966346697041,0.07941981349910415,0.007070995058798956,0.00413302889290446,0.005167120662790354,8.785256604573876e-06,1.2132630338755963,1.0387153372426357,0.658745219300063,0.0015360700310994482
1.79,34.096332445216476,9.927169051265137,0.0002251494859949041,141.96706803387846,18.90468358101788,0.9998680906221178,0.00023084740270823962,0.0025174754675244783,0.9998680906221178,0.8891557672404901,0.0018155133420827692,0.8083970557283533,0.8778076896865237,0.8032513294995799,0.7394617905644629,0.8614990897768054,0.9991377107231749,5.785165535123072e-07,0.893649446567768,0.855205060869895,0.9396544615219461,0.07950528201174453,0.0071236882092998504,0.004159466358370637,0.005233988657668987,8.785376577982964e-06,1.2132625414074787,1.037319454665911,0.6566111627428824,0.0015400737606565587
1.8,33.96791457471371,9.927169124872432,0.00022518509217938208,141.9670679655457,18.904683587191755,0.9998663304337815,0.00021404448200951296,0.002443172734952384,0.9998663304337815,0.8891261285516461,0.0018326193519916328,0.8113328079019623,0.8768358716456582,0.8031054171570084,0.7374210829825286,0.8614306758070113,0.9991862803807423,5.87996205040466e-07,0.8938457943734183,0.853957732708048,0.9393435022413178,0.07959066408468429,0.007176244130557171,0.004185835903131512,0.005301298015951098,8.785499904600335e-06,1.213262039510829,1.0359218471985736,0.6544819132168084,0.0015439713466261255
1.81,33.83977348123453,9.927169198479602,0.0002252210856990189,141.9670678972149,18.90468359336514,0.9998645498265837,0.00019846753579224208,0.002371064263392706,0.9998645498265837,0.8890964908365612,0.0018497120503045,0.8142162634924683,0.8758608296674001,0.8029588042597027,0.735383908375706,0.861362264639276,0.9992318625839671,5.97852729656545e-07,0.8940030690116239,0.8527140302254396,0.9390334664501494,0.07967595885772744,0.007228663048511107,0.004212137636659466,0.005369043259481004,8.785626612069925e-06,1.2132615281794323,1.0345226179845495,0.6523576606020816,0.0015477645981356604
1.82,33.71191580836443,9.927169272086672,0.0002252574661523549,141.9670678288861,18.904683599538036,0.9998627487292191,0.00018402672552992816,0.0023010852236791113,0.9998627487292191,0.889066854094929,0.00186679076288594,0.8170482411319784,0.8748825666779978,0.8028114918191643,0.7333503680537421,0.8612938563389174,0.9992746504404895,6.080627674784324e-07,0.8941225232912624,0.8514739529273687,0.9387243516356258,0.07976116546582843,0.007280945198379342,0.0042383716731014065,0.005437218920380299,8.78575672780943e-06,1.2132610074078058,1.033121868015969,0.650238576194282,0.0015514552918066862
1.83,33.584347748850526,9.927169345693663,0.0002252942331217068,141.96706776055927,18.90468360571044,0.9998609270681188,0.00017063973838843334,0.0022331727365736964,0.9998609270681188,0.8890372183264396,0.0018838548356304322,0.8198295451038825,0.873901086031177,0.802663480972628,0.7313205617814287,0.8612254509695408,0.9993148219563274,6.186000132170588e-07,0.8942053555624405,0.8502375001424518,0.9384161551796592,0.07984628303902512,0.0073330908244964195,0.004264538131198205,0.005505819541495586,8.785890279009967e-06,1.2132604771911875,1.0317196961693311,0.6481248130721798,0.0015550451725186783
1.84,33.45707514007299,9.927169419300593,0.00022533138617444876,141.9670676922345,18.90468361188235,0.9998590847678668,0.00015822924408453713,0.0021672657417739567,0.9998590847678668,0.8890075835307787,0.0019009036319484677,0.822560965713331,0.8729163914737853,0.8025147729784486,0.7292945877131302,0.8611570485932051,0.9993525451693145,6.294338685830549e-07,0.8942527175517448,0.8490046710312343,0.9381088743675333,0.07993131070209278,0.007385100178787078,0.0042906371335213935,0.005574839680553083,8.786027292633965e-06,1.2132599375255022,1.0303161993572707,0.6460165117043771,0.00155853595265446
1.85,33.330103458887436,9.927169492907485,0.00022536892486312864,141.96706762391182,18.90468361805377,0.9998572217512371,0.00014672321569039358,0.0021033049700012844,0.9998572217512371,0.8889779497076284,0.001917936532696512,0.8252432794670809,0.8719284871459295,0.8023653692158562,0.7272725424112584,0.8610886492704356,0.9993879774532758,6.40530741290745e-07,0.8942657145890917,0.8477754645870035,0.9378025063895754,0.08001624757452057,0.007436973520789751,0.004316668806484641,0.005644273910127434,8.78616779541507e-06,1.2132593884073541,1.0289114725489206,0.6439137995900954,0.0015619293130211356
1.86,33.203437783198744,9.927169566514353,0.00022540684872523296,141.96706755559123,18.904683624224695,0.999855337939501,0.0001360561419152151,0.0020412329517180555,0.999855337939501,0.8889483168566675,0.0019349529368699902,0.8278772491805735,0.8709373775933741,0.8022152711861635,0.7252545208904125,0.8610202530601914,0.9994212631798987,6.518880499095249e-07,0.8942454034233364,0.846549879633549,0.9374970483402136,0.08010109277063546,0.007488711118201878,0.004342633280616112,0.0057141168163387926,8.78631181385886e-06,1.2132588298340283,1.0275056087445922,0.6418167887536107,0.0015652269040194618
1.87,33.077082876481704,9.927169640121214,0.00022544515728430766,141.96706748727274,18.904683630395123,0.9998534332524107,0.00012616685022742415,0.0019809938948379367,0.9998534332524107,0.8889186849775699,0.0019519522593996529,0.830463624337277,0.8699430677360938,0.8020644805086203,0.7232406165631033,0.8609518600200102,0.9994525379368369,6.63501769837799e-07,0.8941927991268425,0.8453279148333925,0.9371924972261672,0.08018584539925097,0.007540313245512743,0.0043685306898748055,0.005784363002441322,8.786459374240819e-06,1.2132582618034584,1.0260986991154513,0.6397255808732938,0.0015684303453728959
1.8800000000000001,32.951043206158005,9.927169713728086,0.00022548385005034946,141.96706741895642,18.904683636565057,0.9998515076083596,0.00011699815325771151,0.001922533632918145,0.9998515076083596,0.8888890540700061,0.0019689339305062593,0.833003141312306,0.868945562860414,0.8019129989191475,0.7212309212384221,0.8608834702060585,0.9994819292188422,6.753697528142797e-07,0.8941088771103645,0.844109568690384,0.9368888499697232,0.08027050456357145,0.007591780183665205,0.004394361171481226,0.00585500708978025,8.786610502605772e-06,1.2132576843142147,1.0246908330544233,0.6376402683032069,0.00157154122663131
1.8900000000000001,32.82532292833774,9.92716978733498,0.0002255229265197548,141.96706735064225,18.90468364273449,0.9998495609241759,0.00010849737368890018,0.0018657996173627746,0.9998495609241759,0.8888594241336423,0.0019858973960043646,0.8354965235027717,0.8679448686228202,0.8017608282702706,0.7192255251516944,0.8608150836731214,0.9995095553702222,6.874893336026612e-07,0.8939945722555944,0.8428948395499062,0.9365861034094164,0.08035506936122315,0.007643112220250511,0.004420124866014505,0.00592604371716936,8.786765224768154e-06,1.2132570973654992,1.0232820981697972,0.6355609326698285,0.0015745611079933874
1.9000000000000001,32.699925900333966,9.927169860941914,0.0002255623861756217,141.9670672823303,18.904683648903426,0.9998475931151396,0.00010061613528667759,0.0018107408747096438,0.9998475931151396,0.888829795168141,0.002002842116849731,0.8379444815309193,0.8669409910440742,0.8016079705300171,0.7172245169692575,0.8607467004746414,0.9995355259790114,6.998554876945551e-07,0.8938507803586907,0.8416837256011365,0.9362842543028356,0.08043953888418,0.007694309649264666,0.004445821917290368,0.0059974675415306565,8.786923566311624e-06,1.213256500957136,1.0218725803240225,0.633487645412429,0.001577491520852765
1.9100000000000001,32.574855736074255,9.9271699345489,0.00022560222848862034,141.96706721402055,18.90468365507186,0.9998456040954915,9.33090366875195e-05,0.0017573079072620477,0.9998456040954915,0.8888001671731601,0.002019767567466222,0.8403477135677766,0.8659339364884748,0.8014544277793006,0.71522798375346,0.8606783206628298,0.9995599444984241,7.124678130399881e-07,0.893678363275256,0.8404762248823304,0.9359832993327492,0.08052391221852832,0.007745372770184282,0.004471452471898957,0.006069273240564065,8.787085552587598e-06,1.2132558950895445,1.0204623637463788,0.6314204714376296,0.0015803339679425945
1.92,32.450115802448785,9.927170008155946,0.00022564245291708092,141.967067145713,18.90468366123979,0.9998435937782334,8.653385569070545e-05,0.0017054526726230095,0.9998435937782334,0.8887705401483539,0.002036673235748744,0.8427069054875592,0.8649237116636219,0.8013002022113566,0.7132360109823586,0.8606099442886762,0.9995829078264289,7.253261260229443e-07,0.893478148958923,0.8392723352819389,0.9356832351086114,0.08060818844445834,0.007796301887980826,0.004497016679211704,0.006141455512623137,8.7872512087153e-06,1.2132552797637333,1.0190515310436938,0.6293594685032071,0.00158308992399529
1.93,32.32570919371764,9.92717008176307,0.00022568305890679162,141.96706707740773,18.904683667407223,0.9998415620745321,8.025228778258046e-05,0.0016551285964866336,0.9998415620745321,0.8887409140933721,0.0020535586236692604,0.8450227309446058,0.8639103236280082,0.8011452961318009,0.7112486825894204,0.8605415714019182,0.9996045048645384,7.384251920807442e-07,0.8932509295590289,0.8380720545381427,0.9353840581661274,0.08069236663636167,0.007847097313489737,0.004522514691565602,0.006214009075557674,8.787420559582521e-06,1.2132546549813024,1.0176401631721201,0.6273046850905644,0.0015857608364274356
1.94,32.20163879929255,9.927170155370279,0.00022572404589203164,141.9670670091047,18.904683673574148,0.9998395088945586,7.442834617121546e-05,0.0016062904513633334,0.9998395088945586,0.8887112890078604,0.002070423245279309,0.8472958517523805,0.8628937797656985,0.800989711955774,0.7092660809174948,0.8604732020511766,0.9996248196274381,7.51759504767723e-07,0.8929974676950594,0.8368753802450541,0.9350857649746511,0.08077644586251892,0.00789775936228118,0.00454794666369848,0.006286928669962025,8.787593629843621e-06,1.2132540207444125,1.0162283395726124,0.6252561648512663,0.0015883481256031026
1.95,32.07790731107343,9.927170228977586,0.0002257654132958047,141.96706694080396,18.90468367974057,0.9998374341473982,6.902827562301981e-05,0.0015588943220916523,0.9998374341473982,0.88868166489146,0.0020872666263978754,0.8495269180669357,0.8618740877823136,0.8008334522069719,0.707288286728281,0.8604048362839837,0.9996439314066671,7.653215600413839e-07,0.8927184974379292,0.8356823098546019,0.9347883519395136,0.08086042518505256,0.007948288354500774,0.00457331275266914,0.006360209059571414,8.78777044391932e-06,1.2132533770557754,1.014816138200436,0.623213946797909,0.0015908531853700773
1.96,31.954517228345072,9.927170302584997,0.00022580716053003896,141.9670668725055,18.90468368590649,0.9998353377411119,6.40205216235288e-05,0.0015128975754159259,0.9998353377411119,0.8886520417438083,0.0021040883043632846,0.8517165685603595,0.8608512557019256,0.8006765195167317,0.7053153792139776,0.860336474146807,0.9996619148366859,7.791023975099207e-07,0.8924147250790744,0.8344928406782182,0.9344918154041061,0.08094430365989601,0.007998684614750111,0.0045986131177974034,0.006433845031539154,8.78795102599655e-06,1.2132527239186455,1.0134036355503113,0.6211780653555053,0.0015932773835822776
1.97,31.831470806640507,9.927170376192525,0.0002258492869950332,141.9670668042094,18.904683692071902,0.999833219583471,5.937705591293773e-05,0.001468258914583581,0.999833219583471,0.8886224195645377,0.002120887829314932,0.8538654303957427,0.8598252918841052,0.8005189166246885,0.7033474360598821,0.8602681156849743,0.9996788374029567,7.931066469734889e-07,0.892086825004706,0.8333069698843185,0.9341961516469441,0.08102808033705232,0.008048948472871907,0.0046238479210564025,0.006507831394037727,8.788135400029941e-06,1.2132520613368296,1.0119909065826478,0.6191485467300387,0.0015956220626735843
1.98,31.708770137592687,9.927170449800176,0.0002258917920806625,141.96706673591558,18.90468369823681,0.9998310795813768,5.507152334246904e-05,0.0014249382359617759,0.9998310795813768,0.8885927983532766,0.002137664761893269,0.8559741196632366,0.8587962049939253,0.8003606463757288,0.7013845333877977,0.8601997609428297,0.9996947629589035,8.073371220658369e-07,0.8917354470146853,0.8321246945055804,0.9339013568904121,0.081111754260183,0.008099080262621364,0.004649017326408131,0.006582162980110394,8.788323589739506e-06,1.2132513893146535,1.0105780248808907,0.617125413930456,0.0015978885400775536
1.99,31.58641715673761,9.927170523407959,0.00022593467516661612,141.9670666676241,18.90468370440121,0.9998289176410032,5.107913712447076e-05,0.0013828965945508844,0.9998289176410032,0.888563178109649,0.0021544186729098853,0.8580432415624933,0.8577640039978396,0.8002017117189795,0.6994267457650002,0.8601314099637629,0.99970975193776,8.217961641422016e-07,0.8913612173464238,0.8309460114408319,0.933607427303084,0.08119532446656538,0.0081490803215002,0.004674121499720246,0.006656834648084778,8.7885156186104e-06,1.213250707856951,1.0091650626817472,0.6151086870309412,0.0016000781087319009
