t,MPF_n,MPF_c,FZY,Wee1_n,StgP_n,preMPF_n,preMPF_c,N,StgP_c,Wee1_c,IE,Stg_m,Xp,Xm,Stg_n,Stg_c,Wee1P_n
2.39,0.341314320605725,0.98842315872526,0.0016170491391675128,0.03222740618369441,0.10627002412335854,0.014780629823036264,0.011552042359113217,1.0,0.9892378479786381,0.019677785996370625,0.030372337091070904,0.9954478871324176,1.4280250000007443e-06,0.0011949999999999994,0.07824145410974526,0.022380060345063867,0.04335093414851466
2.4,0.3426883774277132,0.9884318598441343,0.0016395424205411459,0.03224785227156881,0.10706784924705046,0.014891066463656106,0.011543238720515492,1.0,0.9892897542506799,0.01967748834270842,0.030743690455377982,0.9954288408140282,1.440000000000744e-06,0.0011999999999999992,0.07818823289882348,0.022375441445540694,0.04364293488485718
2.41,0.3440622746845179,0.9884403829739906,0.0016623885072909461,0.03226739039308418,0.10786838707182146,0.015001571390699589,0.011534613081197954,1.0,0.9893412558309287,0.01967719672354498,0.031119626931814554,0.9954097944892303,1.4520250000007446e-06,0.0012049999999999995,0.0781320762399763,0.02237121634403296,0.04393581233569026
2.42,0.34543601660510037,0.9884487318494086,0.001685593788907654,0.03228602490812268,0.10867163236027719,0.015112137581832785,0.011526161706579956,1.0,0.9893923867718144,0.019676911021015944,0.03150019949295294,0.995390748157926,1.4641000000007444e-06,0.0012099999999999995,0.07807298943983292,0.02236735098974092,0.04422956214425761
2.43,0.346809607379592,0.988456910129697,0.00170916477742477,0.03230376022998822,0.1094775793074367,0.015222757982099884,0.011517880937351673,1.0,0.9894431791842074,0.0196766311191048,0.031885461407601616,0.9953717018200172,1.4762250000007445e-06,0.0012149999999999995,0.07801097837258632,0.022363813273424245,0.04452417990038095
2.44,0.3481830511563317,0.9884649214018029,0.0017331081107429952,0.03232060082507006,0.11028622154755208,0.015333425505285393,0.011509767186565165,1.0,0.9894936627439272,0.019676356903493744,0.03227546622999207,0.9953526554754062,1.4884000000007446e-06,0.0012199999999999995,0.07794604947317342,0.022360573520892907,0.04481966114079626
2.45,0.34955635203807806,0.988472769184394,0.001757430557773199,0.03233655121210994,0.11109755216298123,0.015444133035488134,0.011501816935551553,1.0,0.9895438635577908,0.019676088261274045,0.03267026778402449,0.9953336091239947,1.5006250000007449e-06,0.0012249999999999997,0.07787820972840256,0.02235760562695931,0.0451160013498868
2.46,0.3509295140803188,0.9884804569267069,0.001782139019519059,0.03235161596247685,0.1119115636828667,0.015554873428079985,0.011494026735073094,1.0,0.9895938053176018,0.01967582508119526,0.0330699201606058,0.9953145627656849,1.5129000000007445e-06,0.0012299999999999995,0.07780746667827437,0.022354885901448823,0.04541319595940821
2.47,0.3523025412893384,0.9884879880080014,0.0018072405306307686,0.032365799700325,0.11272824808299504,0.01566563951073598,0.011486393205869111,1.0,0.9896435101890935,0.019675567253852045,0.033474477713469994,0.9952955164003787,1.5252250000007448e-06,0.0012349999999999998,0.07773382841612274,0.022352392180257138,0.04571124034833065
2.48,0.3536754376191587,0.9884953657395577,0.001832742263161199,0.03237910710221439,0.1135475967905938,0.01577642408478164,0.011478913036658621,1.0,0.9896929985573949,0.01967531467159612,0.033883995048121715,0.9952764700279785,1.5376000000007449e-06,0.0012399999999999998,0.07765730358381753,0.022350104079883713,0.046010129843218124
2.49,0.3550482069674388,0.9885025933678518,0.0018586515324719476,0.03239154289624717,0.11436960069135169,0.015887219926777853,0.01147158298096403,1.0,0.989742288085726,0.01967506722825623,0.034298527005059365,0.995257423648386,1.550025000000745e-06,0.001245,0.07757790136474473,0.022348003938736906,0.046309859719092225
2.5,0.35642085317457134,0.9885096740730144,0.0018849757966464577,0.03240311186270227,0.11519425012741667,0.015998019789324264,0.011464399858654056,1.0,0.9897913952298922,0.01967482481950581,0.034718128661156686,0.9952383772615034,1.5625000000007448e-06,0.0012499999999999998,0.07749563148580797,0.02234607530263927,0.0466104251987974
2.5100000000000002,0.35779338002086203,0.9885166109701171,0.0019117226597978052,0.03241381883377131,0.11602153490080608,0.01610881640233145,0.0114573605546559,1.0,0.9898403352797152,0.019674587342842127,0.035142855320152384,0.9952193308672328,1.5750250000007452e-06,0.0012549999999999998,0.07741050421401895,0.022344302883397067,0.04691182145326515
2.52,0.35916579122307063,0.9885234071108498,0.0019388998767175143,0.03242366869301035,0.11685144427758919,0.016219602474413893,0.01145046201727866,1.0,0.98988912209841,0.019674354697482008,0.035572762500022954,0.9952002844654761,1.587600000000745e-06,0.00126,0.07732253035231428,0.022342672819422715,0.04721404360206218
2.5300000000000002,0.3605380904307114,0.9885300654852541,0.0019665153580413577,0.03243266637468604,0.11768396699219566,0.01633037069432318,0.011443701256479734,1.0,0.9899377677780585,0.019674126784233387,0.03600790591925493,0.9951812380561357,1.6002250000007454e-06,0.001265,0.07723172123524756,0.022341173020261458,0.04751708671404432
2.54,0.3619102812251568,0.9885365890214397,0.0019945771695385676,0.03244081686438066,0.118519091247752,0.016441113731829823,0.011437075344148501,1.0,0.9899862837284826,0.01967390350575938,0.03644834149711302,0.9951621916391133,1.612900000000745e-06,0.00127,0.07713808872865253,0.022339792077718395,0.047820945806751405
2.5500000000000003,0.3632823671162835,0.9885429805870625,0.0020230935365564626,0.03244812519849391,0.11935680471989155,0.016551824239087885,0.011430581412627806,1.0,0.9900346805118311,0.019673684766498955,0.03689412534164874,0.9951431452143114,1.6256250000007456e-06,0.0012750000000000003,0.07704164522583348,0.02233851943127184,0.048125615846905646
2.56,0.36465435153825176,0.9885492429907758,0.0020520728506453413,0.03245459646338887,0.12019709456089117,0.01666249485210807,0.011424216653263458,1.0,0.9900829674765949,0.01967347047254292,0.03734531373445383,0.9951240987816318,1.6384000000007452e-06,0.00128,0.0769424036434281,0.02233734573405677,0.048431091751265434
2.57,0.36602623784709293,0.9885553789831665,0.0020815236719545866,0.03246023579530947,0.12103994740233522,0.016773118191950136,0.01141797831546753,1.0,0.9901311530230119,0.019673260531670456,0.037801963123145065,0.9951050523409766,1.651225000000745e-06,0.0012850000000000001,0.07684037741874396,0.022336262587461762,0.04873736838670808
2.58,0.367398029318789,0.9885613912575546,0.002111454730473205,0.03246504838050826,0.12188534935738062,0.016883686865838864,0.01141186370591892,1.0,0.9901792450396664,0.019673054853429156,0.03826413011595342,0.995086005892248,1.6641000000007453e-06,0.0012900000000000001,0.0767355805074932,0.022335262104528564,0.04904444057010196
2.59,0.3687697291364336,0.988567282454492,0.0021418749427695393,0.03246903945368504,0.1227332860339531,0.01699419347249664,0.011405870184064889,1.0,0.9902272510579447,0.01967285334904541,0.0387318714388846,0.9950669594353482,1.6770250000007452e-06,0.0012950000000000001,0.07662802737059635,0.022334336755496252,0.04935230306986784
2.6,0.3701413404305144,0.9885730551468824,0.002172793363449992,0.03247221430183226,0.12358374249219867,0.017104630584388502,0.011399995177000395,1.0,0.9902751766765769,0.01967265593145943,0.03920524406825803,0.9950479129701791,1.6900000000007455e-06,0.0013000000000000004,0.07651773301673083,0.022333480943260473,0.049660950602133574
2.61,0.3715128661919199,0.9885787118713911,0.002204219292568528,0.0324745782553002,0.12443670333548641,0.017214990785388164,0.011394236148059433,1.0,0.9903230283881788,0.019672462515120004,0.03968430494405644,0.995028866496643,1.7030250000007453e-06,0.0013050000000000002,0.07640471291132826,0.02233268817683054,0.049970377839668824
2.62,0.3728843093474352,0.9885842551016641,0.0022361621807109456,0.032476136695966704,0.1252921526320165,0.017325266638536868,0.011388590623594699,1.0,0.9903708115060511,0.019672273016248115,0.040169111218969086,0.995009820014642,1.7161000000007456e-06,0.0013100000000000004,0.0762889830549664,0.0223319531445304,0.05028057940371544
2.63,0.3742556727218492,0.9885896872611081,0.0022686316779082106,0.032476895052796745,0.126150073953484,0.017435450701753844,0.011383056180198756,1.0,0.9904185309431437,0.019672087352652363,0.040659720134068114,0.9949907735240783,1.7292250000007453e-06,0.0013150000000000002,0.07617055994470533,0.022331270935034946,0.05059154986842777
2.64,0.37562695903378307,0.9885950107233252,0.0023016376406191147,0.032476858800913985,0.1270104503783662,0.01754553552891058,0.011377630444268283,1.0,0.9904661909799516,0.019671905443648465,0.041156189006375556,0.9949717270248538,1.7424000000007456e-06,0.0013200000000000004,0.07604946057080007,0.022330637269473534,0.0509032837618012
2.65,0.3769981709044478,0.9886002278111988,0.002335190117071788,0.03247603346354989,0.1278732644850218,0.017655513667575673,0.011372311092918828,1.0,0.9905137957517635,0.019671727210228262,0.04165857525496379,0.994952680516871,1.7556250000007454e-06,0.0013250000000000002,0.07592570242360164,0.02233004801418157,0.05121577556372296
2.66,0.3783693108545222,0.9886053407972197,0.002369299352489235,0.0324744246113489,0.12873849835415085,0.01776537765981879,0.011367095853658716,1.0,0.9905613490749648,0.019671552574999456,0.04216693639165121,0.9949336340000318,1.7689000000007457e-06,0.0013300000000000005,0.07579930349109681,0.022329499354397223,0.05152901970666707
2.67,0.3797403813027146,0.9886103519038173,0.0024039757912541733,0.032472037862133186,0.12960613357014708,0.017875120042702718,0.011361982504057568,1.0,0.9906088544318854,0.019671381462170786,0.04268133001654851,0.9949145874742384,1.7822250000007455e-06,0.0013350000000000005,0.07567028225755598,0.022328987809414707,0.05184301057592941
2.68,0.38111138451953974,0.9886152633152571,0.002439230144842334,0.032468878873922136,0.13047615126607098,0.0179847333649376,0.011356968859848736,1.0,0.9906563149279879,0.0196712137971637,0.043201813673744136,0.994895540939393,1.7956000000007458e-06,0.0013400000000000005,0.07553865765856013,0.02232851027539424,0.0521577425166084
2.69,0.3824823226651835,0.9886200771678947,0.0024750733361730533,0.03246495335065064,0.13134853208680872,0.01809421017323817,0.011352052784675519,1.0,0.9907037333269384,0.01967104950693045,0.04372844496952344,0.9948764943953979,1.8090250000007456e-06,0.0013450000000000003,0.07540444911784178,0.02232806399029311,0.05247320982788661
2.7,0.3838531978057844,0.9886247955459854,0.0025115164756821344,0.032460267044627726,0.13222325617323233,0.018203543006457934,0.011347232194281671,1.0,0.9907511120656834,0.019670888520090888,0.044261281623198714,0.994857447842155,1.822500000000746e-06,0.0013500000000000005,0.07526767656312487,0.022327646518787356,0.052789406760572206
2.71,0.38522401189844496,0.9886294204855417,0.002548570883348957,0.032454825754273185,0.13310030317678165,0.018312724400989185,0.011342505052653657,1.0,0.9907984532405698,0.01967073076680655,0.04480038142031549,0.9948384012795668,1.8360250000007457e-06,0.0013550000000000003,0.07512836041154275,0.022327255766152753,0.053106327519362215
2.72,0.38659476676390186,0.9886339539815039,0.0025862481317547757,0.03244863532013985,0.13397965228659328,0.01842174690078,0.011337869364850118,1.0,0.9908457588135969,0.01967057617860754,0.04534580212821169,0.9948193547075352,1.8496000000007463e-06,0.0013600000000000005,0.07498652154250939,0.022326889772012255,0.053423966266820375
2.73,0.3879654640171501,0.9886383980059418,0.0026245601553806707,0.03244170161481678,0.13486128229836278,0.01853060308276096,0.0113333231588004,1.0,0.9908930311359622,0.019670424687953166,0.045897601281674624,0.9948003081259625,1.863225000000746e-06,0.0013650000000000005,0.07484218122885718,0.022326546186790364,0.05374231713347382
2.74,0.38933610519525375,0.9886427544745214,0.0026635190492474113,0.032434030561530706,0.13574517148747922,0.018639285510001366,0.011328864518837215,1.0,0.9909402719835307,0.019670276229041397,0.046455836577825954,0.994781261534751,1.8769000000007462e-06,0.0013700000000000006,0.0746953612637023,0.02232622323624375,0.054061374199211754
2.75,0.3907066917161409,0.9886470252573164,0.0027031371338316445,0.03242562812814914,0.13663129764992493,0.01874778674681108,0.011324491574886103,1.0,0.9909874828677887,0.019670130737547926,0.047020565748815156,0.9947622149338028,1.890625000000746e-06,0.0013750000000000006,0.07454608391954481,0.02232591941050765,0.054381131499282254
2.7600000000000002,0.392077224872111,0.9886512121804713,0.00274342696523654,0.032416500326231744,0.13751963810872772,0.01885609936108916,0.011320202500801572,1.0,0.9910346650814413,0.019669988150585183,0.04759184654197025,0.9947431683230202,1.9044000000007466e-06,0.0013800000000000006,0.07439437194181682,0.022325633418498216,0.05470158302524099
2.77,0.39344770573917465,0.9886553170470251,0.0027844014736049852,0.03240665319756673,0.13841016980443116,0.018964215955219528,0.011315995493543191,1.0,0.9910818201289088,0.019669848406140132,0.04816973645551045,0.9947241217023053,1.9182250000007464e-06,0.0013850000000000006,0.07424024845841184,0.022325363757416054,0.05502272273841469
2.7800000000000002,0.39481813523824544,0.9886593416228573,0.002826073869697009,0.03239609282325818,0.13930286923403154,0.01907212914521783,0.011311868787230783,1.0,0.9911289494357614,0.019669711443453756,0.04875429291692817,0.9947050750715605,1.9321000000007463e-06,0.0013900000000000006,0.07408373704074833,0.022325109003311656,0.055344544560813946
2.79,0.39618851418400935,0.9886632876254615,0.002868457570277602,0.03238482533098364,0.14019771240220857,0.019179831544076913,0.01130782066436963,1.0,0.9911760541166583,0.019669577203324077,0.049345573425453676,0.9946860284306878,1.9460250000007464e-06,0.0013950000000000006,0.07392486175253836,0.02232486804314616,0.05566704236787558
2.8000000000000003,0.3975588432496302,0.9886671567320532,0.0029115662520038,0.03237285688975247,0.14109467485654803,0.019287315773795197,0.0113038494477433,1.0,0.9912231351429491,0.019669445627887312,0.049943635449163075,0.9946669817795896,1.9600000000007465e-06,0.0014000000000000006,0.07376364711456541,0.022324639907190375,0.055990209993704285
2.81,0.39892912293986704,0.9886709505849414,0.0029554138938114333,0.03236019370580844,0.14199373171509566,0.019394574473799865,0.011299953495041632,1.0,0.991270193399932,0.01966931666045849,0.05054853635195071,0.9946479351181681,1.9740250000007464e-06,0.0014050000000000006,0.07360011807713031,0.02232442371176574,0.056314041235170025
2.82,0.40029935349874696,0.9886746708099798,0.003000014922497767,0.032346842008556725,0.14289485776099603,0.01950160032987741,0.011296131180409834,1.0,0.991317229883518,0.019669190244984036,0.051160333142707896,0.9946288884463255,1.988100000000746e-06,0.0014100000000000004,0.07343429992541256,0.02232421846258116,0.05663852986598102
2.83,0.4016695350625701,0.9886783189859903,0.00304538397146319,0.032332808073885604,0.14379802728565824,0.019608386026230194,0.011292380925025153,1.0,0.9913642453743214,0.019669066326948943,0.05177908289098211,0.9946098417639642,2.0022250000007464e-06,0.0014150000000000007,0.07326621843630456,0.022324023380641586,0.056963669613362154
2.84,0.40303966761637416,0.9886818966534627,0.0030915359493570945,0.03231809821753064,0.1447032141333801,0.019714924259117896,0.011288701188396805,1.0,0.991411240530392,0.01966894485311863,0.05240484260870819,0.9945907950709864,2.016400000000746e-06,0.0014200000000000005,0.07309589983378711,0.022323837809516345,0.05728945416469061
2.85,0.4044097509848274,0.9886854053163606,0.003138486054544547,0.0323027187936849,0.14561039171069723,0.01982120773969938,0.011285090466560154,1.0,0.9914582159065635,0.01966882577148535,0.05303766922556066,0.9945717483672942,2.030625000000747e-06,0.0014250000000000007,0.0729233707795809,0.02232366119599075,0.057615877168885866
2.86,0.4057797847361731,0.9886888464584196,0.0031862499479181805,0.03228667618004269,0.1465195330874222,0.019927229221682392,0.011281547275778374,1.0,0.9915051721485498,0.019668709030776835,0.05367761934724229,0.9945527016527901,2.0449000000007463e-06,0.0014300000000000007,0.07274865827210682,0.02232349289596912,0.057942932251365736
2.87,0.4071497682301151,0.9886922215350229,0.0032348436667487372,0.03226997678525551,0.1474306109462753,0.020032981487539774,0.011278070160667425,1.0,0.9915521098961858,0.019668594580701252,0.05432474937598122,0.9945336549273762,2.059225000000747e-06,0.0014350000000000007,0.07257178969685577,0.02232333227123522,0.05827061300659064
2.88,0.408519700692121,0.9886955319605929,0.0032842834910050593,0.03225262706050154,0.14834359750472387,0.02013845732712075,0.011274657706803764,1.0,0.9915990296332811,0.019668482372327264,0.05497911569750828,0.9945146081909549,2.0736000000007466e-06,0.0014400000000000007,0.07239279290454878,0.02232317883959745,0.058598912986493897
2.89,0.40988958116808766,0.9886987791162841,0.0033345860249163308,0.03223463349242674,0.1492584645626704,0.02024364955070084,0.011271308533031993,1.0,0.9916459317792287,0.019668372357852147,0.05564077456697659,0.9944955614434285,2.088025000000747e-06,0.0014450000000000008,0.07221169616344922,0.022323032183280706,0.058927825707540855
2.9,0.4112594084981973,0.988701964353748,0.003385768244910955,0.03221600259912755,0.15017518353084677,0.020348550995746624,0.01126802128769936,1.0,0.9916928167191643,0.01966826449048241,0.05630978204937849,0.9944765146846992,2.102500000000747e-06,0.0014500000000000008,0.07202852813096842,0.02232289191876661,0.059257344654745955
2.91,0.412629181204983,0.9887050890112564,0.0034378477048720556,0.03219674091295049,0.15109372555238762,0.020453154555879944,0.011264794632533364,1.0,0.9917396849330992,0.019668158723922663,0.05698619376443585,0.9944574679146694,2.117025000000747e-06,0.001455000000000001,0.07184331773209268,0.022322757567661382,0.05958746329887332
2.92,0.4139988976658688,0.9887081543888487,0.003490842219749215,0.032176855007005525,0.15201406131543274,0.020557453136231436,0.011261627267493399,1.0,0.9917865367968706,0.019668055013163495,0.057670065279835585,0.9944384211332413,2.1316000000007467e-06,0.0014600000000000008,0.07165609434678037,0.02232262875574481,0.059918175069923287
2.93,0.4153685560697232,0.9887111617545906,0.003544769945228267,0.0321563514884897,0.15293616110031588,0.020661439664683,0.011258517924512858,1.0,0.9918333726322643,0.019667953314283067,0.05836145201220912,0.9944193743403174,2.146225000000747e-06,0.0014650000000000008,0.07146688776277345,0.0223225051628477,0.060249473363808835
2.94,0.41673815440454404,0.9887141123463423,0.003599649400324015,0.03213523699679574,0.1538599947929473,0.020765107095047745,0.011255465365730338,1.0,0.9918801927210759,0.01966785358439103,0.059060409199120145,0.9944003275357998,2.160900000000747e-06,0.0014700000000000008,0.07127572816221464,0.022322386508791155,0.0605813515442469
2.95,0.4181076903512425,0.9887170073847519,0.00365549966782123,0.032113518187595495,0.1547855320040648,0.020868448431503445,0.011252468370496913,1.0,0.9919269973588537,0.019667755781205505,0.05976699168223485,0.9943812807195909,2.175625000000747e-06,0.001475000000000001,0.07108264600239689,0.022322272499643095,0.06091380295867504
2.96,0.41947716132536056,0.9887198480681516,0.0037123403155496864,0.03209120173909128,0.1557127420223968,0.020971456718996074,0.011249525740479133,1.0,0.9919737868337907,0.019667659863219233,0.060481253992483594,0.9943622338915931,2.190400000000747e-06,0.0014800000000000008,0.07088767206259998,0.02232216284882648,0.06124682093199996
2.97,0.42084656457464686,0.9887226355606228,0.003770191212248469,0.032068294366637724,0.15664159370511227,0.021074125020793987,0.011246636311594845,1.0,0.9920205613773531,0.019667565790088163,0.06120325054925267,0.9943431870517087,2.2052250000007472e-06,0.001485000000000001,0.07069083755364047,0.02232205732649092,0.06158039875197583
2.98,0.42221589712337504,0.9887253709988063,0.003829072632642293,0.03204480281439786,0.15757205554033507,0.021176446431296517,0.011243798947202068,1.0,0.9920673211924537,0.019667473522409704,0.06193303554671619,0.99432414019984,2.220100000000747e-06,0.0014900000000000009,0.07049217405535756,0.022321955731338945,0.061914529677548034
2.99,0.4235851557450422,0.9887280554947053,0.003889005311895669,0.03202073385140949,0.15850409567869275,0.021278414081553426,0.01124101253529651,1.0,0.9921140664646554,0.019667383021630073,0.06267066290434758,0.9943050933358893,2.2350250000007473e-06,0.001495000000000001,0.07029171348506434,0.022321857879422816,0.06224920694278693
3.0,0.4249543368270277,0.9887306901495776,0.003950010715546704,0.03199609425208583,0.15943768208970524,0.02138002116662507,0.011238275974619483,1.0,0.9921607974177066,0.019667294249584993,0.06341618602159949,0.9942860464597592,2.250000000000747e-06,0.0015000000000000011,0.07008948794115902,0.0223217635486093,0.0625844237763871
3.0100000000000002,0.42632343657005656,0.9887332760334614,0.004012110641682871,0.031970890824953364,0.16037278233130156,0.021481260905259383,0.01123558819513185,1.0,0.9922075142316935,0.0196672071691766,0.06416965813945263,0.9942669995713517,2.2650250000007475e-06,0.0015050000000000011,0.06988552993360836,0.022321672560426598,0.06292017337292957
3.02,0.4276924509427771,0.9887358141898372,0.00407532731153262,0.03194513040610773,0.16130936360230452,0.02158212654907414,0.011232948153351746,1.0,0.9922542170616792,0.019667121744219293,0.06493113225808449,0.9942479526705694,2.280100000000747e-06,0.0015100000000000011,0.0696798723314626,0.02232158476142638,0.06325644889942592
3.0300000000000002,0.4290613756656346,0.9887383056372835,0.0041396834016339075,0.031918819856890546,0.16224739276106812,0.02168261138581585,0.011230354830700024,1.0,0.992300906044312,0.019667037939385054,0.06570066110764819,0.9942289057573147,2.295225000000748e-06,0.0015150000000000012,0.06947254834421851,0.022321500016574333,0.06359324349764145
3.04,0.4304302060927983,0.9887407513796248,0.004205202285724745,0.03189196604781051,0.16318683646496973,0.021782708759936542,0.01122780722335095,1.0,0.9923475813270906,0.019666955719861812,0.06647829696059043,0.9942098588314898,2.310400000000748e-06,0.0015200000000000012,0.06926359138232692,0.022321418179985484,0.06393055030017396
3.0500000000000003,0.4317989372442333,0.9887431524031756,0.004271907969039128,0.0318645758629109,0.16412766113252053,0.02188241206700459,0.011225304344989036,1.0,0.9923942430604155,0.019666875051446268,0.0672640916826313,0.9941908118929973,2.3256250000007482e-06,0.0015250000000000012,0.06905303509508265,0.022321339102873275,0.06426836242608652
3.06,0.4331675639340342,0.9887455096657088,0.0043398248253945565,0.03183665621724579,0.16506983279174964,0.021981714731339565,0.011222845237840376,1.0,0.99244089136578,0.019666795900915152,0.06805809693675656,0.9941717649417393,2.340900000000748e-06,0.0015300000000000012,0.06884091352223988,0.02232126266535758,0.06460667296343096
3.0700000000000003,0.4345360807013248,0.9887478241023956,0.004408977738755687,0.03180821404747006,0.1660133171618409,0.022080610218054627,0.01122042896673289,1.0,0.9924875263528977,0.01966671823582532,0.06886036407337937,0.9941527179776185,2.356225000000748e-06,0.0015350000000000012,0.06862726101237579,0.02232118875933788,0.06494547497865809
3.08,0.43590448178160185,0.9887500966278634,0.004479392163290947,0.03177925630820392,0.16695807968748286,0.02217909203727905,0.011218054617038004,1.0,0.9925341481230526,0.019666642024444007,0.0696709440907336,0.9941336710005372,2.3716000000007482e-06,0.0015400000000000012,0.06841211218854024,0.022321117285143164,0.065284761520253
3.09,0.4372727609422518,0.9887523281480108,0.004551094468094853,0.03174978995116516,0.16790408573603832,0.022277153768395452,0.011215721282856007,1.0,0.9925807567883282,0.01966656723534849,0.07048988740753519,0.9941146240103977,2.387025000000748e-06,0.0015450000000000012,0.06819550175108664,0.022321048132302533,0.06562452563960294
3.1,0.4386409117146337,0.9887545195433377,0.004624111450791972,0.03171982195461309,0.1688513003193426,0.02237478902584159,0.01121342808368627,1.0,0.9926273524444754,0.01966649383799095,0.07131724418375258,0.9940955770071026,2.4025000000007482e-06,0.0015500000000000012,0.06797746475587353,0.02232098120667749,0.06596476036155335
3.11,0.4400089273473494,0.9887566716723009,0.004698470435471657,0.03168935931742005,0.16979968814971844,0.02247199146599605,0.011211174161070732,1.0,0.9926739351763753,0.019666421802584738,0.07215306425602007,0.9940765299905541,2.418025000000748e-06,0.0015550000000000013,0.06775803655824934,0.02232091642499889,0.06630545869033624
3.12,0.4413768007848072,0.9887587853728547,0.004774199317615525,0.031658409056351734,0.1707492136656735,0.02256875479033713,0.011208958677054109,1.0,0.9927205050605455,0.01966635110005221,0.07299739710800916,0.9940574829606548,2.4336000000007482e-06,0.0015600000000000013,0.06753725278735537,0.022320853712360814,0.06664661361229005
3.13,0.4427445245353677,0.9887608614703237,0.004851326846468788,0.03162697819071558,0.1716998411907958,0.02266507276150467,0.011206780806310714,1.0,0.9927670621764698,0.01966628170175604,0.0738502917128657,0.9940384359173069,2.4492250000007486e-06,0.0015650000000000013,0.06731514918723008,0.02232079299089138,0.06698821811121108
3.14,0.4441120906886129,0.9887629007763721,0.00492988258805907,0.031595073744371316,0.1726515349129441,0.022760939201196536,0.011204639737175575,1.0,0.9928136066051133,0.01966621357953442,0.07471179655384537,0.9940193888604131,2.4649000000007487e-06,0.0015700000000000015,0.06709176163761903,0.022320734181236493,0.06733026516634315
3.15,0.44547949108467944,0.9887649040788917,0.005009896562558428,0.031562702765446406,0.17360425868018403,0.022856347969540954,0.01120253468175564,1.0,0.9928601384143738,0.01966614670604609,0.07558195982666498,0.9940003417898757,2.4806250000007484e-06,0.0015750000000000013,0.06686712635803838,0.022320677217109442,0.06767274773266188
3.16,0.446846717227613,0.9887668721471765,0.005091399429841301,0.031529872316247876,0.1745579761052054,0.022951292975651464,0.011200464870755992,1.0,0.9929066576665263,0.019666081054593797,0.07646082933596156,0.9939812947055973,2.4964000000007487e-06,0.0015800000000000013,0.0666412798033577,0.022320622037846016,0.06801565875096316
3.17,0.4482137602552234,0.9887688057334154,0.005174422554683267,0.03149658947009165,0.17551265060146126,0.023045768180573578,0.011198429551986777,1.0,0.9929531644198444,0.01966601659907298,0.0773484524642813,0.9939622476074802,2.512225000000749e-06,0.0015850000000000013,0.06641425862766091,0.022320568586783402,0.06835899115103355
3.18,0.449580610738478,0.9887707055826279,0.005258998440656583,0.03146286129020228,0.17646824562367328,0.023139767616894034,0.01119642798042729,1.0,0.9929996587393867,0.019665953313630274,0.07824487596570838,0.9939432004954268,2.528100000000749e-06,0.0015900000000000016,0.06618609944374132,0.02232051680047272,0.0687027378727508
3.19,0.45094725895266674,0.988772572419234,0.0053451601436234715,0.031428694858234664,0.177424724342735,0.023233285362234516,0.011194459431656596,1.0,0.9930461406824168,0.01966589117312512,0.07915014624482167,0.9939241533693398,2.544025000000749e-06,0.0015950000000000014,0.06595683914819768,0.02232046662326071,0.06904689183756187
3.2,0.45231369483069467,0.9887744069493674,0.005432941372761291,0.03139409726936122,0.17838204970170987,0.02332631554381734,0.011192523199540113,1.0,0.9930926103009138,0.01966583015305024,0.08006430930864508,0.9939051062291214,2.5600000000007493e-06,0.0016000000000000016,0.0657265148654367,0.022320418004778016,0.069391445953396
3.21,0.4536799079344508,0.9887762098622931,0.005522376552488017,0.03135907562926044,0.17934018445015557,0.023418852341264063,0.011190618594811564,1.0,0.993139067643112,0.01966577022948291,0.08098741073719386,0.9938860590746743,2.5760250000007492e-06,0.0016050000000000014,0.0654951639133483,0.02232037089839963,0.06973639311767595
3.22,0.4550458873031056,0.9887779818366184,0.005613501149922163,0.031323637039982276,0.1802990913229074,0.023510889998010827,0.011188744938862811,1.0,0.9931855127575798,0.01966571137887111,0.08191949554937715,0.9938670119059009,2.5921000000007493e-06,0.0016100000000000014,0.06526282362452265,0.022320325257166523,0.07008172623145281
3.23,0.4564116214526317,0.9887797235403119,0.005706351675915804,0.03128778859990349,0.18125873304064197,0.02360242282134432,0.011186901563724268,1.0,0.993231945693232,0.01966565357803287,0.08286060820257458,0.9938479647227035,2.608225000000749e-06,0.0016150000000000014,0.06502953134568638,0.022320281033772763,0.07042743819945047
3.24,0.457777098603429,0.9887814356213853,0.005800965193714134,0.03125153742493619,0.18221907204162083,0.02369344516527362,0.011185087821382993,1.0,0.9932783664932109,0.019665596804477107,0.0838107927938451,0.993828917524985,2.6244000000007494e-06,0.0016200000000000014,0.0647953247059588,0.02232023818668495,0.07077352190885719
3.25,0.45914230656763216,0.9887831187125072,0.0058973795622078795,0.031214890638027935,0.18318007061449837,0.023783951439009975,0.011183303079169498,1.0,0.9933247751979151,0.019665541036244776,0.08477009296031238,0.9938098703126476,2.640625000000749e-06,0.0016250000000000014,0.06456024148404392,0.02232019667711263,0.0711199702398255
3.2600000000000002,0.4605072327309403,0.9887847734316235,0.0059956334753801886,0.031177855367661437,0.1841416909192471,0.023873936107982746,0.011181546719136981,1.0,0.993371171845347,0.019665486251887465,0.08573855186521263,0.9937908230855939,2.65690000000075e-06,0.0016300000000000015,0.06432431958730549,0.02232015646866166,0.07146677606697241
3.27,0.4618718637829835,0.9887864003911511,0.0060957670477035,0.03114043872561958,0.18510389529759616,0.023963393708864196,0.011179818128867376,1.0,0.9934175564762354,0.019665432430149996,0.08671621199115097,0.9937717758437263,2.6732250000007493e-06,0.0016350000000000013,0.06408759674132834,0.02232011752221123,0.07181393228161448
