t,NFATP_cyt,NFAT_cyt,NFAT_nuc
7.890000000000001,5000.0,0.0,0.0
7.9,5000.0,0.0,0.0
7.91,5000.0,0.0,0.0
7.92,5000.0,0.0,0.0
7.930000000000001,5000.0,0.0,0.0
7.94,5000.0,0.0,0.0
7.95,5000.0,0.0,0.0
7.96,5000.0,0.0,0.0
7.97,5000.0,0.0,0.0
7.98,5000.0,0.0,0.0
7.99,5000.0,0.0,0.0
8.0,5000.0,0.0,0.0
8.01,5000.0,0.0,0.0
8.02,5000.0,0.0,0.0
8.03,5000.0,0.0,0.0
8.040000000000001,5000.0,0.0,0.0
8.05,5000.0,0.0,0.0
8.06,5000.0,0.0,0.0
8.07,5000.0,0.0,0.0
8.08,5000.0,0.0,0.0
8.09,5000.0,0.0,0.0
8.1,5000.0,0.0,0.0
8.11,5000.0,0.0,0.0
8.120000000000001,5000.0,0.0,0.0
8.13,5000.0,0.0,0.0
8.14,5000.0,0.0,0.0
8.15,5000.0,0.0,0.0
8.16,5000.0,0.0,0.0
8.17,5000.0,0.0,0.0
8.18,5000.0,0.0,0.0
8.19,5000.0,0.0,0.0
8.2,5000.0,0.0,0.0
8.21,5000.0,0.0,0.0
8.22,5000.0,0.0,0.0
8.23,5000.0,0.0,0.0
8.24,5000.0,0.0,0.0
8.25,5000.0,0.0,0.0
8.26,5000.0,0.0,0.0
8.27,5000.0,0.0,0.0
8.28,5000.0,0.0,0.0
8.290000000000001,5000.0,0.0,0.0
8.3,5000.0,0.0,0.0
8.31,5000.0,0.0,0.0
8.32,5000.0,0.0,0.0
8.33,5000.0,0.0,0.0
8.34,5000.0,0.0,0.0
8.35,5000.0,0.0,0.0
8.36,5000.0,0.0,0.0
8.370000000000001,5000.0,0.0,0.0
8.38,5000.0,0.0,0.0
8.39,5000.0,0.0,0.0
8.4,5000.0,0.0,0.0
8.41,5000.0,0.0,0.0
8.42,5000.0,0.0,0.0
8.43,5000.0,0.0,0.0
8.44,5000.0,0.0,0.0
8.45,5000.0,0.0,0.0
8.46,5000.0,0.0,0.0
8.47,5000.0,0.0,0.0
8.48,5000.0,0.0,0.0
8.49,5000.0,0.0,0.0
8.5,5000.0,0.0,0.0
8.51,5000.0,0.0,0.0
8.52,5000.0,0.0,0.0
8.53,5000.0,0.0,0.0
8.540000000000001,5000.0,0.0,0.0
8.55,5000.0,0.0,0.0
8.56,5000.0,0.0,0.0
8.57,5000.0,0.0,0.0
8.58,5000.0,0.0,0.0
8.59,5000.0,0.0,0.0
8.6,5000.0,0.0,0.0
8.61,5000.0,0.0,0.0
8.620000000000001,5000.0,0.0,0.0
8.63,5000.0,0.0,0.0
8.64,5000.0,0.0,0.0
8.65,5000.0,0.0,0.0
8.66,5000.0,0.0,0.0
8.67,5000.0,0.0,0.0
8.68,5000.0,0.0,0.0
8.69,5000.0,0.0,0.0
8.700000000000001,5000.0,0.0,0.0
8.71,5000.0,0.0,0.0
8.72,5000.0,0.0,0.0
8.73,5000.0,0.0,0.0
8.74,5000.0,0.0,0.0
8.75,5000.0,0.0,0.0
8.76,5000.0,0.0,0.0
8.77,5000.0,0.0,0.0
8.78,5000.0,0.0,0.0
8.790000000000001,5000.0,0.0,0.0
8.8,5000.0,0.0,0.0
8.81,5000.0,0.0,0.0
8.82,5000.0,0.0,0.0
8.83,5000.0,0.0,0.0
8.84,5000.0,0.0,0.0
8.85,5000.0,0.0,0.0
8.86,5000.0,0.0,0.0
8.870000000000001,5000.0,0.0,0.0
8.88,5000.0,0.0,0.0
8.89,5000.0,0.0,0.0
8.9,5000.0,0.0,0.0
8.91,5000.0,0.0,0.0
8.92,5000.0,0.0,0.0
8.93,5000.0,0.0,0.0
8.94,5000.0,0.0,0.0
8.950000000000001,5000.0,0.0,0.0
8.96,5000.0,0.0,0.0
8.97,5000.0,0.0,0.0
8.98,5000.0,0.0,0.0
8.99,5000.0,0.0,0.0
9.0,5000.0,0.0,0.0
9.01,5000.0,0.0,0.0
9.02,5000.0,0.0,0.0
9.03,5000.0,0.0,0.0
9.040000000000001,5000.0,0.0,0.0
9.05,5000.0,0.0,0.0
9.06,5000.0,0.0,0.0
9.07,5000.0,0.0,0.0
9.08,5000.0,0.0,0.0
9.09,5000.0,0.0,0.0
9.1,5000.0,0.0,0.0
9.11,5000.0,0.0,0.0
9.120000000000001,5000.0,0.0,0.0
9.13,5000.0,0.0,0.0
9.14,5000.0,0.0,0.0
9.15,5000.0,0.0,0.0
9.16,5000.0,0.0,0.0
9.17,5000.0,0.0,0.0
9.18,5000.0,0.0,0.0
9.19,5000.0,0.0,0.0
9.200000000000001,5000.0,0.0,0.0
9.21,5000.0,0.0,0.0
9.22,5000.0,0.0,0.0
9.23,5000.0,0.0,0.0
9.24,5000.0,0.0,0.0
9.25,5000.0,0.0,0.0
9.26,5000.0,0.0,0.0
9.27,5000.0,0.0,0.0
9.28,5000.0,0.0,0.0
9.290000000000001,5000.0,0.0,0.0
9.3,5000.0,0.0,0.0
9.31,5000.0,0.0,0.0
9.32,5000.0,0.0,0.0
9.33,5000.0,0.0,0.0
9.34,5000.0,0.0,0.0
9.35,5000.0,0.0,0.0
9.36,5000.0,0.0,0.0
9.370000000000001,5000.0,0.0,0.0
9.38,5000.0,0.0,0.0
9.39,5000.0,0.0,0.0
9.4,5000.0,0.0,0.0
9.41,5000.0,0.0,0.0
9.42,5000.0,0.0,0.0
9.43,5000.0,0.0,0.0
9.44,5000.0,0.0,0.0
9.450000000000001,5000.0,0.0,0.0
9.46,5000.0,0.0,0.0
9.47,5000.0,0.0,0.0
9.48,5000.0,0.0,0.0
9.49,5000.0,0.0,0.0
9.5,5000.0,0.0,0.0
9.51,5000.0,0.0,0.0
9.52,5000.0,0.0,0.0
9.53,5000.0,0.0,0.0
9.540000000000001,5000.0,0.0,0.0
9.55,5000.0,0.0,0.0
9.56,5000.0,0.0,0.0
9.57,5000.0,0.0,0.0
9.58,5000.0,0.0,0.0
9.59,5000.0,0.0,0.0
9.6,5000.0,0.0,0.0
9.61,5000.0,0.0,0.0
9.620000000000001,5000.0,0.0,0.0
9.63,5000.0,0.0,0.0
9.64,5000.0,0.0,0.0
9.65,5000.0,0.0,0.0
9.66,5000.0,0.0,0.0
9.67,5000.0,0.0,0.0
9.68,5000.0,0.0,0.0
9.69,5000.0,0.0,0.0
9.700000000000001,5000.0,0.0,0.0
9.71,5000.0,0.0,0.0
9.72,5000.0,0.0,0.0
9.73,5000.0,0.0,0.0
9.74,5000.0,0.0,0.0
9.75,5000.0,0.0,0.0
9.76,5000.0,0.0,0.0
9.77,5000.0,0.0,0.0
9.78,5000.0,0.0,0.0
9.790000000000001,5000.0,0.0,0.0
9.8,5000.0,0.0,0.0
9.81,5000.0,0.0,0.0
9.82,5000.0,0.0,0.0
9.83,5000.0,0.0,0.0
9.84,5000.0,0.0,0.0
9.85,5000.0,0.0,0.0
9.86,5000.0,0.0,0.0
9.870000000000001,5000.0,0.0,0.0
9.88,5000.0,0.0,0.0
9.89,5000.0,0.0,0.0
9.9,5000.0,0.0,0.0
9.91,5000.0,0.0,0.0
9.92,5000.0,0.0,0.0
9.93,5000.0,0.0,0.0
9.94,5000.0,0.0,0.0
9.950000000000001,5000.0,0.0,0.0
9.96,5000.0,0.0,0.0
9.97,5000.0,0.0,0.0
9.98,5000.0,0.0,0.0
9.99,5000.0,0.0,0.0
