t,V,C_1,C_2,C_3,C_4,C_5,C_6_temp
1.78,-0.05,1.5050005209599217e-08,7.397621592564175e-08,2.460295207190453e-10,3.4444133333849664e-10,1.53384031477574e-09,8.484140334327967e-09
1.79,-0.05,1.505000520957107e-08,7.397621592550621e-08,2.460295207491688e-10,3.4444133337412553e-10,1.5338403149309966e-09,8.48414033461651e-09
1.8,-0.05,1.5050005209542922e-08,7.397621592537068e-08,2.4602952077929224e-10,3.444413334097544e-10,1.533840315086253e-09,8.484140334905052e-09
1.81,-0.05,1.5050005209514775e-08,7.397621592523514e-08,2.460295208094157e-10,3.444413334453832e-10,1.5338403152415097e-09,8.484140335193594e-09
1.82,-0.05,1.5050005209486627e-08,7.39762159250996e-08,2.4602952083953917e-10,3.444413334810121e-10,1.5338403153967663e-09,8.484140335482134e-09
1.83,-0.05,1.5050005209458484e-08,7.397621592496407e-08,2.460295208696626e-10,3.4444133351664095e-10,1.5338403155520227e-09,8.484140335770676e-09
1.84,-0.05,1.5050005209430336e-08,7.397621592482853e-08,2.460295208997861e-10,3.444413335522698e-10,1.5338403157072793e-09,8.484140336059218e-09
1.85,-0.05,1.505000520940219e-08,7.397621592469299e-08,2.4602952092990953e-10,3.4444133358789863e-10,1.5338403158625358e-09,8.484140336347759e-09
1.86,-0.05,1.505000520937404e-08,7.397621592455745e-08,2.4602952096003296e-10,3.444413336235275e-10,1.5338403160177924e-09,8.484140336636301e-09
1.87,-0.05,1.5050005209345898e-08,7.397621592442191e-08,2.4602952099015645e-10,3.4444133365915636e-10,1.533840316173049e-09,8.484140336924843e-09
1.8800000000000001,-0.05,1.505000520931775e-08,7.397621592428637e-08,2.460295210202799e-10,3.444413336947852e-10,1.5338403163283055e-09,8.484140337213385e-09
1.8900000000000001,-0.05,1.5050005209289603e-08,7.397621592415084e-08,2.460295210504034e-10,3.4444133373041404e-10,1.533840316483562e-09,8.484140337501926e-09
1.9000000000000001,-0.05,1.5050005209261456e-08,7.39762159240153e-08,2.460295210805268e-10,3.4444133376604293e-10,1.5338403166388185e-09,8.484140337790468e-09
1.9100000000000001,-0.05,1.505000520923331e-08,7.397621592387976e-08,2.4602952111065025e-10,3.4444133380167177e-10,1.5338403167940751e-09,8.48414033807901e-09
1.92,-0.05,1.5050005209205164e-08,7.397621592374422e-08,2.4602952114077374e-10,3.444413338373006e-10,1.5338403169493316e-09,8.484140338367552e-09
1.93,-0.05,1.5050005209177017e-08,7.397621592360868e-08,2.4602952117089717e-10,3.444413338729295e-10,1.5338403171045882e-09,8.484140338656092e-09
1.94,-0.05,1.505000520914887e-08,7.397621592347314e-08,2.4602952120102066e-10,3.4444133390855835e-10,1.5338403172598448e-09,8.484140338944634e-09
1.95,-0.05,1.5050005209120723e-08,7.39762159233376e-08,2.460295212311441e-10,3.444413339441872e-10,1.5338403174151012e-09,8.484140339233177e-09
1.96,-0.05,1.5050005209092575e-08,7.397621592320207e-08,2.460295212612676e-10,3.4444133397981603e-10,1.5338403175703579e-09,8.484140339521719e-09
1.97,-0.05,1.505000520906443e-08,7.397621592306653e-08,2.46029521291391e-10,3.444413340154449e-10,1.5338403177256143e-09,8.484140339810259e-09
1.98,-0.05,1.5050005209036284e-08,7.3976215922931e-08,2.4602952132151446e-10,3.4444133405107376e-10,1.533840317880871e-09,8.484140340098801e-09
1.99,-0.05,1.5050005209008137e-08,7.397621592279546e-08,2.4602952135163795e-10,3.444413340867026e-10,1.5338403180361276e-09,8.484140340387343e-09
2.0,-0.05,1.505000520897999e-08,7.397621592265993e-08,2.460295213817614e-10,3.444413341223315e-10,1.533840318191384e-09,8.484140340675884e-09
2.0100000000000002,-0.05,1.5050005208951845e-08,7.397621592252439e-08,2.4602952141188487e-10,3.4444133415796033e-10,1.5338403183466406e-09,8.484140340964426e-09
2.02,-0.05,1.5050005208923698e-08,7.397621592238885e-08,2.460295214420083e-10,3.4444133419358917e-10,1.533840318501897e-09,8.484140341252968e-09
2.0300000000000002,-0.05,1.505000520889555e-08,7.397621592225331e-08,2.4602952147213174e-10,3.44441334229218e-10,1.5338403186571537e-09,8.48414034154151e-09
2.04,-0.05,1.5050005208867403e-08,7.397621592211777e-08,2.4602952150225523e-10,3.444413342648469e-10,1.53384031881241e-09,8.48414034183005e-09
2.05,-0.05,1.5050005208839256e-08,7.397621592198223e-08,2.4602952153237867e-10,3.4444133430047574e-10,1.5338403189676667e-09,8.484140342118593e-09
2.06,-0.05,1.5050005208811112e-08,7.39762159218467e-08,2.4602952156250216e-10,3.444413343361046e-10,1.5338403191229234e-09,8.484140342407135e-09
2.07,-0.05,1.5050005208782965e-08,7.397621592171116e-08,2.460295215926256e-10,3.444413343717334e-10,1.5338403192781798e-09,8.484140342695677e-09
2.08,-0.05,1.5050005208754818e-08,7.397621592157562e-08,2.4602952162274903e-10,3.444413344073623e-10,1.5338403194334364e-09,8.484140342984217e-09
2.09,-0.05,1.505000520872667e-08,7.397621592144008e-08,2.460295216528725e-10,3.4444133444299116e-10,1.5338403195886928e-09,8.48414034327276e-09
2.1,-0.05,1.5050005208698523e-08,7.397621592130454e-08,2.4602952168299595e-10,3.4444133447862e-10,1.5338403197439495e-09,8.484140343561302e-09
2.11,-0.05,1.505000520867038e-08,7.3976215921169e-08,2.4602952171311944e-10,3.444413345142489e-10,1.533840319899206e-09,8.484140343849844e-09
2.12,-0.05,1.505000520864223e-08,7.397621592103346e-08,2.460295217432429e-10,3.4444133454987773e-10,1.5338403200544625e-09,8.484140344138384e-09
2.13,-0.05,1.5050005208614084e-08,7.397621592089793e-08,2.460295217733663e-10,3.4444133458550657e-10,1.5338403202097192e-09,8.484140344426926e-09
2.14,-0.05,1.5050005208585937e-08,7.397621592076239e-08,2.460295218034898e-10,3.444413346211354e-10,1.5338403203649756e-09,8.484140344715468e-09
2.15,-0.05,1.505000520855779e-08,7.397621592062686e-08,2.4602952183361324e-10,3.444413346567643e-10,1.5338403205202322e-09,8.484140345004009e-09
2.16,-0.05,1.5050005208529646e-08,7.397621592049132e-08,2.4602952186373673e-10,3.4444133469239314e-10,1.5338403206754886e-09,8.484140345292551e-09
2.17,-0.05,1.50500052085015e-08,7.397621592035578e-08,2.4602952189386016e-10,3.44441334728022e-10,1.5338403208307453e-09,8.484140345581093e-09
2.18,-0.05,1.505000520847335e-08,7.397621592022025e-08,2.4602952192398365e-10,3.444413347636509e-10,1.533840320986002e-09,8.484140345869635e-09
2.19,-0.05,1.5050005208445204e-08,7.397621592008471e-08,2.460295219541071e-10,3.444413347992797e-10,1.5338403211412583e-09,8.484140346158176e-09
2.2,-0.05,1.505000520841706e-08,7.397621591994917e-08,2.460295219842305e-10,3.4444133483490856e-10,1.533840321296515e-09,8.484140346446718e-09
2.21,-0.05,1.5050005208388913e-08,7.397621591981363e-08,2.46029522014354e-10,3.444413348705374e-10,1.5338403214517714e-09,8.48414034673526e-09
2.22,-0.05,1.5050005208360765e-08,7.397621591967809e-08,2.4602952204447745e-10,3.444413349061663e-10,1.533840321607028e-09,8.484140347023802e-09
2.23,-0.05,1.5050005208332618e-08,7.397621591954255e-08,2.4602952207460094e-10,3.4444133494179513e-10,1.5338403217622844e-09,8.484140347312342e-09
2.24,-0.05,1.505000520830447e-08,7.397621591940701e-08,2.4602952210472437e-10,3.4444133497742397e-10,1.533840321917541e-09,8.484140347600884e-09
2.25,-0.05,1.5050005208276327e-08,7.397621591927148e-08,2.460295221348478e-10,3.444413350130528e-10,1.5338403220727977e-09,8.484140347889426e-09
2.2600000000000002,-0.05,1.505000520824818e-08,7.397621591913594e-08,2.460295221649713e-10,3.444413350486817e-10,1.5338403222280541e-09,8.484140348177967e-09
2.27,-0.05,1.5050005208220032e-08,7.39762159190004e-08,2.4602952219509473e-10,3.4444133508431054e-10,1.5338403223833108e-09,8.484140348466509e-09
2.2800000000000002,-0.05,1.5050005208191885e-08,7.397621591886486e-08,2.460295222252182e-10,3.444413351199394e-10,1.5338403225385672e-09,8.484140348755051e-09
2.29,-0.05,1.5050005208163737e-08,7.397621591872932e-08,2.4602952225534166e-10,3.444413351555683e-10,1.5338403226938238e-09,8.484140349043593e-09
2.3000000000000003,-0.05,1.5050005208135593e-08,7.397621591859378e-08,2.460295222854651e-10,3.444413351911971e-10,1.5338403228490804e-09,8.484140349332134e-09
2.31,-0.05,1.5050005208107446e-08,7.397621591845825e-08,2.460295223155886e-10,3.4444133522682596e-10,1.5338403230043369e-09,8.484140349620676e-09
2.32,-0.05,1.50500052080793e-08,7.397621591832271e-08,2.46029522345712e-10,3.444413352624548e-10,1.5338403231595935e-09,8.484140349909218e-09
2.33,-0.05,1.505000520805115e-08,7.397621591818718e-08,2.460295223758355e-10,3.444413352980837e-10,1.53384032331485e-09,8.48414035019776e-09
2.34,-0.05,1.5050005208023008e-08,7.397621591805164e-08,2.4602952240595894e-10,3.4444133533371253e-10,1.5338403234701066e-09,8.4841403504863e-09
2.35,-0.05,1.505000520799486e-08,7.39762159179161e-08,2.460295224360824e-10,3.4444133536934137e-10,1.533840323625363e-09,8.484140350774843e-09
2.36,-0.05,1.5050005207966713e-08,7.397621591778057e-08,2.4602952246620587e-10,3.4444133540497026e-10,1.5338403237806196e-09,8.484140351063385e-09
2.37,-0.05,1.5050005207938566e-08,7.397621591764503e-08,2.460295224963293e-10,3.444413354405991e-10,1.5338403239358762e-09,8.484140351351927e-09
2.38,-0.05,1.5050005207910418e-08,7.397621591750949e-08,2.460295225264528e-10,3.4444133547622794e-10,1.5338403240911327e-09,8.484140351640467e-09
2.39,-0.05,1.5050005207882274e-08,7.397621591737395e-08,2.4602952255657623e-10,3.444413355118568e-10,1.5338403242463893e-09,8.48414035192901e-09
2.4,-0.05,1.5050005207854127e-08,7.397621591723841e-08,2.460295225866997e-10,3.4444133554748567e-10,1.5338403244016457e-09,8.484140352217551e-09
2.41,-0.05,1.505000520782598e-08,7.397621591710287e-08,2.4602952261682315e-10,3.444413355831145e-10,1.5338403245569024e-09,8.484140352506092e-09
2.42,-0.05,1.5050005207797832e-08,7.397621591696734e-08,2.460295226469466e-10,3.4444133561874335e-10,1.5338403247121588e-09,8.484140352794634e-09
2.43,-0.05,1.5050005207769685e-08,7.39762159168318e-08,2.460295226770701e-10,3.444413356543722e-10,1.5338403248674154e-09,8.484140353083176e-09
2.44,-0.05,1.505000520774154e-08,7.397621591669626e-08,2.460295227071935e-10,3.444413356900011e-10,1.533840325022672e-09,8.484140353371718e-09
2.45,-0.05,1.5050005207713394e-08,7.397621591656072e-08,2.46029522737317e-10,3.4444133572562993e-10,1.5338403251779285e-09,8.484140353660259e-09
2.46,-0.05,1.5050005207685247e-08,7.397621591642518e-08,2.4602952276744044e-10,3.4444133576125877e-10,1.533840325333185e-09,8.4841403539488e-09
2.47,-0.05,1.50500052076571e-08,7.397621591628964e-08,2.4602952279756387e-10,3.4444133579688766e-10,1.5338403254884415e-09,8.484140354237343e-09
2.48,-0.05,1.5050005207628955e-08,7.39762159161541e-08,2.4602952282768736e-10,3.444413358325165e-10,1.5338403256436981e-09,8.484140354525885e-09
2.49,-0.05,1.5050005207600808e-08,7.397621591601857e-08,2.460295228578108e-10,3.4444133586814534e-10,1.5338403257989548e-09,8.484140354814425e-09
2.5,-0.05,1.505000520757266e-08,7.397621591588304e-08,2.460295228879343e-10,3.444413359037742e-10,1.5338403259542112e-09,8.484140355102968e-09
2.5100000000000002,-0.05,1.5050005207544513e-08,7.39762159157475e-08,2.460295229180577e-10,3.4444133593940307e-10,1.5338403261094678e-09,8.48414035539151e-09
2.52,-0.05,1.5050005207516366e-08,7.397621591561196e-08,2.4602952294818116e-10,3.444413359750319e-10,1.5338403262647243e-09,8.48414035568005e-09
2.5300000000000002,-0.05,1.5050005207488222e-08,7.397621591547642e-08,2.4602952297830465e-10,3.4444133601066075e-10,1.5338403264199809e-09,8.484140355968592e-09
2.54,-0.05,1.5050005207460075e-08,7.397621591534089e-08,2.460295230084281e-10,3.444413360462896e-10,1.5338403265752373e-09,8.484140356257134e-09
2.5500000000000003,-0.05,1.5050005207431927e-08,7.397621591520535e-08,2.4602952303855157e-10,3.444413360819185e-10,1.533840326730494e-09,8.484140356545676e-09
2.56,-0.05,1.505000520740378e-08,7.397621591506981e-08,2.46029523068675e-10,3.444413361175473e-10,1.5338403268857506e-09,8.484140356834217e-09
2.57,-0.05,1.5050005207375633e-08,7.397621591493427e-08,2.4602952309879844e-10,3.4444133615317617e-10,1.533840327041007e-09,8.484140357122759e-09
2.58,-0.05,1.505000520734749e-08,7.397621591479873e-08,2.4602952312892193e-10,3.4444133618880506e-10,1.5338403271962636e-09,8.484140357411301e-09
2.59,-0.05,1.505000520731934e-08,7.39762159146632e-08,2.4602952315904537e-10,3.444413362244339e-10,1.53384032735152e-09,8.484140357699843e-09
2.6,-0.05,1.5050005207291194e-08,7.397621591452766e-08,2.4602952318916886e-10,3.4444133626006274e-10,1.5338403275067767e-09,8.484140357988384e-09
2.61,-0.05,1.5050005207263047e-08,7.397621591439212e-08,2.460295232192923e-10,3.444413362956916e-10,1.5338403276620333e-09,8.484140358276926e-09
2.62,-0.05,1.5050005207234903e-08,7.397621591425658e-08,2.460295232494158e-10,3.4444133633132047e-10,1.5338403278172897e-09,8.484140358565468e-09
2.63,-0.05,1.5050005207206756e-08,7.397621591412104e-08,2.460295232795392e-10,3.444413363669493e-10,1.5338403279725464e-09,8.48414035885401e-09
2.64,-0.05,1.5050005207178608e-08,7.39762159139855e-08,2.4602952330966265e-10,3.4444133640257815e-10,1.5338403281278028e-09,8.48414035914255e-09
2.65,-0.05,1.505000520715046e-08,7.397621591384996e-08,2.4602952333978614e-10,3.4444133643820704e-10,1.5338403282830594e-09,8.484140359431092e-09
2.66,-0.05,1.5050005207122314e-08,7.397621591371442e-08,2.460295233699096e-10,3.444413364738359e-10,1.5338403284383159e-09,8.484140359719635e-09
2.67,-0.05,1.505000520709417e-08,7.397621591357889e-08,2.4602952340003307e-10,3.444413365094647e-10,1.5338403285935725e-09,8.484140360008175e-09
2.68,-0.05,1.5050005207066022e-08,7.397621591344336e-08,2.460295234301565e-10,3.4444133654509356e-10,1.5338403287488291e-09,8.484140360296717e-09
2.69,-0.05,1.5050005207037875e-08,7.397621591330782e-08,2.4602952346027994e-10,3.4444133658072246e-10,1.5338403289040855e-09,8.48414036058526e-09
2.7,-0.05,1.5050005207009728e-08,7.397621591317228e-08,2.4602952349040343e-10,3.444413366163513e-10,1.5338403290593422e-09,8.484140360873801e-09
2.71,-0.05,1.505000520698158e-08,7.397621591303674e-08,2.4602952352052686e-10,3.4444133665198014e-10,1.5338403292145986e-09,8.484140361162342e-09
2.72,-0.05,1.5050005206953437e-08,7.39762159129012e-08,2.4602952355065035e-10,3.44441336687609e-10,1.5338403293698552e-09,8.484140361450884e-09
2.73,-0.05,1.505000520692529e-08,7.397621591276567e-08,2.460295235807738e-10,3.4444133672323787e-10,1.5338403295251117e-09,8.484140361739426e-09
2.74,-0.05,1.5050005206897142e-08,7.397621591263013e-08,2.460295236108972e-10,3.444413367588667e-10,1.5338403296803683e-09,8.484140362027968e-09
2.75,-0.05,1.5050005206868995e-08,7.397621591249459e-08,2.460295236410207e-10,3.4444133679449555e-10,1.533840329835625e-09,8.484140362316509e-09
2.7600000000000002,-0.05,1.5050005206840847e-08,7.397621591235905e-08,2.4602952367114415e-10,3.4444133683012444e-10,1.5338403299908813e-09,8.48414036260505e-09
2.77,-0.05,1.5050005206812703e-08,7.397621591222351e-08,2.4602952370126764e-10,3.444413368657533e-10,1.533840330146138e-09,8.484140362893593e-09
2.7800000000000002,-0.05,1.5050005206784556e-08,7.397621591208798e-08,2.4602952373139107e-10,3.444413369013821e-10,1.5338403303013944e-09,8.484140363182135e-09
2.79,-0.05,1.505000520675641e-08,7.397621591195244e-08,2.460295237615145e-10,3.4444133693701096e-10,1.533840330456651e-09,8.484140363470675e-09
2.8000000000000003,-0.05,1.505000520672826e-08,7.39762159118169e-08,2.46029523791638e-10,3.4444133697263986e-10,1.5338403306119077e-09,8.484140363759217e-09
2.81,-0.05,1.5050005206700117e-08,7.397621591168136e-08,2.4602952382176143e-10,3.444413370082687e-10,1.533840330767164e-09,8.48414036404776e-09
2.82,-0.05,1.505000520667197e-08,7.397621591154582e-08,2.460295238518849e-10,3.4444133704389754e-10,1.5338403309224207e-09,8.4841403643363e-09
2.83,-0.05,1.5050005206643823e-08,7.397621591141028e-08,2.4602952388200836e-10,3.4444133707952643e-10,1.5338403310776771e-09,8.484140364624842e-09
2.84,-0.05,1.5050005206615675e-08,7.397621591127474e-08,2.4602952391213185e-10,3.4444133711515527e-10,1.5338403312329338e-09,8.484140364913384e-09
2.85,-0.05,1.5050005206587528e-08,7.397621591113922e-08,2.460295239422553e-10,3.444413371507841e-10,1.5338403313881902e-09,8.484140365201926e-09
2.86,-0.05,1.5050005206559384e-08,7.397621591100368e-08,2.460295239723787e-10,3.4444133718641295e-10,1.5338403315434468e-09,8.484140365490467e-09
2.87,-0.05,1.5050005206531237e-08,7.397621591086814e-08,2.460295240025022e-10,3.4444133722204184e-10,1.5338403316987035e-09,8.484140365779009e-09
2.88,-0.05,1.505000520650309e-08,7.39762159107326e-08,2.4602952403262564e-10,3.444413372576707e-10,1.5338403318539599e-09,8.484140366067551e-09
2.89,-0.05,1.5050005206474942e-08,7.397621591059706e-08,2.4602952406274913e-10,3.444413372932995e-10,1.5338403320092165e-09,8.484140366356093e-09
2.9,-0.05,1.5050005206446795e-08,7.397621591046153e-08,2.4602952409287257e-10,3.4444133732892836e-10,1.533840332164473e-09,8.484140366644633e-09
2.91,-0.05,1.505000520641865e-08,7.397621591032599e-08,2.46029524122996e-10,3.4444133736455725e-10,1.5338403323197296e-09,8.484140366933176e-09
2.92,-0.05,1.5050005206390504e-08,7.397621591019045e-08,2.460295241531195e-10,3.444413374001861e-10,1.5338403324749862e-09,8.484140367221718e-09
2.93,-0.05,1.5050005206362356e-08,7.397621591005491e-08,2.4602952418324293e-10,3.4444133743581493e-10,1.5338403326302426e-09,8.484140367510258e-09
2.94,-0.05,1.505000520633421e-08,7.397621590991937e-08,2.460295242133664e-10,3.4444133747144383e-10,1.5338403327854992e-09,8.4841403677988e-09
2.95,-0.05,1.5050005206306065e-08,7.397621590978383e-08,2.4602952424348985e-10,3.4444133750707267e-10,1.5338403329407557e-09,8.484140368087342e-09
2.96,-0.05,1.5050005206277918e-08,7.39762159096483e-08,2.460295242736133e-10,3.444413375427015e-10,1.5338403330960123e-09,8.484140368375884e-09
2.97,-0.05,1.505000520624977e-08,7.397621590951276e-08,2.460295243037368e-10,3.4444133757833035e-10,1.5338403332512687e-09,8.484140368664425e-09
2.98,-0.05,1.5050005206221623e-08,7.397621590937722e-08,2.460295243338602e-10,3.4444133761395924e-10,1.5338403334065254e-09,8.484140368952967e-09
2.99,-0.05,1.5050005206193476e-08,7.397621590924168e-08,2.460295243639837e-10,3.444413376495881e-10,1.533840333561782e-09,8.484140369241509e-09
3.0,-0.05,1.5050005206165332e-08,7.397621590910614e-08,2.4602952439410714e-10,3.444413376852169e-10,1.5338403337170384e-09,8.484140369530051e-09
3.0100000000000002,-0.05,1.5050005206137185e-08,7.39762159089706e-08,2.460295244242306e-10,3.444413377208458e-10,1.533840333872295e-09,8.484140369818592e-09
3.02,-0.05,1.5050005206109037e-08,7.397621590883506e-08,2.4602952445435406e-10,3.4444133775647465e-10,1.5338403340275515e-09,8.484140370107134e-09
3.0300000000000002,-0.05,1.505000520608089e-08,7.397621590869954e-08,2.460295244844775e-10,3.444413377921035e-10,1.533840334182808e-09,8.484140370395676e-09
3.04,-0.05,1.5050005206052743e-08,7.3976215908564e-08,2.46029524514601e-10,3.4444133782773233e-10,1.5338403343380647e-09,8.484140370684218e-09
3.0500000000000003,-0.05,1.50500052060246e-08,7.397621590842846e-08,2.460295245447244e-10,3.444413378633612e-10,1.5338403344933212e-09,8.484140370972758e-09
3.06,-0.05,1.505000520599645e-08,7.397621590829292e-08,2.460295245748479e-10,3.4444133789899007e-10,1.5338403346485778e-09,8.4841403712613e-09
3.0700000000000003,-0.05,1.5050005205968304e-08,7.397621590815739e-08,2.4602952460497135e-10,3.444413379346189e-10,1.5338403348038342e-09,8.484140371549843e-09
3.08,-0.05,1.5050005205940157e-08,7.397621590802185e-08,2.460295246350948e-10,3.4444133797024775e-10,1.5338403349590908e-09,8.484140371838383e-09
3.09,-0.05,1.5050005205912013e-08,7.397621590788631e-08,2.4602952466521827e-10,3.4444133800587664e-10,1.5338403351143473e-09,8.484140372126925e-09
3.1,-0.05,1.5050005205883866e-08,7.397621590775077e-08,2.460295246953417e-10,3.444413380415055e-10,1.533840335269604e-09,8.484140372415467e-09
3.11,-0.05,1.5050005205855718e-08,7.397621590761523e-08,2.460295247254652e-10,3.444413380771343e-10,1.5338403354248605e-09,8.48414037270401e-09
3.12,-0.05,1.505000520582757e-08,7.397621590747969e-08,2.4602952475558863e-10,3.444413381127632e-10,1.533840335580117e-09,8.48414037299255e-09
3.13,-0.05,1.5050005205799424e-08,7.397621590734415e-08,2.4602952478571207e-10,3.4444133814839205e-10,1.5338403357353736e-09,8.484140373281092e-09
3.14,-0.05,1.505000520577128e-08,7.397621590720862e-08,2.4602952481583556e-10,3.444413381840209e-10,1.53384033589063e-09,8.484140373569634e-09
3.15,-0.05,1.5050005205743132e-08,7.397621590707308e-08,2.46029524845959e-10,3.4444133821964973e-10,1.5338403360458866e-09,8.484140373858176e-09
3.16,-0.05,1.5050005205714985e-08,7.397621590693754e-08,2.460295248760825e-10,3.444413382552786e-10,1.533840336201143e-09,8.484140374146717e-09
3.17,-0.05,1.5050005205686838e-08,7.3976215906802e-08,2.460295249062059e-10,3.4444133829090746e-10,1.5338403363563997e-09,8.484140374435259e-09
3.18,-0.05,1.505000520565869e-08,7.397621590666646e-08,2.4602952493632936e-10,3.444413383265363e-10,1.5338403365116563e-09,8.4841403747238e-09
3.19,-0.05,1.5050005205630546e-08,7.397621590653092e-08,2.4602952496645284e-10,3.444413383621652e-10,1.5338403366669128e-09,8.484140375012343e-09
3.2,-0.05,1.50500052056024e-08,7.39762159063954e-08,2.460295249965763e-10,3.4444133839779404e-10,1.5338403368221694e-09,8.484140375300883e-09
3.21,-0.05,1.5050005205574252e-08,7.397621590625986e-08,2.4602952502669977e-10,3.444413384334229e-10,1.5338403369774258e-09,8.484140375589425e-09
3.22,-0.05,1.5050005205546104e-08,7.397621590612432e-08,2.460295250568232e-10,3.444413384690517e-10,1.5338403371326824e-09,8.484140375877968e-09
3.23,-0.05,1.505000520551796e-08,7.397621590598878e-08,2.4602952508694664e-10,3.444413385046806e-10,1.533840337287939e-09,8.484140376166508e-09
3.24,-0.05,1.5050005205489813e-08,7.397621590585324e-08,2.4602952511707013e-10,3.4444133854030945e-10,1.5338403374431955e-09,8.48414037645505e-09
3.25,-0.05,1.5050005205461666e-08,7.39762159057177e-08,2.4602952514719356e-10,3.444413385759383e-10,1.5338403375984521e-09,8.484140376743592e-09
3.2600000000000002,-0.05,1.505000520543352e-08,7.397621590558217e-08,2.4602952517731705e-10,3.4444133861156713e-10,1.5338403377537085e-09,8.484140377032134e-09
3.27,-0.05,1.505000520540537e-08,7.397621590544663e-08,2.460295252074405e-10,3.44441338647196e-10,1.5338403379089652e-09,8.484140377320675e-09
3.2800000000000002,-0.05,1.5050005205377227e-08,7.397621590531109e-08,2.46029525237564e-10,3.4444133868282486e-10,1.5338403380642216e-09,8.484140377609217e-09
3.29,-0.05,1.505000520534908e-08,7.397621590517555e-08,2.460295252676874e-10,3.444413387184537e-10,1.5338403382194782e-09,8.484140377897759e-09
3.3000000000000003,-0.05,1.5050005205320933e-08,7.397621590504001e-08,2.4602952529781085e-10,3.444413387540826e-10,1.5338403383747349e-09,8.484140378186301e-09
3.31,-0.05,1.5050005205292785e-08,7.397621590490447e-08,2.4602952532793434e-10,3.4444133878971144e-10,1.5338403385299913e-09,8.484140378474842e-09
3.3200000000000003,-0.05,1.5050005205264638e-08,7.397621590476894e-08,2.460295253580578e-10,3.444413388253403e-10,1.533840338685248e-09,8.484140378763384e-09
3.33,-0.05,1.5050005205236494e-08,7.39762159046334e-08,2.4602952538818126e-10,3.444413388609691e-10,1.5338403388405043e-09,8.484140379051926e-09
3.34,-0.05,1.5050005205208347e-08,7.397621590449786e-08,2.460295254183047e-10,3.44441338896598e-10,1.533840338995761e-09,8.484140379340466e-09
3.35,-0.05,1.50500052051802e-08,7.397621590436232e-08,2.4602952544842814e-10,3.4444133893222685e-10,1.5338403391510176e-09,8.484140379629008e-09
3.36,-0.05,1.5050005205152052e-08,7.397621590422678e-08,2.460295254785516e-10,3.444413389678557e-10,1.533840339306274e-09,8.48414037991755e-09
3.37,-0.05,1.5050005205123905e-08,7.397621590409124e-08,2.4602952550867506e-10,3.444413390034846e-10,1.5338403394615307e-09,8.484140380206093e-09
3.38,-0.05,1.505000520509576e-08,7.397621590395572e-08,2.4602952553879855e-10,3.444413390391134e-10,1.533840339616787e-09,8.484140380494633e-09
3.39,-0.05,1.5050005205067614e-08,7.397621590382018e-08,2.46029525568922e-10,3.4444133907474226e-10,1.5338403397720437e-09,8.484140380783175e-09
3.4,-0.05,1.5050005205039466e-08,7.397621590368464e-08,2.460295255990454e-10,3.444413391103711e-10,1.5338403399273001e-09,8.484140381071717e-09
3.41,-0.05,1.505000520501132e-08,7.39762159035491e-08,2.460295256291689e-10,3.44441339146e-10,1.5338403400825568e-09,8.48414038136026e-09
3.42,-0.05,1.5050005204983175e-08,7.397621590341356e-08,2.4602952565929235e-10,3.4444133918162883e-10,1.5338403402378134e-09,8.4841403816488e-09
3.43,-0.05,1.5050005204955028e-08,7.397621590327803e-08,2.4602952568941583e-10,3.444413392172577e-10,1.5338403403930698e-09,8.484140381937342e-09
3.44,-0.05,1.505000520492688e-08,7.397621590314249e-08,2.4602952571953927e-10,3.444413392528865e-10,1.5338403405483265e-09,8.484140382225884e-09
3.45,-0.05,1.5050005204898733e-08,7.397621590300695e-08,2.460295257496627e-10,3.444413392885154e-10,1.5338403407035829e-09,8.484140382514426e-09
3.46,-0.05,1.5050005204870586e-08,7.397621590287141e-08,2.460295257797862e-10,3.4444133932414425e-10,1.5338403408588395e-09,8.484140382802967e-09
3.47,-0.05,1.5050005204842442e-08,7.397621590273587e-08,2.4602952580990963e-10,3.444413393597731e-10,1.533840341014096e-09,8.484140383091509e-09
3.48,-0.05,1.5050005204814295e-08,7.397621590260033e-08,2.460295258400331e-10,3.44441339395402e-10,1.5338403411693526e-09,8.48414038338005e-09
3.49,-0.05,1.5050005204786147e-08,7.39762159024648e-08,2.4602952587015655e-10,3.444413394310308e-10,1.5338403413246092e-09,8.484140383668591e-09
3.5,-0.05,1.5050005204758e-08,7.397621590232926e-08,2.4602952590028004e-10,3.4444133946665966e-10,1.5338403414798656e-09,8.484140383957133e-09
3.5100000000000002,-0.05,1.5050005204729853e-08,7.397621590219372e-08,2.460295259304035e-10,3.444413395022885e-10,1.5338403416351223e-09,8.484140384245675e-09
3.52,-0.05,1.505000520470171e-08,7.397621590205818e-08,2.460295259605269e-10,3.444413395379174e-10,1.5338403417903787e-09,8.484140384534217e-09
3.5300000000000002,-0.05,1.505000520467356e-08,7.397621590192264e-08,2.460295259906504e-10,3.4444133957354623e-10,1.5338403419456353e-09,8.484140384822758e-09
3.54,-0.05,1.5050005204645414e-08,7.39762159017871e-08,2.4602952602077384e-10,3.4444133960917507e-10,1.533840342100892e-09,8.4841403851113e-09
3.5500000000000003,-0.05,1.5050005204617267e-08,7.397621590165158e-08,2.4602952605089733e-10,3.4444133964480397e-10,1.5338403422561484e-09,8.484140385399842e-09
