t,Vm_SM,Ca_i,d_Ltype_SM,f_Ltype_SM,f_ca_Ltype_SM,d_LVA_SM,f_LVA_SM,xr1_SM,xr2_SM,m_Na_SM,h_Na_SM,xa1_SM,xa2_SM,m_NSCC_SM
1.57,-68.18697774481457,8.018424534070799e-05,4.2383142944869695e-06,0.9499906989418362,0.9999999902345228,0.02033537582970375,0.9912297076656242,2.9564819507465057e-06,0.8199376458370252,0.006392206284463279,0.057645600250305455,0.004143854671263235,0.7196421296364314,0.0021935457663459154
1.58,-68.17702204437042,8.01858409470909e-05,4.25876443937304e-06,0.9499904443339608,0.9999999901806675,0.020339239510428254,0.9912369091387944,2.9783195551949025e-06,0.8199370284034361,0.006403085849297099,0.057642677560775187,0.004143902689866845,0.7196379304880096,0.0022076413346404367
1.59,-68.16706634091565,8.018744173549262e-05,4.279176267689212e-06,0.9499901871260034,0.999999990126906,0.02034312477560854,0.9912441030072832,3.000199346602439e-06,0.8199364082042633,0.0064139932392097585,0.05763973882330898,0.004143951013875565,0.7196337065482357,0.0022217385573480406
1.6,-68.1571106343751,8.018904770862629e-05,4.2995503946448866e-06,0.9499899273154816,0.9999999900732378,0.020347031620918596,0.9912512892779535,3.022121409142966e-06,0.8199357852399465,0.006424928502902569,0.0576367840861596,0.0041439996434586455,0.7196294578088464,0.0022358374360718237
1.61,-68.14715492467239,8.019065886934033e-05,4.319887430172509e-06,0.9499896648999115,0.999999990019663,0.020350960042057654,0.9912584679576587,3.04408582714814e-06,0.8199351595109255,0.006435891689183619,0.05763381339744046,0.004144048578785625,0.7196251842616039,0.0022499379724146055
1.62,-68.13719921172985,8.01922752206184e-05,4.340187978927568e-06,0.949989399876807,0.9999999899661813,0.02035491003475021,0.991265639053243,3.066092685107428e-06,0.8199345310176409,0.006446882846967773,0.057630826805125664,0.004144097820026332,0.7196208858982959,0.002264040167978927
1.6300000000000001,-68.12724349546858,8.019389676557945e-05,4.3604526402885944e-06,0.9499891322436794,0.9999999899127924,0.020358881594746015,0.9912728025715417,3.0881420676681035e-06,0.8199338997605332,0.006457902025276671,0.057627824357049946,0.004144147367350883,0.7196165627107349,0.0022781440243670524
1.6400000000000001,-68.1172877758084,8.019552350747771e-05,4.3806820083571635e-06,0.9499888619980387,0.9999999898594961,0.02036287471782008,0.9912799585193804,3.1102340596352504e-06,0.8199332657400432,0.00646894927323873,0.05762480610090872,0.004144197220929687,0.7196122146907593,0.002292249543180968
1.6500000000000001,-68.10733205266796,8.019715544970265e-05,4.400876671957892e-06,0.949988589137392,0.9999999898062923,0.020366889399772672,0.9912871069035757,3.1323687459717597e-06,0.8199326289566123,0.006480024640089143,0.05762177208425807,0.00414424738093344,0.7196078418302323,0.0023063567260223827
1.6600000000000001,-68.09737632596456,8.019879259577901e-05,4.42103721463844e-06,0.949988313659245,0.9999999897531808,0.02037092563642931,0.9912942477309348,3.1545462117983303e-06,0.819931989410682,0.006491128175169878,0.05761872235451471,0.004144297847533129,0.7196034441210428,0.0023204655744927275
1.67,-68.0874205956143,8.020043494936686e-05,4.441164214669512e-06,0.9499880355611006,0.9999999897001614,0.020374983423640778,0.9913013810082558,3.1767665423934703e-06,0.819931347102694,0.006502259927929682,0.05761565695895606,0.0041443486209000275,0.7195990215551049,0.0023345760901931556
1.68,-68.07746486153202,8.020208251426146e-05,4.461258245044852e-06,0.94998775484046,0.9999999896472337,0.020379062757283104,0.9913085067423275,3.199029823193497e-06,0.8199307020330904,0.006513419947924073,0.05761257594472017,0.004144399701205702,0.7195945741243578,0.002348688274724543
1.69,-68.06750912363131,8.020373529439338e-05,4.481319873481252e-06,0.9499874714948225,0.9999999895943976,0.020383163633257588,0.9913156249399295,3.2213361397925347e-06,0.8199300542023136,0.006524608284815351,0.057609479358805754,0.004144451088622008,0.7195901018207662,0.0023628021296874884
1.7,-68.05755338182452,8.020539329382846e-05,4.501349662418544e-06,0.9499871855216849,0.999999989541653,0.02038728604749078,0.9913227356078322,3.243685577942516e-06,0.8199294036108062,0.006535824988372589,0.057606367248072214,0.004144502783321087,0.71958560463632,0.0023769176566823124
1.71,-68.04759763602272,8.02070565167678e-05,4.521348169019602e-06,0.949986896918542,0.9999999894889996,0.020391429995934483,0.9913298387527967,3.2660782235531827e-06,0.8199287502590115,0.006547070108471635,0.05760323965923959,0.004144554785475375,0.7195810825630347,0.002391034857309058
1.72,-68.03764188613575,8.020872496754777e-05,4.541315945170344e-06,0.9499866056828865,0.9999999894364373,0.020395595474565764,0.9913369343815747,3.2885141626920842e-06,0.8199280941473724,0.006558343695095115,0.05760009663888858,0.004144607095257593,0.7195765355929507,0.0024051537331674904
1.73,-68.02768613207219,8.021039865064001e-05,4.561253537479733e-06,0.9499863118122092,0.9999999893839657,0.02039978247938694,0.9913440225009089,3.3109934815845795e-06,0.8199274352763328,0.006569645798332432,0.05759693823346057,0.0041446597128407545,0.7195719637181338,0.0024192742858570983
1.74,-68.01773037373937,8.021207757065145e-05,4.581161487279773e-06,0.9499860153039984,0.9999999893315847,0.020403991006425592,0.9913511031175328,3.3335162666138345e-06,0.8199267736463365,0.006580976468379763,0.05759376448925759,0.004144712638398161,0.7195673669306754,0.0024333965169770913
1.75,-68.00777461104339,8.021376173232427e-05,4.601040330625511e-06,0.9499857161557407,0.9999999892792942,0.020408221051734555,0.9913581762381704,3.356082604320824e-06,0.8199261092578275,0.0065923357555400615,0.05759057545244234,0.004144765872103403,0.7195627452226918,0.0024475204281264023
1.76,-67.99781884388908,8.02154511405359e-05,4.620890598295038e-06,0.9499854143649203,0.9999999892270939,0.020412472611391917,0.9913652418695366,3.3786925814043316e-06,0.8199254421112504,0.006603723710223058,0.05758737116903817,0.004144819414130363,0.7195580985863249,0.0024616460209036864
1.77,-67.98786307217999,8.021714580029909e-05,4.640712815789485e-06,0.9499851099290195,0.9999999891749836,0.02041674568150103,0.9913723000183371,3.4013462847209493e-06,0.81992477220705,0.006615140382945259,0.05758415168492911,0.004144873264653209,0.7195534270137419,0.002475773296907321
1.78,-67.97790729581847,8.021884571676181e-05,4.660507503333032e-06,0.9499848028455183,0.9999999891229631,0.02042104025819049,0.9913793506912683,3.424043801285076e-06,0.8199240995456712,0.006626585824329947,0.05758091704585983,0.004144927423846403,0.7195487304971352,0.0024899022577354064
1.79,-67.9679515147056,8.022055089520733e-05,4.680275175872895e-06,0.9499844931118948,0.999999989071032,0.02042535633761417,0.9913863938950174,3.446785218268921e-06,0.8199234241275596,0.00663806008510718,0.05757766729743569,0.004144981891884693,0.7195440090287224,0.002504032904985764
1.8,-67.9579957287412,8.022226134105418e-05,4.700016343079338e-06,0.949984180725625,0.9999999890191905,0.020429693915951185,0.9913934296362623,3.469570623002501e-06,0.8199227459531607,0.006649563216113793,0.0575744024851227,0.0041450366689431166,0.7195392626007465,0.0025181652402559394
1.81,-67.94803993782384,8.022397705985615e-05,4.719731509345666e-06,0.9499838656841824,0.9999999889674382,0.020434052989405906,0.9914004579216716,3.49240010297364e-06,0.8199220650229205,0.006661095268293396,0.05757112265424752,0.004145091755197003,0.7195344912054761,0.0025322992651431995
1.82,-67.93808414185084,8.022569805730232e-05,4.739421173788228e-06,0.9499835479850388,0.9999999889157749,0.02043843355420797,0.991407478757905,3.5152737458279734e-06,0.8199213813372852,0.006672656292696377,0.05756782784999749,0.0041451471508219696,0.7195296948352046,0.0025464349812445337
1.83,-67.92812834071827,8.022742433921705e-05,4.759085830246415e-06,0.949983227625664,0.9999999888642004,0.020442835606612267,0.9914144921516126,3.538191639368942e-06,0.8199206948967015,0.006684246340479897,0.057564518117420596,0.004145202855993923,0.7195248734822511,0.0025605723901566536
1.84,-67.91817253432097,8.022915591155991e-05,4.778725967282661e-06,0.9499829046035252,0.9999999888127145,0.02044725914289894,0.9914214981094354,3.5611538715577953e-06,0.819920005701616,0.006695865462907897,0.0575611935014255,0.00414525887088906,0.7195200271389598,0.0025747114934759935
1.85,-67.90821672255251,8.023089278042581e-05,4.798342068182443e-06,0.9499825789160881,0.999999988761317,0.020451704159373398,0.9914284966380049,3.584160530513593e-06,0.8199193137524761,0.006707513711351092,0.05755785404678153,0.004145315195683867,0.7195151557977002,0.0025888522927987106
1.86,-67.89826090530518,8.02326349520449e-05,4.817934610954283e-06,0.9499822505608155,0.9999999887100077,0.020456170652366292,0.991435487743944,3.6072117045132017e-06,0.8199186190497291,0.006719191137286972,0.05755449979811865,0.004145371830555118,0.7195102594508673,0.0026029947897206838
1.87,-67.88830508247005,8.023438243278256e-05,4.837504068329742e-06,0.9499819195351691,0.9999999886587865,0.020460658618233544,0.9914424714338655,3.6303074819912963e-06,0.8199179215938226,0.006730897792299805,0.057551130799927526,0.0041454287756798784,0.7195053380908812,0.002617138985837514
1.8800000000000001,-67.87834925393697,8.023613522913953e-05,4.857050907763428e-06,0.9499815858366075,0.9999999886076529,0.02046516805335633,0.9914494477143738,3.6534479515403613e-06,0.819917221385205,0.006742633728080636,0.057547747096559444,0.004145486031235502,0.7195003917101875,0.0026312848827445257
1.8900000000000001,-67.86839341959448,8.023789334775174e-05,4.87657559143299e-06,0.949981249462588,0.9999999885566071,0.020469698954141073,0.9914564165920636,3.6766332019106885e-06,0.8199165184243242,0.006754398996427283,0.05754434873222639,0.004145543597399634,0.7194954203012569,0.002645432482036765
1.9000000000000001,-67.85843757932989,8.023965679539042e-05,4.896078576239121e-06,0.9499809104105653,0.9999999885056488,0.020474251317019465,0.9914633780735203,3.6998633220103775e-06,0.8199158127116292,0.006766193649244342,0.057540935751000985,0.0041456014743502054,0.7194904238565856,0.0026595817853090004
1.9100000000000001,-67.84848173302926,8.024142557896207e-05,4.915560313805554e-06,0.9499805686779923,0.9999999884547776,0.020478825138448453,0.9914703321653202,3.723138400905338e-06,0.8199151042475686,0.006778017738543185,0.05753750819681653,0.00414565966226544,0.7194854023686947,0.0026737327941557232
1.92,-67.83852588057742,8.024319970550845e-05,4.93502125047907e-06,0.9499802242623194,0.9999999884039934,0.020483420414910237,0.9914772788740305,3.7464585278192863e-06,0.8199143930325918,0.006789871316441961,0.057534066113466974,0.00414571816132385,0.7194803558301314,0.0026878855101711467
1.93,-67.82857002185791,8.02449791822066e-05,4.954461827329489e-06,0.9499798771609954,0.9999999883532961,0.02048803714291227,0.9914842182062088,3.7698237921337493e-06,0.8199136790671484,0.006801754435165593,0.05753060954460694,0.0041457769717042365,0.7194752842334673,0.002702039934949207
1.94,-67.81861415675306,8.024676401636885e-05,4.9738824801496766e-06,0.9499795273714666,0.9999999883026854,0.020492675318987272,0.991491150168404,3.79323428338806e-06,0.8199129623516881,0.006813667147045782,0.0575271385337517,0.004145836093585691,0.7194701875713,0.002716196070083562
1.95,-67.80865828514389,8.024855421544274e-05,4.993283639455538e-06,0.9499791748911773,0.9999999882521612,0.020497334939693215,0.991498074767155,3.816690091279361e-06,0.8199122428866609,0.006825609504521004,0.057523653124277214,0.004145895527147594,0.719465065836252,0.0027303539171675923
1.96,-67.79870240691025,8.025034978701115e-05,5.012665730486026e-06,0.9499788197175699,0.9999999882017232,0.020502016001613325,0.9915049920089922,3.840191305662602e-06,0.8199115206725173,0.0068375815601365115,0.057520153359420075,0.004145955272569614,0.7194599190209713,0.0027445134777944018
1.97,-67.78874652193066,8.025215073879217e-05,5.032029173203132e-06,0.9499784618480844,0.9999999881513713,0.02050671850135609,0.9915119019004365,3.863738016550542e-06,0.819910795709708,0.006849583366544333,0.05751663928227755,0.004146015330031712,0.7194547471181312,0.002758674753556815
1.98,-67.77879063008245,8.025395707863918e-05,5.0513743822918936e-06,0.9499781012801588,0.9999999881011052,0.020511442435555246,0.9915188044479992,3.88733031411375e-06,0.819910067998684,0.006861614976503274,0.057513110935807576,0.004146075699714136,0.7194495501204301,0.00277283774604738
1.99,-67.76883473124165,8.025576881454086e-05,5.070701767160389e-06,0.9499777380112292,0.9999999880509248,0.020516187800869803,0.991525699658183,3.910968288680602e-06,0.8199093375398967,0.006873676442878916,0.05750956836282874,0.004146136381797424,0.719444328020592,0.0027870024568583673
2.0,-67.75887882528308,8.025758595462113e-05,5.090011731939741e-06,0.9499773720387292,0.99999998800083,0.02052095459398401,0.9915325875374809,3.934652030737279e-06,0.8199086043337975,0.006885767818643614,0.0575060116060203,0.004146197376462405,0.7194390808113661,0.0028011688875817695
2.0100000000000002,-67.74892291208026,8.025940850713919e-05,5.109304675484116e-06,0.9499770033600906,0.9999999879508203,0.020525742811607378,0.9915394680923767,3.958381630927776e-06,0.8199078683808385,0.006897889156876503,0.05750244070792217,0.004146258683890195,0.7194338084855267,0.0028153370398093015
2.02,-67.73896699150552,8.026123648048947e-05,5.1285809913707214e-06,0.9499766319727431,0.999999987900896,0.020530552450474682,0.9915463413293452,3.982157180053892e-06,0.8199071296814716,0.0069100405107634915,0.05749885571093493,0.004146320304262202,0.7194285110358738,0.0028295069151324007
2.0300000000000002,-67.72901106344189,8.026306988178459e-05,5.147841129497452e-06,0.9499762578741113,0.9999999878510564,0.02053538350731838,0.9915532072548681,4.005978769739978e-06,0.8199063882361517,0.006922221933984191,0.057495256657861905,0.004146382237760793,0.7194231884553175,0.002843678515143507
2.04,-67.71905512794521,8.026490869767852e-05,5.167086429624229e-06,0.9499758810615769,0.9999999878013014,0.02054023597849555,0.9915600658756571,4.029846501428191e-06,0.8199056440453654,0.006934433485947824,0.057491643599244566,0.004146444484578409,0.7194178407380301,0.002857851841453377
2.05,-67.7090991849596,8.026675292803587e-05,5.186317657895467e-06,0.9499755015325455,0.999999987751631,0.020545109860642896,0.9915669171982628,4.053760470585206e-06,0.8199048971095796,0.006946675222600356,0.0574880165804835,0.0041465070449015675,0.7194124678774237,0.0028720268956606843
2.06,-67.69914323436807,8.026860257993084e-05,5.205535267687255e-06,0.9499751192844346,0.9999999877020448,0.020550005150560012,0.9915737612291445,4.077720769517173e-06,0.8199041474292504,0.006958947198063018,0.05748437564413394,0.004146569918913718,0.7194070698665114,0.0028862036793574374
2.07,-67.68918727605272,8.027045766053697e-05,5.2247397086583985e-06,0.9499747343146595,0.9999999876525428,0.020554921845071038,0.9915805979747526,4.101727490704878e-06,0.8199033950048346,0.006971249466573616,0.0574807208326255,0.0041466331067986145,0.7194016466983334,0.002900382194135398
2.08,-67.67923130989466,8.027231817712722e-05,5.243931426750418e-06,0.9499743466206334,0.9999999876031246,0.020559859941024678,0.9915874274415288,4.125780726803753e-06,0.8199026398367889,0.006983582082486526,0.057477052188262205,0.0041466966087403195,0.7193961983659573,0.0029145624415860844
2.09,-67.6692753357741,8.027418413707391e-05,5.263110864187549e-06,0.9499739561997671,0.9999999875537902,0.020564819435294195,0.9915942496359059,4.149880570643865e-06,0.8199018819255709,0.006995945100272697,0.05747336975322244,0.0041467604249232,0.7193907248624783,0.0029287444233007678
2.1,-67.65931935357027,8.027605554784878e-05,5.282278459476747e-06,0.9499735630494697,0.9999999875045392,0.020569800324777412,0.991601064564308,4.1740271152299216e-06,0.819901121271638,0.007008338574519655,0.05746967356955899,0.0041468245555319316,0.7193852261810192,0.002942928140870476
2.11,-67.64936336316144,8.027793241702294e-05,5.301434647407674e-06,0.9499731671671475,0.9999999874553716,0.020574802606396707,0.9916078722331501,4.198220453741271e-06,0.8199003578754482,0.007020762559931497,0.05746596367919902,0.004146889000751495,0.7193797023147299,0.00295711359588599
2.12,-67.63940736442498,8.027981475226686e-05,5.320579859052717e-06,0.9499727685502052,0.9999999874062871,0.020579826277099023,0.9916146726488385,4.222460679531903e-06,0.81989959173746,0.007033217111328891,0.0574622401239441,0.004146953760767177,0.7193741532567881,0.0029713007899378474
2.13,-67.62945135723729,8.028170256135043e-05,5.339714521766973e-06,0.9499723671960449,0.9999999873572856,0.020584871333855854,0.991621465817771,4.246747886130442e-06,0.819898822858132,0.0070457022836490826,0.057458502945470176,0.004147018835764572,0.7193685790003989,0.0029854897246163383
2.14,-67.61949534147378,8.028359585214295e-05,5.358839059188256e-06,0.9499719631020669,0.9999999873083668,0.020589937773663258,0.9916282517463361,4.271082167240159e-06,0.8198980512379233,0.007058218131945887,0.057454752185327584,0.00414708422592958,0.7193629795387945,0.00299968040151151
2.15,-67.60953931700897,8.028549463261305e-05,5.377953891237096e-06,0.9499715562656689,0.9999999872595305,0.02059502559354185,0.9916350304409136,4.295463616738958e-06,0.8198972768772932,0.007070764711389695,0.057450987884941046,0.004147149931448409,0.7193573548652351,0.003013872822213163
2.16,-67.59958328371641,8.028739891082878e-05,5.397059434116739e-06,0.9499711466842466,0.9999999872107767,0.02060013479053681,0.9916418019078747,4.319892328679388e-06,0.8198964997767015,0.00708334207726747,0.05744721008560967,0.004147215952507571,0.719351704973008,0.003028066988310853
2.17,-67.5896272414687,8.028930869495758e-05,5.416156100313145e-06,0.9499707343551939,0.999999987162105,0.02060526536171786,0.9916485661535815,4.344368397288634e-06,0.8198957199366085,0.007095950284982746,0.057443418828506954,0.004147282289293888,0.7193460298554283,0.003042262901393891
2.18,-67.57967119013752,8.029122399326627e-05,5.43524429859499e-06,0.9499703192759019,0.9999999871135153,0.020610417304179302,0.9916553231843876,4.368891916968524e-06,0.8198949373574744,0.007108589390055636,0.057439614154680796,0.0041473489419944845,0.719340329505838,0.003056460563051342
2.19,-67.56971512959353,8.029314481412105e-05,5.454324434013667e-06,0.9499699014437599,0.9999999870650075,0.020615590615039984,0.9916620730066376,4.393462982295522e-06,0.8198941520397602,0.0071212594481228205,0.05743579610505346,0.0041474159107967945,0.7193346039176073,0.003070659974872026
2.2,-67.55975905970652,8.029507116598751e-05,5.473396907903282e-06,0.9499694808561551,0.9999999870165812,0.020620785291443317,0.991668815626667,4.418081688020738e-06,0.8198933639839271,0.007133960514937557,0.05743196472042162,0.004147483195888558,0.7193288530841331,0.0030848611384445184
2.21,-67.5498029803453,8.029700305743065e-05,5.4924621178806585e-06,0.9499690575104721,0.9999999869682363,0.020626001330557264,0.9916755510508027,4.4427481290699135e-06,0.8198925731904363,0.0071466926463696736,0.057428120041456324,0.00414755079745782,0.7193230769988402,0.0030990640553571485
2.22,-67.53984689137774,8.029894049711482e-05,5.511520457845337e-06,0.9499686314040937,0.9999999869199727,0.02063123872957436,0.9916822792853631,4.467462400543437e-06,0.81989177965975,0.007159455898405573,0.057424262108703,0.004147618715692933,0.7193172756551809,0.0031132687271980017
2.23,-67.52989079267071,8.030088349380379e-05,5.5305723179795685e-06,0.9499682025344005,0.9999999868717903,0.020636497485711683,0.9916890003366574,4.492224597716331e-06,0.8198909833923302,0.007172250327148232,0.05742039096258149,0.004147686950782557,0.7193114490466348,0.0031274751555549164
2.24,-67.51993468409025,8.030283205636069e-05,5.549618084748325e-06,0.9499677708987708,0.9999999868236885,0.020641777596210883,0.991695714210986,4.517034816038263e-06,0.8198901843886397,0.007185075988817199,0.057416506643386,0.0041477555029156565,0.719305597166709,0.0031416833420154877
2.25,-67.50997856550131,8.030478619374807e-05,5.5686581408992906e-06,0.9499673364945808,0.9999999867756676,0.020647079058338166,0.9917024209146404,4.541893151133536e-06,0.8198893826491412,0.0071979329397485955,0.05741260919128514,0.004147824372281503,0.7192997200089382,0.0031558932881670635
2.2600000000000002,-67.50002243676802,8.030674591502782e-05,5.587692865462868e-06,0.9499668993192043,0.999999986727727,0.020652401869384288,0.9917091204539037,4.566799698801098e-06,0.8198885781742982,0.007210821236395118,0.057408698646321886,0.0041478935590696766,0.7192938175668842,0.0031701049955967487
2.27,-67.49006629775346,8.030871122936127e-05,5.606722633752171e-06,0.9499664593700134,0.9999999866798669,0.020657746026664578,0.9917158128350497,4.5917545550145285e-06,0.8198877709645741,0.007223740935326035,0.05740477504841363,0.004147963063470061,0.7192878898341365,0.0031843184658914008
2.2800000000000002,-67.48011014831984,8.031068214600911e-05,5.625747817363033e-06,0.9499660166443775,0.9999999866320869,0.02066311152751891,0.9917224980643436,4.616757815922056e-06,0.819886961020433,0.007236692093227188,0.05740083843735214,0.004148032885672848,0.7192819368043123,0.0031985337006376338
2.29,-67.47015398832835,8.031265867433141e-05,5.644768784174e-06,0.9499655711396643,0.9999999865843868,0.020668498369311724,0.9917291761480418,4.6418095778465405e-06,0.8198861483423392,0.007249674766900993,0.057396888852803564,0.004148103025868536,0.7192759584710559,0.0032127507014218155
2.3000000000000003,-67.46019781763931,8.031464082378765e-05,5.663785898346338e-06,0.9499651228532389,0.9999999865367665,0.020673906549432023,0.9917358470923917,4.666909937285489e-06,0.8198853329307575,0.0072626890132664376,0.057392926334308446,0.004148173484247928,0.719269954828039,0.0032269694698300695
2.31,-67.45024163611204,8.031662860393667e-05,5.682799520324023e-06,0.9499646717824645,0.9999999864892257,0.020679336065293357,0.9917425109036321,4.692058990911043e-06,0.8198845147861528,0.007275734889359084,0.05738895092128171,0.004148244261002137,0.7192639258689613,0.0032411900074482726
2.32,-67.4402854436049,8.03186220244367e-05,5.70181000683375e-06,0.949964217924702,0.9999999864417644,0.020684786914333845,0.9917491675879928,4.717256835569986e-06,0.8198836939089904,0.007288812452331066,0.05738496265301269,0.00414831535632258,0.7192578715875494,0.003255412315862058
2.33,-67.43032923997536,8.032062109504542e-05,5.72081771088493e-06,0.9499637612773102,0.9999999863943821,0.02069025909401616,0.9917558171516949,4.742503568283743e-06,0.8198828702997363,0.0073019217594510934,0.05738096156866508,0.0041483867704009796,0.7192517919775575,0.0032696363966568135
2.34,-67.4203730250799,8.03226258256198e-05,5.739822981769686e-06,0.9499633018376457,0.999999986347079,0.020695752601827537,0.9917624596009507,4.767799286248373e-06,0.8198820439588564,0.007315062868104447,0.05737694770727698,0.0041484585034293675,0.7192456870327674,0.00328386225141768
2.35,-67.41041679877405,8.032463622611625e-05,5.7588261650628615e-06,0.9499628396030628,0.9999999862998546,0.020701267435279766,0.9917690949419633,4.793144086834582e-06,0.8198812148868173,0.007328235835792981,0.05737292110776086,0.004148530555600081,0.7192395567469884,0.003298089881729556
2.36,-67.4004605609124,8.032665230659057e-05,5.77782760262201e-06,0.9499623745709139,0.999999986252709,0.020706803591909198,0.9917757231809275,4.818538067587711e-06,0.8198803830840856,0.007341440720135123,0.05736888180890361,0.004148602927105762,0.719233401114057,0.0033123192891770913
2.37,-67.39050431134862,8.032867407719793e-05,5.796827632587407e-06,0.949961906738549,0.9999999862056419,0.020712361069276743,0.9917823443240291,4.8439813262277425e-06,0.8198795485511287,0.007354677578865875,0.057364829849366465,0.004148675618139362,0.7192272201278372,0.0033265504753446943
2.38,-67.3805480499354,8.033070154819291e-05,5.815826589382036e-06,0.949961436103316,0.999999986158653,0.02071793986496787,0.991788958377445,4.869473960649297e-06,0.8198787112884138,0.00736794646983681,0.05736076526768509,0.004148748628894136,0.7192210137822209,0.003340783441816525
2.39,-67.37059177652446,8.033273472992945e-05,5.834824803711603e-06,0.9499609626625606,0.9999999861117422,0.020723539976592605,0.9917955653473431,4.895016068921637e-06,0.819877871296409,0.0073812474510160766,0.05735668810226951,0.0041488219595636495,0.7192147820711271,0.003355018190176501
2.4,-67.36063549096664,8.033477363286089e-05,5.853822602564526e-06,0.9499604864136263,0.9999999860649094,0.020729161401785535,0.991802165239883,4.920607749288663e-06,0.8198770285755824,0.007394580580488395,0.05735259839140415,0.004148895610341769,0.719208524988502,0.003369254722008291
2.41,-67.35067919311177,8.033681826753997e-05,5.872820309211939e-06,0.9499600073538544,0.9999999860181543,0.020734804138205803,0.9918087580612148,4.946249100168919e-06,0.8198761831264025,0.00740794591645506,0.05734849617324781,0.004148969581422672,0.7192022425283198,0.0033834930388953236
2.42,-67.34072288280876,8.033886864461879e-05,5.891818243207691e-06,0.9499595254805844,0.9999999859714769,0.020740468183537114,0.9918153438174805,4.971940220155582e-06,0.8198753349493383,0.0074213435172339375,0.057344381485833706,0.004149043873000841,0.7191959346845819,0.003397733142420777
2.43,-67.33076655990558,8.034092477484885e-05,5.91081672038835e-06,0.949959040791153,0.9999999859248767,0.020746153535487734,0.9918219225148126,4.997681208016476e-06,0.8198744840448591,0.0074347734412594695,0.0573402543670694,0.004149118485271065,0.719189601451317,0.003411975034167588
2.44,-67.32081022424924,8.034298666908106e-05,5.929816052873193e-06,0.9499585532828951,0.9999999858783538,0.020751860191790476,0.9918284941593352,5.023472162694059e-06,0.8198736304134344,0.007448235747082668,0.05733611485473689,0.004149193418428438,0.7191832428225817,0.003426218715718445
2.45,-67.31085387568578,8.034505433826568e-05,5.948816549064221e-06,0.9499580629531434,0.999999985831908,0.02075758815020273,0.9918350587571635,5.0493131833054335e-06,0.8198727740555342,0.007461730493371122,0.05733196298649252,0.004149268672668364,0.7191768587924597,0.0034404641886557953
2.46,-67.30089751406034,8.034712779345237e-05,5.967818513646142e-06,0.9499575697992285,0.999999985785539,0.020763337408506423,0.9918416163144038,5.0752043691423365e-06,0.8198719149716288,0.00747525773890899,0.05732779879986705,0.00414934424818655,0.7191704493550624,0.0034547114545618366
2.47,-67.29094113921707,8.034920704579018e-05,5.986822247586386e-06,0.9499570738184785,0.9999999857392465,0.020769107964508066,0.9918481668371536,5.101145819671151e-06,0.819871053162189,0.007488817542597006,0.0573236223322656,0.004149420145179013,0.7191640145045282,0.0034689605150185245
2.48,-67.28098475099918,8.035129210652757e-05,6.005828048135094e-06,0.9499565750082197,0.9999999856930307,0.020774899816038705,0.9918547103315016,5.127137634532895e-06,0.8198701886276856,0.0075024099634524765,0.05731943362096772,0.004149496363842072,0.7191575542350236,0.003483211371607568
2.49,-67.27102834924897,8.035338298701234e-05,6.024836208825128e-06,0.9499560733657759,0.9999999856468912,0.020780712960953962,0.9918612468035277,5.153179913543228e-06,0.8198693213685901,0.007516035060609282,0.0573152327031273,0.004149572904372356,0.7191510685407421,0.0034974640259104314
2.5,-67.26107193380774,8.035547969869172e-05,6.043847019472059e-06,0.9499555688884691,0.9999999856008278,0.020786547397134005,0.9918677762593029,5.179272756692448e-06,0.8198684513853742,0.007529692893317875,0.05731101961577265,0.004149649766966799,0.7191445574159049,0.0035117184795083333
2.5100000000000002,-67.25111550451588,8.03575822531123e-05,6.062860766174179e-06,0.9499550615736186,0.9999999855548404,0.020792403122483573,0.9918742987048893,5.205416264145496e-06,0.8198675786785101,0.0075433835209452816,0.057306794395806465,0.0041497269518226436,0.7191380208547605,0.003525974733982248
2.52,-67.24115906121281,8.035969066192008e-05,6.0818777313124924e-06,0.9499545514185422,0.9999999855089288,0.020798280134931957,0.9918808141463406,5.231610536241948e-06,0.81986670324847,0.0075571070029751015,0.05730255708000581,0.0041498044591374355,0.7191314588515851,0.0035402327909129032
2.5300000000000002,-67.23120260374212,8.036180493624695e-05,6.100898221123704e-06,0.9499540384205534,0.9999999854630927,0.020804178432416942,0.9918873225897105,5.257855673942468e-06,0.8198658250957281,0.007570863399259251,0.057298307705344685,0.004149882289109461,0.7191248714007279,0.0035544926518814865
2.54,-67.22124613206658,8.036392507294699e-05,6.119923184342918e-06,0.9499535225769247,0.999999985417332,0.0208100980125244,0.9918938240412657,5.284151788845413e-06,0.8198649442207896,0.007584652775666181,0.05729404631623011,0.004149960441947445,0.7191182584976389,0.0035687543184854268
2.5500000000000003,-67.21128964608462,8.036605107655844e-05,6.138953225071673e-06,0.9499530038849473,0.9999999853716467,0.020816038873063384,0.9919003185071469,5.310498987203914e-06,0.8198640606241437,0.007598475195068349,0.057289772952955904,0.004150038917855073,0.7191116201372296,0.00358301779231321
2.56,-67.20133314564299,8.036818295779805e-05,6.15798867045676e-06,0.9499524823419262,0.9999999853260363,0.020822001012026674,0.9919068059933929,5.336897371021673e-06,0.8198631743062673,0.007612330717960112,0.05728548765249422,0.004150117717032054,0.7191049563139849,0.003597283074946104
