t,V,Nai,Ki,Ca_sub,d,f,fCa,d_1,f_1,paS,paF,piy,n,q,r,y,qa,qi,Ca_up,Cai,Ca_rel,fTMM,fCMi,fCMs,fTC,fTMC,fCQ
1.61,-58.60329865348671,9.438908390586237,139.98412284264492,0.000191814551157502,0.0006009418625532864,0.6383018893512077,0.5924338262610558,0.004568665493355009,0.2556310339903459,0.6266185675493734,0.3411315066655896,0.852485007156649,0.054088879376728245,0.5398026613358804,0.005539464624897399,0.06848643947646567,0.42421271041488595,0.33380642885895945,1.46185799226006,0.00031004111405497965,0.30006334735393625,0.3523377925107776,0.11609404018520751,0.07467337578495654,0.058741307633374436,0.600989821475496,0.2625071766831617
1.62,-58.60326579872277,9.43891001356088,139.98412270444382,0.00019180911222680343,0.0006009383708974994,0.6383709982826266,0.5924512308233635,0.004568677140322928,0.25566727227892244,0.6266018074590344,0.34108105477197337,0.8524853028852047,0.0540868924827915,0.5398530292470705,0.0055394114110094,0.06849468226721629,0.4242035937349079,0.3338093846210553,1.461854995910514,0.0003100256095224698,0.3000840646294421,0.35234856114437485,0.11608881633739779,0.07467278891122624,0.058738465711413106,0.6009776362799988,0.2625207324747294
1.6300000000000001,-58.603232334663474,9.43891163646449,139.98412256634782,0.0001918036722231015,0.0006009349285802074,0.6384400937947663,0.5924686316620077,0.004568689251568364,0.2557034981618844,0.6265850478682714,0.34103061125142164,0.8524855950102059,0.05408490566340526,0.5399033783218302,0.005539358391745728,0.06850292484533133,0.4241945035243293,0.3338123403677548,1.4618519994082069,0.00031001010742447686,0.300104781999203,0.35235932954329213,0.11608359328496337,0.0746721940407268,0.05873562428727759,0.6009654513519412,0.2625342878101162
1.6400000000000001,-58.60319826161541,9.438913259296976,139.9841224283569,0.00019179823116735197,0.0006009315356983386,0.6385091758884918,0.5924860287788024,0.004568701827155661,0.25573971163558545,0.6265682887775397,0.3409801761040123,0.852485883524975,0.05408291891859399,0.5399537085614691,0.005539305567199928,0.06851116721065804,0.42418543979192797,0.3338152960990194,1.4618490027532123,0.00030999460776041606,0.30012549946124,0.3523700977074343,0.116078371027542,0.07467159122117939,0.05873278336054441,0.6009532666914393,0.2625478426895885
1.6500000000000001,-58.60316357988511,9.43891488205825,139.98412229047102,0.0001917927890805105,0.0006009281923488215,0.6385782445646679,0.5925034221755614,0.0045687148671491595,0.2557759126963791,0.626551530187294,0.3409297493298231,0.8524861684228345,0.05408093224838217,0.5400040199672962,0.005539252937465546,0.06851940936304367,0.42417640254648165,0.33381825181481073,1.4618460059456042,0.0003099791105297028,0.3001462170135743,0.35238086563670634,0.11607314956477144,0.07467098050030516,0.05872994293079006,0.6009410822986091,0.2625613971134126
1.6600000000000001,-58.60312828977914,9.438916504748223,139.98412215269016,0.00019178734598353285,0.0006009248986285842,0.63864729982416,0.5925208118540984,0.0045687283716132005,0.25581210134061894,0.6265347720979895,0.34087933092893175,0.8524864496971067,0.05407894565279427,0.5400543125406209,0.005539200502636127,0.06852765130233544,0.42416739179676816,0.3338212075150903,1.4618430089854568,0.0003099636157317523,0.300166934654227,0.35239163333101303,0.11606792889628945,0.07467036192582524,0.05872710299759105,0.6009288981735667,0.2625749510818551
1.67,-58.60309239160405,9.438918127366803,139.9841220150143,0.0001917819018973747,0.000600921654634555,0.638716341667833,0.5925381978162276,0.004568742340612126,0.25584827756465844,0.6265180145100809,0.3408289209014161,0.8524867273411142,0.05407695913185477,0.5401045862827525,0.005539148262805217,0.06853589302838063,0.4241584075515652,0.3338241631998197,1.4618400118728436,0.0003099481233659799,0.3001876523812192,0.3524024007902593,0.11606270902173378,0.0746697355454608,0.05872426356052388,0.6009167143164282,0.2625885045951823
1.68,-58.60305588566639,9.438919749913904,139.9841218774434,0.0001917764568429918,0.0006009184604636622,0.6387853700965518,0.5925555800637627,0.004568756774210276,0.2558844413648512,0.6265012574240234,0.34077851924735386,0.8524870013481793,0.05407497268558814,0.5401548411950003,0.005539096218066361,0.06854413454102647,0.4241494498196505,0.3338271188689605,1.461837014607839,0.000309932633431801,0.30020837019257196,0.35241316801435,0.1160574899407422,0.07466910140693299,0.05872142461916507,0.6009045307273096,0.2626020576536606
1.69,-58.603018772272726,9.438921372389434,139.98412173997744,0.00019177101084133982,0.0006009153162128341,0.6388543851111814,0.5925729585985177,0.004568771672471994,0.25592059273755086,0.626484500840272,0.34072812596682284,0.8524872717116244,0.054072986314018856,0.5402050772786737,0.005539044368513106,0.06855237584012021,0.424140518609802,0.33383007452247426,1.4618340171905166,0.0003099171459286308,0.3002290880863065,0.35242393500319,0.11605227165295247,0.07466845955796293,0.05871858617309111,0.6008923474063272,0.2626156102575566
1.7,-58.6029810517296,9.438922994793304,139.98412160261637,0.0001917655639133745,0.000600912221978999,0.6389233867125871,0.5925903334223063,0.004568787035461621,0.25595673167911087,0.6264677447592815,0.34067774105990084,0.8524875384247721,0.05407100001717139,0.5402552945350819,0.0055389927142389965,0.06856061692550909,0.4241316139307973,0.3338330301603225,1.4618310196209505,0.0003099016608558847,0.30024980606044377,0.35243470175668423,0.11604705415800234,0.0746678100462718,0.0587157482218785,0.6008801643535968,0.26262916240713646
1.71,-58.60294272434357,9.438924617125423,139.98412146536018,0.0001917601160800516,0.0006009091778590849,0.6389923749016337,0.5926077045369424,0.004568802863243497,0.2559928581858848,0.626450989181507,0.3406273645266656,0.8524878014809446,0.054069013795070224,0.5403054929655342,0.005538941255337578,0.06856885779704036,0.4241227357914142,0.3338359857824668,1.4618280218992143,0.00030988617821297784,0.30027052411300503,0.35244546827473755,0.11604183745552958,0.07466715291958072,0.05871291076510375,0.6008679815692346,0.2626427141026668
1.72,-58.60290379042119,9.438926239385705,139.98412132820883,0.00019175466736232679,0.0006009061839500205,0.6390613496791864,0.5926250719442401,0.0045688191558819645,0.2560289722542263,0.6264342341074034,0.3405769963671949,0.8524880608734644,0.054067027647739824,0.54035567257134,0.005538889991902397,0.06857709845456127,0.42411388420043045,0.3338389413888687,1.4618250240253825,0.0003098706979993257,0.3002912422420113,0.3524562345572548,0.11603662154517193,0.07466648822561085,0.058710073802343374,0.6008557990533567,0.262656265344414
1.73,-58.602864250269015,9.438927861574058,139.9841211911623,0.00019174921778115578,0.0006009032403487338,0.6391303110461101,0.592642435646013,0.0045688359134413645,0.25606507388048877,0.6264174795374257,0.3405266365815666,0.852488316595654,0.05406504157520467,0.5404058333538084,0.005538838924026999,0.06858533889791905,0.42410505916662383,0.33384189697948985,1.4618220259995285,0.0003098552202143436,0.30031196044548375,0.3524670006041409,0.11603140642656716,0.07466581601208336,0.05870723733317387,0.6008436168060792,0.26266981613264445
1.74,-58.602824104193594,9.438929483690393,139.98412105422054,0.00019174376735749428,0.0006009003471521531,0.6391992590032698,0.5926597956440752,0.004568853135986039,0.25610116306102587,0.6264007254720289,0.3404762851698584,0.8524885686408358,0.054063055577489236,0.5404559753142488,0.005538788051804929,0.06859357912696099,0.42409626069877215,0.3338448525542917,1.4618190278217262,0.00030983974485744673,0.3003326787214434,0.3524777664153007,0.11602619209935304,0.07466513632671937,0.05870440135717174,0.600831434827518,0.2626833664676245
1.75,-58.60278335250149,9.43893110573462,139.98412091738354,0.00019173831611229804,0.0006008975044572068,0.6392681935515306,0.5926771519402405,0.004568870823580329,0.2561372397921911,0.626383971911668,0.34042594213214805,0.8524888170023323,0.054061069654617995,0.5405060984539707,0.005538737375329733,0.06860181914153428,0.42408748880565317,0.33384780811323583,1.46181602949205,0.0003098242719280505,0.3003533970679115,0.3524885319906391,0.1160209785631673,0.07466444921724003,0.058701565873913494,0.6008192531177894,0.2626969163496207
1.76,-58.60274199122779,9.438932727708588,139.98412078065135,0.00019173286358367605,0.0006008947084894888,0.6393371146989308,0.5926945045018454,0.004568888939771652,0.2561733040893728,0.6263672188555612,0.3403756074627645,0.8524890619250223,0.054059083806539086,0.540556202793597,0.005538686892045454,0.06861005894180734,0.42407874324406,0.33385076365636995,1.461813031010415,0.00030980880142399223,0.3003741157801102,0.3524992973286121,0.11601576582424104,0.0746637537224979,0.05869873089024292,0.6008070716768326,0.26271046574599843
1.77,-58.60270002787504,9.438934349608942,139.9841206440238,0.00019172741060601977,0.0006008919658678351,0.6394060224342509,0.5927118533887866,0.004568907546143193,0.25620935591685734,0.626350466306247,0.3403252811714705,0.8524893029784393,0.05405709803340558,0.5406062883018996,0.005538636606509166,0.0686182985270864,0.4240700244472804,0.3338537191835105,1.4618100323771621,0.0003097933333473455,0.3003948343553758,0.35251006243156546,0.11601055387110447,0.0746630515898214,0.05869589639349356,0.6007948905050614,0.26272401471245127
1.78,-58.602657459384105,9.43893597143712,139.9841205075009,0.00019172195681982807,0.0006008892736387738,0.639474916764008,0.5927291985757118,0.00456892661398595,0.25624539528599655,0.6263337142632058,0.340274963253814,0.8524895403541186,0.054055112335181815,0.5406563549954062,0.005538586516726752,0.06862653789747174,0.42406133222554215,0.33385667469468694,1.4618070335922404,0.00030977786769628235,0.30041555302590767,0.3525208272982624,0.11600534270859053,0.07466234207199826,0.05869306238896816,0.6007827096024527,0.2627375632233215
1.79,-58.602614286059435,9.438937593193033,139.98412037108267,0.00019171650224581778,0.000600886631897318,0.6395437976890707,0.5927465400644177,0.0045689461433461994,0.2562814221931535,0.6263169627268922,0.3402246537098699,0.8524897740455073,0.05405312671189222,0.5407064028754356,0.005538536622790447,0.06863477705281076,0.4240526665874983,0.3338596301898608,1.461804034655724,0.0003097624044702173,0.300436271789874,0.3525315919286071,0.11600013233634023,0.07466162521625055,0.058690228876246815,0.6007705289691225,0.26275111127885925
1.8,-58.60257050820449,9.438939214876594,139.98412023476902,0.00019171104690459442,0.0006008840407375883,0.6396126652103092,0.5927638778566934,0.004568966134261799,0.2563174366346955,0.62630021169776,0.34017435253971184,0.85249000404611,0.05405114116356121,0.5407564319433111,0.005538486924791874,0.06864301599295095,0.42404402754174386,0.3338625856689938,1.4618010355676863,0.0003097469436685645,0.30045699064551135,0.35254235632250336,0.11599492275399612,0.07466090106956774,0.05868739585491129,0.6007583486051867,0.26276465887930706
1.81,-58.60252612612173,9.438940836487713,139.98412009856,0.00019170559081665224,0.0006008815002528127,0.6396815193285955,0.5927812119543197,0.004568986586762185,0.2563534386069942,0.626283461176263,0.3401240597434121,0.8524902303494896,0.054049155690213194,0.5408064422003604,0.005538437422822046,0.06865125471773986,0.4240354150968157,0.33386554113204747,1.4617980363282013,0.00030973148529073776,0.30047770959112496,0.3525531204798547,0.11598971396120225,0.07466016967870667,0.058684563324545046,0.6007461685107613,0.2627782060248999
1.82,-58.60248114011265,9.438942458026306,139.98411996245548,0.00019170013400237403,0.0006008790105353264,0.6397503600448031,0.5927985423590694,0.004569007500868376,0.25638942810642595,0.6262667111628549,0.3400737753210416,0.8524904529492671,0.05404717029187255,0.5408564336479159,0.005538388116971367,0.06865949322702512,0.42402682926119273,0.33386849657898354,1.4617950369373427,0.00030971602933615056,0.3004984286250886,0.3525638844005643,0.1159845059576042,0.07465943109019152,0.05868173128473321,0.6007339886859621,0.2627917527158652
1.83,-58.60243555047775,9.438944079492284,139.98411982645553,0.00019169467648203137,0.0006008765716765719,0.6398191873598071,0.5928158690727078,0.004569028876592969,0.25642540512937106,0.6262499616579889,0.34002349927267006,0.8524906718391212,0.054045184968563656,0.540906406287314,0.005538339007329626,0.06866773152065443,0.4240182700432955,0.3338714520097637,1.461792037395184,0.0003097005758042159,0.30051914774584443,0.352574648084535,0.1159792987428491,0.07465868535031392,0.05867889973506257,0.6007218091309048,0.2628052989524227
1.84,-58.60238935751654,9.43894570088556,139.98411969056005,0.00019168921827578442,0.0006008741837670996,0.6398880012744844,0.5928331920969918,0.00456905071394014,0.2564613696722146,0.6262332126621178,0.33997323159836573,0.852490887012789,0.054043199720310846,0.5409563601198961,0.005538290093986005,0.06867596959847555,0.4240097374514868,0.33387440742434965,1.4617890377017995,0.0003096851246943465,0.3005398669519032,0.35258541153166917,0.11597409231658552,0.07465793250513282,0.05867606867512163,0.6007096298457053,0.2628188447347847
1.85,-58.602342561527564,9.438947322206051,139.98411955476902,0.00019168375940368206,0.0006008718468965663,0.6399568017897136,0.5928505114336706,0.004569073012905649,0.2564973217313458,0.6262164641756943,0.33992297229819557,0.8524910984640651,0.054041214547138464,0.5410062951470076,0.005538241377029074,0.06868420746033636,0.424001231494071,0.333877362822703,1.461786037857262,0.00030966967600595477,0.3005605862418443,0.3525961747418691,0.11596888667846365,0.07465717260047458,0.05867323810450052,0.6006974508304793,0.2628323900631557
1.86,-58.60229516280836,9.438948943453669,139.98411941908245,0.00019167829988566183,0.0006008695611537373,0.6400255889063747,0.5928678270844854,0.004569095773476832,0.25653326130315846,0.6261997161991709,0.33987272137222524,0.8524913061868028,0.05403922944907081,0.5410562113699986,0.00553819285654679,0.06869244510608476,0.4239927521792945,0.3338803182047857,1.4617830378616454,0.00030965422973845263,0.3005813056143155,0.35260693771503654,0.11596368182813513,0.07465640568193292,0.05867040802279108,0.6006852720853426,0.26284593493773284
1.87,-58.60224716165549,9.438950564628328,139.9841192835003,0.0001916728397415499,0.0006008673266264843,0.6400943626253497,0.5928851390511694,0.004569118995632606,0.25656918838405046,0.6261829687329995,0.33982247882051914,0.8524915101749125,0.05403724442613219,0.5411061087902235,0.005538144532626502,0.06870068253556876,0.42398429951534566,0.3338832735705593,1.4617800377150236,0.00030963878589125175,0.3006020250680332,0.35261770045107305,0.11595847776525314,0.07465563179486896,0.058667578429586816,0.6006730936104109,0.26285947935870557
1.8800000000000001,-58.60219855836453,9.438952185729947,139.98411914802247,0.00019166737899106113,0.0006008651434017869,0.6401631229475218,0.5929024473354477,0.00456914267934347,0.2566051029704245,0.626166221777632,0.33977224464314015,0.8524917104223636,0.05403525947834688,0.5411559874090413,0.005538096405354946,0.06870891974863642,0.42397587351035465,0.3338862289199857,1.4617770374174697,0.00030962334446376337,0.3006227446017821,0.3526284629498797,0.1159532744894724,0.0746548509844112,0.0586647493244829,0.6006609154057996,0.26287302332625573
1.8900000000000001,-58.602149353230075,9.438953806758441,139.98411901264902,0.0001916619176537991,0.0006008630115657319,0.6402318698737763,0.592919751939038,0.004569166824571502,0.25664100505868725,0.6261494753335198,0.3397220188401501,0.8524919069231826,0.054033274605739146,0.5412058472278153,0.0055380484748182475,0.0687171567451359,0.4239674741723936,0.33388918425302666,1.4617740369690573,0.0003096079054553983,0.3006434642144159,0.35263922521135743,0.11594807200044913,0.07465406329545547,0.058661920707076196,0.6006487374716245,0.2628865668405576
1.9000000000000001,-58.60209954654573,9.438955427713724,139.98411887737987,0.00019165645574925594,0.0006008609312035134,0.6403006034050001,0.5929370528636495,0.004569191431270359,0.25667689464525006,0.6261327294011143,0.33967180141160924,0.8524920996714545,0.054031289808333216,0.5412556882479135,0.005538000741101922,0.06872539352491541,0.4239591015094764,0.33389213956964403,1.46177103636986,0.0003095924688655672,0.3006641839048563,0.3526499872354066,0.11594287029784105,0.07465326877266507,0.05865909257696524,0.600636559808001,0.26290010990177787
1.9100000000000001,-58.60204913860412,9.438957048595714,139.98411874221503,0.00019165099329681258,0.0006008589023994331,0.6403693235420813,0.5929543501109835,0.004569216499385279,0.25671277172652857,0.6261159839808664,0.3396215923575766,0.8524922886613223,0.054029305086153334,0.5413055104707081,0.005537953204290875,0.06873363008782324,0.4239507555295591,0.3338950948697996,1.461768035619951,0.0003095770346936802,0.30068490367209383,0.3526607490219274,0.11593766938130744,0.07465246746047058,0.05865626493375023,0.6006243824150446,0.2629136525100757
1.92,-58.60199812969688,9.438958669404329,139.98411860715444,0.0001916455303157385,0.0006008569252368998,0.6404380302859102,0.5929716436827337,0.00456924202885308,0.2567486362989428,0.6260992390732266,0.3395713916781099,0.8524924738869868,0.054027320439223696,0.5413553138975759,0.005537905864469397,0.06874186643370776,0.4239424362405393,0.3338980501534553,1.4617650347194036,0.00030956160293914704,0.3007056235151875,0.3526715105708197,0.11593246925050908,0.07465165940307002,0.05865343777703305,0.6006122052928708,0.26292719466560255
1.93,-58.601946519589376,9.438960290139729,139.98411847219808,0.00019164006677034013,0.0006008549993446432,0.6405067236383176,0.5929889335762781,0.0045692680177060446,0.2567844883614191,0.6260824946784812,0.3395211993725026,0.8524926553726143,0.054025335867558366,0.5414050985324254,0.005537858721387699,0.0687501025624595,0.42393414361834164,0.3339010054205842,1.4617620336682782,0.00030954617360830103,0.30072634344578636,0.35268227188196827,0.11592726990581015,0.0746508445173426,0.05865061110729105,0.6006000284415672,0.2629407363668379
1.94,-58.601894308129346,9.438961910802034,139.98411833734596,0.00019163460263351963,0.0006008531244225346,0.6405754036009874,0.5930062197896707,0.004569294464269022,0.25682032791249104,0.6260657507969425,0.33947101544016783,0.8524928331376814,0.054023351371173006,0.5414548643787686,0.005537811774848318,0.06875833847396234,0.42392587764389866,0.33390396067115785,1.461759032466637,0.00030953074670637596,0.30074706347362046,0.3526930329552599,0.11592207134746489,0.07465002274010851,0.05864778492486453,0.6005878518612255,0.2629542776125179
1.95,-58.6018414963369,9.438963531390828,139.98411820259798,0.00019162913800058773,0.0006008513011831528,0.6406440701735066,0.5930235023305788,0.004569321371093706,0.25685615494510816,0.6260490074292886,0.3394208398822217,0.8524930071349207,0.05402136695010587,0.5415046114344764,0.005537765025398034,0.06876657416800633,0.4239176383693723,0.3339069159051224,1.4617560311145714,0.00030951532222313994,0.3007677835805194,0.35270379379061384,0.1159168735741614,0.07464919429182149,0.05864495922814376,0.6005756755520001,0.26296781840508887
1.96,-58.60178808448315,9.438965151906034,139.98411806795417,0.00019162367288863636,0.0006008495296920054,0.6407127233568014,0.5930407812005277,0.004569348738023355,0.256891969455787,0.6260322645759638,0.3393706726986926,0.8524931773597092,0.05401938260438077,0.5415543397010231,0.005537718473108169,0.06877480964444142,0.42390942580141994,0.3339098711224401,1.4617530296121544,0.0003094999001582199,0.3007885037662117,0.3527145543879282,0.11591167658558872,0.07464835921173564,0.05864213401676492,0.6005634995140051,0.2629813587446194
1.97,-58.60173407283774,9.438966772347584,139.98411793341447,0.00019161820731459706,0.0006008478100133014,0.640781363151801,0.5930580564010317,0.00456937656489111,0.2569277714410509,0.6260155222374122,0.33932051388960666,0.8524933438075093,0.054017398334021506,0.5416040491798899,0.005537672118049128,0.06878304490311773,0.42390123994661255,0.33391282632307323,1.4617500279594589,0.0003094844805112487,0.30080922403050564,0.3527253147471005,0.11590648038143801,0.07464751753875867,0.05863930929036665,0.6005513237473552,0.26299489863116904
1.98,-58.60167946166888,9.4389683927154,139.98411779897884,0.0001916127412952409,0.0006008461422099503,0.6408499895594365,0.5930753279335925,0.0045694048515199925,0.2569635608974296,0.625998780414077,0.33927036345498823,0.8524935064738679,0.05401541413905184,0.5416537398725647,0.005537625960290413,0.0687912799438855,0.4238930808114342,0.33391578150698425,1.461747026156557,0.000309469063281865,0.3008299443732892,0.3527360748680282,0.1159012849614026,0.07464666931145185,0.058636485048590044,0.6005391482521646,0.2630084380647883
1.99,-58.60162425124331,9.438970013009417,139.98411766464727,0.00019160727484717846,0.0006008445263435629,0.6409186025806418,0.5930925957997005,0.004569433597722909,0.2569993378214597,0.6259820391064014,0.33922022139485963,0.8524936653544167,0.0540134300194955,0.5417034117805418,0.005537579999900614,0.06879951476659502,0.42388494840228225,0.3339187366741355,1.461744024203522,0.00030945364846971326,0.3008506647945302,0.3527468347506082,0.11589609032517798,0.07464581456803003,0.05863366129107866,0.6005269730285473,0.26302197704551855
2.0,-58.60156844182631,9.438971633229562,139.98411753041975,0.00019160180798685994,0.0006008429624744508,0.6409872022163534,0.5931098600008341,0.004569462803302645,0.2570351022096842,0.625965298314828,0.33917008770924106,0.8524938204448724,0.0540114459753762,0.5417530649053226,0.005537534236947409,0.06880774937109675,0.4238768427254676,0.3339216918244894,1.4617410221004261,0.00030943823607444394,0.30087138529427604,0.3527575943947372,0.11589089647246176,0.07464495334636158,0.05863083801747851,0.6005147980766178,0.263035515573392
2.0100000000000002,-58.601512033681715,9.438973253375762,139.9841173962962,0.00019159634073057503,0.0006008414506616267,0.6410557884675099,0.5931271205384598,0.00456949246805187,0.2570708540586529,0.6259485580397988,0.3391199623981509,0.8524939717410361,0.05400946200671763,0.541802699248415,0.0055374886714975695,0.06881598375724124,0.42386876378721433,0.3339246469580084,1.4617380198473422,0.00030942282609571316,0.300892105872654,0.3527683538003114,0.1158857034029537,0.0746440856839685,0.05862801522743806,0.6005026233964899,0.263049053648432
2.02,-58.60145502707191,9.438974873447952,139.98411726227664,0.00019159087309445296,0.0006008399909628043,0.6411243613350527,0.5931443774140327,0.004569522591753136,0.2571065933649221,0.6259318182817558,0.3390698454616053,0.8524941192387941,0.05400747811354345,0.5418523148113337,0.0055374433036169575,0.06882421792487915,0.42386071159365973,0.33392760207465494,1.4617350174443426,0.0003094074185331829,0.3009128265298711,0.3527791129672268,0.11588051111635576,0.07464321161802633,0.05862519292060824,0.6004904489882776,0.2630625912706527
2.0300000000000002,-58.601397422257804,9.438976493446061,139.98411712836102,0.00019158540509446253,0.0006008385834343979,0.6411929208199257,0.5931616306289955,0.004569553174178875,0.2571423201250549,0.6259150790411402,0.3390197368996185,0.8524942629341172,0.05400549429587728,0.5419019115956001,0.0055373981333705245,0.06883245187386125,0.42385268615085464,0.3339305571743916,1.4617320148915,0.00030939201338652113,0.3009335472662141,0.35278987189537897,0.11587531961237199,0.07464233118536415,0.058622371096642444,0.6004782748520952,0.26307612844005906
2.04,-58.601339219498875,9.438978113370021,139.9841169945493,0.0001915799367464121,0.0006008372281315234,0.6412614669230752,0.5931788801847796,0.004569584215091402,0.2571780343356209,0.6258983403183928,0.33896963671220276,0.8524944028230611,0.054003510553742744,0.5419514896027422,0.005537353160822312,0.06884068560403844,0.42384468746476306,0.3339335122571808,1.4617290121888866,0.00030937661065540145,0.3009542680820493,0.3528006305846631,0.1158701288907086,0.07464144442246466,0.058619549755196516,0.6004661009880561,0.2630896651566472
2.05,-58.601280419053126,9.438979733219766,139.98411686084148,0.00019157446806594952,0.0006008359251079972,0.6413299996454499,0.5931961260828041,0.004569615714242914,0.25721373599319636,0.6258816021139542,0.3389195448993684,0.8524945389017662,0.0540015268871634,0.542001048834295,0.005537308386035452,0.06884891911526171,0.4238367155412623,0.3339364673229852,1.4617260093365747,0.00030936121033950343,0.300974988977823,0.35281138903497417,0.11586493895107398,0.07464055136546412,0.05861672889592875,0.6004539273962746,0.263103201420404
2.06,-58.60122102117711,9.438981352995228,139.9841167272375,0.00019156899906856223,0.000600834674416337,0.6413985189880013,0.593213368324477,0.00456964767137549,0.2572494250943642,0.6258648644282642,0.33886946146112346,0.8524946711664578,0.05399954329616281,0.5420505892918001,0.005537263809072168,0.06885715240738216,0.42382877038614303,0.3339394223717674,1.461723006334637,0.0003093458124385124,0.3009957099540611,0.3528221472462067,0.11585974979317865,0.07463965205015231,0.058613908518499916,0.6004417540768641,0.26311673723130735
2.07,-58.60116102612594,9.43898297269634,139.98411659373735,0.0001915635297695772,0.0006008334761077611,0.641467024951683,0.5932306069111938,0.0045696800862210915,0.2572851016357139,0.6258481272617625,0.3388193863974742,0.8524947996134461,0.05399755978076449,0.5421001109768054,0.0055372194299937744,0.06886538548025103,0.42382085200510927,0.33394237740349,1.4617200031831452,0.0003093304169521196,0.3010164310113694,0.35283290521825483,0.11585456141673524,0.07463874651197262,0.058611088622573235,0.6004295810299384,0.2631302725893259
2.08,-58.60110043415325,9.43898459232304,139.984116460341,0.00019155806018416094,0.0006008323302321891,0.6415355175374514,0.5932478418443385,0.004569712958501561,0.25732076561384154,0.6258313906148885,0.338769319708425,0.8524949242391257,0.05399557634099194,0.5421496138908664,0.005537175248860673,0.06887361833371965,0.42381296040377836,0.3339453324181156,1.4617169998821722,0.0003093150238800221,0.30103715215043314,0.3528436629510125,0.1158493738214586,0.07463783478602203,0.058608269207814374,0.6004174082556112,0.2631438074944195
2.09,-58.60103924551124,9.438986211875259,139.9841163270484,0.00019155259032731955,0.0006008312368382414,0.6416039967462653,0.5932650731252834,0.004569746287928624,0.25735641702535006,0.6258146544880804,0.3387192613939778,0.8524950450399763,0.05399359297686864,0.5421990980355442,0.0055371312657323596,0.06888185096763945,0.42380509558768087,0.333948287415607,1.4617139964317896,0.00030929963322192267,0.3010578733720176,0.35285442044437315,0.1158441870070657,0.07463691690705102,0.05860545027389149,0.6004052357539961,0.26315734194653867
2.1,-58.60097746045063,9.438987831352936,139.9841161938596,0.0001915471202138986,0.0006008301959732397,0.641672462579086,0.5932823007553887,0.004569780074203888,0.2573920558668487,0.6257979188817769,0.3386692114541329,0.8524951620125623,0.053991609688418034,0.5422485634124077,0.005537087480667418,0.068890083381862,0.4237972575622607,0.33395124239592683,1.4617109928320697,0.0003092842449775301,0.30107859467696774,0.35286517769822995,0.11583900097327561,0.07463599290946368,0.058602631820475155,0.6003930635252063,0.26317087594562494
2.11,-58.60091507922071,9.438989450756008,139.98411606077445,0.00019154164985858325,0.0006008292076832061,0.6417409150368772,0.593299524736003,0.004569814317018841,0.25742768213495365,0.6257811837964157,0.33861916988888857,0.8524952751535327,0.05398962647566353,0.5422980100230318,0.005537043893723523,0.06889831557623896,0.4237894463328752,0.33395419735903786,1.4617079890830849,0.00030926885914655904,0.3010993160662081,0.35287593471247575,0.11583381571980964,0.07463506282731769,0.05859981384723843,0.6003808915693556,0.2631844094916108
2.12,-58.600852102069304,9.438991070084409,139.984115927793,0.00019153617927589818,0.0006008282720128642,0.6418093541206054,0.593316745068463,0.0045698490160548545,0.2574632958262875,0.6257644492324342,0.3385691366982408,0.8524953844596218,0.053987643338628516,0.5423474378689984,0.0055370005049574424,0.06890654755062213,0.4237816619047949,0.33395715230490286,1.4617049851849069,0.0003092534757287297,0.30112003754074307,0.352886691487003,0.11582863124639116,0.07463412669432426,0.05859699635385683,0.600368719886557,0.26319794258441964
2.13,-58.60078852924277,9.43899268933808,139.98411579491523,0.00019153070848020766,0.0006008273890056384,0.6418777798312391,0.5933339617540937,0.004569884170983182,0.25749889693747957,0.6257477151902695,0.3385191118821838,0.8524954899276482,0.053985660277336374,0.542396846951896,0.00553695731442503,0.06891477930486338,0.4237739042832036,0.3339601072334846,1.461701981137608,0.00030923809472376836,0.3011407591016569,0.3528974480217038,0.11582344755274575,0.07463318454384817,0.05859417934000832,0.6003565484769242,0.2632114752239658
2.14,-58.60072436098603,9.43899430851696,139.98411566214105,0.00019152523748571548,0.000600826558703654,0.6419461921697497,0.5933511747942082,0.004569919781464959,0.2575344854651658,0.6257309816703581,0.33846909544070974,0.8524955915545155,0.05398367729181043,0.5424462372733201,0.0055369143221812335,0.06892301083881472,0.42376617347319867,0.3339630621447461,1.4616989769412596,0.0003092227161314071,0.3011614807501133,0.3529082043164699,0.11581826463860112,0.0746322364089078,0.05859136280537333,0.6003443773405701,0.2632250074101545
2.15,-58.600659597604405,9.43899592762096,139.9841155294705,0.00019151976631289277,0.0006008257812211252,0.642014591137046,0.5933683841905761,0.0045699558488842785,0.2575700614058097,0.6257142486731467,0.3384190873738553,0.8524956893327071,0.053981694382074646,0.5424956088346927,0.005536871528315089,0.06893124215232505,0.42375846948297924,0.33396601703864914,1.46169597259594,0.0003092073399499186,0.3011822024731621,0.35291896037127435,0.11581308250361538,0.07463128233559799,0.0585885467495526,0.6003322064776111,0.2632385391443384
2.16,-58.60059423968213,9.438997546649876,139.9841153969035,0.0001915142950111819,0.0006008250570035687,0.6420829767337445,0.5933855899470778,0.00456999238246963,0.2576056247550711,0.62569751619913,0.3383690876818655,0.852495783234376,0.05397971154815594,0.5425449616366278,0.005536828933073348,0.06893947324522882,0.4237507923351094,0.3339689719151522,1.461692968101754,0.0003091919661709409,0.30120292419360395,0.3529297161864592,0.1158079011471236,0.07463032243050155,0.058585731171777004,0.6003200358881772,0.26325207043446275
