t,R_NOS2,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31
1.0,0.6158256966650854,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.01,0.6158239538808298,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.02,0.6158222111015064,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.03,0.615820468327115,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.04,0.6158187255576556,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.05,0.6158169827931284,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.06,0.615815240033533,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.07,0.6158134972788697,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.08,0.6158117545291384,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.09,0.6158100117843391,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.1,0.6158082690444717,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.11,0.6158065263095364,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.12,0.6158047835795328,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.1300000000000001,0.6158030408544612,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.1400000000000001,0.6158012981343216,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.1500000000000001,0.6157995554191138,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.16,0.6157978127088379,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.17,0.6157960700034939,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.18,0.6157943273030817,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.19,0.6157925846076013,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.2,0.6157908419170528,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.21,0.6157890992314361,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.22,0.6157873565507512,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.23,0.6157856138749981,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.24,0.6157838712041767,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.25,0.6157821285382871,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.26,0.6157803858773291,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.27,0.6157786432213029,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.28,0.6157769005702085,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.29,0.6157751579240457,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.3,0.6157734152828146,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.31,0.6157716726465152,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.32,0.6157699300151475,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.33,0.6157681873887113,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.34,0.6157664447672069,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.35,0.615764702150634,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.36,0.6157629595389927,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.37,0.615761216932283,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.3800000000000001,0.6157594743305048,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.3900000000000001,0.6157577317336582,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.4000000000000001,0.6157559891417432,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.41,0.6157542465547597,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.42,0.6157525039727078,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.43,0.6157507613955873,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.44,0.6157490188233983,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.45,0.6157472762561407,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.46,0.6157455336938147,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.47,0.61574379113642,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.48,0.6157420485839568,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.49,0.615740306036425,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.5,0.6157385634938246,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.51,0.6157368209561557,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.52,0.615735078423418,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.53,0.6157333358956117,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.54,0.6157315933727369,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.55,0.6157298508547933,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.56,0.615728108341781,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.57,0.6157263658337001,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.58,0.6157246233305504,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.59,0.6157228808323321,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.6,0.6157211383390448,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.61,0.615719395850689,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.62,0.6157176533672644,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.6300000000000001,0.615715910888771,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.6400000000000001,0.6157141684152088,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.6500000000000001,0.6157124259465777,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.6600000000000001,0.6157106834828778,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.67,0.6157089410241092,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.68,0.6157071985702717,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.69,0.6157054561213653,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.7,0.6157037136773901,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.71,0.6157019712383459,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.72,0.6157002288042328,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.73,0.6156984863750509,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.74,0.6156967439508,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.75,0.6156950015314802,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.76,0.6156932591170913,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.77,0.6156915167076334,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.78,0.6156897743031067,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.79,0.615688031903511,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.8,0.6156862895088462,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.81,0.6156845471191124,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.82,0.6156828047343095,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.83,0.6156810623544375,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.84,0.6156793199794965,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.85,0.6156775776094864,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.86,0.6156758352444073,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.87,0.6156740928842589,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.8800000000000001,0.6156723505290416,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.8900000000000001,0.615670608178755,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.9000000000000001,0.6156688658333992,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.9100000000000001,0.6156671234929744,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.92,0.6156653811574803,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.93,0.615663638826917,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.94,0.6156618965012844,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.95,0.6156601541805827,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.96,0.6156584118648118,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.97,0.6156566695539716,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.98,0.6156549272480621,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
1.99,0.6156531849470834,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
2.0,0.6156514426510353,0.0,100.0,0.0,150.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,250.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0
