t,GLY,G1P,G6P,F6P,FBP,DHAP,GAP,Thirteen_BPG,three_PG,two_PG,PEP,PYR,LAC,Pi,ADP,ATP,AMP,PCr,Cr,NADH,NAD
2.12,2.125380374e-314,2.1290454437e-314,2.1800812075e-314,2.1290454437e-314,2.125381536e-314,2.1800812787e-314,2.12537569e-314,2.1253815833e-314,2.12537569e-314,2.12538035e-314,2.1290454437e-314,2.1290454437e-314,2.1253803976e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.180081255e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.125380611e-314
2.13,2.125375358e-314,2.1253815833e-314,2.125375358e-314,2.125380374e-314,2.129003887e-314,2.1800813024e-314,2.129003887e-314,2.125381536e-314,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.12538035e-314,2.129003887e-314,2.129003887e-314,2.1253804924e-314,2.129003887e-314,2.129003887e-314,2.1800813736e-314,2.1290454437e-314,2.125381536e-314
2.14,2.18008135e-314,2.1253756743e-314,2.1253815833e-314,2.1253756743e-314,2.1253803976e-314,2.1290454437e-314,2.1253803264e-314,2.1800814684e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.125380374e-314,2.129003887e-314,2.1800814447e-314,2.129003887e-314,2.125381536e-314,2.1253806584e-314
2.15,2.1253753897e-314,2.1253815833e-314,2.1253753897e-314,2.125380374e-314,2.129003887e-314,2.180081516e-314,2.1290454437e-314,2.125381536e-314,2.1800815633e-314,2.125375706e-314,2.1253815833e-314,2.125375706e-314,2.12538035e-314,2.1290454437e-314,2.129003887e-314,2.1253804924e-314,2.129003887e-314,2.129003887e-314,2.1253803264e-314,2.180081658e-314,2.1290454437e-314
2.16,2.125381536e-314,2.1290454437e-314,2.1800817056e-314,2.125375611e-314,2.1253815833e-314,2.125375611e-314,2.125380374e-314,2.1290454437e-314,2.1800817767e-314,2.1290454437e-314,2.125381536e-314,2.180081848e-314,2.12537569e-314,2.1253815833e-314,2.12537569e-314,2.12538035e-314,2.1290454437e-314,2.1290454437e-314,2.12538035e-314,2.1290454437e-314,2.1290454437e-314
2.17,2.1290454437e-314,2.125380445e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.1800818953e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1800819427e-314,2.125375706e-314,2.1253815833e-314,2.125375706e-314,2.125380374e-314,2.1290454437e-314,2.1253803264e-314,2.1253803264e-314,2.1800827016e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314
2.18,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.125380374e-314,2.129003887e-314,2.180082678e-314,2.129003887e-314,2.125381536e-314,2.1253806584e-314,2.1253753897e-314,2.1253815833e-314,2.1253753897e-314,2.12538035e-314,2.129003887e-314,2.129003887e-314,2.1253804924e-314,2.129003887e-314,2.129003887e-314,2.180083603e-314,2.1290454437e-314
2.19,2.125381536e-314,2.1800827253e-314,2.125375611e-314,2.1253815833e-314,2.125375611e-314,2.12538035e-314,2.1290454437e-314,2.12538035e-314,2.1290454437e-314,2.1253804924e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.18008365e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1800836265e-314,2.125375627e-314,2.1253815833e-314,2.125375627e-314
2.2,2.1253803976e-314,2.1290454437e-314,2.1800836976e-314,2.129003887e-314,2.125381536e-314,2.125380611e-314,2.125375358e-314,2.1253815833e-314,2.125375358e-314,2.1253803976e-314,2.129003887e-314,2.1253803264e-314,2.180083674e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.125380374e-314
2.21,2.129003887e-314,2.180083745e-314,2.1290454437e-314,2.125381536e-314,2.1800837214e-314,2.1253756427e-314,2.1253815833e-314,2.1253756427e-314,2.125380374e-314,2.1290454437e-314,2.1800837925e-314,2.1290454437e-314,2.125381536e-314,2.180083769e-314,2.125375706e-314,2.1253815833e-314,2.125375706e-314,2.12538035e-314,2.1290454437e-314,2.129003887e-314,2.1253804924e-314
2.22,2.129003887e-314,2.129003887e-314,2.1253803264e-314,2.180079073e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.180083816e-314,2.125375611e-314,2.1253815833e-314,2.125375611e-314,2.125380374e-314,2.1290454437e-314,2.173894478e-314,2.1290454437e-314,2.125381536e-314,2.173894312e-314,2.12537569e-314,2.1253815833e-314,2.12537569e-314,2.12538035e-314
2.23,2.1290454437e-314,2.1290454437e-314,2.1253803976e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.1738945017e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.1253806584e-314,2.1253753897e-314,2.1253815833e-314,2.1253753897e-314,2.125380374e-314,2.129003887e-314,2.173894407e-314,2.1290454437e-314,2.125381536e-314,2.1738954503e-314,2.1253756585e-314
2.24,2.1253815833e-314,2.1253756585e-314,2.125380374e-314,2.1290454437e-314,2.173894383e-314,2.1290454437e-314,2.125381536e-314,2.173895308e-314,2.125375706e-314,2.1253815833e-314,2.125375706e-314,2.12538035e-314,2.1290454437e-314,2.129003887e-314,2.1253804924e-314,2.129003887e-314,2.129003887e-314,2.1253803264e-314,2.173895237e-314,2.1290454437e-314,2.125381536e-314
2.25,2.1290454437e-314,2.1738943594e-314,2.125375611e-314,2.1253815833e-314,2.125375611e-314,2.125380374e-314,2.1290454437e-314,2.1738944543e-314,2.1290454437e-314,2.125381536e-314,2.1738945966e-314,2.12537569e-314,2.1253815833e-314,2.12537569e-314,2.12538035e-314,2.1290454437e-314,2.1290454437e-314,2.1253803976e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314
2.2600000000000002,2.180287735e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.125380611e-314,2.125375358e-314,2.1253815833e-314,2.125375358e-314,2.125380374e-314,2.129003887e-314,2.180288494e-314,2.129003887e-314,2.125381536e-314,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.12538035e-314,2.129003887e-314,2.129003887e-314,2.1253804924e-314
2.27,2.129003887e-314,2.129003887e-314,2.180287545e-314,2.1290454437e-314,2.125381536e-314,2.1802863357e-314,2.1253756743e-314,2.1253815833e-314,2.1253756743e-314,2.1253803976e-314,2.1290454437e-314,2.1253803264e-314,2.180286312e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.125380374e-314
2.2800000000000002,2.129003887e-314,2.1802864306e-314,2.129003887e-314,2.125381536e-314,2.1253806584e-314,2.1253753897e-314,2.1253815833e-314,2.1253753897e-314,2.125380374e-314,2.129003887e-314,2.1802863594e-314,2.1290454437e-314,2.125381536e-314,2.1802865254e-314,2.125375706e-314,2.1253815833e-314,2.125375706e-314,2.12538035e-314,2.1290454437e-314,2.129003887e-314,2.1253804924e-314
2.29,2.129003887e-314,2.129003887e-314,2.1253803264e-314,2.180286573e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1802866677e-314,2.125375611e-314,2.1253815833e-314,2.125375611e-314,2.125380374e-314,2.1290454437e-314,2.1802866203e-314,2.1290454437e-314,2.125381536e-314,2.1802867863e-314,2.12537569e-314,2.1253815833e-314,2.12537569e-314,2.12538035e-314
2.3000000000000003,2.1290454437e-314,2.1290454437e-314,2.12538035e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.125379358e-314,2.1290454437e-314,2.1290454437e-314,2.180286715e-314,2.129005476e-314,2.125381536e-314,2.129005476e-314,2.125380611e-314,2.125375358e-314,2.1253815833e-314,2.125375358e-314,2.1253808244e-314,2.129005476e-314,2.1802876163e-314,2.1290617597e-314
2.31,2.125381536e-314,2.125380611e-314,2.125375358e-314,2.1253815833e-314,2.125375358e-314,2.125380445e-314,2.1290617597e-314,2.1290617597e-314,2.1290617597e-314,2.180288541e-314,2.1290617597e-314,2.125381536e-314,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.125379358e-314,2.1290617597e-314,2.1802905333e-314,2.1290617597e-314,2.125381536e-314
2.32,2.1290617597e-314,2.125380682e-314,2.1253754055e-314,2.1253815833e-314,2.1253754055e-314,2.1253808244e-314,2.1290617597e-314,2.1253803264e-314,2.1802906044e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.180290794e-314,2.125375864e-314,2.1253815833e-314,2.125375864e-314,2.125380374e-314,2.1290454437e-314,2.180290889e-314,2.129003887e-314,2.125381536e-314
2.33,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.125380374e-314,2.129003887e-314,2.18029096e-314,2.129003887e-314,2.125381536e-314,2.1802910313e-314,2.125375627e-314,2.1253815833e-314,2.125375627e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.1253804924e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314
2.34,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.18029115e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1802912684e-314,2.1253758166e-314,2.1253815833e-314,2.1253758166e-314,2.125380374e-314,2.1290454437e-314,2.1802913633e-314,2.1290454437e-314,2.125381536e-314,2.1802862646e-314,2.125375785e-314,2.1253815833e-314,2.125375785e-314,2.125380374e-314
2.35,2.1290454437e-314,2.1253803264e-314,2.181346727e-314,2.1823002026e-314,2.1253803976e-314,2.182297246e-314,2.181354553e-314,2.129003887e-314,2.125381536e-314,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.1253804924e-314,2.129003887e-314,2.1813470353e-314,2.1290454437e-314,2.125381536e-314,2.181347083e-314,2.1253758166e-314,2.1253815833e-314
2.36,2.1253758166e-314,2.1253803976e-314,2.1290454437e-314,2.1813471776e-314,2.129003887e-314,2.125381536e-314,2.125380682e-314,2.1253754055e-314,2.1253815833e-314,2.1253754055e-314,2.1253804924e-314,2.129003887e-314,2.181347296e-314,2.1290454437e-314,2.125381536e-314,2.1813473436e-314,2.1253758324e-314,2.1253815833e-314,2.1253758324e-314,2.12538035e-314,2.1290454437e-314
2.37,2.125380374e-314,2.1253803264e-314,2.1813474385e-314,2.1822941e-314,2.1253803976e-314,2.1822991433e-314,2.1813475334e-314,2.129003887e-314,2.125381536e-314,2.181347652e-314,2.125375627e-314,2.1253815833e-314,2.125375627e-314,2.1253804924e-314,2.129003887e-314,2.181347794e-314,2.1290454437e-314,2.125381536e-314,2.1813478417e-314,2.125375785e-314,2.1253815833e-314
2.38,2.125375785e-314,2.1253803976e-314,2.1290454437e-314,2.181347889e-314,2.129003887e-314,2.125381536e-314,2.18134796e-314,2.125375611e-314,2.1253815833e-314,2.125375611e-314,2.1253804924e-314,2.129003887e-314,2.181347984e-314,2.1290454437e-314,2.125381536e-314,2.1813480077e-314,2.125375801e-314,2.1253815833e-314,2.125375801e-314,2.12538035e-314,2.1290454437e-314
2.39,2.12538035e-314,2.1290454437e-314,2.125380445e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.181348055e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1813481025e-314,2.125375864e-314,2.1253815833e-314,2.125375864e-314,2.125380374e-314,2.1290454437e-314,2.1253803264e-314,2.1253803264e-314,2.18134815e-314,2.129003887e-314,2.125381536e-314
2.4,2.129003887e-314,2.125380682e-314,2.1253754055e-314,2.1253815833e-314,2.1253754055e-314,2.125380374e-314,2.129003887e-314,2.1813481974e-314,2.129003887e-314,2.125381536e-314,2.181348245e-314,2.125375611e-314,2.1253815833e-314,2.125375611e-314,2.12538035e-314,2.129003887e-314,2.129003887e-314,2.1253804924e-314,2.129003887e-314,2.129003887e-314,2.1813482923e-314
2.41,2.1290454437e-314,2.125381536e-314,2.181348316e-314,2.125375848e-314,2.1253815833e-314,2.125375848e-314,2.12538035e-314,2.1290454437e-314,2.12538035e-314,2.1290454437e-314,2.1253804924e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.1813483397e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1813483634e-314,2.1253758166e-314,2.1253815833e-314
2.42,2.1253758166e-314,2.125380374e-314,2.1290454437e-314,2.181348387e-314,2.1290454437e-314,2.125381536e-314,2.1813484345e-314,2.125375785e-314,2.1253815833e-314,2.125375785e-314,2.125380374e-314,2.1290454437e-314,2.1253803264e-314,2.1813484583e-314,2.1822993014e-314,2.1253803976e-314,2.182297578e-314,2.181348482e-314,2.129003887e-314,2.125381536e-314,2.1253806347e-314
2.43,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.1253804924e-314,2.129003887e-314,2.1813485057e-314,2.1290454437e-314,2.125381536e-314,2.1813485294e-314,2.1253758166e-314,2.1253815833e-314,2.1253758166e-314,2.1253803976e-314,2.1290454437e-314,2.181348553e-314,2.129003887e-314,2.125381536e-314,2.125380682e-314,2.1253754055e-314,2.1253815833e-314,2.1253754055e-314
2.44,2.1253804924e-314,2.129003887e-314,2.1813486243e-314,2.1290454437e-314,2.125381536e-314,2.181348648e-314,2.1253758324e-314,2.1253815833e-314,2.1253758324e-314,2.12538035e-314,2.1290454437e-314,2.125380374e-314,2.1253803264e-314,2.181348719e-314,2.1823014674e-314,2.1253803976e-314,2.182296677e-314,2.1813487666e-314,2.129003887e-314,2.125381536e-314,2.181348814e-314
2.45,2.125375627e-314,2.1253815833e-314,2.125375627e-314,2.1253804924e-314,2.129003887e-314,2.1813488614e-314,2.1290454437e-314,2.125381536e-314,2.1813489563e-314,2.125375785e-314,2.1253815833e-314,2.125375785e-314,2.1253803976e-314,2.1290454437e-314,2.18134898e-314,2.129003887e-314,2.125381536e-314,2.1813490037e-314,2.125375611e-314,2.1253815833e-314,2.125375611e-314
2.46,2.1253804924e-314,2.129003887e-314,2.1813490274e-314,2.1290454437e-314,2.125381536e-314,2.1813490986e-314,2.125375801e-314,2.1253815833e-314,2.125375801e-314,2.12538035e-314,2.1290454437e-314,2.12538035e-314,2.1290454437e-314,2.125379358e-314,2.1290454437e-314,2.1290454437e-314,2.1813491223e-314,2.1290617597e-314,2.125381536e-314,2.1290617597e-314,2.1253806584e-314
2.47,2.1253753897e-314,2.1253815833e-314,2.1253753897e-314,2.1253808244e-314,2.1290617597e-314,2.1253803264e-314,2.1813491934e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.181349241e-314,2.125375769e-314,2.1253815833e-314,2.125375769e-314,2.125380374e-314,2.1290454437e-314,2.181349312e-314,2.129003887e-314,2.125381536e-314,2.1253806584e-314,2.1253753897e-314
2.48,2.1253815833e-314,2.1253753897e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.1253804924e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.1813493594e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1813494306e-314,2.1253757375e-314,2.1253815833e-314,2.1253757375e-314
2.49,2.1253803976e-314,2.1290454437e-314,2.1813494543e-314,2.129003887e-314,2.125381536e-314,2.1253806584e-314,2.1253753897e-314,2.1253815833e-314,2.1253753897e-314,2.1253803976e-314,2.129003887e-314,2.1253803264e-314,2.181349478e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1813495254e-314,2.1253757375e-314,2.1253815833e-314,2.1253757375e-314,2.1253804924e-314
2.5,2.1290454437e-314,2.181349573e-314,2.1290454437e-314,2.125381536e-314,2.1813496203e-314,2.1253757533e-314,2.1253815833e-314,2.1253757533e-314,2.12538035e-314,2.1290454437e-314,2.1290454437e-314,2.125380374e-314,2.1290454437e-314,2.1290454437e-314,2.181349644e-314,2.129003887e-314,2.125381536e-314,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314
2.5100000000000002,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.125380445e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.181349739e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1813497863e-314,2.125375769e-314,2.1253815833e-314,2.125375769e-314,2.125380374e-314,2.1290454437e-314,2.1253803264e-314,2.1813498337e-314,2.129003887e-314,2.125381536e-314
2.52,2.129003887e-314,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.1253804924e-314,2.129003887e-314,2.181349881e-314,2.1290454437e-314,2.125381536e-314,2.1813499286e-314,2.1253757217e-314,2.1253815833e-314,2.1253757217e-314,2.12538035e-314,2.1290454437e-314,2.129003887e-314,2.12538035e-314,2.129003887e-314,2.129003887e-314,2.1290454437e-314
2.5300000000000002,2.1253804924e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.1813500235e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.181350047e-314,2.1253757375e-314,2.1253815833e-314,2.1253757375e-314,2.1253803976e-314,2.1290454437e-314,2.1813500946e-314,2.129003887e-314,2.125381536e-314,2.1253806584e-314,2.1253753897e-314,2.1253815833e-314,2.1253753897e-314
2.54,2.1253803976e-314,2.129003887e-314,2.1253803264e-314,2.181350142e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.181350213e-314,2.1253757375e-314,2.1253815833e-314,2.1253757375e-314,2.1253804924e-314,2.1290454437e-314,2.181350237e-314,2.1290454437e-314,2.125381536e-314,2.181350308e-314,2.1253757533e-314,2.1253815833e-314,2.1253757533e-314,2.12538035e-314
2.5500000000000003,2.1290454437e-314,2.1290454437e-314,2.125380374e-314,2.1290454437e-314,2.1290454437e-314,2.1813503555e-314,2.129003887e-314,2.125381536e-314,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.125379358e-314,2.1290454437e-314,2.1290454437e-314,2.181350474e-314,2.129005476e-314,2.125381536e-314
2.56,2.129005476e-314,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.1253808244e-314,2.129005476e-314,2.1253803264e-314,2.181350498e-314,2.1290617597e-314,2.125381536e-314,2.1290617597e-314,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.1253803976e-314,2.1290617597e-314,2.181350569e-314,2.1290617597e-314,2.125381536e-314
2.57,2.1253806584e-314,2.1253753897e-314,2.1253815833e-314,2.1253753897e-314,2.12538035e-314,2.1290617597e-314,2.1290617597e-314,2.125380445e-314,2.1290617597e-314,2.1290617597e-314,2.1290617597e-314,2.1290617597e-314,2.1290617597e-314,2.1290617597e-314,2.18135064e-314,2.1290617597e-314,2.125381536e-314,2.125380682e-314,2.1253754055e-314,2.1253815833e-314,2.1253754055e-314
2.58,2.125379358e-314,2.1290617597e-314,2.181350664e-314,2.1290617597e-314,2.125381536e-314,2.1290617597e-314,2.125380706e-314,2.1253754213e-314,2.1253815833e-314,2.1253754213e-314,2.1253808244e-314,2.1290617597e-314,2.1813517547e-314,2.1290454437e-314,2.125381536e-314,2.1813517784e-314,2.12537588e-314,2.1253815833e-314,2.12537588e-314,2.125380374e-314,2.1290454437e-314
2.59,2.1290454437e-314,2.1290454437e-314,2.181351802e-314,2.129003887e-314,2.125381536e-314,2.125380682e-314,2.1253754055e-314,2.1253815833e-314,2.1253754055e-314,2.125380374e-314,2.129003887e-314,2.181351873e-314,2.129003887e-314,2.125381536e-314,2.181351897e-314,2.125375469e-314,2.1253815833e-314,2.125375469e-314,2.125380445e-314,2.129003887e-314,2.1813519207e-314
2.6,2.1290454437e-314,2.125381536e-314,2.181351992e-314,2.1253758956e-314,2.1253815833e-314,2.1253758956e-314,2.125380374e-314,2.1290454437e-314,2.1813520155e-314,2.129003887e-314,2.125381536e-314,2.125380706e-314,2.1253754213e-314,2.1253815833e-314,2.1253754213e-314,2.125380374e-314,2.129003887e-314,2.181352063e-314,2.129003887e-314,2.125381536e-314,2.1813521104e-314
2.61,2.125375453e-314,2.1253815833e-314,2.125375453e-314,2.125379358e-314,2.129003887e-314,2.1813527744e-314,2.129005476e-314,2.125381536e-314,2.129005476e-314,2.125380682e-314,2.1253754055e-314,2.1253815833e-314,2.1253754055e-314,2.1253808244e-314,2.129005476e-314,2.181352822e-314,2.1290617597e-314,2.125381536e-314,2.125380682e-314,2.1253754055e-314,2.1253815833e-314
2.62,2.1253754055e-314,2.125380445e-314,2.1290617597e-314,2.1290617597e-314,2.1290617597e-314,2.1813528693e-314,2.1290617597e-314,2.125381536e-314,2.125380706e-314,2.1253754213e-314,2.1253815833e-314,2.1253754213e-314,2.125379358e-314,2.1290617597e-314,2.181352893e-314,2.1290617597e-314,2.125381536e-314,2.1290617597e-314,2.1253807296e-314,2.125375437e-314,2.1253815833e-314
2.63,2.125375437e-314,2.1253808244e-314,2.1290617597e-314,2.1253803264e-314,2.1813529167e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.181352964e-314,2.125375943e-314,2.1253815833e-314,2.125375943e-314,2.125380374e-314,2.1290454437e-314,2.181352988e-314,2.129003887e-314,2.125381536e-314,2.1813530116e-314,2.125375469e-314,2.1253815833e-314,2.125375469e-314
2.64,2.125380374e-314,2.129003887e-314,2.181353059e-314,2.129003887e-314,2.125381536e-314,2.125380706e-314,2.1253754213e-314,2.1253815833e-314,2.1253754213e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.1253804924e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.1253803264e-314
2.65,2.1813530827e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1813531064e-314,2.1253759114e-314,2.1253815833e-314,2.1253759114e-314,2.1253803976e-314,2.1290454437e-314,2.181353723e-314,2.129003887e-314,2.125381536e-314,2.125380706e-314,2.1253754213e-314,2.1253815833e-314,2.1253754213e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.125380374e-314
2.66,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.1813537705e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.181353794e-314,2.1253759272e-314,2.1253815833e-314,2.1253759272e-314,2.1253803976e-314,2.1290454437e-314,2.181353818e-314,2.129003887e-314,2.125381536e-314,2.1813538416e-314,2.125375469e-314,2.1253815833e-314,2.125375469e-314,2.12538035e-314
2.67,2.129003887e-314,2.1290454437e-314,2.12538035e-314,2.1290454437e-314,2.1290454437e-314,2.125379358e-314,2.1813538653e-314,2.129005476e-314,2.125381536e-314,2.129005476e-314,2.125380706e-314,2.1253754213e-314,2.1253815833e-314,2.1253754213e-314,2.1253808244e-314,2.129005476e-314,2.181353889e-314,2.1290617597e-314,2.125381536e-314,2.125380706e-314,2.1253754213e-314
2.68,2.1253815833e-314,2.1253754213e-314,2.125380445e-314,2.1290617597e-314,2.1290617597e-314,2.1290617597e-314,2.181354624e-314,2.1290617597e-314,2.125381536e-314,2.1253807296e-314,2.125375437e-314,2.1253815833e-314,2.125375437e-314,2.125379358e-314,2.1290617597e-314,2.181354648e-314,2.1290617597e-314,2.125381536e-314,2.1290617597e-314,2.1813546953e-314,2.125375453e-314
2.69,2.1253815833e-314,2.125375453e-314,2.1253808244e-314,2.1290617597e-314,2.1813468693e-314,2.1290454437e-314,2.125381536e-314,2.164714272e-314,2.12537618e-314,2.1253815833e-314,2.12537618e-314,2.125380374e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1738116094e-314,2.129003887e-314,2.125381536e-314,2.173811538e-314,2.125375453e-314,2.1253815833e-314
2.7,2.125375453e-314,2.125380374e-314,2.129003887e-314,2.1738179887e-314,2.129003887e-314,2.125381536e-314,2.1253805636e-314,2.1253753265e-314,2.1253815833e-314,2.1253753265e-314,2.125379358e-314,2.129003887e-314,2.1738110876e-314,2.129005476e-314,2.125381536e-314,2.129005476e-314,2.1253805636e-314,2.1253753265e-314,2.1253815833e-314,2.1253753265e-314,2.1253808244e-314
2.71,2.129005476e-314,2.173816874e-314,2.1290617597e-314,2.125381536e-314,2.1253805636e-314,2.1253753265e-314,2.1253815833e-314,2.1253753265e-314,2.125380445e-314,2.1290617597e-314,2.1290617597e-314,2.1290617597e-314,2.1253803264e-314,2.173812321e-314,2.1290617597e-314,2.125381536e-314,2.1290617597e-314,2.1253805873e-314,2.1253753423e-314,2.1253815833e-314,2.1253753423e-314
2.72,2.1253803976e-314,2.1290617597e-314,2.173811372e-314,2.1290617597e-314,2.125381536e-314,2.173811396e-314,2.125375453e-314,2.1253815833e-314,2.125375453e-314,2.12538035e-314,2.1290617597e-314,2.1290617597e-314,2.125379358e-314,2.1290617597e-314,2.1290617597e-314,2.1738181073e-314,2.1290617597e-314,2.125381536e-314,2.1290617597e-314,2.181649364e-314,2.125375469e-314
2.73,2.1253815833e-314,2.125375469e-314,2.1253808244e-314,2.1290617597e-314,2.1253803264e-314,2.181653372e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.181649269e-314,2.1253759747e-314,2.1253815833e-314,2.1253759747e-314,2.125380374e-314,2.1290454437e-314,2.1816492454e-314,2.129003887e-314,2.125381536e-314,2.1253807296e-314,2.125375437e-314,2.1253815833e-314
2.74,2.125375437e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.1253804924e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.1816492217e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1816491743e-314,2.125375959e-314,2.1253815833e-314,2.125375959e-314,2.1253803976e-314
2.75,2.1290454437e-314,2.1816491506e-314,2.129003887e-314,2.125381536e-314,2.1253807296e-314,2.125375437e-314,2.1253815833e-314,2.125375437e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.125379358e-314,2.1290454437e-314,2.1290454437e-314,2.181649127e-314,2.129005476e-314,2.125381536e-314,2.129005476e-314,2.1253807296e-314,2.125375437e-314,2.1253815833e-314
2.7600000000000002,2.125375437e-314,2.1253808244e-314,2.129005476e-314,2.1816490794e-314,2.1290617597e-314,2.125381536e-314,2.1253807296e-314,2.125375437e-314,2.1253815833e-314,2.125375437e-314,2.125380445e-314,2.1290617597e-314,2.1290617597e-314,2.1290617597e-314,2.1816490557e-314,2.1290617597e-314,2.125381536e-314,2.181649032e-314,2.125375469e-314,2.1253815833e-314,2.125375469e-314
2.77,2.125379358e-314,2.1290617597e-314,2.1816489846e-314,2.1290617597e-314,2.125381536e-314,2.1290617597e-314,2.181648937e-314,2.125375516e-314,2.1253815833e-314,2.125375516e-314,2.1253808244e-314,2.1290617597e-314,2.1253803264e-314,2.1816488897e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.181648866e-314,2.125376117e-314,2.1253815833e-314,2.125376117e-314
2.7800000000000002,2.125380374e-314,2.1290454437e-314,2.181648107e-314,2.129003887e-314,2.125381536e-314,2.1253806584e-314,2.1253753897e-314,2.1253815833e-314,2.1253753897e-314,2.12538035e-314,2.129003887e-314,2.1290454437e-314,2.1253804924e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1290454437e-314,2.1253803264e-314,2.1816480597e-314
