t,V,Na_i,m,h,j,K_i,oa,oi,ua,ui,xr,xs,Ca_i,d,f,f_Ca,Ca_rel,u,v,w,Ca_up
1.71,-81.18074657169437,11.169999781445116,0.002908434769972281,0.9649062910646056,0.9774991961553845,139.00000012191651,0.030433009561856933,0.9992053925784256,0.004966351726487014,0.9986000017489168,3.296004362745004e-05,0.01869001115353547,0.00010130024539628638,0.00013670156344367112,0.9995998123147305,0.7755213168009063,1.4879999997976676,2.354423110067246e-112,1.0,0.9991985429553574,1.4879998925065236
1.72,-81.18075076573656,11.169999780172859,0.0029084327627146183,0.9649063273308214,0.97749919250223,139.00000012263905,0.030433017250269624,0.999205422062202,0.0049663520792000105,0.9986000017591843,3.2960043764105956e-05,0.018690011199065,0.00010130024681722914,0.00013670149607943315,0.999599811219796,0.7755213945672301,1.4879999997953033,2.354445905849434e-112,1.0,0.999198543053229,1.4879998918837711
1.73,-81.1807549578315,11.169999778900667,0.0029084307563896536,0.9649063635902465,0.9774991888607074,139.0000001233617,0.030433024845223543,0.9992054515231209,0.004966352415921446,0.9986000017694523,3.296004389942397e-05,0.018690011244372164,0.00010130024823801049,0.0001367014278667605,0.999599810124892,0.7755214718847268,1.4879999997929252,2.3544686683199326e-112,1.0,0.9991985432130743,1.4879998912610861
1.74,-81.18075914798638,11.169999777628544,0.0029084287509945584,0.9649063998427179,0.9774991852307793,139.00000012408447,0.03043303235974431,0.9992054809612596,0.004966352738944423,0.9986000017797206,3.2960044033406224e-05,0.018690011289457326,0.00010130024965862912,0.00013670135957459268,0.9995998090300183,0.7755215488039194,1.4879999997905333,2.354491397490714e-112,1.0,0.9991985433735335,1.487999890638469
1.75,-81.18076333620216,11.169999776356486,0.002908426746528884,0.9649064360882216,0.9774991816124357,139.00000012480734,0.030433039794337192,0.999205510376636,0.004966353048357693,0.9986000017899895,3.296004416605343e-05,0.018690011334320595,0.00010130025107908506,0.00013670129120789865,0.9995998079351753,0.7755216253269762,1.487999999788128,2.354514093404217e-112,1.0,0.9991985435344406,1.4879998900159195
1.76,-81.18076752247977,11.169999775084493,0.002908424742992182,0.964906472326744,0.9774991780056669,139.00000012553033,0.03043304714950747,0.9992055397692681,0.004966353344250002,0.9986000018002589,3.296004429736629e-05,0.018690011378962097,0.00010130025249937838,0.00013670122277164733,0.9995998068403626,0.7755217014560648,1.487999999785709,2.3545367561028797e-112,1.0,0.9991985436956294,1.4879998893934376
1.77,-81.18077170682014,11.169999773812568,0.002908422740384004,0.9649065085582712,0.977499174410463,139.00000012625344,0.030433054425760418,0.9992055691391738,0.0049663536267101046,0.9986000018105287,3.29600444273455e-05,0.018690011423381944,0.00010130025391950909,0.00013670115427080764,0.9995998057455806,0.7755217771933535,1.4879999997832765,2.3545593856291412e-112,1.0,0.9991985438569341,1.4879998887710237
1.78,-81.1807758892242,11.169999772540708,0.0029084207387039024,0.9649065447827897,0.9774991708268141,139.00000012697663,0.030433061623601307,0.9992055984863714,0.004966353895826748,0.9986000018207988,3.296004455599177e-05,0.01869001146758026,0.00010130025533947725,0.00013670108571034852,0.999599804650829,0.7755218525410099,1.4879999997808302,2.3545819820254396e-112,1.0,0.9991985440181886,1.4879998881486773
1.79,-81.18078006969289,11.169999771268914,0.002908418737951428,0.9649065810002856,0.9774991672547105,139.00000012769993,0.030433068743535418,0.9992056278108784,0.004966354151688683,0.9986000018310695,3.2960044683305805e-05,0.018690011511557157,0.00010130025675928287,0.00013670101709523886,0.9995998035561078,0.7755219275012021,1.4879999997783702,2.3546045453342137e-112,1.0,0.9991985441792272,1.4879998875263987
1.8,-81.18078424822714,11.169999769997187,0.0029084167381261327,0.9649066172107451,0.9774991636941422,139.00000012842338,0.030433075786068017,0.9992056571127133,0.00496635439438466,0.9986000018413406,3.296004480928831e-05,0.018690011555312757,0.00010130025817892604,0.00013670094843044758,0.9995998024614171,0.7755220020760981,1.4879999997758968,2.3546270755979026e-112,1.0,0.9991985443398836,1.4879998869041875
1.81,-81.1807884248279,11.169999768725525,0.0029084147392275687,0.9649066534141545,0.9774991601450996,139.00000012914688,0.030433082751704386,0.9992056863918937,0.004966354624003429,0.9986000018516121,3.296004493393999e-05,0.018690011598847173,0.00010130025959840677,0.00013670087972094365,0.9995998013667569,0.7755220762678658,1.4879999997734097,2.3546495728589436e-112,1.0,0.9991985444999921,1.4879998862820443
1.82,-81.18079259949607,11.16999976745393,0.002908412741255287,0.9649066896105001,0.9774991566075726,139.00000012987053,0.030433089640949797,0.9992057156484376,0.004966354840633741,0.9986000018618841,3.296004505726154e-05,0.01869001164216053,0.00010130026101772512,0.00013670081097169598,0.9995998002721271,0.7755221500786732,1.487999999770909,2.3546720371597768e-112,1.0,0.9991985446593867,1.4879998856599685
1.83,-81.18079677223261,11.1699997661824,0.0029084107442088397,0.9649067257997681,0.9774991530815516,139.00000013059426,0.030433096454309524,0.9992057448823632,0.004966355044364343,0.9986000018721566,3.2960045179253665e-05,0.01869001168525294,0.00010130026243688111,0.00013670074218767345,0.9995997991775278,0.7755222235106882,1.4879999997683946,2.35469446854284e-112,1.0,0.9991985448179013,1.4879998850379605
1.84,-81.18080094303846,11.169999764910937,0.0029084087480877787,0.9649067619819447,0.9774991495670264,139.00000013131813,0.030433103192288844,0.9992057740936885,0.004966355235283989,0.9986000018824295,3.296004529991708e-05,0.01869001172812453,0.0001013002638558748,0.00013670067337384504,0.999599798082959,0.7755222965660787,1.4879999997658666,2.354716867050572e-112,1.0,0.99919854497537,1.4879998844160203
1.85,-81.18080511191452,11.169999763639538,0.002908406752891655,0.9649067981570163,0.9774991460639875,139.0000001320421,0.030433109855393027,0.9992058032824312,0.004966355413481427,0.9986000018927028,3.296004541925248e-05,0.018690011770775405,0.00010130026527470621,0.00013670060453517966,0.9995997969884206,0.7755223692470128,1.487999999763325,2.354739232725411e-112,1.0,0.9991985451316269,1.4879998837941475
1.86,-81.18080927886176,11.169999762368207,0.0029084047586200204,0.9649068343249689,0.9774991425724249,139.00000013276616,0.030433116444127353,0.9992058324486096,0.004966355579045407,0.9986000019029767,3.296004553726058e-05,0.01869001181320569,0.00010130026669337541,0.0001367005356766462,0.9995997958939126,0.7755224415556583,1.48799999976077,2.3547615656097958e-112,1.0,0.9991985452865059,1.4879998831723424
1.87,-81.18081344388109,11.16999976109694,0.0029084027652724266,0.964906870485789,0.9774991390923288,139.00000013349032,0.03043312295899709,0.9992058615922415,0.004966355732064678,0.9986000019132509,3.296004565394206e-05,0.018690011855415502,0.00010130026811188242,0.0001367004668032136,0.9995997947994351,0.7755225134941831,1.4879999997582012,2.3547838657461653e-112,1.0,0.9991985454398411,1.487999882550605
1.8800000000000001,-81.18081760697346,11.169999759825739,0.002908400772848426,0.9649069066394628,0.9774991356236893,139.00000013421462,0.03043312940050752,0.9992058907133449,0.004966355872627994,0.9986000019235256,3.2960045769297657e-05,0.018690011897404962,0.00010130026953022729,0.00013670039791985084,0.9995997937049881,0.7755225850647554,1.4879999997556188,2.354806133176958e-112,1.0,0.9991985455914666,1.487999881928935
1.8900000000000001,-81.1808217681398,11.169999758554605,0.0029083987813475695,0.9649069427859764,0.9774991321664966,139.000000134939,0.03043313576916391,0.9992059198119377,0.004966356000824101,0.9986000019338007,3.2960045883328044e-05,0.018690011939174182,0.00010130027094841007,0.00013670032903152676,0.9995997926105714,0.775522656269543,1.4879999997530229,2.354828367944612e-112,1.0,0.9991985457412162,1.4879998813073327
1.9000000000000001,-81.18082592738104,11.169999757283536,0.002908396790769409,0.9649069789253162,0.977499128720741,139.0000001356635,0.03043314206547154,0.9992059488880382,0.004966356116741752,0.9986000019440764,3.296004599603394e-05,0.018690011980723287,0.00010130027236643078,0.00013670026014321035,0.9995997915161853,0.7755227271107138,1.4879999997504132,2.3548505700915665e-112,1.0,0.9991985458889243,1.4879998806857981
1.9100000000000001,-81.1808300846981,11.169999756012533,0.0029083948011134958,0.9649070150574685,0.9774991252864124,139.0000001363881,0.030433148289935687,0.999205977941664,0.0049663562204696945,0.9986000019543524,3.296004610741606e-05,0.01869001202205239,0.00010130027378428948,0.00013670019125987048,0.9995997904218294,0.7755227975904357,1.4879999997477902,2.35487273966026e-112,1.0,0.9991985460344248,1.487999880064331
1.92,-81.18083424009193,11.169999754741596,0.0029083928123793826,0.9649070511824193,0.9774991218635011,139.0000001371128,0.03043315444306162,0.9992060069728333,0.00496635631209668,0.9986000019646288,3.296004621747508e-05,0.018690012063161607,0.0001013002752019862,0.0001367001223864761,0.9995997893275042,0.7755228677108769,1.4879999997451534,2.354894876693131e-112,1.0,0.9991985461775515,1.4879998794429317
1.93,-81.18083839356346,11.169999753470725,0.00290839082456662,0.964907087300155,0.9774991184519972,139.00000013783765,0.03043316052535461,0.9992060359815641,0.004966356391711459,0.9986000019749058,3.296004632621173e-05,0.018690012104051062,0.00010130027661952099,0.00013670005352799612,0.9995997882332092,0.7755229374742052,1.4879999997425029,2.354916981232618e-112,1.0,0.9991985463181388,1.4879998788215998
1.94,-81.18084254511363,11.169999752199917,0.0029083888376747603,0.9649071234106619,0.9774991150518909,139.00000013856257,0.030433166537319943,0.9992060649678742,0.0049663564594027805,0.9986000019851832,3.29600464336267e-05,0.01869001214472087,0.00010130027803689388,0.0001366999846893995,0.9995997871389447,0.7755230068825885,1.487999999739839,2.3549390533211594e-112,1.0,0.9991985464560205,1.4879998782003354
1.95,-81.18084669474338,11.169999750929177,0.0029083868517033548,0.9649071595139261,0.9774991116631724,139.0000001392876,0.030433172479462884,0.9992060939317818,0.004966356515259396,0.9986000019954611,3.2960046539720695e-05,0.018690012185171148,0.00010130027945410493,0.00013669991587565513,0.9995997860447107,0.7755230759381948,1.4879999997371613,2.354961093001194e-112,1.0,0.9991985465910307,1.4879998775791388
1.96,-81.18085084245362,11.169999749658503,0.0029083848666519555,0.9649071956099341,0.9774991082858318,139.00000014001273,0.030433178352288714,0.9992061228733049,0.004966356559370054,0.9986000020057393,3.296004664449442e-05,0.018690012225402015,0.00010130028087115417,0.00013669984709173194,0.9995997849505069,0.775523144643192,1.4879999997344704,2.354983100315161e-112,1.0,0.9991985467230033,1.4879998769580094
1.97,-81.1808549882453,11.169999748387893,0.0029083828825201136,0.9649072316986719,0.9774991049198593,139.000000140738,0.030433184156302702,0.9992061517924612,0.004966356591823505,0.9986000020160181,3.296004674794859e-05,0.01869001226541359,0.00010130028228804164,0.00013669977834259887,0.9995997838563337,0.7755232129997481,1.4879999997317654,2.355005075305498e-112,1.0,0.9991985468517726,1.4879998763369477
1.98,-81.18085913211934,11.169999747117348,0.0029083808993073815,0.9649072677801258,0.9774991015652449,139.00000014146335,0.03043318989201013,0.9992061806892689,0.004966356612708499,0.9986000020262972,3.2960046850083894e-05,0.018690012305205988,0.00010130028370476738,0.00013669970963322482,0.9995997827621909,0.7755232810100312,1.4879999997290472,2.355027018014644e-112,1.0,0.9991985469771724,1.4879998757159538
1.99,-81.180863274072,11.169999745846871,0.002908378917015403,0.9649073038544372,0.9774990982220086,139.0000001421888,0.030433195547935565,0.9992062095636824,0.0049663566200046005,0.9986000020365768,3.2960046950899504e-05,0.018690012344779072,0.00010130028512133223,0.0001366996405060389,0.9995997816680785,0.7755233486293771,1.4879999997263154,2.355048928399957e-112,1.0,0.999198547123958,1.4879998750950274
2.0,-81.18086741410603,11.169999744576458,0.0029083769356429033,0.9649073399215312,0.9774990948901288,139.0000001429144,0.030433201129316266,0.999206238415745,0.004966356614633615,0.9986000020468568,3.296004705039673e-05,0.018690012384133065,0.00010130028653773596,0.0001366995711486976,0.9995997805739965,0.7755234158784511,1.48799999972357,2.35507080653748e-112,1.0,0.9991985472821203,1.4879998744741683
2.0100000000000002,-81.18087155222445,11.16999974330611,0.0029083749551885225,0.9649073759813264,0.9774990915695826,139.00000014364008,0.030433206641878388,0.9992062672455019,0.004966356597603425,0.9986000020571374,3.2960047148576956e-05,0.01869001242326819,0.0001013002879539782,0.00013669950176773318,0.9995997794799448,0.775523482779829,1.4879999997208109,2.355092652506728e-112,1.0,0.9991985474406334,1.4879998738533768
2.02,-81.18087568842813,11.169999742035829,0.0029083729756518243,0.9649074120338098,0.9774990882603605,139.00000014436586,0.030433212086055546,0.9992062960529711,0.004966356568990165,0.9986000020674183,3.2960047245440866e-05,0.018690012462184564,0.00010130028937005904,0.00013669943236534811,0.9995997783859235,0.7755235493353987,1.4879999997180382,2.3551144663496293e-112,1.0,0.9991985475994803,1.4879998732326527
2.0300000000000002,-81.18087982271801,11.169999740765611,0.0029083709970323733,0.9649074480789688,0.9774990849624526,139.00000014509175,0.030433217462281364,0.99920632483817,0.00496635652886997,0.9986000020776997,3.296004734098915e-05,0.01869001250088231,0.0001013002907859785,0.0001366993629437448,0.9995997772919326,0.7755236155470482,1.487999999715252,2.3551362481081142e-112,1.0,0.9991985477586444,1.4879998726119963
2.04,-81.18088395509497,11.169999739495461,0.002908369019329733,0.9649074841167904,0.9774990816758496,139.00000014581775,0.030433222770989452,0.9992063536011162,0.004966356477318975,0.9986000020879815,3.296004743522252e-05,0.01869001253936154,0.00010130029220173664,0.0001366992935051257,0.9995997761979721,0.7755236814166652,1.4879999997124522,2.3551579978241124e-112,1.0,0.9991985479181084,1.4879998719914072
2.05,-81.18088808555994,11.169999738225375,0.0029083670425434686,0.9649075201472618,0.9774990784005416,139.00000014654387,0.03043322801261343,0.9992063823418275,0.004966356414413314,0.9986000020982638,3.2960047528141656e-05,0.01869001257762237,0.0001013002936173335,0.0001366992240516932,0.9995997751040421,0.7755237469461376,1.4879999997096387,2.355179715539554e-112,1.0,0.9991985480778557,1.4879998713708857
2.06,-81.18089221411381,11.169999736955354,0.002908365066673144,0.9649075561703703,0.977499075136519,139.00000014727007,0.030433233187586915,0.9992064110603213,0.0049663563402291225,0.9986000021085465,3.296004761974726e-05,0.018690012615664917,0.00010130029503276913,0.0001366991545856497,0.9995997740101423,0.7755238121373532,1.4879999997068118,2.3552014012963682e-112,1.0,0.9991985482378691,1.4879998707504316
2.07,-81.18089634075749,11.1699997356854,0.002908363091718323,0.964907592186103,0.9774990718837722,139.0000001479964,0.030433238296343524,0.9992064397566153,0.004966356254842536,0.9986000021188297,3.296004771004002e-05,0.0186900126534893,0.00010130029644804357,0.00013669908510919768,0.999599772916273,0.7755238769921998,1.4879999997039712,2.3552230551364854e-112,1.0,0.9991985483981319,1.487999870130045
2.08,-81.18090046549187,11.169999734415509,0.0029083611176785695,0.9649076281944471,0.9774990686422913,139.00000014872282,0.030433243339316872,0.9992064684307271,0.004966356158329688,0.9986000021291133,3.296004779902064e-05,0.01869001269109563,0.00010130029786315686,0.00013669901562453956,0.9995997718224341,0.7755239415125654,1.487999999701117,2.3552446771018346e-112,1.0,0.9991985485586272,1.4879998695097258
2.09,-81.18090458831789,11.169999733145684,0.0029083591445534488,0.9649076641953898,0.9774990654120669,139.00000014944936,0.030433248316940577,0.9992064970826743,0.004966356050766713,0.9986000021393974,3.296004788668981e-05,0.01869001272848403,0.00010130029927810907,0.00013669894613387774,0.9995997707286255,0.7755240057003377,1.4879999996982496,2.3552662672343457e-112,1.0,0.999198548719338,1.4879998688894742
2.1,-81.18090870923643,11.169999731875924,0.0029083571723425242,0.9649077001889181,0.9774990621930891,139.000000150176,0.030433253229648256,0.9992065257124745,0.004966355932229748,0.9986000021496818,3.296004797304822e-05,0.018690012765654608,0.00010130030069290024,0.0001366988766394147,0.9995997696348472,0.7755240695574047,1.4879999996953683,2.3552878255759484e-112,1.0,0.9991985488802474,1.48799986826929
2.11,-81.1809128282484,11.169999730606229,0.00290835520104536,0.9649077361750195,0.9774990589853484,139.00000015090276,0.03043325807787352,0.9992065543201453,0.004966355802794926,0.9986000021599668,3.2960048058096574e-05,0.01869001280260749,0.0001013003021075304,0.00013669880714335276,0.9995997685410993,0.775524133085654,1.4879999996924735,2.355309352168573e-112,1.0,0.9991985490413385,1.4879998676491732
2.12,-81.1809169453547,11.1699997293366,0.002908353230661521,0.9649077721536808,0.9774990557888351,139.00000015162962,0.03043326286205,0.9992065829057043,0.004966355662538381,0.9986000021702521,3.2960048141835566e-05,0.018690012839342785,0.0001013003035219996,0.00013669873764789444,0.9995997674473819,0.7755241962869737,1.4879999996895652,2.3553308470541484e-112,1.0,0.9991985492025945,1.487999867029124
2.13,-81.18092106055624,11.169999728067035,0.0029083512611905705,0.9649078081248894,0.9774990526035395,139.00000015235656,0.0304332675826113,0.9992066114691691,0.00496635551153625,0.998600002180538,3.296004822426588e-05,0.018690012875860616,0.0001013003049363079,0.00013669866815524214,0.9995997663536946,0.7755242591632515,1.487999999686643,2.3553523102746046e-112,1.0,0.9991985493639983,1.487999866409142
2.14,-81.18092517385394,11.169999726797537,0.0029083492926320733,0.9649078440886326,0.977499049429452,139.00000015308365,0.030433272239991038,0.9992066400105573,0.004966355349864668,0.9986000021908242,3.296004830538822e-05,0.018690012912161092,0.00010130030635045535,0.00013669859866759828,0.9995997652600379,0.7755243217163753,1.4879999996837077,2.355373741871872e-112,1.0,0.9991985495255331,1.4879998657892275
2.15,-81.18092928524868,11.169999725528102,0.0029083473249855935,0.9649078800448972,0.9774990462665629,139.00000015381082,0.03043327683462284,0.9992066685298865,0.004966355177599768,0.998600002201111,3.2960048385203284e-05,0.018690012948244336,0.00010130030776444198,0.00013669852918716526,0.9995997641664114,0.7755243839482329,1.4879999996807587,2.355395141887879e-112,1.0,0.999198549687182,1.4879998651693804
2.16,-81.18093339474139,11.169999724258732,0.0029083453582506953,0.9649079159936709,0.9774990431148625,139.0000001545381,0.03043328136694031,0.9992066970271744,0.004966354994817685,0.9986000022113981,3.296004846371175e-05,0.01869001298411046,0.00010130030917826784,0.00013669845971614556,0.9995997630728153,0.775524445860712,1.4879999996777962,2.3554165103645566e-112,1.0,0.999198549848928,1.4879998645496006
2.17,-81.18093750233297,11.169999722989429,0.0029083433924269424,0.9649079519349403,0.9774990399743412,139.00000015526547,0.030433285837377075,0.9992067255024385,0.004966354801594555,0.9986000022216857,3.296004854091434e-05,0.01869001301975958,0.00010130031059193296,0.00013669839025674157,0.9995997619792495,0.7755245074557008,1.4879999996748199,2.3554378473438336e-112,1.0,0.9991985500107543,1.4879998639298884
2.18,-81.18094160802431,11.169999721720188,0.0029083414275138998,0.964907987868693,0.9774990368449893,139.00000015599298,0.030433290246366745,0.9992067539556964,0.004966354598006512,0.9986000022319738,3.2960048616811724e-05,0.018690013055191818,0.00010130031200543742,0.0001366983208111557,0.9995997608857141,0.7755245687350869,1.4879999996718303,2.35545915286764e-112,1.0,0.9991985501726439,1.4879998633102434
2.19,-81.18094571181632,11.169999720451015,0.002908339463511131,0.9649080237949159,0.977499033726797,139.00000015672057,0.030433294594342943,0.9992067823869657,0.004966354384129691,0.9986000022422622,3.296004869140461e-05,0.018690013090407288,0.00010130031341878125,0.00013669825138159041,0.9995997597922089,0.7755246297007582,1.4879999996688271,2.3554804269779055e-112,1.0,0.9991985503345799,1.4879998626906659
2.2,-81.18094981370992,11.169999719181906,0.002908337500418201,0.9649080597135965,0.977499030619755,139.00000015744828,0.03043329888173928,0.9992068107962642,0.004966354160040226,0.9986000022525511,3.296004876469369e-05,0.0186900131254061,0.0001013003148319645,0.0001366981819702481,0.9995997586987342,0.7755246903546025,1.4879999996658102,2.3555016697165603e-112,1.0,0.9991985504965455,1.4879998620711556
2.21,-81.180953913706,11.16999971791286,0.0029083355382346727,0.9649080956247217,0.9774990275238532,139.0000001581761,0.03043330310898938,0.9992068391836092,0.004966353925814254,0.9986000022628405,3.296004883667965e-05,0.018690013160188382,0.00010130031624498721,0.00013669811257933123,0.9995997576052897,0.7755247506985077,1.48799999966278,2.3555228811255336e-112,1.0,0.9991985506585237,1.487999861451713
2.22,-81.18095801180549,11.169999716643881,0.0029083335769601116,0.9649081315282787,0.9774990244390822,139.00000015890402,0.03043330727652685,0.9992068675490184,0.004966353681527908,0.9986000022731303,3.29600489073632e-05,0.01869001319475424,0.00010130031765784944,0.00013669804321104218,0.9995997565118756,0.7755248107343615,1.487999999659736,2.3555440612467553e-112,1.0,0.9991985508204976,1.4879998608323375
2.23,-81.18096210800927,11.169999715374965,0.0029083316165940815,0.9649081674242548,0.9774990213654323,139.00000015963204,0.030433311384785316,0.9992068958925096,0.004966353427257323,0.9986000022834205,3.2960048976745026e-05,0.018690013229103793,0.00010130031907055121,0.0001366979738675834,0.9995997554184918,0.7755248704640519,1.4879999996566786,2.355565210122155e-112,1.0,0.9991985509824503,1.4879998602130293
2.24,-81.18096620231825,11.169999714106115,0.002908329657136146,0.964908203312637,0.9774990183028938,139.00000016036017,0.030433315434198388,0.9992069242141001,0.004966353163078634,0.9986000022937112,3.296004904482582e-05,0.018690013263237163,0.0001013003204830926,0.0001366979045511573,0.9995997543251383,0.7755249298894669,1.4879999996536077,2.3555863277936624e-112,1.0,0.9991985511443648,1.4879998595937884
2.25,-81.18097029473263,11.169999712837331,0.00290832769858622,0.964908239193447,0.9774990152514639,139.00000016108842,0.030433319422887566,0.999206952513793,0.004966352888660968,0.9986000023040023,3.296004911160593e-05,0.018690013297154404,0.00010130032189547369,0.00013669783522431253,0.9995997532318152,0.7755249890032789,1.487999999650523,2.3556074142614613e-112,1.0,0.9991985513067637,1.487999858974615
2.2600000000000002,-81.18097438524342,11.16999971156861,0.0029083257409488095,0.9649082750671559,0.9774990122112299,139.00000016181676,0.030433323318672247,0.9992069807913979,0.004966352598339302,0.9986000023142938,3.296004917708104e-05,0.018690013330854786,0.00010130032330769542,0.00013669776532990454,0.9995997521385223,0.7755250476773923,1.4879999996474251,2.3556284689786196e-112,1.0,0.9991985514772368,1.487999858355509
2.27,-81.18097847386142,11.169999710299955,0.0029083237842185425,0.9649083109332675,0.9774990091820854,139.0000001625452,0.030433327154563195,0.9992070090471402,0.004966352297924402,0.9986000023245858,3.296004924125684e-05,0.018690013364339272,0.00010130032471975694,0.00013669769542884696,0.9995997510452598,0.7755251060435308,1.4879999996443134,2.355649492575259e-112,1.0,0.9991985516481691,1.4879998577364704
2.2800000000000002,-81.18098256058751,11.169999709031362,0.0029083218283949904,0.9649083467917695,0.9774990061640207,139.00000016327377,0.030433330930945083,0.999207037281037,0.004966351987483789,0.9986000023348782,3.296004930413403e-05,0.018690013397607976,0.00010130032613165831,0.00013669762552250274,0.9995997499520275,0.7755251641033873,1.4879999996411883,2.355670485092426e-112,1.0,0.9991985518195549,1.4879998571174988
2.29,-81.18098664542259,11.169999707762837,0.0029083198734777254,0.9649083826426499,0.9774990031570264,139.00000016400242,0.030433334648202578,0.9992070654931057,0.004966351667084978,0.9986000023451711,3.296004936571329e-05,0.01869001343066101,0.00010130032754339958,0.0001366975556122348,0.9995997488588256,0.7755252218586546,1.4879999996380497,2.3556914465711663e-112,1.0,0.9991985519913887,1.4879998564985946
2.3000000000000003,-81.18099072836756,11.169999706494375,0.0029083179194663183,0.9649084184858967,0.9774990001610929,139.0000001647312,0.03043333830672034,0.9992070936833636,0.00496635133679549,0.9986000023554644,3.29600494259953e-05,0.01869001346349849,0.0001013003289549808,0.000136697485699406,0.999599747765654,0.7755252793110253,1.4879999996348976,2.355712377052526e-112,1.0,0.9991985521636652,1.4879998558797578
2.31,-81.1809948094233,11.169999705225978,0.0029083159663603414,0.9649084543214976,0.9774989971762108,139.00000016546008,0.030433341906883047,0.9992071218518279,0.00496635099668284,0.9986000023657582,3.296004948498076e-05,0.018690013496120535,0.00010130033036640202,0.00013669741578537935,0.9995997466725126,0.7755253364621925,1.487999999631732,2.3557332765775507e-112,1.0,0.9991985523363788,1.4879998552609883
2.32,-81.18099888859068,11.169999703957645,0.0029083140141593663,0.9649084901494407,0.9774989942023705,139.00000016618904,0.030433345449075357,0.999207149998516,0.004966350646814549,0.9986000023760524,3.296004954267036e-05,0.01869001352852726,0.00010130033177766328,0.00013669734587151773,0.9995997455794016,0.7755253933138485,1.4879999996285527,2.3557541451872864e-112,1.0,0.999198552509524,1.487999854642286
2.33,-81.18100296587063,11.169999702689378,0.002908312062862964,0.9649085259697139,0.9774989912395624,139.00000016691814,0.03043334893368194,0.9992071781234452,0.0049663502872581335,0.998600002386347,3.296004959906477e-05,0.018690013560718772,0.00010130033318876463,0.00013669727595918405,0.9995997444863208,0.7755254498676863,1.48799999962536,2.355774982922779e-112,1.0,0.9991985526830953,1.487999854023651
2.34,-81.18100704126401,11.169999701421172,0.0029083101124707067,0.9649085617823049,0.9774989882877771,139.00000016764733,0.030433352361087466,0.9992072062266326,0.004966349918081112,0.998600002396642,3.296004965416469e-05,0.018690013592695193,0.00010130033459970612,0.00013669720604974126,0.9995997433932703,0.7755255061253987,1.4879999996221536,2.355795789825075e-112,1.0,0.9991985528570874,1.4879998534050831
2.35,-81.18101111477174,11.169999700153035,0.002908308162982166,0.9649085975872018,0.9774989853470051,139.0000001683766,0.0304333557316766,0.9992072343080958,0.004966349539351002,0.9986000024069376,3.29600497079708e-05,0.01869001362445664,0.0001013003360104878,0.00013669713614455225,0.9995997423002501,0.7755255620886783,1.4879999996189337,2.3558165659352194e-112,1.0,0.9991985530314944,1.4879998527865825
2.36,-81.18101518639467,11.16999969888496,0.0029083062143969132,0.9649086333843925,0.9774989824172367,139.00000016910602,0.030433359045834007,0.9992072623678518,0.004966349151135323,0.9986000024172336,3.2960049760483795e-05,0.018690013656003222,0.0001013003374211097,0.00013669706624497996,0.9995997412072601,0.775525617759218,1.4879999996157005,2.355837311294259e-112,1.0,0.9991985532063111,1.4879998521681495
2.37,-81.18101925613374,11.16999969761695,0.0029083042667145203,0.9649086691738648,0.9774989794984625,139.00000016983552,0.030433362303944358,0.999207290405918,0.004966348753501592,0.9986000024275299,3.296004981170436e-05,0.01869001368733506,0.0001013003388315719,0.0001366969963523873,0.9995997401143005,0.7755256731387105,1.4879999996124535,2.3558580259432387e-112,1.0,0.9991985533815321,1.4879998515497834
2.38,-81.1810233239898,11.169999696349004,0.002908302319934558,0.9649087049556065,0.9774989765906731,139.00000017056513,0.030433365506392317,0.9992073184223118,0.004966348346517328,0.9986000024378268,3.2960049861633176e-05,0.018690013718452265,0.00010130034024187441,0.00013669692646813716,0.9995997390213711,0.7755257282288485,1.4879999996091933,2.355878709923205e-112,1.0,0.9991985535571517,1.4879998509314845
2.39,-81.18102738996376,11.169999695081122,0.002908300374056599,0.9649087407296059,0.9774989736938587,139.00000017129486,0.030433368653562557,0.9992073464170504,0.004966347930250047,0.998600002448124,3.296004991027094e-05,0.018690013749354955,0.00010130034165201731,0.00013669685659359253,0.999599737928472,0.7755257830313248,1.4879999996059194,2.355899363275204e-112,1.0,0.9991985537331644,1.487999850313253
2.4,-81.18103145405651,11.169999693813304,0.0029082984290802146,0.9649087764958505,0.9774989708080101,139.00000017202467,0.030433371745839738,0.9992073743901511,0.00496634750476727,0.9986000024584216,3.2960049957618333e-05,0.018690013780043244,0.00010130034306200064,0.0001366967867301163,0.9995997368356031,0.7755258375478322,1.487999999602632,2.3559199860402814e-112,1.0,0.9991985539095648,1.4879998496950886
2.41,-81.18103551626893,11.169999692545552,0.0029082964850049757,0.9649088122543283,0.9774989679331176,139.0000001727546,0.030433374783608535,0.9992074023416311,0.004966347070136513,0.9986000024687198,3.296005000367605e-05,0.018690013810517245,0.00010130034447182443,0.00013669671687907138,0.9995997357427645,0.7755258917800634,1.4879999995993312,2.3559405782594833e-112,1.0,0.9991985540863474,1.4879998490769915
2.42,-81.18103957660192,11.169999691277864,0.002908294541830455,0.9649088480050274,0.9774989650691717,139.00000017348464,0.030433377767253605,0.9992074302715078,0.004966346626425295,0.9986000024790184,3.296005004844477e-05,0.018690013840777075,0.00010130034588148874,0.00013669664704182068,0.9995997346499561,0.7755259457297111,1.4879999995960167,2.3559611399738555e-112,1.0,0.9991985542635067,1.4879998484589616
